# _root_ On hi ha varietat de flora , però , el Seneci_del_Cap és rebutjat tant pels animals de pastura com per les abelles .
#goldHeads=3,3,13,3,4,5,8,13,8,11,13,13,0,15,13,15,16,17,15,15,22,20,13,
#predictedHeads=3,3,0,3,4,5,8,3,8,11,13,13,0,15,13,15,16,17,15,15,22,20,13,
(13,4),-1.79607 # DEPENDENCYPART_ARC
(13,5),-2.47486 # DEPENDENCYPART_ARC
(13,6),-2.09868 # DEPENDENCYPART_ARC
(13,7),-1.66082 # DEPENDENCYPART_ARC
(13,8),-0.714154 # DEPENDENCYPART_ARC
(13,9),-1.16256 # DEPENDENCYPART_ARC
(13,10),-1.69755 # DEPENDENCYPART_ARC
(13,11),0.0947209 # DEPENDENCYPART_ARC
(13,12),2.31254 # DEPENDENCYPART_ARC
(13,14),0.883412 # DEPENDENCYPART_ARC
(13,15),0.531844 # DEPENDENCYPART_ARC
(13,16),0.107745 # DEPENDENCYPART_ARC
(13,17),-0.466098 # DEPENDENCYPART_ARC
(13,18),-0.629756 # DEPENDENCYPART_ARC
(13,19),-1.07319 # DEPENDENCYPART_ARC
(13,20),-1.0282 # DEPENDENCYPART_ARC
(13,22),-0.747782 # DEPENDENCYPART_ARC
(13,23),0.296262 # DEPENDENCYPART_ARC
(14,7),-2.71713 # DEPENDENCYPART_ARC
(14,8),-2.74576 # DEPENDENCYPART_ARC
(14,9),-2.7002 # DEPENDENCYPART_ARC
(14,13),-0.994701 # DEPENDENCYPART_ARC
(14,15),-1.04775 # DEPENDENCYPART_ARC
(14,16),-1.62942 # DEPENDENCYPART_ARC
(14,17),-2.13198 # DEPENDENCYPART_ARC
(14,19),-1.95085 # DEPENDENCYPART_ARC
(14,20),-2.50306 # DEPENDENCYPART_ARC
(15,10),-2.77324 # DEPENDENCYPART_ARC
(15,12),-1.73242 # DEPENDENCYPART_ARC
(15,13),-1.3872 # DEPENDENCYPART_ARC
(15,14),-0.312508 # DEPENDENCYPART_ARC
(15,16),2.77693 # DEPENDENCYPART_ARC
(15,17),-0.526981 # DEPENDENCYPART_ARC
(15,18),-1.23991 # DEPENDENCYPART_ARC
(15,19),-0.20069 # DEPENDENCYPART_ARC
(15,20),-0.468069 # DEPENDENCYPART_ARC
(15,23),-0.854742 # DEPENDENCYPART_ARC
(16,14),-1.22604 # DEPENDENCYPART_ARC
(16,15),-1.37969 # DEPENDENCYPART_ARC
(16,17),0.94651 # DEPENDENCYPART_ARC
(16,18),-0.619715 # DEPENDENCYPART_ARC
(16,19),-1.02977 # DEPENDENCYPART_ARC
(16,20),-1.61042 # DEPENDENCYPART_ARC
(16,22),-0.952951 # DEPENDENCYPART_ARC
(16,23),-1.34868 # DEPENDENCYPART_ARC
(17,14),-1.51704 # DEPENDENCYPART_ARC
(17,18),2.51699 # DEPENDENCYPART_ARC
(17,19),-0.597015 # DEPENDENCYPART_ARC
(17,20),-1.20111 # DEPENDENCYPART_ARC
(18,8),-1.8008 # DEPENDENCYPART_ARC
(18,14),-1.15047 # DEPENDENCYPART_ARC
(18,17),-0.348789 # DEPENDENCYPART_ARC
(18,19),-1.29751 # DEPENDENCYPART_ARC
(18,20),-1.67699 # DEPENDENCYPART_ARC
(19,20),-0.694493 # DEPENDENCYPART_ARC
(19,22),-1.26273 # DEPENDENCYPART_ARC
(19,23),-0.968195 # DEPENDENCYPART_ARC
(20,17),-1.28613 # DEPENDENCYPART_ARC
(20,19),-0.521604 # DEPENDENCYPART_ARC
(20,21),-0.73901 # DEPENDENCYPART_ARC
(20,22),2.62866 # DEPENDENCYPART_ARC
(20,23),-0.331275 # DEPENDENCYPART_ARC
(22,2),-1.98776 # DEPENDENCYPART_ARC
(22,14),-2.10915 # DEPENDENCYPART_ARC
(22,15),-2.6481 # DEPENDENCYPART_ARC
(22,17),-2.79701 # DEPENDENCYPART_ARC
(22,19),-1.99914 # DEPENDENCYPART_ARC
(22,21),2.22514 # DEPENDENCYPART_ARC
(22,23),-1.03317 # DEPENDENCYPART_ARC
(0,3),(0,4),-0.279746 # DEPENDENCYPART_SIBL
(0,3),(0,12),-0.987681 # DEPENDENCYPART_SIBL
(0,3),(0,13),-0.951947 # DEPENDENCYPART_SIBL
(0,4),(0,12),-0.44378 # DEPENDENCYPART_SIBL
(0,4),(0,13),-0.428419 # DEPENDENCYPART_SIBL
(0,12),(0,13),-0.970505 # DEPENDENCYPART_SIBL
(1,4),(1,5),0.0354505 # DEPENDENCYPART_SIBL
(2,4),(2,5),0.0358198 # DEPENDENCYPART_SIBL
(2,4),(2,9),0.0647345 # DEPENDENCYPART_SIBL
(2,5),(2,9),0.0336865 # DEPENDENCYPART_SIBL
(3,1),(3,2),0.724285 # DEPENDENCYPART_SIBL
(3,1),(3,4),0.292775 # DEPENDENCYPART_SIBL
(3,1),(3,5),0.100738 # DEPENDENCYPART_SIBL
(3,1),(3,6),0.29528 # DEPENDENCYPART_SIBL
(3,1),(3,7),0.108182 # DEPENDENCYPART_SIBL
(3,1),(3,8),0.206323 # DEPENDENCYPART_SIBL
(3,1),(3,9),0.108182 # DEPENDENCYPART_SIBL
(3,1),(3,12),0.135052 # DEPENDENCYPART_SIBL
(3,1),(3,13),0.116543 # DEPENDENCYPART_SIBL
(3,1),(3,15),0.206085 # DEPENDENCYPART_SIBL
(3,1),(3,20),0.100285 # DEPENDENCYPART_SIBL
(3,1),(3,23),0.0182852 # DEPENDENCYPART_SIBL
(3,2),(3,4),0.57439 # DEPENDENCYPART_SIBL
(3,2),(3,5),0.430677 # DEPENDENCYPART_SIBL
(3,2),(3,6),0.576895 # DEPENDENCYPART_SIBL
(3,2),(3,7),0.572477 # DEPENDENCYPART_SIBL
(3,2),(3,8),0.57233 # DEPENDENCYPART_SIBL
(3,2),(3,9),0.572477 # DEPENDENCYPART_SIBL
(3,2),(3,12),0.408997 # DEPENDENCYPART_SIBL
(3,2),(3,13),0.417752 # DEPENDENCYPART_SIBL
(3,2),(3,15),0.546204 # DEPENDENCYPART_SIBL
(3,2),(3,20),0.443782 # DEPENDENCYPART_SIBL
(3,2),(3,23),0.7123 # DEPENDENCYPART_SIBL
(3,4),(3,5),-0.0135374 # DEPENDENCYPART_SIBL
(3,4),(3,6),-0.25625 # DEPENDENCYPART_SIBL
(3,4),(3,7),0.101799 # DEPENDENCYPART_SIBL
(3,4),(3,8),0.104393 # DEPENDENCYPART_SIBL
(3,4),(3,9),0.101799 # DEPENDENCYPART_SIBL
(3,4),(3,12),0.000721274 # DEPENDENCYPART_SIBL
(3,4),(3,13),0.018573 # DEPENDENCYPART_SIBL
(3,4),(3,15),0.105109 # DEPENDENCYPART_SIBL
(3,4),(3,20),0.0188688 # DEPENDENCYPART_SIBL
(3,4),(3,23),0.103536 # DEPENDENCYPART_SIBL
(3,5),(3,6),-0.0753014 # DEPENDENCYPART_SIBL
(3,5),(3,7),-0.0165322 # DEPENDENCYPART_SIBL
(3,5),(3,8),0.0104908 # DEPENDENCYPART_SIBL
(3,5),(3,9),-0.0165322 # DEPENDENCYPART_SIBL
(3,5),(3,12),-0.00872384 # DEPENDENCYPART_SIBL
(3,5),(3,13),0.0215172 # DEPENDENCYPART_SIBL
(3,5),(3,15),-0.0699253 # DEPENDENCYPART_SIBL
(3,5),(3,20),-0.206917 # DEPENDENCYPART_SIBL
(3,5),(3,23),0.0301869 # DEPENDENCYPART_SIBL
(3,6),(3,7),0.10268 # DEPENDENCYPART_SIBL
(3,6),(3,8),0.108299 # DEPENDENCYPART_SIBL
(3,6),(3,9),0.10268 # DEPENDENCYPART_SIBL
(3,6),(3,12),0.00390347 # DEPENDENCYPART_SIBL
(3,6),(3,13),0.0217552 # DEPENDENCYPART_SIBL
(3,6),(3,15),0.10589 # DEPENDENCYPART_SIBL
(3,6),(3,20),0.0196496 # DEPENDENCYPART_SIBL
(3,6),(3,23),0.087171 # DEPENDENCYPART_SIBL
(3,7),(3,8),0.221336 # DEPENDENCYPART_SIBL
(3,7),(3,9),-0.0628462 # DEPENDENCYPART_SIBL
(3,7),(3,12),0.0661845 # DEPENDENCYPART_SIBL
(3,7),(3,13),0.0760412 # DEPENDENCYPART_SIBL
(3,7),(3,15),-0.102593 # DEPENDENCYPART_SIBL
(3,7),(3,20),-0.232449 # DEPENDENCYPART_SIBL
(3,7),(3,23),-0.0309568 # DEPENDENCYPART_SIBL
(3,8),(3,9),0.118352 # DEPENDENCYPART_SIBL
(3,8),(3,12),0.5723 # DEPENDENCYPART_SIBL
(3,8),(3,13),0.504396 # DEPENDENCYPART_SIBL
(3,8),(3,15),0.219764 # DEPENDENCYPART_SIBL
(3,8),(3,20),0.157 # DEPENDENCYPART_SIBL
(3,8),(3,23),0.220546 # DEPENDENCYPART_SIBL
(3,9),(3,12),0.0661845 # DEPENDENCYPART_SIBL
(3,9),(3,13),0.0760412 # DEPENDENCYPART_SIBL
(3,9),(3,15),-0.102593 # DEPENDENCYPART_SIBL
(3,9),(3,20),-0.232449 # DEPENDENCYPART_SIBL
(3,9),(3,23),-0.0309568 # DEPENDENCYPART_SIBL
(3,12),(3,13),-0.0440408 # DEPENDENCYPART_SIBL
(3,12),(3,15),0.075667 # DEPENDENCYPART_SIBL
(3,12),(3,20),0.0415352 # DEPENDENCYPART_SIBL
(3,12),(3,23),0.0403096 # DEPENDENCYPART_SIBL
(3,13),(3,15),0.067561 # DEPENDENCYPART_SIBL
(3,13),(3,20),0.0181676 # DEPENDENCYPART_SIBL
(3,13),(3,23),0.0121411 # DEPENDENCYPART_SIBL
(3,15),(3,20),-0.015738 # DEPENDENCYPART_SIBL
(3,15),(3,23),0.0611694 # DEPENDENCYPART_SIBL
(3,20),(3,23),0.0502503 # DEPENDENCYPART_SIBL
(4,1),(4,2),0.0418351 # DEPENDENCYPART_SIBL
(4,1),(4,3),0.12832 # DEPENDENCYPART_SIBL
(4,1),(4,5),-0.138496 # DEPENDENCYPART_SIBL
(4,1),(4,6),-0.0429055 # DEPENDENCYPART_SIBL
(4,1),(4,7),-0.0993385 # DEPENDENCYPART_SIBL
(4,1),(4,8),-0.0202401 # DEPENDENCYPART_SIBL
(4,1),(4,9),-0.0993385 # DEPENDENCYPART_SIBL
(4,1),(4,11),-0.0428907 # DEPENDENCYPART_SIBL
(4,1),(4,12),-0.0946785 # DEPENDENCYPART_SIBL
(4,1),(4,13),-0.0676475 # DEPENDENCYPART_SIBL
(4,1),(4,14),-0.0412381 # DEPENDENCYPART_SIBL
(4,1),(4,15),-0.157883 # DEPENDENCYPART_SIBL
(4,1),(4,17),-0.138496 # DEPENDENCYPART_SIBL
(4,1),(4,20),-0.144538 # DEPENDENCYPART_SIBL
(4,1),(4,23),-0.163291 # DEPENDENCYPART_SIBL
(4,2),(4,3),0.0403107 # DEPENDENCYPART_SIBL
(4,2),(4,5),-0.114648 # DEPENDENCYPART_SIBL
(4,2),(4,6),-0.0515772 # DEPENDENCYPART_SIBL
(4,2),(4,7),-0.0568295 # DEPENDENCYPART_SIBL
(4,2),(4,8),0.0135806 # DEPENDENCYPART_SIBL
(4,2),(4,9),-0.0568295 # DEPENDENCYPART_SIBL
(4,2),(4,11),-0.0515625 # DEPENDENCYPART_SIBL
(4,2),(4,12),-0.106397 # DEPENDENCYPART_SIBL
(4,2),(4,13),-0.0657333 # DEPENDENCYPART_SIBL
(4,2),(4,14),-0.0247361 # DEPENDENCYPART_SIBL
(4,2),(4,15),-0.138798 # DEPENDENCYPART_SIBL
(4,2),(4,17),-0.114648 # DEPENDENCYPART_SIBL
(4,2),(4,20),-0.123691 # DEPENDENCYPART_SIBL
(4,2),(4,23),-0.0071809 # DEPENDENCYPART_SIBL
(4,3),(4,5),-0.0620041 # DEPENDENCYPART_SIBL
(4,3),(4,6),-0.0209773 # DEPENDENCYPART_SIBL
(4,3),(4,7),-0.0240175 # DEPENDENCYPART_SIBL
(4,3),(4,8),0.0482368 # DEPENDENCYPART_SIBL
(4,3),(4,9),-0.0240175 # DEPENDENCYPART_SIBL
(4,3),(4,11),-0.0209525 # DEPENDENCYPART_SIBL
(4,3),(4,12),-0.141372 # DEPENDENCYPART_SIBL
(4,3),(4,13),-0.110637 # DEPENDENCYPART_SIBL
(4,3),(4,14),-0.0444388 # DEPENDENCYPART_SIBL
(4,3),(4,15),-0.110784 # DEPENDENCYPART_SIBL
(4,3),(4,17),-0.0620041 # DEPENDENCYPART_SIBL
(4,3),(4,20),-0.109562 # DEPENDENCYPART_SIBL
(4,3),(4,23),0.106066 # DEPENDENCYPART_SIBL
(4,5),(4,6),0.00661725 # DEPENDENCYPART_SIBL
(4,5),(4,7),-0.0233082 # DEPENDENCYPART_SIBL
(4,5),(4,8),0.00999159 # DEPENDENCYPART_SIBL
(4,5),(4,9),-0.0233082 # DEPENDENCYPART_SIBL
(4,5),(4,11),0.00678771 # DEPENDENCYPART_SIBL
(4,5),(4,12),-0.0503417 # DEPENDENCYPART_SIBL
(4,5),(4,13),-0.00998561 # DEPENDENCYPART_SIBL
(4,5),(4,14),-0.0717749 # DEPENDENCYPART_SIBL
(4,5),(4,15),0.0118739 # DEPENDENCYPART_SIBL
(4,5),(4,17),0.036274 # DEPENDENCYPART_SIBL
(4,5),(4,20),0.0804965 # DEPENDENCYPART_SIBL
(4,5),(4,23),0.00207341 # DEPENDENCYPART_SIBL
(4,6),(4,7),0.0302809 # DEPENDENCYPART_SIBL
(4,6),(4,8),0.0266337 # DEPENDENCYPART_SIBL
(4,6),(4,9),0.0302809 # DEPENDENCYPART_SIBL
(4,6),(4,11),0.0109917 # DEPENDENCYPART_SIBL
(4,6),(4,12),-0.0147076 # DEPENDENCYPART_SIBL
(4,6),(4,13),0.00290813 # DEPENDENCYPART_SIBL
(4,6),(4,14),-0.000887309 # DEPENDENCYPART_SIBL
(4,6),(4,15),0.0279839 # DEPENDENCYPART_SIBL
(4,6),(4,17),0.053365 # DEPENDENCYPART_SIBL
(4,6),(4,20),-0.00246686 # DEPENDENCYPART_SIBL
(4,6),(4,23),-0.00531194 # DEPENDENCYPART_SIBL
(4,7),(4,8),0.129697 # DEPENDENCYPART_SIBL
(4,7),(4,9),0.0340333 # DEPENDENCYPART_SIBL
(4,7),(4,11),0.369288 # DEPENDENCYPART_SIBL
(4,7),(4,12),-0.0873731 # DEPENDENCYPART_SIBL
(4,7),(4,13),-0.0537888 # DEPENDENCYPART_SIBL
(4,7),(4,14),-0.00489537 # DEPENDENCYPART_SIBL
(4,7),(4,15),0.0339934 # DEPENDENCYPART_SIBL
(4,7),(4,17),-0.032936 # DEPENDENCYPART_SIBL
(4,7),(4,20),-0.0158854 # DEPENDENCYPART_SIBL
(4,7),(4,23),0.00417176 # DEPENDENCYPART_SIBL
(4,8),(4,9),0.032303 # DEPENDENCYPART_SIBL
(4,8),(4,11),0.058604 # DEPENDENCYPART_SIBL
(4,8),(4,12),0.210451 # DEPENDENCYPART_SIBL
(4,8),(4,13),0.180425 # DEPENDENCYPART_SIBL
(4,8),(4,14),-0.00688042 # DEPENDENCYPART_SIBL
(4,8),(4,15),0.100506 # DEPENDENCYPART_SIBL
(4,8),(4,17),0.0734633 # DEPENDENCYPART_SIBL
(4,8),(4,20),0.112456 # DEPENDENCYPART_SIBL
(4,8),(4,23),0.157993 # DEPENDENCYPART_SIBL
(4,9),(4,11),0.369288 # DEPENDENCYPART_SIBL
(4,9),(4,12),-0.0873731 # DEPENDENCYPART_SIBL
(4,9),(4,13),-0.0537888 # DEPENDENCYPART_SIBL
(4,9),(4,14),-0.00489537 # DEPENDENCYPART_SIBL
(4,9),(4,15),0.0339934 # DEPENDENCYPART_SIBL
(4,9),(4,17),-0.032936 # DEPENDENCYPART_SIBL
(4,9),(4,20),-0.0158854 # DEPENDENCYPART_SIBL
(4,9),(4,23),0.00417176 # DEPENDENCYPART_SIBL
(4,11),(4,12),-0.0146881 # DEPENDENCYPART_SIBL
(4,11),(4,13),0.0029276 # DEPENDENCYPART_SIBL
(4,11),(4,14),-0.000873428 # DEPENDENCYPART_SIBL
(4,11),(4,15),0.0279929 # DEPENDENCYPART_SIBL
(4,11),(4,17),0.0533692 # DEPENDENCYPART_SIBL
(4,11),(4,20),-0.00245777 # DEPENDENCYPART_SIBL
(4,11),(4,23),-0.00549171 # DEPENDENCYPART_SIBL
(4,12),(4,13),-0.0662334 # DEPENDENCYPART_SIBL
(4,12),(4,14),0.0284109 # DEPENDENCYPART_SIBL
(4,12),(4,15),0.0736619 # DEPENDENCYPART_SIBL
(4,12),(4,17),0.0409328 # DEPENDENCYPART_SIBL
(4,12),(4,20),0.136285 # DEPENDENCYPART_SIBL
(4,12),(4,23),0.052563 # DEPENDENCYPART_SIBL
(4,13),(4,14),0.0339295 # DEPENDENCYPART_SIBL
(4,13),(4,15),0.0809825 # DEPENDENCYPART_SIBL
(4,13),(4,17),0.0532077 # DEPENDENCYPART_SIBL
(4,13),(4,20),0.136383 # DEPENDENCYPART_SIBL
(4,13),(4,23),0.0413359 # DEPENDENCYPART_SIBL
(4,14),(4,15),0.036716 # DEPENDENCYPART_SIBL
(4,14),(4,17),-0.0240217 # DEPENDENCYPART_SIBL
(4,14),(4,20),0.0515276 # DEPENDENCYPART_SIBL
(4,14),(4,23),0.0472335 # DEPENDENCYPART_SIBL
(4,15),(4,17),-0.0631031 # DEPENDENCYPART_SIBL
(4,15),(4,20),0.0795437 # DEPENDENCYPART_SIBL
(4,15),(4,23),0.0774494 # DEPENDENCYPART_SIBL
(4,17),(4,20),0.0804965 # DEPENDENCYPART_SIBL
(4,17),(4,23),0.00207341 # DEPENDENCYPART_SIBL
(4,20),(4,23),0.129113 # DEPENDENCYPART_SIBL
(5,6),(5,7),0.0345918 # DEPENDENCYPART_SIBL
(5,6),(5,8),-0.236531 # DEPENDENCYPART_SIBL
(5,6),(5,9),0.0345918 # DEPENDENCYPART_SIBL
(5,6),(5,11),-0.935133 # DEPENDENCYPART_SIBL
(5,6),(5,12),-0.4378 # DEPENDENCYPART_SIBL
(5,6),(5,13),-0.450571 # DEPENDENCYPART_SIBL
(5,6),(5,15),-0.171605 # DEPENDENCYPART_SIBL
(5,6),(5,19),-0.165984 # DEPENDENCYPART_SIBL
(5,7),(5,8),0.261935 # DEPENDENCYPART_SIBL
(5,7),(5,9),-0.0352419 # DEPENDENCYPART_SIBL
(5,7),(5,11),0.00302999 # DEPENDENCYPART_SIBL
(5,7),(5,12),0.0117424 # DEPENDENCYPART_SIBL
(5,7),(5,13),0.0132156 # DEPENDENCYPART_SIBL
(5,7),(5,15),0.418234 # DEPENDENCYPART_SIBL
(5,7),(5,19),-0.0735189 # DEPENDENCYPART_SIBL
(5,8),(5,9),0.00971667 # DEPENDENCYPART_SIBL
(5,8),(5,11),-0.280047 # DEPENDENCYPART_SIBL
(5,8),(5,12),0.11224 # DEPENDENCYPART_SIBL
(5,8),(5,13),0.0639895 # DEPENDENCYPART_SIBL
(5,8),(5,15),0.0478751 # DEPENDENCYPART_SIBL
(5,8),(5,19),-0.0214464 # DEPENDENCYPART_SIBL
(5,9),(5,11),0.00302999 # DEPENDENCYPART_SIBL
(5,9),(5,12),0.0117424 # DEPENDENCYPART_SIBL
(5,9),(5,13),0.0132156 # DEPENDENCYPART_SIBL
(5,9),(5,15),0.418234 # DEPENDENCYPART_SIBL
(5,9),(5,19),-0.0735189 # DEPENDENCYPART_SIBL
(5,11),(5,12),-0.437996 # DEPENDENCYPART_SIBL
(5,11),(5,13),-0.450767 # DEPENDENCYPART_SIBL
(5,11),(5,15),-0.171815 # DEPENDENCYPART_SIBL
(5,11),(5,19),-0.166177 # DEPENDENCYPART_SIBL
(5,12),(5,13),-0.272937 # DEPENDENCYPART_SIBL
(5,12),(5,15),-0.0186987 # DEPENDENCYPART_SIBL
(5,12),(5,19),0.045221 # DEPENDENCYPART_SIBL
(5,13),(5,15),-0.0169287 # DEPENDENCYPART_SIBL
(5,13),(5,19),0.0300399 # DEPENDENCYPART_SIBL
(5,15),(5,19),0.0290823 # DEPENDENCYPART_SIBL
(6,2),(6,3),0.0403108 # DEPENDENCYPART_SIBL
(6,2),(6,5),0.0811397 # DEPENDENCYPART_SIBL
(6,2),(6,7),-0.0600068 # DEPENDENCYPART_SIBL
(6,2),(6,8),0.0135758 # DEPENDENCYPART_SIBL
(6,2),(6,9),-0.0600068 # DEPENDENCYPART_SIBL
(6,2),(6,11),-0.049029 # DEPENDENCYPART_SIBL
(6,2),(6,12),-0.10979 # DEPENDENCYPART_SIBL
(6,2),(6,13),-0.0691265 # DEPENDENCYPART_SIBL
(6,3),(6,5),0.215495 # DEPENDENCYPART_SIBL
(6,3),(6,7),-0.0271948 # DEPENDENCYPART_SIBL
(6,3),(6,8),0.048232 # DEPENDENCYPART_SIBL
(6,3),(6,9),-0.0271948 # DEPENDENCYPART_SIBL
(6,3),(6,11),-0.018419 # DEPENDENCYPART_SIBL
(6,3),(6,12),-0.144765 # DEPENDENCYPART_SIBL
(6,3),(6,13),-0.11403 # DEPENDENCYPART_SIBL
(6,5),(6,7),-0.0452653 # DEPENDENCYPART_SIBL
(6,5),(6,8),0.0820994 # DEPENDENCYPART_SIBL
(6,5),(6,9),-0.0452653 # DEPENDENCYPART_SIBL
(6,5),(6,11),-0.000379361 # DEPENDENCYPART_SIBL
(6,5),(6,12),-0.0521481 # DEPENDENCYPART_SIBL
(6,5),(6,13),-0.0139619 # DEPENDENCYPART_SIBL
(6,7),(6,8),0.131546 # DEPENDENCYPART_SIBL
(6,7),(6,9),0.0373282 # DEPENDENCYPART_SIBL
(6,7),(6,11),0.381123 # DEPENDENCYPART_SIBL
(6,7),(6,12),-0.0863168 # DEPENDENCYPART_SIBL
(6,7),(6,13),-0.0527325 # DEPENDENCYPART_SIBL
(6,8),(6,9),0.0337464 # DEPENDENCYPART_SIBL
(6,8),(6,11),0.066885 # DEPENDENCYPART_SIBL
(6,8),(6,12),0.209519 # DEPENDENCYPART_SIBL
(6,8),(6,13),0.179493 # DEPENDENCYPART_SIBL
(6,9),(6,11),0.381123 # DEPENDENCYPART_SIBL
(6,9),(6,12),-0.0863168 # DEPENDENCYPART_SIBL
(6,9),(6,13),-0.0527325 # DEPENDENCYPART_SIBL
