# _root_ Una altra de les marques de tabac negre , Gitanes , fixarà el_seu preu en 310 pessetes tant en la varietat amb filtre com sense filtre .
#goldHeads=2,12,2,5,3,5,6,7,10,2,10,0,14,12,12,17,15,19,12,21,19,21,22,19,19,25,12,
#predictedHeads=2,12,2,5,3,5,6,7,10,12,10,0,14,12,14,17,15,19,12,21,19,21,22,19,19,25,12,
(6,12),-3.21153 # DEPENDENCYPART_ARC
(6,17),-2.724 # DEPENDENCYPART_ARC
(7,1),-3.03094 # DEPENDENCYPART_ARC
(7,4),-2.50716 # DEPENDENCYPART_ARC
(7,6),-0.176278 # DEPENDENCYPART_ARC
(7,8),1.08305 # DEPENDENCYPART_ARC
(7,9),-0.777648 # DEPENDENCYPART_ARC
(7,10),-0.612677 # DEPENDENCYPART_ARC
(7,11),-1.37396 # DEPENDENCYPART_ARC
(7,12),-1.77159 # DEPENDENCYPART_ARC
(7,14),-1.82384 # DEPENDENCYPART_ARC
(7,16),-2.22719 # DEPENDENCYPART_ARC
(7,17),-2.03745 # DEPENDENCYPART_ARC
(8,4),-3.23194 # DEPENDENCYPART_ARC
(8,6),-1.28622 # DEPENDENCYPART_ARC
(8,9),-1.09924 # DEPENDENCYPART_ARC
(8,10),-1.41586 # DEPENDENCYPART_ARC
(8,11),-1.76426 # DEPENDENCYPART_ARC
(8,12),-1.6286 # DEPENDENCYPART_ARC
(8,14),-2.52531 # DEPENDENCYPART_ARC
(8,19),-2.94823 # DEPENDENCYPART_ARC
(9,8),-1.33714 # DEPENDENCYPART_ARC
(10,3),-1.60204 # DEPENDENCYPART_ARC
(10,6),-1.7545 # DEPENDENCYPART_ARC
(10,8),-1.3392 # DEPENDENCYPART_ARC
(10,9),0.877994 # DEPENDENCYPART_ARC
(10,11),0.592371 # DEPENDENCYPART_ARC
(10,12),-1.71876 # DEPENDENCYPART_ARC
(10,14),-2.09021 # DEPENDENCYPART_ARC
(10,15),-2.20771 # DEPENDENCYPART_ARC
(10,16),-2.02324 # DEPENDENCYPART_ARC
(10,17),-1.91683 # DEPENDENCYPART_ARC
(10,24),-2.16079 # DEPENDENCYPART_ARC
(10,27),-2.06134 # DEPENDENCYPART_ARC
(11,9),-2.04621 # DEPENDENCYPART_ARC
(12,2),-1.6401 # DEPENDENCYPART_ARC
(12,3),-1.92071 # DEPENDENCYPART_ARC
(12,5),-1.50362 # DEPENDENCYPART_ARC
(12,6),-2.2049 # DEPENDENCYPART_ARC
(12,7),-1.33603 # DEPENDENCYPART_ARC
(12,8),-2.12251 # DEPENDENCYPART_ARC
(12,9),-1.13071 # DEPENDENCYPART_ARC
(12,10),-0.504849 # DEPENDENCYPART_ARC
(12,11),-0.11078 # DEPENDENCYPART_ARC
(12,14),0.981922 # DEPENDENCYPART_ARC
(12,15),0.564432 # DEPENDENCYPART_ARC
(12,16),-1.23952 # DEPENDENCYPART_ARC
(12,17),-1.23108 # DEPENDENCYPART_ARC
(12,18),-1.10409 # DEPENDENCYPART_ARC
(12,19),-0.55555 # DEPENDENCYPART_ARC
(12,21),-0.675533 # DEPENDENCYPART_ARC
(12,22),-0.021721 # DEPENDENCYPART_ARC
(12,23),-1.41955 # DEPENDENCYPART_ARC
(12,24),-1.58694 # DEPENDENCYPART_ARC
(12,25),-1.08585 # DEPENDENCYPART_ARC
(12,27),0.503519 # DEPENDENCYPART_ARC
(14,3),-1.64163 # DEPENDENCYPART_ARC
(14,8),-1.87511 # DEPENDENCYPART_ARC
(14,9),-2.6478 # DEPENDENCYPART_ARC
(14,11),-1.82234 # DEPENDENCYPART_ARC
(14,12),-1.36023 # DEPENDENCYPART_ARC
(14,13),1.338 # DEPENDENCYPART_ARC
(14,15),0.296311 # DEPENDENCYPART_ARC
(14,16),-1.2042 # DEPENDENCYPART_ARC
(14,17),-1.27689 # DEPENDENCYPART_ARC
(14,18),-1.43427 # DEPENDENCYPART_ARC
(14,19),-1.47922 # DEPENDENCYPART_ARC
(14,21),-1.06317 # DEPENDENCYPART_ARC
(14,22),-0.843664 # DEPENDENCYPART_ARC
(14,24),-1.91862 # DEPENDENCYPART_ARC
(14,25),-2.12901 # DEPENDENCYPART_ARC
(14,27),-0.900151 # DEPENDENCYPART_ARC
(15,14),-1.34009 # DEPENDENCYPART_ARC
(15,16),0.139886 # DEPENDENCYPART_ARC
(15,17),-0.018386 # DEPENDENCYPART_ARC
(15,18),-1.49816 # DEPENDENCYPART_ARC
(15,19),-1.34289 # DEPENDENCYPART_ARC
(15,21),-0.84631 # DEPENDENCYPART_ARC
(15,24),-0.909613 # DEPENDENCYPART_ARC
(15,25),-1.456 # DEPENDENCYPART_ARC
(16,3),-2.83067 # DEPENDENCYPART_ARC
(16,14),-2.45274 # DEPENDENCYPART_ARC
(16,15),-1.57773 # DEPENDENCYPART_ARC
(16,17),-0.91467 # DEPENDENCYPART_ARC
(16,18),-1.52095 # DEPENDENCYPART_ARC
(16,19),-1.51535 # DEPENDENCYPART_ARC
(16,21),-2.1776 # DEPENDENCYPART_ARC
(16,22),-1.95861 # DEPENDENCYPART_ARC
(16,25),-2.2355 # DEPENDENCYPART_ARC
(17,3),-1.32726 # DEPENDENCYPART_ARC
(17,6),-1.24486 # DEPENDENCYPART_ARC
(17,15),-0.724823 # DEPENDENCYPART_ARC
(17,16),1.09911 # DEPENDENCYPART_ARC
(17,18),-0.121884 # DEPENDENCYPART_ARC
(17,19),-0.888725 # DEPENDENCYPART_ARC
(17,21),-1.38224 # DEPENDENCYPART_ARC
(17,22),-1.35396 # DEPENDENCYPART_ARC
(17,23),-1.65584 # DEPENDENCYPART_ARC
(18,3),-1.98568 # DEPENDENCYPART_ARC
(18,11),-2.29168 # DEPENDENCYPART_ARC
(18,15),-1.62399 # DEPENDENCYPART_ARC
(18,19),-0.46856 # DEPENDENCYPART_ARC
(18,21),-1.88407 # DEPENDENCYPART_ARC
(18,22),-2.03982 # DEPENDENCYPART_ARC
(18,25),-2.12961 # DEPENDENCYPART_ARC
(18,27),-1.93845 # DEPENDENCYPART_ARC
(19,15),-1.6711 # DEPENDENCYPART_ARC
(19,18),-0.356109 # DEPENDENCYPART_ARC
(19,20),-0.728541 # DEPENDENCYPART_ARC
(19,21),1.98172 # DEPENDENCYPART_ARC
(19,22),-0.929381 # DEPENDENCYPART_ARC
(19,23),-0.493178 # DEPENDENCYPART_ARC
(19,24),-0.00987646 # DEPENDENCYPART_ARC
(19,25),-0.338187 # DEPENDENCYPART_ARC
(19,27),-1.05942 # DEPENDENCYPART_ARC
(20,18),-1.97069 # DEPENDENCYPART_ARC
(20,19),-1.54705 # DEPENDENCYPART_ARC
(20,21),-0.0300736 # DEPENDENCYPART_ARC
(20,22),-0.840315 # DEPENDENCYPART_ARC
(21,15),-2.25562 # DEPENDENCYPART_ARC
(21,16),-1.56433 # DEPENDENCYPART_ARC
(21,18),-1.10312 # DEPENDENCYPART_ARC
(21,19),-1.44626 # DEPENDENCYPART_ARC
(21,20),1.23931 # DEPENDENCYPART_ARC
(21,22),0.81027 # DEPENDENCYPART_ARC
(21,23),-0.541368 # DEPENDENCYPART_ARC
(21,24),-1.24016 # DEPENDENCYPART_ARC
(21,25),-1.4129 # DEPENDENCYPART_ARC
(21,27),-1.11028 # DEPENDENCYPART_ARC
(22,18),-1.86351 # DEPENDENCYPART_ARC
(22,20),-1.61606 # DEPENDENCYPART_ARC
(22,23),2.35134 # DEPENDENCYPART_ARC
(22,24),-0.394343 # DEPENDENCYPART_ARC
(22,25),-0.25089 # DEPENDENCYPART_ARC
(22,26),-0.706356 # DEPENDENCYPART_ARC
(23,19),-1.71883 # DEPENDENCYPART_ARC
(23,20),-2.1093 # DEPENDENCYPART_ARC
(23,24),-1.26213 # DEPENDENCYPART_ARC
(23,25),-1.57642 # DEPENDENCYPART_ARC
(24,25),-0.630252 # DEPENDENCYPART_ARC
(24,26),-0.58379 # DEPENDENCYPART_ARC
(24,27),-0.821751 # DEPENDENCYPART_ARC
(25,20),-2.49619 # DEPENDENCYPART_ARC
(25,22),-0.986614 # DEPENDENCYPART_ARC
(25,24),-0.102671 # DEPENDENCYPART_ARC
(25,26),2.85495 # DEPENDENCYPART_ARC
(25,27),-0.418221 # DEPENDENCYPART_ARC
(26,20),-3.81987 # DEPENDENCYPART_ARC
(26,24),-2.00139 # DEPENDENCYPART_ARC
(0,2),(0,10),-0.0745952 # DEPENDENCYPART_SIBL
(0,2),(0,12),-0.398849 # DEPENDENCYPART_SIBL
(0,10),(0,12),-0.42545 # DEPENDENCYPART_SIBL
(1,2),(1,3),0.141283 # DEPENDENCYPART_SIBL
(1,2),(1,6),0.141283 # DEPENDENCYPART_SIBL
(1,3),(1,6),0.0743466 # DEPENDENCYPART_SIBL
(2,1),(2,3),0.144508 # DEPENDENCYPART_SIBL
(2,1),(2,5),-0.0334846 # DEPENDENCYPART_SIBL
(2,1),(2,6),0.144508 # DEPENDENCYPART_SIBL
(2,1),(2,7),-0.0329533 # DEPENDENCYPART_SIBL
(2,1),(2,8),0.0528387 # DEPENDENCYPART_SIBL
(2,1),(2,9),-0.000600055 # DEPENDENCYPART_SIBL
(2,1),(2,10),-0.0334516 # DEPENDENCYPART_SIBL
(2,1),(2,11),-0.000600055 # DEPENDENCYPART_SIBL
(2,1),(2,12),0.0506942 # DEPENDENCYPART_SIBL
(2,1),(2,14),-0.0350593 # DEPENDENCYPART_SIBL
(2,1),(2,15),0.028902 # DEPENDENCYPART_SIBL
(2,1),(2,21),-0.0312345 # DEPENDENCYPART_SIBL
(2,1),(2,23),-0.0334516 # DEPENDENCYPART_SIBL
(2,1),(2,27),0.0551549 # DEPENDENCYPART_SIBL
(2,3),(2,5),0.115578 # DEPENDENCYPART_SIBL
(2,3),(2,6),0.153681 # DEPENDENCYPART_SIBL
(2,3),(2,7),0.114195 # DEPENDENCYPART_SIBL
(2,3),(2,8),0.0560898 # DEPENDENCYPART_SIBL
(2,3),(2,9),0.0523973 # DEPENDENCYPART_SIBL
(2,3),(2,10),0.115682 # DEPENDENCYPART_SIBL
(2,3),(2,11),0.0523973 # DEPENDENCYPART_SIBL
(2,3),(2,12),0.0129422 # DEPENDENCYPART_SIBL
(2,3),(2,14),0.116426 # DEPENDENCYPART_SIBL
(2,3),(2,15),-0.0413037 # DEPENDENCYPART_SIBL
(2,3),(2,21),0.115135 # DEPENDENCYPART_SIBL
(2,3),(2,23),0.115682 # DEPENDENCYPART_SIBL
(2,3),(2,27),0.0913723 # DEPENDENCYPART_SIBL
(2,5),(2,6),0.0371979 # DEPENDENCYPART_SIBL
(2,5),(2,7),-0.122525 # DEPENDENCYPART_SIBL
(2,5),(2,8),-0.004029 # DEPENDENCYPART_SIBL
(2,5),(2,9),0.0595171 # DEPENDENCYPART_SIBL
(2,5),(2,10),-0.12652 # DEPENDENCYPART_SIBL
(2,5),(2,11),0.0595171 # DEPENDENCYPART_SIBL
(2,5),(2,12),-0.0511495 # DEPENDENCYPART_SIBL
(2,5),(2,14),-0.128368 # DEPENDENCYPART_SIBL
(2,5),(2,15),-0.0282692 # DEPENDENCYPART_SIBL
(2,5),(2,21),-0.129331 # DEPENDENCYPART_SIBL
(2,5),(2,23),-0.12652 # DEPENDENCYPART_SIBL
(2,5),(2,27),0.0555504 # DEPENDENCYPART_SIBL
(2,6),(2,7),0.114195 # DEPENDENCYPART_SIBL
(2,6),(2,8),0.0560898 # DEPENDENCYPART_SIBL
(2,6),(2,9),0.0523973 # DEPENDENCYPART_SIBL
(2,6),(2,10),0.115682 # DEPENDENCYPART_SIBL
(2,6),(2,11),0.0523973 # DEPENDENCYPART_SIBL
(2,6),(2,12),0.0129422 # DEPENDENCYPART_SIBL
(2,6),(2,14),0.116426 # DEPENDENCYPART_SIBL
(2,6),(2,15),-0.0413037 # DEPENDENCYPART_SIBL
(2,6),(2,21),0.115135 # DEPENDENCYPART_SIBL
(2,6),(2,23),0.115682 # DEPENDENCYPART_SIBL
(2,6),(2,27),0.0913723 # DEPENDENCYPART_SIBL
(2,7),(2,8),-0.00409601 # DEPENDENCYPART_SIBL
(2,7),(2,9),0.0566434 # DEPENDENCYPART_SIBL
(2,7),(2,10),-0.127044 # DEPENDENCYPART_SIBL
(2,7),(2,11),0.0566434 # DEPENDENCYPART_SIBL
(2,7),(2,12),-0.051142 # DEPENDENCYPART_SIBL
(2,7),(2,14),-0.128891 # DEPENDENCYPART_SIBL
(2,7),(2,15),-0.0331356 # DEPENDENCYPART_SIBL
(2,7),(2,21),-0.129855 # DEPENDENCYPART_SIBL
(2,7),(2,23),-0.127044 # DEPENDENCYPART_SIBL
(2,7),(2,27),0.0535705 # DEPENDENCYPART_SIBL
(2,8),(2,9),-0.00862102 # DEPENDENCYPART_SIBL
(2,8),(2,10),-0.0050324 # DEPENDENCYPART_SIBL
(2,8),(2,11),-0.00862102 # DEPENDENCYPART_SIBL
(2,8),(2,12),0.0108911 # DEPENDENCYPART_SIBL
(2,8),(2,14),-0.0065361 # DEPENDENCYPART_SIBL
(2,8),(2,15),-0.0445728 # DEPENDENCYPART_SIBL
(2,8),(2,21),-0.00503266 # DEPENDENCYPART_SIBL
(2,8),(2,23),-0.0050324 # DEPENDENCYPART_SIBL
(2,8),(2,27),0.045321 # DEPENDENCYPART_SIBL
(2,9),(2,10),-0.0029017 # DEPENDENCYPART_SIBL
(2,9),(2,11),-0.148913 # DEPENDENCYPART_SIBL
(2,9),(2,12),-0.0715991 # DEPENDENCYPART_SIBL
(2,9),(2,14),-0.00081726 # DEPENDENCYPART_SIBL
(2,9),(2,15),-0.137225 # DEPENDENCYPART_SIBL
(2,9),(2,21),-0.0049326 # DEPENDENCYPART_SIBL
(2,9),(2,23),-0.0029017 # DEPENDENCYPART_SIBL
(2,9),(2,27),-0.0153103 # DEPENDENCYPART_SIBL
(2,10),(2,11),0.0598129 # DEPENDENCYPART_SIBL
(2,10),(2,12),-0.0511279 # DEPENDENCYPART_SIBL
(2,10),(2,14),-0.128295 # DEPENDENCYPART_SIBL
(2,10),(2,15),-0.0282509 # DEPENDENCYPART_SIBL
(2,10),(2,21),-0.129258 # DEPENDENCYPART_SIBL
(2,10),(2,23),-0.126447 # DEPENDENCYPART_SIBL
(2,10),(2,27),0.0557225 # DEPENDENCYPART_SIBL
(2,11),(2,12),-0.0715991 # DEPENDENCYPART_SIBL
(2,11),(2,14),-0.00081726 # DEPENDENCYPART_SIBL
(2,11),(2,15),-0.137225 # DEPENDENCYPART_SIBL
(2,11),(2,21),-0.0049326 # DEPENDENCYPART_SIBL
(2,11),(2,23),-0.0029017 # DEPENDENCYPART_SIBL
(2,11),(2,27),-0.0153103 # DEPENDENCYPART_SIBL
(2,12),(2,14),0.000427615 # DEPENDENCYPART_SIBL
(2,12),(2,15),-0.063812 # DEPENDENCYPART_SIBL
(2,12),(2,21),0.000904116 # DEPENDENCYPART_SIBL
(2,12),(2,23),0.00101658 # DEPENDENCYPART_SIBL
(2,12),(2,27),0.0520788 # DEPENDENCYPART_SIBL
(2,14),(2,15),-0.0247021 # DEPENDENCYPART_SIBL
(2,14),(2,21),-0.127227 # DEPENDENCYPART_SIBL
(2,14),(2,23),-0.124415 # DEPENDENCYPART_SIBL
(2,14),(2,27),0.0607109 # DEPENDENCYPART_SIBL
(2,15),(2,21),0.0610201 # DEPENDENCYPART_SIBL
(2,15),(2,23),0.0609645 # DEPENDENCYPART_SIBL
(2,15),(2,27),0.0993576 # DEPENDENCYPART_SIBL
(2,21),(2,23),-0.126463 # DEPENDENCYPART_SIBL
(2,21),(2,27),0.0642177 # DEPENDENCYPART_SIBL
(2,23),(2,27),0.0553688 # DEPENDENCYPART_SIBL
(3,1),(3,2),0.132194 # DEPENDENCYPART_SIBL
(3,1),(3,4),0.0626411 # DEPENDENCYPART_SIBL
(3,1),(3,5),-0.00405915 # DEPENDENCYPART_SIBL
(3,1),(3,6),0.0352366 # DEPENDENCYPART_SIBL
(3,1),(3,7),-0.00362127 # DEPENDENCYPART_SIBL
(3,1),(3,8),0.0329688 # DEPENDENCYPART_SIBL
(3,1),(3,9),-0.132931 # DEPENDENCYPART_SIBL
(3,1),(3,10),-0.00402195 # DEPENDENCYPART_SIBL
(3,1),(3,11),-0.132931 # DEPENDENCYPART_SIBL
(3,1),(3,12),0.0666984 # DEPENDENCYPART_SIBL
(3,1),(3,17),0.168707 # DEPENDENCYPART_SIBL
(3,2),(3,4),0.031649 # DEPENDENCYPART_SIBL
(3,2),(3,5),-0.12977 # DEPENDENCYPART_SIBL
(3,2),(3,6),-0.117027 # DEPENDENCYPART_SIBL
(3,2),(3,7),-0.130669 # DEPENDENCYPART_SIBL
(3,2),(3,8),-0.0910653 # DEPENDENCYPART_SIBL
(3,2),(3,9),-0.0710261 # DEPENDENCYPART_SIBL
(3,2),(3,10),-0.129765 # DEPENDENCYPART_SIBL
(3,2),(3,11),-0.0710261 # DEPENDENCYPART_SIBL
(3,2),(3,12),-0.0488379 # DEPENDENCYPART_SIBL
(3,2),(3,17),0.0938609 # DEPENDENCYPART_SIBL
(3,4),(3,5),-0.128588 # DEPENDENCYPART_SIBL
(3,4),(3,6),0.0865728 # DEPENDENCYPART_SIBL
(3,4),(3,7),-0.129215 # DEPENDENCYPART_SIBL
(3,4),(3,8),-0.087083 # DEPENDENCYPART_SIBL
(3,4),(3,9),-0.00508228 # DEPENDENCYPART_SIBL
(3,4),(3,10),-0.128582 # DEPENDENCYPART_SIBL
(3,4),(3,11),-0.00508228 # DEPENDENCYPART_SIBL
(3,4),(3,12),-0.0845677 # DEPENDENCYPART_SIBL
(3,4),(3,17),-0.152045 # DEPENDENCYPART_SIBL
(3,5),(3,6),0.0414126 # DEPENDENCYPART_SIBL
(3,5),(3,7),-0.932638 # DEPENDENCYPART_SIBL
(3,5),(3,8),-0.43984 # DEPENDENCYPART_SIBL
(3,5),(3,9),0.0338944 # DEPENDENCYPART_SIBL
(3,5),(3,10),-0.935367 # DEPENDENCYPART_SIBL
(3,5),(3,11),0.0338944 # DEPENDENCYPART_SIBL
(3,5),(3,12),-0.449066 # DEPENDENCYPART_SIBL
(3,5),(3,17),-0.507683 # DEPENDENCYPART_SIBL
(3,6),(3,7),-0.0405724 # DEPENDENCYPART_SIBL
(3,6),(3,8),0.00839578 # DEPENDENCYPART_SIBL
(3,6),(3,9),0.192255 # DEPENDENCYPART_SIBL
(3,6),(3,10),-0.0384527 # DEPENDENCYPART_SIBL
(3,6),(3,11),0.192255 # DEPENDENCYPART_SIBL
(3,6),(3,12),0.0358561 # DEPENDENCYPART_SIBL
(3,6),(3,17),-0.102608 # DEPENDENCYPART_SIBL
(3,7),(3,8),-0.439756 # DEPENDENCYPART_SIBL
(3,7),(3,9),0.0313908 # DEPENDENCYPART_SIBL
(3,7),(3,10),-0.93574 # DEPENDENCYPART_SIBL
(3,7),(3,11),0.0313908 # DEPENDENCYPART_SIBL
(3,7),(3,12),-0.448907 # DEPENDENCYPART_SIBL
(3,7),(3,17),-0.507542 # DEPENDENCYPART_SIBL
(3,8),(3,9),-0.0928791 # DEPENDENCYPART_SIBL
(3,8),(3,10),-0.448519 # DEPENDENCYPART_SIBL
(3,8),(3,11),-0.0928791 # DEPENDENCYPART_SIBL
(3,8),(3,12),-0.189302 # DEPENDENCYPART_SIBL
(3,8),(3,17),-0.269753 # DEPENDENCYPART_SIBL
(3,9),(3,10),0.00302999 # DEPENDENCYPART_SIBL
(3,9),(3,11),-0.0352419 # DEPENDENCYPART_SIBL
(3,9),(3,12),0.024928 # DEPENDENCYPART_SIBL
(3,9),(3,17),0.107936 # DEPENDENCYPART_SIBL
(3,10),(3,11),0.0345918 # DEPENDENCYPART_SIBL
(3,10),(3,12),-0.448881 # DEPENDENCYPART_SIBL
(3,10),(3,17),-0.507516 # DEPENDENCYPART_SIBL
(3,11),(3,12),0.024928 # DEPENDENCYPART_SIBL
(3,11),(3,17),0.107936 # DEPENDENCYPART_SIBL
(3,12),(3,17),-0.230308 # DEPENDENCYPART_SIBL
(4,3),(4,5),0.0800652 # DEPENDENCYPART_SIBL
(4,3),(4,6),0.139393 # DEPENDENCYPART_SIBL
(4,5),(4,6),0.481238 # DEPENDENCYPART_SIBL
(5,1),(5,3),-0.157792 # DEPENDENCYPART_SIBL
(5,1),(5,4),-0.803666 # DEPENDENCYPART_SIBL
(5,1),(5,6),0.215677 # DEPENDENCYPART_SIBL
(5,1),(5,7),-0.0870726 # DEPENDENCYPART_SIBL
(5,1),(5,8),0.12862 # DEPENDENCYPART_SIBL
(5,1),(5,9),0.0210423 # DEPENDENCYPART_SIBL
(5,1),(5,10),-0.0850675 # DEPENDENCYPART_SIBL
(5,1),(5,11),0.0210423 # DEPENDENCYPART_SIBL
(5,1),(5,12),0.16432 # DEPENDENCYPART_SIBL
(5,1),(5,14),-0.0872714 # DEPENDENCYPART_SIBL
(5,1),(5,15),0.057597 # DEPENDENCYPART_SIBL
(5,1),(5,16),0.0655099 # DEPENDENCYPART_SIBL
(5,1),(5,17),0.0686428 # DEPENDENCYPART_SIBL
(5,1),(5,18),0.0059281 # DEPENDENCYPART_SIBL
(5,1),(5,22),0.193559 # DEPENDENCYPART_SIBL
(5,1),(5,27),0.135466 # DEPENDENCYPART_SIBL
(5,3),(5,4),-0.0840898 # DEPENDENCYPART_SIBL
(5,3),(5,6),-0.00517272 # DEPENDENCYPART_SIBL
(5,3),(5,7),-0.00432521 # DEPENDENCYPART_SIBL
(5,3),(5,8),-0.11063 # DEPENDENCYPART_SIBL
(5,3),(5,9),-0.0504726 # DEPENDENCYPART_SIBL
(5,3),(5,10),-0.00293132 # DEPENDENCYPART_SIBL
(5,3),(5,11),-0.0504726 # DEPENDENCYPART_SIBL
(5,3),(5,12),-0.0136443 # DEPENDENCYPART_SIBL
(5,3),(5,14),-0.00354756 # DEPENDENCYPART_SIBL
(5,3),(5,15),0.00808648 # DEPENDENCYPART_SIBL
(5,3),(5,16),-0.0220316 # DEPENDENCYPART_SIBL
(5,3),(5,17),-0.0467463 # DEPENDENCYPART_SIBL
(5,3),(5,18),-0.00674716 # DEPENDENCYPART_SIBL
(5,3),(5,22),0.0189921 # DEPENDENCYPART_SIBL
(5,3),(5,27),-0.0174123 # DEPENDENCYPART_SIBL
(5,4),(5,6),0.216224 # DEPENDENCYPART_SIBL
(5,4),(5,7),-0.064067 # DEPENDENCYPART_SIBL
(5,4),(5,8),-0.00666968 # DEPENDENCYPART_SIBL
(5,4),(5,9),0.0201141 # DEPENDENCYPART_SIBL
(5,4),(5,10),-0.0611557 # DEPENDENCYPART_SIBL
(5,4),(5,11),0.0201141 # DEPENDENCYPART_SIBL
(5,4),(5,12),0.0213339 # DEPENDENCYPART_SIBL
(5,4),(5,14),-0.0633594 # DEPENDENCYPART_SIBL
(5,4),(5,15),0.00511384 # DEPENDENCYPART_SIBL
(5,4),(5,16),0.00905475 # DEPENDENCYPART_SIBL
(5,4),(5,17),0.00853895 # DEPENDENCYPART_SIBL
(5,4),(5,18),-0.0841314 # DEPENDENCYPART_SIBL
(5,4),(5,22),0.0959731 # DEPENDENCYPART_SIBL
(5,4),(5,27),-0.00946098 # DEPENDENCYPART_SIBL
(5,6),(5,7),0.0310527 # DEPENDENCYPART_SIBL
(5,6),(5,8),0.0350024 # DEPENDENCYPART_SIBL
(5,6),(5,9),-0.0188871 # DEPENDENCYPART_SIBL
(5,6),(5,10),0.0228312 # DEPENDENCYPART_SIBL
(5,6),(5,11),-0.0188871 # DEPENDENCYPART_SIBL
(5,6),(5,12),0.00827806 # DEPENDENCYPART_SIBL
(5,6),(5,14),0.0220248 # DEPENDENCYPART_SIBL
(5,6),(5,15),0.0440595 # DEPENDENCYPART_SIBL
(5,6),(5,16),0.042664 # DEPENDENCYPART_SIBL
(5,6),(5,17),0.0511669 # DEPENDENCYPART_SIBL
(5,6),(5,18),-0.0590735 # DEPENDENCYPART_SIBL
(5,6),(5,22),0.081756 # DEPENDENCYPART_SIBL
(5,6),(5,27),0.0095501 # DEPENDENCYPART_SIBL
(5,7),(5,8),0.00644877 # DEPENDENCYPART_SIBL
(5,7),(5,9),0.0131376 # DEPENDENCYPART_SIBL
(5,7),(5,10),0.0035367 # DEPENDENCYPART_SIBL
(5,7),(5,11),0.0131376 # DEPENDENCYPART_SIBL
