# _root_ Empúries ha editat en català els tres números anteriors , que portaven per títol ' Harry_Potter_i_la_pedra_filosofal ' , ' Harry_Potter_i_la_cambra_secreta ' i ' Harry_Potter_i_el_presoner_d'_Azkaban ' .
#goldHeads=3,3,0,3,4,8,6,3,8,12,12,8,12,13,16,12,16,16,20,16,20,16,24,16,24,3,
#predictedHeads=3,3,0,3,4,8,6,3,8,12,12,8,12,13,16,12,16,16,20,16,20,20,24,20,24,3,
(5,16),-2.36016 # DEPENDENCYPART_ARC
(5,17),-2.4115 # DEPENDENCYPART_ARC
(5,18),-1.9323 # DEPENDENCYPART_ARC
(5,19),-2.534 # DEPENDENCYPART_ARC
(5,20),-2.67175 # DEPENDENCYPART_ARC
(5,22),-1.22408 # DEPENDENCYPART_ARC
(5,24),-3.04924 # DEPENDENCYPART_ARC
(5,26),-3.69132 # DEPENDENCYPART_ARC
(6,4),-1.80108 # DEPENDENCYPART_ARC
(6,7),2.5526 # DEPENDENCYPART_ARC
(7,4),-0.819688 # DEPENDENCYPART_ARC
(7,8),-1.10763 # DEPENDENCYPART_ARC
(8,3),-2.58806 # DEPENDENCYPART_ARC
(8,4),-1.56264 # DEPENDENCYPART_ARC
(8,6),0.705838 # DEPENDENCYPART_ARC
(8,7),0.825918 # DEPENDENCYPART_ARC
(8,9),1.77173 # DEPENDENCYPART_ARC
(8,10),-0.850936 # DEPENDENCYPART_ARC
(8,12),-0.00627617 # DEPENDENCYPART_ARC
(8,13),-1.41863 # DEPENDENCYPART_ARC
(8,15),-1.51815 # DEPENDENCYPART_ARC
(8,16),-1.40487 # DEPENDENCYPART_ARC
(8,17),-1.83042 # DEPENDENCYPART_ARC
(8,18),-1.68168 # DEPENDENCYPART_ARC
(8,19),-2.49762 # DEPENDENCYPART_ARC
(8,20),-1.80056 # DEPENDENCYPART_ARC
(8,21),-2.42077 # DEPENDENCYPART_ARC
(8,22),-1.05668 # DEPENDENCYPART_ARC
(8,23),-3.14332 # DEPENDENCYPART_ARC
(8,24),-2.19283 # DEPENDENCYPART_ARC
(8,26),-3.07637 # DEPENDENCYPART_ARC
(9,4),-1.30197 # DEPENDENCYPART_ARC
(9,6),-2.07541 # DEPENDENCYPART_ARC
(9,7),-1.7382 # DEPENDENCYPART_ARC
(9,8),-1.3369 # DEPENDENCYPART_ARC
(9,10),-1.24646 # DEPENDENCYPART_ARC
(9,12),-1.88409 # DEPENDENCYPART_ARC
(9,13),-1.86378 # DEPENDENCYPART_ARC
(9,16),-2.48133 # DEPENDENCYPART_ARC
(9,17),-2.4988 # DEPENDENCYPART_ARC
(9,19),-2.69376 # DEPENDENCYPART_ARC
(10,8),-1.96513 # DEPENDENCYPART_ARC
(10,9),-1.05408 # DEPENDENCYPART_ARC
(11,13),-1.60006 # DEPENDENCYPART_ARC
(12,1),-2.17355 # DEPENDENCYPART_ARC
(12,2),-3.02262 # DEPENDENCYPART_ARC
(12,3),-1.86277 # DEPENDENCYPART_ARC
(12,4),-0.988013 # DEPENDENCYPART_ARC
(12,5),-2.49929 # DEPENDENCYPART_ARC
(12,6),-2.82327 # DEPENDENCYPART_ARC
(12,8),-0.889896 # DEPENDENCYPART_ARC
(12,9),-1.14645 # DEPENDENCYPART_ARC
(12,10),0.151634 # DEPENDENCYPART_ARC
(12,11),3.08335 # DEPENDENCYPART_ARC
(12,13),1.99652 # DEPENDENCYPART_ARC
(12,14),0.146545 # DEPENDENCYPART_ARC
(12,15),-0.663085 # DEPENDENCYPART_ARC
(12,16),-0.857929 # DEPENDENCYPART_ARC
(12,17),-0.900396 # DEPENDENCYPART_ARC
(12,18),-0.463446 # DEPENDENCYPART_ARC
(12,19),-1.79918 # DEPENDENCYPART_ARC
(12,20),-1.98867 # DEPENDENCYPART_ARC
(12,21),-2.00586 # DEPENDENCYPART_ARC
(12,22),-0.763515 # DEPENDENCYPART_ARC
(12,24),-2.65642 # DEPENDENCYPART_ARC
(12,25),-2.83421 # DEPENDENCYPART_ARC
(12,26),-2.11302 # DEPENDENCYPART_ARC
(13,3),-2.63504 # DEPENDENCYPART_ARC
(13,6),-3.67462 # DEPENDENCYPART_ARC
(13,10),-2.27592 # DEPENDENCYPART_ARC
(13,12),-0.689376 # DEPENDENCYPART_ARC
(13,14),2.60733 # DEPENDENCYPART_ARC
(13,15),-1.01167 # DEPENDENCYPART_ARC
(13,16),-1.67375 # DEPENDENCYPART_ARC
(13,17),-1.69665 # DEPENDENCYPART_ARC
(13,18),-1.80273 # DEPENDENCYPART_ARC
(13,19),-2.61708 # DEPENDENCYPART_ARC
(13,22),-1.52243 # DEPENDENCYPART_ARC
(14,10),-3.57014 # DEPENDENCYPART_ARC
(14,15),-0.257699 # DEPENDENCYPART_ARC
(14,16),-0.0413731 # DEPENDENCYPART_ARC
(14,17),-1.13921 # DEPENDENCYPART_ARC
(14,18),-1.0301 # DEPENDENCYPART_ARC
(14,19),-1.20365 # DEPENDENCYPART_ARC
(14,20),-0.920301 # DEPENDENCYPART_ARC
(14,21),-2.11028 # DEPENDENCYPART_ARC
(14,22),-0.518038 # DEPENDENCYPART_ARC
(14,23),-2.03049 # DEPENDENCYPART_ARC
(14,24),-1.35707 # DEPENDENCYPART_ARC
(14,25),-2.87929 # DEPENDENCYPART_ARC
(14,26),-2.29769 # DEPENDENCYPART_ARC
(16,3),-2.28853 # DEPENDENCYPART_ARC
(16,8),-2.26617 # DEPENDENCYPART_ARC
(16,12),-2.23367 # DEPENDENCYPART_ARC
(16,13),-1.08481 # DEPENDENCYPART_ARC
(16,15),1.55138 # DEPENDENCYPART_ARC
(16,17),0.347925 # DEPENDENCYPART_ARC
(16,18),-1.08335 # DEPENDENCYPART_ARC
(16,19),-1.25182 # DEPENDENCYPART_ARC
(16,20),-1.23922 # DEPENDENCYPART_ARC
(16,22),-0.673022 # DEPENDENCYPART_ARC
(16,24),-1.92961 # DEPENDENCYPART_ARC
(16,26),-2.16016 # DEPENDENCYPART_ARC
(20,3),-2.36992 # DEPENDENCYPART_ARC
(20,18),-1.10037 # DEPENDENCYPART_ARC
(20,19),0.919663 # DEPENDENCYPART_ARC
(20,21),0.847587 # DEPENDENCYPART_ARC
(20,22),-0.597888 # DEPENDENCYPART_ARC
(20,23),-1.1783 # DEPENDENCYPART_ARC
(20,24),-1.2191 # DEPENDENCYPART_ARC
(20,26),-1.4408 # DEPENDENCYPART_ARC
(24,3),-1.9978 # DEPENDENCYPART_ARC
(24,22),-1.21748 # DEPENDENCYPART_ARC
(24,23),1.32615 # DEPENDENCYPART_ARC
(24,25),0.539421 # DEPENDENCYPART_ARC
(24,26),-1.0357 # DEPENDENCYPART_ARC
(0,1),(0,2),-0.419672 # DEPENDENCYPART_SIBL
(0,1),(0,3),-0.415717 # DEPENDENCYPART_SIBL
(0,1),(0,12),-0.419407 # DEPENDENCYPART_SIBL
(0,2),(0,3),-0.951567 # DEPENDENCYPART_SIBL
(0,2),(0,12),-0.951406 # DEPENDENCYPART_SIBL
(0,3),(0,12),-0.937092 # DEPENDENCYPART_SIBL
(1,2),(1,3),-0.0760576 # DEPENDENCYPART_SIBL
(1,2),(1,8),-0.00335549 # DEPENDENCYPART_SIBL
(1,2),(1,10),0.0586024 # DEPENDENCYPART_SIBL
(1,2),(1,12),-0.0766243 # DEPENDENCYPART_SIBL
(1,2),(1,16),-0.00310005 # DEPENDENCYPART_SIBL
(1,2),(1,18),0.0586024 # DEPENDENCYPART_SIBL
(1,2),(1,20),-0.00310005 # DEPENDENCYPART_SIBL
(1,2),(1,24),-0.00310005 # DEPENDENCYPART_SIBL
(1,2),(1,26),0.0155223 # DEPENDENCYPART_SIBL
(1,3),(1,8),0.0285751 # DEPENDENCYPART_SIBL
(1,3),(1,10),0.0590233 # DEPENDENCYPART_SIBL
(1,3),(1,12),-0.0537142 # DEPENDENCYPART_SIBL
(1,3),(1,16),0.0288306 # DEPENDENCYPART_SIBL
(1,3),(1,18),0.0590233 # DEPENDENCYPART_SIBL
(1,3),(1,20),0.0288306 # DEPENDENCYPART_SIBL
(1,3),(1,24),0.0288306 # DEPENDENCYPART_SIBL
(1,3),(1,26),0.0393553 # DEPENDENCYPART_SIBL
(1,8),(1,10),0.0440098 # DEPENDENCYPART_SIBL
(1,8),(1,12),0.0201538 # DEPENDENCYPART_SIBL
(1,8),(1,16),0.01633 # DEPENDENCYPART_SIBL
(1,8),(1,18),0.0440098 # DEPENDENCYPART_SIBL
(1,8),(1,20),0.01633 # DEPENDENCYPART_SIBL
(1,8),(1,24),0.01633 # DEPENDENCYPART_SIBL
(1,8),(1,26),0.00817875 # DEPENDENCYPART_SIBL
(1,10),(1,12),-0.0307047 # DEPENDENCYPART_SIBL
(1,10),(1,16),0.379301 # DEPENDENCYPART_SIBL
(1,10),(1,18),0.042509 # DEPENDENCYPART_SIBL
(1,10),(1,20),0.379301 # DEPENDENCYPART_SIBL
(1,10),(1,24),0.379301 # DEPENDENCYPART_SIBL
(1,10),(1,26),0.0183392 # DEPENDENCYPART_SIBL
(1,12),(1,16),0.0315658 # DEPENDENCYPART_SIBL
(1,12),(1,18),0.06241 # DEPENDENCYPART_SIBL
(1,12),(1,20),0.0315658 # DEPENDENCYPART_SIBL
(1,12),(1,24),0.0315658 # DEPENDENCYPART_SIBL
(1,12),(1,26),0.0408363 # DEPENDENCYPART_SIBL
(1,16),(1,18),0.0324345 # DEPENDENCYPART_SIBL
(1,16),(1,20),0.0178015 # DEPENDENCYPART_SIBL
(1,16),(1,24),0.0178015 # DEPENDENCYPART_SIBL
(1,16),(1,26),0.000451438 # DEPENDENCYPART_SIBL
(1,18),(1,20),0.379301 # DEPENDENCYPART_SIBL
(1,18),(1,24),0.379301 # DEPENDENCYPART_SIBL
(1,18),(1,26),0.0183392 # DEPENDENCYPART_SIBL
(1,20),(1,24),0.0178015 # DEPENDENCYPART_SIBL
(1,20),(1,26),0.000451438 # DEPENDENCYPART_SIBL
(1,24),(1,26),0.000451438 # DEPENDENCYPART_SIBL
(2,1),(2,3),-0.0138816 # DEPENDENCYPART_SIBL
(2,1),(2,4),0.0424795 # DEPENDENCYPART_SIBL
(2,1),(2,8),0.0287735 # DEPENDENCYPART_SIBL
(2,1),(2,10),-0.0703972 # DEPENDENCYPART_SIBL
(2,1),(2,12),-0.0129674 # DEPENDENCYPART_SIBL
(2,1),(2,15),-0.0591646 # DEPENDENCYPART_SIBL
(2,1),(2,17),-0.0591646 # DEPENDENCYPART_SIBL
(2,1),(2,18),-0.0703972 # DEPENDENCYPART_SIBL
(2,1),(2,22),0.0280713 # DEPENDENCYPART_SIBL
(2,1),(2,26),0.00327655 # DEPENDENCYPART_SIBL
(2,3),(2,4),0.0504037 # DEPENDENCYPART_SIBL
(2,3),(2,8),-0.00818366 # DEPENDENCYPART_SIBL
(2,3),(2,10),0.0108648 # DEPENDENCYPART_SIBL
(2,3),(2,12),-0.0378957 # DEPENDENCYPART_SIBL
(2,3),(2,15),0.0223488 # DEPENDENCYPART_SIBL
(2,3),(2,17),0.0223488 # DEPENDENCYPART_SIBL
(2,3),(2,18),0.0108648 # DEPENDENCYPART_SIBL
(2,3),(2,22),-0.0432617 # DEPENDENCYPART_SIBL
(2,3),(2,26),0.0132022 # DEPENDENCYPART_SIBL
(2,4),(2,8),0.0402803 # DEPENDENCYPART_SIBL
(2,4),(2,10),0.0874729 # DEPENDENCYPART_SIBL
(2,4),(2,12),0.0716764 # DEPENDENCYPART_SIBL
(2,4),(2,15),0.0501038 # DEPENDENCYPART_SIBL
(2,4),(2,17),0.0501038 # DEPENDENCYPART_SIBL
(2,4),(2,18),0.0874729 # DEPENDENCYPART_SIBL
(2,4),(2,22),0.0554261 # DEPENDENCYPART_SIBL
(2,4),(2,26),0.0753841 # DEPENDENCYPART_SIBL
(2,8),(2,10),0.123583 # DEPENDENCYPART_SIBL
(2,8),(2,12),0.0351752 # DEPENDENCYPART_SIBL
(2,8),(2,15),0.0789392 # DEPENDENCYPART_SIBL
(2,8),(2,17),0.0789392 # DEPENDENCYPART_SIBL
(2,8),(2,18),0.123583 # DEPENDENCYPART_SIBL
(2,8),(2,22),0.00110678 # DEPENDENCYPART_SIBL
(2,8),(2,26),0.105021 # DEPENDENCYPART_SIBL
(2,10),(2,12),0.0951849 # DEPENDENCYPART_SIBL
(2,10),(2,15),-0.0262293 # DEPENDENCYPART_SIBL
(2,10),(2,17),-0.0262293 # DEPENDENCYPART_SIBL
(2,10),(2,18),-0.0628462 # DEPENDENCYPART_SIBL
(2,10),(2,22),0.18985 # DEPENDENCYPART_SIBL
(2,10),(2,26),-0.0309568 # DEPENDENCYPART_SIBL
(2,12),(2,15),0.0229992 # DEPENDENCYPART_SIBL
(2,12),(2,17),0.0229992 # DEPENDENCYPART_SIBL
(2,12),(2,18),0.0124317 # DEPENDENCYPART_SIBL
(2,12),(2,22),-0.0426968 # DEPENDENCYPART_SIBL
(2,12),(2,26),0.0131755 # DEPENDENCYPART_SIBL
(2,15),(2,17),-0.0506711 # DEPENDENCYPART_SIBL
(2,15),(2,18),0.0219718 # DEPENDENCYPART_SIBL
(2,15),(2,22),-0.0292081 # DEPENDENCYPART_SIBL
(2,15),(2,26),-0.00400364 # DEPENDENCYPART_SIBL
(2,17),(2,18),0.0219718 # DEPENDENCYPART_SIBL
(2,17),(2,22),-0.0292081 # DEPENDENCYPART_SIBL
(2,17),(2,26),-0.00400364 # DEPENDENCYPART_SIBL
(2,18),(2,22),0.18985 # DEPENDENCYPART_SIBL
(2,18),(2,26),-0.0309568 # DEPENDENCYPART_SIBL
(2,22),(2,26),0.057058 # DEPENDENCYPART_SIBL
(3,1),(3,2),0.143836 # DEPENDENCYPART_SIBL
(3,1),(3,4),0.0303267 # DEPENDENCYPART_SIBL
(3,1),(3,5),-0.00603066 # DEPENDENCYPART_SIBL
(3,1),(3,8),-0.00644383 # DEPENDENCYPART_SIBL
(3,1),(3,9),0.00534054 # DEPENDENCYPART_SIBL
(3,1),(3,10),0.026204 # DEPENDENCYPART_SIBL
(3,1),(3,12),0.0145143 # DEPENDENCYPART_SIBL
(3,1),(3,13),0.0412397 # DEPENDENCYPART_SIBL
(3,1),(3,15),0.0208211 # DEPENDENCYPART_SIBL
(3,1),(3,16),0.000592301 # DEPENDENCYPART_SIBL
(3,1),(3,17),0.0208211 # DEPENDENCYPART_SIBL
(3,1),(3,18),0.026204 # DEPENDENCYPART_SIBL
(3,1),(3,19),0.0208211 # DEPENDENCYPART_SIBL
(3,1),(3,20),0.000592301 # DEPENDENCYPART_SIBL
(3,1),(3,21),0.0208211 # DEPENDENCYPART_SIBL
(3,1),(3,22),0.047043 # DEPENDENCYPART_SIBL
(3,1),(3,24),0.000592301 # DEPENDENCYPART_SIBL
(3,1),(3,25),0.0208211 # DEPENDENCYPART_SIBL
(3,1),(3,26),0.0597201 # DEPENDENCYPART_SIBL
(3,2),(3,4),0.0324494 # DEPENDENCYPART_SIBL
(3,2),(3,5),0.096489 # DEPENDENCYPART_SIBL
(3,2),(3,8),0.0626948 # DEPENDENCYPART_SIBL
(3,2),(3,9),-0.038966 # DEPENDENCYPART_SIBL
(3,2),(3,10),0.0801418 # DEPENDENCYPART_SIBL
(3,2),(3,12),0.0260081 # DEPENDENCYPART_SIBL
(3,2),(3,13),-0.00588713 # DEPENDENCYPART_SIBL
(3,2),(3,15),-0.067609 # DEPENDENCYPART_SIBL
(3,2),(3,16),0.0675115 # DEPENDENCYPART_SIBL
(3,2),(3,17),-0.067609 # DEPENDENCYPART_SIBL
(3,2),(3,18),0.0801418 # DEPENDENCYPART_SIBL
(3,2),(3,19),-0.067609 # DEPENDENCYPART_SIBL
(3,2),(3,20),0.0675115 # DEPENDENCYPART_SIBL
(3,2),(3,21),-0.067609 # DEPENDENCYPART_SIBL
(3,2),(3,22),0.0823755 # DEPENDENCYPART_SIBL
(3,2),(3,24),0.0675115 # DEPENDENCYPART_SIBL
(3,2),(3,25),-0.067609 # DEPENDENCYPART_SIBL
(3,2),(3,26),0.279522 # DEPENDENCYPART_SIBL
(3,4),(3,5),0.0238723 # DEPENDENCYPART_SIBL
(3,4),(3,8),0.0269789 # DEPENDENCYPART_SIBL
(3,4),(3,9),-0.028951 # DEPENDENCYPART_SIBL
(3,4),(3,10),0.0271461 # DEPENDENCYPART_SIBL
(3,4),(3,12),0.00314297 # DEPENDENCYPART_SIBL
(3,4),(3,13),-0.101143 # DEPENDENCYPART_SIBL
(3,4),(3,15),-0.00256183 # DEPENDENCYPART_SIBL
(3,4),(3,16),0.0276193 # DEPENDENCYPART_SIBL
(3,4),(3,17),-0.00256183 # DEPENDENCYPART_SIBL
(3,4),(3,18),0.0271461 # DEPENDENCYPART_SIBL
(3,4),(3,19),-0.00256183 # DEPENDENCYPART_SIBL
(3,4),(3,20),0.0276193 # DEPENDENCYPART_SIBL
(3,4),(3,21),-0.00256183 # DEPENDENCYPART_SIBL
(3,4),(3,22),0.0398544 # DEPENDENCYPART_SIBL
(3,4),(3,24),0.0276193 # DEPENDENCYPART_SIBL
(3,4),(3,25),-0.00256183 # DEPENDENCYPART_SIBL
(3,4),(3,26),0.00235826 # DEPENDENCYPART_SIBL
(3,5),(3,8),-0.255729 # DEPENDENCYPART_SIBL
(3,5),(3,9),-0.0496868 # DEPENDENCYPART_SIBL
(3,5),(3,10),-0.0563522 # DEPENDENCYPART_SIBL
(3,5),(3,12),-0.040554 # DEPENDENCYPART_SIBL
(3,5),(3,13),-0.0402105 # DEPENDENCYPART_SIBL
(3,5),(3,15),-0.0597987 # DEPENDENCYPART_SIBL
(3,5),(3,16),-0.255337 # DEPENDENCYPART_SIBL
(3,5),(3,17),-0.0597987 # DEPENDENCYPART_SIBL
(3,5),(3,18),-0.0563522 # DEPENDENCYPART_SIBL
(3,5),(3,19),-0.0597987 # DEPENDENCYPART_SIBL
(3,5),(3,20),-0.255337 # DEPENDENCYPART_SIBL
(3,5),(3,21),-0.0597987 # DEPENDENCYPART_SIBL
(3,5),(3,22),0.00962592 # DEPENDENCYPART_SIBL
(3,5),(3,24),-0.255337 # DEPENDENCYPART_SIBL
(3,5),(3,25),-0.0597987 # DEPENDENCYPART_SIBL
(3,5),(3,26),-0.0705813 # DEPENDENCYPART_SIBL
(3,8),(3,9),-0.0307142 # DEPENDENCYPART_SIBL
(3,8),(3,10),0.0241295 # DEPENDENCYPART_SIBL
(3,8),(3,12),-0.0188189 # DEPENDENCYPART_SIBL
(3,8),(3,13),0.00212887 # DEPENDENCYPART_SIBL
(3,8),(3,15),0.00373053 # DEPENDENCYPART_SIBL
(3,8),(3,16),-0.246294 # DEPENDENCYPART_SIBL
(3,8),(3,17),0.00373053 # DEPENDENCYPART_SIBL
(3,8),(3,18),0.0241295 # DEPENDENCYPART_SIBL
(3,8),(3,19),0.00373053 # DEPENDENCYPART_SIBL
(3,8),(3,20),-0.246294 # DEPENDENCYPART_SIBL
(3,8),(3,21),0.00373053 # DEPENDENCYPART_SIBL
(3,8),(3,22),0.00633354 # DEPENDENCYPART_SIBL
(3,8),(3,24),-0.246294 # DEPENDENCYPART_SIBL
(3,8),(3,25),0.00373053 # DEPENDENCYPART_SIBL
(3,8),(3,26),0.00860955 # DEPENDENCYPART_SIBL
(3,9),(3,10),-0.00684327 # DEPENDENCYPART_SIBL
(3,9),(3,12),0.0114983 # DEPENDENCYPART_SIBL
(3,9),(3,13),0.0398555 # DEPENDENCYPART_SIBL
(3,9),(3,15),0.0108057 # DEPENDENCYPART_SIBL
(3,9),(3,16),-0.0582987 # DEPENDENCYPART_SIBL
(3,9),(3,17),0.0108057 # DEPENDENCYPART_SIBL
(3,9),(3,18),-0.00684327 # DEPENDENCYPART_SIBL
(3,9),(3,19),0.0108057 # DEPENDENCYPART_SIBL
(3,9),(3,20),-0.0582987 # DEPENDENCYPART_SIBL
(3,9),(3,21),0.0108057 # DEPENDENCYPART_SIBL
(3,9),(3,22),-0.0195636 # DEPENDENCYPART_SIBL
(3,9),(3,24),-0.0582987 # DEPENDENCYPART_SIBL
(3,9),(3,25),0.0108057 # DEPENDENCYPART_SIBL
(3,9),(3,26),0.00760928 # DEPENDENCYPART_SIBL
(3,10),(3,12),0.0343506 # DEPENDENCYPART_SIBL
(3,10),(3,13),-0.277629 # DEPENDENCYPART_SIBL
(3,10),(3,15),-0.0723393 # DEPENDENCYPART_SIBL
(3,10),(3,16),-0.0607644 # DEPENDENCYPART_SIBL
(3,10),(3,17),-0.0723393 # DEPENDENCYPART_SIBL
(3,10),(3,18),-0.107009 # DEPENDENCYPART_SIBL
(3,10),(3,19),-0.0723393 # DEPENDENCYPART_SIBL
(3,10),(3,20),-0.0607644 # DEPENDENCYPART_SIBL
(3,10),(3,21),-0.0723393 # DEPENDENCYPART_SIBL
(3,10),(3,22),0.196324 # DEPENDENCYPART_SIBL
(3,10),(3,24),-0.0607644 # DEPENDENCYPART_SIBL
(3,10),(3,25),-0.0723393 # DEPENDENCYPART_SIBL
(3,10),(3,26),-0.0876313 # DEPENDENCYPART_SIBL
(3,12),(3,13),0.0107478 # DEPENDENCYPART_SIBL
(3,12),(3,15),0.00867199 # DEPENDENCYPART_SIBL
(3,12),(3,16),0.0206966 # DEPENDENCYPART_SIBL
(3,12),(3,17),0.00867199 # DEPENDENCYPART_SIBL
(3,12),(3,18),0.00820685 # DEPENDENCYPART_SIBL
(3,12),(3,19),0.00867199 # DEPENDENCYPART_SIBL
(3,12),(3,20),0.0206966 # DEPENDENCYPART_SIBL
(3,12),(3,21),0.00867199 # DEPENDENCYPART_SIBL
(3,12),(3,22),0.0211237 # DEPENDENCYPART_SIBL
(3,12),(3,24),0.0206966 # DEPENDENCYPART_SIBL
(3,12),(3,25),0.00867199 # DEPENDENCYPART_SIBL
(3,12),(3,26),0.00227375 # DEPENDENCYPART_SIBL
(3,13),(3,15),0.0205163 # DEPENDENCYPART_SIBL
(3,13),(3,16),-0.00774613 # DEPENDENCYPART_SIBL
(3,13),(3,17),0.0205163 # DEPENDENCYPART_SIBL
(3,13),(3,18),0.0301322 # DEPENDENCYPART_SIBL
(3,13),(3,19),0.0205163 # DEPENDENCYPART_SIBL
(3,13),(3,20),-0.00774613 # DEPENDENCYPART_SIBL
(3,13),(3,21),0.0205163 # DEPENDENCYPART_SIBL
(3,13),(3,22),0.0368182 # DEPENDENCYPART_SIBL
(3,13),(3,24),-0.00774613 # DEPENDENCYPART_SIBL
(3,13),(3,25),0.0205163 # DEPENDENCYPART_SIBL
(3,13),(3,26),0.0184679 # DEPENDENCYPART_SIBL
(3,15),(3,16),-0.00205884 # DEPENDENCYPART_SIBL
(3,15),(3,17),-0.0838535 # DEPENDENCYPART_SIBL
(3,15),(3,18),-0.00926373 # DEPENDENCYPART_SIBL
(3,15),(3,19),-0.0838535 # DEPENDENCYPART_SIBL
(3,15),(3,20),-0.00205884 # DEPENDENCYPART_SIBL
(3,15),(3,21),-0.0838535 # DEPENDENCYPART_SIBL
(3,15),(3,22),-0.00760092 # DEPENDENCYPART_SIBL
(3,15),(3,24),-0.00205884 # DEPENDENCYPART_SIBL
(3,15),(3,25),-0.0838535 # DEPENDENCYPART_SIBL
(3,15),(3,26),-0.0477506 # DEPENDENCYPART_SIBL
(3,16),(3,17),-0.0099964 # DEPENDENCYPART_SIBL
(3,16),(3,18),0.00323307 # DEPENDENCYPART_SIBL
(3,16),(3,19),-0.0099964 # DEPENDENCYPART_SIBL
(3,16),(3,20),-0.250266 # DEPENDENCYPART_SIBL
(3,16),(3,21),-0.0099964 # DEPENDENCYPART_SIBL
(3,16),(3,22),0.00365844 # DEPENDENCYPART_SIBL
(3,16),(3,24),-0.250266 # DEPENDENCYPART_SIBL
(3,16),(3,25),-0.0099964 # DEPENDENCYPART_SIBL
(3,16),(3,26),-0.00923384 # DEPENDENCYPART_SIBL
(3,17),(3,18),-0.00926373 # DEPENDENCYPART_SIBL
(3,17),(3,19),-0.0838535 # DEPENDENCYPART_SIBL
(3,17),(3,20),-0.00205884 # DEPENDENCYPART_SIBL
(3,17),(3,21),-0.0838535 # DEPENDENCYPART_SIBL
(3,17),(3,22),-0.00760092 # DEPENDENCYPART_SIBL
(3,17),(3,24),-0.00205884 # DEPENDENCYPART_SIBL
(3,17),(3,25),-0.0838535 # DEPENDENCYPART_SIBL
(3,17),(3,26),-0.0477506 # DEPENDENCYPART_SIBL
