# _root_ Una altra de les novetats d' aquest any ha estat l' excés d' oferta per a Roma , Londres i París , destins per als quals ha estat possible trobar bitllet fins a última hora .
#goldHeads=3,1,10,5,3,3,8,6,10,0,12,10,12,13,12,15,16,17,17,17,17,23,17,28,24,25,28,23,28,28,30,30,32,35,33,10,
#predictedHeads=2,10,2,5,3,5,8,6,10,0,12,10,12,13,12,15,16,17,17,17,17,23,17,23,24,25,28,23,28,28,30,30,32,35,33,10,
(15,18),-0.826215 # DEPENDENCYPART_ARC
(15,19),-1.99022 # DEPENDENCYPART_ARC
(15,20),-1.27431 # DEPENDENCYPART_ARC
(15,24),-1.59102 # DEPENDENCYPART_ARC
(15,25),-1.15014 # DEPENDENCYPART_ARC
(15,33),-2.59776 # DEPENDENCYPART_ARC
(16,17),2.12263 # DEPENDENCYPART_ARC
(16,18),-0.772232 # DEPENDENCYPART_ARC
(16,19),-1.8708 # DEPENDENCYPART_ARC
(16,20),-1.64797 # DEPENDENCYPART_ARC
(16,22),-1.37201 # DEPENDENCYPART_ARC
(16,25),-1.94585 # DEPENDENCYPART_ARC
(16,33),-2.17749 # DEPENDENCYPART_ARC
(17,16),-1.17385 # DEPENDENCYPART_ARC
(17,18),-0.496599 # DEPENDENCYPART_ARC
(17,19),0.446825 # DEPENDENCYPART_ARC
(17,20),0.726955 # DEPENDENCYPART_ARC
(17,21),-0.382887 # DEPENDENCYPART_ARC
(17,22),-0.873315 # DEPENDENCYPART_ARC
(17,23),-1.06832 # DEPENDENCYPART_ARC
(17,24),-2.04917 # DEPENDENCYPART_ARC
(17,31),-2.58194 # DEPENDENCYPART_ARC
(19,16),-1.63914 # DEPENDENCYPART_ARC
(19,18),-0.704183 # DEPENDENCYPART_ARC
(19,20),0.13317 # DEPENDENCYPART_ARC
(19,21),-0.563018 # DEPENDENCYPART_ARC
(19,22),-0.921726 # DEPENDENCYPART_ARC
(19,23),-1.33754 # DEPENDENCYPART_ARC
(19,24),-1.55035 # DEPENDENCYPART_ARC
(19,27),-1.87103 # DEPENDENCYPART_ARC
(19,28),-2.26749 # DEPENDENCYPART_ARC
(19,29),-2.28179 # DEPENDENCYPART_ARC
(19,30),-2.59334 # DEPENDENCYPART_ARC
(19,36),-2.03905 # DEPENDENCYPART_ARC
(20,21),-1.12382 # DEPENDENCYPART_ARC
(21,19),-2.15262 # DEPENDENCYPART_ARC
(21,22),-0.823314 # DEPENDENCYPART_ARC
(21,23),-0.395684 # DEPENDENCYPART_ARC
(21,24),-1.73811 # DEPENDENCYPART_ARC
(21,27),-1.74198 # DEPENDENCYPART_ARC
(21,28),-2.21208 # DEPENDENCYPART_ARC
(21,30),-2.47217 # DEPENDENCYPART_ARC
(23,10),-2.37155 # DEPENDENCYPART_ARC
(23,15),-1.9572 # DEPENDENCYPART_ARC
(23,18),-2.25015 # DEPENDENCYPART_ARC
(23,22),0.783117 # DEPENDENCYPART_ARC
(23,24),0.462716 # DEPENDENCYPART_ARC
(23,25),-1.11303 # DEPENDENCYPART_ARC
(23,27),-1.04649 # DEPENDENCYPART_ARC
(23,28),-0.934541 # DEPENDENCYPART_ARC
(23,29),-2.30544 # DEPENDENCYPART_ARC
(23,30),-1.70014 # DEPENDENCYPART_ARC
(23,32),-1.42402 # DEPENDENCYPART_ARC
(23,36),-1.70308 # DEPENDENCYPART_ARC
(24,22),-1.12258 # DEPENDENCYPART_ARC
(24,23),-1.55963 # DEPENDENCYPART_ARC
(24,25),1.57571 # DEPENDENCYPART_ARC
(24,26),1.27884 # DEPENDENCYPART_ARC
(24,27),-1.50157 # DEPENDENCYPART_ARC
(24,28),-0.724673 # DEPENDENCYPART_ARC
(24,29),-1.74162 # DEPENDENCYPART_ARC
(24,30),-1.70627 # DEPENDENCYPART_ARC
(24,33),-1.06386 # DEPENDENCYPART_ARC
(25,26),2.63071 # DEPENDENCYPART_ARC
(25,27),-0.999152 # DEPENDENCYPART_ARC
(25,28),-1.46852 # DEPENDENCYPART_ARC
(25,29),-2.46607 # DEPENDENCYPART_ARC
(25,30),-2.02847 # DEPENDENCYPART_ARC
(25,31),-2.7153 # DEPENDENCYPART_ARC
(25,33),-1.8125 # DEPENDENCYPART_ARC
(26,25),-0.65798 # DEPENDENCYPART_ARC
(26,28),-1.85219 # DEPENDENCYPART_ARC
(27,21),-4.18926 # DEPENDENCYPART_ARC
(27,25),-2.58426 # DEPENDENCYPART_ARC
(27,26),-2.05359 # DEPENDENCYPART_ARC
(27,29),-1.49941 # DEPENDENCYPART_ARC
(27,32),-2.30965 # DEPENDENCYPART_ARC
(28,5),-2.30022 # DEPENDENCYPART_ARC
(28,8),-2.27096 # DEPENDENCYPART_ARC
(28,9),-3.49724 # DEPENDENCYPART_ARC
(28,10),-2.41398 # DEPENDENCYPART_ARC
(28,12),-1.74675 # DEPENDENCYPART_ARC
(28,13),-2.47555 # DEPENDENCYPART_ARC
(28,14),-2.34531 # DEPENDENCYPART_ARC
(28,15),-1.96867 # DEPENDENCYPART_ARC
(28,16),-1.73181 # DEPENDENCYPART_ARC
(28,19),-1.49371 # DEPENDENCYPART_ARC
(28,20),-1.50175 # DEPENDENCYPART_ARC
(28,21),-1.60324 # DEPENDENCYPART_ARC
(28,22),-1.45261 # DEPENDENCYPART_ARC
(28,23),-1.12298 # DEPENDENCYPART_ARC
(28,24),-1.08724 # DEPENDENCYPART_ARC
(28,25),-0.315256 # DEPENDENCYPART_ARC
(28,26),0.518113 # DEPENDENCYPART_ARC
(28,27),2.86805 # DEPENDENCYPART_ARC
(28,29),1.01288 # DEPENDENCYPART_ARC
(28,30),-0.22176 # DEPENDENCYPART_ARC
(28,31),-0.709144 # DEPENDENCYPART_ARC
(28,32),-0.583171 # DEPENDENCYPART_ARC
(28,33),-1.38039 # DEPENDENCYPART_ARC
(28,35),-1.8613 # DEPENDENCYPART_ARC
(28,36),-1.25102 # DEPENDENCYPART_ARC
(29,30),-1.21892 # DEPENDENCYPART_ARC
(29,31),-2.02038 # DEPENDENCYPART_ARC
(29,32),-2.12255 # DEPENDENCYPART_ARC
(29,33),-2.21278 # DEPENDENCYPART_ARC
(30,2),-4.87221 # DEPENDENCYPART_ARC
(30,5),-2.99692 # DEPENDENCYPART_ARC
(30,9),-3.68727 # DEPENDENCYPART_ARC
(30,10),-3.01974 # DEPENDENCYPART_ARC
(30,12),-2.5844 # DEPENDENCYPART_ARC
(30,14),-3.00086 # DEPENDENCYPART_ARC
(30,15),-3.03346 # DEPENDENCYPART_ARC
(30,16),-2.76204 # DEPENDENCYPART_ARC
(30,19),-2.33643 # DEPENDENCYPART_ARC
(30,21),-2.61417 # DEPENDENCYPART_ARC
(30,23),-1.93954 # DEPENDENCYPART_ARC
(30,24),-2.11775 # DEPENDENCYPART_ARC
(30,25),-1.70451 # DEPENDENCYPART_ARC
(30,26),-1.92436 # DEPENDENCYPART_ARC
(30,27),-0.628208 # DEPENDENCYPART_ARC
(30,28),0.724145 # DEPENDENCYPART_ARC
(30,29),-0.798936 # DEPENDENCYPART_ARC
(30,31),2.12404 # DEPENDENCYPART_ARC
(30,32),0.876108 # DEPENDENCYPART_ARC
(30,33),0.0842246 # DEPENDENCYPART_ARC
(30,34),-1.21672 # DEPENDENCYPART_ARC
(30,35),-0.368103 # DEPENDENCYPART_ARC
(30,36),-0.356739 # DEPENDENCYPART_ARC
(31,29),-0.645687 # DEPENDENCYPART_ARC
(31,32),0.274739 # DEPENDENCYPART_ARC
(31,33),-0.902602 # DEPENDENCYPART_ARC
(31,34),-1.43401 # DEPENDENCYPART_ARC
(31,35),-0.584117 # DEPENDENCYPART_ARC
(31,36),-1.20768 # DEPENDENCYPART_ARC
(32,31),-1.54994 # DEPENDENCYPART_ARC
(32,33),1.40858 # DEPENDENCYPART_ARC
(32,34),-0.162216 # DEPENDENCYPART_ARC
(32,35),-0.0194224 # DEPENDENCYPART_ARC
(33,32),-0.770502 # DEPENDENCYPART_ARC
(33,34),0.558944 # DEPENDENCYPART_ARC
(33,35),1.79015 # DEPENDENCYPART_ARC
(33,36),-1.04404 # DEPENDENCYPART_ARC
(35,29),-0.531685 # DEPENDENCYPART_ARC
(35,31),-2.17914 # DEPENDENCYPART_ARC
(35,32),-1.41126 # DEPENDENCYPART_ARC
(35,33),-1.20016 # DEPENDENCYPART_ARC
(35,34),2.36503 # DEPENDENCYPART_ARC
(0,2),(0,3),-0.0445529 # DEPENDENCYPART_SIBL
(0,2),(0,9),-0.40447 # DEPENDENCYPART_SIBL
(0,2),(0,10),-0.401642 # DEPENDENCYPART_SIBL
(0,2),(0,27),-0.40447 # DEPENDENCYPART_SIBL
(0,2),(0,28),-0.401642 # DEPENDENCYPART_SIBL
(0,2),(0,30),-0.399908 # DEPENDENCYPART_SIBL
(0,3),(0,9),-0.417452 # DEPENDENCYPART_SIBL
(0,3),(0,10),-0.403842 # DEPENDENCYPART_SIBL
(0,3),(0,27),-0.417452 # DEPENDENCYPART_SIBL
(0,3),(0,28),-0.403842 # DEPENDENCYPART_SIBL
(0,3),(0,30),-0.380731 # DEPENDENCYPART_SIBL
(0,9),(0,10),-0.97326 # DEPENDENCYPART_SIBL
(0,9),(0,27),-0.948982 # DEPENDENCYPART_SIBL
(0,9),(0,28),-0.97326 # DEPENDENCYPART_SIBL
(0,9),(0,30),-0.959681 # DEPENDENCYPART_SIBL
(0,10),(0,27),-0.938347 # DEPENDENCYPART_SIBL
(0,10),(0,28),-0.958543 # DEPENDENCYPART_SIBL
(0,10),(0,30),-0.94699 # DEPENDENCYPART_SIBL
(0,27),(0,28),-0.97326 # DEPENDENCYPART_SIBL
(0,27),(0,30),-0.959681 # DEPENDENCYPART_SIBL
(0,28),(0,30),-0.94699 # DEPENDENCYPART_SIBL
(1,2),(1,3),0.141283 # DEPENDENCYPART_SIBL
(1,2),(1,6),0.106429 # DEPENDENCYPART_SIBL
(1,3),(1,6),-0.00268639 # DEPENDENCYPART_SIBL
(2,1),(2,3),0.144508 # DEPENDENCYPART_SIBL
(2,1),(2,5),-0.0339247 # DEPENDENCYPART_SIBL
(2,1),(2,6),0.153518 # DEPENDENCYPART_SIBL
(2,1),(2,8),0.0080118 # DEPENDENCYPART_SIBL
(2,1),(2,10),0.0348718 # DEPENDENCYPART_SIBL
(2,1),(2,12),-0.0335327 # DEPENDENCYPART_SIBL
(2,1),(2,13),0.153518 # DEPENDENCYPART_SIBL
(2,1),(2,14),-0.0381731 # DEPENDENCYPART_SIBL
(2,1),(2,15),0.0171486 # DEPENDENCYPART_SIBL
(2,1),(2,18),-0.000600055 # DEPENDENCYPART_SIBL
(2,1),(2,20),-0.0476045 # DEPENDENCYPART_SIBL
(2,1),(2,22),-0.000600055 # DEPENDENCYPART_SIBL
(2,1),(2,23),-0.033456 # DEPENDENCYPART_SIBL
(2,1),(2,34),0.05784 # DEPENDENCYPART_SIBL
(2,3),(2,5),0.114761 # DEPENDENCYPART_SIBL
(2,3),(2,6),-0.00981789 # DEPENDENCYPART_SIBL
(2,3),(2,8),0.0942751 # DEPENDENCYPART_SIBL
(2,3),(2,10),-0.00331596 # DEPENDENCYPART_SIBL
(2,3),(2,12),0.115647 # DEPENDENCYPART_SIBL
(2,3),(2,13),-0.00981789 # DEPENDENCYPART_SIBL
(2,3),(2,14),0.11294 # DEPENDENCYPART_SIBL
(2,3),(2,15),-0.022278 # DEPENDENCYPART_SIBL
(2,3),(2,18),0.0523973 # DEPENDENCYPART_SIBL
(2,3),(2,20),0.0437887 # DEPENDENCYPART_SIBL
(2,3),(2,22),0.0523973 # DEPENDENCYPART_SIBL
(2,3),(2,23),0.11489 # DEPENDENCYPART_SIBL
(2,3),(2,34),0.0712163 # DEPENDENCYPART_SIBL
(2,5),(2,6),-0.0322421 # DEPENDENCYPART_SIBL
(2,5),(2,8),-0.121106 # DEPENDENCYPART_SIBL
(2,5),(2,10),-0.0559833 # DEPENDENCYPART_SIBL
(2,5),(2,12),-0.126512 # DEPENDENCYPART_SIBL
(2,5),(2,13),-0.0322421 # DEPENDENCYPART_SIBL
(2,5),(2,14),-0.1312 # DEPENDENCYPART_SIBL
(2,5),(2,15),-0.0543693 # DEPENDENCYPART_SIBL
(2,5),(2,18),0.0558151 # DEPENDENCYPART_SIBL
(2,5),(2,20),0.0628113 # DEPENDENCYPART_SIBL
(2,5),(2,22),0.0558151 # DEPENDENCYPART_SIBL
(2,5),(2,23),-0.126522 # DEPENDENCYPART_SIBL
(2,5),(2,34),-0.00162017 # DEPENDENCYPART_SIBL
(2,6),(2,8),0.0653901 # DEPENDENCYPART_SIBL
(2,6),(2,10),-0.0605488 # DEPENDENCYPART_SIBL
(2,6),(2,12),0.0708218 # DEPENDENCYPART_SIBL
(2,6),(2,13),-0.11122 # DEPENDENCYPART_SIBL
(2,6),(2,14),0.0702332 # DEPENDENCYPART_SIBL
(2,6),(2,15),-0.0546119 # DEPENDENCYPART_SIBL
(2,6),(2,18),0.0199318 # DEPENDENCYPART_SIBL
(2,6),(2,20),0.00977989 # DEPENDENCYPART_SIBL
(2,6),(2,22),0.0199318 # DEPENDENCYPART_SIBL
(2,6),(2,23),0.0700647 # DEPENDENCYPART_SIBL
(2,6),(2,34),0.0401182 # DEPENDENCYPART_SIBL
(2,8),(2,10),-0.0582366 # DEPENDENCYPART_SIBL
(2,8),(2,12),-0.100077 # DEPENDENCYPART_SIBL
(2,8),(2,13),-0.0308442 # DEPENDENCYPART_SIBL
(2,8),(2,14),-0.104765 # DEPENDENCYPART_SIBL
(2,8),(2,15),-0.0456392 # DEPENDENCYPART_SIBL
(2,8),(2,18),0.0524754 # DEPENDENCYPART_SIBL
(2,8),(2,20),0.0677446 # DEPENDENCYPART_SIBL
(2,8),(2,22),0.0524754 # DEPENDENCYPART_SIBL
(2,8),(2,23),-0.100087 # DEPENDENCYPART_SIBL
(2,8),(2,34),-0.00140745 # DEPENDENCYPART_SIBL
(2,10),(2,12),0.0104017 # DEPENDENCYPART_SIBL
(2,10),(2,13),-0.0520852 # DEPENDENCYPART_SIBL
(2,10),(2,14),0.0156442 # DEPENDENCYPART_SIBL
(2,10),(2,15),-0.0233143 # DEPENDENCYPART_SIBL
(2,10),(2,18),0.0583796 # DEPENDENCYPART_SIBL
(2,10),(2,20),0.0720335 # DEPENDENCYPART_SIBL
(2,10),(2,22),0.0583796 # DEPENDENCYPART_SIBL
(2,10),(2,23),0.0103471 # DEPENDENCYPART_SIBL
(2,10),(2,34),0.00503556 # DEPENDENCYPART_SIBL
(2,12),(2,13),-0.0360396 # DEPENDENCYPART_SIBL
(2,12),(2,14),-0.131195 # DEPENDENCYPART_SIBL
(2,12),(2,15),-0.0617401 # DEPENDENCYPART_SIBL
(2,12),(2,18),0.0573826 # DEPENDENCYPART_SIBL
(2,12),(2,20),0.0645028 # DEPENDENCYPART_SIBL
(2,12),(2,22),0.0573826 # DEPENDENCYPART_SIBL
(2,12),(2,23),-0.126517 # DEPENDENCYPART_SIBL
(2,12),(2,34),-0.00157963 # DEPENDENCYPART_SIBL
(2,13),(2,14),0.0702332 # DEPENDENCYPART_SIBL
(2,13),(2,15),-0.0546119 # DEPENDENCYPART_SIBL
(2,13),(2,18),0.0199318 # DEPENDENCYPART_SIBL
(2,13),(2,20),0.00977989 # DEPENDENCYPART_SIBL
(2,13),(2,22),0.0199318 # DEPENDENCYPART_SIBL
(2,13),(2,23),0.0700647 # DEPENDENCYPART_SIBL
(2,13),(2,34),0.0401182 # DEPENDENCYPART_SIBL
(2,14),(2,15),-0.0396545 # DEPENDENCYPART_SIBL
(2,14),(2,18),0.0371715 # DEPENDENCYPART_SIBL
(2,14),(2,20),0.0659115 # DEPENDENCYPART_SIBL
(2,14),(2,22),0.0371715 # DEPENDENCYPART_SIBL
(2,14),(2,23),-0.125851 # DEPENDENCYPART_SIBL
(2,14),(2,34),-0.00200804 # DEPENDENCYPART_SIBL
(2,15),(2,18),0.0421515 # DEPENDENCYPART_SIBL
(2,15),(2,20),0.000237629 # DEPENDENCYPART_SIBL
(2,15),(2,22),0.0421515 # DEPENDENCYPART_SIBL
(2,15),(2,23),0.0271988 # DEPENDENCYPART_SIBL
(2,15),(2,34),0.0528204 # DEPENDENCYPART_SIBL
(2,18),(2,20),0.0861498 # DEPENDENCYPART_SIBL
(2,18),(2,22),-0.148913 # DEPENDENCYPART_SIBL
(2,18),(2,23),-0.00291224 # DEPENDENCYPART_SIBL
(2,18),(2,34),0.121642 # DEPENDENCYPART_SIBL
(2,20),(2,22),0.0467133 # DEPENDENCYPART_SIBL
(2,20),(2,23),0.420675 # DEPENDENCYPART_SIBL
(2,20),(2,34),0.337919 # DEPENDENCYPART_SIBL
(2,22),(2,23),-0.00291224 # DEPENDENCYPART_SIBL
(2,22),(2,34),0.121642 # DEPENDENCYPART_SIBL
(2,23),(2,34),-0.0015797 # DEPENDENCYPART_SIBL
(3,1),(3,2),0.132194 # DEPENDENCYPART_SIBL
(3,1),(3,4),0.0626411 # DEPENDENCYPART_SIBL
(3,1),(3,5),-0.00243245 # DEPENDENCYPART_SIBL
(3,1),(3,6),0.161396 # DEPENDENCYPART_SIBL
(3,1),(3,8),0.0402822 # DEPENDENCYPART_SIBL
(3,1),(3,10),0.0656998 # DEPENDENCYPART_SIBL
(3,2),(3,4),0.031649 # DEPENDENCYPART_SIBL
(3,2),(3,5),-0.130282 # DEPENDENCYPART_SIBL
(3,2),(3,6),-0.0798166 # DEPENDENCYPART_SIBL
(3,2),(3,8),-0.104294 # DEPENDENCYPART_SIBL
(3,2),(3,10),-0.0525105 # DEPENDENCYPART_SIBL
(3,4),(3,5),-0.128582 # DEPENDENCYPART_SIBL
(3,4),(3,6),0.0714115 # DEPENDENCYPART_SIBL
(3,4),(3,8),-0.107889 # DEPENDENCYPART_SIBL
(3,4),(3,10),-0.0880278 # DEPENDENCYPART_SIBL
(3,5),(3,6),-0.0225698 # DEPENDENCYPART_SIBL
(3,5),(3,8),-0.928378 # DEPENDENCYPART_SIBL
(3,5),(3,10),-0.454449 # DEPENDENCYPART_SIBL
(3,6),(3,8),-0.0270867 # DEPENDENCYPART_SIBL
(3,6),(3,10),0.0177105 # DEPENDENCYPART_SIBL
(3,8),(3,10),-0.461535 # DEPENDENCYPART_SIBL
(4,3),(4,5),0.0815685 # DEPENDENCYPART_SIBL
(4,3),(4,6),0.178203 # DEPENDENCYPART_SIBL
(4,5),(4,6),0.32277 # DEPENDENCYPART_SIBL
(5,1),(5,3),-0.157038 # DEPENDENCYPART_SIBL
(5,1),(5,4),-0.810839 # DEPENDENCYPART_SIBL
(5,1),(5,6),0.136201 # DEPENDENCYPART_SIBL
(5,1),(5,8),-0.061968 # DEPENDENCYPART_SIBL
(5,1),(5,9),0.0045023 # DEPENDENCYPART_SIBL
(5,1),(5,10),0.10813 # DEPENDENCYPART_SIBL
(5,1),(5,12),-0.0871026 # DEPENDENCYPART_SIBL
(5,1),(5,13),0.136201 # DEPENDENCYPART_SIBL
(5,1),(5,15),-0.00888645 # DEPENDENCYPART_SIBL
(5,1),(5,16),-0.0734978 # DEPENDENCYPART_SIBL
(5,1),(5,19),-0.10203 # DEPENDENCYPART_SIBL
(5,1),(5,21),-0.094772 # DEPENDENCYPART_SIBL
(5,1),(5,23),-0.0869512 # DEPENDENCYPART_SIBL
(5,1),(5,36),0.129779 # DEPENDENCYPART_SIBL
(5,3),(5,4),-0.091849 # DEPENDENCYPART_SIBL
(5,3),(5,6),0.017747 # DEPENDENCYPART_SIBL
