# _root_ Paul_L._Ravelo , doctor en ciències filosòfiques per la Universitat_de_l'_Havana , impartirà a la Casa_de_Cultura de Girona el curs ' Els_mites_de_la_globalització_neoliberal ' .
#goldHeads=11,3,1,3,4,5,3,9,7,3,0,11,14,12,14,15,18,11,20,18,20,11,
#predictedHeads=11,3,1,3,4,5,3,9,7,3,0,11,14,12,14,15,18,11,20,18,20,11,
(1,2),(1,9),0.375432 # DEPENDENCYPART_SIBL
(1,2),(1,10),0.0373288 # DEPENDENCYPART_SIBL
(1,2),(1,11),-0.0651037 # DEPENDENCYPART_SIBL
(1,2),(1,12),0.0412354 # DEPENDENCYPART_SIBL
(1,2),(1,14),0.375286 # DEPENDENCYPART_SIBL
(1,2),(1,18),0.371105 # DEPENDENCYPART_SIBL
(1,2),(1,20),0.375432 # DEPENDENCYPART_SIBL
(1,2),(1,22),0.006744 # DEPENDENCYPART_SIBL
(1,3),(1,4),-0.0153662 # DEPENDENCYPART_SIBL
(1,3),(1,5),-0.00355097 # DEPENDENCYPART_SIBL
(1,3),(1,6),0.0167911 # DEPENDENCYPART_SIBL
(1,3),(1,7),-0.00641783 # DEPENDENCYPART_SIBL
(1,3),(1,9),-0.00282338 # DEPENDENCYPART_SIBL
(1,3),(1,10),0.025415 # DEPENDENCYPART_SIBL
(1,3),(1,11),-0.0213563 # DEPENDENCYPART_SIBL
(1,3),(1,12),-0.0429229 # DEPENDENCYPART_SIBL
(1,3),(1,14),-0.00288033 # DEPENDENCYPART_SIBL
(1,3),(1,18),-0.00634569 # DEPENDENCYPART_SIBL
(1,3),(1,20),-0.00282338 # DEPENDENCYPART_SIBL
(1,3),(1,22),-0.00872523 # DEPENDENCYPART_SIBL
(1,4),(1,5),0.0711686 # DEPENDENCYPART_SIBL
(1,4),(1,6),0.068611 # DEPENDENCYPART_SIBL
(1,4),(1,7),0.217833 # DEPENDENCYPART_SIBL
(1,4),(1,9),0.074997 # DEPENDENCYPART_SIBL
(1,4),(1,10),0.0590627 # DEPENDENCYPART_SIBL
(1,4),(1,11),-0.00473486 # DEPENDENCYPART_SIBL
(1,4),(1,12),0.22312 # DEPENDENCYPART_SIBL
(1,4),(1,14),0.0749083 # DEPENDENCYPART_SIBL
(1,4),(1,18),0.0662062 # DEPENDENCYPART_SIBL
(1,4),(1,20),0.074997 # DEPENDENCYPART_SIBL
(1,4),(1,22),0.171439 # DEPENDENCYPART_SIBL
(1,5),(1,6),0.0299142 # DEPENDENCYPART_SIBL
(1,5),(1,7),-0.00104759 # DEPENDENCYPART_SIBL
(1,5),(1,9),0.018803 # DEPENDENCYPART_SIBL
(1,5),(1,10),0.0410066 # DEPENDENCYPART_SIBL
(1,5),(1,11),-0.00952043 # DEPENDENCYPART_SIBL
(1,5),(1,12),-0.034467 # DEPENDENCYPART_SIBL
(1,5),(1,14),0.0187461 # DEPENDENCYPART_SIBL
(1,5),(1,18),0.0152807 # DEPENDENCYPART_SIBL
(1,5),(1,20),0.018803 # DEPENDENCYPART_SIBL
(1,5),(1,22),-0.00221412 # DEPENDENCYPART_SIBL
(1,6),(1,7),0.0879315 # DEPENDENCYPART_SIBL
(1,6),(1,9),0.00540007 # DEPENDENCYPART_SIBL
(1,6),(1,10),-0.0152508 # DEPENDENCYPART_SIBL
(1,6),(1,11),0.00450647 # DEPENDENCYPART_SIBL
(1,6),(1,12),-0.0103653 # DEPENDENCYPART_SIBL
(1,6),(1,14),0.00535109 # DEPENDENCYPART_SIBL
(1,6),(1,18),0.0029311 # DEPENDENCYPART_SIBL
(1,6),(1,20),0.00540007 # DEPENDENCYPART_SIBL
(1,6),(1,22),-0.0170236 # DEPENDENCYPART_SIBL
(1,7),(1,9),0.0427148 # DEPENDENCYPART_SIBL
(1,7),(1,10),0.0819699 # DEPENDENCYPART_SIBL
(1,7),(1,11),0.00314487 # DEPENDENCYPART_SIBL
(1,7),(1,12),-0.0144811 # DEPENDENCYPART_SIBL
(1,7),(1,14),0.0426261 # DEPENDENCYPART_SIBL
(1,7),(1,18),0.0351926 # DEPENDENCYPART_SIBL
(1,7),(1,20),0.0427148 # DEPENDENCYPART_SIBL
(1,7),(1,22),0.133756 # DEPENDENCYPART_SIBL
(1,9),(1,10),0.0321457 # DEPENDENCYPART_SIBL
(1,9),(1,11),-0.0119213 # DEPENDENCYPART_SIBL
(1,9),(1,12),-0.036841 # DEPENDENCYPART_SIBL
(1,9),(1,14),0.0139822 # DEPENDENCYPART_SIBL
(1,9),(1,18),0.0105168 # DEPENDENCYPART_SIBL
(1,9),(1,20),0.0140391 # DEPENDENCYPART_SIBL
(1,9),(1,22),-0.00418311 # DEPENDENCYPART_SIBL
(1,10),(1,11),-0.0651037 # DEPENDENCYPART_SIBL
(1,10),(1,12),0.0412354 # DEPENDENCYPART_SIBL
(1,10),(1,14),0.375286 # DEPENDENCYPART_SIBL
(1,10),(1,18),0.371105 # DEPENDENCYPART_SIBL
(1,10),(1,20),0.375432 # DEPENDENCYPART_SIBL
(1,10),(1,22),0.006744 # DEPENDENCYPART_SIBL
(1,11),(1,12),0.0695565 # DEPENDENCYPART_SIBL
(1,11),(1,14),0.0320232 # DEPENDENCYPART_SIBL
(1,11),(1,18),0.0296391 # DEPENDENCYPART_SIBL
(1,11),(1,20),0.0320718 # DEPENDENCYPART_SIBL
(1,11),(1,22),0.0432587 # DEPENDENCYPART_SIBL
(1,12),(1,14),0.075295 # DEPENDENCYPART_SIBL
(1,12),(1,18),0.0681845 # DEPENDENCYPART_SIBL
(1,12),(1,20),0.0754031 # DEPENDENCYPART_SIBL
(1,12),(1,22),0.217506 # DEPENDENCYPART_SIBL
(1,14),(1,18),0.0104576 # DEPENDENCYPART_SIBL
(1,14),(1,20),0.0139799 # DEPENDENCYPART_SIBL
(1,14),(1,22),-0.0096662 # DEPENDENCYPART_SIBL
(1,18),(1,20),0.0162538 # DEPENDENCYPART_SIBL
(1,18),(1,22),0.0123868 # DEPENDENCYPART_SIBL
(1,20),(1,22),-0.00418311 # DEPENDENCYPART_SIBL
(3,2),(3,4),0.0821165 # DEPENDENCYPART_SIBL
(3,2),(3,5),-0.0114931 # DEPENDENCYPART_SIBL
(3,2),(3,6),0.0417448 # DEPENDENCYPART_SIBL
(3,2),(3,7),0.0942263 # DEPENDENCYPART_SIBL
(3,2),(3,9),-0.0115633 # DEPENDENCYPART_SIBL
(3,2),(3,10),0.390823 # DEPENDENCYPART_SIBL
(3,2),(3,11),0.14184 # DEPENDENCYPART_SIBL
(3,2),(3,12),0.0893437 # DEPENDENCYPART_SIBL
(3,2),(3,15),0.0908962 # DEPENDENCYPART_SIBL
(3,2),(3,18),-0.00604881 # DEPENDENCYPART_SIBL
(3,2),(3,19),0.211658 # DEPENDENCYPART_SIBL
(3,2),(3,20),-0.0115633 # DEPENDENCYPART_SIBL
(3,2),(3,21),0.211658 # DEPENDENCYPART_SIBL
(3,2),(3,22),-0.268719 # DEPENDENCYPART_SIBL
(3,4),(3,5),0.0929014 # DEPENDENCYPART_SIBL
(3,4),(3,6),0.0924944 # DEPENDENCYPART_SIBL
(3,4),(3,7),0.270286 # DEPENDENCYPART_SIBL
(3,4),(3,9),0.0967298 # DEPENDENCYPART_SIBL
(3,4),(3,10),0.126061 # DEPENDENCYPART_SIBL
(3,4),(3,11),0.0191378 # DEPENDENCYPART_SIBL
(3,4),(3,12),0.265012 # DEPENDENCYPART_SIBL
(3,4),(3,15),0.167094 # DEPENDENCYPART_SIBL
(3,4),(3,18),0.0879391 # DEPENDENCYPART_SIBL
(3,4),(3,19),0.111364 # DEPENDENCYPART_SIBL
(3,4),(3,20),0.0967298 # DEPENDENCYPART_SIBL
(3,4),(3,21),0.111364 # DEPENDENCYPART_SIBL
(3,4),(3,22),0.2192 # DEPENDENCYPART_SIBL
(3,5),(3,6),0.0291933 # DEPENDENCYPART_SIBL
(3,5),(3,7),0.0107366 # DEPENDENCYPART_SIBL
(3,5),(3,9),0.017321 # DEPENDENCYPART_SIBL
(3,5),(3,10),0.0573666 # DEPENDENCYPART_SIBL
(3,5),(3,11),-0.010257 # DEPENDENCYPART_SIBL
(3,5),(3,12),-0.0278899 # DEPENDENCYPART_SIBL
(3,5),(3,15),0.0597402 # DEPENDENCYPART_SIBL
(3,5),(3,18),0.0137987 # DEPENDENCYPART_SIBL
(3,5),(3,19),0.0235084 # DEPENDENCYPART_SIBL
(3,5),(3,20),0.017321 # DEPENDENCYPART_SIBL
(3,5),(3,21),0.0235084 # DEPENDENCYPART_SIBL
(3,5),(3,22),0.00560518 # DEPENDENCYPART_SIBL
(3,6),(3,7),0.104189 # DEPENDENCYPART_SIBL
(3,6),(3,9),0.00659659 # DEPENDENCYPART_SIBL
(3,6),(3,10),0.00518774 # DEPENDENCYPART_SIBL
(3,6),(3,11),0.00644797 # DEPENDENCYPART_SIBL
(3,6),(3,12),0.000834463 # DEPENDENCYPART_SIBL
(3,6),(3,15),0.0698885 # DEPENDENCYPART_SIBL
(3,6),(3,18),0.00412762 # DEPENDENCYPART_SIBL
(3,6),(3,19),-0.020163 # DEPENDENCYPART_SIBL
(3,6),(3,20),0.00659659 # DEPENDENCYPART_SIBL
(3,6),(3,21),-0.020163 # DEPENDENCYPART_SIBL
(3,6),(3,22),-0.0058295 # DEPENDENCYPART_SIBL
(3,7),(3,9),0.0612294 # DEPENDENCYPART_SIBL
(3,7),(3,10),0.145766 # DEPENDENCYPART_SIBL
(3,7),(3,11),0.0231034 # DEPENDENCYPART_SIBL
(3,7),(3,12),0.0181413 # DEPENDENCYPART_SIBL
(3,7),(3,15),-0.0405496 # DEPENDENCYPART_SIBL
(3,7),(3,18),0.0537072 # DEPENDENCYPART_SIBL
(3,7),(3,19),0.102127 # DEPENDENCYPART_SIBL
(3,7),(3,20),0.0612294 # DEPENDENCYPART_SIBL
(3,7),(3,21),0.102127 # DEPENDENCYPART_SIBL
(3,7),(3,22),0.178316 # DEPENDENCYPART_SIBL
(3,9),(3,10),0.0485057 # DEPENDENCYPART_SIBL
(3,9),(3,11),-0.0126579 # DEPENDENCYPART_SIBL
(3,9),(3,12),-0.0302639 # DEPENDENCYPART_SIBL
(3,9),(3,15),0.0573852 # DEPENDENCYPART_SIBL
(3,9),(3,18),0.00903477 # DEPENDENCYPART_SIBL
(3,9),(3,19),0.0189119 # DEPENDENCYPART_SIBL
(3,9),(3,20),0.0125571 # DEPENDENCYPART_SIBL
(3,9),(3,21),0.0189119 # DEPENDENCYPART_SIBL
(3,9),(3,22),0.00363619 # DEPENDENCYPART_SIBL
(3,10),(3,11),-0.0651399 # DEPENDENCYPART_SIBL
(3,10),(3,12),0.0485071 # DEPENDENCYPART_SIBL
(3,10),(3,15),-0.0299913 # DEPENDENCYPART_SIBL
(3,10),(3,18),0.370305 # DEPENDENCYPART_SIBL
(3,10),(3,19),-0.0420654 # DEPENDENCYPART_SIBL
(3,10),(3,20),0.374632 # DEPENDENCYPART_SIBL
(3,10),(3,21),-0.0420654 # DEPENDENCYPART_SIBL
(3,10),(3,22),0.0159512 # DEPENDENCYPART_SIBL
(3,11),(3,12),0.0768355 # DEPENDENCYPART_SIBL
(3,11),(3,15),0.0575673 # DEPENDENCYPART_SIBL
(3,11),(3,18),0.0288642 # DEPENDENCYPART_SIBL
(3,11),(3,19),0.0595983 # DEPENDENCYPART_SIBL
(3,11),(3,20),0.0312969 # DEPENDENCYPART_SIBL
(3,11),(3,21),0.0595983 # DEPENDENCYPART_SIBL
(3,11),(3,22),0.0524765 # DEPENDENCYPART_SIBL
(3,12),(3,15),0.0301004 # DEPENDENCYPART_SIBL
(3,12),(3,18),0.0813336 # DEPENDENCYPART_SIBL
(3,12),(3,19),0.0345997 # DEPENDENCYPART_SIBL
(3,12),(3,20),0.0885522 # DEPENDENCYPART_SIBL
(3,12),(3,21),0.0345997 # DEPENDENCYPART_SIBL
(3,12),(3,22),0.251345 # DEPENDENCYPART_SIBL
(3,15),(3,18),0.0159069 # DEPENDENCYPART_SIBL
(3,15),(3,19),-0.00244329 # DEPENDENCYPART_SIBL
(3,15),(3,20),0.0265813 # DEPENDENCYPART_SIBL
(3,15),(3,21),-0.00244329 # DEPENDENCYPART_SIBL
(3,15),(3,22),0.040567 # DEPENDENCYPART_SIBL
(3,18),(3,19),0.0382396 # DEPENDENCYPART_SIBL
(3,18),(3,20),0.0147717 # DEPENDENCYPART_SIBL
(3,18),(3,21),0.0382396 # DEPENDENCYPART_SIBL
(3,18),(3,22),0.0202061 # DEPENDENCYPART_SIBL
(3,19),(3,20),0.0694233 # DEPENDENCYPART_SIBL
(3,19),(3,21),-0.147302 # DEPENDENCYPART_SIBL
(3,19),(3,22),-0.0210643 # DEPENDENCYPART_SIBL
(3,20),(3,21),0.0189119 # DEPENDENCYPART_SIBL
(3,20),(3,22),0.00363619 # DEPENDENCYPART_SIBL
(3,21),(3,22),-0.0210643 # DEPENDENCYPART_SIBL
(4,2),(4,3),0.373158 # DEPENDENCYPART_SIBL
(4,2),(4,5),0.127478 # DEPENDENCYPART_SIBL
(4,2),(4,6),-0.0379839 # DEPENDENCYPART_SIBL
(4,2),(4,7),0.0284753 # DEPENDENCYPART_SIBL
(4,2),(4,9),0.127488 # DEPENDENCYPART_SIBL
(4,2),(4,10),0.664737 # DEPENDENCYPART_SIBL
(4,2),(4,11),0.139681 # DEPENDENCYPART_SIBL
(4,3),(4,5),-0.0787711 # DEPENDENCYPART_SIBL
(4,3),(4,6),-0.00493669 # DEPENDENCYPART_SIBL
(4,3),(4,7),0.0332302 # DEPENDENCYPART_SIBL
(4,3),(4,9),-0.0761334 # DEPENDENCYPART_SIBL
(4,3),(4,10),-0.0175716 # DEPENDENCYPART_SIBL
(4,3),(4,11),-0.000665855 # DEPENDENCYPART_SIBL
(4,5),(4,6),-0.373886 # DEPENDENCYPART_SIBL
(4,5),(4,7),-0.144853 # DEPENDENCYPART_SIBL
(4,5),(4,9),-0.985607 # DEPENDENCYPART_SIBL
(4,5),(4,10),0.0280479 # DEPENDENCYPART_SIBL
(4,5),(4,11),-0.462301 # DEPENDENCYPART_SIBL
(4,6),(4,7),-0.10522 # DEPENDENCYPART_SIBL
(4,6),(4,9),-0.541359 # DEPENDENCYPART_SIBL
(4,6),(4,10),-0.22114 # DEPENDENCYPART_SIBL
(4,6),(4,11),-0.214641 # DEPENDENCYPART_SIBL
(4,7),(4,9),-0.239939 # DEPENDENCYPART_SIBL
(4,7),(4,10),0.0298191 # DEPENDENCYPART_SIBL
(4,7),(4,11),-0.0931399 # DEPENDENCYPART_SIBL
(4,9),(4,10),0.0261761 # DEPENDENCYPART_SIBL
(4,9),(4,11),-0.462256 # DEPENDENCYPART_SIBL
(4,10),(4,11),-0.0969366 # DEPENDENCYPART_SIBL
(5,2),(5,3),0.236508 # DEPENDENCYPART_SIBL
(5,2),(5,4),0.423972 # DEPENDENCYPART_SIBL
(5,2),(5,6),0.0064334 # DEPENDENCYPART_SIBL
(5,2),(5,7),0.0179976 # DEPENDENCYPART_SIBL
(5,2),(5,9),-0.0511795 # DEPENDENCYPART_SIBL
(5,2),(5,10),0.331018 # DEPENDENCYPART_SIBL
(5,2),(5,11),0.106039 # DEPENDENCYPART_SIBL
(5,2),(5,15),0.0253563 # DEPENDENCYPART_SIBL
(5,2),(5,18),-0.045665 # DEPENDENCYPART_SIBL
(5,2),(5,19),0.161565 # DEPENDENCYPART_SIBL
(5,2),(5,20),-0.0511795 # DEPENDENCYPART_SIBL
(5,2),(5,21),0.161565 # DEPENDENCYPART_SIBL
(5,2),(5,22),-0.318812 # DEPENDENCYPART_SIBL
(5,3),(5,4),0.0753193 # DEPENDENCYPART_SIBL
(5,3),(5,6),-0.0370326 # DEPENDENCYPART_SIBL
(5,3),(5,7),-0.0296697 # DEPENDENCYPART_SIBL
(5,3),(5,9),-0.00381214 # DEPENDENCYPART_SIBL
(5,3),(5,10),0.00312827 # DEPENDENCYPART_SIBL
(5,3),(5,11),-0.0122778 # DEPENDENCYPART_SIBL
(5,3),(5,15),-0.0358685 # DEPENDENCYPART_SIBL
(5,3),(5,18),0.000875049 # DEPENDENCYPART_SIBL
(5,3),(5,19),0.0395682 # DEPENDENCYPART_SIBL
(5,3),(5,20),-0.00381214 # DEPENDENCYPART_SIBL
(5,3),(5,21),0.0395682 # DEPENDENCYPART_SIBL
(5,3),(5,22),-0.0474216 # DEPENDENCYPART_SIBL
(5,4),(5,6),-0.02112 # DEPENDENCYPART_SIBL
(5,4),(5,7),-0.0518832 # DEPENDENCYPART_SIBL
(5,4),(5,9),0.00373295 # DEPENDENCYPART_SIBL
(5,4),(5,10),0.0296118 # DEPENDENCYPART_SIBL
(5,4),(5,11),0.00297789 # DEPENDENCYPART_SIBL
(5,4),(5,15),-0.0802416 # DEPENDENCYPART_SIBL
(5,4),(5,18),-0.000675284 # DEPENDENCYPART_SIBL
(5,4),(5,19),0.0434008 # DEPENDENCYPART_SIBL
(5,4),(5,20),0.00373295 # DEPENDENCYPART_SIBL
(5,4),(5,21),0.0434008 # DEPENDENCYPART_SIBL
(5,4),(5,22),0.070733 # DEPENDENCYPART_SIBL
(5,6),(5,7),0.0843376 # DEPENDENCYPART_SIBL
(5,6),(5,9),-0.000399362 # DEPENDENCYPART_SIBL
(5,6),(5,10),-0.0251966 # DEPENDENCYPART_SIBL
(5,6),(5,11),0.000643822 # DEPENDENCYPART_SIBL
(5,6),(5,15),0.0550451 # DEPENDENCYPART_SIBL
(5,6),(5,18),-0.00286833 # DEPENDENCYPART_SIBL
(5,6),(5,19),-0.0381411 # DEPENDENCYPART_SIBL
(5,6),(5,20),-0.000399362 # DEPENDENCYPART_SIBL
(5,6),(5,21),-0.0381411 # DEPENDENCYPART_SIBL
(5,6),(5,22),-0.0238075 # DEPENDENCYPART_SIBL
(5,7),(5,9),0.0395791 # DEPENDENCYPART_SIBL
(5,7),(5,10),0.0746948 # DEPENDENCYPART_SIBL
(5,7),(5,11),0.00249973 # DEPENDENCYPART_SIBL
(5,7),(5,15),-0.0738908 # DEPENDENCYPART_SIBL
(5,7),(5,18),0.0320569 # DEPENDENCYPART_SIBL
(5,7),(5,19),0.0534541 # DEPENDENCYPART_SIBL
(5,7),(5,20),0.0395791 # DEPENDENCYPART_SIBL
(5,7),(5,21),0.0534541 # DEPENDENCYPART_SIBL
(5,7),(5,22),0.129643 # DEPENDENCYPART_SIBL
(5,9),(5,10),0.0178762 # DEPENDENCYPART_SIBL
(5,9),(5,11),-0.0160662 # DEPENDENCYPART_SIBL
(5,9),(5,15),0.0466183 # DEPENDENCYPART_SIBL
(5,9),(5,18),0.00268698 # DEPENDENCYPART_SIBL
(5,9),(5,19),0.00153771 # DEPENDENCYPART_SIBL
(5,9),(5,20),0.00620929 # DEPENDENCYPART_SIBL
(5,9),(5,21),0.00153771 # DEPENDENCYPART_SIBL
(5,9),(5,22),-0.0137378 # DEPENDENCYPART_SIBL
(5,10),(5,11),-0.074077 # DEPENDENCYPART_SIBL
(5,10),(5,15),-0.0462799 # DEPENDENCYPART_SIBL
(5,10),(5,18),0.356209 # DEPENDENCYPART_SIBL
