# _root_ ' La política ha de ser un projecte ètic i moral , un conjunt de principis i de normes presidida pel sentit comú ' , ha dit .
#goldHeads=6,3,6,6,6,27,8,6,8,9,9,14,14,8,14,15,15,15,18,14,20,21,22,6,6,27,0,27,
#predictedHeads=6,3,6,6,6,27,8,6,8,9,9,14,14,8,14,15,15,15,18,19,20,21,22,6,6,27,0,27,
(8,12),-0.448631 # DEPENDENCYPART_ARC
(8,13),-1.84668 # DEPENDENCYPART_ARC
(8,14),-0.751307 # DEPENDENCYPART_ARC
(8,15),-0.909224 # DEPENDENCYPART_ARC
(8,16),-1.60123 # DEPENDENCYPART_ARC
(8,17),-1.43797 # DEPENDENCYPART_ARC
(8,18),-2.86991 # DEPENDENCYPART_ARC
(8,19),-2.865 # DEPENDENCYPART_ARC
(8,20),-1.97001 # DEPENDENCYPART_ARC
(8,21),-1.27036 # DEPENDENCYPART_ARC
(8,22),-2.55007 # DEPENDENCYPART_ARC
(8,23),-1.18719 # DEPENDENCYPART_ARC
(8,24),-1.23758 # DEPENDENCYPART_ARC
(8,25),-1.29071 # DEPENDENCYPART_ARC
(8,27),-2.44999 # DEPENDENCYPART_ARC
(8,28),-2.5328 # DEPENDENCYPART_ARC
(9,7),-1.77572 # DEPENDENCYPART_ARC
(9,10),0.86268 # DEPENDENCYPART_ARC
(9,11),0.905029 # DEPENDENCYPART_ARC
(9,12),-1.09516 # DEPENDENCYPART_ARC
(9,14),-1.94706 # DEPENDENCYPART_ARC
(9,15),-2.29089 # DEPENDENCYPART_ARC
(9,17),-1.30845 # DEPENDENCYPART_ARC
(9,18),-2.6242 # DEPENDENCYPART_ARC
(9,20),-2.5949 # DEPENDENCYPART_ARC
(9,21),-2.52968 # DEPENDENCYPART_ARC
(9,23),-2.45501 # DEPENDENCYPART_ARC
(10,12),-1.88856 # DEPENDENCYPART_ARC
(11,5),-1.23062 # DEPENDENCYPART_ARC
(11,6),-2.28575 # DEPENDENCYPART_ARC
(11,9),-0.869612 # DEPENDENCYPART_ARC
(11,10),-0.0652217 # DEPENDENCYPART_ARC
(11,12),-1.13078 # DEPENDENCYPART_ARC
(11,14),-2.14908 # DEPENDENCYPART_ARC
(11,15),-2.29674 # DEPENDENCYPART_ARC
(11,17),-1.32263 # DEPENDENCYPART_ARC
(11,20),-2.27596 # DEPENDENCYPART_ARC
(11,23),-2.67926 # DEPENDENCYPART_ARC
(12,11),-1.31304 # DEPENDENCYPART_ARC
(13,14),-0.531051 # DEPENDENCYPART_ARC
(13,15),-0.690144 # DEPENDENCYPART_ARC
(13,18),-1.60251 # DEPENDENCYPART_ARC
(14,5),-1.74392 # DEPENDENCYPART_ARC
(14,6),-2.43308 # DEPENDENCYPART_ARC
(14,7),-2.45104 # DEPENDENCYPART_ARC
(14,8),-2.47028 # DEPENDENCYPART_ARC
(14,9),-1.59408 # DEPENDENCYPART_ARC
(14,10),-1.9647 # DEPENDENCYPART_ARC
(14,11),-1.08921 # DEPENDENCYPART_ARC
(14,12),-0.676414 # DEPENDENCYPART_ARC
(14,13),1.70725 # DEPENDENCYPART_ARC
(14,15),1.09278 # DEPENDENCYPART_ARC
(14,16),-0.657724 # DEPENDENCYPART_ARC
(14,17),-0.980235 # DEPENDENCYPART_ARC
(14,18),-1.66166 # DEPENDENCYPART_ARC
(14,19),-1.7303 # DEPENDENCYPART_ARC
(14,20),-1.32272 # DEPENDENCYPART_ARC
(14,21),-1.01043 # DEPENDENCYPART_ARC
(14,22),-1.57314 # DEPENDENCYPART_ARC
(14,23),-0.66313 # DEPENDENCYPART_ARC
(14,24),-1.03566 # DEPENDENCYPART_ARC
(14,25),-1.37137 # DEPENDENCYPART_ARC
(14,27),-2.25336 # DEPENDENCYPART_ARC
(14,28),-2.28644 # DEPENDENCYPART_ARC
(15,12),-1.71251 # DEPENDENCYPART_ARC
(15,13),-1.98093 # DEPENDENCYPART_ARC
(15,16),2.57738 # DEPENDENCYPART_ARC
(15,17),-0.253938 # DEPENDENCYPART_ARC
(15,18),-0.0145397 # DEPENDENCYPART_ARC
(15,19),-0.4874 # DEPENDENCYPART_ARC
(15,21),-2.10307 # DEPENDENCYPART_ARC
(16,5),-1.82859 # DEPENDENCYPART_ARC
(16,6),-2.58697 # DEPENDENCYPART_ARC
(16,11),-2.43673 # DEPENDENCYPART_ARC
(16,12),-2.14649 # DEPENDENCYPART_ARC
(16,13),-1.24498 # DEPENDENCYPART_ARC
(16,14),-1.97309 # DEPENDENCYPART_ARC
(16,15),-0.0356075 # DEPENDENCYPART_ARC
(16,17),-1.03126 # DEPENDENCYPART_ARC
(16,18),-1.08402 # DEPENDENCYPART_ARC
(16,19),-0.544532 # DEPENDENCYPART_ARC
(16,20),-2.47011 # DEPENDENCYPART_ARC
(16,21),-1.20624 # DEPENDENCYPART_ARC
(16,23),-1.85214 # DEPENDENCYPART_ARC
(18,17),-0.629544 # DEPENDENCYPART_ARC
(18,19),2.88721 # DEPENDENCYPART_ARC
(18,20),-0.496313 # DEPENDENCYPART_ARC
(18,21),-1.45553 # DEPENDENCYPART_ARC
(18,22),-0.606503 # DEPENDENCYPART_ARC
(18,24),-1.06448 # DEPENDENCYPART_ARC
(18,25),-1.21065 # DEPENDENCYPART_ARC
(19,5),-2.62305 # DEPENDENCYPART_ARC
(19,6),-2.47976 # DEPENDENCYPART_ARC
(19,11),-2.50105 # DEPENDENCYPART_ARC
(19,13),-3.42171 # DEPENDENCYPART_ARC
(19,20),0.566055 # DEPENDENCYPART_ARC
(19,21),-0.310011 # DEPENDENCYPART_ARC
(19,22),-1.0759 # DEPENDENCYPART_ARC
(19,23),-2.39182 # DEPENDENCYPART_ARC
(19,24),-1.01128 # DEPENDENCYPART_ARC
(19,25),-1.29899 # DEPENDENCYPART_ARC
(19,27),-1.84138 # DEPENDENCYPART_ARC
(19,28),-2.24471 # DEPENDENCYPART_ARC
(20,15),-1.95898 # DEPENDENCYPART_ARC
(20,18),-1.50802 # DEPENDENCYPART_ARC
(20,21),0.708181 # DEPENDENCYPART_ARC
(20,22),-1.08131 # DEPENDENCYPART_ARC
(20,23),-2.16641 # DEPENDENCYPART_ARC
(20,25),-1.41182 # DEPENDENCYPART_ARC
(20,27),-1.99898 # DEPENDENCYPART_ARC
(21,1),-2.74802 # DEPENDENCYPART_ARC
(21,5),-1.70297 # DEPENDENCYPART_ARC
(21,22),2.55203 # DEPENDENCYPART_ARC
(21,23),-0.933496 # DEPENDENCYPART_ARC
(21,24),-0.892741 # DEPENDENCYPART_ARC
(21,25),-1.2091 # DEPENDENCYPART_ARC
(21,27),-1.84297 # DEPENDENCYPART_ARC
(22,20),-1.82629 # DEPENDENCYPART_ARC
(22,23),1.3025 # DEPENDENCYPART_ARC
(22,24),-0.926085 # DEPENDENCYPART_ARC
(22,25),-1.06672 # DEPENDENCYPART_ARC
(22,26),-1.5608 # DEPENDENCYPART_ARC
(22,27),-1.50712 # DEPENDENCYPART_ARC
(22,28),-1.9729 # DEPENDENCYPART_ARC
(23,18),-1.71882 # DEPENDENCYPART_ARC
(23,24),-1.04686 # DEPENDENCYPART_ARC
(23,27),-2.01576 # DEPENDENCYPART_ARC
(26,1),-4.35698 # DEPENDENCYPART_ARC
(26,6),-3.98592 # DEPENDENCYPART_ARC
(26,14),-4.39927 # DEPENDENCYPART_ARC
(26,28),-1.78123 # DEPENDENCYPART_ARC
(27,1),-1.78573 # DEPENDENCYPART_ARC
(27,3),-3.32968 # DEPENDENCYPART_ARC
(27,4),-1.68477 # DEPENDENCYPART_ARC
(27,5),-3.81186 # DEPENDENCYPART_ARC
(27,6),-0.561674 # DEPENDENCYPART_ARC
(27,8),-2.38364 # DEPENDENCYPART_ARC
(27,9),-2.28499 # DEPENDENCYPART_ARC
(27,10),-1.9825 # DEPENDENCYPART_ARC
(27,11),-2.00551 # DEPENDENCYPART_ARC
(27,14),-1.92783 # DEPENDENCYPART_ARC
(27,16),-1.96083 # DEPENDENCYPART_ARC
(27,17),-1.5339 # DEPENDENCYPART_ARC
(27,18),-1.77676 # DEPENDENCYPART_ARC
(27,19),-1.83767 # DEPENDENCYPART_ARC
(27,20),-1.81435 # DEPENDENCYPART_ARC
(27,21),-1.6131 # DEPENDENCYPART_ARC
(27,22),-1.70363 # DEPENDENCYPART_ARC
(27,23),-1.94466 # DEPENDENCYPART_ARC
(27,24),-0.934536 # DEPENDENCYPART_ARC
(27,25),-0.746672 # DEPENDENCYPART_ARC
(27,26),3.52505 # DEPENDENCYPART_ARC
(27,28),0.149636 # DEPENDENCYPART_ARC
(0,4),(0,6),-0.963203 # DEPENDENCYPART_SIBL
(0,4),(0,26),-0.948982 # DEPENDENCYPART_SIBL
(0,4),(0,27),-0.976516 # DEPENDENCYPART_SIBL
(0,6),(0,26),-0.932042 # DEPENDENCYPART_SIBL
(0,6),(0,27),-0.956674 # DEPENDENCYPART_SIBL
(0,26),(0,27),-0.976516 # DEPENDENCYPART_SIBL
(3,1),(3,2),0.154641 # DEPENDENCYPART_SIBL
(3,1),(3,4),-0.0180185 # DEPENDENCYPART_SIBL
(3,1),(3,5),-0.0315317 # DEPENDENCYPART_SIBL
(3,1),(3,10),0.140148 # DEPENDENCYPART_SIBL
(3,1),(3,11),-0.082042 # DEPENDENCYPART_SIBL
(3,1),(3,14),0.131588 # DEPENDENCYPART_SIBL
(3,1),(3,28),0.160453 # DEPENDENCYPART_SIBL
(3,2),(3,4),-0.151257 # DEPENDENCYPART_SIBL
(3,2),(3,5),0.101164 # DEPENDENCYPART_SIBL
(3,2),(3,10),-0.0519741 # DEPENDENCYPART_SIBL
(3,2),(3,11),-0.0752567 # DEPENDENCYPART_SIBL
(3,2),(3,14),0.111199 # DEPENDENCYPART_SIBL
(3,2),(3,28),-0.0352429 # DEPENDENCYPART_SIBL
(3,4),(3,5),-0.016471 # DEPENDENCYPART_SIBL
(3,4),(3,10),0.0225125 # DEPENDENCYPART_SIBL
(3,4),(3,11),0.00405852 # DEPENDENCYPART_SIBL
(3,4),(3,14),-0.0197999 # DEPENDENCYPART_SIBL
(3,4),(3,28),0.00236747 # DEPENDENCYPART_SIBL
(3,5),(3,10),-0.0388908 # DEPENDENCYPART_SIBL
(3,5),(3,11),0.0516476 # DEPENDENCYPART_SIBL
(3,5),(3,14),-0.0308558 # DEPENDENCYPART_SIBL
(3,5),(3,28),-0.0248033 # DEPENDENCYPART_SIBL
(3,10),(3,11),0.293255 # DEPENDENCYPART_SIBL
(3,10),(3,14),0.60846 # DEPENDENCYPART_SIBL
(3,10),(3,28),-0.00907373 # DEPENDENCYPART_SIBL
(3,11),(3,14),0.00601222 # DEPENDENCYPART_SIBL
(3,11),(3,28),-0.0131828 # DEPENDENCYPART_SIBL
(3,14),(3,28),-0.0296651 # DEPENDENCYPART_SIBL
(4,1),(4,2),-0.00769607 # DEPENDENCYPART_SIBL
(4,1),(4,3),0.0712318 # DEPENDENCYPART_SIBL
(4,1),(4,5),0.0242741 # DEPENDENCYPART_SIBL
(4,1),(4,6),0.111203 # DEPENDENCYPART_SIBL
(4,1),(4,8),0.183291 # DEPENDENCYPART_SIBL
(4,1),(4,10),0.140427 # DEPENDENCYPART_SIBL
(4,1),(4,12),0.0760816 # DEPENDENCYPART_SIBL
(4,1),(4,14),0.189031 # DEPENDENCYPART_SIBL
(4,1),(4,24),0.903848 # DEPENDENCYPART_SIBL
(4,1),(4,25),0.0760816 # DEPENDENCYPART_SIBL
(4,1),(4,27),0.133267 # DEPENDENCYPART_SIBL
(4,1),(4,28),0.120409 # DEPENDENCYPART_SIBL
(4,2),(4,3),-0.0479061 # DEPENDENCYPART_SIBL
(4,2),(4,5),0.022216 # DEPENDENCYPART_SIBL
(4,2),(4,6),-0.0574864 # DEPENDENCYPART_SIBL
(4,2),(4,8),0.0920581 # DEPENDENCYPART_SIBL
(4,2),(4,10),0.0230579 # DEPENDENCYPART_SIBL
(4,2),(4,12),-0.0357439 # DEPENDENCYPART_SIBL
(4,2),(4,14),0.120911 # DEPENDENCYPART_SIBL
(4,2),(4,24),-0.0221 # DEPENDENCYPART_SIBL
(4,2),(4,25),-0.0357439 # DEPENDENCYPART_SIBL
(4,2),(4,27),-0.0163706 # DEPENDENCYPART_SIBL
(4,2),(4,28),0.0154105 # DEPENDENCYPART_SIBL
(4,3),(4,5),-0.0795544 # DEPENDENCYPART_SIBL
(4,3),(4,6),-0.0310714 # DEPENDENCYPART_SIBL
(4,3),(4,8),0.012815 # DEPENDENCYPART_SIBL
(4,3),(4,10),0.0175918 # DEPENDENCYPART_SIBL
(4,3),(4,12),-0.103407 # DEPENDENCYPART_SIBL
(4,3),(4,14),0.0030956 # DEPENDENCYPART_SIBL
(4,3),(4,24),-0.0756781 # DEPENDENCYPART_SIBL
(4,3),(4,25),-0.103407 # DEPENDENCYPART_SIBL
(4,3),(4,27),-0.0197693 # DEPENDENCYPART_SIBL
(4,3),(4,28),-0.0140224 # DEPENDENCYPART_SIBL
(4,5),(4,6),0.0162986 # DEPENDENCYPART_SIBL
(4,5),(4,8),-0.0143163 # DEPENDENCYPART_SIBL
(4,5),(4,10),-0.00120272 # DEPENDENCYPART_SIBL
(4,5),(4,12),-0.0165322 # DEPENDENCYPART_SIBL
(4,5),(4,14),-0.0698461 # DEPENDENCYPART_SIBL
(4,5),(4,24),0.00399323 # DEPENDENCYPART_SIBL
(4,5),(4,25),-0.0165322 # DEPENDENCYPART_SIBL
(4,5),(4,27),-0.0189202 # DEPENDENCYPART_SIBL
(4,5),(4,28),0.0301869 # DEPENDENCYPART_SIBL
(4,6),(4,8),0.0019757 # DEPENDENCYPART_SIBL
(4,6),(4,10),-0.0289857 # DEPENDENCYPART_SIBL
(4,6),(4,12),0.029354 # DEPENDENCYPART_SIBL
(4,6),(4,14),-0.0373585 # DEPENDENCYPART_SIBL
(4,6),(4,24),0.0259457 # DEPENDENCYPART_SIBL
(4,6),(4,25),0.029354 # DEPENDENCYPART_SIBL
(4,6),(4,27),-0.0531087 # DEPENDENCYPART_SIBL
(4,6),(4,28),-0.00120393 # DEPENDENCYPART_SIBL
(4,8),(4,10),0.0527809 # DEPENDENCYPART_SIBL
(4,8),(4,12),0.132008 # DEPENDENCYPART_SIBL
(4,8),(4,14),-0.211831 # DEPENDENCYPART_SIBL
(4,8),(4,24),0.106349 # DEPENDENCYPART_SIBL
(4,8),(4,25),0.132008 # DEPENDENCYPART_SIBL
(4,8),(4,27),0.0451382 # DEPENDENCYPART_SIBL
(4,8),(4,28),0.11959 # DEPENDENCYPART_SIBL
(4,10),(4,12),0.0111823 # DEPENDENCYPART_SIBL
(4,10),(4,14),0.234063 # DEPENDENCYPART_SIBL
(4,10),(4,24),0.0280195 # DEPENDENCYPART_SIBL
(4,10),(4,25),0.0111823 # DEPENDENCYPART_SIBL
(4,10),(4,27),0.725644 # DEPENDENCYPART_SIBL
(4,10),(4,28),0.057058 # DEPENDENCYPART_SIBL
(4,12),(4,14),-0.037884 # DEPENDENCYPART_SIBL
(4,12),(4,24),-0.0262293 # DEPENDENCYPART_SIBL
(4,12),(4,25),-0.0628462 # DEPENDENCYPART_SIBL
(4,12),(4,27),0.0522863 # DEPENDENCYPART_SIBL
(4,12),(4,28),-0.0309568 # DEPENDENCYPART_SIBL
(4,14),(4,24),0.040465 # DEPENDENCYPART_SIBL
(4,14),(4,25),0.0830049 # DEPENDENCYPART_SIBL
(4,14),(4,27),-0.00497853 # DEPENDENCYPART_SIBL
(4,14),(4,28),0.05725 # DEPENDENCYPART_SIBL
(4,24),(4,25),0.0219718 # DEPENDENCYPART_SIBL
(4,24),(4,27),0.00886289 # DEPENDENCYPART_SIBL
(4,24),(4,28),-0.00400364 # DEPENDENCYPART_SIBL
(4,25),(4,27),0.0522863 # DEPENDENCYPART_SIBL
(4,25),(4,28),-0.0309568 # DEPENDENCYPART_SIBL
(4,27),(4,28),0.0548698 # DEPENDENCYPART_SIBL
(5,1),(5,2),0.47583 # DEPENDENCYPART_SIBL
(5,1),(5,3),0.436423 # DEPENDENCYPART_SIBL
(5,1),(5,6),0.0127859 # DEPENDENCYPART_SIBL
(5,1),(5,8),-0.0912651 # DEPENDENCYPART_SIBL
(5,1),(5,10),-0.0207376 # DEPENDENCYPART_SIBL
(5,1),(5,11),-0.109272 # DEPENDENCYPART_SIBL
(5,1),(5,12),-0.102139 # DEPENDENCYPART_SIBL
(5,1),(5,15),-0.109443 # DEPENDENCYPART_SIBL
(5,1),(5,17),-0.0207376 # DEPENDENCYPART_SIBL
(5,1),(5,18),-0.109443 # DEPENDENCYPART_SIBL
(5,1),(5,28),0.0621303 # DEPENDENCYPART_SIBL
(5,2),(5,3),0.312199 # DEPENDENCYPART_SIBL
(5,2),(5,6),0.0706581 # DEPENDENCYPART_SIBL
(5,2),(5,8),0.149726 # DEPENDENCYPART_SIBL
(5,2),(5,10),0.096049 # DEPENDENCYPART_SIBL
(5,2),(5,11),0.00849231 # DEPENDENCYPART_SIBL
(5,2),(5,12),-0.156214 # DEPENDENCYPART_SIBL
(5,2),(5,15),0.087911 # DEPENDENCYPART_SIBL
(5,2),(5,17),0.096049 # DEPENDENCYPART_SIBL
(5,2),(5,18),0.087911 # DEPENDENCYPART_SIBL
(5,2),(5,28),0.0237667 # DEPENDENCYPART_SIBL
(5,3),(5,6),-0.0228946 # DEPENDENCYPART_SIBL
(5,3),(5,8),-0.061748 # DEPENDENCYPART_SIBL
(5,3),(5,10),-0.0389085 # DEPENDENCYPART_SIBL
(5,3),(5,11),-0.0190544 # DEPENDENCYPART_SIBL
(5,3),(5,12),-0.0551537 # DEPENDENCYPART_SIBL
(5,3),(5,15),-0.0645282 # DEPENDENCYPART_SIBL
(5,3),(5,17),-0.0389085 # DEPENDENCYPART_SIBL
(5,3),(5,18),-0.0645282 # DEPENDENCYPART_SIBL
(5,3),(5,28),-0.0101886 # DEPENDENCYPART_SIBL
(5,6),(5,8),-0.25832 # DEPENDENCYPART_SIBL
(5,6),(5,10),0.241588 # DEPENDENCYPART_SIBL
(5,6),(5,11),-0.0717393 # DEPENDENCYPART_SIBL
(5,6),(5,12),0.248063 # DEPENDENCYPART_SIBL
(5,6),(5,15),0.163846 # DEPENDENCYPART_SIBL
(5,6),(5,17),0.241588 # DEPENDENCYPART_SIBL
(5,6),(5,18),0.163846 # DEPENDENCYPART_SIBL
(5,6),(5,28),0.141437 # DEPENDENCYPART_SIBL
(5,8),(5,10),0.0338131 # DEPENDENCYPART_SIBL
(5,8),(5,11),-0.434262 # DEPENDENCYPART_SIBL
(5,8),(5,12),0.0882295 # DEPENDENCYPART_SIBL
(5,8),(5,15),0.0233038 # DEPENDENCYPART_SIBL
(5,8),(5,17),0.0338131 # DEPENDENCYPART_SIBL
(5,8),(5,18),0.0233038 # DEPENDENCYPART_SIBL
(5,8),(5,28),0.0234205 # DEPENDENCYPART_SIBL
(5,10),(5,11),0.286057 # DEPENDENCYPART_SIBL
(5,10),(5,12),-0.0255722 # DEPENDENCYPART_SIBL
(5,10),(5,15),1.23827 # DEPENDENCYPART_SIBL
(5,10),(5,17),-0.352993 # DEPENDENCYPART_SIBL
(5,10),(5,18),1.23827 # DEPENDENCYPART_SIBL
(5,10),(5,28),0.0293292 # DEPENDENCYPART_SIBL
(5,11),(5,12),-0.0433408 # DEPENDENCYPART_SIBL
(5,11),(5,15),-0.0130381 # DEPENDENCYPART_SIBL
(5,11),(5,17),-0.0710057 # DEPENDENCYPART_SIBL
(5,11),(5,18),-0.0130381 # DEPENDENCYPART_SIBL
(5,11),(5,28),-0.0129912 # DEPENDENCYPART_SIBL
(5,12),(5,15),0.738547 # DEPENDENCYPART_SIBL
(5,12),(5,17),0.161869 # DEPENDENCYPART_SIBL
(5,12),(5,18),0.738547 # DEPENDENCYPART_SIBL
(5,12),(5,28),0.1275 # DEPENDENCYPART_SIBL
(5,15),(5,17),0.184756 # DEPENDENCYPART_SIBL
(5,15),(5,18),0.0224586 # DEPENDENCYPART_SIBL
(5,15),(5,28),0.165943 # DEPENDENCYPART_SIBL
(5,17),(5,18),1.23827 # DEPENDENCYPART_SIBL
(5,17),(5,28),0.0293292 # DEPENDENCYPART_SIBL
(5,18),(5,28),0.165943 # DEPENDENCYPART_SIBL
(6,1),(6,2),-0.0553425 # DEPENDENCYPART_SIBL
(6,1),(6,3),0.0708091 # DEPENDENCYPART_SIBL
(6,1),(6,4),0.234061 # DEPENDENCYPART_SIBL
(6,1),(6,5),0.145677 # DEPENDENCYPART_SIBL
(6,1),(6,8),0.0782465 # DEPENDENCYPART_SIBL
(6,1),(6,9),0.0392726 # DEPENDENCYPART_SIBL
(6,1),(6,10),0.0554461 # DEPENDENCYPART_SIBL
(6,1),(6,11),0.0233585 # DEPENDENCYPART_SIBL
(6,1),(6,12),-0.01593 # DEPENDENCYPART_SIBL
(6,1),(6,14),0.0757164 # DEPENDENCYPART_SIBL
(6,1),(6,15),-0.0224764 # DEPENDENCYPART_SIBL
(6,1),(6,16),0.0657256 # DEPENDENCYPART_SIBL
(6,1),(6,17),0.0554461 # DEPENDENCYPART_SIBL
(6,1),(6,20),0.0386657 # DEPENDENCYPART_SIBL
(6,1),(6,21),-0.0257961 # DEPENDENCYPART_SIBL
(6,1),(6,24),0.777345 # DEPENDENCYPART_SIBL
(6,1),(6,25),-0.01593 # DEPENDENCYPART_SIBL
(6,1),(6,26),0.0641282 # DEPENDENCYPART_SIBL
(6,1),(6,27),0.0323713 # DEPENDENCYPART_SIBL
(6,1),(6,28),-0.0291019 # DEPENDENCYPART_SIBL
(6,2),(6,3),-0.00559441 # DEPENDENCYPART_SIBL
(6,2),(6,4),0.0884477 # DEPENDENCYPART_SIBL
(6,2),(6,5),0.0235753 # DEPENDENCYPART_SIBL
(6,2),(6,8),0.207474 # DEPENDENCYPART_SIBL
(6,2),(6,9),0.205472 # DEPENDENCYPART_SIBL
(6,2),(6,10),0.171268 # DEPENDENCYPART_SIBL
(6,2),(6,11),0.20292 # DEPENDENCYPART_SIBL
(6,2),(6,12),0.184996 # DEPENDENCYPART_SIBL
(6,2),(6,14),0.228074 # DEPENDENCYPART_SIBL
(6,2),(6,15),0.18245 # DEPENDENCYPART_SIBL
(6,2),(6,16),0.217742 # DEPENDENCYPART_SIBL
(6,2),(6,17),0.171268 # DEPENDENCYPART_SIBL
(6,2),(6,20),0.213826 # DEPENDENCYPART_SIBL
(6,2),(6,21),0.105258 # DEPENDENCYPART_SIBL
(6,2),(6,24),0.180864 # DEPENDENCYPART_SIBL
(6,2),(6,25),0.184996 # DEPENDENCYPART_SIBL
(6,2),(6,26),0.0725917 # DEPENDENCYPART_SIBL
(6,2),(6,27),0.13371 # DEPENDENCYPART_SIBL
(6,2),(6,28),0.172001 # DEPENDENCYPART_SIBL
(6,3),(6,4),0.140809 # DEPENDENCYPART_SIBL
(6,3),(6,5),0.0154763 # DEPENDENCYPART_SIBL
(6,3),(6,8),0.00834178 # DEPENDENCYPART_SIBL
(6,3),(6,9),-0.014246 # DEPENDENCYPART_SIBL
(6,3),(6,10),-0.0197718 # DEPENDENCYPART_SIBL
(6,3),(6,11),-0.01625 # DEPENDENCYPART_SIBL
(6,3),(6,12),-0.049087 # DEPENDENCYPART_SIBL
(6,3),(6,14),-0.0130867 # DEPENDENCYPART_SIBL
(6,3),(6,15),-0.0346362 # DEPENDENCYPART_SIBL
(6,3),(6,16),-0.000345195 # DEPENDENCYPART_SIBL
(6,3),(6,17),-0.0197718 # DEPENDENCYPART_SIBL
(6,3),(6,20),-0.0137996 # DEPENDENCYPART_SIBL
(6,3),(6,21),-0.0381228 # DEPENDENCYPART_SIBL
(6,3),(6,24),-0.00768205 # DEPENDENCYPART_SIBL
