# _root_ Com_a factor normalitzador hi ha el fet que el gruix d' atestats penals , que fan els Mossos_d'_Esquadra , entra als jutjats en llengua catalana .
#goldHeads=5,1,2,5,0,7,5,20,10,20,10,11,12,16,16,10,18,16,16,7,20,21,20,23,24,5,
#predictedHeads=5,1,2,5,0,7,5,20,10,20,10,11,12,16,16,10,18,16,16,7,20,21,22,23,24,5,
(10,5),-2.48226 # DEPENDENCYPART_ARC
(10,6),-2.25852 # DEPENDENCYPART_ARC
(10,7),-2.23487 # DEPENDENCYPART_ARC
(10,8),-1.08183 # DEPENDENCYPART_ARC
(10,9),1.4913 # DEPENDENCYPART_ARC
(10,11),0.961823 # DEPENDENCYPART_ARC
(10,12),-0.754768 # DEPENDENCYPART_ARC
(10,13),-1.37973 # DEPENDENCYPART_ARC
(10,14),-0.93654 # DEPENDENCYPART_ARC
(10,16),-0.970271 # DEPENDENCYPART_ARC
(10,18),-2.00785 # DEPENDENCYPART_ARC
(10,19),-1.19282 # DEPENDENCYPART_ARC
(10,20),-1.75668 # DEPENDENCYPART_ARC
(10,21),-1.94262 # DEPENDENCYPART_ARC
(10,23),-1.60746 # DEPENDENCYPART_ARC
(10,25),-2.61053 # DEPENDENCYPART_ARC
(10,26),-2.18078 # DEPENDENCYPART_ARC
(11,1),-2.28521 # DEPENDENCYPART_ARC
(11,8),-1.89706 # DEPENDENCYPART_ARC
(11,9),-1.96764 # DEPENDENCYPART_ARC
(11,10),-1.27855 # DEPENDENCYPART_ARC
(11,12),2.50403 # DEPENDENCYPART_ARC
(11,13),-0.578463 # DEPENDENCYPART_ARC
(11,14),-1.22583 # DEPENDENCYPART_ARC
(11,16),-2.38367 # DEPENDENCYPART_ARC
(12,1),-1.79851 # DEPENDENCYPART_ARC
(12,5),-1.38874 # DEPENDENCYPART_ARC
(12,6),-2.99061 # DEPENDENCYPART_ARC
(12,8),-1.93568 # DEPENDENCYPART_ARC
(12,9),-1.40939 # DEPENDENCYPART_ARC
(12,10),-2.02029 # DEPENDENCYPART_ARC
(12,13),1.28431 # DEPENDENCYPART_ARC
(12,14),-1.1421 # DEPENDENCYPART_ARC
(12,16),-0.539297 # DEPENDENCYPART_ARC
(12,18),-1.85806 # DEPENDENCYPART_ARC
(12,19),-1.6133 # DEPENDENCYPART_ARC
(12,20),-2.26811 # DEPENDENCYPART_ARC
(12,25),-3.77573 # DEPENDENCYPART_ARC
(12,26),-2.28151 # DEPENDENCYPART_ARC
(13,9),-2.546 # DEPENDENCYPART_ARC
(13,11),-1.00906 # DEPENDENCYPART_ARC
(13,14),-1.29264 # DEPENDENCYPART_ARC
(13,16),-1.96033 # DEPENDENCYPART_ARC
(13,18),-2.34187 # DEPENDENCYPART_ARC
(13,20),-3.01624 # DEPENDENCYPART_ARC
(13,23),-2.53869 # DEPENDENCYPART_ARC
(14,13),-1.05848 # DEPENDENCYPART_ARC
(16,1),-1.94798 # DEPENDENCYPART_ARC
(16,4),-4.06025 # DEPENDENCYPART_ARC
(16,5),-3.10167 # DEPENDENCYPART_ARC
(16,7),-2.88011 # DEPENDENCYPART_ARC
(16,8),-0.406917 # DEPENDENCYPART_ARC
(16,9),-4.18512 # DEPENDENCYPART_ARC
(16,10),-2.44871 # DEPENDENCYPART_ARC
(16,11),-2.01621 # DEPENDENCYPART_ARC
(16,12),-1.70329 # DEPENDENCYPART_ARC
(16,13),-1.64991 # DEPENDENCYPART_ARC
(16,14),-0.148466 # DEPENDENCYPART_ARC
(16,15),2.74853 # DEPENDENCYPART_ARC
(16,18),0.886547 # DEPENDENCYPART_ARC
(16,19),0.0222294 # DEPENDENCYPART_ARC
(16,20),-0.546098 # DEPENDENCYPART_ARC
(16,21),-0.651715 # DEPENDENCYPART_ARC
(16,23),-0.361222 # DEPENDENCYPART_ARC
(16,25),-2.56093 # DEPENDENCYPART_ARC
(16,26),-1.32318 # DEPENDENCYPART_ARC
(17,18),-1.07738 # DEPENDENCYPART_ARC
(18,13),-2.76675 # DEPENDENCYPART_ARC
(18,16),-1.00418 # DEPENDENCYPART_ARC
(18,17),1.15581 # DEPENDENCYPART_ARC
(18,19),-0.844235 # DEPENDENCYPART_ARC
(18,20),-1.76948 # DEPENDENCYPART_ARC
(18,21),-2.07681 # DEPENDENCYPART_ARC
(18,23),-2.03867 # DEPENDENCYPART_ARC
(18,25),-1.91916 # DEPENDENCYPART_ARC
(20,1),-1.69835 # DEPENDENCYPART_ARC
(20,2),-2.48108 # DEPENDENCYPART_ARC
(20,3),-2.37145 # DEPENDENCYPART_ARC
(20,4),-3.90397 # DEPENDENCYPART_ARC
(20,5),-3.20652 # DEPENDENCYPART_ARC
(20,7),-1.58362 # DEPENDENCYPART_ARC
(20,8),0.180457 # DEPENDENCYPART_ARC
(20,9),-3.74361 # DEPENDENCYPART_ARC
(20,10),-1.21222 # DEPENDENCYPART_ARC
(20,11),-2.21515 # DEPENDENCYPART_ARC
(20,12),-2.06258 # DEPENDENCYPART_ARC
(20,13),-1.90682 # DEPENDENCYPART_ARC
(20,14),-1.03653 # DEPENDENCYPART_ARC
(20,15),0.227193 # DEPENDENCYPART_ARC
(20,16),-1.11572 # DEPENDENCYPART_ARC
(20,17),-2.17893 # DEPENDENCYPART_ARC
(20,18),-0.159478 # DEPENDENCYPART_ARC
(20,19),-0.0655808 # DEPENDENCYPART_ARC
(20,21),1.22065 # DEPENDENCYPART_ARC
(20,22),0.0429995 # DEPENDENCYPART_ARC
(20,23),0.185141 # DEPENDENCYPART_ARC
(20,24),-1.00558 # DEPENDENCYPART_ARC
(20,25),-1.23104 # DEPENDENCYPART_ARC
(20,26),-0.470465 # DEPENDENCYPART_ARC
(21,19),-1.63718 # DEPENDENCYPART_ARC
(21,20),-1.26318 # DEPENDENCYPART_ARC
(21,22),2.83202 # DEPENDENCYPART_ARC
(21,23),-1.22497 # DEPENDENCYPART_ARC
(21,24),-1.5283 # DEPENDENCYPART_ARC
(21,25),-3.46586 # DEPENDENCYPART_ARC
(22,1),-2.94655 # DEPENDENCYPART_ARC
(22,17),-3.05507 # DEPENDENCYPART_ARC
(22,21),-1.82349 # DEPENDENCYPART_ARC
(22,23),0.274624 # DEPENDENCYPART_ARC
(22,24),-0.868758 # DEPENDENCYPART_ARC
(22,25),-2.25528 # DEPENDENCYPART_ARC
(22,26),-1.25643 # DEPENDENCYPART_ARC
(23,21),-1.37136 # DEPENDENCYPART_ARC
(23,24),2.66056 # DEPENDENCYPART_ARC
(23,25),-0.651856 # DEPENDENCYPART_ARC
(24,21),-3.11448 # DEPENDENCYPART_ARC
(24,25),1.34029 # DEPENDENCYPART_ARC
(24,26),-1.11098 # DEPENDENCYPART_ARC
(25,21),-2.2293 # DEPENDENCYPART_ARC
(25,23),-1.5255 # DEPENDENCYPART_ARC
(0,1),(0,5),-0.413894 # DEPENDENCYPART_SIBL
(0,1),(0,7),-0.00131056 # DEPENDENCYPART_SIBL
(0,1),(0,16),-0.38807 # DEPENDENCYPART_SIBL
(0,1),(0,20),-0.394598 # DEPENDENCYPART_SIBL
(0,5),(0,7),-0.278891 # DEPENDENCYPART_SIBL
(0,5),(0,16),-0.951125 # DEPENDENCYPART_SIBL
(0,5),(0,20),-0.946171 # DEPENDENCYPART_SIBL
(0,7),(0,16),-0.43647 # DEPENDENCYPART_SIBL
(0,7),(0,20),-0.435178 # DEPENDENCYPART_SIBL
(0,16),(0,20),-0.93321 # DEPENDENCYPART_SIBL
(1,2),(1,3),-0.326741 # DEPENDENCYPART_SIBL
(1,2),(1,5),-0.391097 # DEPENDENCYPART_SIBL
(1,2),(1,8),-0.26577 # DEPENDENCYPART_SIBL
(1,2),(1,14),0.126813 # DEPENDENCYPART_SIBL
(1,2),(1,19),0.126813 # DEPENDENCYPART_SIBL
(1,2),(1,26),0.0566459 # DEPENDENCYPART_SIBL
(1,3),(1,5),-0.172155 # DEPENDENCYPART_SIBL
(1,3),(1,8),-0.216045 # DEPENDENCYPART_SIBL
(1,3),(1,14),-0.101859 # DEPENDENCYPART_SIBL
(1,3),(1,19),-0.101859 # DEPENDENCYPART_SIBL
(1,3),(1,26),-0.0154539 # DEPENDENCYPART_SIBL
(1,5),(1,8),-0.0742227 # DEPENDENCYPART_SIBL
(1,5),(1,14),0.0900447 # DEPENDENCYPART_SIBL
(1,5),(1,19),0.0900447 # DEPENDENCYPART_SIBL
(1,5),(1,26),0.0750949 # DEPENDENCYPART_SIBL
(1,8),(1,14),-0.0730003 # DEPENDENCYPART_SIBL
(1,8),(1,19),-0.0730003 # DEPENDENCYPART_SIBL
(1,8),(1,26),-0.00227252 # DEPENDENCYPART_SIBL
(1,14),(1,19),-0.287516 # DEPENDENCYPART_SIBL
(1,14),(1,26),-0.0328725 # DEPENDENCYPART_SIBL
(1,19),(1,26),-0.0328725 # DEPENDENCYPART_SIBL
(2,1),(2,3),0.00387083 # DEPENDENCYPART_SIBL
(2,1),(2,4),0.0246614 # DEPENDENCYPART_SIBL
(2,1),(2,5),-0.0333903 # DEPENDENCYPART_SIBL
(2,1),(2,7),0.027401 # DEPENDENCYPART_SIBL
(2,1),(2,8),-0.108402 # DEPENDENCYPART_SIBL
(2,1),(2,10),0.02537 # DEPENDENCYPART_SIBL
(2,1),(2,11),-0.000248936 # DEPENDENCYPART_SIBL
(2,1),(2,13),-0.00121469 # DEPENDENCYPART_SIBL
(2,1),(2,14),0.00453799 # DEPENDENCYPART_SIBL
(2,1),(2,16),0.0191558 # DEPENDENCYPART_SIBL
(2,1),(2,18),0.0315121 # DEPENDENCYPART_SIBL
(2,1),(2,19),0.00453799 # DEPENDENCYPART_SIBL
(2,1),(2,20),0.0109475 # DEPENDENCYPART_SIBL
(2,1),(2,26),0.0688655 # DEPENDENCYPART_SIBL
(2,3),(2,4),0.0445144 # DEPENDENCYPART_SIBL
(2,3),(2,5),0.0419473 # DEPENDENCYPART_SIBL
(2,3),(2,7),0.0149531 # DEPENDENCYPART_SIBL
(2,3),(2,8),-0.0971937 # DEPENDENCYPART_SIBL
(2,3),(2,10),0.00938725 # DEPENDENCYPART_SIBL
(2,3),(2,11),-0.0255602 # DEPENDENCYPART_SIBL
(2,3),(2,13),-0.0501205 # DEPENDENCYPART_SIBL
(2,3),(2,14),-0.0184072 # DEPENDENCYPART_SIBL
(2,3),(2,16),0.00841933 # DEPENDENCYPART_SIBL
(2,3),(2,18),0.0162958 # DEPENDENCYPART_SIBL
(2,3),(2,19),-0.0184072 # DEPENDENCYPART_SIBL
(2,3),(2,20),0.00942857 # DEPENDENCYPART_SIBL
(2,3),(2,26),-0.0194548 # DEPENDENCYPART_SIBL
(2,4),(2,5),-0.00665511 # DEPENDENCYPART_SIBL
(2,4),(2,7),0.0184564 # DEPENDENCYPART_SIBL
(2,4),(2,8),-0.0791411 # DEPENDENCYPART_SIBL
(2,4),(2,10),0.00386886 # DEPENDENCYPART_SIBL
(2,4),(2,11),0.0212336 # DEPENDENCYPART_SIBL
(2,4),(2,13),0.0194383 # DEPENDENCYPART_SIBL
(2,4),(2,14),0.0318059 # DEPENDENCYPART_SIBL
(2,4),(2,16),-0.0171728 # DEPENDENCYPART_SIBL
(2,4),(2,18),0.00705054 # DEPENDENCYPART_SIBL
(2,4),(2,19),0.0318059 # DEPENDENCYPART_SIBL
(2,4),(2,20),-0.0225679 # DEPENDENCYPART_SIBL
(2,4),(2,26),-0.011926 # DEPENDENCYPART_SIBL
(2,5),(2,7),0.0137163 # DEPENDENCYPART_SIBL
(2,5),(2,8),-0.0425685 # DEPENDENCYPART_SIBL
(2,5),(2,10),-0.00400595 # DEPENDENCYPART_SIBL
(2,5),(2,11),0.00379781 # DEPENDENCYPART_SIBL
(2,5),(2,13),-0.00917477 # DEPENDENCYPART_SIBL
(2,5),(2,14),0.0585046 # DEPENDENCYPART_SIBL
(2,5),(2,16),-0.0805666 # DEPENDENCYPART_SIBL
(2,5),(2,18),-0.000810487 # DEPENDENCYPART_SIBL
(2,5),(2,19),0.0585046 # DEPENDENCYPART_SIBL
(2,5),(2,20),-0.0815635 # DEPENDENCYPART_SIBL
(2,5),(2,26),0.0121347 # DEPENDENCYPART_SIBL
(2,7),(2,8),-0.113291 # DEPENDENCYPART_SIBL
(2,7),(2,10),0.0647042 # DEPENDENCYPART_SIBL
(2,7),(2,11),0.063894 # DEPENDENCYPART_SIBL
(2,7),(2,13),0.0312175 # DEPENDENCYPART_SIBL
(2,7),(2,14),0.0473473 # DEPENDENCYPART_SIBL
(2,7),(2,16),0.0435851 # DEPENDENCYPART_SIBL
(2,7),(2,18),0.0562547 # DEPENDENCYPART_SIBL
(2,7),(2,19),0.0473473 # DEPENDENCYPART_SIBL
(2,7),(2,20),0.0328965 # DEPENDENCYPART_SIBL
(2,7),(2,26),0.0324393 # DEPENDENCYPART_SIBL
(2,8),(2,10),0.0340779 # DEPENDENCYPART_SIBL
(2,8),(2,11),-0.111564 # DEPENDENCYPART_SIBL
(2,8),(2,13),0.00136907 # DEPENDENCYPART_SIBL
(2,8),(2,14),-0.109437 # DEPENDENCYPART_SIBL
(2,8),(2,16),-0.121031 # DEPENDENCYPART_SIBL
(2,8),(2,18),0.0379534 # DEPENDENCYPART_SIBL
(2,8),(2,19),-0.109437 # DEPENDENCYPART_SIBL
(2,8),(2,20),-0.123394 # DEPENDENCYPART_SIBL
(2,8),(2,26),-0.0943244 # DEPENDENCYPART_SIBL
(2,10),(2,11),0.0308787 # DEPENDENCYPART_SIBL
(2,10),(2,13),0.024922 # DEPENDENCYPART_SIBL
(2,10),(2,14),0.0229695 # DEPENDENCYPART_SIBL
(2,10),(2,16),0.0175164 # DEPENDENCYPART_SIBL
(2,10),(2,18),0.00936426 # DEPENDENCYPART_SIBL
(2,10),(2,19),0.0229695 # DEPENDENCYPART_SIBL
(2,10),(2,20),0.0067598 # DEPENDENCYPART_SIBL
(2,10),(2,26),-0.00825727 # DEPENDENCYPART_SIBL
(2,11),(2,13),0.0396307 # DEPENDENCYPART_SIBL
(2,11),(2,14),0.0165545 # DEPENDENCYPART_SIBL
(2,11),(2,16),0.0061962 # DEPENDENCYPART_SIBL
(2,11),(2,18),0.0240169 # DEPENDENCYPART_SIBL
(2,11),(2,19),0.0165545 # DEPENDENCYPART_SIBL
(2,11),(2,20),-0.00523975 # DEPENDENCYPART_SIBL
(2,11),(2,26),0.025936 # DEPENDENCYPART_SIBL
(2,13),(2,14),5.34002e-05 # DEPENDENCYPART_SIBL
(2,13),(2,16),0.0147396 # DEPENDENCYPART_SIBL
(2,13),(2,18),0.0210449 # DEPENDENCYPART_SIBL
(2,13),(2,19),5.34002e-05 # DEPENDENCYPART_SIBL
(2,13),(2,20),0.0167599 # DEPENDENCYPART_SIBL
(2,13),(2,26),-0.00779943 # DEPENDENCYPART_SIBL
(2,14),(2,16),-0.00873472 # DEPENDENCYPART_SIBL
(2,14),(2,18),0.405873 # DEPENDENCYPART_SIBL
(2,14),(2,19),0.0337213 # DEPENDENCYPART_SIBL
(2,14),(2,20),-0.0517674 # DEPENDENCYPART_SIBL
(2,14),(2,26),0.00385174 # DEPENDENCYPART_SIBL
(2,16),(2,18),0.0122761 # DEPENDENCYPART_SIBL
(2,16),(2,19),0.0314563 # DEPENDENCYPART_SIBL
(2,16),(2,20),-0.0677298 # DEPENDENCYPART_SIBL
(2,16),(2,26),0.00369979 # DEPENDENCYPART_SIBL
(2,18),(2,19),0.0651649 # DEPENDENCYPART_SIBL
(2,18),(2,20),0.0402901 # DEPENDENCYPART_SIBL
(2,18),(2,26),0.0169829 # DEPENDENCYPART_SIBL
(2,19),(2,20),-0.0517674 # DEPENDENCYPART_SIBL
(2,19),(2,26),0.00385174 # DEPENDENCYPART_SIBL
(2,20),(2,26),0.0387934 # DEPENDENCYPART_SIBL
(3,4),(3,5),-0.0459542 # DEPENDENCYPART_SIBL
(3,4),(3,7),-0.0801479 # DEPENDENCYPART_SIBL
(3,4),(3,8),-0.0452885 # DEPENDENCYPART_SIBL
(3,5),(3,7),-0.046065 # DEPENDENCYPART_SIBL
(3,5),(3,8),-0.010406 # DEPENDENCYPART_SIBL
(3,7),(3,8),-0.0715126 # DEPENDENCYPART_SIBL
(4,7),(4,10),-0.10749 # DEPENDENCYPART_SIBL
(5,1),(5,2),-0.026147 # DEPENDENCYPART_SIBL
(5,1),(5,3),-0.00521318 # DEPENDENCYPART_SIBL
(5,1),(5,4),0.70531 # DEPENDENCYPART_SIBL
(5,1),(5,7),0.106335 # DEPENDENCYPART_SIBL
(5,1),(5,8),-0.0669931 # DEPENDENCYPART_SIBL
(5,1),(5,10),0.0964285 # DEPENDENCYPART_SIBL
(5,1),(5,11),-0.068779 # DEPENDENCYPART_SIBL
(5,1),(5,14),-0.0100294 # DEPENDENCYPART_SIBL
(5,1),(5,16),0.0507191 # DEPENDENCYPART_SIBL
(5,1),(5,19),-0.0100294 # DEPENDENCYPART_SIBL
(5,1),(5,20),0.0586694 # DEPENDENCYPART_SIBL
(5,1),(5,21),-0.0353286 # DEPENDENCYPART_SIBL
(5,1),(5,23),-0.0269099 # DEPENDENCYPART_SIBL
(5,1),(5,26),0.135342 # DEPENDENCYPART_SIBL
(5,2),(5,3),-0.160276 # DEPENDENCYPART_SIBL
(5,2),(5,4),0.360871 # DEPENDENCYPART_SIBL
(5,2),(5,7),0.058064 # DEPENDENCYPART_SIBL
(5,2),(5,8),-0.0984632 # DEPENDENCYPART_SIBL
(5,2),(5,10),0.0225622 # DEPENDENCYPART_SIBL
(5,2),(5,11),-0.060028 # DEPENDENCYPART_SIBL
(5,2),(5,14),-0.0917597 # DEPENDENCYPART_SIBL
(5,2),(5,16),-0.0264697 # DEPENDENCYPART_SIBL
(5,2),(5,19),-0.0917597 # DEPENDENCYPART_SIBL
(5,2),(5,20),-0.00810744 # DEPENDENCYPART_SIBL
(5,2),(5,21),-0.040802 # DEPENDENCYPART_SIBL
(5,2),(5,23),0.0412725 # DEPENDENCYPART_SIBL
(5,2),(5,26),-0.00122754 # DEPENDENCYPART_SIBL
(5,3),(5,4),0.568621 # DEPENDENCYPART_SIBL
(5,3),(5,7),0.0909005 # DEPENDENCYPART_SIBL
(5,3),(5,8),-0.0427612 # DEPENDENCYPART_SIBL
(5,3),(5,10),0.0790766 # DEPENDENCYPART_SIBL
(5,3),(5,11),-0.0485047 # DEPENDENCYPART_SIBL
(5,3),(5,14),0.024285 # DEPENDENCYPART_SIBL
(5,3),(5,16),0.0152984 # DEPENDENCYPART_SIBL
(5,3),(5,19),0.024285 # DEPENDENCYPART_SIBL
(5,3),(5,20),0.0217788 # DEPENDENCYPART_SIBL
(5,3),(5,21),-0.0104515 # DEPENDENCYPART_SIBL
(5,3),(5,23),0.06455 # DEPENDENCYPART_SIBL
(5,3),(5,26),0.0879107 # DEPENDENCYPART_SIBL
(5,4),(5,7),0.601257 # DEPENDENCYPART_SIBL
(5,4),(5,8),0.446915 # DEPENDENCYPART_SIBL
(5,4),(5,10),0.561256 # DEPENDENCYPART_SIBL
(5,4),(5,11),0.278412 # DEPENDENCYPART_SIBL
(5,4),(5,14),0.572477 # DEPENDENCYPART_SIBL
(5,4),(5,16),0.410949 # DEPENDENCYPART_SIBL
(5,4),(5,19),0.572477 # DEPENDENCYPART_SIBL
(5,4),(5,20),0.410996 # DEPENDENCYPART_SIBL
(5,4),(5,21),0.456392 # DEPENDENCYPART_SIBL
(5,4),(5,23),0.591306 # DEPENDENCYPART_SIBL
(5,4),(5,26),0.7123 # DEPENDENCYPART_SIBL
(5,7),(5,8),-0.0729679 # DEPENDENCYPART_SIBL
(5,7),(5,10),-0.243338 # DEPENDENCYPART_SIBL
(5,7),(5,11),0.0263579 # DEPENDENCYPART_SIBL
(5,7),(5,14),0.0810229 # DEPENDENCYPART_SIBL
(5,7),(5,16),0.0383827 # DEPENDENCYPART_SIBL
(5,7),(5,19),0.0810229 # DEPENDENCYPART_SIBL
(5,7),(5,20),0.0373301 # DEPENDENCYPART_SIBL
(5,7),(5,21),0.248597 # DEPENDENCYPART_SIBL
(5,7),(5,23),0.212891 # DEPENDENCYPART_SIBL
(5,7),(5,26),0.0994636 # DEPENDENCYPART_SIBL
(5,8),(5,10),-0.0975441 # DEPENDENCYPART_SIBL
(5,8),(5,11),-0.0805622 # DEPENDENCYPART_SIBL
(5,8),(5,14),-0.0433207 # DEPENDENCYPART_SIBL
(5,8),(5,16),0.0857612 # DEPENDENCYPART_SIBL
(5,8),(5,19),-0.0433207 # DEPENDENCYPART_SIBL
(5,8),(5,20),0.0737729 # DEPENDENCYPART_SIBL
(5,8),(5,21),-0.105796 # DEPENDENCYPART_SIBL
(5,8),(5,23),-0.119283 # DEPENDENCYPART_SIBL
(5,8),(5,26),-0.0806401 # DEPENDENCYPART_SIBL
(5,10),(5,11),-0.00363504 # DEPENDENCYPART_SIBL
(5,10),(5,14),0.0968361 # DEPENDENCYPART_SIBL
(5,10),(5,16),0.0441639 # DEPENDENCYPART_SIBL
(5,10),(5,19),0.0968361 # DEPENDENCYPART_SIBL
(5,10),(5,20),0.0430774 # DEPENDENCYPART_SIBL
(5,10),(5,21),0.229002 # DEPENDENCYPART_SIBL
(5,10),(5,23),0.148828 # DEPENDENCYPART_SIBL
(5,10),(5,26),0.0825064 # DEPENDENCYPART_SIBL
(5,11),(5,14),-0.0472737 # DEPENDENCYPART_SIBL
(5,11),(5,16),0.0327336 # DEPENDENCYPART_SIBL
(5,11),(5,19),-0.0472737 # DEPENDENCYPART_SIBL
(5,11),(5,20),0.00771992 # DEPENDENCYPART_SIBL
(5,11),(5,21),-0.113606 # DEPENDENCYPART_SIBL
(5,11),(5,23),-0.115158 # DEPENDENCYPART_SIBL
(5,11),(5,26),0.0194688 # DEPENDENCYPART_SIBL
(5,14),(5,16),0.142882 # DEPENDENCYPART_SIBL
(5,14),(5,19),-0.0628462 # DEPENDENCYPART_SIBL
(5,14),(5,20),0.0935106 # DEPENDENCYPART_SIBL
(5,14),(5,21),-0.0678212 # DEPENDENCYPART_SIBL
(5,14),(5,23),-0.0996109 # DEPENDENCYPART_SIBL
(5,14),(5,26),-0.0309568 # DEPENDENCYPART_SIBL
(5,16),(5,19),-0.00711069 # DEPENDENCYPART_SIBL
(5,16),(5,20),-0.0340972 # DEPENDENCYPART_SIBL
(5,16),(5,21),-0.00777755 # DEPENDENCYPART_SIBL
(5,16),(5,23),0.0394604 # DEPENDENCYPART_SIBL
(5,16),(5,26),-0.0121122 # DEPENDENCYPART_SIBL
(5,19),(5,20),0.0935106 # DEPENDENCYPART_SIBL
(5,19),(5,21),-0.0678212 # DEPENDENCYPART_SIBL
(5,19),(5,23),-0.0996109 # DEPENDENCYPART_SIBL
(5,19),(5,26),-0.0309568 # DEPENDENCYPART_SIBL
(5,20),(5,21),-0.00441625 # DEPENDENCYPART_SIBL
(5,20),(5,23),0.0407791 # DEPENDENCYPART_SIBL
(5,20),(5,26),0.00535178 # DEPENDENCYPART_SIBL
(5,21),(5,23),-0.015567 # DEPENDENCYPART_SIBL
(5,21),(5,26),0.051956 # DEPENDENCYPART_SIBL
(5,23),(5,26),0.0753841 # DEPENDENCYPART_SIBL
(6,7),(6,9),0.291271 # DEPENDENCYPART_SIBL
(7,1),(7,3),-0.0447833 # DEPENDENCYPART_SIBL
