# _root_ La velocitat màxima calculada és d' entre 30 i 60 quilòmetres per hora , de_forma_que el trajecte entre la frontera i Escaldes-Engordany podria fer -se entre 22 i 29 minuts , incloent -hi la durada de les parades .
#goldHeads=2,5,2,2,0,5,8,11,8,8,6,11,12,24,24,17,24,17,20,18,20,20,24,5,24,24,30,27,27,26,32,24,32,35,32,35,38,36,5,
#predictedHeads=2,5,2,2,0,5,8,11,8,8,6,11,12,5,5,17,24,17,20,18,20,20,24,5,24,24,30,27,27,26,32,24,32,35,32,35,38,36,5,
(6,10),-1.73657 # DEPENDENCYPART_ARC
(6,11),-0.669431 # DEPENDENCYPART_ARC
(6,12),-1.71917 # DEPENDENCYPART_ARC
(6,14),-1.119 # DEPENDENCYPART_ARC
(6,15),-1.7943 # DEPENDENCYPART_ARC
(6,18),-1.9555 # DEPENDENCYPART_ARC
(7,5),-0.711176 # DEPENDENCYPART_ARC
(7,6),-0.391652 # DEPENDENCYPART_ARC
(7,8),-0.246591 # DEPENDENCYPART_ARC
(7,9),-1.11174 # DEPENDENCYPART_ARC
(7,10),-1.82951 # DEPENDENCYPART_ARC
(7,11),-1.19798 # DEPENDENCYPART_ARC
(7,12),-2.08188 # DEPENDENCYPART_ARC
(7,14),-0.877994 # DEPENDENCYPART_ARC
(8,6),-0.95702 # DEPENDENCYPART_ARC
(8,7),0.239527 # DEPENDENCYPART_ARC
(8,9),1.41686 # DEPENDENCYPART_ARC
(8,10),0.972994 # DEPENDENCYPART_ARC
(8,11),-0.800559 # DEPENDENCYPART_ARC
(8,12),-0.427376 # DEPENDENCYPART_ARC
(8,13),-1.04847 # DEPENDENCYPART_ARC
(8,14),-0.864534 # DEPENDENCYPART_ARC
(8,17),-1.24509 # DEPENDENCYPART_ARC
(8,20),-1.31349 # DEPENDENCYPART_ARC
(8,21),-0.894626 # DEPENDENCYPART_ARC
(8,22),-1.51099 # DEPENDENCYPART_ARC
(8,27),-2.16503 # DEPENDENCYPART_ARC
(8,28),-0.955927 # DEPENDENCYPART_ARC
(8,29),-1.40915 # DEPENDENCYPART_ARC
(8,31),-1.60389 # DEPENDENCYPART_ARC
(10,6),-1.86441 # DEPENDENCYPART_ARC
(10,7),-1.44454 # DEPENDENCYPART_ARC
(10,8),-1.34878 # DEPENDENCYPART_ARC
(10,11),-0.867837 # DEPENDENCYPART_ARC
(10,12),-1.25867 # DEPENDENCYPART_ARC
(10,17),-2.34608 # DEPENDENCYPART_ARC
(11,2),-3.04698 # DEPENDENCYPART_ARC
(11,4),-3.00515 # DEPENDENCYPART_ARC
(11,5),-1.15772 # DEPENDENCYPART_ARC
(11,6),-1.52612 # DEPENDENCYPART_ARC
(11,7),-1.13946 # DEPENDENCYPART_ARC
(11,8),-0.188188 # DEPENDENCYPART_ARC
(11,9),-1.1562 # DEPENDENCYPART_ARC
(11,10),0.934551 # DEPENDENCYPART_ARC
(11,12),0.596898 # DEPENDENCYPART_ARC
(11,13),-0.909288 # DEPENDENCYPART_ARC
(11,14),-0.833325 # DEPENDENCYPART_ARC
(11,15),-0.788558 # DEPENDENCYPART_ARC
(11,17),-1.92612 # DEPENDENCYPART_ARC
(11,18),-1.40088 # DEPENDENCYPART_ARC
(11,20),-2.41101 # DEPENDENCYPART_ARC
(11,21),-0.844061 # DEPENDENCYPART_ARC
(11,22),-2.58947 # DEPENDENCYPART_ARC
(11,23),-2.91516 # DEPENDENCYPART_ARC
(11,24),-2.73821 # DEPENDENCYPART_ARC
(11,27),-2.62565 # DEPENDENCYPART_ARC
(11,29),-2.82062 # DEPENDENCYPART_ARC
(11,30),-3.36889 # DEPENDENCYPART_ARC
(12,9),-1.85855 # DEPENDENCYPART_ARC
(12,10),-1.86251 # DEPENDENCYPART_ARC
(12,11),-1.31107 # DEPENDENCYPART_ARC
(12,13),2.48284 # DEPENDENCYPART_ARC
(12,14),-0.775512 # DEPENDENCYPART_ARC
(12,15),-1.38558 # DEPENDENCYPART_ARC
(13,8),-2.26502 # DEPENDENCYPART_ARC
(13,10),-2.19375 # DEPENDENCYPART_ARC
(13,14),-1.16012 # DEPENDENCYPART_ARC
(13,15),-1.15674 # DEPENDENCYPART_ARC
(13,17),-1.77364 # DEPENDENCYPART_ARC
(13,18),-1.38178 # DEPENDENCYPART_ARC
(13,20),-1.4815 # DEPENDENCYPART_ARC
(13,21),-0.324442 # DEPENDENCYPART_ARC
(13,22),-2.18629 # DEPENDENCYPART_ARC
(15,14),-0.883092 # DEPENDENCYPART_ARC
(15,17),-1.72167 # DEPENDENCYPART_ARC
(15,18),-1.9314 # DEPENDENCYPART_ARC
(15,28),-1.77647 # DEPENDENCYPART_ARC
(16,18),-1.40797 # DEPENDENCYPART_ARC
(16,19),-1.70478 # DEPENDENCYPART_ARC
(17,5),-2.20518 # DEPENDENCYPART_ARC
(17,6),-1.44558 # DEPENDENCYPART_ARC
(17,7),-1.59305 # DEPENDENCYPART_ARC
(17,12),-1.74373 # DEPENDENCYPART_ARC
(17,14),-1.56305 # DEPENDENCYPART_ARC
(17,15),-1.21636 # DEPENDENCYPART_ARC
(17,16),1.72083 # DEPENDENCYPART_ARC
(17,18),-0.0912597 # DEPENDENCYPART_ARC
(17,20),-0.84311 # DEPENDENCYPART_ARC
(17,21),-0.781736 # DEPENDENCYPART_ARC
(17,22),-1.56161 # DEPENDENCYPART_ARC
(17,23),-2.17279 # DEPENDENCYPART_ARC
(17,24),-2.26418 # DEPENDENCYPART_ARC
(17,26),-1.91586 # DEPENDENCYPART_ARC
(17,30),-3.43802 # DEPENDENCYPART_ARC
(17,35),-3.4525 # DEPENDENCYPART_ARC
(18,16),-2.2498 # DEPENDENCYPART_ARC
(18,19),-1.73746 # DEPENDENCYPART_ARC
(18,20),1.45341 # DEPENDENCYPART_ARC
(18,21),-1.17956 # DEPENDENCYPART_ARC
(18,22),-1.71801 # DEPENDENCYPART_ARC
(18,23),-2.87233 # DEPENDENCYPART_ARC
(18,24),-2.38448 # DEPENDENCYPART_ARC
(18,26),-2.08415 # DEPENDENCYPART_ARC
(18,28),-1.52658 # DEPENDENCYPART_ARC
(19,20),-0.479321 # DEPENDENCYPART_ARC
(19,21),-1.15272 # DEPENDENCYPART_ARC
(20,16),-3.17275 # DEPENDENCYPART_ARC
(20,19),1.38664 # DEPENDENCYPART_ARC
(20,21),0.934646 # DEPENDENCYPART_ARC
(20,22),0.0945549 # DEPENDENCYPART_ARC
(20,23),-1.09913 # DEPENDENCYPART_ARC
(20,24),-1.62062 # DEPENDENCYPART_ARC
(20,26),-1.18104 # DEPENDENCYPART_ARC
(20,27),-1.93122 # DEPENDENCYPART_ARC
(20,29),-2.29189 # DEPENDENCYPART_ARC
(20,30),-2.48412 # DEPENDENCYPART_ARC
(20,32),-2.66795 # DEPENDENCYPART_ARC
(20,35),-2.44908 # DEPENDENCYPART_ARC
(20,36),-2.23427 # DEPENDENCYPART_ARC
(21,22),-1.33015 # DEPENDENCYPART_ARC
(22,19),-2.73017 # DEPENDENCYPART_ARC
(22,23),-1.87285 # DEPENDENCYPART_ARC
(23,2),-3.73368 # DEPENDENCYPART_ARC
(23,4),-2.95094 # DEPENDENCYPART_ARC
(23,5),-3.05127 # DEPENDENCYPART_ARC
(23,11),-3.51442 # DEPENDENCYPART_ARC
(23,15),-2.22925 # DEPENDENCYPART_ARC
(23,17),-2.48386 # DEPENDENCYPART_ARC
(23,18),-2.5264 # DEPENDENCYPART_ARC
(23,20),-2.02972 # DEPENDENCYPART_ARC
(23,21),-1.84698 # DEPENDENCYPART_ARC
(23,22),-1.28785 # DEPENDENCYPART_ARC
(23,24),0.398004 # DEPENDENCYPART_ARC
(23,26),-1.46338 # DEPENDENCYPART_ARC
(23,27),-2.36888 # DEPENDENCYPART_ARC
(23,28),-1.44756 # DEPENDENCYPART_ARC
(23,29),-2.71658 # DEPENDENCYPART_ARC
(23,30),-2.14581 # DEPENDENCYPART_ARC
(23,31),-1.20809 # DEPENDENCYPART_ARC
(23,32),-1.45122 # DEPENDENCYPART_ARC
(23,35),-2.6142 # DEPENDENCYPART_ARC
(23,39),-1.49292 # DEPENDENCYPART_ARC
(24,2),-2.19447 # DEPENDENCYPART_ARC
(24,4),-2.15473 # DEPENDENCYPART_ARC
(24,5),-2.22189 # DEPENDENCYPART_ARC
(24,9),-2.13479 # DEPENDENCYPART_ARC
(24,11),-1.67736 # DEPENDENCYPART_ARC
(24,12),-2.03548 # DEPENDENCYPART_ARC
(24,14),-1.88736 # DEPENDENCYPART_ARC
(24,15),-1.1212 # DEPENDENCYPART_ARC
(24,16),-3.35738 # DEPENDENCYPART_ARC
(24,17),-1.24037 # DEPENDENCYPART_ARC
(24,18),-1.43233 # DEPENDENCYPART_ARC
(24,19),-2.50099 # DEPENDENCYPART_ARC
(24,20),-0.925026 # DEPENDENCYPART_ARC
(24,21),-1.08985 # DEPENDENCYPART_ARC
(24,22),-0.256208 # DEPENDENCYPART_ARC
(24,23),1.51417 # DEPENDENCYPART_ARC
(24,25),0.578762 # DEPENDENCYPART_ARC
(24,26),0.194955 # DEPENDENCYPART_ARC
(24,27),-1.32868 # DEPENDENCYPART_ARC
(24,28),-0.710899 # DEPENDENCYPART_ARC
(24,29),-1.58049 # DEPENDENCYPART_ARC
(24,30),-0.665902 # DEPENDENCYPART_ARC
(24,31),-0.549721 # DEPENDENCYPART_ARC
(24,32),-0.60355 # DEPENDENCYPART_ARC
(24,33),-1.18021 # DEPENDENCYPART_ARC
(24,35),-1.46285 # DEPENDENCYPART_ARC
(24,36),-1.91078 # DEPENDENCYPART_ARC
(24,39),-0.442573 # DEPENDENCYPART_ARC
(26,24),-1.35746 # DEPENDENCYPART_ARC
(26,25),-1.36631 # DEPENDENCYPART_ARC
(26,27),-0.0666154 # DEPENDENCYPART_ARC
(26,28),-1.0664 # DEPENDENCYPART_ARC
(26,29),-1.7628 # DEPENDENCYPART_ARC
(26,30),-1.05385 # DEPENDENCYPART_ARC
(26,31),-0.8096 # DEPENDENCYPART_ARC
(26,32),-2.03469 # DEPENDENCYPART_ARC
(26,36),-2.88954 # DEPENDENCYPART_ARC
(27,6),-1.40211 # DEPENDENCYPART_ARC
(27,7),-1.52696 # DEPENDENCYPART_ARC
(27,26),-0.154277 # DEPENDENCYPART_ARC
(27,28),1.38232 # DEPENDENCYPART_ARC
(27,29),0.888058 # DEPENDENCYPART_ARC
(27,30),-0.895295 # DEPENDENCYPART_ARC
(27,31),-0.890422 # DEPENDENCYPART_ARC
(27,32),-0.794294 # DEPENDENCYPART_ARC
(27,35),-1.44241 # DEPENDENCYPART_ARC
(27,36),-1.05841 # DEPENDENCYPART_ARC
(27,38),-1.46693 # DEPENDENCYPART_ARC
(29,26),-1.39175 # DEPENDENCYPART_ARC
(29,27),-1.22884 # DEPENDENCYPART_ARC
(29,30),-0.770058 # DEPENDENCYPART_ARC
(29,31),-1.91338 # DEPENDENCYPART_ARC
(29,32),-1.56842 # DEPENDENCYPART_ARC
(29,35),-2.47382 # DEPENDENCYPART_ARC
(30,23),-1.63808 # DEPENDENCYPART_ARC
(30,24),-2.56471 # DEPENDENCYPART_ARC
(30,26),-1.10942 # DEPENDENCYPART_ARC
(30,27),-0.0265078 # DEPENDENCYPART_ARC
(30,28),-1.02081 # DEPENDENCYPART_ARC
(30,29),0.767117 # DEPENDENCYPART_ARC
(30,31),-0.7912 # DEPENDENCYPART_ARC
(30,32),-1.52006 # DEPENDENCYPART_ARC
(30,33),-2.64656 # DEPENDENCYPART_ARC
(30,35),-2.08807 # DEPENDENCYPART_ARC
(30,36),-1.71332 # DEPENDENCYPART_ARC
(31,30),-1.96611 # DEPENDENCYPART_ARC
(32,2),-3.56329 # DEPENDENCYPART_ARC
(32,5),-1.77763 # DEPENDENCYPART_ARC
(32,15),-2.07908 # DEPENDENCYPART_ARC
(32,17),-2.53987 # DEPENDENCYPART_ARC
(32,20),-2.26812 # DEPENDENCYPART_ARC
(32,22),-2.24732 # DEPENDENCYPART_ARC
(32,23),-2.04285 # DEPENDENCYPART_ARC
(32,24),-1.91021 # DEPENDENCYPART_ARC
(32,26),-1.33706 # DEPENDENCYPART_ARC
(32,27),-1.80834 # DEPENDENCYPART_ARC
(32,28),-1.26573 # DEPENDENCYPART_ARC
(32,29),-1.21252 # DEPENDENCYPART_ARC
(32,30),-0.893246 # DEPENDENCYPART_ARC
(32,31),0.126538 # DEPENDENCYPART_ARC
(32,33),1.57091 # DEPENDENCYPART_ARC
(32,35),0.239332 # DEPENDENCYPART_ARC
(32,36),-0.284656 # DEPENDENCYPART_ARC
(32,38),-0.323403 # DEPENDENCYPART_ARC
(32,39),-0.335327 # DEPENDENCYPART_ARC
(33,31),-1.6775 # DEPENDENCYPART_ARC
(33,32),-0.762211 # DEPENDENCYPART_ARC
(33,35),-1.52917 # DEPENDENCYPART_ARC
(33,36),-1.52561 # DEPENDENCYPART_ARC
(34,35),-0.544803 # DEPENDENCYPART_ARC
(34,36),-0.960201 # DEPENDENCYPART_ARC
(34,37),-1.09294 # DEPENDENCYPART_ARC
(35,26),-2.2659 # DEPENDENCYPART_ARC
(35,32),-2.3204 # DEPENDENCYPART_ARC
(35,33),0.152417 # DEPENDENCYPART_ARC
(35,34),1.70779 # DEPENDENCYPART_ARC
(35,36),0.976396 # DEPENDENCYPART_ARC
(35,38),-0.329276 # DEPENDENCYPART_ARC
(36,34),-1.75562 # DEPENDENCYPART_ARC
(36,38),2.38004 # DEPENDENCYPART_ARC
(38,33),-1.87181 # DEPENDENCYPART_ARC
(38,34),-2.12546 # DEPENDENCYPART_ARC
(38,37),2.22606 # DEPENDENCYPART_ARC
(0,2),(0,5),-0.446495 # DEPENDENCYPART_SIBL
(0,2),(0,8),-0.0570592 # DEPENDENCYPART_SIBL
(0,2),(0,23),-0.42793 # DEPENDENCYPART_SIBL
(0,2),(0,24),-0.424547 # DEPENDENCYPART_SIBL
(0,5),(0,8),-0.277571 # DEPENDENCYPART_SIBL
(0,5),(0,23),-0.971476 # DEPENDENCYPART_SIBL
(0,5),(0,24),-0.96881 # DEPENDENCYPART_SIBL
(0,8),(0,23),-0.34558 # DEPENDENCYPART_SIBL
(0,8),(0,24),-0.348085 # DEPENDENCYPART_SIBL
(0,23),(0,24),-0.936032 # DEPENDENCYPART_SIBL
(2,1),(2,3),-0.048672 # DEPENDENCYPART_SIBL
(2,1),(2,4),-0.0494421 # DEPENDENCYPART_SIBL
(2,1),(2,5),-0.0509 # DEPENDENCYPART_SIBL
(2,1),(2,6),0.158254 # DEPENDENCYPART_SIBL
(2,1),(2,7),0.159304 # DEPENDENCYPART_SIBL
(2,1),(2,8),0.00677672 # DEPENDENCYPART_SIBL
(2,1),(2,9),-0.0247857 # DEPENDENCYPART_SIBL
(2,1),(2,10),0.00339646 # DEPENDENCYPART_SIBL
(2,1),(2,11),0.0833166 # DEPENDENCYPART_SIBL
(2,1),(2,12),-0.0674644 # DEPENDENCYPART_SIBL
(2,1),(2,15),-0.114608 # DEPENDENCYPART_SIBL
(2,1),(2,17),0.0662413 # DEPENDENCYPART_SIBL
(2,1),(2,18),0.159304 # DEPENDENCYPART_SIBL
(2,3),(2,4),-0.0532568 # DEPENDENCYPART_SIBL
(2,3),(2,5),0.0287683 # DEPENDENCYPART_SIBL
(2,3),(2,6),-0.0257909 # DEPENDENCYPART_SIBL
(2,3),(2,7),0.053383 # DEPENDENCYPART_SIBL
(2,3),(2,8),0.00533738 # DEPENDENCYPART_SIBL
(2,3),(2,9),0.00193086 # DEPENDENCYPART_SIBL
(2,3),(2,10),-0.00311371 # DEPENDENCYPART_SIBL
(2,3),(2,11),0.00489641 # DEPENDENCYPART_SIBL
(2,3),(2,12),0.0858313 # DEPENDENCYPART_SIBL
(2,3),(2,15),-0.0109901 # DEPENDENCYPART_SIBL
(2,3),(2,17),0.00195208 # DEPENDENCYPART_SIBL
(2,3),(2,18),0.053383 # DEPENDENCYPART_SIBL
(2,4),(2,5),0.0316924 # DEPENDENCYPART_SIBL
(2,4),(2,6),-0.0241479 # DEPENDENCYPART_SIBL
(2,4),(2,7),0.0553285 # DEPENDENCYPART_SIBL
(2,4),(2,8),0.00715976 # DEPENDENCYPART_SIBL
(2,4),(2,9),0.00375647 # DEPENDENCYPART_SIBL
(2,4),(2,10),-0.00129133 # DEPENDENCYPART_SIBL
(2,4),(2,11),0.00187755 # DEPENDENCYPART_SIBL
(2,4),(2,12),0.0877768 # DEPENDENCYPART_SIBL
(2,4),(2,15),-0.00916614 # DEPENDENCYPART_SIBL
(2,4),(2,17),-0.00106678 # DEPENDENCYPART_SIBL
(2,4),(2,18),0.0553285 # DEPENDENCYPART_SIBL
(2,5),(2,6),0.0202414 # DEPENDENCYPART_SIBL
(2,5),(2,7),0.0977044 # DEPENDENCYPART_SIBL
(2,5),(2,8),0.00942235 # DEPENDENCYPART_SIBL
(2,5),(2,9),0.0586963 # DEPENDENCYPART_SIBL
(2,5),(2,10),-0.00143485 # DEPENDENCYPART_SIBL
(2,5),(2,11),0.0330729 # DEPENDENCYPART_SIBL
(2,5),(2,12),0.134648 # DEPENDENCYPART_SIBL
(2,5),(2,15),0.0319495 # DEPENDENCYPART_SIBL
(2,5),(2,17),0.0203478 # DEPENDENCYPART_SIBL
(2,5),(2,18),0.0977044 # DEPENDENCYPART_SIBL
(2,6),(2,7),0.0582308 # DEPENDENCYPART_SIBL
(2,6),(2,8),0.0460914 # DEPENDENCYPART_SIBL
(2,6),(2,9),-0.0277628 # DEPENDENCYPART_SIBL
(2,6),(2,10),0.049819 # DEPENDENCYPART_SIBL
(2,6),(2,11),0.00443953 # DEPENDENCYPART_SIBL
(2,6),(2,12),0.127143 # DEPENDENCYPART_SIBL
(2,6),(2,15),-0.0255638 # DEPENDENCYPART_SIBL
(2,6),(2,17),0.00226036 # DEPENDENCYPART_SIBL
(2,6),(2,18),0.0582308 # DEPENDENCYPART_SIBL
(2,7),(2,8),-0.015434 # DEPENDENCYPART_SIBL
(2,7),(2,9),-0.16337 # DEPENDENCYPART_SIBL
(2,7),(2,10),-0.0137828 # DEPENDENCYPART_SIBL
(2,7),(2,11),-0.0245063 # DEPENDENCYPART_SIBL
(2,7),(2,12),0.133211 # DEPENDENCYPART_SIBL
(2,7),(2,15),-0.0767139 # DEPENDENCYPART_SIBL
(2,7),(2,17),-0.0280704 # DEPENDENCYPART_SIBL
(2,7),(2,18),0.0548051 # DEPENDENCYPART_SIBL
(2,8),(2,9),0.0166399 # DEPENDENCYPART_SIBL
(2,8),(2,10),-0.00583517 # DEPENDENCYPART_SIBL
(2,8),(2,11),0.0050192 # DEPENDENCYPART_SIBL
(2,8),(2,12),-0.00970865 # DEPENDENCYPART_SIBL
(2,8),(2,15),-0.0169083 # DEPENDENCYPART_SIBL
(2,8),(2,17),0.00201274 # DEPENDENCYPART_SIBL
(2,8),(2,18),0.0228686 # DEPENDENCYPART_SIBL
(2,9),(2,10),0.304379 # DEPENDENCYPART_SIBL
(2,9),(2,11),0.621375 # DEPENDENCYPART_SIBL
(2,9),(2,12),0.0584331 # DEPENDENCYPART_SIBL
(2,9),(2,15),-0.0973669 # DEPENDENCYPART_SIBL
(2,9),(2,17),0.610618 # DEPENDENCYPART_SIBL
(2,9),(2,18),0.208362 # DEPENDENCYPART_SIBL
(2,10),(2,11),0.00316437 # DEPENDENCYPART_SIBL
(2,10),(2,12),-0.00601493 # DEPENDENCYPART_SIBL
(2,10),(2,15),-0.0184331 # DEPENDENCYPART_SIBL
(2,10),(2,17),0.000157916 # DEPENDENCYPART_SIBL
(2,10),(2,18),0.0268958 # DEPENDENCYPART_SIBL
(2,11),(2,12),0.00816977 # DEPENDENCYPART_SIBL
(2,11),(2,15),-0.0147741 # DEPENDENCYPART_SIBL
(2,11),(2,17),0.0136309 # DEPENDENCYPART_SIBL
(2,11),(2,18),0.1562 # DEPENDENCYPART_SIBL
(2,12),(2,15),0.0473101 # DEPENDENCYPART_SIBL
(2,12),(2,17),0.0336158 # DEPENDENCYPART_SIBL
(2,12),(2,18),0.0101326 # DEPENDENCYPART_SIBL
(2,15),(2,17),0.248209 # DEPENDENCYPART_SIBL
(2,15),(2,18),0.0623406 # DEPENDENCYPART_SIBL
(2,17),(2,18),0.113969 # DEPENDENCYPART_SIBL
(3,1),(3,4),0.0772783 # DEPENDENCYPART_SIBL
(3,1),(3,6),0.203844 # DEPENDENCYPART_SIBL
(3,1),(3,7),0.195365 # DEPENDENCYPART_SIBL
(3,1),(3,9),0.0377997 # DEPENDENCYPART_SIBL
(3,1),(3,12),-0.000839333 # DEPENDENCYPART_SIBL
(3,4),(3,6),0.00372671 # DEPENDENCYPART_SIBL
(3,4),(3,7),0.064845 # DEPENDENCYPART_SIBL
(3,4),(3,9),0.137127 # DEPENDENCYPART_SIBL
(3,4),(3,12),0.114338 # DEPENDENCYPART_SIBL
(3,6),(3,7),-0.0775068 # DEPENDENCYPART_SIBL
(3,6),(3,9),0.0277427 # DEPENDENCYPART_SIBL
(3,6),(3,12),-0.0429539 # DEPENDENCYPART_SIBL
(3,7),(3,9),0.0234743 # DEPENDENCYPART_SIBL
(3,7),(3,12),0.0686623 # DEPENDENCYPART_SIBL
(3,9),(3,12),0.298149 # DEPENDENCYPART_SIBL
(4,1),(4,2),0.050379 # DEPENDENCYPART_SIBL
(4,1),(4,3),0.0635228 # DEPENDENCYPART_SIBL
(4,1),(4,5),0.103335 # DEPENDENCYPART_SIBL
(4,1),(4,6),0.203878 # DEPENDENCYPART_SIBL
(4,1),(4,7),0.1954 # DEPENDENCYPART_SIBL
(4,1),(4,9),0.0378324 # DEPENDENCYPART_SIBL
(4,1),(4,11),0.155006 # DEPENDENCYPART_SIBL
(4,2),(4,3),0.0535083 # DEPENDENCYPART_SIBL
(4,2),(4,5),0.00534303 # DEPENDENCYPART_SIBL
(4,2),(4,6),0.0117831 # DEPENDENCYPART_SIBL
(4,2),(4,7),-0.0228384 # DEPENDENCYPART_SIBL
(4,2),(4,9),0.0134574 # DEPENDENCYPART_SIBL
(4,2),(4,11),0.0211719 # DEPENDENCYPART_SIBL
(4,3),(4,5),0.00509265 # DEPENDENCYPART_SIBL
(4,3),(4,6),-0.0337909 # DEPENDENCYPART_SIBL
(4,3),(4,7),-0.0662463 # DEPENDENCYPART_SIBL
(4,3),(4,9),0.0308928 # DEPENDENCYPART_SIBL
(4,3),(4,11),0.0562947 # DEPENDENCYPART_SIBL
(4,5),(4,6),0.000356157 # DEPENDENCYPART_SIBL
(4,5),(4,7),0.0429606 # DEPENDENCYPART_SIBL
(4,5),(4,9),0.0928252 # DEPENDENCYPART_SIBL
(4,5),(4,11),-0.0244387 # DEPENDENCYPART_SIBL
(4,6),(4,7),-0.077506 # DEPENDENCYPART_SIBL
(4,6),(4,9),0.0277427 # DEPENDENCYPART_SIBL
(4,6),(4,11),-0.0234657 # DEPENDENCYPART_SIBL
(4,7),(4,9),0.0234743 # DEPENDENCYPART_SIBL
(4,7),(4,11),0.00123147 # DEPENDENCYPART_SIBL
(4,9),(4,11),0.333278 # DEPENDENCYPART_SIBL
(5,1),(5,2),-0.0575752 # DEPENDENCYPART_SIBL
(5,1),(5,3),0.0108299 # DEPENDENCYPART_SIBL
(5,1),(5,4),0.0122541 # DEPENDENCYPART_SIBL
(5,1),(5,6),0.0258045 # DEPENDENCYPART_SIBL
(5,1),(5,7),0.0218532 # DEPENDENCYPART_SIBL
(5,1),(5,8),-0.0111256 # DEPENDENCYPART_SIBL
(5,1),(5,9),-0.0290319 # DEPENDENCYPART_SIBL
(5,1),(5,10),-0.0132491 # DEPENDENCYPART_SIBL
(5,1),(5,11),0.0251336 # DEPENDENCYPART_SIBL
(5,1),(5,12),-0.0186742 # DEPENDENCYPART_SIBL
