# _root_ hala , aznarri " doluminik sentituena " helarazi dio chiracek , eta jauregiren senide eta lagunei " frantziaren laguntasuna " helarazteko eskaera egin dio .
#goldHeads=0,3,8,3,8,5,6,12,8,8,10,0,14,15,21,15,16,19,21,19,22,23,12,23,24,
#predictedHeads=0,3,8,3,6,8,6,12,8,8,10,0,14,15,23,15,16,19,21,19,22,23,12,23,24,
(1,13),-2.07057 # DEPENDENCYPART_ARC
(1,14),-2.21302 # DEPENDENCYPART_ARC
(1,15),-1.91022 # DEPENDENCYPART_ARC
(1,16),-2.49315 # DEPENDENCYPART_ARC
(1,17),-2.25916 # DEPENDENCYPART_ARC
(1,18),-2.11506 # DEPENDENCYPART_ARC
(1,19),-2.15415 # DEPENDENCYPART_ARC
(1,20),-2.45862 # DEPENDENCYPART_ARC
(1,21),-2.52865 # DEPENDENCYPART_ARC
(1,22),-2.28127 # DEPENDENCYPART_ARC
(1,23),-2.92867 # DEPENDENCYPART_ARC
(1,24),-2.19266 # DEPENDENCYPART_ARC
(1,25),-2.67857 # DEPENDENCYPART_ARC
(2,1),-0.54678 # DEPENDENCYPART_ARC
(2,3),-0.606571 # DEPENDENCYPART_ARC
(2,4),0.0595619 # DEPENDENCYPART_ARC
(2,5),-1.16786 # DEPENDENCYPART_ARC
(2,6),-0.976516 # DEPENDENCYPART_ARC
(2,7),-0.568554 # DEPENDENCYPART_ARC
(2,8),-1.3515 # DEPENDENCYPART_ARC
(2,9),-0.650887 # DEPENDENCYPART_ARC
(2,10),-1.61377 # DEPENDENCYPART_ARC
(2,11),-1.45376 # DEPENDENCYPART_ARC
(2,12),-1.53996 # DEPENDENCYPART_ARC
(2,13),-1.73579 # DEPENDENCYPART_ARC
(2,14),-1.8122 # DEPENDENCYPART_ARC
(2,15),-2.05981 # DEPENDENCYPART_ARC
(2,16),-1.4654 # DEPENDENCYPART_ARC
(2,17),-1.54461 # DEPENDENCYPART_ARC
(2,18),-2.22731 # DEPENDENCYPART_ARC
(2,19),-1.78431 # DEPENDENCYPART_ARC
(2,20),-1.97105 # DEPENDENCYPART_ARC
(2,21),-2.01561 # DEPENDENCYPART_ARC
(2,22),-1.98759 # DEPENDENCYPART_ARC
(2,23),-3.23061 # DEPENDENCYPART_ARC
(2,24),-0.0844863 # DEPENDENCYPART_ARC
(2,25),-2.71152 # DEPENDENCYPART_ARC
(3,1),-0.836894 # DEPENDENCYPART_ARC
(3,2),-0.0469182 # DEPENDENCYPART_ARC
(3,4),2.06098 # DEPENDENCYPART_ARC
(3,5),-0.509745 # DEPENDENCYPART_ARC
(3,6),0.729815 # DEPENDENCYPART_ARC
(3,7),-0.24212 # DEPENDENCYPART_ARC
(3,8),-1.99159 # DEPENDENCYPART_ARC
(3,9),-2.63984 # DEPENDENCYPART_ARC
(3,10),-0.181128 # DEPENDENCYPART_ARC
(3,11),-0.173107 # DEPENDENCYPART_ARC
(3,12),-1.38874 # DEPENDENCYPART_ARC
(3,13),-1.22627 # DEPENDENCYPART_ARC
(3,14),-0.67899 # DEPENDENCYPART_ARC
(3,15),-1.16518 # DEPENDENCYPART_ARC
(3,16),-4.84642 # DEPENDENCYPART_ARC
(3,17),-1.09284 # DEPENDENCYPART_ARC
(3,18),-2.09329 # DEPENDENCYPART_ARC
(3,19),-1.52115 # DEPENDENCYPART_ARC
(3,20),-0.566927 # DEPENDENCYPART_ARC
(3,21),-1.76924 # DEPENDENCYPART_ARC
(3,22),-1.81056 # DEPENDENCYPART_ARC
(3,23),-2.54068 # DEPENDENCYPART_ARC
(3,24),-3.58542 # DEPENDENCYPART_ARC
(3,25),-1.02716 # DEPENDENCYPART_ARC
(4,1),-1.10719 # DEPENDENCYPART_ARC
(4,2),-1.33839 # DEPENDENCYPART_ARC
(4,3),-0.542059 # DEPENDENCYPART_ARC
(4,5),-0.725862 # DEPENDENCYPART_ARC
(4,6),-0.949455 # DEPENDENCYPART_ARC
(4,7),-0.0792897 # DEPENDENCYPART_ARC
(4,8),-1.30524 # DEPENDENCYPART_ARC
(4,9),-0.646784 # DEPENDENCYPART_ARC
(4,10),-1.37534 # DEPENDENCYPART_ARC
(4,11),-0.623664 # DEPENDENCYPART_ARC
(4,12),-1.4699 # DEPENDENCYPART_ARC
(4,13),-1.65324 # DEPENDENCYPART_ARC
(4,14),-1.66182 # DEPENDENCYPART_ARC
(4,15),-1.6194 # DEPENDENCYPART_ARC
(4,16),-1.51245 # DEPENDENCYPART_ARC
(4,17),-1.29769 # DEPENDENCYPART_ARC
(4,18),-2.12444 # DEPENDENCYPART_ARC
(4,19),-1.58447 # DEPENDENCYPART_ARC
(4,20),-1.49851 # DEPENDENCYPART_ARC
(4,21),-1.80337 # DEPENDENCYPART_ARC
(4,22),-2.039 # DEPENDENCYPART_ARC
(4,23),-2.26026 # DEPENDENCYPART_ARC
(4,24),0.075177 # DEPENDENCYPART_ARC
(4,25),-2.29041 # DEPENDENCYPART_ARC
(5,1),-0.760046 # DEPENDENCYPART_ARC
(5,2),-0.534574 # DEPENDENCYPART_ARC
(5,3),-2.0555 # DEPENDENCYPART_ARC
(5,4),0.0904218 # DEPENDENCYPART_ARC
(5,6),1.81825 # DEPENDENCYPART_ARC
(5,7),-0.0347334 # DEPENDENCYPART_ARC
(5,8),-1.99097 # DEPENDENCYPART_ARC
(5,9),-1.52778 # DEPENDENCYPART_ARC
(5,10),-0.847715 # DEPENDENCYPART_ARC
(5,11),-0.688614 # DEPENDENCYPART_ARC
(5,12),-1.05972 # DEPENDENCYPART_ARC
(5,13),-1.36606 # DEPENDENCYPART_ARC
(5,14),-0.863169 # DEPENDENCYPART_ARC
(5,15),-0.756358 # DEPENDENCYPART_ARC
(5,16),-2.37163 # DEPENDENCYPART_ARC
(5,17),-1.37838 # DEPENDENCYPART_ARC
(5,18),-1.9726 # DEPENDENCYPART_ARC
(5,19),-1.35405 # DEPENDENCYPART_ARC
(5,20),-1.16514 # DEPENDENCYPART_ARC
(5,21),-1.81375 # DEPENDENCYPART_ARC
(5,22),-1.68852 # DEPENDENCYPART_ARC
(5,23),-2.60834 # DEPENDENCYPART_ARC
(5,24),-2.58837 # DEPENDENCYPART_ARC
(5,25),-1.30048 # DEPENDENCYPART_ARC
(6,1),-0.261831 # DEPENDENCYPART_ARC
(6,2),-1.07998 # DEPENDENCYPART_ARC
(6,3),-0.347435 # DEPENDENCYPART_ARC
(6,4),-0.968708 # DEPENDENCYPART_ARC
(6,5),1.35288 # DEPENDENCYPART_ARC
(6,7),1.56868 # DEPENDENCYPART_ARC
(6,8),-1.55668 # DEPENDENCYPART_ARC
(6,9),-1.41525 # DEPENDENCYPART_ARC
(6,10),-0.805725 # DEPENDENCYPART_ARC
(6,11),-0.633848 # DEPENDENCYPART_ARC
(6,12),-0.685616 # DEPENDENCYPART_ARC
(6,13),-3.73934 # DEPENDENCYPART_ARC
(6,14),-1.40141 # DEPENDENCYPART_ARC
(6,15),-0.709144 # DEPENDENCYPART_ARC
(6,16),-1.6056 # DEPENDENCYPART_ARC
(6,17),-0.780435 # DEPENDENCYPART_ARC
(6,18),-4.54772 # DEPENDENCYPART_ARC
(6,19),-3.08062 # DEPENDENCYPART_ARC
(6,20),-1.22463 # DEPENDENCYPART_ARC
(6,21),-2.05072 # DEPENDENCYPART_ARC
(6,22),-3.25618 # DEPENDENCYPART_ARC
(6,23),-3.42485 # DEPENDENCYPART_ARC
(6,24),-2.84518 # DEPENDENCYPART_ARC
(6,25),-1.60683 # DEPENDENCYPART_ARC
(7,1),-1.46663 # DEPENDENCYPART_ARC
(7,2),-1.58888 # DEPENDENCYPART_ARC
(7,3),-1.17591 # DEPENDENCYPART_ARC
(7,4),-1.18861 # DEPENDENCYPART_ARC
(7,5),-0.783473 # DEPENDENCYPART_ARC
(7,6),-0.0148764 # DEPENDENCYPART_ARC
(7,8),-0.809419 # DEPENDENCYPART_ARC
(7,9),-0.641994 # DEPENDENCYPART_ARC
(7,10),-1.37594 # DEPENDENCYPART_ARC
(7,11),-0.441182 # DEPENDENCYPART_ARC
(7,12),-1.32909 # DEPENDENCYPART_ARC
(7,13),-1.72766 # DEPENDENCYPART_ARC
(7,14),-1.78244 # DEPENDENCYPART_ARC
(7,15),-1.58389 # DEPENDENCYPART_ARC
(7,16),-1.59711 # DEPENDENCYPART_ARC
(7,17),-0.969247 # DEPENDENCYPART_ARC
(7,18),-2.09058 # DEPENDENCYPART_ARC
(7,19),-1.98253 # DEPENDENCYPART_ARC
(7,20),-1.38892 # DEPENDENCYPART_ARC
(7,21),-1.94937 # DEPENDENCYPART_ARC
(7,22),-2.05053 # DEPENDENCYPART_ARC
(7,23),-2.41243 # DEPENDENCYPART_ARC
(7,24),-0.132222 # DEPENDENCYPART_ARC
(7,25),-1.97647 # DEPENDENCYPART_ARC
(8,1),-0.208675 # DEPENDENCYPART_ARC
(8,2),-0.76848 # DEPENDENCYPART_ARC
(8,3),0.657588 # DEPENDENCYPART_ARC
(8,4),-0.884602 # DEPENDENCYPART_ARC
(8,5),0.19368 # DEPENDENCYPART_ARC
(8,6),1.20526 # DEPENDENCYPART_ARC
(8,7),-0.0569486 # DEPENDENCYPART_ARC
(8,9),2.55347 # DEPENDENCYPART_ARC
(8,10),2.50443 # DEPENDENCYPART_ARC
(8,11),-0.180446 # DEPENDENCYPART_ARC
(8,12),0.00928857 # DEPENDENCYPART_ARC
(8,13),-0.653826 # DEPENDENCYPART_ARC
(8,14),-0.330922 # DEPENDENCYPART_ARC
(8,15),-0.0861899 # DEPENDENCYPART_ARC
(8,16),0.0828546 # DEPENDENCYPART_ARC
(8,17),-0.428724 # DEPENDENCYPART_ARC
(8,18),-1.49137 # DEPENDENCYPART_ARC
(8,19),-0.0994379 # DEPENDENCYPART_ARC
(8,20),-0.6936 # DEPENDENCYPART_ARC
(8,21),-1.33699 # DEPENDENCYPART_ARC
(8,22),-0.910633 # DEPENDENCYPART_ARC
(8,23),-1.06881 # DEPENDENCYPART_ARC
(8,24),-0.683919 # DEPENDENCYPART_ARC
(8,25),-1.30162 # DEPENDENCYPART_ARC
(9,1),-1.27691 # DEPENDENCYPART_ARC
(9,2),-1.50607 # DEPENDENCYPART_ARC
(9,3),-2.38073 # DEPENDENCYPART_ARC
(9,4),-1.40813 # DEPENDENCYPART_ARC
(9,5),-1.07855 # DEPENDENCYPART_ARC
(9,6),-1.8035 # DEPENDENCYPART_ARC
(9,7),-0.988411 # DEPENDENCYPART_ARC
(9,8),-1.23257 # DEPENDENCYPART_ARC
(9,10),-0.552016 # DEPENDENCYPART_ARC
(9,11),-0.165515 # DEPENDENCYPART_ARC
(9,12),-1.0887 # DEPENDENCYPART_ARC
(9,13),-2.49342 # DEPENDENCYPART_ARC
(9,14),-1.49205 # DEPENDENCYPART_ARC
(9,15),-1.34118 # DEPENDENCYPART_ARC
(9,16),-2.52865 # DEPENDENCYPART_ARC
(9,17),-0.907557 # DEPENDENCYPART_ARC
(9,18),-3.64286 # DEPENDENCYPART_ARC
(9,19),-3.27104 # DEPENDENCYPART_ARC
(9,20),-1.17007 # DEPENDENCYPART_ARC
(9,21),-1.90847 # DEPENDENCYPART_ARC
(9,22),-3.92455 # DEPENDENCYPART_ARC
(9,23),-3.03863 # DEPENDENCYPART_ARC
(9,24),-1.07506 # DEPENDENCYPART_ARC
(9,25),-1.42052 # DEPENDENCYPART_ARC
(10,1),-1.50135 # DEPENDENCYPART_ARC
(10,2),-1.69938 # DEPENDENCYPART_ARC
(10,3),-4.96417 # DEPENDENCYPART_ARC
(10,4),-1.85804 # DEPENDENCYPART_ARC
(10,5),-2.40493 # DEPENDENCYPART_ARC
(10,6),-2.7469 # DEPENDENCYPART_ARC
(10,7),-1.58828 # DEPENDENCYPART_ARC
(10,8),-0.0571492 # DEPENDENCYPART_ARC
(10,9),-1.8254 # DEPENDENCYPART_ARC
(10,11),1.64633 # DEPENDENCYPART_ARC
(10,12),-1.28841 # DEPENDENCYPART_ARC
(10,13),-1.75735 # DEPENDENCYPART_ARC
(10,14),-0.617497 # DEPENDENCYPART_ARC
(10,15),-1.4458 # DEPENDENCYPART_ARC
(10,16),-3.48066 # DEPENDENCYPART_ARC
(10,17),-0.933074 # DEPENDENCYPART_ARC
(10,18),-2.91895 # DEPENDENCYPART_ARC
(10,19),-2.257 # DEPENDENCYPART_ARC
(10,20),-0.549003 # DEPENDENCYPART_ARC
(10,21),-1.84696 # DEPENDENCYPART_ARC
(10,22),-2.58997 # DEPENDENCYPART_ARC
(10,23),-2.68448 # DEPENDENCYPART_ARC
(10,24),-3.59523 # DEPENDENCYPART_ARC
(10,25),-0.922421 # DEPENDENCYPART_ARC
(11,1),-1.39957 # DEPENDENCYPART_ARC
(11,2),-1.70176 # DEPENDENCYPART_ARC
(11,3),-1.58714 # DEPENDENCYPART_ARC
(11,4),-1.51189 # DEPENDENCYPART_ARC
(11,5),-1.15385 # DEPENDENCYPART_ARC
(11,6),-1.01238 # DEPENDENCYPART_ARC
(11,7),-1.29345 # DEPENDENCYPART_ARC
(11,8),-0.289044 # DEPENDENCYPART_ARC
(11,9),-0.810362 # DEPENDENCYPART_ARC
(11,10),-0.291156 # DEPENDENCYPART_ARC
(11,12),-0.522956 # DEPENDENCYPART_ARC
(11,13),-1.07047 # DEPENDENCYPART_ARC
(11,14),-0.888559 # DEPENDENCYPART_ARC
(11,15),-1.41664 # DEPENDENCYPART_ARC
(11,16),-1.25368 # DEPENDENCYPART_ARC
(11,17),-0.623732 # DEPENDENCYPART_ARC
(11,18),-1.3629 # DEPENDENCYPART_ARC
(11,19),-1.13266 # DEPENDENCYPART_ARC
(11,20),-1.01473 # DEPENDENCYPART_ARC
(11,21),-1.52302 # DEPENDENCYPART_ARC
(11,22),-1.46502 # DEPENDENCYPART_ARC
(11,23),-2.11847 # DEPENDENCYPART_ARC
(11,24),-0.645127 # DEPENDENCYPART_ARC
(11,25),-1.73758 # DEPENDENCYPART_ARC
(12,1),-0.651606 # DEPENDENCYPART_ARC
(12,2),-1.61132 # DEPENDENCYPART_ARC
(12,3),-0.337672 # DEPENDENCYPART_ARC
(12,4),-1.23625 # DEPENDENCYPART_ARC
(12,5),-0.195424 # DEPENDENCYPART_ARC
(12,6),0.271467 # DEPENDENCYPART_ARC
(12,7),-1.06128 # DEPENDENCYPART_ARC
(12,8),1.69893 # DEPENDENCYPART_ARC
(12,9),-0.489068 # DEPENDENCYPART_ARC
(12,10),0.425651 # DEPENDENCYPART_ARC
(12,11),-0.204648 # DEPENDENCYPART_ARC
(12,13),-0.103581 # DEPENDENCYPART_ARC
(12,14),-0.384965 # DEPENDENCYPART_ARC
(12,15),-0.264277 # DEPENDENCYPART_ARC
(12,16),-0.353147 # DEPENDENCYPART_ARC
(12,17),-0.441523 # DEPENDENCYPART_ARC
(12,18),-0.976452 # DEPENDENCYPART_ARC
(12,19),-0.427019 # DEPENDENCYPART_ARC
(12,20),-1.03912 # DEPENDENCYPART_ARC
(12,21),-0.544472 # DEPENDENCYPART_ARC
(12,22),-1.00849 # DEPENDENCYPART_ARC
(12,23),-0.321169 # DEPENDENCYPART_ARC
(12,24),-1.15165 # DEPENDENCYPART_ARC
(12,25),-1.43964 # DEPENDENCYPART_ARC
(13,1),-2.78869 # DEPENDENCYPART_ARC
(13,2),-3.04977 # DEPENDENCYPART_ARC
(13,3),-6.66255 # DEPENDENCYPART_ARC
(13,4),-3.20614 # DEPENDENCYPART_ARC
(13,5),-4.07807 # DEPENDENCYPART_ARC
(13,6),-5.27682 # DEPENDENCYPART_ARC
(13,7),-3.23092 # DEPENDENCYPART_ARC
(13,8),-3.38508 # DEPENDENCYPART_ARC
(13,9),-4.05881 # DEPENDENCYPART_ARC
(13,10),-5.32713 # DEPENDENCYPART_ARC
(13,11),-2.05313 # DEPENDENCYPART_ARC
(13,12),-1.55888 # DEPENDENCYPART_ARC
(13,14),0.674127 # DEPENDENCYPART_ARC
(13,15),-0.730928 # DEPENDENCYPART_ARC
(13,16),-4.20714 # DEPENDENCYPART_ARC
(13,17),-0.857151 # DEPENDENCYPART_ARC
(13,18),-2.12601 # DEPENDENCYPART_ARC
(13,19),-1.76845 # DEPENDENCYPART_ARC
(13,20),-0.745961 # DEPENDENCYPART_ARC
(13,21),-2.09716 # DEPENDENCYPART_ARC
(13,22),-2.00171 # DEPENDENCYPART_ARC
(13,23),-3.03371 # DEPENDENCYPART_ARC
(13,24),-2.69411 # DEPENDENCYPART_ARC
(13,25),-1.09005 # DEPENDENCYPART_ARC
(14,1),-1.35987 # DEPENDENCYPART_ARC
(14,2),-1.93416 # DEPENDENCYPART_ARC
(14,3),-2.17021 # DEPENDENCYPART_ARC
(14,4),-1.93961 # DEPENDENCYPART_ARC
(14,5),-1.63566 # DEPENDENCYPART_ARC
(14,6),-1.71021 # DEPENDENCYPART_ARC
(14,7),-2.00171 # DEPENDENCYPART_ARC
(14,8),-1.1414 # DEPENDENCYPART_ARC
(14,9),-1.27849 # DEPENDENCYPART_ARC
(14,10),-0.824444 # DEPENDENCYPART_ARC
(14,11),-1.09731 # DEPENDENCYPART_ARC
(14,12),-0.22755 # DEPENDENCYPART_ARC
(14,13),1.22083 # DEPENDENCYPART_ARC
(14,15),0.578345 # DEPENDENCYPART_ARC
(14,16),0.258905 # DEPENDENCYPART_ARC
(14,17),-0.780532 # DEPENDENCYPART_ARC
(14,18),-0.73138 # DEPENDENCYPART_ARC
(14,19),-0.991511 # DEPENDENCYPART_ARC
(14,20),-0.745705 # DEPENDENCYPART_ARC
(14,21),-0.911585 # DEPENDENCYPART_ARC
(14,22),-1.11201 # DEPENDENCYPART_ARC
(14,23),-1.36161 # DEPENDENCYPART_ARC
(14,24),-1.72156 # DEPENDENCYPART_ARC
(14,25),-1.18783 # DEPENDENCYPART_ARC
(15,1),-1.15517 # DEPENDENCYPART_ARC
(15,2),-2.22644 # DEPENDENCYPART_ARC
(15,3),-1.05958 # DEPENDENCYPART_ARC
(15,4),-1.88579 # DEPENDENCYPART_ARC
(15,5),-1.26365 # DEPENDENCYPART_ARC
(15,6),-1.08892 # DEPENDENCYPART_ARC
(15,7),-1.58374 # DEPENDENCYPART_ARC
(15,8),-0.28347 # DEPENDENCYPART_ARC
(15,9),-0.964765 # DEPENDENCYPART_ARC
(15,10),-0.51042 # DEPENDENCYPART_ARC
(15,11),-1.56236 # DEPENDENCYPART_ARC
(15,12),-0.0879969 # DEPENDENCYPART_ARC
(15,13),0.173596 # DEPENDENCYPART_ARC
(15,14),1.85312 # DEPENDENCYPART_ARC
(15,16),1.31076 # DEPENDENCYPART_ARC
(15,17),0.00773137 # DEPENDENCYPART_ARC
(15,18),-0.275952 # DEPENDENCYPART_ARC
(15,19),0.0251321 # DEPENDENCYPART_ARC
(15,20),-0.899961 # DEPENDENCYPART_ARC
(15,21),-1.03373 # DEPENDENCYPART_ARC
(15,22),-0.306245 # DEPENDENCYPART_ARC
(15,23),-1.39758 # DEPENDENCYPART_ARC
(15,24),-1.36984 # DEPENDENCYPART_ARC
(15,25),-1.13122 # DEPENDENCYPART_ARC
(16,1),-1.57341 # DEPENDENCYPART_ARC
(16,2),-2.34649 # DEPENDENCYPART_ARC
(16,3),-3.27337 # DEPENDENCYPART_ARC
(16,4),-2.39963 # DEPENDENCYPART_ARC
(16,5),-2.86856 # DEPENDENCYPART_ARC
(16,6),-3.03483 # DEPENDENCYPART_ARC
(16,7),-2.24348 # DEPENDENCYPART_ARC
(16,8),-2.18666 # DEPENDENCYPART_ARC
(16,9),-2.48096 # DEPENDENCYPART_ARC
(16,10),-2.9379 # DEPENDENCYPART_ARC
(16,11),-1.99926 # DEPENDENCYPART_ARC
(16,12),-1.18712 # DEPENDENCYPART_ARC
(16,13),-1.35848 # DEPENDENCYPART_ARC
(16,14),-1.20681 # DEPENDENCYPART_ARC
(16,15),0.00871192 # DEPENDENCYPART_ARC
(16,17),1.77386 # DEPENDENCYPART_ARC
(16,18),-1.95342 # DEPENDENCYPART_ARC
(16,19),-1.51199 # DEPENDENCYPART_ARC
(16,20),0.0455411 # DEPENDENCYPART_ARC
(16,21),-1.15984 # DEPENDENCYPART_ARC
(16,22),-1.782 # DEPENDENCYPART_ARC
(16,23),-1.92779 # DEPENDENCYPART_ARC
(16,24),-1.81762 # DEPENDENCYPART_ARC
(16,25),-0.349385 # DEPENDENCYPART_ARC
(17,1),-1.76755 # DEPENDENCYPART_ARC
(17,2),-2.10124 # DEPENDENCYPART_ARC
(17,3),-1.66503 # DEPENDENCYPART_ARC
(17,4),-1.94203 # DEPENDENCYPART_ARC
(17,5),-1.50056 # DEPENDENCYPART_ARC
(17,6),-1.8557 # DEPENDENCYPART_ARC
(17,7),-1.83422 # DEPENDENCYPART_ARC
(17,8),-1.4941 # DEPENDENCYPART_ARC
(17,9),-1.27365 # DEPENDENCYPART_ARC
(17,10),-1.54478 # DEPENDENCYPART_ARC
(17,11),-1.69445 # DEPENDENCYPART_ARC
(17,12),-1.12788 # DEPENDENCYPART_ARC
(17,13),-1.13669 # DEPENDENCYPART_ARC
(17,14),-1.07867 # DEPENDENCYPART_ARC
(17,15),-1.13516 # DEPENDENCYPART_ARC
(17,16),-0.519798 # DEPENDENCYPART_ARC
(17,18),-0.945091 # DEPENDENCYPART_ARC
(17,19),-1.43483 # DEPENDENCYPART_ARC
(17,20),-0.213922 # DEPENDENCYPART_ARC
(17,21),-1.48628 # DEPENDENCYPART_ARC
(17,22),-1.56695 # DEPENDENCYPART_ARC
(17,23),-1.74546 # DEPENDENCYPART_ARC
(17,24),-0.743568 # DEPENDENCYPART_ARC
(17,25),-1.02983 # DEPENDENCYPART_ARC
(18,1),-1.69306 # DEPENDENCYPART_ARC
(18,2),-1.87341 # DEPENDENCYPART_ARC
(18,3),-6.5582 # DEPENDENCYPART_ARC
(18,4),-2.20411 # DEPENDENCYPART_ARC
(18,5),-3.84986 # DEPENDENCYPART_ARC
(18,6),-5.4579 # DEPENDENCYPART_ARC
(18,7),-2.4976 # DEPENDENCYPART_ARC
(18,8),-3.38122 # DEPENDENCYPART_ARC
(18,9),-3.40251 # DEPENDENCYPART_ARC
(18,10),-5.78607 # DEPENDENCYPART_ARC
(18,11),-1.85543 # DEPENDENCYPART_ARC
(18,12),-1.77053 # DEPENDENCYPART_ARC
(18,13),-2.10288 # DEPENDENCYPART_ARC
(18,14),-1.21754 # DEPENDENCYPART_ARC
(18,15),-0.702451 # DEPENDENCYPART_ARC
(18,16),-1.77737 # DEPENDENCYPART_ARC
(18,17),-0.3827 # DEPENDENCYPART_ARC
(18,19),0.808977 # DEPENDENCYPART_ARC
(18,20),-0.0833845 # DEPENDENCYPART_ARC
(18,21),-2.05721 # DEPENDENCYPART_ARC
(18,22),-0.955209 # DEPENDENCYPART_ARC
(18,23),-3.06981 # DEPENDENCYPART_ARC
(18,24),-2.55985 # DEPENDENCYPART_ARC
(18,25),-1.21063 # DEPENDENCYPART_ARC
(19,1),-1.01544 # DEPENDENCYPART_ARC
(19,2),-1.96068 # DEPENDENCYPART_ARC
(19,3),-4.7701 # DEPENDENCYPART_ARC
(19,4),-1.97201 # DEPENDENCYPART_ARC
(19,5),-2.45172 # DEPENDENCYPART_ARC
(19,6),-2.34788 # DEPENDENCYPART_ARC
(19,7),-2.0912 # DEPENDENCYPART_ARC
(19,8),-1.76689 # DEPENDENCYPART_ARC
(19,9),-3.18163 # DEPENDENCYPART_ARC
(19,10),-3.63765 # DEPENDENCYPART_ARC
(19,11),-1.497 # DEPENDENCYPART_ARC
(19,12),-1.14576 # DEPENDENCYPART_ARC
(19,13),-0.234491 # DEPENDENCYPART_ARC
(19,14),-0.705344 # DEPENDENCYPART_ARC
(19,15),-0.110015 # DEPENDENCYPART_ARC
(19,16),-2.34704 # DEPENDENCYPART_ARC
(19,17),-0.979785 # DEPENDENCYPART_ARC
(19,18),2.30196 # DEPENDENCYPART_ARC
(19,20),2.03367 # DEPENDENCYPART_ARC
(19,21),-0.932659 # DEPENDENCYPART_ARC
(19,22),-0.758138 # DEPENDENCYPART_ARC
(19,23),-1.98021 # DEPENDENCYPART_ARC
(19,24),-1.67711 # DEPENDENCYPART_ARC
(19,25),-0.454594 # DEPENDENCYPART_ARC
(20,1),-1.53915 # DEPENDENCYPART_ARC
(20,2),-1.89664 # DEPENDENCYPART_ARC
(20,3),-1.5383 # DEPENDENCYPART_ARC
(20,4),-1.83033 # DEPENDENCYPART_ARC
(20,5),-1.24194 # DEPENDENCYPART_ARC
(20,6),-1.35949 # DEPENDENCYPART_ARC
(20,7),-1.6552 # DEPENDENCYPART_ARC
(20,8),-1.17647 # DEPENDENCYPART_ARC
(20,9),-1.36185 # DEPENDENCYPART_ARC
(20,10),-1.45509 # DEPENDENCYPART_ARC
(20,11),-1.59758 # DEPENDENCYPART_ARC
(20,12),-1.02188 # DEPENDENCYPART_ARC
(20,13),-1.12821 # DEPENDENCYPART_ARC
(20,14),-1.23087 # DEPENDENCYPART_ARC
(20,15),-1.11132 # DEPENDENCYPART_ARC
(20,16),-1.30397 # DEPENDENCYPART_ARC
(20,17),-1.06622 # DEPENDENCYPART_ARC
(20,18),-0.735695 # DEPENDENCYPART_ARC
(20,19),-0.424315 # DEPENDENCYPART_ARC
(20,21),-0.766925 # DEPENDENCYPART_ARC
(20,22),-1.36769 # DEPENDENCYPART_ARC
(20,23),-1.3725 # DEPENDENCYPART_ARC
(20,24),-0.710142 # DEPENDENCYPART_ARC
(20,25),-0.723798 # DEPENDENCYPART_ARC
