# _root_ madrilek aurtengo finantzaketa osatzeko borondatea agertu arren , arazo sakonak konpondu gabe daudela uste_du : diru hori nondik etorriko den , zenbat izango den eta hobetuzen menpekotasuna forcem-ekiko .
#goldHeads=6,3,4,5,6,14,6,7,13,9,13,11,14,0,14,19,16,19,25,19,20,23,25,23,9,27,25,27,28,
#predictedHeads=14,3,4,5,6,25,6,7,11,9,13,11,14,0,14,19,16,19,25,19,20,23,25,23,14,27,25,26,28,
(2,1),0.119519 # DEPENDENCYPART_ARC
(2,3),0.0146184 # DEPENDENCYPART_ARC
(2,4),-0.73628 # DEPENDENCYPART_ARC
(2,5),-1.15591 # DEPENDENCYPART_ARC
(2,6),-0.913197 # DEPENDENCYPART_ARC
(2,7),-0.898749 # DEPENDENCYPART_ARC
(2,8),-0.61766 # DEPENDENCYPART_ARC
(2,9),-1.71221 # DEPENDENCYPART_ARC
(2,10),-1.05106 # DEPENDENCYPART_ARC
(2,11),-1.16316 # DEPENDENCYPART_ARC
(2,12),-1.02513 # DEPENDENCYPART_ARC
(2,13),-1.46841 # DEPENDENCYPART_ARC
(2,14),-1.28693 # DEPENDENCYPART_ARC
(2,15),-1.05934 # DEPENDENCYPART_ARC
(2,16),-1.93781 # DEPENDENCYPART_ARC
(2,17),-1.56603 # DEPENDENCYPART_ARC
(2,19),-1.45617 # DEPENDENCYPART_ARC
(2,20),-1.286 # DEPENDENCYPART_ARC
(2,21),-1.4152 # DEPENDENCYPART_ARC
(2,23),-1.8036 # DEPENDENCYPART_ARC
(2,24),-1.42901 # DEPENDENCYPART_ARC
(2,25),-1.344 # DEPENDENCYPART_ARC
(2,26),-2.05328 # DEPENDENCYPART_ARC
(2,27),-2.05464 # DEPENDENCYPART_ARC
(2,28),-2.08554 # DEPENDENCYPART_ARC
(2,29),-1.77316 # DEPENDENCYPART_ARC
(3,1),-0.600753 # DEPENDENCYPART_ARC
(3,2),1.82904 # DEPENDENCYPART_ARC
(3,4),-0.374073 # DEPENDENCYPART_ARC
(3,5),-1.00613 # DEPENDENCYPART_ARC
(3,6),-1.36452 # DEPENDENCYPART_ARC
(3,7),-1.11596 # DEPENDENCYPART_ARC
(3,8),-1.23538 # DEPENDENCYPART_ARC
(3,9),-1.75451 # DEPENDENCYPART_ARC
(3,10),-3.7083 # DEPENDENCYPART_ARC
(3,11),-1.84914 # DEPENDENCYPART_ARC
(3,12),-0.805697 # DEPENDENCYPART_ARC
(3,13),-2.248 # DEPENDENCYPART_ARC
(3,14),-2.8799 # DEPENDENCYPART_ARC
(3,15),-1.69197 # DEPENDENCYPART_ARC
(3,16),-2.01819 # DEPENDENCYPART_ARC
(3,17),-2.927 # DEPENDENCYPART_ARC
(3,19),-2.565 # DEPENDENCYPART_ARC
(3,20),-3.14637 # DEPENDENCYPART_ARC
(3,21),-2.26666 # DEPENDENCYPART_ARC
(3,22),-3.88111 # DEPENDENCYPART_ARC
(3,23),-2.80668 # DEPENDENCYPART_ARC
(3,24),-3.36675 # DEPENDENCYPART_ARC
(3,25),-2.12116 # DEPENDENCYPART_ARC
(3,26),-2.78296 # DEPENDENCYPART_ARC
(3,27),-2.42945 # DEPENDENCYPART_ARC
(3,28),-1.55099 # DEPENDENCYPART_ARC
(3,29),-1.85408 # DEPENDENCYPART_ARC
(4,1),0.749693 # DEPENDENCYPART_ARC
(4,2),0.201742 # DEPENDENCYPART_ARC
(4,3),2.21761 # DEPENDENCYPART_ARC
(4,5),-0.668446 # DEPENDENCYPART_ARC
(4,6),-0.82922 # DEPENDENCYPART_ARC
(4,7),-0.624327 # DEPENDENCYPART_ARC
(4,8),-1.31475 # DEPENDENCYPART_ARC
(4,9),-2.00585 # DEPENDENCYPART_ARC
(4,10),-1.89476 # DEPENDENCYPART_ARC
(4,11),-1.39066 # DEPENDENCYPART_ARC
(4,12),-1.63597 # DEPENDENCYPART_ARC
(4,13),-2.01501 # DEPENDENCYPART_ARC
(4,14),-2.85893 # DEPENDENCYPART_ARC
(4,15),-1.22606 # DEPENDENCYPART_ARC
(4,16),-3.52548 # DEPENDENCYPART_ARC
(4,17),-3.2857 # DEPENDENCYPART_ARC
(4,18),-2.42867 # DEPENDENCYPART_ARC
(4,19),-2.44953 # DEPENDENCYPART_ARC
(4,20),-2.12686 # DEPENDENCYPART_ARC
(4,21),-1.73797 # DEPENDENCYPART_ARC
(4,22),-3.40911 # DEPENDENCYPART_ARC
(4,23),-3.00612 # DEPENDENCYPART_ARC
(4,24),-2.19684 # DEPENDENCYPART_ARC
(4,25),-1.53856 # DEPENDENCYPART_ARC
(4,26),-5.62575 # DEPENDENCYPART_ARC
(4,27),-4.15934 # DEPENDENCYPART_ARC
(4,28),-4.65531 # DEPENDENCYPART_ARC
(4,29),-2.52144 # DEPENDENCYPART_ARC
(5,1),-2.48185 # DEPENDENCYPART_ARC
(5,2),0.648841 # DEPENDENCYPART_ARC
(5,3),-0.364082 # DEPENDENCYPART_ARC
(5,4),2.45735 # DEPENDENCYPART_ARC
(5,6),0.179129 # DEPENDENCYPART_ARC
(5,7),-0.673808 # DEPENDENCYPART_ARC
(5,8),-0.787575 # DEPENDENCYPART_ARC
(5,9),-1.50208 # DEPENDENCYPART_ARC
(5,10),-2.76994 # DEPENDENCYPART_ARC
(5,11),-1.40688 # DEPENDENCYPART_ARC
(5,12),-0.605823 # DEPENDENCYPART_ARC
(5,13),-1.80675 # DEPENDENCYPART_ARC
(5,14),-2.4683 # DEPENDENCYPART_ARC
(5,15),-1.38878 # DEPENDENCYPART_ARC
(5,16),-1.72561 # DEPENDENCYPART_ARC
(5,17),-3.58253 # DEPENDENCYPART_ARC
(5,19),-2.05457 # DEPENDENCYPART_ARC
(5,20),-2.2674 # DEPENDENCYPART_ARC
(5,21),-1.98861 # DEPENDENCYPART_ARC
(5,22),-3.80088 # DEPENDENCYPART_ARC
(5,23),-2.36065 # DEPENDENCYPART_ARC
(5,24),-2.4765 # DEPENDENCYPART_ARC
(5,25),-1.58759 # DEPENDENCYPART_ARC
(5,26),-3.60539 # DEPENDENCYPART_ARC
(5,27),-2.97511 # DEPENDENCYPART_ARC
(5,28),-1.98495 # DEPENDENCYPART_ARC
(5,29),-1.59577 # DEPENDENCYPART_ARC
(6,1),1.08073 # DEPENDENCYPART_ARC
(6,2),-0.146298 # DEPENDENCYPART_ARC
(6,3),0.690146 # DEPENDENCYPART_ARC
(6,4),0.557734 # DEPENDENCYPART_ARC
(6,5),2.13719 # DEPENDENCYPART_ARC
(6,7),1.01466 # DEPENDENCYPART_ARC
(6,8),-0.377853 # DEPENDENCYPART_ARC
(6,9),-0.866826 # DEPENDENCYPART_ARC
(6,10),-0.698154 # DEPENDENCYPART_ARC
(6,11),-0.281585 # DEPENDENCYPART_ARC
(6,12),-0.78012 # DEPENDENCYPART_ARC
(6,13),-0.857183 # DEPENDENCYPART_ARC
(6,14),-1.78708 # DEPENDENCYPART_ARC
(6,15),-0.745449 # DEPENDENCYPART_ARC
(6,16),-2.26298 # DEPENDENCYPART_ARC
(6,17),-1.38299 # DEPENDENCYPART_ARC
(6,18),-1.66329 # DEPENDENCYPART_ARC
(6,19),-1.24126 # DEPENDENCYPART_ARC
(6,20),-0.202992 # DEPENDENCYPART_ARC
(6,21),-1.26876 # DEPENDENCYPART_ARC
(6,22),-2.07768 # DEPENDENCYPART_ARC
(6,23),-1.60527 # DEPENDENCYPART_ARC
(6,24),-0.384676 # DEPENDENCYPART_ARC
(6,25),-1.08294 # DEPENDENCYPART_ARC
(6,26),-3.57944 # DEPENDENCYPART_ARC
(6,27),-2.9815 # DEPENDENCYPART_ARC
(6,28),-3.69129 # DEPENDENCYPART_ARC
(6,29),-1.9706 # DEPENDENCYPART_ARC
(7,1),-1.84833 # DEPENDENCYPART_ARC
(7,3),-1.45104 # DEPENDENCYPART_ARC
(7,4),-1.85052 # DEPENDENCYPART_ARC
(7,5),-0.758608 # DEPENDENCYPART_ARC
(7,6),-0.583544 # DEPENDENCYPART_ARC
(7,8),1.54497 # DEPENDENCYPART_ARC
(7,9),-1.02148 # DEPENDENCYPART_ARC
(7,11),-0.936371 # DEPENDENCYPART_ARC
(7,16),-2.24061 # DEPENDENCYPART_ARC
(7,19),-1.9306 # DEPENDENCYPART_ARC
(7,21),-1.28444 # DEPENDENCYPART_ARC
(7,23),-2.81708 # DEPENDENCYPART_ARC
(7,27),-2.90662 # DEPENDENCYPART_ARC
(7,28),-2.8555 # DEPENDENCYPART_ARC
(7,29),-1.88384 # DEPENDENCYPART_ARC
(8,2),-1.64533 # DEPENDENCYPART_ARC
(8,3),-1.37169 # DEPENDENCYPART_ARC
(8,4),-1.1464 # DEPENDENCYPART_ARC
(8,5),-0.976655 # DEPENDENCYPART_ARC
(8,6),-0.886636 # DEPENDENCYPART_ARC
(8,9),-1.2021 # DEPENDENCYPART_ARC
(8,10),-0.941413 # DEPENDENCYPART_ARC
(8,11),-1.01505 # DEPENDENCYPART_ARC
(8,13),-1.06515 # DEPENDENCYPART_ARC
(8,14),-1.07287 # DEPENDENCYPART_ARC
(8,16),-2.3815 # DEPENDENCYPART_ARC
(8,19),-1.65065 # DEPENDENCYPART_ARC
(8,20),-1.46695 # DEPENDENCYPART_ARC
(8,23),-1.92539 # DEPENDENCYPART_ARC
(8,24),-1.6658 # DEPENDENCYPART_ARC
(8,25),-1.58261 # DEPENDENCYPART_ARC
(8,26),-2.71378 # DEPENDENCYPART_ARC
(8,27),-2.73059 # DEPENDENCYPART_ARC
(9,1),-2.53807 # DEPENDENCYPART_ARC
(9,2),-0.89791 # DEPENDENCYPART_ARC
(9,3),-2.32054 # DEPENDENCYPART_ARC
(9,4),-0.952016 # DEPENDENCYPART_ARC
(9,5),-2.22357 # DEPENDENCYPART_ARC
(9,6),-0.494454 # DEPENDENCYPART_ARC
(9,7),-0.361169 # DEPENDENCYPART_ARC
(9,8),0.150863 # DEPENDENCYPART_ARC
(9,10),2.57876 # DEPENDENCYPART_ARC
(9,11),-0.222805 # DEPENDENCYPART_ARC
(9,12),0.0060627 # DEPENDENCYPART_ARC
(9,13),-1.35155 # DEPENDENCYPART_ARC
(9,14),-1.04458 # DEPENDENCYPART_ARC
(9,15),-0.713063 # DEPENDENCYPART_ARC
(9,16),-0.816596 # DEPENDENCYPART_ARC
(9,17),-0.146611 # DEPENDENCYPART_ARC
(9,19),-1.07843 # DEPENDENCYPART_ARC
(9,20),-1.33896 # DEPENDENCYPART_ARC
(9,21),-1.24659 # DEPENDENCYPART_ARC
(9,22),-0.726912 # DEPENDENCYPART_ARC
(9,23),-1.58851 # DEPENDENCYPART_ARC
(9,24),-1.42161 # DEPENDENCYPART_ARC
(9,25),-1.28315 # DEPENDENCYPART_ARC
(9,26),-1.39295 # DEPENDENCYPART_ARC
(9,27),-1.12286 # DEPENDENCYPART_ARC
(9,28),-1.05259 # DEPENDENCYPART_ARC
(9,29),-0.825708 # DEPENDENCYPART_ARC
(10,1),-2.47837 # DEPENDENCYPART_ARC
(10,2),-0.953585 # DEPENDENCYPART_ARC
(10,3),-2.12919 # DEPENDENCYPART_ARC
(10,4),-1.67547 # DEPENDENCYPART_ARC
(10,5),-1.87644 # DEPENDENCYPART_ARC
(10,6),-1.03314 # DEPENDENCYPART_ARC
(10,7),-0.592599 # DEPENDENCYPART_ARC
(10,8),-0.987178 # DEPENDENCYPART_ARC
(10,9),0.199359 # DEPENDENCYPART_ARC
(10,11),-0.460652 # DEPENDENCYPART_ARC
(10,12),-0.703139 # DEPENDENCYPART_ARC
(10,13),-2.47938 # DEPENDENCYPART_ARC
(10,14),-2.31535 # DEPENDENCYPART_ARC
(10,15),-0.662033 # DEPENDENCYPART_ARC
(10,16),-1.85235 # DEPENDENCYPART_ARC
(10,17),-2.44916 # DEPENDENCYPART_ARC
(10,19),-2.1724 # DEPENDENCYPART_ARC
(10,20),-1.35028 # DEPENDENCYPART_ARC
(10,21),-1.05037 # DEPENDENCYPART_ARC
(10,23),-2.44357 # DEPENDENCYPART_ARC
(10,24),-1.43711 # DEPENDENCYPART_ARC
(10,25),-1.17928 # DEPENDENCYPART_ARC
(10,26),-2.64953 # DEPENDENCYPART_ARC
(10,27),-2.02884 # DEPENDENCYPART_ARC
(10,28),-2.05654 # DEPENDENCYPART_ARC
(10,29),-1.34848 # DEPENDENCYPART_ARC
(11,1),0.247744 # DEPENDENCYPART_ARC
(11,2),-1.08222 # DEPENDENCYPART_ARC
(11,3),-0.328848 # DEPENDENCYPART_ARC
(11,4),-0.991371 # DEPENDENCYPART_ARC
(11,5),-0.0897033 # DEPENDENCYPART_ARC
(11,6),-0.716973 # DEPENDENCYPART_ARC
(11,7),-0.730959 # DEPENDENCYPART_ARC
(11,8),-1.04767 # DEPENDENCYPART_ARC
(11,9),1.00179 # DEPENDENCYPART_ARC
(11,10),0.578901 # DEPENDENCYPART_ARC
(11,12),1.87846 # DEPENDENCYPART_ARC
(11,13),0.73713 # DEPENDENCYPART_ARC
(11,14),-0.667157 # DEPENDENCYPART_ARC
(11,15),0.191783 # DEPENDENCYPART_ARC
(11,16),-0.66833 # DEPENDENCYPART_ARC
(11,17),-0.354664 # DEPENDENCYPART_ARC
(11,18),-0.523946 # DEPENDENCYPART_ARC
(11,19),-0.296983 # DEPENDENCYPART_ARC
(11,20),0.3219 # DEPENDENCYPART_ARC
(11,21),-0.447608 # DEPENDENCYPART_ARC
(11,22),-1.07122 # DEPENDENCYPART_ARC
(11,23),-0.740287 # DEPENDENCYPART_ARC
(11,24),0.131175 # DEPENDENCYPART_ARC
(11,25),-0.262927 # DEPENDENCYPART_ARC
(11,26),-1.84006 # DEPENDENCYPART_ARC
(11,27),-1.23697 # DEPENDENCYPART_ARC
(11,28),-1.80797 # DEPENDENCYPART_ARC
(11,29),-0.912225 # DEPENDENCYPART_ARC
(12,1),-1.57996 # DEPENDENCYPART_ARC
(12,2),-1.9521 # DEPENDENCYPART_ARC
(12,3),-1.45947 # DEPENDENCYPART_ARC
(12,4),-1.57252 # DEPENDENCYPART_ARC
(12,5),-1.41059 # DEPENDENCYPART_ARC
(12,6),-1.54095 # DEPENDENCYPART_ARC
(12,8),-1.27142 # DEPENDENCYPART_ARC
(12,9),-0.992072 # DEPENDENCYPART_ARC
(12,10),-1.08321 # DEPENDENCYPART_ARC
(12,11),-0.272858 # DEPENDENCYPART_ARC
(12,13),0.449557 # DEPENDENCYPART_ARC
(12,14),-0.851402 # DEPENDENCYPART_ARC
(12,15),-0.0463361 # DEPENDENCYPART_ARC
(12,16),-0.857736 # DEPENDENCYPART_ARC
(12,17),-1.10801 # DEPENDENCYPART_ARC
(12,19),-1.26122 # DEPENDENCYPART_ARC
(12,20),-1.08651 # DEPENDENCYPART_ARC
(12,21),-0.626194 # DEPENDENCYPART_ARC
(12,23),-1.34225 # DEPENDENCYPART_ARC
(12,24),-1.11088 # DEPENDENCYPART_ARC
(12,25),-1.19563 # DEPENDENCYPART_ARC
(12,26),-1.32347 # DEPENDENCYPART_ARC
(12,27),-1.17125 # DEPENDENCYPART_ARC
(12,28),-1.26126 # DEPENDENCYPART_ARC
(12,29),-0.964437 # DEPENDENCYPART_ARC
(13,1),-0.495306 # DEPENDENCYPART_ARC
(13,2),-0.729376 # DEPENDENCYPART_ARC
(13,3),-0.344633 # DEPENDENCYPART_ARC
(13,4),-0.822717 # DEPENDENCYPART_ARC
(13,5),0.313564 # DEPENDENCYPART_ARC
(13,6),0.0627781 # DEPENDENCYPART_ARC
(13,7),-0.478448 # DEPENDENCYPART_ARC
(13,8),-0.883531 # DEPENDENCYPART_ARC
(13,9),0.821186 # DEPENDENCYPART_ARC
(13,10),0.508475 # DEPENDENCYPART_ARC
(13,11),1.38403 # DEPENDENCYPART_ARC
(13,12),1.73109 # DEPENDENCYPART_ARC
(13,14),-1.15895 # DEPENDENCYPART_ARC
(13,15),-0.109859 # DEPENDENCYPART_ARC
(13,16),-0.779349 # DEPENDENCYPART_ARC
(13,17),-1.32215 # DEPENDENCYPART_ARC
(13,18),-0.813213 # DEPENDENCYPART_ARC
(13,19),-0.983305 # DEPENDENCYPART_ARC
(13,20),-1.00252 # DEPENDENCYPART_ARC
(13,21),-0.991682 # DEPENDENCYPART_ARC
(13,22),-1.73847 # DEPENDENCYPART_ARC
(13,23),-1.44348 # DEPENDENCYPART_ARC
(13,24),-1.04608 # DEPENDENCYPART_ARC
(13,25),-0.49506 # DEPENDENCYPART_ARC
(13,26),-4.58568 # DEPENDENCYPART_ARC
(13,27),-1.43174 # DEPENDENCYPART_ARC
(13,28),-3.05112 # DEPENDENCYPART_ARC
(13,29),-1.44936 # DEPENDENCYPART_ARC
(14,1),1.23718 # DEPENDENCYPART_ARC
(14,2),-0.659954 # DEPENDENCYPART_ARC
(14,3),-0.840356 # DEPENDENCYPART_ARC
(14,4),-0.216739 # DEPENDENCYPART_ARC
(14,5),-0.265755 # DEPENDENCYPART_ARC
(14,6),0.487498 # DEPENDENCYPART_ARC
(14,7),-0.944526 # DEPENDENCYPART_ARC
(14,8),-0.827 # DEPENDENCYPART_ARC
(14,9),-0.0544225 # DEPENDENCYPART_ARC
(14,10),-1.15997 # DEPENDENCYPART_ARC
(14,11),1.15327 # DEPENDENCYPART_ARC
(14,12),0.20756 # DEPENDENCYPART_ARC
(14,13),3.52493 # DEPENDENCYPART_ARC
(14,15),2.38419 # DEPENDENCYPART_ARC
(14,16),-0.436838 # DEPENDENCYPART_ARC
(14,17),-0.577964 # DEPENDENCYPART_ARC
(14,18),-0.0153568 # DEPENDENCYPART_ARC
(14,19),0.866039 # DEPENDENCYPART_ARC
(14,20),0.71476 # DEPENDENCYPART_ARC
(14,21),0.0622874 # DEPENDENCYPART_ARC
(14,22),-1.2701 # DEPENDENCYPART_ARC
(14,23),0.466676 # DEPENDENCYPART_ARC
(14,24),0.480735 # DEPENDENCYPART_ARC
(14,25),0.254212 # DEPENDENCYPART_ARC
(14,26),-2.68999 # DEPENDENCYPART_ARC
(14,27),-1.18203 # DEPENDENCYPART_ARC
(14,28),-1.35329 # DEPENDENCYPART_ARC
(14,29),-0.249955 # DEPENDENCYPART_ARC
(15,1),-1.38751 # DEPENDENCYPART_ARC
(15,4),-1.38988 # DEPENDENCYPART_ARC
(15,6),-1.37299 # DEPENDENCYPART_ARC
(15,11),-0.98178 # DEPENDENCYPART_ARC
(15,12),-0.39216 # DEPENDENCYPART_ARC
(15,13),-0.405408 # DEPENDENCYPART_ARC
(15,19),-0.83507 # DEPENDENCYPART_ARC
(15,20),-0.681674 # DEPENDENCYPART_ARC
(15,23),-1.19112 # DEPENDENCYPART_ARC
(15,24),-0.923882 # DEPENDENCYPART_ARC
(15,26),-1.51016 # DEPENDENCYPART_ARC
(15,28),-1.57261 # DEPENDENCYPART_ARC
(16,1),-4.03785 # DEPENDENCYPART_ARC
(16,2),-1.50487 # DEPENDENCYPART_ARC
(16,3),-3.61191 # DEPENDENCYPART_ARC
(16,4),-2.29884 # DEPENDENCYPART_ARC
(16,5),-3.90124 # DEPENDENCYPART_ARC
(16,6),-2.14275 # DEPENDENCYPART_ARC
(16,7),-1.46988 # DEPENDENCYPART_ARC
(16,8),-1.73862 # DEPENDENCYPART_ARC
(16,9),-1.38873 # DEPENDENCYPART_ARC
(16,10),-2.64033 # DEPENDENCYPART_ARC
(16,11),-1.49922 # DEPENDENCYPART_ARC
(16,12),-1.19836 # DEPENDENCYPART_ARC
(16,13),-2.1619 # DEPENDENCYPART_ARC
(16,14),-2.10194 # DEPENDENCYPART_ARC
(16,15),-0.410228 # DEPENDENCYPART_ARC
(16,17),2.32455 # DEPENDENCYPART_ARC
(16,19),-0.50846 # DEPENDENCYPART_ARC
(16,20),-0.618633 # DEPENDENCYPART_ARC
(16,21),-0.407272 # DEPENDENCYPART_ARC
(16,22),-0.235178 # DEPENDENCYPART_ARC
(16,23),-1.10281 # DEPENDENCYPART_ARC
(16,24),-0.983917 # DEPENDENCYPART_ARC
(16,25),-0.615821 # DEPENDENCYPART_ARC
(16,26),-1.4784 # DEPENDENCYPART_ARC
(16,27),-1.06765 # DEPENDENCYPART_ARC
(16,28),-0.938871 # DEPENDENCYPART_ARC
(16,29),-0.420196 # DEPENDENCYPART_ARC
(17,3),-3.63985 # DEPENDENCYPART_ARC
(17,4),-1.17021 # DEPENDENCYPART_ARC
(17,5),-2.7851 # DEPENDENCYPART_ARC
(17,6),-2.00865 # DEPENDENCYPART_ARC
(17,8),-1.60829 # DEPENDENCYPART_ARC
(17,9),-2.26473 # DEPENDENCYPART_ARC
(17,11),-1.55158 # DEPENDENCYPART_ARC
(17,13),-1.25608 # DEPENDENCYPART_ARC
(17,15),-0.96715 # DEPENDENCYPART_ARC
(17,16),-0.626696 # DEPENDENCYPART_ARC
(17,19),-1.36583 # DEPENDENCYPART_ARC
(17,21),-0.748226 # DEPENDENCYPART_ARC
(17,23),-1.66395 # DEPENDENCYPART_ARC
(17,25),-1.25752 # DEPENDENCYPART_ARC
(17,27),-1.37028 # DEPENDENCYPART_ARC
(17,29),-1.30539 # DEPENDENCYPART_ARC
(18,3),-1.05058 # DEPENDENCYPART_ARC
(18,5),-1.02784 # DEPENDENCYPART_ARC
(18,8),-1.45805 # DEPENDENCYPART_ARC
(18,9),-1.07361 # DEPENDENCYPART_ARC
(18,12),-0.897124 # DEPENDENCYPART_ARC
(18,16),-0.337471 # DEPENDENCYPART_ARC
(18,21),-0.392611 # DEPENDENCYPART_ARC
(18,25),-0.850227 # DEPENDENCYPART_ARC
(18,27),-1.28372 # DEPENDENCYPART_ARC
(18,29),-0.829401 # DEPENDENCYPART_ARC
(19,1),0.0730681 # DEPENDENCYPART_ARC
(19,2),-1.38941 # DEPENDENCYPART_ARC
(19,3),-0.983826 # DEPENDENCYPART_ARC
(19,4),-1.35636 # DEPENDENCYPART_ARC
(19,5),-0.676149 # DEPENDENCYPART_ARC
(19,6),-0.667869 # DEPENDENCYPART_ARC
(19,7),-1.27284 # DEPENDENCYPART_ARC
(19,8),-1.66723 # DEPENDENCYPART_ARC
(19,9),-0.365983 # DEPENDENCYPART_ARC
(19,10),-1.18537 # DEPENDENCYPART_ARC
(19,11),-0.0445455 # DEPENDENCYPART_ARC
(19,12),-1.25234 # DEPENDENCYPART_ARC
(19,13),-0.457115 # DEPENDENCYPART_ARC
(19,14),-1.56969 # DEPENDENCYPART_ARC
(19,15),-0.834673 # DEPENDENCYPART_ARC
(19,16),1.10144 # DEPENDENCYPART_ARC
(19,17),0.402738 # DEPENDENCYPART_ARC
(19,18),1.13717 # DEPENDENCYPART_ARC
(19,20),2.45809 # DEPENDENCYPART_ARC
(19,21),-0.725976 # DEPENDENCYPART_ARC
(19,22),-1.0394 # DEPENDENCYPART_ARC
(19,23),-1.00271 # DEPENDENCYPART_ARC
(19,24),0.408822 # DEPENDENCYPART_ARC
(19,25),-0.492681 # DEPENDENCYPART_ARC
(19,26),-2.35691 # DEPENDENCYPART_ARC
(19,27),-1.42509 # DEPENDENCYPART_ARC
(19,28),-1.97533 # DEPENDENCYPART_ARC
(19,29),-1.38118 # DEPENDENCYPART_ARC
(20,1),-1.77856 # DEPENDENCYPART_ARC
(20,2),-1.22138 # DEPENDENCYPART_ARC
(20,3),-1.96096 # DEPENDENCYPART_ARC
(20,4),-0.766782 # DEPENDENCYPART_ARC
(20,5),-1.42023 # DEPENDENCYPART_ARC
(20,6),-1.60406 # DEPENDENCYPART_ARC
(20,7),-1.28409 # DEPENDENCYPART_ARC
(20,8),-1.52717 # DEPENDENCYPART_ARC
(20,9),-1.41587 # DEPENDENCYPART_ARC
(20,10),-1.05544 # DEPENDENCYPART_ARC
(20,11),-1.46797 # DEPENDENCYPART_ARC
(20,12),-0.963098 # DEPENDENCYPART_ARC
(20,13),-0.973556 # DEPENDENCYPART_ARC
(20,14),-0.971223 # DEPENDENCYPART_ARC
(20,15),-1.20844 # DEPENDENCYPART_ARC
(20,16),-0.617243 # DEPENDENCYPART_ARC
(20,17),-0.319143 # DEPENDENCYPART_ARC
(20,19),-0.492456 # DEPENDENCYPART_ARC
(20,21),1.73297 # DEPENDENCYPART_ARC
(20,23),-0.862186 # DEPENDENCYPART_ARC
(20,24),-1.04217 # DEPENDENCYPART_ARC
(20,25),-0.823113 # DEPENDENCYPART_ARC
(20,26),-2.12716 # DEPENDENCYPART_ARC
(20,27),-1.4016 # DEPENDENCYPART_ARC
(20,28),-1.76479 # DEPENDENCYPART_ARC
(20,29),-0.867649 # DEPENDENCYPART_ARC
(21,2),-0.976407 # DEPENDENCYPART_ARC
(21,3),-0.493927 # DEPENDENCYPART_ARC
