# _root_ juan jose_ibarretxe_eaeko lehendakariaren ustez , herritarrek " sendotasun moralaz_gain beste zerbait espero_dute erakundeetatik etarekin amaitzeko , indakerkeriari eta heriotzari aurre_egiteko " .
#goldHeads=3,1,4,12,4,12,6,12,8,11,12,0,12,15,16,12,18,20,18,12,20,21,
#predictedHeads=3,3,4,12,4,12,6,9,12,9,12,0,15,15,12,15,18,20,18,12,20,21,
(8,16),-1.36469 # DEPENDENCYPART_ARC
(8,17),-1.10979 # DEPENDENCYPART_ARC
(8,18),-1.05451 # DEPENDENCYPART_ARC
(8,19),-1.23753 # DEPENDENCYPART_ARC
(8,20),-1.38793 # DEPENDENCYPART_ARC
(8,21),-1.7218 # DEPENDENCYPART_ARC
(8,22),-1.24099 # DEPENDENCYPART_ARC
(9,1),-1.05067 # DEPENDENCYPART_ARC
(9,2),0.297293 # DEPENDENCYPART_ARC
(9,3),-0.892171 # DEPENDENCYPART_ARC
(9,4),-1.23411 # DEPENDENCYPART_ARC
(9,5),-1.52066 # DEPENDENCYPART_ARC
(9,6),-3.01384 # DEPENDENCYPART_ARC
(9,7),-1.19689 # DEPENDENCYPART_ARC
(9,8),1.74445 # DEPENDENCYPART_ARC
(9,10),1.23637 # DEPENDENCYPART_ARC
(9,11),-1.55164 # DEPENDENCYPART_ARC
(9,12),-3.3849 # DEPENDENCYPART_ARC
(9,13),-2.52044 # DEPENDENCYPART_ARC
(9,14),-2.99244 # DEPENDENCYPART_ARC
(9,15),-3.04338 # DEPENDENCYPART_ARC
(9,16),-1.28934 # DEPENDENCYPART_ARC
(9,17),-2.25945 # DEPENDENCYPART_ARC
(9,18),-1.86849 # DEPENDENCYPART_ARC
(9,19),-2.25068 # DEPENDENCYPART_ARC
(9,20),-3.76287 # DEPENDENCYPART_ARC
(9,21),-1.62119 # DEPENDENCYPART_ARC
(9,22),-1.5305 # DEPENDENCYPART_ARC
(10,1),-2.18964 # DEPENDENCYPART_ARC
(10,2),-1.55556 # DEPENDENCYPART_ARC
(10,3),-2.05869 # DEPENDENCYPART_ARC
(10,4),-1.0789 # DEPENDENCYPART_ARC
(10,5),-1.71816 # DEPENDENCYPART_ARC
(10,6),-1.74209 # DEPENDENCYPART_ARC
(10,7),-1.4358 # DEPENDENCYPART_ARC
(10,8),-1.08695 # DEPENDENCYPART_ARC
(10,9),-0.469676 # DEPENDENCYPART_ARC
(10,11),0.149033 # DEPENDENCYPART_ARC
(10,12),-0.810798 # DEPENDENCYPART_ARC
(10,13),-0.976816 # DEPENDENCYPART_ARC
(10,14),-1.00824 # DEPENDENCYPART_ARC
(10,15),-0.9376 # DEPENDENCYPART_ARC
(10,16),-0.551168 # DEPENDENCYPART_ARC
(10,17),-1.3593 # DEPENDENCYPART_ARC
(10,18),-1.05939 # DEPENDENCYPART_ARC
(10,19),-1.38225 # DEPENDENCYPART_ARC
(10,20),-0.998943 # DEPENDENCYPART_ARC
(10,21),-0.74208 # DEPENDENCYPART_ARC
(10,22),-1.11045 # DEPENDENCYPART_ARC
(11,1),-0.615203 # DEPENDENCYPART_ARC
(11,2),-0.646101 # DEPENDENCYPART_ARC
(11,3),-0.825723 # DEPENDENCYPART_ARC
(11,4),-0.42124 # DEPENDENCYPART_ARC
(11,5),-0.601132 # DEPENDENCYPART_ARC
(11,6),-0.69784 # DEPENDENCYPART_ARC
(11,7),-0.518883 # DEPENDENCYPART_ARC
(11,8),0.0700533 # DEPENDENCYPART_ARC
(11,9),-0.0822765 # DEPENDENCYPART_ARC
(11,10),0.832946 # DEPENDENCYPART_ARC
(11,12),0.061461 # DEPENDENCYPART_ARC
(11,13),-0.833866 # DEPENDENCYPART_ARC
(11,14),-0.907288 # DEPENDENCYPART_ARC
(11,15),-0.823408 # DEPENDENCYPART_ARC
(11,16),-0.475049 # DEPENDENCYPART_ARC
(11,17),-1.26026 # DEPENDENCYPART_ARC
(11,18),-0.791758 # DEPENDENCYPART_ARC
(11,19),-1.41982 # DEPENDENCYPART_ARC
(11,20),-1.05583 # DEPENDENCYPART_ARC
(11,21),-0.547449 # DEPENDENCYPART_ARC
(11,22),-0.532579 # DEPENDENCYPART_ARC
(12,1),-0.447553 # DEPENDENCYPART_ARC
(12,2),-1.85137 # DEPENDENCYPART_ARC
(12,3),-2.36086 # DEPENDENCYPART_ARC
(12,4),0.0854244 # DEPENDENCYPART_ARC
(12,5),-1.35346 # DEPENDENCYPART_ARC
(12,6),1.27286 # DEPENDENCYPART_ARC
(12,7),-1.38162 # DEPENDENCYPART_ARC
(12,8),-0.0563498 # DEPENDENCYPART_ARC
(12,9),1.10198 # DEPENDENCYPART_ARC
(12,10),0.0348158 # DEPENDENCYPART_ARC
(12,11),2.41565 # DEPENDENCYPART_ARC
(12,13),0.752237 # DEPENDENCYPART_ARC
(12,14),0.257018 # DEPENDENCYPART_ARC
(12,15),1.49041 # DEPENDENCYPART_ARC
(12,16),0.00078338 # DEPENDENCYPART_ARC
(12,17),0.0155758 # DEPENDENCYPART_ARC
(12,18),-0.0658368 # DEPENDENCYPART_ARC
(12,19),-0.638499 # DEPENDENCYPART_ARC
(12,20),0.469642 # DEPENDENCYPART_ARC
(12,21),-0.257827 # DEPENDENCYPART_ARC
(12,22),-0.715374 # DEPENDENCYPART_ARC
(13,1),-1.51231 # DEPENDENCYPART_ARC
(13,2),-1.42685 # DEPENDENCYPART_ARC
(13,3),-1.06941 # DEPENDENCYPART_ARC
(13,4),-1.27563 # DEPENDENCYPART_ARC
(13,5),-1.43522 # DEPENDENCYPART_ARC
(13,6),-3.04239 # DEPENDENCYPART_ARC
(13,7),-1.68634 # DEPENDENCYPART_ARC
(13,8),-0.378141 # DEPENDENCYPART_ARC
(13,9),-0.533846 # DEPENDENCYPART_ARC
(13,10),0.242351 # DEPENDENCYPART_ARC
(13,11),0.229308 # DEPENDENCYPART_ARC
(13,12),-0.842323 # DEPENDENCYPART_ARC
(13,14),-1.03363 # DEPENDENCYPART_ARC
(13,15),-2.20328 # DEPENDENCYPART_ARC
(13,16),-1.11417 # DEPENDENCYPART_ARC
(13,17),-1.65768 # DEPENDENCYPART_ARC
(13,18),-1.16861 # DEPENDENCYPART_ARC
(13,19),-1.76536 # DEPENDENCYPART_ARC
(13,20),-3.24369 # DEPENDENCYPART_ARC
(13,21),-1.50796 # DEPENDENCYPART_ARC
(13,22),-1.20223 # DEPENDENCYPART_ARC
(14,1),-1.82716 # DEPENDENCYPART_ARC
(14,2),-0.842542 # DEPENDENCYPART_ARC
(14,3),-2.17893 # DEPENDENCYPART_ARC
(14,4),-1.44444 # DEPENDENCYPART_ARC
(14,5),-1.96026 # DEPENDENCYPART_ARC
(14,6),-4.41181 # DEPENDENCYPART_ARC
(14,7),-2.08563 # DEPENDENCYPART_ARC
(14,8),-1.44223 # DEPENDENCYPART_ARC
(14,9),-2.86502 # DEPENDENCYPART_ARC
(14,10),-0.230692 # DEPENDENCYPART_ARC
(14,11),-0.588196 # DEPENDENCYPART_ARC
(14,12),-1.63436 # DEPENDENCYPART_ARC
(14,13),-0.605959 # DEPENDENCYPART_ARC
(14,15),-2.00003 # DEPENDENCYPART_ARC
(14,16),-0.60921 # DEPENDENCYPART_ARC
(14,17),-1.27285 # DEPENDENCYPART_ARC
(14,18),-1.66451 # DEPENDENCYPART_ARC
(14,19),-1.47028 # DEPENDENCYPART_ARC
(14,20),-3.90642 # DEPENDENCYPART_ARC
(14,21),-1.54923 # DEPENDENCYPART_ARC
(14,22),-1.47987 # DEPENDENCYPART_ARC
(15,1),-0.990298 # DEPENDENCYPART_ARC
(15,2),-0.848032 # DEPENDENCYPART_ARC
(15,3),-2.39317 # DEPENDENCYPART_ARC
(15,4),0.000476208 # DEPENDENCYPART_ARC
(15,5),-1.95708 # DEPENDENCYPART_ARC
(15,6),-0.680382 # DEPENDENCYPART_ARC
(15,7),-1.76209 # DEPENDENCYPART_ARC
(15,8),0.185746 # DEPENDENCYPART_ARC
(15,9),0.138557 # DEPENDENCYPART_ARC
(15,10),-0.66562 # DEPENDENCYPART_ARC
(15,11),0.634902 # DEPENDENCYPART_ARC
(15,12),-2.57851 # DEPENDENCYPART_ARC
(15,13),1.19063 # DEPENDENCYPART_ARC
(15,14),1.92827 # DEPENDENCYPART_ARC
(15,16),1.13628 # DEPENDENCYPART_ARC
(15,17),-0.615232 # DEPENDENCYPART_ARC
(15,18),-0.698217 # DEPENDENCYPART_ARC
(15,19),-1.46763 # DEPENDENCYPART_ARC
(15,20),-1.26659 # DEPENDENCYPART_ARC
(15,21),-0.323905 # DEPENDENCYPART_ARC
(15,22),-1.14637 # DEPENDENCYPART_ARC
(16,1),-1.35232 # DEPENDENCYPART_ARC
(16,2),-1.5322 # DEPENDENCYPART_ARC
(16,3),-1.26923 # DEPENDENCYPART_ARC
(16,4),-1.57147 # DEPENDENCYPART_ARC
(16,5),-1.97655 # DEPENDENCYPART_ARC
(16,6),-1.35981 # DEPENDENCYPART_ARC
(16,7),-1.71409 # DEPENDENCYPART_ARC
(16,8),-0.976696 # DEPENDENCYPART_ARC
(16,9),-1.1194 # DEPENDENCYPART_ARC
(16,10),-1.72284 # DEPENDENCYPART_ARC
(16,11),-1.29031 # DEPENDENCYPART_ARC
(16,12),-0.578437 # DEPENDENCYPART_ARC
(16,13),-0.469101 # DEPENDENCYPART_ARC
(16,14),-0.594746 # DEPENDENCYPART_ARC
(16,15),-0.0379318 # DEPENDENCYPART_ARC
(16,17),-0.462088 # DEPENDENCYPART_ARC
(16,18),-1.02211 # DEPENDENCYPART_ARC
(16,19),-0.934389 # DEPENDENCYPART_ARC
(16,20),-0.337821 # DEPENDENCYPART_ARC
(16,21),-0.281912 # DEPENDENCYPART_ARC
(16,22),-0.361899 # DEPENDENCYPART_ARC
(17,1),-2.15265 # DEPENDENCYPART_ARC
(17,2),-1.50511 # DEPENDENCYPART_ARC
(17,3),-2.11995 # DEPENDENCYPART_ARC
(17,4),-1.48712 # DEPENDENCYPART_ARC
(17,5),-1.66735 # DEPENDENCYPART_ARC
(17,6),-4.20434 # DEPENDENCYPART_ARC
(17,7),-1.70542 # DEPENDENCYPART_ARC
(17,8),-1.68657 # DEPENDENCYPART_ARC
(17,9),-2.46723 # DEPENDENCYPART_ARC
(17,10),-0.696948 # DEPENDENCYPART_ARC
(17,11),-1.72368 # DEPENDENCYPART_ARC
(17,12),-3.24854 # DEPENDENCYPART_ARC
(17,13),-2.13484 # DEPENDENCYPART_ARC
(17,14),-2.86978 # DEPENDENCYPART_ARC
(17,15),-1.7463 # DEPENDENCYPART_ARC
(17,16),0.020279 # DEPENDENCYPART_ARC
(17,18),-0.399142 # DEPENDENCYPART_ARC
(17,19),-0.645053 # DEPENDENCYPART_ARC
(17,20),-2.39799 # DEPENDENCYPART_ARC
(17,21),-1.19442 # DEPENDENCYPART_ARC
(17,22),-1.20693 # DEPENDENCYPART_ARC
(18,1),-0.471452 # DEPENDENCYPART_ARC
(18,2),-0.631427 # DEPENDENCYPART_ARC
(18,3),-0.608792 # DEPENDENCYPART_ARC
(18,4),-0.671391 # DEPENDENCYPART_ARC
(18,5),-2.13652 # DEPENDENCYPART_ARC
(18,6),0.406698 # DEPENDENCYPART_ARC
(18,7),-1.78185 # DEPENDENCYPART_ARC
(18,8),-0.347744 # DEPENDENCYPART_ARC
(18,9),-1.35582 # DEPENDENCYPART_ARC
(18,10),-0.560803 # DEPENDENCYPART_ARC
(18,11),-0.299444 # DEPENDENCYPART_ARC
(18,12),-0.111352 # DEPENDENCYPART_ARC
(18,13),-0.559973 # DEPENDENCYPART_ARC
(18,14),0.179983 # DEPENDENCYPART_ARC
(18,15),-0.119413 # DEPENDENCYPART_ARC
(18,16),-1.00313 # DEPENDENCYPART_ARC
(18,17),2.4427 # DEPENDENCYPART_ARC
(18,19),3.03952 # DEPENDENCYPART_ARC
(18,20),0.224779 # DEPENDENCYPART_ARC
(18,21),-0.201313 # DEPENDENCYPART_ARC
(18,22),-0.581212 # DEPENDENCYPART_ARC
(19,1),-2.74423 # DEPENDENCYPART_ARC
(19,2),-2.14994 # DEPENDENCYPART_ARC
(19,3),-2.76091 # DEPENDENCYPART_ARC
(19,4),-2.00983 # DEPENDENCYPART_ARC
(19,5),-2.62404 # DEPENDENCYPART_ARC
(19,6),-4.77022 # DEPENDENCYPART_ARC
(19,7),-2.83872 # DEPENDENCYPART_ARC
(19,8),-2.55195 # DEPENDENCYPART_ARC
(19,9),-3.19736 # DEPENDENCYPART_ARC
(19,10),-1.39017 # DEPENDENCYPART_ARC
(19,11),-2.45917 # DEPENDENCYPART_ARC
(19,12),-3.95744 # DEPENDENCYPART_ARC
(19,13),-3.04173 # DEPENDENCYPART_ARC
(19,14),-3.85699 # DEPENDENCYPART_ARC
(19,15),-2.94501 # DEPENDENCYPART_ARC
(19,16),-1.8582 # DEPENDENCYPART_ARC
(19,17),-3.16191 # DEPENDENCYPART_ARC
(19,18),-0.285763 # DEPENDENCYPART_ARC
(19,20),-1.64071 # DEPENDENCYPART_ARC
(19,21),-0.606331 # DEPENDENCYPART_ARC
(19,22),-1.16063 # DEPENDENCYPART_ARC
(20,1),-1.72964 # DEPENDENCYPART_ARC
(20,2),-1.35541 # DEPENDENCYPART_ARC
(20,3),-3.84962 # DEPENDENCYPART_ARC
(20,4),-0.390084 # DEPENDENCYPART_ARC
(20,5),-2.28941 # DEPENDENCYPART_ARC
(20,6),-1.49851 # DEPENDENCYPART_ARC
(20,7),-1.97526 # DEPENDENCYPART_ARC
(20,8),-0.740191 # DEPENDENCYPART_ARC
(20,9),-0.875905 # DEPENDENCYPART_ARC
(20,10),-0.91484 # DEPENDENCYPART_ARC
(20,11),-0.0622825 # DEPENDENCYPART_ARC
(20,12),-3.66039 # DEPENDENCYPART_ARC
(20,13),-0.622728 # DEPENDENCYPART_ARC
(20,14),-0.801889 # DEPENDENCYPART_ARC
(20,15),-0.328088 # DEPENDENCYPART_ARC
(20,16),-1.25602 # DEPENDENCYPART_ARC
(20,17),1.20421 # DEPENDENCYPART_ARC
(20,18),0.949627 # DEPENDENCYPART_ARC
(20,19),2.86244 # DEPENDENCYPART_ARC
(20,21),1.74877 # DEPENDENCYPART_ARC
(20,22),0.00532676 # DEPENDENCYPART_ARC
(21,1),-1.6714 # DEPENDENCYPART_ARC
(21,2),-2.06824 # DEPENDENCYPART_ARC
(21,3),-1.60063 # DEPENDENCYPART_ARC
(21,4),-1.96805 # DEPENDENCYPART_ARC
(21,5),-2.40052 # DEPENDENCYPART_ARC
(21,6),-1.79443 # DEPENDENCYPART_ARC
(21,7),-2.23296 # DEPENDENCYPART_ARC
(21,8),-1.54399 # DEPENDENCYPART_ARC
(21,9),-1.74245 # DEPENDENCYPART_ARC
(21,10),-2.3911 # DEPENDENCYPART_ARC
(21,11),-1.93919 # DEPENDENCYPART_ARC
(21,12),-1.4564 # DEPENDENCYPART_ARC
(21,13),-1.52386 # DEPENDENCYPART_ARC
(21,14),-1.58205 # DEPENDENCYPART_ARC
(21,15),-1.84789 # DEPENDENCYPART_ARC
(21,16),-1.94855 # DEPENDENCYPART_ARC
(21,17),-1.47078 # DEPENDENCYPART_ARC
(21,18),-0.939955 # DEPENDENCYPART_ARC
(21,19),-1.21753 # DEPENDENCYPART_ARC
(21,20),-0.736852 # DEPENDENCYPART_ARC
(21,22),2.18026 # DEPENDENCYPART_ARC
(22,1),-2.16895 # DEPENDENCYPART_ARC
(22,2),-1.51606 # DEPENDENCYPART_ARC
(22,3),-1.87855 # DEPENDENCYPART_ARC
(22,4),-1.4072 # DEPENDENCYPART_ARC
(22,5),-1.51345 # DEPENDENCYPART_ARC
(22,6),-1.92811 # DEPENDENCYPART_ARC
(22,7),-1.55066 # DEPENDENCYPART_ARC
(22,8),-1.47535 # DEPENDENCYPART_ARC
(22,9),-1.37714 # DEPENDENCYPART_ARC
(22,10),-1.88664 # DEPENDENCYPART_ARC
(22,11),-1.6241 # DEPENDENCYPART_ARC
(22,12),-1.39779 # DEPENDENCYPART_ARC
(22,13),-1.29069 # DEPENDENCYPART_ARC
(22,14),-1.1195 # DEPENDENCYPART_ARC
(22,15),-1.61209 # DEPENDENCYPART_ARC
(22,16),-1.30225 # DEPENDENCYPART_ARC
(22,17),-1.09863 # DEPENDENCYPART_ARC
(22,18),-0.696451 # DEPENDENCYPART_ARC
(22,19),-0.585536 # DEPENDENCYPART_ARC
(22,20),-1.02538 # DEPENDENCYPART_ARC
(22,21),-0.442692 # DEPENDENCYPART_ARC
