# _root_ adierazi zuenez , " oso erantzun ona " jaso du orain_arte egindako sinadura bilketak , eta hori oso itxaropentsua da .
#goldHeads=16,1,2,3,7,9,6,7,16,9,12,14,14,9,14,0,20,19,20,16,20,
#predictedHeads=9,1,2,3,7,9,6,7,16,9,12,14,14,9,14,0,20,19,20,16,20,
(8,9),-0.668879 # DEPENDENCYPART_ARC
(8,10),-0.366508 # DEPENDENCYPART_ARC
(8,11),-1.23256 # DEPENDENCYPART_ARC
(8,12),-1.13626 # DEPENDENCYPART_ARC
(8,13),-1.34624 # DEPENDENCYPART_ARC
(8,14),-1.38172 # DEPENDENCYPART_ARC
(8,15),-0.400234 # DEPENDENCYPART_ARC
(8,16),-1.20677 # DEPENDENCYPART_ARC
(8,17),-1.65183 # DEPENDENCYPART_ARC
(8,18),-1.49389 # DEPENDENCYPART_ARC
(8,19),-1.23418 # DEPENDENCYPART_ARC
(8,20),-1.14299 # DEPENDENCYPART_ARC
(8,21),-1.04016 # DEPENDENCYPART_ARC
(9,1),1.48905 # DEPENDENCYPART_ARC
(9,2),-0.533921 # DEPENDENCYPART_ARC
(9,3),-0.144247 # DEPENDENCYPART_ARC
(9,4),-0.589032 # DEPENDENCYPART_ARC
(9,5),0.690811 # DEPENDENCYPART_ARC
(9,6),0.953848 # DEPENDENCYPART_ARC
(9,7),0.437284 # DEPENDENCYPART_ARC
(9,8),0.355227 # DEPENDENCYPART_ARC
(9,10),1.89999 # DEPENDENCYPART_ARC
(9,11),0.784202 # DEPENDENCYPART_ARC
(9,12),-0.0778726 # DEPENDENCYPART_ARC
(9,13),0.244435 # DEPENDENCYPART_ARC
(9,14),1.69609 # DEPENDENCYPART_ARC
(9,15),-0.0907614 # DEPENDENCYPART_ARC
(9,16),-0.139551 # DEPENDENCYPART_ARC
(9,17),-0.348553 # DEPENDENCYPART_ARC
(9,18),-0.825012 # DEPENDENCYPART_ARC
(9,19),-0.486024 # DEPENDENCYPART_ARC
(9,20),-0.362257 # DEPENDENCYPART_ARC
(9,21),-0.548947 # DEPENDENCYPART_ARC
(10,1),-3.07134 # DEPENDENCYPART_ARC
(10,2),-1.59278 # DEPENDENCYPART_ARC
(10,3),-2.14562 # DEPENDENCYPART_ARC
(10,4),-2.06224 # DEPENDENCYPART_ARC
(10,5),-1.45355 # DEPENDENCYPART_ARC
(10,6),-1.02154 # DEPENDENCYPART_ARC
(10,7),-2.16048 # DEPENDENCYPART_ARC
(10,8),-1.65385 # DEPENDENCYPART_ARC
(10,9),-1.74721 # DEPENDENCYPART_ARC
(10,11),-0.0102788 # DEPENDENCYPART_ARC
(10,12),-1.81724 # DEPENDENCYPART_ARC
(10,13),-1.88962 # DEPENDENCYPART_ARC
(10,14),-1.9293 # DEPENDENCYPART_ARC
(10,15),-1.00246 # DEPENDENCYPART_ARC
(10,16),-1.73337 # DEPENDENCYPART_ARC
(10,17),-2.51961 # DEPENDENCYPART_ARC
(10,18),-1.3644 # DEPENDENCYPART_ARC
(10,19),-2.74387 # DEPENDENCYPART_ARC
(10,20),-1.68722 # DEPENDENCYPART_ARC
(10,21),-1.32201 # DEPENDENCYPART_ARC
(11,1),-1.38723 # DEPENDENCYPART_ARC
(11,2),-1.46711 # DEPENDENCYPART_ARC
(11,3),-1.55285 # DEPENDENCYPART_ARC
(11,4),-1.48606 # DEPENDENCYPART_ARC
(11,5),-0.813291 # DEPENDENCYPART_ARC
(11,6),-1.36698 # DEPENDENCYPART_ARC
(11,7),-1.45818 # DEPENDENCYPART_ARC
(11,8),-1.09001 # DEPENDENCYPART_ARC
(11,9),-0.673677 # DEPENDENCYPART_ARC
(11,10),-0.338506 # DEPENDENCYPART_ARC
(11,12),-0.179064 # DEPENDENCYPART_ARC
(11,13),-0.503506 # DEPENDENCYPART_ARC
(11,14),0.115286 # DEPENDENCYPART_ARC
(11,15),-0.322031 # DEPENDENCYPART_ARC
(11,16),-0.580798 # DEPENDENCYPART_ARC
(11,17),-1.08117 # DEPENDENCYPART_ARC
(11,18),-0.657345 # DEPENDENCYPART_ARC
(11,19),-1.61182 # DEPENDENCYPART_ARC
(11,20),-1.08512 # DEPENDENCYPART_ARC
(11,21),-0.44133 # DEPENDENCYPART_ARC
(12,1),-0.269926 # DEPENDENCYPART_ARC
(12,2),-1.24723 # DEPENDENCYPART_ARC
(12,3),-0.924994 # DEPENDENCYPART_ARC
(12,4),-1.27634 # DEPENDENCYPART_ARC
(12,5),-0.269082 # DEPENDENCYPART_ARC
(12,6),-0.2283 # DEPENDENCYPART_ARC
(12,7),-0.212094 # DEPENDENCYPART_ARC
(12,8),-1.03507 # DEPENDENCYPART_ARC
(12,9),0.364477 # DEPENDENCYPART_ARC
(12,10),0.37445 # DEPENDENCYPART_ARC
(12,11),1.72375 # DEPENDENCYPART_ARC
(12,13),-0.277 # DEPENDENCYPART_ARC
(12,14),-1.05959 # DEPENDENCYPART_ARC
(12,15),-1.00021 # DEPENDENCYPART_ARC
(12,16),-0.983149 # DEPENDENCYPART_ARC
(12,17),-1.55557 # DEPENDENCYPART_ARC
(12,18),-1.54443 # DEPENDENCYPART_ARC
(12,19),-2.23253 # DEPENDENCYPART_ARC
(12,20),-1.68555 # DEPENDENCYPART_ARC
(12,21),-1.32665 # DEPENDENCYPART_ARC
(13,1),-2.44864 # DEPENDENCYPART_ARC
(13,2),-1.86797 # DEPENDENCYPART_ARC
(13,3),-1.85822 # DEPENDENCYPART_ARC
(13,4),-1.97722 # DEPENDENCYPART_ARC
(13,5),-1.4442 # DEPENDENCYPART_ARC
(13,6),-1.20128 # DEPENDENCYPART_ARC
(13,7),-2.39637 # DEPENDENCYPART_ARC
(13,8),-1.80923 # DEPENDENCYPART_ARC
(13,9),-0.68761 # DEPENDENCYPART_ARC
(13,10),-1.25105 # DEPENDENCYPART_ARC
(13,11),-0.0451839 # DEPENDENCYPART_ARC
(13,12),1.2295 # DEPENDENCYPART_ARC
(13,14),0.876538 # DEPENDENCYPART_ARC
(13,15),0.205718 # DEPENDENCYPART_ARC
(13,16),-0.301194 # DEPENDENCYPART_ARC
(13,17),0.0572147 # DEPENDENCYPART_ARC
(13,18),-0.808645 # DEPENDENCYPART_ARC
(13,19),-0.302145 # DEPENDENCYPART_ARC
(13,20),-1.16106 # DEPENDENCYPART_ARC
(13,21),-0.812092 # DEPENDENCYPART_ARC
(14,1),-1.95888 # DEPENDENCYPART_ARC
(14,2),-2.13293 # DEPENDENCYPART_ARC
(14,3),-1.68434 # DEPENDENCYPART_ARC
(14,4),-1.67446 # DEPENDENCYPART_ARC
(14,5),-0.962367 # DEPENDENCYPART_ARC
(14,6),-0.380101 # DEPENDENCYPART_ARC
(14,7),-2.3109 # DEPENDENCYPART_ARC
(14,8),-1.53298 # DEPENDENCYPART_ARC
(14,9),-0.438753 # DEPENDENCYPART_ARC
(14,10),-2.16189 # DEPENDENCYPART_ARC
(14,11),-0.241678 # DEPENDENCYPART_ARC
(14,12),1.87104 # DEPENDENCYPART_ARC
(14,13),1.8072 # DEPENDENCYPART_ARC
(14,15),1.5001 # DEPENDENCYPART_ARC
(14,16),-0.831178 # DEPENDENCYPART_ARC
(14,17),-2.47031 # DEPENDENCYPART_ARC
(14,18),-1.13817 # DEPENDENCYPART_ARC
(14,19),-1.62127 # DEPENDENCYPART_ARC
(14,20),-2.08105 # DEPENDENCYPART_ARC
(14,21),-0.97623 # DEPENDENCYPART_ARC
(15,1),-1.16066 # DEPENDENCYPART_ARC
(15,2),-1.12236 # DEPENDENCYPART_ARC
(15,3),-1.65463 # DEPENDENCYPART_ARC
(15,4),-1.5995 # DEPENDENCYPART_ARC
(15,5),-1.19058 # DEPENDENCYPART_ARC
(15,6),-1.31174 # DEPENDENCYPART_ARC
(15,7),-1.3017 # DEPENDENCYPART_ARC
(15,8),-1.41077 # DEPENDENCYPART_ARC
(15,9),-0.657373 # DEPENDENCYPART_ARC
(15,10),-0.857173 # DEPENDENCYPART_ARC
(15,11),-1.04455 # DEPENDENCYPART_ARC
(15,12),-0.346433 # DEPENDENCYPART_ARC
(15,13),-0.474822 # DEPENDENCYPART_ARC
(15,14),-0.363091 # DEPENDENCYPART_ARC
(15,16),-0.421645 # DEPENDENCYPART_ARC
(15,17),-1.44717 # DEPENDENCYPART_ARC
(15,18),-1.47827 # DEPENDENCYPART_ARC
(15,19),-1.23469 # DEPENDENCYPART_ARC
(15,20),-0.39953 # DEPENDENCYPART_ARC
(15,21),-0.653191 # DEPENDENCYPART_ARC
(16,1),0.838116 # DEPENDENCYPART_ARC
(16,2),-0.975096 # DEPENDENCYPART_ARC
(16,3),-1.6418 # DEPENDENCYPART_ARC
(16,4),-1.34772 # DEPENDENCYPART_ARC
(16,5),-0.49349 # DEPENDENCYPART_ARC
(16,6),-1.08157 # DEPENDENCYPART_ARC
(16,7),-1.06455 # DEPENDENCYPART_ARC
(16,8),-1.09153 # DEPENDENCYPART_ARC
(16,9),1.17351 # DEPENDENCYPART_ARC
(16,10),-0.826394 # DEPENDENCYPART_ARC
(16,11),-0.348954 # DEPENDENCYPART_ARC
(16,12),0.444931 # DEPENDENCYPART_ARC
(16,13),0.223757 # DEPENDENCYPART_ARC
(16,14),0.28113 # DEPENDENCYPART_ARC
(16,15),-0.0415407 # DEPENDENCYPART_ARC
(16,17),-0.267629 # DEPENDENCYPART_ARC
(16,18),-0.26158 # DEPENDENCYPART_ARC
(16,19),0.0936302 # DEPENDENCYPART_ARC
(16,20),1.53676 # DEPENDENCYPART_ARC
(16,21),-0.380391 # DEPENDENCYPART_ARC
(17,1),-2.25894 # DEPENDENCYPART_ARC
(17,2),-2.75479 # DEPENDENCYPART_ARC
(17,3),-2.18208 # DEPENDENCYPART_ARC
(17,4),-2.20847 # DEPENDENCYPART_ARC
(17,5),-1.48477 # DEPENDENCYPART_ARC
(17,6),-2.88143 # DEPENDENCYPART_ARC
(17,7),-2.65604 # DEPENDENCYPART_ARC
(17,8),-2.10844 # DEPENDENCYPART_ARC
(17,9),-1.74978 # DEPENDENCYPART_ARC
(17,10),-2.37439 # DEPENDENCYPART_ARC
(17,11),-1.43136 # DEPENDENCYPART_ARC
(17,12),-1.17911 # DEPENDENCYPART_ARC
(17,13),-2.20824 # DEPENDENCYPART_ARC
(17,14),-2.40443 # DEPENDENCYPART_ARC
(17,15),-1.29481 # DEPENDENCYPART_ARC
(17,16),-0.589925 # DEPENDENCYPART_ARC
(17,18),-0.0229889 # DEPENDENCYPART_ARC
(17,19),-2.12051 # DEPENDENCYPART_ARC
(17,20),-1.67775 # DEPENDENCYPART_ARC
(17,21),-0.849881 # DEPENDENCYPART_ARC
(18,1),-1.38651 # DEPENDENCYPART_ARC
(18,2),-1.54643 # DEPENDENCYPART_ARC
(18,3),-1.66953 # DEPENDENCYPART_ARC
(18,4),-1.55809 # DEPENDENCYPART_ARC
(18,5),-0.943118 # DEPENDENCYPART_ARC
(18,6),-1.30299 # DEPENDENCYPART_ARC
(18,7),-1.84818 # DEPENDENCYPART_ARC
(18,8),-1.47485 # DEPENDENCYPART_ARC
(18,9),-1.30903 # DEPENDENCYPART_ARC
(18,10),-1.26491 # DEPENDENCYPART_ARC
(18,11),-0.981591 # DEPENDENCYPART_ARC
(18,12),-1.30157 # DEPENDENCYPART_ARC
(18,13),-1.07254 # DEPENDENCYPART_ARC
(18,14),-0.971608 # DEPENDENCYPART_ARC
(18,15),-0.713438 # DEPENDENCYPART_ARC
(18,16),-0.666534 # DEPENDENCYPART_ARC
(18,17),0.142401 # DEPENDENCYPART_ARC
(18,19),-0.24329 # DEPENDENCYPART_ARC
(18,20),-0.686921 # DEPENDENCYPART_ARC
(18,21),-0.318132 # DEPENDENCYPART_ARC
(19,1),-1.3654 # DEPENDENCYPART_ARC
(19,2),-1.81286 # DEPENDENCYPART_ARC
(19,3),-1.27569 # DEPENDENCYPART_ARC
(19,4),-1.20302 # DEPENDENCYPART_ARC
(19,5),0.378449 # DEPENDENCYPART_ARC
(19,6),-1.43747 # DEPENDENCYPART_ARC
(19,7),-2.4587 # DEPENDENCYPART_ARC
(19,8),-1.1913 # DEPENDENCYPART_ARC
(19,9),-0.930902 # DEPENDENCYPART_ARC
(19,10),-1.57971 # DEPENDENCYPART_ARC
(19,11),-0.821376 # DEPENDENCYPART_ARC
(19,12),-0.697402 # DEPENDENCYPART_ARC
(19,13),-1.05795 # DEPENDENCYPART_ARC
(19,14),-1.60155 # DEPENDENCYPART_ARC
(19,15),-0.603434 # DEPENDENCYPART_ARC
(19,16),-0.129055 # DEPENDENCYPART_ARC
(19,17),-1.12913 # DEPENDENCYPART_ARC
(19,18),1.68492 # DEPENDENCYPART_ARC
(19,20),-0.491455 # DEPENDENCYPART_ARC
(19,21),0.151824 # DEPENDENCYPART_ARC
(20,1),0.164704 # DEPENDENCYPART_ARC
(20,2),-1.93728 # DEPENDENCYPART_ARC
(20,3),-1.81075 # DEPENDENCYPART_ARC
(20,4),-1.78414 # DEPENDENCYPART_ARC
(20,5),-1.08954 # DEPENDENCYPART_ARC
(20,6),-0.260524 # DEPENDENCYPART_ARC
(20,7),-1.18678 # DEPENDENCYPART_ARC
(20,8),-1.58711 # DEPENDENCYPART_ARC
(20,9),-0.0536455 # DEPENDENCYPART_ARC
(20,10),-0.55801 # DEPENDENCYPART_ARC
(20,11),-0.594673 # DEPENDENCYPART_ARC
(20,12),-0.511621 # DEPENDENCYPART_ARC
(20,13),0.362062 # DEPENDENCYPART_ARC
(20,14),0.881992 # DEPENDENCYPART_ARC
(20,15),-0.961556 # DEPENDENCYPART_ARC
(20,16),-0.370693 # DEPENDENCYPART_ARC
(20,17),1.01286 # DEPENDENCYPART_ARC
(20,18),0.625643 # DEPENDENCYPART_ARC
(20,19),1.71391 # DEPENDENCYPART_ARC
(20,21),2.18808 # DEPENDENCYPART_ARC
(21,1),-2.17301 # DEPENDENCYPART_ARC
(21,2),-1.6915 # DEPENDENCYPART_ARC
(21,3),-1.67213 # DEPENDENCYPART_ARC
(21,4),-1.82832 # DEPENDENCYPART_ARC
(21,5),-1.77868 # DEPENDENCYPART_ARC
(21,6),-1.86539 # DEPENDENCYPART_ARC
(21,7),-2.01165 # DEPENDENCYPART_ARC
(21,8),-1.7852 # DEPENDENCYPART_ARC
(21,9),-1.97414 # DEPENDENCYPART_ARC
(21,10),-1.56233 # DEPENDENCYPART_ARC
(21,11),-1.68824 # DEPENDENCYPART_ARC
(21,12),-1.73897 # DEPENDENCYPART_ARC
(21,13),-1.53954 # DEPENDENCYPART_ARC
(21,14),-1.72095 # DEPENDENCYPART_ARC
(21,15),-1.59206 # DEPENDENCYPART_ARC
(21,16),-1.10602 # DEPENDENCYPART_ARC
(21,17),-1.76416 # DEPENDENCYPART_ARC
(21,18),-1.27371 # DEPENDENCYPART_ARC
(21,19),-1.2304 # DEPENDENCYPART_ARC
(21,20),-0.179489 # DEPENDENCYPART_ARC
