# _root_ aparicio ez zen atzoko bileran izan , haren menpeko juan chozas_lan idazkaria baizik , eta chozasek auzia bideratu beharra dagoela onartu du .
#goldHeads=6,6,6,5,6,13,6,9,12,12,10,13,15,13,0,21,18,19,20,21,15,21,22,
#predictedHeads=6,6,6,5,6,13,6,9,10,12,10,15,18,13,0,18,18,19,20,21,15,21,22,
(4,20),-1.91304 # DEPENDENCYPART_ARC
(4,21),-2.05643 # DEPENDENCYPART_ARC
(4,22),-1.57296 # DEPENDENCYPART_ARC
(4,23),-1.46954 # DEPENDENCYPART_ARC
(5,1),-1.93219 # DEPENDENCYPART_ARC
(5,2),-0.496875 # DEPENDENCYPART_ARC
(5,3),-0.180998 # DEPENDENCYPART_ARC
(5,4),1.92661 # DEPENDENCYPART_ARC
(5,6),-0.571566 # DEPENDENCYPART_ARC
(5,7),-0.070019 # DEPENDENCYPART_ARC
(5,8),-1.78038 # DEPENDENCYPART_ARC
(5,9),-0.599863 # DEPENDENCYPART_ARC
(5,10),-1.01298 # DEPENDENCYPART_ARC
(5,11),-0.221739 # DEPENDENCYPART_ARC
(5,12),-2.10439 # DEPENDENCYPART_ARC
(5,13),-0.672475 # DEPENDENCYPART_ARC
(5,14),-1.08318 # DEPENDENCYPART_ARC
(5,15),-1.06605 # DEPENDENCYPART_ARC
(5,16),-1.77261 # DEPENDENCYPART_ARC
(5,17),-1.96004 # DEPENDENCYPART_ARC
(5,18),-1.38882 # DEPENDENCYPART_ARC
(5,19),-1.84556 # DEPENDENCYPART_ARC
(5,20),-1.3789 # DEPENDENCYPART_ARC
(5,21),-3.10764 # DEPENDENCYPART_ARC
(5,22),-1.89437 # DEPENDENCYPART_ARC
(5,23),-1.03029 # DEPENDENCYPART_ARC
(6,1),0.730287 # DEPENDENCYPART_ARC
(6,2),1.64797 # DEPENDENCYPART_ARC
(6,3),1.64296 # DEPENDENCYPART_ARC
(6,4),0.146095 # DEPENDENCYPART_ARC
(6,5),3.06514 # DEPENDENCYPART_ARC
(6,7),1.79348 # DEPENDENCYPART_ARC
(6,8),-0.63666 # DEPENDENCYPART_ARC
(6,9),-0.199518 # DEPENDENCYPART_ARC
(6,10),-0.677998 # DEPENDENCYPART_ARC
(6,11),-0.199343 # DEPENDENCYPART_ARC
(6,12),0.0714865 # DEPENDENCYPART_ARC
(6,13),-0.480578 # DEPENDENCYPART_ARC
(6,14),-0.225801 # DEPENDENCYPART_ARC
(6,15),-1.138 # DEPENDENCYPART_ARC
(6,16),-0.564497 # DEPENDENCYPART_ARC
(6,17),-0.940392 # DEPENDENCYPART_ARC
(6,18),-0.65084 # DEPENDENCYPART_ARC
(6,19),-1.17774 # DEPENDENCYPART_ARC
(6,20),-0.786625 # DEPENDENCYPART_ARC
(6,21),-1.25275 # DEPENDENCYPART_ARC
(6,22),-1.42227 # DEPENDENCYPART_ARC
(6,23),-0.947854 # DEPENDENCYPART_ARC
(7,1),-0.786776 # DEPENDENCYPART_ARC
(7,2),-0.957003 # DEPENDENCYPART_ARC
(7,3),-0.732429 # DEPENDENCYPART_ARC
(7,4),-0.649094 # DEPENDENCYPART_ARC
(7,5),-0.279141 # DEPENDENCYPART_ARC
(7,6),0.270203 # DEPENDENCYPART_ARC
(7,8),-0.25395 # DEPENDENCYPART_ARC
(7,9),-0.552381 # DEPENDENCYPART_ARC
(7,10),-0.375536 # DEPENDENCYPART_ARC
(7,11),-0.477743 # DEPENDENCYPART_ARC
(7,12),-0.575485 # DEPENDENCYPART_ARC
(7,13),-0.819658 # DEPENDENCYPART_ARC
(7,14),-0.628906 # DEPENDENCYPART_ARC
(7,15),-1.25663 # DEPENDENCYPART_ARC
(7,16),-0.884058 # DEPENDENCYPART_ARC
(7,17),-0.846229 # DEPENDENCYPART_ARC
(7,18),-0.915523 # DEPENDENCYPART_ARC
(7,19),-1.11183 # DEPENDENCYPART_ARC
(7,20),-1.58387 # DEPENDENCYPART_ARC
(7,21),-1.48892 # DEPENDENCYPART_ARC
(7,22),-0.617677 # DEPENDENCYPART_ARC
(7,23),-1.2697 # DEPENDENCYPART_ARC
(8,1),-3.33011 # DEPENDENCYPART_ARC
(8,2),-0.722642 # DEPENDENCYPART_ARC
(8,3),-1.48312 # DEPENDENCYPART_ARC
(8,4),-0.485284 # DEPENDENCYPART_ARC
(8,5),-1.71291 # DEPENDENCYPART_ARC
(8,6),-0.54486 # DEPENDENCYPART_ARC
(8,7),0.153496 # DEPENDENCYPART_ARC
(8,9),-0.276167 # DEPENDENCYPART_ARC
(8,10),-1.11802 # DEPENDENCYPART_ARC
(8,11),-1.26672 # DEPENDENCYPART_ARC
(8,12),-0.975554 # DEPENDENCYPART_ARC
(8,13),-0.98012 # DEPENDENCYPART_ARC
(8,14),-0.971691 # DEPENDENCYPART_ARC
(8,15),-1.47388 # DEPENDENCYPART_ARC
(8,16),-1.16359 # DEPENDENCYPART_ARC
(8,17),-1.27882 # DEPENDENCYPART_ARC
(8,18),-1.28859 # DEPENDENCYPART_ARC
(8,19),-1.53448 # DEPENDENCYPART_ARC
(8,20),-1.7943 # DEPENDENCYPART_ARC
(8,21),-1.94808 # DEPENDENCYPART_ARC
(8,22),-2.07256 # DEPENDENCYPART_ARC
(8,23),-1.56339 # DEPENDENCYPART_ARC
(9,1),-1.12826 # DEPENDENCYPART_ARC
(9,2),-0.998585 # DEPENDENCYPART_ARC
(9,3),-1.28369 # DEPENDENCYPART_ARC
(9,4),-1.24838 # DEPENDENCYPART_ARC
(9,5),-0.799856 # DEPENDENCYPART_ARC
(9,6),-0.654882 # DEPENDENCYPART_ARC
(9,7),-0.995489 # DEPENDENCYPART_ARC
(9,8),1.32608 # DEPENDENCYPART_ARC
(9,10),0.739242 # DEPENDENCYPART_ARC
(9,11),-0.184655 # DEPENDENCYPART_ARC
(9,12),-0.65105 # DEPENDENCYPART_ARC
(9,13),-0.632869 # DEPENDENCYPART_ARC
(9,14),-0.918908 # DEPENDENCYPART_ARC
(9,15),-0.687447 # DEPENDENCYPART_ARC
(9,16),-1.1888 # DEPENDENCYPART_ARC
(9,17),-1.01089 # DEPENDENCYPART_ARC
(9,18),-0.80009 # DEPENDENCYPART_ARC
(9,19),-0.871397 # DEPENDENCYPART_ARC
(9,20),-1.19806 # DEPENDENCYPART_ARC
(9,21),-1.56588 # DEPENDENCYPART_ARC
(9,22),-1.33409 # DEPENDENCYPART_ARC
(9,23),-0.969277 # DEPENDENCYPART_ARC
(10,1),-3.00149 # DEPENDENCYPART_ARC
(10,2),-1.64185 # DEPENDENCYPART_ARC
(10,3),-1.98253 # DEPENDENCYPART_ARC
(10,4),-1.73191 # DEPENDENCYPART_ARC
(10,5),-2.91092 # DEPENDENCYPART_ARC
(10,6),-1.46953 # DEPENDENCYPART_ARC
(10,7),-1.96804 # DEPENDENCYPART_ARC
(10,8),-0.517925 # DEPENDENCYPART_ARC
(10,9),0.425823 # DEPENDENCYPART_ARC
(10,11),1.64963 # DEPENDENCYPART_ARC
(10,12),0.498539 # DEPENDENCYPART_ARC
(10,13),-0.281144 # DEPENDENCYPART_ARC
(10,14),-0.533463 # DEPENDENCYPART_ARC
(10,15),-0.732981 # DEPENDENCYPART_ARC
(10,16),0.345978 # DEPENDENCYPART_ARC
(10,17),-0.32505 # DEPENDENCYPART_ARC
(10,18),-0.762684 # DEPENDENCYPART_ARC
(10,19),-0.502376 # DEPENDENCYPART_ARC
(10,20),-1.15163 # DEPENDENCYPART_ARC
(10,21),-1.57419 # DEPENDENCYPART_ARC
(10,22),-0.922271 # DEPENDENCYPART_ARC
(10,23),-0.864749 # DEPENDENCYPART_ARC
(11,1),-2.87143 # DEPENDENCYPART_ARC
(11,2),-1.62543 # DEPENDENCYPART_ARC
(11,3),-1.91386 # DEPENDENCYPART_ARC
(11,4),-1.65164 # DEPENDENCYPART_ARC
(11,5),-2.94571 # DEPENDENCYPART_ARC
(11,6),-1.71599 # DEPENDENCYPART_ARC
(11,7),-2.1307 # DEPENDENCYPART_ARC
(11,8),-1.09294 # DEPENDENCYPART_ARC
(11,9),-0.168155 # DEPENDENCYPART_ARC
(11,10),0.743731 # DEPENDENCYPART_ARC
(11,12),1.35401 # DEPENDENCYPART_ARC
(11,13),-0.0568441 # DEPENDENCYPART_ARC
(11,14),-0.473344 # DEPENDENCYPART_ARC
(11,15),-0.763518 # DEPENDENCYPART_ARC
(11,16),0.85795 # DEPENDENCYPART_ARC
(11,17),-0.0143416 # DEPENDENCYPART_ARC
(11,18),-0.787192 # DEPENDENCYPART_ARC
(11,19),-0.229945 # DEPENDENCYPART_ARC
(11,20),-1.29675 # DEPENDENCYPART_ARC
(11,21),-1.57764 # DEPENDENCYPART_ARC
(11,22),-0.99974 # DEPENDENCYPART_ARC
(11,23),-0.855871 # DEPENDENCYPART_ARC
(12,1),-2.89879 # DEPENDENCYPART_ARC
(12,2),-0.864426 # DEPENDENCYPART_ARC
(12,3),-1.73174 # DEPENDENCYPART_ARC
(12,4),-0.522752 # DEPENDENCYPART_ARC
(12,5),-2.41914 # DEPENDENCYPART_ARC
(12,6),-1.4637 # DEPENDENCYPART_ARC
(12,7),-1.6591 # DEPENDENCYPART_ARC
(12,8),-1.24802 # DEPENDENCYPART_ARC
(12,9),-0.399943 # DEPENDENCYPART_ARC
(12,10),1.11092 # DEPENDENCYPART_ARC
(12,11),1.36222 # DEPENDENCYPART_ARC
(12,13),0.262839 # DEPENDENCYPART_ARC
(12,14),-0.610469 # DEPENDENCYPART_ARC
(12,15),-1.44015 # DEPENDENCYPART_ARC
(12,16),-0.767037 # DEPENDENCYPART_ARC
(12,17),-1.63911 # DEPENDENCYPART_ARC
(12,18),-1.65123 # DEPENDENCYPART_ARC
(12,19),-1.8534 # DEPENDENCYPART_ARC
(12,20),-2.34935 # DEPENDENCYPART_ARC
(12,21),-2.78967 # DEPENDENCYPART_ARC
(12,22),-2.23503 # DEPENDENCYPART_ARC
(12,23),-1.56858 # DEPENDENCYPART_ARC
(13,1),-1.36926 # DEPENDENCYPART_ARC
(13,2),-0.0239483 # DEPENDENCYPART_ARC
(13,3),-0.463463 # DEPENDENCYPART_ARC
(13,4),-0.843985 # DEPENDENCYPART_ARC
(13,5),-1.39693 # DEPENDENCYPART_ARC
(13,6),0.181484 # DEPENDENCYPART_ARC
(13,7),-1.05915 # DEPENDENCYPART_ARC
(13,8),-1.15375 # DEPENDENCYPART_ARC
(13,9),-0.0601182 # DEPENDENCYPART_ARC
(13,10),-0.278104 # DEPENDENCYPART_ARC
(13,11),-0.0224728 # DEPENDENCYPART_ARC
(13,12),0.502383 # DEPENDENCYPART_ARC
(13,14),1.95858 # DEPENDENCYPART_ARC
(13,15),-0.062525 # DEPENDENCYPART_ARC
(13,16),0.656796 # DEPENDENCYPART_ARC
(13,17),0.568351 # DEPENDENCYPART_ARC
(13,18),-0.967035 # DEPENDENCYPART_ARC
(13,19),-0.0394412 # DEPENDENCYPART_ARC
(13,20),-0.537838 # DEPENDENCYPART_ARC
(13,21),-1.05009 # DEPENDENCYPART_ARC
(13,22),-0.795705 # DEPENDENCYPART_ARC
(13,23),-0.238428 # DEPENDENCYPART_ARC
(14,1),-1.7443 # DEPENDENCYPART_ARC
(14,2),-1.92606 # DEPENDENCYPART_ARC
(14,3),-1.95224 # DEPENDENCYPART_ARC
(14,4),-1.65882 # DEPENDENCYPART_ARC
(14,5),-1.62564 # DEPENDENCYPART_ARC
(14,6),-1.82806 # DEPENDENCYPART_ARC
(14,7),-1.97117 # DEPENDENCYPART_ARC
(14,8),-2.03827 # DEPENDENCYPART_ARC
(14,9),-1.33756 # DEPENDENCYPART_ARC
(14,10),-1.22782 # DEPENDENCYPART_ARC
(14,11),-1.03751 # DEPENDENCYPART_ARC
(14,12),-1.12353 # DEPENDENCYPART_ARC
(14,13),-0.596364 # DEPENDENCYPART_ARC
(14,15),-0.760671 # DEPENDENCYPART_ARC
(14,16),-1.59177 # DEPENDENCYPART_ARC
(14,17),-1.39477 # DEPENDENCYPART_ARC
(14,18),-1.45681 # DEPENDENCYPART_ARC
(14,19),-1.64602 # DEPENDENCYPART_ARC
(14,20),-1.64596 # DEPENDENCYPART_ARC
(14,21),-1.83999 # DEPENDENCYPART_ARC
(14,22),-1.44829 # DEPENDENCYPART_ARC
(14,23),-1.34262 # DEPENDENCYPART_ARC
(15,1),-0.756894 # DEPENDENCYPART_ARC
(15,2),-0.399753 # DEPENDENCYPART_ARC
(15,3),-0.988632 # DEPENDENCYPART_ARC
(15,4),-1.10709 # DEPENDENCYPART_ARC
(15,5),-1.20149 # DEPENDENCYPART_ARC
(15,6),-0.311494 # DEPENDENCYPART_ARC
(15,7),-1.53608 # DEPENDENCYPART_ARC
(15,8),-0.512561 # DEPENDENCYPART_ARC
(15,9),-0.363206 # DEPENDENCYPART_ARC
(15,10),-0.391981 # DEPENDENCYPART_ARC
(15,11),-0.158197 # DEPENDENCYPART_ARC
(15,12),0.606905 # DEPENDENCYPART_ARC
(15,13),0.281349 # DEPENDENCYPART_ARC
(15,14),0.0211394 # DEPENDENCYPART_ARC
(15,16),0.424984 # DEPENDENCYPART_ARC
(15,17),0.379037 # DEPENDENCYPART_ARC
(15,18),0.330014 # DEPENDENCYPART_ARC
(15,19),-0.139854 # DEPENDENCYPART_ARC
(15,20),0.297433 # DEPENDENCYPART_ARC
(15,21),0.91018 # DEPENDENCYPART_ARC
(15,22),-0.497387 # DEPENDENCYPART_ARC
(15,23),-0.510558 # DEPENDENCYPART_ARC
(16,1),-4.96893 # DEPENDENCYPART_ARC
(16,2),-2.75533 # DEPENDENCYPART_ARC
(16,3),-3.02119 # DEPENDENCYPART_ARC
(16,4),-1.83678 # DEPENDENCYPART_ARC
(16,5),-5.78675 # DEPENDENCYPART_ARC
(16,6),-3.64351 # DEPENDENCYPART_ARC
(16,7),-3.02518 # DEPENDENCYPART_ARC
(16,8),-3.34771 # DEPENDENCYPART_ARC
(16,9),-2.37477 # DEPENDENCYPART_ARC
(16,10),-2.74927 # DEPENDENCYPART_ARC
(16,11),-2.38245 # DEPENDENCYPART_ARC
(16,12),-3.90015 # DEPENDENCYPART_ARC
(16,13),-1.96969 # DEPENDENCYPART_ARC
(16,14),-1.93169 # DEPENDENCYPART_ARC
(16,15),-1.18686 # DEPENDENCYPART_ARC
(16,17),-0.478149 # DEPENDENCYPART_ARC
(16,18),-1.49964 # DEPENDENCYPART_ARC
(16,19),-2.06497 # DEPENDENCYPART_ARC
(16,20),-1.85341 # DEPENDENCYPART_ARC
(16,21),-3.06531 # DEPENDENCYPART_ARC
(16,22),-2.36041 # DEPENDENCYPART_ARC
(16,23),-0.962991 # DEPENDENCYPART_ARC
(17,1),-3.0493 # DEPENDENCYPART_ARC
(17,2),-1.14202 # DEPENDENCYPART_ARC
(17,3),-1.79149 # DEPENDENCYPART_ARC
(17,4),0.0586271 # DEPENDENCYPART_ARC
(17,5),-3.48163 # DEPENDENCYPART_ARC
(17,6),-2.40286 # DEPENDENCYPART_ARC
(17,7),-1.71261 # DEPENDENCYPART_ARC
(17,8),-1.96732 # DEPENDENCYPART_ARC
(17,9),-1.09952 # DEPENDENCYPART_ARC
(17,10),-0.832621 # DEPENDENCYPART_ARC
(17,11),-0.738727 # DEPENDENCYPART_ARC
(17,12),-2.00415 # DEPENDENCYPART_ARC
(17,13),-0.478495 # DEPENDENCYPART_ARC
(17,14),-0.990237 # DEPENDENCYPART_ARC
(17,15),-0.191772 # DEPENDENCYPART_ARC
(17,16),-0.90943 # DEPENDENCYPART_ARC
(17,18),-0.0850612 # DEPENDENCYPART_ARC
(17,19),-1.00847 # DEPENDENCYPART_ARC
(17,20),-1.81302 # DEPENDENCYPART_ARC
(17,21),-2.8661 # DEPENDENCYPART_ARC
(17,22),-1.64036 # DEPENDENCYPART_ARC
(17,23),-1.18399 # DEPENDENCYPART_ARC
(18,1),-0.395182 # DEPENDENCYPART_ARC
(18,2),-0.204572 # DEPENDENCYPART_ARC
(18,3),0.670525 # DEPENDENCYPART_ARC
(18,4),-0.501936 # DEPENDENCYPART_ARC
(18,5),0.921446 # DEPENDENCYPART_ARC
(18,6),-0.897209 # DEPENDENCYPART_ARC
(18,7),-2.14353 # DEPENDENCYPART_ARC
(18,8),-0.699518 # DEPENDENCYPART_ARC
(18,9),-0.379806 # DEPENDENCYPART_ARC
(18,10),-0.359345 # DEPENDENCYPART_ARC
(18,11),-0.473971 # DEPENDENCYPART_ARC
(18,12),-0.368955 # DEPENDENCYPART_ARC
(18,13),0.385427 # DEPENDENCYPART_ARC
(18,14),-1.28665 # DEPENDENCYPART_ARC
(18,15),0.0593863 # DEPENDENCYPART_ARC
(18,16),1.66586 # DEPENDENCYPART_ARC
(18,17),2.95915 # DEPENDENCYPART_ARC
(18,19),1.4542 # DEPENDENCYPART_ARC
(18,20),0.618739 # DEPENDENCYPART_ARC
(18,21),0.18324 # DEPENDENCYPART_ARC
(18,22),0.481624 # DEPENDENCYPART_ARC
(18,23),-0.582205 # DEPENDENCYPART_ARC
(19,1),-3.14693 # DEPENDENCYPART_ARC
(19,2),-1.17799 # DEPENDENCYPART_ARC
(19,3),-1.767 # DEPENDENCYPART_ARC
(19,4),0.0645723 # DEPENDENCYPART_ARC
(19,5),-3.63944 # DEPENDENCYPART_ARC
(19,6),-2.03183 # DEPENDENCYPART_ARC
(19,7),-1.73502 # DEPENDENCYPART_ARC
(19,8),-1.99147 # DEPENDENCYPART_ARC
(19,9),-1.22939 # DEPENDENCYPART_ARC
(19,10),-0.935551 # DEPENDENCYPART_ARC
(19,11),-0.85709 # DEPENDENCYPART_ARC
(19,12),-2.28354 # DEPENDENCYPART_ARC
(19,13),-0.934465 # DEPENDENCYPART_ARC
(19,14),-1.18392 # DEPENDENCYPART_ARC
(19,15),-0.463306 # DEPENDENCYPART_ARC
(19,16),-2.38581 # DEPENDENCYPART_ARC
(19,17),-1.19693 # DEPENDENCYPART_ARC
(19,18),1.82874 # DEPENDENCYPART_ARC
(19,20),-0.10211 # DEPENDENCYPART_ARC
(19,21),-1.87075 # DEPENDENCYPART_ARC
(19,22),-1.15095 # DEPENDENCYPART_ARC
(19,23),-0.815257 # DEPENDENCYPART_ARC
(20,1),-0.316409 # DEPENDENCYPART_ARC
(20,2),-0.494304 # DEPENDENCYPART_ARC
(20,3),-1.05926 # DEPENDENCYPART_ARC
(20,4),-0.793694 # DEPENDENCYPART_ARC
(20,5),-0.98805 # DEPENDENCYPART_ARC
(20,6),-0.950478 # DEPENDENCYPART_ARC
(20,7),-1.10523 # DEPENDENCYPART_ARC
(20,8),-1.57859 # DEPENDENCYPART_ARC
(20,9),-1.02443 # DEPENDENCYPART_ARC
(20,10),-0.291448 # DEPENDENCYPART_ARC
(20,11),-1.08215 # DEPENDENCYPART_ARC
(20,12),0.408385 # DEPENDENCYPART_ARC
(20,13),-0.192471 # DEPENDENCYPART_ARC
(20,14),-0.931449 # DEPENDENCYPART_ARC
(20,15),0.335797 # DEPENDENCYPART_ARC
(20,16),0.518291 # DEPENDENCYPART_ARC
(20,17),1.78116 # DEPENDENCYPART_ARC
(20,18),1.26834 # DEPENDENCYPART_ARC
(20,19),3.46431 # DEPENDENCYPART_ARC
(20,21),-0.764118 # DEPENDENCYPART_ARC
(20,22),-0.668269 # DEPENDENCYPART_ARC
(20,23),-0.345218 # DEPENDENCYPART_ARC
(21,1),-0.153366 # DEPENDENCYPART_ARC
(21,2),-0.762224 # DEPENDENCYPART_ARC
(21,3),0.585874 # DEPENDENCYPART_ARC
(21,4),-1.09436 # DEPENDENCYPART_ARC
(21,5),1.19931 # DEPENDENCYPART_ARC
(21,6),-1.08762 # DEPENDENCYPART_ARC
(21,7),-1.93624 # DEPENDENCYPART_ARC
(21,8),-0.865856 # DEPENDENCYPART_ARC
(21,9),-0.3206 # DEPENDENCYPART_ARC
(21,10),-0.574583 # DEPENDENCYPART_ARC
(21,11),-0.554554 # DEPENDENCYPART_ARC
(21,12),-0.422534 # DEPENDENCYPART_ARC
(21,13),0.024955 # DEPENDENCYPART_ARC
(21,14),-1.42966 # DEPENDENCYPART_ARC
(21,15),0.00367386 # DEPENDENCYPART_ARC
(21,16),0.992519 # DEPENDENCYPART_ARC
(21,17),0.526876 # DEPENDENCYPART_ARC
(21,18),0.406084 # DEPENDENCYPART_ARC
(21,19),1.30508 # DEPENDENCYPART_ARC
(21,20),1.878 # DEPENDENCYPART_ARC
(21,22),2.09884 # DEPENDENCYPART_ARC
(21,23),0.284122 # DEPENDENCYPART_ARC
(22,1),-2.1172 # DEPENDENCYPART_ARC
(22,2),-1.94219 # DEPENDENCYPART_ARC
(22,3),-1.94559 # DEPENDENCYPART_ARC
(22,4),-0.950537 # DEPENDENCYPART_ARC
(22,5),-2.37308 # DEPENDENCYPART_ARC
(22,6),-2.64377 # DEPENDENCYPART_ARC
(22,7),-2.50832 # DEPENDENCYPART_ARC
(22,8),-1.13814 # DEPENDENCYPART_ARC
(22,9),-1.67196 # DEPENDENCYPART_ARC
(22,10),-1.79186 # DEPENDENCYPART_ARC
(22,11),-1.76537 # DEPENDENCYPART_ARC
(22,12),-1.46341 # DEPENDENCYPART_ARC
(22,13),-1.59077 # DEPENDENCYPART_ARC
(22,14),-2.10424 # DEPENDENCYPART_ARC
(22,15),-1.61401 # DEPENDENCYPART_ARC
(22,16),-1.50056 # DEPENDENCYPART_ARC
(22,17),-1.45016 # DEPENDENCYPART_ARC
(22,18),-2.34817 # DEPENDENCYPART_ARC
(22,19),-1.0293 # DEPENDENCYPART_ARC
(22,20),-1.25979 # DEPENDENCYPART_ARC
(22,21),-1.68493 # DEPENDENCYPART_ARC
(22,23),2.01661 # DEPENDENCYPART_ARC
