# _root_ gainera , ez da kasu honetan bakarrik ezagutzen zientziaren praktika , baina gutxi_batzuek bakarrik ezagutzen dituzte zientzia horren oinarri diren lege eta arauak .
#goldHeads=0,3,8,8,8,5,8,12,10,8,10,0,15,15,12,15,19,17,20,21,22,15,22,23,
#predictedHeads=0,3,8,8,8,5,8,12,10,8,10,0,15,15,12,15,19,17,20,21,22,15,22,23,
(2,14),-1.93758 # DEPENDENCYPART_ARC
(2,15),-2.02 # DEPENDENCYPART_ARC
(2,16),-1.43366 # DEPENDENCYPART_ARC
(2,17),-2.09869 # DEPENDENCYPART_ARC
(2,18),-1.95225 # DEPENDENCYPART_ARC
(2,19),-1.93312 # DEPENDENCYPART_ARC
(2,20),-1.82942 # DEPENDENCYPART_ARC
(2,21),-2.08061 # DEPENDENCYPART_ARC
(2,22),-2.03515 # DEPENDENCYPART_ARC
(2,23),-2.31184 # DEPENDENCYPART_ARC
(2,24),-2.20224 # DEPENDENCYPART_ARC
(3,1),-0.832163 # DEPENDENCYPART_ARC
(3,2),0.0268899 # DEPENDENCYPART_ARC
(3,4),-0.419544 # DEPENDENCYPART_ARC
(3,5),-0.523699 # DEPENDENCYPART_ARC
(3,6),-0.703556 # DEPENDENCYPART_ARC
(3,7),-0.886931 # DEPENDENCYPART_ARC
(3,8),-0.842943 # DEPENDENCYPART_ARC
(3,9),-0.840176 # DEPENDENCYPART_ARC
(3,10),-1.05834 # DEPENDENCYPART_ARC
(3,11),-0.288572 # DEPENDENCYPART_ARC
(3,12),-0.682643 # DEPENDENCYPART_ARC
(3,13),-1.01796 # DEPENDENCYPART_ARC
(3,14),-1.04993 # DEPENDENCYPART_ARC
(3,15),-1.12531 # DEPENDENCYPART_ARC
(3,16),-1.9698 # DEPENDENCYPART_ARC
(3,17),-1.23226 # DEPENDENCYPART_ARC
(3,18),-1.13587 # DEPENDENCYPART_ARC
(3,19),-1.26838 # DEPENDENCYPART_ARC
(3,20),-1.73768 # DEPENDENCYPART_ARC
(3,21),-1.27501 # DEPENDENCYPART_ARC
(3,22),-1.01502 # DEPENDENCYPART_ARC
(3,23),-1.44817 # DEPENDENCYPART_ARC
(3,24),-0.961782 # DEPENDENCYPART_ARC
(4,1),-0.95483 # DEPENDENCYPART_ARC
(4,2),-1.01596 # DEPENDENCYPART_ARC
(4,3),0.140809 # DEPENDENCYPART_ARC
(4,5),-0.436658 # DEPENDENCYPART_ARC
(4,6),-1.33495 # DEPENDENCYPART_ARC
(4,7),-0.865642 # DEPENDENCYPART_ARC
(4,8),-1.51704 # DEPENDENCYPART_ARC
(4,9),-1.65761 # DEPENDENCYPART_ARC
(4,10),-1.64845 # DEPENDENCYPART_ARC
(4,11),-1.2471 # DEPENDENCYPART_ARC
(4,12),-0.679918 # DEPENDENCYPART_ARC
(4,13),-2.00554 # DEPENDENCYPART_ARC
(4,14),-1.05145 # DEPENDENCYPART_ARC
(4,15),-1.98933 # DEPENDENCYPART_ARC
(4,16),-1.25691 # DEPENDENCYPART_ARC
(4,17),-2.02723 # DEPENDENCYPART_ARC
(4,18),-2.20067 # DEPENDENCYPART_ARC
(4,19),-1.64196 # DEPENDENCYPART_ARC
(4,20),-1.27796 # DEPENDENCYPART_ARC
(4,21),-1.36149 # DEPENDENCYPART_ARC
(4,22),-1.79499 # DEPENDENCYPART_ARC
(4,23),-1.56381 # DEPENDENCYPART_ARC
(4,24),-2.24475 # DEPENDENCYPART_ARC
(5,1),-0.610044 # DEPENDENCYPART_ARC
(5,2),-1.02638 # DEPENDENCYPART_ARC
(5,3),-0.103984 # DEPENDENCYPART_ARC
(5,4),-0.0261523 # DEPENDENCYPART_ARC
(5,6),2.50358 # DEPENDENCYPART_ARC
(5,7),0.218783 # DEPENDENCYPART_ARC
(5,8),-0.451003 # DEPENDENCYPART_ARC
(5,9),-0.589328 # DEPENDENCYPART_ARC
(5,10),-0.341533 # DEPENDENCYPART_ARC
(5,11),-0.567167 # DEPENDENCYPART_ARC
(5,12),-0.635314 # DEPENDENCYPART_ARC
(5,13),-0.764739 # DEPENDENCYPART_ARC
(5,14),-0.546781 # DEPENDENCYPART_ARC
(5,15),-1.00115 # DEPENDENCYPART_ARC
(5,16),-1.51375 # DEPENDENCYPART_ARC
(5,17),-1.28411 # DEPENDENCYPART_ARC
(5,18),-0.395608 # DEPENDENCYPART_ARC
(5,19),-1.15941 # DEPENDENCYPART_ARC
(5,20),-1.82158 # DEPENDENCYPART_ARC
(5,21),-1.55496 # DEPENDENCYPART_ARC
(5,22),-1.38351 # DEPENDENCYPART_ARC
(5,23),-1.81089 # DEPENDENCYPART_ARC
(5,24),-0.822247 # DEPENDENCYPART_ARC
(6,1),-0.936125 # DEPENDENCYPART_ARC
(6,2),-1.02369 # DEPENDENCYPART_ARC
(6,3),-0.326386 # DEPENDENCYPART_ARC
(6,4),-0.945389 # DEPENDENCYPART_ARC
(6,5),-0.175519 # DEPENDENCYPART_ARC
(6,7),0.230709 # DEPENDENCYPART_ARC
(6,8),-1.20396 # DEPENDENCYPART_ARC
(6,9),-1.6819 # DEPENDENCYPART_ARC
(6,10),-1.72215 # DEPENDENCYPART_ARC
(6,11),-0.744513 # DEPENDENCYPART_ARC
(6,12),-0.642264 # DEPENDENCYPART_ARC
(6,13),-1.70115 # DEPENDENCYPART_ARC
(6,14),-1.09941 # DEPENDENCYPART_ARC
(6,15),-1.45381 # DEPENDENCYPART_ARC
(6,16),-1.76573 # DEPENDENCYPART_ARC
(6,17),-1.74036 # DEPENDENCYPART_ARC
(6,18),-1.28702 # DEPENDENCYPART_ARC
(6,19),-2.18131 # DEPENDENCYPART_ARC
(6,20),-1.52876 # DEPENDENCYPART_ARC
(6,21),-1.75821 # DEPENDENCYPART_ARC
(6,22),-1.80718 # DEPENDENCYPART_ARC
(6,23),-2.08397 # DEPENDENCYPART_ARC
(6,24),-1.53193 # DEPENDENCYPART_ARC
(7,1),-0.901484 # DEPENDENCYPART_ARC
(7,2),-1.36529 # DEPENDENCYPART_ARC
(7,3),-1.05966 # DEPENDENCYPART_ARC
(7,4),-0.91117 # DEPENDENCYPART_ARC
(7,5),-0.451826 # DEPENDENCYPART_ARC
(7,6),0.0244018 # DEPENDENCYPART_ARC
(7,8),-0.286278 # DEPENDENCYPART_ARC
(7,9),-0.867211 # DEPENDENCYPART_ARC
(7,10),-0.929708 # DEPENDENCYPART_ARC
(7,11),-0.643363 # DEPENDENCYPART_ARC
(7,12),-1.06408 # DEPENDENCYPART_ARC
(7,13),-1.35298 # DEPENDENCYPART_ARC
(7,14),-1.0001 # DEPENDENCYPART_ARC
(7,15),-1.83265 # DEPENDENCYPART_ARC
(7,16),-1.35631 # DEPENDENCYPART_ARC
(7,17),-1.43133 # DEPENDENCYPART_ARC
(7,18),-1.47586 # DEPENDENCYPART_ARC
(7,19),-1.5657 # DEPENDENCYPART_ARC
(7,20),-1.67392 # DEPENDENCYPART_ARC
(7,21),-1.54677 # DEPENDENCYPART_ARC
(7,22),-1.40072 # DEPENDENCYPART_ARC
(7,23),-1.58528 # DEPENDENCYPART_ARC
(7,24),-1.15761 # DEPENDENCYPART_ARC
(8,1),-0.0903212 # DEPENDENCYPART_ARC
(8,2),-0.923983 # DEPENDENCYPART_ARC
(8,3),1.36353 # DEPENDENCYPART_ARC
(8,4),1.09706 # DEPENDENCYPART_ARC
(8,5),1.11773 # DEPENDENCYPART_ARC
(8,6),0.573773 # DEPENDENCYPART_ARC
(8,7),1.54892 # DEPENDENCYPART_ARC
(8,9),0.591991 # DEPENDENCYPART_ARC
(8,10),0.746148 # DEPENDENCYPART_ARC
(8,11),-0.193438 # DEPENDENCYPART_ARC
(8,12),-0.252472 # DEPENDENCYPART_ARC
(8,13),0.222054 # DEPENDENCYPART_ARC
(8,14),-0.733701 # DEPENDENCYPART_ARC
(8,15),-0.718063 # DEPENDENCYPART_ARC
(8,16),-0.538285 # DEPENDENCYPART_ARC
(8,17),-1.19602 # DEPENDENCYPART_ARC
(8,18),-1.66272 # DEPENDENCYPART_ARC
(8,19),-1.11147 # DEPENDENCYPART_ARC
(8,20),-1.19852 # DEPENDENCYPART_ARC
(8,21),-1.64293 # DEPENDENCYPART_ARC
(8,22),-0.490091 # DEPENDENCYPART_ARC
(8,23),-1.24954 # DEPENDENCYPART_ARC
(8,24),-0.980975 # DEPENDENCYPART_ARC
(9,1),-1.18818 # DEPENDENCYPART_ARC
(9,2),-1.64341 # DEPENDENCYPART_ARC
(9,3),-1.67211 # DEPENDENCYPART_ARC
(9,4),-2.17898 # DEPENDENCYPART_ARC
(9,5),-0.433716 # DEPENDENCYPART_ARC
(9,6),-2.60824 # DEPENDENCYPART_ARC
(9,7),-0.321189 # DEPENDENCYPART_ARC
(9,8),0.637221 # DEPENDENCYPART_ARC
(9,10),0.392469 # DEPENDENCYPART_ARC
(9,11),-0.00297155 # DEPENDENCYPART_ARC
(9,12),-0.588947 # DEPENDENCYPART_ARC
(9,13),-2.97986 # DEPENDENCYPART_ARC
(9,14),-0.916716 # DEPENDENCYPART_ARC
(9,15),-1.46212 # DEPENDENCYPART_ARC
(9,16),-3.03692 # DEPENDENCYPART_ARC
(9,17),-1.64796 # DEPENDENCYPART_ARC
(9,18),-2.6626 # DEPENDENCYPART_ARC
(9,19),-0.848962 # DEPENDENCYPART_ARC
(9,20),-3.0504 # DEPENDENCYPART_ARC
(9,21),-1.69735 # DEPENDENCYPART_ARC
(9,22),-1.92492 # DEPENDENCYPART_ARC
(9,23),-2.93436 # DEPENDENCYPART_ARC
(9,24),-0.753835 # DEPENDENCYPART_ARC
(10,1),-1.20309 # DEPENDENCYPART_ARC
(10,2),-1.59425 # DEPENDENCYPART_ARC
(10,3),-1.13321 # DEPENDENCYPART_ARC
(10,4),-2.28393 # DEPENDENCYPART_ARC
(10,5),-0.291798 # DEPENDENCYPART_ARC
(10,6),-3.02324 # DEPENDENCYPART_ARC
(10,7),-0.539305 # DEPENDENCYPART_ARC
(10,8),0.255122 # DEPENDENCYPART_ARC
(10,9),1.85394 # DEPENDENCYPART_ARC
(10,11),1.52142 # DEPENDENCYPART_ARC
(10,12),-0.131542 # DEPENDENCYPART_ARC
(10,13),-2.84476 # DEPENDENCYPART_ARC
(10,14),-0.983795 # DEPENDENCYPART_ARC
(10,15),-1.29613 # DEPENDENCYPART_ARC
(10,16),-3.15958 # DEPENDENCYPART_ARC
(10,17),-1.73533 # DEPENDENCYPART_ARC
(10,18),-2.66483 # DEPENDENCYPART_ARC
(10,19),-1.48149 # DEPENDENCYPART_ARC
(10,20),-2.66339 # DEPENDENCYPART_ARC
(10,21),-1.56901 # DEPENDENCYPART_ARC
(10,22),-1.7324 # DEPENDENCYPART_ARC
(10,23),-3.44701 # DEPENDENCYPART_ARC
(10,24),-0.702342 # DEPENDENCYPART_ARC
(11,1),-1.18082 # DEPENDENCYPART_ARC
(11,2),-1.57701 # DEPENDENCYPART_ARC
(11,3),-1.30719 # DEPENDENCYPART_ARC
(11,4),-1.04759 # DEPENDENCYPART_ARC
(11,5),-1.13549 # DEPENDENCYPART_ARC
(11,6),-1.68272 # DEPENDENCYPART_ARC
(11,7),-1.13152 # DEPENDENCYPART_ARC
(11,8),-0.568895 # DEPENDENCYPART_ARC
(11,9),-0.561941 # DEPENDENCYPART_ARC
(11,10),-0.450211 # DEPENDENCYPART_ARC
(11,12),-0.342781 # DEPENDENCYPART_ARC
(11,13),-1.50711 # DEPENDENCYPART_ARC
(11,14),-1.55873 # DEPENDENCYPART_ARC
(11,15),-1.01212 # DEPENDENCYPART_ARC
(11,16),-1.11134 # DEPENDENCYPART_ARC
(11,17),-1.71656 # DEPENDENCYPART_ARC
(11,18),-1.85784 # DEPENDENCYPART_ARC
(11,19),-1.49751 # DEPENDENCYPART_ARC
(11,20),-1.11336 # DEPENDENCYPART_ARC
(11,21),-1.58548 # DEPENDENCYPART_ARC
(11,22),-1.65236 # DEPENDENCYPART_ARC
(11,23),-1.68569 # DEPENDENCYPART_ARC
(11,24),-1.47959 # DEPENDENCYPART_ARC
(12,1),-0.608439 # DEPENDENCYPART_ARC
(12,2),-0.593485 # DEPENDENCYPART_ARC
(12,3),0.0768249 # DEPENDENCYPART_ARC
(12,4),-0.244353 # DEPENDENCYPART_ARC
(12,5),-0.487584 # DEPENDENCYPART_ARC
(12,6),-0.965896 # DEPENDENCYPART_ARC
(12,7),-0.0991747 # DEPENDENCYPART_ARC
(12,8),0.624001 # DEPENDENCYPART_ARC
(12,9),-1.09959 # DEPENDENCYPART_ARC
(12,10),-0.657756 # DEPENDENCYPART_ARC
(12,11),0.292511 # DEPENDENCYPART_ARC
(12,13),-0.545369 # DEPENDENCYPART_ARC
(12,14),-0.431847 # DEPENDENCYPART_ARC
(12,15),0.539322 # DEPENDENCYPART_ARC
(12,16),0.279944 # DEPENDENCYPART_ARC
(12,17),-1.02252 # DEPENDENCYPART_ARC
(12,18),-1.86361 # DEPENDENCYPART_ARC
(12,19),-0.309258 # DEPENDENCYPART_ARC
(12,20),0.138273 # DEPENDENCYPART_ARC
(12,21),-1.22685 # DEPENDENCYPART_ARC
(12,22),-0.480306 # DEPENDENCYPART_ARC
(12,23),-0.954087 # DEPENDENCYPART_ARC
(12,24),-0.691082 # DEPENDENCYPART_ARC
(13,1),-1.20831 # DEPENDENCYPART_ARC
(13,2),-1.83118 # DEPENDENCYPART_ARC
(13,3),-0.861187 # DEPENDENCYPART_ARC
(13,4),-2.1452 # DEPENDENCYPART_ARC
(13,5),-2.25199 # DEPENDENCYPART_ARC
(13,6),-2.24916 # DEPENDENCYPART_ARC
(13,7),-0.961409 # DEPENDENCYPART_ARC
(13,8),-1.54231 # DEPENDENCYPART_ARC
(13,9),-0.370178 # DEPENDENCYPART_ARC
(13,10),-1.12144 # DEPENDENCYPART_ARC
(13,11),-0.996618 # DEPENDENCYPART_ARC
(13,12),0.0327051 # DEPENDENCYPART_ARC
(13,14),0.22357 # DEPENDENCYPART_ARC
(13,15),-1.5171 # DEPENDENCYPART_ARC
(13,16),-1.77273 # DEPENDENCYPART_ARC
(13,17),-1.66726 # DEPENDENCYPART_ARC
(13,18),-1.23062 # DEPENDENCYPART_ARC
(13,19),-1.78226 # DEPENDENCYPART_ARC
(13,20),-1.27198 # DEPENDENCYPART_ARC
(13,21),-1.63872 # DEPENDENCYPART_ARC
(13,22),-1.2661 # DEPENDENCYPART_ARC
(13,23),-1.98168 # DEPENDENCYPART_ARC
(13,24),-1.10844 # DEPENDENCYPART_ARC
(14,1),-0.870287 # DEPENDENCYPART_ARC
(14,2),-1.76719 # DEPENDENCYPART_ARC
(14,3),-1.47332 # DEPENDENCYPART_ARC
(14,4),-1.3296 # DEPENDENCYPART_ARC
(14,5),-1.0234 # DEPENDENCYPART_ARC
(14,6),-1.27513 # DEPENDENCYPART_ARC
(14,7),-0.86383 # DEPENDENCYPART_ARC
(14,8),-1.27503 # DEPENDENCYPART_ARC
(14,9),-1.02284 # DEPENDENCYPART_ARC
(14,10),-0.949088 # DEPENDENCYPART_ARC
(14,11),-0.873172 # DEPENDENCYPART_ARC
(14,12),-0.660502 # DEPENDENCYPART_ARC
(14,13),-0.00294984 # DEPENDENCYPART_ARC
(14,15),-0.622773 # DEPENDENCYPART_ARC
(14,16),-0.554584 # DEPENDENCYPART_ARC
(14,17),-1.07276 # DEPENDENCYPART_ARC
(14,18),-1.2137 # DEPENDENCYPART_ARC
(14,19),-1.19645 # DEPENDENCYPART_ARC
(14,20),-1.14318 # DEPENDENCYPART_ARC
(14,21),-1.23066 # DEPENDENCYPART_ARC
(14,22),-1.12481 # DEPENDENCYPART_ARC
(14,23),-1.30202 # DEPENDENCYPART_ARC
(14,24),-0.802367 # DEPENDENCYPART_ARC
(15,1),-0.13406 # DEPENDENCYPART_ARC
(15,2),-1.44822 # DEPENDENCYPART_ARC
(15,3),-0.0365188 # DEPENDENCYPART_ARC
(15,4),-0.0150694 # DEPENDENCYPART_ARC
(15,5),-0.110722 # DEPENDENCYPART_ARC
(15,6),-0.519285 # DEPENDENCYPART_ARC
(15,7),-0.391984 # DEPENDENCYPART_ARC
(15,8),-0.103044 # DEPENDENCYPART_ARC
(15,9),-0.75921 # DEPENDENCYPART_ARC
(15,10),0.64913 # DEPENDENCYPART_ARC
(15,11),-0.812977 # DEPENDENCYPART_ARC
(15,12),0.116565 # DEPENDENCYPART_ARC
(15,13),1.59747 # DEPENDENCYPART_ARC
(15,14),1.29529 # DEPENDENCYPART_ARC
(15,16),2.19252 # DEPENDENCYPART_ARC
(15,17),1.03234 # DEPENDENCYPART_ARC
(15,18),-0.557682 # DEPENDENCYPART_ARC
(15,19),0.491889 # DEPENDENCYPART_ARC
(15,20),-0.137003 # DEPENDENCYPART_ARC
(15,21),-0.056806 # DEPENDENCYPART_ARC
(15,22),0.523769 # DEPENDENCYPART_ARC
(15,23),-0.0265411 # DEPENDENCYPART_ARC
(15,24),-0.0729996 # DEPENDENCYPART_ARC
(16,1),-1.7816 # DEPENDENCYPART_ARC
(16,2),-1.8615 # DEPENDENCYPART_ARC
(16,3),-1.36934 # DEPENDENCYPART_ARC
(16,4),-1.46989 # DEPENDENCYPART_ARC
(16,5),-1.07724 # DEPENDENCYPART_ARC
(16,6),-1.54859 # DEPENDENCYPART_ARC
(16,7),-1.2133 # DEPENDENCYPART_ARC
(16,8),-1.39277 # DEPENDENCYPART_ARC
(16,9),-1.05335 # DEPENDENCYPART_ARC
(16,10),-0.813275 # DEPENDENCYPART_ARC
(16,11),-1.49444 # DEPENDENCYPART_ARC
(16,12),-1.1927 # DEPENDENCYPART_ARC
(16,13),-0.927458 # DEPENDENCYPART_ARC
(16,14),-0.658655 # DEPENDENCYPART_ARC
(16,15),-0.216166 # DEPENDENCYPART_ARC
(16,17),-1.25708 # DEPENDENCYPART_ARC
(16,18),-1.8178 # DEPENDENCYPART_ARC
(16,19),-1.99212 # DEPENDENCYPART_ARC
(16,20),-0.803137 # DEPENDENCYPART_ARC
(16,21),-1.70243 # DEPENDENCYPART_ARC
(16,22),-1.33225 # DEPENDENCYPART_ARC
(16,23),-2.40094 # DEPENDENCYPART_ARC
(16,24),-1.57372 # DEPENDENCYPART_ARC
(17,1),-1.68667 # DEPENDENCYPART_ARC
(17,2),-2.18382 # DEPENDENCYPART_ARC
(17,3),-1.64397 # DEPENDENCYPART_ARC
(17,4),-2.12171 # DEPENDENCYPART_ARC
(17,5),-1.9519 # DEPENDENCYPART_ARC
(17,6),-2.787 # DEPENDENCYPART_ARC
(17,7),-1.23401 # DEPENDENCYPART_ARC
(17,8),-1.72539 # DEPENDENCYPART_ARC
(17,9),-1.52908 # DEPENDENCYPART_ARC
(17,10),-2.81842 # DEPENDENCYPART_ARC
(17,11),-1.69462 # DEPENDENCYPART_ARC
(17,12),-1.07559 # DEPENDENCYPART_ARC
(17,13),-1.57047 # DEPENDENCYPART_ARC
(17,14),-0.860245 # DEPENDENCYPART_ARC
(17,15),0.39943 # DEPENDENCYPART_ARC
(17,16),-0.350612 # DEPENDENCYPART_ARC
(17,18),2.76966 # DEPENDENCYPART_ARC
(17,19),0.170844 # DEPENDENCYPART_ARC
(17,20),-1.44949 # DEPENDENCYPART_ARC
(17,21),-0.711849 # DEPENDENCYPART_ARC
(17,22),-0.690034 # DEPENDENCYPART_ARC
(17,23),-1.14007 # DEPENDENCYPART_ARC
(17,24),-0.423129 # DEPENDENCYPART_ARC
(18,1),-1.73025 # DEPENDENCYPART_ARC
(18,2),-1.91716 # DEPENDENCYPART_ARC
(18,3),-0.635355 # DEPENDENCYPART_ARC
(18,4),-2.06171 # DEPENDENCYPART_ARC
(18,5),-2.48447 # DEPENDENCYPART_ARC
(18,6),-2.97205 # DEPENDENCYPART_ARC
(18,7),-1.21666 # DEPENDENCYPART_ARC
(18,8),-1.43027 # DEPENDENCYPART_ARC
(18,9),-1.78186 # DEPENDENCYPART_ARC
(18,10),-2.61903 # DEPENDENCYPART_ARC
(18,11),-1.53777 # DEPENDENCYPART_ARC
(18,12),-1.32412 # DEPENDENCYPART_ARC
(18,13),-2.60559 # DEPENDENCYPART_ARC
(18,14),-0.849272 # DEPENDENCYPART_ARC
(18,15),-0.62294 # DEPENDENCYPART_ARC
(18,16),-1.32834 # DEPENDENCYPART_ARC
(18,17),-0.532367 # DEPENDENCYPART_ARC
(18,19),-0.112115 # DEPENDENCYPART_ARC
(18,20),-1.39587 # DEPENDENCYPART_ARC
(18,21),-1.58116 # DEPENDENCYPART_ARC
(18,22),-1.41989 # DEPENDENCYPART_ARC
(18,23),-1.57475 # DEPENDENCYPART_ARC
(18,24),-1.18189 # DEPENDENCYPART_ARC
(19,1),-1.19881 # DEPENDENCYPART_ARC
(19,2),-1.68688 # DEPENDENCYPART_ARC
(19,3),-0.747671 # DEPENDENCYPART_ARC
(19,4),-1.9825 # DEPENDENCYPART_ARC
(19,5),-1.13109 # DEPENDENCYPART_ARC
(19,6),-2.86896 # DEPENDENCYPART_ARC
(19,7),-0.669706 # DEPENDENCYPART_ARC
(19,8),-1.43819 # DEPENDENCYPART_ARC
(19,9),-0.793545 # DEPENDENCYPART_ARC
(19,10),-2.48966 # DEPENDENCYPART_ARC
(19,11),-1.24702 # DEPENDENCYPART_ARC
(19,12),-1.03765 # DEPENDENCYPART_ARC
(19,13),-0.1284 # DEPENDENCYPART_ARC
(19,14),-0.531408 # DEPENDENCYPART_ARC
(19,15),-0.0731909 # DEPENDENCYPART_ARC
(19,16),-1.20224 # DEPENDENCYPART_ARC
(19,17),1.18358 # DEPENDENCYPART_ARC
(19,18),0.773953 # DEPENDENCYPART_ARC
(19,20),-0.924361 # DEPENDENCYPART_ARC
(19,21),-0.720962 # DEPENDENCYPART_ARC
(19,22),-0.851469 # DEPENDENCYPART_ARC
(19,23),-2.58787 # DEPENDENCYPART_ARC
(19,24),-0.913034 # DEPENDENCYPART_ARC
(20,1),-1.32607 # DEPENDENCYPART_ARC
(20,2),-1.56662 # DEPENDENCYPART_ARC
(20,3),-0.912971 # DEPENDENCYPART_ARC
(20,4),-1.33995 # DEPENDENCYPART_ARC
(20,5),-0.717551 # DEPENDENCYPART_ARC
(20,6),-1.94591 # DEPENDENCYPART_ARC
(20,7),-0.568895 # DEPENDENCYPART_ARC
(20,8),-1.01585 # DEPENDENCYPART_ARC
(20,9),-2.39193 # DEPENDENCYPART_ARC
(20,10),-0.824447 # DEPENDENCYPART_ARC
(20,11),-1.35078 # DEPENDENCYPART_ARC
(20,12),-1.12748 # DEPENDENCYPART_ARC
(20,13),-0.142321 # DEPENDENCYPART_ARC
(20,14),-0.333217 # DEPENDENCYPART_ARC
(20,15),-0.255743 # DEPENDENCYPART_ARC
(20,16),-0.562825 # DEPENDENCYPART_ARC
(20,17),0.963914 # DEPENDENCYPART_ARC
(20,18),-0.635367 # DEPENDENCYPART_ARC
(20,19),1.89325 # DEPENDENCYPART_ARC
(20,21),0.470749 # DEPENDENCYPART_ARC
(20,22),0.072393 # DEPENDENCYPART_ARC
(20,23),-0.537454 # DEPENDENCYPART_ARC
(20,24),-0.6713 # DEPENDENCYPART_ARC
(21,1),-1.5433 # DEPENDENCYPART_ARC
(21,2),-2.22179 # DEPENDENCYPART_ARC
(21,3),-1.40934 # DEPENDENCYPART_ARC
(21,4),-1.85109 # DEPENDENCYPART_ARC
(21,5),-2.22525 # DEPENDENCYPART_ARC
(21,6),-1.53462 # DEPENDENCYPART_ARC
(21,7),-1.23196 # DEPENDENCYPART_ARC
(21,8),-2.15974 # DEPENDENCYPART_ARC
(21,9),-1.92229 # DEPENDENCYPART_ARC
(21,10),-1.96882 # DEPENDENCYPART_ARC
(21,11),-1.79624 # DEPENDENCYPART_ARC
(21,12),-1.17546 # DEPENDENCYPART_ARC
(21,13),-1.08271 # DEPENDENCYPART_ARC
(21,14),-1.2128 # DEPENDENCYPART_ARC
(21,15),-1.26998 # DEPENDENCYPART_ARC
(21,16),-1.32621 # DEPENDENCYPART_ARC
(21,17),-0.803448 # DEPENDENCYPART_ARC
(21,18),-0.443292 # DEPENDENCYPART_ARC
(21,19),0.136194 # DEPENDENCYPART_ARC
(21,20),0.976617 # DEPENDENCYPART_ARC
(21,22),0.715243 # DEPENDENCYPART_ARC
