# _root_ pisu baten erosteko , beren seme-alaben ikasketen pagatzeko edo erretreta gehigarri baten segurtatzeko erabil daiteke , ministerioak eman zituen adibideen_arabera .
#goldHeads=3,1,9,3,6,7,8,9,14,13,10,10,9,0,14,15,18,20,18,14,20,
#predictedHeads=3,1,9,3,6,7,8,9,14,13,10,10,14,0,14,15,18,9,18,18,20,
(2,17),-2.29545 # DEPENDENCYPART_ARC
(2,18),-2.31149 # DEPENDENCYPART_ARC
(2,19),-1.65574 # DEPENDENCYPART_ARC
(2,20),-2.57899 # DEPENDENCYPART_ARC
(2,21),-1.55098 # DEPENDENCYPART_ARC
(3,1),1.92687 # DEPENDENCYPART_ARC
(3,2),1.01605 # DEPENDENCYPART_ARC
(3,4),1.27343 # DEPENDENCYPART_ARC
(3,5),-1.25289 # DEPENDENCYPART_ARC
(3,6),-1.82581 # DEPENDENCYPART_ARC
(3,7),-1.09365 # DEPENDENCYPART_ARC
(3,8),-1.19813 # DEPENDENCYPART_ARC
(3,9),-0.444052 # DEPENDENCYPART_ARC
(3,10),-1.91518 # DEPENDENCYPART_ARC
(3,11),-1.35827 # DEPENDENCYPART_ARC
(3,12),-1.81207 # DEPENDENCYPART_ARC
(3,13),-1.31739 # DEPENDENCYPART_ARC
(3,14),-1.46632 # DEPENDENCYPART_ARC
(3,15),-1.33974 # DEPENDENCYPART_ARC
(3,16),-0.862597 # DEPENDENCYPART_ARC
(3,17),-3.62578 # DEPENDENCYPART_ARC
(3,18),-2.25027 # DEPENDENCYPART_ARC
(3,19),-2.00748 # DEPENDENCYPART_ARC
(3,20),-2.7293 # DEPENDENCYPART_ARC
(3,21),-1.32833 # DEPENDENCYPART_ARC
(4,1),-0.527503 # DEPENDENCYPART_ARC
(4,2),-1.03431 # DEPENDENCYPART_ARC
(4,3),0.318966 # DEPENDENCYPART_ARC
(4,5),-0.292837 # DEPENDENCYPART_ARC
(4,6),-0.592759 # DEPENDENCYPART_ARC
(4,7),-0.428529 # DEPENDENCYPART_ARC
(4,8),-0.527208 # DEPENDENCYPART_ARC
(4,9),-0.695632 # DEPENDENCYPART_ARC
(4,10),-1.14155 # DEPENDENCYPART_ARC
(4,11),-0.926427 # DEPENDENCYPART_ARC
(4,12),-1.28755 # DEPENDENCYPART_ARC
(4,13),-0.576061 # DEPENDENCYPART_ARC
(4,14),-0.627707 # DEPENDENCYPART_ARC
(4,15),-0.607268 # DEPENDENCYPART_ARC
(4,16),-1.09546 # DEPENDENCYPART_ARC
(4,17),-1.96126 # DEPENDENCYPART_ARC
(4,18),-1.18056 # DEPENDENCYPART_ARC
(4,19),-0.687429 # DEPENDENCYPART_ARC
(4,20),-1.99114 # DEPENDENCYPART_ARC
(4,21),-1.26264 # DEPENDENCYPART_ARC
(5,1),-2.0161 # DEPENDENCYPART_ARC
(5,2),-1.41679 # DEPENDENCYPART_ARC
(5,3),-0.305009 # DEPENDENCYPART_ARC
(5,4),-0.128892 # DEPENDENCYPART_ARC
(5,6),-0.0178813 # DEPENDENCYPART_ARC
(5,7),-0.958254 # DEPENDENCYPART_ARC
(5,8),-1.07997 # DEPENDENCYPART_ARC
(5,9),-1.0961 # DEPENDENCYPART_ARC
(5,10),-1.74254 # DEPENDENCYPART_ARC
(5,11),-1.88669 # DEPENDENCYPART_ARC
(5,12),-0.816136 # DEPENDENCYPART_ARC
(5,13),-2.53159 # DEPENDENCYPART_ARC
(5,14),-1.867 # DEPENDENCYPART_ARC
(5,15),-1.71436 # DEPENDENCYPART_ARC
(5,16),-1.24822 # DEPENDENCYPART_ARC
(5,17),-1.53753 # DEPENDENCYPART_ARC
(5,18),-2.76737 # DEPENDENCYPART_ARC
(5,19),-1.86469 # DEPENDENCYPART_ARC
(5,20),-1.53804 # DEPENDENCYPART_ARC
(5,21),-1.72629 # DEPENDENCYPART_ARC
(6,1),-0.308234 # DEPENDENCYPART_ARC
(6,2),-2.02933 # DEPENDENCYPART_ARC
(6,3),-0.799223 # DEPENDENCYPART_ARC
(6,4),-0.97985 # DEPENDENCYPART_ARC
(6,5),1.34187 # DEPENDENCYPART_ARC
(6,7),0.671176 # DEPENDENCYPART_ARC
(6,8),-1.37727 # DEPENDENCYPART_ARC
(6,9),-0.951739 # DEPENDENCYPART_ARC
(6,10),-1.24153 # DEPENDENCYPART_ARC
(6,11),-1.50484 # DEPENDENCYPART_ARC
(6,12),-1.92949 # DEPENDENCYPART_ARC
(6,13),-2.55653 # DEPENDENCYPART_ARC
(6,14),-1.86261 # DEPENDENCYPART_ARC
(6,15),-1.61016 # DEPENDENCYPART_ARC
(6,16),-1.44382 # DEPENDENCYPART_ARC
(6,17),-0.907959 # DEPENDENCYPART_ARC
(6,18),-3.03574 # DEPENDENCYPART_ARC
(6,19),-2.46118 # DEPENDENCYPART_ARC
(6,20),-1.63097 # DEPENDENCYPART_ARC
(6,21),-1.03076 # DEPENDENCYPART_ARC
(7,1),-0.650526 # DEPENDENCYPART_ARC
(7,2),-1.42775 # DEPENDENCYPART_ARC
(7,3),-0.46111 # DEPENDENCYPART_ARC
(7,4),-1.0965 # DEPENDENCYPART_ARC
(7,5),0.813226 # DEPENDENCYPART_ARC
(7,6),1.45836 # DEPENDENCYPART_ARC
(7,8),0.539898 # DEPENDENCYPART_ARC
(7,9),-0.303098 # DEPENDENCYPART_ARC
(7,10),-0.807665 # DEPENDENCYPART_ARC
(7,11),-0.963686 # DEPENDENCYPART_ARC
(7,12),0.067469 # DEPENDENCYPART_ARC
(7,13),-0.662889 # DEPENDENCYPART_ARC
(7,14),-1.42808 # DEPENDENCYPART_ARC
(7,15),-0.951851 # DEPENDENCYPART_ARC
(7,16),-1.15399 # DEPENDENCYPART_ARC
(7,17),-0.894814 # DEPENDENCYPART_ARC
(7,18),-1.76474 # DEPENDENCYPART_ARC
(7,19),-1.50421 # DEPENDENCYPART_ARC
(7,20),-1.66425 # DEPENDENCYPART_ARC
(7,21),-0.983696 # DEPENDENCYPART_ARC
(8,1),0.0600968 # DEPENDENCYPART_ARC
(8,2),-0.825614 # DEPENDENCYPART_ARC
(8,3),-0.650496 # DEPENDENCYPART_ARC
(8,4),-1.46766 # DEPENDENCYPART_ARC
(8,5),0.0468664 # DEPENDENCYPART_ARC
(8,6),0.132088 # DEPENDENCYPART_ARC
(8,7),1.95851 # DEPENDENCYPART_ARC
(8,9),-0.31754 # DEPENDENCYPART_ARC
(8,10),-1.54917 # DEPENDENCYPART_ARC
(8,11),-1.39455 # DEPENDENCYPART_ARC
(8,12),-1.94208 # DEPENDENCYPART_ARC
(8,13),-1.66132 # DEPENDENCYPART_ARC
(8,14),-1.6666 # DEPENDENCYPART_ARC
(8,15),-1.96694 # DEPENDENCYPART_ARC
(8,16),-1.68229 # DEPENDENCYPART_ARC
(8,17),-3.63577 # DEPENDENCYPART_ARC
(8,18),-2.67786 # DEPENDENCYPART_ARC
(8,19),-2.4963 # DEPENDENCYPART_ARC
(8,20),-3.13791 # DEPENDENCYPART_ARC
(8,21),-2.18629 # DEPENDENCYPART_ARC
(9,1),-0.0442392 # DEPENDENCYPART_ARC
(9,2),-0.690341 # DEPENDENCYPART_ARC
(9,3),-0.169999 # DEPENDENCYPART_ARC
(9,4),-0.964847 # DEPENDENCYPART_ARC
(9,5),-0.281981 # DEPENDENCYPART_ARC
(9,6),0.0571274 # DEPENDENCYPART_ARC
(9,7),0.82081 # DEPENDENCYPART_ARC
(9,8),2.03213 # DEPENDENCYPART_ARC
(9,10),0.413817 # DEPENDENCYPART_ARC
(9,11),0.243531 # DEPENDENCYPART_ARC
(9,12),0.333954 # DEPENDENCYPART_ARC
(9,13),1.53162 # DEPENDENCYPART_ARC
(9,14),0.486997 # DEPENDENCYPART_ARC
(9,15),-0.1481 # DEPENDENCYPART_ARC
(9,16),0.113316 # DEPENDENCYPART_ARC
(9,17),-0.532517 # DEPENDENCYPART_ARC
(9,18),0.105631 # DEPENDENCYPART_ARC
(9,19),0.0134294 # DEPENDENCYPART_ARC
(9,20),-0.758876 # DEPENDENCYPART_ARC
(9,21),-0.592506 # DEPENDENCYPART_ARC
(10,1),-1.63901 # DEPENDENCYPART_ARC
(10,2),-2.79057 # DEPENDENCYPART_ARC
(10,3),-1.71508 # DEPENDENCYPART_ARC
(10,4),-1.99361 # DEPENDENCYPART_ARC
(10,5),-1.39008 # DEPENDENCYPART_ARC
(10,6),-1.05485 # DEPENDENCYPART_ARC
(10,7),-1.1879 # DEPENDENCYPART_ARC
(10,8),0.225426 # DEPENDENCYPART_ARC
(10,9),-0.0949664 # DEPENDENCYPART_ARC
(10,11),1.81697 # DEPENDENCYPART_ARC
(10,12),2.23507 # DEPENDENCYPART_ARC
(10,13),-0.553279 # DEPENDENCYPART_ARC
(10,14),-1.1827 # DEPENDENCYPART_ARC
(10,15),-0.722483 # DEPENDENCYPART_ARC
(10,16),-0.687968 # DEPENDENCYPART_ARC
(10,17),-0.655013 # DEPENDENCYPART_ARC
(10,18),-1.59788 # DEPENDENCYPART_ARC
(10,19),-1.10133 # DEPENDENCYPART_ARC
(10,20),-1.0794 # DEPENDENCYPART_ARC
(10,21),-0.460323 # DEPENDENCYPART_ARC
(11,1),-1.75331 # DEPENDENCYPART_ARC
(11,2),-1.15425 # DEPENDENCYPART_ARC
(11,3),-1.37942 # DEPENDENCYPART_ARC
(11,4),-1.31634 # DEPENDENCYPART_ARC
(11,5),-1.03229 # DEPENDENCYPART_ARC
(11,6),-0.95437 # DEPENDENCYPART_ARC
(11,7),-0.917583 # DEPENDENCYPART_ARC
(11,8),-0.647296 # DEPENDENCYPART_ARC
(11,9),-0.13733 # DEPENDENCYPART_ARC
(11,10),0.670449 # DEPENDENCYPART_ARC
(11,12),0.862908 # DEPENDENCYPART_ARC
(11,13),-0.609938 # DEPENDENCYPART_ARC
(11,14),-0.405383 # DEPENDENCYPART_ARC
(11,15),-0.548852 # DEPENDENCYPART_ARC
(11,16),-0.15871 # DEPENDENCYPART_ARC
(11,17),-0.339811 # DEPENDENCYPART_ARC
(11,18),-0.886728 # DEPENDENCYPART_ARC
(11,19),-1.02041 # DEPENDENCYPART_ARC
(11,20),-0.426261 # DEPENDENCYPART_ARC
(11,21),-0.197731 # DEPENDENCYPART_ARC
(12,1),-2.00199 # DEPENDENCYPART_ARC
(12,2),-1.24251 # DEPENDENCYPART_ARC
(12,3),-1.13718 # DEPENDENCYPART_ARC
(12,4),-1.28781 # DEPENDENCYPART_ARC
(12,5),-1.18363 # DEPENDENCYPART_ARC
(12,6),-0.44372 # DEPENDENCYPART_ARC
(12,7),-0.639825 # DEPENDENCYPART_ARC
(12,8),-0.634024 # DEPENDENCYPART_ARC
(12,9),-0.635343 # DEPENDENCYPART_ARC
(12,10),-0.690399 # DEPENDENCYPART_ARC
(12,11),-0.282974 # DEPENDENCYPART_ARC
(12,13),-0.662461 # DEPENDENCYPART_ARC
(12,14),-1.34747 # DEPENDENCYPART_ARC
(12,15),-1.10257 # DEPENDENCYPART_ARC
(12,16),-0.505708 # DEPENDENCYPART_ARC
(12,17),-1.83557 # DEPENDENCYPART_ARC
(12,18),-2.04394 # DEPENDENCYPART_ARC
(12,19),-1.49209 # DEPENDENCYPART_ARC
(12,20),-2.11596 # DEPENDENCYPART_ARC
(12,21),-0.909759 # DEPENDENCYPART_ARC
(13,1),0.0411734 # DEPENDENCYPART_ARC
(13,2),-0.48909 # DEPENDENCYPART_ARC
(13,3),-0.996461 # DEPENDENCYPART_ARC
(13,4),-1.66082 # DEPENDENCYPART_ARC
(13,5),-0.696716 # DEPENDENCYPART_ARC
(13,6),-1.73134 # DEPENDENCYPART_ARC
(13,7),0.592399 # DEPENDENCYPART_ARC
(13,8),-0.399125 # DEPENDENCYPART_ARC
(13,9),0.443841 # DEPENDENCYPART_ARC
(13,10),1.51827 # DEPENDENCYPART_ARC
(13,11),0.00325572 # DEPENDENCYPART_ARC
(13,12),0.991704 # DEPENDENCYPART_ARC
(13,14),0.204407 # DEPENDENCYPART_ARC
(13,15),-0.58619 # DEPENDENCYPART_ARC
(13,16),-0.779851 # DEPENDENCYPART_ARC
(13,17),-1.78213 # DEPENDENCYPART_ARC
(13,18),-1.95647 # DEPENDENCYPART_ARC
(13,19),-2.29272 # DEPENDENCYPART_ARC
(13,20),-1.37123 # DEPENDENCYPART_ARC
(13,21),-1.05321 # DEPENDENCYPART_ARC
(14,1),0.356694 # DEPENDENCYPART_ARC
(14,2),-0.880252 # DEPENDENCYPART_ARC
(14,3),-0.375599 # DEPENDENCYPART_ARC
(14,4),-1.29742 # DEPENDENCYPART_ARC
(14,5),-0.180742 # DEPENDENCYPART_ARC
(14,6),-0.0825197 # DEPENDENCYPART_ARC
(14,7),-0.682988 # DEPENDENCYPART_ARC
(14,8),0.0569122 # DEPENDENCYPART_ARC
(14,9),0.597107 # DEPENDENCYPART_ARC
(14,10),0.468998 # DEPENDENCYPART_ARC
(14,11),0.0856204 # DEPENDENCYPART_ARC
(14,12),0.186376 # DEPENDENCYPART_ARC
(14,13),2.66841 # DEPENDENCYPART_ARC
(14,15),2.1185 # DEPENDENCYPART_ARC
(14,16),-0.286437 # DEPENDENCYPART_ARC
(14,17),-0.285091 # DEPENDENCYPART_ARC
(14,18),-0.733133 # DEPENDENCYPART_ARC
(14,19),0.485149 # DEPENDENCYPART_ARC
(14,20),0.274434 # DEPENDENCYPART_ARC
(14,21),-0.787283 # DEPENDENCYPART_ARC
(15,1),-1.22126 # DEPENDENCYPART_ARC
(15,2),-1.37559 # DEPENDENCYPART_ARC
(15,3),-1.11728 # DEPENDENCYPART_ARC
(15,4),-1.55056 # DEPENDENCYPART_ARC
(15,5),-0.981722 # DEPENDENCYPART_ARC
(15,6),-0.965738 # DEPENDENCYPART_ARC
(15,7),-0.779164 # DEPENDENCYPART_ARC
(15,8),-1.0463 # DEPENDENCYPART_ARC
(15,9),-1.11078 # DEPENDENCYPART_ARC
(15,10),-0.349226 # DEPENDENCYPART_ARC
(15,11),-0.939529 # DEPENDENCYPART_ARC
(15,12),-0.728222 # DEPENDENCYPART_ARC
(15,13),-0.904605 # DEPENDENCYPART_ARC
(15,14),-0.425981 # DEPENDENCYPART_ARC
(15,16),1.3985 # DEPENDENCYPART_ARC
(15,17),-1.31806 # DEPENDENCYPART_ARC
(15,18),-1.89277 # DEPENDENCYPART_ARC
(15,19),-0.798375 # DEPENDENCYPART_ARC
(15,20),-1.63835 # DEPENDENCYPART_ARC
(15,21),-0.81448 # DEPENDENCYPART_ARC
(16,1),-1.04691 # DEPENDENCYPART_ARC
(16,2),-1.66844 # DEPENDENCYPART_ARC
(16,3),-0.869926 # DEPENDENCYPART_ARC
(16,4),-1.63165 # DEPENDENCYPART_ARC
(16,5),-1.66677 # DEPENDENCYPART_ARC
(16,6),-0.68277 # DEPENDENCYPART_ARC
(16,7),-0.716002 # DEPENDENCYPART_ARC
(16,8),-0.686113 # DEPENDENCYPART_ARC
(16,9),-0.606494 # DEPENDENCYPART_ARC
(16,10),-0.71527 # DEPENDENCYPART_ARC
(16,11),-0.907305 # DEPENDENCYPART_ARC
(16,12),-1.20951 # DEPENDENCYPART_ARC
(16,13),-0.049317 # DEPENDENCYPART_ARC
(16,14),-0.145352 # DEPENDENCYPART_ARC
(16,15),0.357052 # DEPENDENCYPART_ARC
(16,17),-0.619022 # DEPENDENCYPART_ARC
(16,18),-0.669189 # DEPENDENCYPART_ARC
(16,19),-0.55853 # DEPENDENCYPART_ARC
(16,20),-1.25127 # DEPENDENCYPART_ARC
(16,21),-0.53884 # DEPENDENCYPART_ARC
(17,1),-2.15796 # DEPENDENCYPART_ARC
(17,2),-3.94322 # DEPENDENCYPART_ARC
(17,3),-1.93193 # DEPENDENCYPART_ARC
(17,4),-1.67419 # DEPENDENCYPART_ARC
(17,5),-1.87396 # DEPENDENCYPART_ARC
(17,6),-1.81766 # DEPENDENCYPART_ARC
(17,7),-2.94096 # DEPENDENCYPART_ARC
(17,8),-1.02341 # DEPENDENCYPART_ARC
(17,9),-0.294416 # DEPENDENCYPART_ARC
(17,10),-1.18875 # DEPENDENCYPART_ARC
(17,11),-0.93422 # DEPENDENCYPART_ARC
(17,12),-3.23808 # DEPENDENCYPART_ARC
(17,13),-3.17968 # DEPENDENCYPART_ARC
(17,14),-0.875359 # DEPENDENCYPART_ARC
(17,15),-0.761301 # DEPENDENCYPART_ARC
(17,16),0.168468 # DEPENDENCYPART_ARC
(17,18),-1.58883 # DEPENDENCYPART_ARC
(17,19),-1.44453 # DEPENDENCYPART_ARC
(17,20),-2.85752 # DEPENDENCYPART_ARC
(17,21),-0.455765 # DEPENDENCYPART_ARC
(18,1),-1.01019 # DEPENDENCYPART_ARC
(18,2),-1.66902 # DEPENDENCYPART_ARC
(18,3),-1.41314 # DEPENDENCYPART_ARC
(18,4),-1.98496 # DEPENDENCYPART_ARC
(18,5),-1.25947 # DEPENDENCYPART_ARC
(18,6),-2.22308 # DEPENDENCYPART_ARC
(18,7),-1.29454 # DEPENDENCYPART_ARC
(18,8),-1.03295 # DEPENDENCYPART_ARC
(18,9),-0.776785 # DEPENDENCYPART_ARC
(18,10),-0.601541 # DEPENDENCYPART_ARC
(18,11),-0.978742 # DEPENDENCYPART_ARC
(18,12),-1.3496 # DEPENDENCYPART_ARC
(18,13),0.195908 # DEPENDENCYPART_ARC
(18,14),0.153559 # DEPENDENCYPART_ARC
(18,15),0.0382352 # DEPENDENCYPART_ARC
(18,16),-0.60823 # DEPENDENCYPART_ARC
(18,17),3.20429 # DEPENDENCYPART_ARC
(18,19),2.79548 # DEPENDENCYPART_ARC
(18,20),1.28549 # DEPENDENCYPART_ARC
(18,21),-0.046343 # DEPENDENCYPART_ARC
(19,1),-1.49985 # DEPENDENCYPART_ARC
(19,2),-1.67278 # DEPENDENCYPART_ARC
(19,3),-0.862068 # DEPENDENCYPART_ARC
(19,4),-1.85315 # DEPENDENCYPART_ARC
(19,5),-1.28447 # DEPENDENCYPART_ARC
(19,6),-1.19503 # DEPENDENCYPART_ARC
(19,7),-1.11417 # DEPENDENCYPART_ARC
(19,8),-0.991336 # DEPENDENCYPART_ARC
(19,9),-1.4668 # DEPENDENCYPART_ARC
(19,10),-1.17668 # DEPENDENCYPART_ARC
(19,11),-1.87389 # DEPENDENCYPART_ARC
(19,12),-1.34069 # DEPENDENCYPART_ARC
(19,13),-1.37045 # DEPENDENCYPART_ARC
(19,14),-1.82767 # DEPENDENCYPART_ARC
(19,15),-1.09206 # DEPENDENCYPART_ARC
(19,16),-1.11675 # DEPENDENCYPART_ARC
(19,17),-0.505879 # DEPENDENCYPART_ARC
(19,18),-1.08422 # DEPENDENCYPART_ARC
(19,20),-1.1628 # DEPENDENCYPART_ARC
(19,21),-0.110238 # DEPENDENCYPART_ARC
(20,1),-2.06299 # DEPENDENCYPART_ARC
(20,2),-4.682 # DEPENDENCYPART_ARC
(20,3),-1.63976 # DEPENDENCYPART_ARC
(20,4),-2.1307 # DEPENDENCYPART_ARC
(20,5),-1.8257 # DEPENDENCYPART_ARC
(20,6),-1.53328 # DEPENDENCYPART_ARC
(20,7),-3.07716 # DEPENDENCYPART_ARC
(20,8),-0.764078 # DEPENDENCYPART_ARC
(20,9),-0.781685 # DEPENDENCYPART_ARC
(20,10),-1.125 # DEPENDENCYPART_ARC
(20,11),-1.43055 # DEPENDENCYPART_ARC
(20,12),-4.17413 # DEPENDENCYPART_ARC
(20,13),-2.37462 # DEPENDENCYPART_ARC
(20,14),-1.31784 # DEPENDENCYPART_ARC
(20,15),-1.60662 # DEPENDENCYPART_ARC
(20,16),-1.44738 # DEPENDENCYPART_ARC
(20,17),-2.37614 # DEPENDENCYPART_ARC
(20,18),0.269924 # DEPENDENCYPART_ARC
(20,19),0.143006 # DEPENDENCYPART_ARC
(20,21),2.24057 # DEPENDENCYPART_ARC
(21,1),-1.82497 # DEPENDENCYPART_ARC
(21,2),-2.11205 # DEPENDENCYPART_ARC
(21,3),-1.74103 # DEPENDENCYPART_ARC
(21,4),-1.6851 # DEPENDENCYPART_ARC
(21,5),-2.06551 # DEPENDENCYPART_ARC
(21,6),-1.33822 # DEPENDENCYPART_ARC
(21,7),-1.31484 # DEPENDENCYPART_ARC
(21,8),-1.63866 # DEPENDENCYPART_ARC
(21,9),-1.28609 # DEPENDENCYPART_ARC
(21,10),-1.45706 # DEPENDENCYPART_ARC
(21,11),-1.6512 # DEPENDENCYPART_ARC
(21,12),-1.84794 # DEPENDENCYPART_ARC
(21,13),-1.39093 # DEPENDENCYPART_ARC
(21,14),-1.45815 # DEPENDENCYPART_ARC
(21,15),-1.13134 # DEPENDENCYPART_ARC
(21,16),-1.42623 # DEPENDENCYPART_ARC
(21,17),-0.916457 # DEPENDENCYPART_ARC
(21,18),-0.899154 # DEPENDENCYPART_ARC
(21,19),-0.993476 # DEPENDENCYPART_ARC
(21,20),-0.41116 # DEPENDENCYPART_ARC
