# _root_ hori guztia " bazterketarik gabe , inor bakartu gabe , betorik gabe eta indarkeriarik gabe " egin behar_dela gaineratu zuen ibarretxek .
#goldHeads=17,1,2,13,14,5,8,13,14,9,13,14,17,13,14,15,18,19,0,19,19,21,
#predictedHeads=0,1,2,8,4,5,8,18,8,9,13,11,17,13,14,15,18,19,0,19,19,21,
(8,17),-0.228756 # DEPENDENCYPART_ARC
(8,18),-0.72852 # DEPENDENCYPART_ARC
(8,19),-0.471167 # DEPENDENCYPART_ARC
(8,20),-0.202394 # DEPENDENCYPART_ARC
(8,21),-0.63844 # DEPENDENCYPART_ARC
(8,22),-0.87055 # DEPENDENCYPART_ARC
(9,1),-1.24342 # DEPENDENCYPART_ARC
(9,2),-1.39556 # DEPENDENCYPART_ARC
(9,3),-1.4621 # DEPENDENCYPART_ARC
(9,4),-1.32051 # DEPENDENCYPART_ARC
(9,5),-0.924535 # DEPENDENCYPART_ARC
(9,6),-0.881302 # DEPENDENCYPART_ARC
(9,7),-0.7544 # DEPENDENCYPART_ARC
(9,8),-0.329565 # DEPENDENCYPART_ARC
(9,10),1.83919 # DEPENDENCYPART_ARC
(9,11),-0.728647 # DEPENDENCYPART_ARC
(9,12),-0.644441 # DEPENDENCYPART_ARC
(9,13),-0.765466 # DEPENDENCYPART_ARC
(9,14),-1.02052 # DEPENDENCYPART_ARC
(9,15),-0.661929 # DEPENDENCYPART_ARC
(9,16),-0.0466684 # DEPENDENCYPART_ARC
(9,17),-1.3823 # DEPENDENCYPART_ARC
(9,18),-1.37409 # DEPENDENCYPART_ARC
(9,19),-1.46406 # DEPENDENCYPART_ARC
(9,20),-1.04751 # DEPENDENCYPART_ARC
(9,21),-1.41412 # DEPENDENCYPART_ARC
(9,22),-0.97414 # DEPENDENCYPART_ARC
(10,1),-1.92812 # DEPENDENCYPART_ARC
(10,2),-1.87727 # DEPENDENCYPART_ARC
(10,3),-1.52267 # DEPENDENCYPART_ARC
(10,4),-1.23849 # DEPENDENCYPART_ARC
(10,5),-1.60634 # DEPENDENCYPART_ARC
(10,6),-1.32879 # DEPENDENCYPART_ARC
(10,7),-0.987615 # DEPENDENCYPART_ARC
(10,8),-0.39957 # DEPENDENCYPART_ARC
(10,9),-0.632708 # DEPENDENCYPART_ARC
(10,11),-0.708248 # DEPENDENCYPART_ARC
(10,12),-1.35686 # DEPENDENCYPART_ARC
(10,13),-0.999756 # DEPENDENCYPART_ARC
(10,14),-1.27071 # DEPENDENCYPART_ARC
(10,15),-1.57586 # DEPENDENCYPART_ARC
(10,16),-0.30601 # DEPENDENCYPART_ARC
(10,17),-1.7366 # DEPENDENCYPART_ARC
(10,18),-1.22512 # DEPENDENCYPART_ARC
(10,19),-1.3522 # DEPENDENCYPART_ARC
(10,20),-0.969817 # DEPENDENCYPART_ARC
(10,21),-2.0234 # DEPENDENCYPART_ARC
(10,22),-1.24088 # DEPENDENCYPART_ARC
(11,1),-3.72787 # DEPENDENCYPART_ARC
(11,2),-3.77407 # DEPENDENCYPART_ARC
(11,3),-2.01755 # DEPENDENCYPART_ARC
(11,4),-2.51755 # DEPENDENCYPART_ARC
(11,5),-1.347 # DEPENDENCYPART_ARC
(11,6),-1.54437 # DEPENDENCYPART_ARC
(11,7),-0.960404 # DEPENDENCYPART_ARC
(11,8),-1.08639 # DEPENDENCYPART_ARC
(11,9),-0.554046 # DEPENDENCYPART_ARC
(11,10),0.0249535 # DEPENDENCYPART_ARC
(11,12),1.59444 # DEPENDENCYPART_ARC
(11,13),-0.145629 # DEPENDENCYPART_ARC
(11,14),-0.43012 # DEPENDENCYPART_ARC
(11,15),-0.00251651 # DEPENDENCYPART_ARC
(11,16),-0.152634 # DEPENDENCYPART_ARC
(11,17),-0.278799 # DEPENDENCYPART_ARC
(11,18),-0.658585 # DEPENDENCYPART_ARC
(11,19),-1.72783 # DEPENDENCYPART_ARC
(11,20),-0.949571 # DEPENDENCYPART_ARC
(11,21),-0.758347 # DEPENDENCYPART_ARC
(11,22),-0.103159 # DEPENDENCYPART_ARC
(12,1),-1.65715 # DEPENDENCYPART_ARC
(12,2),-1.62448 # DEPENDENCYPART_ARC
(12,3),-1.76377 # DEPENDENCYPART_ARC
(12,4),-1.51175 # DEPENDENCYPART_ARC
(12,5),-1.1764 # DEPENDENCYPART_ARC
(12,6),-1.48853 # DEPENDENCYPART_ARC
(12,7),-1.3836 # DEPENDENCYPART_ARC
(12,8),-1.37862 # DEPENDENCYPART_ARC
(12,9),-0.790653 # DEPENDENCYPART_ARC
(12,10),-1.08746 # DEPENDENCYPART_ARC
(12,11),-0.285729 # DEPENDENCYPART_ARC
(12,13),-0.165027 # DEPENDENCYPART_ARC
(12,14),-1.0293 # DEPENDENCYPART_ARC
(12,15),-0.941967 # DEPENDENCYPART_ARC
(12,16),-0.514332 # DEPENDENCYPART_ARC
(12,17),-1.56145 # DEPENDENCYPART_ARC
(12,18),-1.59263 # DEPENDENCYPART_ARC
(12,19),-1.73568 # DEPENDENCYPART_ARC
(12,20),-1.46053 # DEPENDENCYPART_ARC
(12,21),-1.53235 # DEPENDENCYPART_ARC
(12,22),-1.05853 # DEPENDENCYPART_ARC
(13,1),-1.36849 # DEPENDENCYPART_ARC
(13,2),-1.34176 # DEPENDENCYPART_ARC
(13,3),-1.62543 # DEPENDENCYPART_ARC
(13,4),-0.705057 # DEPENDENCYPART_ARC
(13,5),-0.752984 # DEPENDENCYPART_ARC
(13,6),-1.5705 # DEPENDENCYPART_ARC
(13,7),-0.423406 # DEPENDENCYPART_ARC
(13,8),-0.134692 # DEPENDENCYPART_ARC
(13,9),-0.515932 # DEPENDENCYPART_ARC
(13,10),-1.16522 # DEPENDENCYPART_ARC
(13,11),0.450749 # DEPENDENCYPART_ARC
(13,12),0.19068 # DEPENDENCYPART_ARC
(13,14),1.46818 # DEPENDENCYPART_ARC
(13,15),-0.0541879 # DEPENDENCYPART_ARC
(13,16),-0.218238 # DEPENDENCYPART_ARC
(13,17),-0.0716761 # DEPENDENCYPART_ARC
(13,18),0.453816 # DEPENDENCYPART_ARC
(13,19),0.00974734 # DEPENDENCYPART_ARC
(13,20),-0.576604 # DEPENDENCYPART_ARC
(13,21),-1.0308 # DEPENDENCYPART_ARC
(13,22),-0.734151 # DEPENDENCYPART_ARC
(14,1),-4.7622 # DEPENDENCYPART_ARC
(14,2),-4.90081 # DEPENDENCYPART_ARC
(14,3),-3.32287 # DEPENDENCYPART_ARC
(14,4),-3.63526 # DEPENDENCYPART_ARC
(14,5),-2.10631 # DEPENDENCYPART_ARC
(14,6),-2.72472 # DEPENDENCYPART_ARC
(14,7),-2.31221 # DEPENDENCYPART_ARC
(14,8),-2.58782 # DEPENDENCYPART_ARC
(14,9),-1.95664 # DEPENDENCYPART_ARC
(14,10),-2.49677 # DEPENDENCYPART_ARC
(14,11),-2.15071 # DEPENDENCYPART_ARC
(14,12),-1.22293 # DEPENDENCYPART_ARC
(14,13),-0.987929 # DEPENDENCYPART_ARC
(14,15),1.2524 # DEPENDENCYPART_ARC
(14,16),0.491829 # DEPENDENCYPART_ARC
(14,17),-0.397169 # DEPENDENCYPART_ARC
(14,18),-0.832054 # DEPENDENCYPART_ARC
(14,19),-1.89479 # DEPENDENCYPART_ARC
(14,20),-1.01421 # DEPENDENCYPART_ARC
(14,21),-0.800914 # DEPENDENCYPART_ARC
(14,22),-0.239541 # DEPENDENCYPART_ARC
(15,1),-1.41775 # DEPENDENCYPART_ARC
(15,2),-1.54223 # DEPENDENCYPART_ARC
(15,3),-1.77871 # DEPENDENCYPART_ARC
(15,4),-1.52502 # DEPENDENCYPART_ARC
(15,5),-1.24798 # DEPENDENCYPART_ARC
(15,6),-1.52452 # DEPENDENCYPART_ARC
(15,7),-1.41677 # DEPENDENCYPART_ARC
(15,8),-1.55938 # DEPENDENCYPART_ARC
(15,9),-1.1134 # DEPENDENCYPART_ARC
(15,10),-1.3697 # DEPENDENCYPART_ARC
(15,11),-1.22057 # DEPENDENCYPART_ARC
(15,12),-0.658994 # DEPENDENCYPART_ARC
(15,13),-0.710681 # DEPENDENCYPART_ARC
(15,14),-0.237361 # DEPENDENCYPART_ARC
(15,16),1.69099 # DEPENDENCYPART_ARC
(15,17),-0.727115 # DEPENDENCYPART_ARC
(15,18),-0.7634 # DEPENDENCYPART_ARC
(15,19),-0.987335 # DEPENDENCYPART_ARC
(15,20),-0.651773 # DEPENDENCYPART_ARC
(15,21),-0.855025 # DEPENDENCYPART_ARC
(15,22),-0.19054 # DEPENDENCYPART_ARC
(16,1),-1.84222 # DEPENDENCYPART_ARC
(16,2),-1.88356 # DEPENDENCYPART_ARC
(16,3),-1.41759 # DEPENDENCYPART_ARC
(16,4),-1.27941 # DEPENDENCYPART_ARC
(16,5),-1.60034 # DEPENDENCYPART_ARC
(16,6),-1.30813 # DEPENDENCYPART_ARC
(16,7),-1.38035 # DEPENDENCYPART_ARC
(16,8),-0.941927 # DEPENDENCYPART_ARC
(16,9),-1.39464 # DEPENDENCYPART_ARC
(16,10),-1.21106 # DEPENDENCYPART_ARC
(16,11),-1.02107 # DEPENDENCYPART_ARC
(16,12),-1.1462 # DEPENDENCYPART_ARC
(16,13),-0.511527 # DEPENDENCYPART_ARC
(16,14),-0.684671 # DEPENDENCYPART_ARC
(16,15),-0.47289 # DEPENDENCYPART_ARC
(16,17),-0.152564 # DEPENDENCYPART_ARC
(16,18),-0.677941 # DEPENDENCYPART_ARC
(16,19),-0.760021 # DEPENDENCYPART_ARC
(16,20),-0.24908 # DEPENDENCYPART_ARC
(16,21),-1.14158 # DEPENDENCYPART_ARC
(16,22),-0.122478 # DEPENDENCYPART_ARC
(17,1),-1.31391 # DEPENDENCYPART_ARC
(17,2),-0.964587 # DEPENDENCYPART_ARC
(17,3),-1.56917 # DEPENDENCYPART_ARC
(17,4),-0.405068 # DEPENDENCYPART_ARC
(17,5),-1.6167 # DEPENDENCYPART_ARC
(17,6),-1.40737 # DEPENDENCYPART_ARC
(17,7),0.132416 # DEPENDENCYPART_ARC
(17,8),-0.32181 # DEPENDENCYPART_ARC
(17,9),-1.19474 # DEPENDENCYPART_ARC
(17,10),-1.1925 # DEPENDENCYPART_ARC
(17,11),0.151494 # DEPENDENCYPART_ARC
(17,12),-0.726951 # DEPENDENCYPART_ARC
(17,13),0.795694 # DEPENDENCYPART_ARC
(17,14),0.746977 # DEPENDENCYPART_ARC
(17,15),-0.150019 # DEPENDENCYPART_ARC
(17,16),-0.0437454 # DEPENDENCYPART_ARC
(17,18),0.197905 # DEPENDENCYPART_ARC
(17,19),-0.269106 # DEPENDENCYPART_ARC
(17,20),-0.358729 # DEPENDENCYPART_ARC
(17,21),0.430641 # DEPENDENCYPART_ARC
(17,22),-1.26363 # DEPENDENCYPART_ARC
(18,1),-0.677534 # DEPENDENCYPART_ARC
(18,2),-0.335346 # DEPENDENCYPART_ARC
(18,3),-1.54512 # DEPENDENCYPART_ARC
(18,4),-0.402227 # DEPENDENCYPART_ARC
(18,5),-1.3647 # DEPENDENCYPART_ARC
(18,6),-1.44106 # DEPENDENCYPART_ARC
(18,7),-0.250493 # DEPENDENCYPART_ARC
(18,8),0.584963 # DEPENDENCYPART_ARC
(18,9),-1.10931 # DEPENDENCYPART_ARC
(18,10),-1.27722 # DEPENDENCYPART_ARC
(18,11),0.0583977 # DEPENDENCYPART_ARC
(18,12),-0.575548 # DEPENDENCYPART_ARC
(18,13),0.111758 # DEPENDENCYPART_ARC
(18,14),0.41793 # DEPENDENCYPART_ARC
(18,15),-0.0585872 # DEPENDENCYPART_ARC
(18,16),-0.665086 # DEPENDENCYPART_ARC
(18,17),2.18369 # DEPENDENCYPART_ARC
(18,19),-0.0236306 # DEPENDENCYPART_ARC
(18,20),-0.409357 # DEPENDENCYPART_ARC
(18,21),0.125992 # DEPENDENCYPART_ARC
(18,22),-0.738156 # DEPENDENCYPART_ARC
(19,1),-1.16802 # DEPENDENCYPART_ARC
(19,2),-0.830712 # DEPENDENCYPART_ARC
(19,3),-1.80843 # DEPENDENCYPART_ARC
(19,4),-1.23594 # DEPENDENCYPART_ARC
(19,5),-1.74066 # DEPENDENCYPART_ARC
(19,6),-1.58574 # DEPENDENCYPART_ARC
(19,7),-0.270265 # DEPENDENCYPART_ARC
(19,8),-0.164882 # DEPENDENCYPART_ARC
(19,9),-1.36985 # DEPENDENCYPART_ARC
(19,10),-1.57031 # DEPENDENCYPART_ARC
(19,11),-0.749879 # DEPENDENCYPART_ARC
(19,12),-1.06402 # DEPENDENCYPART_ARC
(19,13),0.744885 # DEPENDENCYPART_ARC
(19,14),-0.631789 # DEPENDENCYPART_ARC
(19,15),-0.551494 # DEPENDENCYPART_ARC
(19,16),-0.87522 # DEPENDENCYPART_ARC
(19,17),0.57466 # DEPENDENCYPART_ARC
(19,18),1.51616 # DEPENDENCYPART_ARC
(19,20),1.97541 # DEPENDENCYPART_ARC
(19,21),2.2436 # DEPENDENCYPART_ARC
(19,22),0.0359841 # DEPENDENCYPART_ARC
(20,1),-1.66616 # DEPENDENCYPART_ARC
(20,2),-1.65059 # DEPENDENCYPART_ARC
(20,3),-2.1897 # DEPENDENCYPART_ARC
(20,4),-1.85539 # DEPENDENCYPART_ARC
(20,5),-1.57525 # DEPENDENCYPART_ARC
(20,6),-2.15062 # DEPENDENCYPART_ARC
(20,7),-1.55758 # DEPENDENCYPART_ARC
(20,8),-2.66874 # DEPENDENCYPART_ARC
(20,9),-1.58648 # DEPENDENCYPART_ARC
(20,10),-2.02091 # DEPENDENCYPART_ARC
(20,11),-2.04789 # DEPENDENCYPART_ARC
(20,12),-1.41891 # DEPENDENCYPART_ARC
(20,13),-1.57824 # DEPENDENCYPART_ARC
(20,14),-1.84116 # DEPENDENCYPART_ARC
(20,15),-1.37366 # DEPENDENCYPART_ARC
(20,16),-1.656 # DEPENDENCYPART_ARC
(20,17),-2.14206 # DEPENDENCYPART_ARC
(20,18),-2.23107 # DEPENDENCYPART_ARC
(20,19),-2.00834 # DEPENDENCYPART_ARC
(20,21),-0.305664 # DEPENDENCYPART_ARC
(20,22),-0.307757 # DEPENDENCYPART_ARC
(21,1),-5.06384 # DEPENDENCYPART_ARC
(21,2),-5.14745 # DEPENDENCYPART_ARC
(21,3),-2.36786 # DEPENDENCYPART_ARC
(21,4),-4.48516 # DEPENDENCYPART_ARC
(21,5),-1.34627 # DEPENDENCYPART_ARC
(21,6),-2.02458 # DEPENDENCYPART_ARC
(21,7),-2.34636 # DEPENDENCYPART_ARC
(21,8),-2.74085 # DEPENDENCYPART_ARC
(21,9),-1.35708 # DEPENDENCYPART_ARC
(21,10),-2.0285 # DEPENDENCYPART_ARC
(21,11),-3.15887 # DEPENDENCYPART_ARC
(21,12),-1.3125 # DEPENDENCYPART_ARC
(21,13),-1.11542 # DEPENDENCYPART_ARC
(21,14),-2.78453 # DEPENDENCYPART_ARC
(21,15),-1.51782 # DEPENDENCYPART_ARC
(21,16),-2.03352 # DEPENDENCYPART_ARC
(21,17),-1.00596 # DEPENDENCYPART_ARC
(21,18),-2.82422 # DEPENDENCYPART_ARC
(21,19),-0.500755 # DEPENDENCYPART_ARC
(21,20),-1.20008 # DEPENDENCYPART_ARC
(21,22),1.99635 # DEPENDENCYPART_ARC
(22,1),-2.30275 # DEPENDENCYPART_ARC
(22,2),-2.07416 # DEPENDENCYPART_ARC
(22,3),-1.67031 # DEPENDENCYPART_ARC
(22,4),-1.68863 # DEPENDENCYPART_ARC
(22,5),-1.62397 # DEPENDENCYPART_ARC
(22,6),-1.50438 # DEPENDENCYPART_ARC
(22,7),-1.71142 # DEPENDENCYPART_ARC
(22,8),-1.639 # DEPENDENCYPART_ARC
(22,9),-1.50959 # DEPENDENCYPART_ARC
(22,10),-1.53274 # DEPENDENCYPART_ARC
(22,11),-1.50076 # DEPENDENCYPART_ARC
(22,12),-1.44893 # DEPENDENCYPART_ARC
(22,13),-0.891709 # DEPENDENCYPART_ARC
(22,14),-1.25455 # DEPENDENCYPART_ARC
(22,15),-1.44402 # DEPENDENCYPART_ARC
(22,16),-1.45087 # DEPENDENCYPART_ARC
(22,17),-1.22953 # DEPENDENCYPART_ARC
(22,18),-1.16574 # DEPENDENCYPART_ARC
(22,19),-0.880293 # DEPENDENCYPART_ARC
(22,20),-0.938679 # DEPENDENCYPART_ARC
(22,21),-0.398511 # DEPENDENCYPART_ARC
