# _root_ gobernuak , hilabete sari aurrezki planaren_bidez , pentsio fondoak " ehortzi " dituela zehaztu zuen .
#goldHeads=14,3,4,5,6,11,6,9,11,9,14,11,11,0,14,15,
#predictedHeads=11,3,4,5,6,11,6,9,11,9,14,11,11,0,14,15,
(5,8),-0.771324 # DEPENDENCYPART_ARC
(5,9),-1.07918 # DEPENDENCYPART_ARC
(5,10),-0.760392 # DEPENDENCYPART_ARC
(5,11),-1.09912 # DEPENDENCYPART_ARC
(5,12),-1.28854 # DEPENDENCYPART_ARC
(5,13),-2.0073 # DEPENDENCYPART_ARC
(5,14),-1.52795 # DEPENDENCYPART_ARC
(5,15),-1.72788 # DEPENDENCYPART_ARC
(5,16),-1.18234 # DEPENDENCYPART_ARC
(6,1),-3.72311 # DEPENDENCYPART_ARC
(6,2),-1.57834 # DEPENDENCYPART_ARC
(6,3),-0.570812 # DEPENDENCYPART_ARC
(6,4),0.244835 # DEPENDENCYPART_ARC
(6,5),1.22527 # DEPENDENCYPART_ARC
(6,7),1.77942 # DEPENDENCYPART_ARC
(6,8),-0.781313 # DEPENDENCYPART_ARC
(6,9),-1.42304 # DEPENDENCYPART_ARC
(6,10),0.0585451 # DEPENDENCYPART_ARC
(6,11),-2.50439 # DEPENDENCYPART_ARC
(6,12),-0.776846 # DEPENDENCYPART_ARC
(6,13),-3.98423 # DEPENDENCYPART_ARC
(6,14),-3.0525 # DEPENDENCYPART_ARC
(6,15),-2.01788 # DEPENDENCYPART_ARC
(6,16),-0.782491 # DEPENDENCYPART_ARC
(7,1),-1.51027 # DEPENDENCYPART_ARC
(7,3),-0.797308 # DEPENDENCYPART_ARC
(7,4),-0.654841 # DEPENDENCYPART_ARC
(7,5),-0.657037 # DEPENDENCYPART_ARC
(7,6),-0.499018 # DEPENDENCYPART_ARC
(7,8),-0.396747 # DEPENDENCYPART_ARC
(7,9),-0.821752 # DEPENDENCYPART_ARC
(7,10),-0.100923 # DEPENDENCYPART_ARC
(7,11),-1.16951 # DEPENDENCYPART_ARC
(7,12),-0.621093 # DEPENDENCYPART_ARC
(7,13),-1.10393 # DEPENDENCYPART_ARC
(7,14),-1.20744 # DEPENDENCYPART_ARC
(7,15),-1.09462 # DEPENDENCYPART_ARC
(8,1),-3.17743 # DEPENDENCYPART_ARC
(8,2),-1.82389 # DEPENDENCYPART_ARC
(8,3),-1.42331 # DEPENDENCYPART_ARC
(8,4),-1.19315 # DEPENDENCYPART_ARC
(8,5),-0.930919 # DEPENDENCYPART_ARC
(8,6),-0.616924 # DEPENDENCYPART_ARC
(8,7),-0.0753163 # DEPENDENCYPART_ARC
(8,9),0.597246 # DEPENDENCYPART_ARC
(8,10),0.0644736 # DEPENDENCYPART_ARC
(8,11),-0.9118 # DEPENDENCYPART_ARC
(8,12),-1.10772 # DEPENDENCYPART_ARC
(8,13),-1.78909 # DEPENDENCYPART_ARC
(8,14),-1.55863 # DEPENDENCYPART_ARC
(8,15),-1.71491 # DEPENDENCYPART_ARC
(8,16),-1.22555 # DEPENDENCYPART_ARC
(9,1),-3.4719 # DEPENDENCYPART_ARC
(9,2),-1.49256 # DEPENDENCYPART_ARC
(9,3),-0.966003 # DEPENDENCYPART_ARC
(9,4),-0.43477 # DEPENDENCYPART_ARC
(9,5),-0.244863 # DEPENDENCYPART_ARC
(9,6),-0.663225 # DEPENDENCYPART_ARC
(9,7),-0.532871 # DEPENDENCYPART_ARC
(9,8),2.06294 # DEPENDENCYPART_ARC
(9,10),1.96904 # DEPENDENCYPART_ARC
(9,11),-1.44685 # DEPENDENCYPART_ARC
(9,12),-0.410406 # DEPENDENCYPART_ARC
(9,13),-3.57654 # DEPENDENCYPART_ARC
(9,14),-2.22764 # DEPENDENCYPART_ARC
(9,15),-2.14483 # DEPENDENCYPART_ARC
(9,16),-0.703739 # DEPENDENCYPART_ARC
(10,1),-1.51212 # DEPENDENCYPART_ARC
(10,2),-1.52698 # DEPENDENCYPART_ARC
(10,3),-1.06236 # DEPENDENCYPART_ARC
(10,4),-1.0998 # DEPENDENCYPART_ARC
(10,5),-1.10144 # DEPENDENCYPART_ARC
(10,6),-1.35082 # DEPENDENCYPART_ARC
(10,7),-1.08083 # DEPENDENCYPART_ARC
(10,8),-0.835201 # DEPENDENCYPART_ARC
(10,9),-0.548883 # DEPENDENCYPART_ARC
(10,11),-0.601527 # DEPENDENCYPART_ARC
(10,12),0.0885399 # DEPENDENCYPART_ARC
(10,13),-0.903398 # DEPENDENCYPART_ARC
(10,14),-1.31551 # DEPENDENCYPART_ARC
(10,15),-0.772195 # DEPENDENCYPART_ARC
(10,16),-0.640046 # DEPENDENCYPART_ARC
(11,1),0.741155 # DEPENDENCYPART_ARC
(11,2),-1.15788 # DEPENDENCYPART_ARC
(11,3),0.19172 # DEPENDENCYPART_ARC
(11,4),-0.102539 # DEPENDENCYPART_ARC
(11,5),-0.130419 # DEPENDENCYPART_ARC
(11,6),-0.00657971 # DEPENDENCYPART_ARC
(11,7),-0.394946 # DEPENDENCYPART_ARC
(11,8),0.833249 # DEPENDENCYPART_ARC
(11,9),1.92915 # DEPENDENCYPART_ARC
(11,10),0.143171 # DEPENDENCYPART_ARC
(11,12),2.09833 # DEPENDENCYPART_ARC
(11,13),1.80451 # DEPENDENCYPART_ARC
(11,14),-0.1994 # DEPENDENCYPART_ARC
(11,15),-0.241129 # DEPENDENCYPART_ARC
(11,16),-0.330403 # DEPENDENCYPART_ARC
(12,1),-1.47746 # DEPENDENCYPART_ARC
(12,2),-1.88259 # DEPENDENCYPART_ARC
(12,3),-1.22552 # DEPENDENCYPART_ARC
(12,4),-1.18429 # DEPENDENCYPART_ARC
(12,5),-1.24272 # DEPENDENCYPART_ARC
(12,6),-1.47728 # DEPENDENCYPART_ARC
(12,7),-1.70412 # DEPENDENCYPART_ARC
(12,8),-1.14269 # DEPENDENCYPART_ARC
(12,9),-1.18735 # DEPENDENCYPART_ARC
(12,10),-1.41702 # DEPENDENCYPART_ARC
(12,11),-0.374029 # DEPENDENCYPART_ARC
(12,13),-0.323887 # DEPENDENCYPART_ARC
(12,14),-1.38036 # DEPENDENCYPART_ARC
(12,15),-1.10186 # DEPENDENCYPART_ARC
(12,16),-0.544446 # DEPENDENCYPART_ARC
(13,1),-1.60423 # DEPENDENCYPART_ARC
(13,2),-1.35886 # DEPENDENCYPART_ARC
(13,3),-1.13751 # DEPENDENCYPART_ARC
(13,4),-1.03634 # DEPENDENCYPART_ARC
(13,5),-0.886018 # DEPENDENCYPART_ARC
(13,6),-1.2702 # DEPENDENCYPART_ARC
(13,7),-1.04068 # DEPENDENCYPART_ARC
(13,8),-0.617961 # DEPENDENCYPART_ARC
(13,9),-0.234924 # DEPENDENCYPART_ARC
(13,10),-0.622031 # DEPENDENCYPART_ARC
(13,11),-1.11792 # DEPENDENCYPART_ARC
(13,12),0.152901 # DEPENDENCYPART_ARC
(13,14),-1.00434 # DEPENDENCYPART_ARC
(13,15),-0.870649 # DEPENDENCYPART_ARC
(13,16),-0.0788804 # DEPENDENCYPART_ARC
(14,1),-0.0691509 # DEPENDENCYPART_ARC
(14,2),-1.71126 # DEPENDENCYPART_ARC
(14,3),-1.23972 # DEPENDENCYPART_ARC
(14,4),-1.24948 # DEPENDENCYPART_ARC
(14,5),-1.31722 # DEPENDENCYPART_ARC
(14,6),-1.1792 # DEPENDENCYPART_ARC
(14,7),-1.01265 # DEPENDENCYPART_ARC
(14,8),-0.817967 # DEPENDENCYPART_ARC
(14,9),0.186419 # DEPENDENCYPART_ARC
(14,10),-0.991763 # DEPENDENCYPART_ARC
(14,11),0.856736 # DEPENDENCYPART_ARC
(14,12),-0.698411 # DEPENDENCYPART_ARC
(14,13),0.340559 # DEPENDENCYPART_ARC
(14,15),1.86565 # DEPENDENCYPART_ARC
(14,16),0.284637 # DEPENDENCYPART_ARC
(15,1),-1.70554 # DEPENDENCYPART_ARC
(15,2),-1.8211 # DEPENDENCYPART_ARC
(15,3),-1.32407 # DEPENDENCYPART_ARC
(15,4),-1.12308 # DEPENDENCYPART_ARC
(15,5),-1.08043 # DEPENDENCYPART_ARC
(15,6),-1.57221 # DEPENDENCYPART_ARC
(15,7),-1.62802 # DEPENDENCYPART_ARC
(15,8),-1.02261 # DEPENDENCYPART_ARC
(15,9),-0.689926 # DEPENDENCYPART_ARC
(15,10),-1.52825 # DEPENDENCYPART_ARC
(15,11),-2.52211 # DEPENDENCYPART_ARC
(15,12),-1.13839 # DEPENDENCYPART_ARC
(15,13),-0.855955 # DEPENDENCYPART_ARC
(15,14),-1.57878 # DEPENDENCYPART_ARC
(15,16),1.6942 # DEPENDENCYPART_ARC
(16,1),-2.00708 # DEPENDENCYPART_ARC
(16,2),-1.53288 # DEPENDENCYPART_ARC
(16,3),-1.39523 # DEPENDENCYPART_ARC
(16,4),-1.27608 # DEPENDENCYPART_ARC
(16,5),-1.21604 # DEPENDENCYPART_ARC
(16,6),-1.46829 # DEPENDENCYPART_ARC
(16,7),-1.40767 # DEPENDENCYPART_ARC
(16,8),-1.04395 # DEPENDENCYPART_ARC
(16,9),-1.18824 # DEPENDENCYPART_ARC
(16,10),-1.28901 # DEPENDENCYPART_ARC
(16,11),-1.42409 # DEPENDENCYPART_ARC
(16,12),-1.16949 # DEPENDENCYPART_ARC
(16,14),-0.68252 # DEPENDENCYPART_ARC
