# _root_ jaurlaritzak prezioak hitzartzen dituztela irizten badio , europako_batzordera jotzeko asmoa du , hark azter dezan europako lehia askearen gaineko legedia betetzen den ala ez .
#goldHeads=5,3,5,3,11,5,6,9,10,11,0,11,14,11,14,17,20,17,18,21,23,21,14,21,24,
#predictedHeads=3,3,5,3,23,5,6,9,10,11,0,11,14,23,14,17,20,17,20,21,23,21,11,23,24,
(8,25),-1.00782 # DEPENDENCYPART_ARC
(9,1),-1.31172 # DEPENDENCYPART_ARC
(9,2),-0.222698 # DEPENDENCYPART_ARC
(9,3),-1.38052 # DEPENDENCYPART_ARC
(9,4),-1.11814 # DEPENDENCYPART_ARC
(9,5),-1.0501 # DEPENDENCYPART_ARC
(9,6),-0.900136 # DEPENDENCYPART_ARC
(9,7),-1.01284 # DEPENDENCYPART_ARC
(9,8),2.52763 # DEPENDENCYPART_ARC
(9,10),-0.844463 # DEPENDENCYPART_ARC
(9,11),-1.51449 # DEPENDENCYPART_ARC
(9,12),-0.963378 # DEPENDENCYPART_ARC
(9,13),-1.63898 # DEPENDENCYPART_ARC
(9,14),-1.37237 # DEPENDENCYPART_ARC
(9,15),-2.19001 # DEPENDENCYPART_ARC
(9,16),-3.0759 # DEPENDENCYPART_ARC
(9,17),-2.04686 # DEPENDENCYPART_ARC
(9,18),-2.11089 # DEPENDENCYPART_ARC
(9,19),-3.26956 # DEPENDENCYPART_ARC
(9,20),-2.95134 # DEPENDENCYPART_ARC
(9,21),-2.60395 # DEPENDENCYPART_ARC
(9,22),-2.35345 # DEPENDENCYPART_ARC
(9,23),-1.00858 # DEPENDENCYPART_ARC
(9,24),-1.65481 # DEPENDENCYPART_ARC
(9,25),-1.79584 # DEPENDENCYPART_ARC
(10,1),-3.39805 # DEPENDENCYPART_ARC
(10,2),-2.55194 # DEPENDENCYPART_ARC
(10,3),-0.94544 # DEPENDENCYPART_ARC
(10,4),-2.09595 # DEPENDENCYPART_ARC
(10,5),-0.776524 # DEPENDENCYPART_ARC
(10,6),-2.06379 # DEPENDENCYPART_ARC
(10,7),-0.849772 # DEPENDENCYPART_ARC
(10,8),0.994054 # DEPENDENCYPART_ARC
(10,9),2.38841 # DEPENDENCYPART_ARC
(10,11),-0.0365048 # DEPENDENCYPART_ARC
(10,12),-0.187626 # DEPENDENCYPART_ARC
(10,13),-1.71691 # DEPENDENCYPART_ARC
(10,14),-1.14967 # DEPENDENCYPART_ARC
(10,15),-1.40332 # DEPENDENCYPART_ARC
(10,16),-1.85934 # DEPENDENCYPART_ARC
(10,17),-1.69732 # DEPENDENCYPART_ARC
(10,18),-2.7366 # DEPENDENCYPART_ARC
(10,19),-1.49788 # DEPENDENCYPART_ARC
(10,20),-1.61805 # DEPENDENCYPART_ARC
(10,21),-1.65825 # DEPENDENCYPART_ARC
(10,22),-1.91137 # DEPENDENCYPART_ARC
(10,23),-1.29431 # DEPENDENCYPART_ARC
(10,24),-2.14383 # DEPENDENCYPART_ARC
(10,25),-1.00458 # DEPENDENCYPART_ARC
(11,1),0.234483 # DEPENDENCYPART_ARC
(11,2),-0.586291 # DEPENDENCYPART_ARC
(11,3),-0.240898 # DEPENDENCYPART_ARC
(11,4),-0.934361 # DEPENDENCYPART_ARC
(11,5),-0.0879159 # DEPENDENCYPART_ARC
(11,6),-0.967987 # DEPENDENCYPART_ARC
(11,7),-0.554134 # DEPENDENCYPART_ARC
(11,8),1.45214 # DEPENDENCYPART_ARC
(11,9),0.564913 # DEPENDENCYPART_ARC
(11,10),2.47703 # DEPENDENCYPART_ARC
(11,12),1.68243 # DEPENDENCYPART_ARC
(11,13),-0.133756 # DEPENDENCYPART_ARC
(11,14),0.131666 # DEPENDENCYPART_ARC
(11,15),-0.542083 # DEPENDENCYPART_ARC
(11,16),-1.73895 # DEPENDENCYPART_ARC
(11,17),-0.541084 # DEPENDENCYPART_ARC
(11,18),-2.38935 # DEPENDENCYPART_ARC
(11,19),-1.38285 # DEPENDENCYPART_ARC
(11,20),-0.496024 # DEPENDENCYPART_ARC
(11,21),-0.591203 # DEPENDENCYPART_ARC
(11,22),-0.573375 # DEPENDENCYPART_ARC
(11,23),-0.0513076 # DEPENDENCYPART_ARC
(11,24),-0.089361 # DEPENDENCYPART_ARC
(11,25),-0.642888 # DEPENDENCYPART_ARC
(12,1),-1.23962 # DEPENDENCYPART_ARC
(12,2),-1.08249 # DEPENDENCYPART_ARC
(12,3),-0.932762 # DEPENDENCYPART_ARC
(12,4),-0.997421 # DEPENDENCYPART_ARC
(12,5),-0.854487 # DEPENDENCYPART_ARC
(12,6),-0.950961 # DEPENDENCYPART_ARC
(12,7),-1.43223 # DEPENDENCYPART_ARC
(12,8),-0.758682 # DEPENDENCYPART_ARC
(12,9),-0.494862 # DEPENDENCYPART_ARC
(12,10),-0.538299 # DEPENDENCYPART_ARC
(12,11),0.570507 # DEPENDENCYPART_ARC
(12,13),-0.512368 # DEPENDENCYPART_ARC
(12,14),-0.329497 # DEPENDENCYPART_ARC
(12,15),-0.559315 # DEPENDENCYPART_ARC
(12,16),-1.0525 # DEPENDENCYPART_ARC
(12,17),-1.18114 # DEPENDENCYPART_ARC
(12,18),-1.08913 # DEPENDENCYPART_ARC
(12,19),-1.28665 # DEPENDENCYPART_ARC
(12,20),-1.32887 # DEPENDENCYPART_ARC
(12,21),-1.1481 # DEPENDENCYPART_ARC
(12,22),-0.925767 # DEPENDENCYPART_ARC
(12,23),-1.02296 # DEPENDENCYPART_ARC
(12,24),-1.48049 # DEPENDENCYPART_ARC
(12,25),-1.22483 # DEPENDENCYPART_ARC
(13,1),-3.00665 # DEPENDENCYPART_ARC
(13,2),-2.90044 # DEPENDENCYPART_ARC
(13,3),-1.13885 # DEPENDENCYPART_ARC
(13,4),-1.62553 # DEPENDENCYPART_ARC
(13,5),-0.995761 # DEPENDENCYPART_ARC
(13,6),-1.69872 # DEPENDENCYPART_ARC
(13,7),-1.33453 # DEPENDENCYPART_ARC
(13,8),-1.71711 # DEPENDENCYPART_ARC
(13,9),-0.55487 # DEPENDENCYPART_ARC
(13,10),-1.45373 # DEPENDENCYPART_ARC
(13,11),-1.2012 # DEPENDENCYPART_ARC
(13,12),-0.0232152 # DEPENDENCYPART_ARC
(13,14),-0.85581 # DEPENDENCYPART_ARC
(13,15),-1.4643 # DEPENDENCYPART_ARC
(13,16),-0.793775 # DEPENDENCYPART_ARC
(13,17),-1.48848 # DEPENDENCYPART_ARC
(13,18),-2.1761 # DEPENDENCYPART_ARC
(13,19),-1.23101 # DEPENDENCYPART_ARC
(13,20),-1.6592 # DEPENDENCYPART_ARC
(13,21),-1.90686 # DEPENDENCYPART_ARC
(13,22),-2.31118 # DEPENDENCYPART_ARC
(13,23),-1.17821 # DEPENDENCYPART_ARC
(13,24),-1.77874 # DEPENDENCYPART_ARC
(13,25),-1.44106 # DEPENDENCYPART_ARC
(14,1),-0.524424 # DEPENDENCYPART_ARC
(14,2),-1.0178 # DEPENDENCYPART_ARC
(14,3),-0.894992 # DEPENDENCYPART_ARC
(14,4),-1.24021 # DEPENDENCYPART_ARC
(14,5),-0.58878 # DEPENDENCYPART_ARC
(14,6),-0.941619 # DEPENDENCYPART_ARC
(14,7),-1.00579 # DEPENDENCYPART_ARC
(14,8),-0.664516 # DEPENDENCYPART_ARC
(14,9),0.0563485 # DEPENDENCYPART_ARC
(14,10),0.239157 # DEPENDENCYPART_ARC
(14,11),-0.500924 # DEPENDENCYPART_ARC
(14,12),-0.438416 # DEPENDENCYPART_ARC
(14,13),1.44348 # DEPENDENCYPART_ARC
(14,15),3.31025 # DEPENDENCYPART_ARC
(14,16),0.694862 # DEPENDENCYPART_ARC
(14,17),0.574419 # DEPENDENCYPART_ARC
(14,18),-1.12415 # DEPENDENCYPART_ARC
(14,19),-0.0253167 # DEPENDENCYPART_ARC
(14,20),-0.214816 # DEPENDENCYPART_ARC
(14,21),0.0491634 # DEPENDENCYPART_ARC
(14,22),0.545791 # DEPENDENCYPART_ARC
(14,23),0.185339 # DEPENDENCYPART_ARC
(14,24),-0.308531 # DEPENDENCYPART_ARC
(14,25),-0.6171 # DEPENDENCYPART_ARC
(15,1),-1.64777 # DEPENDENCYPART_ARC
(15,2),-1.54623 # DEPENDENCYPART_ARC
(15,3),-2.22284 # DEPENDENCYPART_ARC
(15,4),-1.67572 # DEPENDENCYPART_ARC
(15,5),-2.08082 # DEPENDENCYPART_ARC
(15,6),-1.44681 # DEPENDENCYPART_ARC
(15,7),-1.59702 # DEPENDENCYPART_ARC
(15,8),-1.54734 # DEPENDENCYPART_ARC
(15,9),-0.780864 # DEPENDENCYPART_ARC
(15,10),-0.907555 # DEPENDENCYPART_ARC
(15,11),-0.775255 # DEPENDENCYPART_ARC
(15,12),-1.0916 # DEPENDENCYPART_ARC
(15,13),-0.423318 # DEPENDENCYPART_ARC
(15,14),-0.666248 # DEPENDENCYPART_ARC
(15,16),-1.57065 # DEPENDENCYPART_ARC
(15,17),-1.41596 # DEPENDENCYPART_ARC
(15,18),-1.89624 # DEPENDENCYPART_ARC
(15,19),-1.89863 # DEPENDENCYPART_ARC
(15,20),-1.68774 # DEPENDENCYPART_ARC
(15,21),-2.27486 # DEPENDENCYPART_ARC
(15,22),-1.37696 # DEPENDENCYPART_ARC
(15,23),-1.41761 # DEPENDENCYPART_ARC
(15,24),-1.09775 # DEPENDENCYPART_ARC
(15,25),-1.28408 # DEPENDENCYPART_ARC
(16,1),-6.00672 # DEPENDENCYPART_ARC
(16,2),-5.89344 # DEPENDENCYPART_ARC
(16,3),-3.38781 # DEPENDENCYPART_ARC
(16,4),-2.90709 # DEPENDENCYPART_ARC
(16,5),-3.60242 # DEPENDENCYPART_ARC
(16,6),-2.9757 # DEPENDENCYPART_ARC
(16,7),-2.20502 # DEPENDENCYPART_ARC
(16,8),-2.94904 # DEPENDENCYPART_ARC
(16,9),-1.4535 # DEPENDENCYPART_ARC
(16,10),-5.13293 # DEPENDENCYPART_ARC
(16,11),-3.84413 # DEPENDENCYPART_ARC
(16,12),-1.87991 # DEPENDENCYPART_ARC
(16,13),-3.84784 # DEPENDENCYPART_ARC
(16,14),-0.995713 # DEPENDENCYPART_ARC
(16,15),-1.0627 # DEPENDENCYPART_ARC
(16,17),-0.982123 # DEPENDENCYPART_ARC
(16,18),-3.4162 # DEPENDENCYPART_ARC
(16,19),-1.88874 # DEPENDENCYPART_ARC
(16,20),-2.04082 # DEPENDENCYPART_ARC
(16,21),-2.75419 # DEPENDENCYPART_ARC
(16,22),-3.47725 # DEPENDENCYPART_ARC
(16,23),-2.03127 # DEPENDENCYPART_ARC
(16,24),-3.11651 # DEPENDENCYPART_ARC
(16,25),-1.71171 # DEPENDENCYPART_ARC
(17,1),-2.74457 # DEPENDENCYPART_ARC
(17,2),-2.98928 # DEPENDENCYPART_ARC
(17,3),-1.50782 # DEPENDENCYPART_ARC
(17,4),-1.7611 # DEPENDENCYPART_ARC
(17,5),-1.58891 # DEPENDENCYPART_ARC
(17,6),-1.79848 # DEPENDENCYPART_ARC
(17,7),-1.74847 # DEPENDENCYPART_ARC
(17,8),-1.57641 # DEPENDENCYPART_ARC
(17,9),-1.06118 # DEPENDENCYPART_ARC
(17,10),-2.36954 # DEPENDENCYPART_ARC
(17,11),-1.81854 # DEPENDENCYPART_ARC
(17,12),-1.47028 # DEPENDENCYPART_ARC
(17,13),-1.78212 # DEPENDENCYPART_ARC
(17,14),0.0880313 # DEPENDENCYPART_ARC
(17,15),-0.572703 # DEPENDENCYPART_ARC
(17,16),1.48174 # DEPENDENCYPART_ARC
(17,18),2.48975 # DEPENDENCYPART_ARC
(17,19),0.116411 # DEPENDENCYPART_ARC
(17,20),-0.327759 # DEPENDENCYPART_ARC
(17,21),-1.27181 # DEPENDENCYPART_ARC
(17,22),-1.07748 # DEPENDENCYPART_ARC
(17,23),-0.536209 # DEPENDENCYPART_ARC
(17,24),-1.28182 # DEPENDENCYPART_ARC
(17,25),-0.929131 # DEPENDENCYPART_ARC
(18,1),-2.58226 # DEPENDENCYPART_ARC
(18,2),-2.6381 # DEPENDENCYPART_ARC
(18,3),-2.05041 # DEPENDENCYPART_ARC
(18,4),-2.16029 # DEPENDENCYPART_ARC
(18,5),-1.99793 # DEPENDENCYPART_ARC
(18,6),-2.44971 # DEPENDENCYPART_ARC
(18,7),-1.94861 # DEPENDENCYPART_ARC
(18,8),-1.5546 # DEPENDENCYPART_ARC
(18,9),-2.07925 # DEPENDENCYPART_ARC
(18,10),-2.0948 # DEPENDENCYPART_ARC
(18,11),-2.47411 # DEPENDENCYPART_ARC
(18,12),-1.61253 # DEPENDENCYPART_ARC
(18,13),-2.17447 # DEPENDENCYPART_ARC
(18,14),-1.09254 # DEPENDENCYPART_ARC
(18,15),-1.49683 # DEPENDENCYPART_ARC
(18,16),0.0510465 # DEPENDENCYPART_ARC
(18,17),0.302444 # DEPENDENCYPART_ARC
(18,19),0.402869 # DEPENDENCYPART_ARC
(18,20),-0.936386 # DEPENDENCYPART_ARC
(18,21),-1.44862 # DEPENDENCYPART_ARC
(18,22),-1.7109 # DEPENDENCYPART_ARC
(18,23),-0.944925 # DEPENDENCYPART_ARC
(18,24),-1.29292 # DEPENDENCYPART_ARC
(18,25),-0.566026 # DEPENDENCYPART_ARC
(19,1),-4.84102 # DEPENDENCYPART_ARC
(19,2),-4.85292 # DEPENDENCYPART_ARC
(19,3),-2.43741 # DEPENDENCYPART_ARC
(19,4),-2.63637 # DEPENDENCYPART_ARC
(19,5),-2.53755 # DEPENDENCYPART_ARC
(19,6),-2.80248 # DEPENDENCYPART_ARC
(19,7),-2.06149 # DEPENDENCYPART_ARC
(19,8),-1.52102 # DEPENDENCYPART_ARC
(19,9),-0.656592 # DEPENDENCYPART_ARC
(19,10),-4.39204 # DEPENDENCYPART_ARC
(19,11),-3.63805 # DEPENDENCYPART_ARC
(19,12),-1.84642 # DEPENDENCYPART_ARC
(19,13),-3.50537 # DEPENDENCYPART_ARC
(19,14),-1.16156 # DEPENDENCYPART_ARC
(19,15),-1.93463 # DEPENDENCYPART_ARC
(19,16),-0.171858 # DEPENDENCYPART_ARC
(19,17),0.39339 # DEPENDENCYPART_ARC
(19,18),0.695446 # DEPENDENCYPART_ARC
(19,20),-1.00179 # DEPENDENCYPART_ARC
(19,21),-1.81201 # DEPENDENCYPART_ARC
(19,22),-2.56169 # DEPENDENCYPART_ARC
(19,23),-1.24407 # DEPENDENCYPART_ARC
(19,24),-2.23519 # DEPENDENCYPART_ARC
(19,25),-1.1674 # DEPENDENCYPART_ARC
(20,1),-4.02362 # DEPENDENCYPART_ARC
(20,2),-3.1348 # DEPENDENCYPART_ARC
(20,3),-1.32504 # DEPENDENCYPART_ARC
(20,4),-2.22619 # DEPENDENCYPART_ARC
(20,5),-1.25705 # DEPENDENCYPART_ARC
(20,6),-2.36793 # DEPENDENCYPART_ARC
(20,7),-1.44855 # DEPENDENCYPART_ARC
(20,8),-0.74058 # DEPENDENCYPART_ARC
(20,9),-0.323597 # DEPENDENCYPART_ARC
(20,10),-2.7767 # DEPENDENCYPART_ARC
(20,11),-2.54513 # DEPENDENCYPART_ARC
(20,12),-1.2117 # DEPENDENCYPART_ARC
(20,13),-3.31097 # DEPENDENCYPART_ARC
(20,14),-0.360704 # DEPENDENCYPART_ARC
(20,15),-1.54783 # DEPENDENCYPART_ARC
(20,16),0.747465 # DEPENDENCYPART_ARC
(20,17),0.607915 # DEPENDENCYPART_ARC
(20,18),0.492124 # DEPENDENCYPART_ARC
(20,19),2.26983 # DEPENDENCYPART_ARC
(20,21),-0.559225 # DEPENDENCYPART_ARC
(20,22),-0.700021 # DEPENDENCYPART_ARC
(20,23),-0.658108 # DEPENDENCYPART_ARC
(20,24),-2.03261 # DEPENDENCYPART_ARC
(20,25),-1.02777 # DEPENDENCYPART_ARC
