# _root_ proposamenak pse , pp eta uaren babesa jaso zuen ; eajk eta eak kontra bozkatu zuten , eta iu-eb abstenitu egin zen .
#goldHeads=8,5,2,5,15,7,8,0,8,9,12,15,12,15,18,15,16,0,20,18,20,21,22,
#predictedHeads=8,5,2,5,8,7,8,18,8,9,12,15,12,15,18,15,16,0,20,18,20,20,22,
(1,10),-2.38847 # DEPENDENCYPART_ARC
(1,11),-4.1662 # DEPENDENCYPART_ARC
(1,12),-2.06124 # DEPENDENCYPART_ARC
(1,13),-4.45333 # DEPENDENCYPART_ARC
(1,14),-1.99701 # DEPENDENCYPART_ARC
(1,15),-3.10104 # DEPENDENCYPART_ARC
(1,16),-3.85405 # DEPENDENCYPART_ARC
(1,17),-2.94236 # DEPENDENCYPART_ARC
(1,18),-2.32705 # DEPENDENCYPART_ARC
(1,19),-3.58096 # DEPENDENCYPART_ARC
(1,20),-2.18844 # DEPENDENCYPART_ARC
(1,21),-3.36098 # DEPENDENCYPART_ARC
(1,22),-3.20399 # DEPENDENCYPART_ARC
(1,23),-2.43253 # DEPENDENCYPART_ARC
(2,1),-0.0419828 # DEPENDENCYPART_ARC
(2,3),2.08695 # DEPENDENCYPART_ARC
(2,4),0.47643 # DEPENDENCYPART_ARC
(2,5),-0.52053 # DEPENDENCYPART_ARC
(2,6),-0.537659 # DEPENDENCYPART_ARC
(2,7),-0.383402 # DEPENDENCYPART_ARC
(2,8),-1.19943 # DEPENDENCYPART_ARC
(2,9),-0.858785 # DEPENDENCYPART_ARC
(2,10),-0.470078 # DEPENDENCYPART_ARC
(2,11),-1.0385 # DEPENDENCYPART_ARC
(2,12),-0.823386 # DEPENDENCYPART_ARC
(2,13),-1.38714 # DEPENDENCYPART_ARC
(2,14),-0.884626 # DEPENDENCYPART_ARC
(2,15),-1.42664 # DEPENDENCYPART_ARC
(2,16),-1.62476 # DEPENDENCYPART_ARC
(2,17),-0.921219 # DEPENDENCYPART_ARC
(2,18),-1.20943 # DEPENDENCYPART_ARC
(2,19),-1.00347 # DEPENDENCYPART_ARC
(2,20),-0.829159 # DEPENDENCYPART_ARC
(2,21),-1.71091 # DEPENDENCYPART_ARC
(2,22),-1.17807 # DEPENDENCYPART_ARC
(2,23),-0.890263 # DEPENDENCYPART_ARC
(3,1),-0.626593 # DEPENDENCYPART_ARC
(3,2),-0.362358 # DEPENDENCYPART_ARC
(3,4),-0.415538 # DEPENDENCYPART_ARC
(3,5),-1.17557 # DEPENDENCYPART_ARC
(3,6),-0.81687 # DEPENDENCYPART_ARC
(3,7),-0.921994 # DEPENDENCYPART_ARC
(3,8),-0.914892 # DEPENDENCYPART_ARC
(3,9),-0.803244 # DEPENDENCYPART_ARC
(3,10),-0.753778 # DEPENDENCYPART_ARC
(3,11),-1.67954 # DEPENDENCYPART_ARC
(3,12),-1.69384 # DEPENDENCYPART_ARC
(3,13),-1.60197 # DEPENDENCYPART_ARC
(3,14),-1.55893 # DEPENDENCYPART_ARC
(3,15),-1.63294 # DEPENDENCYPART_ARC
(3,16),-0.943144 # DEPENDENCYPART_ARC
(3,17),-1.64326 # DEPENDENCYPART_ARC
(3,18),-1.88882 # DEPENDENCYPART_ARC
(3,19),-2.06976 # DEPENDENCYPART_ARC
(3,20),-1.501 # DEPENDENCYPART_ARC
(3,21),-2.49602 # DEPENDENCYPART_ARC
(3,22),-0.900828 # DEPENDENCYPART_ARC
(3,23),-1.82793 # DEPENDENCYPART_ARC
(4,1),-2.27836 # DEPENDENCYPART_ARC
(4,2),-0.797227 # DEPENDENCYPART_ARC
(4,3),-0.0249064 # DEPENDENCYPART_ARC
(4,5),-0.0692923 # DEPENDENCYPART_ARC
(4,6),-0.544592 # DEPENDENCYPART_ARC
(4,7),-1.1411 # DEPENDENCYPART_ARC
(4,8),-1.58298 # DEPENDENCYPART_ARC
(4,9),-1.15558 # DEPENDENCYPART_ARC
(4,10),-1.01617 # DEPENDENCYPART_ARC
(4,11),-1.89688 # DEPENDENCYPART_ARC
(4,12),-1.4689 # DEPENDENCYPART_ARC
(4,13),-2.12694 # DEPENDENCYPART_ARC
(4,14),-1.23402 # DEPENDENCYPART_ARC
(4,15),-1.82679 # DEPENDENCYPART_ARC
(4,16),-2.04059 # DEPENDENCYPART_ARC
(4,17),-1.74281 # DEPENDENCYPART_ARC
(4,18),-1.74387 # DEPENDENCYPART_ARC
(4,19),-1.57218 # DEPENDENCYPART_ARC
(4,20),-1.39196 # DEPENDENCYPART_ARC
(4,21),-2.17658 # DEPENDENCYPART_ARC
(4,22),-1.73895 # DEPENDENCYPART_ARC
(4,23),-1.40991 # DEPENDENCYPART_ARC
(5,1),-0.249189 # DEPENDENCYPART_ARC
(5,2),1.09865 # DEPENDENCYPART_ARC
(5,3),-1.15759 # DEPENDENCYPART_ARC
(5,4),2.92169 # DEPENDENCYPART_ARC
(5,6),2.09202 # DEPENDENCYPART_ARC
(5,7),1.00924 # DEPENDENCYPART_ARC
(5,8),-0.211273 # DEPENDENCYPART_ARC
(5,9),-0.5401 # DEPENDENCYPART_ARC
(5,10),-0.304134 # DEPENDENCYPART_ARC
(5,11),0.305511 # DEPENDENCYPART_ARC
(5,12),-0.548387 # DEPENDENCYPART_ARC
(5,13),0.919943 # DEPENDENCYPART_ARC
(5,14),-0.753395 # DEPENDENCYPART_ARC
(5,15),-1.39597 # DEPENDENCYPART_ARC
(5,16),-0.92905 # DEPENDENCYPART_ARC
(5,17),-1.36922 # DEPENDENCYPART_ARC
(5,18),-1.17641 # DEPENDENCYPART_ARC
(5,19),-0.501761 # DEPENDENCYPART_ARC
(5,20),-1.81151 # DEPENDENCYPART_ARC
(5,21),-1.97193 # DEPENDENCYPART_ARC
(5,22),-0.73932 # DEPENDENCYPART_ARC
(5,23),-1.6008 # DEPENDENCYPART_ARC
(6,1),-5.53837 # DEPENDENCYPART_ARC
(6,2),-2.05161 # DEPENDENCYPART_ARC
(6,3),-2.34219 # DEPENDENCYPART_ARC
(6,4),-1.30339 # DEPENDENCYPART_ARC
(6,5),-1.15753 # DEPENDENCYPART_ARC
(6,7),0.377416 # DEPENDENCYPART_ARC
(6,8),-3.11389 # DEPENDENCYPART_ARC
(6,9),-1.64503 # DEPENDENCYPART_ARC
(6,10),-1.25176 # DEPENDENCYPART_ARC
(6,11),-2.28008 # DEPENDENCYPART_ARC
(6,12),-1.83519 # DEPENDENCYPART_ARC
(6,13),-2.5171 # DEPENDENCYPART_ARC
(6,14),-1.58765 # DEPENDENCYPART_ARC
(6,15),-3.54569 # DEPENDENCYPART_ARC
(6,16),-3.22251 # DEPENDENCYPART_ARC
(6,17),-1.74855 # DEPENDENCYPART_ARC
(6,18),-2.26286 # DEPENDENCYPART_ARC
(6,19),-2.33747 # DEPENDENCYPART_ARC
(6,20),-2.64778 # DEPENDENCYPART_ARC
(6,21),-3.88546 # DEPENDENCYPART_ARC
(6,22),-2.63951 # DEPENDENCYPART_ARC
(6,23),-1.5729 # DEPENDENCYPART_ARC
(7,1),-3.25341 # DEPENDENCYPART_ARC
(7,2),-0.302478 # DEPENDENCYPART_ARC
(7,3),-1.05001 # DEPENDENCYPART_ARC
(7,4),0.798532 # DEPENDENCYPART_ARC
(7,5),0.76444 # DEPENDENCYPART_ARC
(7,6),2.46936 # DEPENDENCYPART_ARC
(7,8),-1.38225 # DEPENDENCYPART_ARC
(7,9),-0.810561 # DEPENDENCYPART_ARC
(7,10),-0.84762 # DEPENDENCYPART_ARC
(7,11),-3.15997 # DEPENDENCYPART_ARC
(7,12),-1.00685 # DEPENDENCYPART_ARC
(7,13),-3.53512 # DEPENDENCYPART_ARC
(7,14),-1.20443 # DEPENDENCYPART_ARC
(7,15),-2.66694 # DEPENDENCYPART_ARC
(7,16),-2.84718 # DEPENDENCYPART_ARC
(7,17),-1.43312 # DEPENDENCYPART_ARC
(7,18),-1.24024 # DEPENDENCYPART_ARC
(7,19),-2.57646 # DEPENDENCYPART_ARC
(7,20),-1.5896 # DEPENDENCYPART_ARC
(7,21),-3.14758 # DEPENDENCYPART_ARC
(7,22),-2.27103 # DEPENDENCYPART_ARC
(7,23),-1.52483 # DEPENDENCYPART_ARC
(8,1),1.32626 # DEPENDENCYPART_ARC
(8,2),-0.429482 # DEPENDENCYPART_ARC
(8,3),-1.16296 # DEPENDENCYPART_ARC
(8,4),0.0972668 # DEPENDENCYPART_ARC
(8,5),1.3765 # DEPENDENCYPART_ARC
(8,6),0.596155 # DEPENDENCYPART_ARC
(8,7),2.70501 # DEPENDENCYPART_ARC
(8,9),1.7353 # DEPENDENCYPART_ARC
(8,10),-0.0808287 # DEPENDENCYPART_ARC
(8,11),0.262133 # DEPENDENCYPART_ARC
(8,12),-0.418463 # DEPENDENCYPART_ARC
(8,13),-0.430249 # DEPENDENCYPART_ARC
(8,14),-0.939993 # DEPENDENCYPART_ARC
(8,15),-0.360174 # DEPENDENCYPART_ARC
(8,16),-0.623587 # DEPENDENCYPART_ARC
(8,17),-1.14996 # DEPENDENCYPART_ARC
(8,18),-0.846289 # DEPENDENCYPART_ARC
(8,19),-1.83261 # DEPENDENCYPART_ARC
(8,20),-1.00593 # DEPENDENCYPART_ARC
(8,21),-1.22422 # DEPENDENCYPART_ARC
(8,22),-1.37363 # DEPENDENCYPART_ARC
(8,23),-1.44692 # DEPENDENCYPART_ARC
(9,1),-0.652251 # DEPENDENCYPART_ARC
(9,2),-1.379 # DEPENDENCYPART_ARC
(9,3),-1.68532 # DEPENDENCYPART_ARC
(9,4),-1.17755 # DEPENDENCYPART_ARC
(9,5),-1.34853 # DEPENDENCYPART_ARC
(9,6),-0.940132 # DEPENDENCYPART_ARC
(9,7),-0.676361 # DEPENDENCYPART_ARC
(9,8),-1.77274 # DEPENDENCYPART_ARC
(9,10),1.60274 # DEPENDENCYPART_ARC
(9,11),-1.96514 # DEPENDENCYPART_ARC
(9,12),-1.54343 # DEPENDENCYPART_ARC
(9,13),-2.22265 # DEPENDENCYPART_ARC
(9,14),-0.753002 # DEPENDENCYPART_ARC
(9,15),-2.31174 # DEPENDENCYPART_ARC
(9,16),-0.61437 # DEPENDENCYPART_ARC
(9,17),-0.237072 # DEPENDENCYPART_ARC
(9,18),-2.05651 # DEPENDENCYPART_ARC
(9,19),-2.59143 # DEPENDENCYPART_ARC
(9,20),-1.89384 # DEPENDENCYPART_ARC
(9,21),-2.54091 # DEPENDENCYPART_ARC
(9,22),-0.874224 # DEPENDENCYPART_ARC
(9,23),-0.748032 # DEPENDENCYPART_ARC
(10,1),-0.480223 # DEPENDENCYPART_ARC
(10,2),-0.619595 # DEPENDENCYPART_ARC
(10,3),-0.753821 # DEPENDENCYPART_ARC
(10,4),-0.431231 # DEPENDENCYPART_ARC
(10,5),-0.330165 # DEPENDENCYPART_ARC
(10,6),-0.112711 # DEPENDENCYPART_ARC
(10,7),0.118049 # DEPENDENCYPART_ARC
(10,8),0.00212327 # DEPENDENCYPART_ARC
(10,9),0.691487 # DEPENDENCYPART_ARC
(10,11),-0.469067 # DEPENDENCYPART_ARC
(10,12),-0.775613 # DEPENDENCYPART_ARC
(10,13),-0.890766 # DEPENDENCYPART_ARC
(10,14),-1.04363 # DEPENDENCYPART_ARC
(10,15),-0.11817 # DEPENDENCYPART_ARC
(10,16),-0.215082 # DEPENDENCYPART_ARC
(10,17),-0.469592 # DEPENDENCYPART_ARC
(10,18),-0.933723 # DEPENDENCYPART_ARC
(10,19),-1.39241 # DEPENDENCYPART_ARC
(10,20),-0.0960262 # DEPENDENCYPART_ARC
(10,21),-0.524227 # DEPENDENCYPART_ARC
(10,22),-0.113098 # DEPENDENCYPART_ARC
(10,23),-0.984198 # DEPENDENCYPART_ARC
(11,1),-7.94241 # DEPENDENCYPART_ARC
(11,2),-2.35808 # DEPENDENCYPART_ARC
(11,3),-1.38217 # DEPENDENCYPART_ARC
(11,4),-2.16391 # DEPENDENCYPART_ARC
(11,5),-0.786143 # DEPENDENCYPART_ARC
(11,6),-2.33905 # DEPENDENCYPART_ARC
(11,7),-6.84396 # DEPENDENCYPART_ARC
(11,8),-2.56 # DEPENDENCYPART_ARC
(11,9),-1.84613 # DEPENDENCYPART_ARC
(11,10),-0.104522 # DEPENDENCYPART_ARC
(11,12),-0.879019 # DEPENDENCYPART_ARC
(11,13),-4.42479 # DEPENDENCYPART_ARC
(11,14),-1.19968 # DEPENDENCYPART_ARC
(11,15),-3.64561 # DEPENDENCYPART_ARC
(11,16),-3.54985 # DEPENDENCYPART_ARC
(11,17),-1.32134 # DEPENDENCYPART_ARC
(11,18),-2.17799 # DEPENDENCYPART_ARC
(11,19),-2.99784 # DEPENDENCYPART_ARC
(11,20),-2.1647 # DEPENDENCYPART_ARC
(11,21),-4.07253 # DEPENDENCYPART_ARC
(11,22),-2.78568 # DEPENDENCYPART_ARC
(11,23),-1.504 # DEPENDENCYPART_ARC
(12,1),-1.2067 # DEPENDENCYPART_ARC
(12,2),0.0289461 # DEPENDENCYPART_ARC
(12,3),-2.02297 # DEPENDENCYPART_ARC
(12,4),0.615846 # DEPENDENCYPART_ARC
(12,5),-0.469912 # DEPENDENCYPART_ARC
(12,6),-0.182763 # DEPENDENCYPART_ARC
(12,7),-0.27521 # DEPENDENCYPART_ARC
(12,8),0.318267 # DEPENDENCYPART_ARC
(12,9),-0.972903 # DEPENDENCYPART_ARC
(12,10),-0.921029 # DEPENDENCYPART_ARC
(12,11),2.83769 # DEPENDENCYPART_ARC
(12,13),3.81848 # DEPENDENCYPART_ARC
(12,14),-0.0493146 # DEPENDENCYPART_ARC
(12,15),0.212845 # DEPENDENCYPART_ARC
(12,16),-0.0957029 # DEPENDENCYPART_ARC
(12,17),-0.21352 # DEPENDENCYPART_ARC
(12,18),0.00425122 # DEPENDENCYPART_ARC
(12,19),0.647402 # DEPENDENCYPART_ARC
(12,20),-0.976379 # DEPENDENCYPART_ARC
(12,21),-0.795516 # DEPENDENCYPART_ARC
(12,22),-0.354563 # DEPENDENCYPART_ARC
(12,23),-0.607908 # DEPENDENCYPART_ARC
(13,1),-8.95599 # DEPENDENCYPART_ARC
(13,2),-3.44058 # DEPENDENCYPART_ARC
(13,3),-2.9986 # DEPENDENCYPART_ARC
(13,4),-3.34598 # DEPENDENCYPART_ARC
(13,5),-2.41217 # DEPENDENCYPART_ARC
(13,6),-3.3415 # DEPENDENCYPART_ARC
(13,7),-8.17824 # DEPENDENCYPART_ARC
(13,8),-3.49652 # DEPENDENCYPART_ARC
(13,9),-3.4214 # DEPENDENCYPART_ARC
(13,10),-2.48797 # DEPENDENCYPART_ARC
(13,11),-3.09916 # DEPENDENCYPART_ARC
(13,12),-0.802669 # DEPENDENCYPART_ARC
(13,14),0.0508696 # DEPENDENCYPART_ARC
(13,15),-3.26492 # DEPENDENCYPART_ARC
(13,16),-3.32423 # DEPENDENCYPART_ARC
(13,17),-1.18043 # DEPENDENCYPART_ARC
(13,18),-1.86564 # DEPENDENCYPART_ARC
(13,19),-2.67855 # DEPENDENCYPART_ARC
(13,20),-2.14221 # DEPENDENCYPART_ARC
(13,21),-4.06258 # DEPENDENCYPART_ARC
(13,22),-2.81523 # DEPENDENCYPART_ARC
(13,23),-1.32478 # DEPENDENCYPART_ARC
(14,1),-1.0991 # DEPENDENCYPART_ARC
(14,2),-1.22605 # DEPENDENCYPART_ARC
(14,3),-1.76814 # DEPENDENCYPART_ARC
(14,4),-1.04618 # DEPENDENCYPART_ARC
(14,5),-0.63581 # DEPENDENCYPART_ARC
(14,6),-1.02041 # DEPENDENCYPART_ARC
(14,7),-1.04156 # DEPENDENCYPART_ARC
(14,8),-1.08823 # DEPENDENCYPART_ARC
(14,9),-1.12926 # DEPENDENCYPART_ARC
(14,10),-1.14327 # DEPENDENCYPART_ARC
(14,11),-0.595256 # DEPENDENCYPART_ARC
(14,12),-0.516831 # DEPENDENCYPART_ARC
(14,13),0.103642 # DEPENDENCYPART_ARC
(14,15),-0.625188 # DEPENDENCYPART_ARC
(14,16),-0.496063 # DEPENDENCYPART_ARC
(14,17),-0.468473 # DEPENDENCYPART_ARC
(14,18),-0.960363 # DEPENDENCYPART_ARC
(14,19),-1.15396 # DEPENDENCYPART_ARC
(14,20),-1.43956 # DEPENDENCYPART_ARC
(14,21),-1.65581 # DEPENDENCYPART_ARC
(14,22),-1.29328 # DEPENDENCYPART_ARC
(14,23),-0.83381 # DEPENDENCYPART_ARC
(15,1),0.172129 # DEPENDENCYPART_ARC
(15,2),-1.58914 # DEPENDENCYPART_ARC
(15,3),-2.12884 # DEPENDENCYPART_ARC
(15,4),-1.56884 # DEPENDENCYPART_ARC
(15,5),-0.143312 # DEPENDENCYPART_ARC
(15,6),-1.54237 # DEPENDENCYPART_ARC
(15,7),-0.318986 # DEPENDENCYPART_ARC
(15,8),0.0580872 # DEPENDENCYPART_ARC
(15,9),-0.302898 # DEPENDENCYPART_ARC
(15,10),-0.987538 # DEPENDENCYPART_ARC
(15,11),1.09979 # DEPENDENCYPART_ARC
(15,12),0.734745 # DEPENDENCYPART_ARC
(15,13),2.44449 # DEPENDENCYPART_ARC
(15,14),1.22642 # DEPENDENCYPART_ARC
(15,16),2.04709 # DEPENDENCYPART_ARC
(15,17),-0.231726 # DEPENDENCYPART_ARC
(15,18),0.0623851 # DEPENDENCYPART_ARC
(15,19),-0.812865 # DEPENDENCYPART_ARC
(15,20),-0.360818 # DEPENDENCYPART_ARC
(15,21),-0.378357 # DEPENDENCYPART_ARC
(15,22),-0.6799 # DEPENDENCYPART_ARC
(15,23),-1.00116 # DEPENDENCYPART_ARC
(16,1),-0.840141 # DEPENDENCYPART_ARC
(16,2),-1.57595 # DEPENDENCYPART_ARC
(16,3),-1.80013 # DEPENDENCYPART_ARC
(16,4),-1.52512 # DEPENDENCYPART_ARC
(16,5),-1.5524 # DEPENDENCYPART_ARC
(16,6),-1.38835 # DEPENDENCYPART_ARC
(16,7),-1.30542 # DEPENDENCYPART_ARC
(16,8),-2.49465 # DEPENDENCYPART_ARC
(16,9),-1.13259 # DEPENDENCYPART_ARC
(16,10),-1.44737 # DEPENDENCYPART_ARC
(16,11),-1.24814 # DEPENDENCYPART_ARC
(16,12),-1.18682 # DEPENDENCYPART_ARC
(16,13),-0.7321 # DEPENDENCYPART_ARC
(16,14),-0.576358 # DEPENDENCYPART_ARC
(16,15),-1.23211 # DEPENDENCYPART_ARC
(16,17),1.76552 # DEPENDENCYPART_ARC
(16,18),-1.45934 # DEPENDENCYPART_ARC
(16,19),-2.5966 # DEPENDENCYPART_ARC
(16,20),-1.63039 # DEPENDENCYPART_ARC
(16,21),-2.33555 # DEPENDENCYPART_ARC
(16,22),-1.03841 # DEPENDENCYPART_ARC
(16,23),-0.252678 # DEPENDENCYPART_ARC
(17,1),-1.26589 # DEPENDENCYPART_ARC
(17,2),-1.34879 # DEPENDENCYPART_ARC
(17,3),-1.80608 # DEPENDENCYPART_ARC
(17,4),-1.12866 # DEPENDENCYPART_ARC
(17,5),-1.0852 # DEPENDENCYPART_ARC
(17,6),-1.08485 # DEPENDENCYPART_ARC
(17,7),-0.921945 # DEPENDENCYPART_ARC
(17,8),-1.00795 # DEPENDENCYPART_ARC
(17,9),-0.742291 # DEPENDENCYPART_ARC
(17,10),-1.32793 # DEPENDENCYPART_ARC
(17,11),-0.933136 # DEPENDENCYPART_ARC
(17,12),-0.751917 # DEPENDENCYPART_ARC
(17,13),-0.700356 # DEPENDENCYPART_ARC
(17,14),-0.834757 # DEPENDENCYPART_ARC
(17,15),-0.209855 # DEPENDENCYPART_ARC
(17,16),0.0502328 # DEPENDENCYPART_ARC
(17,18),-0.571416 # DEPENDENCYPART_ARC
(17,19),-1.38871 # DEPENDENCYPART_ARC
(17,20),-0.732224 # DEPENDENCYPART_ARC
(17,21),-1.00241 # DEPENDENCYPART_ARC
(17,22),-0.959249 # DEPENDENCYPART_ARC
(17,23),-0.841417 # DEPENDENCYPART_ARC
(18,1),-1.72097 # DEPENDENCYPART_ARC
(18,2),-1.20367 # DEPENDENCYPART_ARC
(18,3),-1.98504 # DEPENDENCYPART_ARC
(18,4),-0.599457 # DEPENDENCYPART_ARC
(18,5),-0.464218 # DEPENDENCYPART_ARC
(18,6),-1.09052 # DEPENDENCYPART_ARC
(18,7),-1.26119 # DEPENDENCYPART_ARC
(18,8),0.929511 # DEPENDENCYPART_ARC
(18,9),-1.12111 # DEPENDENCYPART_ARC
(18,10),-1.17047 # DEPENDENCYPART_ARC
(18,11),-0.0618235 # DEPENDENCYPART_ARC
(18,12),-0.37483 # DEPENDENCYPART_ARC
(18,13),-0.1668 # DEPENDENCYPART_ARC
(18,14),-0.370743 # DEPENDENCYPART_ARC
(18,15),1.85132 # DEPENDENCYPART_ARC
(18,16),-0.602775 # DEPENDENCYPART_ARC
(18,17),-0.192942 # DEPENDENCYPART_ARC
(18,19),0.710462 # DEPENDENCYPART_ARC
(18,20),0.481783 # DEPENDENCYPART_ARC
(18,21),1.36329 # DEPENDENCYPART_ARC
(18,22),0.0890631 # DEPENDENCYPART_ARC
(18,23),-0.143695 # DEPENDENCYPART_ARC
(19,1),-6.74631 # DEPENDENCYPART_ARC
(19,2),-3.55145 # DEPENDENCYPART_ARC
(19,3),-2.90742 # DEPENDENCYPART_ARC
(19,4),-3.52125 # DEPENDENCYPART_ARC
(19,5),-2.98516 # DEPENDENCYPART_ARC
(19,6),-3.32103 # DEPENDENCYPART_ARC
(19,7),-5.10356 # DEPENDENCYPART_ARC
(19,8),-4.03646 # DEPENDENCYPART_ARC
(19,9),-3.34138 # DEPENDENCYPART_ARC
(19,10),-2.72594 # DEPENDENCYPART_ARC
(19,11),-5.53701 # DEPENDENCYPART_ARC
(19,12),-2.4934 # DEPENDENCYPART_ARC
(19,13),-5.18235 # DEPENDENCYPART_ARC
(19,14),-2.04983 # DEPENDENCYPART_ARC
(19,15),-3.01538 # DEPENDENCYPART_ARC
(19,16),-2.39404 # DEPENDENCYPART_ARC
(19,17),-1.78321 # DEPENDENCYPART_ARC
(19,18),-1.2812 # DEPENDENCYPART_ARC
(19,20),-0.186057 # DEPENDENCYPART_ARC
(19,21),-2.55728 # DEPENDENCYPART_ARC
(19,22),-1.56188 # DEPENDENCYPART_ARC
(19,23),-0.763734 # DEPENDENCYPART_ARC
(20,1),-1.15978 # DEPENDENCYPART_ARC
(20,2),-2.29771 # DEPENDENCYPART_ARC
(20,3),-2.18757 # DEPENDENCYPART_ARC
(20,4),-1.85951 # DEPENDENCYPART_ARC
(20,5),-0.26864 # DEPENDENCYPART_ARC
(20,6),-1.58923 # DEPENDENCYPART_ARC
(20,7),-0.691184 # DEPENDENCYPART_ARC
(20,8),-0.793929 # DEPENDENCYPART_ARC
(20,9),-0.89156 # DEPENDENCYPART_ARC
(20,10),-1.20211 # DEPENDENCYPART_ARC
(20,11),-0.0546454 # DEPENDENCYPART_ARC
(20,12),0.333683 # DEPENDENCYPART_ARC
(20,13),0.515126 # DEPENDENCYPART_ARC
(20,14),-0.224334 # DEPENDENCYPART_ARC
(20,15),-0.109326 # DEPENDENCYPART_ARC
(20,16),-0.239983 # DEPENDENCYPART_ARC
(20,17),-0.664002 # DEPENDENCYPART_ARC
(20,18),0.391436 # DEPENDENCYPART_ARC
(20,19),3.00136 # DEPENDENCYPART_ARC
(20,21),2.54103 # DEPENDENCYPART_ARC
(20,22),1.91898 # DEPENDENCYPART_ARC
(20,23),0.145194 # DEPENDENCYPART_ARC
(21,1),-0.648157 # DEPENDENCYPART_ARC
(21,2),-2.95737 # DEPENDENCYPART_ARC
(21,3),-2.26084 # DEPENDENCYPART_ARC
(21,4),-2.66349 # DEPENDENCYPART_ARC
(21,5),-0.428873 # DEPENDENCYPART_ARC
(21,6),-2.90182 # DEPENDENCYPART_ARC
(21,7),-2.0378 # DEPENDENCYPART_ARC
(21,8),-0.581183 # DEPENDENCYPART_ARC
(21,9),-1.19028 # DEPENDENCYPART_ARC
(21,10),-1.2787 # DEPENDENCYPART_ARC
(21,11),-0.449832 # DEPENDENCYPART_ARC
(21,12),-0.115144 # DEPENDENCYPART_ARC
(21,13),0.0649867 # DEPENDENCYPART_ARC
(21,14),-0.560877 # DEPENDENCYPART_ARC
(21,15),-0.263582 # DEPENDENCYPART_ARC
(21,16),-0.764902 # DEPENDENCYPART_ARC
(21,17),-0.919852 # DEPENDENCYPART_ARC
(21,18),0.567587 # DEPENDENCYPART_ARC
(21,19),1.11778 # DEPENDENCYPART_ARC
(21,20),1.07954 # DEPENDENCYPART_ARC
(21,22),1.17678 # DEPENDENCYPART_ARC
(21,23),-0.299434 # DEPENDENCYPART_ARC
(22,1),-1.33444 # DEPENDENCYPART_ARC
(22,2),-1.59799 # DEPENDENCYPART_ARC
(22,3),-2.02968 # DEPENDENCYPART_ARC
(22,4),-1.51105 # DEPENDENCYPART_ARC
(22,5),-1.49595 # DEPENDENCYPART_ARC
(22,6),-1.56553 # DEPENDENCYPART_ARC
(22,7),-1.49767 # DEPENDENCYPART_ARC
(22,8),-2.10224 # DEPENDENCYPART_ARC
(22,9),-1.2847 # DEPENDENCYPART_ARC
(22,10),-1.69823 # DEPENDENCYPART_ARC
(22,11),-1.85687 # DEPENDENCYPART_ARC
(22,12),-1.25152 # DEPENDENCYPART_ARC
(22,13),-1.63627 # DEPENDENCYPART_ARC
(22,14),-1.03033 # DEPENDENCYPART_ARC
(22,15),-2.12994 # DEPENDENCYPART_ARC
(22,16),-1.05737 # DEPENDENCYPART_ARC
(22,17),-1.42278 # DEPENDENCYPART_ARC
(22,18),-1.06915 # DEPENDENCYPART_ARC
(22,19),-0.855187 # DEPENDENCYPART_ARC
(22,20),-1.31437 # DEPENDENCYPART_ARC
(22,21),-1.16518 # DEPENDENCYPART_ARC
(22,23),1.88334 # DEPENDENCYPART_ARC
