# _root_ azkenik , agiri " nazionala " zein den ere zalantzan jarri zuen , " epaigelako bi banderen_artean ere bakoitzak bat hartzen baitu bere naziokotzat " .
#goldHeads=0,3,8,3,3,5,8,11,0,11,0,11,12,13,17,17,21,0,21,21,11,21,24,21,24,25,
#predictedHeads=0,3,8,3,3,5,8,11,0,11,0,11,12,13,17,17,21,0,21,3,13,21,24,21,24,25,
(1,11),-2.23596 # DEPENDENCYPART_ARC
(1,12),-1.7702 # DEPENDENCYPART_ARC
(1,13),-1.73983 # DEPENDENCYPART_ARC
(1,14),-2.04161 # DEPENDENCYPART_ARC
(1,15),-2.15255 # DEPENDENCYPART_ARC
(1,16),-1.99055 # DEPENDENCYPART_ARC
(1,17),-2.16975 # DEPENDENCYPART_ARC
(1,18),-1.84363 # DEPENDENCYPART_ARC
(1,19),-2.57516 # DEPENDENCYPART_ARC
(1,20),-2.21833 # DEPENDENCYPART_ARC
(1,21),-2.54489 # DEPENDENCYPART_ARC
(1,22),-2.10013 # DEPENDENCYPART_ARC
(1,23),-2.3316 # DEPENDENCYPART_ARC
(1,24),-2.38018 # DEPENDENCYPART_ARC
(1,25),-2.2446 # DEPENDENCYPART_ARC
(1,26),-2.43193 # DEPENDENCYPART_ARC
(2,1),-0.704435 # DEPENDENCYPART_ARC
(2,3),-0.733542 # DEPENDENCYPART_ARC
(2,4),-0.0665795 # DEPENDENCYPART_ARC
(2,5),-1.19173 # DEPENDENCYPART_ARC
(2,6),-0.600029 # DEPENDENCYPART_ARC
(2,7),-1.72278 # DEPENDENCYPART_ARC
(2,8),-0.759826 # DEPENDENCYPART_ARC
(2,9),-1.02061 # DEPENDENCYPART_ARC
(2,10),-1.78623 # DEPENDENCYPART_ARC
(2,11),-1.40058 # DEPENDENCYPART_ARC
(2,12),-1.13146 # DEPENDENCYPART_ARC
(2,13),-1.5298 # DEPENDENCYPART_ARC
(2,14),-1.03827 # DEPENDENCYPART_ARC
(2,15),-2.23021 # DEPENDENCYPART_ARC
(2,16),-1.93345 # DEPENDENCYPART_ARC
(2,17),-1.63061 # DEPENDENCYPART_ARC
(2,18),-1.32928 # DEPENDENCYPART_ARC
(2,19),-1.51574 # DEPENDENCYPART_ARC
(2,20),-2.08173 # DEPENDENCYPART_ARC
(2,21),-1.49611 # DEPENDENCYPART_ARC
(2,22),-1.26743 # DEPENDENCYPART_ARC
(2,23),-2.57351 # DEPENDENCYPART_ARC
(2,24),-2.34508 # DEPENDENCYPART_ARC
(2,25),-2.29606 # DEPENDENCYPART_ARC
(2,26),-2.3938 # DEPENDENCYPART_ARC
(3,1),-0.439108 # DEPENDENCYPART_ARC
(3,2),0.3286 # DEPENDENCYPART_ARC
(3,4),2.37609 # DEPENDENCYPART_ARC
(3,5),1.41094 # DEPENDENCYPART_ARC
(3,6),0.038185 # DEPENDENCYPART_ARC
(3,7),0.657403 # DEPENDENCYPART_ARC
(3,8),-0.72968 # DEPENDENCYPART_ARC
(3,9),0.0653652 # DEPENDENCYPART_ARC
(3,10),-0.369101 # DEPENDENCYPART_ARC
(3,11),-0.314524 # DEPENDENCYPART_ARC
(3,12),-0.856833 # DEPENDENCYPART_ARC
(3,13),-0.432759 # DEPENDENCYPART_ARC
(3,14),-0.588388 # DEPENDENCYPART_ARC
(3,15),-0.485464 # DEPENDENCYPART_ARC
(3,16),-1.19873 # DEPENDENCYPART_ARC
(3,17),-0.977073 # DEPENDENCYPART_ARC
(3,18),-0.295281 # DEPENDENCYPART_ARC
(3,19),-1.04924 # DEPENDENCYPART_ARC
(3,20),0.840399 # DEPENDENCYPART_ARC
(3,21),-0.695886 # DEPENDENCYPART_ARC
(3,22),-1.45083 # DEPENDENCYPART_ARC
(3,23),-1.55607 # DEPENDENCYPART_ARC
(3,24),-1.12163 # DEPENDENCYPART_ARC
(3,25),-0.870672 # DEPENDENCYPART_ARC
(3,26),-1.07799 # DEPENDENCYPART_ARC
(4,1),-0.97589 # DEPENDENCYPART_ARC
(4,2),-1.19251 # DEPENDENCYPART_ARC
(4,3),-0.440134 # DEPENDENCYPART_ARC
(4,5),-0.621821 # DEPENDENCYPART_ARC
(4,6),0.0666637 # DEPENDENCYPART_ARC
(4,7),-1.51953 # DEPENDENCYPART_ARC
(4,8),-0.641505 # DEPENDENCYPART_ARC
(4,9),-1.02625 # DEPENDENCYPART_ARC
(4,10),-1.57093 # DEPENDENCYPART_ARC
(4,11),-1.36587 # DEPENDENCYPART_ARC
(4,12),-1.12735 # DEPENDENCYPART_ARC
(4,13),-0.746444 # DEPENDENCYPART_ARC
(4,14),-0.593554 # DEPENDENCYPART_ARC
(4,15),-1.79161 # DEPENDENCYPART_ARC
(4,16),-1.83494 # DEPENDENCYPART_ARC
(4,17),-1.78135 # DEPENDENCYPART_ARC
(4,18),-1.326 # DEPENDENCYPART_ARC
(4,19),-1.59938 # DEPENDENCYPART_ARC
(4,20),-2.02388 # DEPENDENCYPART_ARC
(4,21),-1.5343 # DEPENDENCYPART_ARC
(4,22),-1.25738 # DEPENDENCYPART_ARC
(4,23),-2.16366 # DEPENDENCYPART_ARC
(4,24),-1.79489 # DEPENDENCYPART_ARC
(4,25),-1.75562 # DEPENDENCYPART_ARC
(4,26),-1.8754 # DEPENDENCYPART_ARC
(5,1),-0.167377 # DEPENDENCYPART_ARC
(5,2),-0.549349 # DEPENDENCYPART_ARC
(5,3),-0.39909 # DEPENDENCYPART_ARC
(5,4),0.116746 # DEPENDENCYPART_ARC
(5,6),1.95224 # DEPENDENCYPART_ARC
(5,7),-0.588483 # DEPENDENCYPART_ARC
(5,8),-1.31168 # DEPENDENCYPART_ARC
(5,9),-0.573392 # DEPENDENCYPART_ARC
(5,10),-0.516327 # DEPENDENCYPART_ARC
(5,11),-1.79253 # DEPENDENCYPART_ARC
(5,12),-1.86471 # DEPENDENCYPART_ARC
(5,13),-0.254762 # DEPENDENCYPART_ARC
(5,14),-0.0991118 # DEPENDENCYPART_ARC
(5,15),-1.2405 # DEPENDENCYPART_ARC
(5,16),-1.09822 # DEPENDENCYPART_ARC
(5,17),-1.07686 # DEPENDENCYPART_ARC
(5,18),-0.960182 # DEPENDENCYPART_ARC
(5,19),-1.15317 # DEPENDENCYPART_ARC
(5,20),-1.28775 # DEPENDENCYPART_ARC
(5,21),-1.6534 # DEPENDENCYPART_ARC
(5,22),-1.49791 # DEPENDENCYPART_ARC
(5,23),-1.24248 # DEPENDENCYPART_ARC
(5,24),-1.51812 # DEPENDENCYPART_ARC
(5,25),-0.575148 # DEPENDENCYPART_ARC
(5,26),-0.91844 # DEPENDENCYPART_ARC
(6,1),-1.41612 # DEPENDENCYPART_ARC
(6,2),-1.33647 # DEPENDENCYPART_ARC
(6,3),-0.968064 # DEPENDENCYPART_ARC
(6,4),-1.22481 # DEPENDENCYPART_ARC
(6,5),-0.315144 # DEPENDENCYPART_ARC
(6,7),-0.790835 # DEPENDENCYPART_ARC
(6,8),-0.796974 # DEPENDENCYPART_ARC
(6,9),-0.970857 # DEPENDENCYPART_ARC
(6,10),-1.63335 # DEPENDENCYPART_ARC
(6,11),-1.24909 # DEPENDENCYPART_ARC
(6,12),-1.1413 # DEPENDENCYPART_ARC
(6,13),-0.545829 # DEPENDENCYPART_ARC
(6,14),-0.54293 # DEPENDENCYPART_ARC
(6,15),-1.85074 # DEPENDENCYPART_ARC
(6,16),-1.95291 # DEPENDENCYPART_ARC
(6,17),-1.6931 # DEPENDENCYPART_ARC
(6,18),-1.39203 # DEPENDENCYPART_ARC
(6,19),-1.71578 # DEPENDENCYPART_ARC
(6,20),-2.13195 # DEPENDENCYPART_ARC
(6,21),-1.43067 # DEPENDENCYPART_ARC
(6,22),-1.389 # DEPENDENCYPART_ARC
(6,23),-2.20104 # DEPENDENCYPART_ARC
(6,24),-2.01978 # DEPENDENCYPART_ARC
(6,25),-1.52516 # DEPENDENCYPART_ARC
(6,26),-1.61669 # DEPENDENCYPART_ARC
(7,1),-0.458779 # DEPENDENCYPART_ARC
(7,2),-0.717237 # DEPENDENCYPART_ARC
(7,3),-0.92132 # DEPENDENCYPART_ARC
(7,4),-0.49816 # DEPENDENCYPART_ARC
(7,5),-0.971232 # DEPENDENCYPART_ARC
(7,6),0.423983 # DEPENDENCYPART_ARC
(7,8),0.584012 # DEPENDENCYPART_ARC
(7,9),-0.332171 # DEPENDENCYPART_ARC
(7,10),-0.611382 # DEPENDENCYPART_ARC
(7,11),-1.76565 # DEPENDENCYPART_ARC
(7,12),-1.5419 # DEPENDENCYPART_ARC
(7,13),-0.391386 # DEPENDENCYPART_ARC
(7,14),-0.43066 # DEPENDENCYPART_ARC
(7,15),-1.29601 # DEPENDENCYPART_ARC
(7,16),-1.08686 # DEPENDENCYPART_ARC
(7,17),-0.934548 # DEPENDENCYPART_ARC
(7,18),-0.785711 # DEPENDENCYPART_ARC
(7,19),-1.8055 # DEPENDENCYPART_ARC
(7,20),-1.06443 # DEPENDENCYPART_ARC
(7,21),-1.8652 # DEPENDENCYPART_ARC
(7,22),-2.01524 # DEPENDENCYPART_ARC
(7,23),-1.21371 # DEPENDENCYPART_ARC
(7,24),-1.50774 # DEPENDENCYPART_ARC
(7,25),-1.01314 # DEPENDENCYPART_ARC
(7,26),-1.30068 # DEPENDENCYPART_ARC
(8,1),-0.0803743 # DEPENDENCYPART_ARC
(8,2),-0.865275 # DEPENDENCYPART_ARC
(8,3),-0.118582 # DEPENDENCYPART_ARC
(8,4),-0.832717 # DEPENDENCYPART_ARC
(8,5),0.0765543 # DEPENDENCYPART_ARC
(8,6),-0.42544 # DEPENDENCYPART_ARC
(8,7),1.61015 # DEPENDENCYPART_ARC
(8,9),1.46698 # DEPENDENCYPART_ARC
(8,10),0.342407 # DEPENDENCYPART_ARC
(8,11),-0.46641 # DEPENDENCYPART_ARC
(8,12),-0.522267 # DEPENDENCYPART_ARC
(8,13),-0.0798996 # DEPENDENCYPART_ARC
(8,14),-0.215761 # DEPENDENCYPART_ARC
(8,15),-1.4821 # DEPENDENCYPART_ARC
(8,16),-1.11263 # DEPENDENCYPART_ARC
(8,17),-1.19057 # DEPENDENCYPART_ARC
(8,18),-0.25617 # DEPENDENCYPART_ARC
(8,19),-1.48714 # DEPENDENCYPART_ARC
(8,20),-1.04187 # DEPENDENCYPART_ARC
(8,21),-1.46847 # DEPENDENCYPART_ARC
(8,22),-0.998664 # DEPENDENCYPART_ARC
(8,23),-2.39519 # DEPENDENCYPART_ARC
(8,24),-0.990552 # DEPENDENCYPART_ARC
(8,25),-0.877825 # DEPENDENCYPART_ARC
(8,26),-0.999393 # DEPENDENCYPART_ARC
(9,1),-2.17406 # DEPENDENCYPART_ARC
(9,2),-2.31741 # DEPENDENCYPART_ARC
(9,3),-2.06919 # DEPENDENCYPART_ARC
(9,4),-2.34537 # DEPENDENCYPART_ARC
(9,5),-1.87998 # DEPENDENCYPART_ARC
(9,6),-1.96686 # DEPENDENCYPART_ARC
(9,7),-1.4138 # DEPENDENCYPART_ARC
(9,8),-0.430077 # DEPENDENCYPART_ARC
(9,10),-0.771169 # DEPENDENCYPART_ARC
(9,11),-0.633578 # DEPENDENCYPART_ARC
(9,12),-1.3921 # DEPENDENCYPART_ARC
(9,13),-0.435238 # DEPENDENCYPART_ARC
(9,14),-0.981399 # DEPENDENCYPART_ARC
(9,15),-2.02926 # DEPENDENCYPART_ARC
(9,16),-2.21382 # DEPENDENCYPART_ARC
(9,17),-1.41763 # DEPENDENCYPART_ARC
(9,18),-0.989685 # DEPENDENCYPART_ARC
(9,19),-1.50028 # DEPENDENCYPART_ARC
(9,20),-2.11771 # DEPENDENCYPART_ARC
(9,21),-2.91799 # DEPENDENCYPART_ARC
(9,22),-1.96081 # DEPENDENCYPART_ARC
(9,23),-2.58936 # DEPENDENCYPART_ARC
(9,24),-2.48675 # DEPENDENCYPART_ARC
(9,25),-1.78165 # DEPENDENCYPART_ARC
(9,26),-1.89692 # DEPENDENCYPART_ARC
(10,1),-0.829772 # DEPENDENCYPART_ARC
(10,2),-1.04653 # DEPENDENCYPART_ARC
(10,3),-0.871678 # DEPENDENCYPART_ARC
(10,4),-1.03381 # DEPENDENCYPART_ARC
(10,5),-1.24584 # DEPENDENCYPART_ARC
(10,6),-0.910303 # DEPENDENCYPART_ARC
(10,7),-0.48661 # DEPENDENCYPART_ARC
(10,8),-0.480002 # DEPENDENCYPART_ARC
(10,9),0.246131 # DEPENDENCYPART_ARC
(10,11),-0.468735 # DEPENDENCYPART_ARC
(10,12),-0.477694 # DEPENDENCYPART_ARC
(10,13),-0.397453 # DEPENDENCYPART_ARC
(10,14),-0.488445 # DEPENDENCYPART_ARC
(10,15),-1.1701 # DEPENDENCYPART_ARC
(10,16),-1.25459 # DEPENDENCYPART_ARC
(10,17),-1.23919 # DEPENDENCYPART_ARC
(10,18),-1.08478 # DEPENDENCYPART_ARC
(10,19),-1.7123 # DEPENDENCYPART_ARC
(10,20),-1.44044 # DEPENDENCYPART_ARC
(10,21),-1.71265 # DEPENDENCYPART_ARC
(10,22),-1.29783 # DEPENDENCYPART_ARC
(10,23),-1.64964 # DEPENDENCYPART_ARC
(10,24),-1.5657 # DEPENDENCYPART_ARC
(10,25),-0.955936 # DEPENDENCYPART_ARC
(10,26),-1.19864 # DEPENDENCYPART_ARC
(11,1),-0.0585696 # DEPENDENCYPART_ARC
(11,2),-0.840955 # DEPENDENCYPART_ARC
(11,3),-0.584381 # DEPENDENCYPART_ARC
(11,4),-1.07018 # DEPENDENCYPART_ARC
(11,5),-0.711595 # DEPENDENCYPART_ARC
(11,6),-1.02422 # DEPENDENCYPART_ARC
(11,7),-0.602838 # DEPENDENCYPART_ARC
(11,8),0.797315 # DEPENDENCYPART_ARC
(11,9),0.00956171 # DEPENDENCYPART_ARC
(11,10),1.58256 # DEPENDENCYPART_ARC
(11,12),2.15565 # DEPENDENCYPART_ARC
(11,13),0.0866706 # DEPENDENCYPART_ARC
(11,14),-0.0172183 # DEPENDENCYPART_ARC
(11,15),-0.621985 # DEPENDENCYPART_ARC
(11,16),-0.453366 # DEPENDENCYPART_ARC
(11,17),-0.653768 # DEPENDENCYPART_ARC
(11,18),0.213792 # DEPENDENCYPART_ARC
(11,19),-0.480919 # DEPENDENCYPART_ARC
(11,20),-1.0548 # DEPENDENCYPART_ARC
(11,21),-0.509139 # DEPENDENCYPART_ARC
(11,22),0.0387387 # DEPENDENCYPART_ARC
(11,23),-1.37125 # DEPENDENCYPART_ARC
(11,24),-0.64213 # DEPENDENCYPART_ARC
(11,25),-0.642099 # DEPENDENCYPART_ARC
(11,26),-0.807149 # DEPENDENCYPART_ARC
(12,1),-1.34396 # DEPENDENCYPART_ARC
(12,2),-1.77079 # DEPENDENCYPART_ARC
(12,3),-1.25215 # DEPENDENCYPART_ARC
(12,4),-1.62172 # DEPENDENCYPART_ARC
(12,5),-2.40519 # DEPENDENCYPART_ARC
(12,6),-1.55331 # DEPENDENCYPART_ARC
(12,7),-1.79742 # DEPENDENCYPART_ARC
(12,8),-1.33115 # DEPENDENCYPART_ARC
(12,9),-1.19954 # DEPENDENCYPART_ARC
(12,10),-0.712141 # DEPENDENCYPART_ARC
(12,11),-1.62901 # DEPENDENCYPART_ARC
(12,13),1.58163 # DEPENDENCYPART_ARC
(12,14),0.010506 # DEPENDENCYPART_ARC
(12,15),-1.62589 # DEPENDENCYPART_ARC
(12,16),-1.38621 # DEPENDENCYPART_ARC
(12,17),-1.93263 # DEPENDENCYPART_ARC
(12,18),-1.20036 # DEPENDENCYPART_ARC
(12,19),-1.56431 # DEPENDENCYPART_ARC
(12,20),-2.00847 # DEPENDENCYPART_ARC
(12,21),-1.87108 # DEPENDENCYPART_ARC
(12,22),-0.148083 # DEPENDENCYPART_ARC
(12,23),-1.92906 # DEPENDENCYPART_ARC
(12,24),-1.91502 # DEPENDENCYPART_ARC
(12,25),-1.10443 # DEPENDENCYPART_ARC
(12,26),-1.29837 # DEPENDENCYPART_ARC
(13,1),-1.39797 # DEPENDENCYPART_ARC
(13,2),-1.48466 # DEPENDENCYPART_ARC
(13,3),-1.36307 # DEPENDENCYPART_ARC
(13,4),-1.30621 # DEPENDENCYPART_ARC
(13,5),-1.21164 # DEPENDENCYPART_ARC
(13,6),-1.18283 # DEPENDENCYPART_ARC
(13,7),-1.40996 # DEPENDENCYPART_ARC
(13,8),-0.640502 # DEPENDENCYPART_ARC
(13,9),-0.635443 # DEPENDENCYPART_ARC
(13,10),-0.733556 # DEPENDENCYPART_ARC
(13,11),-0.123425 # DEPENDENCYPART_ARC
(13,12),0.185554 # DEPENDENCYPART_ARC
(13,14),2.08175 # DEPENDENCYPART_ARC
(13,15),-0.894404 # DEPENDENCYPART_ARC
(13,16),-0.897531 # DEPENDENCYPART_ARC
(13,17),-0.549105 # DEPENDENCYPART_ARC
(13,18),-0.583745 # DEPENDENCYPART_ARC
(13,19),-0.886023 # DEPENDENCYPART_ARC
(13,20),-1.21881 # DEPENDENCYPART_ARC
(13,21),-0.504156 # DEPENDENCYPART_ARC
(13,22),-0.714739 # DEPENDENCYPART_ARC
(13,23),-1.51997 # DEPENDENCYPART_ARC
(13,24),-1.33273 # DEPENDENCYPART_ARC
(13,25),-0.461941 # DEPENDENCYPART_ARC
(13,26),-0.531201 # DEPENDENCYPART_ARC
(14,1),-1.78689 # DEPENDENCYPART_ARC
(14,2),-2.00552 # DEPENDENCYPART_ARC
(14,3),-1.88599 # DEPENDENCYPART_ARC
(14,4),-1.81657 # DEPENDENCYPART_ARC
(14,5),-1.93652 # DEPENDENCYPART_ARC
(14,6),-1.71515 # DEPENDENCYPART_ARC
(14,7),-1.95267 # DEPENDENCYPART_ARC
(14,8),-1.24731 # DEPENDENCYPART_ARC
(14,9),-1.35571 # DEPENDENCYPART_ARC
(14,10),-1.44249 # DEPENDENCYPART_ARC
(14,11),-1.24131 # DEPENDENCYPART_ARC
(14,12),-1.02411 # DEPENDENCYPART_ARC
(14,13),-0.770243 # DEPENDENCYPART_ARC
(14,15),-1.17954 # DEPENDENCYPART_ARC
(14,16),-1.30457 # DEPENDENCYPART_ARC
(14,17),-1.40503 # DEPENDENCYPART_ARC
(14,18),-1.21859 # DEPENDENCYPART_ARC
(14,19),-1.33401 # DEPENDENCYPART_ARC
(14,20),-1.72218 # DEPENDENCYPART_ARC
(14,21),-1.42906 # DEPENDENCYPART_ARC
(14,22),-1.18572 # DEPENDENCYPART_ARC
(14,23),-1.93828 # DEPENDENCYPART_ARC
(14,24),-2.02017 # DEPENDENCYPART_ARC
(14,25),-0.760074 # DEPENDENCYPART_ARC
(14,26),-0.948831 # DEPENDENCYPART_ARC
(15,1),-1.42383 # DEPENDENCYPART_ARC
(15,2),-1.6648 # DEPENDENCYPART_ARC
(15,3),-2.11758 # DEPENDENCYPART_ARC
(15,4),-2.08889 # DEPENDENCYPART_ARC
(15,5),-1.7862 # DEPENDENCYPART_ARC
(15,6),-1.97811 # DEPENDENCYPART_ARC
(15,7),-2.4268 # DEPENDENCYPART_ARC
(15,8),-1.89661 # DEPENDENCYPART_ARC
(15,9),-1.04115 # DEPENDENCYPART_ARC
(15,10),-1.08769 # DEPENDENCYPART_ARC
(15,11),-1.38061 # DEPENDENCYPART_ARC
(15,12),-1.30076 # DEPENDENCYPART_ARC
(15,13),-0.94473 # DEPENDENCYPART_ARC
(15,14),-0.254599 # DEPENDENCYPART_ARC
(15,16),0.028488 # DEPENDENCYPART_ARC
(15,17),-1.86651 # DEPENDENCYPART_ARC
(15,18),-1.11748 # DEPENDENCYPART_ARC
(15,19),-2.21197 # DEPENDENCYPART_ARC
(15,20),-1.34146 # DEPENDENCYPART_ARC
(15,21),-2.23753 # DEPENDENCYPART_ARC
(15,22),-2.80236 # DEPENDENCYPART_ARC
(15,23),-2.74192 # DEPENDENCYPART_ARC
(15,24),-1.97497 # DEPENDENCYPART_ARC
(15,25),-1.20211 # DEPENDENCYPART_ARC
(15,26),-1.41638 # DEPENDENCYPART_ARC
(16,1),-1.45642 # DEPENDENCYPART_ARC
(16,2),-1.91599 # DEPENDENCYPART_ARC
(16,3),-2.28232 # DEPENDENCYPART_ARC
(16,4),-2.01664 # DEPENDENCYPART_ARC
(16,5),-2.39988 # DEPENDENCYPART_ARC
(16,6),-1.77402 # DEPENDENCYPART_ARC
(16,7),-1.85737 # DEPENDENCYPART_ARC
(16,8),-1.74457 # DEPENDENCYPART_ARC
(16,9),-1.3694 # DEPENDENCYPART_ARC
(16,10),-1.14541 # DEPENDENCYPART_ARC
(16,11),-1.83895 # DEPENDENCYPART_ARC
(16,12),-1.40924 # DEPENDENCYPART_ARC
(16,13),-1.23543 # DEPENDENCYPART_ARC
(16,14),-1.17107 # DEPENDENCYPART_ARC
(16,15),-0.283477 # DEPENDENCYPART_ARC
(16,17),0.680523 # DEPENDENCYPART_ARC
(16,18),-0.452376 # DEPENDENCYPART_ARC
(16,19),-1.20115 # DEPENDENCYPART_ARC
(16,20),-0.586131 # DEPENDENCYPART_ARC
(16,21),-1.23522 # DEPENDENCYPART_ARC
(16,22),-1.41459 # DEPENDENCYPART_ARC
(16,23),-0.962223 # DEPENDENCYPART_ARC
(16,24),-1.47567 # DEPENDENCYPART_ARC
(16,25),-0.655473 # DEPENDENCYPART_ARC
(16,26),-0.839804 # DEPENDENCYPART_ARC
(17,1),-1.17705 # DEPENDENCYPART_ARC
(17,2),-1.72587 # DEPENDENCYPART_ARC
(17,3),-1.79773 # DEPENDENCYPART_ARC
(17,4),-1.84404 # DEPENDENCYPART_ARC
(17,5),-1.7275 # DEPENDENCYPART_ARC
(17,6),-1.98898 # DEPENDENCYPART_ARC
(17,7),-3.0841 # DEPENDENCYPART_ARC
(17,8),-2.44924 # DEPENDENCYPART_ARC
(17,9),-0.87797 # DEPENDENCYPART_ARC
(17,10),-0.935606 # DEPENDENCYPART_ARC
(17,11),-1.81012 # DEPENDENCYPART_ARC
(17,12),-1.62546 # DEPENDENCYPART_ARC
(17,13),-1.30062 # DEPENDENCYPART_ARC
(17,14),-1.11051 # DEPENDENCYPART_ARC
(17,15),1.08633 # DEPENDENCYPART_ARC
(17,16),1.73969 # DEPENDENCYPART_ARC
(17,18),0.254079 # DEPENDENCYPART_ARC
(17,19),-0.407844 # DEPENDENCYPART_ARC
(17,20),-0.848296 # DEPENDENCYPART_ARC
(17,21),-1.83592 # DEPENDENCYPART_ARC
(17,22),-3.09965 # DEPENDENCYPART_ARC
(17,23),-2.75931 # DEPENDENCYPART_ARC
(17,24),-1.52389 # DEPENDENCYPART_ARC
(17,25),-0.658931 # DEPENDENCYPART_ARC
(17,26),-0.869106 # DEPENDENCYPART_ARC
(18,1),-2.80249 # DEPENDENCYPART_ARC
(18,2),-3.00025 # DEPENDENCYPART_ARC
(18,3),-2.41144 # DEPENDENCYPART_ARC
(18,4),-2.9174 # DEPENDENCYPART_ARC
(18,5),-2.68956 # DEPENDENCYPART_ARC
(18,6),-2.91485 # DEPENDENCYPART_ARC
(18,7),-2.56781 # DEPENDENCYPART_ARC
(18,8),-2.26127 # DEPENDENCYPART_ARC
(18,9),-2.25951 # DEPENDENCYPART_ARC
(18,10),-2.31382 # DEPENDENCYPART_ARC
(18,11),-2.54486 # DEPENDENCYPART_ARC
(18,12),-2.75498 # DEPENDENCYPART_ARC
(18,13),-2.63579 # DEPENDENCYPART_ARC
(18,14),-2.49533 # DEPENDENCYPART_ARC
(18,15),-2.03474 # DEPENDENCYPART_ARC
(18,16),-1.74919 # DEPENDENCYPART_ARC
(18,17),-0.677622 # DEPENDENCYPART_ARC
(18,19),0.196048 # DEPENDENCYPART_ARC
(18,20),-1.56073 # DEPENDENCYPART_ARC
(18,21),-2.35366 # DEPENDENCYPART_ARC
(18,22),-1.66916 # DEPENDENCYPART_ARC
(18,23),-2.21916 # DEPENDENCYPART_ARC
(18,24),-1.95033 # DEPENDENCYPART_ARC
(18,25),-1.29734 # DEPENDENCYPART_ARC
(18,26),-1.57615 # DEPENDENCYPART_ARC
(19,1),-0.945636 # DEPENDENCYPART_ARC
(19,2),-1.5702 # DEPENDENCYPART_ARC
(19,3),-1.89627 # DEPENDENCYPART_ARC
(19,4),-1.50595 # DEPENDENCYPART_ARC
(19,5),-2.56863 # DEPENDENCYPART_ARC
(19,6),-1.4803 # DEPENDENCYPART_ARC
(19,7),-1.94016 # DEPENDENCYPART_ARC
(19,8),-2.26129 # DEPENDENCYPART_ARC
(19,9),-0.979904 # DEPENDENCYPART_ARC
(19,10),-0.693967 # DEPENDENCYPART_ARC
(19,11),-1.28171 # DEPENDENCYPART_ARC
(19,12),-1.72647 # DEPENDENCYPART_ARC
(19,13),-1.26949 # DEPENDENCYPART_ARC
(19,14),-1.23262 # DEPENDENCYPART_ARC
(19,15),-0.291832 # DEPENDENCYPART_ARC
(19,16),-0.0792937 # DEPENDENCYPART_ARC
(19,17),-0.0914983 # DEPENDENCYPART_ARC
(19,18),0.541405 # DEPENDENCYPART_ARC
(19,20),-0.62915 # DEPENDENCYPART_ARC
(19,21),-1.59279 # DEPENDENCYPART_ARC
(19,22),-2.27693 # DEPENDENCYPART_ARC
(19,23),-1.524 # DEPENDENCYPART_ARC
(19,24),-1.90243 # DEPENDENCYPART_ARC
(19,25),-0.610554 # DEPENDENCYPART_ARC
(19,26),-0.838793 # DEPENDENCYPART_ARC
(20,1),-1.56793 # DEPENDENCYPART_ARC
(20,2),-1.83732 # DEPENDENCYPART_ARC
(20,3),-2.31141 # DEPENDENCYPART_ARC
