# _root_ haren iritziz , irtenbide onena " hemengo jendea lortzea da " ; eta hori erdietsi ezean , kanpotik ekartzeko aukera ez du baztertzen .
#goldHeads=10,1,2,10,4,5,8,9,10,13,10,11,0,15,23,15,16,19,20,23,23,23,13,23,
#predictedHeads=2,10,2,10,4,5,8,9,10,13,10,11,0,15,0,15,16,19,20,23,23,23,13,23,
(2,3),1.59865 # DEPENDENCYPART_ARC
(2,4),-0.315605 # DEPENDENCYPART_ARC
(2,5),0.196993 # DEPENDENCYPART_ARC
(2,6),-0.541935 # DEPENDENCYPART_ARC
(2,7),-1.03672 # DEPENDENCYPART_ARC
(2,8),-1.42108 # DEPENDENCYPART_ARC
(2,9),-1.26568 # DEPENDENCYPART_ARC
(2,10),-1.07156 # DEPENDENCYPART_ARC
(2,11),-0.917425 # DEPENDENCYPART_ARC
(2,12),-0.929672 # DEPENDENCYPART_ARC
(2,13),-1.03028 # DEPENDENCYPART_ARC
(2,14),-2.14103 # DEPENDENCYPART_ARC
(2,15),-1.2502 # DEPENDENCYPART_ARC
(2,16),-1.63496 # DEPENDENCYPART_ARC
(2,17),-0.912047 # DEPENDENCYPART_ARC
(2,18),-1.64756 # DEPENDENCYPART_ARC
(2,19),-1.76295 # DEPENDENCYPART_ARC
(2,20),-1.60222 # DEPENDENCYPART_ARC
(2,21),-2.07237 # DEPENDENCYPART_ARC
(2,22),-1.77053 # DEPENDENCYPART_ARC
(2,23),-2.19972 # DEPENDENCYPART_ARC
(2,24),-1.48508 # DEPENDENCYPART_ARC
(3,2),-0.159787 # DEPENDENCYPART_ARC
(3,4),-0.803016 # DEPENDENCYPART_ARC
(3,5),-0.818444 # DEPENDENCYPART_ARC
(3,6),-0.0304411 # DEPENDENCYPART_ARC
(3,8),-0.837952 # DEPENDENCYPART_ARC
(3,9),-1.04611 # DEPENDENCYPART_ARC
(3,10),-0.980694 # DEPENDENCYPART_ARC
(3,11),-0.699326 # DEPENDENCYPART_ARC
(3,13),-1.51028 # DEPENDENCYPART_ARC
(3,15),-1.12338 # DEPENDENCYPART_ARC
(3,16),-1.40295 # DEPENDENCYPART_ARC
(3,18),-1.47714 # DEPENDENCYPART_ARC
(3,19),-1.32926 # DEPENDENCYPART_ARC
(3,20),-1.85089 # DEPENDENCYPART_ARC
(3,22),-1.48549 # DEPENDENCYPART_ARC
(3,23),-1.59118 # DEPENDENCYPART_ARC
(4,1),-1.24595 # DEPENDENCYPART_ARC
(4,2),-1.00653 # DEPENDENCYPART_ARC
(4,3),0.116661 # DEPENDENCYPART_ARC
(4,5),2.77816 # DEPENDENCYPART_ARC
(4,6),0.268934 # DEPENDENCYPART_ARC
(4,7),-0.289614 # DEPENDENCYPART_ARC
(4,8),-0.430044 # DEPENDENCYPART_ARC
(4,9),-0.504132 # DEPENDENCYPART_ARC
(4,10),-1.03112 # DEPENDENCYPART_ARC
(4,11),-0.737307 # DEPENDENCYPART_ARC
(4,12),-0.860485 # DEPENDENCYPART_ARC
(4,13),-0.461002 # DEPENDENCYPART_ARC
(4,14),-0.167202 # DEPENDENCYPART_ARC
(4,15),-0.65051 # DEPENDENCYPART_ARC
(4,16),-0.887549 # DEPENDENCYPART_ARC
(4,17),-1.14087 # DEPENDENCYPART_ARC
(4,18),-0.926831 # DEPENDENCYPART_ARC
(4,19),-0.954871 # DEPENDENCYPART_ARC
(4,20),-1.22446 # DEPENDENCYPART_ARC
(4,21),-1.40484 # DEPENDENCYPART_ARC
(4,22),-1.40322 # DEPENDENCYPART_ARC
(4,23),-1.23802 # DEPENDENCYPART_ARC
(4,24),-1.17948 # DEPENDENCYPART_ARC
(5,1),-1.11259 # DEPENDENCYPART_ARC
(5,2),-2.04773 # DEPENDENCYPART_ARC
(5,3),-1.11292 # DEPENDENCYPART_ARC
(5,4),-0.498662 # DEPENDENCYPART_ARC
(5,6),1.92012 # DEPENDENCYPART_ARC
(5,7),-0.341275 # DEPENDENCYPART_ARC
(5,8),-0.73326 # DEPENDENCYPART_ARC
(5,9),-1.49661 # DEPENDENCYPART_ARC
(5,10),-1.96523 # DEPENDENCYPART_ARC
(5,11),-0.0295622 # DEPENDENCYPART_ARC
(5,12),-0.104101 # DEPENDENCYPART_ARC
(5,13),-0.903406 # DEPENDENCYPART_ARC
(5,14),-1.5271 # DEPENDENCYPART_ARC
(5,15),-1.15091 # DEPENDENCYPART_ARC
(5,16),-2.13383 # DEPENDENCYPART_ARC
(5,17),-0.556027 # DEPENDENCYPART_ARC
(5,18),-1.96081 # DEPENDENCYPART_ARC
(5,19),-1.52915 # DEPENDENCYPART_ARC
(5,20),-1.5446 # DEPENDENCYPART_ARC
(5,21),-1.23784 # DEPENDENCYPART_ARC
(5,22),-1.56217 # DEPENDENCYPART_ARC
(5,23),-1.78341 # DEPENDENCYPART_ARC
(5,24),-0.814634 # DEPENDENCYPART_ARC
(6,2),-1.41272 # DEPENDENCYPART_ARC
(6,3),-1.26001 # DEPENDENCYPART_ARC
(6,4),-1.10445 # DEPENDENCYPART_ARC
(6,5),-0.279751 # DEPENDENCYPART_ARC
(6,8),-1.2618 # DEPENDENCYPART_ARC
(6,9),-1.14173 # DEPENDENCYPART_ARC
(6,10),-1.21308 # DEPENDENCYPART_ARC
(6,11),-0.430638 # DEPENDENCYPART_ARC
(6,12),-0.453559 # DEPENDENCYPART_ARC
(6,15),-1.57062 # DEPENDENCYPART_ARC
(6,16),-1.51369 # DEPENDENCYPART_ARC
(6,17),-0.994045 # DEPENDENCYPART_ARC
(6,18),-1.75157 # DEPENDENCYPART_ARC
(6,19),-1.81326 # DEPENDENCYPART_ARC
(6,20),-1.94587 # DEPENDENCYPART_ARC
(6,21),-1.50037 # DEPENDENCYPART_ARC
(6,22),-1.53718 # DEPENDENCYPART_ARC
(6,23),-1.82088 # DEPENDENCYPART_ARC
(6,24),-1.86753 # DEPENDENCYPART_ARC
(7,1),-1.3383 # DEPENDENCYPART_ARC
(7,2),-1.29873 # DEPENDENCYPART_ARC
(7,3),-1.06485 # DEPENDENCYPART_ARC
(7,4),-0.819257 # DEPENDENCYPART_ARC
(7,5),-0.73304 # DEPENDENCYPART_ARC
(7,6),-0.100489 # DEPENDENCYPART_ARC
(7,8),-0.434422 # DEPENDENCYPART_ARC
(7,9),-1.26211 # DEPENDENCYPART_ARC
(7,10),-1.16608 # DEPENDENCYPART_ARC
(7,11),-0.495538 # DEPENDENCYPART_ARC
(7,12),-0.777316 # DEPENDENCYPART_ARC
(7,13),-1.04231 # DEPENDENCYPART_ARC
(7,14),-1.70559 # DEPENDENCYPART_ARC
(7,15),-1.61444 # DEPENDENCYPART_ARC
(7,16),-1.78011 # DEPENDENCYPART_ARC
(7,17),-1.02241 # DEPENDENCYPART_ARC
(7,18),-1.92928 # DEPENDENCYPART_ARC
(7,19),-1.74262 # DEPENDENCYPART_ARC
(7,20),-2.17907 # DEPENDENCYPART_ARC
(7,21),-1.84574 # DEPENDENCYPART_ARC
(7,22),-1.46908 # DEPENDENCYPART_ARC
(7,23),-1.9748 # DEPENDENCYPART_ARC
(7,24),-1.35213 # DEPENDENCYPART_ARC
(8,1),-2.05904 # DEPENDENCYPART_ARC
(8,2),-2.86623 # DEPENDENCYPART_ARC
(8,3),-1.84701 # DEPENDENCYPART_ARC
(8,4),-0.813361 # DEPENDENCYPART_ARC
(8,5),-1.02467 # DEPENDENCYPART_ARC
(8,6),-1.34603 # DEPENDENCYPART_ARC
(8,7),0.449006 # DEPENDENCYPART_ARC
(8,9),-0.388191 # DEPENDENCYPART_ARC
(8,10),-0.940206 # DEPENDENCYPART_ARC
(8,11),-0.841905 # DEPENDENCYPART_ARC
(8,12),-1.1076 # DEPENDENCYPART_ARC
(8,13),-1.06007 # DEPENDENCYPART_ARC
(8,14),-1.92991 # DEPENDENCYPART_ARC
(8,15),-1.3694 # DEPENDENCYPART_ARC
(8,16),-1.75734 # DEPENDENCYPART_ARC
(8,17),-1.35785 # DEPENDENCYPART_ARC
(8,18),-1.6081 # DEPENDENCYPART_ARC
(8,19),-1.8881 # DEPENDENCYPART_ARC
(8,20),-2.11102 # DEPENDENCYPART_ARC
(8,21),-2.35796 # DEPENDENCYPART_ARC
(8,22),-2.4122 # DEPENDENCYPART_ARC
(8,23),-1.8675 # DEPENDENCYPART_ARC
(8,24),-1.77432 # DEPENDENCYPART_ARC
(9,1),-1.72813 # DEPENDENCYPART_ARC
(9,2),-0.586149 # DEPENDENCYPART_ARC
(9,3),-1.53981 # DEPENDENCYPART_ARC
(9,4),0.194698 # DEPENDENCYPART_ARC
(9,5),-0.884027 # DEPENDENCYPART_ARC
(9,6),-1.27328 # DEPENDENCYPART_ARC
(9,7),-0.565859 # DEPENDENCYPART_ARC
(9,8),2.26734 # DEPENDENCYPART_ARC
(9,10),-0.16245 # DEPENDENCYPART_ARC
(9,11),0.189497 # DEPENDENCYPART_ARC
(9,12),-0.447798 # DEPENDENCYPART_ARC
(9,13),-0.519224 # DEPENDENCYPART_ARC
(9,14),-1.33956 # DEPENDENCYPART_ARC
(9,15),-0.751588 # DEPENDENCYPART_ARC
(9,16),-0.508932 # DEPENDENCYPART_ARC
(9,17),-1.01102 # DEPENDENCYPART_ARC
(9,18),-1.71465 # DEPENDENCYPART_ARC
(9,19),-1.51623 # DEPENDENCYPART_ARC
(9,20),-2.02699 # DEPENDENCYPART_ARC
(9,21),-1.49513 # DEPENDENCYPART_ARC
(9,22),-2.77777 # DEPENDENCYPART_ARC
(9,23),-2.39455 # DEPENDENCYPART_ARC
(9,24),-0.911668 # DEPENDENCYPART_ARC
(10,1),-0.901344 # DEPENDENCYPART_ARC
(10,2),0.625106 # DEPENDENCYPART_ARC
(10,3),-1.05224 # DEPENDENCYPART_ARC
(10,4),0.451811 # DEPENDENCYPART_ARC
(10,5),-0.0940014 # DEPENDENCYPART_ARC
(10,6),-0.804912 # DEPENDENCYPART_ARC
(10,7),0.00578898 # DEPENDENCYPART_ARC
(10,8),1.12734 # DEPENDENCYPART_ARC
(10,9),1.7784 # DEPENDENCYPART_ARC
(10,11),1.93351 # DEPENDENCYPART_ARC
(10,12),0.496826 # DEPENDENCYPART_ARC
(10,13),0.13509 # DEPENDENCYPART_ARC
(10,14),-0.304383 # DEPENDENCYPART_ARC
(10,15),-0.290391 # DEPENDENCYPART_ARC
(10,16),-0.174208 # DEPENDENCYPART_ARC
(10,17),-0.168989 # DEPENDENCYPART_ARC
(10,18),-1.06302 # DEPENDENCYPART_ARC
(10,19),-1.13687 # DEPENDENCYPART_ARC
(10,20),-0.318174 # DEPENDENCYPART_ARC
(10,21),-0.310901 # DEPENDENCYPART_ARC
(10,22),-0.687611 # DEPENDENCYPART_ARC
(10,23),-1.3323 # DEPENDENCYPART_ARC
(10,24),-0.802861 # DEPENDENCYPART_ARC
(11,2),-1.90043 # DEPENDENCYPART_ARC
(11,3),-1.76694 # DEPENDENCYPART_ARC
(11,4),-1.72132 # DEPENDENCYPART_ARC
(11,5),-1.91297 # DEPENDENCYPART_ARC
(11,6),-1.77124 # DEPENDENCYPART_ARC
(11,8),-1.28813 # DEPENDENCYPART_ARC
(11,9),-1.19058 # DEPENDENCYPART_ARC
(11,10),-0.356868 # DEPENDENCYPART_ARC
(11,12),1.59028 # DEPENDENCYPART_ARC
(11,15),-0.907825 # DEPENDENCYPART_ARC
(11,16),-1.15348 # DEPENDENCYPART_ARC
(11,17),-0.0878128 # DEPENDENCYPART_ARC
(11,18),-1.39828 # DEPENDENCYPART_ARC
(11,19),-1.25228 # DEPENDENCYPART_ARC
(11,20),-1.51859 # DEPENDENCYPART_ARC
(11,21),-1.30535 # DEPENDENCYPART_ARC
(11,22),-1.09577 # DEPENDENCYPART_ARC
(11,23),-1.3759 # DEPENDENCYPART_ARC
(11,24),-1.18076 # DEPENDENCYPART_ARC
(12,2),-1.16186 # DEPENDENCYPART_ARC
(12,4),-0.918877 # DEPENDENCYPART_ARC
(12,6),-0.850261 # DEPENDENCYPART_ARC
(12,8),-0.607189 # DEPENDENCYPART_ARC
(12,9),-0.55546 # DEPENDENCYPART_ARC
(12,10),0.0239528 # DEPENDENCYPART_ARC
(12,11),-0.0427215 # DEPENDENCYPART_ARC
(12,15),-0.588974 # DEPENDENCYPART_ARC
(12,16),-1.14366 # DEPENDENCYPART_ARC
(12,18),-1.43417 # DEPENDENCYPART_ARC
(12,19),-0.83735 # DEPENDENCYPART_ARC
(12,20),-1.59507 # DEPENDENCYPART_ARC
(12,22),-0.918799 # DEPENDENCYPART_ARC
(12,23),-0.836546 # DEPENDENCYPART_ARC
(13,1),-1.13591 # DEPENDENCYPART_ARC
(13,2),-1.0264 # DEPENDENCYPART_ARC
(13,3),-1.64002 # DEPENDENCYPART_ARC
(13,4),-0.8281 # DEPENDENCYPART_ARC
(13,5),-0.934975 # DEPENDENCYPART_ARC
(13,6),-1.28807 # DEPENDENCYPART_ARC
(13,7),-0.870964 # DEPENDENCYPART_ARC
(13,8),-0.597056 # DEPENDENCYPART_ARC
(13,9),-0.286677 # DEPENDENCYPART_ARC
(13,10),1.62338 # DEPENDENCYPART_ARC
(13,11),-0.805464 # DEPENDENCYPART_ARC
(13,12),-0.0696332 # DEPENDENCYPART_ARC
(13,14),-0.478026 # DEPENDENCYPART_ARC
(13,15),0.205624 # DEPENDENCYPART_ARC
(13,16),0.100195 # DEPENDENCYPART_ARC
(13,17),-0.481781 # DEPENDENCYPART_ARC
(13,18),-0.850396 # DEPENDENCYPART_ARC
(13,19),-0.327474 # DEPENDENCYPART_ARC
(13,20),-0.928125 # DEPENDENCYPART_ARC
(13,21),-1.21458 # DEPENDENCYPART_ARC
(13,22),-1.30379 # DEPENDENCYPART_ARC
(13,23),-0.0623589 # DEPENDENCYPART_ARC
(13,24),-0.969541 # DEPENDENCYPART_ARC
(14,2),-3.58028 # DEPENDENCYPART_ARC
(14,3),-2.36726 # DEPENDENCYPART_ARC
(14,4),-3.10681 # DEPENDENCYPART_ARC
(14,6),-2.10709 # DEPENDENCYPART_ARC
(14,8),-3.88426 # DEPENDENCYPART_ARC
(14,9),-1.59919 # DEPENDENCYPART_ARC
(14,10),-2.59584 # DEPENDENCYPART_ARC
(14,11),-1.69134 # DEPENDENCYPART_ARC
(14,12),-1.50693 # DEPENDENCYPART_ARC
(14,13),-0.734309 # DEPENDENCYPART_ARC
(14,15),-0.468977 # DEPENDENCYPART_ARC
(14,16),-1.49367 # DEPENDENCYPART_ARC
(14,17),-0.71052 # DEPENDENCYPART_ARC
(14,18),-1.17115 # DEPENDENCYPART_ARC
(14,19),-1.03745 # DEPENDENCYPART_ARC
(14,20),-1.98149 # DEPENDENCYPART_ARC
(14,23),-1.66775 # DEPENDENCYPART_ARC
(14,24),-1.21663 # DEPENDENCYPART_ARC
(15,1),-1.97726 # DEPENDENCYPART_ARC
(15,2),-0.563308 # DEPENDENCYPART_ARC
(15,3),-1.25395 # DEPENDENCYPART_ARC
(15,4),-0.139355 # DEPENDENCYPART_ARC
(15,5),-0.863642 # DEPENDENCYPART_ARC
(15,6),-1.41876 # DEPENDENCYPART_ARC
(15,7),-0.89628 # DEPENDENCYPART_ARC
(15,8),0.352921 # DEPENDENCYPART_ARC
(15,9),-0.398906 # DEPENDENCYPART_ARC
(15,10),-0.206631 # DEPENDENCYPART_ARC
(15,11),-1.08467 # DEPENDENCYPART_ARC
(15,12),-0.768812 # DEPENDENCYPART_ARC
(15,13),0.138552 # DEPENDENCYPART_ARC
(15,14),1.37359 # DEPENDENCYPART_ARC
(15,16),2.02243 # DEPENDENCYPART_ARC
(15,17),0.0503472 # DEPENDENCYPART_ARC
(15,18),-0.103864 # DEPENDENCYPART_ARC
(15,19),-0.464339 # DEPENDENCYPART_ARC
(15,20),-0.444268 # DEPENDENCYPART_ARC
(15,21),-0.545486 # DEPENDENCYPART_ARC
(15,22),-0.380245 # DEPENDENCYPART_ARC
(15,23),-0.111585 # DEPENDENCYPART_ARC
(15,24),-0.581464 # DEPENDENCYPART_ARC
(16,1),-2.06133 # DEPENDENCYPART_ARC
(16,2),-4.30114 # DEPENDENCYPART_ARC
(16,3),-1.72974 # DEPENDENCYPART_ARC
(16,4),-1.75116 # DEPENDENCYPART_ARC
(16,5),-2.93937 # DEPENDENCYPART_ARC
(16,6),-1.91773 # DEPENDENCYPART_ARC
(16,7),-0.382539 # DEPENDENCYPART_ARC
(16,8),-3.01251 # DEPENDENCYPART_ARC
(16,9),-3.11037 # DEPENDENCYPART_ARC
(16,10),-3.96671 # DEPENDENCYPART_ARC
(16,11),-1.80986 # DEPENDENCYPART_ARC
(16,12),-1.32771 # DEPENDENCYPART_ARC
(16,13),-0.399275 # DEPENDENCYPART_ARC
(16,14),-2.69237 # DEPENDENCYPART_ARC
(16,15),1.14238 # DEPENDENCYPART_ARC
(16,17),1.38324 # DEPENDENCYPART_ARC
(16,18),-1.11452 # DEPENDENCYPART_ARC
(16,19),-1.46332 # DEPENDENCYPART_ARC
(16,20),-1.80042 # DEPENDENCYPART_ARC
(16,21),-2.05814 # DEPENDENCYPART_ARC
(16,22),-2.12615 # DEPENDENCYPART_ARC
(16,23),-1.22262 # DEPENDENCYPART_ARC
(16,24),-0.837158 # DEPENDENCYPART_ARC
(17,2),-1.49317 # DEPENDENCYPART_ARC
(17,4),-1.22608 # DEPENDENCYPART_ARC
(17,5),-1.3943 # DEPENDENCYPART_ARC
(17,6),-1.27399 # DEPENDENCYPART_ARC
(17,8),-1.18685 # DEPENDENCYPART_ARC
(17,9),-1.12984 # DEPENDENCYPART_ARC
(17,10),-0.625591 # DEPENDENCYPART_ARC
(17,11),-1.12518 # DEPENDENCYPART_ARC
(17,13),-0.329508 # DEPENDENCYPART_ARC
(17,15),-0.0649312 # DEPENDENCYPART_ARC
(17,16),0.120991 # DEPENDENCYPART_ARC
(17,18),-0.0738261 # DEPENDENCYPART_ARC
(17,19),-0.382234 # DEPENDENCYPART_ARC
(17,20),-0.706828 # DEPENDENCYPART_ARC
(17,22),-0.763383 # DEPENDENCYPART_ARC
(17,23),-0.714398 # DEPENDENCYPART_ARC
(18,1),-2.5486 # DEPENDENCYPART_ARC
(18,2),-4.76262 # DEPENDENCYPART_ARC
(18,3),-2.09387 # DEPENDENCYPART_ARC
(18,4),-2.35686 # DEPENDENCYPART_ARC
(18,5),-2.82105 # DEPENDENCYPART_ARC
(18,6),-2.27704 # DEPENDENCYPART_ARC
(18,7),-0.890242 # DEPENDENCYPART_ARC
(18,8),-3.49419 # DEPENDENCYPART_ARC
(18,9),-4.67248 # DEPENDENCYPART_ARC
(18,10),-4.31604 # DEPENDENCYPART_ARC
(18,11),-2.24264 # DEPENDENCYPART_ARC
(18,12),-1.78696 # DEPENDENCYPART_ARC
(18,13),-1.2493 # DEPENDENCYPART_ARC
(18,14),-3.84255 # DEPENDENCYPART_ARC
(18,15),-1.26935 # DEPENDENCYPART_ARC
(18,16),-2.25748 # DEPENDENCYPART_ARC
(18,17),-0.140664 # DEPENDENCYPART_ARC
(18,19),-0.6661 # DEPENDENCYPART_ARC
(18,20),-1.3554 # DEPENDENCYPART_ARC
(18,21),-2.16359 # DEPENDENCYPART_ARC
(18,22),-2.2586 # DEPENDENCYPART_ARC
(18,23),-1.80525 # DEPENDENCYPART_ARC
(18,24),-1.24159 # DEPENDENCYPART_ARC
(19,1),-2.36068 # DEPENDENCYPART_ARC
(19,2),-1.89688 # DEPENDENCYPART_ARC
(19,3),-1.91057 # DEPENDENCYPART_ARC
(19,4),-1.3764 # DEPENDENCYPART_ARC
(19,5),-1.96737 # DEPENDENCYPART_ARC
(19,6),-1.9331 # DEPENDENCYPART_ARC
(19,7),-1.90308 # DEPENDENCYPART_ARC
(19,8),-0.928792 # DEPENDENCYPART_ARC
(19,9),-1.24645 # DEPENDENCYPART_ARC
(19,10),-1.2465 # DEPENDENCYPART_ARC
(19,11),-1.76704 # DEPENDENCYPART_ARC
(19,12),-1.57153 # DEPENDENCYPART_ARC
(19,13),-0.64976 # DEPENDENCYPART_ARC
(19,14),-0.538777 # DEPENDENCYPART_ARC
(19,15),-0.456961 # DEPENDENCYPART_ARC
(19,16),0.146644 # DEPENDENCYPART_ARC
(19,17),-1.2158 # DEPENDENCYPART_ARC
(19,18),2.58125 # DEPENDENCYPART_ARC
(19,20),-1.18379 # DEPENDENCYPART_ARC
(19,21),-0.935085 # DEPENDENCYPART_ARC
(19,22),-1.9195 # DEPENDENCYPART_ARC
(19,23),-1.81177 # DEPENDENCYPART_ARC
(19,24),-1.00611 # DEPENDENCYPART_ARC
(20,1),-2.31232 # DEPENDENCYPART_ARC
(20,2),-4.14048 # DEPENDENCYPART_ARC
(20,3),-1.80014 # DEPENDENCYPART_ARC
(20,4),-1.89963 # DEPENDENCYPART_ARC
(20,5),-2.8324 # DEPENDENCYPART_ARC
(20,6),-1.85811 # DEPENDENCYPART_ARC
(20,7),-0.357504 # DEPENDENCYPART_ARC
(20,8),-2.94382 # DEPENDENCYPART_ARC
(20,9),-3.50266 # DEPENDENCYPART_ARC
(20,10),-3.75893 # DEPENDENCYPART_ARC
(20,11),-1.81569 # DEPENDENCYPART_ARC
(20,12),-1.37717 # DEPENDENCYPART_ARC
(20,13),-1.05824 # DEPENDENCYPART_ARC
(20,14),-3.84832 # DEPENDENCYPART_ARC
(20,15),-0.448358 # DEPENDENCYPART_ARC
(20,16),-2.55061 # DEPENDENCYPART_ARC
(20,17),-0.804677 # DEPENDENCYPART_ARC
(20,18),-0.652874 # DEPENDENCYPART_ARC
(20,19),2.61627 # DEPENDENCYPART_ARC
(20,21),-1.00115 # DEPENDENCYPART_ARC
(20,22),-0.896443 # DEPENDENCYPART_ARC
(20,23),-1.29949 # DEPENDENCYPART_ARC
(20,24),-1.04039 # DEPENDENCYPART_ARC
(21,2),-1.59526 # DEPENDENCYPART_ARC
(21,3),-1.60074 # DEPENDENCYPART_ARC
(21,4),-1.50026 # DEPENDENCYPART_ARC
(21,5),-2.15471 # DEPENDENCYPART_ARC
(21,6),-1.61205 # DEPENDENCYPART_ARC
(21,8),-1.48462 # DEPENDENCYPART_ARC
(21,9),-2.13113 # DEPENDENCYPART_ARC
(21,10),-2.09254 # DEPENDENCYPART_ARC
(21,11),-1.52456 # DEPENDENCYPART_ARC
(21,12),-1.51987 # DEPENDENCYPART_ARC
(21,13),-1.24426 # DEPENDENCYPART_ARC
(21,15),-1.61128 # DEPENDENCYPART_ARC
(21,16),-1.6341 # DEPENDENCYPART_ARC
(21,17),-1.19252 # DEPENDENCYPART_ARC
(21,18),-1.40517 # DEPENDENCYPART_ARC
(21,19),-0.980218 # DEPENDENCYPART_ARC
(21,20),-0.58226 # DEPENDENCYPART_ARC
(21,23),-0.826457 # DEPENDENCYPART_ARC
(21,24),-0.0670812 # DEPENDENCYPART_ARC
(22,1),-1.36026 # DEPENDENCYPART_ARC
(22,2),-1.16765 # DEPENDENCYPART_ARC
(22,3),-2.07034 # DEPENDENCYPART_ARC
(22,4),-1.30174 # DEPENDENCYPART_ARC
(22,5),-2.3558 # DEPENDENCYPART_ARC
(22,6),-1.9339 # DEPENDENCYPART_ARC
(22,7),-0.863624 # DEPENDENCYPART_ARC
(22,8),-1.35835 # DEPENDENCYPART_ARC
(22,9),-1.76357 # DEPENDENCYPART_ARC
(22,10),-2.04034 # DEPENDENCYPART_ARC
(22,11),-1.83399 # DEPENDENCYPART_ARC
(22,12),-1.6994 # DEPENDENCYPART_ARC
(22,13),-1.49138 # DEPENDENCYPART_ARC
(22,14),-0.606631 # DEPENDENCYPART_ARC
(22,15),-1.995 # DEPENDENCYPART_ARC
(22,16),-1.63034 # DEPENDENCYPART_ARC
(22,17),-1.61156 # DEPENDENCYPART_ARC
(22,18),-1.11761 # DEPENDENCYPART_ARC
(22,19),-1.07421 # DEPENDENCYPART_ARC
(22,20),-0.595301 # DEPENDENCYPART_ARC
(22,21),-0.416991 # DEPENDENCYPART_ARC
(22,23),-0.710932 # DEPENDENCYPART_ARC
(22,24),-0.0483908 # DEPENDENCYPART_ARC
(23,1),-2.12621 # DEPENDENCYPART_ARC
(23,2),-1.19916 # DEPENDENCYPART_ARC
(23,3),-1.38104 # DEPENDENCYPART_ARC
(23,4),-1.19835 # DEPENDENCYPART_ARC
(23,5),-1.04649 # DEPENDENCYPART_ARC
(23,6),-1.60569 # DEPENDENCYPART_ARC
(23,7),-1.46016 # DEPENDENCYPART_ARC
(23,8),-0.611911 # DEPENDENCYPART_ARC
(23,9),-0.681794 # DEPENDENCYPART_ARC
(23,10),-1.26521 # DEPENDENCYPART_ARC
(23,11),-1.49526 # DEPENDENCYPART_ARC
(23,12),-1.23461 # DEPENDENCYPART_ARC
(23,13),-0.401072 # DEPENDENCYPART_ARC
(23,14),-0.360482 # DEPENDENCYPART_ARC
(23,15),-0.544638 # DEPENDENCYPART_ARC
(23,16),0.0783744 # DEPENDENCYPART_ARC
(23,17),-1.15141 # DEPENDENCYPART_ARC
(23,18),0.886506 # DEPENDENCYPART_ARC
(23,19),0.138594 # DEPENDENCYPART_ARC
(23,20),1.49064 # DEPENDENCYPART_ARC
