# _root_ g. ganbelu baten hezur bat eclipta prastata landarearen uretan sartzen da , gero erre , eta hortik ateratzen den margogaia ganbelu hezurrez egindako kutxa batean gordetzen da .
#goldHeads=0,22,2,10,4,9,6,6,10,16,10,11,14,16,14,0,18,20,18,26,22,23,24,26,24,16,26,27,
#predictedHeads=2,10,2,10,4,7,8,9,10,16,10,11,14,16,14,0,18,20,18,21,22,23,24,26,24,16,26,27,
(13,27),-1.53021 # DEPENDENCYPART_ARC
(13,28),-1.16491 # DEPENDENCYPART_ARC
(14,1),0.177679 # DEPENDENCYPART_ARC
(14,2),-0.58708 # DEPENDENCYPART_ARC
(14,3),-1.37504 # DEPENDENCYPART_ARC
(14,4),-0.476307 # DEPENDENCYPART_ARC
(14,5),-1.18466 # DEPENDENCYPART_ARC
(14,6),-0.616258 # DEPENDENCYPART_ARC
(14,7),-0.663626 # DEPENDENCYPART_ARC
(14,8),-0.910322 # DEPENDENCYPART_ARC
(14,9),-0.237275 # DEPENDENCYPART_ARC
(14,10),-0.0262225 # DEPENDENCYPART_ARC
(14,11),0.170273 # DEPENDENCYPART_ARC
(14,12),-0.5871 # DEPENDENCYPART_ARC
(14,13),1.42696 # DEPENDENCYPART_ARC
(14,15),1.68583 # DEPENDENCYPART_ARC
(14,16),-0.361066 # DEPENDENCYPART_ARC
(14,17),-0.554095 # DEPENDENCYPART_ARC
(14,18),-0.663026 # DEPENDENCYPART_ARC
(14,19),0.651019 # DEPENDENCYPART_ARC
(14,20),-0.667355 # DEPENDENCYPART_ARC
(14,21),-1.35696 # DEPENDENCYPART_ARC
(14,22),-1.08783 # DEPENDENCYPART_ARC
(14,23),-1.02763 # DEPENDENCYPART_ARC
(14,24),-1.13154 # DEPENDENCYPART_ARC
(14,25),-1.3014 # DEPENDENCYPART_ARC
(14,26),-1.03256 # DEPENDENCYPART_ARC
(14,27),-0.752193 # DEPENDENCYPART_ARC
(14,28),-1.04194 # DEPENDENCYPART_ARC
(15,1),-1.37721 # DEPENDENCYPART_ARC
(15,2),-1.28925 # DEPENDENCYPART_ARC
(15,3),-2.08475 # DEPENDENCYPART_ARC
(15,4),-1.37383 # DEPENDENCYPART_ARC
(15,5),-1.92025 # DEPENDENCYPART_ARC
(15,6),-1.28764 # DEPENDENCYPART_ARC
(15,7),-1.26874 # DEPENDENCYPART_ARC
(15,8),-1.30539 # DEPENDENCYPART_ARC
(15,9),-1.29988 # DEPENDENCYPART_ARC
(15,10),-1.29544 # DEPENDENCYPART_ARC
(15,11),-1.20234 # DEPENDENCYPART_ARC
(15,14),-0.0832888 # DEPENDENCYPART_ARC
(15,16),-0.471074 # DEPENDENCYPART_ARC
(15,18),-0.964398 # DEPENDENCYPART_ARC
(15,19),-1.21206 # DEPENDENCYPART_ARC
(15,20),-1.67872 # DEPENDENCYPART_ARC
(15,21),-1.80656 # DEPENDENCYPART_ARC
(15,22),-1.84751 # DEPENDENCYPART_ARC
(15,23),-1.62255 # DEPENDENCYPART_ARC
(15,24),-2.196 # DEPENDENCYPART_ARC
(15,25),-1.62231 # DEPENDENCYPART_ARC
(15,26),-1.8208 # DEPENDENCYPART_ARC
(15,27),-1.52629 # DEPENDENCYPART_ARC
(16,1),-1.39795 # DEPENDENCYPART_ARC
(16,2),-1.29308 # DEPENDENCYPART_ARC
(16,3),-0.512982 # DEPENDENCYPART_ARC
(16,4),-1.24724 # DEPENDENCYPART_ARC
(16,5),-1.23931 # DEPENDENCYPART_ARC
(16,6),-1.1259 # DEPENDENCYPART_ARC
(16,7),-1.14189 # DEPENDENCYPART_ARC
(16,8),-1.19786 # DEPENDENCYPART_ARC
(16,9),-1.57814 # DEPENDENCYPART_ARC
(16,10),0.66177 # DEPENDENCYPART_ARC
(16,11),-0.679847 # DEPENDENCYPART_ARC
(16,12),-1.03528 # DEPENDENCYPART_ARC
(16,13),-0.134624 # DEPENDENCYPART_ARC
(16,14),1.42107 # DEPENDENCYPART_ARC
(16,15),-0.00784811 # DEPENDENCYPART_ARC
(16,17),-0.171654 # DEPENDENCYPART_ARC
(16,18),0.820537 # DEPENDENCYPART_ARC
(16,19),0.00388606 # DEPENDENCYPART_ARC
(16,20),-0.531701 # DEPENDENCYPART_ARC
(16,21),-1.5875 # DEPENDENCYPART_ARC
(16,22),-0.827391 # DEPENDENCYPART_ARC
(16,23),-0.550959 # DEPENDENCYPART_ARC
(16,24),-1.70869 # DEPENDENCYPART_ARC
(16,25),-0.886931 # DEPENDENCYPART_ARC
(16,26),-0.125075 # DEPENDENCYPART_ARC
(16,27),-1.41416 # DEPENDENCYPART_ARC
(16,28),-0.846418 # DEPENDENCYPART_ARC
(17,1),-1.88944 # DEPENDENCYPART_ARC
(17,2),-1.96688 # DEPENDENCYPART_ARC
(17,3),-2.26166 # DEPENDENCYPART_ARC
(17,4),-1.82525 # DEPENDENCYPART_ARC
(17,5),-2.30473 # DEPENDENCYPART_ARC
(17,6),-2.04443 # DEPENDENCYPART_ARC
(17,7),-1.98091 # DEPENDENCYPART_ARC
(17,8),-1.84789 # DEPENDENCYPART_ARC
(17,9),-1.86004 # DEPENDENCYPART_ARC
(17,10),-1.83445 # DEPENDENCYPART_ARC
(17,11),-2.04693 # DEPENDENCYPART_ARC
(17,12),-1.98489 # DEPENDENCYPART_ARC
(17,13),-1.5707 # DEPENDENCYPART_ARC
(17,14),-1.593 # DEPENDENCYPART_ARC
(17,15),-1.57585 # DEPENDENCYPART_ARC
(17,16),-0.758743 # DEPENDENCYPART_ARC
(17,18),-0.684503 # DEPENDENCYPART_ARC
(17,19),-0.601894 # DEPENDENCYPART_ARC
(17,20),-1.0365 # DEPENDENCYPART_ARC
(17,21),-1.16198 # DEPENDENCYPART_ARC
(17,22),-0.932053 # DEPENDENCYPART_ARC
(17,23),-1.50324 # DEPENDENCYPART_ARC
(17,24),-1.20073 # DEPENDENCYPART_ARC
(17,25),-1.54282 # DEPENDENCYPART_ARC
(17,26),-1.86894 # DEPENDENCYPART_ARC
(17,27),-1.46093 # DEPENDENCYPART_ARC
(17,28),-1.01985 # DEPENDENCYPART_ARC
(18,1),-0.731751 # DEPENDENCYPART_ARC
(18,2),-1.48193 # DEPENDENCYPART_ARC
(18,3),-2.55441 # DEPENDENCYPART_ARC
(18,4),-1.34045 # DEPENDENCYPART_ARC
(18,5),-1.72658 # DEPENDENCYPART_ARC
(18,6),-1.59826 # DEPENDENCYPART_ARC
(18,7),-1.82294 # DEPENDENCYPART_ARC
(18,8),-2.51158 # DEPENDENCYPART_ARC
(18,9),-1.51619 # DEPENDENCYPART_ARC
(18,10),-0.790819 # DEPENDENCYPART_ARC
(18,11),-0.903863 # DEPENDENCYPART_ARC
(18,12),-1.29598 # DEPENDENCYPART_ARC
(18,13),-0.670323 # DEPENDENCYPART_ARC
(18,14),-0.811673 # DEPENDENCYPART_ARC
(18,15),-1.08205 # DEPENDENCYPART_ARC
(18,16),-0.170455 # DEPENDENCYPART_ARC
(18,17),1.01735 # DEPENDENCYPART_ARC
(18,19),2.1973 # DEPENDENCYPART_ARC
(18,20),-0.0827216 # DEPENDENCYPART_ARC
(18,21),-0.685894 # DEPENDENCYPART_ARC
(18,22),-0.909531 # DEPENDENCYPART_ARC
(18,23),-0.838499 # DEPENDENCYPART_ARC
(18,24),-0.81115 # DEPENDENCYPART_ARC
(18,25),-1.00411 # DEPENDENCYPART_ARC
(18,26),-1.0815 # DEPENDENCYPART_ARC
(18,27),-1.46547 # DEPENDENCYPART_ARC
(18,28),-1.37805 # DEPENDENCYPART_ARC
(19,1),-2.17471 # DEPENDENCYPART_ARC
(19,2),-2.49305 # DEPENDENCYPART_ARC
(19,3),-2.11521 # DEPENDENCYPART_ARC
