# _root_ beraz , koazerbatuek materiaren antolamenduaren nolabaiteko hastapen-forma eskaintzen digutela ikusten dugu , nahiz_eta antolamendu hau oraindik oso primitiboa eta erabat ezegonkorra izan .
#goldHeads=10,3,8,5,7,7,8,10,8,0,10,11,10,22,14,22,0,19,22,21,19,10,22,
#predictedHeads=0,3,8,5,7,7,8,10,8,0,10,11,0,22,14,18,18,19,22,21,22,10,22,
(8,13),-0.532503 # DEPENDENCYPART_ARC
(8,14),-1.52281 # DEPENDENCYPART_ARC
(8,15),-1.4392 # DEPENDENCYPART_ARC
(8,16),-0.903985 # DEPENDENCYPART_ARC
(8,17),-1.09881 # DEPENDENCYPART_ARC
(8,18),-1.61252 # DEPENDENCYPART_ARC
(8,19),-0.871098 # DEPENDENCYPART_ARC
(8,20),-1.40893 # DEPENDENCYPART_ARC
(8,21),-2.04656 # DEPENDENCYPART_ARC
(8,22),-0.630421 # DEPENDENCYPART_ARC
(8,23),-0.953011 # DEPENDENCYPART_ARC
(9,1),-1.24004 # DEPENDENCYPART_ARC
(9,2),-1.60328 # DEPENDENCYPART_ARC
(9,3),-0.651453 # DEPENDENCYPART_ARC
(9,4),-1.32104 # DEPENDENCYPART_ARC
(9,5),-1.16091 # DEPENDENCYPART_ARC
(9,6),-0.710273 # DEPENDENCYPART_ARC
(9,7),-0.158763 # DEPENDENCYPART_ARC
(9,8),-1.46356 # DEPENDENCYPART_ARC
(9,10),-1.35164 # DEPENDENCYPART_ARC
(9,11),-0.820424 # DEPENDENCYPART_ARC
(9,12),-0.166367 # DEPENDENCYPART_ARC
(9,13),-1.08189 # DEPENDENCYPART_ARC
(9,14),-1.7431 # DEPENDENCYPART_ARC
(9,15),-2.2133 # DEPENDENCYPART_ARC
(9,16),-0.942179 # DEPENDENCYPART_ARC
(9,17),-1.07982 # DEPENDENCYPART_ARC
(9,18),-1.53944 # DEPENDENCYPART_ARC
(9,19),-1.54082 # DEPENDENCYPART_ARC
(9,20),-1.07541 # DEPENDENCYPART_ARC
(9,21),-1.65911 # DEPENDENCYPART_ARC
(9,22),-2.17669 # DEPENDENCYPART_ARC
(9,23),-1.34431 # DEPENDENCYPART_ARC
(10,1),0.291963 # DEPENDENCYPART_ARC
(10,2),-1.59796 # DEPENDENCYPART_ARC
(10,3),0.386734 # DEPENDENCYPART_ARC
(10,4),-1.29197 # DEPENDENCYPART_ARC
(10,5),-1.11504 # DEPENDENCYPART_ARC
(10,6),-0.0923893 # DEPENDENCYPART_ARC
(10,7),0.760066 # DEPENDENCYPART_ARC
(10,8),1.59979 # DEPENDENCYPART_ARC
(10,9),0.392019 # DEPENDENCYPART_ARC
(10,11),2.2969 # DEPENDENCYPART_ARC
(10,12),-0.107435 # DEPENDENCYPART_ARC
(10,13),0.151911 # DEPENDENCYPART_ARC
(10,14),-0.665316 # DEPENDENCYPART_ARC
(10,15),-0.908267 # DEPENDENCYPART_ARC
(10,16),-0.360524 # DEPENDENCYPART_ARC
(10,17),-0.584564 # DEPENDENCYPART_ARC
(10,18),-1.31643 # DEPENDENCYPART_ARC
(10,19),-0.592604 # DEPENDENCYPART_ARC
(10,20),-0.794612 # DEPENDENCYPART_ARC
(10,21),-1.47785 # DEPENDENCYPART_ARC
(10,22),0.0260226 # DEPENDENCYPART_ARC
(10,23),-0.813485 # DEPENDENCYPART_ARC
(11,1),-1.23937 # DEPENDENCYPART_ARC
(11,2),-0.941673 # DEPENDENCYPART_ARC
(11,3),-1.47641 # DEPENDENCYPART_ARC
(11,4),-1.51732 # DEPENDENCYPART_ARC
(11,5),-1.46145 # DEPENDENCYPART_ARC
(11,6),-0.947711 # DEPENDENCYPART_ARC
(11,7),-1.11753 # DEPENDENCYPART_ARC
(11,8),-1.92871 # DEPENDENCYPART_ARC
(11,9),-0.640339 # DEPENDENCYPART_ARC
(11,10),-1.0098 # DEPENDENCYPART_ARC
(11,12),1.49463 # DEPENDENCYPART_ARC
(11,13),-1.03961 # DEPENDENCYPART_ARC
(11,14),-1.71188 # DEPENDENCYPART_ARC
(11,15),-2.17593 # DEPENDENCYPART_ARC
(11,16),-1.04957 # DEPENDENCYPART_ARC
(11,17),-1.08378 # DEPENDENCYPART_ARC
(11,18),-2.57235 # DEPENDENCYPART_ARC
(11,19),-1.81602 # DEPENDENCYPART_ARC
(11,20),-1.20109 # DEPENDENCYPART_ARC
(11,21),-2.65886 # DEPENDENCYPART_ARC
(11,22),-2.05995 # DEPENDENCYPART_ARC
(11,23),-1.21574 # DEPENDENCYPART_ARC
(12,1),-1.13599 # DEPENDENCYPART_ARC
(12,2),-1.48765 # DEPENDENCYPART_ARC
(12,3),-0.772963 # DEPENDENCYPART_ARC
(12,4),-0.615923 # DEPENDENCYPART_ARC
(12,5),-0.710847 # DEPENDENCYPART_ARC
(12,6),-1.04126 # DEPENDENCYPART_ARC
(12,7),-0.670688 # DEPENDENCYPART_ARC
(12,8),-0.429377 # DEPENDENCYPART_ARC
(12,9),-0.450286 # DEPENDENCYPART_ARC
(12,10),0.240884 # DEPENDENCYPART_ARC
(12,11),0.138996 # DEPENDENCYPART_ARC
(12,13),-0.394812 # DEPENDENCYPART_ARC
(12,14),-1.35779 # DEPENDENCYPART_ARC
(12,15),-1.40389 # DEPENDENCYPART_ARC
(12,16),-1.58089 # DEPENDENCYPART_ARC
(12,17),-1.63272 # DEPENDENCYPART_ARC
(12,18),-1.34944 # DEPENDENCYPART_ARC
(12,19),-1.06296 # DEPENDENCYPART_ARC
(12,20),-1.73103 # DEPENDENCYPART_ARC
(12,21),-1.37159 # DEPENDENCYPART_ARC
(12,22),-1.09356 # DEPENDENCYPART_ARC
(12,23),-0.943641 # DEPENDENCYPART_ARC
(13,1),-1.66259 # DEPENDENCYPART_ARC
(13,2),-2.13131 # DEPENDENCYPART_ARC
(13,3),-1.47386 # DEPENDENCYPART_ARC
(13,4),-1.93609 # DEPENDENCYPART_ARC
(13,5),-1.76674 # DEPENDENCYPART_ARC
(13,6),-1.55247 # DEPENDENCYPART_ARC
(13,7),-1.44017 # DEPENDENCYPART_ARC
(13,8),-0.963478 # DEPENDENCYPART_ARC
(13,9),-1.18133 # DEPENDENCYPART_ARC
(13,10),-0.942392 # DEPENDENCYPART_ARC
(13,11),-1.24775 # DEPENDENCYPART_ARC
(13,12),-0.829035 # DEPENDENCYPART_ARC
(13,14),-0.902473 # DEPENDENCYPART_ARC
(13,15),-0.86254 # DEPENDENCYPART_ARC
(13,16),-0.806358 # DEPENDENCYPART_ARC
(13,17),-0.934224 # DEPENDENCYPART_ARC
(13,18),-0.827556 # DEPENDENCYPART_ARC
(13,19),-0.518434 # DEPENDENCYPART_ARC
(13,20),-1.16118 # DEPENDENCYPART_ARC
(13,21),-0.981497 # DEPENDENCYPART_ARC
(13,22),-0.346466 # DEPENDENCYPART_ARC
(13,23),-0.774264 # DEPENDENCYPART_ARC
(14,1),-1.70487 # DEPENDENCYPART_ARC
(14,2),-2.07744 # DEPENDENCYPART_ARC
(14,3),-2.71154 # DEPENDENCYPART_ARC
(14,4),-1.72257 # DEPENDENCYPART_ARC
(14,5),-1.69811 # DEPENDENCYPART_ARC
(14,6),-0.863871 # DEPENDENCYPART_ARC
(14,7),-2.796 # DEPENDENCYPART_ARC
(14,8),-0.780332 # DEPENDENCYPART_ARC
(14,9),-1.6322 # DEPENDENCYPART_ARC
(14,10),-0.702569 # DEPENDENCYPART_ARC
(14,11),-1.19013 # DEPENDENCYPART_ARC
(14,12),-0.933788 # DEPENDENCYPART_ARC
(14,13),-0.204696 # DEPENDENCYPART_ARC
(14,15),2.53566 # DEPENDENCYPART_ARC
(14,16),0.181094 # DEPENDENCYPART_ARC
(14,17),-0.31776 # DEPENDENCYPART_ARC
(14,18),0.198169 # DEPENDENCYPART_ARC
(14,19),-0.147471 # DEPENDENCYPART_ARC
(14,20),-0.529075 # DEPENDENCYPART_ARC
(14,21),-0.0420272 # DEPENDENCYPART_ARC
(14,22),-0.576543 # DEPENDENCYPART_ARC
(14,23),-0.61712 # DEPENDENCYPART_ARC
(15,1),-1.47183 # DEPENDENCYPART_ARC
(15,2),-1.6854 # DEPENDENCYPART_ARC
(15,3),-2.63465 # DEPENDENCYPART_ARC
(15,4),-1.76302 # DEPENDENCYPART_ARC
(15,5),-1.60352 # DEPENDENCYPART_ARC
(15,6),-0.600592 # DEPENDENCYPART_ARC
(15,7),-2.24605 # DEPENDENCYPART_ARC
(15,8),-0.933971 # DEPENDENCYPART_ARC
(15,9),-1.9457 # DEPENDENCYPART_ARC
(15,10),-0.765257 # DEPENDENCYPART_ARC
(15,11),-1.54319 # DEPENDENCYPART_ARC
(15,12),-0.9388 # DEPENDENCYPART_ARC
(15,13),-0.729021 # DEPENDENCYPART_ARC
(15,14),-0.266182 # DEPENDENCYPART_ARC
(15,16),-0.0433542 # DEPENDENCYPART_ARC
(15,17),-0.876067 # DEPENDENCYPART_ARC
(15,18),-2.3733 # DEPENDENCYPART_ARC
(15,19),-1.12862 # DEPENDENCYPART_ARC
(15,20),-1.24632 # DEPENDENCYPART_ARC
(15,21),-2.67563 # DEPENDENCYPART_ARC
(15,22),-1.45203 # DEPENDENCYPART_ARC
(15,23),-1.04524 # DEPENDENCYPART_ARC
(16,1),-0.826214 # DEPENDENCYPART_ARC
(16,2),-1.91529 # DEPENDENCYPART_ARC
(16,3),-1.14018 # DEPENDENCYPART_ARC
(16,4),-1.30661 # DEPENDENCYPART_ARC
(16,5),-1.40191 # DEPENDENCYPART_ARC
(16,6),-1.15186 # DEPENDENCYPART_ARC
(16,7),-1.27554 # DEPENDENCYPART_ARC
(16,8),-1.25542 # DEPENDENCYPART_ARC
(16,9),-1.30602 # DEPENDENCYPART_ARC
(16,10),-1.2604 # DEPENDENCYPART_ARC
(16,11),-1.28901 # DEPENDENCYPART_ARC
(16,12),-1.16908 # DEPENDENCYPART_ARC
(16,13),-0.596267 # DEPENDENCYPART_ARC
(16,14),-0.524591 # DEPENDENCYPART_ARC
(16,15),-0.0218654 # DEPENDENCYPART_ARC
(16,17),-0.0385283 # DEPENDENCYPART_ARC
(16,18),-1.16396 # DEPENDENCYPART_ARC
(16,19),-0.81636 # DEPENDENCYPART_ARC
(16,20),-1.15088 # DEPENDENCYPART_ARC
(16,21),-1.66283 # DEPENDENCYPART_ARC
(16,22),-1.5814 # DEPENDENCYPART_ARC
(16,23),-0.840754 # DEPENDENCYPART_ARC
(17,1),-0.949804 # DEPENDENCYPART_ARC
(17,2),-1.87857 # DEPENDENCYPART_ARC
(17,3),-1.27759 # DEPENDENCYPART_ARC
(17,4),-1.26993 # DEPENDENCYPART_ARC
(17,5),-1.45961 # DEPENDENCYPART_ARC
(17,6),-1.24015 # DEPENDENCYPART_ARC
(17,7),-1.32706 # DEPENDENCYPART_ARC
(17,8),-1.38122 # DEPENDENCYPART_ARC
(17,9),-1.36233 # DEPENDENCYPART_ARC
(17,10),-1.33815 # DEPENDENCYPART_ARC
(17,11),-1.3198 # DEPENDENCYPART_ARC
(17,12),-1.31585 # DEPENDENCYPART_ARC
(17,13),-0.866243 # DEPENDENCYPART_ARC
(17,14),-0.827435 # DEPENDENCYPART_ARC
(17,15),-0.71335 # DEPENDENCYPART_ARC
(17,16),0.182028 # DEPENDENCYPART_ARC
(17,18),-0.193094 # DEPENDENCYPART_ARC
(17,19),-0.432203 # DEPENDENCYPART_ARC
(17,20),-0.823674 # DEPENDENCYPART_ARC
(17,21),-1.4667 # DEPENDENCYPART_ARC
(17,22),-1.28763 # DEPENDENCYPART_ARC
(17,23),-0.519143 # DEPENDENCYPART_ARC
(18,1),-1.19218 # DEPENDENCYPART_ARC
(18,2),-1.60358 # DEPENDENCYPART_ARC
(18,3),-1.92881 # DEPENDENCYPART_ARC
(18,4),-1.61198 # DEPENDENCYPART_ARC
(18,5),-1.44509 # DEPENDENCYPART_ARC
(18,6),-1.09675 # DEPENDENCYPART_ARC
(18,7),-1.24825 # DEPENDENCYPART_ARC
(18,8),-1.01659 # DEPENDENCYPART_ARC
(18,9),-1.99098 # DEPENDENCYPART_ARC
(18,10),-0.975921 # DEPENDENCYPART_ARC
(18,11),-1.58817 # DEPENDENCYPART_ARC
(18,12),-1.14805 # DEPENDENCYPART_ARC
(18,13),-0.520509 # DEPENDENCYPART_ARC
(18,14),-0.840148 # DEPENDENCYPART_ARC
(18,15),-1.68668 # DEPENDENCYPART_ARC
(18,16),0.29005 # DEPENDENCYPART_ARC
(18,17),1.43898 # DEPENDENCYPART_ARC
(18,19),-0.514639 # DEPENDENCYPART_ARC
(18,20),-1.02333 # DEPENDENCYPART_ARC
(18,21),-1.63777 # DEPENDENCYPART_ARC
(18,22),-1.79998 # DEPENDENCYPART_ARC
(18,23),-0.998968 # DEPENDENCYPART_ARC
(19,1),-1.01926 # DEPENDENCYPART_ARC
(19,2),-2.06473 # DEPENDENCYPART_ARC
(19,3),-2.22584 # DEPENDENCYPART_ARC
(19,4),-2.22844 # DEPENDENCYPART_ARC
(19,5),-2.19893 # DEPENDENCYPART_ARC
(19,6),-0.489106 # DEPENDENCYPART_ARC
(19,7),-1.94922 # DEPENDENCYPART_ARC
(19,8),-0.479871 # DEPENDENCYPART_ARC
(19,9),-0.798484 # DEPENDENCYPART_ARC
(19,10),-0.230122 # DEPENDENCYPART_ARC
(19,11),-1.01636 # DEPENDENCYPART_ARC
(19,12),-1.44582 # DEPENDENCYPART_ARC
(19,13),-0.416288 # DEPENDENCYPART_ARC
(19,14),-0.693569 # DEPENDENCYPART_ARC
(19,15),-1.21327 # DEPENDENCYPART_ARC
(19,16),-0.0335736 # DEPENDENCYPART_ARC
(19,17),-0.0582755 # DEPENDENCYPART_ARC
(19,18),1.46116 # DEPENDENCYPART_ARC
(19,20),0.240582 # DEPENDENCYPART_ARC
(19,21),0.841059 # DEPENDENCYPART_ARC
(19,22),0.144191 # DEPENDENCYPART_ARC
(19,23),-0.388816 # DEPENDENCYPART_ARC
(20,1),-1.72422 # DEPENDENCYPART_ARC
(20,2),-2.6947 # DEPENDENCYPART_ARC
(20,3),-1.9669 # DEPENDENCYPART_ARC
(20,4),-2.04248 # DEPENDENCYPART_ARC
(20,5),-2.08079 # DEPENDENCYPART_ARC
(20,6),-1.95779 # DEPENDENCYPART_ARC
(20,7),-1.99907 # DEPENDENCYPART_ARC
(20,8),-2.20175 # DEPENDENCYPART_ARC
(20,9),-2.33135 # DEPENDENCYPART_ARC
(20,10),-2.11458 # DEPENDENCYPART_ARC
(20,11),-2.14998 # DEPENDENCYPART_ARC
(20,12),-2.15435 # DEPENDENCYPART_ARC
(20,13),-1.78258 # DEPENDENCYPART_ARC
(20,14),-1.90159 # DEPENDENCYPART_ARC
(20,15),-1.94556 # DEPENDENCYPART_ARC
(20,16),-1.52524 # DEPENDENCYPART_ARC
(20,17),-1.12429 # DEPENDENCYPART_ARC
(20,18),-1.70325 # DEPENDENCYPART_ARC
(20,19),-0.82487 # DEPENDENCYPART_ARC
(20,21),-0.13437 # DEPENDENCYPART_ARC
(20,22),-1.04038 # DEPENDENCYPART_ARC
(20,23),-0.325983 # DEPENDENCYPART_ARC
(21,1),-1.35386 # DEPENDENCYPART_ARC
(21,2),-1.78026 # DEPENDENCYPART_ARC
(21,3),-1.90601 # DEPENDENCYPART_ARC
(21,4),-1.66659 # DEPENDENCYPART_ARC
(21,5),-1.56419 # DEPENDENCYPART_ARC
(21,6),-1.26383 # DEPENDENCYPART_ARC
(21,7),-1.22449 # DEPENDENCYPART_ARC
(21,8),-1.25143 # DEPENDENCYPART_ARC
(21,9),-2.32408 # DEPENDENCYPART_ARC
(21,10),-1.3727 # DEPENDENCYPART_ARC
(21,11),-1.81382 # DEPENDENCYPART_ARC
(21,12),-1.42475 # DEPENDENCYPART_ARC
(21,13),-0.859886 # DEPENDENCYPART_ARC
(21,14),-1.19213 # DEPENDENCYPART_ARC
(21,15),-2.32779 # DEPENDENCYPART_ARC
(21,16),-0.513607 # DEPENDENCYPART_ARC
(21,17),0.143497 # DEPENDENCYPART_ARC
(21,18),-2.13532 # DEPENDENCYPART_ARC
(21,19),-0.369481 # DEPENDENCYPART_ARC
(21,20),0.905646 # DEPENDENCYPART_ARC
(21,22),-0.0290459 # DEPENDENCYPART_ARC
(21,23),0.283305 # DEPENDENCYPART_ARC
(22,1),-0.994996 # DEPENDENCYPART_ARC
(22,2),-2.46305 # DEPENDENCYPART_ARC
(22,3),-1.08945 # DEPENDENCYPART_ARC
(22,4),-1.61172 # DEPENDENCYPART_ARC
(22,5),-1.62361 # DEPENDENCYPART_ARC
(22,6),-1.40663 # DEPENDENCYPART_ARC
(22,7),-0.496077 # DEPENDENCYPART_ARC
(22,8),-0.852747 # DEPENDENCYPART_ARC
(22,9),-0.708983 # DEPENDENCYPART_ARC
(22,10),-1.0625 # DEPENDENCYPART_ARC
(22,11),-0.254538 # DEPENDENCYPART_ARC
(22,12),-1.49554 # DEPENDENCYPART_ARC
(22,13),0.447823 # DEPENDENCYPART_ARC
(22,14),0.052385 # DEPENDENCYPART_ARC
(22,15),-0.509669 # DEPENDENCYPART_ARC
(22,16),-0.165046 # DEPENDENCYPART_ARC
(22,17),-0.580736 # DEPENDENCYPART_ARC
(22,18),0.133136 # DEPENDENCYPART_ARC
(22,19),0.722798 # DEPENDENCYPART_ARC
