# _root_ orduan , gai ezberdinei_buruzko elkarrizketa atsegin bati ekingo dio , nahiz_eta gizartean oso gaizki ikusiko liratekeen gaietaz hitzerdika hitzegingo duten .
#goldHeads=0,3,5,3,8,5,5,0,8,9,0,15,14,15,17,15,19,19,8,19,20,
#predictedHeads=8,3,8,3,8,5,5,15,8,9,15,15,14,15,0,15,19,19,15,19,20,
(12,20),-3.36228 # DEPENDENCYPART_ARC
(12,21),-1.38913 # DEPENDENCYPART_ARC
(13,1),-1.54637 # DEPENDENCYPART_ARC
(13,2),-1.62993 # DEPENDENCYPART_ARC
(13,3),-1.44775 # DEPENDENCYPART_ARC
(13,4),-1.9185 # DEPENDENCYPART_ARC
(13,5),-1.4081 # DEPENDENCYPART_ARC
(13,6),-1.80838 # DEPENDENCYPART_ARC
(13,7),-1.38403 # DEPENDENCYPART_ARC
(13,8),-1.249 # DEPENDENCYPART_ARC
(13,9),-1.25087 # DEPENDENCYPART_ARC
(13,10),-0.912686 # DEPENDENCYPART_ARC
(13,11),-0.677533 # DEPENDENCYPART_ARC
(13,12),-0.191766 # DEPENDENCYPART_ARC
(13,14),-0.0494451 # DEPENDENCYPART_ARC
(13,15),-1.3305 # DEPENDENCYPART_ARC
(13,16),-0.982447 # DEPENDENCYPART_ARC
(13,17),-1.23021 # DEPENDENCYPART_ARC
(13,18),-1.19969 # DEPENDENCYPART_ARC
(13,19),-1.61007 # DEPENDENCYPART_ARC
(13,20),-1.313 # DEPENDENCYPART_ARC
(13,21),-0.860803 # DEPENDENCYPART_ARC
(14,1),-1.02041 # DEPENDENCYPART_ARC
(14,2),-1.42349 # DEPENDENCYPART_ARC
(14,3),-1.01805 # DEPENDENCYPART_ARC
(14,4),-1.56446 # DEPENDENCYPART_ARC
(14,5),-1.0204 # DEPENDENCYPART_ARC
(14,6),-1.47596 # DEPENDENCYPART_ARC
(14,7),-1.03886 # DEPENDENCYPART_ARC
(14,8),-0.919673 # DEPENDENCYPART_ARC
(14,9),-1.02556 # DEPENDENCYPART_ARC
(14,10),-0.887862 # DEPENDENCYPART_ARC
(14,11),-0.258412 # DEPENDENCYPART_ARC
(14,12),-0.345183 # DEPENDENCYPART_ARC
(14,13),0.83576 # DEPENDENCYPART_ARC
(14,15),-0.633296 # DEPENDENCYPART_ARC
(14,16),-0.646626 # DEPENDENCYPART_ARC
(14,17),-1.13612 # DEPENDENCYPART_ARC
(14,18),-1.13813 # DEPENDENCYPART_ARC
(14,19),-1.67128 # DEPENDENCYPART_ARC
(14,20),-1.34141 # DEPENDENCYPART_ARC
(14,21),-0.868576 # DEPENDENCYPART_ARC
(15,1),0.230413 # DEPENDENCYPART_ARC
(15,2),-1.54993 # DEPENDENCYPART_ARC
(15,3),-0.224565 # DEPENDENCYPART_ARC
(15,4),-0.995366 # DEPENDENCYPART_ARC
(15,5),-0.365107 # DEPENDENCYPART_ARC
(15,6),-0.942259 # DEPENDENCYPART_ARC
(15,7),-1.56079 # DEPENDENCYPART_ARC
(15,8),0.213656 # DEPENDENCYPART_ARC
(15,9),-0.145824 # DEPENDENCYPART_ARC
(15,10),-1.06546 # DEPENDENCYPART_ARC
(15,11),0.645943 # DEPENDENCYPART_ARC
(15,12),1.56243 # DEPENDENCYPART_ARC
(15,13),0.250786 # DEPENDENCYPART_ARC
(15,14),0.837123 # DEPENDENCYPART_ARC
(15,16),2.64932 # DEPENDENCYPART_ARC
(15,17),0.981454 # DEPENDENCYPART_ARC
(15,18),-0.297962 # DEPENDENCYPART_ARC
(15,19),-0.199669 # DEPENDENCYPART_ARC
(15,20),0.722476 # DEPENDENCYPART_ARC
(15,21),-0.610228 # DEPENDENCYPART_ARC
(16,1),-1.46293 # DEPENDENCYPART_ARC
(16,2),-1.87752 # DEPENDENCYPART_ARC
(16,3),-1.5079 # DEPENDENCYPART_ARC
(16,5),-1.51008 # DEPENDENCYPART_ARC
(16,6),-2.06949 # DEPENDENCYPART_ARC
(16,7),-1.80661 # DEPENDENCYPART_ARC
(16,8),-2.20424 # DEPENDENCYPART_ARC
(16,9),-1.41986 # DEPENDENCYPART_ARC
(16,10),-1.55807 # DEPENDENCYPART_ARC
(16,11),-1.25189 # DEPENDENCYPART_ARC
(16,12),-1.74004 # DEPENDENCYPART_ARC
(16,13),-0.849589 # DEPENDENCYPART_ARC
(16,14),-0.770833 # DEPENDENCYPART_ARC
(16,15),-0.915289 # DEPENDENCYPART_ARC
(16,17),-1.56833 # DEPENDENCYPART_ARC
(16,18),-0.490378 # DEPENDENCYPART_ARC
(16,19),-1.40811 # DEPENDENCYPART_ARC
(16,20),-1.28899 # DEPENDENCYPART_ARC
(16,21),-0.555453 # DEPENDENCYPART_ARC
(17,1),-1.47837 # DEPENDENCYPART_ARC
(17,2),-1.91742 # DEPENDENCYPART_ARC
(17,3),-1.54114 # DEPENDENCYPART_ARC
(17,4),-2.22247 # DEPENDENCYPART_ARC
(17,5),-1.22724 # DEPENDENCYPART_ARC
(17,6),-1.7723 # DEPENDENCYPART_ARC
(17,7),-3.18047 # DEPENDENCYPART_ARC
(17,8),-1.5983 # DEPENDENCYPART_ARC
(17,9),-3.0057 # DEPENDENCYPART_ARC
(17,10),-1.6323 # DEPENDENCYPART_ARC
(17,11),-1.21605 # DEPENDENCYPART_ARC
(17,12),-2.92145 # DEPENDENCYPART_ARC
(17,13),-1.09288 # DEPENDENCYPART_ARC
(17,14),-0.823309 # DEPENDENCYPART_ARC
(17,15),0.316841 # DEPENDENCYPART_ARC
(17,16),-0.553917 # DEPENDENCYPART_ARC
(17,18),0.294336 # DEPENDENCYPART_ARC
(17,19),-1.71347 # DEPENDENCYPART_ARC
(17,20),-2.27996 # DEPENDENCYPART_ARC
(17,21),-1.01731 # DEPENDENCYPART_ARC
(18,1),-1.51998 # DEPENDENCYPART_ARC
(18,2),-1.91484 # DEPENDENCYPART_ARC
(18,3),-1.26297 # DEPENDENCYPART_ARC
(18,4),-2.00915 # DEPENDENCYPART_ARC
(18,5),-1.265 # DEPENDENCYPART_ARC
(18,6),-2.01647 # DEPENDENCYPART_ARC
(18,7),-1.60063 # DEPENDENCYPART_ARC
(18,8),-1.30602 # DEPENDENCYPART_ARC
(18,9),-1.48347 # DEPENDENCYPART_ARC
(18,10),-1.50058 # DEPENDENCYPART_ARC
(18,11),-0.865734 # DEPENDENCYPART_ARC
(18,12),-1.33816 # DEPENDENCYPART_ARC
(18,13),-0.764945 # DEPENDENCYPART_ARC
(18,14),-0.757278 # DEPENDENCYPART_ARC
(18,15),-0.85363 # DEPENDENCYPART_ARC
(18,16),-0.956162 # DEPENDENCYPART_ARC
(18,17),-0.0873708 # DEPENDENCYPART_ARC
(18,19),-0.853671 # DEPENDENCYPART_ARC
(18,20),-0.730478 # DEPENDENCYPART_ARC
(18,21),-0.586504 # DEPENDENCYPART_ARC
(19,1),-0.0393982 # DEPENDENCYPART_ARC
(19,2),-2.10665 # DEPENDENCYPART_ARC
(19,3),-0.761288 # DEPENDENCYPART_ARC
(19,4),-1.12266 # DEPENDENCYPART_ARC
(19,5),-1.07839 # DEPENDENCYPART_ARC
(19,6),-1.16083 # DEPENDENCYPART_ARC
(19,7),-1.91132 # DEPENDENCYPART_ARC
(19,8),-0.260816 # DEPENDENCYPART_ARC
(19,9),-0.473492 # DEPENDENCYPART_ARC
(19,10),-1.60672 # DEPENDENCYPART_ARC
(19,11),0.326526 # DEPENDENCYPART_ARC
(19,12),0.481718 # DEPENDENCYPART_ARC
(19,13),-0.797949 # DEPENDENCYPART_ARC
(19,14),-0.554345 # DEPENDENCYPART_ARC
(19,15),0.422406 # DEPENDENCYPART_ARC
(19,16),0.0899168 # DEPENDENCYPART_ARC
(19,17),1.74068 # DEPENDENCYPART_ARC
(19,18),1.11007 # DEPENDENCYPART_ARC
(19,20),2.38332 # DEPENDENCYPART_ARC
(19,21),-0.47881 # DEPENDENCYPART_ARC
(20,1),-1.55926 # DEPENDENCYPART_ARC
(20,2),-1.85157 # DEPENDENCYPART_ARC
(20,3),-1.49904 # DEPENDENCYPART_ARC
(20,5),-1.30419 # DEPENDENCYPART_ARC
(20,6),-2.14122 # DEPENDENCYPART_ARC
(20,7),-1.85317 # DEPENDENCYPART_ARC
(20,8),-2.63785 # DEPENDENCYPART_ARC
(20,9),-1.02177 # DEPENDENCYPART_ARC
(20,10),-1.62815 # DEPENDENCYPART_ARC
(20,11),-1.39892 # DEPENDENCYPART_ARC
(20,12),-1.71713 # DEPENDENCYPART_ARC
(20,13),-1.21827 # DEPENDENCYPART_ARC
(20,14),-1.19844 # DEPENDENCYPART_ARC
(20,15),-2.39138 # DEPENDENCYPART_ARC
(20,16),-1.03772 # DEPENDENCYPART_ARC
(20,17),-0.639375 # DEPENDENCYPART_ARC
(20,18),-0.688548 # DEPENDENCYPART_ARC
(20,19),-1.18417 # DEPENDENCYPART_ARC
(20,21),2.19784 # DEPENDENCYPART_ARC
(21,2),-1.12034 # DEPENDENCYPART_ARC
(21,3),-1.07642 # DEPENDENCYPART_ARC
(21,5),-1.04231 # DEPENDENCYPART_ARC
(21,8),-1.30243 # DEPENDENCYPART_ARC
(21,10),-0.982165 # DEPENDENCYPART_ARC
(21,12),-0.819277 # DEPENDENCYPART_ARC
(21,15),-1.0655 # DEPENDENCYPART_ARC
(21,17),-0.510583 # DEPENDENCYPART_ARC
