# _root_ era_berean , astrologiak egokitzat adierazitako egunetan pertsona ugarik betetzen ditu bere egin beharrak , zientzia horren ezagutza izpirik eduki gabe .
#goldHeads=0,1,5,5,6,9,9,7,0,9,12,9,12,13,17,15,19,17,9,19,20,
#predictedHeads=9,1,5,5,6,9,9,7,0,9,12,13,9,13,19,15,18,19,9,19,20,
(4,2),-1.0824 # DEPENDENCYPART_ARC
(4,3),0.476017 # DEPENDENCYPART_ARC
(4,5),-0.25173 # DEPENDENCYPART_ARC
(4,6),-1.57819 # DEPENDENCYPART_ARC
(4,7),-1.11423 # DEPENDENCYPART_ARC
(4,8),-1.01707 # DEPENDENCYPART_ARC
(4,9),-1.83146 # DEPENDENCYPART_ARC
(4,10),-1.47514 # DEPENDENCYPART_ARC
(4,11),-1.33432 # DEPENDENCYPART_ARC
(4,12),-1.46197 # DEPENDENCYPART_ARC
(4,13),-1.56841 # DEPENDENCYPART_ARC
(4,14),-0.83317 # DEPENDENCYPART_ARC
(4,15),-1.78527 # DEPENDENCYPART_ARC
(4,16),-2.18328 # DEPENDENCYPART_ARC
(4,17),-1.81037 # DEPENDENCYPART_ARC
(4,18),-1.80729 # DEPENDENCYPART_ARC
(4,19),-1.60558 # DEPENDENCYPART_ARC
(4,20),-1.23355 # DEPENDENCYPART_ARC
(4,21),-1.024 # DEPENDENCYPART_ARC
(5,1),0.23936 # DEPENDENCYPART_ARC
(5,2),-0.969811 # DEPENDENCYPART_ARC
(5,3),1.96142 # DEPENDENCYPART_ARC
(5,4),1.05922 # DEPENDENCYPART_ARC
(5,6),-0.608481 # DEPENDENCYPART_ARC
(5,7),-0.466669 # DEPENDENCYPART_ARC
(5,8),-0.786972 # DEPENDENCYPART_ARC
(5,9),-1.06827 # DEPENDENCYPART_ARC
(5,10),-0.543406 # DEPENDENCYPART_ARC
(5,11),-1.85085 # DEPENDENCYPART_ARC
(5,12),-0.347201 # DEPENDENCYPART_ARC
(5,13),-2.42456 # DEPENDENCYPART_ARC
(5,14),-0.760787 # DEPENDENCYPART_ARC
(5,15),-2.42527 # DEPENDENCYPART_ARC
(5,16),-2.60619 # DEPENDENCYPART_ARC
(5,17),-1.7287 # DEPENDENCYPART_ARC
(5,18),-2.81475 # DEPENDENCYPART_ARC
(5,19),-0.770951 # DEPENDENCYPART_ARC
(5,20),-1.88617 # DEPENDENCYPART_ARC
(5,21),-1.52881 # DEPENDENCYPART_ARC
(6,1),-1.5142 # DEPENDENCYPART_ARC
(6,2),-1.19135 # DEPENDENCYPART_ARC
(6,3),-2.65831 # DEPENDENCYPART_ARC
(6,4),-1.39569 # DEPENDENCYPART_ARC
(6,5),2.30319 # DEPENDENCYPART_ARC
(6,7),-0.450923 # DEPENDENCYPART_ARC
(6,8),-0.785798 # DEPENDENCYPART_ARC
(6,9),-1.86189 # DEPENDENCYPART_ARC
(6,10),-2.53245 # DEPENDENCYPART_ARC
(6,11),-2.10291 # DEPENDENCYPART_ARC
(6,12),-2.18733 # DEPENDENCYPART_ARC
(6,13),-2.3425 # DEPENDENCYPART_ARC
(6,14),-1.4471 # DEPENDENCYPART_ARC
(6,15),-2.21513 # DEPENDENCYPART_ARC
(6,16),-2.00339 # DEPENDENCYPART_ARC
(6,17),-1.9639 # DEPENDENCYPART_ARC
(6,18),-2.35548 # DEPENDENCYPART_ARC
(6,19),-2.63167 # DEPENDENCYPART_ARC
(6,20),-1.26581 # DEPENDENCYPART_ARC
(6,21),-1.46801 # DEPENDENCYPART_ARC
(7,1),-0.965351 # DEPENDENCYPART_ARC
(7,2),-1.39582 # DEPENDENCYPART_ARC
(7,3),-0.912435 # DEPENDENCYPART_ARC
(7,4),-0.962085 # DEPENDENCYPART_ARC
(7,5),0.770591 # DEPENDENCYPART_ARC
(7,6),0.950136 # DEPENDENCYPART_ARC
(7,8),2.83261 # DEPENDENCYPART_ARC
(7,9),-0.54365 # DEPENDENCYPART_ARC
(7,10),-0.398066 # DEPENDENCYPART_ARC
(7,11),-0.328351 # DEPENDENCYPART_ARC
(7,12),-0.873043 # DEPENDENCYPART_ARC
(7,13),-0.524957 # DEPENDENCYPART_ARC
(7,14),-0.381419 # DEPENDENCYPART_ARC
(7,15),-0.908091 # DEPENDENCYPART_ARC
(7,16),-0.703103 # DEPENDENCYPART_ARC
(7,17),-0.983131 # DEPENDENCYPART_ARC
(7,18),-0.554242 # DEPENDENCYPART_ARC
(7,19),-1.23547 # DEPENDENCYPART_ARC
(7,20),-0.713018 # DEPENDENCYPART_ARC
(7,21),-0.214418 # DEPENDENCYPART_ARC
(8,1),-1.10889 # DEPENDENCYPART_ARC
(8,2),-1.43208 # DEPENDENCYPART_ARC
(8,3),-0.696158 # DEPENDENCYPART_ARC
(8,4),-0.694447 # DEPENDENCYPART_ARC
(8,5),-0.665403 # DEPENDENCYPART_ARC
(8,6),0.504228 # DEPENDENCYPART_ARC
(8,7),0.19955 # DEPENDENCYPART_ARC
(8,9),-0.533015 # DEPENDENCYPART_ARC
(8,10),-0.671883 # DEPENDENCYPART_ARC
(8,11),-1.07185 # DEPENDENCYPART_ARC
(8,12),-0.967588 # DEPENDENCYPART_ARC
(8,13),-1.42159 # DEPENDENCYPART_ARC
(8,14),-0.458298 # DEPENDENCYPART_ARC
(8,15),-1.54809 # DEPENDENCYPART_ARC
(8,16),-2.14996 # DEPENDENCYPART_ARC
(8,17),-1.2828 # DEPENDENCYPART_ARC
(8,18),-1.66376 # DEPENDENCYPART_ARC
(8,19),-1.27537 # DEPENDENCYPART_ARC
(8,20),-0.95277 # DEPENDENCYPART_ARC
(8,21),-0.902802 # DEPENDENCYPART_ARC
(9,1),0.870423 # DEPENDENCYPART_ARC
(9,2),-1.31438 # DEPENDENCYPART_ARC
(9,3),1.7278 # DEPENDENCYPART_ARC
(9,4),-0.0384605 # DEPENDENCYPART_ARC
(9,5),-0.4405 # DEPENDENCYPART_ARC
(9,6),1.82888 # DEPENDENCYPART_ARC
(9,7),1.70315 # DEPENDENCYPART_ARC
(9,8),1.55349 # DEPENDENCYPART_ARC
(9,10),1.84936 # DEPENDENCYPART_ARC
(9,11),0.172217 # DEPENDENCYPART_ARC
(9,12),1.0207 # DEPENDENCYPART_ARC
(9,13),0.970058 # DEPENDENCYPART_ARC
(9,14),-0.026323 # DEPENDENCYPART_ARC
(9,15),-0.675627 # DEPENDENCYPART_ARC
(9,16),-1.45188 # DEPENDENCYPART_ARC
(9,17),-0.555399 # DEPENDENCYPART_ARC
(9,18),-0.883534 # DEPENDENCYPART_ARC
(9,19),0.194702 # DEPENDENCYPART_ARC
(9,20),-0.558258 # DEPENDENCYPART_ARC
(9,21),-0.623766 # DEPENDENCYPART_ARC
(10,1),-0.910954 # DEPENDENCYPART_ARC
(10,2),-1.46748 # DEPENDENCYPART_ARC
(10,3),-0.529772 # DEPENDENCYPART_ARC
(10,4),-1.47223 # DEPENDENCYPART_ARC
(10,5),-1.25778 # DEPENDENCYPART_ARC
(10,6),-0.817429 # DEPENDENCYPART_ARC
(10,7),-0.446631 # DEPENDENCYPART_ARC
(10,8),-0.561271 # DEPENDENCYPART_ARC
(10,9),-0.499672 # DEPENDENCYPART_ARC
(10,11),-0.533264 # DEPENDENCYPART_ARC
(10,12),-0.991567 # DEPENDENCYPART_ARC
(10,13),-1.87359 # DEPENDENCYPART_ARC
(10,14),-0.867445 # DEPENDENCYPART_ARC
(10,15),-2.00166 # DEPENDENCYPART_ARC
(10,16),-2.14632 # DEPENDENCYPART_ARC
(10,17),-1.82587 # DEPENDENCYPART_ARC
(10,18),-2.23488 # DEPENDENCYPART_ARC
(10,19),-1.42996 # DEPENDENCYPART_ARC
(10,20),-1.08647 # DEPENDENCYPART_ARC
(10,21),-1.3713 # DEPENDENCYPART_ARC
(11,1),-0.997908 # DEPENDENCYPART_ARC
(11,2),-1.45084 # DEPENDENCYPART_ARC
(11,3),-1.80866 # DEPENDENCYPART_ARC
(11,4),-1.76404 # DEPENDENCYPART_ARC
(11,5),-1.22015 # DEPENDENCYPART_ARC
(11,6),-1.59616 # DEPENDENCYPART_ARC
(11,7),-1.2969 # DEPENDENCYPART_ARC
(11,8),-1.42366 # DEPENDENCYPART_ARC
(11,9),-0.193619 # DEPENDENCYPART_ARC
(11,10),-0.307607 # DEPENDENCYPART_ARC
(11,12),0.332343 # DEPENDENCYPART_ARC
(11,13),-0.197498 # DEPENDENCYPART_ARC
(11,14),0.162112 # DEPENDENCYPART_ARC
(11,15),-0.418704 # DEPENDENCYPART_ARC
(11,16),0.156021 # DEPENDENCYPART_ARC
(11,17),-0.931378 # DEPENDENCYPART_ARC
(11,18),-0.36911 # DEPENDENCYPART_ARC
(11,19),-0.52863 # DEPENDENCYPART_ARC
(11,20),-0.411901 # DEPENDENCYPART_ARC
(11,21),-0.406401 # DEPENDENCYPART_ARC
(12,1),0.168848 # DEPENDENCYPART_ARC
(12,2),-1.72485 # DEPENDENCYPART_ARC
(12,3),1.22092 # DEPENDENCYPART_ARC
(12,4),-0.513986 # DEPENDENCYPART_ARC
(12,5),-0.942019 # DEPENDENCYPART_ARC
(12,6),0.618187 # DEPENDENCYPART_ARC
(12,7),0.513968 # DEPENDENCYPART_ARC
(12,8),0.0867027 # DEPENDENCYPART_ARC
(12,9),-0.10664 # DEPENDENCYPART_ARC
(12,10),-0.030203 # DEPENDENCYPART_ARC
(12,11),0.810198 # DEPENDENCYPART_ARC
(12,13),1.53076 # DEPENDENCYPART_ARC
(12,14),-0.177815 # DEPENDENCYPART_ARC
(12,15),-0.809848 # DEPENDENCYPART_ARC
(12,16),-1.00789 # DEPENDENCYPART_ARC
(12,17),-0.734538 # DEPENDENCYPART_ARC
(12,18),-0.905177 # DEPENDENCYPART_ARC
(12,19),-0.2686 # DEPENDENCYPART_ARC
(12,20),-1.02756 # DEPENDENCYPART_ARC
(12,21),-0.964813 # DEPENDENCYPART_ARC
(13,1),-1.06722 # DEPENDENCYPART_ARC
(13,2),-1.35161 # DEPENDENCYPART_ARC
(13,3),-2.48673 # DEPENDENCYPART_ARC
(13,4),-2.63166 # DEPENDENCYPART_ARC
(13,5),0.582401 # DEPENDENCYPART_ARC
(13,6),-2.05822 # DEPENDENCYPART_ARC
(13,7),-0.421226 # DEPENDENCYPART_ARC
(13,8),-2.74187 # DEPENDENCYPART_ARC
(13,9),0.124021 # DEPENDENCYPART_ARC
(13,10),-1.68428 # DEPENDENCYPART_ARC
(13,11),0.60891 # DEPENDENCYPART_ARC
(13,12),1.90739 # DEPENDENCYPART_ARC
(13,14),1.58158 # DEPENDENCYPART_ARC
(13,15),-0.656592 # DEPENDENCYPART_ARC
(13,16),-0.374634 # DEPENDENCYPART_ARC
(13,17),-0.856815 # DEPENDENCYPART_ARC
(13,18),-1.50394 # DEPENDENCYPART_ARC
(13,19),-1.02943 # DEPENDENCYPART_ARC
(13,20),-0.468151 # DEPENDENCYPART_ARC
(13,21),-0.535912 # DEPENDENCYPART_ARC
(14,1),-1.30896 # DEPENDENCYPART_ARC
(14,2),-1.84613 # DEPENDENCYPART_ARC
(14,3),-1.21817 # DEPENDENCYPART_ARC
(14,4),-1.34878 # DEPENDENCYPART_ARC
(14,5),-0.710917 # DEPENDENCYPART_ARC
(14,6),-0.729526 # DEPENDENCYPART_ARC
(14,7),-1.10017 # DEPENDENCYPART_ARC
(14,8),-1.21261 # DEPENDENCYPART_ARC
(14,9),-0.53368 # DEPENDENCYPART_ARC
(14,10),-0.779688 # DEPENDENCYPART_ARC
(14,11),-1.19404 # DEPENDENCYPART_ARC
(14,12),-0.192686 # DEPENDENCYPART_ARC
(14,13),0.0239519 # DEPENDENCYPART_ARC
(14,15),-0.539028 # DEPENDENCYPART_ARC
(14,16),-0.951647 # DEPENDENCYPART_ARC
(14,17),-0.546132 # DEPENDENCYPART_ARC
(14,18),-0.722084 # DEPENDENCYPART_ARC
(14,19),-0.934159 # DEPENDENCYPART_ARC
(14,20),-1.40226 # DEPENDENCYPART_ARC
(14,21),-0.627654 # DEPENDENCYPART_ARC
(15,1),-1.52401 # DEPENDENCYPART_ARC
(15,2),-1.80903 # DEPENDENCYPART_ARC
(15,3),-2.80858 # DEPENDENCYPART_ARC
(15,4),-2.5051 # DEPENDENCYPART_ARC
(15,5),-1.53488 # DEPENDENCYPART_ARC
(15,6),-2.6056 # DEPENDENCYPART_ARC
(15,7),-1.50693 # DEPENDENCYPART_ARC
(15,8),-2.26133 # DEPENDENCYPART_ARC
(15,9),-1.41375 # DEPENDENCYPART_ARC
(15,10),-1.74294 # DEPENDENCYPART_ARC
(15,11),-0.81604 # DEPENDENCYPART_ARC
(15,12),-0.900662 # DEPENDENCYPART_ARC
(15,13),-1.37707 # DEPENDENCYPART_ARC
(15,14),-0.126024 # DEPENDENCYPART_ARC
(15,16),2.74772 # DEPENDENCYPART_ARC
(15,17),-0.435197 # DEPENDENCYPART_ARC
(15,18),-0.251544 # DEPENDENCYPART_ARC
(15,19),-0.657655 # DEPENDENCYPART_ARC
(15,20),-0.368563 # DEPENDENCYPART_ARC
(15,21),-0.620211 # DEPENDENCYPART_ARC
(16,1),-1.20958 # DEPENDENCYPART_ARC
(16,2),-1.87636 # DEPENDENCYPART_ARC
(16,3),-2.95408 # DEPENDENCYPART_ARC
(16,4),-2.19091 # DEPENDENCYPART_ARC
(16,5),-1.45156 # DEPENDENCYPART_ARC
(16,6),-3.12105 # DEPENDENCYPART_ARC
(16,7),-2.26432 # DEPENDENCYPART_ARC
(16,8),-2.26291 # DEPENDENCYPART_ARC
(16,9),-1.1731 # DEPENDENCYPART_ARC
(16,10),-1.88545 # DEPENDENCYPART_ARC
(16,11),-1.67702 # DEPENDENCYPART_ARC
(16,12),-1.38675 # DEPENDENCYPART_ARC
(16,13),-2.50408 # DEPENDENCYPART_ARC
(16,14),-1.02871 # DEPENDENCYPART_ARC
(16,15),-0.561422 # DEPENDENCYPART_ARC
(16,17),-0.434276 # DEPENDENCYPART_ARC
(16,18),-0.792949 # DEPENDENCYPART_ARC
(16,19),-1.3301 # DEPENDENCYPART_ARC
(16,20),-1.4065 # DEPENDENCYPART_ARC
(16,21),-1.1615 # DEPENDENCYPART_ARC
(17,1),-1.26656 # DEPENDENCYPART_ARC
(17,2),-1.81916 # DEPENDENCYPART_ARC
(17,3),-1.54388 # DEPENDENCYPART_ARC
(17,4),-1.72495 # DEPENDENCYPART_ARC
(17,5),-1.69554 # DEPENDENCYPART_ARC
(17,6),-1.64566 # DEPENDENCYPART_ARC
(17,7),-1.30473 # DEPENDENCYPART_ARC
(17,8),-1.39424 # DEPENDENCYPART_ARC
(17,9),-1.18401 # DEPENDENCYPART_ARC
(17,10),-1.21333 # DEPENDENCYPART_ARC
(17,11),-0.628446 # DEPENDENCYPART_ARC
(17,12),-1.02336 # DEPENDENCYPART_ARC
(17,13),-0.819938 # DEPENDENCYPART_ARC
(17,14),-1.10468 # DEPENDENCYPART_ARC
(17,15),0.437555 # DEPENDENCYPART_ARC
(17,16),1.15358 # DEPENDENCYPART_ARC
(17,18),0.926744 # DEPENDENCYPART_ARC
(17,19),-0.29118 # DEPENDENCYPART_ARC
(17,20),-0.320905 # DEPENDENCYPART_ARC
(17,21),-0.520315 # DEPENDENCYPART_ARC
(18,1),-0.890965 # DEPENDENCYPART_ARC
(18,2),-1.8984 # DEPENDENCYPART_ARC
(18,3),-3.16342 # DEPENDENCYPART_ARC
(18,4),-2.50463 # DEPENDENCYPART_ARC
(18,5),-0.996907 # DEPENDENCYPART_ARC
(18,6),-2.80312 # DEPENDENCYPART_ARC
(18,7),-1.46055 # DEPENDENCYPART_ARC
(18,8),-2.57907 # DEPENDENCYPART_ARC
(18,9),-1.12979 # DEPENDENCYPART_ARC
(18,10),-2.03652 # DEPENDENCYPART_ARC
(18,11),-1.12722 # DEPENDENCYPART_ARC
(18,12),-1.25551 # DEPENDENCYPART_ARC
(18,13),-2.53608 # DEPENDENCYPART_ARC
(18,14),-1.29162 # DEPENDENCYPART_ARC
(18,15),-0.137607 # DEPENDENCYPART_ARC
(18,16),-0.35078 # DEPENDENCYPART_ARC
(18,17),1.53222 # DEPENDENCYPART_ARC
(18,19),0.035877 # DEPENDENCYPART_ARC
(18,20),0.131864 # DEPENDENCYPART_ARC
(18,21),-0.595349 # DEPENDENCYPART_ARC
(19,1),0.580045 # DEPENDENCYPART_ARC
(19,2),-2.52755 # DEPENDENCYPART_ARC
(19,3),0.364906 # DEPENDENCYPART_ARC
(19,4),-0.992059 # DEPENDENCYPART_ARC
(19,5),-1.36428 # DEPENDENCYPART_ARC
(19,6),0.106661 # DEPENDENCYPART_ARC
(19,7),-0.410223 # DEPENDENCYPART_ARC
(19,8),-0.777122 # DEPENDENCYPART_ARC
(19,9),-0.6473 # DEPENDENCYPART_ARC
(19,10),-0.885248 # DEPENDENCYPART_ARC
(19,11),-0.936524 # DEPENDENCYPART_ARC
(19,12),-1.19824 # DEPENDENCYPART_ARC
(19,13),-0.159447 # DEPENDENCYPART_ARC
(19,14),-1.65001 # DEPENDENCYPART_ARC
(19,15),0.490596 # DEPENDENCYPART_ARC
(19,16),-0.616236 # DEPENDENCYPART_ARC
(19,17),0.890024 # DEPENDENCYPART_ARC
(19,18),1.66944 # DEPENDENCYPART_ARC
(19,20),2.37024 # DEPENDENCYPART_ARC
(19,21),0.336918 # DEPENDENCYPART_ARC
(20,1),-1.73004 # DEPENDENCYPART_ARC
(20,2),-2.37285 # DEPENDENCYPART_ARC
(20,3),-1.68947 # DEPENDENCYPART_ARC
(20,4),-2.31 # DEPENDENCYPART_ARC
(20,5),-2.0261 # DEPENDENCYPART_ARC
(20,6),-1.70955 # DEPENDENCYPART_ARC
(20,7),-1.66134 # DEPENDENCYPART_ARC
(20,8),-2.27317 # DEPENDENCYPART_ARC
(20,9),-2.00259 # DEPENDENCYPART_ARC
(20,10),-1.7616 # DEPENDENCYPART_ARC
(20,11),-1.73515 # DEPENDENCYPART_ARC
(20,12),-1.90172 # DEPENDENCYPART_ARC
(20,13),-1.59683 # DEPENDENCYPART_ARC
(20,14),-1.75311 # DEPENDENCYPART_ARC
(20,15),-1.408 # DEPENDENCYPART_ARC
(20,16),-1.40686 # DEPENDENCYPART_ARC
(20,17),-1.1964 # DEPENDENCYPART_ARC
(20,18),-0.987283 # DEPENDENCYPART_ARC
(20,19),-0.663014 # DEPENDENCYPART_ARC
(20,21),1.99387 # DEPENDENCYPART_ARC
(21,1),-1.9381 # DEPENDENCYPART_ARC
(21,2),-1.86603 # DEPENDENCYPART_ARC
(21,3),-1.83886 # DEPENDENCYPART_ARC
(21,4),-2.06006 # DEPENDENCYPART_ARC
(21,5),-1.87388 # DEPENDENCYPART_ARC
(21,6),-1.63865 # DEPENDENCYPART_ARC
(21,7),-1.67202 # DEPENDENCYPART_ARC
(21,8),-1.94374 # DEPENDENCYPART_ARC
(21,9),-1.95127 # DEPENDENCYPART_ARC
(21,10),-1.68028 # DEPENDENCYPART_ARC
(21,11),-2.06509 # DEPENDENCYPART_ARC
(21,12),-1.78441 # DEPENDENCYPART_ARC
(21,13),-1.78767 # DEPENDENCYPART_ARC
(21,14),-1.58892 # DEPENDENCYPART_ARC
(21,15),-1.48818 # DEPENDENCYPART_ARC
(21,16),-1.92622 # DEPENDENCYPART_ARC
(21,17),-1.1333 # DEPENDENCYPART_ARC
(21,18),-0.812722 # DEPENDENCYPART_ARC
(21,19),-1.12395 # DEPENDENCYPART_ARC
(21,20),-0.851622 # DEPENDENCYPART_ARC
