# _root_ " garai benetan korapilatsu eta zailak bizitzen ari_gara , eta ezin_dugu horrela bizitzen jarraitu , elkarrekin bizitzen ikasi behar_dugu .
#goldHeads=0,7,4,5,2,5,8,10,8,0,10,13,14,11,14,17,18,19,10,19,
#predictedHeads=0,7,4,5,14,5,8,10,8,0,10,13,14,11,14,17,18,19,0,19,
(3,8),-1.24751 # DEPENDENCYPART_ARC
(3,9),-0.5986 # DEPENDENCYPART_ARC
(3,10),-0.77213 # DEPENDENCYPART_ARC
(3,11),-1.42632 # DEPENDENCYPART_ARC
(3,12),-0.945465 # DEPENDENCYPART_ARC
(3,13),-1.47717 # DEPENDENCYPART_ARC
(3,14),-1.49642 # DEPENDENCYPART_ARC
(3,15),-1.30068 # DEPENDENCYPART_ARC
(3,16),-1.57035 # DEPENDENCYPART_ARC
(3,17),-1.6634 # DEPENDENCYPART_ARC
(3,18),-1.56134 # DEPENDENCYPART_ARC
(3,19),-1.74373 # DEPENDENCYPART_ARC
(3,20),-1.20348 # DEPENDENCYPART_ARC
(4,1),-1.04482 # DEPENDENCYPART_ARC
(4,2),-0.346731 # DEPENDENCYPART_ARC
(4,3),1.11062 # DEPENDENCYPART_ARC
(4,5),-0.0334474 # DEPENDENCYPART_ARC
(4,6),-0.507971 # DEPENDENCYPART_ARC
(4,7),-0.920541 # DEPENDENCYPART_ARC
(4,8),-1.1651 # DEPENDENCYPART_ARC
(4,9),-0.596205 # DEPENDENCYPART_ARC
(4,10),-0.818822 # DEPENDENCYPART_ARC
(4,11),-1.40981 # DEPENDENCYPART_ARC
(4,12),-0.95826 # DEPENDENCYPART_ARC
(4,13),-1.35158 # DEPENDENCYPART_ARC
(4,14),-1.10869 # DEPENDENCYPART_ARC
(4,15),-0.939813 # DEPENDENCYPART_ARC
(4,16),-1.41761 # DEPENDENCYPART_ARC
(4,17),-1.63692 # DEPENDENCYPART_ARC
(4,18),-1.54398 # DEPENDENCYPART_ARC
(4,19),-1.63622 # DEPENDENCYPART_ARC
(4,20),-1.09841 # DEPENDENCYPART_ARC
(5,1),-1.03644 # DEPENDENCYPART_ARC
(5,2),-0.167177 # DEPENDENCYPART_ARC
(5,3),-0.0879955 # DEPENDENCYPART_ARC
(5,4),2.09669 # DEPENDENCYPART_ARC
(5,6),2.33834 # DEPENDENCYPART_ARC
(5,7),-0.182574 # DEPENDENCYPART_ARC
(5,8),0.572651 # DEPENDENCYPART_ARC
(5,9),-0.490417 # DEPENDENCYPART_ARC
(5,10),-0.0898433 # DEPENDENCYPART_ARC
(5,11),0.0640203 # DEPENDENCYPART_ARC
(5,12),-0.579824 # DEPENDENCYPART_ARC
(5,13),-0.808414 # DEPENDENCYPART_ARC
(5,14),-1.22021 # DEPENDENCYPART_ARC
(5,15),-1.00094 # DEPENDENCYPART_ARC
(5,16),-1.18524 # DEPENDENCYPART_ARC
(5,17),-1.41182 # DEPENDENCYPART_ARC
(5,18),-1.5807 # DEPENDENCYPART_ARC
(5,19),-1.57873 # DEPENDENCYPART_ARC
(5,20),-1.17826 # DEPENDENCYPART_ARC
(6,1),-2.02217 # DEPENDENCYPART_ARC
(6,2),-1.59306 # DEPENDENCYPART_ARC
(6,3),-0.80493 # DEPENDENCYPART_ARC
(6,4),-1.52676 # DEPENDENCYPART_ARC
(6,5),-0.355188 # DEPENDENCYPART_ARC
(6,7),-0.839446 # DEPENDENCYPART_ARC
(6,8),-1.93928 # DEPENDENCYPART_ARC
(6,9),-0.491783 # DEPENDENCYPART_ARC
(6,10),-0.834797 # DEPENDENCYPART_ARC
(6,11),-2.42148 # DEPENDENCYPART_ARC
(6,12),-0.943087 # DEPENDENCYPART_ARC
(6,13),-2.20442 # DEPENDENCYPART_ARC
(6,14),-1.69496 # DEPENDENCYPART_ARC
(6,15),-1.01913 # DEPENDENCYPART_ARC
(6,16),-1.72804 # DEPENDENCYPART_ARC
(6,17),-2.32605 # DEPENDENCYPART_ARC
(6,18),-2.52595 # DEPENDENCYPART_ARC
(6,19),-2.9196 # DEPENDENCYPART_ARC
(6,20),-1.13513 # DEPENDENCYPART_ARC
(7,1),-1.34313 # DEPENDENCYPART_ARC
(7,2),0.948421 # DEPENDENCYPART_ARC
(7,3),0.383131 # DEPENDENCYPART_ARC
(7,4),0.169047 # DEPENDENCYPART_ARC
(7,5),0.290498 # DEPENDENCYPART_ARC
(7,6),0.878556 # DEPENDENCYPART_ARC
(7,8),0.47349 # DEPENDENCYPART_ARC
(7,9),-0.0680702 # DEPENDENCYPART_ARC
(7,10),-0.292728 # DEPENDENCYPART_ARC
(7,11),-1.45145 # DEPENDENCYPART_ARC
(7,12),-0.998158 # DEPENDENCYPART_ARC
(7,13),-0.937586 # DEPENDENCYPART_ARC
(7,14),-1.3415 # DEPENDENCYPART_ARC
(7,15),-0.784993 # DEPENDENCYPART_ARC
(7,16),-1.21923 # DEPENDENCYPART_ARC
(7,17),-1.20951 # DEPENDENCYPART_ARC
(7,18),-2.45176 # DEPENDENCYPART_ARC
(7,19),-2.10183 # DEPENDENCYPART_ARC
(7,20),-1.25142 # DEPENDENCYPART_ARC
(8,1),-1.22763 # DEPENDENCYPART_ARC
(8,2),0.133164 # DEPENDENCYPART_ARC
(8,3),0.368445 # DEPENDENCYPART_ARC
(8,4),0.027323 # DEPENDENCYPART_ARC
(8,5),0.29038 # DEPENDENCYPART_ARC
(8,6),0.340461 # DEPENDENCYPART_ARC
(8,7),2.90567 # DEPENDENCYPART_ARC
(8,9),1.90497 # DEPENDENCYPART_ARC
(8,10),-0.35576 # DEPENDENCYPART_ARC
(8,11),-0.82868 # DEPENDENCYPART_ARC
(8,12),-0.593673 # DEPENDENCYPART_ARC
(8,13),-0.409163 # DEPENDENCYPART_ARC
(8,14),-0.0791548 # DEPENDENCYPART_ARC
(8,15),0.117347 # DEPENDENCYPART_ARC
(8,16),-0.871546 # DEPENDENCYPART_ARC
(8,17),-0.693566 # DEPENDENCYPART_ARC
(8,18),-1.21115 # DEPENDENCYPART_ARC
(8,19),-1.67324 # DEPENDENCYPART_ARC
(8,20),-0.158078 # DEPENDENCYPART_ARC
(9,1),-1.52681 # DEPENDENCYPART_ARC
(9,2),-1.19735 # DEPENDENCYPART_ARC
(9,3),-1.319 # DEPENDENCYPART_ARC
(9,4),-1.2694 # DEPENDENCYPART_ARC
(9,5),-0.548186 # DEPENDENCYPART_ARC
(9,6),-0.922886 # DEPENDENCYPART_ARC
(9,7),-0.493114 # DEPENDENCYPART_ARC
(9,8),0.00775513 # DEPENDENCYPART_ARC
(9,10),-0.295712 # DEPENDENCYPART_ARC
(9,11),-0.744767 # DEPENDENCYPART_ARC
(9,12),-1.48716 # DEPENDENCYPART_ARC
(9,13),-0.666627 # DEPENDENCYPART_ARC
(9,14),-0.611074 # DEPENDENCYPART_ARC
(9,15),-0.911091 # DEPENDENCYPART_ARC
(9,16),-1.58544 # DEPENDENCYPART_ARC
(9,17),-0.888586 # DEPENDENCYPART_ARC
(9,18),-0.756639 # DEPENDENCYPART_ARC
(9,19),-0.684565 # DEPENDENCYPART_ARC
(9,20),-1.19556 # DEPENDENCYPART_ARC
(10,1),-1.10447 # DEPENDENCYPART_ARC
(10,2),-1.25891 # DEPENDENCYPART_ARC
(10,3),-0.391293 # DEPENDENCYPART_ARC
(10,4),-0.316897 # DEPENDENCYPART_ARC
(10,5),-0.0707728 # DEPENDENCYPART_ARC
(10,6),-0.435515 # DEPENDENCYPART_ARC
(10,7),0.848379 # DEPENDENCYPART_ARC
(10,8),1.83822 # DEPENDENCYPART_ARC
(10,9),-0.0134047 # DEPENDENCYPART_ARC
(10,11),1.90732 # DEPENDENCYPART_ARC
(10,12),-0.40158 # DEPENDENCYPART_ARC
(10,13),0.53542 # DEPENDENCYPART_ARC
(10,14),0.472344 # DEPENDENCYPART_ARC
(10,15),-0.418584 # DEPENDENCYPART_ARC
(10,16),-0.939436 # DEPENDENCYPART_ARC
(10,17),-0.306473 # DEPENDENCYPART_ARC
(10,18),-0.16012 # DEPENDENCYPART_ARC
(10,19),0.106468 # DEPENDENCYPART_ARC
(10,20),-0.708355 # DEPENDENCYPART_ARC
(11,1),-2.1874 # DEPENDENCYPART_ARC
(11,2),-1.52214 # DEPENDENCYPART_ARC
(11,3),-1.10104 # DEPENDENCYPART_ARC
(11,4),-1.74711 # DEPENDENCYPART_ARC
(11,5),-1.14705 # DEPENDENCYPART_ARC
(11,6),-1.94788 # DEPENDENCYPART_ARC
(11,7),0.586408 # DEPENDENCYPART_ARC
(11,8),-1.90897 # DEPENDENCYPART_ARC
(11,9),-1.21578 # DEPENDENCYPART_ARC
(11,10),-0.502928 # DEPENDENCYPART_ARC
(11,12),1.15961 # DEPENDENCYPART_ARC
(11,13),0.448889 # DEPENDENCYPART_ARC
(11,14),1.20888 # DEPENDENCYPART_ARC
(11,15),-0.27714 # DEPENDENCYPART_ARC
(11,16),-0.905852 # DEPENDENCYPART_ARC
(11,17),-0.0731323 # DEPENDENCYPART_ARC
(11,18),-0.189045 # DEPENDENCYPART_ARC
(11,19),-1.34093 # DEPENDENCYPART_ARC
(11,20),-0.481318 # DEPENDENCYPART_ARC
(12,1),-1.74367 # DEPENDENCYPART_ARC
(12,2),-1.32199 # DEPENDENCYPART_ARC
(12,3),-1.05983 # DEPENDENCYPART_ARC
(12,4),-1.73564 # DEPENDENCYPART_ARC
(12,5),-0.890993 # DEPENDENCYPART_ARC
(12,6),-1.6931 # DEPENDENCYPART_ARC
(12,7),-1.33681 # DEPENDENCYPART_ARC
(12,8),-1.18559 # DEPENDENCYPART_ARC
(12,9),-0.97725 # DEPENDENCYPART_ARC
(12,10),-0.706971 # DEPENDENCYPART_ARC
(12,11),-0.121814 # DEPENDENCYPART_ARC
(12,13),-0.360022 # DEPENDENCYPART_ARC
(12,14),-1.19642 # DEPENDENCYPART_ARC
(12,15),-0.732678 # DEPENDENCYPART_ARC
(12,16),-1.2538 # DEPENDENCYPART_ARC
(12,17),-1.40411 # DEPENDENCYPART_ARC
(12,18),-1.44938 # DEPENDENCYPART_ARC
(12,19),-1.55448 # DEPENDENCYPART_ARC
(12,20),-0.999889 # DEPENDENCYPART_ARC
(13,1),-1.7882 # DEPENDENCYPART_ARC
(13,2),-0.0136808 # DEPENDENCYPART_ARC
(13,3),-0.601282 # DEPENDENCYPART_ARC
(13,4),-0.82973 # DEPENDENCYPART_ARC
(13,5),0.0300311 # DEPENDENCYPART_ARC
(13,6),-1.15823 # DEPENDENCYPART_ARC
(13,7),0.502658 # DEPENDENCYPART_ARC
(13,8),-1.10223 # DEPENDENCYPART_ARC
(13,9),-0.997863 # DEPENDENCYPART_ARC
(13,10),0.121248 # DEPENDENCYPART_ARC
(13,11),-0.47644 # DEPENDENCYPART_ARC
(13,12),1.35995 # DEPENDENCYPART_ARC
(13,14),1.03152 # DEPENDENCYPART_ARC
(13,15),0.141044 # DEPENDENCYPART_ARC
(13,16),-0.422916 # DEPENDENCYPART_ARC
(13,17),0.0189658 # DEPENDENCYPART_ARC
(13,18),-1.15107 # DEPENDENCYPART_ARC
(13,19),-0.771642 # DEPENDENCYPART_ARC
(13,20),-0.504511 # DEPENDENCYPART_ARC
(14,1),-1.61618 # DEPENDENCYPART_ARC
(14,2),-0.857377 # DEPENDENCYPART_ARC
(14,3),-0.671242 # DEPENDENCYPART_ARC
(14,4),-0.747576 # DEPENDENCYPART_ARC
(14,5),0.609024 # DEPENDENCYPART_ARC
(14,6),-0.781796 # DEPENDENCYPART_ARC
(14,7),0.256554 # DEPENDENCYPART_ARC
(14,8),-0.553005 # DEPENDENCYPART_ARC
(14,9),-1.02027 # DEPENDENCYPART_ARC
(14,10),0.641204 # DEPENDENCYPART_ARC
(14,11),0.297988 # DEPENDENCYPART_ARC
(14,12),0.742999 # DEPENDENCYPART_ARC
(14,13),1.48032 # DEPENDENCYPART_ARC
(14,15),1.728 # DEPENDENCYPART_ARC
(14,16),-0.030293 # DEPENDENCYPART_ARC
(14,17),0.190415 # DEPENDENCYPART_ARC
(14,18),-0.0748774 # DEPENDENCYPART_ARC
(14,19),-0.960544 # DEPENDENCYPART_ARC
(14,20),0.305731 # DEPENDENCYPART_ARC
(15,1),-1.78725 # DEPENDENCYPART_ARC
(15,2),-1.32399 # DEPENDENCYPART_ARC
(15,3),-1.56675 # DEPENDENCYPART_ARC
(15,4),-1.67347 # DEPENDENCYPART_ARC
(15,5),-0.674226 # DEPENDENCYPART_ARC
(15,6),-1.53428 # DEPENDENCYPART_ARC
(15,7),-1.17481 # DEPENDENCYPART_ARC
(15,8),-1.33697 # DEPENDENCYPART_ARC
(15,9),-1.43002 # DEPENDENCYPART_ARC
(15,10),-0.561193 # DEPENDENCYPART_ARC
(15,11),-0.748862 # DEPENDENCYPART_ARC
(15,12),-0.9898 # DEPENDENCYPART_ARC
(15,13),-0.433998 # DEPENDENCYPART_ARC
(15,14),-0.0125658 # DEPENDENCYPART_ARC
(15,16),-0.263912 # DEPENDENCYPART_ARC
(15,17),-0.554082 # DEPENDENCYPART_ARC
(15,18),-0.30903 # DEPENDENCYPART_ARC
(15,19),-0.344321 # DEPENDENCYPART_ARC
(15,20),-0.494401 # DEPENDENCYPART_ARC
(16,1),-1.57571 # DEPENDENCYPART_ARC
(16,2),-1.34748 # DEPENDENCYPART_ARC
(16,3),-1.23507 # DEPENDENCYPART_ARC
(16,4),-1.79201 # DEPENDENCYPART_ARC
(16,5),-1.43669 # DEPENDENCYPART_ARC
(16,6),-2.31717 # DEPENDENCYPART_ARC
(16,7),-1.64703 # DEPENDENCYPART_ARC
(16,8),-1.6416 # DEPENDENCYPART_ARC
(16,9),-1.31405 # DEPENDENCYPART_ARC
(16,10),-1.12861 # DEPENDENCYPART_ARC
(16,11),-1.60731 # DEPENDENCYPART_ARC
(16,12),-0.951262 # DEPENDENCYPART_ARC
(16,13),-1.12317 # DEPENDENCYPART_ARC
(16,14),-0.596388 # DEPENDENCYPART_ARC
(16,15),-0.179437 # DEPENDENCYPART_ARC
(16,17),0.197726 # DEPENDENCYPART_ARC
(16,18),-0.640152 # DEPENDENCYPART_ARC
(16,19),-0.839641 # DEPENDENCYPART_ARC
(16,20),-0.499961 # DEPENDENCYPART_ARC
(17,1),-1.70015 # DEPENDENCYPART_ARC
(17,2),-0.440375 # DEPENDENCYPART_ARC
(17,3),-1.09622 # DEPENDENCYPART_ARC
(17,4),-0.979067 # DEPENDENCYPART_ARC
(17,5),-0.0049012 # DEPENDENCYPART_ARC
(17,6),-1.50231 # DEPENDENCYPART_ARC
(17,7),0.0868356 # DEPENDENCYPART_ARC
(17,8),-1.59431 # DEPENDENCYPART_ARC
(17,9),-1.06478 # DEPENDENCYPART_ARC
(17,10),-0.0466561 # DEPENDENCYPART_ARC
(17,11),-1.75136 # DEPENDENCYPART_ARC
(17,12),-0.328452 # DEPENDENCYPART_ARC
(17,13),0.449661 # DEPENDENCYPART_ARC
(17,14),0.0909176 # DEPENDENCYPART_ARC
(17,15),-0.42169 # DEPENDENCYPART_ARC
(17,16),2.47665 # DEPENDENCYPART_ARC
(17,18),0.38058 # DEPENDENCYPART_ARC
(17,19),-0.102906 # DEPENDENCYPART_ARC
(17,20),-0.237492 # DEPENDENCYPART_ARC
(18,1),-1.63355 # DEPENDENCYPART_ARC
(18,2),-1.03803 # DEPENDENCYPART_ARC
(18,3),-1.04135 # DEPENDENCYPART_ARC
(18,4),-0.829703 # DEPENDENCYPART_ARC
(18,5),0.470569 # DEPENDENCYPART_ARC
(18,6),-0.961066 # DEPENDENCYPART_ARC
(18,7),-0.0536852 # DEPENDENCYPART_ARC
(18,8),-0.870679 # DEPENDENCYPART_ARC
(18,9),-1.06538 # DEPENDENCYPART_ARC
(18,10),0.355651 # DEPENDENCYPART_ARC
(18,11),-0.264073 # DEPENDENCYPART_ARC
(18,12),-0.331472 # DEPENDENCYPART_ARC
(18,13),0.0644822 # DEPENDENCYPART_ARC
(18,14),0.139127 # DEPENDENCYPART_ARC
(18,15),-0.399008 # DEPENDENCYPART_ARC
(18,16),1.67293 # DEPENDENCYPART_ARC
(18,17),1.99286 # DEPENDENCYPART_ARC
(18,19),-0.165939 # DEPENDENCYPART_ARC
(18,20),0.334843 # DEPENDENCYPART_ARC
(19,1),-1.64767 # DEPENDENCYPART_ARC
(19,2),-1.63027 # DEPENDENCYPART_ARC
(19,3),-1.36796 # DEPENDENCYPART_ARC
(19,4),-1.33932 # DEPENDENCYPART_ARC
(19,5),-0.287541 # DEPENDENCYPART_ARC
(19,6),-1.85503 # DEPENDENCYPART_ARC
(19,7),0.270658 # DEPENDENCYPART_ARC
(19,8),-2.34823 # DEPENDENCYPART_ARC
(19,9),-1.13238 # DEPENDENCYPART_ARC
(19,10),-0.200539 # DEPENDENCYPART_ARC
(19,11),-2.35199 # DEPENDENCYPART_ARC
(19,12),-0.498232 # DEPENDENCYPART_ARC
(19,13),-0.119735 # DEPENDENCYPART_ARC
(19,14),0.259963 # DEPENDENCYPART_ARC
(19,15),-0.677759 # DEPENDENCYPART_ARC
(19,16),0.654635 # DEPENDENCYPART_ARC
(19,17),1.29698 # DEPENDENCYPART_ARC
(19,18),1.85182 # DEPENDENCYPART_ARC
(19,20),2.43215 # DEPENDENCYPART_ARC
(20,1),-1.99382 # DEPENDENCYPART_ARC
(20,2),-1.59798 # DEPENDENCYPART_ARC
(20,3),-1.82219 # DEPENDENCYPART_ARC
(20,4),-2.05998 # DEPENDENCYPART_ARC
(20,5),-0.701027 # DEPENDENCYPART_ARC
(20,6),-2.01603 # DEPENDENCYPART_ARC
(20,7),-1.88403 # DEPENDENCYPART_ARC
(20,8),-2.15563 # DEPENDENCYPART_ARC
(20,9),-1.8688 # DEPENDENCYPART_ARC
(20,10),-0.555762 # DEPENDENCYPART_ARC
(20,11),-1.67716 # DEPENDENCYPART_ARC
(20,12),-1.60194 # DEPENDENCYPART_ARC
(20,13),-1.56966 # DEPENDENCYPART_ARC
(20,14),-1.80579 # DEPENDENCYPART_ARC
(20,15),-1.65284 # DEPENDENCYPART_ARC
(20,16),-1.39895 # DEPENDENCYPART_ARC
(20,17),-1.03684 # DEPENDENCYPART_ARC
(20,18),-1.11666 # DEPENDENCYPART_ARC
(20,19),-0.618593 # DEPENDENCYPART_ARC
