# _root_ esteban olaizola_gipuzkoako_kofradien_federazioko lehendakariaren ustez , " itsasontzi zaharrak dira , baina teknologia puntakoa dute " , esan du .
#goldHeads=9,1,1,3,4,5,9,7,11,9,17,14,12,11,14,15,0,17,18,
#predictedHeads=2,3,4,9,4,5,9,7,11,9,0,14,14,11,14,15,0,17,18,
(2,3),-0.232631 # DEPENDENCYPART_ARC
(2,4),-2.49052 # DEPENDENCYPART_ARC
(2,5),-1.01098 # DEPENDENCYPART_ARC
(2,6),-1.3386 # DEPENDENCYPART_ARC
(2,7),-2.81972 # DEPENDENCYPART_ARC
(2,8),-6.6651 # DEPENDENCYPART_ARC
(2,9),-2.95913 # DEPENDENCYPART_ARC
(2,10),-1.77097 # DEPENDENCYPART_ARC
(2,11),-1.0952 # DEPENDENCYPART_ARC
(2,12),-3.44651 # DEPENDENCYPART_ARC
(2,13),-6.82054 # DEPENDENCYPART_ARC
(2,14),-2.60557 # DEPENDENCYPART_ARC
(2,15),-2.19788 # DEPENDENCYPART_ARC
(2,16),-2.21298 # DEPENDENCYPART_ARC
(2,17),-4.43047 # DEPENDENCYPART_ARC
(2,19),-1.79591 # DEPENDENCYPART_ARC
(3,1),0.572452 # DEPENDENCYPART_ARC
(3,2),2.34149 # DEPENDENCYPART_ARC
(3,4),-0.219155 # DEPENDENCYPART_ARC
(3,5),-0.57234 # DEPENDENCYPART_ARC
(3,6),-1.32546 # DEPENDENCYPART_ARC
(3,7),-1.85247 # DEPENDENCYPART_ARC
(3,8),-3.60557 # DEPENDENCYPART_ARC
(3,9),-2.3017 # DEPENDENCYPART_ARC
(3,10),-1.79333 # DEPENDENCYPART_ARC
(3,11),-1.23525 # DEPENDENCYPART_ARC
(3,12),-2.089 # DEPENDENCYPART_ARC
(3,13),-4.41002 # DEPENDENCYPART_ARC
(3,14),-2.19796 # DEPENDENCYPART_ARC
(3,15),-2.16258 # DEPENDENCYPART_ARC
(3,16),-2.38349 # DEPENDENCYPART_ARC
(3,17),-3.19591 # DEPENDENCYPART_ARC
(3,18),-2.93538 # DEPENDENCYPART_ARC
(3,19),-2.05685 # DEPENDENCYPART_ARC
(4,1),0.511483 # DEPENDENCYPART_ARC
(4,2),1.1867 # DEPENDENCYPART_ARC
(4,3),1.72681 # DEPENDENCYPART_ARC
(4,5),1.53036 # DEPENDENCYPART_ARC
(4,6),-0.0126252 # DEPENDENCYPART_ARC
(4,7),-1.09246 # DEPENDENCYPART_ARC
(4,8),-1.97384 # DEPENDENCYPART_ARC
(4,9),-1.92195 # DEPENDENCYPART_ARC
(4,10),-0.823039 # DEPENDENCYPART_ARC
(4,11),-0.812252 # DEPENDENCYPART_ARC
(4,12),-1.53394 # DEPENDENCYPART_ARC
(4,13),-2.75188 # DEPENDENCYPART_ARC
(4,14),-1.52976 # DEPENDENCYPART_ARC
(4,15),-1.25814 # DEPENDENCYPART_ARC
(4,16),-1.35227 # DEPENDENCYPART_ARC
(4,17),-2.42692 # DEPENDENCYPART_ARC
(4,18),-2.06713 # DEPENDENCYPART_ARC
(4,19),-1.18167 # DEPENDENCYPART_ARC
(5,1),-1.10341 # DEPENDENCYPART_ARC
(5,3),-0.794112 # DEPENDENCYPART_ARC
(5,4),-0.611441 # DEPENDENCYPART_ARC
(5,6),1.85219 # DEPENDENCYPART_ARC
(5,7),-0.835972 # DEPENDENCYPART_ARC
(5,8),-0.798778 # DEPENDENCYPART_ARC
(5,9),-0.567327 # DEPENDENCYPART_ARC
(5,11),-0.607445 # DEPENDENCYPART_ARC
(5,12),-0.951715 # DEPENDENCYPART_ARC
(5,13),-1.16583 # DEPENDENCYPART_ARC
(5,14),-0.802828 # DEPENDENCYPART_ARC
(5,15),-0.587269 # DEPENDENCYPART_ARC
(5,17),-0.701289 # DEPENDENCYPART_ARC
(5,18),-0.87798 # DEPENDENCYPART_ARC
(6,1),-1.31672 # DEPENDENCYPART_ARC
(6,2),-1.24295 # DEPENDENCYPART_ARC
(6,3),-1.09146 # DEPENDENCYPART_ARC
(6,4),-1.39928 # DEPENDENCYPART_ARC
(6,5),-0.872413 # DEPENDENCYPART_ARC
(6,7),-1.32577 # DEPENDENCYPART_ARC
(6,8),-1.01559 # DEPENDENCYPART_ARC
(6,9),-0.902807 # DEPENDENCYPART_ARC
(6,10),-0.2464 # DEPENDENCYPART_ARC
(6,12),-1.9539 # DEPENDENCYPART_ARC
(6,13),-1.4525 # DEPENDENCYPART_ARC
(6,14),-1.22675 # DEPENDENCYPART_ARC
(6,15),-0.942517 # DEPENDENCYPART_ARC
(6,16),-0.75838 # DEPENDENCYPART_ARC
(6,17),-1.58365 # DEPENDENCYPART_ARC
(6,18),-1.07178 # DEPENDENCYPART_ARC
(6,19),-1.55138 # DEPENDENCYPART_ARC
(7,1),-1.2966 # DEPENDENCYPART_ARC
(7,2),-1.38453 # DEPENDENCYPART_ARC
(7,3),-1.16283 # DEPENDENCYPART_ARC
(7,4),-1.57017 # DEPENDENCYPART_ARC
(7,5),-0.758001 # DEPENDENCYPART_ARC
(7,6),-0.0485795 # DEPENDENCYPART_ARC
(7,8),2.2297 # DEPENDENCYPART_ARC
(7,9),-1.00918 # DEPENDENCYPART_ARC
(7,10),-0.457577 # DEPENDENCYPART_ARC
(7,11),-0.777257 # DEPENDENCYPART_ARC
(7,12),-0.756172 # DEPENDENCYPART_ARC
(7,13),0.0168205 # DEPENDENCYPART_ARC
(7,14),-1.47202 # DEPENDENCYPART_ARC
(7,15),-0.936499 # DEPENDENCYPART_ARC
(7,16),-1.00093 # DEPENDENCYPART_ARC
(7,17),-1.06486 # DEPENDENCYPART_ARC
(7,18),-1.37144 # DEPENDENCYPART_ARC
(7,19),-0.969468 # DEPENDENCYPART_ARC
(8,1),-2.02766 # DEPENDENCYPART_ARC
(8,2),-1.3119 # DEPENDENCYPART_ARC
(8,3),-0.982633 # DEPENDENCYPART_ARC
(8,4),-1.48462 # DEPENDENCYPART_ARC
(8,5),-0.925039 # DEPENDENCYPART_ARC
(8,6),-0.861671 # DEPENDENCYPART_ARC
(8,7),0.2236 # DEPENDENCYPART_ARC
(8,9),-0.509939 # DEPENDENCYPART_ARC
(8,10),0.0493666 # DEPENDENCYPART_ARC
(8,11),-0.883858 # DEPENDENCYPART_ARC
(8,12),-1.45483 # DEPENDENCYPART_ARC
(8,13),-0.583995 # DEPENDENCYPART_ARC
(8,14),-1.89533 # DEPENDENCYPART_ARC
(8,15),-0.588912 # DEPENDENCYPART_ARC
(8,16),-0.841561 # DEPENDENCYPART_ARC
(8,17),-2.21096 # DEPENDENCYPART_ARC
(8,18),-1.01159 # DEPENDENCYPART_ARC
(8,19),-0.798739 # DEPENDENCYPART_ARC
(9,1),-0.149748 # DEPENDENCYPART_ARC
(9,2),0.0377791 # DEPENDENCYPART_ARC
(9,3),-0.813888 # DEPENDENCYPART_ARC
(9,4),1.32213 # DEPENDENCYPART_ARC
(9,5),-0.254084 # DEPENDENCYPART_ARC
(9,6),-0.412309 # DEPENDENCYPART_ARC
(9,7),1.57329 # DEPENDENCYPART_ARC
(9,8),0.826481 # DEPENDENCYPART_ARC
(9,10),1.56768 # DEPENDENCYPART_ARC
(9,11),-0.323635 # DEPENDENCYPART_ARC
(9,12),-0.059467 # DEPENDENCYPART_ARC
(9,13),-0.447684 # DEPENDENCYPART_ARC
(9,14),-0.370717 # DEPENDENCYPART_ARC
(9,15),-0.022305 # DEPENDENCYPART_ARC
(9,16),-0.549063 # DEPENDENCYPART_ARC
(9,17),-1.14947 # DEPENDENCYPART_ARC
(9,18),-1.15559 # DEPENDENCYPART_ARC
(9,19),-0.63385 # DEPENDENCYPART_ARC
(10,1),-1.64819 # DEPENDENCYPART_ARC
(10,3),-1.51272 # DEPENDENCYPART_ARC
(10,4),-1.835 # DEPENDENCYPART_ARC
(10,6),-1.55466 # DEPENDENCYPART_ARC
(10,7),-1.1105 # DEPENDENCYPART_ARC
(10,8),-1.04291 # DEPENDENCYPART_ARC
(10,9),-0.0504921 # DEPENDENCYPART_ARC
(10,11),-0.337142 # DEPENDENCYPART_ARC
(10,12),-1.49628 # DEPENDENCYPART_ARC
(10,13),-1.11912 # DEPENDENCYPART_ARC
(10,14),-0.796032 # DEPENDENCYPART_ARC
(10,15),-0.507166 # DEPENDENCYPART_ARC
(10,17),-1.04388 # DEPENDENCYPART_ARC
(10,18),-1.28359 # DEPENDENCYPART_ARC
(11,1),-0.507382 # DEPENDENCYPART_ARC
(11,2),-2.65985 # DEPENDENCYPART_ARC
(11,3),-1.46318 # DEPENDENCYPART_ARC
(11,4),-1.07368 # DEPENDENCYPART_ARC
(11,5),-0.932978 # DEPENDENCYPART_ARC
(11,6),-0.943945 # DEPENDENCYPART_ARC
(11,7),0.0578984 # DEPENDENCYPART_ARC
(11,8),-0.818701 # DEPENDENCYPART_ARC
(11,9),1.70064 # DEPENDENCYPART_ARC
(11,10),0.021687 # DEPENDENCYPART_ARC
(11,12),0.407536 # DEPENDENCYPART_ARC
(11,13),-0.598589 # DEPENDENCYPART_ARC
(11,14),1.84784 # DEPENDENCYPART_ARC
(11,15),-0.15797 # DEPENDENCYPART_ARC
(11,16),-0.588954 # DEPENDENCYPART_ARC
(11,17),-0.084987 # DEPENDENCYPART_ARC
(11,18),-0.529983 # DEPENDENCYPART_ARC
(11,19),-0.333163 # DEPENDENCYPART_ARC
(12,1),-2.20142 # DEPENDENCYPART_ARC
(12,2),-1.85134 # DEPENDENCYPART_ARC
(12,3),-1.92983 # DEPENDENCYPART_ARC
(12,4),-3.97902 # DEPENDENCYPART_ARC
(12,5),-2.22885 # DEPENDENCYPART_ARC
(12,6),-2.33365 # DEPENDENCYPART_ARC
(12,7),-1.17617 # DEPENDENCYPART_ARC
(12,8),-2.32733 # DEPENDENCYPART_ARC
(12,9),-3.30166 # DEPENDENCYPART_ARC
(12,10),-1.3288 # DEPENDENCYPART_ARC
(12,11),-1.03004 # DEPENDENCYPART_ARC
(12,13),0.242188 # DEPENDENCYPART_ARC
(12,14),-0.872262 # DEPENDENCYPART_ARC
(12,15),-0.818791 # DEPENDENCYPART_ARC
(12,16),-1.05868 # DEPENDENCYPART_ARC
(12,17),-2.62282 # DEPENDENCYPART_ARC
(12,18),-1.937 # DEPENDENCYPART_ARC
(12,19),-1.14056 # DEPENDENCYPART_ARC
(13,1),-2.05972 # DEPENDENCYPART_ARC
(13,2),-1.64789 # DEPENDENCYPART_ARC
(13,3),-1.64445 # DEPENDENCYPART_ARC
(13,4),-2.06 # DEPENDENCYPART_ARC
(13,5),-1.10816 # DEPENDENCYPART_ARC
(13,6),-1.16194 # DEPENDENCYPART_ARC
(13,7),-1.37669 # DEPENDENCYPART_ARC
(13,8),-1.42592 # DEPENDENCYPART_ARC
(13,9),-1.50148 # DEPENDENCYPART_ARC
(13,10),-0.687424 # DEPENDENCYPART_ARC
(13,11),-0.354564 # DEPENDENCYPART_ARC
(13,12),0.0380395 # DEPENDENCYPART_ARC
(13,14),-0.673116 # DEPENDENCYPART_ARC
(13,15),0.0734477 # DEPENDENCYPART_ARC
(13,16),-0.435173 # DEPENDENCYPART_ARC
(13,17),-1.88431 # DEPENDENCYPART_ARC
(13,18),-1.05341 # DEPENDENCYPART_ARC
(13,19),-0.587954 # DEPENDENCYPART_ARC
(14,1),-0.88864 # DEPENDENCYPART_ARC
(14,2),-0.262607 # DEPENDENCYPART_ARC
(14,3),-1.86022 # DEPENDENCYPART_ARC
(14,4),0.667184 # DEPENDENCYPART_ARC
(14,5),-1.07973 # DEPENDENCYPART_ARC
(14,6),-1.18651 # DEPENDENCYPART_ARC
(14,7),0.245288 # DEPENDENCYPART_ARC
(14,8),-1.29105 # DEPENDENCYPART_ARC
(14,9),0.324064 # DEPENDENCYPART_ARC
(14,10),-0.783585 # DEPENDENCYPART_ARC
(14,11),-0.401886 # DEPENDENCYPART_ARC
(14,12),2.16141 # DEPENDENCYPART_ARC
(14,13),1.57184 # DEPENDENCYPART_ARC
(14,15),1.98637 # DEPENDENCYPART_ARC
(14,16),0.560111 # DEPENDENCYPART_ARC
(14,17),-0.0930215 # DEPENDENCYPART_ARC
(14,18),-0.680769 # DEPENDENCYPART_ARC
(14,19),0.0724622 # DEPENDENCYPART_ARC
(15,1),-1.55097 # DEPENDENCYPART_ARC
(15,2),-1.42966 # DEPENDENCYPART_ARC
(15,3),-1.59659 # DEPENDENCYPART_ARC
(15,4),-1.91016 # DEPENDENCYPART_ARC
(15,5),-1.81041 # DEPENDENCYPART_ARC
(15,6),-1.78855 # DEPENDENCYPART_ARC
(15,7),-1.6434 # DEPENDENCYPART_ARC
(15,8),-1.82879 # DEPENDENCYPART_ARC
(15,9),-1.3784 # DEPENDENCYPART_ARC
(15,10),-1.6661 # DEPENDENCYPART_ARC
(15,12),-1.24248 # DEPENDENCYPART_ARC
(15,13),-1.17319 # DEPENDENCYPART_ARC
(15,14),-0.252078 # DEPENDENCYPART_ARC
(15,16),1.91551 # DEPENDENCYPART_ARC
(15,17),-1.22616 # DEPENDENCYPART_ARC
(15,18),-0.82227 # DEPENDENCYPART_ARC
(15,19),-0.293406 # DEPENDENCYPART_ARC
(16,1),-0.765758 # DEPENDENCYPART_ARC
(16,3),-0.770751 # DEPENDENCYPART_ARC
(16,4),-1.18011 # DEPENDENCYPART_ARC
(16,6),-0.909334 # DEPENDENCYPART_ARC
(16,7),-0.8545 # DEPENDENCYPART_ARC
(16,8),-0.941799 # DEPENDENCYPART_ARC
(16,9),-0.489766 # DEPENDENCYPART_ARC
(16,11),-0.429805 # DEPENDENCYPART_ARC
(16,12),-0.452428 # DEPENDENCYPART_ARC
(16,13),-0.394432 # DEPENDENCYPART_ARC
(16,14),0.00283386 # DEPENDENCYPART_ARC
(16,15),0.0703849 # DEPENDENCYPART_ARC
(16,17),-0.752211 # DEPENDENCYPART_ARC
(16,18),-0.270419 # DEPENDENCYPART_ARC
(17,1),-1.21995 # DEPENDENCYPART_ARC
(17,2),-2.382 # DEPENDENCYPART_ARC
(17,3),-2.33855 # DEPENDENCYPART_ARC
(17,4),-0.731006 # DEPENDENCYPART_ARC
(17,5),0.138621 # DEPENDENCYPART_ARC
(17,6),-0.644637 # DEPENDENCYPART_ARC
(17,7),-1.00886 # DEPENDENCYPART_ARC
(17,8),-1.48122 # DEPENDENCYPART_ARC
(17,9),0.522463 # DEPENDENCYPART_ARC
(17,10),-0.0165522 # DEPENDENCYPART_ARC
(17,11),0.595286 # DEPENDENCYPART_ARC
(17,12),-0.117704 # DEPENDENCYPART_ARC
(17,13),-0.871332 # DEPENDENCYPART_ARC
(17,14),0.923533 # DEPENDENCYPART_ARC
(17,15),-0.555207 # DEPENDENCYPART_ARC
(17,16),0.103354 # DEPENDENCYPART_ARC
(17,18),1.86352 # DEPENDENCYPART_ARC
(17,19),0.229541 # DEPENDENCYPART_ARC
(18,1),-1.80966 # DEPENDENCYPART_ARC
(18,2),-2.04767 # DEPENDENCYPART_ARC
(18,3),-1.6892 # DEPENDENCYPART_ARC
(18,4),-1.41571 # DEPENDENCYPART_ARC
(18,5),-2.10339 # DEPENDENCYPART_ARC
(18,6),-2.16613 # DEPENDENCYPART_ARC
(18,7),-1.34734 # DEPENDENCYPART_ARC
(18,8),-2.11339 # DEPENDENCYPART_ARC
(18,9),-2.10739 # DEPENDENCYPART_ARC
(18,10),-1.95242 # DEPENDENCYPART_ARC
(18,11),-1.75365 # DEPENDENCYPART_ARC
(18,12),-1.15539 # DEPENDENCYPART_ARC
(18,13),-1.61139 # DEPENDENCYPART_ARC
(18,14),-1.7683 # DEPENDENCYPART_ARC
(18,15),-1.51876 # DEPENDENCYPART_ARC
(18,16),-1.50062 # DEPENDENCYPART_ARC
(18,17),-1.55207 # DEPENDENCYPART_ARC
(18,19),1.88928 # DEPENDENCYPART_ARC
(19,2),-1.95634 # DEPENDENCYPART_ARC
(19,3),-1.88986 # DEPENDENCYPART_ARC
(19,4),-2.17099 # DEPENDENCYPART_ARC
(19,5),-1.80285 # DEPENDENCYPART_ARC
(19,6),-1.69143 # DEPENDENCYPART_ARC
(19,7),-1.86535 # DEPENDENCYPART_ARC
(19,10),-1.64798 # DEPENDENCYPART_ARC
(19,11),-1.15023 # DEPENDENCYPART_ARC
(19,12),-1.50332 # DEPENDENCYPART_ARC
(19,15),-1.45705 # DEPENDENCYPART_ARC
(19,16),-1.14972 # DEPENDENCYPART_ARC
(19,17),-1.00879 # DEPENDENCYPART_ARC
