# _root_ By the market 's close , volume on the New York exchange totaled more than 416 million , the fourth highest on record .
#goldHeads=13,3,5,3,1,13,13,7,12,12,12,8,0,17,17,17,13,17,20,17,20,20,22,13,
#predictedHeads=13,3,5,3,1,13,13,7,12,12,12,8,0,17,17,17,13,17,20,17,20,21,22,13,
(7,20),-2.36807 # DEPENDENCYPART_ARC
(7,22),-1.97749 # DEPENDENCYPART_ARC
(7,23),-2.79312 # DEPENDENCYPART_ARC
(7,24),-2.40267 # DEPENDENCYPART_ARC
(8,5),-2.15894 # DEPENDENCYPART_ARC
(8,6),-2.27208 # DEPENDENCYPART_ARC
(8,7),-1.53201 # DEPENDENCYPART_ARC
(8,9),-1.31728 # DEPENDENCYPART_ARC
(8,10),-1.16126 # DEPENDENCYPART_ARC
(8,11),-1.10571 # DEPENDENCYPART_ARC
(8,12),0.703698 # DEPENDENCYPART_ARC
(8,13),-0.496459 # DEPENDENCYPART_ARC
(8,14),-2.33776 # DEPENDENCYPART_ARC
(8,15),-1.84814 # DEPENDENCYPART_ARC
(8,16),-3.30983 # DEPENDENCYPART_ARC
(8,17),-3.06608 # DEPENDENCYPART_ARC
(8,18),-1.68616 # DEPENDENCYPART_ARC
(8,21),-2.44297 # DEPENDENCYPART_ARC
(8,24),-2.97824 # DEPENDENCYPART_ARC
(10,9),-1.26411 # DEPENDENCYPART_ARC
(10,11),-1.92996 # DEPENDENCYPART_ARC
(11,9),-0.851613 # DEPENDENCYPART_ARC
(11,10),-0.809065 # DEPENDENCYPART_ARC
(11,13),-2.18899 # DEPENDENCYPART_ARC
(11,14),-2.76833 # DEPENDENCYPART_ARC
(12,3),-1.8827 # DEPENDENCYPART_ARC
(12,5),-2.66197 # DEPENDENCYPART_ARC
(12,6),-2.47101 # DEPENDENCYPART_ARC
(12,7),-1.92286 # DEPENDENCYPART_ARC
(12,8),-1.36387 # DEPENDENCYPART_ARC
(12,9),0.8253 # DEPENDENCYPART_ARC
(12,10),0.829205 # DEPENDENCYPART_ARC
(12,11),1.0916 # DEPENDENCYPART_ARC
(12,13),-1.0641 # DEPENDENCYPART_ARC
(12,14),-1.57172 # DEPENDENCYPART_ARC
(12,15),-1.511 # DEPENDENCYPART_ARC
(12,16),-2.27703 # DEPENDENCYPART_ARC
(12,22),-2.33992 # DEPENDENCYPART_ARC
(13,1),-1.20066 # DEPENDENCYPART_ARC
(13,3),-1.10985 # DEPENDENCYPART_ARC
(13,4),-2.01659 # DEPENDENCYPART_ARC
(13,5),-1.10221 # DEPENDENCYPART_ARC
(13,6),-0.700129 # DEPENDENCYPART_ARC
(13,7),-0.154958 # DEPENDENCYPART_ARC
(13,8),-1.69267 # DEPENDENCYPART_ARC
(13,9),-1.97844 # DEPENDENCYPART_ARC
(13,10),-1.30467 # DEPENDENCYPART_ARC
(13,11),-0.830259 # DEPENDENCYPART_ARC
(13,12),0.48245 # DEPENDENCYPART_ARC
(13,14),0.123046 # DEPENDENCYPART_ARC
(13,15),-0.126491 # DEPENDENCYPART_ARC
(13,16),-1.7004 # DEPENDENCYPART_ARC
(13,17),-1.75479 # DEPENDENCYPART_ARC
(13,18),-1.18088 # DEPENDENCYPART_ARC
(13,19),-2.42785 # DEPENDENCYPART_ARC
(13,20),-2.04169 # DEPENDENCYPART_ARC
(13,21),-1.6968 # DEPENDENCYPART_ARC
(13,22),-0.746397 # DEPENDENCYPART_ARC
(13,23),-1.76878 # DEPENDENCYPART_ARC
(13,24),0.179685 # DEPENDENCYPART_ARC
(14,1),-2.4269 # DEPENDENCYPART_ARC
(14,5),-2.64179 # DEPENDENCYPART_ARC
(14,6),-2.84365 # DEPENDENCYPART_ARC
(14,7),-2.42758 # DEPENDENCYPART_ARC
(14,8),-2.10954 # DEPENDENCYPART_ARC
(14,11),-2.08521 # DEPENDENCYPART_ARC
(14,12),-1.53819 # DEPENDENCYPART_ARC
(14,13),-1.07471 # DEPENDENCYPART_ARC
(14,15),-0.436981 # DEPENDENCYPART_ARC
(14,16),-1.62123 # DEPENDENCYPART_ARC
(14,17),-2.10717 # DEPENDENCYPART_ARC
(14,18),-1.66039 # DEPENDENCYPART_ARC
(14,19),-2.79555 # DEPENDENCYPART_ARC
(14,20),-2.15435 # DEPENDENCYPART_ARC
(14,21),-2.46691 # DEPENDENCYPART_ARC
(14,22),-2.11884 # DEPENDENCYPART_ARC
(14,23),-2.79072 # DEPENDENCYPART_ARC
(14,24),-2.92909 # DEPENDENCYPART_ARC
(15,14),-1.27686 # DEPENDENCYPART_ARC
(15,16),-1.14912 # DEPENDENCYPART_ARC
(15,17),-1.02431 # DEPENDENCYPART_ARC
(15,18),-1.4726 # DEPENDENCYPART_ARC
(15,19),-3.32433 # DEPENDENCYPART_ARC
(15,20),-2.00204 # DEPENDENCYPART_ARC
(15,21),-2.12124 # DEPENDENCYPART_ARC
(15,22),-1.94388 # DEPENDENCYPART_ARC
(15,23),-2.71463 # DEPENDENCYPART_ARC
(16,8),-3.11748 # DEPENDENCYPART_ARC
(16,14),-0.87477 # DEPENDENCYPART_ARC
(16,15),-0.830971 # DEPENDENCYPART_ARC
(16,17),-1.58714 # DEPENDENCYPART_ARC
(16,18),-1.83906 # DEPENDENCYPART_ARC
(16,19),-2.48043 # DEPENDENCYPART_ARC
(16,20),-2.19574 # DEPENDENCYPART_ARC
(16,21),-2.32493 # DEPENDENCYPART_ARC
(16,22),-2.19562 # DEPENDENCYPART_ARC
(16,23),-2.4097 # DEPENDENCYPART_ARC
(17,1),-2.66447 # DEPENDENCYPART_ARC
(17,8),-2.30962 # DEPENDENCYPART_ARC
(17,14),-0.600665 # DEPENDENCYPART_ARC
(17,15),-0.40833 # DEPENDENCYPART_ARC
(17,16),0.981409 # DEPENDENCYPART_ARC
(17,18),-1.05071 # DEPENDENCYPART_ARC
(17,19),-2.08699 # DEPENDENCYPART_ARC
(17,20),-1.88539 # DEPENDENCYPART_ARC
(17,21),-2.10601 # DEPENDENCYPART_ARC
(17,23),-2.13641 # DEPENDENCYPART_ARC
(18,17),-2.29653 # DEPENDENCYPART_ARC
(18,19),-1.96458 # DEPENDENCYPART_ARC
(19,17),-2.68326 # DEPENDENCYPART_ARC
(20,16),-2.27667 # DEPENDENCYPART_ARC
(20,17),-2.01872 # DEPENDENCYPART_ARC
(20,18),-1.80719 # DEPENDENCYPART_ARC
(20,19),-0.432654 # DEPENDENCYPART_ARC
(20,21),0.183727 # DEPENDENCYPART_ARC
(20,22),-0.693434 # DEPENDENCYPART_ARC
(20,23),-1.36928 # DEPENDENCYPART_ARC
(21,1),-2.71016 # DEPENDENCYPART_ARC
(21,8),-2.38008 # DEPENDENCYPART_ARC
(21,14),-2.50731 # DEPENDENCYPART_ARC
(21,15),-2.11086 # DEPENDENCYPART_ARC
(21,16),-2.5762 # DEPENDENCYPART_ARC
(21,17),-2.39358 # DEPENDENCYPART_ARC
(21,18),-1.76195 # DEPENDENCYPART_ARC
(21,19),-1.04035 # DEPENDENCYPART_ARC
(21,20),-1.03498 # DEPENDENCYPART_ARC
(21,22),-0.209009 # DEPENDENCYPART_ARC
(21,23),-1.31268 # DEPENDENCYPART_ARC
(21,24),-2.03726 # DEPENDENCYPART_ARC
(22,19),-1.90825 # DEPENDENCYPART_ARC
(22,20),-2.01816 # DEPENDENCYPART_ARC
(22,21),-1.45963 # DEPENDENCYPART_ARC
(22,23),1.68561 # DEPENDENCYPART_ARC
(22,24),-2.08903 # DEPENDENCYPART_ARC
(23,19),-1.68496 # DEPENDENCYPART_ARC
(23,20),-1.28169 # DEPENDENCYPART_ARC
(23,21),-1.13448 # DEPENDENCYPART_ARC
(23,22),-0.823953 # DEPENDENCYPART_ARC
(23,24),-1.85419 # DEPENDENCYPART_ARC
(0,1),(0,5),-0.0898552 # DEPENDENCYPART_SIBL
(0,1),(0,7),-0.0628546 # DEPENDENCYPART_SIBL
(0,1),(0,13),-0.750674 # DEPENDENCYPART_SIBL
(0,5),(0,7),-0.273058 # DEPENDENCYPART_SIBL
(0,5),(0,13),-0.740156 # DEPENDENCYPART_SIBL
(0,7),(0,13),-0.748936 # DEPENDENCYPART_SIBL
(1,2),(1,3),-0.524223 # DEPENDENCYPART_SIBL
(1,2),(1,4),-0.135382 # DEPENDENCYPART_SIBL
(1,2),(1,5),-0.529062 # DEPENDENCYPART_SIBL
(1,2),(1,6),-0.0421693 # DEPENDENCYPART_SIBL
(1,2),(1,7),-0.522754 # DEPENDENCYPART_SIBL
(1,2),(1,8),-0.0345752 # DEPENDENCYPART_SIBL
(1,2),(1,13),-0.453446 # DEPENDENCYPART_SIBL
(1,2),(1,15),-0.0344601 # DEPENDENCYPART_SIBL
(1,2),(1,24),-0.20909 # DEPENDENCYPART_SIBL
(1,3),(1,4),-0.332046 # DEPENDENCYPART_SIBL
(1,3),(1,5),-0.930829 # DEPENDENCYPART_SIBL
(1,3),(1,6),0.0323109 # DEPENDENCYPART_SIBL
(1,3),(1,7),-0.922498 # DEPENDENCYPART_SIBL
(1,3),(1,8),-0.05481 # DEPENDENCYPART_SIBL
(1,3),(1,13),-0.739856 # DEPENDENCYPART_SIBL
(1,3),(1,15),-0.062375 # DEPENDENCYPART_SIBL
(1,3),(1,24),-0.186102 # DEPENDENCYPART_SIBL
(1,4),(1,5),-0.487025 # DEPENDENCYPART_SIBL
(1,4),(1,6),-0.0819503 # DEPENDENCYPART_SIBL
(1,4),(1,7),-0.487413 # DEPENDENCYPART_SIBL
(1,4),(1,8),0.180042 # DEPENDENCYPART_SIBL
(1,4),(1,13),-0.337639 # DEPENDENCYPART_SIBL
(1,4),(1,15),0.191455 # DEPENDENCYPART_SIBL
(1,4),(1,24),0.00982966 # DEPENDENCYPART_SIBL
(1,5),(1,6),-0.00474719 # DEPENDENCYPART_SIBL
(1,5),(1,7),-0.942494 # DEPENDENCYPART_SIBL
(1,5),(1,8),-0.0787166 # DEPENDENCYPART_SIBL
(1,5),(1,13),-0.709038 # DEPENDENCYPART_SIBL
(1,5),(1,15),-0.0594282 # DEPENDENCYPART_SIBL
(1,5),(1,24),-0.182393 # DEPENDENCYPART_SIBL
(1,6),(1,7),-0.0523918 # DEPENDENCYPART_SIBL
(1,6),(1,8),0.435816 # DEPENDENCYPART_SIBL
(1,6),(1,13),0.100212 # DEPENDENCYPART_SIBL
(1,6),(1,15),0.500383 # DEPENDENCYPART_SIBL
(1,6),(1,24),0.038788 # DEPENDENCYPART_SIBL
(1,7),(1,8),-0.0467577 # DEPENDENCYPART_SIBL
(1,7),(1,13),-0.716136 # DEPENDENCYPART_SIBL
(1,7),(1,15),-0.0482782 # DEPENDENCYPART_SIBL
(1,7),(1,24),-0.142617 # DEPENDENCYPART_SIBL
(1,8),(1,13),-0.292275 # DEPENDENCYPART_SIBL
(1,8),(1,15),0.0664971 # DEPENDENCYPART_SIBL
(1,8),(1,24),0.0106347 # DEPENDENCYPART_SIBL
(1,13),(1,15),0.115963 # DEPENDENCYPART_SIBL
(1,13),(1,24),0.201767 # DEPENDENCYPART_SIBL
(1,15),(1,24),-0.0717327 # DEPENDENCYPART_SIBL
(3,1),(3,2),-0.246803 # DEPENDENCYPART_SIBL
(3,1),(3,4),-0.0449503 # DEPENDENCYPART_SIBL
(3,1),(3,5),-0.0088173 # DEPENDENCYPART_SIBL
(3,1),(3,6),-0.0488113 # DEPENDENCYPART_SIBL
(3,1),(3,7),-0.0199294 # DEPENDENCYPART_SIBL
(3,1),(3,8),-0.104941 # DEPENDENCYPART_SIBL
(3,1),(3,13),-0.0591304 # DEPENDENCYPART_SIBL
(3,1),(3,24),0.0548832 # DEPENDENCYPART_SIBL
(3,2),(3,4),0.37849 # DEPENDENCYPART_SIBL
(3,2),(3,5),-0.027094 # DEPENDENCYPART_SIBL
(3,2),(3,6),-0.0388687 # DEPENDENCYPART_SIBL
(3,2),(3,7),-0.128206 # DEPENDENCYPART_SIBL
(3,2),(3,8),-0.27152 # DEPENDENCYPART_SIBL
(3,2),(3,13),0.0271599 # DEPENDENCYPART_SIBL
(3,2),(3,24),-0.288686 # DEPENDENCYPART_SIBL
(3,4),(3,5),-0.119794 # DEPENDENCYPART_SIBL
(3,4),(3,6),-0.225644 # DEPENDENCYPART_SIBL
(3,4),(3,7),-0.140952 # DEPENDENCYPART_SIBL
(3,4),(3,8),0.0342199 # DEPENDENCYPART_SIBL
(3,4),(3,13),-0.10738 # DEPENDENCYPART_SIBL
(3,4),(3,24),-0.162781 # DEPENDENCYPART_SIBL
(3,5),(3,6),-0.00640748 # DEPENDENCYPART_SIBL
(3,5),(3,7),-0.105152 # DEPENDENCYPART_SIBL
(3,5),(3,8),0.09674 # DEPENDENCYPART_SIBL
(3,5),(3,13),-0.0364547 # DEPENDENCYPART_SIBL
(3,5),(3,24),-0.0208696 # DEPENDENCYPART_SIBL
(3,6),(3,7),0.732331 # DEPENDENCYPART_SIBL
(3,6),(3,8),0.308842 # DEPENDENCYPART_SIBL
(3,6),(3,13),0.535166 # DEPENDENCYPART_SIBL
(3,6),(3,24),0.0434843 # DEPENDENCYPART_SIBL
(3,7),(3,8),0.108141 # DEPENDENCYPART_SIBL
(3,7),(3,13),-0.0563899 # DEPENDENCYPART_SIBL
(3,7),(3,24),0.00645137 # DEPENDENCYPART_SIBL
(3,8),(3,13),-0.00935357 # DEPENDENCYPART_SIBL
(3,8),(3,24),0.163898 # DEPENDENCYPART_SIBL
(3,13),(3,24),0.0479043 # DEPENDENCYPART_SIBL
(4,1),(4,6),-0.0769644 # DEPENDENCYPART_SIBL
(4,1),(4,7),0.0352906 # DEPENDENCYPART_SIBL
(4,6),(4,7),0.214746 # DEPENDENCYPART_SIBL
(5,1),(5,2),-0.0733877 # DEPENDENCYPART_SIBL
(5,1),(5,3),-0.120891 # DEPENDENCYPART_SIBL
(5,1),(5,4),0.0369635 # DEPENDENCYPART_SIBL
(5,1),(5,6),-0.079445 # DEPENDENCYPART_SIBL
(5,1),(5,7),-0.0173235 # DEPENDENCYPART_SIBL
(5,1),(5,8),-0.0878672 # DEPENDENCYPART_SIBL
(5,1),(5,10),-0.0702058 # DEPENDENCYPART_SIBL
(5,1),(5,11),-0.0638838 # DEPENDENCYPART_SIBL
(5,1),(5,12),-0.0207041 # DEPENDENCYPART_SIBL
(5,1),(5,13),-0.0684575 # DEPENDENCYPART_SIBL
(5,1),(5,14),0.00653044 # DEPENDENCYPART_SIBL
(5,1),(5,15),-0.00991493 # DEPENDENCYPART_SIBL
(5,1),(5,16),-0.0220588 # DEPENDENCYPART_SIBL
(5,1),(5,18),-0.079445 # DEPENDENCYPART_SIBL
(5,1),(5,20),-0.00286946 # DEPENDENCYPART_SIBL
(5,1),(5,21),0.0146679 # DEPENDENCYPART_SIBL
(5,1),(5,22),-0.0878672 # DEPENDENCYPART_SIBL
(5,1),(5,23),-0.0367449 # DEPENDENCYPART_SIBL
(5,1),(5,24),0.0365334 # DEPENDENCYPART_SIBL
(5,2),(5,3),0.197103 # DEPENDENCYPART_SIBL
(5,2),(5,4),-0.00977302 # DEPENDENCYPART_SIBL
(5,2),(5,6),0.0117041 # DEPENDENCYPART_SIBL
(5,2),(5,7),0.0467978 # DEPENDENCYPART_SIBL
(5,2),(5,8),0.00737689 # DEPENDENCYPART_SIBL
(5,2),(5,10),0.0361618 # DEPENDENCYPART_SIBL
(5,2),(5,11),0.026813 # DEPENDENCYPART_SIBL
(5,2),(5,12),0.0320123 # DEPENDENCYPART_SIBL
(5,2),(5,13),0.181139 # DEPENDENCYPART_SIBL
(5,2),(5,14),-0.171046 # DEPENDENCYPART_SIBL
(5,2),(5,15),-0.153997 # DEPENDENCYPART_SIBL
(5,2),(5,16),-0.160566 # DEPENDENCYPART_SIBL
(5,2),(5,18),0.0117041 # DEPENDENCYPART_SIBL
(5,2),(5,20),-0.0503304 # DEPENDENCYPART_SIBL
(5,2),(5,21),0.105737 # DEPENDENCYPART_SIBL
(5,2),(5,22),0.00737689 # DEPENDENCYPART_SIBL
(5,2),(5,23),0.0160478 # DEPENDENCYPART_SIBL
(5,2),(5,24),-0.153035 # DEPENDENCYPART_SIBL
(5,3),(5,4),-0.0521667 # DEPENDENCYPART_SIBL
(5,3),(5,6),-0.00172877 # DEPENDENCYPART_SIBL
(5,3),(5,7),0.0179284 # DEPENDENCYPART_SIBL
(5,3),(5,8),0.0408982 # DEPENDENCYPART_SIBL
(5,3),(5,10),0.0522026 # DEPENDENCYPART_SIBL
(5,3),(5,11),0.0424988 # DEPENDENCYPART_SIBL
(5,3),(5,12),0.000799658 # DEPENDENCYPART_SIBL
(5,3),(5,13),-0.0440002 # DEPENDENCYPART_SIBL
(5,3),(5,14),-0.0769096 # DEPENDENCYPART_SIBL
(5,3),(5,15),0.0390192 # DEPENDENCYPART_SIBL
(5,3),(5,16),-0.0487942 # DEPENDENCYPART_SIBL
(5,3),(5,18),-0.00172877 # DEPENDENCYPART_SIBL
(5,3),(5,20),0.0415525 # DEPENDENCYPART_SIBL
(5,3),(5,21),0.0797748 # DEPENDENCYPART_SIBL
(5,3),(5,22),0.0408982 # DEPENDENCYPART_SIBL
(5,3),(5,23),0.0183143 # DEPENDENCYPART_SIBL
(5,3),(5,24),-0.0368796 # DEPENDENCYPART_SIBL
(5,4),(5,6),-0.0491378 # DEPENDENCYPART_SIBL
(5,4),(5,7),-0.0293448 # DEPENDENCYPART_SIBL
(5,4),(5,8),0.00548343 # DEPENDENCYPART_SIBL
(5,4),(5,10),-0.036816 # DEPENDENCYPART_SIBL
(5,4),(5,11),-0.0386331 # DEPENDENCYPART_SIBL
(5,4),(5,12),-0.0345593 # DEPENDENCYPART_SIBL
(5,4),(5,13),-0.0532307 # DEPENDENCYPART_SIBL
(5,4),(5,14),-0.0379512 # DEPENDENCYPART_SIBL
(5,4),(5,15),0.0667366 # DEPENDENCYPART_SIBL
(5,4),(5,16),-0.0617467 # DEPENDENCYPART_SIBL
(5,4),(5,18),-0.0491378 # DEPENDENCYPART_SIBL
(5,4),(5,20),-0.000292826 # DEPENDENCYPART_SIBL
(5,4),(5,21),0.0145796 # DEPENDENCYPART_SIBL
(5,4),(5,22),0.00548343 # DEPENDENCYPART_SIBL
(5,4),(5,23),-0.0311117 # DEPENDENCYPART_SIBL
(5,4),(5,24),0.185823 # DEPENDENCYPART_SIBL
(5,6),(5,7),0.720913 # DEPENDENCYPART_SIBL
(5,6),(5,8),0.298251 # DEPENDENCYPART_SIBL
(5,6),(5,10),0.679744 # DEPENDENCYPART_SIBL
(5,6),(5,11),0.653401 # DEPENDENCYPART_SIBL
(5,6),(5,12),0.729451 # DEPENDENCYPART_SIBL
(5,6),(5,13),0.51235 # DEPENDENCYPART_SIBL
(5,6),(5,14),0.326817 # DEPENDENCYPART_SIBL
(5,6),(5,15),0.435559 # DEPENDENCYPART_SIBL
(5,6),(5,16),0.455948 # DEPENDENCYPART_SIBL
(5,6),(5,18),0.120648 # DEPENDENCYPART_SIBL
(5,6),(5,20),0.489035 # DEPENDENCYPART_SIBL
(5,6),(5,21),0.514759 # DEPENDENCYPART_SIBL
(5,6),(5,22),0.298251 # DEPENDENCYPART_SIBL
(5,6),(5,23),0.717788 # DEPENDENCYPART_SIBL
(5,6),(5,24),0.0161865 # DEPENDENCYPART_SIBL
(5,7),(5,8),0.0626984 # DEPENDENCYPART_SIBL
(5,7),(5,10),-0.0639532 # DEPENDENCYPART_SIBL
(5,7),(5,11),-0.0872864 # DEPENDENCYPART_SIBL
(5,7),(5,12),-0.0922529 # DEPENDENCYPART_SIBL
(5,7),(5,13),-0.0664733 # DEPENDENCYPART_SIBL
(5,7),(5,14),-0.0172182 # DEPENDENCYPART_SIBL
(5,7),(5,15),-0.0798011 # DEPENDENCYPART_SIBL
(5,7),(5,16),0.0231751 # DEPENDENCYPART_SIBL
(5,7),(5,18),0.0233654 # DEPENDENCYPART_SIBL
(5,7),(5,20),-0.0191265 # DEPENDENCYPART_SIBL
(5,7),(5,21),-0.00240948 # DEPENDENCYPART_SIBL
(5,7),(5,22),0.0626984 # DEPENDENCYPART_SIBL
(5,7),(5,23),-0.0957729 # DEPENDENCYPART_SIBL
(5,7),(5,24),-0.00554204 # DEPENDENCYPART_SIBL
(5,8),(5,10),0.101429 # DEPENDENCYPART_SIBL
(5,8),(5,11),0.0798899 # DEPENDENCYPART_SIBL
(5,8),(5,12),0.0759413 # DEPENDENCYPART_SIBL
(5,8),(5,13),-0.0224187 # DEPENDENCYPART_SIBL
(5,8),(5,14),-0.0346748 # DEPENDENCYPART_SIBL
(5,8),(5,15),0.114502 # DEPENDENCYPART_SIBL
(5,8),(5,16),0.132524 # DEPENDENCYPART_SIBL
(5,8),(5,18),0.0228224 # DEPENDENCYPART_SIBL
(5,8),(5,20),0.04966 # DEPENDENCYPART_SIBL
(5,8),(5,21),0.0996717 # DEPENDENCYPART_SIBL
(5,8),(5,22),0.0266697 # DEPENDENCYPART_SIBL
(5,8),(5,23),0.0871688 # DEPENDENCYPART_SIBL
(5,8),(5,24),0.143521 # DEPENDENCYPART_SIBL
(5,10),(5,11),-0.173243 # DEPENDENCYPART_SIBL
(5,10),(5,12),-0.105208 # DEPENDENCYPART_SIBL
(5,10),(5,13),-0.0714282 # DEPENDENCYPART_SIBL
(5,10),(5,14),-0.0532633 # DEPENDENCYPART_SIBL
(5,10),(5,15),-0.12184 # DEPENDENCYPART_SIBL
(5,10),(5,16),0.0331784 # DEPENDENCYPART_SIBL
(5,10),(5,18),0.00964656 # DEPENDENCYPART_SIBL
(5,10),(5,20),-0.0401054 # DEPENDENCYPART_SIBL
(5,10),(5,21),0.0112277 # DEPENDENCYPART_SIBL
(5,10),(5,22),-0.101186 # DEPENDENCYPART_SIBL
(5,10),(5,23),-0.104674 # DEPENDENCYPART_SIBL
(5,10),(5,24),-0.0771265 # DEPENDENCYPART_SIBL
(5,11),(5,12),-0.10269 # DEPENDENCYPART_SIBL
(5,11),(5,13),-0.0698872 # DEPENDENCYPART_SIBL
(5,11),(5,14),-0.0525436 # DEPENDENCYPART_SIBL
(5,11),(5,15),-0.0980491 # DEPENDENCYPART_SIBL
(5,11),(5,16),0.0336624 # DEPENDENCYPART_SIBL
(5,11),(5,18),0.0925113 # DEPENDENCYPART_SIBL
(5,11),(5,20),-0.0363653 # DEPENDENCYPART_SIBL
(5,11),(5,21),0.0119492 # DEPENDENCYPART_SIBL
(5,11),(5,22),-0.0818594 # DEPENDENCYPART_SIBL
(5,11),(5,23),-0.102156 # DEPENDENCYPART_SIBL
(5,11),(5,24),-0.0856211 # DEPENDENCYPART_SIBL
(5,12),(5,13),-0.0751715 # DEPENDENCYPART_SIBL
(5,12),(5,14),-0.0222565 # DEPENDENCYPART_SIBL
(5,12),(5,15),-0.0892585 # DEPENDENCYPART_SIBL
(5,12),(5,16),0.0183721 # DEPENDENCYPART_SIBL
(5,12),(5,18),0.0215739 # DEPENDENCYPART_SIBL
(5,12),(5,20),-0.0246958 # DEPENDENCYPART_SIBL
(5,12),(5,21),-0.00719799 # DEPENDENCYPART_SIBL
(5,12),(5,22),0.0439429 # DEPENDENCYPART_SIBL
(5,12),(5,23),-0.105661 # DEPENDENCYPART_SIBL
(5,12),(5,24),-0.0453066 # DEPENDENCYPART_SIBL
(5,13),(5,14),-0.0204758 # DEPENDENCYPART_SIBL
(5,13),(5,15),-0.0437241 # DEPENDENCYPART_SIBL
(5,13),(5,16),0.0680873 # DEPENDENCYPART_SIBL
(5,13),(5,18),0.288884 # DEPENDENCYPART_SIBL
(5,13),(5,20),-0.0328011 # DEPENDENCYPART_SIBL
(5,13),(5,21),0.0581959 # DEPENDENCYPART_SIBL
(5,13),(5,22),-0.019432 # DEPENDENCYPART_SIBL
(5,13),(5,23),-0.0111039 # DEPENDENCYPART_SIBL
(5,13),(5,24),0.0269734 # DEPENDENCYPART_SIBL
(5,14),(5,15),0.00276142 # DEPENDENCYPART_SIBL
(5,14),(5,16),0.23578 # DEPENDENCYPART_SIBL
(5,14),(5,18),0.0433588 # DEPENDENCYPART_SIBL
