# _root_ FAST-FOOD chicken chains , faced with a worsening business slump , are struggling to hatch some new marketing strategies .
#goldHeads=3,3,12,3,3,5,10,10,10,6,3,0,12,13,14,19,19,19,15,12,
#predictedHeads=3,3,12,3,3,5,10,10,10,6,3,0,12,13,14,19,19,19,15,12,
(12,4),-1.30028 # DEPENDENCYPART_ARC
(12,5),-1.39927 # DEPENDENCYPART_ARC
(12,6),-0.847291 # DEPENDENCYPART_ARC
(12,7),-1.7934 # DEPENDENCYPART_ARC
(12,8),-1.32561 # DEPENDENCYPART_ARC
(12,9),-1.09862 # DEPENDENCYPART_ARC
(12,10),-1.24458 # DEPENDENCYPART_ARC
(12,11),-0.40765 # DEPENDENCYPART_ARC
(12,13),1.57265 # DEPENDENCYPART_ARC
(12,14),-0.0977537 # DEPENDENCYPART_ARC
(12,15),-1.12863 # DEPENDENCYPART_ARC
(12,16),-2.0142 # DEPENDENCYPART_ARC
(12,17),-1.41053 # DEPENDENCYPART_ARC
(12,19),-1.48355 # DEPENDENCYPART_ARC
(12,20),-0.0653636 # DEPENDENCYPART_ARC
(13,3),-2.1571 # DEPENDENCYPART_ARC
(13,5),-2.3486 # DEPENDENCYPART_ARC
(13,6),-1.85555 # DEPENDENCYPART_ARC
(13,8),-1.91821 # DEPENDENCYPART_ARC
(13,10),-1.58058 # DEPENDENCYPART_ARC
(13,12),-1.00382 # DEPENDENCYPART_ARC
(13,14),1.3954 # DEPENDENCYPART_ARC
(13,15),-0.229876 # DEPENDENCYPART_ARC
(13,16),-1.72074 # DEPENDENCYPART_ARC
(13,17),-1.42427 # DEPENDENCYPART_ARC
(13,18),-0.861869 # DEPENDENCYPART_ARC
(13,19),-1.09623 # DEPENDENCYPART_ARC
(13,20),-2.2523 # DEPENDENCYPART_ARC
(14,3),-2.50752 # DEPENDENCYPART_ARC
(14,10),-2.3633 # DEPENDENCYPART_ARC
(14,11),-1.82092 # DEPENDENCYPART_ARC
(14,13),-1.36954 # DEPENDENCYPART_ARC
(14,15),2.10214 # DEPENDENCYPART_ARC
(14,16),-1.40066 # DEPENDENCYPART_ARC
(14,19),-0.891124 # DEPENDENCYPART_ARC
(14,20),-2.02582 # DEPENDENCYPART_ARC
(15,3),-2.20037 # DEPENDENCYPART_ARC
(15,4),-2.66826 # DEPENDENCYPART_ARC
(15,5),-2.42636 # DEPENDENCYPART_ARC
(15,6),-1.89443 # DEPENDENCYPART_ARC
(15,10),-1.93662 # DEPENDENCYPART_ARC
(15,11),-1.87362 # DEPENDENCYPART_ARC
(15,16),-0.763809 # DEPENDENCYPART_ARC
(15,17),-0.871625 # DEPENDENCYPART_ARC
(15,18),-0.268246 # DEPENDENCYPART_ARC
(15,19),-0.0952443 # DEPENDENCYPART_ARC
(15,20),-1.6232 # DEPENDENCYPART_ARC
(16,17),-0.93195 # DEPENDENCYPART_ARC
(16,18),-1.12732 # DEPENDENCYPART_ARC
(16,20),-1.74382 # DEPENDENCYPART_ARC
(17,16),-0.95248 # DEPENDENCYPART_ARC
(17,18),-1.02831 # DEPENDENCYPART_ARC
(18,16),-0.705964 # DEPENDENCYPART_ARC
(18,17),-0.0539925 # DEPENDENCYPART_ARC
(18,19),-1.2099 # DEPENDENCYPART_ARC
(19,3),-2.92793 # DEPENDENCYPART_ARC
(19,4),-2.53556 # DEPENDENCYPART_ARC
(19,5),-1.86004 # DEPENDENCYPART_ARC
(19,7),-2.89784 # DEPENDENCYPART_ARC
(19,8),-1.85294 # DEPENDENCYPART_ARC
(19,9),-0.79388 # DEPENDENCYPART_ARC
(19,10),-1.94809 # DEPENDENCYPART_ARC
(19,13),-1.59243 # DEPENDENCYPART_ARC
(19,16),0.505366 # DEPENDENCYPART_ARC
(19,17),1.27954 # DEPENDENCYPART_ARC
(19,18),2.02728 # DEPENDENCYPART_ARC
(19,20),-1.47714 # DEPENDENCYPART_ARC
(20,19),-2.62076 # DEPENDENCYPART_ARC
(0,3),(0,5),-0.108799 # DEPENDENCYPART_SIBL
(0,3),(0,12),-0.429985 # DEPENDENCYPART_SIBL
(0,5),(0,12),-0.352072 # DEPENDENCYPART_SIBL
(1,2),(1,4),-0.00342155 # DEPENDENCYPART_SIBL
(1,2),(1,5),-0.0334962 # DEPENDENCYPART_SIBL
(1,2),(1,6),-0.000430037 # DEPENDENCYPART_SIBL
(1,2),(1,11),-0.00342155 # DEPENDENCYPART_SIBL
(1,4),(1,5),0.563335 # DEPENDENCYPART_SIBL
(1,4),(1,6),0.461223 # DEPENDENCYPART_SIBL
(1,4),(1,11),0.119291 # DEPENDENCYPART_SIBL
(1,5),(1,6),-0.0655883 # DEPENDENCYPART_SIBL
(1,5),(1,11),0.202218 # DEPENDENCYPART_SIBL
(1,6),(1,11),0.0686825 # DEPENDENCYPART_SIBL
(2,1),(2,4),0.110992 # DEPENDENCYPART_SIBL
(2,1),(2,5),0.0109514 # DEPENDENCYPART_SIBL
(2,1),(2,6),0.0207604 # DEPENDENCYPART_SIBL
(2,1),(2,8),0.0198636 # DEPENDENCYPART_SIBL
(2,1),(2,10),0.0261411 # DEPENDENCYPART_SIBL
(2,1),(2,11),0.110992 # DEPENDENCYPART_SIBL
(2,4),(2,5),0.567565 # DEPENDENCYPART_SIBL
(2,4),(2,6),0.465858 # DEPENDENCYPART_SIBL
(2,4),(2,8),0.5412 # DEPENDENCYPART_SIBL
(2,4),(2,10),0.721649 # DEPENDENCYPART_SIBL
(2,4),(2,11),0.131049 # DEPENDENCYPART_SIBL
(2,5),(2,6),-0.0656536 # DEPENDENCYPART_SIBL
(2,5),(2,8),-0.0334129 # DEPENDENCYPART_SIBL
(2,5),(2,10),-0.119181 # DEPENDENCYPART_SIBL
(2,5),(2,11),0.205969 # DEPENDENCYPART_SIBL
(2,6),(2,8),0.0314707 # DEPENDENCYPART_SIBL
(2,6),(2,10),-0.0060572 # DEPENDENCYPART_SIBL
(2,6),(2,11),0.0724727 # DEPENDENCYPART_SIBL
(2,8),(2,10),-0.0423679 # DEPENDENCYPART_SIBL
(2,8),(2,11),0.143174 # DEPENDENCYPART_SIBL
(2,10),(2,11),-0.00770662 # DEPENDENCYPART_SIBL
(3,1),(3,2),-0.081688 # DEPENDENCYPART_SIBL
(3,1),(3,4),-0.0225839 # DEPENDENCYPART_SIBL
(3,1),(3,5),-0.02869 # DEPENDENCYPART_SIBL
(3,1),(3,6),-0.0966939 # DEPENDENCYPART_SIBL
(3,1),(3,8),-0.0490125 # DEPENDENCYPART_SIBL
(3,1),(3,10),-0.00975798 # DEPENDENCYPART_SIBL
(3,1),(3,11),-0.0225839 # DEPENDENCYPART_SIBL
(3,1),(3,12),-0.0576806 # DEPENDENCYPART_SIBL
(3,1),(3,13),-0.0487777 # DEPENDENCYPART_SIBL
(3,1),(3,19),0.00985549 # DEPENDENCYPART_SIBL
(3,1),(3,20),-0.0201653 # DEPENDENCYPART_SIBL
(3,2),(3,4),-0.0473901 # DEPENDENCYPART_SIBL
(3,2),(3,5),-0.0390163 # DEPENDENCYPART_SIBL
(3,2),(3,6),-0.116024 # DEPENDENCYPART_SIBL
(3,2),(3,8),-0.0589462 # DEPENDENCYPART_SIBL
(3,2),(3,10),-0.0185183 # DEPENDENCYPART_SIBL
(3,2),(3,11),-0.0473901 # DEPENDENCYPART_SIBL
(3,2),(3,12),-0.0659739 # DEPENDENCYPART_SIBL
(3,2),(3,13),-0.0587114 # DEPENDENCYPART_SIBL
(3,2),(3,19),-0.00391103 # DEPENDENCYPART_SIBL
(3,2),(3,20),-0.0248672 # DEPENDENCYPART_SIBL
(3,4),(3,5),0.420869 # DEPENDENCYPART_SIBL
(3,4),(3,6),0.368878 # DEPENDENCYPART_SIBL
(3,4),(3,8),0.512061 # DEPENDENCYPART_SIBL
(3,4),(3,10),0.615357 # DEPENDENCYPART_SIBL
(3,4),(3,11),0.118247 # DEPENDENCYPART_SIBL
(3,4),(3,12),0.791649 # DEPENDENCYPART_SIBL
(3,4),(3,13),0.51189 # DEPENDENCYPART_SIBL
(3,4),(3,19),0.741042 # DEPENDENCYPART_SIBL
(3,4),(3,20),0.0490256 # DEPENDENCYPART_SIBL
(3,5),(3,6),-0.0669925 # DEPENDENCYPART_SIBL
(3,5),(3,8),-0.0635273 # DEPENDENCYPART_SIBL
(3,5),(3,10),-0.101992 # DEPENDENCYPART_SIBL
(3,5),(3,11),0.244711 # DEPENDENCYPART_SIBL
(3,5),(3,12),0.0406258 # DEPENDENCYPART_SIBL
(3,5),(3,13),-0.0636532 # DEPENDENCYPART_SIBL
(3,5),(3,19),0.0198331 # DEPENDENCYPART_SIBL
(3,5),(3,20),0.0465062 # DEPENDENCYPART_SIBL
(3,6),(3,8),0.0567957 # DEPENDENCYPART_SIBL
(3,6),(3,10),0.0299721 # DEPENDENCYPART_SIBL
(3,6),(3,11),0.0539309 # DEPENDENCYPART_SIBL
(3,6),(3,12),0.0672116 # DEPENDENCYPART_SIBL
(3,6),(3,13),0.0566454 # DEPENDENCYPART_SIBL
(3,6),(3,19),0.000127437 # DEPENDENCYPART_SIBL
(3,6),(3,20),0.0982817 # DEPENDENCYPART_SIBL
(3,8),(3,10),-0.0644962 # DEPENDENCYPART_SIBL
(3,8),(3,11),0.147257 # DEPENDENCYPART_SIBL
(3,8),(3,12),0.00876611 # DEPENDENCYPART_SIBL
(3,8),(3,13),-0.146696 # DEPENDENCYPART_SIBL
(3,8),(3,19),-0.0230893 # DEPENDENCYPART_SIBL
(3,8),(3,20),0.0583183 # DEPENDENCYPART_SIBL
(3,10),(3,11),-0.00471715 # DEPENDENCYPART_SIBL
(3,10),(3,12),-0.0125661 # DEPENDENCYPART_SIBL
(3,10),(3,13),-0.0914189 # DEPENDENCYPART_SIBL
(3,10),(3,19),-0.110553 # DEPENDENCYPART_SIBL
(3,10),(3,20),0.0401911 # DEPENDENCYPART_SIBL
(3,11),(3,12),0.791649 # DEPENDENCYPART_SIBL
(3,11),(3,13),0.51189 # DEPENDENCYPART_SIBL
(3,11),(3,19),0.741042 # DEPENDENCYPART_SIBL
(3,11),(3,20),0.0490256 # DEPENDENCYPART_SIBL
(3,12),(3,13),-0.0767469 # DEPENDENCYPART_SIBL
(3,12),(3,19),0.0266085 # DEPENDENCYPART_SIBL
(3,12),(3,20),0.0079585 # DEPENDENCYPART_SIBL
(3,13),(3,19),-0.0233236 # DEPENDENCYPART_SIBL
(3,13),(3,20),0.0565389 # DEPENDENCYPART_SIBL
(3,19),(3,20),0.0150347 # DEPENDENCYPART_SIBL
(5,1),(5,2),-0.0996847 # DEPENDENCYPART_SIBL
(5,1),(5,3),-0.10764 # DEPENDENCYPART_SIBL
(5,1),(5,4),0.0243568 # DEPENDENCYPART_SIBL
(5,1),(5,6),0.0113399 # DEPENDENCYPART_SIBL
(5,1),(5,7),0.00632251 # DEPENDENCYPART_SIBL
(5,1),(5,8),0.00635317 # DEPENDENCYPART_SIBL
(5,1),(5,9),0.041884 # DEPENDENCYPART_SIBL
(5,1),(5,10),0.0223477 # DEPENDENCYPART_SIBL
(5,1),(5,11),0.0412047 # DEPENDENCYPART_SIBL
(5,1),(5,12),0.00110609 # DEPENDENCYPART_SIBL
(5,1),(5,13),0.00742113 # DEPENDENCYPART_SIBL
(5,1),(5,14),0.0580843 # DEPENDENCYPART_SIBL
(5,1),(5,20),0.18263 # DEPENDENCYPART_SIBL
(5,2),(5,3),-0.10764 # DEPENDENCYPART_SIBL
(5,2),(5,4),0.0243466 # DEPENDENCYPART_SIBL
(5,2),(5,6),0.00334953 # DEPENDENCYPART_SIBL
(5,2),(5,7),0.00632203 # DEPENDENCYPART_SIBL
(5,2),(5,8),0.00576595 # DEPENDENCYPART_SIBL
(5,2),(5,9),0.0417867 # DEPENDENCYPART_SIBL
(5,2),(5,10),0.0222504 # DEPENDENCYPART_SIBL
(5,2),(5,11),0.0124236 # DEPENDENCYPART_SIBL
(5,2),(5,12),0.00147988 # DEPENDENCYPART_SIBL
(5,2),(5,13),0.0068339 # DEPENDENCYPART_SIBL
(5,2),(5,14),0.0540961 # DEPENDENCYPART_SIBL
(5,2),(5,20),0.185699 # DEPENDENCYPART_SIBL
(5,3),(5,4),-0.0619634 # DEPENDENCYPART_SIBL
(5,3),(5,6),-0.0341648 # DEPENDENCYPART_SIBL
(5,3),(5,7),0.0244104 # DEPENDENCYPART_SIBL
(5,3),(5,8),0.051757 # DEPENDENCYPART_SIBL
(5,3),(5,9),-0.000539953 # DEPENDENCYPART_SIBL
(5,3),(5,10),0.0153641 # DEPENDENCYPART_SIBL
(5,3),(5,11),0.0449492 # DEPENDENCYPART_SIBL
(5,3),(5,12),0.0188302 # DEPENDENCYPART_SIBL
(5,3),(5,13),0.0544943 # DEPENDENCYPART_SIBL
(5,3),(5,14),-0.0203584 # DEPENDENCYPART_SIBL
(5,3),(5,20),0.164175 # DEPENDENCYPART_SIBL
(5,4),(5,6),-0.0302811 # DEPENDENCYPART_SIBL
(5,4),(5,7),-0.0621789 # DEPENDENCYPART_SIBL
(5,4),(5,8),-0.0303722 # DEPENDENCYPART_SIBL
(5,4),(5,9),-0.0797991 # DEPENDENCYPART_SIBL
(5,4),(5,10),-0.0877118 # DEPENDENCYPART_SIBL
(5,4),(5,11),-0.0545097 # DEPENDENCYPART_SIBL
(5,4),(5,12),-0.0623496 # DEPENDENCYPART_SIBL
(5,4),(5,13),-0.0291818 # DEPENDENCYPART_SIBL
(5,4),(5,14),-0.0709891 # DEPENDENCYPART_SIBL
(5,4),(5,20),0.0710897 # DEPENDENCYPART_SIBL
(5,6),(5,7),-0.109012 # DEPENDENCYPART_SIBL
(5,6),(5,8),-0.081048 # DEPENDENCYPART_SIBL
(5,6),(5,9),-0.206554 # DEPENDENCYPART_SIBL
(5,6),(5,10),-0.175227 # DEPENDENCYPART_SIBL
(5,6),(5,11),-0.105043 # DEPENDENCYPART_SIBL
(5,6),(5,12),-0.174106 # DEPENDENCYPART_SIBL
(5,6),(5,13),-0.079496 # DEPENDENCYPART_SIBL
(5,6),(5,14),-0.109312 # DEPENDENCYPART_SIBL
(5,6),(5,20),-0.0349353 # DEPENDENCYPART_SIBL
(5,7),(5,8),-0.0520624 # DEPENDENCYPART_SIBL
(5,7),(5,9),-0.12129 # DEPENDENCYPART_SIBL
(5,7),(5,10),-0.110708 # DEPENDENCYPART_SIBL
(5,7),(5,11),-0.0868452 # DEPENDENCYPART_SIBL
(5,7),(5,12),-0.129319 # DEPENDENCYPART_SIBL
(5,7),(5,13),-0.0498973 # DEPENDENCYPART_SIBL
(5,7),(5,14),-0.031204 # DEPENDENCYPART_SIBL
(5,7),(5,20),-0.0495084 # DEPENDENCYPART_SIBL
(5,8),(5,9),-0.277344 # DEPENDENCYPART_SIBL
(5,8),(5,10),-0.266401 # DEPENDENCYPART_SIBL
(5,8),(5,11),-0.0465895 # DEPENDENCYPART_SIBL
(5,8),(5,12),-0.139341 # DEPENDENCYPART_SIBL
(5,8),(5,13),-0.190963 # DEPENDENCYPART_SIBL
(5,8),(5,14),-0.101995 # DEPENDENCYPART_SIBL
(5,8),(5,20),0.00525579 # DEPENDENCYPART_SIBL
(5,9),(5,10),-0.237395 # DEPENDENCYPART_SIBL
(5,9),(5,11),-0.126725 # DEPENDENCYPART_SIBL
(5,9),(5,12),-0.12337 # DEPENDENCYPART_SIBL
(5,9),(5,13),-0.0101412 # DEPENDENCYPART_SIBL
(5,9),(5,14),-0.0647032 # DEPENDENCYPART_SIBL
(5,9),(5,20),0.00448154 # DEPENDENCYPART_SIBL
(5,10),(5,11),-0.0420725 # DEPENDENCYPART_SIBL
(5,10),(5,12),-0.113584 # DEPENDENCYPART_SIBL
(5,10),(5,13),0.00485977 # DEPENDENCYPART_SIBL
(5,10),(5,14),-0.0491382 # DEPENDENCYPART_SIBL
(5,10),(5,20),0.0381318 # DEPENDENCYPART_SIBL
(5,11),(5,12),0.230156 # DEPENDENCYPART_SIBL
(5,11),(5,13),0.72101 # DEPENDENCYPART_SIBL
(5,11),(5,14),0.145567 # DEPENDENCYPART_SIBL
(5,11),(5,20),0.0155782 # DEPENDENCYPART_SIBL
(5,12),(5,13),-0.0508318 # DEPENDENCYPART_SIBL
(5,12),(5,14),-0.100254 # DEPENDENCYPART_SIBL
(5,12),(5,20),0.0461275 # DEPENDENCYPART_SIBL
(5,13),(5,14),-0.101995 # DEPENDENCYPART_SIBL
(5,13),(5,20),0.00221439 # DEPENDENCYPART_SIBL
(5,14),(5,20),0.0438027 # DEPENDENCYPART_SIBL
(6,3),(6,4),0.00216116 # DEPENDENCYPART_SIBL
(6,3),(6,7),-0.0657653 # DEPENDENCYPART_SIBL
(6,3),(6,8),-0.0614293 # DEPENDENCYPART_SIBL
(6,3),(6,9),-0.0392743 # DEPENDENCYPART_SIBL
(6,3),(6,10),-0.0729552 # DEPENDENCYPART_SIBL
(6,3),(6,11),-0.158945 # DEPENDENCYPART_SIBL
(6,3),(6,12),-0.0717161 # DEPENDENCYPART_SIBL
(6,3),(6,13),-0.058693 # DEPENDENCYPART_SIBL
(6,3),(6,14),-0.0815362 # DEPENDENCYPART_SIBL
(6,3),(6,19),-0.143071 # DEPENDENCYPART_SIBL
(6,3),(6,20),0.0343117 # DEPENDENCYPART_SIBL
(6,4),(6,7),-0.0685572 # DEPENDENCYPART_SIBL
(6,4),(6,8),-0.150875 # DEPENDENCYPART_SIBL
(6,4),(6,9),-0.137288 # DEPENDENCYPART_SIBL
(6,4),(6,10),-0.199285 # DEPENDENCYPART_SIBL
(6,4),(6,11),0.341576 # DEPENDENCYPART_SIBL
(6,4),(6,12),-0.170541 # DEPENDENCYPART_SIBL
(6,4),(6,13),-0.149687 # DEPENDENCYPART_SIBL
(6,4),(6,14),-0.180923 # DEPENDENCYPART_SIBL
(6,4),(6,19),-0.180352 # DEPENDENCYPART_SIBL
(6,4),(6,20),-0.0303482 # DEPENDENCYPART_SIBL
(6,7),(6,8),-0.536477 # DEPENDENCYPART_SIBL
(6,7),(6,9),-0.488254 # DEPENDENCYPART_SIBL
(6,7),(6,10),-0.467425 # DEPENDENCYPART_SIBL
(6,7),(6,11),-0.0625121 # DEPENDENCYPART_SIBL
(6,7),(6,12),-0.51314 # DEPENDENCYPART_SIBL
(6,7),(6,13),-0.537051 # DEPENDENCYPART_SIBL
(6,7),(6,14),-0.323186 # DEPENDENCYPART_SIBL
(6,7),(6,19),-0.41074 # DEPENDENCYPART_SIBL
(6,7),(6,20),-0.120785 # DEPENDENCYPART_SIBL
(6,8),(6,9),-0.602774 # DEPENDENCYPART_SIBL
(6,8),(6,10),-0.581565 # DEPENDENCYPART_SIBL
(6,8),(6,11),0.0919546 # DEPENDENCYPART_SIBL
(6,8),(6,12),-0.461806 # DEPENDENCYPART_SIBL
(6,8),(6,13),-0.618845 # DEPENDENCYPART_SIBL
(6,8),(6,14),-0.313092 # DEPENDENCYPART_SIBL
(6,8),(6,19),-0.542079 # DEPENDENCYPART_SIBL
(6,8),(6,20),0.0167354 # DEPENDENCYPART_SIBL
(6,9),(6,10),-0.837361 # DEPENDENCYPART_SIBL
(6,9),(6,11),-0.0468791 # DEPENDENCYPART_SIBL
(6,9),(6,12),-0.6494 # DEPENDENCYPART_SIBL
(6,9),(6,13),-0.721427 # DEPENDENCYPART_SIBL
(6,9),(6,14),-0.447497 # DEPENDENCYPART_SIBL
(6,9),(6,19),-0.872291 # DEPENDENCYPART_SIBL
(6,9),(6,20),-0.00193944 # DEPENDENCYPART_SIBL
(6,10),(6,11),0.0293548 # DEPENDENCYPART_SIBL
(6,10),(6,12),-0.632029 # DEPENDENCYPART_SIBL
(6,10),(6,13),-0.700204 # DEPENDENCYPART_SIBL
(6,10),(6,14),-0.405166 # DEPENDENCYPART_SIBL
(6,10),(6,19),-0.857247 # DEPENDENCYPART_SIBL
(6,10),(6,20),0.0389353 # DEPENDENCYPART_SIBL
(6,11),(6,12),0.130296 # DEPENDENCYPART_SIBL
(6,11),(6,13),0.128239 # DEPENDENCYPART_SIBL
(6,11),(6,14),0.0635699 # DEPENDENCYPART_SIBL
(6,11),(6,19),0.0183291 # DEPENDENCYPART_SIBL
(6,11),(6,20),0.231532 # DEPENDENCYPART_SIBL
(6,12),(6,13),-0.447007 # DEPENDENCYPART_SIBL
(6,12),(6,14),-0.302564 # DEPENDENCYPART_SIBL
(6,12),(6,19),-0.393144 # DEPENDENCYPART_SIBL
(6,12),(6,20),0.260507 # DEPENDENCYPART_SIBL
(6,13),(6,14),-0.313083 # DEPENDENCYPART_SIBL
(6,13),(6,19),-0.543566 # DEPENDENCYPART_SIBL
(6,13),(6,20),0.0137031 # DEPENDENCYPART_SIBL
(6,14),(6,19),-0.320121 # DEPENDENCYPART_SIBL
(6,14),(6,20),0.0531116 # DEPENDENCYPART_SIBL
(6,19),(6,20),-0.0374656 # DEPENDENCYPART_SIBL
(7,8),(7,12),0.0343314 # DEPENDENCYPART_SIBL
(8,3),(8,4),0.126741 # DEPENDENCYPART_SIBL
(8,3),(8,7),-0.0966821 # DEPENDENCYPART_SIBL
(8,3),(8,9),0.00582187 # DEPENDENCYPART_SIBL
(8,3),(8,10),-2.45246e-05 # DEPENDENCYPART_SIBL
(8,3),(8,11),0.0231738 # DEPENDENCYPART_SIBL
(8,3),(8,12),-0.0202469 # DEPENDENCYPART_SIBL
(8,3),(8,13),0.00680247 # DEPENDENCYPART_SIBL
(8,3),(8,14),-0.0297739 # DEPENDENCYPART_SIBL
(8,3),(8,19),-0.00510434 # DEPENDENCYPART_SIBL
(8,4),(8,7),0.0232063 # DEPENDENCYPART_SIBL
(8,4),(8,9),-0.00104325 # DEPENDENCYPART_SIBL
(8,4),(8,10),-0.0326356 # DEPENDENCYPART_SIBL
(8,4),(8,11),0.0892726 # DEPENDENCYPART_SIBL
(8,4),(8,12),-0.0187889 # DEPENDENCYPART_SIBL
(8,4),(8,13),-0.00193778 # DEPENDENCYPART_SIBL
(8,4),(8,14),0.0214765 # DEPENDENCYPART_SIBL
(8,4),(8,19),-0.0207465 # DEPENDENCYPART_SIBL
(8,7),(8,9),-0.0171428 # DEPENDENCYPART_SIBL
(8,7),(8,10),-0.0350722 # DEPENDENCYPART_SIBL
(8,7),(8,11),0.127294 # DEPENDENCYPART_SIBL
(8,7),(8,12),-0.00300304 # DEPENDENCYPART_SIBL
(8,7),(8,13),0.124659 # DEPENDENCYPART_SIBL
(8,7),(8,14),0.0672612 # DEPENDENCYPART_SIBL
(8,7),(8,19),-0.00563418 # DEPENDENCYPART_SIBL
(8,9),(8,10),-0.198684 # DEPENDENCYPART_SIBL
(8,9),(8,11),-0.062783 # DEPENDENCYPART_SIBL
(8,9),(8,12),-0.0625967 # DEPENDENCYPART_SIBL
(8,9),(8,13),0.0233821 # DEPENDENCYPART_SIBL
(8,9),(8,14),-0.0199465 # DEPENDENCYPART_SIBL
(8,9),(8,19),-0.306439 # DEPENDENCYPART_SIBL
