# _root_ `` They 've been laggard , '' he says , `` but they 'll have to become more aggressive . ''
#goldHeads=3,3,9,3,4,3,3,9,0,3,3,3,14,12,14,15,16,19,17,3,3,
#predictedHeads=3,3,9,3,4,9,9,9,0,9,14,14,14,9,14,15,16,19,17,14,14,
(5,8),-1.63445 # DEPENDENCYPART_ARC
(5,9),-1.27652 # DEPENDENCYPART_ARC
(5,10),-1.59408 # DEPENDENCYPART_ARC
(5,11),-2.01506 # DEPENDENCYPART_ARC
(5,12),-1.63484 # DEPENDENCYPART_ARC
(5,14),-1.73651 # DEPENDENCYPART_ARC
(5,16),-1.78238 # DEPENDENCYPART_ARC
(6,5),-2.10329 # DEPENDENCYPART_ARC
(6,7),-1.30456 # DEPENDENCYPART_ARC
(7,3),-2.91627 # DEPENDENCYPART_ARC
(7,5),-2.7745 # DEPENDENCYPART_ARC
(7,6),-1.645 # DEPENDENCYPART_ARC
(7,8),-1.86127 # DEPENDENCYPART_ARC
(7,9),-1.8293 # DEPENDENCYPART_ARC
(7,10),-2.3091 # DEPENDENCYPART_ARC
(7,12),-2.8086 # DEPENDENCYPART_ARC
(7,14),-2.77852 # DEPENDENCYPART_ARC
(8,1),-2.76624 # DEPENDENCYPART_ARC
(8,3),-2.59031 # DEPENDENCYPART_ARC
(8,4),-2.47983 # DEPENDENCYPART_ARC
(8,5),-2.13817 # DEPENDENCYPART_ARC
(8,6),-1.44284 # DEPENDENCYPART_ARC
(8,7),-1.46085 # DEPENDENCYPART_ARC
(8,10),-1.56034 # DEPENDENCYPART_ARC
(8,12),-1.41442 # DEPENDENCYPART_ARC
(8,14),-2.14919 # DEPENDENCYPART_ARC
(9,1),-1.2049 # DEPENDENCYPART_ARC
(9,2),-2.61952 # DEPENDENCYPART_ARC
(9,3),-1.13835 # DEPENDENCYPART_ARC
(9,4),-2.40678 # DEPENDENCYPART_ARC
(9,5),-2.16316 # DEPENDENCYPART_ARC
(9,6),-0.602254 # DEPENDENCYPART_ARC
(9,7),-0.45002 # DEPENDENCYPART_ARC
(9,8),1.33147 # DEPENDENCYPART_ARC
(9,10),0.514295 # DEPENDENCYPART_ARC
(9,11),-0.722843 # DEPENDENCYPART_ARC
(9,12),-1.58098 # DEPENDENCYPART_ARC
(9,13),-2.16323 # DEPENDENCYPART_ARC
(9,14),-0.966594 # DEPENDENCYPART_ARC
(9,15),-1.92317 # DEPENDENCYPART_ARC
(9,16),-1.80823 # DEPENDENCYPART_ARC
(9,18),-2.42368 # DEPENDENCYPART_ARC
(9,19),-2.55368 # DEPENDENCYPART_ARC
(9,20),-2.15051 # DEPENDENCYPART_ARC
(9,21),-1.25912 # DEPENDENCYPART_ARC
(11,9),-2.53809 # DEPENDENCYPART_ARC
(11,10),-1.76478 # DEPENDENCYPART_ARC
(11,12),-1.76977 # DEPENDENCYPART_ARC
(12,11),-1.75905 # DEPENDENCYPART_ARC
(12,13),-0.648398 # DEPENDENCYPART_ARC
(12,14),-0.218264 # DEPENDENCYPART_ARC
(12,15),-1.50082 # DEPENDENCYPART_ARC
(12,16),-1.98192 # DEPENDENCYPART_ARC
(12,17),-2.00034 # DEPENDENCYPART_ARC
(12,18),-2.46492 # DEPENDENCYPART_ARC
(12,19),-2.51343 # DEPENDENCYPART_ARC
(13,15),-1.9908 # DEPENDENCYPART_ARC
(13,16),-1.70375 # DEPENDENCYPART_ARC
(14,1),-1.80168 # DEPENDENCYPART_ARC
(14,2),-2.29989 # DEPENDENCYPART_ARC
(14,3),-2.14384 # DEPENDENCYPART_ARC
(14,4),-2.03285 # DEPENDENCYPART_ARC
(14,5),-2.26879 # DEPENDENCYPART_ARC
(14,6),-2.43479 # DEPENDENCYPART_ARC
(14,7),-1.47449 # DEPENDENCYPART_ARC
(14,8),-1.75955 # DEPENDENCYPART_ARC
(14,9),-1.67359 # DEPENDENCYPART_ARC
(14,10),-1.47505 # DEPENDENCYPART_ARC
(14,11),-0.87792 # DEPENDENCYPART_ARC
(14,12),-1.03625 # DEPENDENCYPART_ARC
(14,13),1.44482 # DEPENDENCYPART_ARC
(14,15),2.12493 # DEPENDENCYPART_ARC
(14,16),-0.735008 # DEPENDENCYPART_ARC
(14,17),-0.744838 # DEPENDENCYPART_ARC
(14,18),-1.64832 # DEPENDENCYPART_ARC
(14,19),-2.01421 # DEPENDENCYPART_ARC
(14,20),-0.674452 # DEPENDENCYPART_ARC
(14,21),-0.874003 # DEPENDENCYPART_ARC
(15,1),-2.93582 # DEPENDENCYPART_ARC
(15,3),-2.31476 # DEPENDENCYPART_ARC
(15,5),-2.29165 # DEPENDENCYPART_ARC
(15,6),-2.5044 # DEPENDENCYPART_ARC
(15,7),-2.21602 # DEPENDENCYPART_ARC
(15,8),-2.64442 # DEPENDENCYPART_ARC
(15,9),-1.92647 # DEPENDENCYPART_ARC
(15,10),-2.19451 # DEPENDENCYPART_ARC
(15,11),-1.80581 # DEPENDENCYPART_ARC
(15,12),-1.69032 # DEPENDENCYPART_ARC
(15,13),-1.1193 # DEPENDENCYPART_ARC
(15,14),-1.00975 # DEPENDENCYPART_ARC
(15,16),1.1712 # DEPENDENCYPART_ARC
(15,17),-0.017917 # DEPENDENCYPART_ARC
(15,18),-0.820191 # DEPENDENCYPART_ARC
(15,19),-1.33117 # DEPENDENCYPART_ARC
(15,20),-1.68558 # DEPENDENCYPART_ARC
(15,21),-1.35891 # DEPENDENCYPART_ARC
(16,11),-2.14919 # DEPENDENCYPART_ARC
(16,13),-2.17964 # DEPENDENCYPART_ARC
(16,17),2.04964 # DEPENDENCYPART_ARC
(16,18),-1.06445 # DEPENDENCYPART_ARC
(16,19),-1.56256 # DEPENDENCYPART_ARC
(16,20),-1.9297 # DEPENDENCYPART_ARC
(16,21),-1.34453 # DEPENDENCYPART_ARC
(17,1),-2.77103 # DEPENDENCYPART_ARC
(17,3),-2.2342 # DEPENDENCYPART_ARC
(17,7),-2.42097 # DEPENDENCYPART_ARC
(17,11),-2.06589 # DEPENDENCYPART_ARC
(17,13),-1.93729 # DEPENDENCYPART_ARC
(17,18),-0.147697 # DEPENDENCYPART_ARC
(17,19),-0.39572 # DEPENDENCYPART_ARC
(17,20),-1.44442 # DEPENDENCYPART_ARC
(17,21),-1.02246 # DEPENDENCYPART_ARC
(18,19),-0.998083 # DEPENDENCYPART_ARC
(18,20),-1.87662 # DEPENDENCYPART_ARC
(18,21),-1.49562 # DEPENDENCYPART_ARC
(19,1),-2.18205 # DEPENDENCYPART_ARC
(19,3),-2.20348 # DEPENDENCYPART_ARC
(19,5),-2.02428 # DEPENDENCYPART_ARC
(19,6),-2.32062 # DEPENDENCYPART_ARC
(19,9),-1.86103 # DEPENDENCYPART_ARC
(19,11),-1.77166 # DEPENDENCYPART_ARC
(19,14),-1.56996 # DEPENDENCYPART_ARC
(19,16),-1.05241 # DEPENDENCYPART_ARC
(19,17),-0.929531 # DEPENDENCYPART_ARC
(19,18),1.27207 # DEPENDENCYPART_ARC
(19,20),-1.42234 # DEPENDENCYPART_ARC
(19,21),-1.65964 # DEPENDENCYPART_ARC
(20,18),-2.45466 # DEPENDENCYPART_ARC
(20,19),-2.47309 # DEPENDENCYPART_ARC
(20,21),-2.12418 # DEPENDENCYPART_ARC
(21,19),-2.52256 # DEPENDENCYPART_ARC
(21,20),-1.90648 # DEPENDENCYPART_ARC
(0,3),(0,9),-1.68216 # DEPENDENCYPART_SIBL
(0,3),(0,14),-0.586991 # DEPENDENCYPART_SIBL
(0,9),(0,14),-0.900043 # DEPENDENCYPART_SIBL
(1,2),(1,3),-0.0565963 # DEPENDENCYPART_SIBL
(2,1),(2,4),0.0109778 # DEPENDENCYPART_SIBL
(2,1),(2,5),-0.014043 # DEPENDENCYPART_SIBL
(2,1),(2,6),0.0417745 # DEPENDENCYPART_SIBL
(2,1),(2,7),0.448529 # DEPENDENCYPART_SIBL
(2,1),(2,9),0.0257516 # DEPENDENCYPART_SIBL
(2,1),(2,10),0.0417745 # DEPENDENCYPART_SIBL
(2,1),(2,12),0.110096 # DEPENDENCYPART_SIBL
(2,4),(2,5),-0.116804 # DEPENDENCYPART_SIBL
(2,4),(2,6),0.407931 # DEPENDENCYPART_SIBL
(2,4),(2,7),0.0881196 # DEPENDENCYPART_SIBL
(2,4),(2,9),-0.0514427 # DEPENDENCYPART_SIBL
(2,4),(2,10),0.407931 # DEPENDENCYPART_SIBL
(2,4),(2,12),0.0900276 # DEPENDENCYPART_SIBL
(2,5),(2,6),0.266008 # DEPENDENCYPART_SIBL
(2,5),(2,7),-0.00554434 # DEPENDENCYPART_SIBL
(2,5),(2,9),-0.0770791 # DEPENDENCYPART_SIBL
(2,5),(2,10),0.266008 # DEPENDENCYPART_SIBL
(2,5),(2,12),-0.0113416 # DEPENDENCYPART_SIBL
(2,6),(2,7),0.227111 # DEPENDENCYPART_SIBL
(2,6),(2,9),0.201572 # DEPENDENCYPART_SIBL
(2,6),(2,10),0.542084 # DEPENDENCYPART_SIBL
(2,6),(2,12),0.796839 # DEPENDENCYPART_SIBL
(2,7),(2,9),-0.0614186 # DEPENDENCYPART_SIBL
(2,7),(2,10),0.171293 # DEPENDENCYPART_SIBL
(2,7),(2,12),0.156871 # DEPENDENCYPART_SIBL
(2,9),(2,10),0.415219 # DEPENDENCYPART_SIBL
(2,9),(2,12),0.00125328 # DEPENDENCYPART_SIBL
(2,10),(2,12),0.796839 # DEPENDENCYPART_SIBL
(3,1),(3,2),0.0214911 # DEPENDENCYPART_SIBL
(3,1),(3,4),0.143643 # DEPENDENCYPART_SIBL
(3,1),(3,5),-0.0763747 # DEPENDENCYPART_SIBL
(3,1),(3,6),-0.0227141 # DEPENDENCYPART_SIBL
(3,1),(3,7),0.469554 # DEPENDENCYPART_SIBL
(3,1),(3,8),-0.065816 # DEPENDENCYPART_SIBL
(3,1),(3,9),-0.0837043 # DEPENDENCYPART_SIBL
(3,1),(3,10),-0.0227141 # DEPENDENCYPART_SIBL
(3,1),(3,11),0.104775 # DEPENDENCYPART_SIBL
(3,1),(3,12),0.148168 # DEPENDENCYPART_SIBL
(3,1),(3,14),0.0232166 # DEPENDENCYPART_SIBL
(3,1),(3,15),0.0332986 # DEPENDENCYPART_SIBL
(3,1),(3,16),0.00671208 # DEPENDENCYPART_SIBL
(3,1),(3,20),0.332774 # DEPENDENCYPART_SIBL
(3,1),(3,21),0.469554 # DEPENDENCYPART_SIBL
(3,2),(3,4),0.27522 # DEPENDENCYPART_SIBL
(3,2),(3,5),0.0614733 # DEPENDENCYPART_SIBL
(3,2),(3,6),0.0661024 # DEPENDENCYPART_SIBL
(3,2),(3,7),0.207126 # DEPENDENCYPART_SIBL
(3,2),(3,8),-0.0410293 # DEPENDENCYPART_SIBL
(3,2),(3,9),-0.0669998 # DEPENDENCYPART_SIBL
(3,2),(3,10),0.0661024 # DEPENDENCYPART_SIBL
(3,2),(3,11),0.0963957 # DEPENDENCYPART_SIBL
(3,2),(3,12),0.0158558 # DEPENDENCYPART_SIBL
(3,2),(3,14),0.105228 # DEPENDENCYPART_SIBL
(3,2),(3,15),0.0538263 # DEPENDENCYPART_SIBL
(3,2),(3,16),-0.0352132 # DEPENDENCYPART_SIBL
(3,2),(3,20),0.0581979 # DEPENDENCYPART_SIBL
(3,2),(3,21),0.207126 # DEPENDENCYPART_SIBL
(3,4),(3,5),-0.216002 # DEPENDENCYPART_SIBL
(3,4),(3,6),0.131536 # DEPENDENCYPART_SIBL
(3,4),(3,7),0.125181 # DEPENDENCYPART_SIBL
(3,4),(3,8),-0.175239 # DEPENDENCYPART_SIBL
(3,4),(3,9),-0.14743 # DEPENDENCYPART_SIBL
(3,4),(3,10),0.131536 # DEPENDENCYPART_SIBL
(3,4),(3,11),-0.149949 # DEPENDENCYPART_SIBL
(3,4),(3,12),0.157256 # DEPENDENCYPART_SIBL
(3,4),(3,14),-0.214339 # DEPENDENCYPART_SIBL
(3,4),(3,15),-0.123259 # DEPENDENCYPART_SIBL
(3,4),(3,16),-0.226759 # DEPENDENCYPART_SIBL
(3,4),(3,20),0.163645 # DEPENDENCYPART_SIBL
(3,4),(3,21),0.125181 # DEPENDENCYPART_SIBL
(3,5),(3,6),-0.0267808 # DEPENDENCYPART_SIBL
(3,5),(3,7),-0.0405309 # DEPENDENCYPART_SIBL
(3,5),(3,8),-0.120075 # DEPENDENCYPART_SIBL
(3,5),(3,9),-0.14452 # DEPENDENCYPART_SIBL
(3,5),(3,10),-0.0267808 # DEPENDENCYPART_SIBL
(3,5),(3,11),-0.144624 # DEPENDENCYPART_SIBL
(3,5),(3,12),0.0456314 # DEPENDENCYPART_SIBL
(3,5),(3,14),-0.15477 # DEPENDENCYPART_SIBL
(3,5),(3,15),-0.0414215 # DEPENDENCYPART_SIBL
(3,5),(3,16),-0.0583644 # DEPENDENCYPART_SIBL
(3,5),(3,20),-0.0192883 # DEPENDENCYPART_SIBL
(3,5),(3,21),-0.0405309 # DEPENDENCYPART_SIBL
(3,6),(3,7),0.0513411 # DEPENDENCYPART_SIBL
(3,6),(3,8),-0.117964 # DEPENDENCYPART_SIBL
(3,6),(3,9),0.00393467 # DEPENDENCYPART_SIBL
(3,6),(3,10),-0.0907306 # DEPENDENCYPART_SIBL
(3,6),(3,11),0.00379831 # DEPENDENCYPART_SIBL
(3,6),(3,12),0.729132 # DEPENDENCYPART_SIBL
(3,6),(3,14),0.20861 # DEPENDENCYPART_SIBL
(3,6),(3,15),0.0402304 # DEPENDENCYPART_SIBL
(3,6),(3,16),0.067064 # DEPENDENCYPART_SIBL
(3,6),(3,20),-0.0698653 # DEPENDENCYPART_SIBL
(3,6),(3,21),0.0513411 # DEPENDENCYPART_SIBL
(3,7),(3,8),-0.134932 # DEPENDENCYPART_SIBL
(3,7),(3,9),-0.118973 # DEPENDENCYPART_SIBL
(3,7),(3,10),-0.173219 # DEPENDENCYPART_SIBL
(3,7),(3,11),0.014319 # DEPENDENCYPART_SIBL
(3,7),(3,12),0.195672 # DEPENDENCYPART_SIBL
(3,7),(3,14),-0.125488 # DEPENDENCYPART_SIBL
(3,7),(3,15),-0.0561658 # DEPENDENCYPART_SIBL
(3,7),(3,16),0.0913796 # DEPENDENCYPART_SIBL
(3,7),(3,20),-0.145105 # DEPENDENCYPART_SIBL
(3,7),(3,21),-0.160701 # DEPENDENCYPART_SIBL
(3,8),(3,9),-0.0989208 # DEPENDENCYPART_SIBL
(3,8),(3,10),-0.0719216 # DEPENDENCYPART_SIBL
(3,8),(3,11),-0.156147 # DEPENDENCYPART_SIBL
(3,8),(3,12),-0.0614111 # DEPENDENCYPART_SIBL
(3,8),(3,14),-0.0976025 # DEPENDENCYPART_SIBL
(3,8),(3,15),0.0827396 # DEPENDENCYPART_SIBL
(3,8),(3,16),0.0210416 # DEPENDENCYPART_SIBL
(3,8),(3,20),-0.0825832 # DEPENDENCYPART_SIBL
(3,8),(3,21),-0.116834 # DEPENDENCYPART_SIBL
(3,9),(3,10),0.0143868 # DEPENDENCYPART_SIBL
(3,9),(3,11),-0.147604 # DEPENDENCYPART_SIBL
(3,9),(3,12),-0.0146253 # DEPENDENCYPART_SIBL
(3,9),(3,14),-0.32089 # DEPENDENCYPART_SIBL
(3,9),(3,15),-0.129182 # DEPENDENCYPART_SIBL
(3,9),(3,16),-0.14171 # DEPENDENCYPART_SIBL
(3,9),(3,20),-0.00988846 # DEPENDENCYPART_SIBL
(3,9),(3,21),-0.0463904 # DEPENDENCYPART_SIBL
(3,10),(3,11),0.00379831 # DEPENDENCYPART_SIBL
(3,10),(3,12),0.729132 # DEPENDENCYPART_SIBL
(3,10),(3,14),0.20861 # DEPENDENCYPART_SIBL
(3,10),(3,15),0.0402304 # DEPENDENCYPART_SIBL
(3,10),(3,16),0.067064 # DEPENDENCYPART_SIBL
(3,10),(3,20),-0.0698653 # DEPENDENCYPART_SIBL
(3,10),(3,21),0.0513411 # DEPENDENCYPART_SIBL
(3,11),(3,12),0.100753 # DEPENDENCYPART_SIBL
(3,11),(3,14),0.124662 # DEPENDENCYPART_SIBL
(3,11),(3,15),0.209791 # DEPENDENCYPART_SIBL
(3,11),(3,16),-0.0226245 # DEPENDENCYPART_SIBL
(3,11),(3,20),0.0707564 # DEPENDENCYPART_SIBL
(3,11),(3,21),0.298451 # DEPENDENCYPART_SIBL
(3,12),(3,14),-0.205992 # DEPENDENCYPART_SIBL
(3,12),(3,15),-0.128176 # DEPENDENCYPART_SIBL
(3,12),(3,16),-0.154763 # DEPENDENCYPART_SIBL
(3,12),(3,20),0.0619531 # DEPENDENCYPART_SIBL
(3,12),(3,21),0.0803787 # DEPENDENCYPART_SIBL
(3,14),(3,15),-0.0575073 # DEPENDENCYPART_SIBL
(3,14),(3,16),-0.0786055 # DEPENDENCYPART_SIBL
(3,14),(3,20),0.0875184 # DEPENDENCYPART_SIBL
(3,14),(3,21),0.0661581 # DEPENDENCYPART_SIBL
(3,15),(3,16),-0.140457 # DEPENDENCYPART_SIBL
(3,15),(3,20),0.0406479 # DEPENDENCYPART_SIBL
(3,15),(3,21),-0.044779 # DEPENDENCYPART_SIBL
(3,16),(3,20),-0.0395374 # DEPENDENCYPART_SIBL
(3,16),(3,21),0.0354603 # DEPENDENCYPART_SIBL
(3,20),(3,21),1.05514 # DEPENDENCYPART_SIBL
(4,1),(4,2),0.0346359 # DEPENDENCYPART_SIBL
(4,1),(4,5),-0.00398567 # DEPENDENCYPART_SIBL
(4,1),(4,6),0.122006 # DEPENDENCYPART_SIBL
(4,1),(4,7),0.554009 # DEPENDENCYPART_SIBL
(4,1),(4,8),-0.0203595 # DEPENDENCYPART_SIBL
(4,1),(4,9),0.0178108 # DEPENDENCYPART_SIBL
(4,1),(4,10),0.122006 # DEPENDENCYPART_SIBL
(4,1),(4,11),0.0408564 # DEPENDENCYPART_SIBL
(4,1),(4,12),0.302897 # DEPENDENCYPART_SIBL
(4,1),(4,13),0.00797107 # DEPENDENCYPART_SIBL
(4,1),(4,14),0.0204508 # DEPENDENCYPART_SIBL
(4,1),(4,15),0.0360768 # DEPENDENCYPART_SIBL
(4,1),(4,16),0.0187815 # DEPENDENCYPART_SIBL
(4,1),(4,18),0.0454726 # DEPENDENCYPART_SIBL
(4,1),(4,19),0.00421676 # DEPENDENCYPART_SIBL
(4,1),(4,20),0.182261 # DEPENDENCYPART_SIBL
(4,1),(4,21),0.554009 # DEPENDENCYPART_SIBL
(4,2),(4,5),-0.059569 # DEPENDENCYPART_SIBL
(4,2),(4,6),-0.0241916 # DEPENDENCYPART_SIBL
(4,2),(4,7),0.089045 # DEPENDENCYPART_SIBL
(4,2),(4,8),-0.0664466 # DEPENDENCYPART_SIBL
(4,2),(4,9),-0.103907 # DEPENDENCYPART_SIBL
(4,2),(4,10),-0.0241916 # DEPENDENCYPART_SIBL
(4,2),(4,11),-0.0379005 # DEPENDENCYPART_SIBL
(4,2),(4,12),0.0357393 # DEPENDENCYPART_SIBL
(4,2),(4,13),-0.0686004 # DEPENDENCYPART_SIBL
(4,2),(4,14),0.00705063 # DEPENDENCYPART_SIBL
(4,2),(4,15),-0.0155682 # DEPENDENCYPART_SIBL
(4,2),(4,16),-0.030211 # DEPENDENCYPART_SIBL
(4,2),(4,18),-0.0622104 # DEPENDENCYPART_SIBL
(4,2),(4,19),-0.0588932 # DEPENDENCYPART_SIBL
(4,2),(4,20),0.155075 # DEPENDENCYPART_SIBL
(4,2),(4,21),0.089045 # DEPENDENCYPART_SIBL
(4,5),(4,6),0.0615267 # DEPENDENCYPART_SIBL
(4,5),(4,7),0.121981 # DEPENDENCYPART_SIBL
(4,5),(4,8),-0.00379135 # DEPENDENCYPART_SIBL
(4,5),(4,9),-0.026884 # DEPENDENCYPART_SIBL
(4,5),(4,10),0.0615267 # DEPENDENCYPART_SIBL
(4,5),(4,11),0.0050938 # DEPENDENCYPART_SIBL
(4,5),(4,12),0.0694191 # DEPENDENCYPART_SIBL
(4,5),(4,13),-0.00152433 # DEPENDENCYPART_SIBL
(4,5),(4,14),-0.0500002 # DEPENDENCYPART_SIBL
(4,5),(4,15),-0.00184666 # DEPENDENCYPART_SIBL
(4,5),(4,16),0.000251909 # DEPENDENCYPART_SIBL
(4,5),(4,18),-0.0628335 # DEPENDENCYPART_SIBL
(4,5),(4,19),-0.0685442 # DEPENDENCYPART_SIBL
(4,5),(4,20),-0.0166912 # DEPENDENCYPART_SIBL
(4,5),(4,21),0.121981 # DEPENDENCYPART_SIBL
(4,6),(4,7),0.238156 # DEPENDENCYPART_SIBL
(4,6),(4,8),0.0751709 # DEPENDENCYPART_SIBL
(4,6),(4,9),0.143123 # DEPENDENCYPART_SIBL
(4,6),(4,10),-0.0152939 # DEPENDENCYPART_SIBL
(4,6),(4,11),0.364837 # DEPENDENCYPART_SIBL
(4,6),(4,12),0.640224 # DEPENDENCYPART_SIBL
(4,6),(4,13),0.0728147 # DEPENDENCYPART_SIBL
(4,6),(4,14),0.272933 # DEPENDENCYPART_SIBL
(4,6),(4,15),0.179269 # DEPENDENCYPART_SIBL
(4,6),(4,16),0.225697 # DEPENDENCYPART_SIBL
(4,6),(4,18),0.0627377 # DEPENDENCYPART_SIBL
(4,6),(4,19),0.31208 # DEPENDENCYPART_SIBL
(4,6),(4,20),0.019167 # DEPENDENCYPART_SIBL
(4,6),(4,21),0.238156 # DEPENDENCYPART_SIBL
(4,7),(4,8),0.0541835 # DEPENDENCYPART_SIBL
(4,7),(4,9),0.0313043 # DEPENDENCYPART_SIBL
(4,7),(4,10),-0.0334035 # DEPENDENCYPART_SIBL
(4,7),(4,11),0.238606 # DEPENDENCYPART_SIBL
(4,7),(4,12),0.258579 # DEPENDENCYPART_SIBL
(4,7),(4,13),0.0663964 # DEPENDENCYPART_SIBL
(4,7),(4,14),0.0300318 # DEPENDENCYPART_SIBL
(4,7),(4,15),0.0377835 # DEPENDENCYPART_SIBL
(4,7),(4,16),0.221589 # DEPENDENCYPART_SIBL
(4,7),(4,18),0.0342883 # DEPENDENCYPART_SIBL
(4,7),(4,19),0.0881147 # DEPENDENCYPART_SIBL
(4,7),(4,20),-0.0415832 # DEPENDENCYPART_SIBL
(4,7),(4,21),-0.0111548 # DEPENDENCYPART_SIBL
(4,8),(4,9),-0.0403253 # DEPENDENCYPART_SIBL
(4,8),(4,10),0.00530332 # DEPENDENCYPART_SIBL
(4,8),(4,11),-0.0374205 # DEPENDENCYPART_SIBL
(4,8),(4,12),-0.0625529 # DEPENDENCYPART_SIBL
(4,8),(4,13),0.0124682 # DEPENDENCYPART_SIBL
(4,8),(4,14),-0.0380578 # DEPENDENCYPART_SIBL
(4,8),(4,15),0.0952494 # DEPENDENCYPART_SIBL
(4,8),(4,16),0.00336433 # DEPENDENCYPART_SIBL
(4,8),(4,18),-0.000466869 # DEPENDENCYPART_SIBL
(4,8),(4,19),0.0779074 # DEPENDENCYPART_SIBL
(4,8),(4,20),-0.0543845 # DEPENDENCYPART_SIBL
(4,8),(4,21),-0.0639388 # DEPENDENCYPART_SIBL
(4,9),(4,10),0.000354646 # DEPENDENCYPART_SIBL
(4,9),(4,11),-0.0467389 # DEPENDENCYPART_SIBL
(4,9),(4,12),-0.058046 # DEPENDENCYPART_SIBL
(4,9),(4,13),-0.072424 # DEPENDENCYPART_SIBL
(4,9),(4,14),-0.273784 # DEPENDENCYPART_SIBL
(4,9),(4,15),-0.144856 # DEPENDENCYPART_SIBL
(4,9),(4,16),-0.148924 # DEPENDENCYPART_SIBL
(4,9),(4,18),-0.109915 # DEPENDENCYPART_SIBL
(4,9),(4,19),-0.0734151 # DEPENDENCYPART_SIBL
(4,9),(4,20),0.0342363 # DEPENDENCYPART_SIBL
(4,9),(4,21),0.00183866 # DEPENDENCYPART_SIBL
(4,10),(4,11),0.364837 # DEPENDENCYPART_SIBL
(4,10),(4,12),0.640224 # DEPENDENCYPART_SIBL
(4,10),(4,13),0.0728147 # DEPENDENCYPART_SIBL
(4,10),(4,14),0.272933 # DEPENDENCYPART_SIBL
(4,10),(4,15),0.179269 # DEPENDENCYPART_SIBL
(4,10),(4,16),0.225697 # DEPENDENCYPART_SIBL
(4,10),(4,18),0.0627377 # DEPENDENCYPART_SIBL
(4,10),(4,19),0.31208 # DEPENDENCYPART_SIBL
(4,10),(4,20),0.019167 # DEPENDENCYPART_SIBL
(4,10),(4,21),0.238156 # DEPENDENCYPART_SIBL
(4,11),(4,12),0.0192632 # DEPENDENCYPART_SIBL
(4,11),(4,13),-0.00217443 # DEPENDENCYPART_SIBL
(4,11),(4,14),0.17157 # DEPENDENCYPART_SIBL
(4,11),(4,15),0.192765 # DEPENDENCYPART_SIBL
(4,11),(4,16),-0.0353868 # DEPENDENCYPART_SIBL
