# _root_ In New York Stock Exchange composite trading yesterday , Di Giorgio closed at $ 31.50 a share , down $ 1.75 .
#goldHeads=12,7,7,7,7,7,1,12,12,11,12,0,12,13,14,17,14,12,12,19,20,12,
#predictedHeads=12,7,7,7,7,7,1,12,12,11,12,0,12,13,14,17,14,12,12,19,20,12,
(20,1),-2.98184 # DEPENDENCYPART_ARC
(20,13),-1.89359 # DEPENDENCYPART_ARC
(20,14),-2.0461 # DEPENDENCYPART_ARC
(20,16),-1.6319 # DEPENDENCYPART_ARC
(20,17),-1.49814 # DEPENDENCYPART_ARC
(20,18),-1.37562 # DEPENDENCYPART_ARC
(20,19),-0.0225326 # DEPENDENCYPART_ARC
(20,21),1.54376 # DEPENDENCYPART_ARC
(20,22),-1.18838 # DEPENDENCYPART_ARC
(21,17),-2.65919 # DEPENDENCYPART_ARC
(21,19),-1.53482 # DEPENDENCYPART_ARC
(21,20),-1.04151 # DEPENDENCYPART_ARC
(21,22),-1.72041 # DEPENDENCYPART_ARC
(22,20),-2.54086 # DEPENDENCYPART_ARC
(1,2),(1,3),-0.846494 # DEPENDENCYPART_SIBL
(1,2),(1,4),-0.85238 # DEPENDENCYPART_SIBL
(1,2),(1,5),-0.840865 # DEPENDENCYPART_SIBL
(1,2),(1,6),-0.98602 # DEPENDENCYPART_SIBL
(1,2),(1,7),-1.02134 # DEPENDENCYPART_SIBL
(1,2),(1,8),-0.943611 # DEPENDENCYPART_SIBL
(1,2),(1,9),-0.153452 # DEPENDENCYPART_SIBL
(1,2),(1,11),-0.832642 # DEPENDENCYPART_SIBL
(1,2),(1,22),-0.069724 # DEPENDENCYPART_SIBL
(1,3),(1,4),-0.87483 # DEPENDENCYPART_SIBL
(1,3),(1,5),-0.863302 # DEPENDENCYPART_SIBL
(1,3),(1,6),-1.00987 # DEPENDENCYPART_SIBL
(1,3),(1,7),-1.04519 # DEPENDENCYPART_SIBL
(1,3),(1,8),-0.967464 # DEPENDENCYPART_SIBL
(1,3),(1,9),-0.0945263 # DEPENDENCYPART_SIBL
(1,3),(1,11),-0.855079 # DEPENDENCYPART_SIBL
(1,3),(1,22),-0.102171 # DEPENDENCYPART_SIBL
(1,4),(1,5),-0.848757 # DEPENDENCYPART_SIBL
(1,4),(1,6),-0.997886 # DEPENDENCYPART_SIBL
(1,4),(1,7),-1.03349 # DEPENDENCYPART_SIBL
(1,4),(1,8),-0.955491 # DEPENDENCYPART_SIBL
(1,4),(1,9),-0.0885368 # DEPENDENCYPART_SIBL
(1,4),(1,11),-0.840486 # DEPENDENCYPART_SIBL
(1,4),(1,22),-0.0967231 # DEPENDENCYPART_SIBL
(1,5),(1,6),-1.00991 # DEPENDENCYPART_SIBL
(1,5),(1,7),-1.05026 # DEPENDENCYPART_SIBL
(1,5),(1,8),-0.96847 # DEPENDENCYPART_SIBL
(1,5),(1,9),-0.172335 # DEPENDENCYPART_SIBL
(1,5),(1,11),-0.838438 # DEPENDENCYPART_SIBL
(1,5),(1,22),-0.106711 # DEPENDENCYPART_SIBL
(1,6),(1,7),-1.06651 # DEPENDENCYPART_SIBL
(1,6),(1,8),-0.897909 # DEPENDENCYPART_SIBL
(1,6),(1,9),0.0742594 # DEPENDENCYPART_SIBL
(1,6),(1,11),-0.550028 # DEPENDENCYPART_SIBL
(1,6),(1,22),0.0997766 # DEPENDENCYPART_SIBL
(1,7),(1,8),-0.895359 # DEPENDENCYPART_SIBL
(1,7),(1,9),-0.0101229 # DEPENDENCYPART_SIBL
(1,7),(1,11),-0.56521 # DEPENDENCYPART_SIBL
(1,7),(1,22),0.0606851 # DEPENDENCYPART_SIBL
(1,8),(1,9),0.12377 # DEPENDENCYPART_SIBL
(1,8),(1,11),-0.545394 # DEPENDENCYPART_SIBL
(1,8),(1,22),0.112312 # DEPENDENCYPART_SIBL
(1,9),(1,11),0.0707423 # DEPENDENCYPART_SIBL
(1,9),(1,22),0.395117 # DEPENDENCYPART_SIBL
(1,11),(1,22),-0.0569606 # DEPENDENCYPART_SIBL
(2,3),(2,4),-0.0752893 # DEPENDENCYPART_SIBL
(2,3),(2,5),-0.0650272 # DEPENDENCYPART_SIBL
(2,3),(2,9),0.130068 # DEPENDENCYPART_SIBL
(2,4),(2,5),-0.0674827 # DEPENDENCYPART_SIBL
(2,4),(2,9),0.0575732 # DEPENDENCYPART_SIBL
(2,5),(2,9),-0.0500966 # DEPENDENCYPART_SIBL
(3,1),(3,2),-0.12627 # DEPENDENCYPART_SIBL
(3,1),(3,4),-0.0174192 # DEPENDENCYPART_SIBL
(3,1),(3,5),-0.0262078 # DEPENDENCYPART_SIBL
(3,1),(3,6),-0.0252238 # DEPENDENCYPART_SIBL
(3,1),(3,8),-0.0919966 # DEPENDENCYPART_SIBL
(3,1),(3,9),-0.082453 # DEPENDENCYPART_SIBL
(3,2),(3,4),0.148818 # DEPENDENCYPART_SIBL
(3,2),(3,5),0.179739 # DEPENDENCYPART_SIBL
(3,2),(3,6),-0.0981722 # DEPENDENCYPART_SIBL
(3,2),(3,8),-0.149672 # DEPENDENCYPART_SIBL
(3,2),(3,9),-0.0972602 # DEPENDENCYPART_SIBL
(3,4),(3,5),-0.0307044 # DEPENDENCYPART_SIBL
(3,4),(3,6),-0.0579678 # DEPENDENCYPART_SIBL
(3,4),(3,8),-0.0579094 # DEPENDENCYPART_SIBL
(3,4),(3,9),0.154901 # DEPENDENCYPART_SIBL
(3,5),(3,6),-0.0754872 # DEPENDENCYPART_SIBL
(3,5),(3,8),-0.0759047 # DEPENDENCYPART_SIBL
(3,5),(3,9),0.046921 # DEPENDENCYPART_SIBL
(3,6),(3,8),-0.271475 # DEPENDENCYPART_SIBL
(3,6),(3,9),0.228477 # DEPENDENCYPART_SIBL
(3,8),(3,9),0.283265 # DEPENDENCYPART_SIBL
(4,1),(4,2),-0.0817376 # DEPENDENCYPART_SIBL
(4,1),(4,3),-0.0732629 # DEPENDENCYPART_SIBL
(4,1),(4,5),-0.086934 # DEPENDENCYPART_SIBL
(4,1),(4,6),-0.0214031 # DEPENDENCYPART_SIBL
(4,1),(4,7),0.000582125 # DEPENDENCYPART_SIBL
(4,1),(4,8),-0.0887804 # DEPENDENCYPART_SIBL
(4,1),(4,9),-0.0913385 # DEPENDENCYPART_SIBL
(4,1),(4,11),-0.0959786 # DEPENDENCYPART_SIBL
(4,2),(4,3),0.18435 # DEPENDENCYPART_SIBL
(4,2),(4,5),-0.0137502 # DEPENDENCYPART_SIBL
(4,2),(4,6),-0.124812 # DEPENDENCYPART_SIBL
(4,2),(4,7),-0.0154191 # DEPENDENCYPART_SIBL
(4,2),(4,8),-0.176916 # DEPENDENCYPART_SIBL
(4,2),(4,9),-0.102384 # DEPENDENCYPART_SIBL
(4,2),(4,11),-0.0154696 # DEPENDENCYPART_SIBL
(4,3),(4,5),-0.0610937 # DEPENDENCYPART_SIBL
(4,3),(4,6),-0.0805501 # DEPENDENCYPART_SIBL
(4,3),(4,7),0.0306651 # DEPENDENCYPART_SIBL
(4,3),(4,8),-0.131931 # DEPENDENCYPART_SIBL
(4,3),(4,9),-0.147477 # DEPENDENCYPART_SIBL
(4,3),(4,11),-0.0636102 # DEPENDENCYPART_SIBL
(4,5),(4,6),-0.0785963 # DEPENDENCYPART_SIBL
(4,5),(4,7),-0.0975694 # DEPENDENCYPART_SIBL
(4,5),(4,8),-0.0798312 # DEPENDENCYPART_SIBL
(4,5),(4,9),-0.0266733 # DEPENDENCYPART_SIBL
(4,5),(4,11),-0.0502483 # DEPENDENCYPART_SIBL
(4,6),(4,7),-0.319006 # DEPENDENCYPART_SIBL
(4,6),(4,8),-0.242251 # DEPENDENCYPART_SIBL
(4,6),(4,9),0.239856 # DEPENDENCYPART_SIBL
(4,6),(4,11),-0.00484228 # DEPENDENCYPART_SIBL
(4,7),(4,8),-0.197319 # DEPENDENCYPART_SIBL
(4,7),(4,9),0.223818 # DEPENDENCYPART_SIBL
(4,7),(4,11),0.0239409 # DEPENDENCYPART_SIBL
(4,8),(4,9),0.293437 # DEPENDENCYPART_SIBL
(4,8),(4,11),-0.0143926 # DEPENDENCYPART_SIBL
(4,9),(4,11),0.718142 # DEPENDENCYPART_SIBL
(5,1),(5,2),-0.0376654 # DEPENDENCYPART_SIBL
(5,1),(5,3),-0.0239661 # DEPENDENCYPART_SIBL
(5,1),(5,4),0.0118854 # DEPENDENCYPART_SIBL
(5,1),(5,6),-0.0130519 # DEPENDENCYPART_SIBL
(5,1),(5,7),0.0391503 # DEPENDENCYPART_SIBL
(5,1),(5,8),-0.0847307 # DEPENDENCYPART_SIBL
(5,1),(5,9),-0.0540419 # DEPENDENCYPART_SIBL
(5,1),(5,11),-0.104728 # DEPENDENCYPART_SIBL
(5,2),(5,3),0.244253 # DEPENDENCYPART_SIBL
(5,2),(5,4),0.214601 # DEPENDENCYPART_SIBL
(5,2),(5,6),-0.0762552 # DEPENDENCYPART_SIBL
(5,2),(5,7),0.0937404 # DEPENDENCYPART_SIBL
(5,2),(5,8),-0.135439 # DEPENDENCYPART_SIBL
(5,2),(5,9),-0.0620585 # DEPENDENCYPART_SIBL
(5,2),(5,11),-0.00818701 # DEPENDENCYPART_SIBL
(5,3),(5,4),0.221839 # DEPENDENCYPART_SIBL
(5,3),(5,6),-0.0315764 # DEPENDENCYPART_SIBL
(5,3),(5,7),0.140242 # DEPENDENCYPART_SIBL
(5,3),(5,8),-0.0900372 # DEPENDENCYPART_SIBL
(5,3),(5,9),-0.106091 # DEPENDENCYPART_SIBL
(5,3),(5,11),-0.0548114 # DEPENDENCYPART_SIBL
(5,4),(5,6),-0.0732673 # DEPENDENCYPART_SIBL
(5,4),(5,7),0.0937982 # DEPENDENCYPART_SIBL
(5,4),(5,8),-0.134573 # DEPENDENCYPART_SIBL
(5,4),(5,9),-0.069837 # DEPENDENCYPART_SIBL
(5,4),(5,11),-0.105404 # DEPENDENCYPART_SIBL
(5,6),(5,7),-0.287339 # DEPENDENCYPART_SIBL
(5,6),(5,8),-0.209819 # DEPENDENCYPART_SIBL
(5,6),(5,9),0.25291 # DEPENDENCYPART_SIBL
(5,6),(5,11),0.0135737 # DEPENDENCYPART_SIBL
(5,7),(5,8),-0.167642 # DEPENDENCYPART_SIBL
(5,7),(5,9),0.231362 # DEPENDENCYPART_SIBL
(5,7),(5,11),0.0396021 # DEPENDENCYPART_SIBL
(5,8),(5,9),0.306477 # DEPENDENCYPART_SIBL
(5,8),(5,11),0.00401794 # DEPENDENCYPART_SIBL
(5,9),(5,11),0.665307 # DEPENDENCYPART_SIBL
(6,1),(6,2),-0.0748575 # DEPENDENCYPART_SIBL
(6,1),(6,3),-0.0587778 # DEPENDENCYPART_SIBL
(6,1),(6,4),-0.022219 # DEPENDENCYPART_SIBL
(6,1),(6,5),0.0192859 # DEPENDENCYPART_SIBL
(6,1),(6,7),0.000577907 # DEPENDENCYPART_SIBL
(6,1),(6,8),-0.0578551 # DEPENDENCYPART_SIBL
(6,1),(6,9),-0.0307821 # DEPENDENCYPART_SIBL
(6,1),(6,11),-0.0684978 # DEPENDENCYPART_SIBL
(6,2),(6,3),0.339934 # DEPENDENCYPART_SIBL
(6,2),(6,4),0.33939 # DEPENDENCYPART_SIBL
(6,2),(6,5),0.397796 # DEPENDENCYPART_SIBL
(6,2),(6,7),0.0828835 # DEPENDENCYPART_SIBL
(6,2),(6,8),0.0109721 # DEPENDENCYPART_SIBL
(6,2),(6,9),0.217572 # DEPENDENCYPART_SIBL
(6,2),(6,11),0.143805 # DEPENDENCYPART_SIBL
(6,3),(6,4),0.275303 # DEPENDENCYPART_SIBL
(6,3),(6,5),0.343083 # DEPENDENCYPART_SIBL
(6,3),(6,7),0.0444705 # DEPENDENCYPART_SIBL
(6,3),(6,8),-0.0281245 # DEPENDENCYPART_SIBL
(6,3),(6,9),-0.0144613 # DEPENDENCYPART_SIBL
(6,3),(6,11),0.0168554 # DEPENDENCYPART_SIBL
(6,4),(6,5),0.256021 # DEPENDENCYPART_SIBL
(6,4),(6,7),0.0301938 # DEPENDENCYPART_SIBL
(6,4),(6,8),-0.0429504 # DEPENDENCYPART_SIBL
(6,4),(6,9),-0.00408436 # DEPENDENCYPART_SIBL
(6,4),(6,11),-0.0376693 # DEPENDENCYPART_SIBL
(6,5),(6,7),-0.0181299 # DEPENDENCYPART_SIBL
(6,5),(6,8),-0.0759397 # DEPENDENCYPART_SIBL
(6,5),(6,9),-0.140063 # DEPENDENCYPART_SIBL
(6,5),(6,11),-0.045616 # DEPENDENCYPART_SIBL
(6,7),(6,8),-0.0046242 # DEPENDENCYPART_SIBL
(6,7),(6,9),0.000980669 # DEPENDENCYPART_SIBL
(6,7),(6,11),-0.0261298 # DEPENDENCYPART_SIBL
(6,8),(6,9),0.121188 # DEPENDENCYPART_SIBL
(6,8),(6,11),-0.0296118 # DEPENDENCYPART_SIBL
(6,9),(6,11),0.659021 # DEPENDENCYPART_SIBL
(7,1),(7,2),-0.0862196 # DEPENDENCYPART_SIBL
(7,1),(7,3),-0.0578257 # DEPENDENCYPART_SIBL
(7,1),(7,4),-0.0552743 # DEPENDENCYPART_SIBL
(7,1),(7,5),0.000340512 # DEPENDENCYPART_SIBL
(7,1),(7,6),-0.141082 # DEPENDENCYPART_SIBL
(7,1),(7,8),-0.119137 # DEPENDENCYPART_SIBL
(7,1),(7,11),-0.0729972 # DEPENDENCYPART_SIBL
(7,1),(7,17),-0.0143052 # DEPENDENCYPART_SIBL
(7,2),(7,3),0.371167 # DEPENDENCYPART_SIBL
(7,2),(7,4),0.328774 # DEPENDENCYPART_SIBL
(7,2),(7,5),0.41126 # DEPENDENCYPART_SIBL
(7,2),(7,6),0.319733 # DEPENDENCYPART_SIBL
(7,2),(7,8),-0.235558 # DEPENDENCYPART_SIBL
(7,2),(7,11),0.00231596 # DEPENDENCYPART_SIBL
(7,2),(7,17),-0.170851 # DEPENDENCYPART_SIBL
(7,3),(7,4),0.241129 # DEPENDENCYPART_SIBL
(7,3),(7,5),0.33299 # DEPENDENCYPART_SIBL
(7,3),(7,6),0.293783 # DEPENDENCYPART_SIBL
(7,3),(7,8),-0.270235 # DEPENDENCYPART_SIBL
(7,3),(7,11),-0.119664 # DEPENDENCYPART_SIBL
(7,3),(7,17),-0.205647 # DEPENDENCYPART_SIBL
(7,4),(7,5),0.248917 # DEPENDENCYPART_SIBL
(7,4),(7,6),0.260486 # DEPENDENCYPART_SIBL
(7,4),(7,8),-0.276209 # DEPENDENCYPART_SIBL
(7,4),(7,11),-0.169661 # DEPENDENCYPART_SIBL
(7,4),(7,17),-0.212304 # DEPENDENCYPART_SIBL
(7,5),(7,6),0.242533 # DEPENDENCYPART_SIBL
(7,5),(7,8),-0.295107 # DEPENDENCYPART_SIBL
(7,5),(7,11),-0.163484 # DEPENDENCYPART_SIBL
(7,5),(7,17),-0.236346 # DEPENDENCYPART_SIBL
(7,6),(7,8),-0.0796595 # DEPENDENCYPART_SIBL
(7,6),(7,11),-0.0175022 # DEPENDENCYPART_SIBL
(7,6),(7,17),-0.08851 # DEPENDENCYPART_SIBL
(7,8),(7,11),0.0496857 # DEPENDENCYPART_SIBL
(7,8),(7,17),0.0146199 # DEPENDENCYPART_SIBL
(7,11),(7,17),-0.0268101 # DEPENDENCYPART_SIBL
(8,1),(8,2),-0.196485 # DEPENDENCYPART_SIBL
(8,1),(8,3),-0.194626 # DEPENDENCYPART_SIBL
(8,1),(8,4),-0.163961 # DEPENDENCYPART_SIBL
(8,1),(8,5),-0.126753 # DEPENDENCYPART_SIBL
(8,1),(8,6),-0.213403 # DEPENDENCYPART_SIBL
(8,1),(8,7),-0.218103 # DEPENDENCYPART_SIBL
(8,1),(8,9),0.112907 # DEPENDENCYPART_SIBL
(8,1),(8,10),0.0432094 # DEPENDENCYPART_SIBL
(8,1),(8,11),0.0432109 # DEPENDENCYPART_SIBL
(8,1),(8,12),0.0225074 # DEPENDENCYPART_SIBL
(8,1),(8,13),0.0213505 # DEPENDENCYPART_SIBL
(8,1),(8,14),0.109503 # DEPENDENCYPART_SIBL
(8,1),(8,17),0.200648 # DEPENDENCYPART_SIBL
(8,1),(8,18),0.112907 # DEPENDENCYPART_SIBL
(8,1),(8,19),0.118945 # DEPENDENCYPART_SIBL
(8,1),(8,20),0.109503 # DEPENDENCYPART_SIBL
(8,1),(8,22),0.18545 # DEPENDENCYPART_SIBL
(8,2),(8,3),-0.0549163 # DEPENDENCYPART_SIBL
(8,2),(8,4),-0.0639938 # DEPENDENCYPART_SIBL
(8,2),(8,5),-0.0165872 # DEPENDENCYPART_SIBL
(8,2),(8,6),0.0421479 # DEPENDENCYPART_SIBL
(8,2),(8,7),-0.0776418 # DEPENDENCYPART_SIBL
(8,2),(8,9),0.177422 # DEPENDENCYPART_SIBL
(8,2),(8,10),0.131273 # DEPENDENCYPART_SIBL
(8,2),(8,11),0.130483 # DEPENDENCYPART_SIBL
(8,2),(8,12),0.121116 # DEPENDENCYPART_SIBL
(8,2),(8,13),-0.0642294 # DEPENDENCYPART_SIBL
(8,2),(8,14),0.0418433 # DEPENDENCYPART_SIBL
(8,2),(8,17),0.0577998 # DEPENDENCYPART_SIBL
(8,2),(8,18),0.177422 # DEPENDENCYPART_SIBL
(8,2),(8,19),0.0862039 # DEPENDENCYPART_SIBL
(8,2),(8,20),0.0418433 # DEPENDENCYPART_SIBL
(8,2),(8,22),0.0865097 # DEPENDENCYPART_SIBL
(8,3),(8,4),-0.0968524 # DEPENDENCYPART_SIBL
(8,3),(8,5),-0.0400706 # DEPENDENCYPART_SIBL
(8,3),(8,6),0.0426437 # DEPENDENCYPART_SIBL
(8,3),(8,7),-0.0811537 # DEPENDENCYPART_SIBL
(8,3),(8,9),-0.0545944 # DEPENDENCYPART_SIBL
(8,3),(8,10),0.00428591 # DEPENDENCYPART_SIBL
(8,3),(8,11),0.0034953 # DEPENDENCYPART_SIBL
(8,3),(8,12),0.0331077 # DEPENDENCYPART_SIBL
(8,3),(8,13),-0.150237 # DEPENDENCYPART_SIBL
(8,3),(8,14),-0.0755818 # DEPENDENCYPART_SIBL
(8,3),(8,17),0.0185042 # DEPENDENCYPART_SIBL
(8,3),(8,18),-0.0545944 # DEPENDENCYPART_SIBL
(8,3),(8,19),0.0307494 # DEPENDENCYPART_SIBL
(8,3),(8,20),-0.0755818 # DEPENDENCYPART_SIBL
(8,3),(8,22),-0.00728111 # DEPENDENCYPART_SIBL
(8,4),(8,5),-0.110513 # DEPENDENCYPART_SIBL
(8,4),(8,6),0.0170769 # DEPENDENCYPART_SIBL
(8,4),(8,7),-0.103723 # DEPENDENCYPART_SIBL
(8,4),(8,9),-0.045425 # DEPENDENCYPART_SIBL
(8,4),(8,10),-0.0517152 # DEPENDENCYPART_SIBL
(8,4),(8,11),-0.0525058 # DEPENDENCYPART_SIBL
(8,4),(8,12),-0.0733788 # DEPENDENCYPART_SIBL
(8,4),(8,13),-0.191782 # DEPENDENCYPART_SIBL
(8,4),(8,14),-0.0878261 # DEPENDENCYPART_SIBL
