# _root_ Church 's Fried Chicken Inc. and Popeye 's Famous Fried Chicken Inc. , which have merged , are still troubled by overlapping restaurant locations .
#goldHeads=4,1,4,18,4,4,11,7,11,11,6,11,4,15,4,15,4,0,18,18,20,24,24,21,18,
#predictedHeads=4,1,4,18,4,4,11,7,11,11,6,11,4,15,4,15,4,0,18,18,20,24,24,21,18,
(15,6),(15,10),-0.116377 # DEPENDENCYPART_SIBL
(15,6),(15,11),-0.116405 # DEPENDENCYPART_SIBL
(15,6),(15,12),-0.1181 # DEPENDENCYPART_SIBL
(15,6),(15,13),-0.00571847 # DEPENDENCYPART_SIBL
(15,6),(15,14),-0.194444 # DEPENDENCYPART_SIBL
(15,6),(15,16),0.0568542 # DEPENDENCYPART_SIBL
(15,6),(15,17),-0.127752 # DEPENDENCYPART_SIBL
(15,6),(15,18),0.0206875 # DEPENDENCYPART_SIBL
(15,6),(15,19),-0.00602674 # DEPENDENCYPART_SIBL
(15,6),(15,20),0.0568778 # DEPENDENCYPART_SIBL
(15,6),(15,21),-0.013426 # DEPENDENCYPART_SIBL
(15,6),(15,24),-0.0877794 # DEPENDENCYPART_SIBL
(15,6),(15,25),0.0544071 # DEPENDENCYPART_SIBL
(15,7),(15,9),-0.287763 # DEPENDENCYPART_SIBL
(15,7),(15,10),-0.290115 # DEPENDENCYPART_SIBL
(15,7),(15,11),-0.290113 # DEPENDENCYPART_SIBL
(15,7),(15,12),-0.324838 # DEPENDENCYPART_SIBL
(15,7),(15,13),-0.0629226 # DEPENDENCYPART_SIBL
(15,7),(15,14),-0.301595 # DEPENDENCYPART_SIBL
(15,7),(15,16),0.0302394 # DEPENDENCYPART_SIBL
(15,7),(15,17),0.0393373 # DEPENDENCYPART_SIBL
(15,7),(15,18),-0.00239862 # DEPENDENCYPART_SIBL
(15,7),(15,19),0.0697603 # DEPENDENCYPART_SIBL
(15,7),(15,20),0.0284573 # DEPENDENCYPART_SIBL
(15,7),(15,21),-0.0889927 # DEPENDENCYPART_SIBL
(15,7),(15,24),-0.00735415 # DEPENDENCYPART_SIBL
(15,7),(15,25),0.0301541 # DEPENDENCYPART_SIBL
(15,9),(15,10),-0.28818 # DEPENDENCYPART_SIBL
(15,9),(15,11),-0.288178 # DEPENDENCYPART_SIBL
(15,9),(15,12),-0.321601 # DEPENDENCYPART_SIBL
(15,9),(15,13),-0.0632953 # DEPENDENCYPART_SIBL
(15,9),(15,14),-0.301595 # DEPENDENCYPART_SIBL
(15,9),(15,16),0.0321999 # DEPENDENCYPART_SIBL
(15,9),(15,17),0.0388966 # DEPENDENCYPART_SIBL
(15,9),(15,18),-0.00259489 # DEPENDENCYPART_SIBL
(15,9),(15,19),0.0697579 # DEPENDENCYPART_SIBL
(15,9),(15,20),0.0304179 # DEPENDENCYPART_SIBL
(15,9),(15,21),-0.0920152 # DEPENDENCYPART_SIBL
(15,9),(15,24),-0.00809467 # DEPENDENCYPART_SIBL
(15,9),(15,25),0.0300304 # DEPENDENCYPART_SIBL
(15,10),(15,11),-0.291143 # DEPENDENCYPART_SIBL
(15,10),(15,12),-0.325871 # DEPENDENCYPART_SIBL
(15,10),(15,13),-0.0801493 # DEPENDENCYPART_SIBL
(15,10),(15,14),-0.301595 # DEPENDENCYPART_SIBL
(15,10),(15,16),0.0317078 # DEPENDENCYPART_SIBL
(15,10),(15,17),0.0237549 # DEPENDENCYPART_SIBL
(15,10),(15,18),-0.00240135 # DEPENDENCYPART_SIBL
(15,10),(15,19),0.0697595 # DEPENDENCYPART_SIBL
(15,10),(15,20),0.0299258 # DEPENDENCYPART_SIBL
(15,10),(15,21),-0.0927207 # DEPENDENCYPART_SIBL
(15,10),(15,24),-0.00735497 # DEPENDENCYPART_SIBL
(15,10),(15,25),0.0332347 # DEPENDENCYPART_SIBL
(15,11),(15,12),-0.324838 # DEPENDENCYPART_SIBL
(15,11),(15,13),-0.0629378 # DEPENDENCYPART_SIBL
(15,11),(15,14),-0.301595 # DEPENDENCYPART_SIBL
(15,11),(15,16),0.0302337 # DEPENDENCYPART_SIBL
(15,11),(15,17),0.03543 # DEPENDENCYPART_SIBL
(15,11),(15,18),-0.00240408 # DEPENDENCYPART_SIBL
(15,11),(15,19),0.0697548 # DEPENDENCYPART_SIBL
(15,11),(15,20),0.0284517 # DEPENDENCYPART_SIBL
(15,11),(15,21),-0.0926938 # DEPENDENCYPART_SIBL
(15,11),(15,24),-0.00735962 # DEPENDENCYPART_SIBL
(15,11),(15,25),0.0297247 # DEPENDENCYPART_SIBL
(15,12),(15,13),-0.151539 # DEPENDENCYPART_SIBL
(15,12),(15,14),-0.304062 # DEPENDENCYPART_SIBL
(15,12),(15,16),-0.00711462 # DEPENDENCYPART_SIBL
(15,12),(15,17),-0.0492056 # DEPENDENCYPART_SIBL
(15,12),(15,18),-0.0187777 # DEPENDENCYPART_SIBL
(15,12),(15,19),0.0556009 # DEPENDENCYPART_SIBL
(15,12),(15,20),-0.00889665 # DEPENDENCYPART_SIBL
(15,12),(15,21),-0.125734 # DEPENDENCYPART_SIBL
(15,12),(15,24),-0.0245624 # DEPENDENCYPART_SIBL
(15,12),(15,25),-0.15835 # DEPENDENCYPART_SIBL
(15,13),(15,14),-0.26576 # DEPENDENCYPART_SIBL
(15,13),(15,16),0.0203328 # DEPENDENCYPART_SIBL
(15,13),(15,17),-0.0144428 # DEPENDENCYPART_SIBL
(15,13),(15,18),-0.0395976 # DEPENDENCYPART_SIBL
(15,13),(15,19),-0.0166868 # DEPENDENCYPART_SIBL
(15,13),(15,20),0.0227163 # DEPENDENCYPART_SIBL
(15,13),(15,21),-0.0972739 # DEPENDENCYPART_SIBL
(15,13),(15,24),-0.0897301 # DEPENDENCYPART_SIBL
(15,13),(15,25),0.0788231 # DEPENDENCYPART_SIBL
(15,14),(15,16),-0.0869259 # DEPENDENCYPART_SIBL
(15,14),(15,17),-0.135453 # DEPENDENCYPART_SIBL
(15,14),(15,18),-0.106466 # DEPENDENCYPART_SIBL
(15,14),(15,19),0.10538 # DEPENDENCYPART_SIBL
(15,14),(15,20),-0.0869023 # DEPENDENCYPART_SIBL
(15,14),(15,21),-0.00380508 # DEPENDENCYPART_SIBL
(15,14),(15,24),0.0655204 # DEPENDENCYPART_SIBL
(15,14),(15,25),-0.461244 # DEPENDENCYPART_SIBL
(15,16),(15,17),-0.0555731 # DEPENDENCYPART_SIBL
(15,16),(15,18),-0.143076 # DEPENDENCYPART_SIBL
(15,16),(15,19),-0.408196 # DEPENDENCYPART_SIBL
(15,16),(15,20),-0.609893 # DEPENDENCYPART_SIBL
(15,16),(15,21),-0.305998 # DEPENDENCYPART_SIBL
(15,16),(15,24),-0.481555 # DEPENDENCYPART_SIBL
(15,16),(15,25),0.114504 # DEPENDENCYPART_SIBL
(15,17),(15,18),0.300633 # DEPENDENCYPART_SIBL
(15,17),(15,19),0.124 # DEPENDENCYPART_SIBL
(15,17),(15,20),0.33674 # DEPENDENCYPART_SIBL
(15,17),(15,21),0.111911 # DEPENDENCYPART_SIBL
(15,17),(15,24),-0.00676716 # DEPENDENCYPART_SIBL
(15,17),(15,25),0.0182149 # DEPENDENCYPART_SIBL
(15,18),(15,19),-0.070482 # DEPENDENCYPART_SIBL
(15,18),(15,20),-0.102363 # DEPENDENCYPART_SIBL
(15,18),(15,21),-0.0753633 # DEPENDENCYPART_SIBL
(15,18),(15,24),-0.216071 # DEPENDENCYPART_SIBL
(15,18),(15,25),0.0224453 # DEPENDENCYPART_SIBL
(15,19),(15,20),0.144756 # DEPENDENCYPART_SIBL
(15,19),(15,21),0.0536344 # DEPENDENCYPART_SIBL
(15,19),(15,24),-0.152811 # DEPENDENCYPART_SIBL
(15,19),(15,25),-0.00209414 # DEPENDENCYPART_SIBL
(15,20),(15,21),-0.308802 # DEPENDENCYPART_SIBL
(15,20),(15,24),-0.477477 # DEPENDENCYPART_SIBL
(15,20),(15,25),0.12042 # DEPENDENCYPART_SIBL
(15,21),(15,24),-0.346793 # DEPENDENCYPART_SIBL
(15,21),(15,25),-0.17758 # DEPENDENCYPART_SIBL
(15,24),(15,25),-0.0346325 # DEPENDENCYPART_SIBL
(16,4),(16,5),-0.137873 # DEPENDENCYPART_SIBL
(16,4),(16,6),-0.0719921 # DEPENDENCYPART_SIBL
(16,4),(16,10),-0.104428 # DEPENDENCYPART_SIBL
(16,4),(16,11),-0.104406 # DEPENDENCYPART_SIBL
(16,4),(16,12),-0.137873 # DEPENDENCYPART_SIBL
(16,4),(16,13),0.0288776 # DEPENDENCYPART_SIBL
(16,4),(16,14),-0.0865076 # DEPENDENCYPART_SIBL
(16,4),(16,15),-0.0176194 # DEPENDENCYPART_SIBL
(16,4),(16,17),0.00311103 # DEPENDENCYPART_SIBL
(16,4),(16,18),0.0369377 # DEPENDENCYPART_SIBL
(16,4),(16,19),0.0111263 # DEPENDENCYPART_SIBL
(16,4),(16,20),0.0333011 # DEPENDENCYPART_SIBL
(16,4),(16,21),-0.122959 # DEPENDENCYPART_SIBL
(16,4),(16,22),-0.0379436 # DEPENDENCYPART_SIBL
(16,4),(16,24),0.0441092 # DEPENDENCYPART_SIBL
(16,4),(16,25),0.16687 # DEPENDENCYPART_SIBL
(16,5),(16,6),-0.0734255 # DEPENDENCYPART_SIBL
(16,5),(16,10),-0.0998203 # DEPENDENCYPART_SIBL
(16,5),(16,11),-0.0997988 # DEPENDENCYPART_SIBL
(16,5),(16,12),-0.134194 # DEPENDENCYPART_SIBL
(16,5),(16,13),-0.0577518 # DEPENDENCYPART_SIBL
(16,5),(16,14),-0.0869135 # DEPENDENCYPART_SIBL
(16,5),(16,15),-0.0178817 # DEPENDENCYPART_SIBL
(16,5),(16,17),-0.0745167 # DEPENDENCYPART_SIBL
(16,5),(16,18),0.0308453 # DEPENDENCYPART_SIBL
(16,5),(16,19),0.00374343 # DEPENDENCYPART_SIBL
(16,5),(16,20),0.00464138 # DEPENDENCYPART_SIBL
(16,5),(16,21),-0.149728 # DEPENDENCYPART_SIBL
(16,5),(16,22),-0.044091 # DEPENDENCYPART_SIBL
(16,5),(16,24),0.0345571 # DEPENDENCYPART_SIBL
(16,5),(16,25),-0.0126268 # DEPENDENCYPART_SIBL
(16,6),(16,10),-0.0214304 # DEPENDENCYPART_SIBL
(16,6),(16,11),-0.0214349 # DEPENDENCYPART_SIBL
(16,6),(16,12),-0.0221181 # DEPENDENCYPART_SIBL
(16,6),(16,13),0.0410252 # DEPENDENCYPART_SIBL
(16,6),(16,14),-0.0764536 # DEPENDENCYPART_SIBL
(16,6),(16,15),-0.0337443 # DEPENDENCYPART_SIBL
(16,6),(16,17),-0.10204 # DEPENDENCYPART_SIBL
(16,6),(16,18),-0.0395045 # DEPENDENCYPART_SIBL
(16,6),(16,19),-0.0493112 # DEPENDENCYPART_SIBL
(16,6),(16,20),-0.0317381 # DEPENDENCYPART_SIBL
(16,6),(16,21),-0.0833393 # DEPENDENCYPART_SIBL
(16,6),(16,22),-0.0814936 # DEPENDENCYPART_SIBL
(16,6),(16,24),-0.0409534 # DEPENDENCYPART_SIBL
(16,6),(16,25),-0.017328 # DEPENDENCYPART_SIBL
(16,10),(16,11),-0.105436 # DEPENDENCYPART_SIBL
(16,10),(16,12),-0.138905 # DEPENDENCYPART_SIBL
(16,10),(16,13),0.0116665 # DEPENDENCYPART_SIBL
(16,10),(16,14),-0.0865074 # DEPENDENCYPART_SIBL
(16,10),(16,15),-0.0176191 # DEPENDENCYPART_SIBL
(16,10),(16,17),-0.00856625 # DEPENDENCYPART_SIBL
(16,10),(16,18),0.0369371 # DEPENDENCYPART_SIBL
(16,10),(16,19),0.0111275 # DEPENDENCYPART_SIBL
(16,10),(16,20),0.0347719 # DEPENDENCYPART_SIBL
(16,10),(16,21),-0.122989 # DEPENDENCYPART_SIBL
(16,10),(16,22),-0.0379529 # DEPENDENCYPART_SIBL
(16,10),(16,24),0.0441104 # DEPENDENCYPART_SIBL
(16,10),(16,25),0.170377 # DEPENDENCYPART_SIBL
(16,11),(16,12),-0.137873 # DEPENDENCYPART_SIBL
(16,11),(16,13),0.0288776 # DEPENDENCYPART_SIBL
(16,11),(16,14),-0.0865076 # DEPENDENCYPART_SIBL
(16,11),(16,15),-0.0176194 # DEPENDENCYPART_SIBL
(16,11),(16,17),0.00311103 # DEPENDENCYPART_SIBL
(16,11),(16,18),0.0369377 # DEPENDENCYPART_SIBL
(16,11),(16,19),0.0111263 # DEPENDENCYPART_SIBL
(16,11),(16,20),0.0333011 # DEPENDENCYPART_SIBL
(16,11),(16,21),-0.122959 # DEPENDENCYPART_SIBL
(16,11),(16,22),-0.0379436 # DEPENDENCYPART_SIBL
(16,11),(16,24),0.0441092 # DEPENDENCYPART_SIBL
(16,11),(16,25),0.16687 # DEPENDENCYPART_SIBL
(16,12),(16,13),-0.0577518 # DEPENDENCYPART_SIBL
(16,12),(16,14),-0.0869135 # DEPENDENCYPART_SIBL
(16,12),(16,15),-0.0178817 # DEPENDENCYPART_SIBL
(16,12),(16,17),-0.0745167 # DEPENDENCYPART_SIBL
(16,12),(16,18),0.0308453 # DEPENDENCYPART_SIBL
(16,12),(16,19),0.00374343 # DEPENDENCYPART_SIBL
(16,12),(16,20),0.00464138 # DEPENDENCYPART_SIBL
(16,12),(16,21),-0.149728 # DEPENDENCYPART_SIBL
(16,12),(16,22),-0.044091 # DEPENDENCYPART_SIBL
(16,12),(16,24),0.0345571 # DEPENDENCYPART_SIBL
(16,12),(16,25),-0.0126268 # DEPENDENCYPART_SIBL
(16,13),(16,14),-0.072538 # DEPENDENCYPART_SIBL
(16,13),(16,15),-0.00432927 # DEPENDENCYPART_SIBL
(16,13),(16,17),0.013126 # DEPENDENCYPART_SIBL
(16,13),(16,18),-0.00959483 # DEPENDENCYPART_SIBL
(16,13),(16,19),0.00741162 # DEPENDENCYPART_SIBL
(16,13),(16,20),-0.0146107 # DEPENDENCYPART_SIBL
(16,13),(16,21),-0.0564496 # DEPENDENCYPART_SIBL
(16,13),(16,22),-0.0699278 # DEPENDENCYPART_SIBL
(16,13),(16,24),0.0103207 # DEPENDENCYPART_SIBL
(16,13),(16,25),0.10303 # DEPENDENCYPART_SIBL
(16,14),(16,15),0.0101586 # DEPENDENCYPART_SIBL
(16,14),(16,17),-0.117198 # DEPENDENCYPART_SIBL
(16,14),(16,18),-0.068353 # DEPENDENCYPART_SIBL
(16,14),(16,19),0.128069 # DEPENDENCYPART_SIBL
(16,14),(16,20),-0.0957421 # DEPENDENCYPART_SIBL
(16,14),(16,21),-0.100633 # DEPENDENCYPART_SIBL
(16,14),(16,22),-0.0116379 # DEPENDENCYPART_SIBL
(16,14),(16,24),0.0250233 # DEPENDENCYPART_SIBL
(16,14),(16,25),-0.371549 # DEPENDENCYPART_SIBL
(16,15),(16,17),-0.0505053 # DEPENDENCYPART_SIBL
(16,15),(16,18),-0.0740085 # DEPENDENCYPART_SIBL
(16,15),(16,19),-0.0523763 # DEPENDENCYPART_SIBL
(16,15),(16,20),0.00092602 # DEPENDENCYPART_SIBL
(16,15),(16,21),-0.120453 # DEPENDENCYPART_SIBL
(16,15),(16,22),-0.0857536 # DEPENDENCYPART_SIBL
(16,15),(16,24),-0.0314329 # DEPENDENCYPART_SIBL
(16,15),(16,25),0.0333245 # DEPENDENCYPART_SIBL
(16,17),(16,18),0.274522 # DEPENDENCYPART_SIBL
(16,17),(16,19),0.254819 # DEPENDENCYPART_SIBL
(16,17),(16,20),0.531142 # DEPENDENCYPART_SIBL
(16,17),(16,21),0.272711 # DEPENDENCYPART_SIBL
(16,17),(16,22),0.286511 # DEPENDENCYPART_SIBL
(16,17),(16,24),0.139857 # DEPENDENCYPART_SIBL
(16,17),(16,25),0.0729952 # DEPENDENCYPART_SIBL
(16,18),(16,19),-0.0886613 # DEPENDENCYPART_SIBL
(16,18),(16,20),-0.0822286 # DEPENDENCYPART_SIBL
(16,18),(16,21),-0.0421564 # DEPENDENCYPART_SIBL
(16,18),(16,22),-0.114008 # DEPENDENCYPART_SIBL
(16,18),(16,24),-0.163786 # DEPENDENCYPART_SIBL
(16,18),(16,25),0.0541773 # DEPENDENCYPART_SIBL
(16,19),(16,20),0.0151407 # DEPENDENCYPART_SIBL
(16,19),(16,21),0.143874 # DEPENDENCYPART_SIBL
(16,19),(16,22),0.068651 # DEPENDENCYPART_SIBL
(16,19),(16,24),-0.0878009 # DEPENDENCYPART_SIBL
(16,19),(16,25),-0.027465 # DEPENDENCYPART_SIBL
(16,20),(16,21),-0.0930654 # DEPENDENCYPART_SIBL
(16,20),(16,22),-0.174179 # DEPENDENCYPART_SIBL
(16,20),(16,24),-0.264803 # DEPENDENCYPART_SIBL
(16,20),(16,25),0.0766792 # DEPENDENCYPART_SIBL
(16,21),(16,22),-0.0800115 # DEPENDENCYPART_SIBL
(16,21),(16,24),-0.226011 # DEPENDENCYPART_SIBL
(16,21),(16,25),-0.0621981 # DEPENDENCYPART_SIBL
(16,22),(16,24),-0.171868 # DEPENDENCYPART_SIBL
(16,22),(16,25),-0.016325 # DEPENDENCYPART_SIBL
(16,24),(16,25),0.117387 # DEPENDENCYPART_SIBL
(18,1),(18,3),-0.342829 # DEPENDENCYPART_SIBL
(18,1),(18,4),-0.342841 # DEPENDENCYPART_SIBL
(18,1),(18,5),-0.377529 # DEPENDENCYPART_SIBL
(18,1),(18,6),-0.328396 # DEPENDENCYPART_SIBL
(18,1),(18,7),-0.343268 # DEPENDENCYPART_SIBL
(18,1),(18,8),-0.240287 # DEPENDENCYPART_SIBL
(18,1),(18,9),-0.340476 # DEPENDENCYPART_SIBL
(18,1),(18,10),-0.342829 # DEPENDENCYPART_SIBL
(18,1),(18,11),-0.342841 # DEPENDENCYPART_SIBL
(18,1),(18,12),-0.377529 # DEPENDENCYPART_SIBL
(18,1),(18,13),-0.097878 # DEPENDENCYPART_SIBL
(18,1),(18,14),-0.312488 # DEPENDENCYPART_SIBL
(18,1),(18,15),-0.176887 # DEPENDENCYPART_SIBL
(18,1),(18,16),-0.117677 # DEPENDENCYPART_SIBL
(18,1),(18,17),-0.097878 # DEPENDENCYPART_SIBL
(18,1),(18,19),0.0919425 # DEPENDENCYPART_SIBL
(18,1),(18,20),-0.00242195 # DEPENDENCYPART_SIBL
(18,1),(18,21),-0.152329 # DEPENDENCYPART_SIBL
(18,1),(18,22),0.00249579 # DEPENDENCYPART_SIBL
(18,1),(18,23),-0.00505707 # DEPENDENCYPART_SIBL
(18,1),(18,24),0.00534216 # DEPENDENCYPART_SIBL
(18,1),(18,25),-0.0418766 # DEPENDENCYPART_SIBL
(18,3),(18,4),-0.337275 # DEPENDENCYPART_SIBL
(18,3),(18,5),-0.371966 # DEPENDENCYPART_SIBL
(18,3),(18,6),-0.328394 # DEPENDENCYPART_SIBL
(18,3),(18,7),-0.337705 # DEPENDENCYPART_SIBL
(18,3),(18,8),-0.239944 # DEPENDENCYPART_SIBL
(18,3),(18,9),-0.334913 # DEPENDENCYPART_SIBL
(18,3),(18,10),-0.337266 # DEPENDENCYPART_SIBL
(18,3),(18,11),-0.337275 # DEPENDENCYPART_SIBL
(18,3),(18,12),-0.371966 # DEPENDENCYPART_SIBL
(18,3),(18,13),-0.115061 # DEPENDENCYPART_SIBL
(18,3),(18,14),-0.312486 # DEPENDENCYPART_SIBL
(18,3),(18,15),-0.176885 # DEPENDENCYPART_SIBL
(18,3),(18,16),-0.117675 # DEPENDENCYPART_SIBL
(18,3),(18,17),-0.115061 # DEPENDENCYPART_SIBL
(18,3),(18,19),0.0949949 # DEPENDENCYPART_SIBL
(18,3),(18,20),0.0011891 # DEPENDENCYPART_SIBL
(18,3),(18,21),-0.150717 # DEPENDENCYPART_SIBL
(18,3),(18,22),0.00387435 # DEPENDENCYPART_SIBL
(18,3),(18,23),-0.0036157 # DEPENDENCYPART_SIBL
(18,3),(18,24),0.00506309 # DEPENDENCYPART_SIBL
(18,3),(18,25),-0.0218812 # DEPENDENCYPART_SIBL
(18,4),(18,5),-0.370933 # DEPENDENCYPART_SIBL
(18,4),(18,6),-0.328394 # DEPENDENCYPART_SIBL
(18,4),(18,7),-0.336672 # DEPENDENCYPART_SIBL
(18,4),(18,8),-0.239944 # DEPENDENCYPART_SIBL
(18,4),(18,9),-0.33388 # DEPENDENCYPART_SIBL
(18,4),(18,10),-0.336233 # DEPENDENCYPART_SIBL
(18,4),(18,11),-0.336245 # DEPENDENCYPART_SIBL
(18,4),(18,12),-0.370933 # DEPENDENCYPART_SIBL
(18,4),(18,13),-0.0978495 # DEPENDENCYPART_SIBL
(18,4),(18,14),-0.312486 # DEPENDENCYPART_SIBL
(18,4),(18,15),-0.176885 # DEPENDENCYPART_SIBL
(18,4),(18,16),-0.117675 # DEPENDENCYPART_SIBL
(18,4),(18,17),-0.0978495 # DEPENDENCYPART_SIBL
(18,4),(18,19),0.094989 # DEPENDENCYPART_SIBL
(18,4),(18,20),-0.000286197 # DEPENDENCYPART_SIBL
(18,4),(18,21),-0.150692 # DEPENDENCYPART_SIBL
(18,4),(18,22),0.00387889 # DEPENDENCYPART_SIBL
(18,4),(18,23),-0.00306143 # DEPENDENCYPART_SIBL
(18,4),(18,24),0.00505722 # DEPENDENCYPART_SIBL
(18,4),(18,25),-0.0253924 # DEPENDENCYPART_SIBL
(18,5),(18,6),-0.330918 # DEPENDENCYPART_SIBL
(18,5),(18,7),-0.333396 # DEPENDENCYPART_SIBL
(18,5),(18,8),-0.24562 # DEPENDENCYPART_SIBL
(18,5),(18,9),-0.330604 # DEPENDENCYPART_SIBL
(18,5),(18,10),-0.332956 # DEPENDENCYPART_SIBL
(18,5),(18,11),-0.332968 # DEPENDENCYPART_SIBL
(18,5),(18,12),-0.36881 # DEPENDENCYPART_SIBL
(18,5),(18,13),-0.18548 # DEPENDENCYPART_SIBL
(18,5),(18,14),-0.313982 # DEPENDENCYPART_SIBL
(18,5),(18,15),-0.178238 # DEPENDENCYPART_SIBL
(18,5),(18,16),-0.11917 # DEPENDENCYPART_SIBL
(18,5),(18,17),-0.18548 # DEPENDENCYPART_SIBL
(18,5),(18,19),0.0813777 # DEPENDENCYPART_SIBL
(18,5),(18,20),-0.0363352 # DEPENDENCYPART_SIBL
(18,5),(18,21),-0.183187 # DEPENDENCYPART_SIBL
(18,5),(18,22),-0.00850797 # DEPENDENCYPART_SIBL
(18,5),(18,23),-0.0359 # DEPENDENCYPART_SIBL
(18,5),(18,24),-0.0116103 # DEPENDENCYPART_SIBL
(18,5),(18,25),-0.212994 # DEPENDENCYPART_SIBL
(18,6),(18,7),-0.0321265 # DEPENDENCYPART_SIBL
(18,6),(18,8),-0.001224 # DEPENDENCYPART_SIBL
(18,6),(18,9),-0.0321275 # DEPENDENCYPART_SIBL
(18,6),(18,10),-0.0321265 # DEPENDENCYPART_SIBL
(18,6),(18,11),-0.0321712 # DEPENDENCYPART_SIBL
(18,6),(18,12),-0.0338364 # DEPENDENCYPART_SIBL
(18,6),(18,13),0.172739 # DEPENDENCYPART_SIBL
(18,6),(18,14),-0.0938133 # DEPENDENCYPART_SIBL
(18,6),(18,15),0.018219 # DEPENDENCYPART_SIBL
(18,6),(18,16),0.0143095 # DEPENDENCYPART_SIBL
(18,6),(18,17),0.172739 # DEPENDENCYPART_SIBL
(18,6),(18,19),0.0286704 # DEPENDENCYPART_SIBL
(18,6),(18,20),0.0229091 # DEPENDENCYPART_SIBL
(18,6),(18,21),-0.0358665 # DEPENDENCYPART_SIBL
(18,6),(18,22),0.0458988 # DEPENDENCYPART_SIBL
(18,6),(18,23),-0.10976 # DEPENDENCYPART_SIBL
(18,6),(18,24),-0.0140077 # DEPENDENCYPART_SIBL
(18,6),(18,25),0.0336273 # DEPENDENCYPART_SIBL
(18,7),(18,8),-0.239944 # DEPENDENCYPART_SIBL
(18,7),(18,9),-0.33388 # DEPENDENCYPART_SIBL
(18,7),(18,10),-0.336233 # DEPENDENCYPART_SIBL
(18,7),(18,11),-0.336245 # DEPENDENCYPART_SIBL
(18,7),(18,12),-0.370933 # DEPENDENCYPART_SIBL
(18,7),(18,13),-0.0978343 # DEPENDENCYPART_SIBL
(18,7),(18,14),-0.312486 # DEPENDENCYPART_SIBL
(18,7),(18,15),-0.176885 # DEPENDENCYPART_SIBL
(18,7),(18,16),-0.117675 # DEPENDENCYPART_SIBL
(18,7),(18,17),-0.0978343 # DEPENDENCYPART_SIBL
(18,7),(18,19),0.0949957 # DEPENDENCYPART_SIBL
(18,7),(18,20),-0.000279339 # DEPENDENCYPART_SIBL
(18,7),(18,21),-0.146989 # DEPENDENCYPART_SIBL
(18,7),(18,22),0.00388557 # DEPENDENCYPART_SIBL
(18,7),(18,23),-0.00285068 # DEPENDENCYPART_SIBL
(18,7),(18,24),0.0050639 # DEPENDENCYPART_SIBL
(18,7),(18,25),-0.0249619 # DEPENDENCYPART_SIBL
(18,8),(18,9),-0.077546 # DEPENDENCYPART_SIBL
(18,8),(18,10),-0.0774616 # DEPENDENCYPART_SIBL
(18,8),(18,11),-0.0774955 # DEPENDENCYPART_SIBL
(18,8),(18,12),-0.0795044 # DEPENDENCYPART_SIBL
(18,8),(18,13),0.117843 # DEPENDENCYPART_SIBL
(18,8),(18,14),-0.105901 # DEPENDENCYPART_SIBL
(18,8),(18,15),-0.0263789 # DEPENDENCYPART_SIBL
(18,8),(18,16),-0.0169847 # DEPENDENCYPART_SIBL
(18,8),(18,17),0.117843 # DEPENDENCYPART_SIBL
(18,8),(18,19),0.0100499 # DEPENDENCYPART_SIBL
(18,8),(18,20),-0.0173824 # DEPENDENCYPART_SIBL
(18,8),(18,21),-0.0793994 # DEPENDENCYPART_SIBL
(18,8),(18,22),-0.0247756 # DEPENDENCYPART_SIBL
(18,8),(18,23),-0.0784837 # DEPENDENCYPART_SIBL
(18,8),(18,24),-0.0398138 # DEPENDENCYPART_SIBL
(18,8),(18,25),-0.0048006 # DEPENDENCYPART_SIBL
(18,9),(18,10),-0.334297 # DEPENDENCYPART_SIBL
(18,9),(18,11),-0.334309 # DEPENDENCYPART_SIBL
(18,9),(18,12),-0.367696 # DEPENDENCYPART_SIBL
(18,9),(18,13),-0.0982071 # DEPENDENCYPART_SIBL
(18,9),(18,14),-0.312486 # DEPENDENCYPART_SIBL
(18,9),(18,15),-0.176885 # DEPENDENCYPART_SIBL
(18,9),(18,16),-0.117675 # DEPENDENCYPART_SIBL
(18,9),(18,17),-0.0982071 # DEPENDENCYPART_SIBL
(18,9),(18,19),0.0949933 # DEPENDENCYPART_SIBL
(18,9),(18,20),0.00168121 # DEPENDENCYPART_SIBL
(18,9),(18,21),-0.150012 # DEPENDENCYPART_SIBL
(18,9),(18,22),0.00386732 # DEPENDENCYPART_SIBL
(18,9),(18,23),-0.00143003 # DEPENDENCYPART_SIBL
(18,9),(18,24),0.00432339 # DEPENDENCYPART_SIBL
(18,9),(18,25),-0.0250855 # DEPENDENCYPART_SIBL
(18,10),(18,11),-0.337275 # DEPENDENCYPART_SIBL
(18,10),(18,12),-0.371966 # DEPENDENCYPART_SIBL
(18,10),(18,13),-0.115061 # DEPENDENCYPART_SIBL
(18,10),(18,14),-0.312486 # DEPENDENCYPART_SIBL
(18,10),(18,15),-0.176885 # DEPENDENCYPART_SIBL
(18,10),(18,16),-0.117675 # DEPENDENCYPART_SIBL
(18,10),(18,17),-0.115061 # DEPENDENCYPART_SIBL
(18,10),(18,19),0.0949949 # DEPENDENCYPART_SIBL
(18,10),(18,20),0.0011891 # DEPENDENCYPART_SIBL
(18,10),(18,21),-0.150717 # DEPENDENCYPART_SIBL
(18,10),(18,22),0.00387435 # DEPENDENCYPART_SIBL
(18,10),(18,23),-0.0036157 # DEPENDENCYPART_SIBL
(18,10),(18,24),0.00506309 # DEPENDENCYPART_SIBL
