# _root_ In New York Stock Exchange composite trading yesterday , Bear Stearns shares closed at $ 13.625 , down 25 cents .
#goldHeads=13,7,7,7,7,7,1,13,13,12,12,13,0,13,14,15,13,13,20,18,13,
#predictedHeads=13,7,7,7,7,7,1,13,13,12,12,13,0,13,14,15,13,13,20,18,13,
(8,3),-2.17575 # DEPENDENCYPART_ARC
(8,4),-1.89656 # DEPENDENCYPART_ARC
(8,5),-1.3677 # DEPENDENCYPART_ARC
(8,6),-0.841355 # DEPENDENCYPART_ARC
(8,7),-0.313154 # DEPENDENCYPART_ARC
(8,9),-0.670815 # DEPENDENCYPART_ARC
(8,10),-1.74827 # DEPENDENCYPART_ARC
(8,11),-1.87593 # DEPENDENCYPART_ARC
(8,12),-1.9575 # DEPENDENCYPART_ARC
(8,13),-1.61198 # DEPENDENCYPART_ARC
(8,14),-2.36473 # DEPENDENCYPART_ARC
(8,15),-2.57402 # DEPENDENCYPART_ARC
(8,17),-1.69589 # DEPENDENCYPART_ARC
(8,18),-2.42157 # DEPENDENCYPART_ARC
(8,20),-2.98545 # DEPENDENCYPART_ARC
(8,21),-2.58145 # DEPENDENCYPART_ARC
(10,5),-3.45065 # DEPENDENCYPART_ARC
(10,6),-2.57488 # DEPENDENCYPART_ARC
(10,7),-2.53653 # DEPENDENCYPART_ARC
(10,8),-2.72344 # DEPENDENCYPART_ARC
(10,9),-2.12451 # DEPENDENCYPART_ARC
(10,11),-1.026 # DEPENDENCYPART_ARC
(10,21),-2.67014 # DEPENDENCYPART_ARC
(11,2),-3.35258 # DEPENDENCYPART_ARC
(11,3),-3.69558 # DEPENDENCYPART_ARC
(11,4),-3.62451 # DEPENDENCYPART_ARC
(11,5),-3.43296 # DEPENDENCYPART_ARC
(11,6),-1.60367 # DEPENDENCYPART_ARC
(11,7),-1.66818 # DEPENDENCYPART_ARC
(11,8),-2.24597 # DEPENDENCYPART_ARC
(11,9),-1.82761 # DEPENDENCYPART_ARC
(11,10),0.619384 # DEPENDENCYPART_ARC
(11,12),-1.40497 # DEPENDENCYPART_ARC
(11,14),-1.94471 # DEPENDENCYPART_ARC
(11,15),-2.54377 # DEPENDENCYPART_ARC
(11,17),-1.87809 # DEPENDENCYPART_ARC
(11,18),-2.63753 # DEPENDENCYPART_ARC
(11,20),-3.43426 # DEPENDENCYPART_ARC
(11,21),-2.5648 # DEPENDENCYPART_ARC
(12,1),-2.01708 # DEPENDENCYPART_ARC
(12,2),-0.661414 # DEPENDENCYPART_ARC
(12,3),-0.695777 # DEPENDENCYPART_ARC
(12,4),-0.654668 # DEPENDENCYPART_ARC
(12,5),-0.815206 # DEPENDENCYPART_ARC
(12,6),-0.798494 # DEPENDENCYPART_ARC
(12,7),-0.824682 # DEPENDENCYPART_ARC
(12,8),-1.31356 # DEPENDENCYPART_ARC
(12,9),-1.19003 # DEPENDENCYPART_ARC
(12,10),1.22064 # DEPENDENCYPART_ARC
(12,11),1.89589 # DEPENDENCYPART_ARC
(12,13),-0.588029 # DEPENDENCYPART_ARC
(12,14),-1.1295 # DEPENDENCYPART_ARC
(12,15),-1.50592 # DEPENDENCYPART_ARC
(12,17),-1.74208 # DEPENDENCYPART_ARC
(12,18),-1.66094 # DEPENDENCYPART_ARC
(12,20),-2.57019 # DEPENDENCYPART_ARC
(12,21),-2.40829 # DEPENDENCYPART_ARC
(13,1),-0.278595 # DEPENDENCYPART_ARC
(13,2),-2.12241 # DEPENDENCYPART_ARC
(13,3),-1.88287 # DEPENDENCYPART_ARC
(13,4),-1.727 # DEPENDENCYPART_ARC
(13,5),-1.63558 # DEPENDENCYPART_ARC
(13,6),-1.09536 # DEPENDENCYPART_ARC
(13,7),-0.832596 # DEPENDENCYPART_ARC
(13,8),-0.702606 # DEPENDENCYPART_ARC
(13,9),0.0224499 # DEPENDENCYPART_ARC
(13,10),-1.3153 # DEPENDENCYPART_ARC
(13,11),-0.85755 # DEPENDENCYPART_ARC
(13,12),0.787005 # DEPENDENCYPART_ARC
(13,14),1.24902 # DEPENDENCYPART_ARC
(13,15),-0.58053 # DEPENDENCYPART_ARC
(13,16),-1.92404 # DEPENDENCYPART_ARC
(13,17),-0.611047 # DEPENDENCYPART_ARC
(13,18),-0.904984 # DEPENDENCYPART_ARC
(13,19),-2.81021 # DEPENDENCYPART_ARC
(13,20),-2.05802 # DEPENDENCYPART_ARC
(13,21),-0.283246 # DEPENDENCYPART_ARC
(14,12),-2.23816 # DEPENDENCYPART_ARC
(14,15),0.703173 # DEPENDENCYPART_ARC
(14,16),-0.614932 # DEPENDENCYPART_ARC
(14,17),-1.07851 # DEPENDENCYPART_ARC
(14,18),-1.89474 # DEPENDENCYPART_ARC
(14,19),-2.23262 # DEPENDENCYPART_ARC
(14,20),-1.44643 # DEPENDENCYPART_ARC
(14,21),-2.51063 # DEPENDENCYPART_ARC
(15,1),-3.00216 # DEPENDENCYPART_ARC
(15,12),-1.88468 # DEPENDENCYPART_ARC
(15,14),-0.43135 # DEPENDENCYPART_ARC
(15,16),1.4432 # DEPENDENCYPART_ARC
(15,17),-1.01877 # DEPENDENCYPART_ARC
(15,18),-1.22294 # DEPENDENCYPART_ARC
(15,19),-1.1692 # DEPENDENCYPART_ARC
(15,20),-1.73077 # DEPENDENCYPART_ARC
(15,21),-1.86668 # DEPENDENCYPART_ARC
(16,12),-2.25585 # DEPENDENCYPART_ARC
(16,14),-1.154 # DEPENDENCYPART_ARC
(16,15),-0.9622 # DEPENDENCYPART_ARC
(16,17),-1.07083 # DEPENDENCYPART_ARC
(16,18),-1.34253 # DEPENDENCYPART_ARC
(16,20),-2.28675 # DEPENDENCYPART_ARC
(17,18),-1.70194 # DEPENDENCYPART_ARC
(18,15),-2.0694 # DEPENDENCYPART_ARC
(18,17),-1.43815 # DEPENDENCYPART_ARC
(18,19),-0.104225 # DEPENDENCYPART_ARC
(18,20),0.0956852 # DEPENDENCYPART_ARC
(18,21),-1.97242 # DEPENDENCYPART_ARC
(19,14),-2.14529 # DEPENDENCYPART_ARC
(19,15),-2.54684 # DEPENDENCYPART_ARC
(19,16),-2.16373 # DEPENDENCYPART_ARC
(19,17),-2.09541 # DEPENDENCYPART_ARC
(19,18),-1.27566 # DEPENDENCYPART_ARC
(19,20),-1.53302 # DEPENDENCYPART_ARC
(20,1),-2.39828 # DEPENDENCYPART_ARC
(20,12),-2.5339 # DEPENDENCYPART_ARC
(20,14),-2.00919 # DEPENDENCYPART_ARC
(20,15),-1.40952 # DEPENDENCYPART_ARC
(20,16),-1.64812 # DEPENDENCYPART_ARC
(20,17),-1.66957 # DEPENDENCYPART_ARC
(20,18),-0.318578 # DEPENDENCYPART_ARC
(20,19),1.07557 # DEPENDENCYPART_ARC
(20,21),-1.18033 # DEPENDENCYPART_ARC
(21,20),-2.78434 # DEPENDENCYPART_ARC
(0,12),(0,13),-0.777503 # DEPENDENCYPART_SIBL
(1,2),(1,3),-0.846494 # DEPENDENCYPART_SIBL
(1,2),(1,4),-0.85238 # DEPENDENCYPART_SIBL
(1,2),(1,5),-0.840865 # DEPENDENCYPART_SIBL
(1,2),(1,6),-0.98602 # DEPENDENCYPART_SIBL
(1,2),(1,7),-1.02134 # DEPENDENCYPART_SIBL
(1,2),(1,8),-0.943611 # DEPENDENCYPART_SIBL
(1,2),(1,9),-0.153452 # DEPENDENCYPART_SIBL
(1,2),(1,21),-0.069724 # DEPENDENCYPART_SIBL
(1,3),(1,4),-0.87483 # DEPENDENCYPART_SIBL
(1,3),(1,5),-0.863302 # DEPENDENCYPART_SIBL
(1,3),(1,6),-1.00987 # DEPENDENCYPART_SIBL
(1,3),(1,7),-1.04519 # DEPENDENCYPART_SIBL
(1,3),(1,8),-0.967464 # DEPENDENCYPART_SIBL
(1,3),(1,9),-0.0945263 # DEPENDENCYPART_SIBL
(1,3),(1,21),-0.102171 # DEPENDENCYPART_SIBL
(1,4),(1,5),-0.848757 # DEPENDENCYPART_SIBL
(1,4),(1,6),-0.997886 # DEPENDENCYPART_SIBL
(1,4),(1,7),-1.03349 # DEPENDENCYPART_SIBL
(1,4),(1,8),-0.955491 # DEPENDENCYPART_SIBL
(1,4),(1,9),-0.0885368 # DEPENDENCYPART_SIBL
(1,4),(1,21),-0.0967231 # DEPENDENCYPART_SIBL
(1,5),(1,6),-1.00991 # DEPENDENCYPART_SIBL
(1,5),(1,7),-1.05026 # DEPENDENCYPART_SIBL
(1,5),(1,8),-0.96847 # DEPENDENCYPART_SIBL
(1,5),(1,9),-0.172335 # DEPENDENCYPART_SIBL
(1,5),(1,21),-0.106711 # DEPENDENCYPART_SIBL
(1,6),(1,7),-1.06651 # DEPENDENCYPART_SIBL
(1,6),(1,8),-0.897909 # DEPENDENCYPART_SIBL
(1,6),(1,9),0.0742594 # DEPENDENCYPART_SIBL
(1,6),(1,21),0.0997766 # DEPENDENCYPART_SIBL
(1,7),(1,8),-0.895359 # DEPENDENCYPART_SIBL
(1,7),(1,9),-0.0101229 # DEPENDENCYPART_SIBL
(1,7),(1,21),0.0606851 # DEPENDENCYPART_SIBL
(1,8),(1,9),0.12377 # DEPENDENCYPART_SIBL
(1,8),(1,21),0.112312 # DEPENDENCYPART_SIBL
(1,9),(1,21),0.395117 # DEPENDENCYPART_SIBL
(2,3),(2,4),-0.0752893 # DEPENDENCYPART_SIBL
(3,1),(3,2),-0.12627 # DEPENDENCYPART_SIBL
(3,1),(3,4),-0.0174192 # DEPENDENCYPART_SIBL
(3,1),(3,5),-0.0262078 # DEPENDENCYPART_SIBL
(3,1),(3,6),-0.0252238 # DEPENDENCYPART_SIBL
(3,1),(3,8),-0.0919966 # DEPENDENCYPART_SIBL
(3,1),(3,9),-0.082453 # DEPENDENCYPART_SIBL
(3,2),(3,4),0.148818 # DEPENDENCYPART_SIBL
(3,2),(3,5),0.179739 # DEPENDENCYPART_SIBL
(3,2),(3,6),-0.0981722 # DEPENDENCYPART_SIBL
(3,2),(3,8),-0.149672 # DEPENDENCYPART_SIBL
(3,2),(3,9),-0.0972602 # DEPENDENCYPART_SIBL
(3,4),(3,5),-0.0307044 # DEPENDENCYPART_SIBL
(3,4),(3,6),-0.0579678 # DEPENDENCYPART_SIBL
(3,4),(3,8),-0.0579094 # DEPENDENCYPART_SIBL
(3,4),(3,9),0.154901 # DEPENDENCYPART_SIBL
(3,5),(3,6),-0.0754872 # DEPENDENCYPART_SIBL
(3,5),(3,8),-0.0759047 # DEPENDENCYPART_SIBL
(3,5),(3,9),0.046921 # DEPENDENCYPART_SIBL
(3,6),(3,8),-0.271475 # DEPENDENCYPART_SIBL
(3,6),(3,9),0.228477 # DEPENDENCYPART_SIBL
(3,8),(3,9),0.283265 # DEPENDENCYPART_SIBL
(4,1),(4,2),-0.0817376 # DEPENDENCYPART_SIBL
(4,1),(4,3),-0.0732629 # DEPENDENCYPART_SIBL
(4,1),(4,5),-0.086934 # DEPENDENCYPART_SIBL
(4,1),(4,6),-0.0214031 # DEPENDENCYPART_SIBL
(4,1),(4,7),0.000582125 # DEPENDENCYPART_SIBL
(4,1),(4,8),-0.0887804 # DEPENDENCYPART_SIBL
(4,1),(4,9),-0.0913385 # DEPENDENCYPART_SIBL
(4,1),(4,12),-0.0353139 # DEPENDENCYPART_SIBL
(4,2),(4,3),0.18435 # DEPENDENCYPART_SIBL
(4,2),(4,5),-0.0137502 # DEPENDENCYPART_SIBL
(4,2),(4,6),-0.124812 # DEPENDENCYPART_SIBL
(4,2),(4,7),-0.0154191 # DEPENDENCYPART_SIBL
(4,2),(4,8),-0.176916 # DEPENDENCYPART_SIBL
(4,2),(4,9),-0.102384 # DEPENDENCYPART_SIBL
(4,2),(4,12),-0.00926733 # DEPENDENCYPART_SIBL
(4,3),(4,5),-0.0610937 # DEPENDENCYPART_SIBL
(4,3),(4,6),-0.0805501 # DEPENDENCYPART_SIBL
(4,3),(4,7),0.0306651 # DEPENDENCYPART_SIBL
(4,3),(4,8),-0.131931 # DEPENDENCYPART_SIBL
(4,3),(4,9),-0.147477 # DEPENDENCYPART_SIBL
(4,3),(4,12),-0.0309473 # DEPENDENCYPART_SIBL
(4,5),(4,6),-0.0785963 # DEPENDENCYPART_SIBL
(4,5),(4,7),-0.0975694 # DEPENDENCYPART_SIBL
(4,5),(4,8),-0.0798312 # DEPENDENCYPART_SIBL
(4,5),(4,9),-0.0266733 # DEPENDENCYPART_SIBL
(4,5),(4,12),0.000180713 # DEPENDENCYPART_SIBL
(4,6),(4,7),-0.319006 # DEPENDENCYPART_SIBL
(4,6),(4,8),-0.242251 # DEPENDENCYPART_SIBL
(4,6),(4,9),0.239856 # DEPENDENCYPART_SIBL
(4,6),(4,12),-0.113326 # DEPENDENCYPART_SIBL
(4,7),(4,8),-0.197319 # DEPENDENCYPART_SIBL
(4,7),(4,9),0.223818 # DEPENDENCYPART_SIBL
(4,7),(4,12),-0.104353 # DEPENDENCYPART_SIBL
(4,8),(4,9),0.293437 # DEPENDENCYPART_SIBL
(4,8),(4,12),-0.112407 # DEPENDENCYPART_SIBL
(4,9),(4,12),0.353991 # DEPENDENCYPART_SIBL
(5,1),(5,2),-0.0376654 # DEPENDENCYPART_SIBL
(5,1),(5,3),-0.0239661 # DEPENDENCYPART_SIBL
(5,1),(5,4),0.0118854 # DEPENDENCYPART_SIBL
(5,1),(5,6),-0.0130519 # DEPENDENCYPART_SIBL
(5,1),(5,7),0.0391503 # DEPENDENCYPART_SIBL
(5,1),(5,8),-0.0847307 # DEPENDENCYPART_SIBL
(5,1),(5,9),-0.0540419 # DEPENDENCYPART_SIBL
(5,2),(5,3),0.244253 # DEPENDENCYPART_SIBL
(5,2),(5,4),0.214601 # DEPENDENCYPART_SIBL
(5,2),(5,6),-0.0762552 # DEPENDENCYPART_SIBL
(5,2),(5,7),0.0937404 # DEPENDENCYPART_SIBL
(5,2),(5,8),-0.135439 # DEPENDENCYPART_SIBL
(5,2),(5,9),-0.0620585 # DEPENDENCYPART_SIBL
(5,3),(5,4),0.221839 # DEPENDENCYPART_SIBL
(5,3),(5,6),-0.0315764 # DEPENDENCYPART_SIBL
(5,3),(5,7),0.140242 # DEPENDENCYPART_SIBL
(5,3),(5,8),-0.0900372 # DEPENDENCYPART_SIBL
(5,3),(5,9),-0.106091 # DEPENDENCYPART_SIBL
(5,4),(5,6),-0.0732673 # DEPENDENCYPART_SIBL
(5,4),(5,7),0.0937982 # DEPENDENCYPART_SIBL
(5,4),(5,8),-0.134573 # DEPENDENCYPART_SIBL
(5,4),(5,9),-0.069837 # DEPENDENCYPART_SIBL
(5,6),(5,7),-0.287339 # DEPENDENCYPART_SIBL
(5,6),(5,8),-0.209819 # DEPENDENCYPART_SIBL
(5,6),(5,9),0.25291 # DEPENDENCYPART_SIBL
(5,7),(5,8),-0.167642 # DEPENDENCYPART_SIBL
(5,7),(5,9),0.231362 # DEPENDENCYPART_SIBL
(5,8),(5,9),0.306477 # DEPENDENCYPART_SIBL
(6,1),(6,2),-0.0748575 # DEPENDENCYPART_SIBL
(6,1),(6,3),-0.0587778 # DEPENDENCYPART_SIBL
(6,1),(6,4),-0.022219 # DEPENDENCYPART_SIBL
(6,1),(6,5),0.0192859 # DEPENDENCYPART_SIBL
(6,1),(6,7),0.000577907 # DEPENDENCYPART_SIBL
(6,1),(6,8),-0.0578551 # DEPENDENCYPART_SIBL
(6,1),(6,9),-0.0307821 # DEPENDENCYPART_SIBL
(6,2),(6,3),0.339934 # DEPENDENCYPART_SIBL
(6,2),(6,4),0.33939 # DEPENDENCYPART_SIBL
(6,2),(6,5),0.397796 # DEPENDENCYPART_SIBL
(6,2),(6,7),0.0828835 # DEPENDENCYPART_SIBL
(6,2),(6,8),0.0109721 # DEPENDENCYPART_SIBL
(6,2),(6,9),0.217572 # DEPENDENCYPART_SIBL
(6,3),(6,4),0.275303 # DEPENDENCYPART_SIBL
(6,3),(6,5),0.343083 # DEPENDENCYPART_SIBL
(6,3),(6,7),0.0444705 # DEPENDENCYPART_SIBL
(6,3),(6,8),-0.0281245 # DEPENDENCYPART_SIBL
(6,3),(6,9),-0.0144613 # DEPENDENCYPART_SIBL
(6,4),(6,5),0.256021 # DEPENDENCYPART_SIBL
(6,4),(6,7),0.0301938 # DEPENDENCYPART_SIBL
(6,4),(6,8),-0.0429504 # DEPENDENCYPART_SIBL
(6,4),(6,9),-0.00408436 # DEPENDENCYPART_SIBL
(6,5),(6,7),-0.0181299 # DEPENDENCYPART_SIBL
(6,5),(6,8),-0.0759397 # DEPENDENCYPART_SIBL
(6,5),(6,9),-0.140063 # DEPENDENCYPART_SIBL
(6,7),(6,8),-0.0046242 # DEPENDENCYPART_SIBL
(6,7),(6,9),0.000980669 # DEPENDENCYPART_SIBL
(6,8),(6,9),0.121188 # DEPENDENCYPART_SIBL
(7,1),(7,2),-0.0862196 # DEPENDENCYPART_SIBL
(7,1),(7,3),-0.0578257 # DEPENDENCYPART_SIBL
(7,1),(7,4),-0.0552743 # DEPENDENCYPART_SIBL
(7,1),(7,5),0.000340512 # DEPENDENCYPART_SIBL
(7,1),(7,6),-0.141082 # DEPENDENCYPART_SIBL
(7,1),(7,8),-0.119137 # DEPENDENCYPART_SIBL
(7,1),(7,12),-0.0355921 # DEPENDENCYPART_SIBL
(7,2),(7,3),0.371167 # DEPENDENCYPART_SIBL
(7,2),(7,4),0.328774 # DEPENDENCYPART_SIBL
(7,2),(7,5),0.41126 # DEPENDENCYPART_SIBL
(7,2),(7,6),0.319733 # DEPENDENCYPART_SIBL
(7,2),(7,8),-0.235558 # DEPENDENCYPART_SIBL
(7,2),(7,12),-0.0876619 # DEPENDENCYPART_SIBL
(7,3),(7,4),0.241129 # DEPENDENCYPART_SIBL
(7,3),(7,5),0.33299 # DEPENDENCYPART_SIBL
(7,3),(7,6),0.293783 # DEPENDENCYPART_SIBL
(7,3),(7,8),-0.270235 # DEPENDENCYPART_SIBL
(7,3),(7,12),-0.165509 # DEPENDENCYPART_SIBL
(7,4),(7,5),0.248917 # DEPENDENCYPART_SIBL
(7,4),(7,6),0.260486 # DEPENDENCYPART_SIBL
(7,4),(7,8),-0.276209 # DEPENDENCYPART_SIBL
(7,4),(7,12),-0.190302 # DEPENDENCYPART_SIBL
(7,5),(7,6),0.242533 # DEPENDENCYPART_SIBL
(7,5),(7,8),-0.295107 # DEPENDENCYPART_SIBL
(7,5),(7,12),-0.17611 # DEPENDENCYPART_SIBL
(7,6),(7,8),-0.0796595 # DEPENDENCYPART_SIBL
(7,6),(7,12),-0.00751116 # DEPENDENCYPART_SIBL
(7,8),(7,12),-0.107505 # DEPENDENCYPART_SIBL
(8,1),(8,2),-0.196485 # DEPENDENCYPART_SIBL
(8,1),(8,3),-0.194626 # DEPENDENCYPART_SIBL
(8,1),(8,4),-0.163961 # DEPENDENCYPART_SIBL
(8,1),(8,5),-0.126753 # DEPENDENCYPART_SIBL
(8,1),(8,6),-0.213403 # DEPENDENCYPART_SIBL
(8,1),(8,7),-0.218103 # DEPENDENCYPART_SIBL
(8,1),(8,9),0.112907 # DEPENDENCYPART_SIBL
(8,1),(8,10),0.0431763 # DEPENDENCYPART_SIBL
(8,1),(8,11),0.0411672 # DEPENDENCYPART_SIBL
(8,1),(8,12),0.0945939 # DEPENDENCYPART_SIBL
(8,1),(8,13),0.0225074 # DEPENDENCYPART_SIBL
(8,1),(8,14),0.0213505 # DEPENDENCYPART_SIBL
(8,1),(8,15),0.109503 # DEPENDENCYPART_SIBL
(8,1),(8,17),0.112907 # DEPENDENCYPART_SIBL
(8,1),(8,18),0.118945 # DEPENDENCYPART_SIBL
(8,1),(8,20),0.087656 # DEPENDENCYPART_SIBL
(8,1),(8,21),0.18545 # DEPENDENCYPART_SIBL
(8,2),(8,3),-0.0549163 # DEPENDENCYPART_SIBL
(8,2),(8,4),-0.0639938 # DEPENDENCYPART_SIBL
(8,2),(8,5),-0.0165872 # DEPENDENCYPART_SIBL
(8,2),(8,6),0.0421479 # DEPENDENCYPART_SIBL
(8,2),(8,7),-0.0776418 # DEPENDENCYPART_SIBL
(8,2),(8,9),0.177422 # DEPENDENCYPART_SIBL
(8,2),(8,10),0.133206 # DEPENDENCYPART_SIBL
(8,2),(8,11),0.129478 # DEPENDENCYPART_SIBL
(8,2),(8,12),0.045017 # DEPENDENCYPART_SIBL
(8,2),(8,13),0.121116 # DEPENDENCYPART_SIBL
(8,2),(8,14),-0.0642294 # DEPENDENCYPART_SIBL
(8,2),(8,15),0.0418433 # DEPENDENCYPART_SIBL
(8,2),(8,17),0.177422 # DEPENDENCYPART_SIBL
(8,2),(8,18),0.0862039 # DEPENDENCYPART_SIBL
(8,2),(8,20),0.0237615 # DEPENDENCYPART_SIBL
(8,2),(8,21),0.0865097 # DEPENDENCYPART_SIBL
(8,3),(8,4),-0.0968524 # DEPENDENCYPART_SIBL
(8,3),(8,5),-0.0400706 # DEPENDENCYPART_SIBL
(8,3),(8,6),0.0426437 # DEPENDENCYPART_SIBL
(8,3),(8,7),-0.0811537 # DEPENDENCYPART_SIBL
(8,3),(8,9),-0.0545944 # DEPENDENCYPART_SIBL
(8,3),(8,10),0.00621786 # DEPENDENCYPART_SIBL
(8,3),(8,11),0.00249074 # DEPENDENCYPART_SIBL
(8,3),(8,12),-0.0373513 # DEPENDENCYPART_SIBL
(8,3),(8,13),0.0331077 # DEPENDENCYPART_SIBL
(8,3),(8,14),-0.150237 # DEPENDENCYPART_SIBL
(8,3),(8,15),-0.0755818 # DEPENDENCYPART_SIBL
(8,3),(8,17),-0.0545944 # DEPENDENCYPART_SIBL
(8,3),(8,18),0.0307494 # DEPENDENCYPART_SIBL
(8,3),(8,20),-0.0584463 # DEPENDENCYPART_SIBL
(8,3),(8,21),-0.00728111 # DEPENDENCYPART_SIBL
(8,4),(8,5),-0.110513 # DEPENDENCYPART_SIBL
(8,4),(8,6),0.0170769 # DEPENDENCYPART_SIBL
(8,4),(8,7),-0.103723 # DEPENDENCYPART_SIBL
(8,4),(8,9),-0.045425 # DEPENDENCYPART_SIBL
(8,4),(8,10),-0.0497797 # DEPENDENCYPART_SIBL
(8,4),(8,11),-0.0535104 # DEPENDENCYPART_SIBL
(8,4),(8,12),-0.0686357 # DEPENDENCYPART_SIBL
(8,4),(8,13),-0.0733788 # DEPENDENCYPART_SIBL
(8,4),(8,14),-0.191782 # DEPENDENCYPART_SIBL
(8,4),(8,15),-0.0878261 # DEPENDENCYPART_SIBL
(8,4),(8,17),-0.045425 # DEPENDENCYPART_SIBL
(8,4),(8,18),-0.0317972 # DEPENDENCYPART_SIBL
(8,4),(8,20),-0.0892054 # DEPENDENCYPART_SIBL
(8,4),(8,21),0.00289473 # DEPENDENCYPART_SIBL
(8,5),(8,6),0.0125137 # DEPENDENCYPART_SIBL
(8,5),(8,7),-0.105214 # DEPENDENCYPART_SIBL
(8,5),(8,9),-0.179391 # DEPENDENCYPART_SIBL
(8,5),(8,10),-0.0556329 # DEPENDENCYPART_SIBL
(8,5),(8,11),-0.0593635 # DEPENDENCYPART_SIBL
(8,5),(8,12),-0.0664738 # DEPENDENCYPART_SIBL
(8,5),(8,13),-0.0387459 # DEPENDENCYPART_SIBL
(8,5),(8,14),-0.182504 # DEPENDENCYPART_SIBL
(8,5),(8,15),-0.123325 # DEPENDENCYPART_SIBL
(8,5),(8,17),-0.179391 # DEPENDENCYPART_SIBL
(8,5),(8,18),-0.00440335 # DEPENDENCYPART_SIBL
(8,5),(8,20),-0.0881684 # DEPENDENCYPART_SIBL
(8,5),(8,21),-0.0104899 # DEPENDENCYPART_SIBL
(8,6),(8,7),-0.205496 # DEPENDENCYPART_SIBL
(8,6),(8,9),-0.0574362 # DEPENDENCYPART_SIBL
(8,6),(8,10),-0.0213399 # DEPENDENCYPART_SIBL
(8,6),(8,11),-0.0169254 # DEPENDENCYPART_SIBL
(8,6),(8,12),-0.00164679 # DEPENDENCYPART_SIBL
(8,6),(8,13),-0.0169753 # DEPENDENCYPART_SIBL
(8,6),(8,14),-0.0393105 # DEPENDENCYPART_SIBL
(8,6),(8,15),-0.103388 # DEPENDENCYPART_SIBL
(8,6),(8,17),-0.0574362 # DEPENDENCYPART_SIBL
(8,6),(8,18),0.0480479 # DEPENDENCYPART_SIBL
(8,6),(8,20),-0.047628 # DEPENDENCYPART_SIBL
(8,6),(8,21),0.00172723 # DEPENDENCYPART_SIBL
(8,7),(8,9),-0.0296621 # DEPENDENCYPART_SIBL
(8,7),(8,10),0.0568316 # DEPENDENCYPART_SIBL
(8,7),(8,11),0.0612461 # DEPENDENCYPART_SIBL
