# _root_ `` When I want to buy , they run from you -- they keep changing their prices , '' Mr. Smith said .
#goldHeads=22,6,4,9,4,5,9,9,22,9,10,9,14,9,14,17,15,22,22,21,22,0,22,
#predictedHeads=22,6,4,22,4,5,9,9,22,9,10,9,14,9,14,17,15,22,22,21,22,0,22,
(6,1),-1.61882 # DEPENDENCYPART_ARC
(6,2),0.482222 # DEPENDENCYPART_ARC
(6,3),-1.5128 # DEPENDENCYPART_ARC
(6,4),-1.28898 # DEPENDENCYPART_ARC
(6,5),-0.662042 # DEPENDENCYPART_ARC
(6,7),-0.89285 # DEPENDENCYPART_ARC
(6,8),-1.0085 # DEPENDENCYPART_ARC
(6,9),-0.691531 # DEPENDENCYPART_ARC
(6,10),-0.875775 # DEPENDENCYPART_ARC
(6,11),-1.70806 # DEPENDENCYPART_ARC
(6,12),-1.21936 # DEPENDENCYPART_ARC
(6,13),-2.09321 # DEPENDENCYPART_ARC
(6,14),-1.55837 # DEPENDENCYPART_ARC
(6,15),-1.89201 # DEPENDENCYPART_ARC
(6,17),-2.25535 # DEPENDENCYPART_ARC
(6,18),-2.40335 # DEPENDENCYPART_ARC
(6,19),-2.23702 # DEPENDENCYPART_ARC
(6,21),-2.8378 # DEPENDENCYPART_ARC
(7,9),-1.84912 # DEPENDENCYPART_ARC
(8,7),-1.28515 # DEPENDENCYPART_ARC
(8,10),-1.62732 # DEPENDENCYPART_ARC
(9,1),-1.4469 # DEPENDENCYPART_ARC
(9,2),-0.217888 # DEPENDENCYPART_ARC
(9,3),-1.22989 # DEPENDENCYPART_ARC
(9,4),-1.50127 # DEPENDENCYPART_ARC
(9,5),-1.25459 # DEPENDENCYPART_ARC
(9,6),-1.42231 # DEPENDENCYPART_ARC
(9,7),0.367966 # DEPENDENCYPART_ARC
(9,8),2.00356 # DEPENDENCYPART_ARC
(9,10),1.19234 # DEPENDENCYPART_ARC
(9,11),-0.586897 # DEPENDENCYPART_ARC
(9,12),-0.155414 # DEPENDENCYPART_ARC
(9,13),-1.59156 # DEPENDENCYPART_ARC
(9,14),-0.395416 # DEPENDENCYPART_ARC
(9,15),-0.772969 # DEPENDENCYPART_ARC
(9,17),-1.39589 # DEPENDENCYPART_ARC
(9,18),-1.40525 # DEPENDENCYPART_ARC
(9,19),-1.16691 # DEPENDENCYPART_ARC
(9,21),-2.5784 # DEPENDENCYPART_ARC
(9,22),-1.52325 # DEPENDENCYPART_ARC
(9,23),-1.06539 # DEPENDENCYPART_ARC
(10,2),-1.95409 # DEPENDENCYPART_ARC
(10,7),-2.11126 # DEPENDENCYPART_ARC
(10,9),-1.67529 # DEPENDENCYPART_ARC
(10,11),0.562967 # DEPENDENCYPART_ARC
(10,12),-0.643127 # DEPENDENCYPART_ARC
(10,13),-1.14137 # DEPENDENCYPART_ARC
(10,14),-0.0291775 # DEPENDENCYPART_ARC
(10,15),-1.14349 # DEPENDENCYPART_ARC
(10,17),-1.27768 # DEPENDENCYPART_ARC
(10,18),-1.65923 # DEPENDENCYPART_ARC
(10,19),-1.09284 # DEPENDENCYPART_ARC
(10,21),-2.79497 # DEPENDENCYPART_ARC
(10,22),-1.73075 # DEPENDENCYPART_ARC
(11,12),-0.855544 # DEPENDENCYPART_ARC
(11,13),-1.72512 # DEPENDENCYPART_ARC
(11,14),-1.86233 # DEPENDENCYPART_ARC
(12,10),-2.64754 # DEPENDENCYPART_ARC
(12,11),-1.94824 # DEPENDENCYPART_ARC
(12,13),-1.66546 # DEPENDENCYPART_ARC
(12,14),-1.81144 # DEPENDENCYPART_ARC
(13,11),-2.2418 # DEPENDENCYPART_ARC
(13,12),-1.62916 # DEPENDENCYPART_ARC
(13,15),-1.621 # DEPENDENCYPART_ARC
(13,17),-1.99952 # DEPENDENCYPART_ARC
(14,1),-1.87207 # DEPENDENCYPART_ARC
(14,2),-1.14462 # DEPENDENCYPART_ARC
(14,3),-2.44857 # DEPENDENCYPART_ARC
(14,4),-1.78345 # DEPENDENCYPART_ARC
(14,5),-1.89087 # DEPENDENCYPART_ARC
(14,7),-0.904341 # DEPENDENCYPART_ARC
(14,8),-1.25551 # DEPENDENCYPART_ARC
(14,9),-1.71883 # DEPENDENCYPART_ARC
(14,10),-1.39923 # DEPENDENCYPART_ARC
(14,11),-0.849657 # DEPENDENCYPART_ARC
(14,12),-1.0329 # DEPENDENCYPART_ARC
(14,13),1.66959 # DEPENDENCYPART_ARC
(14,15),1.44572 # DEPENDENCYPART_ARC
(14,16),-1.04111 # DEPENDENCYPART_ARC
(14,17),-0.467934 # DEPENDENCYPART_ARC
(14,18),-1.04177 # DEPENDENCYPART_ARC
(14,19),-1.4088 # DEPENDENCYPART_ARC
(14,21),-2.29209 # DEPENDENCYPART_ARC
(14,22),-1.14445 # DEPENDENCYPART_ARC
(14,23),-1.38082 # DEPENDENCYPART_ARC
(15,2),-1.20977 # DEPENDENCYPART_ARC
(15,4),-1.92335 # DEPENDENCYPART_ARC
(15,9),-1.69096 # DEPENDENCYPART_ARC
(15,10),-1.35713 # DEPENDENCYPART_ARC
(15,11),-2.15337 # DEPENDENCYPART_ARC
(15,12),-1.14196 # DEPENDENCYPART_ARC
(15,13),-1.41127 # DEPENDENCYPART_ARC
(15,14),-0.850103 # DEPENDENCYPART_ARC
(15,16),-0.371679 # DEPENDENCYPART_ARC
(15,17),0.378311 # DEPENDENCYPART_ARC
(15,18),-0.902308 # DEPENDENCYPART_ARC
(15,19),-0.82033 # DEPENDENCYPART_ARC
(15,20),-1.53896 # DEPENDENCYPART_ARC
(15,21),-1.64678 # DEPENDENCYPART_ARC
(15,22),-1.07057 # DEPENDENCYPART_ARC
(16,15),-1.5604 # DEPENDENCYPART_ARC
(17,13),-2.64969 # DEPENDENCYPART_ARC
(17,15),-0.790561 # DEPENDENCYPART_ARC
(17,16),1.63729 # DEPENDENCYPART_ARC
(17,18),-0.923513 # DEPENDENCYPART_ARC
(17,19),-1.35888 # DEPENDENCYPART_ARC
(17,21),-2.33653 # DEPENDENCYPART_ARC
(17,22),-1.63661 # DEPENDENCYPART_ARC
(19,21),-2.39664 # DEPENDENCYPART_ARC
(20,15),-2.84541 # DEPENDENCYPART_ARC
(20,16),-2.09447 # DEPENDENCYPART_ARC
(20,17),-2.16072 # DEPENDENCYPART_ARC
(20,18),-2.00015 # DEPENDENCYPART_ARC
(20,19),-1.3446 # DEPENDENCYPART_ARC
(20,21),-1.10026 # DEPENDENCYPART_ARC
(21,16),-1.16558 # DEPENDENCYPART_ARC
(21,17),-1.36248 # DEPENDENCYPART_ARC
(21,18),-1.39891 # DEPENDENCYPART_ARC
(21,19),-1.08238 # DEPENDENCYPART_ARC
(21,20),2.09012 # DEPENDENCYPART_ARC
(22,1),-0.582142 # DEPENDENCYPART_ARC
(22,2),-1.74481 # DEPENDENCYPART_ARC
(22,3),-3.54227 # DEPENDENCYPART_ARC
(22,4),-0.923769 # DEPENDENCYPART_ARC
(22,5),-2.65238 # DEPENDENCYPART_ARC
(22,6),-1.9316 # DEPENDENCYPART_ARC
(22,7),-2.17514 # DEPENDENCYPART_ARC
(22,8),-2.79822 # DEPENDENCYPART_ARC
(22,9),-0.872541 # DEPENDENCYPART_ARC
(22,10),-2.15981 # DEPENDENCYPART_ARC
(22,11),-2.53958 # DEPENDENCYPART_ARC
(22,12),-1.61158 # DEPENDENCYPART_ARC
(22,13),-2.19496 # DEPENDENCYPART_ARC
(22,14),-1.04062 # DEPENDENCYPART_ARC
(22,15),-1.84998 # DEPENDENCYPART_ARC
(22,16),-1.74954 # DEPENDENCYPART_ARC
(22,17),-1.52591 # DEPENDENCYPART_ARC
(22,18),-0.0489453 # DEPENDENCYPART_ARC
(22,19),-0.302478 # DEPENDENCYPART_ARC
(22,20),-1.1867 # DEPENDENCYPART_ARC
(22,21),0.290357 # DEPENDENCYPART_ARC
(22,23),1.35286 # DEPENDENCYPART_ARC
(0,4),(0,9),-0.828623 # DEPENDENCYPART_SIBL
(0,4),(0,22),-1.66913 # DEPENDENCYPART_SIBL
(0,9),(0,22),-1.66722 # DEPENDENCYPART_SIBL
(1,2),(1,4),-0.0528765 # DEPENDENCYPART_SIBL
(2,1),(2,3),-0.00680079 # DEPENDENCYPART_SIBL
(2,1),(2,4),0.0108114 # DEPENDENCYPART_SIBL
(2,1),(2,5),-0.0216952 # DEPENDENCYPART_SIBL
(2,1),(2,7),0.0325815 # DEPENDENCYPART_SIBL
(2,1),(2,9),-0.0193521 # DEPENDENCYPART_SIBL
(2,1),(2,10),0.0209376 # DEPENDENCYPART_SIBL
(2,1),(2,14),-0.00908926 # DEPENDENCYPART_SIBL
(2,3),(2,4),-0.0451883 # DEPENDENCYPART_SIBL
(2,3),(2,5),-0.0314057 # DEPENDENCYPART_SIBL
(2,3),(2,7),-0.0540149 # DEPENDENCYPART_SIBL
(2,3),(2,9),-0.0545999 # DEPENDENCYPART_SIBL
(2,3),(2,10),-0.0186689 # DEPENDENCYPART_SIBL
(2,3),(2,14),-0.0547876 # DEPENDENCYPART_SIBL
(2,4),(2,5),-0.0700328 # DEPENDENCYPART_SIBL
(2,4),(2,7),0.162133 # DEPENDENCYPART_SIBL
(2,4),(2,9),-0.202129 # DEPENDENCYPART_SIBL
(2,4),(2,10),-0.0577252 # DEPENDENCYPART_SIBL
(2,4),(2,14),-0.202442 # DEPENDENCYPART_SIBL
(2,5),(2,7),-0.00121755 # DEPENDENCYPART_SIBL
(2,5),(2,9),-0.0718561 # DEPENDENCYPART_SIBL
(2,5),(2,10),0.303672 # DEPENDENCYPART_SIBL
(2,5),(2,14),-0.0750737 # DEPENDENCYPART_SIBL
(2,7),(2,9),0.14573 # DEPENDENCYPART_SIBL
(2,7),(2,10),-0.0148631 # DEPENDENCYPART_SIBL
(2,7),(2,14),0.127264 # DEPENDENCYPART_SIBL
(2,9),(2,10),-0.0620188 # DEPENDENCYPART_SIBL
(2,9),(2,14),-0.201543 # DEPENDENCYPART_SIBL
(2,10),(2,14),-0.06607 # DEPENDENCYPART_SIBL
(3,2),(3,4),-0.0734736 # DEPENDENCYPART_SIBL
(3,2),(3,5),-0.00038457 # DEPENDENCYPART_SIBL
(3,2),(3,7),-0.0542782 # DEPENDENCYPART_SIBL
(3,4),(3,5),-0.0511573 # DEPENDENCYPART_SIBL
(3,4),(3,7),0.39624 # DEPENDENCYPART_SIBL
(3,5),(3,7),0.190844 # DEPENDENCYPART_SIBL
(4,1),(4,2),-0.117412 # DEPENDENCYPART_SIBL
(4,1),(4,3),0.029744 # DEPENDENCYPART_SIBL
(4,1),(4,5),0.064589 # DEPENDENCYPART_SIBL
(4,1),(4,6),-0.0997759 # DEPENDENCYPART_SIBL
(4,1),(4,7),-0.0568437 # DEPENDENCYPART_SIBL
(4,1),(4,8),-0.0664636 # DEPENDENCYPART_SIBL
(4,1),(4,9),-0.079038 # DEPENDENCYPART_SIBL
(4,1),(4,10),-0.0862 # DEPENDENCYPART_SIBL
(4,1),(4,11),-0.0431471 # DEPENDENCYPART_SIBL
(4,1),(4,12),-0.0894702 # DEPENDENCYPART_SIBL
(4,1),(4,13),-0.0664636 # DEPENDENCYPART_SIBL
(4,1),(4,14),-0.0520293 # DEPENDENCYPART_SIBL
(4,1),(4,15),0.00682066 # DEPENDENCYPART_SIBL
(4,1),(4,17),-0.0942521 # DEPENDENCYPART_SIBL
(4,1),(4,18),-0.0568437 # DEPENDENCYPART_SIBL
(4,1),(4,19),0.46672 # DEPENDENCYPART_SIBL
(4,1),(4,21),0.0376789 # DEPENDENCYPART_SIBL
(4,1),(4,22),-0.0924876 # DEPENDENCYPART_SIBL
(4,1),(4,23),0.142318 # DEPENDENCYPART_SIBL
(4,2),(4,3),0.0654754 # DEPENDENCYPART_SIBL
(4,2),(4,5),0.0350732 # DEPENDENCYPART_SIBL
(4,2),(4,6),-0.201066 # DEPENDENCYPART_SIBL
(4,2),(4,7),-0.251249 # DEPENDENCYPART_SIBL
(4,2),(4,8),-0.0424259 # DEPENDENCYPART_SIBL
(4,2),(4,9),-0.077959 # DEPENDENCYPART_SIBL
(4,2),(4,10),0.0446353 # DEPENDENCYPART_SIBL
(4,2),(4,11),-0.00623793 # DEPENDENCYPART_SIBL
(4,2),(4,12),-0.0495563 # DEPENDENCYPART_SIBL
(4,2),(4,13),-0.0424259 # DEPENDENCYPART_SIBL
(4,2),(4,14),-0.0699324 # DEPENDENCYPART_SIBL
(4,2),(4,15),-0.27273 # DEPENDENCYPART_SIBL
(4,2),(4,17),0.122655 # DEPENDENCYPART_SIBL
(4,2),(4,18),-0.251249 # DEPENDENCYPART_SIBL
(4,2),(4,19),-0.0408773 # DEPENDENCYPART_SIBL
(4,2),(4,21),0.0776446 # DEPENDENCYPART_SIBL
(4,2),(4,22),-0.0548654 # DEPENDENCYPART_SIBL
(4,2),(4,23),-0.418056 # DEPENDENCYPART_SIBL
(4,3),(4,5),0.0204122 # DEPENDENCYPART_SIBL
(4,3),(4,6),-0.0870901 # DEPENDENCYPART_SIBL
(4,3),(4,7),0.00594906 # DEPENDENCYPART_SIBL
(4,3),(4,8),-0.181383 # DEPENDENCYPART_SIBL
(4,3),(4,9),-0.0548408 # DEPENDENCYPART_SIBL
(4,3),(4,10),-0.1791 # DEPENDENCYPART_SIBL
(4,3),(4,11),-0.127141 # DEPENDENCYPART_SIBL
(4,3),(4,12),0.0101443 # DEPENDENCYPART_SIBL
(4,3),(4,13),-0.181383 # DEPENDENCYPART_SIBL
(4,3),(4,14),-0.0233086 # DEPENDENCYPART_SIBL
(4,3),(4,15),0.0339186 # DEPENDENCYPART_SIBL
(4,3),(4,17),-0.112717 # DEPENDENCYPART_SIBL
(4,3),(4,18),0.00594906 # DEPENDENCYPART_SIBL
(4,3),(4,19),0.163741 # DEPENDENCYPART_SIBL
(4,3),(4,21),-0.0253934 # DEPENDENCYPART_SIBL
(4,3),(4,22),-0.0275343 # DEPENDENCYPART_SIBL
(4,3),(4,23),0.0646049 # DEPENDENCYPART_SIBL
(4,5),(4,6),-0.0831161 # DEPENDENCYPART_SIBL
(4,5),(4,7),0.100634 # DEPENDENCYPART_SIBL
(4,5),(4,8),-0.128025 # DEPENDENCYPART_SIBL
(4,5),(4,9),0.0490577 # DEPENDENCYPART_SIBL
(4,5),(4,10),0.196309 # DEPENDENCYPART_SIBL
(4,5),(4,11),-0.117929 # DEPENDENCYPART_SIBL
(4,5),(4,12),-0.0198244 # DEPENDENCYPART_SIBL
(4,5),(4,13),-0.128025 # DEPENDENCYPART_SIBL
(4,5),(4,14),0.0482983 # DEPENDENCYPART_SIBL
(4,5),(4,15),-0.0655117 # DEPENDENCYPART_SIBL
(4,5),(4,17),-0.162508 # DEPENDENCYPART_SIBL
(4,5),(4,18),0.100634 # DEPENDENCYPART_SIBL
(4,5),(4,19),0.125397 # DEPENDENCYPART_SIBL
(4,5),(4,21),-0.0405365 # DEPENDENCYPART_SIBL
(4,5),(4,22),-0.0911375 # DEPENDENCYPART_SIBL
(4,5),(4,23),0.0804972 # DEPENDENCYPART_SIBL
(4,6),(4,7),-0.0292376 # DEPENDENCYPART_SIBL
(4,6),(4,8),-0.207443 # DEPENDENCYPART_SIBL
(4,6),(4,9),-0.0625164 # DEPENDENCYPART_SIBL
(4,6),(4,10),-0.176496 # DEPENDENCYPART_SIBL
(4,6),(4,11),-0.200905 # DEPENDENCYPART_SIBL
(4,6),(4,12),-0.0851469 # DEPENDENCYPART_SIBL
(4,6),(4,13),-0.207443 # DEPENDENCYPART_SIBL
(4,6),(4,14),-0.0574552 # DEPENDENCYPART_SIBL
(4,6),(4,15),-0.182374 # DEPENDENCYPART_SIBL
(4,6),(4,17),-0.279914 # DEPENDENCYPART_SIBL
(4,6),(4,18),-0.0292376 # DEPENDENCYPART_SIBL
(4,6),(4,19),-0.0773165 # DEPENDENCYPART_SIBL
(4,6),(4,21),-0.208004 # DEPENDENCYPART_SIBL
(4,6),(4,22),-0.213233 # DEPENDENCYPART_SIBL
(4,6),(4,23),-0.0355164 # DEPENDENCYPART_SIBL
(4,7),(4,8),-0.134598 # DEPENDENCYPART_SIBL
(4,7),(4,9),0.356452 # DEPENDENCYPART_SIBL
(4,7),(4,10),0.113438 # DEPENDENCYPART_SIBL
(4,7),(4,11),-0.113341 # DEPENDENCYPART_SIBL
(4,7),(4,12),-0.0643445 # DEPENDENCYPART_SIBL
(4,7),(4,13),-0.134598 # DEPENDENCYPART_SIBL
(4,7),(4,14),0.340398 # DEPENDENCYPART_SIBL
(4,7),(4,15),0.46756 # DEPENDENCYPART_SIBL
(4,7),(4,17),0.00451216 # DEPENDENCYPART_SIBL
(4,7),(4,18),-0.0771366 # DEPENDENCYPART_SIBL
(4,7),(4,19),-0.021436 # DEPENDENCYPART_SIBL
(4,7),(4,21),0.15638 # DEPENDENCYPART_SIBL
(4,7),(4,22),-0.0980827 # DEPENDENCYPART_SIBL
(4,7),(4,23),-0.0430499 # DEPENDENCYPART_SIBL
(4,8),(4,9),0.0243658 # DEPENDENCYPART_SIBL
(4,8),(4,10),-0.0362582 # DEPENDENCYPART_SIBL
(4,8),(4,11),-0.0924481 # DEPENDENCYPART_SIBL
(4,8),(4,12),-0.0935249 # DEPENDENCYPART_SIBL
(4,8),(4,13),-0.100998 # DEPENDENCYPART_SIBL
(4,8),(4,14),0.0273942 # DEPENDENCYPART_SIBL
(4,8),(4,15),-0.0248246 # DEPENDENCYPART_SIBL
(4,8),(4,17),-0.16519 # DEPENDENCYPART_SIBL
(4,8),(4,18),-0.0894656 # DEPENDENCYPART_SIBL
(4,8),(4,19),-0.131237 # DEPENDENCYPART_SIBL
(4,8),(4,21),-0.0428868 # DEPENDENCYPART_SIBL
(4,8),(4,22),-0.109883 # DEPENDENCYPART_SIBL
(4,8),(4,23),-0.0914784 # DEPENDENCYPART_SIBL
(4,9),(4,10),-0.116786 # DEPENDENCYPART_SIBL
(4,9),(4,11),-0.123595 # DEPENDENCYPART_SIBL
(4,9),(4,12),-0.00927882 # DEPENDENCYPART_SIBL
(4,9),(4,13),-0.133274 # DEPENDENCYPART_SIBL
(4,9),(4,14),-0.155315 # DEPENDENCYPART_SIBL
(4,9),(4,15),-0.082661 # DEPENDENCYPART_SIBL
(4,9),(4,17),-0.163323 # DEPENDENCYPART_SIBL
(4,9),(4,18),-0.0118893 # DEPENDENCYPART_SIBL
(4,9),(4,19),-0.063696 # DEPENDENCYPART_SIBL
(4,9),(4,21),-0.101696 # DEPENDENCYPART_SIBL
(4,9),(4,22),-0.280884 # DEPENDENCYPART_SIBL
(4,9),(4,23),0.00852904 # DEPENDENCYPART_SIBL
(4,10),(4,11),-0.178841 # DEPENDENCYPART_SIBL
(4,10),(4,12),0.0175494 # DEPENDENCYPART_SIBL
(4,10),(4,13),-0.186406 # DEPENDENCYPART_SIBL
(4,10),(4,14),0.0122096 # DEPENDENCYPART_SIBL
(4,10),(4,15),-0.0457875 # DEPENDENCYPART_SIBL
(4,10),(4,17),-0.169214 # DEPENDENCYPART_SIBL
(4,10),(4,18),0.0013679 # DEPENDENCYPART_SIBL
(4,10),(4,19),-0.0564123 # DEPENDENCYPART_SIBL
(4,10),(4,21),-0.125696 # DEPENDENCYPART_SIBL
(4,10),(4,22),-0.133851 # DEPENDENCYPART_SIBL
(4,10),(4,23),-0.00642185 # DEPENDENCYPART_SIBL
(4,11),(4,12),-0.0911396 # DEPENDENCYPART_SIBL
(4,11),(4,13),-0.0892019 # DEPENDENCYPART_SIBL
(4,11),(4,14),0.0783195 # DEPENDENCYPART_SIBL
(4,11),(4,15),-0.0120703 # DEPENDENCYPART_SIBL
(4,11),(4,17),-0.14444 # DEPENDENCYPART_SIBL
(4,11),(4,18),-0.0762699 # DEPENDENCYPART_SIBL
(4,11),(4,19),-0.109333 # DEPENDENCYPART_SIBL
(4,11),(4,21),-0.02871 # DEPENDENCYPART_SIBL
(4,11),(4,22),-0.0960693 # DEPENDENCYPART_SIBL
(4,11),(4,23),-0.0349583 # DEPENDENCYPART_SIBL
(4,12),(4,13),-0.0656095 # DEPENDENCYPART_SIBL
(4,12),(4,14),0.344987 # DEPENDENCYPART_SIBL
(4,12),(4,15),0.0825718 # DEPENDENCYPART_SIBL
(4,12),(4,17),0.0148926 # DEPENDENCYPART_SIBL
(4,12),(4,18),-0.199681 # DEPENDENCYPART_SIBL
(4,12),(4,19),-0.159968 # DEPENDENCYPART_SIBL
(4,12),(4,21),0.137696 # DEPENDENCYPART_SIBL
(4,12),(4,22),0.0809313 # DEPENDENCYPART_SIBL
(4,12),(4,23),-0.00854661 # DEPENDENCYPART_SIBL
(4,13),(4,14),0.0273942 # DEPENDENCYPART_SIBL
(4,13),(4,15),-0.0248246 # DEPENDENCYPART_SIBL
(4,13),(4,17),-0.16519 # DEPENDENCYPART_SIBL
(4,13),(4,18),-0.0894656 # DEPENDENCYPART_SIBL
(4,13),(4,19),-0.131237 # DEPENDENCYPART_SIBL
(4,13),(4,21),-0.0428868 # DEPENDENCYPART_SIBL
(4,13),(4,22),-0.109883 # DEPENDENCYPART_SIBL
(4,13),(4,23),-0.0914784 # DEPENDENCYPART_SIBL
(4,14),(4,15),-0.0777614 # DEPENDENCYPART_SIBL
(4,14),(4,17),-0.156337 # DEPENDENCYPART_SIBL
(4,14),(4,18),-0.00903256 # DEPENDENCYPART_SIBL
(4,14),(4,19),-0.0553853 # DEPENDENCYPART_SIBL
(4,14),(4,21),-0.0917411 # DEPENDENCYPART_SIBL
(4,14),(4,22),-0.270859 # DEPENDENCYPART_SIBL
(4,14),(4,23),0.00381748 # DEPENDENCYPART_SIBL
(4,15),(4,17),-0.277201 # DEPENDENCYPART_SIBL
(4,15),(4,18),0.043756 # DEPENDENCYPART_SIBL
(4,15),(4,19),-0.010612 # DEPENDENCYPART_SIBL
(4,15),(4,21),-0.163824 # DEPENDENCYPART_SIBL
(4,15),(4,22),-0.22081 # DEPENDENCYPART_SIBL
(4,15),(4,23),0.0582677 # DEPENDENCYPART_SIBL
(4,17),(4,18),0.0646554 # DEPENDENCYPART_SIBL
(4,17),(4,19),0.0346379 # DEPENDENCYPART_SIBL
(4,17),(4,21),-0.00996281 # DEPENDENCYPART_SIBL
(4,17),(4,22),-0.0736785 # DEPENDENCYPART_SIBL
(4,17),(4,23),0.1052 # DEPENDENCYPART_SIBL
(4,18),(4,19),-0.021436 # DEPENDENCYPART_SIBL
(4,18),(4,21),0.15638 # DEPENDENCYPART_SIBL
(4,18),(4,22),-0.0980827 # DEPENDENCYPART_SIBL
(4,18),(4,23),-0.0430499 # DEPENDENCYPART_SIBL
(4,19),(4,21),-4.49724e-05 # DEPENDENCYPART_SIBL
(4,19),(4,22),-0.126062 # DEPENDENCYPART_SIBL
(4,19),(4,23),-0.0520943 # DEPENDENCYPART_SIBL
(4,21),(4,22),-0.1414 # DEPENDENCYPART_SIBL
(4,21),(4,23),0.0226825 # DEPENDENCYPART_SIBL
(4,22),(4,23),0.087898 # DEPENDENCYPART_SIBL
(5,1),(5,2),-0.0685996 # DEPENDENCYPART_SIBL
(5,1),(5,3),0.0932571 # DEPENDENCYPART_SIBL
(5,1),(5,4),0.0778144 # DEPENDENCYPART_SIBL
(5,1),(5,6),0.0429223 # DEPENDENCYPART_SIBL
(5,1),(5,7),0.0833904 # DEPENDENCYPART_SIBL
(5,1),(5,8),-0.0116967 # DEPENDENCYPART_SIBL
(5,1),(5,9),-0.0205827 # DEPENDENCYPART_SIBL
(5,1),(5,10),0.0516474 # DEPENDENCYPART_SIBL
(5,1),(5,11),-0.0181477 # DEPENDENCYPART_SIBL
(5,1),(5,12),0.259376 # DEPENDENCYPART_SIBL
(5,1),(5,14),-0.0131433 # DEPENDENCYPART_SIBL
(5,2),(5,3),0.0616597 # DEPENDENCYPART_SIBL
(5,2),(5,4),-0.0187269 # DEPENDENCYPART_SIBL
(5,2),(5,6),-0.0910642 # DEPENDENCYPART_SIBL
(5,2),(5,7),-0.111321 # DEPENDENCYPART_SIBL
(5,2),(5,8),0.00438304 # DEPENDENCYPART_SIBL
(5,2),(5,9),-0.0770167 # DEPENDENCYPART_SIBL
(5,2),(5,10),0.0156529 # DEPENDENCYPART_SIBL
(5,2),(5,11),0.00277642 # DEPENDENCYPART_SIBL
(5,2),(5,12),0.201532 # DEPENDENCYPART_SIBL
(5,2),(5,14),-0.0794664 # DEPENDENCYPART_SIBL
(5,3),(5,4),0.0153541 # DEPENDENCYPART_SIBL
(5,3),(5,6),-0.0360192 # DEPENDENCYPART_SIBL
(5,3),(5,7),0.0329715 # DEPENDENCYPART_SIBL
(5,3),(5,8),-0.123068 # DEPENDENCYPART_SIBL
(5,3),(5,9),-0.0525671 # DEPENDENCYPART_SIBL
(5,3),(5,10),-0.104304 # DEPENDENCYPART_SIBL
(5,3),(5,11),-0.112219 # DEPENDENCYPART_SIBL
(5,3),(5,12),0.217417 # DEPENDENCYPART_SIBL
