# _root_ But then it suddenly burst upward 7.5 as Goldman , Sachs & Co. stepped in and bought almost every share offer , traders said .
#goldHeads=5,5,5,5,24,5,5,5,14,9,9,11,12,8,14,14,16,21,21,21,17,24,24,0,24,
#predictedHeads=5,5,5,5,24,5,6,5,8,9,9,11,12,8,14,14,16,17,21,21,17,24,24,0,24,
(14,12),-0.957939 # DEPENDENCYPART_ARC
(14,13),0.0423876 # DEPENDENCYPART_ARC
(14,15),1.04806 # DEPENDENCYPART_ARC
(14,16),0.723736 # DEPENDENCYPART_ARC
(14,17),-0.12279 # DEPENDENCYPART_ARC
(14,18),-0.664055 # DEPENDENCYPART_ARC
(14,19),-1.9075 # DEPENDENCYPART_ARC
(14,20),-0.982078 # DEPENDENCYPART_ARC
(14,21),-0.595391 # DEPENDENCYPART_ARC
(14,22),-1.36667 # DEPENDENCYPART_ARC
(14,23),-1.66002 # DEPENDENCYPART_ARC
(14,24),-1.36133 # DEPENDENCYPART_ARC
(14,25),0.348512 # DEPENDENCYPART_ARC
(15,16),-0.133872 # DEPENDENCYPART_ARC
(15,17),-0.867642 # DEPENDENCYPART_ARC
(15,18),-1.40894 # DEPENDENCYPART_ARC
(15,19),-1.94689 # DEPENDENCYPART_ARC
(15,20),-1.42706 # DEPENDENCYPART_ARC
(16,15),-1.76729 # DEPENDENCYPART_ARC
(16,17),1.87168 # DEPENDENCYPART_ARC
(16,18),-1.17805 # DEPENDENCYPART_ARC
(16,21),-1.52786 # DEPENDENCYPART_ARC
(16,23),-2.17497 # DEPENDENCYPART_ARC
(16,24),-1.1175 # DEPENDENCYPART_ARC
(17,1),-2.3851 # DEPENDENCYPART_ARC
(17,2),-2.48185 # DEPENDENCYPART_ARC
(17,3),-3.05753 # DEPENDENCYPART_ARC
(17,4),-2.21286 # DEPENDENCYPART_ARC
(17,5),-2.46147 # DEPENDENCYPART_ARC
(17,9),-2.52328 # DEPENDENCYPART_ARC
(17,11),-1.81941 # DEPENDENCYPART_ARC
(17,15),-1.16134 # DEPENDENCYPART_ARC
(17,16),-1.0591 # DEPENDENCYPART_ARC
(17,18),0.488597 # DEPENDENCYPART_ARC
(17,19),-1.34802 # DEPENDENCYPART_ARC
(17,20),-0.563098 # DEPENDENCYPART_ARC
(17,21),-0.386945 # DEPENDENCYPART_ARC
(17,22),-1.23112 # DEPENDENCYPART_ARC
(17,23),-1.75152 # DEPENDENCYPART_ARC
(17,24),-1.19764 # DEPENDENCYPART_ARC
(17,25),-1.14159 # DEPENDENCYPART_ARC
(18,19),-0.611939 # DEPENDENCYPART_ARC
(18,20),-1.18674 # DEPENDENCYPART_ARC
(18,21),-1.67602 # DEPENDENCYPART_ARC
(18,22),-1.74458 # DEPENDENCYPART_ARC
(18,23),-2.07986 # DEPENDENCYPART_ARC
(18,24),-1.50552 # DEPENDENCYPART_ARC
(19,18),-0.795238 # DEPENDENCYPART_ARC
(19,20),-1.14072 # DEPENDENCYPART_ARC
(20,18),-1.15225 # DEPENDENCYPART_ARC
(20,19),-0.423863 # DEPENDENCYPART_ARC
(20,23),-1.9202 # DEPENDENCYPART_ARC
(21,11),-2.65113 # DEPENDENCYPART_ARC
(21,15),-2.09109 # DEPENDENCYPART_ARC
(21,17),-1.67422 # DEPENDENCYPART_ARC
(21,18),-0.296092 # DEPENDENCYPART_ARC
(21,19),0.48598 # DEPENDENCYPART_ARC
(21,20),1.70436 # DEPENDENCYPART_ARC
(21,22),-0.305562 # DEPENDENCYPART_ARC
(21,23),-0.888887 # DEPENDENCYPART_ARC
(21,24),-1.1802 # DEPENDENCYPART_ARC
(23,19),-1.82663 # DEPENDENCYPART_ARC
(23,20),-1.42683 # DEPENDENCYPART_ARC
(23,21),-1.37261 # DEPENDENCYPART_ARC
(23,22),-1.58182 # DEPENDENCYPART_ARC
(23,24),-0.398406 # DEPENDENCYPART_ARC
(24,1),-2.18532 # DEPENDENCYPART_ARC
(24,2),-1.8797 # DEPENDENCYPART_ARC
(24,3),-2.84054 # DEPENDENCYPART_ARC
(24,4),-1.79626 # DEPENDENCYPART_ARC
(24,5),-0.72137 # DEPENDENCYPART_ARC
(24,6),-1.86144 # DEPENDENCYPART_ARC
(24,7),-2.35219 # DEPENDENCYPART_ARC
(24,8),-1.80704 # DEPENDENCYPART_ARC
(24,9),-2.43654 # DEPENDENCYPART_ARC
(24,10),-2.63144 # DEPENDENCYPART_ARC
(24,11),-1.841 # DEPENDENCYPART_ARC
(24,12),-2.24245 # DEPENDENCYPART_ARC
(24,13),-2.36988 # DEPENDENCYPART_ARC
(24,14),-1.02349 # DEPENDENCYPART_ARC
(24,15),-2.17639 # DEPENDENCYPART_ARC
(24,16),-2.10861 # DEPENDENCYPART_ARC
(24,17),-0.816648 # DEPENDENCYPART_ARC
(24,18),-1.52767 # DEPENDENCYPART_ARC
(24,19),-1.72105 # DEPENDENCYPART_ARC
(24,20),-1.09097 # DEPENDENCYPART_ARC
(24,21),-0.760884 # DEPENDENCYPART_ARC
(24,22),0.57326 # DEPENDENCYPART_ARC
(24,23),1.55766 # DEPENDENCYPART_ARC
(24,25),1.07907 # DEPENDENCYPART_ARC
(0,5),(0,14),-1.64834 # DEPENDENCYPART_SIBL
(0,5),(0,24),-2.27317 # DEPENDENCYPART_SIBL
(0,14),(0,24),-2.27291 # DEPENDENCYPART_SIBL
(1,2),(1,3),-0.102857 # DEPENDENCYPART_SIBL
(1,2),(1,4),-0.0401471 # DEPENDENCYPART_SIBL
(1,2),(1,5),-0.302794 # DEPENDENCYPART_SIBL
(1,3),(1,4),-0.0251719 # DEPENDENCYPART_SIBL
(1,3),(1,5),-0.329848 # DEPENDENCYPART_SIBL
(1,4),(1,5),-0.259696 # DEPENDENCYPART_SIBL
(2,1),(2,3),-0.00765958 # DEPENDENCYPART_SIBL
(2,1),(2,4),0.0359984 # DEPENDENCYPART_SIBL
(2,1),(2,5),0.00259827 # DEPENDENCYPART_SIBL
(2,1),(2,6),0.0360006 # DEPENDENCYPART_SIBL
(2,1),(2,7),-0.0406092 # DEPENDENCYPART_SIBL
(2,1),(2,8),0.0357304 # DEPENDENCYPART_SIBL
(2,1),(2,9),-0.0562044 # DEPENDENCYPART_SIBL
(2,1),(2,10),0.153376 # DEPENDENCYPART_SIBL
(2,1),(2,12),0.0067563 # DEPENDENCYPART_SIBL
(2,3),(2,4),-0.0204095 # DEPENDENCYPART_SIBL
(2,3),(2,5),-0.0615469 # DEPENDENCYPART_SIBL
(2,3),(2,6),-0.0203808 # DEPENDENCYPART_SIBL
(2,3),(2,7),-0.0110668 # DEPENDENCYPART_SIBL
(2,3),(2,8),0.0442252 # DEPENDENCYPART_SIBL
(2,3),(2,9),-0.0377812 # DEPENDENCYPART_SIBL
(2,3),(2,10),-0.087674 # DEPENDENCYPART_SIBL
(2,3),(2,12),-0.0449918 # DEPENDENCYPART_SIBL
(2,4),(2,5),-0.0298547 # DEPENDENCYPART_SIBL
(2,4),(2,6),0.0395103 # DEPENDENCYPART_SIBL
(2,4),(2,7),-0.0597209 # DEPENDENCYPART_SIBL
(2,4),(2,8),0.32405 # DEPENDENCYPART_SIBL
(2,4),(2,9),0.0146901 # DEPENDENCYPART_SIBL
(2,4),(2,10),-0.0239104 # DEPENDENCYPART_SIBL
(2,4),(2,12),-0.0381806 # DEPENDENCYPART_SIBL
(2,5),(2,6),-0.0159436 # DEPENDENCYPART_SIBL
(2,5),(2,7),-0.00956755 # DEPENDENCYPART_SIBL
(2,5),(2,8),0.104125 # DEPENDENCYPART_SIBL
(2,5),(2,9),-0.00971844 # DEPENDENCYPART_SIBL
(2,5),(2,10),0.133033 # DEPENDENCYPART_SIBL
(2,5),(2,12),0.05652 # DEPENDENCYPART_SIBL
(2,6),(2,7),-0.0514383 # DEPENDENCYPART_SIBL
(2,6),(2,8),0.349531 # DEPENDENCYPART_SIBL
(2,6),(2,9),0.0229737 # DEPENDENCYPART_SIBL
(2,6),(2,10),-0.0072629 # DEPENDENCYPART_SIBL
(2,6),(2,12),-0.0263 # DEPENDENCYPART_SIBL
(2,7),(2,8),-0.0751694 # DEPENDENCYPART_SIBL
(2,7),(2,9),-0.0878252 # DEPENDENCYPART_SIBL
(2,7),(2,10),-0.0563547 # DEPENDENCYPART_SIBL
(2,7),(2,12),-0.0668629 # DEPENDENCYPART_SIBL
(2,8),(2,9),0.0896298 # DEPENDENCYPART_SIBL
(2,8),(2,10),0.0276328 # DEPENDENCYPART_SIBL
(2,8),(2,12),0.0903053 # DEPENDENCYPART_SIBL
(2,9),(2,10),-0.039946 # DEPENDENCYPART_SIBL
(2,9),(2,12),-0.0805046 # DEPENDENCYPART_SIBL
(2,10),(2,12),0.493226 # DEPENDENCYPART_SIBL
(3,1),(3,2),0.101952 # DEPENDENCYPART_SIBL
(3,1),(3,4),-0.00575458 # DEPENDENCYPART_SIBL
(3,1),(3,5),0.0367759 # DEPENDENCYPART_SIBL
(3,1),(3,6),-0.00575229 # DEPENDENCYPART_SIBL
(3,1),(3,7),-0.0433344 # DEPENDENCYPART_SIBL
(3,1),(3,8),0.0217529 # DEPENDENCYPART_SIBL
(3,1),(3,12),0.0673296 # DEPENDENCYPART_SIBL
(3,2),(3,4),-0.040191 # DEPENDENCYPART_SIBL
(3,2),(3,5),-0.00547172 # DEPENDENCYPART_SIBL
(3,2),(3,6),-0.0385915 # DEPENDENCYPART_SIBL
(3,2),(3,7),-0.00108643 # DEPENDENCYPART_SIBL
(3,2),(3,8),0.0211034 # DEPENDENCYPART_SIBL
(3,2),(3,12),0.00872621 # DEPENDENCYPART_SIBL
(3,4),(3,5),-0.0454171 # DEPENDENCYPART_SIBL
(3,4),(3,6),0.0192506 # DEPENDENCYPART_SIBL
(3,4),(3,7),-0.0158812 # DEPENDENCYPART_SIBL
(3,4),(3,8),0.102675 # DEPENDENCYPART_SIBL
(3,4),(3,12),-0.0175297 # DEPENDENCYPART_SIBL
(3,5),(3,6),-0.0167441 # DEPENDENCYPART_SIBL
(3,5),(3,7),-0.0550616 # DEPENDENCYPART_SIBL
(3,5),(3,8),0.00790628 # DEPENDENCYPART_SIBL
(3,5),(3,12),0.0266073 # DEPENDENCYPART_SIBL
(3,6),(3,7),-0.0158817 # DEPENDENCYPART_SIBL
(3,6),(3,8),0.119883 # DEPENDENCYPART_SIBL
(3,6),(3,12),-0.0139343 # DEPENDENCYPART_SIBL
(3,7),(3,8),-0.0818799 # DEPENDENCYPART_SIBL
(3,7),(3,12),-0.0362718 # DEPENDENCYPART_SIBL
(3,8),(3,12),-0.0204271 # DEPENDENCYPART_SIBL
(4,1),(4,2),0.270678 # DEPENDENCYPART_SIBL
(4,1),(4,3),0.124599 # DEPENDENCYPART_SIBL
(4,1),(4,5),0.033635 # DEPENDENCYPART_SIBL
(4,1),(4,6),0.0729476 # DEPENDENCYPART_SIBL
(4,1),(4,7),-0.0078295 # DEPENDENCYPART_SIBL
(4,1),(4,8),0.065409 # DEPENDENCYPART_SIBL
(4,1),(4,9),-0.0268149 # DEPENDENCYPART_SIBL
(4,2),(4,3),0.283208 # DEPENDENCYPART_SIBL
(4,2),(4,5),0.0545518 # DEPENDENCYPART_SIBL
(4,2),(4,6),0.0339652 # DEPENDENCYPART_SIBL
(4,2),(4,7),0.213472 # DEPENDENCYPART_SIBL
(4,2),(4,8),0.157027 # DEPENDENCYPART_SIBL
(4,2),(4,9),0.0643844 # DEPENDENCYPART_SIBL
(4,3),(4,5),-0.0191149 # DEPENDENCYPART_SIBL
(4,3),(4,6),0.012506 # DEPENDENCYPART_SIBL
(4,3),(4,7),-0.0036868 # DEPENDENCYPART_SIBL
(4,3),(4,8),-0.00573511 # DEPENDENCYPART_SIBL
(4,3),(4,9),-0.0541887 # DEPENDENCYPART_SIBL
(4,5),(4,6),-0.0134497 # DEPENDENCYPART_SIBL
(4,5),(4,7),0.0038625 # DEPENDENCYPART_SIBL
(4,5),(4,8),0.102823 # DEPENDENCYPART_SIBL
(4,5),(4,9),-0.00766517 # DEPENDENCYPART_SIBL
(4,6),(4,7),-0.0251061 # DEPENDENCYPART_SIBL
(4,6),(4,8),0.361686 # DEPENDENCYPART_SIBL
(4,6),(4,9),0.0379289 # DEPENDENCYPART_SIBL
(4,7),(4,8),-0.059212 # DEPENDENCYPART_SIBL
(4,7),(4,9),-0.0722115 # DEPENDENCYPART_SIBL
(4,8),(4,9),0.0917677 # DEPENDENCYPART_SIBL
(5,1),(5,2),0.198356 # DEPENDENCYPART_SIBL
(5,1),(5,3),0.109082 # DEPENDENCYPART_SIBL
(5,1),(5,4),0.1488 # DEPENDENCYPART_SIBL
(5,1),(5,6),0.0321479 # DEPENDENCYPART_SIBL
(5,1),(5,7),-0.0226959 # DEPENDENCYPART_SIBL
(5,1),(5,8),0.0899754 # DEPENDENCYPART_SIBL
(5,1),(5,9),-0.0400742 # DEPENDENCYPART_SIBL
(5,1),(5,10),0.0300629 # DEPENDENCYPART_SIBL
(5,1),(5,11),-0.0441774 # DEPENDENCYPART_SIBL
(5,1),(5,12),0.051466 # DEPENDENCYPART_SIBL
(5,1),(5,14),0.0200505 # DEPENDENCYPART_SIBL
(5,1),(5,15),-0.100686 # DEPENDENCYPART_SIBL
(5,1),(5,16),0.116777 # DEPENDENCYPART_SIBL
(5,1),(5,17),0.0268162 # DEPENDENCYPART_SIBL
(5,1),(5,18),-0.0291679 # DEPENDENCYPART_SIBL
(5,1),(5,21),0.0472391 # DEPENDENCYPART_SIBL
(5,1),(5,22),0.0300629 # DEPENDENCYPART_SIBL
(5,1),(5,25),0.367938 # DEPENDENCYPART_SIBL
(5,2),(5,3),0.270091 # DEPENDENCYPART_SIBL
(5,2),(5,4),0.123039 # DEPENDENCYPART_SIBL
(5,2),(5,6),0.0253804 # DEPENDENCYPART_SIBL
(5,2),(5,7),0.00342089 # DEPENDENCYPART_SIBL
(5,2),(5,8),0.0749946 # DEPENDENCYPART_SIBL
(5,2),(5,9),-0.00226567 # DEPENDENCYPART_SIBL
(5,2),(5,10),0.0408338 # DEPENDENCYPART_SIBL
(5,2),(5,11),-0.0111422 # DEPENDENCYPART_SIBL
(5,2),(5,12),-0.0448297 # DEPENDENCYPART_SIBL
(5,2),(5,14),0.0261339 # DEPENDENCYPART_SIBL
(5,2),(5,15),-0.0281638 # DEPENDENCYPART_SIBL
(5,2),(5,16),0.0332638 # DEPENDENCYPART_SIBL
(5,2),(5,17),0.0386534 # DEPENDENCYPART_SIBL
(5,2),(5,18),0.000892286 # DEPENDENCYPART_SIBL
(5,2),(5,21),0.133657 # DEPENDENCYPART_SIBL
(5,2),(5,22),0.0408338 # DEPENDENCYPART_SIBL
(5,2),(5,25),0.0924066 # DEPENDENCYPART_SIBL
(5,3),(5,4),0.216943 # DEPENDENCYPART_SIBL
(5,3),(5,6),0.0758187 # DEPENDENCYPART_SIBL
(5,3),(5,7),0.0148429 # DEPENDENCYPART_SIBL
(5,3),(5,8),0.114483 # DEPENDENCYPART_SIBL
(5,3),(5,9),0.0145114 # DEPENDENCYPART_SIBL
(5,3),(5,10),-0.0270943 # DEPENDENCYPART_SIBL
(5,3),(5,11),0.01041 # DEPENDENCYPART_SIBL
(5,3),(5,12),-0.104824 # DEPENDENCYPART_SIBL
(5,3),(5,14),-0.0067815 # DEPENDENCYPART_SIBL
(5,3),(5,15),0.041136 # DEPENDENCYPART_SIBL
(5,3),(5,16),-0.0139977 # DEPENDENCYPART_SIBL
(5,3),(5,17),0.0246701 # DEPENDENCYPART_SIBL
(5,3),(5,18),0.0407578 # DEPENDENCYPART_SIBL
(5,3),(5,21),0.19004 # DEPENDENCYPART_SIBL
(5,3),(5,22),-0.0270943 # DEPENDENCYPART_SIBL
(5,3),(5,25),0.03702 # DEPENDENCYPART_SIBL
(5,4),(5,6),0.0464794 # DEPENDENCYPART_SIBL
(5,4),(5,7),0.00098391 # DEPENDENCYPART_SIBL
(5,4),(5,8),0.134212 # DEPENDENCYPART_SIBL
(5,4),(5,9),-0.00549544 # DEPENDENCYPART_SIBL
(5,4),(5,10),-0.0103273 # DEPENDENCYPART_SIBL
(5,4),(5,11),-0.014372 # DEPENDENCYPART_SIBL
(5,4),(5,12),-0.00726447 # DEPENDENCYPART_SIBL
(5,4),(5,14),0.0375509 # DEPENDENCYPART_SIBL
(5,4),(5,15),0.0290749 # DEPENDENCYPART_SIBL
(5,4),(5,16),0.0701749 # DEPENDENCYPART_SIBL
(5,4),(5,17),0.0500704 # DEPENDENCYPART_SIBL
(5,4),(5,18),0.0162364 # DEPENDENCYPART_SIBL
(5,4),(5,21),0.10048 # DEPENDENCYPART_SIBL
(5,4),(5,22),-0.0103273 # DEPENDENCYPART_SIBL
(5,4),(5,25),0.0905698 # DEPENDENCYPART_SIBL
(5,6),(5,7),-0.123258 # DEPENDENCYPART_SIBL
(5,6),(5,8),0.107026 # DEPENDENCYPART_SIBL
(5,6),(5,9),-0.0563567 # DEPENDENCYPART_SIBL
(5,6),(5,10),0.000621161 # DEPENDENCYPART_SIBL
(5,6),(5,11),-0.0563084 # DEPENDENCYPART_SIBL
(5,6),(5,12),-0.111365 # DEPENDENCYPART_SIBL
(5,6),(5,14),-0.0429016 # DEPENDENCYPART_SIBL
(5,6),(5,15),-0.0968328 # DEPENDENCYPART_SIBL
(5,6),(5,16),-0.0032126 # DEPENDENCYPART_SIBL
(5,6),(5,17),-0.062537 # DEPENDENCYPART_SIBL
(5,6),(5,18),-0.0710753 # DEPENDENCYPART_SIBL
(5,6),(5,21),-0.117178 # DEPENDENCYPART_SIBL
(5,6),(5,22),0.000621161 # DEPENDENCYPART_SIBL
(5,6),(5,25),-0.0408507 # DEPENDENCYPART_SIBL
(5,7),(5,8),-0.0820904 # DEPENDENCYPART_SIBL
(5,7),(5,9),-0.0655604 # DEPENDENCYPART_SIBL
(5,7),(5,10),0.0317512 # DEPENDENCYPART_SIBL
(5,7),(5,11),-0.0650268 # DEPENDENCYPART_SIBL
(5,7),(5,12),-0.0571861 # DEPENDENCYPART_SIBL
(5,7),(5,14),0.0109537 # DEPENDENCYPART_SIBL
(5,7),(5,15),0.00644453 # DEPENDENCYPART_SIBL
(5,7),(5,16),0.0564443 # DEPENDENCYPART_SIBL
(5,7),(5,17),-0.00110934 # DEPENDENCYPART_SIBL
(5,7),(5,18),-0.041563 # DEPENDENCYPART_SIBL
(5,7),(5,21),-0.164873 # DEPENDENCYPART_SIBL
(5,7),(5,22),0.0317512 # DEPENDENCYPART_SIBL
(5,7),(5,25),-0.0186297 # DEPENDENCYPART_SIBL
(5,8),(5,9),-0.140286 # DEPENDENCYPART_SIBL
(5,8),(5,10),-0.00402622 # DEPENDENCYPART_SIBL
(5,8),(5,11),-0.139797 # DEPENDENCYPART_SIBL
(5,8),(5,12),-0.156269 # DEPENDENCYPART_SIBL
(5,8),(5,14),-0.0987613 # DEPENDENCYPART_SIBL
(5,8),(5,15),0.0184459 # DEPENDENCYPART_SIBL
(5,8),(5,16),-0.0476904 # DEPENDENCYPART_SIBL
(5,8),(5,17),-0.140249 # DEPENDENCYPART_SIBL
(5,8),(5,18),-0.102902 # DEPENDENCYPART_SIBL
(5,8),(5,21),-0.175724 # DEPENDENCYPART_SIBL
(5,8),(5,22),-0.00402622 # DEPENDENCYPART_SIBL
(5,8),(5,25),0.0701172 # DEPENDENCYPART_SIBL
(5,9),(5,10),-0.030747 # DEPENDENCYPART_SIBL
(5,9),(5,11),-0.201575 # DEPENDENCYPART_SIBL
(5,9),(5,12),-0.143228 # DEPENDENCYPART_SIBL
(5,9),(5,14),-0.0483175 # DEPENDENCYPART_SIBL
(5,9),(5,15),-0.0419152 # DEPENDENCYPART_SIBL
(5,9),(5,16),-0.0207457 # DEPENDENCYPART_SIBL
