# _root_ Commodities : Dow Jones futures index 129.38 , off 0.11 ; spot index 130.09 , off 0.71 .
#goldHeads=0,1,6,6,6,1,6,6,6,9,6,13,6,13,13,13,16,1,
#predictedHeads=0,1,6,6,6,1,6,7,7,9,6,13,6,13,14,14,16,1,
(4,3),0.0781553 # DEPENDENCYPART_ARC
(4,5),-0.593173 # DEPENDENCYPART_ARC
(4,6),-1.58246 # DEPENDENCYPART_ARC
(4,7),-1.76983 # DEPENDENCYPART_ARC
(4,8),-2.15195 # DEPENDENCYPART_ARC
(4,11),-1.77985 # DEPENDENCYPART_ARC
(4,13),-2.33226 # DEPENDENCYPART_ARC
(4,18),-1.64212 # DEPENDENCYPART_ARC
(5,1),-1.32511 # DEPENDENCYPART_ARC
(5,2),-1.73316 # DEPENDENCYPART_ARC
(5,3),-0.053633 # DEPENDENCYPART_ARC
(5,4),0.7514 # DEPENDENCYPART_ARC
(5,6),-0.712566 # DEPENDENCYPART_ARC
(5,7),-1.35773 # DEPENDENCYPART_ARC
(5,8),-2.08392 # DEPENDENCYPART_ARC
(5,9),-2.30393 # DEPENDENCYPART_ARC
(5,10),-2.6648 # DEPENDENCYPART_ARC
(5,11),-1.77337 # DEPENDENCYPART_ARC
(5,13),-2.38015 # DEPENDENCYPART_ARC
(5,14),-2.76328 # DEPENDENCYPART_ARC
(5,15),-2.60287 # DEPENDENCYPART_ARC
(5,16),-2.44695 # DEPENDENCYPART_ARC
(5,18),-1.57185 # DEPENDENCYPART_ARC
(6,1),-1.00566 # DEPENDENCYPART_ARC
(6,2),-1.59627 # DEPENDENCYPART_ARC
(6,3),-0.0311046 # DEPENDENCYPART_ARC
(6,4),0.302679 # DEPENDENCYPART_ARC
(6,5),1.28253 # DEPENDENCYPART_ARC
(6,7),0.347093 # DEPENDENCYPART_ARC
(6,8),-1.53312 # DEPENDENCYPART_ARC
(6,9),-1.83219 # DEPENDENCYPART_ARC
(6,10),-2.06441 # DEPENDENCYPART_ARC
(6,11),-1.43431 # DEPENDENCYPART_ARC
(6,12),-1.77431 # DEPENDENCYPART_ARC
(6,13),-1.8098 # DEPENDENCYPART_ARC
(6,14),-2.09036 # DEPENDENCYPART_ARC
(6,15),-2.25527 # DEPENDENCYPART_ARC
(6,16),-2.07208 # DEPENDENCYPART_ARC
(6,17),-2.24037 # DEPENDENCYPART_ARC
(6,18),-1.34277 # DEPENDENCYPART_ARC
(7,4),-1.13273 # DEPENDENCYPART_ARC
(7,6),-0.0209212 # DEPENDENCYPART_ARC
(7,8),-0.101451 # DEPENDENCYPART_ARC
(7,9),-1.245 # DEPENDENCYPART_ARC
(7,10),-1.96695 # DEPENDENCYPART_ARC
(7,11),-1.35412 # DEPENDENCYPART_ARC
(7,12),-1.89838 # DEPENDENCYPART_ARC
(7,14),-2.05794 # DEPENDENCYPART_ARC
(7,15),-1.73753 # DEPENDENCYPART_ARC
(7,17),-1.91464 # DEPENDENCYPART_ARC
(7,18),-1.39031 # DEPENDENCYPART_ARC
(8,9),-0.48362 # DEPENDENCYPART_ARC
(9,1),-2.07958 # DEPENDENCYPART_ARC
(9,3),-2.07166 # DEPENDENCYPART_ARC
(9,4),-2.12048 # DEPENDENCYPART_ARC
(9,5),-2.05396 # DEPENDENCYPART_ARC
(9,6),-1.99706 # DEPENDENCYPART_ARC
(9,8),-0.302894 # DEPENDENCYPART_ARC
(9,10),0.280594 # DEPENDENCYPART_ARC
(9,11),-0.980874 # DEPENDENCYPART_ARC
(9,12),-1.04061 # DEPENDENCYPART_ARC
(9,13),-1.13986 # DEPENDENCYPART_ARC
(9,14),-1.39625 # DEPENDENCYPART_ARC
(9,15),-1.45526 # DEPENDENCYPART_ARC
(9,16),-1.97649 # DEPENDENCYPART_ARC
(9,18),-1.60549 # DEPENDENCYPART_ARC
(10,6),-1.40044 # DEPENDENCYPART_ARC
(10,7),-1.39405 # DEPENDENCYPART_ARC
(10,9),0.201729 # DEPENDENCYPART_ARC
(10,11),-0.435385 # DEPENDENCYPART_ARC
(10,12),-1.34688 # DEPENDENCYPART_ARC
(10,14),-2.00371 # DEPENDENCYPART_ARC
(10,16),-2.04618 # DEPENDENCYPART_ARC
(10,17),-2.52324 # DEPENDENCYPART_ARC
(11,4),-1.97654 # DEPENDENCYPART_ARC
(11,8),-1.37815 # DEPENDENCYPART_ARC
(11,12),-0.268255 # DEPENDENCYPART_ARC
(11,13),-1.16544 # DEPENDENCYPART_ARC
(12,7),-2.75585 # DEPENDENCYPART_ARC
(12,8),-2.40941 # DEPENDENCYPART_ARC
(12,9),-1.73963 # DEPENDENCYPART_ARC
(12,10),-1.34139 # DEPENDENCYPART_ARC
(12,11),-0.588518 # DEPENDENCYPART_ARC
(12,13),-0.311176 # DEPENDENCYPART_ARC
(12,14),-0.991733 # DEPENDENCYPART_ARC
(12,15),-1.69042 # DEPENDENCYPART_ARC
(12,16),-1.89425 # DEPENDENCYPART_ARC
(12,17),-2.25091 # DEPENDENCYPART_ARC
(13,1),-2.85077 # DEPENDENCYPART_ARC
(13,3),-1.98813 # DEPENDENCYPART_ARC
(13,4),-2.22431 # DEPENDENCYPART_ARC
(13,5),-2.28186 # DEPENDENCYPART_ARC
(13,7),-2.4586 # DEPENDENCYPART_ARC
(13,8),-1.94164 # DEPENDENCYPART_ARC
(13,9),-1.42927 # DEPENDENCYPART_ARC
(13,10),-1.34992 # DEPENDENCYPART_ARC
(13,11),-1.15208 # DEPENDENCYPART_ARC
(13,12),1.23246 # DEPENDENCYPART_ARC
(13,14),0.439272 # DEPENDENCYPART_ARC
(13,15),-1.44094 # DEPENDENCYPART_ARC
(13,16),-1.74001 # DEPENDENCYPART_ARC
(13,17),-1.92763 # DEPENDENCYPART_ARC
(13,18),-1.64524 # DEPENDENCYPART_ARC
(14,10),-1.17903 # DEPENDENCYPART_ARC
(14,12),-1.07318 # DEPENDENCYPART_ARC
(14,13),-0.0209212 # DEPENDENCYPART_ARC
(14,15),-0.101451 # DEPENDENCYPART_ARC
(14,16),-1.245 # DEPENDENCYPART_ARC
(14,17),-1.99097 # DEPENDENCYPART_ARC
(15,16),-0.48362 # DEPENDENCYPART_ARC
(16,1),-1.78104 # DEPENDENCYPART_ARC
(16,5),-1.78119 # DEPENDENCYPART_ARC
(16,6),-1.83078 # DEPENDENCYPART_ARC
(16,12),-2.04604 # DEPENDENCYPART_ARC
(16,15),-0.299468 # DEPENDENCYPART_ARC
(16,17),0.220761 # DEPENDENCYPART_ARC
(16,18),-1.1407 # DEPENDENCYPART_ARC
(17,12),-1.52452 # DEPENDENCYPART_ARC
(17,13),-1.42257 # DEPENDENCYPART_ARC
(17,14),-1.37963 # DEPENDENCYPART_ARC
(17,16),0.262347 # DEPENDENCYPART_ARC
(17,18),-0.459567 # DEPENDENCYPART_ARC
(0,1),(0,2),-0.0228893 # DEPENDENCYPART_SIBL
(0,1),(0,3),-0.0574932 # DEPENDENCYPART_SIBL
(0,1),(0,4),-0.0579652 # DEPENDENCYPART_SIBL
(0,1),(0,5),-0.0612121 # DEPENDENCYPART_SIBL
(0,1),(0,6),-0.0603321 # DEPENDENCYPART_SIBL
(0,1),(0,7),-0.022674 # DEPENDENCYPART_SIBL
(0,1),(0,9),-0.0240298 # DEPENDENCYPART_SIBL
(0,1),(0,10),-0.022674 # DEPENDENCYPART_SIBL
(0,1),(0,14),-0.022674 # DEPENDENCYPART_SIBL
(0,1),(0,16),-0.0240298 # DEPENDENCYPART_SIBL
(0,1),(0,17),-0.022674 # DEPENDENCYPART_SIBL
(0,2),(0,3),-0.0274664 # DEPENDENCYPART_SIBL
(0,2),(0,4),-0.0273975 # DEPENDENCYPART_SIBL
(0,2),(0,5),-0.0299505 # DEPENDENCYPART_SIBL
(0,2),(0,6),-0.0279292 # DEPENDENCYPART_SIBL
(0,2),(0,7),0.022124 # DEPENDENCYPART_SIBL
(0,2),(0,9),-0.030168 # DEPENDENCYPART_SIBL
(0,2),(0,10),0.022124 # DEPENDENCYPART_SIBL
(0,2),(0,14),0.022124 # DEPENDENCYPART_SIBL
(0,2),(0,16),-0.030168 # DEPENDENCYPART_SIBL
(0,2),(0,17),0.022124 # DEPENDENCYPART_SIBL
(0,3),(0,4),-0.05797 # DEPENDENCYPART_SIBL
(0,3),(0,5),-0.061216 # DEPENDENCYPART_SIBL
(0,3),(0,6),-0.0603359 # DEPENDENCYPART_SIBL
(0,3),(0,7),-0.022674 # DEPENDENCYPART_SIBL
(0,3),(0,9),-0.0240357 # DEPENDENCYPART_SIBL
(0,3),(0,10),-0.022674 # DEPENDENCYPART_SIBL
(0,3),(0,14),-0.022674 # DEPENDENCYPART_SIBL
(0,3),(0,16),-0.0240357 # DEPENDENCYPART_SIBL
(0,3),(0,17),-0.022674 # DEPENDENCYPART_SIBL
(0,4),(0,5),-0.062597 # DEPENDENCYPART_SIBL
(0,4),(0,6),-0.0617169 # DEPENDENCYPART_SIBL
(0,4),(0,7),-0.0226743 # DEPENDENCYPART_SIBL
(0,4),(0,9),-0.0240333 # DEPENDENCYPART_SIBL
(0,4),(0,10),-0.0226743 # DEPENDENCYPART_SIBL
(0,4),(0,14),-0.0226743 # DEPENDENCYPART_SIBL
(0,4),(0,16),-0.0240333 # DEPENDENCYPART_SIBL
(0,4),(0,17),-0.0226743 # DEPENDENCYPART_SIBL
(0,5),(0,6),-0.0567758 # DEPENDENCYPART_SIBL
(0,5),(0,7),-0.022674 # DEPENDENCYPART_SIBL
(0,5),(0,9),-0.0241318 # DEPENDENCYPART_SIBL
(0,5),(0,10),-0.022674 # DEPENDENCYPART_SIBL
(0,5),(0,14),-0.022674 # DEPENDENCYPART_SIBL
(0,5),(0,16),-0.0241318 # DEPENDENCYPART_SIBL
(0,5),(0,17),-0.022674 # DEPENDENCYPART_SIBL
(0,6),(0,7),-0.0196805 # DEPENDENCYPART_SIBL
(0,6),(0,9),-0.0175952 # DEPENDENCYPART_SIBL
(0,6),(0,10),-0.0196805 # DEPENDENCYPART_SIBL
(0,6),(0,14),-0.0196805 # DEPENDENCYPART_SIBL
(0,6),(0,16),-0.0175952 # DEPENDENCYPART_SIBL
(0,6),(0,17),-0.0196805 # DEPENDENCYPART_SIBL
(0,7),(0,9),-0.011024 # DEPENDENCYPART_SIBL
(0,7),(0,10),-0.00379457 # DEPENDENCYPART_SIBL
(0,7),(0,14),-0.00379457 # DEPENDENCYPART_SIBL
(0,7),(0,16),-0.011024 # DEPENDENCYPART_SIBL
(0,7),(0,17),-0.00379457 # DEPENDENCYPART_SIBL
(0,9),(0,10),-0.0172418 # DEPENDENCYPART_SIBL
(0,9),(0,14),-0.0172418 # DEPENDENCYPART_SIBL
(0,9),(0,16),-0.028991 # DEPENDENCYPART_SIBL
(0,9),(0,17),-0.0172418 # DEPENDENCYPART_SIBL
(0,10),(0,14),-0.00379457 # DEPENDENCYPART_SIBL
(0,10),(0,16),-0.011024 # DEPENDENCYPART_SIBL
(0,10),(0,17),-0.00379457 # DEPENDENCYPART_SIBL
(0,14),(0,16),-0.011024 # DEPENDENCYPART_SIBL
(0,14),(0,17),-0.00379457 # DEPENDENCYPART_SIBL
(0,16),(0,17),-0.0172418 # DEPENDENCYPART_SIBL
(1,2),(1,3),0.0881583 # DEPENDENCYPART_SIBL
(1,2),(1,4),0.0883941 # DEPENDENCYPART_SIBL
(1,2),(1,5),0.0777799 # DEPENDENCYPART_SIBL
(1,2),(1,6),0.0758853 # DEPENDENCYPART_SIBL
(1,2),(1,7),0.122045 # DEPENDENCYPART_SIBL
(1,2),(1,8),-0.0291749 # DEPENDENCYPART_SIBL
(1,2),(1,9),0.00571514 # DEPENDENCYPART_SIBL
(1,2),(1,10),0.122045 # DEPENDENCYPART_SIBL
(1,2),(1,11),-0.00551152 # DEPENDENCYPART_SIBL
(1,2),(1,12),0.0758042 # DEPENDENCYPART_SIBL
(1,2),(1,13),0.0758853 # DEPENDENCYPART_SIBL
(1,2),(1,15),-0.0291749 # DEPENDENCYPART_SIBL
(1,2),(1,18),0.409168 # DEPENDENCYPART_SIBL
(1,3),(1,4),-0.0340982 # DEPENDENCYPART_SIBL
(1,3),(1,5),-0.0415978 # DEPENDENCYPART_SIBL
(1,3),(1,6),-0.0474728 # DEPENDENCYPART_SIBL
(1,3),(1,7),-0.0148589 # DEPENDENCYPART_SIBL
(1,3),(1,8),0.00453706 # DEPENDENCYPART_SIBL
(1,3),(1,9),-0.040036 # DEPENDENCYPART_SIBL
(1,3),(1,10),-0.0148589 # DEPENDENCYPART_SIBL
(1,3),(1,11),0.00291731 # DEPENDENCYPART_SIBL
(1,3),(1,12),-0.0422714 # DEPENDENCYPART_SIBL
(1,3),(1,13),-0.0474728 # DEPENDENCYPART_SIBL
(1,3),(1,15),0.00453706 # DEPENDENCYPART_SIBL
(1,3),(1,18),-0.00228934 # DEPENDENCYPART_SIBL
(1,4),(1,5),-0.0452795 # DEPENDENCYPART_SIBL
(1,4),(1,6),-0.0511545 # DEPENDENCYPART_SIBL
(1,4),(1,7),-0.0166421 # DEPENDENCYPART_SIBL
(1,4),(1,8),0.000416429 # DEPENDENCYPART_SIBL
(1,4),(1,9),-0.0418163 # DEPENDENCYPART_SIBL
(1,4),(1,10),-0.0166421 # DEPENDENCYPART_SIBL
(1,4),(1,11),-0.0020204 # DEPENDENCYPART_SIBL
(1,4),(1,12),-0.0459531 # DEPENDENCYPART_SIBL
(1,4),(1,13),-0.0511545 # DEPENDENCYPART_SIBL
(1,4),(1,15),0.000416429 # DEPENDENCYPART_SIBL
(1,4),(1,18),0.000446834 # DEPENDENCYPART_SIBL
(1,5),(1,6),-0.0477063 # DEPENDENCYPART_SIBL
(1,5),(1,7),-0.0186497 # DEPENDENCYPART_SIBL
(1,5),(1,8),0.000968926 # DEPENDENCYPART_SIBL
(1,5),(1,9),-0.0441134 # DEPENDENCYPART_SIBL
(1,5),(1,10),-0.0186497 # DEPENDENCYPART_SIBL
(1,5),(1,11),-0.00326231 # DEPENDENCYPART_SIBL
(1,5),(1,12),-0.0425081 # DEPENDENCYPART_SIBL
(1,5),(1,13),-0.0477063 # DEPENDENCYPART_SIBL
(1,5),(1,15),0.000968926 # DEPENDENCYPART_SIBL
(1,5),(1,18),-0.0204944 # DEPENDENCYPART_SIBL
(1,6),(1,7),-0.0154372 # DEPENDENCYPART_SIBL
(1,6),(1,8),0.0127737 # DEPENDENCYPART_SIBL
(1,6),(1,9),-0.0393136 # DEPENDENCYPART_SIBL
(1,6),(1,10),-0.0154372 # DEPENDENCYPART_SIBL
(1,6),(1,11),-0.0158236 # DEPENDENCYPART_SIBL
(1,6),(1,12),-0.0570893 # DEPENDENCYPART_SIBL
(1,6),(1,13),-0.0639473 # DEPENDENCYPART_SIBL
(1,6),(1,15),0.0127737 # DEPENDENCYPART_SIBL
(1,6),(1,18),-0.023657 # DEPENDENCYPART_SIBL
(1,7),(1,8),0.0162609 # DEPENDENCYPART_SIBL
(1,7),(1,9),-0.0544595 # DEPENDENCYPART_SIBL
(1,7),(1,10),-0.00583869 # DEPENDENCYPART_SIBL
(1,7),(1,11),-0.0278022 # DEPENDENCYPART_SIBL
(1,7),(1,12),-0.0386506 # DEPENDENCYPART_SIBL
(1,7),(1,13),-0.0376203 # DEPENDENCYPART_SIBL
(1,7),(1,15),0.0162609 # DEPENDENCYPART_SIBL
(1,7),(1,18),0.00900937 # DEPENDENCYPART_SIBL
(1,8),(1,9),-0.00876308 # DEPENDENCYPART_SIBL
(1,8),(1,10),0.0595215 # DEPENDENCYPART_SIBL
(1,8),(1,11),0.0185887 # DEPENDENCYPART_SIBL
(1,8),(1,12),0.0216382 # DEPENDENCYPART_SIBL
(1,8),(1,13),0.0111718 # DEPENDENCYPART_SIBL
(1,8),(1,15),0.0327684 # DEPENDENCYPART_SIBL
(1,8),(1,18),-0.0126569 # DEPENDENCYPART_SIBL
(1,9),(1,10),-0.018087 # DEPENDENCYPART_SIBL
(1,9),(1,11),-0.00273509 # DEPENDENCYPART_SIBL
(1,9),(1,12),-0.00652937 # DEPENDENCYPART_SIBL
(1,9),(1,13),-0.0123151 # DEPENDENCYPART_SIBL
(1,9),(1,15),-0.0178643 # DEPENDENCYPART_SIBL
(1,9),(1,18),0.0113868 # DEPENDENCYPART_SIBL
(1,10),(1,11),-0.0278022 # DEPENDENCYPART_SIBL
(1,10),(1,12),-0.0386506 # DEPENDENCYPART_SIBL
(1,10),(1,13),-0.0376203 # DEPENDENCYPART_SIBL
(1,10),(1,15),0.0162609 # DEPENDENCYPART_SIBL
(1,10),(1,18),0.00900937 # DEPENDENCYPART_SIBL
(1,11),(1,12),0.0500448 # DEPENDENCYPART_SIBL
(1,11),(1,13),0.0528207 # DEPENDENCYPART_SIBL
(1,11),(1,15),-0.0477672 # DEPENDENCYPART_SIBL
(1,11),(1,18),0.260883 # DEPENDENCYPART_SIBL
(1,12),(1,13),-0.0490204 # DEPENDENCYPART_SIBL
(1,12),(1,15),0.000673259 # DEPENDENCYPART_SIBL
(1,12),(1,18),-0.00636181 # DEPENDENCYPART_SIBL
(1,13),(1,15),0.0127737 # DEPENDENCYPART_SIBL
(1,13),(1,18),-0.023657 # DEPENDENCYPART_SIBL
(1,15),(1,18),-0.0126569 # DEPENDENCYPART_SIBL
(3,1),(3,2),-0.0421284 # DEPENDENCYPART_SIBL
(3,1),(3,4),0.0131362 # DEPENDENCYPART_SIBL
(3,1),(3,5),0.01771 # DEPENDENCYPART_SIBL
(3,1),(3,6),0.026706 # DEPENDENCYPART_SIBL
(3,1),(3,7),-0.0530699 # DEPENDENCYPART_SIBL
(3,1),(3,8),0.0391482 # DEPENDENCYPART_SIBL
(3,1),(3,9),0.000420288 # DEPENDENCYPART_SIBL
(3,1),(3,10),-0.0530699 # DEPENDENCYPART_SIBL
(3,1),(3,11),-0.0349136 # DEPENDENCYPART_SIBL
(3,1),(3,13),0.026706 # DEPENDENCYPART_SIBL
(3,1),(3,15),0.0391482 # DEPENDENCYPART_SIBL
(3,1),(3,18),0.00779829 # DEPENDENCYPART_SIBL
(3,2),(3,4),0.0072694 # DEPENDENCYPART_SIBL
(3,2),(3,5),0.00667181 # DEPENDENCYPART_SIBL
(3,2),(3,6),0.0112633 # DEPENDENCYPART_SIBL
(3,2),(3,7),-0.0377805 # DEPENDENCYPART_SIBL
(3,2),(3,8),0.042602 # DEPENDENCYPART_SIBL
(3,2),(3,9),0.0875319 # DEPENDENCYPART_SIBL
(3,2),(3,10),-0.0377805 # DEPENDENCYPART_SIBL
(3,2),(3,11),0.277249 # DEPENDENCYPART_SIBL
(3,2),(3,13),0.0112633 # DEPENDENCYPART_SIBL
(3,2),(3,15),0.042602 # DEPENDENCYPART_SIBL
(3,2),(3,18),0.117427 # DEPENDENCYPART_SIBL
(3,4),(3,5),-0.038191 # DEPENDENCYPART_SIBL
(3,4),(3,6),-0.038215 # DEPENDENCYPART_SIBL
(3,4),(3,7),-0.0182471 # DEPENDENCYPART_SIBL
(3,4),(3,8),-0.0016532 # DEPENDENCYPART_SIBL
(3,4),(3,9),-0.0393287 # DEPENDENCYPART_SIBL
(3,4),(3,10),-0.0182471 # DEPENDENCYPART_SIBL
(3,4),(3,11),0.000506462 # DEPENDENCYPART_SIBL
(3,4),(3,13),-0.038215 # DEPENDENCYPART_SIBL
(3,4),(3,15),-0.0016532 # DEPENDENCYPART_SIBL
(3,4),(3,18),0.00392914 # DEPENDENCYPART_SIBL
(3,5),(3,6),-0.0304942 # DEPENDENCYPART_SIBL
(3,5),(3,7),-0.0165019 # DEPENDENCYPART_SIBL
(3,5),(3,8),0.00288784 # DEPENDENCYPART_SIBL
(3,5),(3,9),-0.0377786 # DEPENDENCYPART_SIBL
(3,5),(3,10),-0.0165019 # DEPENDENCYPART_SIBL
(3,5),(3,11),0.00432002 # DEPENDENCYPART_SIBL
(3,5),(3,13),-0.0304942 # DEPENDENCYPART_SIBL
(3,5),(3,15),0.00288784 # DEPENDENCYPART_SIBL
(3,5),(3,18),-0.0116629 # DEPENDENCYPART_SIBL
(3,6),(3,7),-0.00863495 # DEPENDENCYPART_SIBL
(3,6),(3,8),0.0192873 # DEPENDENCYPART_SIBL
(3,6),(3,9),-0.0282679 # DEPENDENCYPART_SIBL
(3,6),(3,10),-0.00863495 # DEPENDENCYPART_SIBL
(3,6),(3,11),-0.00175598 # DEPENDENCYPART_SIBL
(3,6),(3,13),-0.0400613 # DEPENDENCYPART_SIBL
(3,6),(3,15),0.0192873 # DEPENDENCYPART_SIBL
(3,6),(3,18),-0.00936284 # DEPENDENCYPART_SIBL
(3,7),(3,8),0.0113136 # DEPENDENCYPART_SIBL
(3,7),(3,9),-0.0552655 # DEPENDENCYPART_SIBL
(3,7),(3,10),-0.0106933 # DEPENDENCYPART_SIBL
(3,7),(3,11),-0.0278976 # DEPENDENCYPART_SIBL
(3,7),(3,13),-0.0296842 # DEPENDENCYPART_SIBL
(3,7),(3,15),0.0113136 # DEPENDENCYPART_SIBL
(3,7),(3,18),0.000930188 # DEPENDENCYPART_SIBL
(3,8),(3,9),-0.00953607 # DEPENDENCYPART_SIBL
(3,8),(3,10),0.0540478 # DEPENDENCYPART_SIBL
(3,8),(3,11),0.0161773 # DEPENDENCYPART_SIBL
(3,8),(3,13),0.0174246 # DEPENDENCYPART_SIBL
(3,8),(3,15),0.0267705 # DEPENDENCYPART_SIBL
(3,8),(3,18),-0.0159384 # DEPENDENCYPART_SIBL
(3,9),(3,10),-0.0192424 # DEPENDENCYPART_SIBL
(3,9),(3,11),0.00125991 # DEPENDENCYPART_SIBL
(3,9),(3,13),-0.000390821 # DEPENDENCYPART_SIBL
(3,9),(3,15),-0.0187223 # DEPENDENCYPART_SIBL
(3,9),(3,18),0.0136845 # DEPENDENCYPART_SIBL
(3,10),(3,11),-0.0278976 # DEPENDENCYPART_SIBL
(3,10),(3,13),-0.0296842 # DEPENDENCYPART_SIBL
(3,10),(3,15),0.0113136 # DEPENDENCYPART_SIBL
(3,10),(3,18),0.000930188 # DEPENDENCYPART_SIBL
(3,11),(3,13),0.0800567 # DEPENDENCYPART_SIBL
(3,11),(3,15),-0.041737 # DEPENDENCYPART_SIBL
(3,11),(3,18),0.268763 # DEPENDENCYPART_SIBL
(3,13),(3,15),0.0192873 # DEPENDENCYPART_SIBL
(3,13),(3,18),-0.00936284 # DEPENDENCYPART_SIBL
(3,15),(3,18),-0.0159384 # DEPENDENCYPART_SIBL
(4,1),(4,2),-0.0408081 # DEPENDENCYPART_SIBL
(4,1),(4,3),0.00836598 # DEPENDENCYPART_SIBL
(4,1),(4,5),0.0248966 # DEPENDENCYPART_SIBL
(4,1),(4,6),0.0338885 # DEPENDENCYPART_SIBL
(4,1),(4,7),-0.0515333 # DEPENDENCYPART_SIBL
(4,1),(4,8),0.0426461 # DEPENDENCYPART_SIBL
(4,1),(4,11),-0.0334308 # DEPENDENCYPART_SIBL
(4,1),(4,13),0.0338885 # DEPENDENCYPART_SIBL
(4,1),(4,18),0.0083615 # DEPENDENCYPART_SIBL
(4,2),(4,3),-0.0082135 # DEPENDENCYPART_SIBL
(4,2),(4,5),0.00956991 # DEPENDENCYPART_SIBL
(4,2),(4,6),0.0141593 # DEPENDENCYPART_SIBL
(4,2),(4,7),-0.0376955 # DEPENDENCYPART_SIBL
(4,2),(4,8),0.0442565 # DEPENDENCYPART_SIBL
(4,2),(4,11),0.277288 # DEPENDENCYPART_SIBL
(4,2),(4,13),0.0141593 # DEPENDENCYPART_SIBL
(4,2),(4,18),0.117005 # DEPENDENCYPART_SIBL
(4,3),(4,5),0.00639077 # DEPENDENCYPART_SIBL
(4,3),(4,6),0.0218223 # DEPENDENCYPART_SIBL
(4,3),(4,7),-0.0729518 # DEPENDENCYPART_SIBL
(4,3),(4,8),-0.0414786 # DEPENDENCYPART_SIBL
(4,3),(4,11),-0.0350668 # DEPENDENCYPART_SIBL
(4,3),(4,13),0.0218223 # DEPENDENCYPART_SIBL
(4,3),(4,18),-0.0167918 # DEPENDENCYPART_SIBL
(4,5),(4,6),-0.0235984 # DEPENDENCYPART_SIBL
(4,5),(4,7),-0.0143485 # DEPENDENCYPART_SIBL
(4,5),(4,8),-0.0083411 # DEPENDENCYPART_SIBL
(4,5),(4,11),0.0125269 # DEPENDENCYPART_SIBL
(4,5),(4,13),-0.0235984 # DEPENDENCYPART_SIBL
(4,5),(4,18),-0.00632999 # DEPENDENCYPART_SIBL
(4,6),(4,7),-0.00647992 # DEPENDENCYPART_SIBL
(4,6),(4,8),0.00806083 # DEPENDENCYPART_SIBL
(4,6),(4,11),0.00645232 # DEPENDENCYPART_SIBL
(4,6),(4,13),-0.0331638 # DEPENDENCYPART_SIBL
(4,6),(4,18),-0.00402837 # DEPENDENCYPART_SIBL
(4,7),(4,8),-0.00224106 # DEPENDENCYPART_SIBL
(4,7),(4,11),-0.0262093 # DEPENDENCYPART_SIBL
(4,7),(4,13),-0.0271794 # DEPENDENCYPART_SIBL
(4,7),(4,18),0.0013256 # DEPENDENCYPART_SIBL
(4,8),(4,11),0.0163171 # DEPENDENCYPART_SIBL
(4,8),(4,13),0.0243635 # DEPENDENCYPART_SIBL
(4,8),(4,18),-0.017432 # DEPENDENCYPART_SIBL
(4,11),(4,13),0.0873666 # DEPENDENCYPART_SIBL
