# _root_ Jack W. Forrest , Environmental Systems president and chief executive officer , said the change increases the company 's effective tax rate to about 35 % from 20 % .
#goldHeads=3,3,13,3,7,7,3,7,11,11,8,3,0,15,16,13,18,22,18,22,22,16,16,26,24,23,16,29,27,13,
#predictedHeads=3,3,13,3,7,7,3,7,11,11,8,3,0,15,16,13,18,22,18,22,22,16,16,26,24,23,16,29,27,13,
(21,18),-1.06781 # DEPENDENCYPART_ARC
(21,20),-0.721701 # DEPENDENCYPART_ARC
(21,23),-1.55564 # DEPENDENCYPART_ARC
(21,24),-1.87764 # DEPENDENCYPART_ARC
(21,26),-2.43871 # DEPENDENCYPART_ARC
(21,29),-3.22962 # DEPENDENCYPART_ARC
(22,2),-4.13122 # DEPENDENCYPART_ARC
(22,7),-3.1725 # DEPENDENCYPART_ARC
(22,9),-2.3972 # DEPENDENCYPART_ARC
(22,14),-3.07205 # DEPENDENCYPART_ARC
(22,15),-1.13334 # DEPENDENCYPART_ARC
(22,17),-0.811623 # DEPENDENCYPART_ARC
(22,18),0.607765 # DEPENDENCYPART_ARC
(22,19),-0.925516 # DEPENDENCYPART_ARC
(22,20),0.91726 # DEPENDENCYPART_ARC
(22,21),2.06415 # DEPENDENCYPART_ARC
(22,23),-0.570629 # DEPENDENCYPART_ARC
(22,24),-1.21358 # DEPENDENCYPART_ARC
(22,25),-1.42277 # DEPENDENCYPART_ARC
(22,26),-1.06938 # DEPENDENCYPART_ARC
(22,27),-1.19671 # DEPENDENCYPART_ARC
(22,28),-2.19873 # DEPENDENCYPART_ARC
(22,29),-1.86959 # DEPENDENCYPART_ARC
(23,3),-3.13344 # DEPENDENCYPART_ARC
(23,20),-1.96834 # DEPENDENCYPART_ARC
(23,21),-1.99263 # DEPENDENCYPART_ARC
(23,22),-1.40308 # DEPENDENCYPART_ARC
(23,24),-0.473125 # DEPENDENCYPART_ARC
(23,25),-0.660823 # DEPENDENCYPART_ARC
(23,26),-0.0658051 # DEPENDENCYPART_ARC
(23,27),-1.01922 # DEPENDENCYPART_ARC
(23,28),-1.83704 # DEPENDENCYPART_ARC
(23,29),-1.19325 # DEPENDENCYPART_ARC
(24,25),1.45515 # DEPENDENCYPART_ARC
(24,26),-0.850436 # DEPENDENCYPART_ARC
(24,27),-0.46955 # DEPENDENCYPART_ARC
(24,28),-0.391835 # DEPENDENCYPART_ARC
(24,29),-1.67225 # DEPENDENCYPART_ARC
(25,20),-2.22245 # DEPENDENCYPART_ARC
(25,22),-2.06765 # DEPENDENCYPART_ARC
(25,23),-1.46617 # DEPENDENCYPART_ARC
(25,24),-0.43807 # DEPENDENCYPART_ARC
(25,26),-1.31 # DEPENDENCYPART_ARC
(25,29),-2.50237 # DEPENDENCYPART_ARC
(26,15),-2.68337 # DEPENDENCYPART_ARC
(26,18),-1.37253 # DEPENDENCYPART_ARC
(26,20),-1.70046 # DEPENDENCYPART_ARC
(26,21),-1.0001 # DEPENDENCYPART_ARC
(26,22),-1.05572 # DEPENDENCYPART_ARC
(26,23),-1.72054 # DEPENDENCYPART_ARC
(26,24),0.96692 # DEPENDENCYPART_ARC
(26,25),1.03832 # DEPENDENCYPART_ARC
(26,27),-0.664024 # DEPENDENCYPART_ARC
(26,28),-1.29133 # DEPENDENCYPART_ARC
(26,29),-1.3998 # DEPENDENCYPART_ARC
(27,26),-1.89421 # DEPENDENCYPART_ARC
(27,28),-0.39752 # DEPENDENCYPART_ARC
(27,29),0.904357 # DEPENDENCYPART_ARC
(28,25),-2.15364 # DEPENDENCYPART_ARC
(28,27),-1.21245 # DEPENDENCYPART_ARC
(28,29),-1.0833 # DEPENDENCYPART_ARC
(29,18),-2.24924 # DEPENDENCYPART_ARC
(29,20),-2.18995 # DEPENDENCYPART_ARC
(29,22),-2.44476 # DEPENDENCYPART_ARC
(29,23),-2.7139 # DEPENDENCYPART_ARC
(29,24),0.0876184 # DEPENDENCYPART_ARC
(29,25),-0.87007 # DEPENDENCYPART_ARC
(29,26),-0.889355 # DEPENDENCYPART_ARC
(29,27),-1.00019 # DEPENDENCYPART_ARC
(29,28),1.18173 # DEPENDENCYPART_ARC
(0,2),(0,3),-0.218451 # DEPENDENCYPART_SIBL
(0,2),(0,13),-1.16705 # DEPENDENCYPART_SIBL
(0,2),(0,16),-0.656126 # DEPENDENCYPART_SIBL
(0,3),(0,13),-1.16705 # DEPENDENCYPART_SIBL
(0,3),(0,16),-0.656123 # DEPENDENCYPART_SIBL
(0,13),(0,16),-1.64867 # DEPENDENCYPART_SIBL
(1,2),(1,3),-0.0599505 # DEPENDENCYPART_SIBL
(1,2),(1,4),-0.0101202 # DEPENDENCYPART_SIBL
(1,2),(1,5),-0.0601867 # DEPENDENCYPART_SIBL
(1,2),(1,6),-0.0653627 # DEPENDENCYPART_SIBL
(1,2),(1,7),-0.107617 # DEPENDENCYPART_SIBL
(1,2),(1,8),-0.016012 # DEPENDENCYPART_SIBL
(1,2),(1,11),-0.0850064 # DEPENDENCYPART_SIBL
(1,2),(1,12),-0.0101202 # DEPENDENCYPART_SIBL
(1,3),(1,4),-0.00824909 # DEPENDENCYPART_SIBL
(1,3),(1,5),-0.0595026 # DEPENDENCYPART_SIBL
(1,3),(1,6),-0.0646787 # DEPENDENCYPART_SIBL
(1,3),(1,7),-0.107275 # DEPENDENCYPART_SIBL
(1,3),(1,8),-0.0155045 # DEPENDENCYPART_SIBL
(1,3),(1,11),-0.0846647 # DEPENDENCYPART_SIBL
(1,3),(1,12),-0.00824909 # DEPENDENCYPART_SIBL
(1,4),(1,5),0.705393 # DEPENDENCYPART_SIBL
(1,4),(1,6),0.710903 # DEPENDENCYPART_SIBL
(1,4),(1,7),0.830511 # DEPENDENCYPART_SIBL
(1,4),(1,8),0.432834 # DEPENDENCYPART_SIBL
(1,4),(1,11),0.659024 # DEPENDENCYPART_SIBL
(1,4),(1,12),0.0440463 # DEPENDENCYPART_SIBL
(1,5),(1,6),-0.0671181 # DEPENDENCYPART_SIBL
(1,5),(1,7),-0.113338 # DEPENDENCYPART_SIBL
(1,5),(1,8),-0.0210094 # DEPENDENCYPART_SIBL
(1,5),(1,11),-0.0907282 # DEPENDENCYPART_SIBL
(1,5),(1,12),-0.0212646 # DEPENDENCYPART_SIBL
(1,6),(1,7),-0.126551 # DEPENDENCYPART_SIBL
(1,6),(1,8),-0.035759 # DEPENDENCYPART_SIBL
(1,6),(1,11),-0.103941 # DEPENDENCYPART_SIBL
(1,6),(1,12),-0.0287227 # DEPENDENCYPART_SIBL
(1,7),(1,8),0.0507575 # DEPENDENCYPART_SIBL
(1,7),(1,11),-0.4113 # DEPENDENCYPART_SIBL
(1,7),(1,12),0.192044 # DEPENDENCYPART_SIBL
(1,8),(1,11),-0.0857557 # DEPENDENCYPART_SIBL
(1,8),(1,12),-0.0786012 # DEPENDENCYPART_SIBL
(1,11),(1,12),0.225191 # DEPENDENCYPART_SIBL
(2,1),(2,3),0.0021774 # DEPENDENCYPART_SIBL
(2,1),(2,4),0.0338899 # DEPENDENCYPART_SIBL
(2,1),(2,5),0.00107079 # DEPENDENCYPART_SIBL
(2,1),(2,6),-0.0330166 # DEPENDENCYPART_SIBL
(2,1),(2,7),0.228342 # DEPENDENCYPART_SIBL
(2,1),(2,8),0.0690177 # DEPENDENCYPART_SIBL
(2,1),(2,11),0.0495418 # DEPENDENCYPART_SIBL
(2,1),(2,12),0.0338899 # DEPENDENCYPART_SIBL
(2,1),(2,15),0.0078893 # DEPENDENCYPART_SIBL
(2,1),(2,16),0.0264573 # DEPENDENCYPART_SIBL
(2,3),(2,4),-0.0175768 # DEPENDENCYPART_SIBL
(2,3),(2,5),-0.0606548 # DEPENDENCYPART_SIBL
(2,3),(2,6),-0.0658309 # DEPENDENCYPART_SIBL
(2,3),(2,7),-0.111872 # DEPENDENCYPART_SIBL
(2,3),(2,8),-0.013582 # DEPENDENCYPART_SIBL
(2,3),(2,11),-0.0874223 # DEPENDENCYPART_SIBL
(2,3),(2,12),-0.0175768 # DEPENDENCYPART_SIBL
(2,3),(2,15),-0.0674154 # DEPENDENCYPART_SIBL
(2,3),(2,16),-0.0419679 # DEPENDENCYPART_SIBL
(2,4),(2,5),0.705276 # DEPENDENCYPART_SIBL
(2,4),(2,6),0.710787 # DEPENDENCYPART_SIBL
(2,4),(2,7),0.819341 # DEPENDENCYPART_SIBL
(2,4),(2,8),0.434709 # DEPENDENCYPART_SIBL
(2,4),(2,11),0.651534 # DEPENDENCYPART_SIBL
(2,4),(2,12),0.0364559 # DEPENDENCYPART_SIBL
(2,4),(2,15),0.65318 # DEPENDENCYPART_SIBL
(2,4),(2,16),0.391426 # DEPENDENCYPART_SIBL
(2,5),(2,6),-0.0682703 # DEPENDENCYPART_SIBL
(2,5),(2,7),-0.117936 # DEPENDENCYPART_SIBL
(2,5),(2,8),-0.0190869 # DEPENDENCYPART_SIBL
(2,5),(2,11),-0.0934858 # DEPENDENCYPART_SIBL
(2,5),(2,12),-0.0305922 # DEPENDENCYPART_SIBL
(2,5),(2,15),-0.0734789 # DEPENDENCYPART_SIBL
(2,5),(2,16),-0.0442395 # DEPENDENCYPART_SIBL
(2,6),(2,7),-0.131148 # DEPENDENCYPART_SIBL
(2,6),(2,8),-0.0338365 # DEPENDENCYPART_SIBL
(2,6),(2,11),-0.106699 # DEPENDENCYPART_SIBL
(2,6),(2,12),-0.0380503 # DEPENDENCYPART_SIBL
(2,6),(2,15),-0.0866917 # DEPENDENCYPART_SIBL
(2,6),(2,16),-0.0538556 # DEPENDENCYPART_SIBL
(2,7),(2,8),0.0481292 # DEPENDENCYPART_SIBL
(2,7),(2,11),-0.417719 # DEPENDENCYPART_SIBL
(2,7),(2,12),0.174083 # DEPENDENCYPART_SIBL
(2,7),(2,15),-0.391819 # DEPENDENCYPART_SIBL
(2,7),(2,16),-0.100176 # DEPENDENCYPART_SIBL
(2,8),(2,11),-0.0886265 # DEPENDENCYPART_SIBL
(2,8),(2,12),-0.0864403 # DEPENDENCYPART_SIBL
(2,8),(2,15),-0.073514 # DEPENDENCYPART_SIBL
(2,8),(2,16),-0.043197 # DEPENDENCYPART_SIBL
(2,11),(2,12),0.210859 # DEPENDENCYPART_SIBL
(2,11),(2,15),-0.295998 # DEPENDENCYPART_SIBL
(2,11),(2,16),-0.048824 # DEPENDENCYPART_SIBL
(2,12),(2,15),0.65318 # DEPENDENCYPART_SIBL
(2,12),(2,16),0.391426 # DEPENDENCYPART_SIBL
(2,15),(2,16),-0.0438154 # DEPENDENCYPART_SIBL
(3,1),(3,2),0.162463 # DEPENDENCYPART_SIBL
(3,1),(3,4),0.0681522 # DEPENDENCYPART_SIBL
(3,1),(3,5),0.0418035 # DEPENDENCYPART_SIBL
(3,1),(3,6),0.00771609 # DEPENDENCYPART_SIBL
(3,1),(3,7),0.257748 # DEPENDENCYPART_SIBL
(3,1),(3,8),0.0930204 # DEPENDENCYPART_SIBL
(3,1),(3,9),0.0306399 # DEPENDENCYPART_SIBL
(3,1),(3,10),0.0556946 # DEPENDENCYPART_SIBL
(3,1),(3,11),0.0752888 # DEPENDENCYPART_SIBL
(3,1),(3,12),0.0681522 # DEPENDENCYPART_SIBL
(3,1),(3,15),0.0336363 # DEPENDENCYPART_SIBL
(3,1),(3,16),0.0454525 # DEPENDENCYPART_SIBL
(3,1),(3,18),0.0610449 # DEPENDENCYPART_SIBL
(3,1),(3,19),0.0558986 # DEPENDENCYPART_SIBL
(3,1),(3,22),0.0187482 # DEPENDENCYPART_SIBL
(3,2),(3,4),0.181024 # DEPENDENCYPART_SIBL
(3,2),(3,5),0.0616682 # DEPENDENCYPART_SIBL
(3,2),(3,6),0.0275808 # DEPENDENCYPART_SIBL
(3,2),(3,7),0.299702 # DEPENDENCYPART_SIBL
(3,2),(3,8),0.103275 # DEPENDENCYPART_SIBL
(3,2),(3,9),0.00992923 # DEPENDENCYPART_SIBL
(3,2),(3,10),0.0362171 # DEPENDENCYPART_SIBL
(3,2),(3,11),0.11852 # DEPENDENCYPART_SIBL
(3,2),(3,12),0.181024 # DEPENDENCYPART_SIBL
(3,2),(3,15),0.0769652 # DEPENDENCYPART_SIBL
(3,2),(3,16),0.0592968 # DEPENDENCYPART_SIBL
(3,2),(3,18),0.104391 # DEPENDENCYPART_SIBL
(3,2),(3,19),0.0793565 # DEPENDENCYPART_SIBL
(3,2),(3,22),0.0620771 # DEPENDENCYPART_SIBL
(3,4),(3,5),0.721042 # DEPENDENCYPART_SIBL
(3,4),(3,6),0.726553 # DEPENDENCYPART_SIBL
(3,4),(3,7),0.849123 # DEPENDENCYPART_SIBL
(3,4),(3,8),0.449565 # DEPENDENCYPART_SIBL
(3,4),(3,9),0.362588 # DEPENDENCYPART_SIBL
(3,4),(3,10),0.381746 # DEPENDENCYPART_SIBL
(3,4),(3,11),0.677637 # DEPENDENCYPART_SIBL
(3,4),(3,12),0.0761993 # DEPENDENCYPART_SIBL
(3,4),(3,15),0.679282 # DEPENDENCYPART_SIBL
(3,4),(3,16),0.406282 # DEPENDENCYPART_SIBL
(3,4),(3,18),0.693645 # DEPENDENCYPART_SIBL
(3,4),(3,19),0.0116417 # DEPENDENCYPART_SIBL
(3,4),(3,22),0.663316 # DEPENDENCYPART_SIBL
(3,5),(3,6),-0.0645539 # DEPENDENCYPART_SIBL
(3,5),(3,7),-0.108586 # DEPENDENCYPART_SIBL
(3,5),(3,8),-0.0162644 # DEPENDENCYPART_SIBL
(3,5),(3,9),-0.043431 # DEPENDENCYPART_SIBL
(3,5),(3,10),-0.0466119 # DEPENDENCYPART_SIBL
(3,5),(3,11),-0.0859761 # DEPENDENCYPART_SIBL
(3,5),(3,12),-0.006592 # DEPENDENCYPART_SIBL
(3,5),(3,15),-0.0659692 # DEPENDENCYPART_SIBL
(3,5),(3,16),-0.0414173 # DEPENDENCYPART_SIBL
(3,5),(3,18),0.00233884 # DEPENDENCYPART_SIBL
(3,5),(3,19),-0.129466 # DEPENDENCYPART_SIBL
(3,5),(3,22),-0.0696896 # DEPENDENCYPART_SIBL
(3,6),(3,7),-0.121799 # DEPENDENCYPART_SIBL
(3,6),(3,8),-0.031014 # DEPENDENCYPART_SIBL
(3,6),(3,9),-0.0539843 # DEPENDENCYPART_SIBL
(3,6),(3,10),-0.0571653 # DEPENDENCYPART_SIBL
(3,6),(3,11),-0.0991889 # DEPENDENCYPART_SIBL
(3,6),(3,12),-0.0140501 # DEPENDENCYPART_SIBL
(3,6),(3,15),-0.079182 # DEPENDENCYPART_SIBL
(3,6),(3,16),-0.0510334 # DEPENDENCYPART_SIBL
(3,6),(3,18),-0.012282 # DEPENDENCYPART_SIBL
(3,6),(3,19),-0.139092 # DEPENDENCYPART_SIBL
(3,6),(3,22),-0.0829024 # DEPENDENCYPART_SIBL
(3,7),(3,8),0.0530917 # DEPENDENCYPART_SIBL
(3,7),(3,9),-0.0552568 # DEPENDENCYPART_SIBL
(3,7),(3,10),-0.0539717 # DEPENDENCYPART_SIBL
(3,7),(3,11),-0.40859 # DEPENDENCYPART_SIBL
(3,7),(3,12),0.204805 # DEPENDENCYPART_SIBL
(3,7),(3,15),-0.38269 # DEPENDENCYPART_SIBL
(3,7),(3,16),-0.0952132 # DEPENDENCYPART_SIBL
(3,7),(3,18),-0.399065 # DEPENDENCYPART_SIBL
(3,7),(3,19),-0.0498639 # DEPENDENCYPART_SIBL
(3,7),(3,22),-0.392935 # DEPENDENCYPART_SIBL
(3,8),(3,9),-0.00977998 # DEPENDENCYPART_SIBL
(3,8),(3,10),-0.0155559 # DEPENDENCYPART_SIBL
(3,8),(3,11),-0.0842856 # DEPENDENCYPART_SIBL
(3,8),(3,12),-0.0683324 # DEPENDENCYPART_SIBL
(3,8),(3,15),-0.0691732 # DEPENDENCYPART_SIBL
(3,8),(3,16),-0.0430229 # DEPENDENCYPART_SIBL
(3,8),(3,18),-0.00571665 # DEPENDENCYPART_SIBL
(3,8),(3,19),-0.096505 # DEPENDENCYPART_SIBL
(3,8),(3,22),-0.0706538 # DEPENDENCYPART_SIBL
(3,9),(3,10),-0.0845406 # DEPENDENCYPART_SIBL
(3,9),(3,11),-0.114921 # DEPENDENCYPART_SIBL
(3,9),(3,12),-0.0135184 # DEPENDENCYPART_SIBL
(3,9),(3,15),-0.102422 # DEPENDENCYPART_SIBL
(3,9),(3,16),-0.0546093 # DEPENDENCYPART_SIBL
(3,9),(3,18),-0.0727041 # DEPENDENCYPART_SIBL
(3,9),(3,19),-0.0100674 # DEPENDENCYPART_SIBL
(3,9),(3,22),-0.103285 # DEPENDENCYPART_SIBL
(3,10),(3,11),-0.104067 # DEPENDENCYPART_SIBL
(3,10),(3,12),0.0463808 # DEPENDENCYPART_SIBL
(3,10),(3,15),-0.097754 # DEPENDENCYPART_SIBL
(3,10),(3,16),-0.0534424 # DEPENDENCYPART_SIBL
(3,10),(3,18),-0.0680365 # DEPENDENCYPART_SIBL
(3,10),(3,19),-0.00159913 # DEPENDENCYPART_SIBL
(3,10),(3,22),-0.0986174 # DEPENDENCYPART_SIBL
(3,11),(3,12),0.237951 # DEPENDENCYPART_SIBL
(3,11),(3,15),-0.288683 # DEPENDENCYPART_SIBL
(3,11),(3,16),-0.0456764 # DEPENDENCYPART_SIBL
(3,11),(3,18),-0.296734 # DEPENDENCYPART_SIBL
(3,11),(3,19),-0.0117964 # DEPENDENCYPART_SIBL
(3,11),(3,22),-0.298928 # DEPENDENCYPART_SIBL
(3,12),(3,15),0.679282 # DEPENDENCYPART_SIBL
