# _root_ Many employers have already begun moving to southern countries such as Spain and Italy , where wages are low and unions are weaker ; demand for trained labor and managers will rise there , FMC says .
#goldHeads=2,3,36,3,3,5,6,9,7,11,9,11,12,13,9,18,18,9,18,18,22,20,22,3,31,25,28,26,28,29,3,31,32,3,36,0,36,
#predictedHeads=2,3,36,3,3,5,6,9,7,11,9,11,12,13,12,18,18,12,18,18,22,20,22,22,31,25,28,26,28,29,22,31,32,36,36,0,36,
(14,17),-2.00124 # DEPENDENCYPART_ARC
(14,18),-1.48868 # DEPENDENCYPART_ARC
(14,19),-1.99543 # DEPENDENCYPART_ARC
(14,20),-2.19436 # DEPENDENCYPART_ARC
(14,24),-1.52593 # DEPENDENCYPART_ARC
(14,25),-3.44764 # DEPENDENCYPART_ARC
(16,17),-1.30089 # DEPENDENCYPART_ARC
(16,19),-2.08017 # DEPENDENCYPART_ARC
(17,12),-2.52141 # DEPENDENCYPART_ARC
(17,14),-1.86727 # DEPENDENCYPART_ARC
(17,16),-1.24395 # DEPENDENCYPART_ARC
(17,20),-1.08798 # DEPENDENCYPART_ARC
(18,1),-1.86443 # DEPENDENCYPART_ARC
(18,2),-0.709751 # DEPENDENCYPART_ARC
(18,3),-2.019 # DEPENDENCYPART_ARC
(18,4),-1.61327 # DEPENDENCYPART_ARC
(18,5),-2.00937 # DEPENDENCYPART_ARC
(18,6),-1.74972 # DEPENDENCYPART_ARC
(18,7),-2.08272 # DEPENDENCYPART_ARC
(18,8),-1.95907 # DEPENDENCYPART_ARC
(18,9),-0.644646 # DEPENDENCYPART_ARC
(18,10),-1.89944 # DEPENDENCYPART_ARC
(18,11),-1.57546 # DEPENDENCYPART_ARC
(18,12),-1.44095 # DEPENDENCYPART_ARC
(18,13),-1.79108 # DEPENDENCYPART_ARC
(18,14),-1.81898 # DEPENDENCYPART_ARC
(18,15),-0.869257 # DEPENDENCYPART_ARC
(18,16),0.685988 # DEPENDENCYPART_ARC
(18,17),1.4373 # DEPENDENCYPART_ARC
(18,19),0.82898 # DEPENDENCYPART_ARC
(18,20),0.205304 # DEPENDENCYPART_ARC
(18,21),-0.480627 # DEPENDENCYPART_ARC
(18,22),-0.632108 # DEPENDENCYPART_ARC
(18,23),-1.53126 # DEPENDENCYPART_ARC
(18,24),-0.662226 # DEPENDENCYPART_ARC
(18,25),-1.78491 # DEPENDENCYPART_ARC
(18,26),-1.03116 # DEPENDENCYPART_ARC
(18,27),-1.82723 # DEPENDENCYPART_ARC
(18,28),-2.31086 # DEPENDENCYPART_ARC
(18,29),-1.54877 # DEPENDENCYPART_ARC
(18,30),-2.23211 # DEPENDENCYPART_ARC
(18,31),-1.30062 # DEPENDENCYPART_ARC
(18,32),-2.52703 # DEPENDENCYPART_ARC
(18,33),-1.82515 # DEPENDENCYPART_ARC
(18,34),-1.92427 # DEPENDENCYPART_ARC
(18,36),-2.35782 # DEPENDENCYPART_ARC
(18,37),-0.102349 # DEPENDENCYPART_ARC
(19,16),-1.06365 # DEPENDENCYPART_ARC
(19,17),-1.56538 # DEPENDENCYPART_ARC
(19,20),0.380211 # DEPENDENCYPART_ARC
(19,21),-1.2408 # DEPENDENCYPART_ARC
(19,22),-1.05467 # DEPENDENCYPART_ARC
(19,23),-1.53925 # DEPENDENCYPART_ARC
(19,25),-2.21768 # DEPENDENCYPART_ARC
(19,26),-1.79039 # DEPENDENCYPART_ARC
(19,31),-1.68629 # DEPENDENCYPART_ARC
(20,21),1.19297 # DEPENDENCYPART_ARC
(20,22),0.720868 # DEPENDENCYPART_ARC
(20,23),-1.39528 # DEPENDENCYPART_ARC
(20,25),-1.28571 # DEPENDENCYPART_ARC
(20,27),-1.65703 # DEPENDENCYPART_ARC
(20,28),-2.43691 # DEPENDENCYPART_ARC
(20,31),-1.83837 # DEPENDENCYPART_ARC
(20,36),-2.09873 # DEPENDENCYPART_ARC
(21,19),-0.667805 # DEPENDENCYPART_ARC
(21,22),-1.15573 # DEPENDENCYPART_ARC
(22,1),-2.04958 # DEPENDENCYPART_ARC
(22,2),-1.09087 # DEPENDENCYPART_ARC
(22,3),-2.14068 # DEPENDENCYPART_ARC
(22,4),-1.60685 # DEPENDENCYPART_ARC
(22,5),-2.07268 # DEPENDENCYPART_ARC
(22,6),-1.88789 # DEPENDENCYPART_ARC
(22,7),-2.36177 # DEPENDENCYPART_ARC
(22,8),-2.18562 # DEPENDENCYPART_ARC
(22,9),-1.27021 # DEPENDENCYPART_ARC
(22,10),-2.09749 # DEPENDENCYPART_ARC
(22,11),-1.67074 # DEPENDENCYPART_ARC
(22,12),-1.63962 # DEPENDENCYPART_ARC
(22,13),-1.76124 # DEPENDENCYPART_ARC
(22,14),-2.12257 # DEPENDENCYPART_ARC
(22,15),-2.2139 # DEPENDENCYPART_ARC
(22,16),-0.0685215 # DEPENDENCYPART_ARC
(22,17),-0.168674 # DEPENDENCYPART_ARC
(22,18),-1.59617 # DEPENDENCYPART_ARC
(22,19),-1.26045 # DEPENDENCYPART_ARC
(22,20),-0.988203 # DEPENDENCYPART_ARC
(22,21),1.2408 # DEPENDENCYPART_ARC
(22,23),0.0933967 # DEPENDENCYPART_ARC
(22,24),-0.182036 # DEPENDENCYPART_ARC
(22,25),-0.818571 # DEPENDENCYPART_ARC
(22,26),-0.728081 # DEPENDENCYPART_ARC
(22,27),-0.983828 # DEPENDENCYPART_ARC
(22,28),-1.96756 # DEPENDENCYPART_ARC
(22,29),-0.874512 # DEPENDENCYPART_ARC
(22,30),-1.77684 # DEPENDENCYPART_ARC
(22,31),-0.916604 # DEPENDENCYPART_ARC
(22,32),-2.15593 # DEPENDENCYPART_ARC
(22,33),-1.64233 # DEPENDENCYPART_ARC
(22,34),-1.7109 # DEPENDENCYPART_ARC
(22,35),-2.92055 # DEPENDENCYPART_ARC
(22,36),-1.9822 # DEPENDENCYPART_ARC
(22,37),-0.540217 # DEPENDENCYPART_ARC
(23,16),-1.71507 # DEPENDENCYPART_ARC
(23,19),-1.87656 # DEPENDENCYPART_ARC
(23,21),-1.32961 # DEPENDENCYPART_ARC
(23,22),-0.881098 # DEPENDENCYPART_ARC
(23,24),-0.708507 # DEPENDENCYPART_ARC
(23,25),-1.91263 # DEPENDENCYPART_ARC
(23,26),-1.26106 # DEPENDENCYPART_ARC
(23,29),-1.31188 # DEPENDENCYPART_ARC
(24,23),-1.73487 # DEPENDENCYPART_ARC
(24,25),-1.95165 # DEPENDENCYPART_ARC
(25,19),-1.88869 # DEPENDENCYPART_ARC
(25,21),-1.81479 # DEPENDENCYPART_ARC
(25,23),-0.565085 # DEPENDENCYPART_ARC
(25,24),-0.863183 # DEPENDENCYPART_ARC
(25,26),1.06054 # DEPENDENCYPART_ARC
(25,27),-0.609369 # DEPENDENCYPART_ARC
(25,28),-0.765232 # DEPENDENCYPART_ARC
(25,29),-0.298415 # DEPENDENCYPART_ARC
(25,30),-1.30292 # DEPENDENCYPART_ARC
(25,31),-1.03504 # DEPENDENCYPART_ARC
(25,33),-1.6451 # DEPENDENCYPART_ARC
(25,34),-1.23977 # DEPENDENCYPART_ARC
(25,35),-2.50215 # DEPENDENCYPART_ARC
(25,36),-1.73425 # DEPENDENCYPART_ARC
(25,37),-2.01336 # DEPENDENCYPART_ARC
(26,23),-1.70827 # DEPENDENCYPART_ARC
(26,27),-0.310739 # DEPENDENCYPART_ARC
(26,28),0.831083 # DEPENDENCYPART_ARC
(26,29),-1.18919 # DEPENDENCYPART_ARC
(26,30),-0.119097 # DEPENDENCYPART_ARC
(26,31),-1.20594 # DEPENDENCYPART_ARC
(26,32),-2.03511 # DEPENDENCYPART_ARC
(27,16),-1.0593 # DEPENDENCYPART_ARC
(27,28),-0.537683 # DEPENDENCYPART_ARC
(27,29),-0.871753 # DEPENDENCYPART_ARC
(27,30),-1.2453 # DEPENDENCYPART_ARC
(27,32),-1.89525 # DEPENDENCYPART_ARC
(27,33),-1.70734 # DEPENDENCYPART_ARC
(27,34),-1.84364 # DEPENDENCYPART_ARC
(27,35),-2.3352 # DEPENDENCYPART_ARC
(28,19),-2.04922 # DEPENDENCYPART_ARC
(28,23),-1.21966 # DEPENDENCYPART_ARC
(28,25),-1.02653 # DEPENDENCYPART_ARC
(28,26),-0.995267 # DEPENDENCYPART_ARC
(28,27),0.674196 # DEPENDENCYPART_ARC
(28,29),0.891181 # DEPENDENCYPART_ARC
(28,30),-0.884494 # DEPENDENCYPART_ARC
(28,31),-0.789834 # DEPENDENCYPART_ARC
(28,32),-1.70581 # DEPENDENCYPART_ARC
(28,33),-1.49166 # DEPENDENCYPART_ARC
(28,34),-1.2758 # DEPENDENCYPART_ARC
(28,35),-2.2521 # DEPENDENCYPART_ARC
(28,36),-1.72928 # DEPENDENCYPART_ARC
(29,30),1.53594 # DEPENDENCYPART_ARC
(29,31),-0.311581 # DEPENDENCYPART_ARC
(29,32),-1.2757 # DEPENDENCYPART_ARC
(29,33),-2.18302 # DEPENDENCYPART_ARC
(29,35),-2.63296 # DEPENDENCYPART_ARC
(29,36),-1.42734 # DEPENDENCYPART_ARC
(30,27),-1.49305 # DEPENDENCYPART_ARC
(30,28),-1.04243 # DEPENDENCYPART_ARC
(30,31),-1.28116 # DEPENDENCYPART_ARC
(31,2),-1.17854 # DEPENDENCYPART_ARC
(31,3),-2.47107 # DEPENDENCYPART_ARC
(31,4),-2.09651 # DEPENDENCYPART_ARC
(31,5),-1.65693 # DEPENDENCYPART_ARC
(31,6),-1.93991 # DEPENDENCYPART_ARC
(31,9),-1.10784 # DEPENDENCYPART_ARC
(31,12),-1.47283 # DEPENDENCYPART_ARC
(31,14),-1.59153 # DEPENDENCYPART_ARC
(31,16),-1.63618 # DEPENDENCYPART_ARC
(31,17),-0.895204 # DEPENDENCYPART_ARC
(31,21),-0.633256 # DEPENDENCYPART_ARC
(31,23),-1.74809 # DEPENDENCYPART_ARC
(31,24),-1.07628 # DEPENDENCYPART_ARC
(31,25),-0.397257 # DEPENDENCYPART_ARC
(31,26),-1.54865 # DEPENDENCYPART_ARC
(31,27),-1.56337 # DEPENDENCYPART_ARC
(31,28),-0.456331 # DEPENDENCYPART_ARC
(31,29),-0.957843 # DEPENDENCYPART_ARC
(31,30),1.10931 # DEPENDENCYPART_ARC
(31,32),2.25978 # DEPENDENCYPART_ARC
(31,33),-0.887283 # DEPENDENCYPART_ARC
(31,34),-1.13405 # DEPENDENCYPART_ARC
(31,35),-1.73317 # DEPENDENCYPART_ARC
(31,36),-1.42567 # DEPENDENCYPART_ARC
(31,37),-0.759318 # DEPENDENCYPART_ARC
(32,16),-0.849325 # DEPENDENCYPART_ARC
(32,26),-1.32395 # DEPENDENCYPART_ARC
(32,27),-1.93416 # DEPENDENCYPART_ARC
(32,28),-1.46886 # DEPENDENCYPART_ARC
(32,30),-1.12431 # DEPENDENCYPART_ARC
(32,33),0.680168 # DEPENDENCYPART_ARC
(32,34),-1.07887 # DEPENDENCYPART_ARC
(32,35),-0.98786 # DEPENDENCYPART_ARC
(32,36),-0.523897 # DEPENDENCYPART_ARC
(33,32),-1.04364 # DEPENDENCYPART_ARC
(33,34),-1.47959 # DEPENDENCYPART_ARC
(33,35),-2.25353 # DEPENDENCYPART_ARC
(33,36),-1.59503 # DEPENDENCYPART_ARC
(35,32),-2.30062 # DEPENDENCYPART_ARC
(35,33),-1.61709 # DEPENDENCYPART_ARC
(35,34),-0.893979 # DEPENDENCYPART_ARC
(36,2),-2.93485 # DEPENDENCYPART_ARC
(36,3),-0.719865 # DEPENDENCYPART_ARC
(36,5),-2.42915 # DEPENDENCYPART_ARC
(36,6),-1.83649 # DEPENDENCYPART_ARC
(36,12),-2.31104 # DEPENDENCYPART_ARC
(36,14),-2.39853 # DEPENDENCYPART_ARC
(36,16),-1.20547 # DEPENDENCYPART_ARC
(36,18),-0.288714 # DEPENDENCYPART_ARC
(36,19),-2.16924 # DEPENDENCYPART_ARC
(36,20),-1.72845 # DEPENDENCYPART_ARC
(36,22),-0.396294 # DEPENDENCYPART_ARC
(36,23),-1.89318 # DEPENDENCYPART_ARC
(36,24),-1.3467 # DEPENDENCYPART_ARC
(36,25),-1.14063 # DEPENDENCYPART_ARC
(36,26),-1.91984 # DEPENDENCYPART_ARC
(36,27),-1.62881 # DEPENDENCYPART_ARC
(36,28),-1.1978 # DEPENDENCYPART_ARC
(36,29),-1.31274 # DEPENDENCYPART_ARC
(36,30),-1.63856 # DEPENDENCYPART_ARC
(36,31),-0.51376 # DEPENDENCYPART_ARC
(36,32),-1.36732 # DEPENDENCYPART_ARC
(36,33),-0.570804 # DEPENDENCYPART_ARC
(36,34),1.30008 # DEPENDENCYPART_ARC
(36,35),0.977215 # DEPENDENCYPART_ARC
(36,37),0.64329 # DEPENDENCYPART_ARC
(0,3),(0,18),-1.03497 # DEPENDENCYPART_SIBL
(0,3),(0,36),-1.74347 # DEPENDENCYPART_SIBL
(0,18),(0,36),-1.82637 # DEPENDENCYPART_SIBL
(1,2),(1,3),-0.0446 # DEPENDENCYPART_SIBL
(1,2),(1,5),0.00538987 # DEPENDENCYPART_SIBL
(1,2),(1,7),0.16624 # DEPENDENCYPART_SIBL
(1,3),(1,5),-0.0517395 # DEPENDENCYPART_SIBL
(1,3),(1,7),-0.0381922 # DEPENDENCYPART_SIBL
(1,5),(1,7),-0.0760284 # DEPENDENCYPART_SIBL
(2,1),(2,3),0.0581385 # DEPENDENCYPART_SIBL
(2,1),(2,4),0.047802 # DEPENDENCYPART_SIBL
(2,1),(2,5),0.0969603 # DEPENDENCYPART_SIBL
(2,1),(2,6),0.0800628 # DEPENDENCYPART_SIBL
(2,1),(2,11),0.49341 # DEPENDENCYPART_SIBL
(2,3),(2,4),-0.011455 # DEPENDENCYPART_SIBL
(2,3),(2,5),-0.0407559 # DEPENDENCYPART_SIBL
(2,3),(2,6),0.00749076 # DEPENDENCYPART_SIBL
(2,3),(2,11),0.029437 # DEPENDENCYPART_SIBL
(2,4),(2,5),0.0186592 # DEPENDENCYPART_SIBL
(2,4),(2,6),-0.0554621 # DEPENDENCYPART_SIBL
(2,4),(2,11),0.149544 # DEPENDENCYPART_SIBL
(2,5),(2,6),-0.0872069 # DEPENDENCYPART_SIBL
(2,5),(2,11),-0.00179691 # DEPENDENCYPART_SIBL
(2,6),(2,11),0.00671013 # DEPENDENCYPART_SIBL
(3,1),(3,2),-0.319846 # DEPENDENCYPART_SIBL
(3,1),(3,4),0.0829061 # DEPENDENCYPART_SIBL
(3,1),(3,5),0.126117 # DEPENDENCYPART_SIBL
(3,1),(3,6),0.0394571 # DEPENDENCYPART_SIBL
(3,1),(3,7),0.132913 # DEPENDENCYPART_SIBL
(3,1),(3,8),-0.00404319 # DEPENDENCYPART_SIBL
(3,1),(3,9),0.0818309 # DEPENDENCYPART_SIBL
(3,1),(3,10),-0.0351372 # DEPENDENCYPART_SIBL
(3,1),(3,11),0.227766 # DEPENDENCYPART_SIBL
(3,1),(3,13),0.0955635 # DEPENDENCYPART_SIBL
(3,1),(3,15),0.0599503 # DEPENDENCYPART_SIBL
(3,1),(3,18),-0.0174475 # DEPENDENCYPART_SIBL
(3,1),(3,20),0.0955635 # DEPENDENCYPART_SIBL
(3,1),(3,22),-0.0174475 # DEPENDENCYPART_SIBL
(3,1),(3,24),0.119133 # DEPENDENCYPART_SIBL
(3,1),(3,29),0.0955635 # DEPENDENCYPART_SIBL
(3,1),(3,37),0.093651 # DEPENDENCYPART_SIBL
(3,2),(3,4),0.0900361 # DEPENDENCYPART_SIBL
(3,2),(3,5),0.0307206 # DEPENDENCYPART_SIBL
(3,2),(3,6),0.0599609 # DEPENDENCYPART_SIBL
(3,2),(3,7),0.00898164 # DEPENDENCYPART_SIBL
(3,2),(3,8),-0.0427574 # DEPENDENCYPART_SIBL
(3,2),(3,9),0.00458164 # DEPENDENCYPART_SIBL
(3,2),(3,10),-0.0580476 # DEPENDENCYPART_SIBL
(3,2),(3,11),0.0923559 # DEPENDENCYPART_SIBL
(3,2),(3,13),0.0768952 # DEPENDENCYPART_SIBL
(3,2),(3,15),0.0561202 # DEPENDENCYPART_SIBL
(3,2),(3,18),0.00685268 # DEPENDENCYPART_SIBL
(3,2),(3,20),0.0768952 # DEPENDENCYPART_SIBL
(3,2),(3,22),0.00685268 # DEPENDENCYPART_SIBL
(3,2),(3,24),0.126057 # DEPENDENCYPART_SIBL
(3,2),(3,29),0.0768952 # DEPENDENCYPART_SIBL
(3,2),(3,37),0.0948337 # DEPENDENCYPART_SIBL
(3,4),(3,5),0.273049 # DEPENDENCYPART_SIBL
(3,4),(3,6),0.0160421 # DEPENDENCYPART_SIBL
(3,4),(3,7),0.04192 # DEPENDENCYPART_SIBL
(3,4),(3,8),0.0303487 # DEPENDENCYPART_SIBL
(3,4),(3,9),-0.123164 # DEPENDENCYPART_SIBL
(3,4),(3,10),0.0150224 # DEPENDENCYPART_SIBL
(3,4),(3,11),-0.0185971 # DEPENDENCYPART_SIBL
(3,4),(3,13),0.00319888 # DEPENDENCYPART_SIBL
(3,4),(3,15),0.0842084 # DEPENDENCYPART_SIBL
(3,4),(3,18),-0.0720889 # DEPENDENCYPART_SIBL
(3,4),(3,20),0.00319888 # DEPENDENCYPART_SIBL
(3,4),(3,22),-0.0720889 # DEPENDENCYPART_SIBL
(3,4),(3,24),0.0249121 # DEPENDENCYPART_SIBL
(3,4),(3,29),0.00319888 # DEPENDENCYPART_SIBL
(3,4),(3,37),0.100014 # DEPENDENCYPART_SIBL
(3,5),(3,6),-0.313562 # DEPENDENCYPART_SIBL
(3,5),(3,7),-0.381957 # DEPENDENCYPART_SIBL
(3,5),(3,8),-0.326289 # DEPENDENCYPART_SIBL
(3,5),(3,9),-0.493656 # DEPENDENCYPART_SIBL
(3,5),(3,10),-0.328933 # DEPENDENCYPART_SIBL
(3,5),(3,11),-0.388554 # DEPENDENCYPART_SIBL
(3,5),(3,13),0.110015 # DEPENDENCYPART_SIBL
(3,5),(3,15),-0.0602761 # DEPENDENCYPART_SIBL
(3,5),(3,18),-0.157298 # DEPENDENCYPART_SIBL
(3,5),(3,20),0.110015 # DEPENDENCYPART_SIBL
(3,5),(3,22),-0.157298 # DEPENDENCYPART_SIBL
(3,5),(3,24),-0.0423468 # DEPENDENCYPART_SIBL
(3,5),(3,29),0.110015 # DEPENDENCYPART_SIBL
(3,5),(3,37),0.0830943 # DEPENDENCYPART_SIBL
(3,6),(3,7),-0.183947 # DEPENDENCYPART_SIBL
(3,6),(3,8),-0.230749 # DEPENDENCYPART_SIBL
(3,6),(3,9),-0.373208 # DEPENDENCYPART_SIBL
(3,6),(3,10),-0.23367 # DEPENDENCYPART_SIBL
(3,6),(3,11),-0.197697 # DEPENDENCYPART_SIBL
(3,6),(3,13),-0.0251542 # DEPENDENCYPART_SIBL
(3,6),(3,15),-0.0152516 # DEPENDENCYPART_SIBL
(3,6),(3,18),-0.107971 # DEPENDENCYPART_SIBL
(3,6),(3,20),-0.0251542 # DEPENDENCYPART_SIBL
(3,6),(3,22),-0.107971 # DEPENDENCYPART_SIBL
(3,6),(3,24),0.0400473 # DEPENDENCYPART_SIBL
(3,6),(3,29),-0.0251542 # DEPENDENCYPART_SIBL
(3,6),(3,37),-0.00714176 # DEPENDENCYPART_SIBL
(3,7),(3,8),-0.136739 # DEPENDENCYPART_SIBL
(3,7),(3,9),-0.247401 # DEPENDENCYPART_SIBL
(3,7),(3,10),-0.140639 # DEPENDENCYPART_SIBL
(3,7),(3,11),-0.0289171 # DEPENDENCYPART_SIBL
(3,7),(3,13),0.0656211 # DEPENDENCYPART_SIBL
(3,7),(3,15),0.0229939 # DEPENDENCYPART_SIBL
(3,7),(3,18),-0.0790045 # DEPENDENCYPART_SIBL
(3,7),(3,20),0.0656211 # DEPENDENCYPART_SIBL
(3,7),(3,22),-0.0790045 # DEPENDENCYPART_SIBL
(3,7),(3,24),0.0375605 # DEPENDENCYPART_SIBL
(3,7),(3,29),0.0656211 # DEPENDENCYPART_SIBL
(3,7),(3,37),0.00849861 # DEPENDENCYPART_SIBL
(3,8),(3,9),-0.322258 # DEPENDENCYPART_SIBL
(3,8),(3,10),-0.209159 # DEPENDENCYPART_SIBL
(3,8),(3,11),-0.049228 # DEPENDENCYPART_SIBL
