# _root_ Mercury shares closed yesterday at $ 4.625 , up 50 cents , in New York Stock Exchange composite trading .
#goldHeads=2,3,0,3,3,7,5,3,3,11,9,3,3,19,19,19,19,19,13,3,
#predictedHeads=2,3,0,3,3,7,5,3,3,11,9,3,3,19,19,19,19,19,13,3,
(7,8),0.372698 # DEPENDENCYPART_ARC
(7,9),-0.812524 # DEPENDENCYPART_ARC
(7,10),-1.50316 # DEPENDENCYPART_ARC
(7,12),-1.27481 # DEPENDENCYPART_ARC
(7,13),-1.08811 # DEPENDENCYPART_ARC
(7,15),-1.3798 # DEPENDENCYPART_ARC
(7,16),-1.32535 # DEPENDENCYPART_ARC
(7,17),-1.40394 # DEPENDENCYPART_ARC
(7,20),-0.983121 # DEPENDENCYPART_ARC
(9,2),-2.09376 # DEPENDENCYPART_ARC
(9,4),-1.95541 # DEPENDENCYPART_ARC
(9,5),-1.89115 # DEPENDENCYPART_ARC
(9,6),-1.75617 # DEPENDENCYPART_ARC
(9,8),-0.0876961 # DEPENDENCYPART_ARC
(9,10),0.364738 # DEPENDENCYPART_ARC
(9,11),-0.202206 # DEPENDENCYPART_ARC
(9,12),-0.798501 # DEPENDENCYPART_ARC
(9,13),-1.39824 # DEPENDENCYPART_ARC
(9,14),-1.29347 # DEPENDENCYPART_ARC
(10,7),-1.75016 # DEPENDENCYPART_ARC
(10,9),-0.0395475 # DEPENDENCYPART_ARC
(10,13),-1.85511 # DEPENDENCYPART_ARC
(10,19),-2.2156 # DEPENDENCYPART_ARC
(11,4),-2.62197 # DEPENDENCYPART_ARC
(11,5),-1.78723 # DEPENDENCYPART_ARC
(11,6),-1.82398 # DEPENDENCYPART_ARC
(11,7),-1.91534 # DEPENDENCYPART_ARC
(11,8),-1.40866 # DEPENDENCYPART_ARC
(11,9),-0.397499 # DEPENDENCYPART_ARC
(11,10),0.783123 # DEPENDENCYPART_ARC
(11,12),-0.0543684 # DEPENDENCYPART_ARC
(11,13),-1.73574 # DEPENDENCYPART_ARC
(11,14),-1.57382 # DEPENDENCYPART_ARC
(11,15),-1.73199 # DEPENDENCYPART_ARC
(11,16),-1.91679 # DEPENDENCYPART_ARC
(11,17),-2.13893 # DEPENDENCYPART_ARC
(11,18),-1.75331 # DEPENDENCYPART_ARC
(11,19),-2.33622 # DEPENDENCYPART_ARC
(11,20),-1.91946 # DEPENDENCYPART_ARC
(12,13),-0.621367 # DEPENDENCYPART_ARC
(13,11),-1.76925 # DEPENDENCYPART_ARC
(13,12),0.000376859 # DEPENDENCYPART_ARC
(13,14),0.19199 # DEPENDENCYPART_ARC
(13,15),-0.680031 # DEPENDENCYPART_ARC
(13,16),-1.53555 # DEPENDENCYPART_ARC
(13,17),-1.77528 # DEPENDENCYPART_ARC
(13,18),-1.26885 # DEPENDENCYPART_ARC
(13,19),-1.95874 # DEPENDENCYPART_ARC
(14,15),-0.509177 # DEPENDENCYPART_ARC
(14,16),-1.45105 # DEPENDENCYPART_ARC
(14,17),-1.92533 # DEPENDENCYPART_ARC
(15,11),-3.3789 # DEPENDENCYPART_ARC
(15,14),-0.161638 # DEPENDENCYPART_ARC
(15,16),-0.613651 # DEPENDENCYPART_ARC
(15,17),-1.69306 # DEPENDENCYPART_ARC
(16,11),-2.95367 # DEPENDENCYPART_ARC
(16,14),-0.686312 # DEPENDENCYPART_ARC
(16,15),0.0656227 # DEPENDENCYPART_ARC
(16,17),-0.72823 # DEPENDENCYPART_ARC
(16,18),-1.33429 # DEPENDENCYPART_ARC
(17,11),-2.64517 # DEPENDENCYPART_ARC
(17,12),-1.82722 # DEPENDENCYPART_ARC
(17,14),-0.399768 # DEPENDENCYPART_ARC
(17,15),-0.0107571 # DEPENDENCYPART_ARC
(17,16),1.01347 # DEPENDENCYPART_ARC
(17,18),-0.29738 # DEPENDENCYPART_ARC
(17,19),-1.42536 # DEPENDENCYPART_ARC
(17,20),-1.0959 # DEPENDENCYPART_ARC
(18,15),-1.02285 # DEPENDENCYPART_ARC
(18,16),-1.01126 # DEPENDENCYPART_ARC
(18,17),-0.136735 # DEPENDENCYPART_ARC
(18,20),-1.31816 # DEPENDENCYPART_ARC
(19,8),-1.75723 # DEPENDENCYPART_ARC
(19,10),-1.55201 # DEPENDENCYPART_ARC
(19,12),-1.47858 # DEPENDENCYPART_ARC
(19,14),0.084755 # DEPENDENCYPART_ARC
(19,15),0.127897 # DEPENDENCYPART_ARC
(19,16),0.232939 # DEPENDENCYPART_ARC
(19,17),0.372596 # DEPENDENCYPART_ARC
(19,18),1.76443 # DEPENDENCYPART_ARC
(19,20),-0.407824 # DEPENDENCYPART_ARC
(20,19),-0.295594 # DEPENDENCYPART_ARC
(0,2),(0,3),-0.108869 # DEPENDENCYPART_SIBL
(0,2),(0,4),-0.026387 # DEPENDENCYPART_SIBL
(0,3),(0,4),-0.0551735 # DEPENDENCYPART_SIBL
(1,2),(1,3),-0.034873 # DEPENDENCYPART_SIBL
(1,2),(1,4),-0.00493128 # DEPENDENCYPART_SIBL
(1,2),(1,5),-0.0139924 # DEPENDENCYPART_SIBL
(1,2),(1,6),-0.00511492 # DEPENDENCYPART_SIBL
(1,2),(1,7),-0.0218321 # DEPENDENCYPART_SIBL
(1,2),(1,8),0.000912778 # DEPENDENCYPART_SIBL
(1,2),(1,20),0.00944311 # DEPENDENCYPART_SIBL
(1,3),(1,4),-0.0232311 # DEPENDENCYPART_SIBL
(1,3),(1,5),-0.00745577 # DEPENDENCYPART_SIBL
(1,3),(1,6),0.0118201 # DEPENDENCYPART_SIBL
(1,3),(1,7),-0.0252363 # DEPENDENCYPART_SIBL
(1,3),(1,8),0.0345801 # DEPENDENCYPART_SIBL
(1,3),(1,20),0.000422037 # DEPENDENCYPART_SIBL
(1,4),(1,5),-0.0142959 # DEPENDENCYPART_SIBL
(1,4),(1,6),0.00235282 # DEPENDENCYPART_SIBL
(1,4),(1,7),-0.0143642 # DEPENDENCYPART_SIBL
(1,4),(1,8),0.00648101 # DEPENDENCYPART_SIBL
(1,4),(1,20),0.0259377 # DEPENDENCYPART_SIBL
(1,5),(1,6),-0.0103714 # DEPENDENCYPART_SIBL
(1,5),(1,7),-0.0299041 # DEPENDENCYPART_SIBL
(1,5),(1,8),0.031603 # DEPENDENCYPART_SIBL
(1,5),(1,20),0.052676 # DEPENDENCYPART_SIBL
(1,6),(1,7),-0.0400302 # DEPENDENCYPART_SIBL
(1,6),(1,8),-0.0172435 # DEPENDENCYPART_SIBL
(1,6),(1,20),0.0151614 # DEPENDENCYPART_SIBL
(1,7),(1,8),0.0113698 # DEPENDENCYPART_SIBL
(1,7),(1,20),0.0221762 # DEPENDENCYPART_SIBL
(1,8),(1,20),-0.00261008 # DEPENDENCYPART_SIBL
(2,1),(2,3),-0.0273231 # DEPENDENCYPART_SIBL
(2,1),(2,4),0.0219139 # DEPENDENCYPART_SIBL
(2,1),(2,5),0.054899 # DEPENDENCYPART_SIBL
(2,1),(2,7),-0.0618028 # DEPENDENCYPART_SIBL
(2,1),(2,8),0.0786145 # DEPENDENCYPART_SIBL
(2,1),(2,9),0.00576537 # DEPENDENCYPART_SIBL
(2,1),(2,10),-0.0608329 # DEPENDENCYPART_SIBL
(2,1),(2,11),-0.00139337 # DEPENDENCYPART_SIBL
(2,1),(2,12),0.0786145 # DEPENDENCYPART_SIBL
(2,1),(2,13),-0.0247769 # DEPENDENCYPART_SIBL
(2,1),(2,19),0.0143391 # DEPENDENCYPART_SIBL
(2,1),(2,20),-0.0330783 # DEPENDENCYPART_SIBL
(2,3),(2,4),-0.0314045 # DEPENDENCYPART_SIBL
(2,3),(2,5),-0.00159509 # DEPENDENCYPART_SIBL
(2,3),(2,7),-0.022599 # DEPENDENCYPART_SIBL
(2,3),(2,8),0.000683375 # DEPENDENCYPART_SIBL
(2,3),(2,9),-0.0175786 # DEPENDENCYPART_SIBL
(2,3),(2,10),-0.0233068 # DEPENDENCYPART_SIBL
(2,3),(2,11),-0.0364142 # DEPENDENCYPART_SIBL
(2,3),(2,12),0.000683375 # DEPENDENCYPART_SIBL
(2,3),(2,13),0.0097625 # DEPENDENCYPART_SIBL
(2,3),(2,19),-0.0355501 # DEPENDENCYPART_SIBL
(2,3),(2,20),-0.00660609 # DEPENDENCYPART_SIBL
(2,4),(2,5),-0.0111791 # DEPENDENCYPART_SIBL
(2,4),(2,7),-0.0162154 # DEPENDENCYPART_SIBL
(2,4),(2,8),-0.0392084 # DEPENDENCYPART_SIBL
(2,4),(2,9),0.0236842 # DEPENDENCYPART_SIBL
(2,4),(2,10),-0.0169294 # DEPENDENCYPART_SIBL
(2,4),(2,11),-0.0305933 # DEPENDENCYPART_SIBL
(2,4),(2,12),-0.0392084 # DEPENDENCYPART_SIBL
(2,4),(2,13),-0.0147478 # DEPENDENCYPART_SIBL
(2,4),(2,19),-0.0280567 # DEPENDENCYPART_SIBL
(2,4),(2,20),0.0141386 # DEPENDENCYPART_SIBL
(2,5),(2,7),-0.0444054 # DEPENDENCYPART_SIBL
(2,5),(2,8),-0.0344066 # DEPENDENCYPART_SIBL
(2,5),(2,9),0.0277815 # DEPENDENCYPART_SIBL
(2,5),(2,10),-0.0451209 # DEPENDENCYPART_SIBL
(2,5),(2,11),-0.0414672 # DEPENDENCYPART_SIBL
(2,5),(2,12),-0.0344066 # DEPENDENCYPART_SIBL
(2,5),(2,13),-0.0220485 # DEPENDENCYPART_SIBL
(2,5),(2,19),-0.0285952 # DEPENDENCYPART_SIBL
(2,5),(2,20),0.0295379 # DEPENDENCYPART_SIBL
(2,7),(2,8),-0.020623 # DEPENDENCYPART_SIBL
(2,7),(2,9),0.0233441 # DEPENDENCYPART_SIBL
(2,7),(2,10),-0.005105 # DEPENDENCYPART_SIBL
(2,7),(2,11),-0.0421191 # DEPENDENCYPART_SIBL
(2,7),(2,12),-0.020623 # DEPENDENCYPART_SIBL
(2,7),(2,13),0.00310975 # DEPENDENCYPART_SIBL
(2,7),(2,19),-0.0410086 # DEPENDENCYPART_SIBL
(2,7),(2,20),0.0174481 # DEPENDENCYPART_SIBL
(2,8),(2,9),0.075404 # DEPENDENCYPART_SIBL
(2,8),(2,10),0.0513549 # DEPENDENCYPART_SIBL
(2,8),(2,11),0.0205438 # DEPENDENCYPART_SIBL
(2,8),(2,12),0.0116397 # DEPENDENCYPART_SIBL
(2,8),(2,13),0.0293966 # DEPENDENCYPART_SIBL
(2,8),(2,19),0.0238687 # DEPENDENCYPART_SIBL
(2,8),(2,20),0.00605082 # DEPENDENCYPART_SIBL
(2,9),(2,10),-0.0300006 # DEPENDENCYPART_SIBL
(2,9),(2,11),-0.00212941 # DEPENDENCYPART_SIBL
(2,9),(2,12),-0.0448052 # DEPENDENCYPART_SIBL
(2,9),(2,13),-0.00127477 # DEPENDENCYPART_SIBL
(2,9),(2,19),0.00228718 # DEPENDENCYPART_SIBL
(2,9),(2,20),-0.00592082 # DEPENDENCYPART_SIBL
(2,10),(2,11),-0.0337189 # DEPENDENCYPART_SIBL
(2,10),(2,12),-0.0130194 # DEPENDENCYPART_SIBL
(2,10),(2,13),0.00883514 # DEPENDENCYPART_SIBL
(2,10),(2,19),-0.0326075 # DEPENDENCYPART_SIBL
(2,10),(2,20),0.0154504 # DEPENDENCYPART_SIBL
(2,11),(2,12),0.0137929 # DEPENDENCYPART_SIBL
(2,11),(2,13),-0.0112602 # DEPENDENCYPART_SIBL
(2,11),(2,19),-0.00865596 # DEPENDENCYPART_SIBL
(2,11),(2,20),0.0323448 # DEPENDENCYPART_SIBL
(2,12),(2,13),0.0293966 # DEPENDENCYPART_SIBL
(2,12),(2,19),0.0238687 # DEPENDENCYPART_SIBL
(2,12),(2,20),0.00605082 # DEPENDENCYPART_SIBL
(2,13),(2,19),-0.00199942 # DEPENDENCYPART_SIBL
(2,13),(2,20),0.0160602 # DEPENDENCYPART_SIBL
(2,19),(2,20),0.00997612 # DEPENDENCYPART_SIBL
(3,1),(3,2),-0.0349901 # DEPENDENCYPART_SIBL
(3,1),(3,4),0.0108743 # DEPENDENCYPART_SIBL
(3,1),(3,5),0.0984872 # DEPENDENCYPART_SIBL
(3,1),(3,6),-0.0472172 # DEPENDENCYPART_SIBL
(3,1),(3,7),0.0231056 # DEPENDENCYPART_SIBL
(3,1),(3,8),-0.0356918 # DEPENDENCYPART_SIBL
(3,1),(3,9),0.112766 # DEPENDENCYPART_SIBL
(3,1),(3,11),0.00700616 # DEPENDENCYPART_SIBL
(3,1),(3,12),-0.0356918 # DEPENDENCYPART_SIBL
(3,1),(3,13),0.0639057 # DEPENDENCYPART_SIBL
(3,1),(3,18),0.0320579 # DEPENDENCYPART_SIBL
(3,1),(3,19),0.0336654 # DEPENDENCYPART_SIBL
(3,1),(3,20),0.0713333 # DEPENDENCYPART_SIBL
(3,2),(3,4),0.0335021 # DEPENDENCYPART_SIBL
(3,2),(3,5),0.108288 # DEPENDENCYPART_SIBL
(3,2),(3,6),-0.0368692 # DEPENDENCYPART_SIBL
(3,2),(3,7),0.0474573 # DEPENDENCYPART_SIBL
(3,2),(3,8),-0.0217171 # DEPENDENCYPART_SIBL
(3,2),(3,9),0.131952 # DEPENDENCYPART_SIBL
(3,2),(3,11),0.0447488 # DEPENDENCYPART_SIBL
(3,2),(3,12),-0.0217171 # DEPENDENCYPART_SIBL
(3,2),(3,13),0.0760416 # DEPENDENCYPART_SIBL
(3,2),(3,18),0.0461608 # DEPENDENCYPART_SIBL
(3,2),(3,19),0.0647725 # DEPENDENCYPART_SIBL
(3,2),(3,20),0.0716105 # DEPENDENCYPART_SIBL
(3,4),(3,5),0.0890082 # DEPENDENCYPART_SIBL
(3,4),(3,6),-0.00055566 # DEPENDENCYPART_SIBL
(3,4),(3,7),0.0174563 # DEPENDENCYPART_SIBL
(3,4),(3,8),0.092848 # DEPENDENCYPART_SIBL
(3,4),(3,9),0.130353 # DEPENDENCYPART_SIBL
(3,4),(3,11),-0.00797125 # DEPENDENCYPART_SIBL
(3,4),(3,12),0.092848 # DEPENDENCYPART_SIBL
(3,4),(3,13),0.114535 # DEPENDENCYPART_SIBL
(3,4),(3,18),0.0117802 # DEPENDENCYPART_SIBL
(3,4),(3,19),0.00920277 # DEPENDENCYPART_SIBL
(3,4),(3,20),0.0733775 # DEPENDENCYPART_SIBL
(3,5),(3,6),-0.0233979 # DEPENDENCYPART_SIBL
(3,5),(3,7),0.00286542 # DEPENDENCYPART_SIBL
(3,5),(3,8),0.171054 # DEPENDENCYPART_SIBL
(3,5),(3,9),0.170588 # DEPENDENCYPART_SIBL
(3,5),(3,11),-0.0106372 # DEPENDENCYPART_SIBL
(3,5),(3,12),0.171054 # DEPENDENCYPART_SIBL
(3,5),(3,13),0.0912022 # DEPENDENCYPART_SIBL
(3,5),(3,18),0.0225256 # DEPENDENCYPART_SIBL
(3,5),(3,19),0.0282324 # DEPENDENCYPART_SIBL
(3,5),(3,20),0.0557322 # DEPENDENCYPART_SIBL
(3,6),(3,7),-0.0433531 # DEPENDENCYPART_SIBL
(3,6),(3,8),0.0267981 # DEPENDENCYPART_SIBL
(3,6),(3,9),0.00692743 # DEPENDENCYPART_SIBL
(3,6),(3,11),-0.0257845 # DEPENDENCYPART_SIBL
(3,6),(3,12),0.0267981 # DEPENDENCYPART_SIBL
(3,6),(3,13),-0.00215553 # DEPENDENCYPART_SIBL
(3,6),(3,18),-0.0118421 # DEPENDENCYPART_SIBL
(3,6),(3,19),-0.00811268 # DEPENDENCYPART_SIBL
(3,6),(3,20),0.0162675 # DEPENDENCYPART_SIBL
(3,7),(3,8),0.0340348 # DEPENDENCYPART_SIBL
(3,7),(3,9),0.0387465 # DEPENDENCYPART_SIBL
(3,7),(3,11),-0.063463 # DEPENDENCYPART_SIBL
(3,7),(3,12),0.0340348 # DEPENDENCYPART_SIBL
(3,7),(3,13),0.0078217 # DEPENDENCYPART_SIBL
(3,7),(3,18),-0.0408017 # DEPENDENCYPART_SIBL
(3,7),(3,19),-0.049888 # DEPENDENCYPART_SIBL
(3,7),(3,20),0.0199458 # DEPENDENCYPART_SIBL
(3,8),(3,9),0.0891695 # DEPENDENCYPART_SIBL
(3,8),(3,11),-0.0325558 # DEPENDENCYPART_SIBL
(3,8),(3,12),0.0740268 # DEPENDENCYPART_SIBL
(3,8),(3,13),0.0697822 # DEPENDENCYPART_SIBL
(3,8),(3,18),0.0330328 # DEPENDENCYPART_SIBL
(3,8),(3,19),-0.0100759 # DEPENDENCYPART_SIBL
(3,8),(3,20),0.0637029 # DEPENDENCYPART_SIBL
(3,9),(3,11),-0.0483982 # DEPENDENCYPART_SIBL
(3,9),(3,12),0.0478875 # DEPENDENCYPART_SIBL
(3,9),(3,13),0.0290834 # DEPENDENCYPART_SIBL
(3,9),(3,18),0.0107508 # DEPENDENCYPART_SIBL
(3,9),(3,19),-0.0286382 # DEPENDENCYPART_SIBL
(3,9),(3,20),0.0622646 # DEPENDENCYPART_SIBL
(3,11),(3,12),0.0782309 # DEPENDENCYPART_SIBL
(3,11),(3,13),0.0345959 # DEPENDENCYPART_SIBL
(3,11),(3,18),-0.0225273 # DEPENDENCYPART_SIBL
(3,11),(3,19),-0.0338917 # DEPENDENCYPART_SIBL
(3,11),(3,20),0.0218529 # DEPENDENCYPART_SIBL
(3,12),(3,13),0.0697822 # DEPENDENCYPART_SIBL
(3,12),(3,18),0.0330328 # DEPENDENCYPART_SIBL
(3,12),(3,19),-0.0100759 # DEPENDENCYPART_SIBL
(3,12),(3,20),0.0637029 # DEPENDENCYPART_SIBL
(3,13),(3,18),-0.0118447 # DEPENDENCYPART_SIBL
(3,13),(3,19),0.0161327 # DEPENDENCYPART_SIBL
(3,13),(3,20),0.0440633 # DEPENDENCYPART_SIBL
(3,18),(3,19),-0.00294656 # DEPENDENCYPART_SIBL
(3,18),(3,20),0.0640699 # DEPENDENCYPART_SIBL
(3,19),(3,20),0.0264027 # DEPENDENCYPART_SIBL
(4,1),(4,2),-0.138451 # DEPENDENCYPART_SIBL
(4,1),(4,3),0.0018389 # DEPENDENCYPART_SIBL
(4,1),(4,5),0.0939831 # DEPENDENCYPART_SIBL
(4,1),(4,6),-0.0220958 # DEPENDENCYPART_SIBL
(4,1),(4,7),-0.0633568 # DEPENDENCYPART_SIBL
(4,1),(4,8),0.0631595 # DEPENDENCYPART_SIBL
(4,1),(4,9),0.0323134 # DEPENDENCYPART_SIBL
(4,1),(4,10),-0.0623869 # DEPENDENCYPART_SIBL
(4,1),(4,11),0.0143326 # DEPENDENCYPART_SIBL
(4,1),(4,12),0.0631595 # DEPENDENCYPART_SIBL
(4,1),(4,13),-0.000107049 # DEPENDENCYPART_SIBL
(4,1),(4,19),0.0300656 # DEPENDENCYPART_SIBL
(4,1),(4,20),0.0131217 # DEPENDENCYPART_SIBL
(4,2),(4,3),0.0015583 # DEPENDENCYPART_SIBL
(4,2),(4,5),0.0830968 # DEPENDENCYPART_SIBL
(4,2),(4,6),-0.0309004 # DEPENDENCYPART_SIBL
(4,2),(4,7),-0.0676972 # DEPENDENCYPART_SIBL
(4,2),(4,8),0.0477707 # DEPENDENCYPART_SIBL
(4,2),(4,9),0.0263855 # DEPENDENCYPART_SIBL
(4,2),(4,10),-0.0676654 # DEPENDENCYPART_SIBL
(4,2),(4,11),0.022252 # DEPENDENCYPART_SIBL
(4,2),(4,12),0.0477707 # DEPENDENCYPART_SIBL
(4,2),(4,13),-0.00982379 # DEPENDENCYPART_SIBL
(4,2),(4,19),0.0346684 # DEPENDENCYPART_SIBL
(4,2),(4,20),-0.00257211 # DEPENDENCYPART_SIBL
(4,3),(4,5),0.0245228 # DEPENDENCYPART_SIBL
(4,3),(4,6),-0.0374013 # DEPENDENCYPART_SIBL
(4,3),(4,7),-0.100393 # DEPENDENCYPART_SIBL
(4,3),(4,8),-0.0258956 # DEPENDENCYPART_SIBL
(4,3),(4,9),-0.0266588 # DEPENDENCYPART_SIBL
(4,3),(4,10),-0.101592 # DEPENDENCYPART_SIBL
(4,3),(4,11),-0.0258384 # DEPENDENCYPART_SIBL
(4,3),(4,12),-0.0258956 # DEPENDENCYPART_SIBL
(4,3),(4,13),0.0200235 # DEPENDENCYPART_SIBL
(4,3),(4,19),-0.0259976 # DEPENDENCYPART_SIBL
(4,3),(4,20),0.0494171 # DEPENDENCYPART_SIBL
(4,5),(4,6),-0.0145068 # DEPENDENCYPART_SIBL
(4,5),(4,7),-0.0340479 # DEPENDENCYPART_SIBL
(4,5),(4,8),0.000525673 # DEPENDENCYPART_SIBL
(4,5),(4,9),0.0363815 # DEPENDENCYPART_SIBL
(4,5),(4,10),-0.0347635 # DEPENDENCYPART_SIBL
(4,5),(4,11),-0.0283574 # DEPENDENCYPART_SIBL
(4,5),(4,12),0.000525673 # DEPENDENCYPART_SIBL
(4,5),(4,13),-0.019611 # DEPENDENCYPART_SIBL
(4,5),(4,19),-0.0156005 # DEPENDENCYPART_SIBL
(4,5),(4,20),0.0455229 # DEPENDENCYPART_SIBL
(4,6),(4,7),-0.0400387 # DEPENDENCYPART_SIBL
(4,6),(4,8),-0.0431233 # DEPENDENCYPART_SIBL
(4,6),(4,9),-0.0270015 # DEPENDENCYPART_SIBL
(4,6),(4,10),-0.0407444 # DEPENDENCYPART_SIBL
(4,6),(4,11),-0.0211683 # DEPENDENCYPART_SIBL
(4,6),(4,12),-0.0431233 # DEPENDENCYPART_SIBL
(4,6),(4,13),-0.0155595 # DEPENDENCYPART_SIBL
(4,6),(4,19),-0.0138455 # DEPENDENCYPART_SIBL
(4,6),(4,20),0.0129006 # DEPENDENCYPART_SIBL
(4,7),(4,8),-0.0145506 # DEPENDENCYPART_SIBL
(4,7),(4,9),0.0180293 # DEPENDENCYPART_SIBL
(4,7),(4,10),-0.00816213 # DEPENDENCYPART_SIBL
(4,7),(4,11),-0.0416844 # DEPENDENCYPART_SIBL
(4,7),(4,12),-0.0145506 # DEPENDENCYPART_SIBL
(4,7),(4,13),-0.0101864 # DEPENDENCYPART_SIBL
(4,7),(4,19),-0.0406886 # DEPENDENCYPART_SIBL
(4,7),(4,20),0.0199012 # DEPENDENCYPART_SIBL
(4,8),(4,9),0.0174579 # DEPENDENCYPART_SIBL
(4,8),(4,10),0.00449126 # DEPENDENCYPART_SIBL
(4,8),(4,11),-0.0219225 # DEPENDENCYPART_SIBL
(4,8),(4,12),-0.0378333 # DEPENDENCYPART_SIBL
(4,8),(4,13),-0.0355374 # DEPENDENCYPART_SIBL
(4,8),(4,19),-0.0188269 # DEPENDENCYPART_SIBL
(4,8),(4,20),-0.0370491 # DEPENDENCYPART_SIBL
(4,9),(4,10),-0.0343207 # DEPENDENCYPART_SIBL
(4,9),(4,11),-0.00210686 # DEPENDENCYPART_SIBL
(4,9),(4,12),-0.0396881 # DEPENDENCYPART_SIBL
(4,9),(4,13),-0.0152417 # DEPENDENCYPART_SIBL
(4,9),(4,19),0.00219496 # DEPENDENCYPART_SIBL
(4,9),(4,20),-0.00412551 # DEPENDENCYPART_SIBL
(4,10),(4,11),-0.0332842 # DEPENDENCYPART_SIBL
(4,10),(4,12),-0.00694699 # DEPENDENCYPART_SIBL
(4,10),(4,13),-0.00446099 # DEPENDENCYPART_SIBL
(4,10),(4,19),-0.0322875 # DEPENDENCYPART_SIBL
(4,10),(4,20),0.0179036 # DEPENDENCYPART_SIBL
(4,11),(4,12),0.0164477 # DEPENDENCYPART_SIBL
