# _root_ Mindebből azonban hiba volna azt a következtetést levonni , hogy gyermekek tömkelege születne " balkézről " ; sokkal inkább arról van szó , hogy az élettársi kapcsolatok egyre inkább hasonlítanak magára a házasságra .
#goldHeads=8,4,4,0,7,7,8,4,4,4,12,13,1,13,13,13,4,19,21,21,4,21,21,21,27,27,30,29,30,20,30,33,30,4,
#predictedHeads=4,4,4,0,8,7,8,4,4,4,12,13,5,13,13,13,4,19,21,21,5,21,21,21,27,27,30,30,30,20,33,33,30,4,
(4,30),-1.57445 # DEPENDENCYPART_ARC
(4,34),-0.232778 # DEPENDENCYPART_ARC
(5,1),-1.40682 # DEPENDENCYPART_ARC
(5,3),-1.23415 # DEPENDENCYPART_ARC
(5,4),0.410491 # DEPENDENCYPART_ARC
(5,7),-0.709151 # DEPENDENCYPART_ARC
(5,8),-0.0501369 # DEPENDENCYPART_ARC
(5,9),-0.0986203 # DEPENDENCYPART_ARC
(5,10),-0.338996 # DEPENDENCYPART_ARC
(5,11),-0.34498 # DEPENDENCYPART_ARC
(5,12),-0.314914 # DEPENDENCYPART_ARC
(5,13),1.68112 # DEPENDENCYPART_ARC
(5,14),-0.224231 # DEPENDENCYPART_ARC
(5,15),-0.52834 # DEPENDENCYPART_ARC
(5,16),-0.372037 # DEPENDENCYPART_ARC
(5,17),-0.117187 # DEPENDENCYPART_ARC
(5,18),-0.693563 # DEPENDENCYPART_ARC
(5,19),-0.609886 # DEPENDENCYPART_ARC
(5,20),-0.831335 # DEPENDENCYPART_ARC
(5,21),0.45767 # DEPENDENCYPART_ARC
(5,22),-0.563882 # DEPENDENCYPART_ARC
(5,23),-0.329731 # DEPENDENCYPART_ARC
(5,24),-0.0473936 # DEPENDENCYPART_ARC
(5,26),-0.576858 # DEPENDENCYPART_ARC
(5,27),-0.863121 # DEPENDENCYPART_ARC
(5,28),-0.93044 # DEPENDENCYPART_ARC
(5,29),-0.810496 # DEPENDENCYPART_ARC
(5,30),0.629017 # DEPENDENCYPART_ARC
(5,33),-1.14209 # DEPENDENCYPART_ARC
(7,5),0.56953 # DEPENDENCYPART_ARC
(7,6),1.55785 # DEPENDENCYPART_ARC
(8,1),-0.0565517 # DEPENDENCYPART_ARC
(8,2),0.231411 # DEPENDENCYPART_ARC
(8,3),0.219394 # DEPENDENCYPART_ARC
(8,4),-1.49554 # DEPENDENCYPART_ARC
(8,5),1.23007 # DEPENDENCYPART_ARC
(8,6),-0.15493 # DEPENDENCYPART_ARC
(8,7),3.65048 # DEPENDENCYPART_ARC
(8,9),0.0532517 # DEPENDENCYPART_ARC
(8,10),0.0972085 # DEPENDENCYPART_ARC
(8,11),-1.37017 # DEPENDENCYPART_ARC
(8,12),-1.07208 # DEPENDENCYPART_ARC
(8,13),0.15294 # DEPENDENCYPART_ARC
(8,14),-0.896266 # DEPENDENCYPART_ARC
(8,15),-1.63673 # DEPENDENCYPART_ARC
(8,16),-0.820875 # DEPENDENCYPART_ARC
(8,17),-0.886866 # DEPENDENCYPART_ARC
(8,20),-2.26107 # DEPENDENCYPART_ARC
(8,21),-1.58285 # DEPENDENCYPART_ARC
(8,23),-1.65594 # DEPENDENCYPART_ARC
(8,24),-4.79936 # DEPENDENCYPART_ARC
(8,30),-1.59028 # DEPENDENCYPART_ARC
(8,34),-1.28897 # DEPENDENCYPART_ARC
(10,1),-1.89171 # DEPENDENCYPART_ARC
(10,2),-1.03582 # DEPENDENCYPART_ARC
(10,3),-1.55103 # DEPENDENCYPART_ARC
(10,4),-2.78339 # DEPENDENCYPART_ARC
(10,5),-1.39721 # DEPENDENCYPART_ARC
(10,7),-1.14591 # DEPENDENCYPART_ARC
(10,8),-0.965935 # DEPENDENCYPART_ARC
(10,9),0.22365 # DEPENDENCYPART_ARC
(10,11),-1.11455 # DEPENDENCYPART_ARC
(10,12),-1.51038 # DEPENDENCYPART_ARC
(10,13),-0.635107 # DEPENDENCYPART_ARC
(10,14),-1.05265 # DEPENDENCYPART_ARC
(10,17),-1.09468 # DEPENDENCYPART_ARC
(10,24),-1.69039 # DEPENDENCYPART_ARC
(10,34),-1.26228 # DEPENDENCYPART_ARC
(11,6),-1.46688 # DEPENDENCYPART_ARC
(11,9),-1.05293 # DEPENDENCYPART_ARC
(11,10),-0.784735 # DEPENDENCYPART_ARC
(12,5),-3.51188 # DEPENDENCYPART_ARC
(12,6),-1.99447 # DEPENDENCYPART_ARC
(12,7),-2.97374 # DEPENDENCYPART_ARC
(12,9),-0.418482 # DEPENDENCYPART_ARC
(12,10),-0.410664 # DEPENDENCYPART_ARC
(12,11),3.08411 # DEPENDENCYPART_ARC
(13,1),-0.999032 # DEPENDENCYPART_ARC
(13,2),0.272678 # DEPENDENCYPART_ARC
(13,3),-0.288975 # DEPENDENCYPART_ARC
(13,4),-0.207362 # DEPENDENCYPART_ARC
(13,5),-1.31471 # DEPENDENCYPART_ARC
(13,6),-1.54869 # DEPENDENCYPART_ARC
(13,7),-0.565552 # DEPENDENCYPART_ARC
(13,8),0.312601 # DEPENDENCYPART_ARC
(13,9),-0.354592 # DEPENDENCYPART_ARC
(13,10),-0.166874 # DEPENDENCYPART_ARC
(13,11),1.26775 # DEPENDENCYPART_ARC
(13,12),2.7276 # DEPENDENCYPART_ARC
(13,14),0.216522 # DEPENDENCYPART_ARC
(13,15),0.0234411 # DEPENDENCYPART_ARC
(13,16),-0.0502767 # DEPENDENCYPART_ARC
(13,17),-0.221334 # DEPENDENCYPART_ARC
(13,18),-1.50605 # DEPENDENCYPART_ARC
(13,19),-1.49149 # DEPENDENCYPART_ARC
(13,20),-1.72662 # DEPENDENCYPART_ARC
(13,21),-0.562444 # DEPENDENCYPART_ARC
(13,23),-0.938036 # DEPENDENCYPART_ARC
(13,24),-1.59005 # DEPENDENCYPART_ARC
(13,28),-2.29746 # DEPENDENCYPART_ARC
(13,29),-2.43422 # DEPENDENCYPART_ARC
(13,30),-1.23628 # DEPENDENCYPART_ARC
(13,34),-0.930259 # DEPENDENCYPART_ARC
(15,7),-1.39351 # DEPENDENCYPART_ARC
(15,8),-1.02979 # DEPENDENCYPART_ARC
(15,11),-0.947764 # DEPENDENCYPART_ARC
(15,12),-0.716164 # DEPENDENCYPART_ARC
(15,13),-0.592048 # DEPENDENCYPART_ARC
(15,14),-0.235918 # DEPENDENCYPART_ARC
(15,16),-0.548741 # DEPENDENCYPART_ARC
(15,17),-0.69366 # DEPENDENCYPART_ARC
(15,18),-1.02696 # DEPENDENCYPART_ARC
(15,19),-1.143 # DEPENDENCYPART_ARC
(15,21),-0.908231 # DEPENDENCYPART_ARC
(15,22),-1.75596 # DEPENDENCYPART_ARC
(15,24),-0.901095 # DEPENDENCYPART_ARC
(15,30),-1.23126 # DEPENDENCYPART_ARC
(15,33),-2.33919 # DEPENDENCYPART_ARC
(15,34),-1.81652 # DEPENDENCYPART_ARC
(18,15),-1.2761 # DEPENDENCYPART_ARC
(18,17),-0.94356 # DEPENDENCYPART_ARC
(18,19),-0.987912 # DEPENDENCYPART_ARC
(18,22),-1.38487 # DEPENDENCYPART_ARC
(18,28),-1.42381 # DEPENDENCYPART_ARC
(19,15),-0.991258 # DEPENDENCYPART_ARC
(19,16),-0.953461 # DEPENDENCYPART_ARC
(19,18),0.026907 # DEPENDENCYPART_ARC
(19,22),-1.00582 # DEPENDENCYPART_ARC
(19,27),-1.6897 # DEPENDENCYPART_ARC
(19,28),-1.22629 # DEPENDENCYPART_ARC
(19,29),-1.24802 # DEPENDENCYPART_ARC
(20,4),-0.979199 # DEPENDENCYPART_ARC
(20,8),-1.52355 # DEPENDENCYPART_ARC
(20,13),-0.675589 # DEPENDENCYPART_ARC
(20,15),-1.53925 # DEPENDENCYPART_ARC
(20,18),-1.29629 # DEPENDENCYPART_ARC
(20,19),-0.596705 # DEPENDENCYPART_ARC
(20,21),0.802624 # DEPENDENCYPART_ARC
(20,22),-0.149988 # DEPENDENCYPART_ARC
(20,23),-0.0412231 # DEPENDENCYPART_ARC
(20,24),-0.136697 # DEPENDENCYPART_ARC
(20,26),-0.276163 # DEPENDENCYPART_ARC
(20,27),-0.458619 # DEPENDENCYPART_ARC
(20,28),-0.574768 # DEPENDENCYPART_ARC
(20,29),-0.582948 # DEPENDENCYPART_ARC
(20,30),1.17076 # DEPENDENCYPART_ARC
(20,31),-0.714153 # DEPENDENCYPART_ARC
(20,33),-0.97593 # DEPENDENCYPART_ARC
(20,34),-1.24215 # DEPENDENCYPART_ARC
(21,1),-2.3415 # DEPENDENCYPART_ARC
(21,2),-0.334753 # DEPENDENCYPART_ARC
(21,3),-1.6663 # DEPENDENCYPART_ARC
(21,4),-0.830128 # DEPENDENCYPART_ARC
(21,5),-2.87585 # DEPENDENCYPART_ARC
(21,7),-2.18272 # DEPENDENCYPART_ARC
(21,8),-0.454029 # DEPENDENCYPART_ARC
(21,9),-1.05655 # DEPENDENCYPART_ARC
(21,10),-0.215279 # DEPENDENCYPART_ARC
(21,11),-1.31598 # DEPENDENCYPART_ARC
(21,12),-0.941357 # DEPENDENCYPART_ARC
(21,13),-0.461925 # DEPENDENCYPART_ARC
(21,14),-0.571761 # DEPENDENCYPART_ARC
(21,15),-0.597337 # DEPENDENCYPART_ARC
(21,16),-0.403753 # DEPENDENCYPART_ARC
(21,17),-0.373881 # DEPENDENCYPART_ARC
(21,18),0.621478 # DEPENDENCYPART_ARC
(21,19),1.04581 # DEPENDENCYPART_ARC
(21,20),2.13359 # DEPENDENCYPART_ARC
(21,22),1.9687 # DEPENDENCYPART_ARC
(21,23),0.65067 # DEPENDENCYPART_ARC
(21,24),1.79319 # DEPENDENCYPART_ARC
(21,25),-1.96788 # DEPENDENCYPART_ARC
(21,26),-1.15787 # DEPENDENCYPART_ARC
(21,27),-1.06887 # DEPENDENCYPART_ARC
(21,28),-0.993644 # DEPENDENCYPART_ARC
(21,29),-1.16518 # DEPENDENCYPART_ARC
(21,30),-0.38777 # DEPENDENCYPART_ARC
(21,33),-1.85913 # DEPENDENCYPART_ARC
(21,34),-1.01104 # DEPENDENCYPART_ARC
(22,19),-1.23644 # DEPENDENCYPART_ARC
(22,20),-0.703721 # DEPENDENCYPART_ARC
(22,23),-0.67901 # DEPENDENCYPART_ARC
(22,27),-1.58275 # DEPENDENCYPART_ARC
(24,1),-2.62442 # DEPENDENCYPART_ARC
(24,2),-1.4825 # DEPENDENCYPART_ARC
(24,3),-3.03167 # DEPENDENCYPART_ARC
(24,5),-2.05412 # DEPENDENCYPART_ARC
(24,7),-3.21262 # DEPENDENCYPART_ARC
(24,9),-2.68578 # DEPENDENCYPART_ARC
(24,10),-1.05953 # DEPENDENCYPART_ARC
(24,11),-2.4594 # DEPENDENCYPART_ARC
(24,12),-2.06357 # DEPENDENCYPART_ARC
(24,14),-2.0016 # DEPENDENCYPART_ARC
(24,15),-1.36104 # DEPENDENCYPART_ARC
(24,16),-1.68084 # DEPENDENCYPART_ARC
(24,17),-1.55453 # DEPENDENCYPART_ARC
(24,18),-1.18557 # DEPENDENCYPART_ARC
(24,19),-0.983643 # DEPENDENCYPART_ARC
(24,20),-1.23465 # DEPENDENCYPART_ARC
(24,21),-2.06269 # DEPENDENCYPART_ARC
(24,22),-0.228127 # DEPENDENCYPART_ARC
(24,23),0.0959123 # DEPENDENCYPART_ARC
(24,26),-1.23828 # DEPENDENCYPART_ARC
(24,27),-1.31335 # DEPENDENCYPART_ARC
(24,28),-1.3861 # DEPENDENCYPART_ARC
(24,29),-1.41063 # DEPENDENCYPART_ARC
(24,30),-0.792589 # DEPENDENCYPART_ARC
(24,31),-1.4476 # DEPENDENCYPART_ARC
(24,33),-2.17856 # DEPENDENCYPART_ARC
(24,34),-0.22223 # DEPENDENCYPART_ARC
(25,26),-0.450183 # DEPENDENCYPART_ARC
(26,25),-0.38315 # DEPENDENCYPART_ARC
(27,20),-2.29298 # DEPENDENCYPART_ARC
(27,22),-1.85865 # DEPENDENCYPART_ARC
(27,25),1.4729 # DEPENDENCYPART_ARC
(27,26),2.43288 # DEPENDENCYPART_ARC
(28,26),-1.14866 # DEPENDENCYPART_ARC
(28,27),-0.521609 # DEPENDENCYPART_ARC
(28,29),-0.940671 # DEPENDENCYPART_ARC
(28,33),-1.5808 # DEPENDENCYPART_ARC
(29,26),-0.960102 # DEPENDENCYPART_ARC
(29,27),-0.813977 # DEPENDENCYPART_ARC
(29,28),0.149492 # DEPENDENCYPART_ARC
(29,33),-1.38942 # DEPENDENCYPART_ARC
(30,2),-0.871205 # DEPENDENCYPART_ARC
(30,4),-1.04152 # DEPENDENCYPART_ARC
(30,12),-2.64582 # DEPENDENCYPART_ARC
(30,14),-1.23803 # DEPENDENCYPART_ARC
(30,16),-1.21059 # DEPENDENCYPART_ARC
(30,18),-1.66669 # DEPENDENCYPART_ARC
(30,19),-1.36483 # DEPENDENCYPART_ARC
(30,20),-1.63354 # DEPENDENCYPART_ARC
(30,21),-1.08243 # DEPENDENCYPART_ARC
(30,22),-1.61224 # DEPENDENCYPART_ARC
(30,23),-0.716143 # DEPENDENCYPART_ARC
(30,24),-0.521665 # DEPENDENCYPART_ARC
(30,25),-1.74143 # DEPENDENCYPART_ARC
(30,26),-1.40294 # DEPENDENCYPART_ARC
(30,27),0.999953 # DEPENDENCYPART_ARC
(30,28),0.7257 # DEPENDENCYPART_ARC
(30,29),1.75043 # DEPENDENCYPART_ARC
(30,31),0.870664 # DEPENDENCYPART_ARC
(30,32),-1.04183 # DEPENDENCYPART_ARC
(30,33),0.869323 # DEPENDENCYPART_ARC
(30,34),-0.0913585 # DEPENDENCYPART_ARC
(31,13),-0.547113 # DEPENDENCYPART_ARC
(31,30),0.115336 # DEPENDENCYPART_ARC
(31,33),-1.10012 # DEPENDENCYPART_ARC
(33,25),-1.98265 # DEPENDENCYPART_ARC
(33,31),0.593484 # DEPENDENCYPART_ARC
(33,32),1.64848 # DEPENDENCYPART_ARC
(0,1),(0,2),-0.086368 # DEPENDENCYPART_SIBL
(0,1),(0,3),-0.0332123 # DEPENDENCYPART_SIBL
(0,1),(0,4),-0.109615 # DEPENDENCYPART_SIBL
(0,1),(0,5),-0.0326392 # DEPENDENCYPART_SIBL
(0,1),(0,8),-0.109068 # DEPENDENCYPART_SIBL
(0,1),(0,10),-0.048441 # DEPENDENCYPART_SIBL
(0,1),(0,13),-0.109069 # DEPENDENCYPART_SIBL
(0,1),(0,20),-0.0329183 # DEPENDENCYPART_SIBL
(0,1),(0,21),-0.114829 # DEPENDENCYPART_SIBL
(0,2),(0,3),-0.0700746 # DEPENDENCYPART_SIBL
(0,2),(0,4),-0.134015 # DEPENDENCYPART_SIBL
(0,2),(0,5),-0.0508426 # DEPENDENCYPART_SIBL
(0,2),(0,8),-0.127923 # DEPENDENCYPART_SIBL
(0,2),(0,10),-0.14672 # DEPENDENCYPART_SIBL
(0,2),(0,13),-0.127923 # DEPENDENCYPART_SIBL
(0,2),(0,20),-0.0430854 # DEPENDENCYPART_SIBL
(0,2),(0,21),-0.143639 # DEPENDENCYPART_SIBL
(0,3),(0,4),-0.109168 # DEPENDENCYPART_SIBL
(0,3),(0,5),-0.0288058 # DEPENDENCYPART_SIBL
(0,3),(0,8),-0.107518 # DEPENDENCYPART_SIBL
(0,3),(0,10),-0.136432 # DEPENDENCYPART_SIBL
(0,3),(0,13),-0.104117 # DEPENDENCYPART_SIBL
(0,3),(0,20),-0.0116035 # DEPENDENCYPART_SIBL
(0,3),(0,21),-0.0868176 # DEPENDENCYPART_SIBL
(0,4),(0,5),-0.107367 # DEPENDENCYPART_SIBL
(0,4),(0,8),-0.242514 # DEPENDENCYPART_SIBL
(0,4),(0,10),-0.273363 # DEPENDENCYPART_SIBL
(0,4),(0,13),-0.242514 # DEPENDENCYPART_SIBL
(0,4),(0,20),-0.106471 # DEPENDENCYPART_SIBL
(0,4),(0,21),-0.24772 # DEPENDENCYPART_SIBL
(0,5),(0,8),-0.113275 # DEPENDENCYPART_SIBL
(0,5),(0,10),-0.0658333 # DEPENDENCYPART_SIBL
(0,5),(0,13),-0.113275 # DEPENDENCYPART_SIBL
(0,5),(0,20),-0.0346067 # DEPENDENCYPART_SIBL
(0,5),(0,21),-0.119152 # DEPENDENCYPART_SIBL
(0,8),(0,10),-0.265529 # DEPENDENCYPART_SIBL
(0,8),(0,13),-0.245466 # DEPENDENCYPART_SIBL
(0,8),(0,20),-0.10386 # DEPENDENCYPART_SIBL
(0,8),(0,21),-0.249574 # DEPENDENCYPART_SIBL
(0,10),(0,13),-0.130334 # DEPENDENCYPART_SIBL
(0,10),(0,20),-0.0682828 # DEPENDENCYPART_SIBL
(0,10),(0,21),-0.14977 # DEPENDENCYPART_SIBL
(0,13),(0,20),-0.10386 # DEPENDENCYPART_SIBL
(0,13),(0,21),-0.249574 # DEPENDENCYPART_SIBL
(0,20),(0,21),-0.123001 # DEPENDENCYPART_SIBL
(1,2),(1,3),-0.00751004 # DEPENDENCYPART_SIBL
(1,2),(1,4),0.0199494 # DEPENDENCYPART_SIBL
(1,2),(1,5),-0.0239861 # DEPENDENCYPART_SIBL
(1,2),(1,7),-0.00751004 # DEPENDENCYPART_SIBL
(1,2),(1,8),0.0235902 # DEPENDENCYPART_SIBL
(1,2),(1,9),-0.017001 # DEPENDENCYPART_SIBL
(1,2),(1,10),0.020304 # DEPENDENCYPART_SIBL
(1,2),(1,11),-0.00768922 # DEPENDENCYPART_SIBL
(1,2),(1,12),-0.00751004 # DEPENDENCYPART_SIBL
(1,2),(1,13),0.0235902 # DEPENDENCYPART_SIBL
(1,2),(1,14),-0.0136363 # DEPENDENCYPART_SIBL
(1,2),(1,15),-0.00556174 # DEPENDENCYPART_SIBL
(1,2),(1,16),-0.0136363 # DEPENDENCYPART_SIBL
(1,2),(1,17),-1.18763e-05 # DEPENDENCYPART_SIBL
(1,2),(1,18),-0.0108883 # DEPENDENCYPART_SIBL
(1,2),(1,19),-0.00319139 # DEPENDENCYPART_SIBL
(1,2),(1,21),0.00669591 # DEPENDENCYPART_SIBL
(1,2),(1,22),-0.0084907 # DEPENDENCYPART_SIBL
(1,2),(1,23),-0.017001 # DEPENDENCYPART_SIBL
(1,2),(1,24),0.020304 # DEPENDENCYPART_SIBL
(1,2),(1,26),0.0063249 # DEPENDENCYPART_SIBL
(1,2),(1,27),-0.00658782 # DEPENDENCYPART_SIBL
(1,2),(1,28),-0.00736468 # DEPENDENCYPART_SIBL
(1,2),(1,29),-0.00319139 # DEPENDENCYPART_SIBL
(1,2),(1,30),0.0290972 # DEPENDENCYPART_SIBL
(1,2),(1,33),-0.00758713 # DEPENDENCYPART_SIBL
(1,3),(1,4),-0.00814006 # DEPENDENCYPART_SIBL
(1,3),(1,5),-0.00201357 # DEPENDENCYPART_SIBL
(1,3),(1,7),0.00800097 # DEPENDENCYPART_SIBL
(1,3),(1,8),-0.00878774 # DEPENDENCYPART_SIBL
(1,3),(1,9),0.0128427 # DEPENDENCYPART_SIBL
(1,3),(1,10),-0.00542029 # DEPENDENCYPART_SIBL
(1,3),(1,11),0.00783661 # DEPENDENCYPART_SIBL
(1,3),(1,12),0.00800097 # DEPENDENCYPART_SIBL
(1,3),(1,13),-0.00538739 # DEPENDENCYPART_SIBL
(1,3),(1,14),-0.021657 # DEPENDENCYPART_SIBL
(1,3),(1,15),0.0247345 # DEPENDENCYPART_SIBL
(1,3),(1,16),-0.021657 # DEPENDENCYPART_SIBL
(1,3),(1,17),0.00279229 # DEPENDENCYPART_SIBL
(1,3),(1,18),0.018049 # DEPENDENCYPART_SIBL
(1,3),(1,19),0.0165004 # DEPENDENCYPART_SIBL
(1,3),(1,21),0.00626847 # DEPENDENCYPART_SIBL
(1,3),(1,22),0.00939161 # DEPENDENCYPART_SIBL
(1,3),(1,23),0.0128427 # DEPENDENCYPART_SIBL
(1,3),(1,24),-0.00542029 # DEPENDENCYPART_SIBL
(1,3),(1,26),0.0930049 # DEPENDENCYPART_SIBL
(1,3),(1,27),0.00791735 # DEPENDENCYPART_SIBL
(1,3),(1,28),0.0219396 # DEPENDENCYPART_SIBL
(1,3),(1,29),0.0165004 # DEPENDENCYPART_SIBL
(1,3),(1,30),-0.00879536 # DEPENDENCYPART_SIBL
(1,3),(1,33),0.00792368 # DEPENDENCYPART_SIBL
(1,4),(1,5),-0.0319805 # DEPENDENCYPART_SIBL
(1,4),(1,7),0.00591223 # DEPENDENCYPART_SIBL
(1,4),(1,8),-0.0242545 # DEPENDENCYPART_SIBL
(1,4),(1,9),-0.0198894 # DEPENDENCYPART_SIBL
(1,4),(1,10),-0.0419794 # DEPENDENCYPART_SIBL
(1,4),(1,11),0.00591223 # DEPENDENCYPART_SIBL
(1,4),(1,12),0.00591223 # DEPENDENCYPART_SIBL
(1,4),(1,13),-0.0242545 # DEPENDENCYPART_SIBL
(1,4),(1,14),-0.032386 # DEPENDENCYPART_SIBL
(1,4),(1,15),-0.0159633 # DEPENDENCYPART_SIBL
(1,4),(1,16),-0.032386 # DEPENDENCYPART_SIBL
(1,4),(1,17),0.0017941 # DEPENDENCYPART_SIBL
(1,4),(1,18),-0.0197676 # DEPENDENCYPART_SIBL
(1,4),(1,19),-0.0113415 # DEPENDENCYPART_SIBL
(1,4),(1,21),-0.0313368 # DEPENDENCYPART_SIBL
(1,4),(1,22),0.00403187 # DEPENDENCYPART_SIBL
(1,4),(1,23),-0.0198894 # DEPENDENCYPART_SIBL
(1,4),(1,24),-0.0419794 # DEPENDENCYPART_SIBL
(1,4),(1,26),-0.0169097 # DEPENDENCYPART_SIBL
(1,4),(1,27),0.00586285 # DEPENDENCYPART_SIBL
(1,4),(1,28),-0.0175585 # DEPENDENCYPART_SIBL
(1,4),(1,29),-0.0113415 # DEPENDENCYPART_SIBL
(1,4),(1,30),-0.0215231 # DEPENDENCYPART_SIBL
(1,4),(1,33),0.00583402 # DEPENDENCYPART_SIBL
(1,5),(1,7),0.05327 # DEPENDENCYPART_SIBL
(1,5),(1,8),0.00257742 # DEPENDENCYPART_SIBL
(1,5),(1,9),0.0656089 # DEPENDENCYPART_SIBL
(1,5),(1,10),0.140724 # DEPENDENCYPART_SIBL
(1,5),(1,11),0.05327 # DEPENDENCYPART_SIBL
(1,5),(1,12),0.05327 # DEPENDENCYPART_SIBL
(1,5),(1,13),0.00257708 # DEPENDENCYPART_SIBL
(1,5),(1,14),0.0257723 # DEPENDENCYPART_SIBL
(1,5),(1,15),0.0463539 # DEPENDENCYPART_SIBL
(1,5),(1,16),0.0257723 # DEPENDENCYPART_SIBL
(1,5),(1,17),0.0422129 # DEPENDENCYPART_SIBL
(1,5),(1,18),0.0426097 # DEPENDENCYPART_SIBL
(1,5),(1,19),0.0455907 # DEPENDENCYPART_SIBL
(1,5),(1,21),-0.00660454 # DEPENDENCYPART_SIBL
(1,5),(1,22),0.0543419 # DEPENDENCYPART_SIBL
(1,5),(1,23),0.0656089 # DEPENDENCYPART_SIBL
(1,5),(1,24),0.140724 # DEPENDENCYPART_SIBL
(1,5),(1,26),0.0718676 # DEPENDENCYPART_SIBL
(1,5),(1,27),0.0523708 # DEPENDENCYPART_SIBL
(1,5),(1,28),0.0451729 # DEPENDENCYPART_SIBL
(1,5),(1,29),0.0455907 # DEPENDENCYPART_SIBL
(1,5),(1,30),0.00256985 # DEPENDENCYPART_SIBL
(1,5),(1,33),0.05327 # DEPENDENCYPART_SIBL
(1,7),(1,8),-0.00878774 # DEPENDENCYPART_SIBL
(1,7),(1,9),0.012846 # DEPENDENCYPART_SIBL
(1,7),(1,10),-0.00541998 # DEPENDENCYPART_SIBL
(1,7),(1,11),0.00783661 # DEPENDENCYPART_SIBL
(1,7),(1,12),0.00800097 # DEPENDENCYPART_SIBL
(1,7),(1,13),-0.00538739 # DEPENDENCYPART_SIBL
