# _root_ Budapesten és a vidéki nagyvárosokban túlzsúfoltak a temetők , nem érik el az ideális 30-40 hektáros nagyságot , kihasználtságuk így gyakran 90 százalék feletti .
#goldHeads=6,6,5,5,6,0,8,6,6,11,6,11,17,17,16,17,11,6,21,21,6,23,24,21,6,
#predictedHeads=11,11,5,5,6,11,8,11,11,11,0,11,17,17,16,17,11,11,20,11,23,23,24,11,11,
(16,10),-1.38449 # DEPENDENCYPART_ARC
(16,13),-1.00051 # DEPENDENCYPART_ARC
(16,14),-0.272102 # DEPENDENCYPART_ARC
(16,15),1.28234 # DEPENDENCYPART_ARC
(16,24),-2.21907 # DEPENDENCYPART_ARC
(17,1),-4.28259 # DEPENDENCYPART_ARC
(17,3),-2.1228 # DEPENDENCYPART_ARC
(17,4),-2.00523 # DEPENDENCYPART_ARC
(17,6),-3.21616 # DEPENDENCYPART_ARC
(17,7),-1.43835 # DEPENDENCYPART_ARC
(17,10),-1.33833 # DEPENDENCYPART_ARC
(17,13),0.211583 # DEPENDENCYPART_ARC
(17,14),0.597832 # DEPENDENCYPART_ARC
(17,15),0.899934 # DEPENDENCYPART_ARC
(17,16),2.45007 # DEPENDENCYPART_ARC
(17,18),-0.829607 # DEPENDENCYPART_ARC
(17,19),-2.30952 # DEPENDENCYPART_ARC
(17,21),-1.91942 # DEPENDENCYPART_ARC
(17,22),-2.04491 # DEPENDENCYPART_ARC
(17,23),-2.43501 # DEPENDENCYPART_ARC
(17,24),-2.31538 # DEPENDENCYPART_ARC
(19,1),-5.686 # DEPENDENCYPART_ARC
(19,7),-2.46035 # DEPENDENCYPART_ARC
(19,10),-1.81076 # DEPENDENCYPART_ARC
(19,11),-2.40213 # DEPENDENCYPART_ARC
(19,13),-0.954034 # DEPENDENCYPART_ARC
(19,14),-0.908642 # DEPENDENCYPART_ARC
(19,15),-0.898391 # DEPENDENCYPART_ARC
(19,16),-0.543169 # DEPENDENCYPART_ARC
(19,17),-2.47525 # DEPENDENCYPART_ARC
(19,18),-0.495685 # DEPENDENCYPART_ARC
(19,20),-1.37831 # DEPENDENCYPART_ARC
(19,21),-1.59467 # DEPENDENCYPART_ARC
(19,22),-1.52367 # DEPENDENCYPART_ARC
(19,23),-1.41078 # DEPENDENCYPART_ARC
(19,24),-2.16391 # DEPENDENCYPART_ARC
(20,2),-1.03699 # DEPENDENCYPART_ARC
(20,5),-2.01724 # DEPENDENCYPART_ARC
(20,6),-1.95397 # DEPENDENCYPART_ARC
(20,8),-2.23293 # DEPENDENCYPART_ARC
(20,9),-1.60642 # DEPENDENCYPART_ARC
(20,10),-1.66974 # DEPENDENCYPART_ARC
(20,11),-0.571529 # DEPENDENCYPART_ARC
(20,14),-1.63588 # DEPENDENCYPART_ARC
(20,15),-1.05853 # DEPENDENCYPART_ARC
(20,16),-1.3204 # DEPENDENCYPART_ARC
(20,17),-1.42452 # DEPENDENCYPART_ARC
(20,18),-0.785932 # DEPENDENCYPART_ARC
(20,19),-0.537892 # DEPENDENCYPART_ARC
(20,21),-1.31116 # DEPENDENCYPART_ARC
(20,22),-1.36219 # DEPENDENCYPART_ARC
(20,23),-1.34324 # DEPENDENCYPART_ARC
(20,24),-1.50009 # DEPENDENCYPART_ARC
(20,25),-1.14972 # DEPENDENCYPART_ARC
(21,11),-1.58458 # DEPENDENCYPART_ARC
(21,16),-1.60934 # DEPENDENCYPART_ARC
(21,17),-1.41954 # DEPENDENCYPART_ARC
(21,18),-1.06108 # DEPENDENCYPART_ARC
(21,19),-0.916051 # DEPENDENCYPART_ARC
(21,20),-0.37567 # DEPENDENCYPART_ARC
(21,22),-0.827577 # DEPENDENCYPART_ARC
(21,23),-0.975612 # DEPENDENCYPART_ARC
(21,24),-1.08296 # DEPENDENCYPART_ARC
(21,25),-1.10004 # DEPENDENCYPART_ARC
(22,19),-1.34094 # DEPENDENCYPART_ARC
(22,20),-1.05833 # DEPENDENCYPART_ARC
(22,21),-0.184681 # DEPENDENCYPART_ARC
(22,23),-1.04272 # DEPENDENCYPART_ARC
(22,25),-1.3527 # DEPENDENCYPART_ARC
(23,13),-1.29984 # DEPENDENCYPART_ARC
(23,14),-1.30569 # DEPENDENCYPART_ARC
(23,15),-1.31432 # DEPENDENCYPART_ARC
(23,16),-1.32851 # DEPENDENCYPART_ARC
(23,17),-3.40412 # DEPENDENCYPART_ARC
(23,18),-1.09826 # DEPENDENCYPART_ARC
(23,19),-1.10694 # DEPENDENCYPART_ARC
(23,20),-0.750588 # DEPENDENCYPART_ARC
(23,21),-0.0306846 # DEPENDENCYPART_ARC
(23,22),1.83363 # DEPENDENCYPART_ARC
(24,2),-0.821286 # DEPENDENCYPART_ARC
(24,5),-1.83352 # DEPENDENCYPART_ARC
(24,8),-2.52217 # DEPENDENCYPART_ARC
(24,9),-1.11632 # DEPENDENCYPART_ARC
(24,11),-0.790499 # DEPENDENCYPART_ARC
(24,14),-1.5534 # DEPENDENCYPART_ARC
(24,15),-0.831588 # DEPENDENCYPART_ARC
(24,16),-1.45568 # DEPENDENCYPART_ARC
(24,17),-0.673409 # DEPENDENCYPART_ARC
(24,18),-0.594342 # DEPENDENCYPART_ARC
(24,19),-0.995822 # DEPENDENCYPART_ARC
(24,20),-0.365874 # DEPENDENCYPART_ARC
(24,21),-0.0952108 # DEPENDENCYPART_ARC
(24,22),0.264925 # DEPENDENCYPART_ARC
(24,23),0.784536 # DEPENDENCYPART_ARC
(24,25),-0.646196 # DEPENDENCYPART_ARC
(0,1),(0,2),-0.118127 # DEPENDENCYPART_SIBL
(0,1),(0,5),-0.0600622 # DEPENDENCYPART_SIBL
(0,1),(0,6),-0.0326243 # DEPENDENCYPART_SIBL
(0,1),(0,10),-0.0663392 # DEPENDENCYPART_SIBL
(0,1),(0,11),-0.108133 # DEPENDENCYPART_SIBL
(0,1),(0,12),-0.06197 # DEPENDENCYPART_SIBL
(0,1),(0,20),-0.124066 # DEPENDENCYPART_SIBL
(0,1),(0,21),-0.0596785 # DEPENDENCYPART_SIBL
(0,1),(0,24),-0.0328349 # DEPENDENCYPART_SIBL
(0,2),(0,5),-0.0674034 # DEPENDENCYPART_SIBL
(0,2),(0,6),-0.0894222 # DEPENDENCYPART_SIBL
(0,2),(0,10),-0.0841714 # DEPENDENCYPART_SIBL
(0,2),(0,11),-0.12355 # DEPENDENCYPART_SIBL
(0,2),(0,12),-0.0592807 # DEPENDENCYPART_SIBL
(0,2),(0,20),-0.199181 # DEPENDENCYPART_SIBL
(0,2),(0,21),-0.0699038 # DEPENDENCYPART_SIBL
(0,2),(0,24),-0.0894223 # DEPENDENCYPART_SIBL
(0,5),(0,6),-0.0326239 # DEPENDENCYPART_SIBL
(0,5),(0,10),-0.066328 # DEPENDENCYPART_SIBL
(0,5),(0,11),-0.107518 # DEPENDENCYPART_SIBL
(0,5),(0,12),-0.0619587 # DEPENDENCYPART_SIBL
(0,5),(0,20),-0.12529 # DEPENDENCYPART_SIBL
(0,5),(0,21),-0.0596673 # DEPENDENCYPART_SIBL
(0,5),(0,24),-0.0328345 # DEPENDENCYPART_SIBL
(0,6),(0,10),-0.0396953 # DEPENDENCYPART_SIBL
(0,6),(0,11),-0.0886079 # DEPENDENCYPART_SIBL
(0,6),(0,12),-0.0337462 # DEPENDENCYPART_SIBL
(0,6),(0,20),-0.0868449 # DEPENDENCYPART_SIBL
(0,6),(0,21),-0.0352001 # DEPENDENCYPART_SIBL
(0,6),(0,24),-0.0621286 # DEPENDENCYPART_SIBL
(0,10),(0,11),-0.112223 # DEPENDENCYPART_SIBL
(0,10),(0,12),-0.0599693 # DEPENDENCYPART_SIBL
(0,10),(0,20),-0.131294 # DEPENDENCYPART_SIBL
(0,10),(0,21),-0.0587184 # DEPENDENCYPART_SIBL
(0,10),(0,24),-0.0239134 # DEPENDENCYPART_SIBL
(0,11),(0,12),-0.110161 # DEPENDENCYPART_SIBL
(0,11),(0,20),-0.226563 # DEPENDENCYPART_SIBL
(0,11),(0,21),-0.113035 # DEPENDENCYPART_SIBL
(0,11),(0,24),-0.133025 # DEPENDENCYPART_SIBL
(0,12),(0,20),-0.13165 # DEPENDENCYPART_SIBL
(0,12),(0,21),-0.0737749 # DEPENDENCYPART_SIBL
(0,12),(0,24),-0.0394796 # DEPENDENCYPART_SIBL
(0,20),(0,21),-0.0746556 # DEPENDENCYPART_SIBL
(0,20),(0,24),-0.0594339 # DEPENDENCYPART_SIBL
(0,21),(0,24),-0.0321249 # DEPENDENCYPART_SIBL
(1,5),(1,8),0.00780099 # DEPENDENCYPART_SIBL
(1,5),(1,11),0.0578378 # DEPENDENCYPART_SIBL
(1,8),(1,11),0.0578378 # DEPENDENCYPART_SIBL
(2,1),(2,3),0.0464509 # DEPENDENCYPART_SIBL
(2,1),(2,4),0.024606 # DEPENDENCYPART_SIBL
(2,1),(2,5),0.233719 # DEPENDENCYPART_SIBL
(2,1),(2,6),0.0246093 # DEPENDENCYPART_SIBL
(2,1),(2,8),0.233719 # DEPENDENCYPART_SIBL
(2,1),(2,9),-0.0043563 # DEPENDENCYPART_SIBL
(2,1),(2,10),-0.00152694 # DEPENDENCYPART_SIBL
(2,1),(2,11),-0.00960486 # DEPENDENCYPART_SIBL
(2,1),(2,15),0.033093 # DEPENDENCYPART_SIBL
(2,1),(2,17),0.233719 # DEPENDENCYPART_SIBL
(2,1),(2,18),-0.0043563 # DEPENDENCYPART_SIBL
(2,1),(2,20),-0.033894 # DEPENDENCYPART_SIBL
(2,1),(2,21),-0.000436485 # DEPENDENCYPART_SIBL
(2,1),(2,22),0.0332818 # DEPENDENCYPART_SIBL
(2,1),(2,24),0.0264793 # DEPENDENCYPART_SIBL
(2,1),(2,25),-0.0140538 # DEPENDENCYPART_SIBL
(2,3),(2,4),-0.044377 # DEPENDENCYPART_SIBL
(2,3),(2,5),-0.0307177 # DEPENDENCYPART_SIBL
(2,3),(2,6),-0.044377 # DEPENDENCYPART_SIBL
(2,3),(2,8),-0.0307177 # DEPENDENCYPART_SIBL
(2,3),(2,9),-0.0426384 # DEPENDENCYPART_SIBL
(2,3),(2,10),-0.0583554 # DEPENDENCYPART_SIBL
(2,3),(2,11),-0.0720463 # DEPENDENCYPART_SIBL
(2,3),(2,15),-0.0130705 # DEPENDENCYPART_SIBL
(2,3),(2,17),-0.0307177 # DEPENDENCYPART_SIBL
(2,3),(2,18),-0.0426384 # DEPENDENCYPART_SIBL
(2,3),(2,20),-0.0460419 # DEPENDENCYPART_SIBL
(2,3),(2,21),-0.0526207 # DEPENDENCYPART_SIBL
(2,3),(2,22),-0.0130705 # DEPENDENCYPART_SIBL
(2,3),(2,24),-0.0443791 # DEPENDENCYPART_SIBL
(2,3),(2,25),-0.0413139 # DEPENDENCYPART_SIBL
(2,4),(2,5),-0.0124783 # DEPENDENCYPART_SIBL
(2,4),(2,6),-0.0372963 # DEPENDENCYPART_SIBL
(2,4),(2,8),-0.0124783 # DEPENDENCYPART_SIBL
(2,4),(2,9),-0.0157573 # DEPENDENCYPART_SIBL
(2,4),(2,10),-0.0490469 # DEPENDENCYPART_SIBL
(2,4),(2,11),-0.0458641 # DEPENDENCYPART_SIBL
(2,4),(2,15),0.00315632 # DEPENDENCYPART_SIBL
(2,4),(2,17),-0.0124783 # DEPENDENCYPART_SIBL
(2,4),(2,18),-0.0157573 # DEPENDENCYPART_SIBL
(2,4),(2,20),-0.0373556 # DEPENDENCYPART_SIBL
(2,4),(2,21),-0.0394747 # DEPENDENCYPART_SIBL
(2,4),(2,22),0.00315632 # DEPENDENCYPART_SIBL
(2,4),(2,24),-0.0372984 # DEPENDENCYPART_SIBL
(2,4),(2,25),0.0562235 # DEPENDENCYPART_SIBL
(2,5),(2,6),0.007389 # DEPENDENCYPART_SIBL
(2,5),(2,8),-0.0462163 # DEPENDENCYPART_SIBL
(2,5),(2,9),-0.00942178 # DEPENDENCYPART_SIBL
(2,5),(2,10),-0.0634182 # DEPENDENCYPART_SIBL
(2,5),(2,11),-0.0601764 # DEPENDENCYPART_SIBL
(2,5),(2,15),-0.0177513 # DEPENDENCYPART_SIBL
(2,5),(2,17),-0.0462163 # DEPENDENCYPART_SIBL
(2,5),(2,18),-0.00942178 # DEPENDENCYPART_SIBL
(2,5),(2,20),-0.0672678 # DEPENDENCYPART_SIBL
(2,5),(2,21),-0.0497589 # DEPENDENCYPART_SIBL
(2,5),(2,22),-0.0177528 # DEPENDENCYPART_SIBL
(2,5),(2,24),0.0071753 # DEPENDENCYPART_SIBL
(2,5),(2,25),-0.0584892 # DEPENDENCYPART_SIBL
(2,6),(2,8),-0.0124781 # DEPENDENCYPART_SIBL
(2,6),(2,9),-0.0157572 # DEPENDENCYPART_SIBL
(2,6),(2,10),-0.0490467 # DEPENDENCYPART_SIBL
(2,6),(2,11),-0.045864 # DEPENDENCYPART_SIBL
(2,6),(2,15),0.00315644 # DEPENDENCYPART_SIBL
(2,6),(2,17),-0.0124781 # DEPENDENCYPART_SIBL
(2,6),(2,18),-0.0157572 # DEPENDENCYPART_SIBL
(2,6),(2,20),-0.0373555 # DEPENDENCYPART_SIBL
(2,6),(2,21),-0.0394746 # DEPENDENCYPART_SIBL
(2,6),(2,22),0.00315644 # DEPENDENCYPART_SIBL
(2,6),(2,24),-0.0372983 # DEPENDENCYPART_SIBL
(2,6),(2,25),0.0562241 # DEPENDENCYPART_SIBL
(2,8),(2,9),-0.00941697 # DEPENDENCYPART_SIBL
(2,8),(2,10),-0.0634182 # DEPENDENCYPART_SIBL
(2,8),(2,11),-0.0601764 # DEPENDENCYPART_SIBL
(2,8),(2,15),-0.0177513 # DEPENDENCYPART_SIBL
(2,8),(2,17),-0.0462163 # DEPENDENCYPART_SIBL
(2,8),(2,18),-0.00941697 # DEPENDENCYPART_SIBL
(2,8),(2,20),-0.0672555 # DEPENDENCYPART_SIBL
(2,8),(2,21),-0.0497589 # DEPENDENCYPART_SIBL
(2,8),(2,22),-0.0177528 # DEPENDENCYPART_SIBL
(2,8),(2,24),0.0071753 # DEPENDENCYPART_SIBL
(2,8),(2,25),-0.0584892 # DEPENDENCYPART_SIBL
(2,9),(2,10),0.0748357 # DEPENDENCYPART_SIBL
(2,9),(2,11),0.185194 # DEPENDENCYPART_SIBL
(2,9),(2,15),0.0704774 # DEPENDENCYPART_SIBL
(2,9),(2,17),0.0670661 # DEPENDENCYPART_SIBL
(2,9),(2,18),-0.0651398 # DEPENDENCYPART_SIBL
(2,9),(2,20),0.0292323 # DEPENDENCYPART_SIBL
(2,9),(2,21),0.0459108 # DEPENDENCYPART_SIBL
(2,9),(2,22),0.0704765 # DEPENDENCYPART_SIBL
(2,9),(2,24),0.0490108 # DEPENDENCYPART_SIBL
(2,9),(2,25),0.00726496 # DEPENDENCYPART_SIBL
(2,10),(2,11),-0.0378652 # DEPENDENCYPART_SIBL
(2,10),(2,15),-0.0125058 # DEPENDENCYPART_SIBL
(2,10),(2,17),-0.0225608 # DEPENDENCYPART_SIBL
(2,10),(2,18),0.0475844 # DEPENDENCYPART_SIBL
(2,10),(2,20),-0.0638933 # DEPENDENCYPART_SIBL
(2,10),(2,21),-0.0446584 # DEPENDENCYPART_SIBL
(2,10),(2,22),-0.0125058 # DEPENDENCYPART_SIBL
(2,10),(2,24),-0.00546087 # DEPENDENCYPART_SIBL
(2,10),(2,25),0.0303775 # DEPENDENCYPART_SIBL
(2,11),(2,15),0.0515835 # DEPENDENCYPART_SIBL
(2,11),(2,17),0.0848612 # DEPENDENCYPART_SIBL
(2,11),(2,18),0.160068 # DEPENDENCYPART_SIBL
(2,11),(2,20),-0.0119909 # DEPENDENCYPART_SIBL
(2,11),(2,21),0.025164 # DEPENDENCYPART_SIBL
(2,11),(2,22),0.0515831 # DEPENDENCYPART_SIBL
(2,11),(2,24),0.0305602 # DEPENDENCYPART_SIBL
(2,11),(2,25),0.172329 # DEPENDENCYPART_SIBL
(2,15),(2,17),-0.0269371 # DEPENDENCYPART_SIBL
(2,15),(2,18),0.00251144 # DEPENDENCYPART_SIBL
(2,15),(2,20),-0.0480754 # DEPENDENCYPART_SIBL
(2,15),(2,21),-0.04089 # DEPENDENCYPART_SIBL
(2,15),(2,22),0.00665841 # DEPENDENCYPART_SIBL
(2,15),(2,24),-0.0248742 # DEPENDENCYPART_SIBL
(2,15),(2,25),0.0235374 # DEPENDENCYPART_SIBL
(2,17),(2,18),-0.00941697 # DEPENDENCYPART_SIBL
(2,17),(2,20),-0.0672555 # DEPENDENCYPART_SIBL
(2,17),(2,21),-0.0497589 # DEPENDENCYPART_SIBL
(2,17),(2,22),-0.0177528 # DEPENDENCYPART_SIBL
(2,17),(2,24),0.0071753 # DEPENDENCYPART_SIBL
(2,17),(2,25),-0.0584892 # DEPENDENCYPART_SIBL
(2,18),(2,20),0.0292323 # DEPENDENCYPART_SIBL
(2,18),(2,21),0.0459108 # DEPENDENCYPART_SIBL
(2,18),(2,22),0.0704765 # DEPENDENCYPART_SIBL
(2,18),(2,24),0.0490108 # DEPENDENCYPART_SIBL
(2,18),(2,25),0.00726496 # DEPENDENCYPART_SIBL
(2,20),(2,21),-0.0510833 # DEPENDENCYPART_SIBL
(2,20),(2,22),-0.022725 # DEPENDENCYPART_SIBL
(2,20),(2,24),-0.0282723 # DEPENDENCYPART_SIBL
(2,20),(2,25),0.00615695 # DEPENDENCYPART_SIBL
(2,21),(2,22),-0.0221562 # DEPENDENCYPART_SIBL
(2,21),(2,24),-0.0277841 # DEPENDENCYPART_SIBL
(2,21),(2,25),0.00693362 # DEPENDENCYPART_SIBL
(2,22),(2,24),-0.0248554 # DEPENDENCYPART_SIBL
(2,22),(2,25),0.0236249 # DEPENDENCYPART_SIBL
(2,24),(2,25),0.0556152 # DEPENDENCYPART_SIBL
(3,2),(3,4),0.113914 # DEPENDENCYPART_SIBL
(3,2),(3,8),0.0279944 # DEPENDENCYPART_SIBL
(3,4),(3,8),0.0310297 # DEPENDENCYPART_SIBL
(4,1),(4,2),0.433275 # DEPENDENCYPART_SIBL
(4,1),(4,3),-0.0357357 # DEPENDENCYPART_SIBL
(4,2),(4,3),-0.115694 # DEPENDENCYPART_SIBL
(5,1),(5,2),0.788962 # DEPENDENCYPART_SIBL
(5,1),(5,3),-0.317228 # DEPENDENCYPART_SIBL
(5,1),(5,4),0.0536054 # DEPENDENCYPART_SIBL
(5,1),(5,6),0.044684 # DEPENDENCYPART_SIBL
(5,1),(5,8),0.00469478 # DEPENDENCYPART_SIBL
(5,1),(5,9),-0.0052983 # DEPENDENCYPART_SIBL
(5,1),(5,11),0.000349201 # DEPENDENCYPART_SIBL
(5,2),(5,3),-0.38659 # DEPENDENCYPART_SIBL
(5,2),(5,4),0.00547707 # DEPENDENCYPART_SIBL
(5,2),(5,6),0.0324267 # DEPENDENCYPART_SIBL
(5,2),(5,8),-0.00798823 # DEPENDENCYPART_SIBL
(5,2),(5,9),-0.0168208 # DEPENDENCYPART_SIBL
(5,2),(5,11),-0.0141082 # DEPENDENCYPART_SIBL
(5,3),(5,4),0.154766 # DEPENDENCYPART_SIBL
(5,3),(5,6),0.00427239 # DEPENDENCYPART_SIBL
(5,3),(5,8),-0.00331961 # DEPENDENCYPART_SIBL
(5,3),(5,9),-0.00907785 # DEPENDENCYPART_SIBL
(5,3),(5,11),0.0086177 # DEPENDENCYPART_SIBL
(5,4),(5,6),0.000216547 # DEPENDENCYPART_SIBL
(5,4),(5,8),-0.00411379 # DEPENDENCYPART_SIBL
(5,4),(5,9),-0.0329119 # DEPENDENCYPART_SIBL
(5,4),(5,11),-0.0400736 # DEPENDENCYPART_SIBL
(5,6),(5,8),0.0547467 # DEPENDENCYPART_SIBL
(5,6),(5,9),0.0902079 # DEPENDENCYPART_SIBL
(5,6),(5,11),0.0558709 # DEPENDENCYPART_SIBL
(5,8),(5,9),0.103086 # DEPENDENCYPART_SIBL
(5,8),(5,11),0.058216 # DEPENDENCYPART_SIBL
(5,9),(5,11),0.425607 # DEPENDENCYPART_SIBL
(6,1),(6,2),0.433275 # DEPENDENCYPART_SIBL
(6,1),(6,3),-0.0357357 # DEPENDENCYPART_SIBL
(6,1),(6,4),0.0321981 # DEPENDENCYPART_SIBL
(6,1),(6,5),0.0882352 # DEPENDENCYPART_SIBL
(6,1),(6,8),0.0218748 # DEPENDENCYPART_SIBL
