# _root_ — 1997 telén a szponzorokkal megállapodtunk , hogy a ' 98-as szezonra egy F2-es Opel_Astrát vásárolunk , amit egy jó nevű német cég készít fel a versenyekre — nyilatkozta az újdonsült bronzérmes .
#goldHeads=29,3,6,5,6,29,6,6,12,12,12,16,15,15,16,6,16,24,23,21,23,23,24,16,24,27,24,29,0,32,32,29,29,
#predictedHeads=29,3,6,5,6,29,29,6,12,29,12,16,14,15,16,29,29,24,23,23,23,23,24,29,24,27,24,29,0,32,32,29,29,
(6,27),-1.92553 # DEPENDENCYPART_ARC
(6,28),-1.26457 # DEPENDENCYPART_ARC
(6,29),-1.84588 # DEPENDENCYPART_ARC
(6,32),-3.87358 # DEPENDENCYPART_ARC
(6,33),-0.929535 # DEPENDENCYPART_ARC
(8,1),-1.13598 # DEPENDENCYPART_ARC
(8,3),-0.886566 # DEPENDENCYPART_ARC
(8,5),-0.869412 # DEPENDENCYPART_ARC
(8,6),-1.52772 # DEPENDENCYPART_ARC
(8,7),0.144144 # DEPENDENCYPART_ARC
(8,10),-0.892377 # DEPENDENCYPART_ARC
(8,11),-1.39919 # DEPENDENCYPART_ARC
(8,12),-1.73346 # DEPENDENCYPART_ARC
(8,15),-1.89323 # DEPENDENCYPART_ARC
(8,16),-0.940103 # DEPENDENCYPART_ARC
(8,17),-1.00705 # DEPENDENCYPART_ARC
(8,24),-1.58561 # DEPENDENCYPART_ARC
(8,28),-1.41266 # DEPENDENCYPART_ARC
(8,29),-2.04681 # DEPENDENCYPART_ARC
(8,33),-1.37335 # DEPENDENCYPART_ARC
(9,10),-0.311725 # DEPENDENCYPART_ARC
(9,11),-0.785584 # DEPENDENCYPART_ARC
(11,2),-1.60077 # DEPENDENCYPART_ARC
(11,3),-1.93493 # DEPENDENCYPART_ARC
(11,4),-2.05428 # DEPENDENCYPART_ARC
(11,5),-1.70868 # DEPENDENCYPART_ARC
(11,6),-1.43285 # DEPENDENCYPART_ARC
(11,7),-1.04865 # DEPENDENCYPART_ARC
(11,8),-0.748568 # DEPENDENCYPART_ARC
(11,9),-0.936864 # DEPENDENCYPART_ARC
(11,10),-0.198464 # DEPENDENCYPART_ARC
(11,15),-1.77931 # DEPENDENCYPART_ARC
(12,1),-1.28216 # DEPENDENCYPART_ARC
(12,2),-1.52944 # DEPENDENCYPART_ARC
(12,3),-4.60933 # DEPENDENCYPART_ARC
(12,4),-1.38743 # DEPENDENCYPART_ARC
(12,5),-3.81384 # DEPENDENCYPART_ARC
(12,6),-1.50732 # DEPENDENCYPART_ARC
(12,7),-0.938079 # DEPENDENCYPART_ARC
(12,8),-0.867899 # DEPENDENCYPART_ARC
(12,9),0.615379 # DEPENDENCYPART_ARC
(12,10),0.113462 # DEPENDENCYPART_ARC
(12,11),2.2944 # DEPENDENCYPART_ARC
(12,14),-1.01036 # DEPENDENCYPART_ARC
(12,15),-1.17737 # DEPENDENCYPART_ARC
(12,17),-0.770114 # DEPENDENCYPART_ARC
(12,23),-1.75805 # DEPENDENCYPART_ARC
(12,24),-1.85404 # DEPENDENCYPART_ARC
(12,27),-1.90729 # DEPENDENCYPART_ARC
(12,28),-0.722642 # DEPENDENCYPART_ARC
(12,29),-1.82174 # DEPENDENCYPART_ARC
(12,33),-0.956614 # DEPENDENCYPART_ARC
(14,1),-1.36462 # DEPENDENCYPART_ARC
(14,4),-1.18907 # DEPENDENCYPART_ARC
(14,6),-0.997897 # DEPENDENCYPART_ARC
(14,7),-1.01539 # DEPENDENCYPART_ARC
(14,8),-0.649331 # DEPENDENCYPART_ARC
(14,9),-0.671012 # DEPENDENCYPART_ARC
(14,10),-0.77907 # DEPENDENCYPART_ARC
(14,11),-0.575775 # DEPENDENCYPART_ARC
(14,12),-0.246076 # DEPENDENCYPART_ARC
(14,13),0.846787 # DEPENDENCYPART_ARC
(14,15),-0.651241 # DEPENDENCYPART_ARC
(14,16),-0.898277 # DEPENDENCYPART_ARC
(14,17),-0.696696 # DEPENDENCYPART_ARC
(14,23),-1.60214 # DEPENDENCYPART_ARC
(14,27),-1.68178 # DEPENDENCYPART_ARC
(15,9),-1.30296 # DEPENDENCYPART_ARC
(15,10),-0.610009 # DEPENDENCYPART_ARC
(15,11),-1.36996 # DEPENDENCYPART_ARC
(15,12),-2.01765 # DEPENDENCYPART_ARC
(15,13),0.200231 # DEPENDENCYPART_ARC
(15,14),1.21213 # DEPENDENCYPART_ARC
(15,17),-0.965607 # DEPENDENCYPART_ARC
(15,23),-1.87718 # DEPENDENCYPART_ARC
(15,24),-2.06757 # DEPENDENCYPART_ARC
(15,32),-2.26081 # DEPENDENCYPART_ARC
(15,33),-1.43868 # DEPENDENCYPART_ARC
(16,1),-0.846852 # DEPENDENCYPART_ARC
(16,2),-2.65438 # DEPENDENCYPART_ARC
(16,3),-0.175621 # DEPENDENCYPART_ARC
(16,4),-1.73137 # DEPENDENCYPART_ARC
(16,5),0.00584957 # DEPENDENCYPART_ARC
(16,6),-1.31917 # DEPENDENCYPART_ARC
(16,7),-0.657089 # DEPENDENCYPART_ARC
(16,8),-0.238512 # DEPENDENCYPART_ARC
(16,9),-1.31916 # DEPENDENCYPART_ARC
(16,10),-0.321863 # DEPENDENCYPART_ARC
(16,11),-1.22018 # DEPENDENCYPART_ARC
(16,12),1.14032 # DEPENDENCYPART_ARC
(16,13),-0.650099 # DEPENDENCYPART_ARC
(16,14),0.429032 # DEPENDENCYPART_ARC
(16,15),2.3458 # DEPENDENCYPART_ARC
(16,17),0.70373 # DEPENDENCYPART_ARC
(16,18),-1.16026 # DEPENDENCYPART_ARC
(16,20),-1.17055 # DEPENDENCYPART_ARC
(16,21),-1.28893 # DEPENDENCYPART_ARC
(16,22),-1.5122 # DEPENDENCYPART_ARC
(16,23),-1.60453 # DEPENDENCYPART_ARC
(16,24),0.0188386 # DEPENDENCYPART_ARC
(16,25),-0.990546 # DEPENDENCYPART_ARC
(16,27),-0.833789 # DEPENDENCYPART_ARC
(16,28),-0.977372 # DEPENDENCYPART_ARC
(16,29),-1.26524 # DEPENDENCYPART_ARC
(16,32),-2.57092 # DEPENDENCYPART_ARC
(16,33),-0.88544 # DEPENDENCYPART_ARC
(18,20),-0.583187 # DEPENDENCYPART_ARC
(18,21),-0.372613 # DEPENDENCYPART_ARC
(18,22),-0.461993 # DEPENDENCYPART_ARC
(18,23),-0.599099 # DEPENDENCYPART_ARC
(18,27),-1.33486 # DEPENDENCYPART_ARC
(18,32),-0.845604 # DEPENDENCYPART_ARC
(19,20),-0.637931 # DEPENDENCYPART_ARC
(19,21),-0.926183 # DEPENDENCYPART_ARC
(20,18),-1.44978 # DEPENDENCYPART_ARC
(20,19),-0.767828 # DEPENDENCYPART_ARC
(20,21),-1.32134 # DEPENDENCYPART_ARC
(21,2),-1.70786 # DEPENDENCYPART_ARC
(21,6),-1.4361 # DEPENDENCYPART_ARC
(21,8),-0.887459 # DEPENDENCYPART_ARC
(21,14),-0.907384 # DEPENDENCYPART_ARC
(21,15),-0.932599 # DEPENDENCYPART_ARC
(21,16),-0.616741 # DEPENDENCYPART_ARC
(21,17),-0.559594 # DEPENDENCYPART_ARC
(21,18),-0.56094 # DEPENDENCYPART_ARC
(21,19),-0.331003 # DEPENDENCYPART_ARC
(21,20),1.23239 # DEPENDENCYPART_ARC
(21,32),-2.19954 # DEPENDENCYPART_ARC
(22,14),-1.67921 # DEPENDENCYPART_ARC
(22,18),-1.5136 # DEPENDENCYPART_ARC
(22,19),-1.38199 # DEPENDENCYPART_ARC
(22,20),-0.506582 # DEPENDENCYPART_ARC
(22,21),0.304475 # DEPENDENCYPART_ARC
(23,2),-2.12778 # DEPENDENCYPART_ARC
(23,4),-2.72325 # DEPENDENCYPART_ARC
(23,9),-1.5424 # DEPENDENCYPART_ARC
(23,11),-1.41164 # DEPENDENCYPART_ARC
(23,13),-0.282735 # DEPENDENCYPART_ARC
(23,14),-0.553117 # DEPENDENCYPART_ARC
(23,15),-2.39414 # DEPENDENCYPART_ARC
(23,16),-0.806014 # DEPENDENCYPART_ARC
(23,17),-0.489712 # DEPENDENCYPART_ARC
(23,18),-1.18544 # DEPENDENCYPART_ARC
(23,19),1.00247 # DEPENDENCYPART_ARC
(23,20),0.994213 # DEPENDENCYPART_ARC
(23,21),1.95348 # DEPENDENCYPART_ARC
(23,22),2.9531 # DEPENDENCYPART_ARC
(23,27),-1.97237 # DEPENDENCYPART_ARC
(23,32),-1.83558 # DEPENDENCYPART_ARC
(24,1),-0.908342 # DEPENDENCYPART_ARC
(24,2),-2.45463 # DEPENDENCYPART_ARC
(24,3),-0.825368 # DEPENDENCYPART_ARC
(24,5),-1.84179 # DEPENDENCYPART_ARC
(24,6),-1.20756 # DEPENDENCYPART_ARC
(24,7),-0.971826 # DEPENDENCYPART_ARC
(24,8),-0.35156 # DEPENDENCYPART_ARC
(24,9),-2.09011 # DEPENDENCYPART_ARC
(24,10),-0.893918 # DEPENDENCYPART_ARC
(24,11),-2.16985 # DEPENDENCYPART_ARC
(24,12),-0.626056 # DEPENDENCYPART_ARC
(24,13),-1.72925 # DEPENDENCYPART_ARC
(24,14),-0.900118 # DEPENDENCYPART_ARC
(24,15),-0.623254 # DEPENDENCYPART_ARC
(24,16),-0.653758 # DEPENDENCYPART_ARC
(24,17),-0.575125 # DEPENDENCYPART_ARC
(24,18),0.465045 # DEPENDENCYPART_ARC
(24,19),-1.13522 # DEPENDENCYPART_ARC
(24,20),-1.12153 # DEPENDENCYPART_ARC
(24,21),-0.726553 # DEPENDENCYPART_ARC
(24,22),-0.180909 # DEPENDENCYPART_ARC
(24,23),2.28843 # DEPENDENCYPART_ARC
(24,25),1.61304 # DEPENDENCYPART_ARC
(24,26),-1.26721 # DEPENDENCYPART_ARC
(24,27),0.945628 # DEPENDENCYPART_ARC
(24,28),-0.127272 # DEPENDENCYPART_ARC
(24,29),0.332071 # DEPENDENCYPART_ARC
(24,30),-2.08354 # DEPENDENCYPART_ARC
(24,31),-1.45608 # DEPENDENCYPART_ARC
(24,32),-0.760855 # DEPENDENCYPART_ARC
(24,33),-0.778188 # DEPENDENCYPART_ARC
(25,8),-0.967319 # DEPENDENCYPART_ARC
(25,12),-1.56615 # DEPENDENCYPART_ARC
(25,16),-1.53503 # DEPENDENCYPART_ARC
(25,20),-1.38704 # DEPENDENCYPART_ARC
(25,21),-1.25139 # DEPENDENCYPART_ARC
(25,23),-0.727132 # DEPENDENCYPART_ARC
(25,24),-0.331154 # DEPENDENCYPART_ARC
(25,27),-0.736644 # DEPENDENCYPART_ARC
(25,28),-0.564218 # DEPENDENCYPART_ARC
(25,29),-1.04724 # DEPENDENCYPART_ARC
(25,32),-1.60886 # DEPENDENCYPART_ARC
(27,13),-2.40164 # DEPENDENCYPART_ARC
(27,19),-1.5774 # DEPENDENCYPART_ARC
(27,25),-0.982233 # DEPENDENCYPART_ARC
(27,26),1.74302 # DEPENDENCYPART_ARC
(27,28),-0.604797 # DEPENDENCYPART_ARC
(27,29),-1.61021 # DEPENDENCYPART_ARC
(27,32),-2.29589 # DEPENDENCYPART_ARC
(29,1),0.139963 # DEPENDENCYPART_ARC
(29,3),-0.763203 # DEPENDENCYPART_ARC
(29,5),-2.25012 # DEPENDENCYPART_ARC
(29,6),-0.215433 # DEPENDENCYPART_ARC
(29,7),0.168172 # DEPENDENCYPART_ARC
(29,8),0.197354 # DEPENDENCYPART_ARC
(29,9),-2.06578 # DEPENDENCYPART_ARC
(29,10),-0.168558 # DEPENDENCYPART_ARC
(29,11),-2.2548 # DEPENDENCYPART_ARC
(29,12),-1.21285 # DEPENDENCYPART_ARC
(29,14),-1.03767 # DEPENDENCYPART_ARC
(29,15),-0.412833 # DEPENDENCYPART_ARC
(29,16),0.0736175 # DEPENDENCYPART_ARC
(29,17),-0.0393144 # DEPENDENCYPART_ARC
(29,18),-0.293271 # DEPENDENCYPART_ARC
(29,19),-1.59083 # DEPENDENCYPART_ARC
(29,20),-2.04529 # DEPENDENCYPART_ARC
(29,21),-1.82255 # DEPENDENCYPART_ARC
(29,22),-1.65028 # DEPENDENCYPART_ARC
(29,23),0.0226473 # DEPENDENCYPART_ARC
(29,24),0.292713 # DEPENDENCYPART_ARC
(29,25),0.512143 # DEPENDENCYPART_ARC
(29,26),-1.19997 # DEPENDENCYPART_ARC
(29,27),-0.262008 # DEPENDENCYPART_ARC
(29,28),0.805529 # DEPENDENCYPART_ARC
(29,30),-0.501881 # DEPENDENCYPART_ARC
(29,31),0.28751 # DEPENDENCYPART_ARC
(29,32),1.33735 # DEPENDENCYPART_ARC
(29,33),0.448151 # DEPENDENCYPART_ARC
(30,31),-0.537972 # DEPENDENCYPART_ARC
(31,18),-2.52159 # DEPENDENCYPART_ARC
(31,30),-0.340251 # DEPENDENCYPART_ARC
(32,19),-1.38944 # DEPENDENCYPART_ARC
(32,26),-1.05735 # DEPENDENCYPART_ARC
(32,27),-3.02413 # DEPENDENCYPART_ARC
(32,28),-1.40139 # DEPENDENCYPART_ARC
(32,30),1.33205 # DEPENDENCYPART_ARC
(32,31),2.39483 # DEPENDENCYPART_ARC
(0,2),(0,3),-0.0361496 # DEPENDENCYPART_SIBL
(0,2),(0,6),-0.0805801 # DEPENDENCYPART_SIBL
(0,2),(0,8),-0.0942216 # DEPENDENCYPART_SIBL
(0,2),(0,16),-0.0805807 # DEPENDENCYPART_SIBL
(0,2),(0,24),-0.0805801 # DEPENDENCYPART_SIBL
(0,2),(0,25),-0.0352918 # DEPENDENCYPART_SIBL
(0,2),(0,29),-0.0811635 # DEPENDENCYPART_SIBL
(0,3),(0,6),-0.107518 # DEPENDENCYPART_SIBL
(0,3),(0,8),-0.136432 # DEPENDENCYPART_SIBL
(0,3),(0,16),-0.107518 # DEPENDENCYPART_SIBL
(0,3),(0,24),-0.107518 # DEPENDENCYPART_SIBL
(0,3),(0,25),-0.0623878 # DEPENDENCYPART_SIBL
(0,3),(0,29),-0.108589 # DEPENDENCYPART_SIBL
(0,6),(0,8),-0.265529 # DEPENDENCYPART_SIBL
(0,6),(0,16),-0.245466 # DEPENDENCYPART_SIBL
(0,6),(0,24),-0.245466 # DEPENDENCYPART_SIBL
(0,6),(0,25),-0.114837 # DEPENDENCYPART_SIBL
(0,6),(0,29),-0.247765 # DEPENDENCYPART_SIBL
(0,8),(0,16),-0.130335 # DEPENDENCYPART_SIBL
(0,8),(0,24),-0.130334 # DEPENDENCYPART_SIBL
(0,8),(0,25),-0.0864865 # DEPENDENCYPART_SIBL
(0,8),(0,29),-0.132919 # DEPENDENCYPART_SIBL
(0,16),(0,24),-0.245466 # DEPENDENCYPART_SIBL
(0,16),(0,25),-0.115341 # DEPENDENCYPART_SIBL
(0,16),(0,29),-0.247765 # DEPENDENCYPART_SIBL
(0,24),(0,25),-0.114837 # DEPENDENCYPART_SIBL
(0,24),(0,29),-0.247765 # DEPENDENCYPART_SIBL
(0,25),(0,29),-0.121303 # DEPENDENCYPART_SIBL
(2,1),(2,3),-0.0130677 # DEPENDENCYPART_SIBL
(2,1),(2,5),-0.0130677 # DEPENDENCYPART_SIBL
(2,1),(2,6),-0.00749383 # DEPENDENCYPART_SIBL
(2,1),(2,7),0.00319057 # DEPENDENCYPART_SIBL
(2,1),(2,12),-0.0130677 # DEPENDENCYPART_SIBL
(2,1),(2,16),-0.00749383 # DEPENDENCYPART_SIBL
(2,1),(2,24),-0.00749383 # DEPENDENCYPART_SIBL
(2,1),(2,28),0.314924 # DEPENDENCYPART_SIBL
(2,1),(2,29),-0.0108929 # DEPENDENCYPART_SIBL
(2,1),(2,33),-0.00688332 # DEPENDENCYPART_SIBL
(2,3),(2,5),-0.0403742 # DEPENDENCYPART_SIBL
(2,3),(2,6),0.0461309 # DEPENDENCYPART_SIBL
(2,3),(2,7),0.0503509 # DEPENDENCYPART_SIBL
(2,3),(2,12),-0.0403742 # DEPENDENCYPART_SIBL
(2,3),(2,16),0.0461305 # DEPENDENCYPART_SIBL
(2,3),(2,24),0.0461309 # DEPENDENCYPART_SIBL
(2,3),(2,28),0.0115677 # DEPENDENCYPART_SIBL
(2,3),(2,29),0.0456427 # DEPENDENCYPART_SIBL
(2,3),(2,33),-0.00651562 # DEPENDENCYPART_SIBL
(2,5),(2,6),0.0461309 # DEPENDENCYPART_SIBL
(2,5),(2,7),0.0503509 # DEPENDENCYPART_SIBL
(2,5),(2,12),-0.0403742 # DEPENDENCYPART_SIBL
(2,5),(2,16),0.0461305 # DEPENDENCYPART_SIBL
(2,5),(2,24),0.0461309 # DEPENDENCYPART_SIBL
(2,5),(2,28),0.0115677 # DEPENDENCYPART_SIBL
(2,5),(2,29),0.0456427 # DEPENDENCYPART_SIBL
(2,5),(2,33),-0.00651562 # DEPENDENCYPART_SIBL
(2,6),(2,7),0.0734269 # DEPENDENCYPART_SIBL
(2,6),(2,12),-0.00304671 # DEPENDENCYPART_SIBL
(2,6),(2,16),0.0280082 # DEPENDENCYPART_SIBL
(2,6),(2,24),0.0280082 # DEPENDENCYPART_SIBL
(2,6),(2,28),0.0682462 # DEPENDENCYPART_SIBL
(2,6),(2,29),0.0263029 # DEPENDENCYPART_SIBL
(2,6),(2,33),0.110846 # DEPENDENCYPART_SIBL
(2,7),(2,12),0.0559456 # DEPENDENCYPART_SIBL
(2,7),(2,16),0.354421 # DEPENDENCYPART_SIBL
(2,7),(2,24),0.354421 # DEPENDENCYPART_SIBL
(2,7),(2,28),-0.0538752 # DEPENDENCYPART_SIBL
(2,7),(2,29),0.350599 # DEPENDENCYPART_SIBL
(2,7),(2,33),0.0587088 # DEPENDENCYPART_SIBL
(2,12),(2,16),0.0461305 # DEPENDENCYPART_SIBL
(2,12),(2,24),0.0461309 # DEPENDENCYPART_SIBL
(2,12),(2,28),0.0115677 # DEPENDENCYPART_SIBL
(2,12),(2,29),0.0456427 # DEPENDENCYPART_SIBL
(2,12),(2,33),-0.00651562 # DEPENDENCYPART_SIBL
(2,16),(2,24),0.0277959 # DEPENDENCYPART_SIBL
(2,16),(2,28),0.0655488 # DEPENDENCYPART_SIBL
(2,16),(2,29),0.0260905 # DEPENDENCYPART_SIBL
(2,16),(2,33),0.102767 # DEPENDENCYPART_SIBL
(2,24),(2,28),0.0682462 # DEPENDENCYPART_SIBL
(2,24),(2,29),0.0263029 # DEPENDENCYPART_SIBL
(2,24),(2,33),0.110846 # DEPENDENCYPART_SIBL
(2,28),(2,29),0.141647 # DEPENDENCYPART_SIBL
(2,28),(2,33),0.0408633 # DEPENDENCYPART_SIBL
(2,29),(2,33),0.105152 # DEPENDENCYPART_SIBL
(3,1),(3,2),-0.0472929 # DEPENDENCYPART_SIBL
(3,1),(3,4),-0.0570275 # DEPENDENCYPART_SIBL
(3,1),(3,5),-0.0330674 # DEPENDENCYPART_SIBL
(3,1),(3,7),-0.056362 # DEPENDENCYPART_SIBL
(3,1),(3,12),-0.0330674 # DEPENDENCYPART_SIBL
(3,1),(3,14),-0.0133131 # DEPENDENCYPART_SIBL
(3,1),(3,24),-0.0440423 # DEPENDENCYPART_SIBL
(3,1),(3,29),-0.0474523 # DEPENDENCYPART_SIBL
(3,1),(3,33),-0.0415529 # DEPENDENCYPART_SIBL
(3,2),(3,4),-0.0106247 # DEPENDENCYPART_SIBL
(3,2),(3,5),0.0260527 # DEPENDENCYPART_SIBL
(3,2),(3,7),0.00319713 # DEPENDENCYPART_SIBL
(3,2),(3,12),0.0260527 # DEPENDENCYPART_SIBL
(3,2),(3,14),-0.00787566 # DEPENDENCYPART_SIBL
(3,2),(3,24),0.00645285 # DEPENDENCYPART_SIBL
(3,2),(3,29),0.00636033 # DEPENDENCYPART_SIBL
(3,2),(3,33),0.0227135 # DEPENDENCYPART_SIBL
(3,4),(3,5),0.0176082 # DEPENDENCYPART_SIBL
(3,4),(3,7),0.0124631 # DEPENDENCYPART_SIBL
(3,4),(3,12),0.0176082 # DEPENDENCYPART_SIBL
(3,4),(3,14),0.0128869 # DEPENDENCYPART_SIBL
(3,4),(3,24),0.0183186 # DEPENDENCYPART_SIBL
(3,4),(3,29),0.01829 # DEPENDENCYPART_SIBL
(3,4),(3,33),0.0357031 # DEPENDENCYPART_SIBL
(3,5),(3,7),0.103086 # DEPENDENCYPART_SIBL
(3,5),(3,12),0.00471394 # DEPENDENCYPART_SIBL
(3,5),(3,14),0.0386958 # DEPENDENCYPART_SIBL
(3,5),(3,24),0.058216 # DEPENDENCYPART_SIBL
(3,5),(3,29),0.0577026 # DEPENDENCYPART_SIBL
(3,5),(3,33),0.0485651 # DEPENDENCYPART_SIBL
(3,7),(3,12),0.342981 # DEPENDENCYPART_SIBL
(3,7),(3,14),0.135138 # DEPENDENCYPART_SIBL
(3,7),(3,24),0.425607 # DEPENDENCYPART_SIBL
(3,7),(3,29),0.421747 # DEPENDENCYPART_SIBL
(3,7),(3,33),0.0787788 # DEPENDENCYPART_SIBL
(3,12),(3,14),0.0386958 # DEPENDENCYPART_SIBL
(3,12),(3,24),0.058216 # DEPENDENCYPART_SIBL
(3,12),(3,29),0.0577026 # DEPENDENCYPART_SIBL
(3,12),(3,33),0.0485651 # DEPENDENCYPART_SIBL
(3,14),(3,24),0.0553844 # DEPENDENCYPART_SIBL
(3,14),(3,29),0.0551948 # DEPENDENCYPART_SIBL
(3,14),(3,33),0.0779814 # DEPENDENCYPART_SIBL
(3,24),(3,29),0.0493126 # DEPENDENCYPART_SIBL
(3,24),(3,33),0.211166 # DEPENDENCYPART_SIBL
(3,29),(3,33),0.205473 # DEPENDENCYPART_SIBL
(5,1),(5,2),-0.0472929 # DEPENDENCYPART_SIBL
(5,1),(5,3),-0.0200943 # DEPENDENCYPART_SIBL
(5,1),(5,4),-0.38176 # DEPENDENCYPART_SIBL
(5,1),(5,33),-0.0415529 # DEPENDENCYPART_SIBL
(5,2),(5,3),-0.0199169 # DEPENDENCYPART_SIBL
(5,2),(5,4),-0.393449 # DEPENDENCYPART_SIBL
(5,2),(5,33),0.0227135 # DEPENDENCYPART_SIBL
(5,3),(5,4),-0.317773 # DEPENDENCYPART_SIBL
(5,3),(5,33),0.0415049 # DEPENDENCYPART_SIBL
(5,4),(5,33),-0.0285178 # DEPENDENCYPART_SIBL
(6,1),(6,2),-0.0226416 # DEPENDENCYPART_SIBL
(6,1),(6,3),-0.0751249 # DEPENDENCYPART_SIBL
(6,1),(6,4),-0.101571 # DEPENDENCYPART_SIBL
(6,1),(6,5),-0.066067 # DEPENDENCYPART_SIBL
(6,1),(6,7),-0.000864756 # DEPENDENCYPART_SIBL
(6,1),(6,8),-0.00934404 # DEPENDENCYPART_SIBL
(6,1),(6,9),-0.0293929 # DEPENDENCYPART_SIBL
(6,1),(6,10),0.0192533 # DEPENDENCYPART_SIBL
(6,1),(6,11),-0.0266009 # DEPENDENCYPART_SIBL
(6,1),(6,12),0.0311363 # DEPENDENCYPART_SIBL
(6,1),(6,14),0.0429968 # DEPENDENCYPART_SIBL
(6,1),(6,15),0.0311363 # DEPENDENCYPART_SIBL
(6,1),(6,16),-0.020675 # DEPENDENCYPART_SIBL
(6,1),(6,17),-0.000864756 # DEPENDENCYPART_SIBL
(6,1),(6,18),-0.06224 # DEPENDENCYPART_SIBL
(6,1),(6,20),-0.0399369 # DEPENDENCYPART_SIBL
(6,1),(6,21),-0.0286786 # DEPENDENCYPART_SIBL
(6,1),(6,23),0.0114134 # DEPENDENCYPART_SIBL
(6,1),(6,24),-0.020675 # DEPENDENCYPART_SIBL
(6,1),(6,25),0.0164286 # DEPENDENCYPART_SIBL
(6,1),(6,27),0.0311363 # DEPENDENCYPART_SIBL
(6,1),(6,28),0.225113 # DEPENDENCYPART_SIBL
(6,1),(6,29),-0.0284424 # DEPENDENCYPART_SIBL
(6,1),(6,32),0.0311363 # DEPENDENCYPART_SIBL
(6,1),(6,33),0.109061 # DEPENDENCYPART_SIBL
(6,2),(6,3),0.00800962 # DEPENDENCYPART_SIBL
(6,2),(6,4),-0.0731488 # DEPENDENCYPART_SIBL
(6,2),(6,5),0.0172412 # DEPENDENCYPART_SIBL
(6,2),(6,7),-0.00500991 # DEPENDENCYPART_SIBL
(6,2),(6,8),-0.0379987 # DEPENDENCYPART_SIBL
(6,2),(6,9),0.0014514 # DEPENDENCYPART_SIBL
(6,2),(6,10),-0.00910591 # DEPENDENCYPART_SIBL
