# _root_ Egyértelmű sikernek könyvelheti el , hogy a sokáig kizárólag klasszikusokhoz szoktatott , jómódú salzburgi publikum idővel hajlandónak mutatkozott befogadni a kortárs zenét is .
#goldHeads=2,3,0,3,3,3,15,11,11,11,15,15,15,15,18,18,18,3,18,22,22,19,18,3,
#predictedHeads=2,3,0,3,3,3,15,11,11,11,15,15,15,15,18,17,19,3,18,22,22,19,18,3,
(6,16),-1.4544 # DEPENDENCYPART_ARC
(6,17),-1.93747 # DEPENDENCYPART_ARC
(6,18),-0.94929 # DEPENDENCYPART_ARC
(6,19),-1.71783 # DEPENDENCYPART_ARC
(6,23),-1.37746 # DEPENDENCYPART_ARC
(6,24),-0.930222 # DEPENDENCYPART_ARC
(8,10),-1.10919 # DEPENDENCYPART_ARC
(8,16),-1.19912 # DEPENDENCYPART_ARC
(9,3),-1.48024 # DEPENDENCYPART_ARC
(9,5),-1.37493 # DEPENDENCYPART_ARC
(9,6),-0.976337 # DEPENDENCYPART_ARC
(9,8),-0.421073 # DEPENDENCYPART_ARC
(9,10),-1.07752 # DEPENDENCYPART_ARC
(9,11),-1.17983 # DEPENDENCYPART_ARC
(9,13),-1.37153 # DEPENDENCYPART_ARC
(9,15),-1.77416 # DEPENDENCYPART_ARC
(9,16),-1.34602 # DEPENDENCYPART_ARC
(9,18),-1.44427 # DEPENDENCYPART_ARC
(10,7),-0.338284 # DEPENDENCYPART_ARC
(10,8),-0.695389 # DEPENDENCYPART_ARC
(10,9),-0.187037 # DEPENDENCYPART_ARC
(10,12),-0.708948 # DEPENDENCYPART_ARC
(10,15),-1.79775 # DEPENDENCYPART_ARC
(10,22),-2.43837 # DEPENDENCYPART_ARC
(11,1),-1.84331 # DEPENDENCYPART_ARC
(11,2),-0.975955 # DEPENDENCYPART_ARC
(11,3),-1.0506 # DEPENDENCYPART_ARC
(11,5),-0.81669 # DEPENDENCYPART_ARC
(11,6),-0.6851 # DEPENDENCYPART_ARC
(11,7),-1.19318 # DEPENDENCYPART_ARC
(11,8),0.0913934 # DEPENDENCYPART_ARC
(11,9),0.0787977 # DEPENDENCYPART_ARC
(11,10),1.52975 # DEPENDENCYPART_ARC
(11,12),-0.557375 # DEPENDENCYPART_ARC
(11,13),-1.59229 # DEPENDENCYPART_ARC
(11,14),-1.67354 # DEPENDENCYPART_ARC
(11,17),-1.90648 # DEPENDENCYPART_ARC
(11,18),-1.2668 # DEPENDENCYPART_ARC
(11,19),-1.6996 # DEPENDENCYPART_ARC
(11,21),-2.04563 # DEPENDENCYPART_ARC
(11,22),-2.43936 # DEPENDENCYPART_ARC
(11,23),-1.977 # DEPENDENCYPART_ARC
(11,24),-1.60442 # DEPENDENCYPART_ARC
(13,3),-1.39317 # DEPENDENCYPART_ARC
(13,5),-1.27506 # DEPENDENCYPART_ARC
(13,6),-0.984687 # DEPENDENCYPART_ARC
(13,7),-1.75683 # DEPENDENCYPART_ARC
(13,9),-0.749453 # DEPENDENCYPART_ARC
(13,10),-0.523397 # DEPENDENCYPART_ARC
(13,11),-0.560385 # DEPENDENCYPART_ARC
(13,12),-0.128879 # DEPENDENCYPART_ARC
(13,14),-1.07701 # DEPENDENCYPART_ARC
(13,17),-1.60499 # DEPENDENCYPART_ARC
(13,21),-1.71615 # DEPENDENCYPART_ARC
(13,22),-2.03229 # DEPENDENCYPART_ARC
(13,23),-1.67865 # DEPENDENCYPART_ARC
(13,24),-1.41422 # DEPENDENCYPART_ARC
(14,7),-1.7584 # DEPENDENCYPART_ARC
(14,9),-0.926659 # DEPENDENCYPART_ARC
(14,10),-0.755583 # DEPENDENCYPART_ARC
(14,11),-0.998309 # DEPENDENCYPART_ARC
(14,12),-0.61495 # DEPENDENCYPART_ARC
(14,13),0.571981 # DEPENDENCYPART_ARC
(14,16),-1.61851 # DEPENDENCYPART_ARC
(15,1),-1.71838 # DEPENDENCYPART_ARC
(15,3),-1.11368 # DEPENDENCYPART_ARC
(15,5),-0.819141 # DEPENDENCYPART_ARC
(15,7),0.0787316 # DEPENDENCYPART_ARC
(15,9),-1.01806 # DEPENDENCYPART_ARC
(15,10),-2.08367 # DEPENDENCYPART_ARC
(15,11),0.628557 # DEPENDENCYPART_ARC
(15,12),0.607452 # DEPENDENCYPART_ARC
(15,13),1.51725 # DEPENDENCYPART_ARC
(15,14),2.52887 # DEPENDENCYPART_ARC
(15,16),-1.24294 # DEPENDENCYPART_ARC
(15,17),-1.71265 # DEPENDENCYPART_ARC
(15,22),-2.07498 # DEPENDENCYPART_ARC
(16,3),-1.31446 # DEPENDENCYPART_ARC
(16,5),-1.22961 # DEPENDENCYPART_ARC
(16,6),-0.964245 # DEPENDENCYPART_ARC
(16,9),-1.00879 # DEPENDENCYPART_ARC
(16,10),-1.22762 # DEPENDENCYPART_ARC
(16,11),-1.47108 # DEPENDENCYPART_ARC
(16,13),-1.04231 # DEPENDENCYPART_ARC
(16,14),-0.950057 # DEPENDENCYPART_ARC
(16,15),-0.264652 # DEPENDENCYPART_ARC
(16,17),-0.933353 # DEPENDENCYPART_ARC
(16,18),-0.997778 # DEPENDENCYPART_ARC
(16,19),-1.16985 # DEPENDENCYPART_ARC
(16,21),-1.41621 # DEPENDENCYPART_ARC
(16,22),-1.67012 # DEPENDENCYPART_ARC
(16,23),-1.27247 # DEPENDENCYPART_ARC
(17,9),-1.20942 # DEPENDENCYPART_ARC
(17,12),-0.907143 # DEPENDENCYPART_ARC
(17,13),-1.05899 # DEPENDENCYPART_ARC
(17,14),-0.911473 # DEPENDENCYPART_ARC
(17,15),-1.13925 # DEPENDENCYPART_ARC
(17,16),0.811305 # DEPENDENCYPART_ARC
(17,18),-0.70599 # DEPENDENCYPART_ARC
(17,19),-1.14805 # DEPENDENCYPART_ARC
(17,21),-1.47971 # DEPENDENCYPART_ARC
(17,22),-1.85934 # DEPENDENCYPART_ARC
(17,23),-1.45348 # DEPENDENCYPART_ARC
(17,24),-1.18008 # DEPENDENCYPART_ARC
(18,1),-2.62628 # DEPENDENCYPART_ARC
(18,2),-1.18482 # DEPENDENCYPART_ARC
(18,3),-0.938945 # DEPENDENCYPART_ARC
(18,5),-0.615948 # DEPENDENCYPART_ARC
(18,6),-0.68665 # DEPENDENCYPART_ARC
(18,7),-2.1632 # DEPENDENCYPART_ARC
(18,8),-0.71291 # DEPENDENCYPART_ARC
(18,9),-0.376102 # DEPENDENCYPART_ARC
(18,10),-1.3165 # DEPENDENCYPART_ARC
(18,11),-1.66926 # DEPENDENCYPART_ARC
(18,12),-0.233546 # DEPENDENCYPART_ARC
(18,13),-1.24055 # DEPENDENCYPART_ARC
(18,14),-1.00246 # DEPENDENCYPART_ARC
(18,15),0.769854 # DEPENDENCYPART_ARC
(18,16),0.752984 # DEPENDENCYPART_ARC
(18,17),1.59999 # DEPENDENCYPART_ARC
(18,19),2.90639 # DEPENDENCYPART_ARC
(18,20),-1.50671 # DEPENDENCYPART_ARC
(18,21),-0.489329 # DEPENDENCYPART_ARC
(18,22),-0.548576 # DEPENDENCYPART_ARC
(18,23),0.0149933 # DEPENDENCYPART_ARC
(18,24),-0.771523 # DEPENDENCYPART_ARC
(19,1),-1.60782 # DEPENDENCYPART_ARC
(19,2),-0.614278 # DEPENDENCYPART_ARC
(19,3),-2.07492 # DEPENDENCYPART_ARC
(19,5),-0.758638 # DEPENDENCYPART_ARC
(19,6),-0.751894 # DEPENDENCYPART_ARC
(19,7),-1.76866 # DEPENDENCYPART_ARC
(19,8),-0.8497 # DEPENDENCYPART_ARC
(19,9),-0.414588 # DEPENDENCYPART_ARC
(19,10),-0.2119 # DEPENDENCYPART_ARC
(19,11),-0.941184 # DEPENDENCYPART_ARC
(19,12),-0.423355 # DEPENDENCYPART_ARC
(19,13),-0.594421 # DEPENDENCYPART_ARC
(19,14),-0.359725 # DEPENDENCYPART_ARC
(19,15),0.000293637 # DEPENDENCYPART_ARC
(19,16),0.537015 # DEPENDENCYPART_ARC
(19,17),1.38891 # DEPENDENCYPART_ARC
(19,18),-0.068967 # DEPENDENCYPART_ARC
(19,20),-0.560518 # DEPENDENCYPART_ARC
(19,21),0.0484878 # DEPENDENCYPART_ARC
(19,22),0.924106 # DEPENDENCYPART_ARC
(19,23),0.134383 # DEPENDENCYPART_ARC
(19,24),-0.847908 # DEPENDENCYPART_ARC
(21,7),-2.80352 # DEPENDENCYPART_ARC
(21,20),1.31352 # DEPENDENCYPART_ARC
(22,7),-2.44992 # DEPENDENCYPART_ARC
(22,15),-2.33194 # DEPENDENCYPART_ARC
(22,17),-2.89365 # DEPENDENCYPART_ARC
(22,19),0.0750122 # DEPENDENCYPART_ARC
(22,20),0.841159 # DEPENDENCYPART_ARC
(22,21),1.71371 # DEPENDENCYPART_ARC
(22,23),-1.42981 # DEPENDENCYPART_ARC
(23,1),-1.42043 # DEPENDENCYPART_ARC
(23,3),-2.06767 # DEPENDENCYPART_ARC
(23,6),-1.34096 # DEPENDENCYPART_ARC
(23,11),-1.51667 # DEPENDENCYPART_ARC
(23,14),-1.42962 # DEPENDENCYPART_ARC
(23,15),-1.65521 # DEPENDENCYPART_ARC
(23,16),-1.26264 # DEPENDENCYPART_ARC
(23,17),-1.31298 # DEPENDENCYPART_ARC
(23,18),-0.297153 # DEPENDENCYPART_ARC
(23,19),-1.27108 # DEPENDENCYPART_ARC
(23,20),-1.22031 # DEPENDENCYPART_ARC
(23,21),-0.719773 # DEPENDENCYPART_ARC
(23,22),-0.356767 # DEPENDENCYPART_ARC
(23,24),-1.1929 # DEPENDENCYPART_ARC
(0,1),(0,2),-0.0354035 # DEPENDENCYPART_SIBL
(0,1),(0,3),-0.0893035 # DEPENDENCYPART_SIBL
(0,1),(0,4),-0.0337779 # DEPENDENCYPART_SIBL
(0,1),(0,6),-0.0884373 # DEPENDENCYPART_SIBL
(0,1),(0,8),-0.0352266 # DEPENDENCYPART_SIBL
(0,1),(0,18),-0.089484 # DEPENDENCYPART_SIBL
(0,1),(0,19),-0.0893035 # DEPENDENCYPART_SIBL
(0,1),(0,23),-0.100289 # DEPENDENCYPART_SIBL
(0,2),(0,3),-0.107518 # DEPENDENCYPART_SIBL
(0,2),(0,4),-0.0619587 # DEPENDENCYPART_SIBL
(0,2),(0,6),-0.136433 # DEPENDENCYPART_SIBL
(0,2),(0,8),-0.0582081 # DEPENDENCYPART_SIBL
(0,2),(0,18),-0.108632 # DEPENDENCYPART_SIBL
(0,2),(0,19),-0.107518 # DEPENDENCYPART_SIBL
(0,2),(0,23),-0.102993 # DEPENDENCYPART_SIBL
(0,3),(0,4),-0.110161 # DEPENDENCYPART_SIBL
(0,3),(0,6),-0.265529 # DEPENDENCYPART_SIBL
(0,3),(0,8),-0.112974 # DEPENDENCYPART_SIBL
(0,3),(0,18),-0.246675 # DEPENDENCYPART_SIBL
(0,3),(0,19),-0.245466 # DEPENDENCYPART_SIBL
(0,3),(0,23),-0.239536 # DEPENDENCYPART_SIBL
(0,4),(0,6),-0.118556 # DEPENDENCYPART_SIBL
(0,4),(0,8),-0.0735997 # DEPENDENCYPART_SIBL
(0,4),(0,18),-0.0999118 # DEPENDENCYPART_SIBL
(0,4),(0,19),-0.099132 # DEPENDENCYPART_SIBL
(0,4),(0,23),-0.109426 # DEPENDENCYPART_SIBL
(0,6),(0,8),-0.0851321 # DEPENDENCYPART_SIBL
(0,6),(0,18),-0.132312 # DEPENDENCYPART_SIBL
(0,6),(0,19),-0.130334 # DEPENDENCYPART_SIBL
(0,6),(0,23),-0.202125 # DEPENDENCYPART_SIBL
(0,8),(0,18),-0.115896 # DEPENDENCYPART_SIBL
(0,8),(0,19),-0.115116 # DEPENDENCYPART_SIBL
(0,8),(0,23),-0.0950762 # DEPENDENCYPART_SIBL
(0,18),(0,19),-0.242979 # DEPENDENCYPART_SIBL
(0,18),(0,23),-0.239853 # DEPENDENCYPART_SIBL
(0,19),(0,23),-0.239536 # DEPENDENCYPART_SIBL
(1,18),(1,19),0.0161723 # DEPENDENCYPART_SIBL
(1,18),(1,24),0.0736672 # DEPENDENCYPART_SIBL
(1,19),(1,24),0.0758648 # DEPENDENCYPART_SIBL
(3,1),(3,2),-0.00996138 # DEPENDENCYPART_SIBL
(3,1),(3,4),0.00766623 # DEPENDENCYPART_SIBL
(3,1),(3,5),0.0134851 # DEPENDENCYPART_SIBL
(3,1),(3,6),0.0387859 # DEPENDENCYPART_SIBL
(3,1),(3,7),-0.00589252 # DEPENDENCYPART_SIBL
(3,1),(3,8),-0.00416287 # DEPENDENCYPART_SIBL
(3,1),(3,9),-0.00704864 # DEPENDENCYPART_SIBL
(3,1),(3,10),0.00910542 # DEPENDENCYPART_SIBL
(3,1),(3,11),-0.0294978 # DEPENDENCYPART_SIBL
(3,1),(3,12),0.0134851 # DEPENDENCYPART_SIBL
(3,1),(3,13),-0.0294978 # DEPENDENCYPART_SIBL
(3,1),(3,14),-0.0295153 # DEPENDENCYPART_SIBL
(3,1),(3,15),0.00910542 # DEPENDENCYPART_SIBL
(3,1),(3,16),-0.0127449 # DEPENDENCYPART_SIBL
(3,1),(3,17),-0.0294978 # DEPENDENCYPART_SIBL
(3,1),(3,18),-0.00484513 # DEPENDENCYPART_SIBL
(3,1),(3,19),0.00246307 # DEPENDENCYPART_SIBL
(3,1),(3,21),0.00698442 # DEPENDENCYPART_SIBL
(3,1),(3,22),0.00910478 # DEPENDENCYPART_SIBL
(3,1),(3,23),0.000678369 # DEPENDENCYPART_SIBL
(3,1),(3,24),0.0119565 # DEPENDENCYPART_SIBL
(3,2),(3,4),0.012029 # DEPENDENCYPART_SIBL
(3,2),(3,5),0.00200082 # DEPENDENCYPART_SIBL
(3,2),(3,6),0.00577904 # DEPENDENCYPART_SIBL
(3,2),(3,7),-0.0119243 # DEPENDENCYPART_SIBL
(3,2),(3,8),0.00505957 # DEPENDENCYPART_SIBL
(3,2),(3,9),-0.0019164 # DEPENDENCYPART_SIBL
(3,2),(3,10),0.0138426 # DEPENDENCYPART_SIBL
(3,2),(3,11),0.00261921 # DEPENDENCYPART_SIBL
(3,2),(3,12),0.00200082 # DEPENDENCYPART_SIBL
(3,2),(3,13),0.00261921 # DEPENDENCYPART_SIBL
(3,2),(3,14),0.00257871 # DEPENDENCYPART_SIBL
(3,2),(3,15),0.0138426 # DEPENDENCYPART_SIBL
(3,2),(3,16),-0.00483046 # DEPENDENCYPART_SIBL
(3,2),(3,17),0.00261921 # DEPENDENCYPART_SIBL
(3,2),(3,18),-0.0198912 # DEPENDENCYPART_SIBL
(3,2),(3,19),-0.00654073 # DEPENDENCYPART_SIBL
(3,2),(3,21),0.0115663 # DEPENDENCYPART_SIBL
(3,2),(3,22),0.0138412 # DEPENDENCYPART_SIBL
(3,2),(3,23),-0.0139704 # DEPENDENCYPART_SIBL
(3,2),(3,24),0.0180466 # DEPENDENCYPART_SIBL
(3,4),(3,5),0.0316853 # DEPENDENCYPART_SIBL
(3,4),(3,6),0.0354625 # DEPENDENCYPART_SIBL
(3,4),(3,7),0.083247 # DEPENDENCYPART_SIBL
(3,4),(3,8),-0.0175249 # DEPENDENCYPART_SIBL
(3,4),(3,9),0.000514415 # DEPENDENCYPART_SIBL
(3,4),(3,10),0.0312049 # DEPENDENCYPART_SIBL
(3,4),(3,11),0.046069 # DEPENDENCYPART_SIBL
(3,4),(3,12),0.0316853 # DEPENDENCYPART_SIBL
(3,4),(3,13),0.046069 # DEPENDENCYPART_SIBL
(3,4),(3,14),0.046069 # DEPENDENCYPART_SIBL
(3,4),(3,15),0.0312049 # DEPENDENCYPART_SIBL
(3,4),(3,16),-0.0186554 # DEPENDENCYPART_SIBL
(3,4),(3,17),0.046069 # DEPENDENCYPART_SIBL
(3,4),(3,18),0.011016 # DEPENDENCYPART_SIBL
(3,4),(3,19),0.016708 # DEPENDENCYPART_SIBL
(3,4),(3,21),0.0302951 # DEPENDENCYPART_SIBL
(3,4),(3,22),0.0312049 # DEPENDENCYPART_SIBL
(3,4),(3,23),0.000899945 # DEPENDENCYPART_SIBL
(3,4),(3,24),0.0195392 # DEPENDENCYPART_SIBL
(3,5),(3,6),0.81544 # DEPENDENCYPART_SIBL
(3,5),(3,7),0.124212 # DEPENDENCYPART_SIBL
(3,5),(3,8),0.0988558 # DEPENDENCYPART_SIBL
(3,5),(3,9),0.12559 # DEPENDENCYPART_SIBL
(3,5),(3,10),0.07652 # DEPENDENCYPART_SIBL
(3,5),(3,11),0.0604985 # DEPENDENCYPART_SIBL
(3,5),(3,12),-0.0129099 # DEPENDENCYPART_SIBL
(3,5),(3,13),0.0604985 # DEPENDENCYPART_SIBL
(3,5),(3,14),0.060498 # DEPENDENCYPART_SIBL
(3,5),(3,15),0.07652 # DEPENDENCYPART_SIBL
(3,5),(3,16),0.0941418 # DEPENDENCYPART_SIBL
(3,5),(3,17),0.0604985 # DEPENDENCYPART_SIBL
(3,5),(3,18),0.175333 # DEPENDENCYPART_SIBL
(3,5),(3,19),0.194562 # DEPENDENCYPART_SIBL
(3,5),(3,21),0.0755804 # DEPENDENCYPART_SIBL
(3,5),(3,22),0.07629 # DEPENDENCYPART_SIBL
(3,5),(3,23),0.0235503 # DEPENDENCYPART_SIBL
(3,5),(3,24),0.0489202 # DEPENDENCYPART_SIBL
(3,6),(3,7),0.0755384 # DEPENDENCYPART_SIBL
(3,6),(3,8),0.026046 # DEPENDENCYPART_SIBL
(3,6),(3,9),0.0439028 # DEPENDENCYPART_SIBL
(3,6),(3,10),-0.0142557 # DEPENDENCYPART_SIBL
(3,6),(3,11),0.0821972 # DEPENDENCYPART_SIBL
(3,6),(3,12),-0.0390228 # DEPENDENCYPART_SIBL
(3,6),(3,13),0.0821972 # DEPENDENCYPART_SIBL
(3,6),(3,14),0.0821972 # DEPENDENCYPART_SIBL
(3,6),(3,15),-0.0142557 # DEPENDENCYPART_SIBL
(3,6),(3,16),0.022612 # DEPENDENCYPART_SIBL
(3,6),(3,17),0.0821972 # DEPENDENCYPART_SIBL
(3,6),(3,18),0.101059 # DEPENDENCYPART_SIBL
(3,6),(3,19),0.108302 # DEPENDENCYPART_SIBL
(3,6),(3,21),-0.0151659 # DEPENDENCYPART_SIBL
(3,6),(3,22),-0.0142557 # DEPENDENCYPART_SIBL
(3,6),(3,23),-0.01288 # DEPENDENCYPART_SIBL
(3,6),(3,24),0.124079 # DEPENDENCYPART_SIBL
(3,7),(3,8),-0.0113073 # DEPENDENCYPART_SIBL
(3,7),(3,9),0.000343426 # DEPENDENCYPART_SIBL
(3,7),(3,10),0.0110333 # DEPENDENCYPART_SIBL
(3,7),(3,11),-0.00981097 # DEPENDENCYPART_SIBL
(3,7),(3,12),-0.00728509 # DEPENDENCYPART_SIBL
(3,7),(3,13),-0.00981097 # DEPENDENCYPART_SIBL
(3,7),(3,14),-0.00981097 # DEPENDENCYPART_SIBL
(3,7),(3,15),0.0110333 # DEPENDENCYPART_SIBL
(3,7),(3,16),-0.0124215 # DEPENDENCYPART_SIBL
(3,7),(3,17),-0.00981097 # DEPENDENCYPART_SIBL
(3,7),(3,18),-0.040114 # DEPENDENCYPART_SIBL
(3,7),(3,19),-0.0359816 # DEPENDENCYPART_SIBL
(3,7),(3,21),0.0101234 # DEPENDENCYPART_SIBL
(3,7),(3,22),0.0110333 # DEPENDENCYPART_SIBL
(3,7),(3,23),0.0271066 # DEPENDENCYPART_SIBL
(3,7),(3,24),-0.0284786 # DEPENDENCYPART_SIBL
(3,8),(3,9),0.00788927 # DEPENDENCYPART_SIBL
(3,8),(3,10),0.0283589 # DEPENDENCYPART_SIBL
(3,8),(3,11),0.0483338 # DEPENDENCYPART_SIBL
(3,8),(3,12),0.00372606 # DEPENDENCYPART_SIBL
(3,8),(3,13),0.0483338 # DEPENDENCYPART_SIBL
(3,8),(3,14),0.0483338 # DEPENDENCYPART_SIBL
(3,8),(3,15),0.0283589 # DEPENDENCYPART_SIBL
(3,8),(3,16),-0.0112773 # DEPENDENCYPART_SIBL
(3,8),(3,17),0.0483338 # DEPENDENCYPART_SIBL
(3,8),(3,18),-0.0357266 # DEPENDENCYPART_SIBL
(3,8),(3,19),-0.0300345 # DEPENDENCYPART_SIBL
(3,8),(3,21),0.0274491 # DEPENDENCYPART_SIBL
(3,8),(3,22),0.0283589 # DEPENDENCYPART_SIBL
(3,8),(3,23),0.0177366 # DEPENDENCYPART_SIBL
(3,8),(3,24),-0.00235804 # DEPENDENCYPART_SIBL
(3,9),(3,10),0.0480258 # DEPENDENCYPART_SIBL
(3,9),(3,11),0.0629799 # DEPENDENCYPART_SIBL
(3,9),(3,12),0.0191411 # DEPENDENCYPART_SIBL
(3,9),(3,13),0.0629799 # DEPENDENCYPART_SIBL
(3,9),(3,14),0.0629799 # DEPENDENCYPART_SIBL
(3,9),(3,15),0.0480258 # DEPENDENCYPART_SIBL
(3,9),(3,16),-0.00325999 # DEPENDENCYPART_SIBL
(3,9),(3,17),0.0629799 # DEPENDENCYPART_SIBL
(3,9),(3,18),-0.0250883 # DEPENDENCYPART_SIBL
(3,9),(3,19),-0.0193962 # DEPENDENCYPART_SIBL
(3,9),(3,21),0.047116 # DEPENDENCYPART_SIBL
(3,9),(3,22),0.0480258 # DEPENDENCYPART_SIBL
(3,9),(3,23),0.0191467 # DEPENDENCYPART_SIBL
(3,9),(3,24),-0.00781095 # DEPENDENCYPART_SIBL
(3,10),(3,11),0.0263357 # DEPENDENCYPART_SIBL
(3,10),(3,12),0.0430489 # DEPENDENCYPART_SIBL
(3,10),(3,13),0.0263357 # DEPENDENCYPART_SIBL
(3,10),(3,14),0.0263357 # DEPENDENCYPART_SIBL
(3,10),(3,15),-0.0191053 # DEPENDENCYPART_SIBL
(3,10),(3,16),0.00518569 # DEPENDENCYPART_SIBL
(3,10),(3,17),0.0263357 # DEPENDENCYPART_SIBL
(3,10),(3,18),-0.025265 # DEPENDENCYPART_SIBL
(3,10),(3,19),-0.0189344 # DEPENDENCYPART_SIBL
(3,10),(3,21),-0.0200291 # DEPENDENCYPART_SIBL
(3,10),(3,22),-0.0191053 # DEPENDENCYPART_SIBL
(3,10),(3,23),0.0705722 # DEPENDENCYPART_SIBL
(3,10),(3,24),-1.62179e-05 # DEPENDENCYPART_SIBL
(3,11),(3,12),-0.000360313 # DEPENDENCYPART_SIBL
(3,11),(3,13),-0.0345318 # DEPENDENCYPART_SIBL
(3,11),(3,14),-0.0345321 # DEPENDENCYPART_SIBL
(3,11),(3,15),-0.0236203 # DEPENDENCYPART_SIBL
(3,11),(3,16),-0.0146074 # DEPENDENCYPART_SIBL
(3,11),(3,17),-0.0345318 # DEPENDENCYPART_SIBL
(3,11),(3,18),-0.0342778 # DEPENDENCYPART_SIBL
(3,11),(3,19),-0.0297868 # DEPENDENCYPART_SIBL
(3,11),(3,21),-0.0245302 # DEPENDENCYPART_SIBL
(3,11),(3,22),-0.0236205 # DEPENDENCYPART_SIBL
(3,11),(3,23),-0.0144386 # DEPENDENCYPART_SIBL
(3,11),(3,24),-0.010899 # DEPENDENCYPART_SIBL
(3,12),(3,13),0.0604985 # DEPENDENCYPART_SIBL
(3,12),(3,14),0.060498 # DEPENDENCYPART_SIBL
(3,12),(3,15),0.07652 # DEPENDENCYPART_SIBL
(3,12),(3,16),0.0941418 # DEPENDENCYPART_SIBL
(3,12),(3,17),0.0604985 # DEPENDENCYPART_SIBL
(3,12),(3,18),0.175333 # DEPENDENCYPART_SIBL
(3,12),(3,19),0.194562 # DEPENDENCYPART_SIBL
(3,12),(3,21),0.0755804 # DEPENDENCYPART_SIBL
(3,12),(3,22),0.07629 # DEPENDENCYPART_SIBL
(3,12),(3,23),0.0235503 # DEPENDENCYPART_SIBL
(3,12),(3,24),0.0489202 # DEPENDENCYPART_SIBL
(3,13),(3,14),-0.0345321 # DEPENDENCYPART_SIBL
(3,13),(3,15),-0.0236203 # DEPENDENCYPART_SIBL
(3,13),(3,16),-0.0146074 # DEPENDENCYPART_SIBL
(3,13),(3,17),-0.0345318 # DEPENDENCYPART_SIBL
(3,13),(3,18),-0.0342778 # DEPENDENCYPART_SIBL
(3,13),(3,19),-0.0297868 # DEPENDENCYPART_SIBL
(3,13),(3,21),-0.0245302 # DEPENDENCYPART_SIBL
(3,13),(3,22),-0.0236205 # DEPENDENCYPART_SIBL
(3,13),(3,23),-0.0144386 # DEPENDENCYPART_SIBL
(3,13),(3,24),-0.010899 # DEPENDENCYPART_SIBL
(3,14),(3,15),-0.0236226 # DEPENDENCYPART_SIBL
(3,14),(3,16),-0.0146079 # DEPENDENCYPART_SIBL
(3,14),(3,17),-0.0345323 # DEPENDENCYPART_SIBL
(3,14),(3,18),-0.0342792 # DEPENDENCYPART_SIBL
