# _root_ Sokan őt okolták ugyanis a vereségért , hiszen a nevéhez fűződött például az 1993-as , nagy port kavart MDF-Fidesz-székházügy .
#goldHeads=3,3,8,3,6,3,8,0,10,11,8,11,19,19,19,17,18,19,11,8,
#predictedHeads=3,3,8,3,6,3,8,0,10,11,8,11,19,19,19,17,18,19,11,8,
(4,3),0.814427 # DEPENDENCYPART_ARC
(4,5),-1.15428 # DEPENDENCYPART_ARC
(4,6),-0.978204 # DEPENDENCYPART_ARC
(4,7),-0.916545 # DEPENDENCYPART_ARC
(4,8),-1.28346 # DEPENDENCYPART_ARC
(4,10),-1.59869 # DEPENDENCYPART_ARC
(4,11),-0.741092 # DEPENDENCYPART_ARC
(4,12),-1.67424 # DEPENDENCYPART_ARC
(4,14),-1.64217 # DEPENDENCYPART_ARC
(4,15),-0.848866 # DEPENDENCYPART_ARC
(4,16),-1.78603 # DEPENDENCYPART_ARC
(4,19),-1.85608 # DEPENDENCYPART_ARC
(4,20),-0.776417 # DEPENDENCYPART_ARC
(5,4),-0.661414 # DEPENDENCYPART_ARC
(5,7),-0.701376 # DEPENDENCYPART_ARC
(6,1),-2.06361 # DEPENDENCYPART_ARC
(6,2),-2.03869 # DEPENDENCYPART_ARC
(6,3),-1.45415 # DEPENDENCYPART_ARC
(6,4),-0.793521 # DEPENDENCYPART_ARC
(6,5),1.89165 # DEPENDENCYPART_ARC
(6,7),-0.77952 # DEPENDENCYPART_ARC
(6,11),-1.54144 # DEPENDENCYPART_ARC
(8,1),-1.24297 # DEPENDENCYPART_ARC
(8,2),-2.21786 # DEPENDENCYPART_ARC
(8,3),-0.00922953 # DEPENDENCYPART_ARC
(8,4),-0.463321 # DEPENDENCYPART_ARC
(8,5),-1.31892 # DEPENDENCYPART_ARC
(8,6),-1.2036 # DEPENDENCYPART_ARC
(8,7),0.431982 # DEPENDENCYPART_ARC
(8,9),-0.87999 # DEPENDENCYPART_ARC
(8,10),-0.873441 # DEPENDENCYPART_ARC
(8,11),0.483625 # DEPENDENCYPART_ARC
(8,12),-1.30512 # DEPENDENCYPART_ARC
(8,14),-1.32076 # DEPENDENCYPART_ARC
(8,15),-0.580735 # DEPENDENCYPART_ARC
(8,16),-1.50255 # DEPENDENCYPART_ARC
(8,17),-1.75618 # DEPENDENCYPART_ARC
(8,18),-1.60616 # DEPENDENCYPART_ARC
(8,19),-1.78212 # DEPENDENCYPART_ARC
(8,20),0.0467004 # DEPENDENCYPART_ARC
(9,8),-0.649565 # DEPENDENCYPART_ARC
(10,2),-3.41817 # DEPENDENCYPART_ARC
(10,5),-1.75948 # DEPENDENCYPART_ARC
(10,6),-2.14021 # DEPENDENCYPART_ARC
(10,7),-1.18947 # DEPENDENCYPART_ARC
(10,8),-0.461595 # DEPENDENCYPART_ARC
(10,9),1.1339 # DEPENDENCYPART_ARC
(10,12),-1.75044 # DEPENDENCYPART_ARC
(10,19),-2.10019 # DEPENDENCYPART_ARC
(11,1),-0.794564 # DEPENDENCYPART_ARC
(11,2),-1.76251 # DEPENDENCYPART_ARC
(11,3),-1.09067 # DEPENDENCYPART_ARC
(11,4),-0.10457 # DEPENDENCYPART_ARC
(11,5),-1.80501 # DEPENDENCYPART_ARC
(11,6),-0.766091 # DEPENDENCYPART_ARC
(11,7),-0.361672 # DEPENDENCYPART_ARC
(11,8),0.0206358 # DEPENDENCYPART_ARC
(11,9),-1.04587 # DEPENDENCYPART_ARC
(11,10),1.59067 # DEPENDENCYPART_ARC
(11,12),1.69861 # DEPENDENCYPART_ARC
(11,13),-1.05417 # DEPENDENCYPART_ARC
(11,14),-0.463264 # DEPENDENCYPART_ARC
(11,15),-0.00202815 # DEPENDENCYPART_ARC
(11,16),-0.849203 # DEPENDENCYPART_ARC
(11,17),-0.757519 # DEPENDENCYPART_ARC
(11,18),-1.16815 # DEPENDENCYPART_ARC
(11,19),-0.0968077 # DEPENDENCYPART_ARC
(11,20),-0.52694 # DEPENDENCYPART_ARC
(12,3),-1.63729 # DEPENDENCYPART_ARC
(12,4),-1.16739 # DEPENDENCYPART_ARC
(12,6),-1.71349 # DEPENDENCYPART_ARC
(12,7),-1.49728 # DEPENDENCYPART_ARC
(12,8),-1.15357 # DEPENDENCYPART_ARC
(12,10),-0.922011 # DEPENDENCYPART_ARC
(12,11),-0.5479 # DEPENDENCYPART_ARC
(12,14),-1.00001 # DEPENDENCYPART_ARC
(12,15),-0.72797 # DEPENDENCYPART_ARC
(12,16),-1.13235 # DEPENDENCYPART_ARC
(12,17),-1.15559 # DEPENDENCYPART_ARC
(12,19),-1.26155 # DEPENDENCYPART_ARC
(12,20),-1.17518 # DEPENDENCYPART_ARC
(13,14),-0.384008 # DEPENDENCYPART_ARC
(13,16),-0.833966 # DEPENDENCYPART_ARC
(13,17),-1.35351 # DEPENDENCYPART_ARC
(14,1),-2.58216 # DEPENDENCYPART_ARC
(14,9),-2.19159 # DEPENDENCYPART_ARC
(14,10),-1.27387 # DEPENDENCYPART_ARC
(14,12),-0.8281 # DEPENDENCYPART_ARC
(14,13),-0.382759 # DEPENDENCYPART_ARC
(14,15),-0.658138 # DEPENDENCYPART_ARC
(14,16),-1.69525 # DEPENDENCYPART_ARC
(14,17),-1.9051 # DEPENDENCYPART_ARC
(14,19),-1.88928 # DEPENDENCYPART_ARC
(14,20),-1.61027 # DEPENDENCYPART_ARC
(16,1),-2.61878 # DEPENDENCYPART_ARC
(16,12),-1.30191 # DEPENDENCYPART_ARC
(16,13),-1.54741 # DEPENDENCYPART_ARC
(16,14),-0.780403 # DEPENDENCYPART_ARC
(16,15),-0.426632 # DEPENDENCYPART_ARC
(16,17),-1.18461 # DEPENDENCYPART_ARC
(17,1),-2.01827 # DEPENDENCYPART_ARC
(17,3),-2.17213 # DEPENDENCYPART_ARC
(17,5),-2.30812 # DEPENDENCYPART_ARC
(17,9),-1.20329 # DEPENDENCYPART_ARC
(17,10),-3.63875 # DEPENDENCYPART_ARC
(17,11),-1.90066 # DEPENDENCYPART_ARC
(17,12),-1.14639 # DEPENDENCYPART_ARC
(17,13),0.122607 # DEPENDENCYPART_ARC
(17,14),0.325248 # DEPENDENCYPART_ARC
(17,15),0.278668 # DEPENDENCYPART_ARC
(17,16),2.25457 # DEPENDENCYPART_ARC
(17,19),-1.5279 # DEPENDENCYPART_ARC
(17,20),-1.36455 # DEPENDENCYPART_ARC
(18,1),-2.0001 # DEPENDENCYPART_ARC
(18,3),-1.56625 # DEPENDENCYPART_ARC
(18,4),-1.05582 # DEPENDENCYPART_ARC
(18,6),-1.32054 # DEPENDENCYPART_ARC
(18,8),-1.00861 # DEPENDENCYPART_ARC
(18,10),-1.05746 # DEPENDENCYPART_ARC
(18,12),-1.06157 # DEPENDENCYPART_ARC
(18,13),-1.24659 # DEPENDENCYPART_ARC
(18,14),-1.05577 # DEPENDENCYPART_ARC
(18,15),-0.410101 # DEPENDENCYPART_ARC
(18,16),-0.248098 # DEPENDENCYPART_ARC
(18,17),1.42138 # DEPENDENCYPART_ARC
(19,4),-1.19088 # DEPENDENCYPART_ARC
(19,5),-2.25085 # DEPENDENCYPART_ARC
(19,6),-4.28357 # DEPENDENCYPART_ARC
(19,8),-1.07654 # DEPENDENCYPART_ARC
(19,9),-1.17217 # DEPENDENCYPART_ARC
(19,10),-3.66168 # DEPENDENCYPART_ARC
(19,11),-0.649498 # DEPENDENCYPART_ARC
(19,12),-1.12828 # DEPENDENCYPART_ARC
(19,13),-0.000856493 # DEPENDENCYPART_ARC
(19,14),0.194405 # DEPENDENCYPART_ARC
(19,15),0.63146 # DEPENDENCYPART_ARC
(19,16),0.514607 # DEPENDENCYPART_ARC
(19,17),-0.784786 # DEPENDENCYPART_ARC
(19,18),2.59638 # DEPENDENCYPART_ARC
(19,20),-1.33431 # DEPENDENCYPART_ARC
(0,1),(0,2),-0.0287973 # DEPENDENCYPART_SIBL
(0,1),(0,3),-0.110354 # DEPENDENCYPART_SIBL
(0,1),(0,4),-0.112379 # DEPENDENCYPART_SIBL
(0,1),(0,8),-0.125211 # DEPENDENCYPART_SIBL
(0,1),(0,11),-0.110354 # DEPENDENCYPART_SIBL
(0,2),(0,3),-0.109577 # DEPENDENCYPART_SIBL
(0,2),(0,4),-0.0878141 # DEPENDENCYPART_SIBL
(0,2),(0,8),-0.0920159 # DEPENDENCYPART_SIBL
(0,2),(0,11),-0.109577 # DEPENDENCYPART_SIBL
(0,3),(0,4),-0.22103 # DEPENDENCYPART_SIBL
(0,3),(0,8),-0.234541 # DEPENDENCYPART_SIBL
(0,3),(0,11),-0.245466 # DEPENDENCYPART_SIBL
(0,4),(0,8),-0.155781 # DEPENDENCYPART_SIBL
(0,4),(0,11),-0.12065 # DEPENDENCYPART_SIBL
(0,8),(0,11),-0.127562 # DEPENDENCYPART_SIBL
(1,3),(1,4),0.0268997 # DEPENDENCYPART_SIBL
(1,3),(1,6),0.0194115 # DEPENDENCYPART_SIBL
(1,3),(1,7),0.0936175 # DEPENDENCYPART_SIBL
(1,3),(1,8),0.0429239 # DEPENDENCYPART_SIBL
(1,3),(1,11),0.00366635 # DEPENDENCYPART_SIBL
(1,3),(1,19),0.0194115 # DEPENDENCYPART_SIBL
(1,3),(1,20),0.0549745 # DEPENDENCYPART_SIBL
(1,4),(1,6),-0.0111624 # DEPENDENCYPART_SIBL
(1,4),(1,7),-0.0167288 # DEPENDENCYPART_SIBL
(1,4),(1,8),0.0128917 # DEPENDENCYPART_SIBL
(1,4),(1,11),0.021402 # DEPENDENCYPART_SIBL
(1,4),(1,19),-0.0111624 # DEPENDENCYPART_SIBL
(1,4),(1,20),0.0135537 # DEPENDENCYPART_SIBL
(1,6),(1,7),0.055032 # DEPENDENCYPART_SIBL
(1,6),(1,8),0.0162639 # DEPENDENCYPART_SIBL
(1,6),(1,11),0.0304123 # DEPENDENCYPART_SIBL
(1,6),(1,19),0.00540698 # DEPENDENCYPART_SIBL
(1,6),(1,20),0.0194096 # DEPENDENCYPART_SIBL
(1,7),(1,8),0.0825972 # DEPENDENCYPART_SIBL
(1,7),(1,11),0.232199 # DEPENDENCYPART_SIBL
(1,7),(1,19),0.00724252 # DEPENDENCYPART_SIBL
(1,7),(1,20),0.0551252 # DEPENDENCYPART_SIBL
(1,8),(1,11),0.0293582 # DEPENDENCYPART_SIBL
(1,8),(1,19),-0.0113741 # DEPENDENCYPART_SIBL
(1,8),(1,20),0.00816824 # DEPENDENCYPART_SIBL
(1,11),(1,19),0.0194115 # DEPENDENCYPART_SIBL
(1,11),(1,20),0.0549745 # DEPENDENCYPART_SIBL
(1,19),(1,20),0.0194096 # DEPENDENCYPART_SIBL
(2,3),(2,6),-0.00740087 # DEPENDENCYPART_SIBL
(2,3),(2,7),0.0364538 # DEPENDENCYPART_SIBL
(2,3),(2,10),-0.00740087 # DEPENDENCYPART_SIBL
(2,3),(2,11),-0.00491219 # DEPENDENCYPART_SIBL
(2,3),(2,17),-0.00740087 # DEPENDENCYPART_SIBL
(2,3),(2,19),-0.00740087 # DEPENDENCYPART_SIBL
(2,3),(2,20),-0.00350779 # DEPENDENCYPART_SIBL
(2,6),(2,7),0.0149304 # DEPENDENCYPART_SIBL
(2,6),(2,10),0.00798229 # DEPENDENCYPART_SIBL
(2,6),(2,11),-0.00764462 # DEPENDENCYPART_SIBL
(2,6),(2,17),0.008014 # DEPENDENCYPART_SIBL
(2,6),(2,19),0.008014 # DEPENDENCYPART_SIBL
(2,6),(2,20),0.0622435 # DEPENDENCYPART_SIBL
(2,7),(2,10),-0.0144501 # DEPENDENCYPART_SIBL
(2,7),(2,11),0.0603657 # DEPENDENCYPART_SIBL
(2,7),(2,17),-0.0143818 # DEPENDENCYPART_SIBL
(2,7),(2,19),-0.0143818 # DEPENDENCYPART_SIBL
(2,7),(2,20),0.0227226 # DEPENDENCYPART_SIBL
(2,10),(2,11),-0.00789605 # DEPENDENCYPART_SIBL
(2,10),(2,17),0.008014 # DEPENDENCYPART_SIBL
(2,10),(2,19),0.008014 # DEPENDENCYPART_SIBL
(2,10),(2,20),0.0618832 # DEPENDENCYPART_SIBL
(2,11),(2,17),-0.00740087 # DEPENDENCYPART_SIBL
(2,11),(2,19),-0.00740087 # DEPENDENCYPART_SIBL
(2,11),(2,20),-0.00350779 # DEPENDENCYPART_SIBL
(2,17),(2,19),0.0104671 # DEPENDENCYPART_SIBL
(2,17),(2,20),0.0636079 # DEPENDENCYPART_SIBL
(2,19),(2,20),0.0622435 # DEPENDENCYPART_SIBL
(3,1),(3,2),-0.0215414 # DEPENDENCYPART_SIBL
(3,1),(3,4),-0.00577222 # DEPENDENCYPART_SIBL
(3,1),(3,5),-0.0512392 # DEPENDENCYPART_SIBL
(3,1),(3,6),0.0408659 # DEPENDENCYPART_SIBL
(3,1),(3,7),0.0204517 # DEPENDENCYPART_SIBL
(3,1),(3,8),-0.0570583 # DEPENDENCYPART_SIBL
(3,1),(3,9),-0.0512392 # DEPENDENCYPART_SIBL
(3,1),(3,10),0.0407911 # DEPENDENCYPART_SIBL
(3,1),(3,11),0.00325499 # DEPENDENCYPART_SIBL
(3,1),(3,12),0.0418414 # DEPENDENCYPART_SIBL
(3,1),(3,14),0.0360109 # DEPENDENCYPART_SIBL
(3,1),(3,15),0.0204517 # DEPENDENCYPART_SIBL
(3,1),(3,16),0.0162772 # DEPENDENCYPART_SIBL
(3,1),(3,17),0.0432375 # DEPENDENCYPART_SIBL
(3,1),(3,19),0.0408659 # DEPENDENCYPART_SIBL
(3,1),(3,20),0.0513231 # DEPENDENCYPART_SIBL
(3,2),(3,4),-0.0752567 # DEPENDENCYPART_SIBL
(3,2),(3,5),-0.0397354 # DEPENDENCYPART_SIBL
(3,2),(3,6),-0.0404094 # DEPENDENCYPART_SIBL
(3,2),(3,7),-0.055835 # DEPENDENCYPART_SIBL
(3,2),(3,8),-0.0994479 # DEPENDENCYPART_SIBL
(3,2),(3,9),-0.0397354 # DEPENDENCYPART_SIBL
(3,2),(3,10),-0.0404843 # DEPENDENCYPART_SIBL
(3,2),(3,11),-0.0865332 # DEPENDENCYPART_SIBL
(3,2),(3,12),-0.0275169 # DEPENDENCYPART_SIBL
(3,2),(3,14),-0.0495044 # DEPENDENCYPART_SIBL
(3,2),(3,15),-0.055835 # DEPENDENCYPART_SIBL
(3,2),(3,16),-0.0621546 # DEPENDENCYPART_SIBL
(3,2),(3,17),-0.0401747 # DEPENDENCYPART_SIBL
(3,2),(3,19),-0.0404094 # DEPENDENCYPART_SIBL
(3,2),(3,20),-0.03158 # DEPENDENCYPART_SIBL
(3,4),(3,5),0.0993322 # DEPENDENCYPART_SIBL
(3,4),(3,6),0.0927103 # DEPENDENCYPART_SIBL
(3,4),(3,7),0.0298255 # DEPENDENCYPART_SIBL
(3,4),(3,8),0.08415 # DEPENDENCYPART_SIBL
(3,4),(3,9),0.0993322 # DEPENDENCYPART_SIBL
(3,4),(3,10),0.092566 # DEPENDENCYPART_SIBL
(3,4),(3,11),0.0605065 # DEPENDENCYPART_SIBL
(3,4),(3,12),0.0707248 # DEPENDENCYPART_SIBL
(3,4),(3,14),0.0968438 # DEPENDENCYPART_SIBL
(3,4),(3,15),0.0298255 # DEPENDENCYPART_SIBL
(3,4),(3,16),0.0937235 # DEPENDENCYPART_SIBL
(3,4),(3,17),0.092714 # DEPENDENCYPART_SIBL
(3,4),(3,19),0.0927103 # DEPENDENCYPART_SIBL
(3,4),(3,20),0.0499781 # DEPENDENCYPART_SIBL
(3,5),(3,6),0.0110333 # DEPENDENCYPART_SIBL
(3,5),(3,7),-0.00728509 # DEPENDENCYPART_SIBL
(3,5),(3,8),0.0370387 # DEPENDENCYPART_SIBL
(3,5),(3,9),0.0888948 # DEPENDENCYPART_SIBL
(3,5),(3,10),0.0108846 # DEPENDENCYPART_SIBL
(3,5),(3,11),-0.0359816 # DEPENDENCYPART_SIBL
(3,5),(3,12),-0.00837743 # DEPENDENCYPART_SIBL
(3,5),(3,14),-0.0098113 # DEPENDENCYPART_SIBL
(3,5),(3,15),-0.00728509 # DEPENDENCYPART_SIBL
(3,5),(3,16),-0.0129237 # DEPENDENCYPART_SIBL
(3,5),(3,17),0.0110369 # DEPENDENCYPART_SIBL
(3,5),(3,19),0.0110333 # DEPENDENCYPART_SIBL
(3,5),(3,20),-0.0284786 # DEPENDENCYPART_SIBL
(3,6),(3,7),0.0430489 # DEPENDENCYPART_SIBL
(3,6),(3,8),-0.00897643 # DEPENDENCYPART_SIBL
(3,6),(3,9),0.0707783 # DEPENDENCYPART_SIBL
(3,6),(3,10),-0.0192752 # DEPENDENCYPART_SIBL
(3,6),(3,11),-0.0189344 # DEPENDENCYPART_SIBL
(3,6),(3,12),0.0205275 # DEPENDENCYPART_SIBL
(3,6),(3,14),0.0263052 # DEPENDENCYPART_SIBL
(3,6),(3,15),0.0430489 # DEPENDENCYPART_SIBL
(3,6),(3,16),0.0222038 # DEPENDENCYPART_SIBL
(3,6),(3,17),-0.0191016 # DEPENDENCYPART_SIBL
(3,6),(3,19),-0.0191053 # DEPENDENCYPART_SIBL
(3,6),(3,20),-1.62179e-05 # DEPENDENCYPART_SIBL
(3,7),(3,8),0.223287 # DEPENDENCYPART_SIBL
(3,7),(3,9),0.124212 # DEPENDENCYPART_SIBL
(3,7),(3,10),0.0763453 # DEPENDENCYPART_SIBL
(3,7),(3,11),0.194562 # DEPENDENCYPART_SIBL
(3,7),(3,12),0.0861983 # DEPENDENCYPART_SIBL
(3,7),(3,14),0.0604955 # DEPENDENCYPART_SIBL
(3,7),(3,15),-0.0129099 # DEPENDENCYPART_SIBL
(3,7),(3,16),0.0557609 # DEPENDENCYPART_SIBL
(3,7),(3,17),0.0765237 # DEPENDENCYPART_SIBL
(3,7),(3,19),0.07652 # DEPENDENCYPART_SIBL
(3,7),(3,20),0.0489202 # DEPENDENCYPART_SIBL
(3,8),(3,9),0.058569 # DEPENDENCYPART_SIBL
(3,8),(3,10),0.0231118 # DEPENDENCYPART_SIBL
(3,8),(3,11),0.0126952 # DEPENDENCYPART_SIBL
(3,8),(3,12),0.024281 # DEPENDENCYPART_SIBL
(3,8),(3,14),0.0467825 # DEPENDENCYPART_SIBL
(3,8),(3,15),-0.0181287 # DEPENDENCYPART_SIBL
(3,8),(3,16),0.0436622 # DEPENDENCYPART_SIBL
(3,8),(3,17),0.0232598 # DEPENDENCYPART_SIBL
(3,8),(3,19),0.0232561 # DEPENDENCYPART_SIBL
(3,8),(3,20),-0.0100046 # DEPENDENCYPART_SIBL
(3,9),(3,10),0.0108846 # DEPENDENCYPART_SIBL
(3,9),(3,11),-0.0359816 # DEPENDENCYPART_SIBL
(3,9),(3,12),-0.00837743 # DEPENDENCYPART_SIBL
(3,9),(3,14),-0.0098113 # DEPENDENCYPART_SIBL
(3,9),(3,15),-0.00728509 # DEPENDENCYPART_SIBL
(3,9),(3,16),-0.0129237 # DEPENDENCYPART_SIBL
(3,9),(3,17),0.0110369 # DEPENDENCYPART_SIBL
(3,9),(3,19),0.0110333 # DEPENDENCYPART_SIBL
(3,9),(3,20),-0.0284786 # DEPENDENCYPART_SIBL
(3,10),(3,11),-0.0191858 # DEPENDENCYPART_SIBL
(3,10),(3,12),0.0205275 # DEPENDENCYPART_SIBL
(3,10),(3,14),0.0263052 # DEPENDENCYPART_SIBL
(3,10),(3,15),0.0429397 # DEPENDENCYPART_SIBL
(3,10),(3,16),0.0222038 # DEPENDENCYPART_SIBL
(3,10),(3,17),-0.0191016 # DEPENDENCYPART_SIBL
(3,10),(3,19),-0.0191053 # DEPENDENCYPART_SIBL
(3,10),(3,20),-0.000376493 # DEPENDENCYPART_SIBL
(3,11),(3,12),0.0242026 # DEPENDENCYPART_SIBL
(3,11),(3,14),0.00674925 # DEPENDENCYPART_SIBL
(3,11),(3,15),0.0599745 # DEPENDENCYPART_SIBL
(3,11),(3,16),0.00300077 # DEPENDENCYPART_SIBL
(3,11),(3,17),-0.0044796 # DEPENDENCYPART_SIBL
(3,11),(3,19),-0.00448328 # DEPENDENCYPART_SIBL
(3,11),(3,20),0.0178063 # DEPENDENCYPART_SIBL
(3,12),(3,14),0.0732693 # DEPENDENCYPART_SIBL
(3,12),(3,15),0.0529556 # DEPENDENCYPART_SIBL
(3,12),(3,16),0.069851 # DEPENDENCYPART_SIBL
(3,12),(3,17),0.0709268 # DEPENDENCYPART_SIBL
(3,12),(3,19),0.0709158 # DEPENDENCYPART_SIBL
(3,12),(3,20),0.0526229 # DEPENDENCYPART_SIBL
(3,14),(3,15),-0.000360313 # DEPENDENCYPART_SIBL
(3,14),(3,16),-0.0371317 # DEPENDENCYPART_SIBL
(3,14),(3,17),-0.0236265 # DEPENDENCYPART_SIBL
(3,14),(3,19),-0.0236301 # DEPENDENCYPART_SIBL
(3,14),(3,20),-0.0109299 # DEPENDENCYPART_SIBL
(3,15),(3,16),0.0557609 # DEPENDENCYPART_SIBL
(3,15),(3,17),0.0765237 # DEPENDENCYPART_SIBL
(3,15),(3,19),0.07652 # DEPENDENCYPART_SIBL
(3,15),(3,20),0.0489202 # DEPENDENCYPART_SIBL
(3,16),(3,17),-0.0379112 # DEPENDENCYPART_SIBL
(3,16),(3,19),-0.0379149 # DEPENDENCYPART_SIBL
(3,16),(3,20),-0.0260104 # DEPENDENCYPART_SIBL
(3,17),(3,19),-0.00814171 # DEPENDENCYPART_SIBL
(3,17),(3,20),0.00877318 # DEPENDENCYPART_SIBL
(3,19),(3,20),-1.62179e-05 # DEPENDENCYPART_SIBL
(4,1),(4,2),0.0718713 # DEPENDENCYPART_SIBL
(4,1),(4,3),0.0305859 # DEPENDENCYPART_SIBL
(4,1),(4,5),-0.0520727 # DEPENDENCYPART_SIBL
(4,1),(4,6),0.0289225 # DEPENDENCYPART_SIBL
(4,1),(4,7),-0.0413621 # DEPENDENCYPART_SIBL
(4,1),(4,8),-0.0497637 # DEPENDENCYPART_SIBL
(4,1),(4,10),0.0287716 # DEPENDENCYPART_SIBL
(4,1),(4,11),-0.00646168 # DEPENDENCYPART_SIBL
(4,1),(4,12),-0.0427209 # DEPENDENCYPART_SIBL
(4,1),(4,14),0.0306977 # DEPENDENCYPART_SIBL
(4,1),(4,15),-0.0413621 # DEPENDENCYPART_SIBL
(4,1),(4,16),0.0229019 # DEPENDENCYPART_SIBL
(4,1),(4,19),0.0289225 # DEPENDENCYPART_SIBL
(4,1),(4,20),-0.00215459 # DEPENDENCYPART_SIBL
(4,2),(4,3),0.040175 # DEPENDENCYPART_SIBL
(4,2),(4,5),0.0299923 # DEPENDENCYPART_SIBL
(4,2),(4,6),0.0703399 # DEPENDENCYPART_SIBL
(4,2),(4,7),0.0263582 # DEPENDENCYPART_SIBL
(4,2),(4,8),-0.0128228 # DEPENDENCYPART_SIBL
(4,2),(4,10),0.0701891 # DEPENDENCYPART_SIBL
(4,2),(4,11),0.0932227 # DEPENDENCYPART_SIBL
(4,2),(4,12),0.0053703 # DEPENDENCYPART_SIBL
(4,2),(4,14),0.0288016 # DEPENDENCYPART_SIBL
(4,2),(4,15),0.0263582 # DEPENDENCYPART_SIBL
(4,2),(4,16),0.0252909 # DEPENDENCYPART_SIBL
(4,2),(4,19),0.0703399 # DEPENDENCYPART_SIBL
(4,2),(4,20),0.0308135 # DEPENDENCYPART_SIBL
(4,3),(4,5),0.00639775 # DEPENDENCYPART_SIBL
(4,3),(4,6),-0.00968388 # DEPENDENCYPART_SIBL
(4,3),(4,7),0.00899988 # DEPENDENCYPART_SIBL
(4,3),(4,8),0.0324511 # DEPENDENCYPART_SIBL
(4,3),(4,10),-0.00983525 # DEPENDENCYPART_SIBL
(4,3),(4,11),0.105789 # DEPENDENCYPART_SIBL
(4,3),(4,12),0.0142306 # DEPENDENCYPART_SIBL
(4,3),(4,14),0.036973 # DEPENDENCYPART_SIBL
(4,3),(4,15),0.00899988 # DEPENDENCYPART_SIBL
(4,3),(4,16),0.0341883 # DEPENDENCYPART_SIBL
(4,3),(4,19),-0.00968388 # DEPENDENCYPART_SIBL
(4,3),(4,20),0.130876 # DEPENDENCYPART_SIBL
(4,5),(4,6),-0.0153061 # DEPENDENCYPART_SIBL
(4,5),(4,7),-0.0153941 # DEPENDENCYPART_SIBL
(4,5),(4,8),-0.0248535 # DEPENDENCYPART_SIBL
(4,5),(4,10),-0.0154325 # DEPENDENCYPART_SIBL
(4,5),(4,11),-0.0472619 # DEPENDENCYPART_SIBL
(4,5),(4,12),-0.0335207 # DEPENDENCYPART_SIBL
(4,5),(4,14),-0.0288121 # DEPENDENCYPART_SIBL
(4,5),(4,15),-0.0153941 # DEPENDENCYPART_SIBL
(4,5),(4,16),-0.0292615 # DEPENDENCYPART_SIBL
(4,5),(4,19),-0.0153061 # DEPENDENCYPART_SIBL
(4,5),(4,20),-0.0226495 # DEPENDENCYPART_SIBL
(4,6),(4,7),0.054742 # DEPENDENCYPART_SIBL
(4,6),(4,8),-0.0300443 # DEPENDENCYPART_SIBL
(4,6),(4,10),-0.00382893 # DEPENDENCYPART_SIBL
(4,6),(4,11),-0.00214652 # DEPENDENCYPART_SIBL
(4,6),(4,12),0.00366423 # DEPENDENCYPART_SIBL
(4,6),(4,14),0.05497 # DEPENDENCYPART_SIBL
(4,6),(4,15),0.054742 # DEPENDENCYPART_SIBL
