# _root_ Nem véletlen , hogy a menedzserképzőn " szürke eminenciásnak " minősítettek , ami — megvallom — nem is áll messze tőlem .
#goldHeads=4,4,4,0,6,11,11,9,11,11,4,11,19,15,19,15,19,19,11,19,19,4,
#predictedHeads=4,4,4,0,6,11,9,9,11,9,4,11,15,15,11,15,19,19,15,19,19,4,
(19,17),1.37714 # DEPENDENCYPART_ARC
(19,18),2.24465 # DEPENDENCYPART_ARC
(19,20),1.43634 # DEPENDENCYPART_ARC
(19,21),0.812801 # DEPENDENCYPART_ARC
(19,22),-0.336594 # DEPENDENCYPART_ARC
(20,14),-1.45779 # DEPENDENCYPART_ARC
(20,17),-1.08189 # DEPENDENCYPART_ARC
(20,18),-1.12288 # DEPENDENCYPART_ARC
(20,21),-1.15212 # DEPENDENCYPART_ARC
(21,11),-1.07304 # DEPENDENCYPART_ARC
(21,15),-0.949207 # DEPENDENCYPART_ARC
(21,16),-0.94351 # DEPENDENCYPART_ARC
(21,17),-0.715369 # DEPENDENCYPART_ARC
(21,18),-0.42921 # DEPENDENCYPART_ARC
(21,19),-0.665839 # DEPENDENCYPART_ARC
(21,20),0.320048 # DEPENDENCYPART_ARC
(21,22),-0.570419 # DEPENDENCYPART_ARC
(0,1),(0,2),-0.0239133 # DEPENDENCYPART_SIBL
(0,1),(0,4),-0.11733 # DEPENDENCYPART_SIBL
(0,1),(0,6),-0.0352556 # DEPENDENCYPART_SIBL
(0,1),(0,9),-0.0352556 # DEPENDENCYPART_SIBL
(0,1),(0,11),-0.112223 # DEPENDENCYPART_SIBL
(0,1),(0,15),-0.112223 # DEPENDENCYPART_SIBL
(0,1),(0,17),-0.0677663 # DEPENDENCYPART_SIBL
(0,1),(0,19),-0.116994 # DEPENDENCYPART_SIBL
(0,1),(0,20),-0.057843 # DEPENDENCYPART_SIBL
(0,1),(0,21),-0.058505 # DEPENDENCYPART_SIBL
(0,2),(0,4),-0.0839392 # DEPENDENCYPART_SIBL
(0,2),(0,6),-0.0345846 # DEPENDENCYPART_SIBL
(0,2),(0,9),-0.0345846 # DEPENDENCYPART_SIBL
(0,2),(0,11),-0.0886099 # DEPENDENCYPART_SIBL
(0,2),(0,15),-0.0886099 # DEPENDENCYPART_SIBL
(0,2),(0,17),-0.0396953 # DEPENDENCYPART_SIBL
(0,2),(0,19),-0.0844316 # DEPENDENCYPART_SIBL
(0,2),(0,20),-0.0352269 # DEPENDENCYPART_SIBL
(0,2),(0,21),-0.035195 # DEPENDENCYPART_SIBL
(0,4),(0,6),-0.125941 # DEPENDENCYPART_SIBL
(0,4),(0,9),-0.125941 # DEPENDENCYPART_SIBL
(0,4),(0,11),-0.130334 # DEPENDENCYPART_SIBL
(0,4),(0,15),-0.130334 # DEPENDENCYPART_SIBL
(0,4),(0,17),-0.0952971 # DEPENDENCYPART_SIBL
(0,4),(0,19),-0.135964 # DEPENDENCYPART_SIBL
(0,4),(0,20),-0.0851322 # DEPENDENCYPART_SIBL
(0,4),(0,21),-0.0851321 # DEPENDENCYPART_SIBL
(0,6),(0,9),-0.0661097 # DEPENDENCYPART_SIBL
(0,6),(0,11),-0.107518 # DEPENDENCYPART_SIBL
(0,6),(0,15),-0.107518 # DEPENDENCYPART_SIBL
(0,6),(0,17),-0.066328 # DEPENDENCYPART_SIBL
(0,6),(0,19),-0.105726 # DEPENDENCYPART_SIBL
(0,6),(0,20),-0.0597883 # DEPENDENCYPART_SIBL
(0,6),(0,21),-0.0582081 # DEPENDENCYPART_SIBL
(0,9),(0,11),-0.107518 # DEPENDENCYPART_SIBL
(0,9),(0,15),-0.107518 # DEPENDENCYPART_SIBL
(0,9),(0,17),-0.066328 # DEPENDENCYPART_SIBL
(0,9),(0,19),-0.105726 # DEPENDENCYPART_SIBL
(0,9),(0,20),-0.0597883 # DEPENDENCYPART_SIBL
(0,9),(0,21),-0.0582081 # DEPENDENCYPART_SIBL
(0,11),(0,15),-0.245466 # DEPENDENCYPART_SIBL
(0,11),(0,17),-0.108008 # DEPENDENCYPART_SIBL
(0,11),(0,19),-0.251004 # DEPENDENCYPART_SIBL
(0,11),(0,20),-0.112974 # DEPENDENCYPART_SIBL
(0,11),(0,21),-0.112974 # DEPENDENCYPART_SIBL
(0,15),(0,17),-0.108008 # DEPENDENCYPART_SIBL
(0,15),(0,19),-0.251004 # DEPENDENCYPART_SIBL
(0,15),(0,20),-0.112974 # DEPENDENCYPART_SIBL
(0,15),(0,21),-0.112974 # DEPENDENCYPART_SIBL
(0,17),(0,19),-0.116994 # DEPENDENCYPART_SIBL
(0,17),(0,20),-0.057843 # DEPENDENCYPART_SIBL
(0,17),(0,21),-0.058505 # DEPENDENCYPART_SIBL
(0,19),(0,20),-0.114449 # DEPENDENCYPART_SIBL
(0,19),(0,21),-0.114449 # DEPENDENCYPART_SIBL
(0,20),(0,21),-0.0646022 # DEPENDENCYPART_SIBL
(1,2),(1,3),0.0325377 # DEPENDENCYPART_SIBL
(1,2),(1,4),0.0659133 # DEPENDENCYPART_SIBL
(1,2),(1,6),0.0493388 # DEPENDENCYPART_SIBL
(1,2),(1,7),0.0522393 # DEPENDENCYPART_SIBL
(1,2),(1,9),0.0493388 # DEPENDENCYPART_SIBL
(1,2),(1,10),0.0522393 # DEPENDENCYPART_SIBL
(1,2),(1,11),0.0227205 # DEPENDENCYPART_SIBL
(1,2),(1,12),0.0325377 # DEPENDENCYPART_SIBL
(1,2),(1,15),0.0227205 # DEPENDENCYPART_SIBL
(1,2),(1,19),0.0266825 # DEPENDENCYPART_SIBL
(1,2),(1,22),0.0838981 # DEPENDENCYPART_SIBL
(1,3),(1,4),0.333512 # DEPENDENCYPART_SIBL
(1,3),(1,6),-0.00379334 # DEPENDENCYPART_SIBL
(1,3),(1,7),0.0453045 # DEPENDENCYPART_SIBL
(1,3),(1,9),-0.00379334 # DEPENDENCYPART_SIBL
(1,3),(1,10),0.0453045 # DEPENDENCYPART_SIBL
(1,3),(1,11),0.212649 # DEPENDENCYPART_SIBL
(1,3),(1,12),-0.0281584 # DEPENDENCYPART_SIBL
(1,3),(1,15),0.212649 # DEPENDENCYPART_SIBL
(1,3),(1,19),0.209436 # DEPENDENCYPART_SIBL
(1,3),(1,22),0.087121 # DEPENDENCYPART_SIBL
(1,4),(1,6),-0.0498763 # DEPENDENCYPART_SIBL
(1,4),(1,7),0.0634979 # DEPENDENCYPART_SIBL
(1,4),(1,9),-0.0498763 # DEPENDENCYPART_SIBL
(1,4),(1,10),0.0634979 # DEPENDENCYPART_SIBL
(1,4),(1,11),0.0307467 # DEPENDENCYPART_SIBL
(1,4),(1,12),-0.00654583 # DEPENDENCYPART_SIBL
(1,4),(1,15),0.0307467 # DEPENDENCYPART_SIBL
(1,4),(1,19),0.0249083 # DEPENDENCYPART_SIBL
(1,4),(1,22),0.103598 # DEPENDENCYPART_SIBL
(1,6),(1,7),0.0141071 # DEPENDENCYPART_SIBL
(1,6),(1,9),-0.0265967 # DEPENDENCYPART_SIBL
(1,6),(1,10),0.0141071 # DEPENDENCYPART_SIBL
(1,6),(1,11),-0.0024927 # DEPENDENCYPART_SIBL
(1,6),(1,12),0.0301388 # DEPENDENCYPART_SIBL
(1,6),(1,15),-0.0024927 # DEPENDENCYPART_SIBL
(1,6),(1,19),-0.00102558 # DEPENDENCYPART_SIBL
(1,6),(1,22),0.0146208 # DEPENDENCYPART_SIBL
(1,7),(1,9),-0.0465689 # DEPENDENCYPART_SIBL
(1,7),(1,10),0.0301517 # DEPENDENCYPART_SIBL
(1,7),(1,11),0.0261064 # DEPENDENCYPART_SIBL
(1,7),(1,12),-0.0630837 # DEPENDENCYPART_SIBL
(1,7),(1,15),0.0261064 # DEPENDENCYPART_SIBL
(1,7),(1,19),0.0225107 # DEPENDENCYPART_SIBL
(1,7),(1,22),0.0359912 # DEPENDENCYPART_SIBL
(1,9),(1,10),0.0141071 # DEPENDENCYPART_SIBL
(1,9),(1,11),-0.0024927 # DEPENDENCYPART_SIBL
(1,9),(1,12),0.0301388 # DEPENDENCYPART_SIBL
(1,9),(1,15),-0.0024927 # DEPENDENCYPART_SIBL
(1,9),(1,19),-0.00102558 # DEPENDENCYPART_SIBL
(1,9),(1,22),0.0146208 # DEPENDENCYPART_SIBL
(1,10),(1,11),0.0261064 # DEPENDENCYPART_SIBL
(1,10),(1,12),-0.0630837 # DEPENDENCYPART_SIBL
(1,10),(1,15),0.0261064 # DEPENDENCYPART_SIBL
(1,10),(1,19),0.0225107 # DEPENDENCYPART_SIBL
(1,10),(1,22),0.0359912 # DEPENDENCYPART_SIBL
(1,11),(1,12),0.0832049 # DEPENDENCYPART_SIBL
(1,11),(1,15),-0.0197833 # DEPENDENCYPART_SIBL
(1,11),(1,19),-0.0255272 # DEPENDENCYPART_SIBL
(1,11),(1,22),0.0567861 # DEPENDENCYPART_SIBL
(1,12),(1,15),0.212649 # DEPENDENCYPART_SIBL
(1,12),(1,19),0.209436 # DEPENDENCYPART_SIBL
(1,12),(1,22),0.087121 # DEPENDENCYPART_SIBL
(1,15),(1,19),-0.0255272 # DEPENDENCYPART_SIBL
(1,15),(1,22),0.0567861 # DEPENDENCYPART_SIBL
(1,19),(1,22),0.0465671 # DEPENDENCYPART_SIBL
(2,1),(2,3),0.0212419 # DEPENDENCYPART_SIBL
(2,1),(2,4),0.0397077 # DEPENDENCYPART_SIBL
(2,1),(2,6),0.0317748 # DEPENDENCYPART_SIBL
(2,1),(2,7),0.044222 # DEPENDENCYPART_SIBL
(2,1),(2,8),0.0258215 # DEPENDENCYPART_SIBL
(2,1),(2,9),0.0317748 # DEPENDENCYPART_SIBL
(2,1),(2,10),0.044222 # DEPENDENCYPART_SIBL
(2,1),(2,11),0.0704212 # DEPENDENCYPART_SIBL
(2,1),(2,12),0.0212419 # DEPENDENCYPART_SIBL
(2,1),(2,14),-0.000863717 # DEPENDENCYPART_SIBL
(2,1),(2,15),0.0704212 # DEPENDENCYPART_SIBL
(2,1),(2,16),-0.000863717 # DEPENDENCYPART_SIBL
(2,1),(2,19),0.0628966 # DEPENDENCYPART_SIBL
(2,1),(2,22),0.0768252 # DEPENDENCYPART_SIBL
(2,3),(2,4),0.328674 # DEPENDENCYPART_SIBL
(2,3),(2,6),0.156907 # DEPENDENCYPART_SIBL
(2,3),(2,7),-0.000607822 # DEPENDENCYPART_SIBL
(2,3),(2,8),0.110814 # DEPENDENCYPART_SIBL
(2,3),(2,9),0.156907 # DEPENDENCYPART_SIBL
(2,3),(2,10),-0.000607822 # DEPENDENCYPART_SIBL
(2,3),(2,11),0.368572 # DEPENDENCYPART_SIBL
(2,3),(2,12),0.0239554 # DEPENDENCYPART_SIBL
(2,3),(2,14),-0.00230032 # DEPENDENCYPART_SIBL
(2,3),(2,15),0.368572 # DEPENDENCYPART_SIBL
(2,3),(2,16),-0.00230032 # DEPENDENCYPART_SIBL
(2,3),(2,19),0.359257 # DEPENDENCYPART_SIBL
(2,3),(2,22),0.0978448 # DEPENDENCYPART_SIBL
(2,4),(2,6),-0.0364159 # DEPENDENCYPART_SIBL
(2,4),(2,7),-0.00378825 # DEPENDENCYPART_SIBL
(2,4),(2,8),0.00104947 # DEPENDENCYPART_SIBL
(2,4),(2,9),-0.0364159 # DEPENDENCYPART_SIBL
(2,4),(2,10),-0.00378825 # DEPENDENCYPART_SIBL
(2,4),(2,11),0.0387736 # DEPENDENCYPART_SIBL
(2,4),(2,12),-0.0160218 # DEPENDENCYPART_SIBL
(2,4),(2,14),-0.00400719 # DEPENDENCYPART_SIBL
(2,4),(2,15),0.0387736 # DEPENDENCYPART_SIBL
(2,4),(2,16),-0.00400719 # DEPENDENCYPART_SIBL
(2,4),(2,19),0.0295342 # DEPENDENCYPART_SIBL
(2,4),(2,22),0.0398465 # DEPENDENCYPART_SIBL
(2,6),(2,7),-0.0027151 # DEPENDENCYPART_SIBL
(2,6),(2,8),0.028953 # DEPENDENCYPART_SIBL
(2,6),(2,9),-0.00172616 # DEPENDENCYPART_SIBL
(2,6),(2,10),-0.0027151 # DEPENDENCYPART_SIBL
(2,6),(2,11),0.0410892 # DEPENDENCYPART_SIBL
(2,6),(2,12),0.0887903 # DEPENDENCYPART_SIBL
(2,6),(2,14),0.0454047 # DEPENDENCYPART_SIBL
(2,6),(2,15),0.0410892 # DEPENDENCYPART_SIBL
(2,6),(2,16),0.0454047 # DEPENDENCYPART_SIBL
(2,6),(2,19),0.0392336 # DEPENDENCYPART_SIBL
(2,6),(2,22),0.0219198 # DEPENDENCYPART_SIBL
(2,7),(2,8),0.0141001 # DEPENDENCYPART_SIBL
(2,7),(2,9),0.0069565 # DEPENDENCYPART_SIBL
(2,7),(2,10),-0.0504516 # DEPENDENCYPART_SIBL
(2,7),(2,11),0.109468 # DEPENDENCYPART_SIBL
(2,7),(2,12),-0.0567624 # DEPENDENCYPART_SIBL
(2,7),(2,14),-0.0583243 # DEPENDENCYPART_SIBL
(2,7),(2,15),0.109468 # DEPENDENCYPART_SIBL
(2,7),(2,16),-0.0583243 # DEPENDENCYPART_SIBL
(2,7),(2,19),0.100828 # DEPENDENCYPART_SIBL
(2,7),(2,22),0.0255533 # DEPENDENCYPART_SIBL
(2,8),(2,9),0.00600911 # DEPENDENCYPART_SIBL
(2,8),(2,10),-0.000557105 # DEPENDENCYPART_SIBL
(2,8),(2,11),0.0274289 # DEPENDENCYPART_SIBL
(2,8),(2,12),0.0398722 # DEPENDENCYPART_SIBL
(2,8),(2,14),0.0164643 # DEPENDENCYPART_SIBL
(2,8),(2,15),0.0274289 # DEPENDENCYPART_SIBL
(2,8),(2,16),0.0164643 # DEPENDENCYPART_SIBL
(2,8),(2,19),0.0283054 # DEPENDENCYPART_SIBL
(2,8),(2,22),0.0102258 # DEPENDENCYPART_SIBL
(2,9),(2,10),-0.0027151 # DEPENDENCYPART_SIBL
(2,9),(2,11),0.0410892 # DEPENDENCYPART_SIBL
(2,9),(2,12),0.0887903 # DEPENDENCYPART_SIBL
(2,9),(2,14),0.0454047 # DEPENDENCYPART_SIBL
(2,9),(2,15),0.0410892 # DEPENDENCYPART_SIBL
(2,9),(2,16),0.0454047 # DEPENDENCYPART_SIBL
(2,9),(2,19),0.0392336 # DEPENDENCYPART_SIBL
(2,9),(2,22),0.0219198 # DEPENDENCYPART_SIBL
(2,10),(2,11),0.109468 # DEPENDENCYPART_SIBL
(2,10),(2,12),-0.0567624 # DEPENDENCYPART_SIBL
(2,10),(2,14),-0.0583243 # DEPENDENCYPART_SIBL
(2,10),(2,15),0.109468 # DEPENDENCYPART_SIBL
(2,10),(2,16),-0.0583243 # DEPENDENCYPART_SIBL
(2,10),(2,19),0.100828 # DEPENDENCYPART_SIBL
(2,10),(2,22),0.0255533 # DEPENDENCYPART_SIBL
(2,11),(2,12),0.0987323 # DEPENDENCYPART_SIBL
(2,11),(2,14),0.0939144 # DEPENDENCYPART_SIBL
(2,11),(2,15),0.0133886 # DEPENDENCYPART_SIBL
(2,11),(2,16),0.0939144 # DEPENDENCYPART_SIBL
(2,11),(2,19),0.00367441 # DEPENDENCYPART_SIBL
(2,11),(2,22),0.0934343 # DEPENDENCYPART_SIBL
(2,12),(2,14),-0.00230032 # DEPENDENCYPART_SIBL
(2,12),(2,15),0.368572 # DEPENDENCYPART_SIBL
(2,12),(2,16),-0.00230032 # DEPENDENCYPART_SIBL
(2,12),(2,19),0.359257 # DEPENDENCYPART_SIBL
(2,12),(2,22),0.0978448 # DEPENDENCYPART_SIBL
(2,14),(2,15),0.117143 # DEPENDENCYPART_SIBL
(2,14),(2,16),0.0307701 # DEPENDENCYPART_SIBL
(2,14),(2,19),0.108894 # DEPENDENCYPART_SIBL
(2,14),(2,22),0.0229686 # DEPENDENCYPART_SIBL
(2,15),(2,16),0.0939144 # DEPENDENCYPART_SIBL
(2,15),(2,19),0.00367441 # DEPENDENCYPART_SIBL
(2,15),(2,22),0.0934343 # DEPENDENCYPART_SIBL
(2,16),(2,19),0.108894 # DEPENDENCYPART_SIBL
(2,16),(2,22),0.0229686 # DEPENDENCYPART_SIBL
(2,19),(2,22),0.0849148 # DEPENDENCYPART_SIBL
(4,1),(4,2),0.0469443 # DEPENDENCYPART_SIBL
(4,1),(4,3),0.38192 # DEPENDENCYPART_SIBL
(4,1),(4,6),0.0259028 # DEPENDENCYPART_SIBL
(4,1),(4,7),-0.0653733 # DEPENDENCYPART_SIBL
(4,1),(4,8),0.0556355 # DEPENDENCYPART_SIBL
(4,1),(4,9),0.0259028 # DEPENDENCYPART_SIBL
(4,1),(4,10),-0.0653733 # DEPENDENCYPART_SIBL
(4,1),(4,11),0.232427 # DEPENDENCYPART_SIBL
(4,1),(4,12),-0.0410074 # DEPENDENCYPART_SIBL
(4,1),(4,14),-0.0233461 # DEPENDENCYPART_SIBL
(4,1),(4,15),0.232427 # DEPENDENCYPART_SIBL
(4,1),(4,16),-0.0233461 # DEPENDENCYPART_SIBL
(4,1),(4,18),-0.0322362 # DEPENDENCYPART_SIBL
(4,1),(4,19),0.183209 # DEPENDENCYPART_SIBL
(4,1),(4,20),0.0137657 # DEPENDENCYPART_SIBL
(4,1),(4,22),0.0833736 # DEPENDENCYPART_SIBL
(4,2),(4,3),0.338235 # DEPENDENCYPART_SIBL
(4,2),(4,6),-0.0190437 # DEPENDENCYPART_SIBL
(4,2),(4,7),0.0122991 # DEPENDENCYPART_SIBL
(4,2),(4,8),0.0953928 # DEPENDENCYPART_SIBL
(4,2),(4,9),-0.0190437 # DEPENDENCYPART_SIBL
(4,2),(4,10),0.0122991 # DEPENDENCYPART_SIBL
(4,2),(4,11),0.139137 # DEPENDENCYPART_SIBL
(4,2),(4,12),-0.003201 # DEPENDENCYPART_SIBL
(4,2),(4,14),-0.0206018 # DEPENDENCYPART_SIBL
(4,2),(4,15),0.139137 # DEPENDENCYPART_SIBL
(4,2),(4,16),-0.0206018 # DEPENDENCYPART_SIBL
(4,2),(4,18),0.027261 # DEPENDENCYPART_SIBL
