# _root_ Éppen ezért a Simi_Kft.-vel szembeni kartell megalakítására hívja föl a vidéki csapatokat , a Nyíregyházát , a Pécset és a Százhalombattát .
#goldHeads=8,8,4,5,6,7,8,0,8,12,12,8,8,15,19,19,18,19,8,21,19,8,
#predictedHeads=8,8,4,5,6,7,8,0,8,12,12,8,8,15,8,8,18,19,8,21,19,8,
(8,14),-1.83279 # DEPENDENCYPART_ARC
(8,15),0.349459 # DEPENDENCYPART_ARC
(8,16),-0.189184 # DEPENDENCYPART_ARC
(8,18),-0.818057 # DEPENDENCYPART_ARC
(8,19),-0.350454 # DEPENDENCYPART_ARC
(8,21),-1.02944 # DEPENDENCYPART_ARC
(8,22),-0.120934 # DEPENDENCYPART_ARC
(9,5),-1.21768 # DEPENDENCYPART_ARC
(9,6),-0.817725 # DEPENDENCYPART_ARC
(9,7),-0.679445 # DEPENDENCYPART_ARC
(9,8),-0.301933 # DEPENDENCYPART_ARC
(9,12),-0.787566 # DEPENDENCYPART_ARC
(9,13),-0.819073 # DEPENDENCYPART_ARC
(9,16),-1.02641 # DEPENDENCYPART_ARC
(9,22),-1.2281 # DEPENDENCYPART_ARC
(10,11),-0.53495 # DEPENDENCYPART_ARC
(10,13),-0.637764 # DEPENDENCYPART_ARC
(11,1),-2.46072 # DEPENDENCYPART_ARC
(11,2),-2.44711 # DEPENDENCYPART_ARC
(11,6),-2.6977 # DEPENDENCYPART_ARC
(11,9),-1.15146 # DEPENDENCYPART_ARC
(11,10),-0.567148 # DEPENDENCYPART_ARC
(11,15),-1.99439 # DEPENDENCYPART_ARC
(11,19),-1.73676 # DEPENDENCYPART_ARC
(12,1),-1.70814 # DEPENDENCYPART_ARC
(12,2),-1.60844 # DEPENDENCYPART_ARC
(12,3),-1.47644 # DEPENDENCYPART_ARC
(12,4),-3.0045 # DEPENDENCYPART_ARC
(12,5),-1.01884 # DEPENDENCYPART_ARC
(12,6),-2.1025 # DEPENDENCYPART_ARC
(12,7),-3.30621 # DEPENDENCYPART_ARC
(12,8),-2.16752 # DEPENDENCYPART_ARC
(12,10),1.36525 # DEPENDENCYPART_ARC
(12,11),2.46989 # DEPENDENCYPART_ARC
(12,13),-0.523433 # DEPENDENCYPART_ARC
(12,15),-1.86092 # DEPENDENCYPART_ARC
(12,16),-0.984877 # DEPENDENCYPART_ARC
(12,18),-2.39567 # DEPENDENCYPART_ARC
(12,19),-1.31312 # DEPENDENCYPART_ARC
(12,21),-2.67073 # DEPENDENCYPART_ARC
(12,22),-1.73691 # DEPENDENCYPART_ARC
(14,13),-0.719041 # DEPENDENCYPART_ARC
(14,15),-0.706854 # DEPENDENCYPART_ARC
(14,16),-0.594238 # DEPENDENCYPART_ARC
(15,10),-1.70992 # DEPENDENCYPART_ARC
(15,12),-3.27323 # DEPENDENCYPART_ARC
(15,13),-1.36118 # DEPENDENCYPART_ARC
(15,14),1.28716 # DEPENDENCYPART_ARC
(15,16),-0.59019 # DEPENDENCYPART_ARC
(15,18),-1.65721 # DEPENDENCYPART_ARC
(15,21),-2.21809 # DEPENDENCYPART_ARC
(15,22),-1.7919 # DEPENDENCYPART_ARC
(17,16),-0.714668 # DEPENDENCYPART_ARC
(17,18),-0.738187 # DEPENDENCYPART_ARC
(17,19),-0.744652 # DEPENDENCYPART_ARC
(18,14),-1.33367 # DEPENDENCYPART_ARC
(18,15),-3.19727 # DEPENDENCYPART_ARC
(18,17),1.22512 # DEPENDENCYPART_ARC
(18,21),-2.05708 # DEPENDENCYPART_ARC
(19,1),-2.19753 # DEPENDENCYPART_ARC
(19,2),-2.31477 # DEPENDENCYPART_ARC
(19,4),-2.08859 # DEPENDENCYPART_ARC
(19,6),-2.36466 # DEPENDENCYPART_ARC
(19,7),-2.53802 # DEPENDENCYPART_ARC
(19,8),-1.14326 # DEPENDENCYPART_ARC
(19,11),-2.04666 # DEPENDENCYPART_ARC
(19,12),-2.04098 # DEPENDENCYPART_ARC
(19,13),-1.21298 # DEPENDENCYPART_ARC
(19,14),-1.96074 # DEPENDENCYPART_ARC
(19,15),-1.4425 # DEPENDENCYPART_ARC
(19,16),-0.541921 # DEPENDENCYPART_ARC
(19,17),-1.37634 # DEPENDENCYPART_ARC
(19,18),-0.546617 # DEPENDENCYPART_ARC
(19,20),-1.14642 # DEPENDENCYPART_ARC
(19,21),-0.826249 # DEPENDENCYPART_ARC
(19,22),-1.44583 # DEPENDENCYPART_ARC
(20,19),-0.620987 # DEPENDENCYPART_ARC
(20,21),-0.89298 # DEPENDENCYPART_ARC
(21,14),-2.34694 # DEPENDENCYPART_ARC
(21,15),-4.13963 # DEPENDENCYPART_ARC
(21,17),-1.36588 # DEPENDENCYPART_ARC
(21,18),-2.80702 # DEPENDENCYPART_ARC
(21,19),-0.634378 # DEPENDENCYPART_ARC
(21,20),1.34921 # DEPENDENCYPART_ARC
(21,22),-1.50623 # DEPENDENCYPART_ARC
(0,1),(0,2),-0.0701702 # DEPENDENCYPART_SIBL
(0,1),(0,4),-0.0273006 # DEPENDENCYPART_SIBL
(0,1),(0,6),-0.0273006 # DEPENDENCYPART_SIBL
(0,1),(0,7),-0.0273006 # DEPENDENCYPART_SIBL
(0,1),(0,8),-0.113377 # DEPENDENCYPART_SIBL
(0,1),(0,9),-0.0647418 # DEPENDENCYPART_SIBL
(0,1),(0,18),-0.0273006 # DEPENDENCYPART_SIBL
(0,1),(0,19),-0.120307 # DEPENDENCYPART_SIBL
(0,1),(0,21),-0.0273006 # DEPENDENCYPART_SIBL
(0,2),(0,4),-0.0321036 # DEPENDENCYPART_SIBL
(0,2),(0,6),-0.0321036 # DEPENDENCYPART_SIBL
(0,2),(0,7),-0.0321036 # DEPENDENCYPART_SIBL
(0,2),(0,8),-0.112246 # DEPENDENCYPART_SIBL
(0,2),(0,9),-0.0676157 # DEPENDENCYPART_SIBL
(0,2),(0,18),-0.0321036 # DEPENDENCYPART_SIBL
(0,2),(0,19),-0.121177 # DEPENDENCYPART_SIBL
(0,2),(0,21),-0.0321036 # DEPENDENCYPART_SIBL
(0,4),(0,6),-0.0661097 # DEPENDENCYPART_SIBL
(0,4),(0,7),-0.0661097 # DEPENDENCYPART_SIBL
(0,4),(0,8),-0.107523 # DEPENDENCYPART_SIBL
(0,4),(0,9),-0.059474 # DEPENDENCYPART_SIBL
(0,4),(0,18),-0.0661097 # DEPENDENCYPART_SIBL
(0,4),(0,19),-0.120009 # DEPENDENCYPART_SIBL
(0,4),(0,21),-0.0661097 # DEPENDENCYPART_SIBL
(0,6),(0,7),-0.0661097 # DEPENDENCYPART_SIBL
(0,6),(0,8),-0.107523 # DEPENDENCYPART_SIBL
(0,6),(0,9),-0.059474 # DEPENDENCYPART_SIBL
(0,6),(0,18),-0.0661097 # DEPENDENCYPART_SIBL
(0,6),(0,19),-0.120009 # DEPENDENCYPART_SIBL
(0,6),(0,21),-0.0661097 # DEPENDENCYPART_SIBL
(0,7),(0,8),-0.107523 # DEPENDENCYPART_SIBL
(0,7),(0,9),-0.059474 # DEPENDENCYPART_SIBL
(0,7),(0,18),-0.0661097 # DEPENDENCYPART_SIBL
(0,7),(0,19),-0.120009 # DEPENDENCYPART_SIBL
(0,7),(0,21),-0.0661097 # DEPENDENCYPART_SIBL
(0,8),(0,9),-0.113784 # DEPENDENCYPART_SIBL
(0,8),(0,18),-0.110308 # DEPENDENCYPART_SIBL
(0,8),(0,19),-0.221766 # DEPENDENCYPART_SIBL
(0,8),(0,21),-0.110308 # DEPENDENCYPART_SIBL
(0,9),(0,18),-0.0233778 # DEPENDENCYPART_SIBL
(0,9),(0,19),-0.125408 # DEPENDENCYPART_SIBL
(0,9),(0,21),-0.0233778 # DEPENDENCYPART_SIBL
(0,18),(0,19),-0.120009 # DEPENDENCYPART_SIBL
(0,18),(0,21),-0.0661097 # DEPENDENCYPART_SIBL
(0,19),(0,21),-0.0674034 # DEPENDENCYPART_SIBL
(1,4),(1,5),0.114868 # DEPENDENCYPART_SIBL
(1,4),(1,6),0.00538461 # DEPENDENCYPART_SIBL
(1,4),(1,7),0.00538461 # DEPENDENCYPART_SIBL
(1,4),(1,8),0.0304093 # DEPENDENCYPART_SIBL
(1,4),(1,12),0.0053813 # DEPENDENCYPART_SIBL
(1,4),(1,13),0.0550242 # DEPENDENCYPART_SIBL
(1,4),(1,16),0.0550242 # DEPENDENCYPART_SIBL
(1,4),(1,19),0.0270361 # DEPENDENCYPART_SIBL
(1,4),(1,22),0.0192843 # DEPENDENCYPART_SIBL
(1,5),(1,6),0.0194509 # DEPENDENCYPART_SIBL
(1,5),(1,7),0.0194509 # DEPENDENCYPART_SIBL
(1,5),(1,8),0.0117403 # DEPENDENCYPART_SIBL
(1,5),(1,12),0.0194498 # DEPENDENCYPART_SIBL
(1,5),(1,13),0.00141708 # DEPENDENCYPART_SIBL
(1,5),(1,16),0.00141708 # DEPENDENCYPART_SIBL
(1,5),(1,19),0.00869966 # DEPENDENCYPART_SIBL
(1,5),(1,22),0.00950039 # DEPENDENCYPART_SIBL
(1,6),(1,7),0.00538461 # DEPENDENCYPART_SIBL
(1,6),(1,8),0.0304093 # DEPENDENCYPART_SIBL
(1,6),(1,12),0.0053813 # DEPENDENCYPART_SIBL
(1,6),(1,13),0.0550242 # DEPENDENCYPART_SIBL
(1,6),(1,16),0.0550242 # DEPENDENCYPART_SIBL
(1,6),(1,19),0.0270361 # DEPENDENCYPART_SIBL
(1,6),(1,22),0.0192843 # DEPENDENCYPART_SIBL
(1,7),(1,8),0.0304093 # DEPENDENCYPART_SIBL
(1,7),(1,12),0.0053813 # DEPENDENCYPART_SIBL
(1,7),(1,13),0.0550242 # DEPENDENCYPART_SIBL
(1,7),(1,16),0.0550242 # DEPENDENCYPART_SIBL
(1,7),(1,19),0.0270361 # DEPENDENCYPART_SIBL
(1,7),(1,22),0.0192843 # DEPENDENCYPART_SIBL
(1,8),(1,12),0.0194215 # DEPENDENCYPART_SIBL
(1,8),(1,13),0.0913931 # DEPENDENCYPART_SIBL
(1,8),(1,16),0.0913931 # DEPENDENCYPART_SIBL
(1,8),(1,19),0.0346596 # DEPENDENCYPART_SIBL
(1,8),(1,22),0.0548938 # DEPENDENCYPART_SIBL
(1,12),(1,13),0.0550241 # DEPENDENCYPART_SIBL
(1,12),(1,16),0.0550241 # DEPENDENCYPART_SIBL
(1,12),(1,19),0.027036 # DEPENDENCYPART_SIBL
(1,12),(1,22),0.0192841 # DEPENDENCYPART_SIBL
(1,13),(1,16),-0.0482255 # DEPENDENCYPART_SIBL
(1,13),(1,19),0.0245096 # DEPENDENCYPART_SIBL
(1,13),(1,22),0.0550632 # DEPENDENCYPART_SIBL
(1,16),(1,19),0.0245096 # DEPENDENCYPART_SIBL
(1,16),(1,22),0.0550632 # DEPENDENCYPART_SIBL
(1,19),(1,22),0.0358666 # DEPENDENCYPART_SIBL
(2,1),(2,4),0.0918891 # DEPENDENCYPART_SIBL
(2,1),(2,5),0.0630199 # DEPENDENCYPART_SIBL
(2,1),(2,6),0.0918891 # DEPENDENCYPART_SIBL
(2,1),(2,7),0.0918891 # DEPENDENCYPART_SIBL
(2,1),(2,8),0.0301352 # DEPENDENCYPART_SIBL
(2,1),(2,12),0.0918883 # DEPENDENCYPART_SIBL
(2,1),(2,13),0.0260186 # DEPENDENCYPART_SIBL
(2,1),(2,22),0.155045 # DEPENDENCYPART_SIBL
(2,4),(2,5),0.101481 # DEPENDENCYPART_SIBL
(2,4),(2,6),-0.010562 # DEPENDENCYPART_SIBL
(2,4),(2,7),-0.010562 # DEPENDENCYPART_SIBL
(2,4),(2,8),0.0135641 # DEPENDENCYPART_SIBL
(2,4),(2,12),-0.0105653 # DEPENDENCYPART_SIBL
(2,4),(2,13),0.038562 # DEPENDENCYPART_SIBL
(2,4),(2,22),0.00205792 # DEPENDENCYPART_SIBL
(2,5),(2,6),0.00633269 # DEPENDENCYPART_SIBL
(2,5),(2,7),0.00633269 # DEPENDENCYPART_SIBL
(2,5),(2,8),0.000175172 # DEPENDENCYPART_SIBL
(2,5),(2,12),0.00633158 # DEPENDENCYPART_SIBL
(2,5),(2,13),-0.0105636 # DEPENDENCYPART_SIBL
(2,5),(2,22),0.0041923 # DEPENDENCYPART_SIBL
(2,6),(2,7),-0.010562 # DEPENDENCYPART_SIBL
(2,6),(2,8),0.0135641 # DEPENDENCYPART_SIBL
(2,6),(2,12),-0.0105653 # DEPENDENCYPART_SIBL
(2,6),(2,13),0.038562 # DEPENDENCYPART_SIBL
(2,6),(2,22),0.00205792 # DEPENDENCYPART_SIBL
(2,7),(2,8),0.0135641 # DEPENDENCYPART_SIBL
(2,7),(2,12),-0.0105653 # DEPENDENCYPART_SIBL
(2,7),(2,13),0.038562 # DEPENDENCYPART_SIBL
(2,7),(2,22),0.00205792 # DEPENDENCYPART_SIBL
(2,8),(2,12),0.027338 # DEPENDENCYPART_SIBL
(2,8),(2,13),0.102455 # DEPENDENCYPART_SIBL
(2,8),(2,22),0.0991941 # DEPENDENCYPART_SIBL
(2,12),(2,13),0.0385619 # DEPENDENCYPART_SIBL
(2,12),(2,22),0.00205779 # DEPENDENCYPART_SIBL
(2,13),(2,22),0.0787737 # DEPENDENCYPART_SIBL
(3,4),(3,5),0.0641124 # DEPENDENCYPART_SIBL
(4,1),(4,3),-0.41363 # DEPENDENCYPART_SIBL
(4,1),(4,6),0.0044696 # DEPENDENCYPART_SIBL
(4,1),(4,7),0.0044696 # DEPENDENCYPART_SIBL
(4,1),(4,8),0.0356366 # DEPENDENCYPART_SIBL
(4,1),(4,12),0.00446944 # DEPENDENCYPART_SIBL
(4,1),(4,15),0.0044696 # DEPENDENCYPART_SIBL
(4,1),(4,16),0.00388215 # DEPENDENCYPART_SIBL
(4,1),(4,18),0.0044696 # DEPENDENCYPART_SIBL
(4,3),(4,6),-0.00331961 # DEPENDENCYPART_SIBL
(4,3),(4,7),-0.00331961 # DEPENDENCYPART_SIBL
(4,3),(4,8),0.0086177 # DEPENDENCYPART_SIBL
(4,3),(4,12),-0.00331961 # DEPENDENCYPART_SIBL
(4,3),(4,15),-0.00331961 # DEPENDENCYPART_SIBL
(4,3),(4,16),-0.00907785 # DEPENDENCYPART_SIBL
(4,3),(4,18),-0.00331961 # DEPENDENCYPART_SIBL
(4,6),(4,7),0.00471394 # DEPENDENCYPART_SIBL
(4,6),(4,8),0.0582001 # DEPENDENCYPART_SIBL
(4,6),(4,12),0.00471283 # DEPENDENCYPART_SIBL
(4,6),(4,15),0.00471394 # DEPENDENCYPART_SIBL
(4,6),(4,16),0.103086 # DEPENDENCYPART_SIBL
(4,6),(4,18),0.00471394 # DEPENDENCYPART_SIBL
(4,7),(4,8),0.0582001 # DEPENDENCYPART_SIBL
(4,7),(4,12),0.00471283 # DEPENDENCYPART_SIBL
(4,7),(4,15),0.00471394 # DEPENDENCYPART_SIBL
(4,7),(4,16),0.103086 # DEPENDENCYPART_SIBL
(4,7),(4,18),0.00471394 # DEPENDENCYPART_SIBL
(4,8),(4,12),0.076408 # DEPENDENCYPART_SIBL
(4,8),(4,15),0.076408 # DEPENDENCYPART_SIBL
(4,8),(4,16),0.166833 # DEPENDENCYPART_SIBL
(4,8),(4,18),0.076408 # DEPENDENCYPART_SIBL
(4,12),(4,15),0.00471393 # DEPENDENCYPART_SIBL
(4,12),(4,16),0.103086 # DEPENDENCYPART_SIBL
(4,12),(4,18),0.00471393 # DEPENDENCYPART_SIBL
(4,15),(4,16),0.103086 # DEPENDENCYPART_SIBL
(4,15),(4,18),0.00471394 # DEPENDENCYPART_SIBL
(4,16),(4,18),0.342981 # DEPENDENCYPART_SIBL
(5,1),(5,2),0.185457 # DEPENDENCYPART_SIBL
(5,1),(5,3),-0.0650919 # DEPENDENCYPART_SIBL
(5,1),(5,4),0.198581 # DEPENDENCYPART_SIBL
(5,1),(5,8),0.00772549 # DEPENDENCYPART_SIBL
(5,1),(5,12),0.043441 # DEPENDENCYPART_SIBL
(5,1),(5,19),0.0396924 # DEPENDENCYPART_SIBL
(5,1),(5,22),0.0568841 # DEPENDENCYPART_SIBL
(5,2),(5,3),-0.0602481 # DEPENDENCYPART_SIBL
(5,2),(5,4),0.222716 # DEPENDENCYPART_SIBL
(5,2),(5,8),0.0130013 # DEPENDENCYPART_SIBL
(5,2),(5,12),0.0736759 # DEPENDENCYPART_SIBL
(5,2),(5,19),0.0404528 # DEPENDENCYPART_SIBL
(5,2),(5,22),0.0664335 # DEPENDENCYPART_SIBL
(5,3),(5,4),0.0646313 # DEPENDENCYPART_SIBL
(5,3),(5,8),-0.00549575 # DEPENDENCYPART_SIBL
(5,3),(5,12),0.0225868 # DEPENDENCYPART_SIBL
(5,3),(5,19),0.0194889 # DEPENDENCYPART_SIBL
(5,3),(5,22),-0.0375534 # DEPENDENCYPART_SIBL
(5,4),(5,8),0.0106864 # DEPENDENCYPART_SIBL
(5,4),(5,12),0.02055 # DEPENDENCYPART_SIBL
(5,4),(5,19),0.0141592 # DEPENDENCYPART_SIBL
(5,4),(5,22),0.0621651 # DEPENDENCYPART_SIBL
(5,8),(5,12),0.0265987 # DEPENDENCYPART_SIBL
(5,8),(5,19),-0.0035629 # DEPENDENCYPART_SIBL
(5,8),(5,22),0.0759735 # DEPENDENCYPART_SIBL
(5,12),(5,19),-0.0213319 # DEPENDENCYPART_SIBL
(5,12),(5,22),0.0136211 # DEPENDENCYPART_SIBL
(5,19),(5,22),-0.000828537 # DEPENDENCYPART_SIBL
(6,1),(6,2),0.125791 # DEPENDENCYPART_SIBL
(6,1),(6,3),-0.41363 # DEPENDENCYPART_SIBL
(6,1),(6,4),0.0398288 # DEPENDENCYPART_SIBL
(6,1),(6,5),-0.0253405 # DEPENDENCYPART_SIBL
(6,1),(6,7),0.0044696 # DEPENDENCYPART_SIBL
(6,1),(6,8),0.0356366 # DEPENDENCYPART_SIBL
(6,1),(6,12),0.00446944 # DEPENDENCYPART_SIBL
(6,1),(6,15),0.0044696 # DEPENDENCYPART_SIBL
(6,2),(6,3),-0.416499 # DEPENDENCYPART_SIBL
(6,2),(6,4),0.0502357 # DEPENDENCYPART_SIBL
(6,2),(6,5),-0.00852018 # DEPENDENCYPART_SIBL
(6,2),(6,7),0.0249421 # DEPENDENCYPART_SIBL
(6,2),(6,8),0.0360564 # DEPENDENCYPART_SIBL
(6,2),(6,12),0.024942 # DEPENDENCYPART_SIBL
(6,2),(6,15),0.0249421 # DEPENDENCYPART_SIBL
(6,3),(6,4),0.0129962 # DEPENDENCYPART_SIBL
(6,3),(6,5),0.100529 # DEPENDENCYPART_SIBL
(6,3),(6,7),-0.00331961 # DEPENDENCYPART_SIBL
(6,3),(6,8),0.0086177 # DEPENDENCYPART_SIBL
(6,3),(6,12),-0.00331961 # DEPENDENCYPART_SIBL
(6,3),(6,15),-0.00331961 # DEPENDENCYPART_SIBL
(6,4),(6,5),0.0307486 # DEPENDENCYPART_SIBL
(6,4),(6,7),0.00337853 # DEPENDENCYPART_SIBL
(6,4),(6,8),0.00751662 # DEPENDENCYPART_SIBL
(6,4),(6,12),0.00337819 # DEPENDENCYPART_SIBL
(6,4),(6,15),0.00337853 # DEPENDENCYPART_SIBL
(6,5),(6,7),-0.00412845 # DEPENDENCYPART_SIBL
(6,5),(6,8),-0.0400789 # DEPENDENCYPART_SIBL
(6,5),(6,12),-0.00412845 # DEPENDENCYPART_SIBL
(6,5),(6,15),-0.00412845 # DEPENDENCYPART_SIBL
(6,7),(6,8),0.0582001 # DEPENDENCYPART_SIBL
(6,7),(6,12),0.00471283 # DEPENDENCYPART_SIBL
(6,7),(6,15),0.00471394 # DEPENDENCYPART_SIBL
(6,8),(6,12),0.076408 # DEPENDENCYPART_SIBL
(6,8),(6,15),0.076408 # DEPENDENCYPART_SIBL
(6,12),(6,15),0.00471393 # DEPENDENCYPART_SIBL
(7,1),(7,2),0.125791 # DEPENDENCYPART_SIBL
(7,1),(7,3),-0.41363 # DEPENDENCYPART_SIBL
(7,1),(7,4),0.0398288 # DEPENDENCYPART_SIBL
(7,1),(7,5),-0.0253405 # DEPENDENCYPART_SIBL
(7,1),(7,6),0.0398288 # DEPENDENCYPART_SIBL
(7,1),(7,8),0.0356366 # DEPENDENCYPART_SIBL
(7,1),(7,12),0.00446944 # DEPENDENCYPART_SIBL
(7,1),(7,13),0.00388215 # DEPENDENCYPART_SIBL
(7,1),(7,15),0.0044696 # DEPENDENCYPART_SIBL
(7,1),(7,16),0.00388215 # DEPENDENCYPART_SIBL
(7,1),(7,18),0.0044696 # DEPENDENCYPART_SIBL
(7,1),(7,19),0.0492023 # DEPENDENCYPART_SIBL
(7,1),(7,22),0.111988 # DEPENDENCYPART_SIBL
(7,2),(7,3),-0.416499 # DEPENDENCYPART_SIBL
(7,2),(7,4),0.0502357 # DEPENDENCYPART_SIBL
(7,2),(7,5),-0.00852018 # DEPENDENCYPART_SIBL
(7,2),(7,6),0.0502357 # DEPENDENCYPART_SIBL
(7,2),(7,8),0.0360564 # DEPENDENCYPART_SIBL
(7,2),(7,12),0.024942 # DEPENDENCYPART_SIBL
(7,2),(7,13),0.015322 # DEPENDENCYPART_SIBL
(7,2),(7,15),0.0249421 # DEPENDENCYPART_SIBL
(7,2),(7,16),0.015322 # DEPENDENCYPART_SIBL
(7,2),(7,18),0.0249421 # DEPENDENCYPART_SIBL
(7,2),(7,19),0.0449582 # DEPENDENCYPART_SIBL
(7,2),(7,22),0.112282 # DEPENDENCYPART_SIBL
(7,3),(7,4),0.0129962 # DEPENDENCYPART_SIBL
(7,3),(7,5),0.100529 # DEPENDENCYPART_SIBL
(7,3),(7,6),0.0129962 # DEPENDENCYPART_SIBL
(7,3),(7,8),0.0086177 # DEPENDENCYPART_SIBL
(7,3),(7,12),-0.00331961 # DEPENDENCYPART_SIBL
(7,3),(7,13),-0.00907785 # DEPENDENCYPART_SIBL
(7,3),(7,15),-0.00331961 # DEPENDENCYPART_SIBL
(7,3),(7,16),-0.00907785 # DEPENDENCYPART_SIBL
(7,3),(7,18),-0.00331961 # DEPENDENCYPART_SIBL
(7,3),(7,19),0.00449301 # DEPENDENCYPART_SIBL
(7,3),(7,22),-0.0285178 # DEPENDENCYPART_SIBL
(7,4),(7,5),0.0307486 # DEPENDENCYPART_SIBL
(7,4),(7,6),-0.018106 # DEPENDENCYPART_SIBL
(7,4),(7,8),0.00751662 # DEPENDENCYPART_SIBL
(7,4),(7,12),0.00337819 # DEPENDENCYPART_SIBL
(7,4),(7,13),-0.00283849 # DEPENDENCYPART_SIBL
(7,4),(7,15),0.00337853 # DEPENDENCYPART_SIBL
(7,4),(7,16),-0.00283849 # DEPENDENCYPART_SIBL
(7,4),(7,18),0.00337853 # DEPENDENCYPART_SIBL
(7,4),(7,19),0.0300658 # DEPENDENCYPART_SIBL
(7,4),(7,22),0.041682 # DEPENDENCYPART_SIBL
(7,5),(7,6),-0.00721661 # DEPENDENCYPART_SIBL
(7,5),(7,8),-0.0400789 # DEPENDENCYPART_SIBL
