# _root_ Az események hátterét kutatva folyamatokat , trendeket szándékozik bemutatni , segítve a polgárosulási folyamatot és a város jövőképének közös formálását .
#goldHeads=2,3,4,8,9,9,9,0,8,8,8,14,14,11,11,17,18,20,20,11,8,
#predictedHeads=2,3,9,9,9,9,9,0,8,8,9,14,14,11,11,17,18,19,20,11,8,
(8,7),1.303 # DEPENDENCYPART_ARC
(8,9),3.20934 # DEPENDENCYPART_ARC
(8,10),0.158766 # DEPENDENCYPART_ARC
(8,11),-0.826438 # DEPENDENCYPART_ARC
(8,12),-2.10963 # DEPENDENCYPART_ARC
(8,13),-1.33472 # DEPENDENCYPART_ARC
(8,14),-1.54799 # DEPENDENCYPART_ARC
(8,15),-0.761262 # DEPENDENCYPART_ARC
(8,17),-1.74519 # DEPENDENCYPART_ARC
(8,18),-1.19052 # DEPENDENCYPART_ARC
(8,19),-2.02345 # DEPENDENCYPART_ARC
(8,20),-1.50674 # DEPENDENCYPART_ARC
(8,21),-1.43301 # DEPENDENCYPART_ARC
(9,1),-1.12533 # DEPENDENCYPART_ARC
(9,2),-0.827443 # DEPENDENCYPART_ARC
(9,3),1.53174 # DEPENDENCYPART_ARC
(9,4),0.234364 # DEPENDENCYPART_ARC
(9,5),0.988659 # DEPENDENCYPART_ARC
(9,6),0.312793 # DEPENDENCYPART_ARC
(9,7),2.56393 # DEPENDENCYPART_ARC
(9,8),0.12675 # DEPENDENCYPART_ARC
(9,10),-0.153524 # DEPENDENCYPART_ARC
(9,11),-0.818838 # DEPENDENCYPART_ARC
(9,12),-1.48982 # DEPENDENCYPART_ARC
(9,13),-0.647493 # DEPENDENCYPART_ARC
(9,14),-0.581768 # DEPENDENCYPART_ARC
(9,15),-1.18455 # DEPENDENCYPART_ARC
(9,17),-2.36938 # DEPENDENCYPART_ARC
(9,18),-1.59253 # DEPENDENCYPART_ARC
(9,19),-1.30982 # DEPENDENCYPART_ARC
(9,20),-0.657393 # DEPENDENCYPART_ARC
(9,21),-1.36918 # DEPENDENCYPART_ARC
(11,2),-1.23092 # DEPENDENCYPART_ARC
(11,3),-1.24775 # DEPENDENCYPART_ARC
(11,5),-1.19224 # DEPENDENCYPART_ARC
(11,6),-0.89534 # DEPENDENCYPART_ARC
(11,7),-0.713629 # DEPENDENCYPART_ARC
(11,10),0.0118459 # DEPENDENCYPART_ARC
(11,13),-0.339805 # DEPENDENCYPART_ARC
(11,14),-0.401129 # DEPENDENCYPART_ARC
(11,15),-0.159598 # DEPENDENCYPART_ARC
(11,17),-0.767904 # DEPENDENCYPART_ARC
(11,18),-0.825253 # DEPENDENCYPART_ARC
(11,20),-0.840494 # DEPENDENCYPART_ARC
(11,21),-0.486133 # DEPENDENCYPART_ARC
(12,13),-0.50356 # DEPENDENCYPART_ARC
(12,17),-1.50247 # DEPENDENCYPART_ARC
(13,11),-1.1796 # DEPENDENCYPART_ARC
(13,12),-0.569581 # DEPENDENCYPART_ARC
(14,4),-1.68714 # DEPENDENCYPART_ARC
(14,8),-2.65066 # DEPENDENCYPART_ARC
(14,9),-0.156644 # DEPENDENCYPART_ARC
(14,10),-0.7922 # DEPENDENCYPART_ARC
(14,11),-0.800342 # DEPENDENCYPART_ARC
(14,12),1.21639 # DEPENDENCYPART_ARC
(14,13),2.40266 # DEPENDENCYPART_ARC
(14,17),-2.11931 # DEPENDENCYPART_ARC
(14,18),-2.4622 # DEPENDENCYPART_ARC
(14,20),-2.78506 # DEPENDENCYPART_ARC
(15,3),-2.65443 # DEPENDENCYPART_ARC
(15,4),-2.25427 # DEPENDENCYPART_ARC
(15,5),-2.37158 # DEPENDENCYPART_ARC
(15,6),-1.27691 # DEPENDENCYPART_ARC
(15,7),-2.35856 # DEPENDENCYPART_ARC
(15,8),-0.893232 # DEPENDENCYPART_ARC
(15,9),-1.9589 # DEPENDENCYPART_ARC
(15,10),-1.05245 # DEPENDENCYPART_ARC
(15,11),-0.914845 # DEPENDENCYPART_ARC
(15,12),-1.53648 # DEPENDENCYPART_ARC
(15,13),-1.17248 # DEPENDENCYPART_ARC
(15,14),-0.625839 # DEPENDENCYPART_ARC
(15,16),-1.09195 # DEPENDENCYPART_ARC
(15,17),-0.632037 # DEPENDENCYPART_ARC
(15,18),-0.889297 # DEPENDENCYPART_ARC
(15,19),-1.39629 # DEPENDENCYPART_ARC
(15,20),-1.23007 # DEPENDENCYPART_ARC
(15,21),-1.80102 # DEPENDENCYPART_ARC
(16,15),-0.785923 # DEPENDENCYPART_ARC
(17,12),-1.31357 # DEPENDENCYPART_ARC
(17,13),-1.30337 # DEPENDENCYPART_ARC
(17,14),-2.68754 # DEPENDENCYPART_ARC
(17,15),-0.743469 # DEPENDENCYPART_ARC
(17,16),1.84993 # DEPENDENCYPART_ARC
(17,18),-1.62614 # DEPENDENCYPART_ARC
(18,9),-0.546921 # DEPENDENCYPART_ARC
(18,11),-1.63252 # DEPENDENCYPART_ARC
(18,12),-1.85648 # DEPENDENCYPART_ARC
(18,13),-1.50718 # DEPENDENCYPART_ARC
(18,14),-2.13327 # DEPENDENCYPART_ARC
(18,15),-0.247604 # DEPENDENCYPART_ARC
(18,16),0.105408 # DEPENDENCYPART_ARC
(18,17),3.19934 # DEPENDENCYPART_ARC
(18,20),-1.62967 # DEPENDENCYPART_ARC
(18,21),-1.28802 # DEPENDENCYPART_ARC
(19,2),-2.69126 # DEPENDENCYPART_ARC
(19,3),-1.96322 # DEPENDENCYPART_ARC
(19,6),-1.30218 # DEPENDENCYPART_ARC
(19,7),-2.01333 # DEPENDENCYPART_ARC
(19,8),-1.82256 # DEPENDENCYPART_ARC
(19,9),-1.26542 # DEPENDENCYPART_ARC
(19,10),-1.10869 # DEPENDENCYPART_ARC
(19,12),-1.54697 # DEPENDENCYPART_ARC
(19,13),-1.5789 # DEPENDENCYPART_ARC
(19,14),-0.591874 # DEPENDENCYPART_ARC
(19,15),-0.479139 # DEPENDENCYPART_ARC
(19,16),-1.03131 # DEPENDENCYPART_ARC
(19,17),-0.258727 # DEPENDENCYPART_ARC
(19,18),0.604486 # DEPENDENCYPART_ARC
(20,2),-1.915 # DEPENDENCYPART_ARC
(20,6),-1.44274 # DEPENDENCYPART_ARC
(20,7),-4.04384 # DEPENDENCYPART_ARC
(20,8),-3.65943 # DEPENDENCYPART_ARC
(20,9),-0.0418331 # DEPENDENCYPART_ARC
(20,10),-0.614184 # DEPENDENCYPART_ARC
(20,11),-1.13081 # DEPENDENCYPART_ARC
(20,12),-1.58187 # DEPENDENCYPART_ARC
(20,13),-1.03179 # DEPENDENCYPART_ARC
(20,14),-2.67463 # DEPENDENCYPART_ARC
(20,15),-0.41107 # DEPENDENCYPART_ARC
(20,16),-0.330492 # DEPENDENCYPART_ARC
(20,17),1.31007 # DEPENDENCYPART_ARC
(20,18),-0.621177 # DEPENDENCYPART_ARC
(20,19),2.41264 # DEPENDENCYPART_ARC
(20,21),-1.46338 # DEPENDENCYPART_ARC
(0,2),(0,3),-0.0661126 # DEPENDENCYPART_SIBL
(0,2),(0,4),-0.058209 # DEPENDENCYPART_SIBL
(0,2),(0,5),-0.0661126 # DEPENDENCYPART_SIBL
(0,2),(0,7),-0.0661126 # DEPENDENCYPART_SIBL
(0,2),(0,8),-0.107518 # DEPENDENCYPART_SIBL
(0,2),(0,9),-0.107866 # DEPENDENCYPART_SIBL
(0,2),(0,11),-0.058209 # DEPENDENCYPART_SIBL
(0,2),(0,15),-0.120009 # DEPENDENCYPART_SIBL
(0,3),(0,4),-0.0582081 # DEPENDENCYPART_SIBL
(0,3),(0,5),-0.0661097 # DEPENDENCYPART_SIBL
(0,3),(0,7),-0.0661097 # DEPENDENCYPART_SIBL
(0,3),(0,8),-0.107518 # DEPENDENCYPART_SIBL
(0,3),(0,9),-0.107866 # DEPENDENCYPART_SIBL
(0,3),(0,11),-0.0582081 # DEPENDENCYPART_SIBL
(0,3),(0,15),-0.120009 # DEPENDENCYPART_SIBL
(0,4),(0,5),-0.0272109 # DEPENDENCYPART_SIBL
(0,4),(0,7),-0.0272109 # DEPENDENCYPART_SIBL
(0,4),(0,8),-0.113287 # DEPENDENCYPART_SIBL
(0,4),(0,9),-0.113287 # DEPENDENCYPART_SIBL
(0,4),(0,11),-0.0637073 # DEPENDENCYPART_SIBL
(0,4),(0,15),-0.120218 # DEPENDENCYPART_SIBL
(0,5),(0,7),-0.0661097 # DEPENDENCYPART_SIBL
(0,5),(0,8),-0.107518 # DEPENDENCYPART_SIBL
(0,5),(0,9),-0.107866 # DEPENDENCYPART_SIBL
(0,5),(0,11),-0.0582081 # DEPENDENCYPART_SIBL
(0,5),(0,15),-0.120009 # DEPENDENCYPART_SIBL
(0,7),(0,8),-0.108054 # DEPENDENCYPART_SIBL
(0,7),(0,9),-0.108402 # DEPENDENCYPART_SIBL
(0,7),(0,11),-0.0582096 # DEPENDENCYPART_SIBL
(0,7),(0,15),-0.120009 # DEPENDENCYPART_SIBL
(0,8),(0,9),-0.245739 # DEPENDENCYPART_SIBL
(0,8),(0,11),-0.112974 # DEPENDENCYPART_SIBL
(0,8),(0,15),-0.2208 # DEPENDENCYPART_SIBL
(0,9),(0,11),-0.112974 # DEPENDENCYPART_SIBL
(0,9),(0,15),-0.2208 # DEPENDENCYPART_SIBL
(0,11),(0,15),-0.120218 # DEPENDENCYPART_SIBL
(2,1),(2,3),-0.0252065 # DEPENDENCYPART_SIBL
(2,1),(2,4),-0.0913807 # DEPENDENCYPART_SIBL
(2,1),(2,5),-0.0252065 # DEPENDENCYPART_SIBL
(2,3),(2,4),0.0180598 # DEPENDENCYPART_SIBL
(2,3),(2,5),-0.00340732 # DEPENDENCYPART_SIBL
(2,4),(2,5),0.0406216 # DEPENDENCYPART_SIBL
(3,1),(3,2),-0.000262772 # DEPENDENCYPART_SIBL
(3,1),(3,4),-0.0816352 # DEPENDENCYPART_SIBL
(3,1),(3,5),-0.00571552 # DEPENDENCYPART_SIBL
(3,1),(3,6),-0.0165824 # DEPENDENCYPART_SIBL
(3,1),(3,7),-0.00571582 # DEPENDENCYPART_SIBL
(3,1),(3,8),-0.0121052 # DEPENDENCYPART_SIBL
(3,1),(3,20),-0.00571552 # DEPENDENCYPART_SIBL
(3,1),(3,21),-0.0202729 # DEPENDENCYPART_SIBL
(3,2),(3,4),-0.0169819 # DEPENDENCYPART_SIBL
(3,2),(3,5),0.00984892 # DEPENDENCYPART_SIBL
(3,2),(3,6),0.000406881 # DEPENDENCYPART_SIBL
(3,2),(3,7),0.0090804 # DEPENDENCYPART_SIBL
(3,2),(3,8),0.0106967 # DEPENDENCYPART_SIBL
(3,2),(3,20),0.00984893 # DEPENDENCYPART_SIBL
(3,2),(3,21),0.0514056 # DEPENDENCYPART_SIBL
(3,4),(3,5),0.0422459 # DEPENDENCYPART_SIBL
(3,4),(3,6),0.0531396 # DEPENDENCYPART_SIBL
(3,4),(3,7),0.0422459 # DEPENDENCYPART_SIBL
(3,4),(3,8),0.030424 # DEPENDENCYPART_SIBL
(3,4),(3,20),0.0422459 # DEPENDENCYPART_SIBL
(3,4),(3,21),0.0809744 # DEPENDENCYPART_SIBL
(3,5),(3,6),0.103086 # DEPENDENCYPART_SIBL
(3,5),(3,7),0.00471394 # DEPENDENCYPART_SIBL
(3,5),(3,8),0.0579782 # DEPENDENCYPART_SIBL
(3,5),(3,20),0.00471394 # DEPENDENCYPART_SIBL
(3,5),(3,21),0.0485651 # DEPENDENCYPART_SIBL
(3,6),(3,7),0.341444 # DEPENDENCYPART_SIBL
(3,6),(3,8),0.425104 # DEPENDENCYPART_SIBL
(3,6),(3,20),0.342981 # DEPENDENCYPART_SIBL
(3,6),(3,21),0.0787788 # DEPENDENCYPART_SIBL
(3,7),(3,8),0.0574421 # DEPENDENCYPART_SIBL
(3,7),(3,20),0.00471394 # DEPENDENCYPART_SIBL
(3,7),(3,21),0.0470277 # DEPENDENCYPART_SIBL
(3,8),(3,20),0.076377 # DEPENDENCYPART_SIBL
(3,8),(3,21),0.210673 # DEPENDENCYPART_SIBL
(3,20),(3,21),0.0485651 # DEPENDENCYPART_SIBL
(4,2),(4,3),0.0716358 # DEPENDENCYPART_SIBL
(4,2),(4,5),0.0983381 # DEPENDENCYPART_SIBL
(4,2),(4,6),0.00634781 # DEPENDENCYPART_SIBL
(4,2),(4,7),0.0975696 # DEPENDENCYPART_SIBL
(4,2),(4,8),0.0128604 # DEPENDENCYPART_SIBL
(4,2),(4,9),0.0156862 # DEPENDENCYPART_SIBL
(4,2),(4,10),0.00634781 # DEPENDENCYPART_SIBL
(4,2),(4,14),0.0998153 # DEPENDENCYPART_SIBL
(4,2),(4,15),0.0117589 # DEPENDENCYPART_SIBL
(4,2),(4,17),0.110018 # DEPENDENCYPART_SIBL
(4,2),(4,18),0.0983381 # DEPENDENCYPART_SIBL
(4,2),(4,20),0.0983381 # DEPENDENCYPART_SIBL
(4,2),(4,21),0.0298236 # DEPENDENCYPART_SIBL
(4,3),(4,5),0.0967348 # DEPENDENCYPART_SIBL
(4,3),(4,6),0.00634832 # DEPENDENCYPART_SIBL
(4,3),(4,7),0.0959663 # DEPENDENCYPART_SIBL
(4,3),(4,8),0.0128609 # DEPENDENCYPART_SIBL
(4,3),(4,9),0.0156867 # DEPENDENCYPART_SIBL
(4,3),(4,10),0.00634832 # DEPENDENCYPART_SIBL
(4,3),(4,14),0.098212 # DEPENDENCYPART_SIBL
(4,3),(4,15),0.013109 # DEPENDENCYPART_SIBL
(4,3),(4,17),0.108415 # DEPENDENCYPART_SIBL
(4,3),(4,18),0.0967348 # DEPENDENCYPART_SIBL
(4,3),(4,20),0.0967348 # DEPENDENCYPART_SIBL
(4,3),(4,21),0.0265955 # DEPENDENCYPART_SIBL
(4,5),(4,6),0.0550944 # DEPENDENCYPART_SIBL
(4,5),(4,7),0.00543351 # DEPENDENCYPART_SIBL
(4,5),(4,8),0.0304716 # DEPENDENCYPART_SIBL
(4,5),(4,9),0.0301233 # DEPENDENCYPART_SIBL
(4,5),(4,10),0.0550944 # DEPENDENCYPART_SIBL
(4,5),(4,14),0.00543351 # DEPENDENCYPART_SIBL
(4,5),(4,15),0.027086 # DEPENDENCYPART_SIBL
(4,5),(4,17),0.00470517 # DEPENDENCYPART_SIBL
(4,5),(4,18),0.00543351 # DEPENDENCYPART_SIBL
(4,5),(4,20),0.00543351 # DEPENDENCYPART_SIBL
(4,5),(4,21),0.0195126 # DEPENDENCYPART_SIBL
(4,6),(4,7),0.00574763 # DEPENDENCYPART_SIBL
(4,6),(4,8),0.232151 # DEPENDENCYPART_SIBL
(4,6),(4,9),0.231572 # DEPENDENCYPART_SIBL
(4,6),(4,10),-0.0481904 # DEPENDENCYPART_SIBL
(4,6),(4,14),0.00728509 # DEPENDENCYPART_SIBL
(4,6),(4,15),0.0245294 # DEPENDENCYPART_SIBL
(4,6),(4,17),0.00264674 # DEPENDENCYPART_SIBL
(4,6),(4,18),0.00728509 # DEPENDENCYPART_SIBL
(4,6),(4,20),0.00728509 # DEPENDENCYPART_SIBL
(4,6),(4,21),0.0552564 # DEPENDENCYPART_SIBL
(4,7),(4,8),0.0299355 # DEPENDENCYPART_SIBL
(4,7),(4,9),0.0295872 # DEPENDENCYPART_SIBL
(4,7),(4,10),0.0525206 # DEPENDENCYPART_SIBL
(4,7),(4,14),0.00543351 # DEPENDENCYPART_SIBL
(4,7),(4,15),0.027086 # DEPENDENCYPART_SIBL
(4,7),(4,17),0.00470517 # DEPENDENCYPART_SIBL
(4,7),(4,18),0.00543351 # DEPENDENCYPART_SIBL
(4,7),(4,20),0.00543351 # DEPENDENCYPART_SIBL
(4,7),(4,21),0.0179752 # DEPENDENCYPART_SIBL
(4,8),(4,9),0.00343756 # DEPENDENCYPART_SIBL
(4,8),(4,10),0.0936515 # DEPENDENCYPART_SIBL
(4,8),(4,14),0.0194298 # DEPENDENCYPART_SIBL
(4,8),(4,15),0.0350697 # DEPENDENCYPART_SIBL
(4,8),(4,17),0.0190326 # DEPENDENCYPART_SIBL
(4,8),(4,18),0.0194298 # DEPENDENCYPART_SIBL
(4,8),(4,20),0.0194298 # DEPENDENCYPART_SIBL
(4,8),(4,21),0.0546438 # DEPENDENCYPART_SIBL
(4,9),(4,10),0.0925662 # DEPENDENCYPART_SIBL
(4,9),(4,14),0.0194247 # DEPENDENCYPART_SIBL
(4,9),(4,15),0.0350698 # DEPENDENCYPART_SIBL
(4,9),(4,17),0.0190275 # DEPENDENCYPART_SIBL
(4,9),(4,18),0.0194247 # DEPENDENCYPART_SIBL
(4,9),(4,20),0.0194247 # DEPENDENCYPART_SIBL
(4,9),(4,21),0.0436601 # DEPENDENCYPART_SIBL
(4,10),(4,14),0.00728509 # DEPENDENCYPART_SIBL
(4,10),(4,15),0.0245294 # DEPENDENCYPART_SIBL
(4,10),(4,17),0.00264674 # DEPENDENCYPART_SIBL
(4,10),(4,18),0.00728509 # DEPENDENCYPART_SIBL
(4,10),(4,20),0.00728509 # DEPENDENCYPART_SIBL
(4,10),(4,21),0.0552564 # DEPENDENCYPART_SIBL
(4,14),(4,15),0.027086 # DEPENDENCYPART_SIBL
(4,14),(4,17),0.00470517 # DEPENDENCYPART_SIBL
(4,14),(4,18),0.00543351 # DEPENDENCYPART_SIBL
(4,14),(4,20),0.00543351 # DEPENDENCYPART_SIBL
(4,14),(4,21),0.0191066 # DEPENDENCYPART_SIBL
(4,15),(4,17),-0.0128725 # DEPENDENCYPART_SIBL
(4,15),(4,18),-0.0106891 # DEPENDENCYPART_SIBL
(4,15),(4,20),-0.0106891 # DEPENDENCYPART_SIBL
(4,15),(4,21),0.0360331 # DEPENDENCYPART_SIBL
(4,17),(4,18),0.0142731 # DEPENDENCYPART_SIBL
(4,17),(4,20),0.0142731 # DEPENDENCYPART_SIBL
(4,17),(4,21),0.037899 # DEPENDENCYPART_SIBL
(4,18),(4,20),0.00543351 # DEPENDENCYPART_SIBL
(4,18),(4,21),0.0195126 # DEPENDENCYPART_SIBL
(4,20),(4,21),0.0195126 # DEPENDENCYPART_SIBL
(5,1),(5,2),-0.0104416 # DEPENDENCYPART_SIBL
(5,1),(5,3),-0.00932309 # DEPENDENCYPART_SIBL
(5,1),(5,4),0.00195112 # DEPENDENCYPART_SIBL
(5,1),(5,6),-0.0165824 # DEPENDENCYPART_SIBL
(5,1),(5,7),-0.00571582 # DEPENDENCYPART_SIBL
(5,1),(5,8),-0.0121052 # DEPENDENCYPART_SIBL
(5,1),(5,9),-0.0121052 # DEPENDENCYPART_SIBL
(5,1),(5,10),-0.0165824 # DEPENDENCYPART_SIBL
(5,1),(5,11),-0.0816352 # DEPENDENCYPART_SIBL
(5,1),(5,20),-0.00571552 # DEPENDENCYPART_SIBL
(5,1),(5,21),-0.0202729 # DEPENDENCYPART_SIBL
(5,2),(5,3),-0.021486 # DEPENDENCYPART_SIBL
(5,2),(5,4),0.186201 # DEPENDENCYPART_SIBL
(5,2),(5,6),0.000406881 # DEPENDENCYPART_SIBL
(5,2),(5,7),0.0090804 # DEPENDENCYPART_SIBL
(5,2),(5,8),0.0106967 # DEPENDENCYPART_SIBL
(5,2),(5,9),0.0135225 # DEPENDENCYPART_SIBL
(5,2),(5,10),0.000406881 # DEPENDENCYPART_SIBL
(5,2),(5,11),-0.0169819 # DEPENDENCYPART_SIBL
(5,2),(5,20),0.00984893 # DEPENDENCYPART_SIBL
(5,2),(5,21),0.0514056 # DEPENDENCYPART_SIBL
(5,3),(5,4),0.187493 # DEPENDENCYPART_SIBL
(5,3),(5,6),-0.00283849 # DEPENDENCYPART_SIBL
(5,3),(5,7),0.00261001 # DEPENDENCYPART_SIBL
(5,3),(5,8),0.00745137 # DEPENDENCYPART_SIBL
(5,3),(5,9),0.0102772 # DEPENDENCYPART_SIBL
(5,3),(5,10),-0.00283849 # DEPENDENCYPART_SIBL
(5,3),(5,11),-0.0169384 # DEPENDENCYPART_SIBL
(5,3),(5,20),0.00337853 # DEPENDENCYPART_SIBL
(5,3),(5,21),0.041682 # DEPENDENCYPART_SIBL
(5,4),(5,6),0.00611189 # DEPENDENCYPART_SIBL
(5,4),(5,7),0.00879966 # DEPENDENCYPART_SIBL
(5,4),(5,8),0.0469476 # DEPENDENCYPART_SIBL
(5,4),(5,9),0.0457566 # DEPENDENCYPART_SIBL
(5,4),(5,10),0.00611189 # DEPENDENCYPART_SIBL
(5,4),(5,11),-0.0152807 # DEPENDENCYPART_SIBL
(5,4),(5,20),0.00956839 # DEPENDENCYPART_SIBL
(5,4),(5,21),0.123042 # DEPENDENCYPART_SIBL
(5,6),(5,7),0.341444 # DEPENDENCYPART_SIBL
(5,6),(5,8),0.425104 # DEPENDENCYPART_SIBL
(5,6),(5,9),0.424895 # DEPENDENCYPART_SIBL
(5,6),(5,10),0.00482316 # DEPENDENCYPART_SIBL
(5,6),(5,11),0.179961 # DEPENDENCYPART_SIBL
(5,6),(5,20),0.342981 # DEPENDENCYPART_SIBL
(5,6),(5,21),0.0787788 # DEPENDENCYPART_SIBL
(5,7),(5,8),0.0574421 # DEPENDENCYPART_SIBL
(5,7),(5,9),0.0573315 # DEPENDENCYPART_SIBL
(5,7),(5,10),0.100512 # DEPENDENCYPART_SIBL
(5,7),(5,11),0.022931 # DEPENDENCYPART_SIBL
(5,7),(5,20),0.00471394 # DEPENDENCYPART_SIBL
(5,7),(5,21),0.0470277 # DEPENDENCYPART_SIBL
(5,8),(5,9),0.0507129 # DEPENDENCYPART_SIBL
(5,8),(5,10),0.169037 # DEPENDENCYPART_SIBL
(5,8),(5,11),0.0636249 # DEPENDENCYPART_SIBL
(5,8),(5,20),0.076377 # DEPENDENCYPART_SIBL
(5,8),(5,21),0.210673 # DEPENDENCYPART_SIBL
(5,9),(5,10),0.167987 # DEPENDENCYPART_SIBL
(5,9),(5,11),0.063661 # DEPENDENCYPART_SIBL
(5,9),(5,20),0.0764078 # DEPENDENCYPART_SIBL
(5,9),(5,21),0.199749 # DEPENDENCYPART_SIBL
(5,10),(5,11),0.179961 # DEPENDENCYPART_SIBL
(5,10),(5,20),0.342981 # DEPENDENCYPART_SIBL
(5,10),(5,21),0.0787788 # DEPENDENCYPART_SIBL
(5,11),(5,20),0.0422459 # DEPENDENCYPART_SIBL
(5,11),(5,21),0.0809744 # DEPENDENCYPART_SIBL
(5,20),(5,21),0.0485651 # DEPENDENCYPART_SIBL
(7,1),(7,2),0.00234536 # DEPENDENCYPART_SIBL
(7,1),(7,3),0.00346388 # DEPENDENCYPART_SIBL
(7,1),(7,4),0.0147382 # DEPENDENCYPART_SIBL
(7,1),(7,5),0.00346388 # DEPENDENCYPART_SIBL
(7,1),(7,6),0.215716 # DEPENDENCYPART_SIBL
(7,1),(7,8),-0.0121056 # DEPENDENCYPART_SIBL
(7,1),(7,9),-0.0121057 # DEPENDENCYPART_SIBL
(7,1),(7,10),-0.0165843 # DEPENDENCYPART_SIBL
(7,1),(7,11),-0.0816356 # DEPENDENCYPART_SIBL
(7,1),(7,14),-0.00571599 # DEPENDENCYPART_SIBL
(7,1),(7,18),-0.00571599 # DEPENDENCYPART_SIBL
(7,1),(7,20),-0.00571599 # DEPENDENCYPART_SIBL
(7,1),(7,21),-0.020274 # DEPENDENCYPART_SIBL
(7,2),(7,3),-0.0214869 # DEPENDENCYPART_SIBL
(7,2),(7,4),0.1862 # DEPENDENCYPART_SIBL
(7,2),(7,5),-0.0198334 # DEPENDENCYPART_SIBL
(7,2),(7,6),0.640289 # DEPENDENCYPART_SIBL
(7,2),(7,8),0.0106964 # DEPENDENCYPART_SIBL
(7,2),(7,9),0.0135222 # DEPENDENCYPART_SIBL
(7,2),(7,10),0.000405178 # DEPENDENCYPART_SIBL
(7,2),(7,11),-0.0169822 # DEPENDENCYPART_SIBL
