# _root_ A szponzoroknak és nekünk is szívügyünk az utánpótlás , ezért mindent elkövetünk , hogy a jövőben még több pénzt fordítsunk erre .
#goldHeads=2,4,4,6,6,10,8,6,10,0,12,10,12,12,16,20,19,19,20,12,20,10,
#predictedHeads=2,3,10,6,6,10,8,6,10,0,12,10,12,12,16,20,20,19,20,12,20,10,
(0,2),(0,4),-0.0589306 # DEPENDENCYPART_SIBL
(0,2),(0,5),-0.102992 # DEPENDENCYPART_SIBL
(0,2),(0,6),-0.0661097 # DEPENDENCYPART_SIBL
(0,2),(0,10),-0.128838 # DEPENDENCYPART_SIBL
(0,2),(0,12),-0.107518 # DEPENDENCYPART_SIBL
(0,2),(0,14),-0.136432 # DEPENDENCYPART_SIBL
(0,2),(0,20),-0.107518 # DEPENDENCYPART_SIBL
(0,2),(0,21),-0.0182579 # DEPENDENCYPART_SIBL
(0,3),(0,4),-0.0696394 # DEPENDENCYPART_SIBL
(0,3),(0,5),-0.201717 # DEPENDENCYPART_SIBL
(0,3),(0,6),-0.0674034 # DEPENDENCYPART_SIBL
(0,3),(0,10),-0.186131 # DEPENDENCYPART_SIBL
(0,3),(0,12),-0.12355 # DEPENDENCYPART_SIBL
(0,3),(0,14),-0.197516 # DEPENDENCYPART_SIBL
(0,3),(0,20),-0.12355 # DEPENDENCYPART_SIBL
(0,3),(0,21),-0.0497338 # DEPENDENCYPART_SIBL
(0,4),(0,5),-0.0985883 # DEPENDENCYPART_SIBL
(0,4),(0,6),-0.0277428 # DEPENDENCYPART_SIBL
(0,4),(0,10),-0.123824 # DEPENDENCYPART_SIBL
(0,4),(0,12),-0.114017 # DEPENDENCYPART_SIBL
(0,4),(0,14),-0.108842 # DEPENDENCYPART_SIBL
(0,4),(0,20),-0.114017 # DEPENDENCYPART_SIBL
(0,4),(0,21),-0.0302946 # DEPENDENCYPART_SIBL
(0,5),(0,6),-0.0872878 # DEPENDENCYPART_SIBL
(0,5),(0,10),-0.137543 # DEPENDENCYPART_SIBL
(0,5),(0,12),-0.131863 # DEPENDENCYPART_SIBL
(0,5),(0,14),-0.131004 # DEPENDENCYPART_SIBL
(0,5),(0,20),-0.131863 # DEPENDENCYPART_SIBL
(0,5),(0,21),-0.0289035 # DEPENDENCYPART_SIBL
(0,6),(0,10),-0.128838 # DEPENDENCYPART_SIBL
(0,6),(0,12),-0.107518 # DEPENDENCYPART_SIBL
(0,6),(0,14),-0.136432 # DEPENDENCYPART_SIBL
(0,6),(0,20),-0.107518 # DEPENDENCYPART_SIBL
(0,6),(0,21),-0.0182579 # DEPENDENCYPART_SIBL
(0,10),(0,12),-0.122457 # DEPENDENCYPART_SIBL
(0,10),(0,14),-0.159947 # DEPENDENCYPART_SIBL
(0,10),(0,20),-0.122457 # DEPENDENCYPART_SIBL
(0,10),(0,21),-0.0478999 # DEPENDENCYPART_SIBL
(0,12),(0,14),-0.265529 # DEPENDENCYPART_SIBL
(0,12),(0,20),-0.245466 # DEPENDENCYPART_SIBL
(0,12),(0,21),-0.100835 # DEPENDENCYPART_SIBL
(0,14),(0,20),-0.130334 # DEPENDENCYPART_SIBL
(0,14),(0,21),-0.0707031 # DEPENDENCYPART_SIBL
(0,20),(0,21),-0.100835 # DEPENDENCYPART_SIBL
(2,1),(2,5),-0.0730723 # DEPENDENCYPART_SIBL
(3,1),(3,2),-0.0116838 # DEPENDENCYPART_SIBL
(3,1),(3,4),-0.0391211 # DEPENDENCYPART_SIBL
(3,1),(3,5),-0.0510351 # DEPENDENCYPART_SIBL
(3,1),(3,6),0.0114531 # DEPENDENCYPART_SIBL
(3,1),(3,8),0.0114531 # DEPENDENCYPART_SIBL
(3,1),(3,9),-0.047854 # DEPENDENCYPART_SIBL
(3,1),(3,10),-0.0433704 # DEPENDENCYPART_SIBL
(3,1),(3,12),-0.0130756 # DEPENDENCYPART_SIBL
(3,1),(3,13),-0.047854 # DEPENDENCYPART_SIBL
(3,1),(3,14),-0.0318375 # DEPENDENCYPART_SIBL
(3,1),(3,17),-0.0602387 # DEPENDENCYPART_SIBL
(3,1),(3,18),-0.0463717 # DEPENDENCYPART_SIBL
(3,1),(3,20),-0.0130756 # DEPENDENCYPART_SIBL
(3,1),(3,22),-0.0952526 # DEPENDENCYPART_SIBL
(3,2),(3,4),0.00309582 # DEPENDENCYPART_SIBL
(3,2),(3,5),-0.00470338 # DEPENDENCYPART_SIBL
(3,2),(3,6),0.233831 # DEPENDENCYPART_SIBL
(3,2),(3,8),0.233829 # DEPENDENCYPART_SIBL
(3,2),(3,9),-0.000560421 # DEPENDENCYPART_SIBL
(3,2),(3,10),-0.0121017 # DEPENDENCYPART_SIBL
(3,2),(3,12),-0.000171722 # DEPENDENCYPART_SIBL
(3,2),(3,13),-0.000560421 # DEPENDENCYPART_SIBL
(3,2),(3,14),0.0118875 # DEPENDENCYPART_SIBL
(3,2),(3,17),-0.00795259 # DEPENDENCYPART_SIBL
(3,2),(3,18),0.0150593 # DEPENDENCYPART_SIBL
(3,2),(3,20),-0.000171722 # DEPENDENCYPART_SIBL
(3,2),(3,22),-0.00815188 # DEPENDENCYPART_SIBL
(3,4),(3,5),-0.049971 # DEPENDENCYPART_SIBL
(3,4),(3,6),-0.0276043 # DEPENDENCYPART_SIBL
(3,4),(3,8),-0.0276043 # DEPENDENCYPART_SIBL
(3,4),(3,9),0.0046016 # DEPENDENCYPART_SIBL
(3,4),(3,10),-0.0743063 # DEPENDENCYPART_SIBL
(3,4),(3,12),-0.0642344 # DEPENDENCYPART_SIBL
(3,4),(3,13),0.0046016 # DEPENDENCYPART_SIBL
(3,4),(3,14),-0.0684847 # DEPENDENCYPART_SIBL
(3,4),(3,17),-0.0707108 # DEPENDENCYPART_SIBL
(3,4),(3,18),-0.0236389 # DEPENDENCYPART_SIBL
(3,4),(3,20),-0.0642344 # DEPENDENCYPART_SIBL
(3,4),(3,22),0.00635677 # DEPENDENCYPART_SIBL
(3,5),(3,6),-0.0409662 # DEPENDENCYPART_SIBL
(3,5),(3,8),-0.0409662 # DEPENDENCYPART_SIBL
(3,5),(3,9),0.0109573 # DEPENDENCYPART_SIBL
(3,5),(3,10),-0.0272903 # DEPENDENCYPART_SIBL
(3,5),(3,12),-0.0394007 # DEPENDENCYPART_SIBL
(3,5),(3,13),0.0109573 # DEPENDENCYPART_SIBL
(3,5),(3,14),-0.0244746 # DEPENDENCYPART_SIBL
(3,5),(3,17),-0.0300063 # DEPENDENCYPART_SIBL
(3,5),(3,18),-0.00971187 # DEPENDENCYPART_SIBL
(3,5),(3,20),-0.0394007 # DEPENDENCYPART_SIBL
(3,5),(3,22),0.0270585 # DEPENDENCYPART_SIBL
(3,6),(3,8),-0.0462169 # DEPENDENCYPART_SIBL
(3,6),(3,9),-0.00941697 # DEPENDENCYPART_SIBL
(3,6),(3,10),-0.0702454 # DEPENDENCYPART_SIBL
(3,6),(3,12),-0.0601764 # DEPENDENCYPART_SIBL
(3,6),(3,13),-0.00941697 # DEPENDENCYPART_SIBL
(3,6),(3,14),-0.0876359 # DEPENDENCYPART_SIBL
(3,6),(3,17),-0.0454062 # DEPENDENCYPART_SIBL
(3,6),(3,18),-0.0204204 # DEPENDENCYPART_SIBL
(3,6),(3,20),-0.0601764 # DEPENDENCYPART_SIBL
(3,6),(3,22),-0.0584892 # DEPENDENCYPART_SIBL
(3,8),(3,9),-0.0094225 # DEPENDENCYPART_SIBL
(3,8),(3,10),-0.0702482 # DEPENDENCYPART_SIBL
(3,8),(3,12),-0.0601764 # DEPENDENCYPART_SIBL
(3,8),(3,13),-0.0094225 # DEPENDENCYPART_SIBL
(3,8),(3,14),-0.0876387 # DEPENDENCYPART_SIBL
(3,8),(3,17),-0.0454062 # DEPENDENCYPART_SIBL
(3,8),(3,18),-0.0204204 # DEPENDENCYPART_SIBL
(3,8),(3,20),-0.0601764 # DEPENDENCYPART_SIBL
(3,8),(3,22),-0.0584905 # DEPENDENCYPART_SIBL
(3,9),(3,10),0.0313244 # DEPENDENCYPART_SIBL
(3,9),(3,12),0.185194 # DEPENDENCYPART_SIBL
(3,9),(3,13),-0.0651398 # DEPENDENCYPART_SIBL
(3,9),(3,14),0.175917 # DEPENDENCYPART_SIBL
(3,9),(3,17),0.0407175 # DEPENDENCYPART_SIBL
(3,9),(3,18),0.0869044 # DEPENDENCYPART_SIBL
(3,9),(3,20),0.185194 # DEPENDENCYPART_SIBL
(3,9),(3,22),0.00726496 # DEPENDENCYPART_SIBL
(3,10),(3,12),-0.0445906 # DEPENDENCYPART_SIBL
(3,10),(3,13),-0.0336146 # DEPENDENCYPART_SIBL
(3,10),(3,14),-0.0724601 # DEPENDENCYPART_SIBL
(3,10),(3,17),-0.0490137 # DEPENDENCYPART_SIBL
(3,10),(3,18),-0.0143045 # DEPENDENCYPART_SIBL
(3,10),(3,20),-0.0445906 # DEPENDENCYPART_SIBL
(3,10),(3,22),0.0427447 # DEPENDENCYPART_SIBL
(3,12),(3,13),0.16027 # DEPENDENCYPART_SIBL
(3,12),(3,14),-0.0534311 # DEPENDENCYPART_SIBL
(3,12),(3,17),0.0164789 # DEPENDENCYPART_SIBL
(3,12),(3,18),0.0658417 # DEPENDENCYPART_SIBL
(3,12),(3,20),-0.0160633 # DEPENDENCYPART_SIBL
(3,12),(3,22),0.173438 # DEPENDENCYPART_SIBL
(3,13),(3,14),0.175917 # DEPENDENCYPART_SIBL
(3,13),(3,17),0.0407175 # DEPENDENCYPART_SIBL
(3,13),(3,18),0.0869044 # DEPENDENCYPART_SIBL
(3,13),(3,20),0.185194 # DEPENDENCYPART_SIBL
(3,13),(3,22),0.00726496 # DEPENDENCYPART_SIBL
(3,14),(3,17),-0.0463436 # DEPENDENCYPART_SIBL
(3,14),(3,18),-0.0153775 # DEPENDENCYPART_SIBL
(3,14),(3,20),-0.0323616 # DEPENDENCYPART_SIBL
(3,14),(3,22),0.109461 # DEPENDENCYPART_SIBL
(3,17),(3,18),-0.0339955 # DEPENDENCYPART_SIBL
(3,17),(3,20),-0.0803847 # DEPENDENCYPART_SIBL
(3,17),(3,22),-0.0145366 # DEPENDENCYPART_SIBL
(3,18),(3,20),-0.0283405 # DEPENDENCYPART_SIBL
(3,18),(3,22),0.0294969 # DEPENDENCYPART_SIBL
(3,20),(3,22),0.173438 # DEPENDENCYPART_SIBL
(4,2),(4,3),0.267506 # DEPENDENCYPART_SIBL
(4,2),(4,6),0.0944091 # DEPENDENCYPART_SIBL
(4,2),(4,8),0.0944071 # DEPENDENCYPART_SIBL
(4,2),(4,9),0.00519811 # DEPENDENCYPART_SIBL
(4,2),(4,12),0.0122568 # DEPENDENCYPART_SIBL
(4,2),(4,13),0.00519811 # DEPENDENCYPART_SIBL
(4,2),(4,16),0.0919008 # DEPENDENCYPART_SIBL
(4,2),(4,20),0.0122568 # DEPENDENCYPART_SIBL
(4,2),(4,22),0.0256642 # DEPENDENCYPART_SIBL
(4,3),(4,6),0.0458517 # DEPENDENCYPART_SIBL
(4,3),(4,8),0.0458517 # DEPENDENCYPART_SIBL
(4,3),(4,9),-0.0218913 # DEPENDENCYPART_SIBL
(4,3),(4,12),-0.0378653 # DEPENDENCYPART_SIBL
(4,3),(4,13),-0.0218913 # DEPENDENCYPART_SIBL
(4,3),(4,16),0.0444414 # DEPENDENCYPART_SIBL
(4,3),(4,20),-0.0378653 # DEPENDENCYPART_SIBL
(4,3),(4,22),0.0322111 # DEPENDENCYPART_SIBL
(4,6),(4,8),0.0043017 # DEPENDENCYPART_SIBL
(4,6),(4,9),0.0536606 # DEPENDENCYPART_SIBL
(4,6),(4,12),0.0293968 # DEPENDENCYPART_SIBL
(4,6),(4,13),0.0536606 # DEPENDENCYPART_SIBL
(4,6),(4,16),0.00210585 # DEPENDENCYPART_SIBL
(4,6),(4,20),0.0293968 # DEPENDENCYPART_SIBL
(4,6),(4,22),0.0125362 # DEPENDENCYPART_SIBL
(4,8),(4,9),0.0536551 # DEPENDENCYPART_SIBL
(4,8),(4,12),0.0293968 # DEPENDENCYPART_SIBL
(4,8),(4,13),0.0536551 # DEPENDENCYPART_SIBL
(4,8),(4,16),0.00210573 # DEPENDENCYPART_SIBL
(4,8),(4,20),0.0293968 # DEPENDENCYPART_SIBL
(4,8),(4,22),0.0125348 # DEPENDENCYPART_SIBL
(4,9),(4,12),0.232036 # DEPENDENCYPART_SIBL
(4,9),(4,13),-0.0486974 # DEPENDENCYPART_SIBL
(4,9),(4,16),0.000304933 # DEPENDENCYPART_SIBL
(4,9),(4,20),0.232036 # DEPENDENCYPART_SIBL
(4,9),(4,22),0.0497714 # DEPENDENCYPART_SIBL
(4,12),(4,13),0.09344 # DEPENDENCYPART_SIBL
(4,12),(4,16),0.0181065 # DEPENDENCYPART_SIBL
(4,12),(4,20),0.00369542 # DEPENDENCYPART_SIBL
(4,12),(4,22),0.0499788 # DEPENDENCYPART_SIBL
(4,13),(4,16),0.000304933 # DEPENDENCYPART_SIBL
(4,13),(4,20),0.232036 # DEPENDENCYPART_SIBL
(4,13),(4,22),0.0497714 # DEPENDENCYPART_SIBL
(4,16),(4,20),0.0279304 # DEPENDENCYPART_SIBL
(4,16),(4,22),0.010006 # DEPENDENCYPART_SIBL
(4,20),(4,22),0.0499788 # DEPENDENCYPART_SIBL
(5,1),(5,2),0.0391508 # DEPENDENCYPART_SIBL
(5,1),(5,3),-0.0855733 # DEPENDENCYPART_SIBL
(5,1),(5,4),-0.0183315 # DEPENDENCYPART_SIBL
(5,1),(5,6),0.0344946 # DEPENDENCYPART_SIBL
(5,1),(5,8),0.0344946 # DEPENDENCYPART_SIBL
(5,1),(5,10),-0.00502705 # DEPENDENCYPART_SIBL
(5,1),(5,12),-0.0189023 # DEPENDENCYPART_SIBL
(5,1),(5,14),-0.0147379 # DEPENDENCYPART_SIBL
(5,1),(5,20),-0.0189023 # DEPENDENCYPART_SIBL
(5,1),(5,22),-0.0858304 # DEPENDENCYPART_SIBL
(5,2),(5,3),0.0792269 # DEPENDENCYPART_SIBL
(5,2),(5,4),0.093578 # DEPENDENCYPART_SIBL
(5,2),(5,6),0.168785 # DEPENDENCYPART_SIBL
(5,2),(5,8),0.168783 # DEPENDENCYPART_SIBL
(5,2),(5,10),0.0407475 # DEPENDENCYPART_SIBL
(5,2),(5,12),0.0265337 # DEPENDENCYPART_SIBL
(5,2),(5,14),0.0449005 # DEPENDENCYPART_SIBL
(5,2),(5,20),0.0265337 # DEPENDENCYPART_SIBL
(5,2),(5,22),0.0788592 # DEPENDENCYPART_SIBL
(5,3),(5,4),0.0120049 # DEPENDENCYPART_SIBL
(5,3),(5,6),0.0441099 # DEPENDENCYPART_SIBL
(5,3),(5,8),0.0441099 # DEPENDENCYPART_SIBL
(5,3),(5,10),0.0474111 # DEPENDENCYPART_SIBL
(5,3),(5,12),0.00847203 # DEPENDENCYPART_SIBL
(5,3),(5,14),0.0528906 # DEPENDENCYPART_SIBL
(5,3),(5,20),0.00847203 # DEPENDENCYPART_SIBL
(5,3),(5,22),0.061471 # DEPENDENCYPART_SIBL
(5,4),(5,6),0.145976 # DEPENDENCYPART_SIBL
(5,4),(5,8),0.145976 # DEPENDENCYPART_SIBL
(5,4),(5,10),0.0630018 # DEPENDENCYPART_SIBL
(5,4),(5,12),0.0666947 # DEPENDENCYPART_SIBL
(5,4),(5,14),0.0602415 # DEPENDENCYPART_SIBL
(5,4),(5,20),0.0666947 # DEPENDENCYPART_SIBL
(5,4),(5,22),0.0837165 # DEPENDENCYPART_SIBL
(5,6),(5,8),-0.00370371 # DEPENDENCYPART_SIBL
(5,6),(5,10),-0.0209522 # DEPENDENCYPART_SIBL
(5,6),(5,12),0.0269812 # DEPENDENCYPART_SIBL
(5,6),(5,14),-0.0421084 # DEPENDENCYPART_SIBL
(5,6),(5,20),0.0269812 # DEPENDENCYPART_SIBL
(5,6),(5,22),0.0425335 # DEPENDENCYPART_SIBL
(5,8),(5,10),-0.020955 # DEPENDENCYPART_SIBL
(5,8),(5,12),0.0269812 # DEPENDENCYPART_SIBL
(5,8),(5,14),-0.0421111 # DEPENDENCYPART_SIBL
(5,8),(5,20),0.0269812 # DEPENDENCYPART_SIBL
(5,8),(5,22),0.0425321 # DEPENDENCYPART_SIBL
(5,10),(5,12),-0.00342566 # DEPENDENCYPART_SIBL
(5,10),(5,14),-0.0701433 # DEPENDENCYPART_SIBL
(5,10),(5,20),-0.00342566 # DEPENDENCYPART_SIBL
(5,10),(5,22),0.0340601 # DEPENDENCYPART_SIBL
(5,12),(5,14),-0.0799203 # DEPENDENCYPART_SIBL
(5,12),(5,20),-0.00112396 # DEPENDENCYPART_SIBL
(5,12),(5,22),0.0584056 # DEPENDENCYPART_SIBL
(5,14),(5,20),-0.00738851 # DEPENDENCYPART_SIBL
(5,14),(5,22),0.0738869 # DEPENDENCYPART_SIBL
(5,20),(5,22),0.0584056 # DEPENDENCYPART_SIBL
(6,1),(6,2),0.0129962 # DEPENDENCYPART_SIBL
(6,1),(6,3),0.138025 # DEPENDENCYPART_SIBL
(6,1),(6,4),0.0272378 # DEPENDENCYPART_SIBL
(6,1),(6,5),0.0280396 # DEPENDENCYPART_SIBL
(6,1),(6,7),-0.00436919 # DEPENDENCYPART_SIBL
(6,1),(6,8),-0.00331961 # DEPENDENCYPART_SIBL
