# _root_ Lajtos és Rózsavölgyi él-hal a sportágért , így aztán nem csoda , ha nem sajnálják a pénzt a futballra .
#goldHeads=4,4,4,9,6,4,9,9,0,13,13,13,9,15,13,17,15,19,15,9,
#predictedHeads=4,4,4,8,6,4,8,0,15,15,13,13,15,15,8,17,15,19,15,8,
(9,4),-0.161919 # DEPENDENCYPART_ARC
(9,5),-1.77295 # DEPENDENCYPART_ARC
(9,6),-1.61422 # DEPENDENCYPART_ARC
(9,7),-0.668153 # DEPENDENCYPART_ARC
(9,8),0.294498 # DEPENDENCYPART_ARC
(9,10),-1.13306 # DEPENDENCYPART_ARC
(9,11),-1.05329 # DEPENDENCYPART_ARC
(9,12),-0.924813 # DEPENDENCYPART_ARC
(9,13),-1.18809 # DEPENDENCYPART_ARC
(9,14),-1.73182 # DEPENDENCYPART_ARC
(9,15),-0.821245 # DEPENDENCYPART_ARC
(9,17),-1.96741 # DEPENDENCYPART_ARC
(9,19),-2.19358 # DEPENDENCYPART_ARC
(9,20),-1.11143 # DEPENDENCYPART_ARC
(10,6),-1.4991 # DEPENDENCYPART_ARC
(10,7),-0.979227 # DEPENDENCYPART_ARC
(10,8),-1.18188 # DEPENDENCYPART_ARC
(10,9),-0.458449 # DEPENDENCYPART_ARC
(10,11),-1.1306 # DEPENDENCYPART_ARC
(10,12),-1.15853 # DEPENDENCYPART_ARC
(10,13),-1.05676 # DEPENDENCYPART_ARC
(10,15),-1.51756 # DEPENDENCYPART_ARC
(10,17),-2.22755 # DEPENDENCYPART_ARC
(10,19),-2.31542 # DEPENDENCYPART_ARC
(10,20),-1.74381 # DEPENDENCYPART_ARC
(11,1),-2.05691 # DEPENDENCYPART_ARC
(11,2),-1.51854 # DEPENDENCYPART_ARC
(11,3),-1.83631 # DEPENDENCYPART_ARC
(11,4),-1.9152 # DEPENDENCYPART_ARC
(11,5),-1.00785 # DEPENDENCYPART_ARC
(11,6),-2.39929 # DEPENDENCYPART_ARC
(11,7),-0.969286 # DEPENDENCYPART_ARC
(11,8),-0.751592 # DEPENDENCYPART_ARC
(11,9),-0.20255 # DEPENDENCYPART_ARC
(11,10),-0.0274187 # DEPENDENCYPART_ARC
(11,12),-0.534279 # DEPENDENCYPART_ARC
(11,15),-1.02442 # DEPENDENCYPART_ARC
(11,17),-2.25317 # DEPENDENCYPART_ARC
(11,19),-2.46104 # DEPENDENCYPART_ARC
(11,20),-1.70095 # DEPENDENCYPART_ARC
(13,1),-2.19865 # DEPENDENCYPART_ARC
(13,2),-1.37068 # DEPENDENCYPART_ARC
(13,3),-1.77555 # DEPENDENCYPART_ARC
(13,4),-3.08434 # DEPENDENCYPART_ARC
(13,6),-1.84089 # DEPENDENCYPART_ARC
(13,7),-1.54586 # DEPENDENCYPART_ARC
(13,8),-0.718878 # DEPENDENCYPART_ARC
(13,9),-0.41323 # DEPENDENCYPART_ARC
(13,10),-0.303561 # DEPENDENCYPART_ARC
(13,11),-0.447936 # DEPENDENCYPART_ARC
(13,12),0.0425109 # DEPENDENCYPART_ARC
(13,14),-1.01382 # DEPENDENCYPART_ARC
(13,15),-0.314304 # DEPENDENCYPART_ARC
(13,17),-1.68802 # DEPENDENCYPART_ARC
(13,19),-1.96424 # DEPENDENCYPART_ARC
(13,20),-0.439238 # DEPENDENCYPART_ARC
(14,10),-1.35663 # DEPENDENCYPART_ARC
(14,11),-1.47611 # DEPENDENCYPART_ARC
(14,12),-1.51766 # DEPENDENCYPART_ARC
(14,13),-0.737471 # DEPENDENCYPART_ARC
(14,17),-1.63543 # DEPENDENCYPART_ARC
(14,19),-1.86238 # DEPENDENCYPART_ARC
(15,1),-1.68936 # DEPENDENCYPART_ARC
(15,2),-0.448316 # DEPENDENCYPART_ARC
(15,3),-1.44189 # DEPENDENCYPART_ARC
(15,4),-0.740374 # DEPENDENCYPART_ARC
(15,5),-1.72836 # DEPENDENCYPART_ARC
(15,6),-1.71965 # DEPENDENCYPART_ARC
(15,7),-0.750789 # DEPENDENCYPART_ARC
(15,8),-0.463506 # DEPENDENCYPART_ARC
(15,9),0.300575 # DEPENDENCYPART_ARC
(15,10),0.3733 # DEPENDENCYPART_ARC
(15,11),-0.786949 # DEPENDENCYPART_ARC
(15,12),-0.00773354 # DEPENDENCYPART_ARC
(15,13),0.215933 # DEPENDENCYPART_ARC
(15,14),2.26598 # DEPENDENCYPART_ARC
(15,16),-1.02016 # DEPENDENCYPART_ARC
(15,17),1.53142 # DEPENDENCYPART_ARC
(15,18),-1.57931 # DEPENDENCYPART_ARC
(15,19),0.484705 # DEPENDENCYPART_ARC
(15,20),-0.338444 # DEPENDENCYPART_ARC
(16,19),-1.50872 # DEPENDENCYPART_ARC
(17,8),-1.89973 # DEPENDENCYPART_ARC
(17,10),-2.32623 # DEPENDENCYPART_ARC
(17,13),-1.6531 # DEPENDENCYPART_ARC
(17,16),1.60424 # DEPENDENCYPART_ARC
(17,18),-1.4245 # DEPENDENCYPART_ARC
(17,19),-1.78972 # DEPENDENCYPART_ARC
(17,20),-1.31396 # DEPENDENCYPART_ARC
(19,2),-2.11885 # DEPENDENCYPART_ARC
(19,9),-1.48157 # DEPENDENCYPART_ARC
(19,16),-0.649218 # DEPENDENCYPART_ARC
(19,17),-2.15381 # DEPENDENCYPART_ARC
(19,18),1.54269 # DEPENDENCYPART_ARC
(0,1),(0,2),-0.120009 # DEPENDENCYPART_SIBL
(0,1),(0,3),-0.0661097 # DEPENDENCYPART_SIBL
(0,1),(0,4),-0.107518 # DEPENDENCYPART_SIBL
(0,1),(0,8),-0.125277 # DEPENDENCYPART_SIBL
(0,1),(0,9),-0.130041 # DEPENDENCYPART_SIBL
(0,1),(0,10),-0.066328 # DEPENDENCYPART_SIBL
(0,1),(0,13),-0.136753 # DEPENDENCYPART_SIBL
(0,1),(0,15),-0.107518 # DEPENDENCYPART_SIBL
(0,2),(0,3),-0.0674034 # DEPENDENCYPART_SIBL
(0,2),(0,4),-0.12355 # DEPENDENCYPART_SIBL
(0,2),(0,8),-0.199181 # DEPENDENCYPART_SIBL
(0,2),(0,9),-0.185822 # DEPENDENCYPART_SIBL
(0,2),(0,10),-0.0841714 # DEPENDENCYPART_SIBL
(0,2),(0,13),-0.203891 # DEPENDENCYPART_SIBL
(0,2),(0,15),-0.12355 # DEPENDENCYPART_SIBL
(0,3),(0,4),-0.107518 # DEPENDENCYPART_SIBL
(0,3),(0,8),-0.125277 # DEPENDENCYPART_SIBL
(0,3),(0,9),-0.130041 # DEPENDENCYPART_SIBL
(0,3),(0,10),-0.066328 # DEPENDENCYPART_SIBL
(0,3),(0,13),-0.136753 # DEPENDENCYPART_SIBL
(0,3),(0,15),-0.107518 # DEPENDENCYPART_SIBL
(0,4),(0,8),-0.226563 # DEPENDENCYPART_SIBL
(0,4),(0,9),-0.222689 # DEPENDENCYPART_SIBL
(0,4),(0,10),-0.108008 # DEPENDENCYPART_SIBL
(0,4),(0,13),-0.225942 # DEPENDENCYPART_SIBL
(0,4),(0,15),-0.245466 # DEPENDENCYPART_SIBL
(0,8),(0,9),-0.144559 # DEPENDENCYPART_SIBL
(0,8),(0,10),-0.0880927 # DEPENDENCYPART_SIBL
(0,8),(0,13),-0.160977 # DEPENDENCYPART_SIBL
(0,8),(0,15),-0.134609 # DEPENDENCYPART_SIBL
(0,9),(0,10),-0.0834916 # DEPENDENCYPART_SIBL
(0,9),(0,13),-0.1678 # DEPENDENCYPART_SIBL
(0,9),(0,15),-0.119338 # DEPENDENCYPART_SIBL
(0,10),(0,13),-0.117608 # DEPENDENCYPART_SIBL
(0,10),(0,15),-0.113252 # DEPENDENCYPART_SIBL
(0,13),(0,15),-0.107475 # DEPENDENCYPART_SIBL
(1,3),(1,4),0.058216 # DEPENDENCYPART_SIBL
(1,3),(1,6),0.00471394 # DEPENDENCYPART_SIBL
(1,4),(1,6),0.0764132 # DEPENDENCYPART_SIBL
(2,1),(2,3),0.233831 # DEPENDENCYPART_SIBL
(2,1),(2,4),-0.000171722 # DEPENDENCYPART_SIBL
(2,1),(2,6),0.233831 # DEPENDENCYPART_SIBL
(2,1),(2,7),-0.000560421 # DEPENDENCYPART_SIBL
(2,1),(2,8),-0.0317087 # DEPENDENCYPART_SIBL
(2,1),(2,9),-0.00215419 # DEPENDENCYPART_SIBL
(2,1),(2,10),-0.000237296 # DEPENDENCYPART_SIBL
(2,1),(2,11),0.232188 # DEPENDENCYPART_SIBL
(2,1),(2,12),-0.000560421 # DEPENDENCYPART_SIBL
(2,1),(2,13),-0.0238158 # DEPENDENCYPART_SIBL
(2,1),(2,15),-0.00307545 # DEPENDENCYPART_SIBL
(2,1),(2,17),0.228733 # DEPENDENCYPART_SIBL
(2,1),(2,20),-0.00815188 # DEPENDENCYPART_SIBL
(2,3),(2,4),-0.0601764 # DEPENDENCYPART_SIBL
(2,3),(2,6),-0.0462163 # DEPENDENCYPART_SIBL
(2,3),(2,7),-0.00941697 # DEPENDENCYPART_SIBL
(2,3),(2,8),-0.0672555 # DEPENDENCYPART_SIBL
(2,3),(2,9),-0.0713747 # DEPENDENCYPART_SIBL
(2,3),(2,10),-0.0634182 # DEPENDENCYPART_SIBL
(2,3),(2,11),-0.0474621 # DEPENDENCYPART_SIBL
(2,3),(2,12),-0.00941697 # DEPENDENCYPART_SIBL
(2,3),(2,13),-0.0823565 # DEPENDENCYPART_SIBL
(2,3),(2,15),-0.0601764 # DEPENDENCYPART_SIBL
(2,3),(2,17),-0.0490242 # DEPENDENCYPART_SIBL
(2,3),(2,20),-0.0584892 # DEPENDENCYPART_SIBL
(2,4),(2,6),0.0850633 # DEPENDENCYPART_SIBL
(2,4),(2,7),0.16027 # DEPENDENCYPART_SIBL
(2,4),(2,8),-0.0117889 # DEPENDENCYPART_SIBL
(2,4),(2,9),-0.0064033 # DEPENDENCYPART_SIBL
(2,4),(2,10),0.0198151 # DEPENDENCYPART_SIBL
(2,4),(2,11),0.0838487 # DEPENDENCYPART_SIBL
(2,4),(2,12),0.16027 # DEPENDENCYPART_SIBL
(2,4),(2,13),-0.0149052 # DEPENDENCYPART_SIBL
(2,4),(2,15),-0.0160637 # DEPENDENCYPART_SIBL
(2,4),(2,17),0.0835035 # DEPENDENCYPART_SIBL
(2,4),(2,20),0.173438 # DEPENDENCYPART_SIBL
(2,6),(2,7),-0.00941697 # DEPENDENCYPART_SIBL
(2,6),(2,8),-0.0672555 # DEPENDENCYPART_SIBL
(2,6),(2,9),-0.0713747 # DEPENDENCYPART_SIBL
(2,6),(2,10),-0.0634182 # DEPENDENCYPART_SIBL
(2,6),(2,11),-0.0474621 # DEPENDENCYPART_SIBL
(2,6),(2,12),-0.00941697 # DEPENDENCYPART_SIBL
(2,6),(2,13),-0.0823565 # DEPENDENCYPART_SIBL
(2,6),(2,15),-0.0601764 # DEPENDENCYPART_SIBL
(2,6),(2,17),-0.0490242 # DEPENDENCYPART_SIBL
(2,6),(2,20),-0.0584892 # DEPENDENCYPART_SIBL
(2,7),(2,8),0.0292323 # DEPENDENCYPART_SIBL
(2,7),(2,9),0.0213526 # DEPENDENCYPART_SIBL
(2,7),(2,10),0.0748357 # DEPENDENCYPART_SIBL
(2,7),(2,11),0.0658456 # DEPENDENCYPART_SIBL
(2,7),(2,12),-0.0651398 # DEPENDENCYPART_SIBL
(2,7),(2,13),0.0150728 # DEPENDENCYPART_SIBL
(2,7),(2,15),0.183632 # DEPENDENCYPART_SIBL
(2,7),(2,17),0.0610553 # DEPENDENCYPART_SIBL
(2,7),(2,20),0.00726496 # DEPENDENCYPART_SIBL
(2,8),(2,9),-0.0576344 # DEPENDENCYPART_SIBL
(2,8),(2,10),-0.0689896 # DEPENDENCYPART_SIBL
(2,8),(2,11),-0.0469767 # DEPENDENCYPART_SIBL
(2,8),(2,12),-0.0479765 # DEPENDENCYPART_SIBL
(2,8),(2,13),-0.0783174 # DEPENDENCYPART_SIBL
(2,8),(2,15),-0.0658661 # DEPENDENCYPART_SIBL
(2,8),(2,17),-0.0451334 # DEPENDENCYPART_SIBL
(2,8),(2,20),0.00615695 # DEPENDENCYPART_SIBL
(2,9),(2,10),-0.0477585 # DEPENDENCYPART_SIBL
(2,9),(2,11),-0.0383208 # DEPENDENCYPART_SIBL
(2,9),(2,12),-0.0100577 # DEPENDENCYPART_SIBL
(2,9),(2,13),-0.068519 # DEPENDENCYPART_SIBL
(2,9),(2,15),-0.0336082 # DEPENDENCYPART_SIBL
(2,9),(2,17),-0.0357072 # DEPENDENCYPART_SIBL
(2,9),(2,20),0.0572193 # DEPENDENCYPART_SIBL
(2,10),(2,11),-0.0270158 # DEPENDENCYPART_SIBL
(2,10),(2,12),0.0475844 # DEPENDENCYPART_SIBL
(2,10),(2,13),-0.0538234 # DEPENDENCYPART_SIBL
(2,10),(2,15),-0.0388936 # DEPENDENCYPART_SIBL
(2,10),(2,17),-0.0232084 # DEPENDENCYPART_SIBL
(2,10),(2,20),0.0303775 # DEPENDENCYPART_SIBL
(2,11),(2,12),-0.0178043 # DEPENDENCYPART_SIBL
(2,11),(2,13),-0.0863628 # DEPENDENCYPART_SIBL
(2,11),(2,15),-0.0635335 # DEPENDENCYPART_SIBL
(2,11),(2,17),-0.0529355 # DEPENDENCYPART_SIBL
(2,11),(2,20),-0.0663764 # DEPENDENCYPART_SIBL
(2,12),(2,13),0.0150728 # DEPENDENCYPART_SIBL
(2,12),(2,15),0.183632 # DEPENDENCYPART_SIBL
(2,12),(2,17),0.0610553 # DEPENDENCYPART_SIBL
(2,12),(2,20),0.00726496 # DEPENDENCYPART_SIBL
(2,13),(2,15),-0.0295147 # DEPENDENCYPART_SIBL
(2,13),(2,17),-0.0416954 # DEPENDENCYPART_SIBL
(2,13),(2,20),0.0331479 # DEPENDENCYPART_SIBL
(2,15),(2,17),0.0835035 # DEPENDENCYPART_SIBL
(2,15),(2,20),0.170863 # DEPENDENCYPART_SIBL
(2,17),(2,20),-0.0652842 # DEPENDENCYPART_SIBL
(3,1),(3,2),0.794005 # DEPENDENCYPART_SIBL
(3,1),(3,4),0.00765816 # DEPENDENCYPART_SIBL
(3,1),(3,6),0.00337853 # DEPENDENCYPART_SIBL
(3,1),(3,7),-0.00283849 # DEPENDENCYPART_SIBL
(3,1),(3,11),0.00248792 # DEPENDENCYPART_SIBL
(3,1),(3,13),-0.00524217 # DEPENDENCYPART_SIBL
(3,1),(3,15),0.00475443 # DEPENDENCYPART_SIBL
(3,1),(3,20),0.041682 # DEPENDENCYPART_SIBL
(3,2),(3,4),-0.0141082 # DEPENDENCYPART_SIBL
(3,2),(3,6),-0.00798823 # DEPENDENCYPART_SIBL
(3,2),(3,7),-0.0168208 # DEPENDENCYPART_SIBL
(3,2),(3,11),-0.00800475 # DEPENDENCYPART_SIBL
(3,2),(3,13),-0.0143031 # DEPENDENCYPART_SIBL
(3,2),(3,15),-0.0141082 # DEPENDENCYPART_SIBL
(3,2),(3,20),0.0197197 # DEPENDENCYPART_SIBL
(3,4),(3,6),0.0764132 # DEPENDENCYPART_SIBL
(3,4),(3,7),0.169079 # DEPENDENCYPART_SIBL
(3,4),(3,11),0.0764132 # DEPENDENCYPART_SIBL
(3,4),(3,13),0.0209694 # DEPENDENCYPART_SIBL
(3,4),(3,15),0.0510454 # DEPENDENCYPART_SIBL
(3,4),(3,20),0.211166 # DEPENDENCYPART_SIBL
(3,6),(3,7),0.103086 # DEPENDENCYPART_SIBL
(3,6),(3,11),0.00468279 # DEPENDENCYPART_SIBL
(3,6),(3,13),-0.0377818 # DEPENDENCYPART_SIBL
(3,6),(3,15),0.0582159 # DEPENDENCYPART_SIBL
(3,6),(3,20),0.0485651 # DEPENDENCYPART_SIBL
(3,7),(3,11),0.342976 # DEPENDENCYPART_SIBL
(3,7),(3,13),0.138736 # DEPENDENCYPART_SIBL
(3,7),(3,15),0.424045 # DEPENDENCYPART_SIBL
(3,7),(3,20),0.0787788 # DEPENDENCYPART_SIBL
(3,11),(3,13),-0.0384472 # DEPENDENCYPART_SIBL
(3,11),(3,15),0.0581996 # DEPENDENCYPART_SIBL
(3,11),(3,20),0.0462719 # DEPENDENCYPART_SIBL
(3,13),(3,15),0.0586513 # DEPENDENCYPART_SIBL
(3,13),(3,20),0.101873 # DEPENDENCYPART_SIBL
(3,15),(3,20),0.208592 # DEPENDENCYPART_SIBL
(4,1),(4,2),0.129349 # DEPENDENCYPART_SIBL
(4,1),(4,3),-0.0309984 # DEPENDENCYPART_SIBL
(4,1),(4,5),-0.0207151 # DEPENDENCYPART_SIBL
(4,1),(4,6),-0.0106718 # DEPENDENCYPART_SIBL
(4,1),(4,7),-0.00637658 # DEPENDENCYPART_SIBL
(4,1),(4,8),-0.0543605 # DEPENDENCYPART_SIBL
(4,1),(4,9),-0.0537748 # DEPENDENCYPART_SIBL
(4,1),(4,10),-0.0364195 # DEPENDENCYPART_SIBL
(4,1),(4,11),-0.0134019 # DEPENDENCYPART_SIBL
(4,1),(4,12),-0.00637658 # DEPENDENCYPART_SIBL
(4,1),(4,13),-0.0526493 # DEPENDENCYPART_SIBL
(4,1),(4,14),-0.0364195 # DEPENDENCYPART_SIBL
(4,1),(4,15),-0.0256265 # DEPENDENCYPART_SIBL
(4,1),(4,17),0.00320803 # DEPENDENCYPART_SIBL
(4,1),(4,19),-0.0106718 # DEPENDENCYPART_SIBL
(4,1),(4,20),0.00695274 # DEPENDENCYPART_SIBL
(4,2),(4,3),0.0241498 # DEPENDENCYPART_SIBL
(4,2),(4,5),-0.0463679 # DEPENDENCYPART_SIBL
(4,2),(4,6),-0.0122495 # DEPENDENCYPART_SIBL
(4,2),(4,7),-0.0256083 # DEPENDENCYPART_SIBL
(4,2),(4,8),-0.0158036 # DEPENDENCYPART_SIBL
(4,2),(4,9),-0.0471052 # DEPENDENCYPART_SIBL
(4,2),(4,10),-0.0247246 # DEPENDENCYPART_SIBL
(4,2),(4,11),-0.013222 # DEPENDENCYPART_SIBL
(4,2),(4,12),-0.0256083 # DEPENDENCYPART_SIBL
(4,2),(4,13),-0.0647536 # DEPENDENCYPART_SIBL
(4,2),(4,14),-0.0247246 # DEPENDENCYPART_SIBL
(4,2),(4,15),-0.0535886 # DEPENDENCYPART_SIBL
(4,2),(4,17),0.0287301 # DEPENDENCYPART_SIBL
(4,2),(4,19),-0.0122495 # DEPENDENCYPART_SIBL
(4,2),(4,20),-0.00390509 # DEPENDENCYPART_SIBL
(4,3),(4,5),-0.0207151 # DEPENDENCYPART_SIBL
(4,3),(4,6),-0.0106718 # DEPENDENCYPART_SIBL
(4,3),(4,7),-0.00637658 # DEPENDENCYPART_SIBL
(4,3),(4,8),-0.0543605 # DEPENDENCYPART_SIBL
(4,3),(4,9),-0.0537748 # DEPENDENCYPART_SIBL
(4,3),(4,10),-0.0364195 # DEPENDENCYPART_SIBL
(4,3),(4,11),-0.0134019 # DEPENDENCYPART_SIBL
(4,3),(4,12),-0.00637658 # DEPENDENCYPART_SIBL
(4,3),(4,13),-0.0526493 # DEPENDENCYPART_SIBL
(4,3),(4,14),-0.0364195 # DEPENDENCYPART_SIBL
(4,3),(4,15),-0.0256265 # DEPENDENCYPART_SIBL
(4,3),(4,17),0.00320803 # DEPENDENCYPART_SIBL
(4,3),(4,19),-0.0106718 # DEPENDENCYPART_SIBL
(4,3),(4,20),0.00695274 # DEPENDENCYPART_SIBL
(4,5),(4,6),0.0110333 # DEPENDENCYPART_SIBL
(4,5),(4,7),-0.00728509 # DEPENDENCYPART_SIBL
(4,5),(4,8),0.0521553 # DEPENDENCYPART_SIBL
(4,5),(4,9),0.0375577 # DEPENDENCYPART_SIBL
(4,5),(4,10),-0.00459117 # DEPENDENCYPART_SIBL
(4,5),(4,11),0.0109737 # DEPENDENCYPART_SIBL
(4,5),(4,12),-0.00728509 # DEPENDENCYPART_SIBL
(4,5),(4,13),0.0394259 # DEPENDENCYPART_SIBL
(4,5),(4,14),-0.00459117 # DEPENDENCYPART_SIBL
(4,5),(4,15),-0.0385712 # DEPENDENCYPART_SIBL
(4,5),(4,17),0.00478288 # DEPENDENCYPART_SIBL
(4,5),(4,19),0.0110333 # DEPENDENCYPART_SIBL
(4,5),(4,20),-0.0284786 # DEPENDENCYPART_SIBL
(4,6),(4,7),0.0430489 # DEPENDENCYPART_SIBL
(4,6),(4,8),0.0278052 # DEPENDENCYPART_SIBL
(4,6),(4,9),0.000120799 # DEPENDENCYPART_SIBL
(4,6),(4,10),-0.00094644 # DEPENDENCYPART_SIBL
(4,6),(4,11),-0.0192201 # DEPENDENCYPART_SIBL
(4,6),(4,12),0.0430489 # DEPENDENCYPART_SIBL
(4,6),(4,13),-0.004455 # DEPENDENCYPART_SIBL
(4,6),(4,14),-0.00094644 # DEPENDENCYPART_SIBL
(4,6),(4,15),-0.021524 # DEPENDENCYPART_SIBL
(4,6),(4,17),-0.0305506 # DEPENDENCYPART_SIBL
(4,6),(4,19),-0.0191053 # DEPENDENCYPART_SIBL
(4,6),(4,20),-1.62179e-05 # DEPENDENCYPART_SIBL
(4,7),(4,8),0.314463 # DEPENDENCYPART_SIBL
(4,7),(4,9),0.264418 # DEPENDENCYPART_SIBL
(4,7),(4,10),0.13247 # DEPENDENCYPART_SIBL
(4,7),(4,11),0.0764559 # DEPENDENCYPART_SIBL
(4,7),(4,12),-0.0129099 # DEPENDENCYPART_SIBL
(4,7),(4,13),0.303455 # DEPENDENCYPART_SIBL
(4,7),(4,14),0.13247 # DEPENDENCYPART_SIBL
(4,7),(4,15),0.188849 # DEPENDENCYPART_SIBL
(4,7),(4,17),0.0592774 # DEPENDENCYPART_SIBL
(4,7),(4,19),0.07652 # DEPENDENCYPART_SIBL
(4,7),(4,20),0.0489202 # DEPENDENCYPART_SIBL
(4,8),(4,9),0.0515033 # DEPENDENCYPART_SIBL
(4,8),(4,10),0.000616894 # DEPENDENCYPART_SIBL
(4,8),(4,11),0.0614031 # DEPENDENCYPART_SIBL
(4,8),(4,12),-0.0288757 # DEPENDENCYPART_SIBL
(4,8),(4,13),0.0271589 # DEPENDENCYPART_SIBL
(4,8),(4,14),0.000616894 # DEPENDENCYPART_SIBL
(4,8),(4,15),0.00381972 # DEPENDENCYPART_SIBL
(4,8),(4,17),0.0568759 # DEPENDENCYPART_SIBL
(4,8),(4,19),0.0614578 # DEPENDENCYPART_SIBL
(4,8),(4,20),0.00975048 # DEPENDENCYPART_SIBL
(4,9),(4,10),0.0143143 # DEPENDENCYPART_SIBL
(4,9),(4,11),0.0503714 # DEPENDENCYPART_SIBL
(4,9),(4,12),0.00930313 # DEPENDENCYPART_SIBL
(4,9),(4,13),0.0208561 # DEPENDENCYPART_SIBL
(4,9),(4,14),0.0143143 # DEPENDENCYPART_SIBL
(4,9),(4,15),0.0383684 # DEPENDENCYPART_SIBL
(4,9),(4,17),0.0462293 # DEPENDENCYPART_SIBL
(4,9),(4,19),0.0508112 # DEPENDENCYPART_SIBL
(4,9),(4,20),0.0167999 # DEPENDENCYPART_SIBL
(4,10),(4,11),0.0316295 # DEPENDENCYPART_SIBL
