# _root_ Az előrehaladás akadálymentesnek látszik , amikor — már 1992-ben — jön egy váratlan kitérő : egy tárgyaláson a külföldi partner felfedezi , és pazar állásajánlattal téríti el .
#goldHeads=2,4,4,0,4,11,11,11,11,11,4,14,14,11,4,17,21,20,20,21,23,23,4,25,26,23,26,4,
#predictedHeads=2,4,4,23,4,11,11,11,11,11,4,14,14,11,11,17,21,20,20,21,23,23,0,25,26,23,26,23,
(9,21),-1.28048 # DEPENDENCYPART_ARC
(9,22),-1.27619 # DEPENDENCYPART_ARC
(9,26),-1.30817 # DEPENDENCYPART_ARC
(9,28),-0.934123 # DEPENDENCYPART_ARC
(11,1),-1.90097 # DEPENDENCYPART_ARC
(11,2),-1.16662 # DEPENDENCYPART_ARC
(11,3),-0.848371 # DEPENDENCYPART_ARC
(11,4),-0.28212 # DEPENDENCYPART_ARC
(11,5),-0.13431 # DEPENDENCYPART_ARC
(11,6),0.152628 # DEPENDENCYPART_ARC
(11,7),0.0404268 # DEPENDENCYPART_ARC
(11,8),0.968591 # DEPENDENCYPART_ARC
(11,9),1.17308 # DEPENDENCYPART_ARC
(11,10),0.641092 # DEPENDENCYPART_ARC
(11,13),0.257342 # DEPENDENCYPART_ARC
(11,14),2.00744 # DEPENDENCYPART_ARC
(11,15),0.681909 # DEPENDENCYPART_ARC
(11,17),0.237362 # DEPENDENCYPART_ARC
(11,18),-1.59179 # DEPENDENCYPART_ARC
(11,19),-1.19385 # DEPENDENCYPART_ARC
(11,20),0.177972 # DEPENDENCYPART_ARC
(11,21),0.420519 # DEPENDENCYPART_ARC
(11,22),0.270062 # DEPENDENCYPART_ARC
(11,23),-0.433698 # DEPENDENCYPART_ARC
(11,24),-1.70085 # DEPENDENCYPART_ARC
(11,25),-1.27741 # DEPENDENCYPART_ARC
(11,26),-0.313267 # DEPENDENCYPART_ARC
(11,27),-0.74758 # DEPENDENCYPART_ARC
(11,28),-0.270483 # DEPENDENCYPART_ARC
(12,13),-0.453762 # DEPENDENCYPART_ARC
(13,6),-2.06719 # DEPENDENCYPART_ARC
(13,8),-1.72071 # DEPENDENCYPART_ARC
(13,9),-1.05956 # DEPENDENCYPART_ARC
(13,12),-0.230752 # DEPENDENCYPART_ARC
(14,1),-1.74971 # DEPENDENCYPART_ARC
(14,2),-2.53407 # DEPENDENCYPART_ARC
(14,3),-3.2552 # DEPENDENCYPART_ARC
(14,4),-1.83323 # DEPENDENCYPART_ARC
(14,5),-1.32814 # DEPENDENCYPART_ARC
(14,7),-1.12572 # DEPENDENCYPART_ARC
(14,8),-1.30736 # DEPENDENCYPART_ARC
(14,9),-1.8745 # DEPENDENCYPART_ARC
(14,10),-0.845591 # DEPENDENCYPART_ARC
(14,12),1.45761 # DEPENDENCYPART_ARC
(14,13),2.5236 # DEPENDENCYPART_ARC
(14,15),-0.357517 # DEPENDENCYPART_ARC
(14,17),-1.67918 # DEPENDENCYPART_ARC
(14,19),-1.79771 # DEPENDENCYPART_ARC
(14,20),-1.23233 # DEPENDENCYPART_ARC
(14,21),-1.30514 # DEPENDENCYPART_ARC
(14,22),-1.11294 # DEPENDENCYPART_ARC
(14,23),-1.09113 # DEPENDENCYPART_ARC
(14,25),-2.23002 # DEPENDENCYPART_ARC
(14,26),-1.66551 # DEPENDENCYPART_ARC
(14,28),-1.65241 # DEPENDENCYPART_ARC
(16,19),-0.877189 # DEPENDENCYPART_ARC
(17,12),-0.775941 # DEPENDENCYPART_ARC
(17,13),-1.21304 # DEPENDENCYPART_ARC
(17,14),-1.6836 # DEPENDENCYPART_ARC
(17,15),-1.24731 # DEPENDENCYPART_ARC
(17,16),1.91875 # DEPENDENCYPART_ARC
(17,18),-1.38392 # DEPENDENCYPART_ARC
(17,19),-1.65315 # DEPENDENCYPART_ARC
(17,20),-1.07909 # DEPENDENCYPART_ARC
(17,25),-2.01154 # DEPENDENCYPART_ARC
(18,19),-0.546159 # DEPENDENCYPART_ARC
(19,16),-1.69269 # DEPENDENCYPART_ARC
(19,17),-0.760721 # DEPENDENCYPART_ARC
(19,18),-0.697451 # DEPENDENCYPART_ARC
(20,12),-0.855506 # DEPENDENCYPART_ARC
(20,13),-1.21424 # DEPENDENCYPART_ARC
(20,14),-2.2076 # DEPENDENCYPART_ARC
(20,16),-0.42632 # DEPENDENCYPART_ARC
(20,17),-1.82986 # DEPENDENCYPART_ARC
(20,18),1.37187 # DEPENDENCYPART_ARC
(20,19),2.42015 # DEPENDENCYPART_ARC
(20,25),-2.02743 # DEPENDENCYPART_ARC
(21,2),-1.42405 # DEPENDENCYPART_ARC
(21,3),-1.09521 # DEPENDENCYPART_ARC
(21,4),-0.299137 # DEPENDENCYPART_ARC
(21,5),-0.706788 # DEPENDENCYPART_ARC
(21,6),-0.887493 # DEPENDENCYPART_ARC
(21,7),-0.617454 # DEPENDENCYPART_ARC
(21,8),-0.315144 # DEPENDENCYPART_ARC
(21,9),-0.095851 # DEPENDENCYPART_ARC
(21,10),-0.780965 # DEPENDENCYPART_ARC
(21,11),0.112245 # DEPENDENCYPART_ARC
(21,12),-1.04942 # DEPENDENCYPART_ARC
(21,13),-1.28239 # DEPENDENCYPART_ARC
(21,14),-0.215992 # DEPENDENCYPART_ARC
(21,15),0.0394619 # DEPENDENCYPART_ARC
(21,16),-0.865186 # DEPENDENCYPART_ARC
(21,17),1.25815 # DEPENDENCYPART_ARC
(21,18),-0.920753 # DEPENDENCYPART_ARC
(21,19),0.0500971 # DEPENDENCYPART_ARC
(21,20),2.7085 # DEPENDENCYPART_ARC
(21,22),0.363869 # DEPENDENCYPART_ARC
(21,23),0.0452104 # DEPENDENCYPART_ARC
(21,24),-0.720332 # DEPENDENCYPART_ARC
(21,25),-1.2261 # DEPENDENCYPART_ARC
(21,26),0.439082 # DEPENDENCYPART_ARC
(21,27),-0.785458 # DEPENDENCYPART_ARC
(21,28),-0.958271 # DEPENDENCYPART_ARC
(23,2),-2.67561 # DEPENDENCYPART_ARC
(23,3),-2.41458 # DEPENDENCYPART_ARC
(23,4),-1.42557 # DEPENDENCYPART_ARC
(23,5),-2.03217 # DEPENDENCYPART_ARC
(23,7),-1.3644 # DEPENDENCYPART_ARC
(23,8),-2.14967 # DEPENDENCYPART_ARC
(23,9),-1.53914 # DEPENDENCYPART_ARC
(23,10),-1.20237 # DEPENDENCYPART_ARC
(23,11),-0.868791 # DEPENDENCYPART_ARC
(23,13),-2.40806 # DEPENDENCYPART_ARC
(23,14),-2.51731 # DEPENDENCYPART_ARC
(23,15),-1.22094 # DEPENDENCYPART_ARC
(23,17),-2.08213 # DEPENDENCYPART_ARC
(23,18),-2.15082 # DEPENDENCYPART_ARC
(23,19),-1.99662 # DEPENDENCYPART_ARC
(23,20),-1.7462 # DEPENDENCYPART_ARC
(23,21),0.297206 # DEPENDENCYPART_ARC
(23,22),0.535609 # DEPENDENCYPART_ARC
(23,24),-0.742866 # DEPENDENCYPART_ARC
(23,25),-1.03431 # DEPENDENCYPART_ARC
(23,26),0.259948 # DEPENDENCYPART_ARC
(23,28),-0.207899 # DEPENDENCYPART_ARC
(24,18),-2.07164 # DEPENDENCYPART_ARC
(24,20),-2.11809 # DEPENDENCYPART_ARC
(24,22),-0.851923 # DEPENDENCYPART_ARC
(24,23),-0.153325 # DEPENDENCYPART_ARC
(25,8),-1.43344 # DEPENDENCYPART_ARC
(25,12),-1.51519 # DEPENDENCYPART_ARC
(25,13),-1.89399 # DEPENDENCYPART_ARC
(25,16),-1.22294 # DEPENDENCYPART_ARC
(25,17),-3.45144 # DEPENDENCYPART_ARC
(25,18),-0.864149 # DEPENDENCYPART_ARC
(25,19),-0.362188 # DEPENDENCYPART_ARC
(25,20),-1.52643 # DEPENDENCYPART_ARC
(25,21),-1.26665 # DEPENDENCYPART_ARC
(25,22),-0.222244 # DEPENDENCYPART_ARC
(25,23),0.311022 # DEPENDENCYPART_ARC
(25,24),2.59507 # DEPENDENCYPART_ARC
(26,2),-1.69213 # DEPENDENCYPART_ARC
(26,3),-1.55539 # DEPENDENCYPART_ARC
(26,4),-0.525907 # DEPENDENCYPART_ARC
(26,5),-0.749677 # DEPENDENCYPART_ARC
(26,6),-1.35967 # DEPENDENCYPART_ARC
(26,7),-0.497968 # DEPENDENCYPART_ARC
(26,8),-0.746721 # DEPENDENCYPART_ARC
(26,9),-0.291367 # DEPENDENCYPART_ARC
(26,10),-0.822408 # DEPENDENCYPART_ARC
(26,11),-0.235093 # DEPENDENCYPART_ARC
(26,13),-2.15745 # DEPENDENCYPART_ARC
(26,14),-1.1865 # DEPENDENCYPART_ARC
(26,15),-0.392674 # DEPENDENCYPART_ARC
(26,16),-1.28886 # DEPENDENCYPART_ARC
(26,17),-0.00366516 # DEPENDENCYPART_ARC
(26,18),-1.65875 # DEPENDENCYPART_ARC
(26,19),-1.70619 # DEPENDENCYPART_ARC
(26,20),0.0621102 # DEPENDENCYPART_ARC
(26,21),-0.193939 # DEPENDENCYPART_ARC
(26,22),-0.033978 # DEPENDENCYPART_ARC
(26,23),0.16479 # DEPENDENCYPART_ARC
(26,24),-0.0443337 # DEPENDENCYPART_ARC
(26,25),1.95388 # DEPENDENCYPART_ARC
(26,27),1.84039 # DEPENDENCYPART_ARC
(26,28),-0.0223083 # DEPENDENCYPART_ARC
(27,10),-0.5715 # DEPENDENCYPART_ARC
(27,14),-1.4827 # DEPENDENCYPART_ARC
(27,17),-1.20711 # DEPENDENCYPART_ARC
(27,20),-1.16387 # DEPENDENCYPART_ARC
(27,23),-0.682165 # DEPENDENCYPART_ARC
(27,24),-0.84162 # DEPENDENCYPART_ARC
(27,25),-0.451891 # DEPENDENCYPART_ARC
(27,26),-0.110422 # DEPENDENCYPART_ARC
(0,2),(0,3),-0.0326239 # DEPENDENCYPART_SIBL
(0,2),(0,4),-0.109217 # DEPENDENCYPART_SIBL
(0,2),(0,6),-0.0620597 # DEPENDENCYPART_SIBL
(0,2),(0,8),-0.0562061 # DEPENDENCYPART_SIBL
(0,2),(0,9),-0.0394787 # DEPENDENCYPART_SIBL
(0,2),(0,11),-0.109645 # DEPENDENCYPART_SIBL
(0,2),(0,21),-0.107534 # DEPENDENCYPART_SIBL
(0,2),(0,23),-0.120009 # DEPENDENCYPART_SIBL
(0,2),(0,26),-0.107518 # DEPENDENCYPART_SIBL
(0,2),(0,27),-0.0619587 # DEPENDENCYPART_SIBL
(0,3),(0,4),-0.0889175 # DEPENDENCYPART_SIBL
(0,3),(0,6),-0.0357593 # DEPENDENCYPART_SIBL
(0,3),(0,8),-0.0376863 # DEPENDENCYPART_SIBL
(0,3),(0,9),-0.0127724 # DEPENDENCYPART_SIBL
(0,3),(0,11),-0.088618 # DEPENDENCYPART_SIBL
(0,3),(0,21),-0.088645 # DEPENDENCYPART_SIBL
(0,3),(0,23),-0.0987385 # DEPENDENCYPART_SIBL
(0,3),(0,26),-0.0886079 # DEPENDENCYPART_SIBL
(0,3),(0,27),-0.0337462 # DEPENDENCYPART_SIBL
(0,4),(0,6),-0.114657 # DEPENDENCYPART_SIBL
(0,4),(0,8),-0.111097 # DEPENDENCYPART_SIBL
(0,4),(0,9),-0.108812 # DEPENDENCYPART_SIBL
(0,4),(0,11),-0.243463 # DEPENDENCYPART_SIBL
(0,4),(0,21),-0.246111 # DEPENDENCYPART_SIBL
(0,4),(0,23),-0.221255 # DEPENDENCYPART_SIBL
(0,4),(0,26),-0.246098 # DEPENDENCYPART_SIBL
(0,4),(0,27),-0.110223 # DEPENDENCYPART_SIBL
(0,6),(0,8),-0.0707652 # DEPENDENCYPART_SIBL
(0,6),(0,9),-0.0265196 # DEPENDENCYPART_SIBL
(0,6),(0,11),-0.118885 # DEPENDENCYPART_SIBL
(0,6),(0,21),-0.115683 # DEPENDENCYPART_SIBL
(0,6),(0,23),-0.120473 # DEPENDENCYPART_SIBL
(0,6),(0,26),-0.115669 # DEPENDENCYPART_SIBL
(0,6),(0,27),-0.0650915 # DEPENDENCYPART_SIBL
(0,8),(0,9),-0.0268313 # DEPENDENCYPART_SIBL
(0,8),(0,11),-0.113683 # DEPENDENCYPART_SIBL
(0,8),(0,21),-0.11048 # DEPENDENCYPART_SIBL
(0,8),(0,23),-0.108052 # DEPENDENCYPART_SIBL
(0,8),(0,26),-0.110467 # DEPENDENCYPART_SIBL
(0,8),(0,27),-0.0639915 # DEPENDENCYPART_SIBL
(0,9),(0,11),-0.0805995 # DEPENDENCYPART_SIBL
(0,9),(0,21),-0.0806041 # DEPENDENCYPART_SIBL
(0,9),(0,23),-0.100074 # DEPENDENCYPART_SIBL
(0,9),(0,26),-0.0805908 # DEPENDENCYPART_SIBL
(0,9),(0,27),-0.0353052 # DEPENDENCYPART_SIBL
(0,11),(0,21),-0.233909 # DEPENDENCYPART_SIBL
(0,11),(0,23),-0.212801 # DEPENDENCYPART_SIBL
(0,11),(0,26),-0.233896 # DEPENDENCYPART_SIBL
(0,11),(0,27),-0.110344 # DEPENDENCYPART_SIBL
(0,21),(0,23),-0.2208 # DEPENDENCYPART_SIBL
(0,21),(0,26),-0.245466 # DEPENDENCYPART_SIBL
(0,21),(0,27),-0.110161 # DEPENDENCYPART_SIBL
(0,23),(0,26),-0.12355 # DEPENDENCYPART_SIBL
(0,23),(0,27),-0.0592807 # DEPENDENCYPART_SIBL
(0,26),(0,27),-0.110161 # DEPENDENCYPART_SIBL
(2,1),(2,3),-0.0128581 # DEPENDENCYPART_SIBL
(2,1),(2,4),-0.013138 # DEPENDENCYPART_SIBL
(2,1),(2,11),-0.0122276 # DEPENDENCYPART_SIBL
(2,3),(2,4),0.0548062 # DEPENDENCYPART_SIBL
(2,3),(2,11),0.0557624 # DEPENDENCYPART_SIBL
(2,4),(2,11),0.0527154 # DEPENDENCYPART_SIBL
(3,1),(3,2),0.0807376 # DEPENDENCYPART_SIBL
(3,1),(3,4),-0.00584864 # DEPENDENCYPART_SIBL
(3,1),(3,5),0.00382845 # DEPENDENCYPART_SIBL
(3,1),(3,7),-0.0276672 # DEPENDENCYPART_SIBL
(3,1),(3,9),-0.0201397 # DEPENDENCYPART_SIBL
(3,1),(3,11),-0.00553298 # DEPENDENCYPART_SIBL
(3,1),(3,28),-0.0146767 # DEPENDENCYPART_SIBL
(3,2),(3,4),0.0113292 # DEPENDENCYPART_SIBL
(3,2),(3,5),0.0211606 # DEPENDENCYPART_SIBL
(3,2),(3,7),-0.00358007 # DEPENDENCYPART_SIBL
(3,2),(3,9),0.0172315 # DEPENDENCYPART_SIBL
(3,2),(3,11),0.00819346 # DEPENDENCYPART_SIBL
(3,2),(3,28),0.0621801 # DEPENDENCYPART_SIBL
(3,4),(3,5),0.0962845 # DEPENDENCYPART_SIBL
(3,4),(3,7),0.091877 # DEPENDENCYPART_SIBL
(3,4),(3,9),0.0206831 # DEPENDENCYPART_SIBL
(3,4),(3,11),0.0158 # DEPENDENCYPART_SIBL
(3,4),(3,28),0.0716604 # DEPENDENCYPART_SIBL
(3,5),(3,7),0.00336949 # DEPENDENCYPART_SIBL
(3,5),(3,9),0.141337 # DEPENDENCYPART_SIBL
(3,5),(3,11),0.398505 # DEPENDENCYPART_SIBL
(3,5),(3,28),0.0898977 # DEPENDENCYPART_SIBL
(3,7),(3,9),0.065335 # DEPENDENCYPART_SIBL
(3,7),(3,11),0.130532 # DEPENDENCYPART_SIBL
(3,7),(3,28),0.00991247 # DEPENDENCYPART_SIBL
(3,9),(3,11),0.0569727 # DEPENDENCYPART_SIBL
(3,9),(3,28),0.0481431 # DEPENDENCYPART_SIBL
(3,11),(3,28),0.0969916 # DEPENDENCYPART_SIBL
(4,1),(4,2),-0.0476074 # DEPENDENCYPART_SIBL
(4,1),(4,3),0.0229583 # DEPENDENCYPART_SIBL
(4,1),(4,5),0.00394733 # DEPENDENCYPART_SIBL
(4,1),(4,6),-0.0306813 # DEPENDENCYPART_SIBL
(4,1),(4,7),-0.0457125 # DEPENDENCYPART_SIBL
(4,1),(4,8),-0.0245768 # DEPENDENCYPART_SIBL
(4,1),(4,9),0.0065374 # DEPENDENCYPART_SIBL
(4,1),(4,10),-0.0457125 # DEPENDENCYPART_SIBL
(4,1),(4,11),-0.0301033 # DEPENDENCYPART_SIBL
(4,1),(4,15),-0.00441928 # DEPENDENCYPART_SIBL
(4,1),(4,21),-0.0272219 # DEPENDENCYPART_SIBL
(4,1),(4,22),0.00394733 # DEPENDENCYPART_SIBL
(4,1),(4,23),-0.0267981 # DEPENDENCYPART_SIBL
(4,1),(4,26),-0.0272219 # DEPENDENCYPART_SIBL
(4,1),(4,27),-4.1554e-05 # DEPENDENCYPART_SIBL
(4,1),(4,28),0.00459056 # DEPENDENCYPART_SIBL
(4,2),(4,3),-0.0458628 # DEPENDENCYPART_SIBL
(4,2),(4,5),-0.0385859 # DEPENDENCYPART_SIBL
(4,2),(4,6),-0.0690875 # DEPENDENCYPART_SIBL
(4,2),(4,7),-0.0652373 # DEPENDENCYPART_SIBL
(4,2),(4,8),-0.0674184 # DEPENDENCYPART_SIBL
(4,2),(4,9),-0.0238604 # DEPENDENCYPART_SIBL
(4,2),(4,10),-0.0652373 # DEPENDENCYPART_SIBL
(4,2),(4,11),-0.0474369 # DEPENDENCYPART_SIBL
(4,2),(4,15),-0.0198529 # DEPENDENCYPART_SIBL
(4,2),(4,21),-0.0393959 # DEPENDENCYPART_SIBL
(4,2),(4,22),-0.0385859 # DEPENDENCYPART_SIBL
(4,2),(4,23),-0.0673642 # DEPENDENCYPART_SIBL
(4,2),(4,26),-0.0393885 # DEPENDENCYPART_SIBL
(4,2),(4,27),-0.0248597 # DEPENDENCYPART_SIBL
(4,2),(4,28),-0.021706 # DEPENDENCYPART_SIBL
(4,3),(4,5),-0.000933651 # DEPENDENCYPART_SIBL
(4,3),(4,6),-0.0373614 # DEPENDENCYPART_SIBL
(4,3),(4,7),-0.0628794 # DEPENDENCYPART_SIBL
(4,3),(4,8),-0.0307936 # DEPENDENCYPART_SIBL
(4,3),(4,9),0.0137362 # DEPENDENCYPART_SIBL
(4,3),(4,10),-0.0628794 # DEPENDENCYPART_SIBL
(4,3),(4,11),-0.0117473 # DEPENDENCYPART_SIBL
(4,3),(4,15),-0.0213286 # DEPENDENCYPART_SIBL
(4,3),(4,21),-0.0088171 # DEPENDENCYPART_SIBL
(4,3),(4,22),-0.000933651 # DEPENDENCYPART_SIBL
(4,3),(4,23),-0.057533 # DEPENDENCYPART_SIBL
(4,3),(4,26),-0.0088171 # DEPENDENCYPART_SIBL
(4,3),(4,27),-0.000723492 # DEPENDENCYPART_SIBL
(4,3),(4,28),-0.00940774 # DEPENDENCYPART_SIBL
(4,5),(4,6),0.0752385 # DEPENDENCYPART_SIBL
(4,5),(4,7),-0.0151792 # DEPENDENCYPART_SIBL
(4,5),(4,8),0.108054 # DEPENDENCYPART_SIBL
(4,5),(4,9),0.0559765 # DEPENDENCYPART_SIBL
(4,5),(4,10),-0.0151792 # DEPENDENCYPART_SIBL
(4,5),(4,11),0.250655 # DEPENDENCYPART_SIBL
(4,5),(4,15),-0.00227763 # DEPENDENCYPART_SIBL
(4,5),(4,21),0.195082 # DEPENDENCYPART_SIBL
(4,5),(4,22),0.0152134 # DEPENDENCYPART_SIBL
(4,5),(4,23),0.0578874 # DEPENDENCYPART_SIBL
(4,5),(4,26),0.194163 # DEPENDENCYPART_SIBL
(4,5),(4,27),0.0880642 # DEPENDENCYPART_SIBL
(4,5),(4,28),0.104793 # DEPENDENCYPART_SIBL
(4,6),(4,7),0.00299072 # DEPENDENCYPART_SIBL
(4,6),(4,8),-0.00709013 # DEPENDENCYPART_SIBL
(4,6),(4,9),0.00424607 # DEPENDENCYPART_SIBL
(4,6),(4,10),0.00299072 # DEPENDENCYPART_SIBL
(4,6),(4,11),-0.0217717 # DEPENDENCYPART_SIBL
(4,6),(4,15),0.0739901 # DEPENDENCYPART_SIBL
(4,6),(4,21),-0.0287712 # DEPENDENCYPART_SIBL
(4,6),(4,22),0.03618 # DEPENDENCYPART_SIBL
(4,6),(4,23),-0.0269139 # DEPENDENCYPART_SIBL
(4,6),(4,26),-0.0287712 # DEPENDENCYPART_SIBL
(4,6),(4,27),0.000833004 # DEPENDENCYPART_SIBL
(4,6),(4,28),0.0354889 # DEPENDENCYPART_SIBL
(4,7),(4,8),0.051018 # DEPENDENCYPART_SIBL
(4,7),(4,9),0.0337265 # DEPENDENCYPART_SIBL
(4,7),(4,10),0.159389 # DEPENDENCYPART_SIBL
(4,7),(4,11),0.0416693 # DEPENDENCYPART_SIBL
(4,7),(4,15),0.0423377 # DEPENDENCYPART_SIBL
(4,7),(4,21),0.00759477 # DEPENDENCYPART_SIBL
(4,7),(4,22),0.0262556 # DEPENDENCYPART_SIBL
(4,7),(4,23),-0.0227121 # DEPENDENCYPART_SIBL
(4,7),(4,26),0.00667569 # DEPENDENCYPART_SIBL
(4,7),(4,27),0.0359723 # DEPENDENCYPART_SIBL
(4,7),(4,28),0.0469802 # DEPENDENCYPART_SIBL
(4,8),(4,9),0.0267066 # DEPENDENCYPART_SIBL
(4,8),(4,10),0.0133831 # DEPENDENCYPART_SIBL
(4,8),(4,11),0.0132625 # DEPENDENCYPART_SIBL
(4,8),(4,15),0.0959556 # DEPENDENCYPART_SIBL
(4,8),(4,21),0.00626324 # DEPENDENCYPART_SIBL
(4,8),(4,22),0.0444016 # DEPENDENCYPART_SIBL
(4,8),(4,23),0.0211253 # DEPENDENCYPART_SIBL
(4,8),(4,26),0.00626324 # DEPENDENCYPART_SIBL
(4,8),(4,27),0.0274529 # DEPENDENCYPART_SIBL
(4,8),(4,28),0.0469486 # DEPENDENCYPART_SIBL
(4,9),(4,10),0.00282057 # DEPENDENCYPART_SIBL
(4,9),(4,11),-0.00658588 # DEPENDENCYPART_SIBL
(4,9),(4,15),0.0113656 # DEPENDENCYPART_SIBL
(4,9),(4,21),-0.0198803 # DEPENDENCYPART_SIBL
(4,9),(4,22),0.0295317 # DEPENDENCYPART_SIBL
(4,9),(4,23),-0.0299464 # DEPENDENCYPART_SIBL
(4,9),(4,26),-0.0198803 # DEPENDENCYPART_SIBL
(4,9),(4,27),-0.00920143 # DEPENDENCYPART_SIBL
(4,9),(4,28),0.0340296 # DEPENDENCYPART_SIBL
(4,10),(4,11),0.0416693 # DEPENDENCYPART_SIBL
(4,10),(4,15),0.0423377 # DEPENDENCYPART_SIBL
(4,10),(4,21),0.00759477 # DEPENDENCYPART_SIBL
(4,10),(4,22),0.0262556 # DEPENDENCYPART_SIBL
(4,10),(4,23),-0.0227121 # DEPENDENCYPART_SIBL
(4,10),(4,26),0.00667569 # DEPENDENCYPART_SIBL
(4,10),(4,27),0.0359723 # DEPENDENCYPART_SIBL
(4,10),(4,28),0.0469802 # DEPENDENCYPART_SIBL
(4,11),(4,15),0.0710719 # DEPENDENCYPART_SIBL
(4,11),(4,21),0.0198133 # DEPENDENCYPART_SIBL
(4,11),(4,22),0.114725 # DEPENDENCYPART_SIBL
(4,11),(4,23),0.0772105 # DEPENDENCYPART_SIBL
