# _root_ Nyilván a riválisok is kíváncsiak az összetételére , mert a kidolgozók mindössze annyit hajlandók elárulni róla , hogy " ez egy polimerszerű folyadék " .
#goldHeads=9,3,9,9,9,7,9,9,0,11,15,15,15,15,9,15,15,15,15,13,23,23,13,9,9,
#predictedHeads=9,3,7,5,9,7,9,9,0,11,15,15,15,15,9,15,15,15,23,23,23,23,13,23,9,
(5,17),-1.02168 # DEPENDENCYPART_ARC
(5,19),-0.941929 # DEPENDENCYPART_ARC
(5,23),-1.57419 # DEPENDENCYPART_ARC
(5,24),-0.980539 # DEPENDENCYPART_ARC
(5,25),-0.839636 # DEPENDENCYPART_ARC
(6,5),-0.794635 # DEPENDENCYPART_ARC
(7,1),-2.02768 # DEPENDENCYPART_ARC
(7,2),-1.78129 # DEPENDENCYPART_ARC
(7,3),0.00191565 # DEPENDENCYPART_ARC
(7,4),-0.968282 # DEPENDENCYPART_ARC
(7,5),-1.64862 # DEPENDENCYPART_ARC
(7,6),0.989029 # DEPENDENCYPART_ARC
(7,8),-0.8197 # DEPENDENCYPART_ARC
(9,1),-0.795033 # DEPENDENCYPART_ARC
(9,3),-1.08792 # DEPENDENCYPART_ARC
(9,4),-0.504889 # DEPENDENCYPART_ARC
(9,5),-0.153645 # DEPENDENCYPART_ARC
(9,6),-1.02002 # DEPENDENCYPART_ARC
(9,7),-0.288635 # DEPENDENCYPART_ARC
(9,8),0.255791 # DEPENDENCYPART_ARC
(9,11),-0.963966 # DEPENDENCYPART_ARC
(9,12),-1.23757 # DEPENDENCYPART_ARC
(9,14),-1.49324 # DEPENDENCYPART_ARC
(9,15),-0.666584 # DEPENDENCYPART_ARC
(9,17),-0.785222 # DEPENDENCYPART_ARC
(9,18),-0.934482 # DEPENDENCYPART_ARC
(9,19),-0.768754 # DEPENDENCYPART_ARC
(9,23),-2.01407 # DEPENDENCYPART_ARC
(9,24),-0.983739 # DEPENDENCYPART_ARC
(9,25),-0.0736683 # DEPENDENCYPART_ARC
(11,1),-2.44226 # DEPENDENCYPART_ARC
(11,2),-2.09976 # DEPENDENCYPART_ARC
(11,6),-0.989068 # DEPENDENCYPART_ARC
(11,7),-3.4619 # DEPENDENCYPART_ARC
(11,10),1.90022 # DEPENDENCYPART_ARC
(11,12),-1.20252 # DEPENDENCYPART_ARC
(12,3),-1.70444 # DEPENDENCYPART_ARC
(12,4),-1.02489 # DEPENDENCYPART_ARC
(12,5),-1.54853 # DEPENDENCYPART_ARC
(12,7),-1.62775 # DEPENDENCYPART_ARC
(12,8),-1.25977 # DEPENDENCYPART_ARC
(12,9),-0.829038 # DEPENDENCYPART_ARC
(12,11),-0.375489 # DEPENDENCYPART_ARC
(12,14),-0.904552 # DEPENDENCYPART_ARC
(12,15),-0.893996 # DEPENDENCYPART_ARC
(12,16),-1.16806 # DEPENDENCYPART_ARC
(12,17),-0.961339 # DEPENDENCYPART_ARC
(12,18),-0.833256 # DEPENDENCYPART_ARC
(12,19),-0.911922 # DEPENDENCYPART_ARC
(12,23),-1.91133 # DEPENDENCYPART_ARC
(12,24),-1.04097 # DEPENDENCYPART_ARC
(12,25),-1.59759 # DEPENDENCYPART_ARC
(13,3),-1.46737 # DEPENDENCYPART_ARC
(13,4),-0.988767 # DEPENDENCYPART_ARC
(13,5),-1.52872 # DEPENDENCYPART_ARC
(13,7),-1.7583 # DEPENDENCYPART_ARC
(13,8),-1.248 # DEPENDENCYPART_ARC
(13,9),-0.962796 # DEPENDENCYPART_ARC
(13,11),-0.946054 # DEPENDENCYPART_ARC
(13,12),-0.364995 # DEPENDENCYPART_ARC
(13,14),-0.28575 # DEPENDENCYPART_ARC
(13,15),-0.978982 # DEPENDENCYPART_ARC
(13,16),-0.94657 # DEPENDENCYPART_ARC
(13,17),-0.53296 # DEPENDENCYPART_ARC
(13,18),-0.602052 # DEPENDENCYPART_ARC
(13,19),-0.499556 # DEPENDENCYPART_ARC
(13,20),-0.874192 # DEPENDENCYPART_ARC
(13,22),-0.649866 # DEPENDENCYPART_ARC
(13,23),-0.767312 # DEPENDENCYPART_ARC
(13,24),-0.694145 # DEPENDENCYPART_ARC
(13,25),-1.17411 # DEPENDENCYPART_ARC
(14,1),-1.78451 # DEPENDENCYPART_ARC
(14,3),-2.45179 # DEPENDENCYPART_ARC
(14,7),-0.983252 # DEPENDENCYPART_ARC
(14,8),-0.900014 # DEPENDENCYPART_ARC
(14,9),-0.743444 # DEPENDENCYPART_ARC
(14,10),-0.395667 # DEPENDENCYPART_ARC
(14,11),-1.01489 # DEPENDENCYPART_ARC
(14,12),0.0229354 # DEPENDENCYPART_ARC
(14,13),1.06896 # DEPENDENCYPART_ARC
(14,17),-1.01333 # DEPENDENCYPART_ARC
(14,18),-1.44542 # DEPENDENCYPART_ARC
(14,23),-1.82696 # DEPENDENCYPART_ARC
(15,1),-0.34012 # DEPENDENCYPART_ARC
(15,2),-1.31862 # DEPENDENCYPART_ARC
(15,3),-1.31013 # DEPENDENCYPART_ARC
(15,4),-1.04215 # DEPENDENCYPART_ARC
(15,5),-0.515591 # DEPENDENCYPART_ARC
(15,6),-1.19277 # DEPENDENCYPART_ARC
(15,7),0.0452007 # DEPENDENCYPART_ARC
(15,8),-0.388639 # DEPENDENCYPART_ARC
(15,9),-0.747586 # DEPENDENCYPART_ARC
(15,10),-1.13876 # DEPENDENCYPART_ARC
(15,11),0.0268193 # DEPENDENCYPART_ARC
(15,12),0.801025 # DEPENDENCYPART_ARC
(15,13),1.59054 # DEPENDENCYPART_ARC
(15,14),1.85971 # DEPENDENCYPART_ARC
(15,16),1.22174 # DEPENDENCYPART_ARC
(15,17),-0.0500947 # DEPENDENCYPART_ARC
(15,18),-0.229984 # DEPENDENCYPART_ARC
(15,19),-0.354538 # DEPENDENCYPART_ARC
(15,20),-1.44884 # DEPENDENCYPART_ARC
(15,22),-0.791218 # DEPENDENCYPART_ARC
(15,23),-1.35216 # DEPENDENCYPART_ARC
(15,24),-1.03273 # DEPENDENCYPART_ARC
(15,25),-0.950418 # DEPENDENCYPART_ARC
(16,9),-0.799415 # DEPENDENCYPART_ARC
(16,11),-0.992735 # DEPENDENCYPART_ARC
(16,12),-0.585134 # DEPENDENCYPART_ARC
(16,14),-0.776978 # DEPENDENCYPART_ARC
(16,15),-0.141593 # DEPENDENCYPART_ARC
(16,17),-0.798422 # DEPENDENCYPART_ARC
(16,19),-0.91834 # DEPENDENCYPART_ARC
(16,22),-1.4766 # DEPENDENCYPART_ARC
(16,23),-1.9086 # DEPENDENCYPART_ARC
(16,24),-1.11077 # DEPENDENCYPART_ARC
(16,25),-1.39803 # DEPENDENCYPART_ARC
(18,1),-0.893982 # DEPENDENCYPART_ARC
(18,3),-2.06993 # DEPENDENCYPART_ARC
(18,4),-0.532048 # DEPENDENCYPART_ARC
(18,5),-0.958926 # DEPENDENCYPART_ARC
(18,7),-1.82043 # DEPENDENCYPART_ARC
(18,8),-1.68775 # DEPENDENCYPART_ARC
(18,9),-0.441733 # DEPENDENCYPART_ARC
(18,11),-1.03269 # DEPENDENCYPART_ARC
(18,12),-0.785944 # DEPENDENCYPART_ARC
(18,13),-0.80557 # DEPENDENCYPART_ARC
(18,14),-0.331696 # DEPENDENCYPART_ARC
(18,15),-0.76639 # DEPENDENCYPART_ARC
(18,16),0.114702 # DEPENDENCYPART_ARC
(18,17),0.459406 # DEPENDENCYPART_ARC
(18,19),-0.285605 # DEPENDENCYPART_ARC
(18,22),-1.37315 # DEPENDENCYPART_ARC
(18,23),-1.64355 # DEPENDENCYPART_ARC
(18,24),-0.76677 # DEPENDENCYPART_ARC
(18,25),-0.473563 # DEPENDENCYPART_ARC
(20,4),-0.693553 # DEPENDENCYPART_ARC
(20,8),-0.838232 # DEPENDENCYPART_ARC
(20,9),-0.602224 # DEPENDENCYPART_ARC
(20,11),-1.15357 # DEPENDENCYPART_ARC
(20,12),-1.12031 # DEPENDENCYPART_ARC
(20,14),-1.75131 # DEPENDENCYPART_ARC
(20,15),-0.662412 # DEPENDENCYPART_ARC
(20,17),-0.530082 # DEPENDENCYPART_ARC
(20,18),-0.450359 # DEPENDENCYPART_ARC
(20,19),-0.25428 # DEPENDENCYPART_ARC
(20,22),-0.939396 # DEPENDENCYPART_ARC
(20,23),-0.628039 # DEPENDENCYPART_ARC
(20,24),-0.695171 # DEPENDENCYPART_ARC
(20,25),-0.881908 # DEPENDENCYPART_ARC
(21,22),-0.435466 # DEPENDENCYPART_ARC
(22,13),-2.17174 # DEPENDENCYPART_ARC
(22,16),-1.67522 # DEPENDENCYPART_ARC
(22,18),-1.39665 # DEPENDENCYPART_ARC
(22,20),-1.21334 # DEPENDENCYPART_ARC
(22,21),-0.30642 # DEPENDENCYPART_ARC
(23,10),-1.96808 # DEPENDENCYPART_ARC
(23,13),-2.80824 # DEPENDENCYPART_ARC
(23,14),-2.79589 # DEPENDENCYPART_ARC
(23,17),-1.21159 # DEPENDENCYPART_ARC
(23,18),-1.22487 # DEPENDENCYPART_ARC
(23,19),-0.831504 # DEPENDENCYPART_ARC
(23,20),-0.11357 # DEPENDENCYPART_ARC
(23,21),1.42286 # DEPENDENCYPART_ARC
(23,22),2.41736 # DEPENDENCYPART_ARC
(23,24),-0.432309 # DEPENDENCYPART_ARC
(0,1),(0,4),-0.101759 # DEPENDENCYPART_SIBL
(0,1),(0,5),-0.0321347 # DEPENDENCYPART_SIBL
(0,1),(0,9),-0.111343 # DEPENDENCYPART_SIBL
(0,1),(0,12),-0.0665697 # DEPENDENCYPART_SIBL
(0,1),(0,13),-0.0299353 # DEPENDENCYPART_SIBL
(0,1),(0,14),-0.0331352 # DEPENDENCYPART_SIBL
(0,1),(0,15),-0.112835 # DEPENDENCYPART_SIBL
(0,1),(0,16),-0.0624991 # DEPENDENCYPART_SIBL
(0,1),(0,18),-0.112013 # DEPENDENCYPART_SIBL
(0,1),(0,20),-0.030988 # DEPENDENCYPART_SIBL
(0,4),(0,5),-0.0301568 # DEPENDENCYPART_SIBL
(0,4),(0,9),-0.152932 # DEPENDENCYPART_SIBL
(0,4),(0,12),-0.0634332 # DEPENDENCYPART_SIBL
(0,4),(0,13),-0.0276877 # DEPENDENCYPART_SIBL
(0,4),(0,14),-0.029323 # DEPENDENCYPART_SIBL
(0,4),(0,15),-0.131863 # DEPENDENCYPART_SIBL
(0,4),(0,16),-0.0631479 # DEPENDENCYPART_SIBL
(0,4),(0,18),-0.131004 # DEPENDENCYPART_SIBL
(0,4),(0,20),-0.00737326 # DEPENDENCYPART_SIBL
(0,5),(0,9),-0.0906302 # DEPENDENCYPART_SIBL
(0,5),(0,12),-0.0357285 # DEPENDENCYPART_SIBL
(0,5),(0,13),-0.0194687 # DEPENDENCYPART_SIBL
(0,5),(0,14),-0.0623966 # DEPENDENCYPART_SIBL
(0,5),(0,15),-0.0851385 # DEPENDENCYPART_SIBL
(0,5),(0,16),-0.0351976 # DEPENDENCYPART_SIBL
(0,5),(0,18),-0.083936 # DEPENDENCYPART_SIBL
(0,5),(0,20),-0.0212825 # DEPENDENCYPART_SIBL
(0,9),(0,12),-0.0765059 # DEPENDENCYPART_SIBL
(0,9),(0,13),-0.0533331 # DEPENDENCYPART_SIBL
(0,9),(0,14),-0.0693267 # DEPENDENCYPART_SIBL
(0,9),(0,15),-0.061853 # DEPENDENCYPART_SIBL
(0,9),(0,16),-0.0762266 # DEPENDENCYPART_SIBL
(0,9),(0,18),-0.168856 # DEPENDENCYPART_SIBL
(0,9),(0,20),-0.0407763 # DEPENDENCYPART_SIBL
(0,12),(0,13),-0.0299506 # DEPENDENCYPART_SIBL
(0,12),(0,14),-0.0332066 # DEPENDENCYPART_SIBL
(0,12),(0,15),-0.114851 # DEPENDENCYPART_SIBL
(0,12),(0,16),-0.0627112 # DEPENDENCYPART_SIBL
(0,12),(0,18),-0.109942 # DEPENDENCYPART_SIBL
(0,12),(0,20),-0.0310033 # DEPENDENCYPART_SIBL
(0,13),(0,14),-0.0257545 # DEPENDENCYPART_SIBL
(0,13),(0,15),-0.109297 # DEPENDENCYPART_SIBL
(0,13),(0,16),-0.0319806 # DEPENDENCYPART_SIBL
(0,13),(0,18),-0.0508398 # DEPENDENCYPART_SIBL
(0,13),(0,20),-0.037864 # DEPENDENCYPART_SIBL
(0,14),(0,15),-0.0856379 # DEPENDENCYPART_SIBL
(0,14),(0,16),-0.0351971 # DEPENDENCYPART_SIBL
(0,14),(0,18),-0.0741158 # DEPENDENCYPART_SIBL
(0,14),(0,20),-0.0207287 # DEPENDENCYPART_SIBL
(0,15),(0,16),-0.112751 # DEPENDENCYPART_SIBL
(0,15),(0,18),-0.274063 # DEPENDENCYPART_SIBL
(0,15),(0,20),-0.100962 # DEPENDENCYPART_SIBL
(0,16),(0,18),-0.111795 # DEPENDENCYPART_SIBL
(0,16),(0,20),-0.0312124 # DEPENDENCYPART_SIBL
(0,18),(0,20),-0.0595879 # DEPENDENCYPART_SIBL
(1,3),(1,4),0.0194811 # DEPENDENCYPART_SIBL
(1,3),(1,5),0.114898 # DEPENDENCYPART_SIBL
(1,3),(1,7),0.00543275 # DEPENDENCYPART_SIBL
(1,3),(1,8),0.0550939 # DEPENDENCYPART_SIBL
(1,3),(1,9),0.0347713 # DEPENDENCYPART_SIBL
(1,3),(1,11),0.00543275 # DEPENDENCYPART_SIBL
(1,3),(1,15),0.030441 # DEPENDENCYPART_SIBL
(1,3),(1,19),0.03781 # DEPENDENCYPART_SIBL
(1,3),(1,23),0.00543275 # DEPENDENCYPART_SIBL
(1,3),(1,24),0.03781 # DEPENDENCYPART_SIBL
(1,3),(1,25),0.0195016 # DEPENDENCYPART_SIBL
(1,4),(1,5),0.0991716 # DEPENDENCYPART_SIBL
(1,4),(1,7),-0.0256856 # DEPENDENCYPART_SIBL
(1,4),(1,8),0.00399213 # DEPENDENCYPART_SIBL
(1,4),(1,9),0.0160636 # DEPENDENCYPART_SIBL
(1,4),(1,11),-0.0256856 # DEPENDENCYPART_SIBL
(1,4),(1,15),0.0172106 # DEPENDENCYPART_SIBL
(1,4),(1,19),0.0476247 # DEPENDENCYPART_SIBL
(1,4),(1,23),-0.0256856 # DEPENDENCYPART_SIBL
(1,4),(1,24),0.0476247 # DEPENDENCYPART_SIBL
(1,4),(1,25),-0.0397095 # DEPENDENCYPART_SIBL
(1,5),(1,7),0.0194787 # DEPENDENCYPART_SIBL
(1,5),(1,8),0.00570039 # DEPENDENCYPART_SIBL
(1,5),(1,9),0.0292468 # DEPENDENCYPART_SIBL
(1,5),(1,11),0.0194787 # DEPENDENCYPART_SIBL
(1,5),(1,15),0.0152561 # DEPENDENCYPART_SIBL
(1,5),(1,19),0.0263439 # DEPENDENCYPART_SIBL
(1,5),(1,23),0.0194772 # DEPENDENCYPART_SIBL
(1,5),(1,24),0.0263439 # DEPENDENCYPART_SIBL
(1,5),(1,25),0.0163101 # DEPENDENCYPART_SIBL
(1,7),(1,8),0.0550939 # DEPENDENCYPART_SIBL
(1,7),(1,9),0.0347713 # DEPENDENCYPART_SIBL
(1,7),(1,11),0.00543275 # DEPENDENCYPART_SIBL
(1,7),(1,15),0.030441 # DEPENDENCYPART_SIBL
(1,7),(1,19),0.03781 # DEPENDENCYPART_SIBL
(1,7),(1,23),0.00543275 # DEPENDENCYPART_SIBL
(1,7),(1,24),0.03781 # DEPENDENCYPART_SIBL
(1,7),(1,25),0.0195016 # DEPENDENCYPART_SIBL
(1,8),(1,9),0.223694 # DEPENDENCYPART_SIBL
(1,8),(1,11),0.00728486 # DEPENDENCYPART_SIBL
(1,8),(1,15),0.232226 # DEPENDENCYPART_SIBL
(1,8),(1,19),0.0332271 # DEPENDENCYPART_SIBL
(1,8),(1,23),0.00728434 # DEPENDENCYPART_SIBL
(1,8),(1,24),0.0332271 # DEPENDENCYPART_SIBL
(1,8),(1,25),0.0552466 # DEPENDENCYPART_SIBL
(1,9),(1,11),-0.0441705 # DEPENDENCYPART_SIBL
(1,9),(1,15),0.0819287 # DEPENDENCYPART_SIBL
(1,9),(1,19),0.0260914 # DEPENDENCYPART_SIBL
(1,9),(1,23),-0.0441705 # DEPENDENCYPART_SIBL
(1,9),(1,24),0.0260914 # DEPENDENCYPART_SIBL
(1,9),(1,25),0.0536247 # DEPENDENCYPART_SIBL
(1,11),(1,15),0.030441 # DEPENDENCYPART_SIBL
(1,11),(1,19),0.03781 # DEPENDENCYPART_SIBL
(1,11),(1,23),0.00543275 # DEPENDENCYPART_SIBL
(1,11),(1,24),0.03781 # DEPENDENCYPART_SIBL
(1,11),(1,25),0.0195016 # DEPENDENCYPART_SIBL
(1,15),(1,19),0.116429 # DEPENDENCYPART_SIBL
(1,15),(1,23),0.0194253 # DEPENDENCYPART_SIBL
(1,15),(1,24),0.116429 # DEPENDENCYPART_SIBL
(1,15),(1,25),0.0492436 # DEPENDENCYPART_SIBL
(1,19),(1,23),-0.0367281 # DEPENDENCYPART_SIBL
(1,19),(1,24),0.0246888 # DEPENDENCYPART_SIBL
(1,19),(1,25),0.00754063 # DEPENDENCYPART_SIBL
(1,23),(1,24),0.0378095 # DEPENDENCYPART_SIBL
(1,23),(1,25),0.018981 # DEPENDENCYPART_SIBL
(1,24),(1,25),0.00754063 # DEPENDENCYPART_SIBL
(3,1),(3,2),-0.409449 # DEPENDENCYPART_SIBL
(4,1),(4,2),-0.061418 # DEPENDENCYPART_SIBL
(4,1),(4,3),0.094663 # DEPENDENCYPART_SIBL
(4,1),(4,5),0.10224 # DEPENDENCYPART_SIBL
(4,1),(4,7),0.142479 # DEPENDENCYPART_SIBL
(4,1),(4,12),0.005532 # DEPENDENCYPART_SIBL
(4,1),(4,13),0.0288853 # DEPENDENCYPART_SIBL
(4,1),(4,15),0.0672697 # DEPENDENCYPART_SIBL
(4,1),(4,18),0.0598731 # DEPENDENCYPART_SIBL
(4,1),(4,25),0.0794932 # DEPENDENCYPART_SIBL
(4,2),(4,3),0.0391508 # DEPENDENCYPART_SIBL
(4,2),(4,5),0.0159733 # DEPENDENCYPART_SIBL
(4,2),(4,7),0.0344946 # DEPENDENCYPART_SIBL
(4,2),(4,12),-0.0567549 # DEPENDENCYPART_SIBL
(4,2),(4,13),-0.0453004 # DEPENDENCYPART_SIBL
(4,2),(4,15),-0.0189062 # DEPENDENCYPART_SIBL
(4,2),(4,18),-0.0147379 # DEPENDENCYPART_SIBL
(4,2),(4,25),-0.0858304 # DEPENDENCYPART_SIBL
(4,3),(4,5),0.0632243 # DEPENDENCYPART_SIBL
(4,3),(4,7),0.168785 # DEPENDENCYPART_SIBL
(4,3),(4,12),-0.0093677 # DEPENDENCYPART_SIBL
(4,3),(4,13),0.00963195 # DEPENDENCYPART_SIBL
(4,3),(4,15),0.0284523 # DEPENDENCYPART_SIBL
(4,3),(4,18),0.0449005 # DEPENDENCYPART_SIBL
(4,3),(4,25),0.0788592 # DEPENDENCYPART_SIBL
(4,5),(4,7),0.0269425 # DEPENDENCYPART_SIBL
(4,5),(4,12),-0.00835388 # DEPENDENCYPART_SIBL
(4,5),(4,13),0.0526468 # DEPENDENCYPART_SIBL
(4,5),(4,15),0.0197515 # DEPENDENCYPART_SIBL
(4,5),(4,18),-0.0256376 # DEPENDENCYPART_SIBL
(4,5),(4,25),0.0518402 # DEPENDENCYPART_SIBL
(4,7),(4,12),-0.000171565 # DEPENDENCYPART_SIBL
(4,7),(4,13),0.0914212 # DEPENDENCYPART_SIBL
(4,7),(4,15),0.0269517 # DEPENDENCYPART_SIBL
(4,7),(4,18),-0.0421084 # DEPENDENCYPART_SIBL
(4,7),(4,25),0.0425335 # DEPENDENCYPART_SIBL
(4,12),(4,13),0.02236 # DEPENDENCYPART_SIBL
(4,12),(4,15),-0.0182427 # DEPENDENCYPART_SIBL
(4,12),(4,18),-0.0668903 # DEPENDENCYPART_SIBL
(4,12),(4,25),-0.028713 # DEPENDENCYPART_SIBL
(4,13),(4,15),-0.00608617 # DEPENDENCYPART_SIBL
(4,13),(4,18),0.00275252 # DEPENDENCYPART_SIBL
(4,13),(4,25),0.0160534 # DEPENDENCYPART_SIBL
(4,15),(4,18),-0.0884541 # DEPENDENCYPART_SIBL
(4,15),(4,25),0.052595 # DEPENDENCYPART_SIBL
(4,18),(4,25),0.0738869 # DEPENDENCYPART_SIBL
(5,1),(5,2),-0.0782226 # DEPENDENCYPART_SIBL
(5,1),(5,3),0.173156 # DEPENDENCYPART_SIBL
(5,1),(5,4),0.358553 # DEPENDENCYPART_SIBL
(5,1),(5,7),0.0438571 # DEPENDENCYPART_SIBL
(5,1),(5,8),0.013164 # DEPENDENCYPART_SIBL
(5,1),(5,9),0.0277329 # DEPENDENCYPART_SIBL
(5,1),(5,11),0.0438571 # DEPENDENCYPART_SIBL
(5,1),(5,14),0.0361788 # DEPENDENCYPART_SIBL
(5,1),(5,15),0.0155878 # DEPENDENCYPART_SIBL
(5,1),(5,17),0.013164 # DEPENDENCYPART_SIBL
(5,1),(5,19),0.0296672 # DEPENDENCYPART_SIBL
(5,1),(5,23),0.0438516 # DEPENDENCYPART_SIBL
(5,1),(5,24),0.0296672 # DEPENDENCYPART_SIBL
(5,1),(5,25),0.0595825 # DEPENDENCYPART_SIBL
(5,2),(5,3),0.0679511 # DEPENDENCYPART_SIBL
(5,2),(5,4),0.145829 # DEPENDENCYPART_SIBL
(5,2),(5,7),0.0225867 # DEPENDENCYPART_SIBL
(5,2),(5,8),-0.00139187 # DEPENDENCYPART_SIBL
(5,2),(5,9),0.0129475 # DEPENDENCYPART_SIBL
(5,2),(5,11),0.0225867 # DEPENDENCYPART_SIBL
(5,2),(5,14),0.0370901 # DEPENDENCYPART_SIBL
(5,2),(5,15),-0.00549038 # DEPENDENCYPART_SIBL
(5,2),(5,17),-0.00139187 # DEPENDENCYPART_SIBL
(5,2),(5,19),0.0590716 # DEPENDENCYPART_SIBL
(5,2),(5,23),0.0225824 # DEPENDENCYPART_SIBL
(5,2),(5,24),0.0590716 # DEPENDENCYPART_SIBL
(5,2),(5,25),-0.037552 # DEPENDENCYPART_SIBL
(5,3),(5,4),0.370808 # DEPENDENCYPART_SIBL
(5,3),(5,7),0.0205551 # DEPENDENCYPART_SIBL
(5,3),(5,8),0.0206469 # DEPENDENCYPART_SIBL
(5,3),(5,9),0.00826263 # DEPENDENCYPART_SIBL
(5,3),(5,11),0.0205551 # DEPENDENCYPART_SIBL
(5,3),(5,14),0.0457205 # DEPENDENCYPART_SIBL
(5,3),(5,15),0.0127658 # DEPENDENCYPART_SIBL
(5,3),(5,17),0.0206469 # DEPENDENCYPART_SIBL
(5,3),(5,19),0.0108185 # DEPENDENCYPART_SIBL
(5,3),(5,23),0.0200488 # DEPENDENCYPART_SIBL
(5,3),(5,24),0.0108185 # DEPENDENCYPART_SIBL
(5,3),(5,25),0.0621739 # DEPENDENCYPART_SIBL
(5,4),(5,7),0.00367246 # DEPENDENCYPART_SIBL
(5,4),(5,8),-0.0127806 # DEPENDENCYPART_SIBL
(5,4),(5,9),0.0137257 # DEPENDENCYPART_SIBL
(5,4),(5,11),0.00367246 # DEPENDENCYPART_SIBL
(5,4),(5,14),0.0109328 # DEPENDENCYPART_SIBL
(5,4),(5,15),-0.00145843 # DEPENDENCYPART_SIBL
(5,4),(5,17),-0.0127806 # DEPENDENCYPART_SIBL
(5,4),(5,19),-0.019563 # DEPENDENCYPART_SIBL
(5,4),(5,23),0.00293447 # DEPENDENCYPART_SIBL
(5,4),(5,24),-0.019563 # DEPENDENCYPART_SIBL
(5,4),(5,25),0.0450106 # DEPENDENCYPART_SIBL
(5,7),(5,8),0.0904805 # DEPENDENCYPART_SIBL
(5,7),(5,9),-0.0221591 # DEPENDENCYPART_SIBL
(5,7),(5,11),-0.000574442 # DEPENDENCYPART_SIBL
(5,7),(5,14),0.0296038 # DEPENDENCYPART_SIBL
(5,7),(5,15),0.0436892 # DEPENDENCYPART_SIBL
(5,7),(5,17),0.0904805 # DEPENDENCYPART_SIBL
(5,7),(5,19),-0.00138783 # DEPENDENCYPART_SIBL
(5,7),(5,23),-0.000575028 # DEPENDENCYPART_SIBL
(5,7),(5,24),-0.00138783 # DEPENDENCYPART_SIBL
(5,7),(5,25),0.0136187 # DEPENDENCYPART_SIBL
(5,8),(5,9),0.250496 # DEPENDENCYPART_SIBL
(5,8),(5,11),0.162353 # DEPENDENCYPART_SIBL
(5,8),(5,14),0.119556 # DEPENDENCYPART_SIBL
(5,8),(5,15),0.37743 # DEPENDENCYPART_SIBL
(5,8),(5,17),0.0298357 # DEPENDENCYPART_SIBL
(5,8),(5,19),0.00481492 # DEPENDENCYPART_SIBL
(5,8),(5,23),0.162352 # DEPENDENCYPART_SIBL
(5,8),(5,24),0.00481492 # DEPENDENCYPART_SIBL
(5,8),(5,25),0.0898468 # DEPENDENCYPART_SIBL
(5,9),(5,11),-0.0243287 # DEPENDENCYPART_SIBL
(5,9),(5,14),-0.00478469 # DEPENDENCYPART_SIBL
(5,9),(5,15),0.0934038 # DEPENDENCYPART_SIBL
