# _root_ Az egység vitathatatlan , ugyanakkor megfigyelők szerint feltűnő , hogy nem került sor ennél határozottabb hangú közös fellépésre .
#goldHeads=2,3,0,3,10,7,10,10,10,3,12,10,12,15,16,18,18,12,3,
#predictedHeads=2,10,10,10,10,7,8,10,10,0,12,10,12,15,16,18,18,12,10,
(10,4),-1.54821 # DEPENDENCYPART_ARC
(10,5),-0.376639 # DEPENDENCYPART_ARC
(10,6),-0.46956 # DEPENDENCYPART_ARC
(10,7),-0.428471 # DEPENDENCYPART_ARC
(10,8),0.234993 # DEPENDENCYPART_ARC
(10,9),0.0716112 # DEPENDENCYPART_ARC
(10,11),-1.10346 # DEPENDENCYPART_ARC
(10,12),-0.344623 # DEPENDENCYPART_ARC
(10,13),-1.69746 # DEPENDENCYPART_ARC
(10,15),-1.79824 # DEPENDENCYPART_ARC
(10,16),-1.85029 # DEPENDENCYPART_ARC
(10,18),-2.44443 # DEPENDENCYPART_ARC
(10,19),-0.616914 # DEPENDENCYPART_ARC
(11,7),-1.45511 # DEPENDENCYPART_ARC
(11,10),-0.832553 # DEPENDENCYPART_ARC
(11,13),-1.17797 # DEPENDENCYPART_ARC
(11,18),-1.61502 # DEPENDENCYPART_ARC
(12,1),-1.96548 # DEPENDENCYPART_ARC
(12,2),-0.841797 # DEPENDENCYPART_ARC
(12,3),-1.92311 # DEPENDENCYPART_ARC
(12,4),-0.740991 # DEPENDENCYPART_ARC
(12,5),-0.0848347 # DEPENDENCYPART_ARC
(12,6),-0.893703 # DEPENDENCYPART_ARC
(12,7),-0.0756408 # DEPENDENCYPART_ARC
(12,8),-1.2257 # DEPENDENCYPART_ARC
(12,9),-0.272652 # DEPENDENCYPART_ARC
(12,10),-0.408526 # DEPENDENCYPART_ARC
(12,11),2.09884 # DEPENDENCYPART_ARC
(12,13),1.24673 # DEPENDENCYPART_ARC
(12,14),-0.103408 # DEPENDENCYPART_ARC
(12,15),-0.990101 # DEPENDENCYPART_ARC
(12,16),-1.00978 # DEPENDENCYPART_ARC
(12,17),-1.11171 # DEPENDENCYPART_ARC
(12,18),0.398993 # DEPENDENCYPART_ARC
(12,19),-0.876489 # DEPENDENCYPART_ARC
(13,1),-1.88087 # DEPENDENCYPART_ARC
(13,3),-1.76397 # DEPENDENCYPART_ARC
(13,4),-1.16427 # DEPENDENCYPART_ARC
(13,5),-1.9825 # DEPENDENCYPART_ARC
(13,8),-1.02046 # DEPENDENCYPART_ARC
(13,9),-0.988003 # DEPENDENCYPART_ARC
(13,10),-1.15295 # DEPENDENCYPART_ARC
(13,11),-0.68669 # DEPENDENCYPART_ARC
(13,12),0.422304 # DEPENDENCYPART_ARC
(13,15),-1.46332 # DEPENDENCYPART_ARC
(13,16),-1.53667 # DEPENDENCYPART_ARC
(13,18),-1.67374 # DEPENDENCYPART_ARC
(13,19),-1.21421 # DEPENDENCYPART_ARC
(14,8),-1.62552 # DEPENDENCYPART_ARC
(14,10),-1.04013 # DEPENDENCYPART_ARC
(14,12),0.111482 # DEPENDENCYPART_ARC
(14,13),-0.6248 # DEPENDENCYPART_ARC
(14,15),-0.472931 # DEPENDENCYPART_ARC
(14,16),-1.13488 # DEPENDENCYPART_ARC
(14,17),-0.963917 # DEPENDENCYPART_ARC
(14,18),-1.55455 # DEPENDENCYPART_ARC
(14,19),-1.17836 # DEPENDENCYPART_ARC
(15,5),-1.7245 # DEPENDENCYPART_ARC
(15,6),-3.2914 # DEPENDENCYPART_ARC
(15,7),-1.62361 # DEPENDENCYPART_ARC
(15,10),-1.30313 # DEPENDENCYPART_ARC
(15,11),-1.36534 # DEPENDENCYPART_ARC
(15,13),-1.72141 # DEPENDENCYPART_ARC
(15,14),0.370829 # DEPENDENCYPART_ARC
(15,16),-1.25303 # DEPENDENCYPART_ARC
(15,17),-1.54236 # DEPENDENCYPART_ARC
(16,2),-2.7447 # DEPENDENCYPART_ARC
(16,5),-1.5484 # DEPENDENCYPART_ARC
(16,6),-2.62449 # DEPENDENCYPART_ARC
(16,7),-1.3337 # DEPENDENCYPART_ARC
(16,9),-1.11869 # DEPENDENCYPART_ARC
(16,10),-0.875257 # DEPENDENCYPART_ARC
(16,11),-1.18809 # DEPENDENCYPART_ARC
(16,13),-1.21384 # DEPENDENCYPART_ARC
(16,14),-0.21562 # DEPENDENCYPART_ARC
(16,15),0.763486 # DEPENDENCYPART_ARC
(16,17),-1.35091 # DEPENDENCYPART_ARC
(17,5),-1.86962 # DEPENDENCYPART_ARC
(17,7),-1.60578 # DEPENDENCYPART_ARC
(17,11),-1.58325 # DEPENDENCYPART_ARC
(17,13),-1.78408 # DEPENDENCYPART_ARC
(17,14),-0.814575 # DEPENDENCYPART_ARC
(17,15),-0.372653 # DEPENDENCYPART_ARC
(17,16),0.5215 # DEPENDENCYPART_ARC
(18,1),-1.81589 # DEPENDENCYPART_ARC
(18,2),-3.09175 # DEPENDENCYPART_ARC
(18,3),-1.40806 # DEPENDENCYPART_ARC
(18,4),-0.292388 # DEPENDENCYPART_ARC
(18,6),-3.38791 # DEPENDENCYPART_ARC
(18,7),-1.29835 # DEPENDENCYPART_ARC
(18,8),-0.899668 # DEPENDENCYPART_ARC
(18,9),-0.188236 # DEPENDENCYPART_ARC
(18,10),-0.721607 # DEPENDENCYPART_ARC
(18,11),-1.06887 # DEPENDENCYPART_ARC
(18,13),-0.853874 # DEPENDENCYPART_ARC
(18,14),-0.044011 # DEPENDENCYPART_ARC
(18,15),0.338081 # DEPENDENCYPART_ARC
(18,16),1.33448 # DEPENDENCYPART_ARC
(18,17),2.37031 # DEPENDENCYPART_ARC
(18,19),-1.42087 # DEPENDENCYPART_ARC
(0,2),(0,3),-0.0326301 # DEPENDENCYPART_SIBL
(0,2),(0,5),-0.0601126 # DEPENDENCYPART_SIBL
(0,2),(0,8),-0.0326301 # DEPENDENCYPART_SIBL
(0,2),(0,10),-0.136447 # DEPENDENCYPART_SIBL
(0,2),(0,11),-0.066328 # DEPENDENCYPART_SIBL
(0,2),(0,12),-0.103564 # DEPENDENCYPART_SIBL
(0,2),(0,14),-0.0184089 # DEPENDENCYPART_SIBL
(0,2),(0,15),-0.0326301 # DEPENDENCYPART_SIBL
(0,2),(0,16),-0.0326303 # DEPENDENCYPART_SIBL
(0,3),(0,5),-0.0352071 # DEPENDENCYPART_SIBL
(0,3),(0,8),-0.0621286 # DEPENDENCYPART_SIBL
(0,3),(0,10),-0.083936 # DEPENDENCYPART_SIBL
(0,3),(0,11),-0.0396953 # DEPENDENCYPART_SIBL
(0,3),(0,12),-0.0906741 # DEPENDENCYPART_SIBL
(0,3),(0,14),-0.0186725 # DEPENDENCYPART_SIBL
(0,3),(0,15),-0.0621286 # DEPENDENCYPART_SIBL
(0,3),(0,16),-0.0621286 # DEPENDENCYPART_SIBL
(0,5),(0,8),-0.0355348 # DEPENDENCYPART_SIBL
(0,5),(0,10),-0.108149 # DEPENDENCYPART_SIBL
(0,5),(0,11),-0.063594 # DEPENDENCYPART_SIBL
(0,5),(0,12),-0.113875 # DEPENDENCYPART_SIBL
(0,5),(0,14),-0.0300975 # DEPENDENCYPART_SIBL
(0,5),(0,15),-0.0349035 # DEPENDENCYPART_SIBL
(0,5),(0,16),-0.0349035 # DEPENDENCYPART_SIBL
(0,8),(0,10),-0.0839363 # DEPENDENCYPART_SIBL
(0,8),(0,11),-0.0396953 # DEPENDENCYPART_SIBL
(0,8),(0,12),-0.0913043 # DEPENDENCYPART_SIBL
(0,8),(0,14),-0.0186725 # DEPENDENCYPART_SIBL
(0,8),(0,15),-0.0621286 # DEPENDENCYPART_SIBL
(0,8),(0,16),-0.0621286 # DEPENDENCYPART_SIBL
(0,10),(0,11),-0.0952971 # DEPENDENCYPART_SIBL
(0,10),(0,12),-0.145643 # DEPENDENCYPART_SIBL
(0,10),(0,14),-0.0693392 # DEPENDENCYPART_SIBL
(0,10),(0,15),-0.0754194 # DEPENDENCYPART_SIBL
(0,10),(0,16),-0.0754194 # DEPENDENCYPART_SIBL
(0,11),(0,12),-0.110777 # DEPENDENCYPART_SIBL
(0,11),(0,14),-0.0335241 # DEPENDENCYPART_SIBL
(0,11),(0,15),-0.0239133 # DEPENDENCYPART_SIBL
(0,11),(0,16),-0.0239133 # DEPENDENCYPART_SIBL
(0,12),(0,14),-0.101831 # DEPENDENCYPART_SIBL
(0,12),(0,15),-0.134293 # DEPENDENCYPART_SIBL
(0,12),(0,16),-0.134293 # DEPENDENCYPART_SIBL
(0,14),(0,15),-0.0251666 # DEPENDENCYPART_SIBL
(0,14),(0,16),-0.0251666 # DEPENDENCYPART_SIBL
(0,15),(0,16),-0.0621286 # DEPENDENCYPART_SIBL
(2,1),(2,4),-0.00857919 # DEPENDENCYPART_SIBL
(2,1),(2,5),-0.0823059 # DEPENDENCYPART_SIBL
(2,1),(2,6),0.000578751 # DEPENDENCYPART_SIBL
(2,1),(2,12),-0.003546 # DEPENDENCYPART_SIBL
(2,4),(2,5),0.186126 # DEPENDENCYPART_SIBL
(2,4),(2,6),0.355225 # DEPENDENCYPART_SIBL
(2,4),(2,12),0.463001 # DEPENDENCYPART_SIBL
(2,5),(2,6),0.0353034 # DEPENDENCYPART_SIBL
(2,5),(2,12),0.0470191 # DEPENDENCYPART_SIBL
(2,6),(2,12),0.108779 # DEPENDENCYPART_SIBL
(3,1),(3,2),0.0807368 # DEPENDENCYPART_SIBL
(3,1),(3,4),0.00382845 # DEPENDENCYPART_SIBL
(3,1),(3,6),0.0275152 # DEPENDENCYPART_SIBL
(3,1),(3,7),0.0140115 # DEPENDENCYPART_SIBL
(3,1),(3,8),0.0100108 # DEPENDENCYPART_SIBL
(3,1),(3,9),0.00382845 # DEPENDENCYPART_SIBL
(3,1),(3,10),0.00824898 # DEPENDENCYPART_SIBL
(3,1),(3,11),-0.0280184 # DEPENDENCYPART_SIBL
(3,1),(3,12),-0.00599412 # DEPENDENCYPART_SIBL
(3,1),(3,15),0.0106388 # DEPENDENCYPART_SIBL
(3,1),(3,16),0.0106388 # DEPENDENCYPART_SIBL
(3,1),(3,18),0.0275152 # DEPENDENCYPART_SIBL
(3,1),(3,19),-0.0146767 # DEPENDENCYPART_SIBL
(3,2),(3,4),0.0218937 # DEPENDENCYPART_SIBL
(3,2),(3,6),0.0182172 # DEPENDENCYPART_SIBL
(3,2),(3,7),0.0313488 # DEPENDENCYPART_SIBL
(3,2),(3,8),0.0426677 # DEPENDENCYPART_SIBL
(3,2),(3,9),0.0218937 # DEPENDENCYPART_SIBL
(3,2),(3,10),0.022737 # DEPENDENCYPART_SIBL
(3,2),(3,11),0.0374337 # DEPENDENCYPART_SIBL
(3,2),(3,12),0.023177 # DEPENDENCYPART_SIBL
(3,2),(3,15),0.0432958 # DEPENDENCYPART_SIBL
(3,2),(3,16),0.0432958 # DEPENDENCYPART_SIBL
(3,2),(3,18),0.0182173 # DEPENDENCYPART_SIBL
(3,2),(3,19),0.0707627 # DEPENDENCYPART_SIBL
(3,4),(3,6),0.162399 # DEPENDENCYPART_SIBL
(3,4),(3,7),0.090787 # DEPENDENCYPART_SIBL
(3,4),(3,8),0.11247 # DEPENDENCYPART_SIBL
(3,4),(3,9),0.0298811 # DEPENDENCYPART_SIBL
(3,4),(3,10),0.337358 # DEPENDENCYPART_SIBL
(3,4),(3,11),0.223589 # DEPENDENCYPART_SIBL
(3,4),(3,12),0.375658 # DEPENDENCYPART_SIBL
(3,4),(3,15),0.116245 # DEPENDENCYPART_SIBL
(3,4),(3,16),0.116245 # DEPENDENCYPART_SIBL
(3,4),(3,18),0.162399 # DEPENDENCYPART_SIBL
(3,4),(3,19),0.0898977 # DEPENDENCYPART_SIBL
(3,6),(3,7),0.0311355 # DEPENDENCYPART_SIBL
(3,6),(3,8),0.0288485 # DEPENDENCYPART_SIBL
(3,6),(3,9),0.0904806 # DEPENDENCYPART_SIBL
(3,6),(3,10),-0.0286813 # DEPENDENCYPART_SIBL
(3,6),(3,11),0.0291112 # DEPENDENCYPART_SIBL
(3,6),(3,12),0.0476984 # DEPENDENCYPART_SIBL
(3,6),(3,15),0.0301087 # DEPENDENCYPART_SIBL
(3,6),(3,16),0.0301085 # DEPENDENCYPART_SIBL
(3,6),(3,18),-0.000574103 # DEPENDENCYPART_SIBL
(3,6),(3,19),0.013621 # DEPENDENCYPART_SIBL
(3,7),(3,8),0.0783099 # DEPENDENCYPART_SIBL
(3,7),(3,9),0.0470669 # DEPENDENCYPART_SIBL
(3,7),(3,10),-0.00612949 # DEPENDENCYPART_SIBL
(3,7),(3,11),0.0861212 # DEPENDENCYPART_SIBL
(3,7),(3,12),0.00506335 # DEPENDENCYPART_SIBL
(3,7),(3,15),0.07957 # DEPENDENCYPART_SIBL
(3,7),(3,16),0.07957 # DEPENDENCYPART_SIBL
(3,7),(3,18),0.0612625 # DEPENDENCYPART_SIBL
(3,7),(3,19),0.0123113 # DEPENDENCYPART_SIBL
(3,8),(3,9),0.0376252 # DEPENDENCYPART_SIBL
(3,8),(3,10),-0.00094618 # DEPENDENCYPART_SIBL
(3,8),(3,11),0.0271501 # DEPENDENCYPART_SIBL
(3,8),(3,12),0.024162 # DEPENDENCYPART_SIBL
(3,8),(3,15),-0.0288759 # DEPENDENCYPART_SIBL
(3,8),(3,16),-0.0288759 # DEPENDENCYPART_SIBL
(3,8),(3,18),0.00489222 # DEPENDENCYPART_SIBL
(3,8),(3,19),-0.00323063 # DEPENDENCYPART_SIBL
(3,9),(3,10),0.337358 # DEPENDENCYPART_SIBL
(3,9),(3,11),0.223589 # DEPENDENCYPART_SIBL
(3,9),(3,12),0.375658 # DEPENDENCYPART_SIBL
(3,9),(3,15),0.116245 # DEPENDENCYPART_SIBL
(3,9),(3,16),0.116245 # DEPENDENCYPART_SIBL
(3,9),(3,18),0.162399 # DEPENDENCYPART_SIBL
(3,9),(3,19),0.0898977 # DEPENDENCYPART_SIBL
(3,10),(3,11),0.0129253 # DEPENDENCYPART_SIBL
(3,10),(3,12),0.0249653 # DEPENDENCYPART_SIBL
(3,10),(3,15),0.00135185 # DEPENDENCYPART_SIBL
(3,10),(3,16),0.00135185 # DEPENDENCYPART_SIBL
(3,10),(3,18),-0.0360587 # DEPENDENCYPART_SIBL
(3,10),(3,19),0.0302537 # DEPENDENCYPART_SIBL
(3,11),(3,12),0.0398497 # DEPENDENCYPART_SIBL
(3,11),(3,15),0.0431737 # DEPENDENCYPART_SIBL
(3,11),(3,16),0.0431737 # DEPENDENCYPART_SIBL
(3,11),(3,18),0.0551621 # DEPENDENCYPART_SIBL
(3,11),(3,19),0.0365096 # DEPENDENCYPART_SIBL
(3,12),(3,15),-0.00374459 # DEPENDENCYPART_SIBL
(3,12),(3,16),-0.00374459 # DEPENDENCYPART_SIBL
(3,12),(3,18),0.0276228 # DEPENDENCYPART_SIBL
(3,12),(3,19),0.071038 # DEPENDENCYPART_SIBL
(3,15),(3,16),-0.0272528 # DEPENDENCYPART_SIBL
(3,15),(3,18),0.00651542 # DEPENDENCYPART_SIBL
(3,15),(3,19),0.00090253 # DEPENDENCYPART_SIBL
(3,16),(3,18),0.00651541 # DEPENDENCYPART_SIBL
(3,16),(3,19),0.000902528 # DEPENDENCYPART_SIBL
(3,18),(3,19),0.0136211 # DEPENDENCYPART_SIBL
(5,2),(5,3),0.0627278 # DEPENDENCYPART_SIBL
(5,2),(5,4),0.248168 # DEPENDENCYPART_SIBL
(5,2),(5,6),0.0840269 # DEPENDENCYPART_SIBL
(5,2),(5,7),0.0254069 # DEPENDENCYPART_SIBL
(5,2),(5,8),0.111768 # DEPENDENCYPART_SIBL
(5,2),(5,9),0.000404318 # DEPENDENCYPART_SIBL
(5,2),(5,12),0.0182257 # DEPENDENCYPART_SIBL
(5,2),(5,13),0.0851517 # DEPENDENCYPART_SIBL
(5,2),(5,14),0.011795 # DEPENDENCYPART_SIBL
(5,2),(5,18),0.0840269 # DEPENDENCYPART_SIBL
(5,2),(5,19),0.0275812 # DEPENDENCYPART_SIBL
(5,3),(5,4),0.227804 # DEPENDENCYPART_SIBL
(5,3),(5,6),0.12576 # DEPENDENCYPART_SIBL
(5,3),(5,7),0.0370143 # DEPENDENCYPART_SIBL
(5,3),(5,8),0.0657584 # DEPENDENCYPART_SIBL
(5,3),(5,9),0.00936439 # DEPENDENCYPART_SIBL
(5,3),(5,12),0.0155638 # DEPENDENCYPART_SIBL
(5,3),(5,13),0.128265 # DEPENDENCYPART_SIBL
(5,3),(5,14),0.0422815 # DEPENDENCYPART_SIBL
(5,3),(5,18),0.12576 # DEPENDENCYPART_SIBL
(5,3),(5,19),0.0686422 # DEPENDENCYPART_SIBL
(5,4),(5,6),0.0379678 # DEPENDENCYPART_SIBL
(5,4),(5,7),0.0272853 # DEPENDENCYPART_SIBL
(5,4),(5,8),0.0628593 # DEPENDENCYPART_SIBL
(5,4),(5,9),-0.0703464 # DEPENDENCYPART_SIBL
(5,4),(5,12),0.00880583 # DEPENDENCYPART_SIBL
(5,4),(5,13),0.0375849 # DEPENDENCYPART_SIBL
(5,4),(5,14),-0.00526415 # DEPENDENCYPART_SIBL
(5,4),(5,18),0.0379678 # DEPENDENCYPART_SIBL
(5,4),(5,19),0.0189198 # DEPENDENCYPART_SIBL
(5,6),(5,7),0.0785731 # DEPENDENCYPART_SIBL
(5,6),(5,8),0.123325 # DEPENDENCYPART_SIBL
(5,6),(5,9),0.0603195 # DEPENDENCYPART_SIBL
(5,6),(5,12),0.0378967 # DEPENDENCYPART_SIBL
(5,6),(5,13),0.0326293 # DEPENDENCYPART_SIBL
(5,6),(5,14),0.0713723 # DEPENDENCYPART_SIBL
(5,6),(5,18),0.0327656 # DEPENDENCYPART_SIBL
(5,6),(5,19),0.0227575 # DEPENDENCYPART_SIBL
(5,7),(5,8),0.110863 # DEPENDENCYPART_SIBL
(5,7),(5,9),0.00966556 # DEPENDENCYPART_SIBL
(5,7),(5,12),-0.0340425 # DEPENDENCYPART_SIBL
(5,7),(5,13),0.0484745 # DEPENDENCYPART_SIBL
(5,7),(5,14),0.0193342 # DEPENDENCYPART_SIBL
(5,7),(5,18),0.0484977 # DEPENDENCYPART_SIBL
(5,7),(5,19),0.0146703 # DEPENDENCYPART_SIBL
(5,8),(5,9),-0.00131944 # DEPENDENCYPART_SIBL
(5,8),(5,12),0.00501557 # DEPENDENCYPART_SIBL
(5,8),(5,13),0.0278572 # DEPENDENCYPART_SIBL
(5,8),(5,14),0.0137421 # DEPENDENCYPART_SIBL
(5,8),(5,18),0.0279067 # DEPENDENCYPART_SIBL
(5,8),(5,19),0.00290334 # DEPENDENCYPART_SIBL
(5,9),(5,12),0.221811 # DEPENDENCYPART_SIBL
(5,9),(5,13),0.0108624 # DEPENDENCYPART_SIBL
(5,9),(5,14),0.058722 # DEPENDENCYPART_SIBL
(5,9),(5,18),0.0110318 # DEPENDENCYPART_SIBL
(5,9),(5,19),0.0473364 # DEPENDENCYPART_SIBL
(5,12),(5,13),0.02871 # DEPENDENCYPART_SIBL
(5,12),(5,14),0.0275936 # DEPENDENCYPART_SIBL
(5,12),(5,18),0.0259638 # DEPENDENCYPART_SIBL
(5,12),(5,19),0.0365486 # DEPENDENCYPART_SIBL
(5,13),(5,14),0.0708627 # DEPENDENCYPART_SIBL
(5,13),(5,18),0.026795 # DEPENDENCYPART_SIBL
(5,13),(5,19),0.0137286 # DEPENDENCYPART_SIBL
(5,14),(5,18),0.0141591 # DEPENDENCYPART_SIBL
(5,14),(5,19),0.0276316 # DEPENDENCYPART_SIBL
(5,18),(5,19),0.0227577 # DEPENDENCYPART_SIBL
(6,1),(6,2),0.000818703 # DEPENDENCYPART_SIBL
(6,1),(6,3),0.203704 # DEPENDENCYPART_SIBL
(6,1),(6,4),0.213178 # DEPENDENCYPART_SIBL
(6,1),(6,5),0.0100823 # DEPENDENCYPART_SIBL
(6,1),(6,8),-0.0128581 # DEPENDENCYPART_SIBL
(6,1),(6,9),-0.0165824 # DEPENDENCYPART_SIBL
(6,1),(6,12),-0.00466893 # DEPENDENCYPART_SIBL
(6,1),(6,18),-0.00571552 # DEPENDENCYPART_SIBL
(6,1),(6,19),-0.0202729 # DEPENDENCYPART_SIBL
(6,2),(6,3),0.044149 # DEPENDENCYPART_SIBL
(6,2),(6,4),0.642429 # DEPENDENCYPART_SIBL
(6,2),(6,5),0.196007 # DEPENDENCYPART_SIBL
(6,2),(6,8),0.0442496 # DEPENDENCYPART_SIBL
(6,2),(6,9),-0.00280219 # DEPENDENCYPART_SIBL
(6,2),(6,12),0.0238272 # DEPENDENCYPART_SIBL
(6,2),(6,18),0.000347983 # DEPENDENCYPART_SIBL
(6,2),(6,19),0.04983 # DEPENDENCYPART_SIBL
(6,3),(6,4),0.438184 # DEPENDENCYPART_SIBL
(6,3),(6,5),0.0636997 # DEPENDENCYPART_SIBL
(6,3),(6,8),0.00603265 # DEPENDENCYPART_SIBL
(6,3),(6,9),-0.0271396 # DEPENDENCYPART_SIBL
(6,3),(6,12),-0.0226773 # DEPENDENCYPART_SIBL
(6,3),(6,18),0.00787152 # DEPENDENCYPART_SIBL
(6,3),(6,19),0.0125429 # DEPENDENCYPART_SIBL
(6,4),(6,5),0.0502398 # DEPENDENCYPART_SIBL
(6,4),(6,8),-0.00378311 # DEPENDENCYPART_SIBL
(6,4),(6,9),-0.0346477 # DEPENDENCYPART_SIBL
(6,4),(6,12),-0.0118158 # DEPENDENCYPART_SIBL
(6,4),(6,18),-0.00844461 # DEPENDENCYPART_SIBL
(6,4),(6,19),0.0238545 # DEPENDENCYPART_SIBL
(6,5),(6,8),0.0666234 # DEPENDENCYPART_SIBL
(6,5),(6,9),0.0204235 # DEPENDENCYPART_SIBL
(6,5),(6,12),0.0515489 # DEPENDENCYPART_SIBL
(6,5),(6,18),0.0073766 # DEPENDENCYPART_SIBL
(6,5),(6,19),0.114635 # DEPENDENCYPART_SIBL
(6,8),(6,9),0.0894777 # DEPENDENCYPART_SIBL
(6,8),(6,12),0.0592282 # DEPENDENCYPART_SIBL
(6,8),(6,18),0.0547466 # DEPENDENCYPART_SIBL
(6,8),(6,19),0.104753 # DEPENDENCYPART_SIBL
(6,9),(6,12),0.435317 # DEPENDENCYPART_SIBL
(6,9),(6,18),0.342981 # DEPENDENCYPART_SIBL
(6,9),(6,19),0.0787788 # DEPENDENCYPART_SIBL
(6,12),(6,18),0.0795919 # DEPENDENCYPART_SIBL
(6,12),(6,19),0.213316 # DEPENDENCYPART_SIBL
(6,18),(6,19),0.0485651 # DEPENDENCYPART_SIBL
(7,1),(7,2),-0.160574 # DEPENDENCYPART_SIBL
(7,1),(7,3),0.0450963 # DEPENDENCYPART_SIBL
(7,1),(7,4),0.10319 # DEPENDENCYPART_SIBL
(7,1),(7,6),-0.160574 # DEPENDENCYPART_SIBL
(7,1),(7,8),-0.00563044 # DEPENDENCYPART_SIBL
(7,1),(7,9),-0.0176723 # DEPENDENCYPART_SIBL
(7,1),(7,12),-0.00057552 # DEPENDENCYPART_SIBL
(7,1),(7,18),0.00119916 # DEPENDENCYPART_SIBL
(7,1),(7,19),-0.0922522 # DEPENDENCYPART_SIBL
(7,2),(7,3),-0.0115974 # DEPENDENCYPART_SIBL
