# _root_ Az ÖIAG-hoz csapták még — idegen testként — az állami nyomdát , a Staatsdruckereit_és_a_Dorotheum aukciósházat , amelyek privatizációja is a szervezetre vár .
#goldHeads=2,3,0,3,3,7,3,3,11,11,3,3,15,15,3,3,18,22,22,21,22,3,3,
#predictedHeads=2,3,0,3,3,7,3,3,11,11,3,3,14,15,3,3,22,22,22,21,22,3,3,
(7,2),-1.86624 # DEPENDENCYPART_ARC
(7,3),-0.804855 # DEPENDENCYPART_ARC
(7,4),-0.71988 # DEPENDENCYPART_ARC
(7,5),-0.107113 # DEPENDENCYPART_ARC
(7,6),2.37016 # DEPENDENCYPART_ARC
(7,8),-0.575198 # DEPENDENCYPART_ARC
(7,10),-1.72001 # DEPENDENCYPART_ARC
(7,11),-1.60511 # DEPENDENCYPART_ARC
(7,12),-1.05484 # DEPENDENCYPART_ARC
(7,14),-2.01119 # DEPENDENCYPART_ARC
(7,15),-2.06976 # DEPENDENCYPART_ARC
(7,16),-1.17593 # DEPENDENCYPART_ARC
(7,18),-2.63344 # DEPENDENCYPART_ARC
(7,19),-1.72052 # DEPENDENCYPART_ARC
(7,22),-1.94054 # DEPENDENCYPART_ARC
(7,23),-1.69321 # DEPENDENCYPART_ARC
(9,6),-1.83998 # DEPENDENCYPART_ARC
(9,8),-0.7192 # DEPENDENCYPART_ARC
(9,10),-0.347423 # DEPENDENCYPART_ARC
(9,12),-0.464196 # DEPENDENCYPART_ARC
(10,3),-2.09052 # DEPENDENCYPART_ARC
(10,4),-1.88105 # DEPENDENCYPART_ARC
(10,7),-1.35297 # DEPENDENCYPART_ARC
(10,8),-1.30808 # DEPENDENCYPART_ARC
(10,9),-0.600595 # DEPENDENCYPART_ARC
(10,15),-2.15707 # DEPENDENCYPART_ARC
(11,1),-1.61286 # DEPENDENCYPART_ARC
(11,2),-2.79749 # DEPENDENCYPART_ARC
(11,3),-1.5769 # DEPENDENCYPART_ARC
(11,4),-1.41543 # DEPENDENCYPART_ARC
(11,5),-0.58116 # DEPENDENCYPART_ARC
(11,6),-0.447488 # DEPENDENCYPART_ARC
(11,7),-2.45812 # DEPENDENCYPART_ARC
(11,8),-0.844979 # DEPENDENCYPART_ARC
(11,9),1.2977 # DEPENDENCYPART_ARC
(11,10),2.49432 # DEPENDENCYPART_ARC
(11,12),-0.550687 # DEPENDENCYPART_ARC
(11,14),-1.68555 # DEPENDENCYPART_ARC
(11,15),-1.79358 # DEPENDENCYPART_ARC
(11,16),-1.09949 # DEPENDENCYPART_ARC
(11,18),-2.57244 # DEPENDENCYPART_ARC
(11,19),-1.62865 # DEPENDENCYPART_ARC
(11,22),-2.03268 # DEPENDENCYPART_ARC
(11,23),-1.85476 # DEPENDENCYPART_ARC
(13,12),-0.719931 # DEPENDENCYPART_ARC
(13,14),-0.69946 # DEPENDENCYPART_ARC
(13,16),-0.565162 # DEPENDENCYPART_ARC
(13,18),-1.63626 # DEPENDENCYPART_ARC
(14,9),-1.58134 # DEPENDENCYPART_ARC
(14,11),-3.30016 # DEPENDENCYPART_ARC
(14,13),1.24789 # DEPENDENCYPART_ARC
(14,18),-1.63052 # DEPENDENCYPART_ARC
(14,22),-1.74302 # DEPENDENCYPART_ARC
(15,1),-2.91822 # DEPENDENCYPART_ARC
(15,2),-3.88127 # DEPENDENCYPART_ARC
(15,3),-2.02012 # DEPENDENCYPART_ARC
(15,4),-1.72429 # DEPENDENCYPART_ARC
(15,5),-0.862825 # DEPENDENCYPART_ARC
(15,6),-2.21189 # DEPENDENCYPART_ARC
(15,7),-3.58651 # DEPENDENCYPART_ARC
(15,8),-1.01585 # DEPENDENCYPART_ARC
(15,9),-0.937972 # DEPENDENCYPART_ARC
(15,10),-1.09439 # DEPENDENCYPART_ARC
(15,11),-2.58156 # DEPENDENCYPART_ARC
(15,12),-0.49979 # DEPENDENCYPART_ARC
(15,13),0.827383 # DEPENDENCYPART_ARC
(15,14),2.21287 # DEPENDENCYPART_ARC
(15,16),-0.647409 # DEPENDENCYPART_ARC
(15,17),-1.4943 # DEPENDENCYPART_ARC
(15,18),-2.07483 # DEPENDENCYPART_ARC
(15,19),-1.52708 # DEPENDENCYPART_ARC
(15,21),-2.51554 # DEPENDENCYPART_ARC
(15,22),-1.76838 # DEPENDENCYPART_ARC
(15,23),-1.69475 # DEPENDENCYPART_ARC
(17,18),-0.553224 # DEPENDENCYPART_ARC
(17,19),-1.43236 # DEPENDENCYPART_ARC
(17,21),-1.27352 # DEPENDENCYPART_ARC
(18,5),-1.73856 # DEPENDENCYPART_ARC
(18,7),-4.70183 # DEPENDENCYPART_ARC
(18,9),-2.59146 # DEPENDENCYPART_ARC
(18,11),-4.35567 # DEPENDENCYPART_ARC
(18,12),-1.74402 # DEPENDENCYPART_ARC
(18,13),-1.715 # DEPENDENCYPART_ARC
(18,14),-0.120019 # DEPENDENCYPART_ARC
(18,15),-2.95091 # DEPENDENCYPART_ARC
(18,16),-1.44573 # DEPENDENCYPART_ARC
(18,17),0.552622 # DEPENDENCYPART_ARC
(18,19),-1.58801 # DEPENDENCYPART_ARC
(18,21),-1.87384 # DEPENDENCYPART_ARC
(19,3),-1.97718 # DEPENDENCYPART_ARC
(19,4),-1.34113 # DEPENDENCYPART_ARC
(19,5),-1.39063 # DEPENDENCYPART_ARC
(19,6),-1.85942 # DEPENDENCYPART_ARC
(19,7),-2.27829 # DEPENDENCYPART_ARC
(19,8),-1.32202 # DEPENDENCYPART_ARC
(19,10),-1.87613 # DEPENDENCYPART_ARC
(19,11),-2.21611 # DEPENDENCYPART_ARC
(19,12),-1.68828 # DEPENDENCYPART_ARC
(19,14),-1.53613 # DEPENDENCYPART_ARC
(19,15),-1.73829 # DEPENDENCYPART_ARC
(19,16),-1.11297 # DEPENDENCYPART_ARC
(19,17),-1.15154 # DEPENDENCYPART_ARC
(19,18),-0.642132 # DEPENDENCYPART_ARC
(19,20),-1.36572 # DEPENDENCYPART_ARC
(19,21),-1.2567 # DEPENDENCYPART_ARC
(19,22),-0.650649 # DEPENDENCYPART_ARC
(19,23),-1.6511 # DEPENDENCYPART_ARC
(20,19),-0.380884 # DEPENDENCYPART_ARC
(21,13),-2.07233 # DEPENDENCYPART_ARC
(21,14),-2.13091 # DEPENDENCYPART_ARC
(21,15),-4.11718 # DEPENDENCYPART_ARC
(21,17),-1.97638 # DEPENDENCYPART_ARC
(21,18),-2.33635 # DEPENDENCYPART_ARC
(21,19),-0.834752 # DEPENDENCYPART_ARC
(21,20),1.40587 # DEPENDENCYPART_ARC
(21,23),-1.74455 # DEPENDENCYPART_ARC
(22,1),-1.74812 # DEPENDENCYPART_ARC
(22,2),-1.04712 # DEPENDENCYPART_ARC
(22,3),-1.13673 # DEPENDENCYPART_ARC
(22,4),-1.63523 # DEPENDENCYPART_ARC
(22,5),-0.557869 # DEPENDENCYPART_ARC
(22,6),-1.92829 # DEPENDENCYPART_ARC
(22,7),-0.860002 # DEPENDENCYPART_ARC
(22,8),-0.498954 # DEPENDENCYPART_ARC
(22,9),-1.43387 # DEPENDENCYPART_ARC
(22,10),-1.68583 # DEPENDENCYPART_ARC
(22,11),-1.31164 # DEPENDENCYPART_ARC
(22,12),-0.194691 # DEPENDENCYPART_ARC
(22,13),-1.47582 # DEPENDENCYPART_ARC
(22,14),0.105583 # DEPENDENCYPART_ARC
(22,15),-0.933443 # DEPENDENCYPART_ARC
(22,16),-0.31459 # DEPENDENCYPART_ARC
(22,17),0.767371 # DEPENDENCYPART_ARC
(22,18),1.19636 # DEPENDENCYPART_ARC
(22,19),1.20998 # DEPENDENCYPART_ARC
(22,20),-0.546304 # DEPENDENCYPART_ARC
(22,21),2.44653 # DEPENDENCYPART_ARC
(22,23),-0.138432 # DEPENDENCYPART_ARC
(0,2),(0,3),-0.107518 # DEPENDENCYPART_SIBL
(0,2),(0,4),-0.0487675 # DEPENDENCYPART_SIBL
(0,2),(0,6),-0.0326383 # DEPENDENCYPART_SIBL
(0,2),(0,7),-0.0661097 # DEPENDENCYPART_SIBL
(0,2),(0,22),-0.106371 # DEPENDENCYPART_SIBL
(0,3),(0,4),-0.114798 # DEPENDENCYPART_SIBL
(0,3),(0,6),-0.133025 # DEPENDENCYPART_SIBL
(0,3),(0,7),-0.110025 # DEPENDENCYPART_SIBL
(0,3),(0,22),-0.243596 # DEPENDENCYPART_SIBL
(0,4),(0,6),-0.0307841 # DEPENDENCYPART_SIBL
(0,4),(0,7),-0.0213561 # DEPENDENCYPART_SIBL
(0,4),(0,22),-0.121616 # DEPENDENCYPART_SIBL
(0,6),(0,7),-0.0346039 # DEPENDENCYPART_SIBL
(0,6),(0,22),-0.0886105 # DEPENDENCYPART_SIBL
(0,7),(0,22),-0.106371 # DEPENDENCYPART_SIBL
(2,1),(2,3),-0.0121052 # DEPENDENCYPART_SIBL
(2,1),(2,5),-0.0806853 # DEPENDENCYPART_SIBL
(2,1),(2,7),-0.00571552 # DEPENDENCYPART_SIBL
(2,1),(2,11),-0.00571552 # DEPENDENCYPART_SIBL
(2,1),(2,22),-0.0121307 # DEPENDENCYPART_SIBL
(2,1),(2,23),-0.0202729 # DEPENDENCYPART_SIBL
(2,3),(2,5),0.182878 # DEPENDENCYPART_SIBL
(2,3),(2,7),0.0764132 # DEPENDENCYPART_SIBL
(2,3),(2,11),0.0764132 # DEPENDENCYPART_SIBL
(2,3),(2,22),0.0528949 # DEPENDENCYPART_SIBL
(2,3),(2,23),0.211166 # DEPENDENCYPART_SIBL
(2,5),(2,7),0.151575 # DEPENDENCYPART_SIBL
(2,5),(2,11),0.151575 # DEPENDENCYPART_SIBL
(2,5),(2,22),0.167136 # DEPENDENCYPART_SIBL
(2,5),(2,23),0.069421 # DEPENDENCYPART_SIBL
(2,7),(2,11),0.00471394 # DEPENDENCYPART_SIBL
(2,7),(2,22),0.0593376 # DEPENDENCYPART_SIBL
(2,7),(2,23),0.0485651 # DEPENDENCYPART_SIBL
(2,11),(2,22),0.0593376 # DEPENDENCYPART_SIBL
(2,11),(2,23),0.0485651 # DEPENDENCYPART_SIBL
(2,22),(2,23),0.213907 # DEPENDENCYPART_SIBL
(3,1),(3,2),-0.0320467 # DEPENDENCYPART_SIBL
(3,1),(3,4),-0.0096266 # DEPENDENCYPART_SIBL
(3,1),(3,5),-0.0412591 # DEPENDENCYPART_SIBL
(3,1),(3,6),0.0140068 # DEPENDENCYPART_SIBL
(3,1),(3,7),-0.00346869 # DEPENDENCYPART_SIBL
(3,1),(3,8),-0.0412591 # DEPENDENCYPART_SIBL
(3,1),(3,9),0.0814325 # DEPENDENCYPART_SIBL
(3,1),(3,10),0.0139928 # DEPENDENCYPART_SIBL
(3,1),(3,11),-0.00346869 # DEPENDENCYPART_SIBL
(3,1),(3,12),0.0122401 # DEPENDENCYPART_SIBL
(3,1),(3,14),-0.00346869 # DEPENDENCYPART_SIBL
(3,1),(3,15),-0.00346869 # DEPENDENCYPART_SIBL
(3,1),(3,16),0.0122401 # DEPENDENCYPART_SIBL
(3,1),(3,17),0.0102599 # DEPENDENCYPART_SIBL
(3,1),(3,18),-0.00346869 # DEPENDENCYPART_SIBL
(3,1),(3,19),0.0277421 # DEPENDENCYPART_SIBL
(3,1),(3,21),-0.00346869 # DEPENDENCYPART_SIBL
(3,1),(3,22),-0.0228951 # DEPENDENCYPART_SIBL
(3,1),(3,23),0.0155209 # DEPENDENCYPART_SIBL
(3,2),(3,4),-0.000389533 # DEPENDENCYPART_SIBL
(3,2),(3,5),-0.041031 # DEPENDENCYPART_SIBL
(3,2),(3,6),-0.00614619 # DEPENDENCYPART_SIBL
(3,2),(3,7),-0.0106718 # DEPENDENCYPART_SIBL
(3,2),(3,8),-0.041031 # DEPENDENCYPART_SIBL
(3,2),(3,9),-0.0272295 # DEPENDENCYPART_SIBL
(3,2),(3,10),-0.00628274 # DEPENDENCYPART_SIBL
(3,2),(3,11),-0.0106718 # DEPENDENCYPART_SIBL
(3,2),(3,12),-0.00637658 # DEPENDENCYPART_SIBL
(3,2),(3,14),-0.0106718 # DEPENDENCYPART_SIBL
(3,2),(3,15),-0.0106718 # DEPENDENCYPART_SIBL
(3,2),(3,16),-0.00637658 # DEPENDENCYPART_SIBL
(3,2),(3,17),-0.0330187 # DEPENDENCYPART_SIBL
(3,2),(3,18),-0.0106718 # DEPENDENCYPART_SIBL
(3,2),(3,19),-0.0226755 # DEPENDENCYPART_SIBL
(3,2),(3,21),-0.0106718 # DEPENDENCYPART_SIBL
(3,2),(3,22),-0.0147335 # DEPENDENCYPART_SIBL
(3,2),(3,23),0.00695274 # DEPENDENCYPART_SIBL
(3,4),(3,5),-0.0305215 # DEPENDENCYPART_SIBL
(3,4),(3,6),0.0844987 # DEPENDENCYPART_SIBL
(3,4),(3,7),0.0927642 # DEPENDENCYPART_SIBL
(3,4),(3,8),-0.0305215 # DEPENDENCYPART_SIBL
(3,4),(3,9),0.0667953 # DEPENDENCYPART_SIBL
(3,4),(3,10),0.0844707 # DEPENDENCYPART_SIBL
(3,4),(3,11),0.0927642 # DEPENDENCYPART_SIBL
(3,4),(3,12),0.00268792 # DEPENDENCYPART_SIBL
(3,4),(3,14),0.0927642 # DEPENDENCYPART_SIBL
(3,4),(3,15),0.0927642 # DEPENDENCYPART_SIBL
(3,4),(3,16),0.00268792 # DEPENDENCYPART_SIBL
(3,4),(3,17),0.0577623 # DEPENDENCYPART_SIBL
(3,4),(3,18),0.0927642 # DEPENDENCYPART_SIBL
(3,4),(3,19),0.0591822 # DEPENDENCYPART_SIBL
(3,4),(3,21),0.0927642 # DEPENDENCYPART_SIBL
(3,4),(3,22),0.00162598 # DEPENDENCYPART_SIBL
(3,4),(3,23),0.023613 # DEPENDENCYPART_SIBL
(3,5),(3,6),0.040598 # DEPENDENCYPART_SIBL
(3,5),(3,7),0.0316142 # DEPENDENCYPART_SIBL
(3,5),(3,8),0.145957 # DEPENDENCYPART_SIBL
(3,5),(3,9),0.0520116 # DEPENDENCYPART_SIBL
(3,5),(3,10),0.0404858 # DEPENDENCYPART_SIBL
(3,5),(3,11),0.0316142 # DEPENDENCYPART_SIBL
(3,5),(3,12),0.00626865 # DEPENDENCYPART_SIBL
(3,5),(3,14),0.0316142 # DEPENDENCYPART_SIBL
(3,5),(3,15),0.0316142 # DEPENDENCYPART_SIBL
(3,5),(3,16),0.00626865 # DEPENDENCYPART_SIBL
(3,5),(3,17),0.00305343 # DEPENDENCYPART_SIBL
(3,5),(3,18),0.0316142 # DEPENDENCYPART_SIBL
(3,5),(3,19),-0.0260918 # DEPENDENCYPART_SIBL
(3,5),(3,21),0.0316142 # DEPENDENCYPART_SIBL
(3,5),(3,22),0.023115 # DEPENDENCYPART_SIBL
(3,5),(3,23),0.00261462 # DEPENDENCYPART_SIBL
(3,6),(3,7),-0.0236397 # DEPENDENCYPART_SIBL
(3,6),(3,8),-0.0186212 # DEPENDENCYPART_SIBL
(3,6),(3,9),0.00741001 # DEPENDENCYPART_SIBL
(3,6),(3,10),-0.0345586 # DEPENDENCYPART_SIBL
(3,6),(3,11),-0.0236397 # DEPENDENCYPART_SIBL
(3,6),(3,12),-0.000364838 # DEPENDENCYPART_SIBL
(3,6),(3,14),-0.0236397 # DEPENDENCYPART_SIBL
(3,6),(3,15),-0.0236397 # DEPENDENCYPART_SIBL
(3,6),(3,16),-0.000364838 # DEPENDENCYPART_SIBL
(3,6),(3,17),-0.0158794 # DEPENDENCYPART_SIBL
(3,6),(3,18),-0.0236397 # DEPENDENCYPART_SIBL
(3,6),(3,19),-0.0144483 # DEPENDENCYPART_SIBL
(3,6),(3,21),-0.0236397 # DEPENDENCYPART_SIBL
(3,6),(3,22),-0.023711 # DEPENDENCYPART_SIBL
(3,6),(3,23),-0.0109098 # DEPENDENCYPART_SIBL
(3,7),(3,8),0.00623983 # DEPENDENCYPART_SIBL
(3,7),(3,9),0.0358051 # DEPENDENCYPART_SIBL
(3,7),(3,10),0.0262472 # DEPENDENCYPART_SIBL
(3,7),(3,11),-0.0191053 # DEPENDENCYPART_SIBL
(3,7),(3,12),0.0430489 # DEPENDENCYPART_SIBL
(3,7),(3,14),-0.0191053 # DEPENDENCYPART_SIBL
(3,7),(3,15),-0.0191053 # DEPENDENCYPART_SIBL
(3,7),(3,16),0.0430489 # DEPENDENCYPART_SIBL
(3,7),(3,17),0.0404271 # DEPENDENCYPART_SIBL
(3,7),(3,18),-0.0191053 # DEPENDENCYPART_SIBL
(3,7),(3,19),0.0705722 # DEPENDENCYPART_SIBL
(3,7),(3,21),-0.0191053 # DEPENDENCYPART_SIBL
(3,7),(3,22),-0.0105549 # DEPENDENCYPART_SIBL
(3,7),(3,23),-1.62179e-05 # DEPENDENCYPART_SIBL
(3,8),(3,9),0.0520116 # DEPENDENCYPART_SIBL
(3,8),(3,10),0.0404858 # DEPENDENCYPART_SIBL
(3,8),(3,11),0.0316142 # DEPENDENCYPART_SIBL
(3,8),(3,12),0.00626865 # DEPENDENCYPART_SIBL
(3,8),(3,14),0.0316142 # DEPENDENCYPART_SIBL
(3,8),(3,15),0.0316142 # DEPENDENCYPART_SIBL
(3,8),(3,16),0.00626865 # DEPENDENCYPART_SIBL
(3,8),(3,17),0.00305343 # DEPENDENCYPART_SIBL
(3,8),(3,18),0.0316142 # DEPENDENCYPART_SIBL
(3,8),(3,19),-0.0260918 # DEPENDENCYPART_SIBL
(3,8),(3,21),0.0316142 # DEPENDENCYPART_SIBL
(3,8),(3,22),0.023115 # DEPENDENCYPART_SIBL
(3,8),(3,23),0.00261462 # DEPENDENCYPART_SIBL
(3,9),(3,10),-0.00129174 # DEPENDENCYPART_SIBL
(3,9),(3,11),0.0520221 # DEPENDENCYPART_SIBL
(3,9),(3,12),0.0263673 # DEPENDENCYPART_SIBL
(3,9),(3,14),0.0520221 # DEPENDENCYPART_SIBL
(3,9),(3,15),0.0520221 # DEPENDENCYPART_SIBL
(3,9),(3,16),0.0263673 # DEPENDENCYPART_SIBL
(3,9),(3,17),-0.00534678 # DEPENDENCYPART_SIBL
(3,9),(3,18),0.0520221 # DEPENDENCYPART_SIBL
(3,9),(3,19),0.0576149 # DEPENDENCYPART_SIBL
(3,9),(3,21),0.0520221 # DEPENDENCYPART_SIBL
(3,9),(3,22),0.00630962 # DEPENDENCYPART_SIBL
(3,9),(3,23),-0.00660792 # DEPENDENCYPART_SIBL
(3,10),(3,11),-0.0239174 # DEPENDENCYPART_SIBL
(3,10),(3,12),-0.000410948 # DEPENDENCYPART_SIBL
(3,10),(3,14),-0.0239174 # DEPENDENCYPART_SIBL
(3,10),(3,15),-0.0239174 # DEPENDENCYPART_SIBL
(3,10),(3,16),-0.000410948 # DEPENDENCYPART_SIBL
(3,10),(3,17),-0.0158885 # DEPENDENCYPART_SIBL
(3,10),(3,18),-0.0239174 # DEPENDENCYPART_SIBL
(3,10),(3,19),-0.0144494 # DEPENDENCYPART_SIBL
(3,10),(3,21),-0.0239174 # DEPENDENCYPART_SIBL
(3,10),(3,22),-0.0237293 # DEPENDENCYPART_SIBL
(3,10),(3,23),-0.0110597 # DEPENDENCYPART_SIBL
(3,11),(3,12),0.0430489 # DEPENDENCYPART_SIBL
(3,11),(3,14),-0.0191053 # DEPENDENCYPART_SIBL
(3,11),(3,15),-0.0191053 # DEPENDENCYPART_SIBL
(3,11),(3,16),0.0430489 # DEPENDENCYPART_SIBL
(3,11),(3,17),0.0404271 # DEPENDENCYPART_SIBL
(3,11),(3,18),-0.0191053 # DEPENDENCYPART_SIBL
(3,11),(3,19),0.0705722 # DEPENDENCYPART_SIBL
(3,11),(3,21),-0.0191053 # DEPENDENCYPART_SIBL
(3,11),(3,22),-0.0105549 # DEPENDENCYPART_SIBL
(3,11),(3,23),-1.62179e-05 # DEPENDENCYPART_SIBL
(3,12),(3,14),0.07652 # DEPENDENCYPART_SIBL
(3,12),(3,15),0.07652 # DEPENDENCYPART_SIBL
(3,12),(3,16),-0.0129099 # DEPENDENCYPART_SIBL
(3,12),(3,17),0.00832714 # DEPENDENCYPART_SIBL
(3,12),(3,18),0.07652 # DEPENDENCYPART_SIBL
(3,12),(3,19),0.0235503 # DEPENDENCYPART_SIBL
(3,12),(3,21),0.07652 # DEPENDENCYPART_SIBL
(3,12),(3,22),0.212708 # DEPENDENCYPART_SIBL
(3,12),(3,23),0.0489202 # DEPENDENCYPART_SIBL
(3,14),(3,15),-0.0191053 # DEPENDENCYPART_SIBL
(3,14),(3,16),0.0430489 # DEPENDENCYPART_SIBL
(3,14),(3,17),0.0404271 # DEPENDENCYPART_SIBL
(3,14),(3,18),-0.0191053 # DEPENDENCYPART_SIBL
(3,14),(3,19),0.0705722 # DEPENDENCYPART_SIBL
(3,14),(3,21),-0.0191053 # DEPENDENCYPART_SIBL
(3,14),(3,22),-0.0105549 # DEPENDENCYPART_SIBL
(3,14),(3,23),-1.62179e-05 # DEPENDENCYPART_SIBL
(3,15),(3,16),0.0430489 # DEPENDENCYPART_SIBL
(3,15),(3,17),0.0404271 # DEPENDENCYPART_SIBL
(3,15),(3,18),-0.0191053 # DEPENDENCYPART_SIBL
(3,15),(3,19),0.0705722 # DEPENDENCYPART_SIBL
(3,15),(3,21),-0.0191053 # DEPENDENCYPART_SIBL
(3,15),(3,22),-0.0105549 # DEPENDENCYPART_SIBL
(3,15),(3,23),-1.62179e-05 # DEPENDENCYPART_SIBL
(3,16),(3,17),0.00832714 # DEPENDENCYPART_SIBL
(3,16),(3,18),0.07652 # DEPENDENCYPART_SIBL
(3,16),(3,19),0.0235503 # DEPENDENCYPART_SIBL
(3,16),(3,21),0.07652 # DEPENDENCYPART_SIBL
(3,16),(3,22),0.212708 # DEPENDENCYPART_SIBL
(3,16),(3,23),0.0489202 # DEPENDENCYPART_SIBL
(3,17),(3,18),0.00547491 # DEPENDENCYPART_SIBL
(3,17),(3,19),0.0297845 # DEPENDENCYPART_SIBL
(3,17),(3,21),0.00547491 # DEPENDENCYPART_SIBL
(3,17),(3,22),-0.0376757 # DEPENDENCYPART_SIBL
(3,17),(3,23),-0.00931491 # DEPENDENCYPART_SIBL
(3,18),(3,19),0.0705722 # DEPENDENCYPART_SIBL
(3,18),(3,21),-0.0191053 # DEPENDENCYPART_SIBL
(3,18),(3,22),-0.0105549 # DEPENDENCYPART_SIBL
(3,18),(3,23),-1.62179e-05 # DEPENDENCYPART_SIBL
(3,19),(3,21),0.0841891 # DEPENDENCYPART_SIBL
(3,19),(3,22),0.0716325 # DEPENDENCYPART_SIBL
(3,19),(3,23),0.036328 # DEPENDENCYPART_SIBL
(3,21),(3,22),-0.0105549 # DEPENDENCYPART_SIBL
(3,21),(3,23),-1.62179e-05 # DEPENDENCYPART_SIBL
(3,22),(3,23),0.0248605 # DEPENDENCYPART_SIBL
(4,2),(4,3),0.109346 # DEPENDENCYPART_SIBL
(4,2),(4,5),0.0244918 # DEPENDENCYPART_SIBL
(4,2),(4,6),0.108761 # DEPENDENCYPART_SIBL
(4,2),(4,7),0.106616 # DEPENDENCYPART_SIBL
(4,2),(4,8),0.0244918 # DEPENDENCYPART_SIBL
(4,2),(4,11),0.106616 # DEPENDENCYPART_SIBL
(4,2),(4,15),0.106616 # DEPENDENCYPART_SIBL
(4,2),(4,16),-0.00462929 # DEPENDENCYPART_SIBL
(4,2),(4,19),-0.00957142 # DEPENDENCYPART_SIBL
(4,2),(4,22),0.00449178 # DEPENDENCYPART_SIBL
(4,2),(4,23),0.000936853 # DEPENDENCYPART_SIBL
(4,3),(4,5),0.0235408 # DEPENDENCYPART_SIBL
(4,3),(4,6),0.064078 # DEPENDENCYPART_SIBL
(4,3),(4,7),0.101931 # DEPENDENCYPART_SIBL
(4,3),(4,8),0.0235408 # DEPENDENCYPART_SIBL
(4,3),(4,11),0.101931 # DEPENDENCYPART_SIBL
(4,3),(4,15),0.101931 # DEPENDENCYPART_SIBL
(4,3),(4,16),-0.0310196 # DEPENDENCYPART_SIBL
(4,3),(4,19),0.0150882 # DEPENDENCYPART_SIBL
(4,3),(4,22),0.0403697 # DEPENDENCYPART_SIBL
(4,3),(4,23),0.106554 # DEPENDENCYPART_SIBL
(4,5),(4,6),0.0167569 # DEPENDENCYPART_SIBL
(4,5),(4,7),-0.0585823 # DEPENDENCYPART_SIBL
(4,5),(4,8),0.0131563 # DEPENDENCYPART_SIBL
