# _root_ Az érdekvédők továbbra is ragaszkodtak ahhoz , hogy az ÉT még április 9. , a részben helyébe lépő Gazdasági_Tanács összehívása előtt üljön össze .
#goldHeads=2,5,5,5,0,5,5,5,10,22,22,13,21,21,19,18,18,19,20,21,22,6,22,5,
#predictedHeads=2,5,5,5,0,5,5,5,10,13,13,13,5,22,19,18,18,19,20,21,22,6,22,5,
(6,21),-0.795598 # DEPENDENCYPART_ARC
(6,22),1.34366 # DEPENDENCYPART_ARC
(6,23),-0.894757 # DEPENDENCYPART_ARC
(6,24),-1.81069 # DEPENDENCYPART_ARC
(8,2),-1.34959 # DEPENDENCYPART_ARC
(8,3),-1.00156 # DEPENDENCYPART_ARC
(8,4),-0.582529 # DEPENDENCYPART_ARC
(8,5),-1.82065 # DEPENDENCYPART_ARC
(8,6),-0.618835 # DEPENDENCYPART_ARC
(8,7),0.102871 # DEPENDENCYPART_ARC
(8,10),-1.03933 # DEPENDENCYPART_ARC
(8,11),-1.27791 # DEPENDENCYPART_ARC
(8,13),-1.53025 # DEPENDENCYPART_ARC
(8,14),-0.997195 # DEPENDENCYPART_ARC
(8,16),-1.34163 # DEPENDENCYPART_ARC
(8,18),-1.79367 # DEPENDENCYPART_ARC
(8,22),-1.00484 # DEPENDENCYPART_ARC
(8,24),-0.680984 # DEPENDENCYPART_ARC
(10,6),-2.88565 # DEPENDENCYPART_ARC
(10,9),1.39004 # DEPENDENCYPART_ARC
(11,2),-2.07153 # DEPENDENCYPART_ARC
(11,3),-1.48567 # DEPENDENCYPART_ARC
(11,4),-1.21408 # DEPENDENCYPART_ARC
(11,5),-1.34367 # DEPENDENCYPART_ARC
(11,8),-0.864034 # DEPENDENCYPART_ARC
(11,10),-0.400474 # DEPENDENCYPART_ARC
(11,12),-1.25 # DEPENDENCYPART_ARC
(11,13),-1.30038 # DEPENDENCYPART_ARC
(11,14),-1.02157 # DEPENDENCYPART_ARC
(11,16),-1.52726 # DEPENDENCYPART_ARC
(11,19),-2.22167 # DEPENDENCYPART_ARC
(11,21),-1.35511 # DEPENDENCYPART_ARC
(11,22),-1.62248 # DEPENDENCYPART_ARC
(11,24),-2.23778 # DEPENDENCYPART_ARC
(12,6),-2.92957 # DEPENDENCYPART_ARC
(12,7),-1.523 # DEPENDENCYPART_ARC
(12,8),-1.59173 # DEPENDENCYPART_ARC
(12,9),-0.911918 # DEPENDENCYPART_ARC
(12,10),0.279425 # DEPENDENCYPART_ARC
(12,11),-0.593598 # DEPENDENCYPART_ARC
(12,22),-1.93422 # DEPENDENCYPART_ARC
(13,2),-1.56912 # DEPENDENCYPART_ARC
(13,3),-1.88414 # DEPENDENCYPART_ARC
(13,4),-1.17661 # DEPENDENCYPART_ARC
(13,5),-2.11868 # DEPENDENCYPART_ARC
(13,6),-3.16958 # DEPENDENCYPART_ARC
(13,7),-0.697715 # DEPENDENCYPART_ARC
(13,8),-0.951711 # DEPENDENCYPART_ARC
(13,9),-1.06575 # DEPENDENCYPART_ARC
(13,10),0.725964 # DEPENDENCYPART_ARC
(13,11),-0.426308 # DEPENDENCYPART_ARC
(13,12),2.97461 # DEPENDENCYPART_ARC
(13,14),-0.605602 # DEPENDENCYPART_ARC
(13,17),-2.01919 # DEPENDENCYPART_ARC
(13,19),-1.34872 # DEPENDENCYPART_ARC
(13,20),-1.64801 # DEPENDENCYPART_ARC
(13,21),-1.55067 # DEPENDENCYPART_ARC
(13,22),-2.16825 # DEPENDENCYPART_ARC
(13,24),-1.80299 # DEPENDENCYPART_ARC
(15,18),-0.850772 # DEPENDENCYPART_ARC
(16,11),-1.52633 # DEPENDENCYPART_ARC
(16,15),-0.421487 # DEPENDENCYPART_ARC
(16,17),-1.1534 # DEPENDENCYPART_ARC
(16,19),-1.52861 # DEPENDENCYPART_ARC
(16,21),-1.3035 # DEPENDENCYPART_ARC
(17,9),-2.57175 # DEPENDENCYPART_ARC
(17,12),-0.780127 # DEPENDENCYPART_ARC
(17,13),-1.73813 # DEPENDENCYPART_ARC
(17,14),-1.17096 # DEPENDENCYPART_ARC
(17,15),-0.540196 # DEPENDENCYPART_ARC
(17,16),-0.193969 # DEPENDENCYPART_ARC
(17,18),-1.12844 # DEPENDENCYPART_ARC
(17,19),-0.965549 # DEPENDENCYPART_ARC
(17,20),-1.59491 # DEPENDENCYPART_ARC
(17,21),-1.13022 # DEPENDENCYPART_ARC
(18,2),-2.48295 # DEPENDENCYPART_ARC
(18,3),-1.63499 # DEPENDENCYPART_ARC
(18,4),-0.986921 # DEPENDENCYPART_ARC
(18,5),-1.37363 # DEPENDENCYPART_ARC
(18,6),-0.900232 # DEPENDENCYPART_ARC
(18,7),-0.981013 # DEPENDENCYPART_ARC
(18,8),-0.433845 # DEPENDENCYPART_ARC
(18,10),-1.07045 # DEPENDENCYPART_ARC
(18,11),-0.774972 # DEPENDENCYPART_ARC
(18,12),-1.29656 # DEPENDENCYPART_ARC
(18,13),-1.23922 # DEPENDENCYPART_ARC
(18,14),-0.425522 # DEPENDENCYPART_ARC
(18,15),-0.676762 # DEPENDENCYPART_ARC
(18,16),0.727011 # DEPENDENCYPART_ARC
(18,17),1.87368 # DEPENDENCYPART_ARC
(18,19),-0.986118 # DEPENDENCYPART_ARC
(19,9),-1.54336 # DEPENDENCYPART_ARC
(19,10),-2.36254 # DEPENDENCYPART_ARC
(19,12),-2.16742 # DEPENDENCYPART_ARC
(19,15),-0.0199681 # DEPENDENCYPART_ARC
(19,16),-0.550322 # DEPENDENCYPART_ARC
(19,17),-1.11799 # DEPENDENCYPART_ARC
(19,18),1.45534 # DEPENDENCYPART_ARC
(20,6),-3.81711 # DEPENDENCYPART_ARC
(20,7),-0.727658 # DEPENDENCYPART_ARC
(20,9),-2.45727 # DEPENDENCYPART_ARC
(20,10),-1.10954 # DEPENDENCYPART_ARC
(20,11),-1.24259 # DEPENDENCYPART_ARC
(20,12),-0.511925 # DEPENDENCYPART_ARC
(20,13),-1.70219 # DEPENDENCYPART_ARC
(20,14),-0.52638 # DEPENDENCYPART_ARC
(20,15),-0.975491 # DEPENDENCYPART_ARC
(20,16),-0.787559 # DEPENDENCYPART_ARC
(20,17),-1.8375 # DEPENDENCYPART_ARC
(20,18),0.734988 # DEPENDENCYPART_ARC
(20,19),3.13012 # DEPENDENCYPART_ARC
(21,4),-1.35101 # DEPENDENCYPART_ARC
(21,7),-0.821938 # DEPENDENCYPART_ARC
(21,12),-1.3296 # DEPENDENCYPART_ARC
(21,13),-0.848471 # DEPENDENCYPART_ARC
(21,14),-0.48215 # DEPENDENCYPART_ARC
(21,15),-1.07172 # DEPENDENCYPART_ARC
(21,16),-0.784202 # DEPENDENCYPART_ARC
(21,17),-0.160132 # DEPENDENCYPART_ARC
(21,18),-0.508442 # DEPENDENCYPART_ARC
(21,19),0.721107 # DEPENDENCYPART_ARC
(21,20),2.84531 # DEPENDENCYPART_ARC
(22,2),-1.50511 # DEPENDENCYPART_ARC
(22,3),-1.16734 # DEPENDENCYPART_ARC
(22,4),-1.34176 # DEPENDENCYPART_ARC
(22,5),-1.13154 # DEPENDENCYPART_ARC
(22,6),-1.18628 # DEPENDENCYPART_ARC
(22,7),-0.563539 # DEPENDENCYPART_ARC
(22,8),-0.894058 # DEPENDENCYPART_ARC
(22,9),-1.51809 # DEPENDENCYPART_ARC
(22,10),-0.386058 # DEPENDENCYPART_ARC
(22,11),-0.578538 # DEPENDENCYPART_ARC
(22,12),-0.514564 # DEPENDENCYPART_ARC
(22,13),-0.687881 # DEPENDENCYPART_ARC
(22,14),-0.0450767 # DEPENDENCYPART_ARC
(22,15),-1.53441 # DEPENDENCYPART_ARC
(22,16),0.0501985 # DEPENDENCYPART_ARC
(22,17),-0.0825223 # DEPENDENCYPART_ARC
(22,18),-0.619912 # DEPENDENCYPART_ARC
(22,19),0.794487 # DEPENDENCYPART_ARC
(22,20),0.732023 # DEPENDENCYPART_ARC
(22,21),1.77748 # DEPENDENCYPART_ARC
(22,23),1.50611 # DEPENDENCYPART_ARC
(22,24),-0.0318644 # DEPENDENCYPART_ARC
(23,8),-0.777694 # DEPENDENCYPART_ARC
(23,13),-1.30446 # DEPENDENCYPART_ARC
(23,17),-0.884602 # DEPENDENCYPART_ARC
(23,18),-1.15494 # DEPENDENCYPART_ARC
(23,20),-0.598516 # DEPENDENCYPART_ARC
(23,21),-0.65031 # DEPENDENCYPART_ARC
(23,22),-0.00711722 # DEPENDENCYPART_ARC
(23,24),-0.809446 # DEPENDENCYPART_ARC
(0,2),(0,3),-0.05221 # DEPENDENCYPART_SIBL
(0,2),(0,4),-0.102992 # DEPENDENCYPART_SIBL
(0,2),(0,5),-0.107518 # DEPENDENCYPART_SIBL
(0,2),(0,6),-0.0105818 # DEPENDENCYPART_SIBL
(0,2),(0,8),-0.136432 # DEPENDENCYPART_SIBL
(0,2),(0,22),-0.107518 # DEPENDENCYPART_SIBL
(0,2),(0,23),-0.0593823 # DEPENDENCYPART_SIBL
(0,3),(0,4),-0.0898008 # DEPENDENCYPART_SIBL
(0,3),(0,5),-0.115768 # DEPENDENCYPART_SIBL
(0,3),(0,6),-0.0318838 # DEPENDENCYPART_SIBL
(0,3),(0,8),-0.104386 # DEPENDENCYPART_SIBL
(0,3),(0,22),-0.115768 # DEPENDENCYPART_SIBL
(0,3),(0,23),-0.0634037 # DEPENDENCYPART_SIBL
(0,4),(0,5),-0.131863 # DEPENDENCYPART_SIBL
(0,4),(0,6),-0.0286177 # DEPENDENCYPART_SIBL
(0,4),(0,8),-0.131004 # DEPENDENCYPART_SIBL
(0,4),(0,22),-0.131863 # DEPENDENCYPART_SIBL
(0,4),(0,23),-0.0637075 # DEPENDENCYPART_SIBL
(0,5),(0,6),-0.105423 # DEPENDENCYPART_SIBL
(0,5),(0,8),-0.267257 # DEPENDENCYPART_SIBL
(0,5),(0,22),-0.245466 # DEPENDENCYPART_SIBL
(0,5),(0,23),-0.113968 # DEPENDENCYPART_SIBL
(0,6),(0,8),-0.0439881 # DEPENDENCYPART_SIBL
(0,6),(0,22),-0.115099 # DEPENDENCYPART_SIBL
(0,6),(0,23),-0.0320638 # DEPENDENCYPART_SIBL
(0,8),(0,22),-0.130334 # DEPENDENCYPART_SIBL
(0,8),(0,23),-0.086111 # DEPENDENCYPART_SIBL
(0,22),(0,23),-0.113968 # DEPENDENCYPART_SIBL
(2,1),(2,3),-0.0816388 # DEPENDENCYPART_SIBL
(2,1),(2,5),-0.0121052 # DEPENDENCYPART_SIBL
(2,1),(2,24),-0.0202729 # DEPENDENCYPART_SIBL
(2,3),(2,5),0.0281796 # DEPENDENCYPART_SIBL
(2,3),(2,24),0.0791814 # DEPENDENCYPART_SIBL
(2,5),(2,24),0.212083 # DEPENDENCYPART_SIBL
(3,2),(3,4),-0.000624756 # DEPENDENCYPART_SIBL
(3,2),(3,5),0.012461 # DEPENDENCYPART_SIBL
(3,2),(3,11),0.0601327 # DEPENDENCYPART_SIBL
(3,2),(3,22),0.0114819 # DEPENDENCYPART_SIBL
(3,2),(3,24),0.0249384 # DEPENDENCYPART_SIBL
(3,4),(3,5),0.0172107 # DEPENDENCYPART_SIBL
(3,4),(3,11),0.0636496 # DEPENDENCYPART_SIBL
(3,4),(3,22),0.0172107 # DEPENDENCYPART_SIBL
(3,4),(3,24),-0.0397077 # DEPENDENCYPART_SIBL
(3,5),(3,11),0.0836319 # DEPENDENCYPART_SIBL
(3,5),(3,22),0.00371011 # DEPENDENCYPART_SIBL
(3,5),(3,24),0.0559849 # DEPENDENCYPART_SIBL
(3,11),(3,22),0.011484 # DEPENDENCYPART_SIBL
(3,11),(3,24),0.0502852 # DEPENDENCYPART_SIBL
(3,22),(3,24),0.0550685 # DEPENDENCYPART_SIBL
(4,1),(4,2),0.0988317 # DEPENDENCYPART_SIBL
(4,1),(4,3),0.0480825 # DEPENDENCYPART_SIBL
(4,1),(4,5),0.0402781 # DEPENDENCYPART_SIBL
(4,1),(4,6),-0.00932293 # DEPENDENCYPART_SIBL
(4,1),(4,7),0.060226 # DEPENDENCYPART_SIBL
(4,1),(4,8),0.00366902 # DEPENDENCYPART_SIBL
(4,1),(4,21),-0.0312304 # DEPENDENCYPART_SIBL
(4,1),(4,22),0.0402781 # DEPENDENCYPART_SIBL
(4,1),(4,24),0.00733368 # DEPENDENCYPART_SIBL
(4,2),(4,3),0.103248 # DEPENDENCYPART_SIBL
(4,2),(4,5),0.0275128 # DEPENDENCYPART_SIBL
(4,2),(4,6),0.0248464 # DEPENDENCYPART_SIBL
(4,2),(4,7),0.106547 # DEPENDENCYPART_SIBL
(4,2),(4,8),0.0449005 # DEPENDENCYPART_SIBL
(4,2),(4,21),0.000340017 # DEPENDENCYPART_SIBL
(4,2),(4,22),0.0265337 # DEPENDENCYPART_SIBL
(4,2),(4,24),0.0788592 # DEPENDENCYPART_SIBL
(4,3),(4,5),0.0770123 # DEPENDENCYPART_SIBL
(4,3),(4,6),0.0405483 # DEPENDENCYPART_SIBL
(4,3),(4,7),0.119591 # DEPENDENCYPART_SIBL
(4,3),(4,8),0.076597 # DEPENDENCYPART_SIBL
(4,3),(4,21),0.0137264 # DEPENDENCYPART_SIBL
(4,3),(4,22),0.0770123 # DEPENDENCYPART_SIBL
(4,3),(4,24),0.104147 # DEPENDENCYPART_SIBL
(4,5),(4,6),0.0709463 # DEPENDENCYPART_SIBL
(4,5),(4,7),0.106484 # DEPENDENCYPART_SIBL
(4,5),(4,8),-0.0816477 # DEPENDENCYPART_SIBL
(4,5),(4,21),-0.00986168 # DEPENDENCYPART_SIBL
(4,5),(4,22),-0.00112396 # DEPENDENCYPART_SIBL
(4,5),(4,24),0.0593221 # DEPENDENCYPART_SIBL
(4,6),(4,7),-0.00159984 # DEPENDENCYPART_SIBL
(4,6),(4,8),0.0103952 # DEPENDENCYPART_SIBL
(4,6),(4,21),0.00841072 # DEPENDENCYPART_SIBL
(4,6),(4,22),-0.0118175 # DEPENDENCYPART_SIBL
(4,6),(4,24),0.0254384 # DEPENDENCYPART_SIBL
(4,7),(4,8),0.212034 # DEPENDENCYPART_SIBL
(4,7),(4,21),0.0378585 # DEPENDENCYPART_SIBL
(4,7),(4,22),0.335321 # DEPENDENCYPART_SIBL
(4,7),(4,24),0.0480349 # DEPENDENCYPART_SIBL
(4,8),(4,21),-0.0612824 # DEPENDENCYPART_SIBL
(4,8),(4,22),-0.00738851 # DEPENDENCYPART_SIBL
(4,8),(4,24),0.0738869 # DEPENDENCYPART_SIBL
(4,21),(4,22),-0.00639167 # DEPENDENCYPART_SIBL
(4,21),(4,24),0.00671263 # DEPENDENCYPART_SIBL
(4,22),(4,24),0.0584056 # DEPENDENCYPART_SIBL
(5,1),(5,2),-0.0320853 # DEPENDENCYPART_SIBL
(5,1),(5,3),-0.0668528 # DEPENDENCYPART_SIBL
(5,1),(5,4),0.0595493 # DEPENDENCYPART_SIBL
(5,1),(5,6),0.0407543 # DEPENDENCYPART_SIBL
(5,1),(5,7),0.0143556 # DEPENDENCYPART_SIBL
(5,1),(5,8),0.0387964 # DEPENDENCYPART_SIBL
(5,1),(5,9),0.0814325 # DEPENDENCYPART_SIBL
(5,1),(5,10),-0.00346869 # DEPENDENCYPART_SIBL
(5,1),(5,11),-0.0096266 # DEPENDENCYPART_SIBL
(5,1),(5,12),-0.00570117 # DEPENDENCYPART_SIBL
(5,1),(5,13),-0.00346869 # DEPENDENCYPART_SIBL
(5,1),(5,14),0.0143556 # DEPENDENCYPART_SIBL
(5,1),(5,16),-0.00770725 # DEPENDENCYPART_SIBL
(5,1),(5,17),-0.00216383 # DEPENDENCYPART_SIBL
(5,1),(5,18),0.0140086 # DEPENDENCYPART_SIBL
(5,1),(5,19),-0.00346869 # DEPENDENCYPART_SIBL
(5,1),(5,20),-0.00346869 # DEPENDENCYPART_SIBL
(5,1),(5,21),0.0145909 # DEPENDENCYPART_SIBL
(5,1),(5,22),-0.0233203 # DEPENDENCYPART_SIBL
(5,1),(5,23),0.0165673 # DEPENDENCYPART_SIBL
(5,1),(5,24),0.0151941 # DEPENDENCYPART_SIBL
(5,2),(5,3),0.0108742 # DEPENDENCYPART_SIBL
(5,2),(5,4),0.0881179 # DEPENDENCYPART_SIBL
(5,2),(5,6),0.036647 # DEPENDENCYPART_SIBL
(5,2),(5,7),0.00100856 # DEPENDENCYPART_SIBL
(5,2),(5,8),0.00521118 # DEPENDENCYPART_SIBL
(5,2),(5,9),-0.0240754 # DEPENDENCYPART_SIBL
(5,2),(5,10),-0.00751769 # DEPENDENCYPART_SIBL
(5,2),(5,11),0.00276458 # DEPENDENCYPART_SIBL
(5,2),(5,12),-0.0136305 # DEPENDENCYPART_SIBL
(5,2),(5,13),-0.00751769 # DEPENDENCYPART_SIBL
(5,2),(5,14),0.00100856 # DEPENDENCYPART_SIBL
(5,2),(5,16),-0.0121506 # DEPENDENCYPART_SIBL
(5,2),(5,17),-0.00306469 # DEPENDENCYPART_SIBL
(5,2),(5,18),-0.00298266 # DEPENDENCYPART_SIBL
(5,2),(5,19),-0.00751769 # DEPENDENCYPART_SIBL
(5,2),(5,20),-0.00751769 # DEPENDENCYPART_SIBL
(5,2),(5,21),-0.00112014 # DEPENDENCYPART_SIBL
(5,2),(5,22),-0.0125344 # DEPENDENCYPART_SIBL
(5,2),(5,23),0.0230119 # DEPENDENCYPART_SIBL
(5,2),(5,24),0.00955648 # DEPENDENCYPART_SIBL
(5,3),(5,4),0.210946 # DEPENDENCYPART_SIBL
(5,3),(5,6),0.0330333 # DEPENDENCYPART_SIBL
(5,3),(5,7),-0.00338069 # DEPENDENCYPART_SIBL
(5,3),(5,8),0.0335054 # DEPENDENCYPART_SIBL
(5,3),(5,9),-0.0211886 # DEPENDENCYPART_SIBL
(5,3),(5,10),0.010821 # DEPENDENCYPART_SIBL
(5,3),(5,11),-0.017751 # DEPENDENCYPART_SIBL
(5,3),(5,12),0.0083325 # DEPENDENCYPART_SIBL
(5,3),(5,13),0.010821 # DEPENDENCYPART_SIBL
(5,3),(5,14),-0.00338069 # DEPENDENCYPART_SIBL
(5,3),(5,16),-0.00315055 # DEPENDENCYPART_SIBL
(5,3),(5,17),0.0102655 # DEPENDENCYPART_SIBL
(5,3),(5,18),0.00785478 # DEPENDENCYPART_SIBL
(5,3),(5,19),0.010821 # DEPENDENCYPART_SIBL
(5,3),(5,20),0.010821 # DEPENDENCYPART_SIBL
(5,3),(5,21),-0.0100397 # DEPENDENCYPART_SIBL
(5,3),(5,22),-0.0258543 # DEPENDENCYPART_SIBL
(5,3),(5,23),0.0439112 # DEPENDENCYPART_SIBL
(5,3),(5,24),0.0157806 # DEPENDENCYPART_SIBL
(5,4),(5,6),0.0210497 # DEPENDENCYPART_SIBL
(5,4),(5,7),0.0240768 # DEPENDENCYPART_SIBL
(5,4),(5,8),0.0598967 # DEPENDENCYPART_SIBL
(5,4),(5,9),0.0135674 # DEPENDENCYPART_SIBL
(5,4),(5,10),-0.0435696 # DEPENDENCYPART_SIBL
(5,4),(5,11),-0.0254887 # DEPENDENCYPART_SIBL
(5,4),(5,12),-0.0458104 # DEPENDENCYPART_SIBL
(5,4),(5,13),-0.0435696 # DEPENDENCYPART_SIBL
(5,4),(5,14),0.0240768 # DEPENDENCYPART_SIBL
(5,4),(5,16),-0.0315737 # DEPENDENCYPART_SIBL
(5,4),(5,17),-0.043828 # DEPENDENCYPART_SIBL
(5,4),(5,18),-0.0353739 # DEPENDENCYPART_SIBL
(5,4),(5,19),-0.0435696 # DEPENDENCYPART_SIBL
(5,4),(5,20),-0.0435696 # DEPENDENCYPART_SIBL
(5,4),(5,21),-0.0183077 # DEPENDENCYPART_SIBL
(5,4),(5,22),-0.00246474 # DEPENDENCYPART_SIBL
(5,4),(5,23),0.00332743 # DEPENDENCYPART_SIBL
(5,4),(5,24),0.0290592 # DEPENDENCYPART_SIBL
(5,6),(5,7),0.0456106 # DEPENDENCYPART_SIBL
(5,6),(5,8),0.178602 # DEPENDENCYPART_SIBL
(5,6),(5,9),0.0480314 # DEPENDENCYPART_SIBL
(5,6),(5,10),0.0068551 # DEPENDENCYPART_SIBL
(5,6),(5,11),0.0478816 # DEPENDENCYPART_SIBL
(5,6),(5,12),0.00407703 # DEPENDENCYPART_SIBL
(5,6),(5,13),0.0068551 # DEPENDENCYPART_SIBL
(5,6),(5,14),0.0456106 # DEPENDENCYPART_SIBL
(5,6),(5,16),0.0354253 # DEPENDENCYPART_SIBL
(5,6),(5,17),0.006218 # DEPENDENCYPART_SIBL
(5,6),(5,18),0.0729044 # DEPENDENCYPART_SIBL
(5,6),(5,19),0.0068551 # DEPENDENCYPART_SIBL
(5,6),(5,20),0.0068551 # DEPENDENCYPART_SIBL
(5,6),(5,21),-0.000848344 # DEPENDENCYPART_SIBL
(5,6),(5,22),-0.0404156 # DEPENDENCYPART_SIBL
(5,6),(5,23),0.0335837 # DEPENDENCYPART_SIBL
(5,6),(5,24),0.01932 # DEPENDENCYPART_SIBL
(5,7),(5,8),0.827542 # DEPENDENCYPART_SIBL
(5,7),(5,9),0.073183 # DEPENDENCYPART_SIBL
(5,7),(5,10),0.0785945 # DEPENDENCYPART_SIBL
(5,7),(5,11),0.0949011 # DEPENDENCYPART_SIBL
(5,7),(5,12),0.0755073 # DEPENDENCYPART_SIBL
(5,7),(5,13),0.0785945 # DEPENDENCYPART_SIBL
(5,7),(5,14),-0.00660386 # DEPENDENCYPART_SIBL
(5,7),(5,16),0.0981849 # DEPENDENCYPART_SIBL
(5,7),(5,17),0.0779227 # DEPENDENCYPART_SIBL
(5,7),(5,18),0.062573 # DEPENDENCYPART_SIBL
(5,7),(5,19),0.0785945 # DEPENDENCYPART_SIBL
(5,7),(5,20),0.0785945 # DEPENDENCYPART_SIBL
(5,7),(5,21),-0.0336537 # DEPENDENCYPART_SIBL
(5,7),(5,22),0.196636 # DEPENDENCYPART_SIBL
(5,7),(5,23),0.0945462 # DEPENDENCYPART_SIBL
(5,7),(5,24),0.0508839 # DEPENDENCYPART_SIBL
(5,8),(5,9),0.0576435 # DEPENDENCYPART_SIBL
(5,8),(5,10),-0.01239 # DEPENDENCYPART_SIBL
(5,8),(5,11),0.022222 # DEPENDENCYPART_SIBL
(5,8),(5,12),-0.0155062 # DEPENDENCYPART_SIBL
(5,8),(5,13),-0.01239 # DEPENDENCYPART_SIBL
(5,8),(5,14),-0.0308095 # DEPENDENCYPART_SIBL
(5,8),(5,16),0.0260351 # DEPENDENCYPART_SIBL
(5,8),(5,17),-0.0130271 # DEPENDENCYPART_SIBL
(5,8),(5,18),0.0840629 # DEPENDENCYPART_SIBL
(5,8),(5,19),-0.01239 # DEPENDENCYPART_SIBL
(5,8),(5,20),-0.01239 # DEPENDENCYPART_SIBL
(5,8),(5,21),-0.0731345 # DEPENDENCYPART_SIBL
(5,8),(5,22),0.110167 # DEPENDENCYPART_SIBL
(5,8),(5,23),0.0227146 # DEPENDENCYPART_SIBL
(5,8),(5,24),0.125668 # DEPENDENCYPART_SIBL
(5,9),(5,10),0.0520221 # DEPENDENCYPART_SIBL
(5,9),(5,11),0.0120733 # DEPENDENCYPART_SIBL
(5,9),(5,12),0.0492375 # DEPENDENCYPART_SIBL
(5,9),(5,13),0.0520221 # DEPENDENCYPART_SIBL
(5,9),(5,14),0.0305988 # DEPENDENCYPART_SIBL
(5,9),(5,16),0.010091 # DEPENDENCYPART_SIBL
(5,9),(5,17),0.051385 # DEPENDENCYPART_SIBL
(5,9),(5,18),-0.00126419 # DEPENDENCYPART_SIBL
(5,9),(5,19),0.0520221 # DEPENDENCYPART_SIBL
(5,9),(5,20),0.0520221 # DEPENDENCYPART_SIBL
(5,9),(5,21),-0.0112461 # DEPENDENCYPART_SIBL
(5,9),(5,22),0.000230988 # DEPENDENCYPART_SIBL
(5,9),(5,23),0.00829054 # DEPENDENCYPART_SIBL
