# _root_ A reaktor felhasználási lehetőségei ez évtől kiteljesednek , ugyanis hamarosan üzembe helyezik az úgynevezett hidegneutron forrást , amely tulajdonképpen egy reaktorba helyezett hidrogéncella .
#goldHeads=2,4,4,7,6,7,9,9,0,12,12,9,16,16,16,12,12,12,12,23,22,23,12,9,
#predictedHeads=2,4,4,7,6,7,9,9,0,12,12,9,15,15,16,12,12,19,12,21,22,23,19,9,
(5,23),-1.42556 # DEPENDENCYPART_ARC
(5,24),-2.20096 # DEPENDENCYPART_ARC
(6,1),-1.17652 # DEPENDENCYPART_ARC
(6,2),-1.7322 # DEPENDENCYPART_ARC
(6,3),-0.486728 # DEPENDENCYPART_ARC
(6,4),-1.53756 # DEPENDENCYPART_ARC
(6,5),1.53502 # DEPENDENCYPART_ARC
(6,8),-1.04431 # DEPENDENCYPART_ARC
(6,9),-1.29 # DEPENDENCYPART_ARC
(6,12),-1.74984 # DEPENDENCYPART_ARC
(6,24),-1.74702 # DEPENDENCYPART_ARC
(7,1),-1.36182 # DEPENDENCYPART_ARC
(7,2),-0.209376 # DEPENDENCYPART_ARC
(7,3),-0.738252 # DEPENDENCYPART_ARC
(7,4),1.6167 # DEPENDENCYPART_ARC
(7,5),0.654632 # DEPENDENCYPART_ARC
(7,6),2.59814 # DEPENDENCYPART_ARC
(7,8),0.131377 # DEPENDENCYPART_ARC
(7,9),-0.306544 # DEPENDENCYPART_ARC
(7,10),-0.854085 # DEPENDENCYPART_ARC
(7,11),-0.988941 # DEPENDENCYPART_ARC
(7,12),0.0598841 # DEPENDENCYPART_ARC
(7,13),-2.58291 # DEPENDENCYPART_ARC
(7,14),-1.95874 # DEPENDENCYPART_ARC
(7,15),-2.39917 # DEPENDENCYPART_ARC
(7,16),-1.77822 # DEPENDENCYPART_ARC
(7,17),-0.53616 # DEPENDENCYPART_ARC
(7,18),-2.59464 # DEPENDENCYPART_ARC
(7,19),-1.96548 # DEPENDENCYPART_ARC
(7,21),-3.17153 # DEPENDENCYPART_ARC
(7,23),-2.93876 # DEPENDENCYPART_ARC
(7,24),-1.07113 # DEPENDENCYPART_ARC
(9,2),-2.1168 # DEPENDENCYPART_ARC
(9,3),-1.97464 # DEPENDENCYPART_ARC
(9,4),-1.96649 # DEPENDENCYPART_ARC
(9,5),-1.9217 # DEPENDENCYPART_ARC
(9,6),-1.69215 # DEPENDENCYPART_ARC
(9,7),0.556272 # DEPENDENCYPART_ARC
(9,8),0.275387 # DEPENDENCYPART_ARC
(9,10),-1.02318 # DEPENDENCYPART_ARC
(9,11),-1.25212 # DEPENDENCYPART_ARC
(9,12),-0.0920906 # DEPENDENCYPART_ARC
(9,14),-1.43968 # DEPENDENCYPART_ARC
(9,15),-1.64817 # DEPENDENCYPART_ARC
(9,16),-1.79231 # DEPENDENCYPART_ARC
(9,17),-0.837406 # DEPENDENCYPART_ARC
(9,19),-1.63073 # DEPENDENCYPART_ARC
(9,21),-2.24746 # DEPENDENCYPART_ARC
(9,22),-1.73193 # DEPENDENCYPART_ARC
(9,23),-2.20337 # DEPENDENCYPART_ARC
(9,24),-0.239813 # DEPENDENCYPART_ARC
(10,4),-1.79218 # DEPENDENCYPART_ARC
(10,7),-1.0844 # DEPENDENCYPART_ARC
(10,8),-1.23311 # DEPENDENCYPART_ARC
(10,9),-0.443999 # DEPENDENCYPART_ARC
(10,11),-1.08822 # DEPENDENCYPART_ARC
(10,12),-1.13768 # DEPENDENCYPART_ARC
(10,14),-1.40881 # DEPENDENCYPART_ARC
(10,15),-1.67629 # DEPENDENCYPART_ARC
(10,16),-1.72031 # DEPENDENCYPART_ARC
(10,17),-1.2253 # DEPENDENCYPART_ARC
(10,19),-1.47168 # DEPENDENCYPART_ARC
(10,23),-2.34668 # DEPENDENCYPART_ARC
(10,24),-1.68139 # DEPENDENCYPART_ARC
(11,4),-3.97101 # DEPENDENCYPART_ARC
(11,5),-1.99806 # DEPENDENCYPART_ARC
(11,7),-2.35907 # DEPENDENCYPART_ARC
(11,8),-0.737636 # DEPENDENCYPART_ARC
(11,9),-0.311989 # DEPENDENCYPART_ARC
(11,10),-0.113442 # DEPENDENCYPART_ARC
(11,15),-1.65239 # DEPENDENCYPART_ARC
(11,16),-1.88405 # DEPENDENCYPART_ARC
(11,17),-0.856785 # DEPENDENCYPART_ARC
(11,19),-1.72696 # DEPENDENCYPART_ARC
(11,21),-2.44493 # DEPENDENCYPART_ARC
(11,23),-2.45728 # DEPENDENCYPART_ARC
(11,24),-1.50358 # DEPENDENCYPART_ARC
(12,2),-1.5479 # DEPENDENCYPART_ARC
(12,3),-2.0419 # DEPENDENCYPART_ARC
(12,4),-0.272569 # DEPENDENCYPART_ARC
(12,5),-1.49165 # DEPENDENCYPART_ARC
(12,6),-0.346848 # DEPENDENCYPART_ARC
(12,7),-0.603974 # DEPENDENCYPART_ARC
(12,8),-0.328816 # DEPENDENCYPART_ARC
(12,9),0.320222 # DEPENDENCYPART_ARC
(12,10),1.34714 # DEPENDENCYPART_ARC
(12,11),1.52786 # DEPENDENCYPART_ARC
(12,13),-0.990576 # DEPENDENCYPART_ARC
(12,14),-0.0989019 # DEPENDENCYPART_ARC
(12,15),0.146123 # DEPENDENCYPART_ARC
(12,16),1.87019 # DEPENDENCYPART_ARC
(12,17),0.765533 # DEPENDENCYPART_ARC
(12,18),-1.47339 # DEPENDENCYPART_ARC
(12,19),-0.701928 # DEPENDENCYPART_ARC
(12,21),-1.18864 # DEPENDENCYPART_ARC
(12,22),-1.47097 # DEPENDENCYPART_ARC
(12,23),-0.820422 # DEPENDENCYPART_ARC
(12,24),-0.507074 # DEPENDENCYPART_ARC
(13,14),-0.541706 # DEPENDENCYPART_ARC
(14,10),-1.59423 # DEPENDENCYPART_ARC
(14,11),-1.22444 # DEPENDENCYPART_ARC
(14,13),-0.421376 # DEPENDENCYPART_ARC
(15,5),-1.72903 # DEPENDENCYPART_ARC
(15,7),-2.04928 # DEPENDENCYPART_ARC
(15,8),-1.41945 # DEPENDENCYPART_ARC
(15,9),-1.0112 # DEPENDENCYPART_ARC
(15,10),-1.44612 # DEPENDENCYPART_ARC
(15,11),-2.41104 # DEPENDENCYPART_ARC
(15,13),1.09076 # DEPENDENCYPART_ARC
(15,14),2.14524 # DEPENDENCYPART_ARC
(15,16),-1.48657 # DEPENDENCYPART_ARC
(15,23),-2.03925 # DEPENDENCYPART_ARC
(16,2),-3.28743 # DEPENDENCYPART_ARC
(16,4),-3.99528 # DEPENDENCYPART_ARC
(16,5),-1.8584 # DEPENDENCYPART_ARC
(16,6),-3.59568 # DEPENDENCYPART_ARC
(16,7),-2.71264 # DEPENDENCYPART_ARC
(16,8),-1.01502 # DEPENDENCYPART_ARC
(16,9),-0.747997 # DEPENDENCYPART_ARC
(16,10),-1.38496 # DEPENDENCYPART_ARC
(16,11),-2.41449 # DEPENDENCYPART_ARC
(16,13),0.235249 # DEPENDENCYPART_ARC
(16,14),0.967562 # DEPENDENCYPART_ARC
(16,15),1.84056 # DEPENDENCYPART_ARC
(16,17),-0.536348 # DEPENDENCYPART_ARC
(16,18),-1.75256 # DEPENDENCYPART_ARC
(16,19),-1.53565 # DEPENDENCYPART_ARC
(16,21),-2.2061 # DEPENDENCYPART_ARC
(16,23),-2.16233 # DEPENDENCYPART_ARC
(16,24),-1.48555 # DEPENDENCYPART_ARC
(18,21),-1.13861 # DEPENDENCYPART_ARC
(18,22),-1.14823 # DEPENDENCYPART_ARC
(18,23),-1.12504 # DEPENDENCYPART_ARC
(19,7),-1.91077 # DEPENDENCYPART_ARC
(19,11),-2.02329 # DEPENDENCYPART_ARC
(19,12),-1.78314 # DEPENDENCYPART_ARC
(19,15),-1.68515 # DEPENDENCYPART_ARC
(19,16),-1.55476 # DEPENDENCYPART_ARC
(19,17),-1.62395 # DEPENDENCYPART_ARC
(19,18),-0.621166 # DEPENDENCYPART_ARC
(19,21),-0.696844 # DEPENDENCYPART_ARC
(19,22),-0.884519 # DEPENDENCYPART_ARC
(19,23),-0.833523 # DEPENDENCYPART_ARC
(19,24),-0.778752 # DEPENDENCYPART_ARC
(21,13),-1.75713 # DEPENDENCYPART_ARC
(21,18),-1.53921 # DEPENDENCYPART_ARC
(21,19),-0.925767 # DEPENDENCYPART_ARC
(21,20),1.82256 # DEPENDENCYPART_ARC
(22,2),-2.48262 # DEPENDENCYPART_ARC
(22,10),-1.84616 # DEPENDENCYPART_ARC
(22,11),-1.69989 # DEPENDENCYPART_ARC
(22,14),-1.71718 # DEPENDENCYPART_ARC
(22,15),-1.83515 # DEPENDENCYPART_ARC
(22,16),-1.01034 # DEPENDENCYPART_ARC
(22,17),-1.06716 # DEPENDENCYPART_ARC
(22,18),-1.2395 # DEPENDENCYPART_ARC
(22,19),-0.679368 # DEPENDENCYPART_ARC
(22,20),-0.544654 # DEPENDENCYPART_ARC
(22,21),1.74019 # DEPENDENCYPART_ARC
(23,9),-0.746921 # DEPENDENCYPART_ARC
(23,10),-1.34439 # DEPENDENCYPART_ARC
(23,13),-0.871273 # DEPENDENCYPART_ARC
(23,14),-1.00929 # DEPENDENCYPART_ARC
(23,15),-1.77414 # DEPENDENCYPART_ARC
(23,16),-3.57062 # DEPENDENCYPART_ARC
(23,17),-1.03167 # DEPENDENCYPART_ARC
(23,18),-0.939841 # DEPENDENCYPART_ARC
(23,19),-0.694735 # DEPENDENCYPART_ARC
(23,20),0.58133 # DEPENDENCYPART_ARC
(23,21),-0.0202252 # DEPENDENCYPART_ARC
(23,22),2.59566 # DEPENDENCYPART_ARC
(0,2),(0,4),-0.0661097 # DEPENDENCYPART_SIBL
(0,2),(0,5),-0.0152673 # DEPENDENCYPART_SIBL
(0,2),(0,6),-0.0661097 # DEPENDENCYPART_SIBL
(0,2),(0,7),-0.10936 # DEPENDENCYPART_SIBL
(0,2),(0,9),-0.126509 # DEPENDENCYPART_SIBL
(0,2),(0,12),-0.10936 # DEPENDENCYPART_SIBL
(0,4),(0,5),-0.0152673 # DEPENDENCYPART_SIBL
(0,4),(0,6),-0.0661097 # DEPENDENCYPART_SIBL
(0,4),(0,7),-0.107518 # DEPENDENCYPART_SIBL
(0,4),(0,9),-0.125115 # DEPENDENCYPART_SIBL
(0,4),(0,12),-0.107518 # DEPENDENCYPART_SIBL
(0,5),(0,6),-0.033656 # DEPENDENCYPART_SIBL
(0,5),(0,7),-0.109938 # DEPENDENCYPART_SIBL
(0,5),(0,9),-0.0957437 # DEPENDENCYPART_SIBL
(0,5),(0,12),-0.109938 # DEPENDENCYPART_SIBL
(0,6),(0,7),-0.107518 # DEPENDENCYPART_SIBL
(0,6),(0,9),-0.125115 # DEPENDENCYPART_SIBL
(0,6),(0,12),-0.107518 # DEPENDENCYPART_SIBL
(0,7),(0,9),-0.22103 # DEPENDENCYPART_SIBL
(0,7),(0,12),-0.245466 # DEPENDENCYPART_SIBL
(0,9),(0,12),-0.12065 # DEPENDENCYPART_SIBL
(2,1),(2,4),-0.0033197 # DEPENDENCYPART_SIBL
(2,1),(2,6),-0.00331972 # DEPENDENCYPART_SIBL
(2,1),(2,12),0.00861766 # DEPENDENCYPART_SIBL
(2,4),(2,6),0.00471367 # DEPENDENCYPART_SIBL
(2,4),(2,12),0.0582159 # DEPENDENCYPART_SIBL
(2,6),(2,12),0.0582158 # DEPENDENCYPART_SIBL
(3,1),(3,2),0.0679518 # DEPENDENCYPART_SIBL
(3,1),(3,12),-0.00548556 # DEPENDENCYPART_SIBL
(3,2),(3,12),0.0108345 # DEPENDENCYPART_SIBL
(4,1),(4,2),0.0129961 # DEPENDENCYPART_SIBL
(4,1),(4,3),0.156732 # DEPENDENCYPART_SIBL
(4,1),(4,6),-0.00331963 # DEPENDENCYPART_SIBL
(4,1),(4,7),0.0086177 # DEPENDENCYPART_SIBL
(4,1),(4,8),-0.00907785 # DEPENDENCYPART_SIBL
(4,1),(4,12),0.0086177 # DEPENDENCYPART_SIBL
(4,1),(4,24),-0.0285178 # DEPENDENCYPART_SIBL
(4,2),(4,3),0.0550426 # DEPENDENCYPART_SIBL
(4,2),(4,6),0.00335782 # DEPENDENCYPART_SIBL
(4,2),(4,7),0.00764249 # DEPENDENCYPART_SIBL
(4,2),(4,8),-0.00283866 # DEPENDENCYPART_SIBL
(4,2),(4,12),0.00764249 # DEPENDENCYPART_SIBL
(4,2),(4,24),0.0397175 # DEPENDENCYPART_SIBL
(4,3),(4,6),-0.00411381 # DEPENDENCYPART_SIBL
(4,3),(4,7),-0.0400735 # DEPENDENCYPART_SIBL
(4,3),(4,8),-0.0329118 # DEPENDENCYPART_SIBL
(4,3),(4,12),-0.0400735 # DEPENDENCYPART_SIBL
(4,3),(4,24),-0.00425058 # DEPENDENCYPART_SIBL
(4,6),(4,7),0.0582158 # DEPENDENCYPART_SIBL
(4,6),(4,8),0.103086 # DEPENDENCYPART_SIBL
(4,6),(4,12),0.0582158 # DEPENDENCYPART_SIBL
(4,6),(4,24),0.0485647 # DEPENDENCYPART_SIBL
(4,7),(4,8),0.169079 # DEPENDENCYPART_SIBL
(4,7),(4,12),0.0510458 # DEPENDENCYPART_SIBL
(4,7),(4,24),0.211166 # DEPENDENCYPART_SIBL
(4,8),(4,12),0.425607 # DEPENDENCYPART_SIBL
(4,8),(4,24),0.0787788 # DEPENDENCYPART_SIBL
(4,12),(4,24),0.211166 # DEPENDENCYPART_SIBL
(5,2),(5,3),0.091248 # DEPENDENCYPART_SIBL
(5,2),(5,4),0.0855371 # DEPENDENCYPART_SIBL
(5,2),(5,6),0.00777789 # DEPENDENCYPART_SIBL
(5,2),(5,7),-0.000796384 # DEPENDENCYPART_SIBL
(5,2),(5,8),0.0186307 # DEPENDENCYPART_SIBL
(5,2),(5,9),-0.0354219 # DEPENDENCYPART_SIBL
(5,2),(5,10),-0.0180138 # DEPENDENCYPART_SIBL
(5,2),(5,11),0.00777578 # DEPENDENCYPART_SIBL
(5,2),(5,12),-0.000796384 # DEPENDENCYPART_SIBL
(5,2),(5,14),0.0312179 # DEPENDENCYPART_SIBL
(5,2),(5,15),0.00777756 # DEPENDENCYPART_SIBL
(5,2),(5,16),0.00681126 # DEPENDENCYPART_SIBL
(5,2),(5,17),0.0186307 # DEPENDENCYPART_SIBL
(5,2),(5,18),-0.0176631 # DEPENDENCYPART_SIBL
(5,2),(5,19),-0.0183808 # DEPENDENCYPART_SIBL
(5,2),(5,21),0.00778374 # DEPENDENCYPART_SIBL
(5,2),(5,22),0.0335251 # DEPENDENCYPART_SIBL
(5,2),(5,23),0.00778374 # DEPENDENCYPART_SIBL
(5,2),(5,24),0.0687344 # DEPENDENCYPART_SIBL
(5,3),(5,4),0.098189 # DEPENDENCYPART_SIBL
(5,3),(5,6),-0.00139614 # DEPENDENCYPART_SIBL
(5,3),(5,7),-0.0218641 # DEPENDENCYPART_SIBL
(5,3),(5,8),-0.00815992 # DEPENDENCYPART_SIBL
(5,3),(5,9),-0.0310365 # DEPENDENCYPART_SIBL
(5,3),(5,10),-0.0311567 # DEPENDENCYPART_SIBL
(5,3),(5,11),-0.00139941 # DEPENDENCYPART_SIBL
(5,3),(5,12),-0.0218641 # DEPENDENCYPART_SIBL
(5,3),(5,14),-0.00364568 # DEPENDENCYPART_SIBL
(5,3),(5,15),-0.00139604 # DEPENDENCYPART_SIBL
(5,3),(5,16),-0.00140112 # DEPENDENCYPART_SIBL
(5,3),(5,17),-0.00815992 # DEPENDENCYPART_SIBL
(5,3),(5,18),-0.0211673 # DEPENDENCYPART_SIBL
(5,3),(5,19),-0.0316774 # DEPENDENCYPART_SIBL
(5,3),(5,21),-0.00139604 # DEPENDENCYPART_SIBL
(5,3),(5,22),-0.00362792 # DEPENDENCYPART_SIBL
(5,3),(5,23),-0.00139604 # DEPENDENCYPART_SIBL
(5,3),(5,24),0.0376814 # DEPENDENCYPART_SIBL
(5,4),(5,6),0.00779289 # DEPENDENCYPART_SIBL
(5,4),(5,7),-0.000780684 # DEPENDENCYPART_SIBL
(5,4),(5,8),0.0186309 # DEPENDENCYPART_SIBL
(5,4),(5,9),-0.0354218 # DEPENDENCYPART_SIBL
(5,4),(5,10),-0.0180135 # DEPENDENCYPART_SIBL
(5,4),(5,11),0.00779078 # DEPENDENCYPART_SIBL
(5,4),(5,12),-0.000780684 # DEPENDENCYPART_SIBL
(5,4),(5,14),0.0312184 # DEPENDENCYPART_SIBL
(5,4),(5,15),0.00779256 # DEPENDENCYPART_SIBL
(5,4),(5,16),0.00682626 # DEPENDENCYPART_SIBL
(5,4),(5,17),0.0186309 # DEPENDENCYPART_SIBL
(5,4),(5,18),-0.017663 # DEPENDENCYPART_SIBL
(5,4),(5,19),-0.0183805 # DEPENDENCYPART_SIBL
(5,4),(5,21),0.00779874 # DEPENDENCYPART_SIBL
(5,4),(5,22),0.0335255 # DEPENDENCYPART_SIBL
(5,4),(5,23),0.00779874 # DEPENDENCYPART_SIBL
(5,4),(5,24),0.070699 # DEPENDENCYPART_SIBL
(5,6),(5,7),0.017729 # DEPENDENCYPART_SIBL
(5,6),(5,8),0.0290871 # DEPENDENCYPART_SIBL
(5,6),(5,9),0.00220567 # DEPENDENCYPART_SIBL
(5,6),(5,10),0.0330411 # DEPENDENCYPART_SIBL
(5,6),(5,11),-0.00861546 # DEPENDENCYPART_SIBL
(5,6),(5,12),0.017729 # DEPENDENCYPART_SIBL
(5,6),(5,14),0.0937908 # DEPENDENCYPART_SIBL
(5,6),(5,15),-0.00860879 # DEPENDENCYPART_SIBL
(5,6),(5,16),-0.00888364 # DEPENDENCYPART_SIBL
(5,6),(5,17),0.0290871 # DEPENDENCYPART_SIBL
(5,6),(5,18),0.00645335 # DEPENDENCYPART_SIBL
(5,6),(5,19),0.0338491 # DEPENDENCYPART_SIBL
(5,6),(5,21),-0.00860879 # DEPENDENCYPART_SIBL
(5,6),(5,22),0.0933156 # DEPENDENCYPART_SIBL
(5,6),(5,23),-0.00860879 # DEPENDENCYPART_SIBL
(5,6),(5,24),0.0936717 # DEPENDENCYPART_SIBL
(5,7),(5,8),0.0335284 # DEPENDENCYPART_SIBL
(5,7),(5,9),0.0193648 # DEPENDENCYPART_SIBL
(5,7),(5,10),-0.00212935 # DEPENDENCYPART_SIBL
(5,7),(5,11),-0.0170169 # DEPENDENCYPART_SIBL
(5,7),(5,12),0.0140118 # DEPENDENCYPART_SIBL
(5,7),(5,14),-0.00368442 # DEPENDENCYPART_SIBL
(5,7),(5,15),-0.0170169 # DEPENDENCYPART_SIBL
(5,7),(5,16),-0.0170169 # DEPENDENCYPART_SIBL
(5,7),(5,17),0.0335284 # DEPENDENCYPART_SIBL
(5,7),(5,18),-0.00872449 # DEPENDENCYPART_SIBL
(5,7),(5,19),-0.00213753 # DEPENDENCYPART_SIBL
(5,7),(5,21),-0.0170169 # DEPENDENCYPART_SIBL
(5,7),(5,22),-0.00397757 # DEPENDENCYPART_SIBL
(5,7),(5,23),-0.0170169 # DEPENDENCYPART_SIBL
(5,7),(5,24),0.00947004 # DEPENDENCYPART_SIBL
(5,8),(5,9),0.0643565 # DEPENDENCYPART_SIBL
(5,8),(5,10),-0.00536806 # DEPENDENCYPART_SIBL
(5,8),(5,11),-0.0441151 # DEPENDENCYPART_SIBL
(5,8),(5,12),0.0916223 # DEPENDENCYPART_SIBL
(5,8),(5,14),-0.00890144 # DEPENDENCYPART_SIBL
(5,8),(5,15),-0.044114 # DEPENDENCYPART_SIBL
(5,8),(5,16),-0.0447623 # DEPENDENCYPART_SIBL
(5,8),(5,17),-0.0568461 # DEPENDENCYPART_SIBL
(5,8),(5,18),-0.0307365 # DEPENDENCYPART_SIBL
(5,8),(5,19),-0.00637407 # DEPENDENCYPART_SIBL
(5,8),(5,21),-0.044114 # DEPENDENCYPART_SIBL
(5,8),(5,22),-0.0056194 # DEPENDENCYPART_SIBL
(5,8),(5,23),-0.044114 # DEPENDENCYPART_SIBL
(5,8),(5,24),0.0434108 # DEPENDENCYPART_SIBL
(5,9),(5,10),-0.00472436 # DEPENDENCYPART_SIBL
(5,9),(5,11),-0.0163132 # DEPENDENCYPART_SIBL
(5,9),(5,12),0.0627447 # DEPENDENCYPART_SIBL
(5,9),(5,14),0.0285954 # DEPENDENCYPART_SIBL
(5,9),(5,15),-0.0163112 # DEPENDENCYPART_SIBL
(5,9),(5,16),-0.0166369 # DEPENDENCYPART_SIBL
(5,9),(5,17),-0.00969291 # DEPENDENCYPART_SIBL
(5,9),(5,18),-0.0232712 # DEPENDENCYPART_SIBL
(5,9),(5,19),-0.00450145 # DEPENDENCYPART_SIBL
(5,9),(5,21),-0.0163112 # DEPENDENCYPART_SIBL
(5,9),(5,22),0.0283751 # DEPENDENCYPART_SIBL
(5,9),(5,23),-0.0163112 # DEPENDENCYPART_SIBL
(5,9),(5,24),-0.0161044 # DEPENDENCYPART_SIBL
(5,10),(5,11),0.0715965 # DEPENDENCYPART_SIBL
(5,10),(5,12),0.0127197 # DEPENDENCYPART_SIBL
(5,10),(5,14),0.0766244 # DEPENDENCYPART_SIBL
(5,10),(5,15),0.071596 # DEPENDENCYPART_SIBL
(5,10),(5,16),0.0715923 # DEPENDENCYPART_SIBL
(5,10),(5,17),0.0259013 # DEPENDENCYPART_SIBL
(5,10),(5,18),-0.00324407 # DEPENDENCYPART_SIBL
(5,10),(5,19),-0.000458519 # DEPENDENCYPART_SIBL
(5,10),(5,21),0.0715965 # DEPENDENCYPART_SIBL
(5,10),(5,22),0.0763182 # DEPENDENCYPART_SIBL
(5,10),(5,23),0.0715965 # DEPENDENCYPART_SIBL
(5,10),(5,24),0.0248506 # DEPENDENCYPART_SIBL
(5,11),(5,12),0.0177245 # DEPENDENCYPART_SIBL
(5,11),(5,14),0.0937909 # DEPENDENCYPART_SIBL
(5,11),(5,15),-0.00860861 # DEPENDENCYPART_SIBL
(5,11),(5,16),-0.00888346 # DEPENDENCYPART_SIBL
(5,11),(5,17),0.0290872 # DEPENDENCYPART_SIBL
(5,11),(5,18),0.00645349 # DEPENDENCYPART_SIBL
(5,11),(5,19),0.0338502 # DEPENDENCYPART_SIBL
(5,11),(5,21),-0.00860861 # DEPENDENCYPART_SIBL
(5,11),(5,22),0.0933157 # DEPENDENCYPART_SIBL
(5,11),(5,23),-0.00860861 # DEPENDENCYPART_SIBL
(5,11),(5,24),0.093671 # DEPENDENCYPART_SIBL
(5,12),(5,14),-0.00368442 # DEPENDENCYPART_SIBL
(5,12),(5,15),-0.0170169 # DEPENDENCYPART_SIBL
(5,12),(5,16),-0.0170169 # DEPENDENCYPART_SIBL
(5,12),(5,17),0.0335284 # DEPENDENCYPART_SIBL
(5,12),(5,18),-0.00872449 # DEPENDENCYPART_SIBL
(5,12),(5,19),-0.00213753 # DEPENDENCYPART_SIBL
(5,12),(5,21),-0.0170169 # DEPENDENCYPART_SIBL
(5,12),(5,22),-0.00397757 # DEPENDENCYPART_SIBL
(5,12),(5,23),-0.0170169 # DEPENDENCYPART_SIBL
(5,12),(5,24),0.00947004 # DEPENDENCYPART_SIBL
(5,14),(5,15),-0.0256765 # DEPENDENCYPART_SIBL
(5,14),(5,16),-0.0256922 # DEPENDENCYPART_SIBL
(5,14),(5,17),0.00628931 # DEPENDENCYPART_SIBL
(5,14),(5,18),-0.0443477 # DEPENDENCYPART_SIBL
(5,14),(5,19),-0.0168318 # DEPENDENCYPART_SIBL
(5,14),(5,21),-0.0256765 # DEPENDENCYPART_SIBL
(5,14),(5,22),-0.0265138 # DEPENDENCYPART_SIBL
(5,14),(5,23),-0.0256765 # DEPENDENCYPART_SIBL
(5,14),(5,24),-0.000251218 # DEPENDENCYPART_SIBL
(5,15),(5,16),-0.0088835 # DEPENDENCYPART_SIBL
(5,15),(5,17),0.0290849 # DEPENDENCYPART_SIBL
(5,15),(5,18),0.00645349 # DEPENDENCYPART_SIBL
(5,15),(5,19),0.0338502 # DEPENDENCYPART_SIBL
(5,15),(5,21),-0.00860865 # DEPENDENCYPART_SIBL
(5,15),(5,22),0.0933157 # DEPENDENCYPART_SIBL
(5,15),(5,23),-0.00860865 # DEPENDENCYPART_SIBL
(5,15),(5,24),0.0936629 # DEPENDENCYPART_SIBL
(5,16),(5,17),0.0210933 # DEPENDENCYPART_SIBL
(5,16),(5,18),0.00781706 # DEPENDENCYPART_SIBL
(5,16),(5,19),0.0331759 # DEPENDENCYPART_SIBL
(5,16),(5,21),-0.00861162 # DEPENDENCYPART_SIBL
(5,16),(5,22),0.0933125 # DEPENDENCYPART_SIBL
(5,16),(5,23),-0.00861162 # DEPENDENCYPART_SIBL
(5,16),(5,24),0.0928719 # DEPENDENCYPART_SIBL
(5,17),(5,18),-0.0307365 # DEPENDENCYPART_SIBL
(5,17),(5,19),-0.00637407 # DEPENDENCYPART_SIBL
(5,17),(5,21),-0.044114 # DEPENDENCYPART_SIBL
(5,17),(5,22),-0.0056194 # DEPENDENCYPART_SIBL
(5,17),(5,23),-0.044114 # DEPENDENCYPART_SIBL
(5,17),(5,24),0.0434108 # DEPENDENCYPART_SIBL
(5,18),(5,19),0.0394925 # DEPENDENCYPART_SIBL
(5,18),(5,21),0.0518695 # DEPENDENCYPART_SIBL
(5,18),(5,22),0.083713 # DEPENDENCYPART_SIBL
