# _root_ Egyébként a helyi legenda szerint Bregovity éppen itt , Gucsán szedte össze azokat a bandákat is , amelyekkel aztán a stúdióban feljátszatta az említett filmek slágereit .
#goldHeads=11,4,4,5,11,11,11,11,11,11,0,11,15,15,11,11,11,22,22,21,22,13,25,25,26,22,11,
#predictedHeads=11,4,4,5,11,11,11,11,11,11,0,11,15,15,11,11,11,22,22,21,22,13,25,25,26,22,11,
(18,25),-1.1238 # DEPENDENCYPART_ARC
(18,26),-1.48565 # DEPENDENCYPART_ARC
(19,8),-1.88469 # DEPENDENCYPART_ARC
(19,11),-1.80745 # DEPENDENCYPART_ARC
(19,15),-1.6871 # DEPENDENCYPART_ARC
(19,16),-1.19726 # DEPENDENCYPART_ARC
(19,17),-1.59818 # DEPENDENCYPART_ARC
(19,18),-0.592778 # DEPENDENCYPART_ARC
(19,21),-0.9795 # DEPENDENCYPART_ARC
(19,25),-1.59227 # DEPENDENCYPART_ARC
(19,26),-1.50268 # DEPENDENCYPART_ARC
(19,27),-1.4113 # DEPENDENCYPART_ARC
(20,25),-1.80289 # DEPENDENCYPART_ARC
(21,13),-2.92789 # DEPENDENCYPART_ARC
(21,14),-1.64475 # DEPENDENCYPART_ARC
(21,18),-2.45442 # DEPENDENCYPART_ARC
(21,19),-1.00306 # DEPENDENCYPART_ARC
(21,20),1.55469 # DEPENDENCYPART_ARC
(21,25),-1.71096 # DEPENDENCYPART_ARC
(21,26),-2.2486 # DEPENDENCYPART_ARC
(22,1),-1.10817 # DEPENDENCYPART_ARC
(22,3),-2.45414 # DEPENDENCYPART_ARC
(22,4),-1.90789 # DEPENDENCYPART_ARC
(22,5),-1.06815 # DEPENDENCYPART_ARC
(22,6),-1.11093 # DEPENDENCYPART_ARC
(22,7),-1.35163 # DEPENDENCYPART_ARC
(22,8),-1.51272 # DEPENDENCYPART_ARC
(22,9),-0.79687 # DEPENDENCYPART_ARC
(22,10),-0.445282 # DEPENDENCYPART_ARC
(22,11),-0.935574 # DEPENDENCYPART_ARC
(22,13),-0.921857 # DEPENDENCYPART_ARC
(22,14),-1.82943 # DEPENDENCYPART_ARC
(22,15),-0.466778 # DEPENDENCYPART_ARC
(22,16),0.144414 # DEPENDENCYPART_ARC
(22,17),-0.508439 # DEPENDENCYPART_ARC
(22,18),0.790826 # DEPENDENCYPART_ARC
(22,19),1.38202 # DEPENDENCYPART_ARC
(22,20),-0.829148 # DEPENDENCYPART_ARC
(22,21),2.43948 # DEPENDENCYPART_ARC
(22,23),-0.802635 # DEPENDENCYPART_ARC
(22,24),0.0564193 # DEPENDENCYPART_ARC
(22,25),0.099099 # DEPENDENCYPART_ARC
(22,26),1.5242 # DEPENDENCYPART_ARC
(22,27),-0.227823 # DEPENDENCYPART_ARC
(23,24),-0.536017 # DEPENDENCYPART_ARC
(24,8),-2.57949 # DEPENDENCYPART_ARC
(24,18),-2.16607 # DEPENDENCYPART_ARC
(24,19),-1.83915 # DEPENDENCYPART_ARC
(24,20),-1.85852 # DEPENDENCYPART_ARC
(24,21),-0.97261 # DEPENDENCYPART_ARC
(24,23),-0.231638 # DEPENDENCYPART_ARC
(25,13),-3.09874 # DEPENDENCYPART_ARC
(25,19),-1.56062 # DEPENDENCYPART_ARC
(25,20),-0.980672 # DEPENDENCYPART_ARC
(25,21),-2.28597 # DEPENDENCYPART_ARC
(25,23),1.32633 # DEPENDENCYPART_ARC
(25,24),2.35273 # DEPENDENCYPART_ARC
(25,26),-1.99041 # DEPENDENCYPART_ARC
(26,15),-3.22204 # DEPENDENCYPART_ARC
(26,16),-0.881795 # DEPENDENCYPART_ARC
(26,19),-1.53684 # DEPENDENCYPART_ARC
(26,20),-1.87208 # DEPENDENCYPART_ARC
(26,21),-2.18604 # DEPENDENCYPART_ARC
(26,23),-0.429279 # DEPENDENCYPART_ARC
(26,24),0.786771 # DEPENDENCYPART_ARC
(26,25),3.44541 # DEPENDENCYPART_ARC
(0,1),(0,5),-0.0100386 # DEPENDENCYPART_SIBL
(0,1),(0,7),-0.0571355 # DEPENDENCYPART_SIBL
(0,1),(0,8),-0.0661641 # DEPENDENCYPART_SIBL
(0,1),(0,10),-0.0313712 # DEPENDENCYPART_SIBL
(0,1),(0,11),-0.118328 # DEPENDENCYPART_SIBL
(0,1),(0,12),-0.0636072 # DEPENDENCYPART_SIBL
(0,1),(0,13),-0.0300772 # DEPENDENCYPART_SIBL
(0,1),(0,16),-0.100278 # DEPENDENCYPART_SIBL
(0,1),(0,19),-0.0668862 # DEPENDENCYPART_SIBL
(0,1),(0,22),-0.118328 # DEPENDENCYPART_SIBL
(0,5),(0,7),0.00622525 # DEPENDENCYPART_SIBL
(0,5),(0,8),0.00982803 # DEPENDENCYPART_SIBL
(0,5),(0,10),0.00104184 # DEPENDENCYPART_SIBL
(0,5),(0,11),-0.123947 # DEPENDENCYPART_SIBL
(0,5),(0,12),0.00750859 # DEPENDENCYPART_SIBL
(0,5),(0,13),-0.0150534 # DEPENDENCYPART_SIBL
(0,5),(0,16),-0.0941715 # DEPENDENCYPART_SIBL
(0,5),(0,19),0.00750774 # DEPENDENCYPART_SIBL
(0,5),(0,22),-0.123947 # DEPENDENCYPART_SIBL
(0,7),(0,8),-0.0681763 # DEPENDENCYPART_SIBL
(0,7),(0,10),-0.027447 # DEPENDENCYPART_SIBL
(0,7),(0,11),-0.110891 # DEPENDENCYPART_SIBL
(0,7),(0,12),-0.0656194 # DEPENDENCYPART_SIBL
(0,7),(0,13),-0.0266523 # DEPENDENCYPART_SIBL
(0,7),(0,16),-0.0988021 # DEPENDENCYPART_SIBL
(0,7),(0,19),-0.0688984 # DEPENDENCYPART_SIBL
(0,7),(0,22),-0.110891 # DEPENDENCYPART_SIBL
(0,8),(0,10),-0.0290576 # DEPENDENCYPART_SIBL
(0,8),(0,11),-0.110919 # DEPENDENCYPART_SIBL
(0,8),(0,12),-0.0596155 # DEPENDENCYPART_SIBL
(0,8),(0,13),-0.030293 # DEPENDENCYPART_SIBL
(0,8),(0,16),-0.104607 # DEPENDENCYPART_SIBL
(0,8),(0,19),-0.0628945 # DEPENDENCYPART_SIBL
(0,8),(0,22),-0.110919 # DEPENDENCYPART_SIBL
(0,10),(0,11),-0.106946 # DEPENDENCYPART_SIBL
(0,10),(0,12),-0.059383 # DEPENDENCYPART_SIBL
(0,10),(0,13),-0.0203422 # DEPENDENCYPART_SIBL
(0,10),(0,16),-0.102494 # DEPENDENCYPART_SIBL
(0,10),(0,19),-0.0611486 # DEPENDENCYPART_SIBL
(0,10),(0,22),-0.106946 # DEPENDENCYPART_SIBL
(0,11),(0,12),-0.113991 # DEPENDENCYPART_SIBL
(0,11),(0,13),-0.10065 # DEPENDENCYPART_SIBL
(0,11),(0,16),-0.239595 # DEPENDENCYPART_SIBL
(0,11),(0,19),-0.113103 # DEPENDENCYPART_SIBL
(0,11),(0,22),-0.245489 # DEPENDENCYPART_SIBL
(0,12),(0,13),-0.0303632 # DEPENDENCYPART_SIBL
(0,12),(0,16),-0.0939059 # DEPENDENCYPART_SIBL
(0,12),(0,19),-0.0630959 # DEPENDENCYPART_SIBL
(0,12),(0,22),-0.109504 # DEPENDENCYPART_SIBL
(0,13),(0,16),-0.0855062 # DEPENDENCYPART_SIBL
(0,13),(0,19),-0.031988 # DEPENDENCYPART_SIBL
(0,13),(0,22),-0.110568 # DEPENDENCYPART_SIBL
(0,16),(0,19),-0.0583977 # DEPENDENCYPART_SIBL
(0,16),(0,22),-0.131863 # DEPENDENCYPART_SIBL
(0,19),(0,22),-0.109126 # DEPENDENCYPART_SIBL
(1,3),(1,4),0.0179642 # DEPENDENCYPART_SIBL
(1,3),(1,5),0.03984 # DEPENDENCYPART_SIBL
(1,3),(1,6),0.0183869 # DEPENDENCYPART_SIBL
(1,3),(1,7),0.0392251 # DEPENDENCYPART_SIBL
(1,3),(1,9),0.00561305 # DEPENDENCYPART_SIBL
(1,3),(1,10),0.0183869 # DEPENDENCYPART_SIBL
(1,3),(1,11),0.0159101 # DEPENDENCYPART_SIBL
(1,3),(1,15),0.0183869 # DEPENDENCYPART_SIBL
(1,3),(1,16),-0.00948073 # DEPENDENCYPART_SIBL
(1,3),(1,17),0.00561305 # DEPENDENCYPART_SIBL
(1,3),(1,22),0.0159101 # DEPENDENCYPART_SIBL
(1,3),(1,27),0.00467451 # DEPENDENCYPART_SIBL
(1,4),(1,5),0.0919335 # DEPENDENCYPART_SIBL
(1,4),(1,6),0.0254103 # DEPENDENCYPART_SIBL
(1,4),(1,7),0.113259 # DEPENDENCYPART_SIBL
(1,4),(1,9),0.0987986 # DEPENDENCYPART_SIBL
(1,4),(1,10),0.0254103 # DEPENDENCYPART_SIBL
(1,4),(1,11),0.0607363 # DEPENDENCYPART_SIBL
(1,4),(1,15),0.0254103 # DEPENDENCYPART_SIBL
(1,4),(1,16),0.0528979 # DEPENDENCYPART_SIBL
(1,4),(1,17),0.0987986 # DEPENDENCYPART_SIBL
(1,4),(1,22),0.0607363 # DEPENDENCYPART_SIBL
(1,4),(1,27),0.055177 # DEPENDENCYPART_SIBL
(1,5),(1,6),0.0392013 # DEPENDENCYPART_SIBL
(1,5),(1,7),0.0941269 # DEPENDENCYPART_SIBL
(1,5),(1,9),0.016466 # DEPENDENCYPART_SIBL
(1,5),(1,10),0.0392013 # DEPENDENCYPART_SIBL
(1,5),(1,11),-0.0247478 # DEPENDENCYPART_SIBL
(1,5),(1,15),0.0392013 # DEPENDENCYPART_SIBL
(1,5),(1,16),-0.00854513 # DEPENDENCYPART_SIBL
(1,5),(1,17),0.016466 # DEPENDENCYPART_SIBL
(1,5),(1,22),-0.0247478 # DEPENDENCYPART_SIBL
(1,5),(1,27),0.0152721 # DEPENDENCYPART_SIBL
(1,6),(1,7),0.095765 # DEPENDENCYPART_SIBL
(1,6),(1,9),0.0718886 # DEPENDENCYPART_SIBL
(1,6),(1,10),0.00991128 # DEPENDENCYPART_SIBL
(1,6),(1,11),0.0432436 # DEPENDENCYPART_SIBL
(1,6),(1,15),0.00991128 # DEPENDENCYPART_SIBL
(1,6),(1,16),0.0237124 # DEPENDENCYPART_SIBL
(1,6),(1,17),0.0718886 # DEPENDENCYPART_SIBL
(1,6),(1,22),0.0432436 # DEPENDENCYPART_SIBL
(1,6),(1,27),0.0200435 # DEPENDENCYPART_SIBL
(1,7),(1,9),0.0532082 # DEPENDENCYPART_SIBL
(1,7),(1,10),0.0450777 # DEPENDENCYPART_SIBL
(1,7),(1,11),0.0309898 # DEPENDENCYPART_SIBL
(1,7),(1,15),0.0450791 # DEPENDENCYPART_SIBL
(1,7),(1,16),0.0186168 # DEPENDENCYPART_SIBL
(1,7),(1,17),0.0532082 # DEPENDENCYPART_SIBL
(1,7),(1,22),0.0309898 # DEPENDENCYPART_SIBL
(1,7),(1,27),0.0496211 # DEPENDENCYPART_SIBL
(1,9),(1,10),0.0117235 # DEPENDENCYPART_SIBL
(1,9),(1,11),0.249314 # DEPENDENCYPART_SIBL
(1,9),(1,15),0.0117252 # DEPENDENCYPART_SIBL
(1,9),(1,16),-0.0435521 # DEPENDENCYPART_SIBL
(1,9),(1,17),-0.0389839 # DEPENDENCYPART_SIBL
(1,9),(1,22),0.249314 # DEPENDENCYPART_SIBL
(1,9),(1,27),0.0551822 # DEPENDENCYPART_SIBL
(1,10),(1,11),0.0438158 # DEPENDENCYPART_SIBL
(1,10),(1,15),0.00986511 # DEPENDENCYPART_SIBL
(1,10),(1,16),0.0242105 # DEPENDENCYPART_SIBL
(1,10),(1,17),0.0730128 # DEPENDENCYPART_SIBL
(1,10),(1,22),0.0438158 # DEPENDENCYPART_SIBL
(1,10),(1,27),0.0193972 # DEPENDENCYPART_SIBL
(1,11),(1,15),0.018395 # DEPENDENCYPART_SIBL
(1,11),(1,16),-0.00139682 # DEPENDENCYPART_SIBL
(1,11),(1,17),0.0980085 # DEPENDENCYPART_SIBL
(1,11),(1,22),0.00827332 # DEPENDENCYPART_SIBL
(1,11),(1,27),0.0497092 # DEPENDENCYPART_SIBL
(1,15),(1,16),0.0237124 # DEPENDENCYPART_SIBL
(1,15),(1,17),0.0718886 # DEPENDENCYPART_SIBL
(1,15),(1,22),0.0432436 # DEPENDENCYPART_SIBL
(1,15),(1,27),0.0200435 # DEPENDENCYPART_SIBL
(1,16),(1,17),0.00871308 # DEPENDENCYPART_SIBL
(1,16),(1,22),0.0222075 # DEPENDENCYPART_SIBL
(1,16),(1,27),-0.0437463 # DEPENDENCYPART_SIBL
(1,17),(1,22),0.249314 # DEPENDENCYPART_SIBL
(1,17),(1,27),0.0551822 # DEPENDENCYPART_SIBL
(1,22),(1,27),0.0497108 # DEPENDENCYPART_SIBL
(3,1),(3,2),-0.0685088 # DEPENDENCYPART_SIBL
(4,1),(4,2),-0.438828 # DEPENDENCYPART_SIBL
(4,1),(4,3),0.00815322 # DEPENDENCYPART_SIBL
(4,1),(4,6),-0.0113746 # DEPENDENCYPART_SIBL
(4,1),(4,7),-0.0169077 # DEPENDENCYPART_SIBL
(4,1),(4,8),-0.0220282 # DEPENDENCYPART_SIBL
(4,2),(4,3),0.219024 # DEPENDENCYPART_SIBL
(4,2),(4,6),-0.00475246 # DEPENDENCYPART_SIBL
(4,2),(4,7),-0.0786778 # DEPENDENCYPART_SIBL
(4,2),(4,8),-0.0908398 # DEPENDENCYPART_SIBL
(4,3),(4,6),-0.00465947 # DEPENDENCYPART_SIBL
(4,3),(4,7),-0.0418651 # DEPENDENCYPART_SIBL
(4,3),(4,8),-0.0437651 # DEPENDENCYPART_SIBL
(4,6),(4,7),0.0190922 # DEPENDENCYPART_SIBL
(4,6),(4,8),0.028947 # DEPENDENCYPART_SIBL
(4,7),(4,8),0.00297219 # DEPENDENCYPART_SIBL
(5,1),(5,2),-0.0808094 # DEPENDENCYPART_SIBL
(5,1),(5,3),-0.0153044 # DEPENDENCYPART_SIBL
(5,1),(5,4),-0.107487 # DEPENDENCYPART_SIBL
(5,1),(5,6),-0.0122337 # DEPENDENCYPART_SIBL
(5,1),(5,7),-0.000733824 # DEPENDENCYPART_SIBL
(5,1),(5,10),-0.0128682 # DEPENDENCYPART_SIBL
(5,1),(5,22),0.0235642 # DEPENDENCYPART_SIBL
(5,2),(5,3),0.0229736 # DEPENDENCYPART_SIBL
(5,2),(5,4),-0.139792 # DEPENDENCYPART_SIBL
(5,2),(5,6),-0.00355165 # DEPENDENCYPART_SIBL
(5,2),(5,7),-0.017208 # DEPENDENCYPART_SIBL
(5,2),(5,10),-0.00355165 # DEPENDENCYPART_SIBL
(5,2),(5,22),0.00131229 # DEPENDENCYPART_SIBL
(5,3),(5,4),-0.152706 # DEPENDENCYPART_SIBL
(5,3),(5,6),-0.00307756 # DEPENDENCYPART_SIBL
(5,3),(5,7),-0.00934119 # DEPENDENCYPART_SIBL
(5,3),(5,10),-0.00307756 # DEPENDENCYPART_SIBL
(5,3),(5,22),-0.00326885 # DEPENDENCYPART_SIBL
(5,4),(5,6),-0.00494122 # DEPENDENCYPART_SIBL
(5,4),(5,7),-0.0392273 # DEPENDENCYPART_SIBL
(5,4),(5,10),-0.00375805 # DEPENDENCYPART_SIBL
(5,4),(5,22),0.00123628 # DEPENDENCYPART_SIBL
(5,6),(5,7),0.0649463 # DEPENDENCYPART_SIBL
(5,6),(5,10),0.113157 # DEPENDENCYPART_SIBL
(5,6),(5,22),0.104561 # DEPENDENCYPART_SIBL
(5,7),(5,10),0.0718973 # DEPENDENCYPART_SIBL
(5,7),(5,22),0.0457847 # DEPENDENCYPART_SIBL
(5,10),(5,22),0.105133 # DEPENDENCYPART_SIBL
(6,1),(6,2),-0.421267 # DEPENDENCYPART_SIBL
(6,1),(6,3),0.00953276 # DEPENDENCYPART_SIBL
(6,1),(6,4),0.0252776 # DEPENDENCYPART_SIBL
(6,1),(6,5),0.0250068 # DEPENDENCYPART_SIBL
(6,1),(6,9),0.0069518 # DEPENDENCYPART_SIBL
(6,1),(6,10),-0.0102971 # DEPENDENCYPART_SIBL
(6,1),(6,11),0.0593043 # DEPENDENCYPART_SIBL
(6,1),(6,13),0.0253427 # DEPENDENCYPART_SIBL
(6,1),(6,22),0.0593043 # DEPENDENCYPART_SIBL
(6,1),(6,27),0.162886 # DEPENDENCYPART_SIBL
(6,2),(6,3),0.220153 # DEPENDENCYPART_SIBL
(6,2),(6,4),0.0100311 # DEPENDENCYPART_SIBL
(6,2),(6,5),0.0590964 # DEPENDENCYPART_SIBL
(6,2),(6,9),-0.00907785 # DEPENDENCYPART_SIBL
(6,2),(6,10),-0.00331961 # DEPENDENCYPART_SIBL
(6,2),(6,11),0.0086177 # DEPENDENCYPART_SIBL
(6,2),(6,13),-0.0365673 # DEPENDENCYPART_SIBL
(6,2),(6,22),0.0086177 # DEPENDENCYPART_SIBL
(6,2),(6,27),-0.0285178 # DEPENDENCYPART_SIBL
(6,3),(6,4),-0.00455741 # DEPENDENCYPART_SIBL
(6,3),(6,5),0.0361893 # DEPENDENCYPART_SIBL
(6,3),(6,9),-0.033508 # DEPENDENCYPART_SIBL
(6,3),(6,10),-0.00465947 # DEPENDENCYPART_SIBL
(6,3),(6,11),-0.0408526 # DEPENDENCYPART_SIBL
(6,3),(6,13),-0.00784826 # DEPENDENCYPART_SIBL
(6,3),(6,22),-0.0408511 # DEPENDENCYPART_SIBL
(6,3),(6,27),-0.00687885 # DEPENDENCYPART_SIBL
(6,4),(6,5),0.0528774 # DEPENDENCYPART_SIBL
(6,4),(6,9),-0.00283978 # DEPENDENCYPART_SIBL
(6,4),(6,10),0.00446491 # DEPENDENCYPART_SIBL
(6,4),(6,11),0.00765463 # DEPENDENCYPART_SIBL
(6,4),(6,13),-0.00969656 # DEPENDENCYPART_SIBL
(6,4),(6,22),0.00765515 # DEPENDENCYPART_SIBL
(6,4),(6,27),0.0450761 # DEPENDENCYPART_SIBL
(6,5),(6,9),0.04561 # DEPENDENCYPART_SIBL
(6,5),(6,10),0.0279583 # DEPENDENCYPART_SIBL
(6,5),(6,11),0.0390688 # DEPENDENCYPART_SIBL
(6,5),(6,13),0.0186742 # DEPENDENCYPART_SIBL
(6,5),(6,22),0.0390688 # DEPENDENCYPART_SIBL
(6,5),(6,27),0.10516 # DEPENDENCYPART_SIBL
(6,9),(6,10),0.34298 # DEPENDENCYPART_SIBL
(6,9),(6,11),0.425607 # DEPENDENCYPART_SIBL
(6,9),(6,13),0.187259 # DEPENDENCYPART_SIBL
(6,9),(6,22),0.425607 # DEPENDENCYPART_SIBL
