# _root_ Ígéretei a lakásépítés , az egészségügy , az energetika és az infrastruktúra átalakítására és belendítésére eddig nem váltak be .
#goldHeads=18,3,13,13,6,13,13,9,13,13,12,13,15,15,18,18,18,0,18,18,
#predictedHeads=18,3,18,18,6,18,18,9,13,13,12,13,18,18,18,18,18,0,18,18,
(12,8),-0.788537 # DEPENDENCYPART_ARC
(12,9),-1.17174 # DEPENDENCYPART_ARC
(12,10),-0.67443 # DEPENDENCYPART_ARC
(12,11),1.83101 # DEPENDENCYPART_ARC
(12,15),-2.14706 # DEPENDENCYPART_ARC
(13,1),-3.6974 # DEPENDENCYPART_ARC
(13,3),-1.9708 # DEPENDENCYPART_ARC
(13,4),-1.55227 # DEPENDENCYPART_ARC
(13,6),-1.31437 # DEPENDENCYPART_ARC
(13,7),-1.29117 # DEPENDENCYPART_ARC
(13,8),-2.08316 # DEPENDENCYPART_ARC
(13,9),0.0617099 # DEPENDENCYPART_ARC
(13,10),-0.127295 # DEPENDENCYPART_ARC
(13,11),-0.239494 # DEPENDENCYPART_ARC
(13,12),2.74287 # DEPENDENCYPART_ARC
(13,14),-1.57317 # DEPENDENCYPART_ARC
(13,15),-2.32666 # DEPENDENCYPART_ARC
(13,16),-1.91134 # DEPENDENCYPART_ARC
(14,1),-2.12706 # DEPENDENCYPART_ARC
(14,3),-2.29991 # DEPENDENCYPART_ARC
(14,4),-1.75274 # DEPENDENCYPART_ARC
(14,6),-2.01583 # DEPENDENCYPART_ARC
(14,7),-1.39423 # DEPENDENCYPART_ARC
(14,9),-1.83344 # DEPENDENCYPART_ARC
(14,10),-0.773711 # DEPENDENCYPART_ARC
(14,11),-1.52593 # DEPENDENCYPART_ARC
(14,12),-1.1992 # DEPENDENCYPART_ARC
(14,13),-0.866894 # DEPENDENCYPART_ARC
(14,15),-1.12815 # DEPENDENCYPART_ARC
(14,16),-1.61828 # DEPENDENCYPART_ARC
(14,17),-1.65941 # DEPENDENCYPART_ARC
(14,18),-0.724106 # DEPENDENCYPART_ARC
(14,20),-0.687921 # DEPENDENCYPART_ARC
(15,1),-4.00401 # DEPENDENCYPART_ARC
(15,3),-2.52957 # DEPENDENCYPART_ARC
(15,6),-1.68926 # DEPENDENCYPART_ARC
(15,7),-1.38219 # DEPENDENCYPART_ARC
(15,8),-2.56859 # DEPENDENCYPART_ARC
(15,9),-0.890156 # DEPENDENCYPART_ARC
(15,10),-1.14526 # DEPENDENCYPART_ARC
(15,11),-1.58289 # DEPENDENCYPART_ARC
(15,12),0.367456 # DEPENDENCYPART_ARC
(15,13),-1.44251 # DEPENDENCYPART_ARC
(15,14),0.0114908 # DEPENDENCYPART_ARC
(15,16),-1.27944 # DEPENDENCYPART_ARC
(15,18),-1.27573 # DEPENDENCYPART_ARC
(15,20),-1.89178 # DEPENDENCYPART_ARC
(16,12),-1.18786 # DEPENDENCYPART_ARC
(16,13),-1.00202 # DEPENDENCYPART_ARC
(16,14),-0.860292 # DEPENDENCYPART_ARC
(16,15),-0.274644 # DEPENDENCYPART_ARC
(16,18),-0.815284 # DEPENDENCYPART_ARC
(16,20),-1.33331 # DEPENDENCYPART_ARC
(17,1),-1.8833 # DEPENDENCYPART_ARC
(17,3),-2.07062 # DEPENDENCYPART_ARC
(17,4),-1.40676 # DEPENDENCYPART_ARC
(17,6),-1.9727 # DEPENDENCYPART_ARC
(17,9),-1.70061 # DEPENDENCYPART_ARC
(17,12),-1.52439 # DEPENDENCYPART_ARC
(17,13),-1.40017 # DEPENDENCYPART_ARC
(17,14),-1.01411 # DEPENDENCYPART_ARC
(17,15),-1.16625 # DEPENDENCYPART_ARC
(17,16),-0.299895 # DEPENDENCYPART_ARC
(17,18),-0.657342 # DEPENDENCYPART_ARC
(17,20),-1.29167 # DEPENDENCYPART_ARC
(18,1),0.278559 # DEPENDENCYPART_ARC
(18,2),-1.53462 # DEPENDENCYPART_ARC
(18,3),-1.31964 # DEPENDENCYPART_ARC
(18,4),-0.116055 # DEPENDENCYPART_ARC
(18,5),-1.34224 # DEPENDENCYPART_ARC
(18,6),-1.17179 # DEPENDENCYPART_ARC
(18,7),-0.0761729 # DEPENDENCYPART_ARC
(18,8),-1.26905 # DEPENDENCYPART_ARC
(18,9),-0.325254 # DEPENDENCYPART_ARC
(18,10),0.183024 # DEPENDENCYPART_ARC
(18,11),-1.26371 # DEPENDENCYPART_ARC
(18,12),-0.28782 # DEPENDENCYPART_ARC
(18,13),0.54916 # DEPENDENCYPART_ARC
(18,14),0.673855 # DEPENDENCYPART_ARC
(18,15),1.33481 # DEPENDENCYPART_ARC
(18,16),1.45318 # DEPENDENCYPART_ARC
(18,17),2.26905 # DEPENDENCYPART_ARC
(18,19),1.77054 # DEPENDENCYPART_ARC
(18,20),0.0320823 # DEPENDENCYPART_ARC
(19,4),-1.14266 # DEPENDENCYPART_ARC
(19,6),-1.44391 # DEPENDENCYPART_ARC
(19,7),-1.13527 # DEPENDENCYPART_ARC
(19,9),-1.1981 # DEPENDENCYPART_ARC
(19,10),-0.683465 # DEPENDENCYPART_ARC
(19,12),-1.12489 # DEPENDENCYPART_ARC
(19,13),-1.09002 # DEPENDENCYPART_ARC
(19,14),-0.826024 # DEPENDENCYPART_ARC
(19,15),-0.87043 # DEPENDENCYPART_ARC
(19,17),-0.470933 # DEPENDENCYPART_ARC
(19,18),-0.0918846 # DEPENDENCYPART_ARC
(19,20),-0.868581 # DEPENDENCYPART_ARC
(0,1),(0,3),-0.0661097 # DEPENDENCYPART_SIBL
(0,1),(0,10),-0.120009 # DEPENDENCYPART_SIBL
(0,1),(0,14),-0.120009 # DEPENDENCYPART_SIBL
(0,1),(0,16),-0.0570681 # DEPENDENCYPART_SIBL
(0,1),(0,17),-0.066328 # DEPENDENCYPART_SIBL
(0,1),(0,18),-0.107135 # DEPENDENCYPART_SIBL
(0,1),(0,19),-0.0606045 # DEPENDENCYPART_SIBL
(0,3),(0,10),-0.120009 # DEPENDENCYPART_SIBL
(0,3),(0,14),-0.120009 # DEPENDENCYPART_SIBL
(0,3),(0,16),-0.0570681 # DEPENDENCYPART_SIBL
(0,3),(0,17),-0.066328 # DEPENDENCYPART_SIBL
(0,3),(0,18),-0.107135 # DEPENDENCYPART_SIBL
(0,3),(0,19),-0.0606045 # DEPENDENCYPART_SIBL
(0,10),(0,14),-0.226618 # DEPENDENCYPART_SIBL
(0,10),(0,16),-0.0702482 # DEPENDENCYPART_SIBL
(0,10),(0,17),-0.0841714 # DEPENDENCYPART_SIBL
(0,10),(0,18),-0.123634 # DEPENDENCYPART_SIBL
(0,10),(0,19),-0.0678191 # DEPENDENCYPART_SIBL
(0,14),(0,16),-0.0702482 # DEPENDENCYPART_SIBL
(0,14),(0,17),-0.0841714 # DEPENDENCYPART_SIBL
(0,14),(0,18),-0.123634 # DEPENDENCYPART_SIBL
(0,14),(0,19),-0.0678191 # DEPENDENCYPART_SIBL
(0,16),(0,17),-0.0738394 # DEPENDENCYPART_SIBL
(0,16),(0,18),-0.112411 # DEPENDENCYPART_SIBL
(0,16),(0,19),-0.0678974 # DEPENDENCYPART_SIBL
(0,17),(0,18),-0.111763 # DEPENDENCYPART_SIBL
(0,17),(0,19),-0.0603896 # DEPENDENCYPART_SIBL
(0,18),(0,19),-0.114818 # DEPENDENCYPART_SIBL
(1,2),(1,3),0.0176082 # DEPENDENCYPART_SIBL
(1,2),(1,4),0.0124631 # DEPENDENCYPART_SIBL
(1,2),(1,6),0.0176022 # DEPENDENCYPART_SIBL
(1,2),(1,7),0.0124631 # DEPENDENCYPART_SIBL
(1,2),(1,9),0.0176082 # DEPENDENCYPART_SIBL
(1,2),(1,10),0.00396573 # DEPENDENCYPART_SIBL
(1,2),(1,12),0.0176058 # DEPENDENCYPART_SIBL
(1,2),(1,13),0.0176082 # DEPENDENCYPART_SIBL
(1,2),(1,14),0.00396573 # DEPENDENCYPART_SIBL
(1,2),(1,15),0.0176082 # DEPENDENCYPART_SIBL
(1,2),(1,18),0.0181612 # DEPENDENCYPART_SIBL
(1,2),(1,20),0.0357031 # DEPENDENCYPART_SIBL
(1,3),(1,4),0.103086 # DEPENDENCYPART_SIBL
(1,3),(1,6),0.00471394 # DEPENDENCYPART_SIBL
(1,3),(1,7),0.103086 # DEPENDENCYPART_SIBL
(1,3),(1,9),0.00471394 # DEPENDENCYPART_SIBL
(1,3),(1,10),-0.000972934 # DEPENDENCYPART_SIBL
(1,3),(1,12),0.00471049 # DEPENDENCYPART_SIBL
(1,3),(1,13),0.00453465 # DEPENDENCYPART_SIBL
(1,3),(1,14),-0.000972934 # DEPENDENCYPART_SIBL
(1,3),(1,15),0.00471394 # DEPENDENCYPART_SIBL
(1,3),(1,18),0.0584794 # DEPENDENCYPART_SIBL
(1,3),(1,20),0.0485651 # DEPENDENCYPART_SIBL
(1,4),(1,6),0.342981 # DEPENDENCYPART_SIBL
(1,4),(1,7),0.00482316 # DEPENDENCYPART_SIBL
(1,4),(1,9),0.342981 # DEPENDENCYPART_SIBL
(1,4),(1,10),0.0802639 # DEPENDENCYPART_SIBL
(1,4),(1,12),0.342975 # DEPENDENCYPART_SIBL
(1,4),(1,13),0.342963 # DEPENDENCYPART_SIBL
(1,4),(1,14),0.0802639 # DEPENDENCYPART_SIBL
(1,4),(1,15),0.342981 # DEPENDENCYPART_SIBL
(1,4),(1,18),0.42653 # DEPENDENCYPART_SIBL
(1,4),(1,20),0.0787788 # DEPENDENCYPART_SIBL
(1,6),(1,7),0.102894 # DEPENDENCYPART_SIBL
(1,6),(1,9),0.00259909 # DEPENDENCYPART_SIBL
(1,6),(1,10),-0.00171932 # DEPENDENCYPART_SIBL
(1,6),(1,12),0.00259564 # DEPENDENCYPART_SIBL
(1,6),(1,13),0.0024198 # DEPENDENCYPART_SIBL
(1,6),(1,14),-0.00171932 # DEPENDENCYPART_SIBL
(1,6),(1,15),0.00259909 # DEPENDENCYPART_SIBL
(1,6),(1,18),0.058425 # DEPENDENCYPART_SIBL
(1,6),(1,20),0.0485135 # DEPENDENCYPART_SIBL
(1,7),(1,9),0.342981 # DEPENDENCYPART_SIBL
(1,7),(1,10),0.0802639 # DEPENDENCYPART_SIBL
(1,7),(1,12),0.342975 # DEPENDENCYPART_SIBL
(1,7),(1,13),0.342963 # DEPENDENCYPART_SIBL
(1,7),(1,14),0.0802639 # DEPENDENCYPART_SIBL
(1,7),(1,15),0.342981 # DEPENDENCYPART_SIBL
(1,7),(1,18),0.42653 # DEPENDENCYPART_SIBL
(1,7),(1,20),0.0787788 # DEPENDENCYPART_SIBL
(1,9),(1,10),-0.000972934 # DEPENDENCYPART_SIBL
(1,9),(1,12),0.00471049 # DEPENDENCYPART_SIBL
(1,9),(1,13),0.00453465 # DEPENDENCYPART_SIBL
(1,9),(1,14),-0.000972934 # DEPENDENCYPART_SIBL
(1,9),(1,15),0.00471394 # DEPENDENCYPART_SIBL
(1,9),(1,18),0.0584794 # DEPENDENCYPART_SIBL
(1,9),(1,20),0.0485651 # DEPENDENCYPART_SIBL
(1,10),(1,12),0.0392909 # DEPENDENCYPART_SIBL
(1,10),(1,13),0.0392933 # DEPENDENCYPART_SIBL
(1,10),(1,14),-0.0483758 # DEPENDENCYPART_SIBL
(1,10),(1,15),0.0392933 # DEPENDENCYPART_SIBL
(1,10),(1,18),0.0672943 # DEPENDENCYPART_SIBL
(1,10),(1,20),0.195932 # DEPENDENCYPART_SIBL
(1,12),(1,13),0.003677 # DEPENDENCYPART_SIBL
(1,12),(1,14),-0.00275423 # DEPENDENCYPART_SIBL
(1,12),(1,15),0.00385629 # DEPENDENCYPART_SIBL
(1,12),(1,18),0.0582425 # DEPENDENCYPART_SIBL
(1,12),(1,20),0.0472822 # DEPENDENCYPART_SIBL
(1,13),(1,14),-0.000972934 # DEPENDENCYPART_SIBL
(1,13),(1,15),0.00471394 # DEPENDENCYPART_SIBL
(1,13),(1,18),0.0584794 # DEPENDENCYPART_SIBL
(1,13),(1,20),0.047888 # DEPENDENCYPART_SIBL
(1,14),(1,15),0.0392933 # DEPENDENCYPART_SIBL
(1,14),(1,18),0.0672943 # DEPENDENCYPART_SIBL
(1,14),(1,20),0.195932 # DEPENDENCYPART_SIBL
(1,15),(1,18),0.0584794 # DEPENDENCYPART_SIBL
(1,15),(1,20),0.0485651 # DEPENDENCYPART_SIBL
(1,18),(1,20),0.211507 # DEPENDENCYPART_SIBL
(3,1),(3,2),-0.317123 # DEPENDENCYPART_SIBL
(3,1),(3,4),-0.00283849 # DEPENDENCYPART_SIBL
(3,1),(3,6),0.00329638 # DEPENDENCYPART_SIBL
(3,1),(3,7),-0.00283849 # DEPENDENCYPART_SIBL
(3,1),(3,14),0.0300658 # DEPENDENCYPART_SIBL
(3,1),(3,18),0.00836374 # DEPENDENCYPART_SIBL
(3,1),(3,20),0.041682 # DEPENDENCYPART_SIBL
(3,2),(3,4),-0.00907785 # DEPENDENCYPART_SIBL
(3,2),(3,6),-0.00331961 # DEPENDENCYPART_SIBL
(3,2),(3,7),-0.00907785 # DEPENDENCYPART_SIBL
(3,2),(3,14),0.00449301 # DEPENDENCYPART_SIBL
(3,2),(3,18),0.00804561 # DEPENDENCYPART_SIBL
(3,2),(3,20),-0.0285178 # DEPENDENCYPART_SIBL
(3,4),(3,6),0.342981 # DEPENDENCYPART_SIBL
(3,4),(3,7),0.00482316 # DEPENDENCYPART_SIBL
(3,4),(3,14),0.0802639 # DEPENDENCYPART_SIBL
(3,4),(3,18),0.42653 # DEPENDENCYPART_SIBL
(3,4),(3,20),0.0787788 # DEPENDENCYPART_SIBL
(3,6),(3,7),0.102894 # DEPENDENCYPART_SIBL
(3,6),(3,14),-0.00171932 # DEPENDENCYPART_SIBL
(3,6),(3,18),0.058425 # DEPENDENCYPART_SIBL
(3,6),(3,20),0.0485135 # DEPENDENCYPART_SIBL
(3,7),(3,14),0.0802639 # DEPENDENCYPART_SIBL
(3,7),(3,18),0.42653 # DEPENDENCYPART_SIBL
(3,7),(3,20),0.0787788 # DEPENDENCYPART_SIBL
(3,14),(3,18),0.0672943 # DEPENDENCYPART_SIBL
(3,14),(3,20),0.195932 # DEPENDENCYPART_SIBL
(3,18),(3,20),0.211507 # DEPENDENCYPART_SIBL
(6,1),(6,2),-0.317123 # DEPENDENCYPART_SIBL
(6,1),(6,3),-0.018106 # DEPENDENCYPART_SIBL
(6,1),(6,4),0.641687 # DEPENDENCYPART_SIBL
(6,1),(6,5),-0.269111 # DEPENDENCYPART_SIBL
(6,1),(6,7),-0.00283849 # DEPENDENCYPART_SIBL
(6,1),(6,9),0.00337853 # DEPENDENCYPART_SIBL
(6,1),(6,13),0.0033342 # DEPENDENCYPART_SIBL
(6,1),(6,18),0.00836374 # DEPENDENCYPART_SIBL
(6,1),(6,20),0.041682 # DEPENDENCYPART_SIBL
(6,2),(6,3),0.0129822 # DEPENDENCYPART_SIBL
(6,2),(6,4),0.190757 # DEPENDENCYPART_SIBL
(6,2),(6,5),-0.567448 # DEPENDENCYPART_SIBL
(6,2),(6,7),-0.00907785 # DEPENDENCYPART_SIBL
(6,2),(6,9),-0.00331961 # DEPENDENCYPART_SIBL
(6,2),(6,13),-0.00332696 # DEPENDENCYPART_SIBL
(6,2),(6,18),0.00804561 # DEPENDENCYPART_SIBL
(6,2),(6,20),-0.0285178 # DEPENDENCYPART_SIBL
(6,3),(6,4),0.641687 # DEPENDENCYPART_SIBL
(6,3),(6,5),-0.269111 # DEPENDENCYPART_SIBL
(6,3),(6,7),-0.00283849 # DEPENDENCYPART_SIBL
(6,3),(6,9),0.00337853 # DEPENDENCYPART_SIBL
(6,3),(6,13),0.0033342 # DEPENDENCYPART_SIBL
(6,3),(6,18),0.00836374 # DEPENDENCYPART_SIBL
(6,3),(6,20),0.041682 # DEPENDENCYPART_SIBL
(6,4),(6,5),-0.273529 # DEPENDENCYPART_SIBL
(6,4),(6,7),-0.0346477 # DEPENDENCYPART_SIBL
(6,4),(6,9),-0.00844461 # DEPENDENCYPART_SIBL
(6,4),(6,13),-0.00999415 # DEPENDENCYPART_SIBL
(6,4),(6,18),-0.0247221 # DEPENDENCYPART_SIBL
(6,4),(6,20),0.0238545 # DEPENDENCYPART_SIBL
(6,5),(6,7),-0.0165824 # DEPENDENCYPART_SIBL
(6,5),(6,9),-0.00571552 # DEPENDENCYPART_SIBL
(6,5),(6,13),-0.00572414 # DEPENDENCYPART_SIBL
(6,5),(6,18),-0.0124916 # DEPENDENCYPART_SIBL
(6,5),(6,20),-0.0202729 # DEPENDENCYPART_SIBL
(6,7),(6,9),0.342981 # DEPENDENCYPART_SIBL
(6,7),(6,13),0.342963 # DEPENDENCYPART_SIBL
(6,7),(6,18),0.42653 # DEPENDENCYPART_SIBL
(6,7),(6,20),0.0787788 # DEPENDENCYPART_SIBL
(6,9),(6,13),0.00453465 # DEPENDENCYPART_SIBL
(6,9),(6,18),0.0584794 # DEPENDENCYPART_SIBL
(6,9),(6,20),0.0485651 # DEPENDENCYPART_SIBL
(6,13),(6,18),0.0584794 # DEPENDENCYPART_SIBL
(6,13),(6,20),0.047888 # DEPENDENCYPART_SIBL
(6,18),(6,20),0.211507 # DEPENDENCYPART_SIBL
(8,7),(8,10),-0.0154705 # DEPENDENCYPART_SIBL
(8,7),(8,12),-0.00288564 # DEPENDENCYPART_SIBL
(8,7),(8,13),-0.00340283 # DEPENDENCYPART_SIBL
(8,10),(8,12),0.0484631 # DEPENDENCYPART_SIBL
(8,10),(8,13),0.0484631 # DEPENDENCYPART_SIBL
(8,12),(8,13),0.0419731 # DEPENDENCYPART_SIBL
(9,1),(9,2),-0.317123 # DEPENDENCYPART_SIBL
(9,1),(9,3),-0.018106 # DEPENDENCYPART_SIBL
(9,1),(9,5),-0.269111 # DEPENDENCYPART_SIBL
(9,1),(9,6),-0.0212182 # DEPENDENCYPART_SIBL
(9,1),(9,8),-0.269111 # DEPENDENCYPART_SIBL
(9,2),(9,3),0.0129962 # DEPENDENCYPART_SIBL
(9,2),(9,5),-0.567434 # DEPENDENCYPART_SIBL
(9,2),(9,6),0.0119584 # DEPENDENCYPART_SIBL
(9,2),(9,8),-0.567434 # DEPENDENCYPART_SIBL
(9,3),(9,5),-0.269111 # DEPENDENCYPART_SIBL
(9,3),(9,6),-0.0212182 # DEPENDENCYPART_SIBL
(9,3),(9,8),-0.269111 # DEPENDENCYPART_SIBL
(9,5),(9,6),-0.000180872 # DEPENDENCYPART_SIBL
(9,5),(9,8),-0.497702 # DEPENDENCYPART_SIBL
(9,6),(9,8),-0.256102 # DEPENDENCYPART_SIBL
(10,1),(10,3),0.00574894 # DEPENDENCYPART_SIBL
(10,1),(10,4),0.375892 # DEPENDENCYPART_SIBL
(10,1),(10,5),-0.000514563 # DEPENDENCYPART_SIBL
(10,1),(10,6),0.00469539 # DEPENDENCYPART_SIBL
(10,1),(10,7),0.375892 # DEPENDENCYPART_SIBL
(10,1),(10,8),-0.000514563 # DEPENDENCYPART_SIBL
(10,1),(10,9),0.00574894 # DEPENDENCYPART_SIBL
(10,1),(10,11),-0.0104182 # DEPENDENCYPART_SIBL
(10,1),(10,12),0.233007 # DEPENDENCYPART_SIBL
(10,1),(10,13),0.233789 # DEPENDENCYPART_SIBL
(10,1),(10,14),-0.0104312 # DEPENDENCYPART_SIBL
(10,1),(10,15),0.233831 # DEPENDENCYPART_SIBL
(10,1),(10,17),-0.000237296 # DEPENDENCYPART_SIBL
(10,1),(10,18),0.000738169 # DEPENDENCYPART_SIBL
(10,1),(10,20),-0.00815188 # DEPENDENCYPART_SIBL
(10,3),(10,4),0.375892 # DEPENDENCYPART_SIBL
(10,3),(10,5),-0.000514563 # DEPENDENCYPART_SIBL
(10,3),(10,6),0.00469539 # DEPENDENCYPART_SIBL
(10,3),(10,7),0.375892 # DEPENDENCYPART_SIBL
(10,3),(10,8),-0.000514563 # DEPENDENCYPART_SIBL
(10,3),(10,9),0.00574894 # DEPENDENCYPART_SIBL
(10,3),(10,11),-0.0104182 # DEPENDENCYPART_SIBL
(10,3),(10,12),0.233007 # DEPENDENCYPART_SIBL
(10,3),(10,13),0.233789 # DEPENDENCYPART_SIBL
(10,3),(10,14),-0.0104312 # DEPENDENCYPART_SIBL
(10,3),(10,15),0.233831 # DEPENDENCYPART_SIBL
(10,3),(10,17),-0.000237296 # DEPENDENCYPART_SIBL
(10,3),(10,18),0.000738169 # DEPENDENCYPART_SIBL
(10,3),(10,20),-0.00815188 # DEPENDENCYPART_SIBL
(10,4),(10,5),0.059293 # DEPENDENCYPART_SIBL
(10,4),(10,6),0.0324129 # DEPENDENCYPART_SIBL
(10,4),(10,7),0.0345787 # DEPENDENCYPART_SIBL
(10,4),(10,8),0.059293 # DEPENDENCYPART_SIBL
(10,4),(10,9),0.0324195 # DEPENDENCYPART_SIBL
(10,4),(10,11),0.00273485 # DEPENDENCYPART_SIBL
(10,4),(10,12),0.0208243 # DEPENDENCYPART_SIBL
(10,4),(10,13),0.0203058 # DEPENDENCYPART_SIBL
(10,4),(10,14),-0.0014988 # DEPENDENCYPART_SIBL
(10,4),(10,15),0.0218518 # DEPENDENCYPART_SIBL
(10,4),(10,17),0.0327957 # DEPENDENCYPART_SIBL
(10,4),(10,18),0.199287 # DEPENDENCYPART_SIBL
(10,4),(10,20),0.198796 # DEPENDENCYPART_SIBL
(10,5),(10,6),0.0272585 # DEPENDENCYPART_SIBL
(10,5),(10,7),0.271166 # DEPENDENCYPART_SIBL
(10,5),(10,8),-0.0502284 # DEPENDENCYPART_SIBL
(10,5),(10,9),0.0272663 # DEPENDENCYPART_SIBL
(10,5),(10,11),0.0426144 # DEPENDENCYPART_SIBL
(10,5),(10,12),0.0535284 # DEPENDENCYPART_SIBL
(10,5),(10,13),0.0535296 # DEPENDENCYPART_SIBL
(10,5),(10,14),-0.052628 # DEPENDENCYPART_SIBL
(10,5),(10,15),0.0535341 # DEPENDENCYPART_SIBL
(10,5),(10,17),-0.027459 # DEPENDENCYPART_SIBL
(10,5),(10,18),0.0396512 # DEPENDENCYPART_SIBL
(10,5),(10,20),-0.00819169 # DEPENDENCYPART_SIBL
(10,6),(10,7),0.375802 # DEPENDENCYPART_SIBL
(10,6),(10,8),-0.000551601 # DEPENDENCYPART_SIBL
(10,6),(10,9),0.00830891 # DEPENDENCYPART_SIBL
(10,6),(10,11),-0.0104362 # DEPENDENCYPART_SIBL
(10,6),(10,12),0.232955 # DEPENDENCYPART_SIBL
(10,6),(10,13),0.233738 # DEPENDENCYPART_SIBL
(10,6),(10,14),-0.0104497 # DEPENDENCYPART_SIBL
(10,6),(10,15),0.23378 # DEPENDENCYPART_SIBL
(10,6),(10,17),-0.000258926 # DEPENDENCYPART_SIBL
(10,6),(10,18),0.000720181 # DEPENDENCYPART_SIBL
(10,6),(10,20),-0.00817786 # DEPENDENCYPART_SIBL
(10,7),(10,8),0.059293 # DEPENDENCYPART_SIBL
(10,7),(10,9),0.0324195 # DEPENDENCYPART_SIBL
(10,7),(10,11),0.00273485 # DEPENDENCYPART_SIBL
(10,7),(10,12),0.0208243 # DEPENDENCYPART_SIBL
(10,7),(10,13),0.0203058 # DEPENDENCYPART_SIBL
(10,7),(10,14),-0.0014988 # DEPENDENCYPART_SIBL
(10,7),(10,15),0.0218518 # DEPENDENCYPART_SIBL
(10,7),(10,17),0.0327957 # DEPENDENCYPART_SIBL
(10,7),(10,18),0.199287 # DEPENDENCYPART_SIBL
(10,7),(10,20),0.198796 # DEPENDENCYPART_SIBL
(10,8),(10,9),0.0272663 # DEPENDENCYPART_SIBL
(10,8),(10,11),0.0426144 # DEPENDENCYPART_SIBL
(10,8),(10,12),0.0535284 # DEPENDENCYPART_SIBL
(10,8),(10,13),0.0535296 # DEPENDENCYPART_SIBL
