# _root_ Szakmai ártalom talán , hogy jobb híján statisztikát készítek róluk magamban , hátha kiderül az élet e mindennapi jelenetéből valami .
#goldHeads=2,5,5,5,0,7,9,9,5,9,9,9,14,9,16,19,19,19,14,14,5,
#predictedHeads=2,5,5,5,0,8,9,9,5,9,9,9,14,9,16,19,19,19,14,14,5,
(5,8),-1.74174 # DEPENDENCYPART_ARC
(5,9),-0.483697 # DEPENDENCYPART_ARC
(5,12),-0.839225 # DEPENDENCYPART_ARC
(5,13),-1.59336 # DEPENDENCYPART_ARC
(5,14),-1.39625 # DEPENDENCYPART_ARC
(5,18),-2.06645 # DEPENDENCYPART_ARC
(5,21),-0.384727 # DEPENDENCYPART_ARC
(6,1),-2.22032 # DEPENDENCYPART_ARC
(6,2),-2.86152 # DEPENDENCYPART_ARC
(6,3),-1.10016 # DEPENDENCYPART_ARC
(6,4),-1.20843 # DEPENDENCYPART_ARC
(6,5),-0.451904 # DEPENDENCYPART_ARC
(6,7),-0.720945 # DEPENDENCYPART_ARC
(6,8),-1.45875 # DEPENDENCYPART_ARC
(6,9),-0.943462 # DEPENDENCYPART_ARC
(6,12),-0.976119 # DEPENDENCYPART_ARC
(6,14),-1.33281 # DEPENDENCYPART_ARC
(6,16),-1.8925 # DEPENDENCYPART_ARC
(6,21),-1.32014 # DEPENDENCYPART_ARC
(7,1),-1.0981 # DEPENDENCYPART_ARC
(7,2),-0.441749 # DEPENDENCYPART_ARC
(7,3),-0.615636 # DEPENDENCYPART_ARC
(7,4),-0.380736 # DEPENDENCYPART_ARC
(7,6),0.790182 # DEPENDENCYPART_ARC
(7,8),-1.14195 # DEPENDENCYPART_ARC
(7,14),-1.63419 # DEPENDENCYPART_ARC
(7,16),-2.01549 # DEPENDENCYPART_ARC
(7,19),-2.09889 # DEPENDENCYPART_ARC
(8,1),-0.89845 # DEPENDENCYPART_ARC
(8,2),-1.59534 # DEPENDENCYPART_ARC
(8,3),-1.10149 # DEPENDENCYPART_ARC
(8,4),-0.625807 # DEPENDENCYPART_ARC
(8,5),-0.63483 # DEPENDENCYPART_ARC
(8,6),0.895905 # DEPENDENCYPART_ARC
(8,7),0.339336 # DEPENDENCYPART_ARC
(8,12),-1.07488 # DEPENDENCYPART_ARC
(8,14),-1.559 # DEPENDENCYPART_ARC
(8,21),-1.61235 # DEPENDENCYPART_ARC
(9,1),-1.94916 # DEPENDENCYPART_ARC
(9,2),-0.672183 # DEPENDENCYPART_ARC
(9,3),-0.292701 # DEPENDENCYPART_ARC
(9,4),-0.45639 # DEPENDENCYPART_ARC
(9,5),-0.689964 # DEPENDENCYPART_ARC
(9,6),-0.508631 # DEPENDENCYPART_ARC
(9,7),0.8922 # DEPENDENCYPART_ARC
(9,8),1.66933 # DEPENDENCYPART_ARC
(9,10),1.56054 # DEPENDENCYPART_ARC
(9,11),1.01397 # DEPENDENCYPART_ARC
(9,12),0.154414 # DEPENDENCYPART_ARC
(9,13),-0.415017 # DEPENDENCYPART_ARC
(9,14),0.498527 # DEPENDENCYPART_ARC
(9,15),-1.90052 # DEPENDENCYPART_ARC
(9,16),-1.43628 # DEPENDENCYPART_ARC
(9,17),-1.58829 # DEPENDENCYPART_ARC
(9,18),-1.3479 # DEPENDENCYPART_ARC
(9,19),-1.39488 # DEPENDENCYPART_ARC
(9,21),-0.653961 # DEPENDENCYPART_ARC
(10,4),-1.32875 # DEPENDENCYPART_ARC
(10,5),-1.21863 # DEPENDENCYPART_ARC
(10,8),-0.833524 # DEPENDENCYPART_ARC
(10,9),-0.371702 # DEPENDENCYPART_ARC
(10,12),-0.786658 # DEPENDENCYPART_ARC
(10,13),-1.07962 # DEPENDENCYPART_ARC
(10,14),-1.04287 # DEPENDENCYPART_ARC
(10,16),-1.7434 # DEPENDENCYPART_ARC
(10,18),-1.38588 # DEPENDENCYPART_ARC
(10,19),-1.87321 # DEPENDENCYPART_ARC
(10,21),-1.58113 # DEPENDENCYPART_ARC
(13,2),-2.28059 # DEPENDENCYPART_ARC
(13,5),-1.35223 # DEPENDENCYPART_ARC
(13,6),-1.92325 # DEPENDENCYPART_ARC
(13,7),-1.54094 # DEPENDENCYPART_ARC
(13,8),-1.77407 # DEPENDENCYPART_ARC
(13,9),-1.35035 # DEPENDENCYPART_ARC
(13,12),-0.828012 # DEPENDENCYPART_ARC
(13,16),-1.23638 # DEPENDENCYPART_ARC
(13,19),-1.66435 # DEPENDENCYPART_ARC
(13,21),-1.4281 # DEPENDENCYPART_ARC
(14,1),-2.47236 # DEPENDENCYPART_ARC
(14,2),-1.57343 # DEPENDENCYPART_ARC
(14,3),-1.49551 # DEPENDENCYPART_ARC
(14,4),-0.97914 # DEPENDENCYPART_ARC
(14,5),-0.659623 # DEPENDENCYPART_ARC
(14,6),-1.48831 # DEPENDENCYPART_ARC
(14,7),-0.6678 # DEPENDENCYPART_ARC
(14,8),-1.22022 # DEPENDENCYPART_ARC
(14,9),-0.39088 # DEPENDENCYPART_ARC
(14,10),0.00331302 # DEPENDENCYPART_ARC
(14,11),0.302291 # DEPENDENCYPART_ARC
(14,12),0.120923 # DEPENDENCYPART_ARC
(14,13),2.03686 # DEPENDENCYPART_ARC
(14,15),-0.83064 # DEPENDENCYPART_ARC
(14,16),1.13274 # DEPENDENCYPART_ARC
(14,17),-0.397853 # DEPENDENCYPART_ARC
(14,18),-0.520025 # DEPENDENCYPART_ARC
(14,19),0.792221 # DEPENDENCYPART_ARC
(14,20),-0.80849 # DEPENDENCYPART_ARC
(14,21),-0.130982 # DEPENDENCYPART_ARC
(15,19),-1.73262 # DEPENDENCYPART_ARC
(16,13),-1.44026 # DEPENDENCYPART_ARC
(16,15),1.81694 # DEPENDENCYPART_ARC
(16,18),-1.68469 # DEPENDENCYPART_ARC
(16,19),-1.96835 # DEPENDENCYPART_ARC
(17,5),-1.09039 # DEPENDENCYPART_ARC
(17,8),-2.32571 # DEPENDENCYPART_ARC
(17,9),-0.48291 # DEPENDENCYPART_ARC
(17,12),-1.41472 # DEPENDENCYPART_ARC
(17,13),-1.33047 # DEPENDENCYPART_ARC
(17,14),0.0748608 # DEPENDENCYPART_ARC
(17,16),-0.636442 # DEPENDENCYPART_ARC
(17,18),-0.609696 # DEPENDENCYPART_ARC
(17,19),-0.851668 # DEPENDENCYPART_ARC
(17,20),-1.1631 # DEPENDENCYPART_ARC
(17,21),-0.851627 # DEPENDENCYPART_ARC
(18,2),-3.29375 # DEPENDENCYPART_ARC
(18,3),-2.0241 # DEPENDENCYPART_ARC
(18,7),-1.62509 # DEPENDENCYPART_ARC
(18,10),-1.57863 # DEPENDENCYPART_ARC
(18,13),-1.29268 # DEPENDENCYPART_ARC
(18,15),-1.2044 # DEPENDENCYPART_ARC
(18,16),-0.782483 # DEPENDENCYPART_ARC
(18,17),0.290643 # DEPENDENCYPART_ARC
(19,1),-2.20025 # DEPENDENCYPART_ARC
(19,6),-2.03491 # DEPENDENCYPART_ARC
(19,7),-1.70968 # DEPENDENCYPART_ARC
(19,12),-1.07891 # DEPENDENCYPART_ARC
(19,13),-1.32508 # DEPENDENCYPART_ARC
(19,15),-0.593223 # DEPENDENCYPART_ARC
(19,16),0.906338 # DEPENDENCYPART_ARC
(19,17),0.831263 # DEPENDENCYPART_ARC
(19,18),2.34161 # DEPENDENCYPART_ARC
(20,19),-0.272565 # DEPENDENCYPART_ARC
(20,21),-0.56748 # DEPENDENCYPART_ARC
(0,1),(0,2),-0.0351126 # DEPENDENCYPART_SIBL
(0,1),(0,3),-0.0361369 # DEPENDENCYPART_SIBL
(0,1),(0,5),-0.0844221 # DEPENDENCYPART_SIBL
(0,1),(0,6),-0.0621538 # DEPENDENCYPART_SIBL
(0,1),(0,7),0.00558948 # DEPENDENCYPART_SIBL
(0,1),(0,8),-0.0351126 # DEPENDENCYPART_SIBL
(0,1),(0,9),-0.0886088 # DEPENDENCYPART_SIBL
(0,1),(0,10),-0.035195 # DEPENDENCYPART_SIBL
(0,1),(0,13),-0.035195 # DEPENDENCYPART_SIBL
(0,1),(0,14),-0.0887623 # DEPENDENCYPART_SIBL
(0,1),(0,17),-0.0191777 # DEPENDENCYPART_SIBL
(0,1),(0,20),-0.0210577 # DEPENDENCYPART_SIBL
(0,2),(0,3),-0.0628304 # DEPENDENCYPART_SIBL
(0,2),(0,5),-0.136432 # DEPENDENCYPART_SIBL
(0,2),(0,6),-0.0328948 # DEPENDENCYPART_SIBL
(0,2),(0,7),-0.0193325 # DEPENDENCYPART_SIBL
(0,2),(0,8),-0.0661097 # DEPENDENCYPART_SIBL
(0,2),(0,9),-0.107518 # DEPENDENCYPART_SIBL
(0,2),(0,10),-0.0582081 # DEPENDENCYPART_SIBL
(0,2),(0,13),-0.0582081 # DEPENDENCYPART_SIBL
(0,2),(0,14),-0.109379 # DEPENDENCYPART_SIBL
(0,2),(0,17),-0.0189649 # DEPENDENCYPART_SIBL
(0,2),(0,20),-0.0193767 # DEPENDENCYPART_SIBL
(0,3),(0,5),-0.113631 # DEPENDENCYPART_SIBL
(0,3),(0,6),-0.0336917 # DEPENDENCYPART_SIBL
(0,3),(0,7),-0.00793176 # DEPENDENCYPART_SIBL
(0,3),(0,8),-0.029947 # DEPENDENCYPART_SIBL
(0,3),(0,9),-0.112128 # DEPENDENCYPART_SIBL
(0,3),(0,10),-0.0618352 # DEPENDENCYPART_SIBL
(0,3),(0,13),-0.0618352 # DEPENDENCYPART_SIBL
(0,3),(0,14),-0.113455 # DEPENDENCYPART_SIBL
(0,3),(0,17),-0.0294247 # DEPENDENCYPART_SIBL
(0,3),(0,20),-0.0303345 # DEPENDENCYPART_SIBL
(0,5),(0,6),-0.0754446 # DEPENDENCYPART_SIBL
(0,5),(0,7),-0.0884842 # DEPENDENCYPART_SIBL
(0,5),(0,8),-0.125941 # DEPENDENCYPART_SIBL
(0,5),(0,9),-0.130334 # DEPENDENCYPART_SIBL
(0,5),(0,10),-0.0851321 # DEPENDENCYPART_SIBL
(0,5),(0,13),-0.0851321 # DEPENDENCYPART_SIBL
(0,5),(0,14),-0.12777 # DEPENDENCYPART_SIBL
(0,5),(0,17),-0.0691865 # DEPENDENCYPART_SIBL
(0,5),(0,20),-0.0679159 # DEPENDENCYPART_SIBL
(0,6),(0,7),0.00554155 # DEPENDENCYPART_SIBL
(0,6),(0,8),-0.0331426 # DEPENDENCYPART_SIBL
(0,6),(0,9),-0.0856999 # DEPENDENCYPART_SIBL
(0,6),(0,10),-0.0336426 # DEPENDENCYPART_SIBL
(0,6),(0,13),-0.0336426 # DEPENDENCYPART_SIBL
(0,6),(0,14),-0.0858534 # DEPENDENCYPART_SIBL
(0,6),(0,17),-0.019186 # DEPENDENCYPART_SIBL
(0,6),(0,20),-0.021066 # DEPENDENCYPART_SIBL
(0,7),(0,8),-0.00479126 # DEPENDENCYPART_SIBL
(0,7),(0,9),-0.101295 # DEPENDENCYPART_SIBL
(0,7),(0,10),0.00436411 # DEPENDENCYPART_SIBL
(0,7),(0,13),0.00436411 # DEPENDENCYPART_SIBL
(0,7),(0,14),-0.101446 # DEPENDENCYPART_SIBL
(0,7),(0,17),-0.0098618 # DEPENDENCYPART_SIBL
(0,7),(0,20),-0.00958783 # DEPENDENCYPART_SIBL
(0,8),(0,9),-0.107518 # DEPENDENCYPART_SIBL
(0,8),(0,10),-0.0582081 # DEPENDENCYPART_SIBL
(0,8),(0,13),-0.0582081 # DEPENDENCYPART_SIBL
(0,8),(0,14),-0.109379 # DEPENDENCYPART_SIBL
(0,8),(0,17),-0.0189649 # DEPENDENCYPART_SIBL
(0,8),(0,20),-0.0193767 # DEPENDENCYPART_SIBL
(0,9),(0,10),-0.112974 # DEPENDENCYPART_SIBL
(0,9),(0,13),-0.112974 # DEPENDENCYPART_SIBL
(0,9),(0,14),-0.243811 # DEPENDENCYPART_SIBL
(0,9),(0,17),-0.101264 # DEPENDENCYPART_SIBL
(0,9),(0,20),-0.100735 # DEPENDENCYPART_SIBL
(0,10),(0,13),-0.0637073 # DEPENDENCYPART_SIBL
(0,10),(0,14),-0.112134 # DEPENDENCYPART_SIBL
(0,10),(0,17),-0.0292496 # DEPENDENCYPART_SIBL
(0,10),(0,20),-0.0300644 # DEPENDENCYPART_SIBL
(0,13),(0,14),-0.114616 # DEPENDENCYPART_SIBL
(0,13),(0,17),-0.0292496 # DEPENDENCYPART_SIBL
(0,13),(0,20),-0.0300644 # DEPENDENCYPART_SIBL
(0,14),(0,17),-0.101359 # DEPENDENCYPART_SIBL
(0,14),(0,20),-0.10083 # DEPENDENCYPART_SIBL
(0,17),(0,20),-0.0391712 # DEPENDENCYPART_SIBL
(1,3),(1,4),0.0627116 # DEPENDENCYPART_SIBL
(1,3),(1,5),-0.00163463 # DEPENDENCYPART_SIBL
(1,3),(1,9),0.0375556 # DEPENDENCYPART_SIBL
(1,3),(1,14),0.0354022 # DEPENDENCYPART_SIBL
(1,4),(1,5),0.337358 # DEPENDENCYPART_SIBL
(1,4),(1,9),0.377582 # DEPENDENCYPART_SIBL
(1,4),(1,14),0.368826 # DEPENDENCYPART_SIBL
(1,5),(1,9),0.0402647 # DEPENDENCYPART_SIBL
(1,5),(1,14),0.0420018 # DEPENDENCYPART_SIBL
(1,9),(1,14),0.0145333 # DEPENDENCYPART_SIBL
(2,1),(2,3),-0.0393269 # DEPENDENCYPART_SIBL
(2,1),(2,4),-0.0335497 # DEPENDENCYPART_SIBL
(2,1),(2,6),-0.000999622 # DEPENDENCYPART_SIBL
(2,1),(2,7),-0.0110752 # DEPENDENCYPART_SIBL
(2,1),(2,9),-0.0403683 # DEPENDENCYPART_SIBL
(2,3),(2,4),0.0511184 # DEPENDENCYPART_SIBL
(2,3),(2,6),0.0293844 # DEPENDENCYPART_SIBL
(2,3),(2,7),0.0199979 # DEPENDENCYPART_SIBL
(2,3),(2,9),0.0317725 # DEPENDENCYPART_SIBL
(2,4),(2,6),0.148541 # DEPENDENCYPART_SIBL
(2,4),(2,7),0.0805391 # DEPENDENCYPART_SIBL
(2,4),(2,9),0.425607 # DEPENDENCYPART_SIBL
(2,6),(2,7),0.0478616 # DEPENDENCYPART_SIBL
(2,6),(2,9),0.058389 # DEPENDENCYPART_SIBL
(2,7),(2,9),0.0713331 # DEPENDENCYPART_SIBL
(3,1),(3,2),0.076717 # DEPENDENCYPART_SIBL
(3,1),(3,4),0.00437881 # DEPENDENCYPART_SIBL
(3,1),(3,5),0.0310807 # DEPENDENCYPART_SIBL
(3,1),(3,6),0.0668934 # DEPENDENCYPART_SIBL
(3,1),(3,7),0.0366943 # DEPENDENCYPART_SIBL
(3,1),(3,8),0.141868 # DEPENDENCYPART_SIBL
(3,1),(3,9),0.00752218 # DEPENDENCYPART_SIBL
(3,1),(3,10),0.0392655 # DEPENDENCYPART_SIBL
(3,1),(3,12),0.00437881 # DEPENDENCYPART_SIBL
(3,1),(3,13),0.0392655 # DEPENDENCYPART_SIBL
(3,1),(3,14),0.00646923 # DEPENDENCYPART_SIBL
(3,1),(3,16),0.140051 # DEPENDENCYPART_SIBL
(3,1),(3,19),0.141868 # DEPENDENCYPART_SIBL
(3,1),(3,21),0.0839603 # DEPENDENCYPART_SIBL
(3,2),(3,4),-0.00361987 # DEPENDENCYPART_SIBL
(3,2),(3,5),-0.0035752 # DEPENDENCYPART_SIBL
(3,2),(3,6),0.116402 # DEPENDENCYPART_SIBL
(3,2),(3,7),0.0228472 # DEPENDENCYPART_SIBL
(3,2),(3,8),0.101663 # DEPENDENCYPART_SIBL
(3,2),(3,9),-0.000465461 # DEPENDENCYPART_SIBL
(3,2),(3,10),0.0527554 # DEPENDENCYPART_SIBL
(3,2),(3,12),-0.00361987 # DEPENDENCYPART_SIBL
(3,2),(3,13),0.0531737 # DEPENDENCYPART_SIBL
(3,2),(3,14),-0.00509787 # DEPENDENCYPART_SIBL
(3,2),(3,16),0.102226 # DEPENDENCYPART_SIBL
(3,2),(3,19),0.101663 # DEPENDENCYPART_SIBL
(3,2),(3,21),0.0312468 # DEPENDENCYPART_SIBL
(3,4),(3,5),0.313222 # DEPENDENCYPART_SIBL
(3,4),(3,6),0.0445333 # DEPENDENCYPART_SIBL
(3,4),(3,7),0.00301518 # DEPENDENCYPART_SIBL
(3,4),(3,8),-0.0070109 # DEPENDENCYPART_SIBL
(3,4),(3,9),0.204439 # DEPENDENCYPART_SIBL
(3,4),(3,10),0.164248 # DEPENDENCYPART_SIBL
(3,4),(3,12),-0.0693046 # DEPENDENCYPART_SIBL
(3,4),(3,13),0.164244 # DEPENDENCYPART_SIBL
(3,4),(3,14),0.195204 # DEPENDENCYPART_SIBL
(3,4),(3,16),-0.00575671 # DEPENDENCYPART_SIBL
(3,4),(3,19),-0.0070109 # DEPENDENCYPART_SIBL
(3,4),(3,21),0.0405587 # DEPENDENCYPART_SIBL
(3,5),(3,6),0.0524419 # DEPENDENCYPART_SIBL
(3,5),(3,7),-0.0126559 # DEPENDENCYPART_SIBL
(3,5),(3,8),-0.061265 # DEPENDENCYPART_SIBL
(3,5),(3,9),0.0205278 # DEPENDENCYPART_SIBL
(3,5),(3,10),0.0583626 # DEPENDENCYPART_SIBL
(3,5),(3,12),-0.0502335 # DEPENDENCYPART_SIBL
(3,5),(3,13),0.0583626 # DEPENDENCYPART_SIBL
(3,5),(3,14),0.0219203 # DEPENDENCYPART_SIBL
(3,5),(3,16),-0.0612653 # DEPENDENCYPART_SIBL
(3,5),(3,19),-0.061265 # DEPENDENCYPART_SIBL
(3,5),(3,21),0.0525353 # DEPENDENCYPART_SIBL
(3,6),(3,7),0.0508307 # DEPENDENCYPART_SIBL
(3,6),(3,8),0.0290315 # DEPENDENCYPART_SIBL
(3,6),(3,9),0.0178211 # DEPENDENCYPART_SIBL
(3,6),(3,10),0.0605174 # DEPENDENCYPART_SIBL
(3,6),(3,12),0.00960741 # DEPENDENCYPART_SIBL
(3,6),(3,13),0.0605174 # DEPENDENCYPART_SIBL
(3,6),(3,14),0.0164934 # DEPENDENCYPART_SIBL
(3,6),(3,16),0.0304229 # DEPENDENCYPART_SIBL
(3,6),(3,19),0.0290315 # DEPENDENCYPART_SIBL
(3,6),(3,21),0.028301 # DEPENDENCYPART_SIBL
(3,7),(3,8),0.0247012 # DEPENDENCYPART_SIBL
(3,7),(3,9),-0.019583 # DEPENDENCYPART_SIBL
(3,7),(3,10),0.0950011 # DEPENDENCYPART_SIBL
(3,7),(3,12),0.00742377 # DEPENDENCYPART_SIBL
(3,7),(3,13),0.0950011 # DEPENDENCYPART_SIBL
(3,7),(3,14),-0.0209054 # DEPENDENCYPART_SIBL
(3,7),(3,16),0.0246995 # DEPENDENCYPART_SIBL
(3,7),(3,19),0.0247012 # DEPENDENCYPART_SIBL
(3,7),(3,21),0.0304349 # DEPENDENCYPART_SIBL
(3,8),(3,9),0.00988278 # DEPENDENCYPART_SIBL
(3,8),(3,10),0.0943963 # DEPENDENCYPART_SIBL
(3,8),(3,12),0.0298137 # DEPENDENCYPART_SIBL
(3,8),(3,13),0.0943963 # DEPENDENCYPART_SIBL
(3,8),(3,14),0.00646039 # DEPENDENCYPART_SIBL
(3,8),(3,16),-0.00995726 # DEPENDENCYPART_SIBL
(3,8),(3,19),-0.00764115 # DEPENDENCYPART_SIBL
(3,8),(3,21),0.00584693 # DEPENDENCYPART_SIBL
(3,9),(3,10),0.0792605 # DEPENDENCYPART_SIBL
(3,9),(3,12),0.0803122 # DEPENDENCYPART_SIBL
(3,9),(3,13),0.0792605 # DEPENDENCYPART_SIBL
(3,9),(3,14),-0.00843449 # DEPENDENCYPART_SIBL
(3,9),(3,16),0.0129255 # DEPENDENCYPART_SIBL
(3,9),(3,19),0.0129267 # DEPENDENCYPART_SIBL
(3,9),(3,21),0.0440094 # DEPENDENCYPART_SIBL
(3,10),(3,12),0.0389861 # DEPENDENCYPART_SIBL
(3,10),(3,13),0.060216 # DEPENDENCYPART_SIBL
(3,10),(3,14),0.0171979 # DEPENDENCYPART_SIBL
(3,10),(3,16),0.0473372 # DEPENDENCYPART_SIBL
(3,10),(3,19),0.0459635 # DEPENDENCYPART_SIBL
(3,10),(3,21),0.0590107 # DEPENDENCYPART_SIBL
(3,12),(3,13),0.164244 # DEPENDENCYPART_SIBL
(3,12),(3,14),0.195204 # DEPENDENCYPART_SIBL
(3,12),(3,16),-0.00575671 # DEPENDENCYPART_SIBL
(3,12),(3,19),-0.0070109 # DEPENDENCYPART_SIBL
(3,12),(3,21),0.0405587 # DEPENDENCYPART_SIBL
(3,13),(3,14),0.0147195 # DEPENDENCYPART_SIBL
(3,13),(3,16),0.0473174 # DEPENDENCYPART_SIBL
(3,13),(3,19),0.0459437 # DEPENDENCYPART_SIBL
(3,13),(3,21),0.0590125 # DEPENDENCYPART_SIBL
(3,14),(3,16),0.0117433 # DEPENDENCYPART_SIBL
(3,14),(3,19),0.0117444 # DEPENDENCYPART_SIBL
(3,14),(3,21),0.0363222 # DEPENDENCYPART_SIBL
(3,16),(3,19),-0.00887768 # DEPENDENCYPART_SIBL
(3,16),(3,21),0.00831772 # DEPENDENCYPART_SIBL
(3,19),(3,21),0.00584693 # DEPENDENCYPART_SIBL
(5,1),(5,2),-0.020042 # DEPENDENCYPART_SIBL
(5,1),(5,3),-0.00083131 # DEPENDENCYPART_SIBL
(5,1),(5,4),0.326751 # DEPENDENCYPART_SIBL
(5,1),(5,6),0.0966538 # DEPENDENCYPART_SIBL
(5,1),(5,8),-0.0155489 # DEPENDENCYPART_SIBL
(5,1),(5,9),0.135061 # DEPENDENCYPART_SIBL
(5,1),(5,12),0.0011252 # DEPENDENCYPART_SIBL
(5,1),(5,13),0.0503837 # DEPENDENCYPART_SIBL
(5,1),(5,14),0.121665 # DEPENDENCYPART_SIBL
(5,1),(5,18),0.0975859 # DEPENDENCYPART_SIBL
(5,1),(5,21),0.103053 # DEPENDENCYPART_SIBL
(5,2),(5,3),0.0445098 # DEPENDENCYPART_SIBL
(5,2),(5,4),0.389874 # DEPENDENCYPART_SIBL
(5,2),(5,6),0.0503443 # DEPENDENCYPART_SIBL
(5,2),(5,8),0.0804009 # DEPENDENCYPART_SIBL
(5,2),(5,9),0.113961 # DEPENDENCYPART_SIBL
(5,2),(5,12),-0.0210176 # DEPENDENCYPART_SIBL
(5,2),(5,13),0.0247872 # DEPENDENCYPART_SIBL
(5,2),(5,14),0.0950615 # DEPENDENCYPART_SIBL
(5,2),(5,18),0.0489426 # DEPENDENCYPART_SIBL
(5,2),(5,21),0.13343 # DEPENDENCYPART_SIBL
(5,3),(5,4),0.271929 # DEPENDENCYPART_SIBL
(5,3),(5,6),0.0703418 # DEPENDENCYPART_SIBL
(5,3),(5,8),0.0225472 # DEPENDENCYPART_SIBL
(5,3),(5,9),0.231326 # DEPENDENCYPART_SIBL
(5,3),(5,12),-0.0106303 # DEPENDENCYPART_SIBL
(5,3),(5,13),0.0214155 # DEPENDENCYPART_SIBL
(5,3),(5,14),0.213587 # DEPENDENCYPART_SIBL
(5,3),(5,18),0.0730671 # DEPENDENCYPART_SIBL
(5,3),(5,21),0.0923253 # DEPENDENCYPART_SIBL
(5,4),(5,6),0.0741937 # DEPENDENCYPART_SIBL
(5,4),(5,8),0.0175236 # DEPENDENCYPART_SIBL
(5,4),(5,9),0.297142 # DEPENDENCYPART_SIBL
(5,4),(5,12),0.00885234 # DEPENDENCYPART_SIBL
(5,4),(5,13),0.112601 # DEPENDENCYPART_SIBL
(5,4),(5,14),0.268233 # DEPENDENCYPART_SIBL
(5,4),(5,18),0.0754555 # DEPENDENCYPART_SIBL
(5,4),(5,21),0.213472 # DEPENDENCYPART_SIBL
(5,6),(5,8),0.00790175 # DEPENDENCYPART_SIBL
(5,6),(5,9),-0.0222897 # DEPENDENCYPART_SIBL
(5,6),(5,12),0.024388 # DEPENDENCYPART_SIBL
(5,6),(5,13),-0.00788035 # DEPENDENCYPART_SIBL
(5,6),(5,14),-0.02255 # DEPENDENCYPART_SIBL
(5,6),(5,18),-0.0284681 # DEPENDENCYPART_SIBL
(5,6),(5,21),0.0385151 # DEPENDENCYPART_SIBL
(5,8),(5,9),-0.0414629 # DEPENDENCYPART_SIBL
(5,8),(5,12),0.013313 # DEPENDENCYPART_SIBL
(5,8),(5,13),-0.0161422 # DEPENDENCYPART_SIBL
(5,8),(5,14),-0.043432 # DEPENDENCYPART_SIBL
(5,8),(5,18),0.0210343 # DEPENDENCYPART_SIBL
(5,8),(5,21),0.00247674 # DEPENDENCYPART_SIBL
(5,9),(5,12),0.137759 # DEPENDENCYPART_SIBL
(5,9),(5,13),0.0263108 # DEPENDENCYPART_SIBL
(5,9),(5,14),-0.020209 # DEPENDENCYPART_SIBL
(5,9),(5,18),0.0032858 # DEPENDENCYPART_SIBL
(5,9),(5,21),0.0329812 # DEPENDENCYPART_SIBL
(5,12),(5,13),0.126828 # DEPENDENCYPART_SIBL
(5,12),(5,14),0.220823 # DEPENDENCYPART_SIBL
(5,12),(5,18),0.0849261 # DEPENDENCYPART_SIBL
(5,12),(5,21),0.0259896 # DEPENDENCYPART_SIBL
