# _root_ A Gazdasági_Minisztérium utasítja az ITD_Hungary vezérigazgatóját , hogy dolgozzanak ki olyan térségi programokat , amelyek lehetővé teszik a bányászok foglalkoztatását .
#goldHeads=2,3,0,5,6,3,3,3,3,9,13,13,9,9,17,17,11,19,20,17,3,
#predictedHeads=2,3,0,5,6,3,3,3,3,9,13,13,9,9,17,17,11,19,20,17,3,
(10,6),-1.40086 # DEPENDENCYPART_ARC
(10,7),-1.08766 # DEPENDENCYPART_ARC
(10,8),-1.01288 # DEPENDENCYPART_ARC
(10,9),-0.33255 # DEPENDENCYPART_ARC
(10,13),-0.840061 # DEPENDENCYPART_ARC
(10,14),-0.576665 # DEPENDENCYPART_ARC
(10,19),-1.68633 # DEPENDENCYPART_ARC
(10,20),-1.67337 # DEPENDENCYPART_ARC
(10,21),-1.3832 # DEPENDENCYPART_ARC
(11,3),-0.810277 # DEPENDENCYPART_ARC
(11,5),-1.98852 # DEPENDENCYPART_ARC
(11,6),-2.67952 # DEPENDENCYPART_ARC
(11,7),-1.57883 # DEPENDENCYPART_ARC
(11,8),-1.18802 # DEPENDENCYPART_ARC
(11,9),-0.634994 # DEPENDENCYPART_ARC
(11,12),-0.495597 # DEPENDENCYPART_ARC
(11,13),-1.07269 # DEPENDENCYPART_ARC
(11,14),-0.467277 # DEPENDENCYPART_ARC
(11,15),-0.951914 # DEPENDENCYPART_ARC
(11,16),-0.986032 # DEPENDENCYPART_ARC
(11,17),0.449752 # DEPENDENCYPART_ARC
(11,19),-0.877409 # DEPENDENCYPART_ARC
(11,20),-1.28231 # DEPENDENCYPART_ARC
(11,21),-1.10681 # DEPENDENCYPART_ARC
(12,2),-2.38092 # DEPENDENCYPART_ARC
(12,3),-1.56411 # DEPENDENCYPART_ARC
(12,5),-2.11229 # DEPENDENCYPART_ARC
(12,6),-1.61428 # DEPENDENCYPART_ARC
(12,7),-1.25008 # DEPENDENCYPART_ARC
(12,8),-0.996692 # DEPENDENCYPART_ARC
(12,10),-0.208894 # DEPENDENCYPART_ARC
(12,11),0.372545 # DEPENDENCYPART_ARC
(12,14),-1.0026 # DEPENDENCYPART_ARC
(12,16),-2.01569 # DEPENDENCYPART_ARC
(12,17),-1.52163 # DEPENDENCYPART_ARC
(13,1),-1.77283 # DEPENDENCYPART_ARC
(13,2),-2.47308 # DEPENDENCYPART_ARC
(13,3),-2.54374 # DEPENDENCYPART_ARC
(13,4),-0.7957 # DEPENDENCYPART_ARC
(13,5),-1.40347 # DEPENDENCYPART_ARC
(13,6),-3.75206 # DEPENDENCYPART_ARC
(13,7),-1.15922 # DEPENDENCYPART_ARC
(13,8),-0.921877 # DEPENDENCYPART_ARC
(13,9),-1.9145 # DEPENDENCYPART_ARC
(13,11),1.15681 # DEPENDENCYPART_ARC
(13,12),2.75839 # DEPENDENCYPART_ARC
(13,14),-0.586201 # DEPENDENCYPART_ARC
(13,15),-1.29442 # DEPENDENCYPART_ARC
(13,16),-1.57481 # DEPENDENCYPART_ARC
(13,17),-1.91177 # DEPENDENCYPART_ARC
(13,19),-2.18329 # DEPENDENCYPART_ARC
(13,20),-2.97445 # DEPENDENCYPART_ARC
(13,21),-1.66258 # DEPENDENCYPART_ARC
(15,16),-1.08858 # DEPENDENCYPART_ARC
(15,19),-1.06055 # DEPENDENCYPART_ARC
(15,20),-1.22663 # DEPENDENCYPART_ARC
(16,8),-1.93717 # DEPENDENCYPART_ARC
(16,11),-1.80287 # DEPENDENCYPART_ARC
(16,12),-2.04843 # DEPENDENCYPART_ARC
(16,13),-2.40388 # DEPENDENCYPART_ARC
(16,14),-1.55303 # DEPENDENCYPART_ARC
(16,15),-0.724614 # DEPENDENCYPART_ARC
(16,19),-1.9352 # DEPENDENCYPART_ARC
(16,20),-2.19628 # DEPENDENCYPART_ARC
(17,1),-2.02578 # DEPENDENCYPART_ARC
(17,2),-1.66348 # DEPENDENCYPART_ARC
(17,3),-0.536399 # DEPENDENCYPART_ARC
(17,4),-1.83427 # DEPENDENCYPART_ARC
(17,5),-1.80936 # DEPENDENCYPART_ARC
(17,6),-1.42244 # DEPENDENCYPART_ARC
(17,7),-0.879845 # DEPENDENCYPART_ARC
(17,8),-0.207657 # DEPENDENCYPART_ARC
(17,9),-0.4797 # DEPENDENCYPART_ARC
(17,10),-0.378509 # DEPENDENCYPART_ARC
(17,11),-0.938527 # DEPENDENCYPART_ARC
(17,12),-1.24728 # DEPENDENCYPART_ARC
(17,13),0.941811 # DEPENDENCYPART_ARC
(17,14),0.140368 # DEPENDENCYPART_ARC
(17,15),1.90659 # DEPENDENCYPART_ARC
(17,16),1.99231 # DEPENDENCYPART_ARC
(17,18),-1.18856 # DEPENDENCYPART_ARC
(17,19),0.674643 # DEPENDENCYPART_ARC
(17,20),1.43445 # DEPENDENCYPART_ARC
(17,21),-0.338242 # DEPENDENCYPART_ARC
(19,11),-1.83817 # DEPENDENCYPART_ARC
(19,15),-1.51602 # DEPENDENCYPART_ARC
(19,16),-2.86771 # DEPENDENCYPART_ARC
(19,18),1.64391 # DEPENDENCYPART_ARC
(20,5),-2.09078 # DEPENDENCYPART_ARC
(20,11),-1.75673 # DEPENDENCYPART_ARC
(20,13),-3.29738 # DEPENDENCYPART_ARC
(20,14),-1.45594 # DEPENDENCYPART_ARC
(20,15),-1.6084 # DEPENDENCYPART_ARC
(20,16),-3.31868 # DEPENDENCYPART_ARC
(20,17),-2.40436 # DEPENDENCYPART_ARC
(20,18),0.169394 # DEPENDENCYPART_ARC
(20,19),3.421 # DEPENDENCYPART_ARC
(20,21),-1.2027 # DEPENDENCYPART_ARC
(0,2),(0,3),-0.107519 # DEPENDENCYPART_SIBL
(0,2),(0,8),-0.136432 # DEPENDENCYPART_SIBL
(0,2),(0,9),-0.107519 # DEPENDENCYPART_SIBL
(0,2),(0,10),-0.0674902 # DEPENDENCYPART_SIBL
(0,2),(0,11),-0.0210699 # DEPENDENCYPART_SIBL
(0,2),(0,17),-0.108285 # DEPENDENCYPART_SIBL
(0,3),(0,8),-0.265529 # DEPENDENCYPART_SIBL
(0,3),(0,9),-0.245466 # DEPENDENCYPART_SIBL
(0,3),(0,10),-0.118576 # DEPENDENCYPART_SIBL
(0,3),(0,11),-0.103657 # DEPENDENCYPART_SIBL
(0,3),(0,17),-0.24363 # DEPENDENCYPART_SIBL
(0,8),(0,9),-0.130334 # DEPENDENCYPART_SIBL
(0,8),(0,10),-0.0887974 # DEPENDENCYPART_SIBL
(0,8),(0,11),-0.062403 # DEPENDENCYPART_SIBL
(0,8),(0,17),-0.128148 # DEPENDENCYPART_SIBL
(0,9),(0,10),-0.118576 # DEPENDENCYPART_SIBL
(0,9),(0,11),-0.103657 # DEPENDENCYPART_SIBL
(0,9),(0,17),-0.24363 # DEPENDENCYPART_SIBL
(0,10),(0,11),-0.017667 # DEPENDENCYPART_SIBL
(0,10),(0,17),-0.10227 # DEPENDENCYPART_SIBL
(0,11),(0,17),-0.114863 # DEPENDENCYPART_SIBL
(2,1),(2,3),0.00861769 # DEPENDENCYPART_SIBL
(2,1),(2,5),-0.00331962 # DEPENDENCYPART_SIBL
(2,1),(2,6),-0.00331962 # DEPENDENCYPART_SIBL
(2,1),(2,7),-0.00907786 # DEPENDENCYPART_SIBL
(2,1),(2,8),-0.025939 # DEPENDENCYPART_SIBL
(2,1),(2,9),0.00861769 # DEPENDENCYPART_SIBL
(2,1),(2,11),-0.0380585 # DEPENDENCYPART_SIBL
(2,1),(2,13),-0.00332038 # DEPENDENCYPART_SIBL
(2,1),(2,17),0.00797928 # DEPENDENCYPART_SIBL
(2,1),(2,21),-0.0285178 # DEPENDENCYPART_SIBL
(2,3),(2,5),0.0764132 # DEPENDENCYPART_SIBL
(2,3),(2,6),0.0764132 # DEPENDENCYPART_SIBL
(2,3),(2,7),0.169079 # DEPENDENCYPART_SIBL
(2,3),(2,8),-0.0119947 # DEPENDENCYPART_SIBL
(2,3),(2,9),0.0510458 # DEPENDENCYPART_SIBL
(2,3),(2,11),0.0712228 # DEPENDENCYPART_SIBL
(2,3),(2,13),0.07641 # DEPENDENCYPART_SIBL
(2,3),(2,17),0.0516139 # DEPENDENCYPART_SIBL
(2,3),(2,21),0.211166 # DEPENDENCYPART_SIBL
(2,5),(2,6),0.00471393 # DEPENDENCYPART_SIBL
(2,5),(2,7),0.103086 # DEPENDENCYPART_SIBL
(2,5),(2,8),-0.0338937 # DEPENDENCYPART_SIBL
(2,5),(2,9),0.058216 # DEPENDENCYPART_SIBL
(2,5),(2,11),0.0566381 # DEPENDENCYPART_SIBL
(2,5),(2,13),0.00470151 # DEPENDENCYPART_SIBL
(2,5),(2,17),0.0561816 # DEPENDENCYPART_SIBL
(2,5),(2,21),0.0485651 # DEPENDENCYPART_SIBL
(2,6),(2,7),0.103086 # DEPENDENCYPART_SIBL
(2,6),(2,8),-0.0338937 # DEPENDENCYPART_SIBL
(2,6),(2,9),0.058216 # DEPENDENCYPART_SIBL
(2,6),(2,11),0.0566381 # DEPENDENCYPART_SIBL
(2,6),(2,13),0.00470151 # DEPENDENCYPART_SIBL
(2,6),(2,17),0.0561816 # DEPENDENCYPART_SIBL
(2,6),(2,21),0.0485651 # DEPENDENCYPART_SIBL
(2,7),(2,8),0.33281 # DEPENDENCYPART_SIBL
(2,7),(2,9),0.425607 # DEPENDENCYPART_SIBL
(2,7),(2,11),0.182678 # DEPENDENCYPART_SIBL
(2,7),(2,13),0.342962 # DEPENDENCYPART_SIBL
(2,7),(2,17),0.425213 # DEPENDENCYPART_SIBL
(2,7),(2,21),0.0787788 # DEPENDENCYPART_SIBL
(2,8),(2,9),0.0426808 # DEPENDENCYPART_SIBL
(2,8),(2,11),0.0344542 # DEPENDENCYPART_SIBL
(2,8),(2,13),-0.0350844 # DEPENDENCYPART_SIBL
(2,8),(2,17),0.0435989 # DEPENDENCYPART_SIBL
(2,8),(2,21),0.146321 # DEPENDENCYPART_SIBL
(2,9),(2,11),0.0712228 # DEPENDENCYPART_SIBL
(2,9),(2,13),0.07641 # DEPENDENCYPART_SIBL
(2,9),(2,17),0.0516139 # DEPENDENCYPART_SIBL
(2,9),(2,21),0.211166 # DEPENDENCYPART_SIBL
(2,11),(2,13),-0.00099655 # DEPENDENCYPART_SIBL
(2,11),(2,17),-0.00207178 # DEPENDENCYPART_SIBL
(2,11),(2,21),0.0555494 # DEPENDENCYPART_SIBL
(2,13),(2,17),0.0561811 # DEPENDENCYPART_SIBL
(2,13),(2,21),0.0485624 # DEPENDENCYPART_SIBL
(2,17),(2,21),0.212752 # DEPENDENCYPART_SIBL
(3,1),(3,2),0.0152369 # DEPENDENCYPART_SIBL
(3,1),(3,4),0.0450632 # DEPENDENCYPART_SIBL
(3,1),(3,5),-0.0245112 # DEPENDENCYPART_SIBL
(3,1),(3,6),-0.0245112 # DEPENDENCYPART_SIBL
(3,1),(3,7),-0.0377119 # DEPENDENCYPART_SIBL
(3,1),(3,8),-0.0259395 # DEPENDENCYPART_SIBL
(3,1),(3,9),-0.0134258 # DEPENDENCYPART_SIBL
(3,1),(3,10),0.0278763 # DEPENDENCYPART_SIBL
(3,1),(3,11),-0.0768103 # DEPENDENCYPART_SIBL
(3,1),(3,12),0.00253907 # DEPENDENCYPART_SIBL
(3,1),(3,13),-0.0255948 # DEPENDENCYPART_SIBL
(3,1),(3,14),-0.0377119 # DEPENDENCYPART_SIBL
(3,1),(3,15),-0.0269974 # DEPENDENCYPART_SIBL
(3,1),(3,16),-0.00854949 # DEPENDENCYPART_SIBL
(3,1),(3,17),-0.0131625 # DEPENDENCYPART_SIBL
(3,1),(3,19),-0.0245112 # DEPENDENCYPART_SIBL
(3,1),(3,20),-0.0245112 # DEPENDENCYPART_SIBL
(3,1),(3,21),-0.0634118 # DEPENDENCYPART_SIBL
(3,2),(3,4),-0.0308429 # DEPENDENCYPART_SIBL
(3,2),(3,5),-0.0206744 # DEPENDENCYPART_SIBL
(3,2),(3,6),-0.0206744 # DEPENDENCYPART_SIBL
(3,2),(3,7),-0.0102681 # DEPENDENCYPART_SIBL
(3,2),(3,8),-0.00651503 # DEPENDENCYPART_SIBL
(3,2),(3,9),-0.0195697 # DEPENDENCYPART_SIBL
(3,2),(3,10),0.110276 # DEPENDENCYPART_SIBL
(3,2),(3,11),-0.103216 # DEPENDENCYPART_SIBL
(3,2),(3,12),-0.00976044 # DEPENDENCYPART_SIBL
(3,2),(3,13),-0.0218028 # DEPENDENCYPART_SIBL
(3,2),(3,14),-0.0102681 # DEPENDENCYPART_SIBL
(3,2),(3,15),-0.036632 # DEPENDENCYPART_SIBL
(3,2),(3,16),-0.0205351 # DEPENDENCYPART_SIBL
(3,2),(3,17),-0.0125973 # DEPENDENCYPART_SIBL
(3,2),(3,19),-0.0206751 # DEPENDENCYPART_SIBL
(3,2),(3,20),-0.0206744 # DEPENDENCYPART_SIBL
(3,2),(3,21),0.00275685 # DEPENDENCYPART_SIBL
(3,4),(3,5),0.0520221 # DEPENDENCYPART_SIBL
(3,4),(3,6),0.0520221 # DEPENDENCYPART_SIBL
(3,4),(3,7),0.0263673 # DEPENDENCYPART_SIBL
(3,4),(3,8),0.105883 # DEPENDENCYPART_SIBL
(3,4),(3,9),0.000231333 # DEPENDENCYPART_SIBL
(3,4),(3,10),0.0188087 # DEPENDENCYPART_SIBL
(3,4),(3,11),-0.00232929 # DEPENDENCYPART_SIBL
(3,4),(3,12),-0.00126612 # DEPENDENCYPART_SIBL
(3,4),(3,13),0.0519849 # DEPENDENCYPART_SIBL
(3,4),(3,14),0.0263673 # DEPENDENCYPART_SIBL
(3,4),(3,15),-0.00534678 # DEPENDENCYPART_SIBL
(3,4),(3,16),-0.00577937 # DEPENDENCYPART_SIBL
(3,4),(3,17),0.00563484 # DEPENDENCYPART_SIBL
(3,4),(3,19),0.0520221 # DEPENDENCYPART_SIBL
(3,4),(3,20),0.0520221 # DEPENDENCYPART_SIBL
(3,4),(3,21),-0.00660792 # DEPENDENCYPART_SIBL
(3,5),(3,6),-0.0191053 # DEPENDENCYPART_SIBL
(3,5),(3,7),0.0430489 # DEPENDENCYPART_SIBL
(3,5),(3,8),0.0454245 # DEPENDENCYPART_SIBL
(3,5),(3,9),-0.0189344 # DEPENDENCYPART_SIBL
(3,5),(3,10),0.000582988 # DEPENDENCYPART_SIBL
(3,5),(3,11),0.0432098 # DEPENDENCYPART_SIBL
(3,5),(3,12),0.0263337 # DEPENDENCYPART_SIBL
(3,5),(3,13),-0.0191653 # DEPENDENCYPART_SIBL
(3,5),(3,14),0.0430489 # DEPENDENCYPART_SIBL
(3,5),(3,15),0.0404271 # DEPENDENCYPART_SIBL
(3,5),(3,16),0.0186695 # DEPENDENCYPART_SIBL
(3,5),(3,17),-0.013644 # DEPENDENCYPART_SIBL
(3,5),(3,19),-0.0194661 # DEPENDENCYPART_SIBL
(3,5),(3,20),-0.0191053 # DEPENDENCYPART_SIBL
(3,5),(3,21),-1.62179e-05 # DEPENDENCYPART_SIBL
(3,6),(3,7),0.0430489 # DEPENDENCYPART_SIBL
(3,6),(3,8),0.0454245 # DEPENDENCYPART_SIBL
(3,6),(3,9),-0.0189344 # DEPENDENCYPART_SIBL
(3,6),(3,10),0.000582988 # DEPENDENCYPART_SIBL
(3,6),(3,11),0.0432098 # DEPENDENCYPART_SIBL
(3,6),(3,12),0.0263337 # DEPENDENCYPART_SIBL
(3,6),(3,13),-0.0191653 # DEPENDENCYPART_SIBL
(3,6),(3,14),0.0430489 # DEPENDENCYPART_SIBL
(3,6),(3,15),0.0404271 # DEPENDENCYPART_SIBL
(3,6),(3,16),0.0186695 # DEPENDENCYPART_SIBL
(3,6),(3,17),-0.013644 # DEPENDENCYPART_SIBL
(3,6),(3,19),-0.0194661 # DEPENDENCYPART_SIBL
(3,6),(3,20),-0.0191053 # DEPENDENCYPART_SIBL
(3,6),(3,21),-1.62179e-05 # DEPENDENCYPART_SIBL
(3,7),(3,8),0.81544 # DEPENDENCYPART_SIBL
(3,7),(3,9),0.194562 # DEPENDENCYPART_SIBL
(3,7),(3,10),0.112171 # DEPENDENCYPART_SIBL
(3,7),(3,11),0.0129306 # DEPENDENCYPART_SIBL
(3,7),(3,12),0.0604985 # DEPENDENCYPART_SIBL
(3,7),(3,13),0.0764443 # DEPENDENCYPART_SIBL
(3,7),(3,14),-0.0129099 # DEPENDENCYPART_SIBL
(3,7),(3,15),0.00832714 # DEPENDENCYPART_SIBL
(3,7),(3,16),0.0497981 # DEPENDENCYPART_SIBL
(3,7),(3,17),0.206344 # DEPENDENCYPART_SIBL
(3,7),(3,19),0.0763484 # DEPENDENCYPART_SIBL
(3,7),(3,20),0.07652 # DEPENDENCYPART_SIBL
(3,7),(3,21),0.0489202 # DEPENDENCYPART_SIBL
(3,8),(3,9),0.108302 # DEPENDENCYPART_SIBL
(3,8),(3,10),0.0417961 # DEPENDENCYPART_SIBL
(3,8),(3,11),0.0766519 # DEPENDENCYPART_SIBL
(3,8),(3,12),0.0821954 # DEPENDENCYPART_SIBL
(3,8),(3,13),-0.0143102 # DEPENDENCYPART_SIBL
(3,8),(3,14),-0.0390228 # DEPENDENCYPART_SIBL
(3,8),(3,15),0.0591659 # DEPENDENCYPART_SIBL
(3,8),(3,16),0.0764515 # DEPENDENCYPART_SIBL
(3,8),(3,17),0.118293 # DEPENDENCYPART_SIBL
(3,8),(3,19),-0.004004 # DEPENDENCYPART_SIBL
(3,8),(3,20),-0.0142557 # DEPENDENCYPART_SIBL
(3,8),(3,21),0.124079 # DEPENDENCYPART_SIBL
(3,9),(3,10),0.0120566 # DEPENDENCYPART_SIBL
(3,9),(3,11),-0.0260711 # DEPENDENCYPART_SIBL
(3,9),(3,12),0.00674958 # DEPENDENCYPART_SIBL
(3,9),(3,13),-0.00452576 # DEPENDENCYPART_SIBL
(3,9),(3,14),0.0599745 # DEPENDENCYPART_SIBL
(3,9),(3,15),-0.0274669 # DEPENDENCYPART_SIBL
(3,9),(3,16),0.0022072 # DEPENDENCYPART_SIBL
(3,9),(3,17),0.00151295 # DEPENDENCYPART_SIBL
(3,9),(3,19),-0.00448358 # DEPENDENCYPART_SIBL
(3,9),(3,20),-0.00448328 # DEPENDENCYPART_SIBL
(3,9),(3,21),0.0178063 # DEPENDENCYPART_SIBL
(3,10),(3,11),0.0781017 # DEPENDENCYPART_SIBL
(3,10),(3,12),0.0853465 # DEPENDENCYPART_SIBL
(3,10),(3,13),0.0560246 # DEPENDENCYPART_SIBL
(3,10),(3,14),0.0603339 # DEPENDENCYPART_SIBL
(3,10),(3,15),0.0813858 # DEPENDENCYPART_SIBL
(3,10),(3,16),0.0802997 # DEPENDENCYPART_SIBL
(3,10),(3,17),0.034588 # DEPENDENCYPART_SIBL
(3,10),(3,19),0.0559859 # DEPENDENCYPART_SIBL
(3,10),(3,20),0.0560606 # DEPENDENCYPART_SIBL
(3,10),(3,21),0.0702243 # DEPENDENCYPART_SIBL
(3,11),(3,12),0.00527125 # DEPENDENCYPART_SIBL
(3,11),(3,13),-0.0699526 # DEPENDENCYPART_SIBL
(3,11),(3,14),-0.0639367 # DEPENDENCYPART_SIBL
(3,11),(3,15),-0.0591656 # DEPENDENCYPART_SIBL
(3,11),(3,16),0.00075184 # DEPENDENCYPART_SIBL
(3,11),(3,17),-0.0918347 # DEPENDENCYPART_SIBL
(3,11),(3,19),-0.0699129 # DEPENDENCYPART_SIBL
(3,11),(3,20),-0.0699129 # DEPENDENCYPART_SIBL
(3,11),(3,21),-0.0694218 # DEPENDENCYPART_SIBL
(3,12),(3,13),-0.0236578 # DEPENDENCYPART_SIBL
(3,12),(3,14),-0.000360313 # DEPENDENCYPART_SIBL
(3,12),(3,15),-0.0158793 # DEPENDENCYPART_SIBL
(3,12),(3,16),-0.0390823 # DEPENDENCYPART_SIBL
(3,12),(3,17),-0.0253393 # DEPENDENCYPART_SIBL
(3,12),(3,19),-0.0236218 # DEPENDENCYPART_SIBL
(3,12),(3,20),-0.0236218 # DEPENDENCYPART_SIBL
(3,12),(3,21),-0.0109035 # DEPENDENCYPART_SIBL
(3,13),(3,14),0.0430433 # DEPENDENCYPART_SIBL
(3,13),(3,15),0.0404216 # DEPENDENCYPART_SIBL
(3,13),(3,16),0.0186635 # DEPENDENCYPART_SIBL
(3,13),(3,17),-0.0136504 # DEPENDENCYPART_SIBL
(3,13),(3,19),-0.0194716 # DEPENDENCYPART_SIBL
(3,13),(3,20),-0.0191108 # DEPENDENCYPART_SIBL
(3,13),(3,21),-2.61902e-05 # DEPENDENCYPART_SIBL
(3,14),(3,15),0.00832714 # DEPENDENCYPART_SIBL
(3,14),(3,16),0.0497981 # DEPENDENCYPART_SIBL
(3,14),(3,17),0.206344 # DEPENDENCYPART_SIBL
(3,14),(3,19),0.0763484 # DEPENDENCYPART_SIBL
(3,14),(3,20),0.07652 # DEPENDENCYPART_SIBL
(3,14),(3,21),0.0489202 # DEPENDENCYPART_SIBL
(3,15),(3,16),0.0579635 # DEPENDENCYPART_SIBL
(3,15),(3,17),-0.0384169 # DEPENDENCYPART_SIBL
(3,15),(3,19),0.00547491 # DEPENDENCYPART_SIBL
(3,15),(3,20),0.00547491 # DEPENDENCYPART_SIBL
(3,15),(3,21),-0.00931491 # DEPENDENCYPART_SIBL
(3,16),(3,17),-0.0140404 # DEPENDENCYPART_SIBL
(3,16),(3,19),-0.0292365 # DEPENDENCYPART_SIBL
(3,16),(3,20),-0.0292365 # DEPENDENCYPART_SIBL
(3,16),(3,21),-0.00167732 # DEPENDENCYPART_SIBL
(3,17),(3,19),-0.00563458 # DEPENDENCYPART_SIBL
(3,17),(3,20),-0.00563428 # DEPENDENCYPART_SIBL
(3,17),(3,21),0.0181181 # DEPENDENCYPART_SIBL
(3,19),(3,20),-0.0147381 # DEPENDENCYPART_SIBL
(3,19),(3,21),-1.62297e-05 # DEPENDENCYPART_SIBL
(3,20),(3,21),-1.62179e-05 # DEPENDENCYPART_SIBL
(5,1),(5,4),-0.567434 # DEPENDENCYPART_SIBL
(5,1),(5,9),0.0086177 # DEPENDENCYPART_SIBL
(5,4),(5,9),-0.0121052 # DEPENDENCYPART_SIBL
(6,1),(6,2),0.011213 # DEPENDENCYPART_SIBL
(6,1),(6,3),0.20699 # DEPENDENCYPART_SIBL
(6,1),(6,4),-0.567434 # DEPENDENCYPART_SIBL
(6,1),(6,5),0.0129962 # DEPENDENCYPART_SIBL
(6,1),(6,7),-0.00907785 # DEPENDENCYPART_SIBL
(6,1),(6,9),0.0086177 # DEPENDENCYPART_SIBL
(6,1),(6,13),-0.00332038 # DEPENDENCYPART_SIBL
(6,1),(6,17),0.00797928 # DEPENDENCYPART_SIBL
(6,1),(6,20),-0.00331961 # DEPENDENCYPART_SIBL
(6,1),(6,21),-0.0285178 # DEPENDENCYPART_SIBL
