# _root_ — Ha bármilyen módon tudomásunkra jutott , hogy egy elhunyt nem járul hozzá szervei átültetéséhez , eddig sem nyúltunk a tetemhez .
#goldHeads=19,19,4,6,6,19,6,6,10,12,12,6,12,15,12,19,19,19,0,21,19,19,
#predictedHeads=6,6,4,6,6,0,6,6,10,12,12,6,12,15,12,12,19,19,12,21,19,6,
(18,14),-1.50405 # DEPENDENCYPART_ARC
(18,15),-1.43464 # DEPENDENCYPART_ARC
(18,16),-1.51002 # DEPENDENCYPART_ARC
(18,17),-0.34743 # DEPENDENCYPART_ARC
(18,21),-1.07305 # DEPENDENCYPART_ARC
(18,22),-1.08921 # DEPENDENCYPART_ARC
(19,1),-1.12198 # DEPENDENCYPART_ARC
(19,2),-0.22961 # DEPENDENCYPART_ARC
(19,4),-0.808462 # DEPENDENCYPART_ARC
(19,5),-0.947569 # DEPENDENCYPART_ARC
(19,6),-1.11596 # DEPENDENCYPART_ARC
(19,7),-0.645892 # DEPENDENCYPART_ARC
(19,8),-0.419723 # DEPENDENCYPART_ARC
(19,9),-1.67814 # DEPENDENCYPART_ARC
(19,10),-1.22847 # DEPENDENCYPART_ARC
(19,11),-0.575992 # DEPENDENCYPART_ARC
(19,12),-0.695903 # DEPENDENCYPART_ARC
(19,13),-0.128441 # DEPENDENCYPART_ARC
(19,14),-0.18189 # DEPENDENCYPART_ARC
(19,15),-0.774954 # DEPENDENCYPART_ARC
(19,16),0.314127 # DEPENDENCYPART_ARC
(19,17),1.42473 # DEPENDENCYPART_ARC
(19,18),2.19888 # DEPENDENCYPART_ARC
(19,20),-0.678924 # DEPENDENCYPART_ARC
(19,21),1.69203 # DEPENDENCYPART_ARC
(19,22),-0.200265 # DEPENDENCYPART_ARC
(21,9),-1.66983 # DEPENDENCYPART_ARC
(21,17),-1.70656 # DEPENDENCYPART_ARC
(21,18),-1.50093 # DEPENDENCYPART_ARC
(21,20),1.79235 # DEPENDENCYPART_ARC
(0,2),(0,4),-0.0796789 # DEPENDENCYPART_SIBL
(0,2),(0,5),-0.0785623 # DEPENDENCYPART_SIBL
(0,2),(0,6),-0.107698 # DEPENDENCYPART_SIBL
(0,2),(0,8),-0.146808 # DEPENDENCYPART_SIBL
(0,2),(0,11),-0.0771117 # DEPENDENCYPART_SIBL
(0,2),(0,12),-0.107475 # DEPENDENCYPART_SIBL
(0,2),(0,13),-0.0610403 # DEPENDENCYPART_SIBL
(0,2),(0,17),-0.0616251 # DEPENDENCYPART_SIBL
(0,2),(0,19),-0.107475 # DEPENDENCYPART_SIBL
(0,4),(0,5),-0.0673336 # DEPENDENCYPART_SIBL
(0,4),(0,6),-0.110054 # DEPENDENCYPART_SIBL
(0,4),(0,8),-0.140866 # DEPENDENCYPART_SIBL
(0,4),(0,11),-0.0699445 # DEPENDENCYPART_SIBL
(0,4),(0,12),-0.109783 # DEPENDENCYPART_SIBL
(0,4),(0,13),-0.0589511 # DEPENDENCYPART_SIBL
(0,4),(0,17),-0.0597906 # DEPENDENCYPART_SIBL
(0,4),(0,19),-0.109783 # DEPENDENCYPART_SIBL
(0,5),(0,6),-0.107788 # DEPENDENCYPART_SIBL
(0,5),(0,8),-0.136432 # DEPENDENCYPART_SIBL
(0,5),(0,11),-0.066328 # DEPENDENCYPART_SIBL
(0,5),(0,12),-0.107518 # DEPENDENCYPART_SIBL
(0,5),(0,13),-0.0562286 # DEPENDENCYPART_SIBL
(0,5),(0,17),-0.0570681 # DEPENDENCYPART_SIBL
(0,5),(0,19),-0.107518 # DEPENDENCYPART_SIBL
(0,6),(0,8),-0.256007 # DEPENDENCYPART_SIBL
(0,6),(0,11),-0.108116 # DEPENDENCYPART_SIBL
(0,6),(0,12),-0.249015 # DEPENDENCYPART_SIBL
(0,6),(0,13),-0.113263 # DEPENDENCYPART_SIBL
(0,6),(0,17),-0.113756 # DEPENDENCYPART_SIBL
(0,6),(0,19),-0.249015 # DEPENDENCYPART_SIBL
(0,8),(0,11),-0.0952971 # DEPENDENCYPART_SIBL
(0,8),(0,12),-0.130334 # DEPENDENCYPART_SIBL
(0,8),(0,13),-0.0851376 # DEPENDENCYPART_SIBL
(0,8),(0,17),-0.0862874 # DEPENDENCYPART_SIBL
(0,8),(0,19),-0.130334 # DEPENDENCYPART_SIBL
(0,11),(0,12),-0.112223 # DEPENDENCYPART_SIBL
(0,11),(0,13),-0.0587614 # DEPENDENCYPART_SIBL
(0,11),(0,17),-0.0605683 # DEPENDENCYPART_SIBL
(0,11),(0,19),-0.112223 # DEPENDENCYPART_SIBL
(0,12),(0,13),-0.113155 # DEPENDENCYPART_SIBL
(0,12),(0,17),-0.113648 # DEPENDENCYPART_SIBL
(0,12),(0,19),-0.245466 # DEPENDENCYPART_SIBL
(0,13),(0,17),-0.0658123 # DEPENDENCYPART_SIBL
(0,13),(0,19),-0.116057 # DEPENDENCYPART_SIBL
(0,17),(0,19),-0.112871 # DEPENDENCYPART_SIBL
(2,1),(2,4),0.00546891 # DEPENDENCYPART_SIBL
(2,1),(2,5),0.00836425 # DEPENDENCYPART_SIBL
(2,1),(2,6),0.151014 # DEPENDENCYPART_SIBL
(2,1),(2,7),-0.0309565 # DEPENDENCYPART_SIBL
(2,1),(2,8),0.0588696 # DEPENDENCYPART_SIBL
(2,1),(2,10),0.00836406 # DEPENDENCYPART_SIBL
(2,1),(2,12),0.133568 # DEPENDENCYPART_SIBL
(2,1),(2,14),0.00836425 # DEPENDENCYPART_SIBL
(2,1),(2,16),-0.0309565 # DEPENDENCYPART_SIBL
(2,1),(2,19),0.133568 # DEPENDENCYPART_SIBL
(2,1),(2,21),0.00836425 # DEPENDENCYPART_SIBL
(2,1),(2,22),0.00581156 # DEPENDENCYPART_SIBL
(2,4),(2,5),0.062206 # DEPENDENCYPART_SIBL
(2,4),(2,6),-0.0255827 # DEPENDENCYPART_SIBL
(2,4),(2,7),0.098331 # DEPENDENCYPART_SIBL
(2,4),(2,8),-0.0260624 # DEPENDENCYPART_SIBL
(2,4),(2,10),0.0622059 # DEPENDENCYPART_SIBL
(2,4),(2,12),-0.0253036 # DEPENDENCYPART_SIBL
(2,4),(2,14),0.062206 # DEPENDENCYPART_SIBL
(2,4),(2,16),0.098331 # DEPENDENCYPART_SIBL
(2,4),(2,19),-0.0253036 # DEPENDENCYPART_SIBL
(2,4),(2,21),0.062206 # DEPENDENCYPART_SIBL
(2,4),(2,22),0.0292424 # DEPENDENCYPART_SIBL
(2,5),(2,6),-0.0144466 # DEPENDENCYPART_SIBL
(2,5),(2,7),0.118181 # DEPENDENCYPART_SIBL
(2,5),(2,8),-0.0147124 # DEPENDENCYPART_SIBL
(2,5),(2,10),0.0704045 # DEPENDENCYPART_SIBL
(2,5),(2,12),-0.0141675 # DEPENDENCYPART_SIBL
(2,5),(2,14),0.0704046 # DEPENDENCYPART_SIBL
(2,5),(2,16),0.118181 # DEPENDENCYPART_SIBL
(2,5),(2,19),-0.0141675 # DEPENDENCYPART_SIBL
(2,5),(2,21),0.0704046 # DEPENDENCYPART_SIBL
(2,5),(2,22),0.0432895 # DEPENDENCYPART_SIBL
(2,6),(2,7),0.225143 # DEPENDENCYPART_SIBL
(2,6),(2,8),-0.00952613 # DEPENDENCYPART_SIBL
(2,6),(2,10),0.152288 # DEPENDENCYPART_SIBL
(2,6),(2,12),-0.0278107 # DEPENDENCYPART_SIBL
(2,6),(2,14),0.15229 # DEPENDENCYPART_SIBL
(2,6),(2,16),0.225143 # DEPENDENCYPART_SIBL
(2,6),(2,19),-0.0278107 # DEPENDENCYPART_SIBL
(2,6),(2,21),0.15229 # DEPENDENCYPART_SIBL
(2,6),(2,22),0.0765892 # DEPENDENCYPART_SIBL
(2,7),(2,8),0.294308 # DEPENDENCYPART_SIBL
(2,7),(2,10),0.252481 # DEPENDENCYPART_SIBL
(2,7),(2,12),0.248737 # DEPENDENCYPART_SIBL
(2,7),(2,14),0.25249 # DEPENDENCYPART_SIBL
(2,7),(2,16),0.100673 # DEPENDENCYPART_SIBL
(2,7),(2,19),0.248737 # DEPENDENCYPART_SIBL
(2,7),(2,21),0.25249 # DEPENDENCYPART_SIBL
(2,7),(2,22),0.0830139 # DEPENDENCYPART_SIBL
(2,8),(2,10),-0.0304271 # DEPENDENCYPART_SIBL
(2,8),(2,12),-0.0482813 # DEPENDENCYPART_SIBL
(2,8),(2,14),-0.0304271 # DEPENDENCYPART_SIBL
(2,8),(2,16),-0.00227712 # DEPENDENCYPART_SIBL
(2,8),(2,19),-0.0482813 # DEPENDENCYPART_SIBL
(2,8),(2,21),-0.0304271 # DEPENDENCYPART_SIBL
(2,8),(2,22),0.0673663 # DEPENDENCYPART_SIBL
(2,10),(2,12),-0.0141747 # DEPENDENCYPART_SIBL
(2,10),(2,14),0.0669261 # DEPENDENCYPART_SIBL
(2,10),(2,16),0.116855 # DEPENDENCYPART_SIBL
(2,10),(2,19),-0.0141747 # DEPENDENCYPART_SIBL
(2,10),(2,21),0.0669261 # DEPENDENCYPART_SIBL
(2,10),(2,22),0.043093 # DEPENDENCYPART_SIBL
(2,12),(2,14),0.14823 # DEPENDENCYPART_SIBL
(2,12),(2,16),0.201916 # DEPENDENCYPART_SIBL
(2,12),(2,19),-0.0249936 # DEPENDENCYPART_SIBL
(2,12),(2,21),0.14823 # DEPENDENCYPART_SIBL
(2,12),(2,22),0.0757013 # DEPENDENCYPART_SIBL
(2,14),(2,16),0.118181 # DEPENDENCYPART_SIBL
(2,14),(2,19),-0.0141675 # DEPENDENCYPART_SIBL
(2,14),(2,21),0.0704046 # DEPENDENCYPART_SIBL
(2,14),(2,22),0.0432895 # DEPENDENCYPART_SIBL
(2,16),(2,19),0.248737 # DEPENDENCYPART_SIBL
(2,16),(2,21),0.25249 # DEPENDENCYPART_SIBL
(2,16),(2,22),0.0830139 # DEPENDENCYPART_SIBL
(2,19),(2,21),0.14823 # DEPENDENCYPART_SIBL
(2,19),(2,22),0.0757013 # DEPENDENCYPART_SIBL
(2,21),(2,22),0.0432895 # DEPENDENCYPART_SIBL
(4,1),(4,2),0.166074 # DEPENDENCYPART_SIBL
(4,1),(4,3),-0.0189961 # DEPENDENCYPART_SIBL
(4,1),(4,5),-0.0340796 # DEPENDENCYPART_SIBL
(4,2),(4,3),0.00277039 # DEPENDENCYPART_SIBL
(4,2),(4,5),0.0378991 # DEPENDENCYPART_SIBL
(4,3),(4,5),0.00150916 # DEPENDENCYPART_SIBL
(5,1),(5,2),0.174312 # DEPENDENCYPART_SIBL
(5,1),(5,3),-0.0110652 # DEPENDENCYPART_SIBL
(5,1),(5,4),-0.0203411 # DEPENDENCYPART_SIBL
(5,1),(5,7),-0.056362 # DEPENDENCYPART_SIBL
(5,1),(5,12),-0.0440423 # DEPENDENCYPART_SIBL
(5,1),(5,19),-0.0440423 # DEPENDENCYPART_SIBL
(5,1),(5,22),-0.0415529 # DEPENDENCYPART_SIBL
(5,2),(5,3),0.008011 # DEPENDENCYPART_SIBL
(5,2),(5,4),-0.0202747 # DEPENDENCYPART_SIBL
(5,2),(5,7),-0.029826 # DEPENDENCYPART_SIBL
(5,2),(5,12),0.0180376 # DEPENDENCYPART_SIBL
(5,2),(5,19),0.0180376 # DEPENDENCYPART_SIBL
(5,2),(5,22),0.112342 # DEPENDENCYPART_SIBL
(5,3),(5,4),-0.012134 # DEPENDENCYPART_SIBL
(5,3),(5,7),-0.0171563 # DEPENDENCYPART_SIBL
(5,3),(5,12),0.0316485 # DEPENDENCYPART_SIBL
(5,3),(5,19),0.0316485 # DEPENDENCYPART_SIBL
(5,3),(5,22),0.00836417 # DEPENDENCYPART_SIBL
(5,4),(5,7),0.00477919 # DEPENDENCYPART_SIBL
(5,4),(5,12),0.0056005 # DEPENDENCYPART_SIBL
(5,4),(5,19),0.0056005 # DEPENDENCYPART_SIBL
(5,4),(5,22),0.043873 # DEPENDENCYPART_SIBL
(5,7),(5,12),0.425607 # DEPENDENCYPART_SIBL
(5,7),(5,19),0.425607 # DEPENDENCYPART_SIBL
(5,7),(5,22),0.0787788 # DEPENDENCYPART_SIBL
(5,12),(5,19),0.0510458 # DEPENDENCYPART_SIBL
(5,12),(5,22),0.211166 # DEPENDENCYPART_SIBL
(5,19),(5,22),0.211166 # DEPENDENCYPART_SIBL
(6,1),(6,2),-0.0143632 # DEPENDENCYPART_SIBL
(6,1),(6,3),-0.0762841 # DEPENDENCYPART_SIBL
(6,1),(6,4),-0.0958546 # DEPENDENCYPART_SIBL
(6,1),(6,5),-0.09658 # DEPENDENCYPART_SIBL
(6,1),(6,7),-0.0159258 # DEPENDENCYPART_SIBL
(6,1),(6,8),-0.0270976 # DEPENDENCYPART_SIBL
(6,1),(6,10),0.0166966 # DEPENDENCYPART_SIBL
(6,1),(6,11),-0.0568782 # DEPENDENCYPART_SIBL
(6,1),(6,12),-0.0280712 # DEPENDENCYPART_SIBL
(6,1),(6,13),-0.0416818 # DEPENDENCYPART_SIBL
(6,1),(6,14),0.0174102 # DEPENDENCYPART_SIBL
(6,1),(6,15),0.0174102 # DEPENDENCYPART_SIBL
(6,1),(6,16),-0.0159258 # DEPENDENCYPART_SIBL
(6,1),(6,17),-0.0498988 # DEPENDENCYPART_SIBL
(6,1),(6,18),-0.0178935 # DEPENDENCYPART_SIBL
(6,1),(6,19),-0.0280712 # DEPENDENCYPART_SIBL
(6,1),(6,21),0.0174102 # DEPENDENCYPART_SIBL
(6,1),(6,22),0.103685 # DEPENDENCYPART_SIBL
(6,2),(6,3),0.0342346 # DEPENDENCYPART_SIBL
(6,2),(6,4),-0.0143965 # DEPENDENCYPART_SIBL
(6,2),(6,5),0.00468921 # DEPENDENCYPART_SIBL
(6,2),(6,7),-0.0519959 # DEPENDENCYPART_SIBL
(6,2),(6,8),-0.00212951 # DEPENDENCYPART_SIBL
(6,2),(6,10),0.0480156 # DEPENDENCYPART_SIBL
(6,2),(6,11),-0.0600611 # DEPENDENCYPART_SIBL
(6,2),(6,12),0.00384328 # DEPENDENCYPART_SIBL
(6,2),(6,13),-0.0666781 # DEPENDENCYPART_SIBL
(6,2),(6,14),0.0487376 # DEPENDENCYPART_SIBL
(6,2),(6,15),0.0487376 # DEPENDENCYPART_SIBL
(6,2),(6,16),-0.0519959 # DEPENDENCYPART_SIBL
(6,2),(6,17),-0.0647783 # DEPENDENCYPART_SIBL
(6,2),(6,18),-0.0310958 # DEPENDENCYPART_SIBL
(6,2),(6,19),0.00384328 # DEPENDENCYPART_SIBL
(6,2),(6,21),0.0487376 # DEPENDENCYPART_SIBL
(6,2),(6,22),0.0349822 # DEPENDENCYPART_SIBL
(6,3),(6,4),-0.0373483 # DEPENDENCYPART_SIBL
(6,3),(6,5),-0.0444945 # DEPENDENCYPART_SIBL
(6,3),(6,7),-0.109112 # DEPENDENCYPART_SIBL
(6,3),(6,8),-0.0165395 # DEPENDENCYPART_SIBL
(6,3),(6,10),-0.0680999 # DEPENDENCYPART_SIBL
(6,3),(6,11),-0.0887493 # DEPENDENCYPART_SIBL
(6,3),(6,12),-0.110235 # DEPENDENCYPART_SIBL
(6,3),(6,13),-0.0699155 # DEPENDENCYPART_SIBL
(6,3),(6,14),-0.0663779 # DEPENDENCYPART_SIBL
(6,3),(6,15),-0.0663779 # DEPENDENCYPART_SIBL
(6,3),(6,16),-0.109112 # DEPENDENCYPART_SIBL
(6,3),(6,17),-0.0849961 # DEPENDENCYPART_SIBL
(6,3),(6,18),-0.0452056 # DEPENDENCYPART_SIBL
(6,3),(6,19),-0.110235 # DEPENDENCYPART_SIBL
(6,3),(6,21),-0.0663779 # DEPENDENCYPART_SIBL
(6,3),(6,22),-0.0590184 # DEPENDENCYPART_SIBL
(6,4),(6,5),-0.0423296 # DEPENDENCYPART_SIBL
(6,4),(6,7),0.00788889 # DEPENDENCYPART_SIBL
(6,4),(6,8),-0.0105349 # DEPENDENCYPART_SIBL
(6,4),(6,10),0.00926144 # DEPENDENCYPART_SIBL
(6,4),(6,11),-0.0456518 # DEPENDENCYPART_SIBL
(6,4),(6,12),-0.00706741 # DEPENDENCYPART_SIBL
(6,4),(6,13),-0.0467182 # DEPENDENCYPART_SIBL
(6,4),(6,14),0.0103835 # DEPENDENCYPART_SIBL
(6,4),(6,15),0.0103835 # DEPENDENCYPART_SIBL
(6,4),(6,16),0.00788889 # DEPENDENCYPART_SIBL
(6,4),(6,17),-0.0559582 # DEPENDENCYPART_SIBL
(6,4),(6,18),0.0194095 # DEPENDENCYPART_SIBL
(6,4),(6,19),-0.00706741 # DEPENDENCYPART_SIBL
(6,4),(6,21),0.0103835 # DEPENDENCYPART_SIBL
(6,4),(6,22),0.0306762 # DEPENDENCYPART_SIBL
(6,5),(6,7),-0.0263554 # DEPENDENCYPART_SIBL
(6,5),(6,8),-0.0269333 # DEPENDENCYPART_SIBL
(6,5),(6,10),-0.0111624 # DEPENDENCYPART_SIBL
(6,5),(6,11),-0.0650309 # DEPENDENCYPART_SIBL
(6,5),(6,12),-0.0199008 # DEPENDENCYPART_SIBL
(6,5),(6,13),-0.0660973 # DEPENDENCYPART_SIBL
(6,5),(6,14),-0.0100403 # DEPENDENCYPART_SIBL
(6,5),(6,15),-0.0100403 # DEPENDENCYPART_SIBL
(6,5),(6,16),-0.0263554 # DEPENDENCYPART_SIBL
(6,5),(6,17),-0.0753374 # DEPENDENCYPART_SIBL
(6,5),(6,18),3.03008e-05 # DEPENDENCYPART_SIBL
(6,5),(6,19),-0.0199008 # DEPENDENCYPART_SIBL
(6,5),(6,21),-0.0100403 # DEPENDENCYPART_SIBL
(6,5),(6,22),0.00792478 # DEPENDENCYPART_SIBL
(6,7),(6,8),0.78993 # DEPENDENCYPART_SIBL
(6,7),(6,10),0.0998728 # DEPENDENCYPART_SIBL
(6,7),(6,11),0.123488 # DEPENDENCYPART_SIBL
(6,7),(6,12),0.184395 # DEPENDENCYPART_SIBL
(6,7),(6,13),0.0954493 # DEPENDENCYPART_SIBL
(6,7),(6,14),0.0998846 # DEPENDENCYPART_SIBL
(6,7),(6,15),0.0998846 # DEPENDENCYPART_SIBL
(6,7),(6,16),-0.00949848 # DEPENDENCYPART_SIBL
(6,7),(6,17),0.0598171 # DEPENDENCYPART_SIBL
(6,7),(6,18),0.0823994 # DEPENDENCYPART_SIBL
(6,7),(6,19),0.184395 # DEPENDENCYPART_SIBL
(6,7),(6,21),0.0998846 # DEPENDENCYPART_SIBL
(6,7),(6,22),0.0560078 # DEPENDENCYPART_SIBL
(6,8),(6,10),-0.0029436 # DEPENDENCYPART_SIBL
(6,8),(6,11),0.00416181 # DEPENDENCYPART_SIBL
(6,8),(6,12),0.090631 # DEPENDENCYPART_SIBL
(6,8),(6,13),0.0168808 # DEPENDENCYPART_SIBL
(6,8),(6,14),-0.00294259 # DEPENDENCYPART_SIBL
(6,8),(6,15),-0.00294259 # DEPENDENCYPART_SIBL
(6,8),(6,16),-0.0456172 # DEPENDENCYPART_SIBL
(6,8),(6,17),0.00499164 # DEPENDENCYPART_SIBL
