# _root_ A francia hadseregben ma már mindenütt szolgálnak nők , még a haditengerészetnél és a légierőnél is , csak az idegenlégióban nem .
#goldHeads=3,3,7,7,7,7,0,7,7,16,12,13,16,15,13,7,7,21,20,21,7,7,
#predictedHeads=3,3,7,7,7,7,0,7,7,7,12,13,7,15,13,7,7,21,20,21,7,7,
(10,17),-1.04705 # DEPENDENCYPART_ARC
(10,18),-1.19943 # DEPENDENCYPART_ARC
(10,20),-1.82084 # DEPENDENCYPART_ARC
(10,22),-1.76243 # DEPENDENCYPART_ARC
(11,15),-1.65948 # DEPENDENCYPART_ARC
(12,4),-2.24903 # DEPENDENCYPART_ARC
(12,7),-2.79027 # DEPENDENCYPART_ARC
(12,9),-1.39819 # DEPENDENCYPART_ARC
(12,10),-1.1331 # DEPENDENCYPART_ARC
(12,11),1.70215 # DEPENDENCYPART_ARC
(12,15),-2.34487 # DEPENDENCYPART_ARC
(13,3),-2.10966 # DEPENDENCYPART_ARC
(13,4),-2.0522 # DEPENDENCYPART_ARC
(13,5),-2.09939 # DEPENDENCYPART_ARC
(13,6),-2.01448 # DEPENDENCYPART_ARC
(13,7),-0.349088 # DEPENDENCYPART_ARC
(13,8),-1.53432 # DEPENDENCYPART_ARC
(13,9),-0.889491 # DEPENDENCYPART_ARC
(13,10),-0.689398 # DEPENDENCYPART_ARC
(13,11),-1.40501 # DEPENDENCYPART_ARC
(13,12),-0.475202 # DEPENDENCYPART_ARC
(13,14),-1.09157 # DEPENDENCYPART_ARC
(13,15),-0.929112 # DEPENDENCYPART_ARC
(13,16),-1.07284 # DEPENDENCYPART_ARC
(13,17),-0.870381 # DEPENDENCYPART_ARC
(13,18),-1.60878 # DEPENDENCYPART_ARC
(13,20),-1.70893 # DEPENDENCYPART_ARC
(13,21),-1.66616 # DEPENDENCYPART_ARC
(13,22),-1.13933 # DEPENDENCYPART_ARC
(14,13),-0.760041 # DEPENDENCYPART_ARC
(14,16),-1.03242 # DEPENDENCYPART_ARC
(14,17),-0.860506 # DEPENDENCYPART_ARC
(15,10),-1.93927 # DEPENDENCYPART_ARC
(15,11),-0.861615 # DEPENDENCYPART_ARC
(15,12),-2.645 # DEPENDENCYPART_ARC
(15,13),-0.812312 # DEPENDENCYPART_ARC
(15,14),1.86164 # DEPENDENCYPART_ARC
(15,18),-1.78989 # DEPENDENCYPART_ARC
(15,20),-2.40969 # DEPENDENCYPART_ARC
(16,3),-2.17915 # DEPENDENCYPART_ARC
(16,4),-1.88579 # DEPENDENCYPART_ARC
(16,5),-1.97484 # DEPENDENCYPART_ARC
(16,6),-1.80641 # DEPENDENCYPART_ARC
(16,7),-0.82841 # DEPENDENCYPART_ARC
(16,8),-1.79118 # DEPENDENCYPART_ARC
(16,9),-1.46502 # DEPENDENCYPART_ARC
(16,10),-0.727716 # DEPENDENCYPART_ARC
(16,11),-1.84854 # DEPENDENCYPART_ARC
(16,12),-1.3974 # DEPENDENCYPART_ARC
(16,13),-0.396269 # DEPENDENCYPART_ARC
(16,14),-1.25151 # DEPENDENCYPART_ARC
(16,15),-0.359006 # DEPENDENCYPART_ARC
(16,17),-0.692241 # DEPENDENCYPART_ARC
(16,18),-1.70505 # DEPENDENCYPART_ARC
(16,20),-1.8641 # DEPENDENCYPART_ARC
(16,21),-1.96769 # DEPENDENCYPART_ARC
(16,22),-1.42019 # DEPENDENCYPART_ARC
(18,7),-1.29132 # DEPENDENCYPART_ARC
(18,8),-2.01028 # DEPENDENCYPART_ARC
(18,9),-1.52571 # DEPENDENCYPART_ARC
(18,10),-1.12338 # DEPENDENCYPART_ARC
(18,12),-1.63229 # DEPENDENCYPART_ARC
(18,13),-1.15909 # DEPENDENCYPART_ARC
(18,15),-1.18379 # DEPENDENCYPART_ARC
(18,16),-1.01851 # DEPENDENCYPART_ARC
(18,17),-0.632121 # DEPENDENCYPART_ARC
(18,20),-0.674269 # DEPENDENCYPART_ARC
(18,22),-0.941285 # DEPENDENCYPART_ARC
(20,11),-2.07367 # DEPENDENCYPART_ARC
(20,12),-3.98084 # DEPENDENCYPART_ARC
(20,13),-1.5895 # DEPENDENCYPART_ARC
(20,14),-1.07494 # DEPENDENCYPART_ARC
(20,15),-3.07502 # DEPENDENCYPART_ARC
(20,16),-1.56359 # DEPENDENCYPART_ARC
(20,17),-1.11352 # DEPENDENCYPART_ARC
(20,18),-0.999926 # DEPENDENCYPART_ARC
(20,19),1.79822 # DEPENDENCYPART_ARC
(21,3),-1.60087 # DEPENDENCYPART_ARC
(21,8),-1.48984 # DEPENDENCYPART_ARC
(21,9),-0.891393 # DEPENDENCYPART_ARC
(21,12),-1.22506 # DEPENDENCYPART_ARC
(21,15),-1.13945 # DEPENDENCYPART_ARC
(21,17),-0.870887 # DEPENDENCYPART_ARC
(21,18),-0.070674 # DEPENDENCYPART_ARC
(21,20),0.165557 # DEPENDENCYPART_ARC
(21,22),-0.657353 # DEPENDENCYPART_ARC
(0,3),(0,4),-0.0642333 # DEPENDENCYPART_SIBL
(0,3),(0,5),-0.0562061 # DEPENDENCYPART_SIBL
(0,3),(0,7),-0.107919 # DEPENDENCYPART_SIBL
(0,3),(0,8),-0.067119 # DEPENDENCYPART_SIBL
(0,3),(0,10),-0.0487675 # DEPENDENCYPART_SIBL
(0,3),(0,13),-0.120009 # DEPENDENCYPART_SIBL
(0,3),(0,16),-0.102992 # DEPENDENCYPART_SIBL
(0,3),(0,18),-0.0636738 # DEPENDENCYPART_SIBL
(0,3),(0,21),-0.066328 # DEPENDENCYPART_SIBL
(0,4),(0,5),-0.0733009 # DEPENDENCYPART_SIBL
(0,4),(0,7),-0.115379 # DEPENDENCYPART_SIBL
(0,4),(0,8),-0.0322893 # DEPENDENCYPART_SIBL
(0,4),(0,10),-0.0643576 # DEPENDENCYPART_SIBL
(0,4),(0,13),-0.119672 # DEPENDENCYPART_SIBL
(0,4),(0,16),-0.0972851 # DEPENDENCYPART_SIBL
(0,4),(0,18),-0.0794532 # DEPENDENCYPART_SIBL
(0,4),(0,21),-0.0733522 # DEPENDENCYPART_SIBL
(0,5),(0,7),-0.110493 # DEPENDENCYPART_SIBL
(0,5),(0,8),-0.0273476 # DEPENDENCYPART_SIBL
(0,5),(0,10),-0.0626139 # DEPENDENCYPART_SIBL
(0,5),(0,13),-0.108052 # DEPENDENCYPART_SIBL
(0,5),(0,16),-0.082331 # DEPENDENCYPART_SIBL
(0,5),(0,18),-0.0828526 # DEPENDENCYPART_SIBL
(0,5),(0,21),-0.0700431 # DEPENDENCYPART_SIBL
(0,7),(0,8),-0.110026 # DEPENDENCYPART_SIBL
(0,7),(0,10),-0.114798 # DEPENDENCYPART_SIBL
(0,7),(0,13),-0.220925 # DEPENDENCYPART_SIBL
(0,7),(0,16),-0.239599 # DEPENDENCYPART_SIBL
(0,7),(0,18),-0.112767 # DEPENDENCYPART_SIBL
(0,7),(0,21),-0.108008 # DEPENDENCYPART_SIBL
(0,8),(0,10),-0.0489077 # DEPENDENCYPART_SIBL
(0,8),(0,13),-0.121817 # DEPENDENCYPART_SIBL
(0,8),(0,16),-0.104785 # DEPENDENCYPART_SIBL
(0,8),(0,18),-0.063814 # DEPENDENCYPART_SIBL
(0,8),(0,21),-0.0664946 # DEPENDENCYPART_SIBL
(0,10),(0,13),-0.114501 # DEPENDENCYPART_SIBL
(0,10),(0,16),-0.089587 # DEPENDENCYPART_SIBL
(0,10),(0,18),-0.0516731 # DEPENDENCYPART_SIBL
(0,10),(0,21),-0.0454527 # DEPENDENCYPART_SIBL
(0,13),(0,16),-0.201717 # DEPENDENCYPART_SIBL
(0,13),(0,18),-0.0707942 # DEPENDENCYPART_SIBL
(0,13),(0,21),-0.0841714 # DEPENDENCYPART_SIBL
(0,16),(0,18),-0.0610733 # DEPENDENCYPART_SIBL
(0,16),(0,21),-0.0746652 # DEPENDENCYPART_SIBL
(0,18),(0,21),-0.0869229 # DEPENDENCYPART_SIBL
(2,1),(2,4),-0.0154234 # DEPENDENCYPART_SIBL
(3,1),(3,2),0.201848 # DEPENDENCYPART_SIBL
(3,1),(3,4),-0.077336 # DEPENDENCYPART_SIBL
(3,1),(3,5),-0.0799479 # DEPENDENCYPART_SIBL
(3,1),(3,7),0.00851533 # DEPENDENCYPART_SIBL
(3,1),(3,18),-0.0807166 # DEPENDENCYPART_SIBL
(3,1),(3,22),-0.0285178 # DEPENDENCYPART_SIBL
(3,2),(3,4),-0.0382197 # DEPENDENCYPART_SIBL
(3,2),(3,5),-0.0418198 # DEPENDENCYPART_SIBL
(3,2),(3,7),-0.036828 # DEPENDENCYPART_SIBL
(3,2),(3,18),-0.0404336 # DEPENDENCYPART_SIBL
(3,2),(3,22),0.000673651 # DEPENDENCYPART_SIBL
(3,4),(3,5),-0.0124676 # DEPENDENCYPART_SIBL
(3,4),(3,7),0.0285479 # DEPENDENCYPART_SIBL
(3,4),(3,18),-0.0181741 # DEPENDENCYPART_SIBL
(3,4),(3,22),0.0756401 # DEPENDENCYPART_SIBL
(3,5),(3,7),0.0327132 # DEPENDENCYPART_SIBL
(3,5),(3,18),-0.0221039 # DEPENDENCYPART_SIBL
(3,5),(3,22),0.0771897 # DEPENDENCYPART_SIBL
(3,7),(3,18),0.062826 # DEPENDENCYPART_SIBL
(3,7),(3,22),0.211972 # DEPENDENCYPART_SIBL
(3,18),(3,22),0.0769552 # DEPENDENCYPART_SIBL
(4,2),(4,3),0.0690307 # DEPENDENCYPART_SIBL
(4,2),(4,5),0.0266545 # DEPENDENCYPART_SIBL
(4,2),(4,7),0.00769409 # DEPENDENCYPART_SIBL
(4,2),(4,8),0.118842 # DEPENDENCYPART_SIBL
(4,2),(4,9),0.00180864 # DEPENDENCYPART_SIBL
(4,2),(4,10),0.0285589 # DEPENDENCYPART_SIBL
(4,2),(4,13),0.00851148 # DEPENDENCYPART_SIBL
(4,2),(4,16),0.00695272 # DEPENDENCYPART_SIBL
(4,2),(4,17),0.00180864 # DEPENDENCYPART_SIBL
(4,2),(4,20),0.119586 # DEPENDENCYPART_SIBL
(4,2),(4,22),0.0580835 # DEPENDENCYPART_SIBL
(4,3),(4,5),0.0381448 # DEPENDENCYPART_SIBL
(4,3),(4,7),0.00613742 # DEPENDENCYPART_SIBL
(4,3),(4,8),0.0866118 # DEPENDENCYPART_SIBL
(4,3),(4,9),-0.0072737 # DEPENDENCYPART_SIBL
(4,3),(4,10),0.057096 # DEPENDENCYPART_SIBL
(4,3),(4,13),0.00959704 # DEPENDENCYPART_SIBL
(4,3),(4,16),-0.000696137 # DEPENDENCYPART_SIBL
(4,3),(4,17),-0.0072737 # DEPENDENCYPART_SIBL
(4,3),(4,20),0.087392 # DEPENDENCYPART_SIBL
(4,3),(4,22),0.0207531 # DEPENDENCYPART_SIBL
(4,5),(4,7),0.0167281 # DEPENDENCYPART_SIBL
(4,5),(4,8),0.0256861 # DEPENDENCYPART_SIBL
(4,5),(4,9),0.0161973 # DEPENDENCYPART_SIBL
(4,5),(4,10),0.0452326 # DEPENDENCYPART_SIBL
(4,5),(4,13),0.0151294 # DEPENDENCYPART_SIBL
(4,5),(4,16),0.0221359 # DEPENDENCYPART_SIBL
(4,5),(4,17),0.0161973 # DEPENDENCYPART_SIBL
(4,5),(4,20),0.0298702 # DEPENDENCYPART_SIBL
(4,5),(4,22),0.0178995 # DEPENDENCYPART_SIBL
(4,7),(4,8),0.010198 # DEPENDENCYPART_SIBL
(4,7),(4,9),0.0856656 # DEPENDENCYPART_SIBL
(4,7),(4,10),0.0807839 # DEPENDENCYPART_SIBL
(4,7),(4,13),0.0310155 # DEPENDENCYPART_SIBL
(4,7),(4,16),-0.00414802 # DEPENDENCYPART_SIBL
(4,7),(4,17),0.0856656 # DEPENDENCYPART_SIBL
(4,7),(4,20),0.0101994 # DEPENDENCYPART_SIBL
(4,7),(4,22),0.0252154 # DEPENDENCYPART_SIBL
(4,8),(4,9),0.0330667 # DEPENDENCYPART_SIBL
(4,8),(4,10),0.0924095 # DEPENDENCYPART_SIBL
(4,8),(4,13),0.0125029 # DEPENDENCYPART_SIBL
(4,8),(4,16),0.00481786 # DEPENDENCYPART_SIBL
(4,8),(4,17),0.0330667 # DEPENDENCYPART_SIBL
(4,8),(4,20),-0.0147495 # DEPENDENCYPART_SIBL
(4,8),(4,22),-0.0367423 # DEPENDENCYPART_SIBL
(4,9),(4,10),0.177016 # DEPENDENCYPART_SIBL
(4,9),(4,13),0.0151184 # DEPENDENCYPART_SIBL
(4,9),(4,16),-0.0567268 # DEPENDENCYPART_SIBL
(4,9),(4,17),-0.0619634 # DEPENDENCYPART_SIBL
(4,9),(4,20),-0.0102802 # DEPENDENCYPART_SIBL
(4,9),(4,22),0.0156438 # DEPENDENCYPART_SIBL
(4,10),(4,13),0.0104947 # DEPENDENCYPART_SIBL
(4,10),(4,16),0.016121 # DEPENDENCYPART_SIBL
(4,10),(4,17),0.00429864 # DEPENDENCYPART_SIBL
(4,10),(4,20),0.0310461 # DEPENDENCYPART_SIBL
(4,10),(4,22),0.0176599 # DEPENDENCYPART_SIBL
(4,13),(4,16),-0.0648544 # DEPENDENCYPART_SIBL
(4,13),(4,17),-0.0361189 # DEPENDENCYPART_SIBL
(4,13),(4,20),-0.0179424 # DEPENDENCYPART_SIBL
(4,13),(4,22),0.00999888 # DEPENDENCYPART_SIBL
(4,16),(4,17),-0.00130598 # DEPENDENCYPART_SIBL
(4,16),(4,20),-0.0331612 # DEPENDENCYPART_SIBL
(4,16),(4,22),-0.0658684 # DEPENDENCYPART_SIBL
(4,17),(4,20),-0.0102802 # DEPENDENCYPART_SIBL
(4,17),(4,22),0.0156438 # DEPENDENCYPART_SIBL
(4,20),(4,22),-0.0338872 # DEPENDENCYPART_SIBL
(5,2),(5,3),0.0727122 # DEPENDENCYPART_SIBL
(5,2),(5,4),0.10483 # DEPENDENCYPART_SIBL
(5,2),(5,7),0.0181752 # DEPENDENCYPART_SIBL
(5,2),(5,8),0.145323 # DEPENDENCYPART_SIBL
(5,2),(5,9),0.0325765 # DEPENDENCYPART_SIBL
(5,2),(5,10),0.0261696 # DEPENDENCYPART_SIBL
(5,2),(5,12),0.146068 # DEPENDENCYPART_SIBL
(5,2),(5,13),0.0124451 # DEPENDENCYPART_SIBL
(5,2),(5,16),0.0112049 # DEPENDENCYPART_SIBL
(5,2),(5,17),0.0325765 # DEPENDENCYPART_SIBL
(5,2),(5,20),0.146068 # DEPENDENCYPART_SIBL
(5,2),(5,22),0.0830889 # DEPENDENCYPART_SIBL
(5,3),(5,4),0.16432 # DEPENDENCYPART_SIBL
(5,3),(5,7),0.0506944 # DEPENDENCYPART_SIBL
(5,3),(5,8),0.154524 # DEPENDENCYPART_SIBL
(5,3),(5,9),0.0743582 # DEPENDENCYPART_SIBL
(5,3),(5,10),0.0850617 # DEPENDENCYPART_SIBL
(5,3),(5,12),0.155304 # DEPENDENCYPART_SIBL
(5,3),(5,13),0.044641 # DEPENDENCYPART_SIBL
(5,3),(5,16),0.0348563 # DEPENDENCYPART_SIBL
(5,3),(5,17),0.0743582 # DEPENDENCYPART_SIBL
(5,3),(5,20),0.155304 # DEPENDENCYPART_SIBL
(5,3),(5,22),0.0794334 # DEPENDENCYPART_SIBL
(5,4),(5,7),0.0101355 # DEPENDENCYPART_SIBL
(5,4),(5,8),0.146648 # DEPENDENCYPART_SIBL
(5,4),(5,9),0.0155449 # DEPENDENCYPART_SIBL
(5,4),(5,10),0.01216 # DEPENDENCYPART_SIBL
(5,4),(5,12),0.149378 # DEPENDENCYPART_SIBL
(5,4),(5,13),0.037528 # DEPENDENCYPART_SIBL
(5,4),(5,16),-0.00788627 # DEPENDENCYPART_SIBL
(5,4),(5,17),0.0155449 # DEPENDENCYPART_SIBL
(5,4),(5,20),0.149378 # DEPENDENCYPART_SIBL
(5,4),(5,22),0.192976 # DEPENDENCYPART_SIBL
(5,7),(5,8),0.0192282 # DEPENDENCYPART_SIBL
(5,7),(5,9),0.0895001 # DEPENDENCYPART_SIBL
(5,7),(5,10),0.0729844 # DEPENDENCYPART_SIBL
(5,7),(5,12),0.0192302 # DEPENDENCYPART_SIBL
(5,7),(5,13),0.0212683 # DEPENDENCYPART_SIBL
(5,7),(5,16),-0.0138064 # DEPENDENCYPART_SIBL
(5,7),(5,17),0.0895001 # DEPENDENCYPART_SIBL
(5,7),(5,20),0.0192302 # DEPENDENCYPART_SIBL
(5,7),(5,22),0.0684347 # DEPENDENCYPART_SIBL
(5,8),(5,9),0.0604233 # DEPENDENCYPART_SIBL
(5,8),(5,10),0.101293 # DEPENDENCYPART_SIBL
(5,8),(5,12),0.0130071 # DEPENDENCYPART_SIBL
(5,8),(5,13),0.016594 # DEPENDENCYPART_SIBL
(5,8),(5,16),0.00899982 # DEPENDENCYPART_SIBL
(5,8),(5,17),0.0604233 # DEPENDENCYPART_SIBL
(5,8),(5,20),0.0130071 # DEPENDENCYPART_SIBL
(5,8),(5,22),0.0449226 # DEPENDENCYPART_SIBL
(5,9),(5,10),0.184632 # DEPENDENCYPART_SIBL
(5,9),(5,12),0.0146828 # DEPENDENCYPART_SIBL
(5,9),(5,13),0.0178227 # DEPENDENCYPART_SIBL
(5,9),(5,16),-0.0538923 # DEPENDENCYPART_SIBL
(5,9),(5,17),-0.0428892 # DEPENDENCYPART_SIBL
(5,9),(5,20),0.0146828 # DEPENDENCYPART_SIBL
(5,9),(5,22),0.0844444 # DEPENDENCYPART_SIBL
(5,10),(5,12),0.0467727 # DEPENDENCYPART_SIBL
(5,10),(5,13),0.00576154 # DEPENDENCYPART_SIBL
(5,10),(5,16),0.0115135 # DEPENDENCYPART_SIBL
(5,10),(5,17),0.0137694 # DEPENDENCYPART_SIBL
(5,10),(5,20),0.0467727 # DEPENDENCYPART_SIBL
(5,10),(5,22),0.0601425 # DEPENDENCYPART_SIBL
(5,12),(5,13),0.0184618 # DEPENDENCYPART_SIBL
(5,12),(5,16),0.0108537 # DEPENDENCYPART_SIBL
(5,12),(5,17),0.0652621 # DEPENDENCYPART_SIBL
(5,12),(5,20),0.0137048 # DEPENDENCYPART_SIBL
(5,12),(5,22),0.0477783 # DEPENDENCYPART_SIBL
(5,13),(5,16),-0.0672544 # DEPENDENCYPART_SIBL
(5,13),(5,17),-0.0229561 # DEPENDENCYPART_SIBL
(5,13),(5,20),0.00245582 # DEPENDENCYPART_SIBL
(5,13),(5,22),0.0606364 # DEPENDENCYPART_SIBL
(5,16),(5,17),0.0119975 # DEPENDENCYPART_SIBL
(5,16),(5,20),-0.0124999 # DEPENDENCYPART_SIBL
(5,16),(5,22),-0.0150197 # DEPENDENCYPART_SIBL
(5,17),(5,20),0.0146828 # DEPENDENCYPART_SIBL
(5,17),(5,22),0.0844444 # DEPENDENCYPART_SIBL
(5,20),(5,22),0.0477783 # DEPENDENCYPART_SIBL
(6,3),(6,5),0.138787 # DEPENDENCYPART_SIBL
(6,3),(6,8),0.0959545 # DEPENDENCYPART_SIBL
(6,5),(6,8),0.13814 # DEPENDENCYPART_SIBL
(7,1),(7,2),0.000512594 # DEPENDENCYPART_SIBL
(7,1),(7,3),0.0258785 # DEPENDENCYPART_SIBL
(7,1),(7,4),-0.0459153 # DEPENDENCYPART_SIBL
(7,1),(7,5),-0.00794899 # DEPENDENCYPART_SIBL
(7,1),(7,6),-0.0485743 # DEPENDENCYPART_SIBL
(7,1),(7,8),-0.0157536 # DEPENDENCYPART_SIBL
(7,1),(7,9),-0.0377119 # DEPENDENCYPART_SIBL
(7,1),(7,10),-0.0116755 # DEPENDENCYPART_SIBL
(7,1),(7,11),0.0223062 # DEPENDENCYPART_SIBL
(7,1),(7,12),-0.0144041 # DEPENDENCYPART_SIBL
(7,1),(7,13),-0.0203701 # DEPENDENCYPART_SIBL
(7,1),(7,14),0.0223062 # DEPENDENCYPART_SIBL
(7,1),(7,15),-0.0144041 # DEPENDENCYPART_SIBL
(7,1),(7,16),-0.0274579 # DEPENDENCYPART_SIBL
(7,1),(7,17),-0.0377119 # DEPENDENCYPART_SIBL
(7,1),(7,18),-0.00630062 # DEPENDENCYPART_SIBL
(7,1),(7,20),-0.0144041 # DEPENDENCYPART_SIBL
(7,1),(7,21),-0.0304635 # DEPENDENCYPART_SIBL
(7,1),(7,22),-0.0634707 # DEPENDENCYPART_SIBL
(7,2),(7,3),0.00699849 # DEPENDENCYPART_SIBL
(7,2),(7,4),-0.0110392 # DEPENDENCYPART_SIBL
(7,2),(7,5),0.0541273 # DEPENDENCYPART_SIBL
(7,2),(7,6),-0.0104821 # DEPENDENCYPART_SIBL
(7,2),(7,8),0.0319943 # DEPENDENCYPART_SIBL
(7,2),(7,9),0.0301525 # DEPENDENCYPART_SIBL
(7,2),(7,10),0.00348437 # DEPENDENCYPART_SIBL
(7,2),(7,11),0.00438546 # DEPENDENCYPART_SIBL
(7,2),(7,12),0.0338787 # DEPENDENCYPART_SIBL
(7,2),(7,13),-0.0126542 # DEPENDENCYPART_SIBL
(7,2),(7,14),0.00438546 # DEPENDENCYPART_SIBL
(7,2),(7,15),0.0338787 # DEPENDENCYPART_SIBL
(7,2),(7,16),0.0202348 # DEPENDENCYPART_SIBL
(7,2),(7,17),0.0301525 # DEPENDENCYPART_SIBL
(7,2),(7,18),0.00130268 # DEPENDENCYPART_SIBL
(7,2),(7,20),0.0338787 # DEPENDENCYPART_SIBL
(7,2),(7,21),-0.00812814 # DEPENDENCYPART_SIBL
(7,2),(7,22),0.0230282 # DEPENDENCYPART_SIBL
(7,3),(7,4),-0.0039506 # DEPENDENCYPART_SIBL
(7,3),(7,5),0.0772289 # DEPENDENCYPART_SIBL
(7,3),(7,6),0.0128396 # DEPENDENCYPART_SIBL
(7,3),(7,8),0.0126251 # DEPENDENCYPART_SIBL
(7,3),(7,9),0.00292219 # DEPENDENCYPART_SIBL
(7,3),(7,10),0.00890924 # DEPENDENCYPART_SIBL
(7,3),(7,11),-0.0114163 # DEPENDENCYPART_SIBL
(7,3),(7,12),0.0146131 # DEPENDENCYPART_SIBL
(7,3),(7,13),0.00053554 # DEPENDENCYPART_SIBL
(7,3),(7,14),-0.0114163 # DEPENDENCYPART_SIBL
(7,3),(7,15),0.0146131 # DEPENDENCYPART_SIBL
(7,3),(7,16),-0.00459144 # DEPENDENCYPART_SIBL
(7,3),(7,17),0.00292219 # DEPENDENCYPART_SIBL
(7,3),(7,18),0.0119158 # DEPENDENCYPART_SIBL
(7,3),(7,20),0.0146131 # DEPENDENCYPART_SIBL
