# _root_ A Realbank kárvallott , körülbelül 2600 részvényesének soraiban még nem tört ki a pereskedési láz , de várható .
#goldHeads=2,7,7,7,7,7,8,11,11,11,17,11,15,15,11,17,0,17,17,
#predictedHeads=2,7,7,7,7,7,11,11,11,11,17,11,15,15,11,17,0,17,17,
(5,8),-1.09845 # DEPENDENCYPART_ARC
(5,9),-1.08639 # DEPENDENCYPART_ARC
(5,11),-1.08931 # DEPENDENCYPART_ARC
(5,15),-1.72622 # DEPENDENCYPART_ARC
(5,16),-1.09161 # DEPENDENCYPART_ARC
(5,17),-1.14776 # DEPENDENCYPART_ARC
(5,19),-1.77306 # DEPENDENCYPART_ARC
(6,2),-1.41545 # DEPENDENCYPART_ARC
(6,4),-1.15035 # DEPENDENCYPART_ARC
(6,5),-0.125512 # DEPENDENCYPART_ARC
(6,8),-1.59365 # DEPENDENCYPART_ARC
(6,11),-1.34222 # DEPENDENCYPART_ARC
(6,15),-2.04288 # DEPENDENCYPART_ARC
(6,18),-2.08808 # DEPENDENCYPART_ARC
(6,19),-1.64668 # DEPENDENCYPART_ARC
(7,1),-1.31093 # DEPENDENCYPART_ARC
(7,2),0.555022 # DEPENDENCYPART_ARC
(7,3),-0.475867 # DEPENDENCYPART_ARC
(7,4),-0.158975 # DEPENDENCYPART_ARC
(7,5),0.172507 # DEPENDENCYPART_ARC
(7,6),2.02758 # DEPENDENCYPART_ARC
(7,8),-1.55704 # DEPENDENCYPART_ARC
(8,1),-1.62525 # DEPENDENCYPART_ARC
(8,2),-1.23804 # DEPENDENCYPART_ARC
(8,3),-0.782733 # DEPENDENCYPART_ARC
(8,4),-0.64009 # DEPENDENCYPART_ARC
(8,5),-0.789803 # DEPENDENCYPART_ARC
(8,6),-0.43719 # DEPENDENCYPART_ARC
(8,7),-0.338056 # DEPENDENCYPART_ARC
(8,9),-1.34742 # DEPENDENCYPART_ARC
(8,15),-2.26557 # DEPENDENCYPART_ARC
(8,17),-1.66134 # DEPENDENCYPART_ARC
(8,18),-1.98747 # DEPENDENCYPART_ARC
(9,2),-1.87547 # DEPENDENCYPART_ARC
(9,3),-1.76206 # DEPENDENCYPART_ARC
(9,5),-1.11202 # DEPENDENCYPART_ARC
(9,6),-1.25929 # DEPENDENCYPART_ARC
(9,7),-1.16493 # DEPENDENCYPART_ARC
(9,8),-0.639467 # DEPENDENCYPART_ARC
(9,11),-1.12317 # DEPENDENCYPART_ARC
(9,15),-1.77281 # DEPENDENCYPART_ARC
(9,16),-1.24045 # DEPENDENCYPART_ARC
(9,17),-1.26961 # DEPENDENCYPART_ARC
(9,19),-2.03876 # DEPENDENCYPART_ARC
(10,4),-1.56318 # DEPENDENCYPART_ARC
(10,7),-1.17294 # DEPENDENCYPART_ARC
(10,8),-1.16031 # DEPENDENCYPART_ARC
(10,9),-0.306771 # DEPENDENCYPART_ARC
(10,15),-1.52925 # DEPENDENCYPART_ARC
(10,16),-1.23517 # DEPENDENCYPART_ARC
(10,17),-1.16419 # DEPENDENCYPART_ARC
(10,19),-1.70845 # DEPENDENCYPART_ARC
(11,1),-1.95742 # DEPENDENCYPART_ARC
(11,2),-0.0552553 # DEPENDENCYPART_ARC
(11,3),-1.62625 # DEPENDENCYPART_ARC
(11,4),-0.486623 # DEPENDENCYPART_ARC
(11,5),-0.0346152 # DEPENDENCYPART_ARC
(11,6),-0.893438 # DEPENDENCYPART_ARC
(11,7),0.89168 # DEPENDENCYPART_ARC
(11,8),1.10413 # DEPENDENCYPART_ARC
(11,9),1.24942 # DEPENDENCYPART_ARC
(11,10),2.0379 # DEPENDENCYPART_ARC
(11,12),1.87863 # DEPENDENCYPART_ARC
(11,13),-0.886239 # DEPENDENCYPART_ARC
(11,14),-0.340912 # DEPENDENCYPART_ARC
(11,15),1.31431 # DEPENDENCYPART_ARC
(11,16),0.425598 # DEPENDENCYPART_ARC
(11,17),0.0497282 # DEPENDENCYPART_ARC
(11,18),-0.87682 # DEPENDENCYPART_ARC
(11,19),-0.307489 # DEPENDENCYPART_ARC
(12,3),-1.59735 # DEPENDENCYPART_ARC
(12,7),-1.2871 # DEPENDENCYPART_ARC
(12,8),-1.16902 # DEPENDENCYPART_ARC
(12,9),-0.658258 # DEPENDENCYPART_ARC
(12,10),-0.792988 # DEPENDENCYPART_ARC
(12,11),-0.384916 # DEPENDENCYPART_ARC
(12,15),-0.791388 # DEPENDENCYPART_ARC
(12,16),-0.832768 # DEPENDENCYPART_ARC
(12,17),-0.96713 # DEPENDENCYPART_ARC
(12,19),-1.26351 # DEPENDENCYPART_ARC
(13,14),-0.557221 # DEPENDENCYPART_ARC
(13,16),-0.655153 # DEPENDENCYPART_ARC
(13,18),-1.30893 # DEPENDENCYPART_ARC
(14,9),-1.86966 # DEPENDENCYPART_ARC
(14,12),-1.13424 # DEPENDENCYPART_ARC
(14,13),-0.531597 # DEPENDENCYPART_ARC
(14,18),-2.04948 # DEPENDENCYPART_ARC
(15,1),-2.06969 # DEPENDENCYPART_ARC
(15,3),-1.26013 # DEPENDENCYPART_ARC
(15,4),-0.443771 # DEPENDENCYPART_ARC
(15,5),-1.13488 # DEPENDENCYPART_ARC
(15,6),-1.2704 # DEPENDENCYPART_ARC
(15,9),-1.45193 # DEPENDENCYPART_ARC
(15,10),-1.17202 # DEPENDENCYPART_ARC
(15,11),-0.594132 # DEPENDENCYPART_ARC
(15,13),1.43793 # DEPENDENCYPART_ARC
(15,14),2.46361 # DEPENDENCYPART_ARC
(15,16),-0.657113 # DEPENDENCYPART_ARC
(15,17),-1.57633 # DEPENDENCYPART_ARC
(15,18),-1.82122 # DEPENDENCYPART_ARC
(15,19),-1.71783 # DEPENDENCYPART_ARC
(17,2),-2.20264 # DEPENDENCYPART_ARC
(17,3),-2.27329 # DEPENDENCYPART_ARC
(17,4),-1.55048 # DEPENDENCYPART_ARC
(17,5),-2.01793 # DEPENDENCYPART_ARC
(17,6),-1.85464 # DEPENDENCYPART_ARC
(17,7),-2.12661 # DEPENDENCYPART_ARC
(17,8),-2.04827 # DEPENDENCYPART_ARC
(17,9),-1.67247 # DEPENDENCYPART_ARC
(17,10),-1.74834 # DEPENDENCYPART_ARC
(17,11),-0.280592 # DEPENDENCYPART_ARC
(17,13),-1.8112 # DEPENDENCYPART_ARC
(17,14),-1.41021 # DEPENDENCYPART_ARC
(17,15),-1.51384 # DEPENDENCYPART_ARC
(17,16),0.249328 # DEPENDENCYPART_ARC
(17,18),-0.995969 # DEPENDENCYPART_ARC
(17,19),-0.470305 # DEPENDENCYPART_ARC
(18,2),-2.66958 # DEPENDENCYPART_ARC
(18,5),-1.71238 # DEPENDENCYPART_ARC
(18,6),-1.66595 # DEPENDENCYPART_ARC
(18,7),-2.73837 # DEPENDENCYPART_ARC
(18,8),-1.75721 # DEPENDENCYPART_ARC
(18,9),-1.43913 # DEPENDENCYPART_ARC
(18,10),-1.50235 # DEPENDENCYPART_ARC
(18,11),-1.75365 # DEPENDENCYPART_ARC
(18,13),-1.4266 # DEPENDENCYPART_ARC
(18,14),-1.02393 # DEPENDENCYPART_ARC
(18,15),-1.25364 # DEPENDENCYPART_ARC
(18,16),-0.458703 # DEPENDENCYPART_ARC
(18,17),0.254091 # DEPENDENCYPART_ARC
(18,19),-0.37089 # DEPENDENCYPART_ARC
(0,2),(0,3),-0.0327593 # DEPENDENCYPART_SIBL
(0,2),(0,5),-0.0622313 # DEPENDENCYPART_SIBL
(0,2),(0,9),-0.0487907 # DEPENDENCYPART_SIBL
(0,2),(0,10),-0.0663512 # DEPENDENCYPART_SIBL
(0,2),(0,11),-0.106151 # DEPENDENCYPART_SIBL
(0,2),(0,12),-0.0675133 # DEPENDENCYPART_SIBL
(0,2),(0,17),-0.156877 # DEPENDENCYPART_SIBL
(0,2),(0,18),-0.033063 # DEPENDENCYPART_SIBL
(0,3),(0,5),-0.0353615 # DEPENDENCYPART_SIBL
(0,3),(0,9),-0.0400574 # DEPENDENCYPART_SIBL
(0,3),(0,10),-0.0396953 # DEPENDENCYPART_SIBL
(0,3),(0,11),-0.0886082 # DEPENDENCYPART_SIBL
(0,3),(0,12),-0.0389753 # DEPENDENCYPART_SIBL
(0,3),(0,17),-0.0995312 # DEPENDENCYPART_SIBL
(0,3),(0,18),-0.0621519 # DEPENDENCYPART_SIBL
(0,5),(0,9),-0.0670449 # DEPENDENCYPART_SIBL
(0,5),(0,10),-0.0761168 # DEPENDENCYPART_SIBL
(0,5),(0,11),-0.116903 # DEPENDENCYPART_SIBL
(0,5),(0,12),-0.0646953 # DEPENDENCYPART_SIBL
(0,5),(0,17),-0.146569 # DEPENDENCYPART_SIBL
(0,5),(0,18),-0.027901 # DEPENDENCYPART_SIBL
(0,9),(0,10),-0.0454527 # DEPENDENCYPART_SIBL
(0,9),(0,11),-0.121621 # DEPENDENCYPART_SIBL
(0,9),(0,12),-0.0334974 # DEPENDENCYPART_SIBL
(0,9),(0,17),-0.138782 # DEPENDENCYPART_SIBL
(0,9),(0,18),-0.0252473 # DEPENDENCYPART_SIBL
(0,10),(0,11),-0.112227 # DEPENDENCYPART_SIBL
(0,10),(0,12),-0.0540952 # DEPENDENCYPART_SIBL
(0,10),(0,17),-0.147757 # DEPENDENCYPART_SIBL
(0,10),(0,18),-0.0155661 # DEPENDENCYPART_SIBL
(0,11),(0,12),-0.118576 # DEPENDENCYPART_SIBL
(0,11),(0,17),-0.251022 # DEPENDENCYPART_SIBL
(0,11),(0,18),-0.13314 # DEPENDENCYPART_SIBL
(0,12),(0,17),-0.145637 # DEPENDENCYPART_SIBL
(0,12),(0,18),-0.0244235 # DEPENDENCYPART_SIBL
(0,17),(0,18),-0.0730651 # DEPENDENCYPART_SIBL
(2,1),(2,4),-0.00907801 # DEPENDENCYPART_SIBL
(2,1),(2,6),-0.0176287 # DEPENDENCYPART_SIBL
(2,1),(2,7),-0.00331967 # DEPENDENCYPART_SIBL
(2,1),(2,11),0.00829264 # DEPENDENCYPART_SIBL
(2,1),(2,18),0.00374405 # DEPENDENCYPART_SIBL
(2,4),(2,6),0.162825 # DEPENDENCYPART_SIBL
(2,4),(2,7),0.342968 # DEPENDENCYPART_SIBL
(2,4),(2,11),0.425602 # DEPENDENCYPART_SIBL
(2,4),(2,18),0.155085 # DEPENDENCYPART_SIBL
(2,6),(2,7),0.0253827 # DEPENDENCYPART_SIBL
(2,6),(2,11),0.05085 # DEPENDENCYPART_SIBL
(2,6),(2,18),0.0141975 # DEPENDENCYPART_SIBL
(2,7),(2,11),0.0580705 # DEPENDENCYPART_SIBL
(2,7),(2,18),0.0606666 # DEPENDENCYPART_SIBL
(2,11),(2,18),0.0380378 # DEPENDENCYPART_SIBL
(3,1),(3,2),0.0673746 # DEPENDENCYPART_SIBL
(3,1),(3,4),-0.000880212 # DEPENDENCYPART_SIBL
(3,1),(3,5),-0.0131278 # DEPENDENCYPART_SIBL
(3,1),(3,6),-0.015515 # DEPENDENCYPART_SIBL
(3,1),(3,7),0.0225869 # DEPENDENCYPART_SIBL
(3,1),(3,8),0.0225869 # DEPENDENCYPART_SIBL
(3,1),(3,10),-0.0162047 # DEPENDENCYPART_SIBL
(3,1),(3,11),-0.00582349 # DEPENDENCYPART_SIBL
(3,1),(3,15),0.0225869 # DEPENDENCYPART_SIBL
(3,1),(3,16),-0.000880212 # DEPENDENCYPART_SIBL
(3,1),(3,17),0.0296356 # DEPENDENCYPART_SIBL
(3,1),(3,18),0.0369385 # DEPENDENCYPART_SIBL
(3,1),(3,19),-0.0375479 # DEPENDENCYPART_SIBL
(3,2),(3,4),0.0285346 # DEPENDENCYPART_SIBL
(3,2),(3,5),0.0224941 # DEPENDENCYPART_SIBL
(3,2),(3,6),0.0172291 # DEPENDENCYPART_SIBL
(3,2),(3,7),0.0259616 # DEPENDENCYPART_SIBL
(3,2),(3,8),0.0259616 # DEPENDENCYPART_SIBL
(3,2),(3,10),0.0375996 # DEPENDENCYPART_SIBL
(3,2),(3,11),0.0126623 # DEPENDENCYPART_SIBL
(3,2),(3,15),0.0259616 # DEPENDENCYPART_SIBL
(3,2),(3,16),0.0285346 # DEPENDENCYPART_SIBL
(3,2),(3,17),0.0237382 # DEPENDENCYPART_SIBL
(3,2),(3,18),0.0498853 # DEPENDENCYPART_SIBL
(3,2),(3,19),0.0597876 # DEPENDENCYPART_SIBL
(3,4),(3,5),0.172226 # DEPENDENCYPART_SIBL
(3,4),(3,6),0.141337 # DEPENDENCYPART_SIBL
(3,4),(3,7),0.162399 # DEPENDENCYPART_SIBL
(3,4),(3,8),0.162399 # DEPENDENCYPART_SIBL
(3,4),(3,10),0.223589 # DEPENDENCYPART_SIBL
(3,4),(3,11),0.377582 # DEPENDENCYPART_SIBL
(3,4),(3,15),0.162399 # DEPENDENCYPART_SIBL
(3,4),(3,16),0.0298811 # DEPENDENCYPART_SIBL
(3,4),(3,17),0.113616 # DEPENDENCYPART_SIBL
(3,4),(3,18),0.118368 # DEPENDENCYPART_SIBL
(3,4),(3,19),0.0898977 # DEPENDENCYPART_SIBL
(3,5),(3,6),0.033592 # DEPENDENCYPART_SIBL
(3,5),(3,7),0.0510071 # DEPENDENCYPART_SIBL
(3,5),(3,8),0.0510071 # DEPENDENCYPART_SIBL
(3,5),(3,10),0.0171806 # DEPENDENCYPART_SIBL
(3,5),(3,11),0.0328292 # DEPENDENCYPART_SIBL
(3,5),(3,15),0.0510071 # DEPENDENCYPART_SIBL
(3,5),(3,16),0.0532327 # DEPENDENCYPART_SIBL
(3,5),(3,17),-0.0174087 # DEPENDENCYPART_SIBL
(3,5),(3,18),0.0380129 # DEPENDENCYPART_SIBL
(3,5),(3,19),0.00863188 # DEPENDENCYPART_SIBL
(3,6),(3,7),0.0268495 # DEPENDENCYPART_SIBL
(3,6),(3,8),0.0268495 # DEPENDENCYPART_SIBL
(3,6),(3,10),0.0383922 # DEPENDENCYPART_SIBL
(3,6),(3,11),0.0569775 # DEPENDENCYPART_SIBL
(3,6),(3,15),0.0268495 # DEPENDENCYPART_SIBL
(3,6),(3,16),0.0660464 # DEPENDENCYPART_SIBL
(3,6),(3,17),0.0113542 # DEPENDENCYPART_SIBL
(3,6),(3,18),0.012477 # DEPENDENCYPART_SIBL
(3,6),(3,19),0.0485459 # DEPENDENCYPART_SIBL
(3,7),(3,8),-0.000574103 # DEPENDENCYPART_SIBL
(3,7),(3,10),0.0291112 # DEPENDENCYPART_SIBL
(3,7),(3,11),0.0435934 # DEPENDENCYPART_SIBL
(3,7),(3,15),-0.000574103 # DEPENDENCYPART_SIBL
(3,7),(3,16),0.0904807 # DEPENDENCYPART_SIBL
(3,7),(3,17),-0.0342089 # DEPENDENCYPART_SIBL
(3,7),(3,18),0.0298283 # DEPENDENCYPART_SIBL
(3,7),(3,19),0.0136211 # DEPENDENCYPART_SIBL
(3,8),(3,10),0.0291112 # DEPENDENCYPART_SIBL
(3,8),(3,11),0.0435934 # DEPENDENCYPART_SIBL
(3,8),(3,15),-0.000574103 # DEPENDENCYPART_SIBL
(3,8),(3,16),0.0904807 # DEPENDENCYPART_SIBL
(3,8),(3,17),-0.0342089 # DEPENDENCYPART_SIBL
(3,8),(3,18),0.0298283 # DEPENDENCYPART_SIBL
(3,8),(3,19),0.0136211 # DEPENDENCYPART_SIBL
(3,10),(3,11),0.0383915 # DEPENDENCYPART_SIBL
(3,10),(3,15),0.0551621 # DEPENDENCYPART_SIBL
(3,10),(3,16),0.0654217 # DEPENDENCYPART_SIBL
(3,10),(3,17),-0.016395 # DEPENDENCYPART_SIBL
(3,10),(3,18),0.0515443 # DEPENDENCYPART_SIBL
(3,10),(3,19),0.0365096 # DEPENDENCYPART_SIBL
(3,11),(3,15),0.0265909 # DEPENDENCYPART_SIBL
(3,11),(3,16),0.0973889 # DEPENDENCYPART_SIBL
(3,11),(3,17),-0.00584931 # DEPENDENCYPART_SIBL
(3,11),(3,18),-0.00378717 # DEPENDENCYPART_SIBL
(3,11),(3,19),0.0732065 # DEPENDENCYPART_SIBL
(3,15),(3,16),0.0904807 # DEPENDENCYPART_SIBL
(3,15),(3,17),-0.0342089 # DEPENDENCYPART_SIBL
(3,15),(3,18),0.0298283 # DEPENDENCYPART_SIBL
(3,15),(3,19),0.0136211 # DEPENDENCYPART_SIBL
(3,16),(3,17),0.113616 # DEPENDENCYPART_SIBL
(3,16),(3,18),0.118368 # DEPENDENCYPART_SIBL
(3,16),(3,19),0.0898977 # DEPENDENCYPART_SIBL
(3,17),(3,18),0.000350429 # DEPENDENCYPART_SIBL
(3,17),(3,19),0.00618762 # DEPENDENCYPART_SIBL
(3,18),(3,19),0.00492285 # DEPENDENCYPART_SIBL
(5,2),(5,3),0.05898 # DEPENDENCYPART_SIBL
(5,2),(5,4),0.248411 # DEPENDENCYPART_SIBL
(5,2),(5,6),0.0307698 # DEPENDENCYPART_SIBL
(5,2),(5,7),0.0900684 # DEPENDENCYPART_SIBL
(5,2),(5,8),0.0900684 # DEPENDENCYPART_SIBL
(5,2),(5,9),0.0568867 # DEPENDENCYPART_SIBL
(5,2),(5,11),0.00844378 # DEPENDENCYPART_SIBL
(5,2),(5,15),0.0900684 # DEPENDENCYPART_SIBL
(5,2),(5,16),0.00558469 # DEPENDENCYPART_SIBL
(5,2),(5,17),-0.000601075 # DEPENDENCYPART_SIBL
(5,2),(5,19),0.0165029 # DEPENDENCYPART_SIBL
(5,3),(5,4),0.23036 # DEPENDENCYPART_SIBL
(5,3),(5,6),0.0306129 # DEPENDENCYPART_SIBL
(5,3),(5,7),0.122702 # DEPENDENCYPART_SIBL
(5,3),(5,8),0.122702 # DEPENDENCYPART_SIBL
(5,3),(5,9),0.0331169 # DEPENDENCYPART_SIBL
(5,3),(5,11),0.0140011 # DEPENDENCYPART_SIBL
(5,3),(5,15),0.122702 # DEPENDENCYPART_SIBL
(5,3),(5,16),0.0083191 # DEPENDENCYPART_SIBL
(5,3),(5,17),0.00615253 # DEPENDENCYPART_SIBL
(5,3),(5,19),0.0644593 # DEPENDENCYPART_SIBL
(5,4),(5,6),0.00717699 # DEPENDENCYPART_SIBL
(5,4),(5,7),0.0438065 # DEPENDENCYPART_SIBL
(5,4),(5,8),0.0438065 # DEPENDENCYPART_SIBL
(5,4),(5,9),-0.0230673 # DEPENDENCYPART_SIBL
(5,4),(5,11),0.00392998 # DEPENDENCYPART_SIBL
(5,4),(5,15),0.0438065 # DEPENDENCYPART_SIBL
(5,4),(5,16),-0.0688866 # DEPENDENCYPART_SIBL
(5,4),(5,17),-0.0289672 # DEPENDENCYPART_SIBL
(5,4),(5,19),0.0253107 # DEPENDENCYPART_SIBL
(5,6),(5,7),0.00934528 # DEPENDENCYPART_SIBL
(5,6),(5,8),0.00934528 # DEPENDENCYPART_SIBL
(5,6),(5,9),0.068983 # DEPENDENCYPART_SIBL
(5,6),(5,11),0.0355738 # DEPENDENCYPART_SIBL
(5,6),(5,15),0.00934528 # DEPENDENCYPART_SIBL
(5,6),(5,16),0.0539952 # DEPENDENCYPART_SIBL
(5,6),(5,17),0.0246335 # DEPENDENCYPART_SIBL
(5,6),(5,19),0.0953064 # DEPENDENCYPART_SIBL
(5,7),(5,8),0.00444592 # DEPENDENCYPART_SIBL
(5,7),(5,9),0.103583 # DEPENDENCYPART_SIBL
(5,7),(5,11),0.029094 # DEPENDENCYPART_SIBL
(5,7),(5,15),0.00444592 # DEPENDENCYPART_SIBL
(5,7),(5,16),0.0536342 # DEPENDENCYPART_SIBL
(5,7),(5,17),-0.0098876 # DEPENDENCYPART_SIBL
(5,7),(5,19),0.0163159 # DEPENDENCYPART_SIBL
(5,8),(5,9),0.103583 # DEPENDENCYPART_SIBL
(5,8),(5,11),0.029094 # DEPENDENCYPART_SIBL
(5,8),(5,15),0.00444592 # DEPENDENCYPART_SIBL
(5,8),(5,16),0.0536342 # DEPENDENCYPART_SIBL
(5,8),(5,17),-0.0098876 # DEPENDENCYPART_SIBL
(5,8),(5,19),0.0163159 # DEPENDENCYPART_SIBL
(5,9),(5,11),0.0108067 # DEPENDENCYPART_SIBL
(5,9),(5,15),0.0476514 # DEPENDENCYPART_SIBL
(5,9),(5,16),0.0149034 # DEPENDENCYPART_SIBL
(5,9),(5,17),0.00245632 # DEPENDENCYPART_SIBL
(5,9),(5,19),0.0475565 # DEPENDENCYPART_SIBL
(5,11),(5,15),0.0179164 # DEPENDENCYPART_SIBL
(5,11),(5,16),0.0917173 # DEPENDENCYPART_SIBL
(5,11),(5,17),0.0185256 # DEPENDENCYPART_SIBL
(5,11),(5,19),0.0464766 # DEPENDENCYPART_SIBL
(5,15),(5,16),0.0536342 # DEPENDENCYPART_SIBL
(5,15),(5,17),-0.0098876 # DEPENDENCYPART_SIBL
(5,15),(5,19),0.0163159 # DEPENDENCYPART_SIBL
(5,16),(5,17),0.0463646 # DEPENDENCYPART_SIBL
(5,16),(5,19),0.0502053 # DEPENDENCYPART_SIBL
(5,17),(5,19),0.0029781 # DEPENDENCYPART_SIBL
(6,2),(6,4),0.29782 # DEPENDENCYPART_SIBL
(6,2),(6,5),0.156285 # DEPENDENCYPART_SIBL
(6,2),(6,8),0.0281744 # DEPENDENCYPART_SIBL
(6,2),(6,11),0.0698087 # DEPENDENCYPART_SIBL
(6,2),(6,15),0.0281744 # DEPENDENCYPART_SIBL
(6,2),(6,18),0.0722777 # DEPENDENCYPART_SIBL
(6,2),(6,19),0.0331113 # DEPENDENCYPART_SIBL
(6,4),(6,5),0.130344 # DEPENDENCYPART_SIBL
(6,4),(6,8),-0.0115497 # DEPENDENCYPART_SIBL
(6,4),(6,11),0.0143408 # DEPENDENCYPART_SIBL
(6,4),(6,15),-0.0115497 # DEPENDENCYPART_SIBL
(6,4),(6,18),0.0218657 # DEPENDENCYPART_SIBL
(6,4),(6,19),0.0154377 # DEPENDENCYPART_SIBL
(6,5),(6,8),0.0440778 # DEPENDENCYPART_SIBL
(6,5),(6,11),0.037482 # DEPENDENCYPART_SIBL
(6,5),(6,15),0.0440778 # DEPENDENCYPART_SIBL
(6,5),(6,18),0.069222 # DEPENDENCYPART_SIBL
(6,5),(6,19),0.0631961 # DEPENDENCYPART_SIBL
(6,8),(6,11),0.0459888 # DEPENDENCYPART_SIBL
(6,8),(6,15),-0.0403742 # DEPENDENCYPART_SIBL
(6,8),(6,18),0.0327982 # DEPENDENCYPART_SIBL
(6,8),(6,19),-0.00651562 # DEPENDENCYPART_SIBL
(6,11),(6,15),-0.00304671 # DEPENDENCYPART_SIBL
(6,11),(6,18),0.00808599 # DEPENDENCYPART_SIBL
(6,11),(6,19),0.108092 # DEPENDENCYPART_SIBL
(6,15),(6,18),0.0327982 # DEPENDENCYPART_SIBL
(6,15),(6,19),-0.00651562 # DEPENDENCYPART_SIBL
(6,18),(6,19),0.0337005 # DEPENDENCYPART_SIBL
(7,1),(7,2),0.00987819 # DEPENDENCYPART_SIBL
(7,1),(7,3),0.15308 # DEPENDENCYPART_SIBL
(7,1),(7,4),0.190771 # DEPENDENCYPART_SIBL
(7,1),(7,5),0.0561354 # DEPENDENCYPART_SIBL
(7,1),(7,6),-0.00207841 # DEPENDENCYPART_SIBL
(7,1),(7,8),-0.00331961 # DEPENDENCYPART_SIBL
(7,2),(7,3),0.0313639 # DEPENDENCYPART_SIBL
(7,2),(7,4),0.635865 # DEPENDENCYPART_SIBL
(7,2),(7,5),0.180401 # DEPENDENCYPART_SIBL
(7,2),(7,6),-0.0118708 # DEPENDENCYPART_SIBL
(7,2),(7,8),0.00874811 # DEPENDENCYPART_SIBL
(7,3),(7,4),0.44092 # DEPENDENCYPART_SIBL
(7,3),(7,5),0.0783369 # DEPENDENCYPART_SIBL
(7,3),(7,6),-0.00991213 # DEPENDENCYPART_SIBL
(7,3),(7,8),-0.00411485 # DEPENDENCYPART_SIBL
(7,4),(7,5),0.0773624 # DEPENDENCYPART_SIBL
(7,4),(7,6),-0.0452011 # DEPENDENCYPART_SIBL
(7,4),(7,8),-0.00844461 # DEPENDENCYPART_SIBL
(7,5),(7,6),0.22961 # DEPENDENCYPART_SIBL
(7,5),(7,8),-0.00205521 # DEPENDENCYPART_SIBL
(7,6),(7,8),0.0154455 # DEPENDENCYPART_SIBL
(8,1),(8,2),0.00987819 # DEPENDENCYPART_SIBL
(8,1),(8,3),0.15308 # DEPENDENCYPART_SIBL
(8,1),(8,4),0.190771 # DEPENDENCYPART_SIBL
(8,1),(8,5),0.0561354 # DEPENDENCYPART_SIBL
(8,1),(8,6),-0.00207841 # DEPENDENCYPART_SIBL
(8,1),(8,7),0.0129962 # DEPENDENCYPART_SIBL
(8,1),(8,9),-0.0935978 # DEPENDENCYPART_SIBL
(8,1),(8,15),-0.00331961 # DEPENDENCYPART_SIBL
(8,1),(8,17),-0.0127615 # DEPENDENCYPART_SIBL
(8,1),(8,18),0.00374409 # DEPENDENCYPART_SIBL
(8,2),(8,3),0.0313639 # DEPENDENCYPART_SIBL
(8,2),(8,4),0.635865 # DEPENDENCYPART_SIBL
(8,2),(8,5),0.180401 # DEPENDENCYPART_SIBL
(8,2),(8,6),-0.0118708 # DEPENDENCYPART_SIBL
(8,2),(8,7),-0.0200965 # DEPENDENCYPART_SIBL
(8,2),(8,9),-0.0170088 # DEPENDENCYPART_SIBL
(8,2),(8,15),0.00874811 # DEPENDENCYPART_SIBL
(8,2),(8,17),0.0120109 # DEPENDENCYPART_SIBL
(8,2),(8,18),0.0509636 # DEPENDENCYPART_SIBL
(8,3),(8,4),0.44092 # DEPENDENCYPART_SIBL
(8,3),(8,5),0.0783369 # DEPENDENCYPART_SIBL
(8,3),(8,6),-0.00991213 # DEPENDENCYPART_SIBL
