# _root_ Aki elsőnek ér a tájékozódási pontokra , azé a tojás , és a legtöbb tojás tulajdonosa lesz a tojáskereső verseny győztese .
#goldHeads=3,3,8,6,6,3,8,12,10,8,12,0,15,15,16,17,12,20,20,21,17,12,
#predictedHeads=3,3,12,6,6,3,3,10,10,3,12,0,15,15,16,17,12,20,20,21,17,12,
(5,17),-1.97467 # DEPENDENCYPART_ARC
(5,22),-1.79414 # DEPENDENCYPART_ARC
(6,1),-1.0663 # DEPENDENCYPART_ARC
(6,2),-1.62617 # DEPENDENCYPART_ARC
(6,3),-2.05641 # DEPENDENCYPART_ARC
(6,4),1.36816 # DEPENDENCYPART_ARC
(6,5),2.36752 # DEPENDENCYPART_ARC
(6,7),-0.574063 # DEPENDENCYPART_ARC
(6,10),-2.0745 # DEPENDENCYPART_ARC
(6,11),-1.16851 # DEPENDENCYPART_ARC
(6,12),-1.2679 # DEPENDENCYPART_ARC
(6,14),-1.95801 # DEPENDENCYPART_ARC
(6,15),-2.68653 # DEPENDENCYPART_ARC
(6,16),-2.99184 # DEPENDENCYPART_ARC
(6,17),-2.35796 # DEPENDENCYPART_ARC
(6,21),-3.41627 # DEPENDENCYPART_ARC
(6,22),-1.82829 # DEPENDENCYPART_ARC
(8,1),-1.06467 # DEPENDENCYPART_ARC
(8,3),0.259621 # DEPENDENCYPART_ARC
(8,5),-1.19462 # DEPENDENCYPART_ARC
(8,6),-0.657383 # DEPENDENCYPART_ARC
(8,7),-0.450266 # DEPENDENCYPART_ARC
(8,10),-0.481217 # DEPENDENCYPART_ARC
(8,11),-0.391469 # DEPENDENCYPART_ARC
(8,12),-0.61704 # DEPENDENCYPART_ARC
(8,14),-0.674659 # DEPENDENCYPART_ARC
(8,15),-0.685565 # DEPENDENCYPART_ARC
(8,16),-0.636244 # DEPENDENCYPART_ARC
(8,17),0.388764 # DEPENDENCYPART_ARC
(8,19),-0.937766 # DEPENDENCYPART_ARC
(8,20),-0.95319 # DEPENDENCYPART_ARC
(8,21),-0.851101 # DEPENDENCYPART_ARC
(8,22),-1.30251 # DEPENDENCYPART_ARC
(9,11),-0.788746 # DEPENDENCYPART_ARC
(10,2),-2.65291 # DEPENDENCYPART_ARC
(10,3),-2.17356 # DEPENDENCYPART_ARC
(10,4),-1.21044 # DEPENDENCYPART_ARC
(10,5),-1.4773 # DEPENDENCYPART_ARC
(10,6),-2.95814 # DEPENDENCYPART_ARC
(10,7),-1.32699 # DEPENDENCYPART_ARC
(10,8),-0.0918149 # DEPENDENCYPART_ARC
(10,9),1.94393 # DEPENDENCYPART_ARC
(10,11),-0.770654 # DEPENDENCYPART_ARC
(10,15),-1.72596 # DEPENDENCYPART_ARC
(10,17),-1.44769 # DEPENDENCYPART_ARC
(10,20),-1.91811 # DEPENDENCYPART_ARC
(10,22),-2.06711 # DEPENDENCYPART_ARC
(12,3),-0.457928 # DEPENDENCYPART_ARC
(12,5),-2.12745 # DEPENDENCYPART_ARC
(12,6),-2.13921 # DEPENDENCYPART_ARC
(12,7),-1.42661 # DEPENDENCYPART_ARC
(12,8),-1.71199 # DEPENDENCYPART_ARC
(12,9),-1.55473 # DEPENDENCYPART_ARC
(12,10),-1.36189 # DEPENDENCYPART_ARC
(12,11),0.421758 # DEPENDENCYPART_ARC
(12,13),-0.866763 # DEPENDENCYPART_ARC
(12,14),-0.844391 # DEPENDENCYPART_ARC
(12,15),-0.90425 # DEPENDENCYPART_ARC
(12,16),-1.06676 # DEPENDENCYPART_ARC
(12,17),-0.0605957 # DEPENDENCYPART_ARC
(12,19),-1.45179 # DEPENDENCYPART_ARC
(12,20),-1.41238 # DEPENDENCYPART_ARC
(12,21),-1.45641 # DEPENDENCYPART_ARC
(12,22),-0.802788 # DEPENDENCYPART_ARC
(13,12),-0.464141 # DEPENDENCYPART_ARC
(13,16),-1.38294 # DEPENDENCYPART_ARC
(14,8),-1.80446 # DEPENDENCYPART_ARC
(14,13),-0.651493 # DEPENDENCYPART_ARC
(14,17),-0.898275 # DEPENDENCYPART_ARC
(14,21),-2.09608 # DEPENDENCYPART_ARC
(14,22),-1.56502 # DEPENDENCYPART_ARC
(15,3),-2.03592 # DEPENDENCYPART_ARC
(15,4),-2.30617 # DEPENDENCYPART_ARC
(15,5),-2.12457 # DEPENDENCYPART_ARC
(15,6),-3.80753 # DEPENDENCYPART_ARC
(15,7),-1.75447 # DEPENDENCYPART_ARC
(15,8),-1.81022 # DEPENDENCYPART_ARC
(15,9),-1.16064 # DEPENDENCYPART_ARC
(15,10),-1.4689 # DEPENDENCYPART_ARC
(15,11),-1.16479 # DEPENDENCYPART_ARC
(15,12),-0.51581 # DEPENDENCYPART_ARC
(15,13),1.06006 # DEPENDENCYPART_ARC
(15,14),1.92369 # DEPENDENCYPART_ARC
(15,16),-1.25155 # DEPENDENCYPART_ARC
(15,20),-1.67396 # DEPENDENCYPART_ARC
(15,21),-2.12827 # DEPENDENCYPART_ARC
(16,3),-3.10916 # DEPENDENCYPART_ARC
(16,6),-2.90009 # DEPENDENCYPART_ARC
(16,7),-1.56814 # DEPENDENCYPART_ARC
(16,8),-2.32964 # DEPENDENCYPART_ARC
(16,9),-2.1779 # DEPENDENCYPART_ARC
(16,10),-0.491401 # DEPENDENCYPART_ARC
(16,11),-1.0477 # DEPENDENCYPART_ARC
(16,12),-0.323874 # DEPENDENCYPART_ARC
(16,13),-0.657186 # DEPENDENCYPART_ARC
(16,14),0.67795 # DEPENDENCYPART_ARC
(16,15),3.01254 # DEPENDENCYPART_ARC
(16,20),-1.13021 # DEPENDENCYPART_ARC
(16,21),-1.54405 # DEPENDENCYPART_ARC
(16,22),-1.35107 # DEPENDENCYPART_ARC
(17,1),-1.26144 # DEPENDENCYPART_ARC
(17,3),-0.836298 # DEPENDENCYPART_ARC
(17,4),-1.65275 # DEPENDENCYPART_ARC
(17,5),-1.65979 # DEPENDENCYPART_ARC
(17,6),-1.33234 # DEPENDENCYPART_ARC
(17,7),-0.563446 # DEPENDENCYPART_ARC
(17,8),0.115489 # DEPENDENCYPART_ARC
(17,9),-1.52142 # DEPENDENCYPART_ARC
(17,10),-0.565946 # DEPENDENCYPART_ARC
(17,11),-0.184084 # DEPENDENCYPART_ARC
(17,12),-0.382723 # DEPENDENCYPART_ARC
(17,13),-1.19668 # DEPENDENCYPART_ARC
(17,14),-0.54076 # DEPENDENCYPART_ARC
(17,15),1.20006 # DEPENDENCYPART_ARC
(17,16),2.62624 # DEPENDENCYPART_ARC
(17,18),-1.01824 # DEPENDENCYPART_ARC
(17,19),-0.0192386 # DEPENDENCYPART_ARC
(17,20),0.769614 # DEPENDENCYPART_ARC
(17,21),1.41406 # DEPENDENCYPART_ARC
(17,22),-0.475642 # DEPENDENCYPART_ARC
(18,19),-0.561675 # DEPENDENCYPART_ARC
(18,21),-1.52167 # DEPENDENCYPART_ARC
(19,13),-2.29644 # DEPENDENCYPART_ARC
(19,14),-1.68895 # DEPENDENCYPART_ARC
(19,18),-0.441024 # DEPENDENCYPART_ARC
(20,8),-2.38828 # DEPENDENCYPART_ARC
(20,12),-1.00435 # DEPENDENCYPART_ARC
(20,13),-0.870168 # DEPENDENCYPART_ARC
(20,14),-1.131 # DEPENDENCYPART_ARC
(20,15),-1.38546 # DEPENDENCYPART_ARC
(20,16),-2.15548 # DEPENDENCYPART_ARC
(20,17),-0.971482 # DEPENDENCYPART_ARC
(20,18),1.30533 # DEPENDENCYPART_ARC
(20,19),2.30778 # DEPENDENCYPART_ARC
(20,21),-1.38446 # DEPENDENCYPART_ARC
(21,6),-4.1382 # DEPENDENCYPART_ARC
(21,8),-2.88939 # DEPENDENCYPART_ARC
(21,10),-1.82661 # DEPENDENCYPART_ARC
(21,11),-1.33044 # DEPENDENCYPART_ARC
(21,12),-0.674137 # DEPENDENCYPART_ARC
(21,13),-2.06956 # DEPENDENCYPART_ARC
(21,14),-1.32993 # DEPENDENCYPART_ARC
(21,15),-0.378921 # DEPENDENCYPART_ARC
(21,16),-1.30864 # DEPENDENCYPART_ARC
(21,17),-2.28935 # DEPENDENCYPART_ARC
(21,18),-0.3918 # DEPENDENCYPART_ARC
(21,19),0.633069 # DEPENDENCYPART_ARC
(21,20),3.08683 # DEPENDENCYPART_ARC
(21,22),-1.09063 # DEPENDENCYPART_ARC
(0,2),(0,3),-0.0805797 # DEPENDENCYPART_SIBL
(0,2),(0,8),-0.017081 # DEPENDENCYPART_SIBL
(0,2),(0,12),-0.101737 # DEPENDENCYPART_SIBL
(0,2),(0,17),-0.0808987 # DEPENDENCYPART_SIBL
(0,3),(0,8),-0.100597 # DEPENDENCYPART_SIBL
(0,3),(0,12),-0.2208 # DEPENDENCYPART_SIBL
(0,3),(0,17),-0.241631 # DEPENDENCYPART_SIBL
(0,8),(0,12),-0.109005 # DEPENDENCYPART_SIBL
(0,8),(0,17),-0.106537 # DEPENDENCYPART_SIBL
(0,12),(0,17),-0.102964 # DEPENDENCYPART_SIBL
(1,5),(1,6),0.0107307 # DEPENDENCYPART_SIBL
(1,5),(1,10),0.0107307 # DEPENDENCYPART_SIBL
(1,5),(1,15),0.0107307 # DEPENDENCYPART_SIBL
(1,5),(1,16),0.0100891 # DEPENDENCYPART_SIBL
(1,6),(1,10),0.0058957 # DEPENDENCYPART_SIBL
(1,6),(1,15),0.0058957 # DEPENDENCYPART_SIBL
(1,6),(1,16),0.00379601 # DEPENDENCYPART_SIBL
(1,10),(1,15),0.00425523 # DEPENDENCYPART_SIBL
(1,10),(1,16),0.00215555 # DEPENDENCYPART_SIBL
(1,15),(1,16),0.00215555 # DEPENDENCYPART_SIBL
(2,3),(2,6),-0.00343784 # DEPENDENCYPART_SIBL
(2,3),(2,10),-0.00343784 # DEPENDENCYPART_SIBL
(2,6),(2,10),-0.0387337 # DEPENDENCYPART_SIBL
(3,1),(3,2),0.022968 # DEPENDENCYPART_SIBL
(3,1),(3,4),0.00588166 # DEPENDENCYPART_SIBL
(3,1),(3,5),-0.0207166 # DEPENDENCYPART_SIBL
(3,1),(3,6),0.0156712 # DEPENDENCYPART_SIBL
(3,1),(3,7),-0.0250975 # DEPENDENCYPART_SIBL
(3,1),(3,8),0.000895972 # DEPENDENCYPART_SIBL
(3,1),(3,9),0.00588166 # DEPENDENCYPART_SIBL
(3,1),(3,10),0.0158374 # DEPENDENCYPART_SIBL
(3,1),(3,11),-0.0250975 # DEPENDENCYPART_SIBL
(3,1),(3,12),-0.0613609 # DEPENDENCYPART_SIBL
(3,1),(3,14),-0.00650746 # DEPENDENCYPART_SIBL
(3,1),(3,15),0.0158374 # DEPENDENCYPART_SIBL
(3,1),(3,16),0.023867 # DEPENDENCYPART_SIBL
(3,1),(3,17),-0.0272426 # DEPENDENCYPART_SIBL
(3,1),(3,20),0.0158335 # DEPENDENCYPART_SIBL
(3,1),(3,21),0.0158374 # DEPENDENCYPART_SIBL
(3,1),(3,22),-0.0657414 # DEPENDENCYPART_SIBL
(3,2),(3,4),0.00645186 # DEPENDENCYPART_SIBL
(3,2),(3,5),-0.0134455 # DEPENDENCYPART_SIBL
(3,2),(3,6),0.0134791 # DEPENDENCYPART_SIBL
(3,2),(3,7),0.0104862 # DEPENDENCYPART_SIBL
(3,2),(3,8),0.00470531 # DEPENDENCYPART_SIBL
(3,2),(3,9),0.00645186 # DEPENDENCYPART_SIBL
(3,2),(3,10),0.0136456 # DEPENDENCYPART_SIBL
(3,2),(3,11),0.0104862 # DEPENDENCYPART_SIBL
(3,2),(3,12),-0.0660394 # DEPENDENCYPART_SIBL
(3,2),(3,14),-0.0112563 # DEPENDENCYPART_SIBL
(3,2),(3,15),0.0136456 # DEPENDENCYPART_SIBL
(3,2),(3,16),0.0205279 # DEPENDENCYPART_SIBL
(3,2),(3,17),-0.025278 # DEPENDENCYPART_SIBL
(3,2),(3,20),0.0136456 # DEPENDENCYPART_SIBL
(3,2),(3,21),0.0134537 # DEPENDENCYPART_SIBL
(3,2),(3,22),0.00718729 # DEPENDENCYPART_SIBL
(3,4),(3,5),-0.00981097 # DEPENDENCYPART_SIBL
(3,4),(3,6),0.010905 # DEPENDENCYPART_SIBL
(3,4),(3,7),-0.00356722 # DEPENDENCYPART_SIBL
(3,4),(3,8),-0.00182411 # DEPENDENCYPART_SIBL
(3,4),(3,9),0.0888948 # DEPENDENCYPART_SIBL
(3,4),(3,10),0.0110165 # DEPENDENCYPART_SIBL
(3,4),(3,11),-0.00356722 # DEPENDENCYPART_SIBL
(3,4),(3,12),0.0375419 # DEPENDENCYPART_SIBL
(3,4),(3,14),-0.0052698 # DEPENDENCYPART_SIBL
(3,4),(3,15),0.0110165 # DEPENDENCYPART_SIBL
(3,4),(3,16),0.0123199 # DEPENDENCYPART_SIBL
(3,4),(3,17),-0.030844 # DEPENDENCYPART_SIBL
(3,4),(3,20),0.0110124 # DEPENDENCYPART_SIBL
(3,4),(3,21),0.0110165 # DEPENDENCYPART_SIBL
(3,4),(3,22),-0.0196499 # DEPENDENCYPART_SIBL
(3,5),(3,6),-0.0236554 # DEPENDENCYPART_SIBL
(3,5),(3,7),0.00335756 # DEPENDENCYPART_SIBL
(3,5),(3,8),-0.0126068 # DEPENDENCYPART_SIBL
(3,5),(3,9),0.0428281 # DEPENDENCYPART_SIBL
(3,5),(3,10),-0.023637 # DEPENDENCYPART_SIBL
(3,5),(3,11),0.00335756 # DEPENDENCYPART_SIBL
(3,5),(3,12),-0.0159148 # DEPENDENCYPART_SIBL
(3,5),(3,14),-0.016535 # DEPENDENCYPART_SIBL
(3,5),(3,15),-0.023637 # DEPENDENCYPART_SIBL
(3,5),(3,16),-0.023064 # DEPENDENCYPART_SIBL
(3,5),(3,17),-0.0342398 # DEPENDENCYPART_SIBL
(3,5),(3,20),-0.0236423 # DEPENDENCYPART_SIBL
(3,5),(3,21),-0.023637 # DEPENDENCYPART_SIBL
(3,5),(3,22),-0.00207029 # DEPENDENCYPART_SIBL
(3,6),(3,7),0.0566776 # DEPENDENCYPART_SIBL
(3,6),(3,8),0.0482821 # DEPENDENCYPART_SIBL
(3,6),(3,9),0.0741107 # DEPENDENCYPART_SIBL
(3,6),(3,10),-0.0125053 # DEPENDENCYPART_SIBL
(3,6),(3,11),0.0566776 # DEPENDENCYPART_SIBL
(3,6),(3,12),0.0380592 # DEPENDENCYPART_SIBL
(3,6),(3,14),-0.00932966 # DEPENDENCYPART_SIBL
(3,6),(3,15),-0.0125053 # DEPENDENCYPART_SIBL
(3,6),(3,16),-0.0144268 # DEPENDENCYPART_SIBL
(3,6),(3,17),-0.0195989 # DEPENDENCYPART_SIBL
(3,6),(3,20),-0.0125113 # DEPENDENCYPART_SIBL
(3,6),(3,21),-0.0125053 # DEPENDENCYPART_SIBL
(3,6),(3,22),0.0115806 # DEPENDENCYPART_SIBL
(3,7),(3,8),0.0308399 # DEPENDENCYPART_SIBL
(3,7),(3,9),0.135363 # DEPENDENCYPART_SIBL
(3,7),(3,10),0.0876539 # DEPENDENCYPART_SIBL
(3,7),(3,11),0.00195857 # DEPENDENCYPART_SIBL
(3,7),(3,12),0.089378 # DEPENDENCYPART_SIBL
(3,7),(3,14),0.048559 # DEPENDENCYPART_SIBL
(3,7),(3,15),0.0876539 # DEPENDENCYPART_SIBL
(3,7),(3,16),0.0860742 # DEPENDENCYPART_SIBL
(3,7),(3,17),0.251364 # DEPENDENCYPART_SIBL
(3,7),(3,20),0.0876387 # DEPENDENCYPART_SIBL
(3,7),(3,21),0.0876539 # DEPENDENCYPART_SIBL
(3,7),(3,22),0.0744763 # DEPENDENCYPART_SIBL
(3,8),(3,9),0.0893891 # DEPENDENCYPART_SIBL
(3,8),(3,10),0.0117566 # DEPENDENCYPART_SIBL
(3,8),(3,11),0.0245248 # DEPENDENCYPART_SIBL
(3,8),(3,12),0.00191216 # DEPENDENCYPART_SIBL
(3,8),(3,14),0.00851456 # DEPENDENCYPART_SIBL
(3,8),(3,15),0.0117566 # DEPENDENCYPART_SIBL
(3,8),(3,16),0.0128847 # DEPENDENCYPART_SIBL
(3,8),(3,17),-0.0249962 # DEPENDENCYPART_SIBL
(3,8),(3,20),0.0117525 # DEPENDENCYPART_SIBL
(3,8),(3,21),0.0117566 # DEPENDENCYPART_SIBL
(3,8),(3,22),0.00450973 # DEPENDENCYPART_SIBL
(3,9),(3,10),0.0110165 # DEPENDENCYPART_SIBL
(3,9),(3,11),-0.00356722 # DEPENDENCYPART_SIBL
(3,9),(3,12),0.0375419 # DEPENDENCYPART_SIBL
(3,9),(3,14),-0.0052698 # DEPENDENCYPART_SIBL
(3,9),(3,15),0.0110165 # DEPENDENCYPART_SIBL
(3,9),(3,16),0.0123199 # DEPENDENCYPART_SIBL
(3,9),(3,17),-0.030844 # DEPENDENCYPART_SIBL
(3,9),(3,20),0.0110124 # DEPENDENCYPART_SIBL
(3,9),(3,21),0.0110165 # DEPENDENCYPART_SIBL
(3,9),(3,22),-0.0196499 # DEPENDENCYPART_SIBL
(3,10),(3,11),0.0462853 # DEPENDENCYPART_SIBL
(3,10),(3,12),0.0331212 # DEPENDENCYPART_SIBL
(3,10),(3,14),-0.0131468 # DEPENDENCYPART_SIBL
(3,10),(3,15),-0.0196034 # DEPENDENCYPART_SIBL
(3,10),(3,16),-0.0215249 # DEPENDENCYPART_SIBL
(3,10),(3,17),-0.023416 # DEPENDENCYPART_SIBL
(3,10),(3,20),-0.0196094 # DEPENDENCYPART_SIBL
(3,10),(3,21),-0.0196034 # DEPENDENCYPART_SIBL
(3,10),(3,22),0.00784966 # DEPENDENCYPART_SIBL
(3,11),(3,12),0.089378 # DEPENDENCYPART_SIBL
(3,11),(3,14),0.048559 # DEPENDENCYPART_SIBL
(3,11),(3,15),0.0876539 # DEPENDENCYPART_SIBL
(3,11),(3,16),0.0860742 # DEPENDENCYPART_SIBL
(3,11),(3,17),0.251364 # DEPENDENCYPART_SIBL
(3,11),(3,20),0.0876387 # DEPENDENCYPART_SIBL
(3,11),(3,21),0.0876539 # DEPENDENCYPART_SIBL
(3,11),(3,22),0.0744763 # DEPENDENCYPART_SIBL
(3,12),(3,14),-0.00160946 # DEPENDENCYPART_SIBL
(3,12),(3,15),0.109439 # DEPENDENCYPART_SIBL
(3,12),(3,16),0.112866 # DEPENDENCYPART_SIBL
(3,12),(3,17),0.0591627 # DEPENDENCYPART_SIBL
(3,12),(3,20),0.109434 # DEPENDENCYPART_SIBL
(3,12),(3,21),0.109439 # DEPENDENCYPART_SIBL
(3,12),(3,22),0.0156631 # DEPENDENCYPART_SIBL
(3,14),(3,15),-0.0151565 # DEPENDENCYPART_SIBL
(3,14),(3,16),-0.0137901 # DEPENDENCYPART_SIBL
(3,14),(3,17),-0.0100848 # DEPENDENCYPART_SIBL
(3,14),(3,20),-0.0151606 # DEPENDENCYPART_SIBL
(3,14),(3,21),-0.0151565 # DEPENDENCYPART_SIBL
(3,14),(3,22),0.0110271 # DEPENDENCYPART_SIBL
(3,15),(3,16),-0.0215249 # DEPENDENCYPART_SIBL
(3,15),(3,17),-0.023416 # DEPENDENCYPART_SIBL
(3,15),(3,20),-0.0196094 # DEPENDENCYPART_SIBL
(3,15),(3,21),-0.0196034 # DEPENDENCYPART_SIBL
(3,15),(3,22),0.00784966 # DEPENDENCYPART_SIBL
(3,16),(3,17),-0.0152159 # DEPENDENCYPART_SIBL
(3,16),(3,20),-0.00464998 # DEPENDENCYPART_SIBL
(3,16),(3,21),-0.004644 # DEPENDENCYPART_SIBL
(3,16),(3,22),0.0340111 # DEPENDENCYPART_SIBL
(3,17),(3,20),-0.00409435 # DEPENDENCYPART_SIBL
(3,17),(3,21),-0.00409025 # DEPENDENCYPART_SIBL
(3,17),(3,22),0.00520339 # DEPENDENCYPART_SIBL
(3,20),(3,21),-0.0196046 # DEPENDENCYPART_SIBL
(3,20),(3,22),0.00784312 # DEPENDENCYPART_SIBL
(3,21),(3,22),0.00779485 # DEPENDENCYPART_SIBL
(4,5),(4,7),0.0390055 # DEPENDENCYPART_SIBL
(5,1),(5,3),0.114085 # DEPENDENCYPART_SIBL
(5,1),(5,4),0.0469323 # DEPENDENCYPART_SIBL
(5,1),(5,7),-0.00622716 # DEPENDENCYPART_SIBL
(5,1),(5,17),0.036191 # DEPENDENCYPART_SIBL
(5,1),(5,22),0.00867654 # DEPENDENCYPART_SIBL
(5,3),(5,4),-0.0763618 # DEPENDENCYPART_SIBL
(5,3),(5,7),0.023737 # DEPENDENCYPART_SIBL
(5,3),(5,17),0.05152 # DEPENDENCYPART_SIBL
(5,3),(5,22),0.125231 # DEPENDENCYPART_SIBL
(5,4),(5,7),-0.000880212 # DEPENDENCYPART_SIBL
(5,4),(5,17),-0.0110829 # DEPENDENCYPART_SIBL
(5,4),(5,22),-0.0375479 # DEPENDENCYPART_SIBL
(5,7),(5,17),0.395159 # DEPENDENCYPART_SIBL
(5,7),(5,22),0.0898977 # DEPENDENCYPART_SIBL
(5,17),(5,22),0.0556179 # DEPENDENCYPART_SIBL
(6,1),(6,2),-0.057045 # DEPENDENCYPART_SIBL
(6,1),(6,3),0.0341303 # DEPENDENCYPART_SIBL
(6,1),(6,4),-0.0515663 # DEPENDENCYPART_SIBL
(6,1),(6,5),-0.0453848 # DEPENDENCYPART_SIBL
(6,1),(6,7),-0.0213525 # DEPENDENCYPART_SIBL
(6,1),(6,10),0.00810623 # DEPENDENCYPART_SIBL
(6,1),(6,11),-0.0213525 # DEPENDENCYPART_SIBL
(6,1),(6,12),-0.0143275 # DEPENDENCYPART_SIBL
(6,1),(6,14),0.0104312 # DEPENDENCYPART_SIBL
(6,1),(6,15),0.00810623 # DEPENDENCYPART_SIBL
(6,1),(6,16),0.00622254 # DEPENDENCYPART_SIBL
(6,1),(6,17),0.0437196 # DEPENDENCYPART_SIBL
(6,1),(6,21),0.00791431 # DEPENDENCYPART_SIBL
(6,1),(6,22),-0.0324379 # DEPENDENCYPART_SIBL
(6,2),(6,3),0.0896543 # DEPENDENCYPART_SIBL
(6,2),(6,4),-0.390221 # DEPENDENCYPART_SIBL
(6,2),(6,5),0.00345712 # DEPENDENCYPART_SIBL
(6,2),(6,7),-0.0196372 # DEPENDENCYPART_SIBL
(6,2),(6,10),0.0154454 # DEPENDENCYPART_SIBL
(6,2),(6,11),-0.0196372 # DEPENDENCYPART_SIBL
(6,2),(6,12),-0.0169767 # DEPENDENCYPART_SIBL
(6,2),(6,14),0.0183466 # DEPENDENCYPART_SIBL
(6,2),(6,15),0.0154454 # DEPENDENCYPART_SIBL
(6,2),(6,16),0.0126285 # DEPENDENCYPART_SIBL
(6,2),(6,17),-0.002369 # DEPENDENCYPART_SIBL
(6,2),(6,21),0.0148697 # DEPENDENCYPART_SIBL
(6,2),(6,22),0.020883 # DEPENDENCYPART_SIBL
(6,3),(6,4),-0.353566 # DEPENDENCYPART_SIBL
(6,3),(6,5),-0.0641726 # DEPENDENCYPART_SIBL
(6,3),(6,7),-0.0137776 # DEPENDENCYPART_SIBL
(6,3),(6,10),-0.00602874 # DEPENDENCYPART_SIBL
(6,3),(6,11),-0.0137776 # DEPENDENCYPART_SIBL
(6,3),(6,12),0.0337352 # DEPENDENCYPART_SIBL
(6,3),(6,14),0.0279889 # DEPENDENCYPART_SIBL
(6,3),(6,15),-0.00602874 # DEPENDENCYPART_SIBL
(6,3),(6,16),-0.00897844 # DEPENDENCYPART_SIBL
(6,3),(6,17),0.0360742 # DEPENDENCYPART_SIBL
(6,3),(6,21),-0.00622066 # DEPENDENCYPART_SIBL
(6,3),(6,22),0.121928 # DEPENDENCYPART_SIBL
(6,4),(6,5),0.156583 # DEPENDENCYPART_SIBL
(6,4),(6,7),-0.00921632 # DEPENDENCYPART_SIBL
(6,4),(6,10),-0.00345812 # DEPENDENCYPART_SIBL
(6,4),(6,11),-0.00921632 # DEPENDENCYPART_SIBL
(6,4),(6,12),0.00371839 # DEPENDENCYPART_SIBL
(6,4),(6,14),-0.0181884 # DEPENDENCYPART_SIBL
(6,4),(6,15),-0.00345812 # DEPENDENCYPART_SIBL
(6,4),(6,16),-0.00454355 # DEPENDENCYPART_SIBL
(6,4),(6,17),-0.000134855 # DEPENDENCYPART_SIBL
(6,4),(6,21),-0.00365004 # DEPENDENCYPART_SIBL
(6,4),(6,22),-0.0286572 # DEPENDENCYPART_SIBL
(6,5),(6,7),-0.0330567 # DEPENDENCYPART_SIBL
(6,5),(6,10),-0.00425872 # DEPENDENCYPART_SIBL
(6,5),(6,11),-0.0330567 # DEPENDENCYPART_SIBL
(6,5),(6,12),-0.00259361 # DEPENDENCYPART_SIBL
(6,5),(6,14),0.00530271 # DEPENDENCYPART_SIBL
(6,5),(6,15),-0.00425872 # DEPENDENCYPART_SIBL
(6,5),(6,16),-0.00553662 # DEPENDENCYPART_SIBL
(6,5),(6,17),-0.0329585 # DEPENDENCYPART_SIBL
(6,5),(6,21),-0.00445064 # DEPENDENCYPART_SIBL
(6,5),(6,22),-0.00439695 # DEPENDENCYPART_SIBL
(6,7),(6,10),0.342981 # DEPENDENCYPART_SIBL
(6,7),(6,11),0.00482302 # DEPENDENCYPART_SIBL
(6,7),(6,12),0.0802637 # DEPENDENCYPART_SIBL
(6,7),(6,14),0.16283 # DEPENDENCYPART_SIBL
(6,7),(6,15),0.342981 # DEPENDENCYPART_SIBL
(6,7),(6,16),0.33988 # DEPENDENCYPART_SIBL
(6,7),(6,17),0.452039 # DEPENDENCYPART_SIBL
(6,7),(6,21),0.342981 # DEPENDENCYPART_SIBL
