# _root_ Az ezredfordulón nemcsak a közlekedés és a hírközlés , de a háztartás , a munka és a szórakozás tempója is a sokszorosa a száz évvel ezelőttinek .
#goldHeads=2,20,20,5,6,20,8,6,20,20,12,19,19,15,19,19,18,19,20,0,22,20,26,25,26,20,20,
#predictedHeads=2,3,10,5,6,10,8,6,10,0,12,19,19,15,19,19,18,19,20,26,22,26,25,25,26,10,10,
(11,10),-0.547623 # DEPENDENCYPART_ARC
(11,13),-0.734873 # DEPENDENCYPART_ARC
(11,15),-1.47852 # DEPENDENCYPART_ARC
(12,4),-2.01284 # DEPENDENCYPART_ARC
(12,5),-2.59145 # DEPENDENCYPART_ARC
(12,6),-1.66212 # DEPENDENCYPART_ARC
(12,7),-1.05028 # DEPENDENCYPART_ARC
(12,8),-1.81068 # DEPENDENCYPART_ARC
(12,9),-1.35838 # DEPENDENCYPART_ARC
(12,10),-0.883171 # DEPENDENCYPART_ARC
(12,11),1.863 # DEPENDENCYPART_ARC
(12,13),-0.578755 # DEPENDENCYPART_ARC
(12,15),-1.30872 # DEPENDENCYPART_ARC
(12,18),-1.77754 # DEPENDENCYPART_ARC
(12,19),-1.91644 # DEPENDENCYPART_ARC
(12,20),-1.61557 # DEPENDENCYPART_ARC
(12,26),-2.54217 # DEPENDENCYPART_ARC
(12,27),-2.02994 # DEPENDENCYPART_ARC
(14,18),-1.50179 # DEPENDENCYPART_ARC
(14,19),-1.78685 # DEPENDENCYPART_ARC
(15,7),-2.0889 # DEPENDENCYPART_ARC
(15,11),-0.865748 # DEPENDENCYPART_ARC
(15,12),-1.69749 # DEPENDENCYPART_ARC
(15,14),1.65455 # DEPENDENCYPART_ARC
(16,2),-2.43201 # DEPENDENCYPART_ARC
(16,3),-1.1163 # DEPENDENCYPART_ARC
(16,5),-2.40304 # DEPENDENCYPART_ARC
(16,6),-1.09346 # DEPENDENCYPART_ARC
(16,8),-1.96601 # DEPENDENCYPART_ARC
(16,9),-1.32877 # DEPENDENCYPART_ARC
(16,10),-0.52166 # DEPENDENCYPART_ARC
(16,11),-1.98069 # DEPENDENCYPART_ARC
(16,12),-1.36816 # DEPENDENCYPART_ARC
(16,13),-0.541831 # DEPENDENCYPART_ARC
(16,14),-1.37625 # DEPENDENCYPART_ARC
(16,15),-0.471575 # DEPENDENCYPART_ARC
(16,17),-1.09875 # DEPENDENCYPART_ARC
(16,18),-0.631983 # DEPENDENCYPART_ARC
(16,19),-0.944203 # DEPENDENCYPART_ARC
(16,20),-1.28177 # DEPENDENCYPART_ARC
(16,22),-1.20653 # DEPENDENCYPART_ARC
(16,24),-1.37781 # DEPENDENCYPART_ARC
(16,25),-1.76391 # DEPENDENCYPART_ARC
(16,26),-1.89309 # DEPENDENCYPART_ARC
(16,27),-1.86526 # DEPENDENCYPART_ARC
(17,16),-0.762878 # DEPENDENCYPART_ARC
(17,22),-1.91901 # DEPENDENCYPART_ARC
(18,11),-1.82247 # DEPENDENCYPART_ARC
(18,14),-0.943651 # DEPENDENCYPART_ARC
(18,15),-1.27727 # DEPENDENCYPART_ARC
(18,16),-0.788411 # DEPENDENCYPART_ARC
(18,17),1.79091 # DEPENDENCYPART_ARC
(18,22),-1.77965 # DEPENDENCYPART_ARC
(19,2),-4.82252 # DEPENDENCYPART_ARC
(19,3),-1.33247 # DEPENDENCYPART_ARC
(19,5),-2.34005 # DEPENDENCYPART_ARC
(19,6),-1.19119 # DEPENDENCYPART_ARC
(19,8),-2.12603 # DEPENDENCYPART_ARC
(19,9),-1.70163 # DEPENDENCYPART_ARC
(19,10),-0.893142 # DEPENDENCYPART_ARC
(19,11),-2.77655 # DEPENDENCYPART_ARC
(19,12),-1.18822 # DEPENDENCYPART_ARC
(19,13),-1.32778 # DEPENDENCYPART_ARC
(19,14),-1.91046 # DEPENDENCYPART_ARC
(19,15),0.204441 # DEPENDENCYPART_ARC
(19,16),-0.278569 # DEPENDENCYPART_ARC
(19,17),0.0517091 # DEPENDENCYPART_ARC
(19,18),2.87624 # DEPENDENCYPART_ARC
(19,20),-1.48496 # DEPENDENCYPART_ARC
(19,22),-1.52831 # DEPENDENCYPART_ARC
(19,24),-1.80035 # DEPENDENCYPART_ARC
(19,25),-2.28749 # DEPENDENCYPART_ARC
(20,2),-2.33634 # DEPENDENCYPART_ARC
(20,3),-0.788953 # DEPENDENCYPART_ARC
(20,8),-2.1796 # DEPENDENCYPART_ARC
(20,9),-1.77875 # DEPENDENCYPART_ARC
(20,10),-0.413719 # DEPENDENCYPART_ARC
(20,12),-1.79833 # DEPENDENCYPART_ARC
(20,13),-1.524 # DEPENDENCYPART_ARC
(20,15),-1.61126 # DEPENDENCYPART_ARC
(20,16),-0.772084 # DEPENDENCYPART_ARC
(20,17),-1.60999 # DEPENDENCYPART_ARC
(20,18),-1.06771 # DEPENDENCYPART_ARC
(20,19),-0.562675 # DEPENDENCYPART_ARC
(20,21),-1.35863 # DEPENDENCYPART_ARC
(20,22),-0.823185 # DEPENDENCYPART_ARC
(20,24),-1.48323 # DEPENDENCYPART_ARC
(20,25),-1.65703 # DEPENDENCYPART_ARC
(20,26),-1.76289 # DEPENDENCYPART_ARC
(20,27),-1.39317 # DEPENDENCYPART_ARC
(21,20),-0.376603 # DEPENDENCYPART_ARC
(21,25),-1.58422 # DEPENDENCYPART_ARC
(21,26),-1.43315 # DEPENDENCYPART_ARC
(22,14),-2.66116 # DEPENDENCYPART_ARC
(22,17),-1.62089 # DEPENDENCYPART_ARC
(22,18),-0.22244 # DEPENDENCYPART_ARC
(22,19),-0.89136 # DEPENDENCYPART_ARC
(22,20),-0.984609 # DEPENDENCYPART_ARC
(22,21),1.27449 # DEPENDENCYPART_ARC
(22,23),-1.61109 # DEPENDENCYPART_ARC
(22,24),-1.36198 # DEPENDENCYPART_ARC
(22,25),-1.51702 # DEPENDENCYPART_ARC
(22,26),-1.85116 # DEPENDENCYPART_ARC
(22,27),-1.47588 # DEPENDENCYPART_ARC
(24,21),-1.69221 # DEPENDENCYPART_ARC
(24,22),-1.68744 # DEPENDENCYPART_ARC
(24,23),-0.748895 # DEPENDENCYPART_ARC
(24,25),-1.45869 # DEPENDENCYPART_ARC
(25,15),-3.2389 # DEPENDENCYPART_ARC
(25,16),-1.30299 # DEPENDENCYPART_ARC
(25,17),-2.24458 # DEPENDENCYPART_ARC
(25,18),-2.49139 # DEPENDENCYPART_ARC
(25,19),-3.02595 # DEPENDENCYPART_ARC
(25,20),-1.44705 # DEPENDENCYPART_ARC
(25,21),-1.03136 # DEPENDENCYPART_ARC
(25,22),-2.02126 # DEPENDENCYPART_ARC
(25,23),0.495715 # DEPENDENCYPART_ARC
(25,24),1.62328 # DEPENDENCYPART_ARC
(26,2),-2.0215 # DEPENDENCYPART_ARC
(26,3),-0.443458 # DEPENDENCYPART_ARC
(26,5),-2.65967 # DEPENDENCYPART_ARC
(26,6),-0.76715 # DEPENDENCYPART_ARC
(26,8),-2.6301 # DEPENDENCYPART_ARC
(26,9),-1.10805 # DEPENDENCYPART_ARC
(26,10),-0.821391 # DEPENDENCYPART_ARC
(26,12),-2.33945 # DEPENDENCYPART_ARC
(26,13),-1.04807 # DEPENDENCYPART_ARC
(26,15),-1.92845 # DEPENDENCYPART_ARC
(26,16),-0.493341 # DEPENDENCYPART_ARC
(26,18),-1.51831 # DEPENDENCYPART_ARC
(26,19),-1.65989 # DEPENDENCYPART_ARC
(26,20),-0.382208 # DEPENDENCYPART_ARC
(26,21),-0.693906 # DEPENDENCYPART_ARC
(26,22),-1.07833 # DEPENDENCYPART_ARC
(26,23),-0.277219 # DEPENDENCYPART_ARC
(26,24),0.307537 # DEPENDENCYPART_ARC
(26,25),1.35944 # DEPENDENCYPART_ARC
(26,27),-0.737152 # DEPENDENCYPART_ARC
(0,2),(0,3),-0.135339 # DEPENDENCYPART_SIBL
(0,2),(0,6),-0.120009 # DEPENDENCYPART_SIBL
(0,2),(0,10),-0.158434 # DEPENDENCYPART_SIBL
(0,2),(0,16),-0.120009 # DEPENDENCYPART_SIBL
(0,2),(0,26),-0.0326239 # DEPENDENCYPART_SIBL
(0,3),(0,6),-0.192465 # DEPENDENCYPART_SIBL
(0,3),(0,10),-0.191702 # DEPENDENCYPART_SIBL
(0,3),(0,16),-0.192465 # DEPENDENCYPART_SIBL
(0,3),(0,26),-0.064572 # DEPENDENCYPART_SIBL
(0,6),(0,10),-0.215317 # DEPENDENCYPART_SIBL
(0,6),(0,16),-0.226618 # DEPENDENCYPART_SIBL
(0,6),(0,26),-0.0894222 # DEPENDENCYPART_SIBL
(0,10),(0,16),-0.183595 # DEPENDENCYPART_SIBL
(0,10),(0,26),-0.0720145 # DEPENDENCYPART_SIBL
(0,16),(0,26),-0.0894222 # DEPENDENCYPART_SIBL
(1,3),(1,5),0.0386994 # DEPENDENCYPART_SIBL
(2,1),(2,5),-0.00571552 # DEPENDENCYPART_SIBL
(2,1),(2,10),-0.00693706 # DEPENDENCYPART_SIBL
(2,1),(2,27),-0.0202729 # DEPENDENCYPART_SIBL
(2,5),(2,10),-0.0442829 # DEPENDENCYPART_SIBL
(2,5),(2,27),0.0485651 # DEPENDENCYPART_SIBL
(2,10),(2,27),0.108839 # DEPENDENCYPART_SIBL
(3,1),(3,2),0.0529612 # DEPENDENCYPART_SIBL
(3,1),(3,4),0.053543 # DEPENDENCYPART_SIBL
(3,1),(3,5),0.0323149 # DEPENDENCYPART_SIBL
(3,1),(3,6),-0.0188849 # DEPENDENCYPART_SIBL
(3,1),(3,8),0.0323149 # DEPENDENCYPART_SIBL
(3,1),(3,9),-0.0244263 # DEPENDENCYPART_SIBL
(3,1),(3,10),-0.0106562 # DEPENDENCYPART_SIBL
(3,1),(3,12),0.0323149 # DEPENDENCYPART_SIBL
(3,1),(3,13),-0.0244263 # DEPENDENCYPART_SIBL
(3,1),(3,16),-0.0188849 # DEPENDENCYPART_SIBL
(3,1),(3,19),0.0323149 # DEPENDENCYPART_SIBL
(3,1),(3,20),-0.0124033 # DEPENDENCYPART_SIBL
(3,1),(3,24),0.00575579 # DEPENDENCYPART_SIBL
(3,1),(3,25),0.0269672 # DEPENDENCYPART_SIBL
(3,1),(3,26),0.0131624 # DEPENDENCYPART_SIBL
(3,1),(3,27),-0.0112047 # DEPENDENCYPART_SIBL
(3,2),(3,4),-0.0137241 # DEPENDENCYPART_SIBL
(3,2),(3,5),0.0877481 # DEPENDENCYPART_SIBL
(3,2),(3,6),-0.00962604 # DEPENDENCYPART_SIBL
(3,2),(3,8),0.0877481 # DEPENDENCYPART_SIBL
(3,2),(3,9),-0.0268666 # DEPENDENCYPART_SIBL
(3,2),(3,10),-0.0165034 # DEPENDENCYPART_SIBL
(3,2),(3,12),0.0854499 # DEPENDENCYPART_SIBL
(3,2),(3,13),-0.0268666 # DEPENDENCYPART_SIBL
(3,2),(3,16),-0.00962604 # DEPENDENCYPART_SIBL
(3,2),(3,19),0.0877481 # DEPENDENCYPART_SIBL
(3,2),(3,20),-0.0324733 # DEPENDENCYPART_SIBL
(3,2),(3,24),0.0128178 # DEPENDENCYPART_SIBL
(3,2),(3,25),0.0794547 # DEPENDENCYPART_SIBL
(3,2),(3,26),0.00479009 # DEPENDENCYPART_SIBL
(3,2),(3,27),-0.0300998 # DEPENDENCYPART_SIBL
(3,4),(3,5),-0.0278218 # DEPENDENCYPART_SIBL
(3,4),(3,6),-0.0370322 # DEPENDENCYPART_SIBL
(3,4),(3,8),-0.0278218 # DEPENDENCYPART_SIBL
(3,4),(3,9),-0.027984 # DEPENDENCYPART_SIBL
(3,4),(3,10),-0.0374884 # DEPENDENCYPART_SIBL
(3,4),(3,12),-0.0278218 # DEPENDENCYPART_SIBL
(3,4),(3,13),-0.027984 # DEPENDENCYPART_SIBL
(3,4),(3,16),-0.0370322 # DEPENDENCYPART_SIBL
(3,4),(3,19),-0.0278218 # DEPENDENCYPART_SIBL
(3,4),(3,20),-0.0430614 # DEPENDENCYPART_SIBL
(3,4),(3,24),0.00274048 # DEPENDENCYPART_SIBL
(3,4),(3,25),-0.027827 # DEPENDENCYPART_SIBL
(3,4),(3,26),-0.0329568 # DEPENDENCYPART_SIBL
(3,4),(3,27),-0.0558279 # DEPENDENCYPART_SIBL
(3,5),(3,6),-0.032697 # DEPENDENCYPART_SIBL
(3,5),(3,8),-0.039498 # DEPENDENCYPART_SIBL
(3,5),(3,9),0.0157081 # DEPENDENCYPART_SIBL
(3,5),(3,10),-0.0696603 # DEPENDENCYPART_SIBL
(3,5),(3,12),-0.0399378 # DEPENDENCYPART_SIBL
(3,5),(3,13),0.0157081 # DEPENDENCYPART_SIBL
(3,5),(3,16),-0.032697 # DEPENDENCYPART_SIBL
(3,5),(3,19),-0.039498 # DEPENDENCYPART_SIBL
(3,5),(3,20),-0.0381737 # DEPENDENCYPART_SIBL
(3,5),(3,24),0.00645388 # DEPENDENCYPART_SIBL
(3,5),(3,25),-0.0419023 # DEPENDENCYPART_SIBL
(3,5),(3,26),0.0269125 # DEPENDENCYPART_SIBL
(3,5),(3,27),-0.0216635 # DEPENDENCYPART_SIBL
(3,6),(3,8),-0.0332774 # DEPENDENCYPART_SIBL
(3,6),(3,9),-0.0154257 # DEPENDENCYPART_SIBL
(3,6),(3,10),-0.0881563 # DEPENDENCYPART_SIBL
(3,6),(3,12),-0.0332774 # DEPENDENCYPART_SIBL
(3,6),(3,13),-0.0154257 # DEPENDENCYPART_SIBL
(3,6),(3,16),-0.115445 # DEPENDENCYPART_SIBL
(3,6),(3,19),-0.0332774 # DEPENDENCYPART_SIBL
(3,6),(3,20),-0.0980735 # DEPENDENCYPART_SIBL
(3,6),(3,24),-0.00521922 # DEPENDENCYPART_SIBL
(3,6),(3,25),-0.0309454 # DEPENDENCYPART_SIBL
(3,6),(3,26),-0.0392673 # DEPENDENCYPART_SIBL
(3,6),(3,27),0.0443447 # DEPENDENCYPART_SIBL
(3,8),(3,9),0.0157081 # DEPENDENCYPART_SIBL
(3,8),(3,10),-0.0696603 # DEPENDENCYPART_SIBL
(3,8),(3,12),-0.0399378 # DEPENDENCYPART_SIBL
(3,8),(3,13),0.0157081 # DEPENDENCYPART_SIBL
(3,8),(3,16),-0.032697 # DEPENDENCYPART_SIBL
(3,8),(3,19),-0.039498 # DEPENDENCYPART_SIBL
(3,8),(3,20),-0.0381737 # DEPENDENCYPART_SIBL
(3,8),(3,24),0.00645388 # DEPENDENCYPART_SIBL
(3,8),(3,25),-0.0419023 # DEPENDENCYPART_SIBL
(3,8),(3,26),0.0269125 # DEPENDENCYPART_SIBL
(3,8),(3,27),-0.0216635 # DEPENDENCYPART_SIBL
(3,9),(3,10),-0.00937165 # DEPENDENCYPART_SIBL
(3,9),(3,12),0.072845 # DEPENDENCYPART_SIBL
(3,9),(3,13),-0.0377514 # DEPENDENCYPART_SIBL
(3,9),(3,16),-0.0400953 # DEPENDENCYPART_SIBL
(3,9),(3,19),0.0730624 # DEPENDENCYPART_SIBL
(3,9),(3,20),-0.0850782 # DEPENDENCYPART_SIBL
(3,9),(3,24),0.0970866 # DEPENDENCYPART_SIBL
(3,9),(3,25),0.074423 # DEPENDENCYPART_SIBL
(3,9),(3,26),0.0638118 # DEPENDENCYPART_SIBL
(3,9),(3,27),-0.00237093 # DEPENDENCYPART_SIBL
(3,10),(3,12),-0.0455746 # DEPENDENCYPART_SIBL
(3,10),(3,13),-0.0266005 # DEPENDENCYPART_SIBL
(3,10),(3,16),-0.0732237 # DEPENDENCYPART_SIBL
(3,10),(3,19),-0.0455746 # DEPENDENCYPART_SIBL
(3,10),(3,20),-0.0675995 # DEPENDENCYPART_SIBL
(3,10),(3,24),-0.00272133 # DEPENDENCYPART_SIBL
(3,10),(3,25),-0.0432398 # DEPENDENCYPART_SIBL
(3,10),(3,26),-0.0220604 # DEPENDENCYPART_SIBL
(3,10),(3,27),0.0277337 # DEPENDENCYPART_SIBL
(3,12),(3,13),0.0116475 # DEPENDENCYPART_SIBL
(3,12),(3,16),-0.0326977 # DEPENDENCYPART_SIBL
(3,12),(3,19),-0.0405532 # DEPENDENCYPART_SIBL
(3,12),(3,20),-0.0381745 # DEPENDENCYPART_SIBL
(3,12),(3,24),0.00645302 # DEPENDENCYPART_SIBL
(3,12),(3,25),-0.0429576 # DEPENDENCYPART_SIBL
(3,12),(3,26),0.0269125 # DEPENDENCYPART_SIBL
(3,12),(3,27),-0.0216665 # DEPENDENCYPART_SIBL
(3,13),(3,16),-0.0400953 # DEPENDENCYPART_SIBL
(3,13),(3,19),0.0730624 # DEPENDENCYPART_SIBL
(3,13),(3,20),-0.0850782 # DEPENDENCYPART_SIBL
(3,13),(3,24),0.0970866 # DEPENDENCYPART_SIBL
(3,13),(3,25),0.074423 # DEPENDENCYPART_SIBL
(3,13),(3,26),0.0638118 # DEPENDENCYPART_SIBL
(3,13),(3,27),-0.00237093 # DEPENDENCYPART_SIBL
(3,16),(3,19),-0.0332774 # DEPENDENCYPART_SIBL
(3,16),(3,20),-0.0980735 # DEPENDENCYPART_SIBL
(3,16),(3,24),-0.00521922 # DEPENDENCYPART_SIBL
(3,16),(3,25),-0.0309454 # DEPENDENCYPART_SIBL
(3,16),(3,26),-0.0392673 # DEPENDENCYPART_SIBL
(3,16),(3,27),0.0443447 # DEPENDENCYPART_SIBL
(3,19),(3,20),-0.0381737 # DEPENDENCYPART_SIBL
(3,19),(3,24),0.00645388 # DEPENDENCYPART_SIBL
(3,19),(3,25),-0.0419023 # DEPENDENCYPART_SIBL
(3,19),(3,26),0.0269125 # DEPENDENCYPART_SIBL
(3,19),(3,27),-0.0216635 # DEPENDENCYPART_SIBL
(3,20),(3,24),-0.000320193 # DEPENDENCYPART_SIBL
(3,20),(3,25),-0.0456534 # DEPENDENCYPART_SIBL
(3,20),(3,26),0.0212702 # DEPENDENCYPART_SIBL
(3,20),(3,27),0.00569231 # DEPENDENCYPART_SIBL
(3,24),(3,25),-0.0187484 # DEPENDENCYPART_SIBL
(3,24),(3,26),-0.00972169 # DEPENDENCYPART_SIBL
(3,24),(3,27),0.0338373 # DEPENDENCYPART_SIBL
(3,25),(3,26),0.0255448 # DEPENDENCYPART_SIBL
(3,25),(3,27),-0.0256494 # DEPENDENCYPART_SIBL
(3,26),(3,27),0.0406844 # DEPENDENCYPART_SIBL
(4,3),(4,6),0.0448002 # DEPENDENCYPART_SIBL
(4,3),(4,8),0.0261572 # DEPENDENCYPART_SIBL
(4,6),(4,8),0.0534787 # DEPENDENCYPART_SIBL
(5,1),(5,2),0.000855746 # DEPENDENCYPART_SIBL
(5,1),(5,3),0.138529 # DEPENDENCYPART_SIBL
(5,1),(5,4),-0.542227 # DEPENDENCYPART_SIBL
(5,1),(5,8),-0.00571552 # DEPENDENCYPART_SIBL
(5,2),(5,3),0.523365 # DEPENDENCYPART_SIBL
(5,2),(5,4),-0.317123 # DEPENDENCYPART_SIBL
(5,2),(5,8),0.00337853 # DEPENDENCYPART_SIBL
(5,3),(5,4),-0.386401 # DEPENDENCYPART_SIBL
(5,3),(5,8),-0.00256137 # DEPENDENCYPART_SIBL
(5,4),(5,8),-0.00331961 # DEPENDENCYPART_SIBL
(6,1),(6,2),0.0272663 # DEPENDENCYPART_SIBL
(6,1),(6,3),0.0791222 # DEPENDENCYPART_SIBL
(6,1),(6,4),-0.0365929 # DEPENDENCYPART_SIBL
(6,1),(6,5),0.0272663 # DEPENDENCYPART_SIBL
(6,1),(6,7),0.10471 # DEPENDENCYPART_SIBL
(6,1),(6,8),0.0535341 # DEPENDENCYPART_SIBL
(6,1),(6,9),-0.0244825 # DEPENDENCYPART_SIBL
(6,1),(6,10),-0.029529 # DEPENDENCYPART_SIBL
(6,1),(6,12),0.0535341 # DEPENDENCYPART_SIBL
(6,1),(6,13),-0.0244825 # DEPENDENCYPART_SIBL
(6,1),(6,15),0.0587733 # DEPENDENCYPART_SIBL
(6,1),(6,16),-0.052628 # DEPENDENCYPART_SIBL
(6,1),(6,18),0.0535341 # DEPENDENCYPART_SIBL
(6,1),(6,19),0.0535341 # DEPENDENCYPART_SIBL
(6,1),(6,20),-0.0234111 # DEPENDENCYPART_SIBL
(6,1),(6,22),0.0535341 # DEPENDENCYPART_SIBL
(6,1),(6,24),0.0168847 # DEPENDENCYPART_SIBL
(6,1),(6,25),0.0481644 # DEPENDENCYPART_SIBL
(6,1),(6,26),0.0181578 # DEPENDENCYPART_SIBL
(6,1),(6,27),-0.00819169 # DEPENDENCYPART_SIBL
(6,2),(6,3),0.134638 # DEPENDENCYPART_SIBL
(6,2),(6,4),-0.0157665 # DEPENDENCYPART_SIBL
(6,2),(6,5),0.00574894 # DEPENDENCYPART_SIBL
(6,2),(6,7),0.0477941 # DEPENDENCYPART_SIBL
(6,2),(6,8),0.233831 # DEPENDENCYPART_SIBL
(6,2),(6,9),-0.000560421 # DEPENDENCYPART_SIBL
(6,2),(6,10),-0.00104812 # DEPENDENCYPART_SIBL
(6,2),(6,12),0.231533 # DEPENDENCYPART_SIBL
(6,2),(6,13),-0.000560421 # DEPENDENCYPART_SIBL
(6,2),(6,15),0.233213 # DEPENDENCYPART_SIBL
(6,2),(6,16),-0.0104312 # DEPENDENCYPART_SIBL
(6,2),(6,18),0.233831 # DEPENDENCYPART_SIBL
(6,2),(6,19),0.233831 # DEPENDENCYPART_SIBL
(6,2),(6,20),-0.00470338 # DEPENDENCYPART_SIBL
(6,2),(6,22),0.233831 # DEPENDENCYPART_SIBL
(6,2),(6,24),0.0531325 # DEPENDENCYPART_SIBL
(6,2),(6,25),0.225495 # DEPENDENCYPART_SIBL
(6,2),(6,26),0.0259515 # DEPENDENCYPART_SIBL
(6,2),(6,27),-0.00815188 # DEPENDENCYPART_SIBL
(6,3),(6,4),-0.0334974 # DEPENDENCYPART_SIBL
(6,3),(6,5),-0.0130791 # DEPENDENCYPART_SIBL
(6,3),(6,7),0.0104629 # DEPENDENCYPART_SIBL
(6,3),(6,8),-0.0206626 # DEPENDENCYPART_SIBL
(6,3),(6,9),-0.0216289 # DEPENDENCYPART_SIBL
(6,3),(6,10),0.0174729 # DEPENDENCYPART_SIBL
(6,3),(6,12),-0.0206626 # DEPENDENCYPART_SIBL
(6,3),(6,13),-0.0216289 # DEPENDENCYPART_SIBL
(6,3),(6,15),-0.02106 # DEPENDENCYPART_SIBL
(6,3),(6,16),0.0114892 # DEPENDENCYPART_SIBL
(6,3),(6,18),-0.0206626 # DEPENDENCYPART_SIBL
